Entity,Year,SO2 emissions by country (1850-2000) (Clio Infra)
Jordan,1880,0.060622838
Jordan,1890,0.067576432
Jordan,1900,0.067711856
Jordan,1910,0.056564434
Jordan,1920,0.047421631
Jordan,1930,0.042726234
Jordan,1940,0.034255813
Jordan,1950,1.232925377
Jordan,1960,5.266389576
Jordan,1970,10.2769278
Jordan,1980,34.76082986
Jordan,1990,70.63736428
Jordan,2000,101.924056
Kazakhstan,1850,0.560427916
Kazakhstan,1860,0.563801989
Kazakhstan,1870,0.634783501
Kazakhstan,1880,0.966132084
Kazakhstan,1890,2.020979494
Kazakhstan,1900,5.026448704
Kazakhstan,1910,5.462456388
Kazakhstan,1920,3.581227976
Kazakhstan,1930,61.66193075
Kazakhstan,1940,320.607895
Kazakhstan,1950,429.8702672
Kazakhstan,1960,1895.161294
Kazakhstan,1970,2323.022499
Kazakhstan,1980,2164.433109
Kazakhstan,1990,2426.884914
Kazakhstan,2000,1766.801392
Kenya,1850,0.262689661
Kenya,1860,0.264897137
Kenya,1870,0.286438289
Kenya,1880,0.318320719
Kenya,1890,0.350857839
Kenya,1900,0.38073862
Kenya,1910,0.398251709
Kenya,1920,0.489593547
Kenya,1930,0.601542051
Kenya,1940,0.738686216
Kenya,1950,7.147222483
Kenya,1960,19.48421503
Kenya,1970,21.15985414
Kenya,1980,36.59112239
Kenya,1990,41.73608765
Kenya,2000,66.70822073
Kuwait,1850,0.015137216
Kuwait,1860,0.015913483
Kuwait,1870,0.016074226
Kuwait,1880,0.016236591
Kuwait,1890,0.016400597
Kuwait,1900,0.01656626
Kuwait,1910,0.013944663
Kuwait,1920,0.110438361
Kuwait,1930,0.351609299
Kuwait,1940,0.671209285
Kuwait,1950,39.95788072
Kuwait,1960,77.29805662
Kuwait,1970,169.1167482
Kuwait,1980,162.1061906
Kuwait,1990,106.2302908
Kuwait,2000,290.3558384
Kyrgyzstan,1850,0.314413842
Kyrgyzstan,1860,0.331360657
Kyrgyzstan,1870,0.370084976
Kyrgyzstan,1880,0.409811143
Kyrgyzstan,1890,0.5248313
Kyrgyzstan,1900,0.770696485
Kyrgyzstan,1910,0.691435231
Kyrgyzstan,1920,0.494891322
Kyrgyzstan,1930,0.886268606
Kyrgyzstan,1940,1.479742707
Kyrgyzstan,1950,1.294520552
Kyrgyzstan,1960,46.94677586
Kyrgyzstan,1970,71.12008376
Kyrgyzstan,1980,97.90664301
Kyrgyzstan,1990,93.6857737
Kyrgyzstan,2000,21.57970976
Latvia,1850,0.568041552
Latvia,1860,0.619979163
Latvia,1870,0.776956307
Latvia,1880,1.251243037
Latvia,1890,2.249269992
Latvia,1900,4.888437196
Latvia,1910,4.737147157
Latvia,1920,2.342105309
Latvia,1930,7.303256253
Latvia,1940,17.90598518
Latvia,1950,22.09522331
Latvia,1960,47.02164902
Latvia,1970,80.54527433
Latvia,1980,115.7287711
Latvia,1990,101.42
Latvia,2000,9.61
Lebanon,1850,0.061572402
Lebanon,1860,0.065970431
Lebanon,1870,0.070682605
Lebanon,1880,0.084382557
Lebanon,1890,0.085234906
Lebanon,1900,0.09482012
Lebanon,1910,0.083225268
Lebanon,1920,0.080935897
Lebanon,1930,0.083200426
Lebanon,1940,0.788956341
Lebanon,1950,7.860999372
Lebanon,1960,12.74285256
Lebanon,1970,18.8827481
Lebanon,1980,40.29273646
Lebanon,1990,39.01267727
Lebanon,2000,92.31452683
Libya,1850,0.056000924
Libya,1860,0.05647152
Libya,1870,0.05866883
Libya,1880,0.064435758
Libya,1890,0.069997353
Libya,1900,0.075414517
Libya,1910,0.068995995
Libya,1920,0.059438394
Libya,1930,0.049744491
Libya,1940,0.061492334
Libya,1950,0.299462722
Libya,1960,1.554156158
Libya,1970,163.5108094
Libya,1980,126.6615771
Libya,1990,120.4750532
Libya,2000,101.789255
Lithuania,1850,0.664655368
Lithuania,1860,0.737470534
Lithuania,1870,0.980978267
Lithuania,1880,1.845749433
Lithuania,1890,3.817347894
Lithuania,1900,8.901245224
Lithuania,1910,8.464048797
Lithuania,1920,3.993027251
Lithuania,1930,13.17485748
Lithuania,1940,36.9492699
Lithuania,1950,43.57101624
Lithuania,1960,95.70483878
Lithuania,1970,172.7332069
Lithuania,1980,243.6211763
Lithuania,1990,214.13625
Lithuania,2000,44.211625
Luxembourg,1850,0.018333748
Luxembourg,1860,0.020441076
Luxembourg,1870,0.020647551
Luxembourg,1880,0.021985306
Luxembourg,1890,0.023323061
Luxembourg,1900,0.024660816
Luxembourg,1910,0.022763937
Luxembourg,1920,0.020534183
Luxembourg,1930,0.017971552
Luxembourg,1940,0.015076045
Luxembourg,1950,0.637681847
Luxembourg,1960,11.00796013
Luxembourg,1970,42.00398007
Luxembourg,1980,25.52
Luxembourg,1990,26
Luxembourg,2000,4.30813
Macedonia,1850,0.203393125
Macedonia,1860,0.215719981
Macedonia,1870,0.23904106
Macedonia,1880,0.264883639
Macedonia,1890,0.293775264
Macedonia,1900,0.340426947
Macedonia,1910,0.350402292
Macedonia,1920,0.591932549
Macedonia,1930,4.872460149
Macedonia,1940,5.985349689
Macedonia,1950,24.75092846
Macedonia,1960,47.03440406
Macedonia,1970,69.63342534
Macedonia,1980,136.7650091
Macedonia,1990,151.2745752
Macedonia,2000,98.63895074
Malaysia,1850,0.106
Malaysia,1860,0.133
Malaysia,1870,0.16
Malaysia,1880,0.291660836
Malaysia,1890,0.317085415
Malaysia,1900,0.492985046
Malaysia,1910,0.508077408
Malaysia,1920,0.953541078
Malaysia,1930,0.717337753
Malaysia,1940,1.182954302
Malaysia,1950,5.848643756
Malaysia,1960,6.868714768
Malaysia,1970,23.28455634
Malaysia,1980,42.73929786
Malaysia,1990,98.67690878
Malaysia,2000,147.3933541
Malta,1850,0.018164025
Malta,1860,0.01879037
Malta,1870,0.019573303
Malta,1880,0.020388857
Malta,1890,0.021238393
Malta,1900,0.022123326
Malta,1910,0.051628475
Malta,1920,0.084433493
Malta,1930,0.120548656
Malta,1940,0.160231528
Malta,1950,6.542610641
Malta,1960,10.79326019
Malta,1970,19.93918028
Malta,1980,29.6493896
Malta,1990,29.30401556
Malta,2000,26.45787672
Mexico,1850,1.476319086
Mexico,1860,1.546856641
Mexico,1870,1.635004467
Mexico,1880,1.696319044
Mexico,1890,16.55744064
Mexico,1900,51.82577344
Mexico,1910,218.3799913
Mexico,1920,253.5862179
Mexico,1930,331.0396767
Mexico,1940,403.5496389
Mexico,1950,658.1376835
Mexico,1960,766.3180928
Mexico,1970,1002.601454
Mexico,1980,2003.311365
Mexico,1990,2729.223085
Mexico,2000,2990.615035
Moldova,1850,0.443833537
Moldova,1860,0.447070024
Moldova,1870,0.506626651
Moldova,1880,0.71557023
Moldova,1890,1.529265549
Moldova,1900,3.385508303
Moldova,1910,2.996185317
Moldova,1920,1.778126066
Moldova,1930,5.115576127
Moldova,1940,9.954074593
Moldova,1950,8.919722584
Moldova,1960,137.5483648
Moldova,1970,214.4923333
Moldova,1980,308.322292
Moldova,1990,175.2883973
Moldova,2000,13.02762679
Mongolia,1850,0.194739798
Mongolia,1860,0.198040473
Mongolia,1870,0.201397091
Mongolia,1880,0.206809009
Mongolia,1890,0.22748991
Mongolia,1900,0.250238901
Mongolia,1910,0.236304636
Mongolia,1920,0.189149037
Mongolia,1930,0.145229952
Mongolia,1940,0.104547381
Mongolia,1950,0.069655059
Mongolia,1960,0.185515361
Mongolia,1970,0.36431627
Mongolia,1980,0.699001727
Mongolia,1990,103.1106138
Mongolia,2000,66.23566046
Morocco,1850,0.556899702
Morocco,1860,0.592578356
Morocco,1870,0.634164932
Morocco,1880,0.696500984
Morocco,1890,0.757013993
Morocco,1900,0.816890944
Morocco,1910,0.736980005
Morocco,1920,0.637949827
Morocco,1930,0.542285519
Morocco,1940,5.582336885
Morocco,1950,38.39992408
Morocco,1960,41.64083065
Morocco,1970,64.26702146
Morocco,1980,163.2692317
Morocco,1990,246.7571273
Morocco,2000,337.592974
Mozambique,1850,0.455683231
Mozambique,1860,0.501468215
Mozambique,1870,0.576773331
Mozambique,1880,0.661256704
Mozambique,1890,0.751633692
Mozambique,1900,0.865251721
Mozambique,1910,0.918134181
Mozambique,1920,1.047929609
Mozambique,1930,1.460848425
Mozambique,1940,1.906146123
Mozambique,1950,3.75810981
Mozambique,1960,15.44804386
Mozambique,1970,22.34270663
Mozambique,1980,20.62906806
Mozambique,1990,9.497064505
Mozambique,2000,13.82694172
Myanmar,1850,0.7864
Myanmar,1860,0.8177
Myanmar,1870,0.849
Myanmar,1880,1.173501709
Myanmar,1890,1.498010252
Myanmar,1900,2.035043049
Myanmar,1910,2.268954942
Myanmar,1920,9.567591895
Myanmar,1930,63.35262752
Myanmar,1940,65.15580157
Myanmar,1950,5.229909245
Myanmar,1960,21.84711091
Myanmar,1970,32.97510697
Myanmar,1980,35.34655665
Myanmar,1990,18.36422948
Myanmar,2000,29.55905199
Namibia,1850,0.013409395
Namibia,1860,0.014862279
Namibia,1870,0.016866364
Namibia,1880,0.024606128
Namibia,1890,0.027498091
Namibia,1900,0.030034616
Namibia,1910,0.031030359
Namibia,1920,0.03174358
Namibia,1930,0.032007703
Namibia,1940,0.031584325
Namibia,1950,0.030134999
Namibia,1960,0.028083867
Namibia,1970,0.036139848
Namibia,1980,97.57085036
Namibia,1990,80.90930717
Namibia,2000,37.35408081
Nepal,1850,0.690035082
Nepal,1860,0.768681324
Nepal,1870,0.909941066
Nepal,1880,1.012560843
Nepal,1890,1.236346344
Nepal,1900,1.37285368
Nepal,1910,1.402773216
Nepal,1920,1.587475115
Nepal,1930,1.654857352
Nepal,1940,1.720832867
Nepal,1950,2.051626841
Nepal,1960,2.832173072
Nepal,1970,4.885627245
Nepal,1980,10.55516795
Nepal,1990,15.12622864
Nepal,2000,43.07757104
Netherlands,1850,22.63729625
Netherlands,1860,34.48868217
Netherlands,1870,35.63655501
Netherlands,1880,57.40629
Netherlands,1890,72.45712
Netherlands,1900,102.51795
Netherlands,1910,146.5130658
Netherlands,1920,142.4973956
Netherlands,1930,320.4655649
Netherlands,1940,256.4003434
Netherlands,1950,383.3146286
Netherlands,1960,640.1990618
Netherlands,1970,844.0995309
Netherlands,1980,490
Netherlands,1990,185.74
Netherlands,2000,71.38
New Zealand,1850,0.035082736
New Zealand,1860,0.040757638
New Zealand,1870,0.243913962
New Zealand,1880,7.101885407
New Zealand,1890,14.60867719
New Zealand,1900,24.77303977
New Zealand,1910,49.02836293
New Zealand,1920,41.88982029
New Zealand,1930,57.88863601
New Zealand,1940,57.3553747
New Zealand,1950,68.06131385
New Zealand,1960,82.95927878
New Zealand,1970,102.2479895
New Zealand,1980,75.65251716
New Zealand,1990,54.21
New Zealand,2000,63.85
Nicaragua,1850,0.03
Nicaragua,1860,0.03185
Nicaragua,1870,0.0337
Nicaragua,1880,0.038413185
Nicaragua,1890,0.043900783
Nicaragua,1900,0.057218946
Nicaragua,1910,0.072859383
Nicaragua,1920,0.091800782
Nicaragua,1930,0.126241497
Nicaragua,1940,0.163722304
Nicaragua,1950,2.077755148
Nicaragua,1960,5.575146138
Nicaragua,1970,13.22576495
Nicaragua,1980,15.87810088
Nicaragua,1990,18.11448501
Nicaragua,2000,29.0999525
Nigeria,1850,1.855477951
Nigeria,1860,2.072389464
Nigeria,1870,2.33964608
Nigeria,1880,2.703379363
Nigeria,1890,3.09916464
Nigeria,1900,3.497343803
Nigeria,1910,4.020011475
Nigeria,1920,9.149469638
Nigeria,1930,14.4082242
Nigeria,1940,15.79936154
Nigeria,1950,25.10141067
Nigeria,1960,35.59377765
Nigeria,1970,274.9863862
Nigeria,1980,521.1820465
Nigeria,1990,459.6881536
Nigeria,2000,546.5319402
North Korea,1850,4.657695622
North Korea,1860,4.471531399
North Korea,1870,4.417830584
North Korea,1880,4.711980722
North Korea,1890,5.040076324
North Korea,1900,5.35455601
North Korea,1910,4.99715718
North Korea,1920,5.755011914
North Korea,1930,7.876375403
North Korea,1940,26.38492035
North Korea,1950,13.74477519
North Korea,1960,125.5001501
North Korea,1970,229.9956839
North Korea,1980,457.0146434
North Korea,1990,532.5310889
North Korea,2000,344.9891064
Norway,1850,3.285316423
Norway,1860,5.23248114
Norway,1870,7.971485627
Norway,1880,13.36276865
Norway,1890,24.1075317
Norway,1900,45.71404673
Norway,1910,86.2986001
Norway,1920,72.16191025
Norway,1930,137.8982058
Norway,1940,115.2322181
Norway,1950,175.4812803
Norway,1960,211.596464
Norway,1970,307.2420527
Norway,1980,179.4340146
Norway,1990,52.33
Norway,2000,27.02
Oman,1850,0.051427262
Oman,1860,0.052939828
Oman,1870,0.054496882
Oman,1880,0.056018192
Oman,1890,0.058966518
Oman,1900,0.062070018
Oman,1910,0.054447385
Oman,1920,0.043841321
Oman,1930,0.033213122
Oman,1940,0.022365739
Oman,1950,0.011295828
Oman,1970,6.852315097
Oman,1980,9.958297543
Oman,1990,64.63299836
Oman,2000,130.5901136
Pakistan,1850,3.977041934
Pakistan,1860,4.322871667
Pakistan,1870,4.510822609
Pakistan,1880,4.707346667
Pakistan,1890,4.914003139
Pakistan,1900,5.182232664
Pakistan,1910,5.274685781
Pakistan,1920,5.422853873
Pakistan,1930,6.0440096
Pakistan,1940,6.858326354
Pakistan,1950,52.70116872
Pakistan,1960,111.1500115
Pakistan,1970,138.9805835
Pakistan,1980,160.232679
Pakistan,1990,518.0612134
Pakistan,2000,971.2994547
Panama,1850,0.0135
Panama,1860,0.01555
Panama,1870,0.0176
Panama,1880,0.019322449
Panama,1890,0.022542857
Panama,1900,0.0263
Panama,1910,0.03668444
Panama,1920,0.048489373
Panama,1930,0.060327848
Panama,1940,0.087222543
Panama,1950,0.131496971
Panama,1960,0.20882479
Panama,1970,0.417889621
Panama,1980,22.97449751
Panama,1990,15.31675089
Panama,2000,26.62159193
Paraguay,1850,0.04236257
Paraguay,1860,0.048677116
Paraguay,1870,0.058136523
Paraguay,1880,0.064141255
Paraguay,1890,0.075637779
Paraguay,1900,0.092975654
Paraguay,1910,0.126579935
Paraguay,1920,0.171715621
Paraguay,1930,0.231294187
Paraguay,1940,0.31494848
Paraguay,1950,0.919686821
Paraguay,1960,2.817569814
Paraguay,1970,5.607337323
Paraguay,1980,8.046305171
Paraguay,1990,10.23567725
Paraguay,2000,13.35420127
Peru,1850,0.2001
Peru,1860,0.230040529
Peru,1870,0.259981059
Peru,1880,0.307604921
Peru,1890,3.867289817
Peru,1900,9.060160471
Peru,1910,66.61993008
Peru,1920,78.91395767
Peru,1930,116.5220579
Peru,1940,95.99218061
Peru,1950,97.39507193
Peru,1960,468.490198
Peru,1970,583.1828843
Peru,1980,925.5588652
Peru,1990,674.814119
Peru,2000,1100.704197
Philippines,1850,0.533472207
Philippines,1860,0.637782213
Philippines,1870,0.771937034
Philippines,1880,0.925720986
Philippines,1890,1.10112642
Philippines,1900,1.303197687
Philippines,1910,1.877512127
Philippines,1920,2.464033429
Philippines,1930,2.043918287
Philippines,1940,2.925577708
Philippines,1950,32.66315661
Philippines,1960,73.85097924
Philippines,1970,206.8239685
Philippines,1980,306.1155311
Philippines,1990,371.7652751
Philippines,2000,475.226732
Poland,1850,20.89003739
Poland,1860,45.68196103
Poland,1870,98.17990093
Poland,1880,153.3725966
Poland,1890,240.9088674
Poland,1900,360.3288902
Poland,1910,522.3766979
Poland,1920,423.1070493
Poland,1930,811.7025333
Poland,1940,1217.501446
Poland,1950,1044.088115
Poland,1960,1805.56729
Poland,1970,2730.283645
Poland,1980,4100
Poland,1990,3435.873648
Poland,2000,1492.526562
Portugal,1850,0.988932765
Portugal,1860,1.001851195
Portugal,1870,1.120839391
Portugal,1880,3.468253942
Portugal,1890,10.93483757
Portugal,1900,14.76950085
Portugal,1910,25.15729889
Portugal,1920,17.72821408
Portugal,1930,33.67460802
Portugal,1940,31.63297031
Portugal,1950,46.56601557
Portugal,1960,76.44362437
Portugal,1970,133.2218122
Portugal,1980,266
Portugal,1990,319.89
Portugal,2000,307
Qatar,1850,0.002485569
Qatar,1860,0.002613034
Qatar,1870,0.002639429
Qatar,1880,0.002666089
Qatar,1890,0.00269302
Qatar,1900,0.002720222
Qatar,1910,0.005042502
Qatar,1920,0.036218238
Qatar,1930,0.109538034
Qatar,1940,0.206007394
Qatar,1950,2.534512161
Qatar,1960,7.316100219
Qatar,1970,16.6953966
Qatar,1980,23.32062094
Qatar,1990,23.35379351
Qatar,2000,34.23823785
Romania,1850,0.846798668
Romania,1860,1.004637572
Romania,1870,1.264311462
Romania,1880,1.48270495
Romania,1890,27.74766627
Romania,1900,28.22414443
Romania,1910,53.64054836
Romania,1920,71.55889672
Romania,1930,134.8121659
Romania,1940,247.9329924
Romania,1950,230.0883006
Romania,1960,463.3670914
Romania,1970,1124.183546
Romania,1980,1055
Romania,1990,1310
Romania,2000,727.42063
Russia,1850,39.74803549
Russia,1860,39.39436615
Russia,1870,53.96046537
Russia,1880,84.74933578
Russia,1890,125.2242549
Russia,1900,277.7061455
Russia,1910,389.3209349
Russia,1920,120.3985298
Russia,1930,517.3379437
Russia,1940,1897.015604
Russia,1950,2565.124134
Russia,1960,5744.018169
Russia,1970,7926.006223
Russia,1980,10143.15753
Russia,1990,10631.92465
Russia,2000,6352.342475
Saudi Arabia,1850,0.333428141
Saudi Arabia,1860,0.340232797
Saudi Arabia,1870,0.347176323
Saudi Arabia,1880,0.358135262
Saudi Arabia,1890,0.370484754
Saudi Arabia,1900,0.38326009
Saudi Arabia,1910,0.330468794
Saudi Arabia,1920,0.502314218
Saudi Arabia,1930,1.015329508
Saudi Arabia,1940,13.51406571
Saudi Arabia,1950,58.3467723
Saudi Arabia,1960,45.9464487
Saudi Arabia,1970,129.720591
Saudi Arabia,1980,854.600516
Saudi Arabia,1990,809.9846427
Saudi Arabia,2000,1436.100437
Senegal,1850,0.118863979
Senegal,1860,0.119862836
Senegal,1870,0.122309016
Senegal,1880,0.138655847
Senegal,1890,0.15920401
Senegal,1900,0.181107013
Senegal,1910,0.163880351
Senegal,1920,0.171549154
Senegal,1930,0.175730264
Senegal,1940,0.174721851
Senegal,1950,0.166280863
Senegal,1960,8.448910068
Senegal,1970,12.08071902
Senegal,1980,23.14745443
Senegal,1990,23.58906488
Senegal,2000,32.24178476
Singapore,1850,0.006432213
Singapore,1860,0.008324041
Singapore,1870,0.010772288
Singapore,1880,0.013940608
Singapore,1890,0.018040787
Singapore,1900,0.023346901
Singapore,1910,0.02517803
Singapore,1920,0.026066667
Singapore,1930,0.0298
Singapore,1940,0.025033333
Singapore,1950,0.017034967
Singapore,1960,5.401589058
Singapore,1970,62.22395754
Singapore,1980,131.7025979
Singapore,1990,315.8439766
Singapore,2000,303.1633183
Slovakia,1850,0.645233652
Slovakia,1860,0.982959308
Slovakia,1870,7.534572211
Slovakia,1880,28.56231025
Slovakia,1890,48.5616185
Slovakia,1900,62.16750954
Slovakia,1910,72.82097956
Slovakia,1920,64.41068438
Slovakia,1930,97.19603738
Slovakia,1940,119.4823589
Slovakia,1950,148.0039275
Slovakia,1960,317.1605228
Slovakia,1970,508.5602786
Slovakia,1980,780
Slovakia,1990,542
Slovakia,2000,126.951572
Slovenia,1850,0.243651169
Slovenia,1860,0.258417918
Slovenia,1870,0.286355119
Slovenia,1880,0.317314796
Slovenia,1890,0.353275077
Slovenia,1900,0.487908091
Slovenia,1910,0.646045755
Slovenia,1920,2.297189798
Slovenia,1930,7.569516811
Slovenia,1940,4.952350615
Slovenia,1950,31.29857766
Slovenia,1960,83.3643498
Slovenia,1970,147.6511933
Slovenia,1980,234.1636354
Slovenia,1990,198.1720844
Slovenia,2000,98.95697194
South Africa,1850,1.24545483
South Africa,1860,1.898143859
South Africa,1870,2.54615
South Africa,1880,11.443395
South Africa,1890,20.34261209
South Africa,1900,29.49056641
South Africa,1910,169.8830757
South Africa,1920,271.4955501
South Africa,1930,251.9365914
South Africa,1940,398.9512614
South Africa,1950,588.2029255
South Africa,1960,833.1779812
South Africa,1970,1490.521582
South Africa,1980,1859.67499
South Africa,1990,2283.473109
South Africa,2000,2391.942287
South Korea,1850,2.630153384
South Korea,1860,2.674732255
South Korea,1870,2.7200667
South Korea,1880,2.650341483
South Korea,1890,2.704430085
South Korea,1900,2.759622536
South Korea,1910,2.884844468
South Korea,1920,4.586048289
South Korea,1930,8.738335381
South Korea,1940,44.73374964
South Korea,1950,21.36530145
South Korea,1960,130.8444603
South Korea,1970,554.9482746
South Korea,1980,1270.049658
South Korea,1990,1475.298699
South Korea,2000,942.5410104
Spain,1850,21.71972632
Spain,1860,45.82775579
Spain,1870,69.50574492
Spain,1880,142.1066719
Spain,1890,228.9693105
Spain,1900,321.9072846
Spain,1910,371.183513
Spain,1920,341.3336949
Spain,1930,343.7676485
Spain,1940,275.7255574
Spain,1950,454.6342373
Spain,1960,622.5232709
Spain,1970,1431.761635
Spain,1980,2836
Spain,1990,2161.8
Spain,2000,1451.15
Sri Lanka,1850,0.329208687
Sri Lanka,1860,0.371454907
Sri Lanka,1870,0.413701128
Sri Lanka,1880,0.402137672
Sri Lanka,1890,0.440384052
Sri Lanka,1900,0.51823801
Sri Lanka,1910,0.635953989
Sri Lanka,1920,0.77774209
Sri Lanka,1930,0.926831166
Sri Lanka,1940,1.11169411
Sri Lanka,1950,9.052830697
Sri Lanka,1960,20.39623835
Sri Lanka,1970,42.38223166
Sri Lanka,1980,50.39350679
Sri Lanka,1990,44.50497779
Sri Lanka,2000,138.4198217
Sweden,1850,10.81049853
Sweden,1860,13.32072961
Sweden,1870,16.9570708
Sweden,1880,24.027
Sweden,1890,39.3195
Sweden,1900,72.9225
Sweden,1910,116.4242998
Sweden,1920,114.7596105
Sweden,1930,240.8116486
Sweden,1940,227.7644497
Sweden,1950,428.0572931
Sweden,1960,761.6684987
Sweden,1970,845.7104428
Sweden,1980,491
Sweden,1990,107.86
Sweden,2000,45.69
Switzerland,1850,2.159185207
Switzerland,1860,4.235667513
Switzerland,1870,8.298257982
Switzerland,1880,13.37689501
Switzerland,1890,23.34628887
Switzerland,1900,40.44843311
Switzerland,1910,55.39289729
Switzerland,1920,50.18475858
Switzerland,1930,65.97410739
Switzerland,1940,59.73803667
Switzerland,1950,91.50693285
Switzerland,1960,185.2263924
Switzerland,1970,217.1131962
Switzerland,1980,116
Switzerland,1990,45.09082486
Switzerland,2000,19.86185036
Syria,1850,0.385810064
Syria,1860,0.39825555
Syria,1870,0.411102503
Syria,1880,0.464114456
Syria,1890,0.51712641
Syria,1900,0.507852469
Syria,1910,0.415529227
Syria,1920,0.326295545
Syria,1930,0.240151424
Syria,1940,0.25161079
Syria,1950,3.059773591
Syria,1960,24.16951063
Syria,1970,48.30708667
Syria,1980,121.8409297
Syria,1990,250.1279588
Syria,2000,283.2626939
Tajikistan,1850,0.291090557
Tajikistan,1860,0.295396925
Tajikistan,1870,0.344764886
Tajikistan,1880,0.415059233
Tajikistan,1890,0.51659337
Tajikistan,1900,0.804128104
Tajikistan,1910,0.839360462
Tajikistan,1920,0.547437737
Tajikistan,1930,1.215483256
Tajikistan,1940,3.425567098
Tajikistan,1950,5.598510173
Tajikistan,1960,14.30233206
Tajikistan,1970,28.58694448
Tajikistan,1980,45.43176302
Tajikistan,1990,54.98200283
Tajikistan,2000,19.76964803
Tanzania,1850,0.330688498
Tanzania,1860,0.333467393
Tanzania,1870,0.364303762
Tanzania,1880,0.421395119
Tanzania,1890,0.488067609
Tanzania,1900,0.560333042
Tanzania,1910,0.595080432
Tanzania,1920,0.742070944
Tanzania,1930,0.924054444
Tanzania,1940,1.149148506
Tanzania,1950,2.880132892
Tanzania,1960,5.393637805
Tanzania,1970,9.306737342
Tanzania,1980,13.55363255
Tanzania,1990,18.15011899
Tanzania,2000,26.83248994
Thailand,1850,1.046678797
Thailand,1860,1.101214165
Thailand,1870,1.155749533
Thailand,1880,1.245307613
Thailand,1890,1.334865694
Thailand,1900,1.464950057
Thailand,1910,1.49670816
Thailand,1920,1.571315977
Thailand,1930,1.739757241
Thailand,1940,1.869029664
Thailand,1950,7.401576724
Thailand,1960,31.23814777
Thailand,1970,111.6732495
Thailand,1980,313.5052839
Thailand,1990,688.9890379
Thailand,2000,967.2051584
Togo,1850,0.057451061
Togo,1860,0.057933843
Togo,1870,0.065882018
Togo,1880,0.082947276
Togo,1890,0.101622791
Togo,1900,0.127279678
Togo,1910,0.120118739
Togo,1920,0.132432306
Togo,1930,0.144866551
Togo,1940,0.156977201
Togo,1950,0.300401573
Togo,1960,0.728250541
Togo,1970,2.049417745
Togo,1980,2.035248435
Togo,1990,2.986947676
Togo,2000,3.371491893
Trinidad and Tobago,1850,0.008
Trinidad and Tobago,1860,0.0102
Trinidad and Tobago,1870,0.0124
Trinidad and Tobago,1880,0.018276619
Trinidad and Tobago,1890,0.039433898
Trinidad and Tobago,1900,0.085280168
Trinidad and Tobago,1910,0.213196321
Trinidad and Tobago,1920,0.27957231
Trinidad and Tobago,1930,0.867360034
Trinidad and Tobago,1940,4.011977207
Trinidad and Tobago,1950,5.687893453
Trinidad and Tobago,1960,10.54131808
Trinidad and Tobago,1970,15.86586988
Trinidad and Tobago,1980,20.60097703
Trinidad and Tobago,1990,17.48098723
Trinidad and Tobago,2000,14.2181249
Tunisia,1850,0.20419694
Tunisia,1860,0.218109689
Tunisia,1870,0.232821364
Tunisia,1880,0.258945729
Tunisia,1890,0.285160366
Tunisia,1900,0.311015124
Tunisia,1910,0.315481742
Tunisia,1920,1.031024505
Tunisia,1930,6.115352728
Tunisia,1940,7.526578378
Tunisia,1950,15.31147758
Tunisia,1960,27.09080919
Tunisia,1970,55.10992319
Tunisia,1980,125.5973828
Tunisia,1990,160.1107718
Tunisia,2000,209.93785
Turkey,1850,4.841221883
Turkey,1860,5.133604299
Turkey,1870,6.566809033
Turkey,1880,6.48703417
Turkey,1890,21.14114385
Turkey,1900,41.10547566
Turkey,1910,71.63948318
Turkey,1920,26.30655118
Turkey,1930,70.87200595
Turkey,1940,138.1728288
Turkey,1950,148.634372
Turkey,1960,198.5299472
Turkey,1970,381.8824381
Turkey,1980,478
Turkey,1990,1573.214027
Turkey,2000,1840.068483
Turkmenistan,1850,0.23006818
Turkmenistan,1860,0.233401599
Turkmenistan,1870,0.272387303
Turkmenistan,1880,0.367996232
Turkmenistan,1890,0.661575742
Turkmenistan,1900,1.356505962
Turkmenistan,1910,1.336823084
Turkmenistan,1920,0.732760858
Turkmenistan,1930,2.236821653
Turkmenistan,1940,5.396393414
Turkmenistan,1950,6.692051497
Turkmenistan,1960,21.38787357
Turkmenistan,1970,53.38765634
Turkmenistan,1980,97.71086244
Turkmenistan,1990,117.6588894
Turkmenistan,2000,85.00308134
Ukraine,1850,5.077842893
Ukraine,1860,6.67287345
Ukraine,1870,12.55644519
Ukraine,1880,29.77302582
Ukraine,1890,50.3156594
Ukraine,1900,132.2553521
Ukraine,1910,183.2576634
Ukraine,1920,71.21878558
Ukraine,1930,246.870302
Ukraine,1940,867.170855
Ukraine,1950,1607.326171
Ukraine,1960,2890.801593
Ukraine,1970,3671.564157
Ukraine,1980,4529.707001
Ukraine,1990,4121.601264
Ukraine,2000,1398.505723
United Arab Emirates,1850,0.006918731
United Arab Emirates,1860,0.007273538
United Arab Emirates,1870,0.007347008
United Arab Emirates,1880,0.00742122
United Arab Emirates,1890,0.007496182
United Arab Emirates,1900,0.007571901
United Arab Emirates,1910,0.006502222
United Arab Emirates,1920,0.005774503
United Arab Emirates,1930,0.00489339
United Arab Emirates,1940,0.003839359
United Arab Emirates,1950,0.021801769
United Arab Emirates,1960,1.147549967
United Arab Emirates,1970,12.02914521
United Arab Emirates,1980,85.08403303
United Arab Emirates,1990,167.962851
United Arab Emirates,2000,165.509589
United Kingdom,1850,915.0317082
United Kingdom,1860,1232.559165
United Kingdom,1870,1636.130201
