Entity,Year,CO₂ concentration (Scripps)
World,1658,277.713
World,1659,277.706
World,1660,277.695
World,1661,277.678
World,1662,277.656
World,1663,277.63
World,1664,277.599
World,1665,277.564
World,1666,277.526
World,1667,277.484
World,1668,277.439
World,1669,277.391
World,1670,277.341
World,1671,277.288
World,1672,277.233
World,1673,277.177
World,1674,277.12
World,1675,277.061
World,1676,277.001
World,1677,276.941
World,1678,276.881
World,1679,276.821
World,1680,276.761
World,1681,276.702
World,1682,276.644
World,1683,276.587
World,1684,276.532
World,1685,276.478
World,1686,276.427
World,1687,276.378
World,1688,276.332
World,1689,276.289
World,1690,276.249
World,1691,276.212
World,1692,276.18
World,1693,276.15
World,1694,276.125
World,1695,276.102
World,1696,276.084
World,1697,276.069
World,1698,276.058
World,1699,276.051
World,1700,276.048
World,1701,276.049
World,1702,276.053
World,1703,276.062
World,1704,276.074
World,1705,276.091
World,1706,276.111
World,1707,276.136
World,1708,276.165
World,1709,276.198
World,1710,276.236
World,1711,276.277
World,1712,276.323
World,1713,276.373
World,1714,276.428
World,1715,276.487
World,1716,276.551
World,1717,276.619
World,1718,276.691
World,1719,276.769
World,1720,276.85
World,1721,276.937
World,1722,277.028
World,1723,277.124
World,1724,277.224
World,1725,277.325
World,1726,277.425
World,1727,277.52
World,1728,277.609
World,1729,277.687
World,1730,277.752
World,1731,277.802
World,1732,277.833
World,1733,277.842
World,1734,277.827
World,1735,277.786
World,1736,277.722
World,1737,277.638
World,1738,277.539
World,1739,277.429
World,1740,277.313
World,1741,277.194
World,1742,277.078
World,1743,276.968
World,1744,276.867
World,1745,276.775
World,1746,276.691
World,1747,276.616
World,1748,276.55
World,1749,276.49
World,1750,276.439
World,1751,276.394
World,1752,276.357
World,1753,276.326
World,1754,276.302
World,1755,276.286
World,1756,276.276
World,1757,276.275
World,1758,276.282
World,1759,276.297
World,1760,276.321
World,1761,276.354
World,1762,276.396
World,1763,276.447
World,1764,276.509
World,1765,276.579
World,1766,276.655
World,1767,276.735
World,1768,276.817
World,1769,276.897
World,1770,276.974
World,1771,277.045
World,1772,277.108
World,1773,277.159
World,1774,277.197
World,1775,277.223
World,1776,277.244
World,1777,277.268
World,1778,277.303
World,1779,277.358
World,1780,277.439
World,1781,277.555
World,1782,277.708
World,1783,277.895
World,1784,278.11
World,1785,278.348
World,1786,278.605
World,1787,278.876
World,1788,279.156
World,1789,279.441
World,1790,279.726
World,1791,280.005
World,1792,280.274
World,1793,280.529
World,1794,280.765
World,1795,280.977
World,1796,281.167
World,1797,281.343
World,1798,281.512
World,1799,281.682
World,1800,281.858
World,1801,282.045
World,1802,282.238
World,1803,282.435
World,1804,282.629
World,1805,282.819
World,1806,283
World,1807,283.168
World,1808,283.32
World,1809,283.451
World,1810,283.558
World,1811,283.636
World,1812,283.683
World,1813,283.693
World,1814,283.663
World,1815,283.591
World,1816,283.481
World,1817,283.342
World,1818,283.18
World,1819,283.006
World,1820,282.826
World,1821,282.65
World,1822,282.485
World,1823,282.339
World,1824,282.222
World,1825,282.14
World,1826,282.103
World,1827,282.116
World,1828,282.179
World,1829,282.284
World,1830,282.427
World,1831,282.599
World,1832,282.796
World,1833,283.011
World,1834,283.238
World,1835,283.47
World,1836,283.706
World,1837,283.944
World,1838,284.186
World,1839,284.431
World,1840,284.679
World,1841,284.927
World,1842,285.174
World,1843,285.419
World,1844,285.659
World,1845,285.896
World,1846,286.14
World,1847,286.399
World,1848,286.655
World,1849,286.888
World,1850,287.077
World,1851,287.212
World,1852,287.287
World,1853,287.294
World,1854,287.241
World,1855,287.143
World,1856,287.011
World,1857,286.856
World,1858,286.69
World,1859,286.524
World,1860,286.369
World,1861,286.236
World,1862,286.135
World,1863,286.078
World,1864,286.073
World,1865,286.131
World,1866,286.251
World,1867,286.433
World,1868,286.672
World,1869,286.949
World,1870,287.243
World,1871,287.541
World,1872,287.833
World,1873,288.11
World,1874,288.359
World,1875,288.563
World,1876,288.726
World,1877,288.86
World,1878,288.976
World,1879,289.087
World,1880,289.204
World,1881,289.337
World,1882,289.499
World,1883,289.701
World,1884,289.955
World,1885,290.271
World,1886,290.647
World,1887,291.075
World,1888,291.543
World,1889,292.042
World,1890,292.561
World,1891,293.087
World,1892,293.607
World,1893,294.108
World,1894,294.577
World,1895,294.997
World,1896,295.346
World,1897,295.605
World,1898,295.79
World,1899,295.922
World,1900,296.028
World,1901,296.131
World,1902,296.259
World,1903,296.435
World,1904,296.671
World,1905,296.974
World,1906,297.33
World,1907,297.723
World,1908,298.133
World,1909,298.545
World,1910,298.947
World,1911,299.348
World,1912,299.765
World,1913,300.204
World,1914,300.66
World,1915,301.128
World,1916,301.6
World,1917,302.066
World,1918,302.516
World,1919,302.94
World,1920,303.334
World,1921,303.705
World,1922,304.064
World,1923,304.419
World,1924,304.777
World,1925,305.135
World,1926,305.489
World,1927,305.839
World,1928,306.182
World,1929,306.516
World,1930,306.844
World,1931,307.174
World,1932,307.513
World,1933,307.868
World,1934,308.245
World,1935,308.642
World,1936,309.048
World,1937,309.45
World,1938,309.828
World,1939,310.164
World,1940,310.436
World,1941,310.635
World,1942,310.772
World,1943,310.861
World,1944,310.918
World,1945,310.961
World,1946,311.014
World,1947,311.088
World,1948,311.195
World,1949,311.343
World,1950,311.531
World,1951,311.753
World,1952,312.018
World,1953,312.336
World,1954,312.718
World,1955,313.165
World,1956,313.671
World,1957,314.231
World,1958,314.838
World,1959,315.486
World,1960,316.163
World,1961,316.856
World,1962,317.558
World,1963,318.268
World,1964,318.997
World,1965,319.757
World,1966,320.56
World,1967,321.41
World,1968,322.31
World,1969,323.26
World,1970,324.259
World,1971,325.303
World,1972,326.392
World,1973,327.526
World,1974,328.702
World,1975,329.921
World,1976,331.187
World,1977,332.505
World,1978,333.874
World,1979,335.286
World,1980,336.732
World,1981,338.202
World,1982,339.69
World,1983,341.194
World,1984,342.712
World,1985,344.239
World,1986,345.771
World,1987,347.301
World,1988,348.822
World,1989,350.318
World,1990,351.782
World,1991,353.219
World,1992,354.64
World,1993,356.068
World,1994,357.527
World,1995,359.037
World,1996,360.604
World,1997,362.231
World,1998,363.916
World,1999,365.652
World,2000,367.431
World,2001,369.251
World,2002,371.114
World,2003,373.017
World,2004,374.952
World,2005,376.91
World,2006,378.887
World,2007,380.88
World,2008,382.892
World,2009,384.927
World,2010,386.995
World,2011,389.101
World,2012,391.248
World,2013,393.435
World,2014,395.651
World,2015,397.886
World,2016,400.13
