Entity,Year,Universal suffrage to women (OWID based on Paxton et al (2006)),First women in parliament (OWID based on Paxton et al (2006)),10% Share of women in parliament (OWID based on Paxton et al (2006)),20% Share of women in parliament (OWID based on Paxton et al (2006)),30% Share of women in parliament (OWID based on Paxton et al (2006))
Liechtenstein,1974,No,No,No,No,No
Liechtenstein,1975,No,No,No,No,No
Liechtenstein,1976,No,No,No,No,No
Liechtenstein,1977,No,No,No,No,No
Liechtenstein,1978,No,No,No,No,No
Liechtenstein,1979,No,No,No,No,No
Liechtenstein,1980,No,No,No,No,No
Liechtenstein,1981,No,No,No,No,No
Liechtenstein,1982,No,No,No,No,No
Liechtenstein,1983,No,No,No,No,No
Liechtenstein,1984,Yes,No,No,No,No
Liechtenstein,1985,Yes,No,No,No,No
Liechtenstein,1986,Yes,Yes,No,No,No
Liechtenstein,1987,Yes,Yes,No,No,No
Liechtenstein,1988,Yes,Yes,No,No,No
Liechtenstein,1989,Yes,Yes,No,No,No
Liechtenstein,1990,Yes,Yes,No,No,No
Liechtenstein,1991,Yes,Yes,No,No,No
Liechtenstein,1992,Yes,Yes,No,No,No
Liechtenstein,1993,Yes,Yes,No,No,No
Liechtenstein,1994,Yes,Yes,No,No,No
Liechtenstein,1995,Yes,Yes,No,No,No
Liechtenstein,1996,Yes,Yes,No,No,No
Liechtenstein,1997,Yes,Yes,No,No,No
Liechtenstein,1998,Yes,Yes,No,No,No
Liechtenstein,1999,Yes,Yes,No,No,No
Liechtenstein,2000,Yes,Yes,No,No,No
Liechtenstein,2001,Yes,Yes,Yes,No,No
Liechtenstein,2002,Yes,Yes,Yes,No,No
Liechtenstein,2003,Yes,Yes,Yes,No,No
Liechtenstein,2004,Yes,Yes,Yes,No,No
Liechtenstein,2005,Yes,Yes,Yes,Yes,No
Liechtenstein,2006,Yes,Yes,Yes,Yes,No
Liechtenstein,2007,Yes,Yes,Yes,Yes,No
Liechtenstein,2008,Yes,Yes,Yes,Yes,No
Liechtenstein,2009,Yes,Yes,Yes,Yes,No
Liechtenstein,2010,Yes,Yes,Yes,Yes,No
Liechtenstein,2011,Yes,Yes,Yes,Yes,No
Liechtenstein,2012,Yes,Yes,Yes,Yes,No
Liechtenstein,2013,Yes,Yes,Yes,Yes,No
Liechtenstein,2014,Yes,Yes,Yes,Yes,No
Liechtenstein,2015,Yes,Yes,Yes,Yes,No
Liechtenstein,2016,Yes,Yes,Yes,Yes,No
Liechtenstein,2017,Yes,Yes,Yes,Yes,No
Lithuania,1991,Yes,Yes,No,No,No
Lithuania,1992,Yes,Yes,No,No,No
Lithuania,1993,Yes,Yes,No,No,No
Lithuania,1994,Yes,Yes,No,No,No
Lithuania,1995,Yes,Yes,No,No,No
Lithuania,1996,Yes,Yes,Yes,No,No
Lithuania,1997,Yes,Yes,Yes,No,No
Lithuania,1998,Yes,Yes,Yes,No,No
Lithuania,1999,Yes,Yes,Yes,No,No
Lithuania,2000,Yes,Yes,Yes,No,No
Lithuania,2001,Yes,Yes,Yes,No,No
Lithuania,2002,Yes,Yes,Yes,No,No
Lithuania,2003,Yes,Yes,Yes,No,No
Lithuania,2004,Yes,Yes,Yes,Yes,No
Lithuania,2005,Yes,Yes,Yes,Yes,No
Lithuania,2006,Yes,Yes,Yes,Yes,No
Lithuania,2007,Yes,Yes,Yes,Yes,No
Lithuania,2008,Yes,Yes,Yes,Yes,No
Lithuania,2009,Yes,Yes,Yes,Yes,No
Lithuania,2010,Yes,Yes,Yes,Yes,No
Lithuania,2011,Yes,Yes,Yes,Yes,No
Lithuania,2012,Yes,Yes,Yes,Yes,No
Lithuania,2013,Yes,Yes,Yes,Yes,No
Lithuania,2014,Yes,Yes,Yes,Yes,No
Lithuania,2015,Yes,Yes,Yes,Yes,No
Lithuania,2016,Yes,Yes,Yes,Yes,No
Lithuania,2017,Yes,Yes,Yes,Yes,No
Luxembourg,1893,No,No,No,No,No
Luxembourg,1894,No,No,No,No,No
Luxembourg,1895,No,No,No,No,No
Luxembourg,1896,No,No,No,No,No
Luxembourg,1897,No,No,No,No,No
Luxembourg,1898,No,No,No,No,No
Luxembourg,1899,No,No,No,No,No
Luxembourg,1900,No,No,No,No,No
Luxembourg,1901,No,No,No,No,No
Luxembourg,1902,No,No,No,No,No
Luxembourg,1903,No,No,No,No,No
Luxembourg,1904,No,No,No,No,No
Luxembourg,1905,No,No,No,No,No
Luxembourg,1906,No,No,No,No,No
Luxembourg,1907,No,No,No,No,No
Luxembourg,1908,No,No,No,No,No
Luxembourg,1909,No,No,No,No,No
Luxembourg,1910,No,No,No,No,No
Luxembourg,1911,No,No,No,No,No
Luxembourg,1912,No,No,No,No,No
Luxembourg,1913,No,No,No,No,No
Luxembourg,1914,No,No,No,No,No
Luxembourg,1915,No,No,No,No,No
Luxembourg,1916,No,No,No,No,No
Luxembourg,1917,No,No,No,No,No
Luxembourg,1918,No,No,No,No,No
Luxembourg,1919,Yes,Yes,No,No,No
Luxembourg,1920,Yes,Yes,No,No,No
Luxembourg,1921,Yes,Yes,No,No,No
Luxembourg,1922,Yes,Yes,No,No,No
Luxembourg,1923,Yes,Yes,No,No,No
Luxembourg,1924,Yes,Yes,No,No,No
Luxembourg,1925,Yes,Yes,No,No,No
Luxembourg,1926,Yes,Yes,No,No,No
Luxembourg,1927,Yes,Yes,No,No,No
Luxembourg,1928,Yes,Yes,No,No,No
Luxembourg,1929,Yes,Yes,No,No,No
Luxembourg,1930,Yes,Yes,No,No,No
Luxembourg,1931,Yes,Yes,No,No,No
Luxembourg,1932,Yes,Yes,No,No,No
Luxembourg,1933,Yes,Yes,No,No,No
Luxembourg,1934,Yes,Yes,No,No,No
Luxembourg,1935,Yes,Yes,No,No,No
Luxembourg,1936,Yes,Yes,No,No,No
Luxembourg,1937,Yes,Yes,No,No,No
Luxembourg,1938,Yes,Yes,No,No,No
Luxembourg,1939,Yes,Yes,No,No,No
Luxembourg,1940,Yes,Yes,No,No,No
Luxembourg,1941,Yes,Yes,No,No,No
Luxembourg,1942,Yes,Yes,No,No,No
Luxembourg,1943,Yes,Yes,No,No,No
Luxembourg,1944,Yes,Yes,No,No,No
Luxembourg,1945,Yes,Yes,No,No,No
Luxembourg,1946,Yes,Yes,No,No,No
Luxembourg,1947,Yes,Yes,No,No,No
Luxembourg,1948,Yes,Yes,No,No,No
Luxembourg,1949,Yes,Yes,No,No,No
Luxembourg,1950,Yes,Yes,No,No,No
Luxembourg,1951,Yes,Yes,No,No,No
Luxembourg,1952,Yes,Yes,No,No,No
Luxembourg,1953,Yes,Yes,No,No,No
Luxembourg,1954,Yes,Yes,No,No,No
Luxembourg,1955,Yes,Yes,No,No,No
Luxembourg,1956,Yes,Yes,No,No,No
Luxembourg,1957,Yes,Yes,No,No,No
Luxembourg,1958,Yes,Yes,No,No,No
Luxembourg,1959,Yes,Yes,No,No,No
Luxembourg,1960,Yes,Yes,No,No,No
Luxembourg,1961,Yes,Yes,No,No,No
Luxembourg,1962,Yes,Yes,No,No,No
Luxembourg,1963,Yes,Yes,No,No,No
Luxembourg,1964,Yes,Yes,No,No,No
Luxembourg,1965,Yes,Yes,No,No,No
Luxembourg,1966,Yes,Yes,No,No,No
Luxembourg,1967,Yes,Yes,No,No,No
Luxembourg,1968,Yes,Yes,No,No,No
Luxembourg,1969,Yes,Yes,No,No,No
Luxembourg,1970,Yes,Yes,No,No,No
Luxembourg,1971,Yes,Yes,No,No,No
Luxembourg,1972,Yes,Yes,No,No,No
Luxembourg,1973,Yes,Yes,No,No,No
Luxembourg,1974,Yes,Yes,No,No,No
Luxembourg,1975,Yes,Yes,No,No,No
Luxembourg,1976,Yes,Yes,No,No,No
Luxembourg,1977,Yes,Yes,No,No,No
Luxembourg,1978,Yes,Yes,No,No,No
Luxembourg,1979,Yes,Yes,Yes,No,No
Luxembourg,1980,Yes,Yes,Yes,No,No
Luxembourg,1981,Yes,Yes,Yes,No,No
Luxembourg,1982,Yes,Yes,Yes,No,No
Luxembourg,1983,Yes,Yes,Yes,No,No
Luxembourg,1984,Yes,Yes,Yes,No,No
Luxembourg,1985,Yes,Yes,Yes,No,No
Luxembourg,1986,Yes,Yes,Yes,No,No
Luxembourg,1987,Yes,Yes,Yes,No,No
Luxembourg,1988,Yes,Yes,Yes,No,No
Luxembourg,1989,Yes,Yes,Yes,No,No
Luxembourg,1990,Yes,Yes,Yes,No,No
Luxembourg,1991,Yes,Yes,Yes,No,No
Luxembourg,1992,Yes,Yes,Yes,No,No
Luxembourg,1993,Yes,Yes,Yes,No,No
Luxembourg,1994,Yes,Yes,Yes,Yes,No
Luxembourg,1995,Yes,Yes,Yes,Yes,No
Luxembourg,1996,Yes,Yes,Yes,Yes,No
Luxembourg,1997,Yes,Yes,Yes,Yes,No
Luxembourg,1998,Yes,Yes,Yes,Yes,No
Luxembourg,1999,Yes,Yes,Yes,Yes,No
Luxembourg,2000,Yes,Yes,Yes,Yes,No
Luxembourg,2001,Yes,Yes,Yes,Yes,No
Luxembourg,2002,Yes,Yes,Yes,Yes,No
Luxembourg,2003,Yes,Yes,Yes,Yes,No
Luxembourg,2004,Yes,Yes,Yes,Yes,No
Luxembourg,2005,Yes,Yes,Yes,Yes,No
Luxembourg,2006,Yes,Yes,Yes,Yes,No
Luxembourg,2007,Yes,Yes,Yes,Yes,No
Luxembourg,2008,Yes,Yes,Yes,Yes,No
Luxembourg,2009,Yes,Yes,Yes,Yes,No
Luxembourg,2010,Yes,Yes,Yes,Yes,No
Luxembourg,2011,Yes,Yes,Yes,Yes,No
Luxembourg,2012,Yes,Yes,Yes,Yes,No
Luxembourg,2013,Yes,Yes,Yes,Yes,No
Luxembourg,2014,Yes,Yes,Yes,Yes,No
Luxembourg,2015,Yes,Yes,Yes,Yes,No
Luxembourg,2016,Yes,Yes,Yes,Yes,No
Luxembourg,2017,Yes,Yes,Yes,Yes,No
Macedonia,1991,Yes,Yes,No,No,No
Macedonia,1992,Yes,Yes,No,No,No
Macedonia,1993,Yes,Yes,No,No,No
Macedonia,1994,Yes,Yes,No,No,No
Macedonia,1995,Yes,Yes,No,No,No
Macedonia,1996,Yes,Yes,No,No,No
Macedonia,1997,Yes,Yes,No,No,No
Macedonia,1998,Yes,Yes,No,No,No
Macedonia,1999,Yes,Yes,No,No,No
Macedonia,2000,Yes,Yes,No,No,No
Macedonia,2001,Yes,Yes,No,No,No
Macedonia,2002,Yes,Yes,Yes,No,No
Macedonia,2003,Yes,Yes,Yes,No,No
Macedonia,2004,Yes,Yes,Yes,No,No
Macedonia,2005,Yes,Yes,Yes,No,No
Macedonia,2006,Yes,Yes,Yes,Yes,No
Macedonia,2007,Yes,Yes,Yes,Yes,No
Macedonia,2008,Yes,Yes,Yes,Yes,Yes
Macedonia,2009,Yes,Yes,Yes,Yes,Yes
Macedonia,2010,Yes,Yes,Yes,Yes,Yes
Macedonia,2011,Yes,Yes,Yes,Yes,Yes
Macedonia,2012,Yes,Yes,Yes,Yes,Yes
Macedonia,2013,Yes,Yes,Yes,Yes,Yes
Macedonia,2014,Yes,Yes,Yes,Yes,Yes
Macedonia,2015,Yes,Yes,Yes,Yes,Yes
Macedonia,2016,Yes,Yes,Yes,Yes,Yes
Macedonia,2017,Yes,Yes,Yes,Yes,Yes
Madagascar,1960,Yes,No,No,No,No
Madagascar,1961,Yes,No,No,No,No
Madagascar,1962,Yes,No,No,No,No
Madagascar,1963,Yes,No,No,No,No
Madagascar,1964,Yes,No,No,No,No
Madagascar,1965,Yes,Yes,No,No,No
Madagascar,1966,Yes,Yes,No,No,No
Madagascar,1967,Yes,Yes,No,No,No
Madagascar,1968,Yes,Yes,No,No,No
Madagascar,1969,Yes,Yes,No,No,No
Madagascar,1970,Yes,Yes,No,No,No
Madagascar,1971,Yes,Yes,No,No,No
Madagascar,1972,Yes,Yes,No,No,No
Madagascar,1973,Yes,Yes,No,No,No
Madagascar,1974,Yes,Yes,No,No,No
Madagascar,1975,Yes,Yes,No,No,No
Madagascar,1976,Yes,Yes,No,No,No
Madagascar,1977,Yes,Yes,No,No,No
Madagascar,1978,Yes,Yes,No,No,No
Madagascar,1979,Yes,Yes,No,No,No
Madagascar,1980,Yes,Yes,No,No,No
Madagascar,1981,Yes,Yes,No,No,No
Madagascar,1982,Yes,Yes,No,No,No
Madagascar,1983,Yes,Yes,No,No,No
Madagascar,1984,Yes,Yes,No,No,No
Madagascar,1985,Yes,Yes,No,No,No
Madagascar,1986,Yes,Yes,No,No,No
Madagascar,1987,Yes,Yes,No,No,No
Madagascar,1988,Yes,Yes,No,No,No
Madagascar,1989,Yes,Yes,No,No,No
Madagascar,1990,Yes,Yes,No,No,No
Madagascar,1991,Yes,Yes,No,No,No
Madagascar,1992,Yes,Yes,No,No,No
Madagascar,1993,Yes,Yes,No,No,No
Madagascar,1994,Yes,Yes,No,No,No
Madagascar,1995,Yes,Yes,No,No,No
Madagascar,1996,Yes,Yes,No,No,No
Madagascar,1997,Yes,Yes,No,No,No
Madagascar,1998,Yes,Yes,No,No,No
Madagascar,1999,Yes,Yes,No,No,No
Madagascar,2000,Yes,Yes,No,No,No
Madagascar,2001,Yes,Yes,No,No,No
Madagascar,2002,Yes,Yes,No,No,No
Madagascar,2003,Yes,Yes,No,No,No
Madagascar,2004,Yes,Yes,No,No,No
Madagascar,2005,Yes,Yes,No,No,No
Madagascar,2006,Yes,Yes,No,No,No
Madagascar,2007,Yes,Yes,No,No,No
Madagascar,2008,Yes,Yes,No,No,No
Madagascar,2009,Yes,Yes,No,No,No
Madagascar,2010,Yes,Yes,Yes,No,No
Madagascar,2011,Yes,Yes,Yes,No,No
Madagascar,2012,Yes,Yes,Yes,No,No
Madagascar,2013,Yes,Yes,Yes,No,No
Madagascar,2014,Yes,Yes,Yes,Yes,No
Madagascar,2015,Yes,Yes,Yes,Yes,No
Madagascar,2016,Yes,Yes,Yes,Yes,No
Madagascar,2017,Yes,Yes,Yes,Yes,No
Malawi,1964,Yes,Yes,No,No,No
Malawi,1965,Yes,Yes,No,No,No
Malawi,1966,Yes,Yes,No,No,No
Malawi,1967,Yes,Yes,No,No,No
Malawi,1968,Yes,Yes,No,No,No
Malawi,1969,Yes,Yes,No,No,No
Malawi,1970,Yes,Yes,No,No,No
Malawi,1971,Yes,Yes,No,No,No
Malawi,1972,Yes,Yes,No,No,No
Malawi,1973,Yes,Yes,No,No,No
Malawi,1974,Yes,Yes,No,No,No
Malawi,1975,Yes,Yes,No,No,No
Malawi,1976,Yes,Yes,No,No,No
Malawi,1977,Yes,Yes,No,No,No
Malawi,1978,Yes,Yes,No,No,No
Malawi,1979,Yes,Yes,No,No,No
Malawi,1980,Yes,Yes,No,No,No
Malawi,1981,Yes,Yes,No,No,No
Malawi,1982,Yes,Yes,No,No,No
Malawi,1983,Yes,Yes,No,No,No
Malawi,1984,Yes,Yes,No,No,No
Malawi,1985,Yes,Yes,No,No,No
Malawi,1986,Yes,Yes,No,No,No
Malawi,1987,Yes,Yes,No,No,No
Malawi,1988,Yes,Yes,No,No,No
Malawi,1989,Yes,Yes,No,No,No
Malawi,1990,Yes,Yes,No,No,No
Malawi,1991,Yes,Yes,No,No,No
Malawi,1992,Yes,Yes,Yes,No,No
Malawi,1993,Yes,Yes,Yes,No,No
Malawi,1994,Yes,Yes,Yes,No,No
Malawi,1995,Yes,Yes,Yes,No,No
Malawi,1996,Yes,Yes,Yes,No,No
Malawi,1997,Yes,Yes,Yes,No,No
Malawi,1998,Yes,Yes,Yes,No,No
Malawi,1999,Yes,Yes,Yes,No,No
Malawi,2000,Yes,Yes,Yes,No,No
Malawi,2001,Yes,Yes,Yes,No,No
Malawi,2002,Yes,Yes,Yes,No,No
Malawi,2003,Yes,Yes,Yes,No,No
Malawi,2004,Yes,Yes,Yes,No,No
Malawi,2005,Yes,Yes,Yes,No,No
Malawi,2006,Yes,Yes,Yes,No,No
Malawi,2007,Yes,Yes,Yes,No,No
Malawi,2008,Yes,Yes,Yes,No,No
Malawi,2009,Yes,Yes,Yes,Yes,No
Malawi,2010,Yes,Yes,Yes,Yes,No
Malawi,2011,Yes,Yes,Yes,Yes,No
Malawi,2012,Yes,Yes,Yes,Yes,No
Malawi,2013,Yes,Yes,Yes,Yes,No
Malawi,2014,Yes,Yes,Yes,Yes,No
Malawi,2015,Yes,Yes,Yes,Yes,No
Malawi,2016,Yes,Yes,Yes,Yes,No
Malawi,2017,Yes,Yes,Yes,Yes,No
Malaysia,1957,Yes,No,No,No,No
Malaysia,1958,Yes,No,No,No,No
Malaysia,1959,Yes,Yes,No,No,No
Malaysia,1960,Yes,Yes,No,No,No
Malaysia,1961,Yes,Yes,No,No,No
Malaysia,1962,Yes,Yes,No,No,No
Malaysia,1963,Yes,Yes,No,No,No
Malaysia,1964,Yes,Yes,No,No,No
Malaysia,1965,Yes,Yes,No,No,No
Malaysia,1966,Yes,Yes,No,No,No
Malaysia,1967,Yes,Yes,No,No,No
Malaysia,1968,Yes,Yes,No,No,No
Malaysia,1969,Yes,Yes,No,No,No
Malaysia,1970,Yes,Yes,No,No,No
Malaysia,1971,Yes,Yes,No,No,No
Malaysia,1972,Yes,Yes,No,No,No
Malaysia,1973,Yes,Yes,No,No,No
Malaysia,1974,Yes,Yes,No,No,No
Malaysia,1975,Yes,Yes,No,No,No
Malaysia,1976,Yes,Yes,No,No,No
Malaysia,1977,Yes,Yes,No,No,No
Malaysia,1978,Yes,Yes,No,No,No
Malaysia,1979,Yes,Yes,No,No,No
Malaysia,1980,Yes,Yes,No,No,No
Malaysia,1981,Yes,Yes,No,No,No
Malaysia,1982,Yes,Yes,No,No,No
Malaysia,1983,Yes,Yes,No,No,No
Malaysia,1984,Yes,Yes,No,No,No
Malaysia,1985,Yes,Yes,No,No,No
Malaysia,1986,Yes,Yes,No,No,No
Malaysia,1987,Yes,Yes,No,No,No
Malaysia,1988,Yes,Yes,No,No,No
Malaysia,1989,Yes,Yes,No,No,No
Malaysia,1990,Yes,Yes,No,No,No
Malaysia,1991,Yes,Yes,No,No,No
Malaysia,1992,Yes,Yes,No,No,No
Malaysia,1993,Yes,Yes,No,No,No
Malaysia,1994,Yes,Yes,No,No,No
Malaysia,1995,Yes,Yes,No,No,No
Malaysia,1996,Yes,Yes,No,No,No
Malaysia,1997,Yes,Yes,No,No,No
Malaysia,1998,Yes,Yes,No,No,No
Malaysia,1999,Yes,Yes,Yes,No,No
Malaysia,2000,Yes,Yes,Yes,No,No
Malaysia,2001,Yes,Yes,Yes,No,No
Malaysia,2002,Yes,Yes,Yes,No,No
Malaysia,2003,Yes,Yes,Yes,No,No
Malaysia,2004,Yes,Yes,Yes,No,No
Malaysia,2005,Yes,Yes,Yes,No,No
Malaysia,2006,Yes,Yes,Yes,No,No
Malaysia,2007,Yes,Yes,Yes,No,No
Malaysia,2008,Yes,Yes,Yes,No,No
Malaysia,2009,Yes,Yes,Yes,No,No
Malaysia,2010,Yes,Yes,Yes,No,No
Malaysia,2011,Yes,Yes,Yes,No,No
Malaysia,2012,Yes,Yes,Yes,No,No
Malaysia,2013,Yes,Yes,Yes,No,No
Malaysia,2014,Yes,Yes,Yes,No,No
Malaysia,2015,Yes,Yes,Yes,No,No
Malaysia,2016,Yes,Yes,Yes,No,No
Malaysia,2017,Yes,Yes,Yes,No,No
Maldives,1965,Yes,Yes,No,No,No
Maldives,1966,Yes,Yes,No,No,No
Maldives,1967,Yes,Yes,No,No,No
Maldives,1968,Yes,Yes,No,No,No
Maldives,1969,Yes,Yes,No,No,No
Maldives,1970,Yes,Yes,No,No,No
Maldives,1971,Yes,Yes,No,No,No
Maldives,1972,Yes,Yes,No,No,No
Maldives,1973,Yes,Yes,No,No,No
Maldives,1974,Yes,Yes,No,No,No
Maldives,1975,Yes,Yes,No,No,No
Maldives,1976,Yes,Yes,No,No,No
Maldives,1977,Yes,Yes,No,No,No
Maldives,1978,Yes,Yes,No,No,No
Maldives,1979,Yes,Yes,No,No,No
Maldives,1980,Yes,Yes,No,No,No
Maldives,1981,Yes,Yes,No,No,No
Maldives,1982,Yes,Yes,No,No,No
Maldives,1983,Yes,Yes,No,No,No
Maldives,1984,Yes,Yes,No,No,No
Maldives,1985,Yes,Yes,No,No,No
Maldives,1986,Yes,Yes,No,No,No
Maldives,1987,Yes,Yes,No,No,No
Maldives,1988,Yes,Yes,No,No,No
Maldives,1989,Yes,Yes,No,No,No
Maldives,1990,Yes,Yes,No,No,No
Maldives,1991,Yes,Yes,No,No,No
Maldives,1992,Yes,Yes,No,No,No
Maldives,1993,Yes,Yes,No,No,No
Maldives,1994,Yes,Yes,No,No,No
Maldives,1995,Yes,Yes,No,No,No
Maldives,1996,Yes,Yes,No,No,No
Maldives,1997,Yes,Yes,No,No,No
Maldives,1998,Yes,Yes,No,No,No
Maldives,1999,Yes,Yes,No,No,No
Maldives,2000,Yes,Yes,No,No,No
Maldives,2001,Yes,Yes,No,No,No
Maldives,2002,Yes,Yes,No,No,No
Maldives,2003,Yes,Yes,No,No,No
Maldives,2004,Yes,Yes,No,No,No
Maldives,2005,Yes,Yes,Yes,No,No
Maldives,2006,Yes,Yes,Yes,No,No
Maldives,2007,Yes,Yes,Yes,No,No
Maldives,2008,Yes,Yes,Yes,No,No
Maldives,2009,Yes,Yes,Yes,No,No
Maldives,2010,Yes,Yes,Yes,No,No
Maldives,2011,Yes,Yes,Yes,No,No
Maldives,2012,Yes,Yes,Yes,No,No
Maldives,2013,Yes,Yes,Yes,No,No
Maldives,2014,Yes,Yes,Yes,No,No
Maldives,2015,Yes,Yes,Yes,No,No
Maldives,2016,Yes,Yes,Yes,No,No
Maldives,2017,Yes,Yes,Yes,No,No
Mali,1960,Yes,Yes,No,No,No
Mali,1961,Yes,Yes,No,No,No
Mali,1962,Yes,Yes,No,No,No
Mali,1963,Yes,Yes,No,No,No
Mali,1964,Yes,Yes,No,No,No
Mali,1965,Yes,Yes,No,No,No
Mali,1966,Yes,Yes,No,No,No
Mali,1967,Yes,Yes,No,No,No
Mali,1968,Yes,Yes,No,No,No
Mali,1969,Yes,Yes,No,No,No
Mali,1970,Yes,Yes,No,No,No
Mali,1971,Yes,Yes,No,No,No
Mali,1972,Yes,Yes,No,No,No
Mali,1973,Yes,Yes,No,No,No
Mali,1974,Yes,Yes,No,No,No
Mali,1975,Yes,Yes,No,No,No
Mali,1976,Yes,Yes,No,No,No
Mali,1977,Yes,Yes,No,No,No
Mali,1978,Yes,Yes,No,No,No
Mali,1979,Yes,Yes,No,No,No
Mali,1980,Yes,Yes,No,No,No
Mali,1981,Yes,Yes,No,No,No
Mali,1982,Yes,Yes,No,No,No
Mali,1983,Yes,Yes,No,No,No
Mali,1984,Yes,Yes,No,No,No
Mali,1985,Yes,Yes,No,No,No
Mali,1986,Yes,Yes,No,No,No
Mali,1987,Yes,Yes,No,No,No
Mali,1988,Yes,Yes,No,No,No
Mali,1989,Yes,Yes,No,No,No
Mali,1990,Yes,Yes,No,No,No
Mali,1991,Yes,Yes,No,No,No
Mali,1992,Yes,Yes,No,No,No
Mali,1993,Yes,Yes,No,No,No
Mali,1994,Yes,Yes,No,No,No
Mali,1995,Yes,Yes,No,No,No
Mali,1996,Yes,Yes,No,No,No
Mali,1997,Yes,Yes,Yes,No,No
Mali,1998,Yes,Yes,Yes,No,No
Mali,1999,Yes,Yes,Yes,No,No
Mali,2000,Yes,Yes,Yes,No,No
Mali,2001,Yes,Yes,Yes,No,No
Mali,2002,Yes,Yes,Yes,No,No
Mali,2003,Yes,Yes,Yes,No,No
Mali,2004,Yes,Yes,Yes,No,No
Mali,2005,Yes,Yes,Yes,No,No
Mali,2006,Yes,Yes,Yes,No,No
Mali,2007,Yes,Yes,Yes,No,No
Mali,2008,Yes,Yes,Yes,No,No
Mali,2009,Yes,Yes,Yes,No,No
Mali,2010,Yes,Yes,Yes,No,No
Mali,2011,Yes,Yes,Yes,No,No
Mali,2012,Yes,Yes,Yes,No,No
Mali,2013,Yes,Yes,Yes,No,No
Mali,2014,Yes,Yes,Yes,No,No
Mali,2015,Yes,Yes,Yes,No,No
Mali,2016,Yes,Yes,Yes,No,No
Mali,2017,Yes,Yes,Yes,No,No
Malta,1964,Yes,Yes,No,No,No
Malta,1965,Yes,Yes,No,No,No
Malta,1966,Yes,Yes,No,No,No
Malta,1967,Yes,Yes,No,No,No
Malta,1968,Yes,Yes,No,No,No
Malta,1969,Yes,Yes,No,No,No
Malta,1970,Yes,Yes,No,No,No
Malta,1971,Yes,Yes,No,No,No
Malta,1972,Yes,Yes,No,No,No
Malta,1973,Yes,Yes,No,No,No
Malta,1974,Yes,Yes,No,No,No
Malta,1975,Yes,Yes,No,No,No
Malta,1976,Yes,Yes,No,No,No
Malta,1977,Yes,Yes,No,No,No
Malta,1978,Yes,Yes,No,No,No
Malta,1979,Yes,Yes,No,No,No
Malta,1980,Yes,Yes,No,No,No
Malta,1981,Yes,Yes,No,No,No
Malta,1982,Yes,Yes,No,No,No
Malta,1983,Yes,Yes,No,No,No
Malta,1984,Yes,Yes,No,No,No
Malta,1985,Yes,Yes,No,No,No
Malta,1986,Yes,Yes,No,No,No
Malta,1987,Yes,Yes,No,No,No
Malta,1988,Yes,Yes,No,No,No
Malta,1989,Yes,Yes,No,No,No
Malta,1990,Yes,Yes,No,No,No
Malta,1991,Yes,Yes,No,No,No
Malta,1992,Yes,Yes,No,No,No
Malta,1993,Yes,Yes,No,No,No
Malta,1994,Yes,Yes,No,No,No
Malta,1995,Yes,Yes,No,No,No
Malta,1996,Yes,Yes,No,No,No
Malta,1997,Yes,Yes,No,No,No
Malta,1998,Yes,Yes,No,No,No
Malta,1999,Yes,Yes,No,No,No
Malta,2000,Yes,Yes,No,No,No
Malta,2001,Yes,Yes,No,No,No
Malta,2002,Yes,Yes,No,No,No
Malta,2003,Yes,Yes,No,No,No
Malta,2004,Yes,Yes,No,No,No
Malta,2005,Yes,Yes,No,No,No
Malta,2006,Yes,Yes,No,No,No
Malta,2007,Yes,Yes,No,No,No
Malta,2008,Yes,Yes,No,No,No
Malta,2009,Yes,Yes,No,No,No
Malta,2010,Yes,Yes,No,No,No
Malta,2011,Yes,Yes,No,No,No
Malta,2012,Yes,Yes,No,No,No
Malta,2013,Yes,Yes,Yes,No,No
Malta,2014,Yes,Yes,Yes,No,No
Malta,2015,Yes,Yes,Yes,No,No
Malta,2016,Yes,Yes,Yes,No,No
Malta,2017,Yes,Yes,Yes,No,No
Marshall Islands,1986,Yes,No,No,No,No
Marshall Islands,1987,Yes,No,No,No,No
Marshall Islands,1988,Yes,No,No,No,No
Marshall Islands,1989,Yes,No,No,No,No
Marshall Islands,1990,Yes,No,No,No,No
Marshall Islands,1991,Yes,Yes,No,No,No
Marshall Islands,1992,Yes,Yes,No,No,No
Marshall Islands,1993,Yes,Yes,No,No,No
Marshall Islands,1994,Yes,Yes,No,No,No
Marshall Islands,1995,Yes,Yes,No,No,No
Marshall Islands,1996,Yes,Yes,No,No,No
Marshall Islands,1997,Yes,Yes,No,No,No
Marshall Islands,1998,Yes,Yes,No,No,No
Marshall Islands,1999,Yes,Yes,No,No,No
Marshall Islands,2000,Yes,Yes,No,No,No
Marshall Islands,2001,Yes,Yes,No,No,No
Marshall Islands,2002,Yes,Yes,No,No,No
Marshall Islands,2003,Yes,Yes,No,No,No
Marshall Islands,2004,Yes,Yes,No,No,No
Marshall Islands,2005,Yes,Yes,No,No,No
Marshall Islands,2006,Yes,Yes,No,No,No
Marshall Islands,2007,Yes,Yes,No,No,No
Marshall Islands,2008,Yes,Yes,No,No,No
Marshall Islands,2009,Yes,Yes,No,No,No
Marshall Islands,2010,Yes,Yes,No,No,No
Marshall Islands,2011,Yes,Yes,No,No,No
Marshall Islands,2012,Yes,Yes,No,No,No
Marshall Islands,2013,Yes,Yes,No,No,No
