Entity,Year,Value of global merchandise imports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Colombia,1991,12.4613,17.56707
Colombia,1992,15.95004,15.4305
Colombia,1993,17.5782,13.40934
Colombia,1994,14.61712,11.06205
Colombia,1995,14.98207,11.8492
Colombia,1996,14.7752,11.65921
Colombia,1997,14.417,11.65939
Colombia,1998,14.91034,12.34029
Colombia,1999,12.368,14.65096
Colombia,2000,11.32945,14.39382
Colombia,2001,13.05513,14.0364
Colombia,2002,12.54373,13.69277
Colombia,2003,14.3563,15.67168
Colombia,2004,14.0862,16.61825
Colombia,2005,14.41758,16.43429
Colombia,2006,15.66399,16.40168
Colombia,2007,15.71172,15.70722
Colombia,2008,16.25888,17.94812
Colombia,2009,14.06953,14.59325
Colombia,2010,14.17422,14.21871
Colombia,2011,16.30064,16.84997
Colombia,2012,15.86088,16.721
Colombia,2013,15.6229,15.76371
Colombia,2014,16.92021,15.75834
Comoros,1980,34.46077,8.37856
Comoros,1981,46.25084,30.31279
Comoros,1982,33.25385,21.39424
Comoros,1983,35.81817,16.40232
Comoros,1984,44.10138,10.21492
Comoros,1985,36.2942,14.44994
Comoros,1986,34.74555,10.80081
Comoros,1987,35.86564,10.73669
Comoros,1988,30.03091,13.68932
Comoros,1989,36.39018,14.18996
Comoros,1990,34.3484,10.07531
Comoros,1991,48.10513,12.56632
Comoros,1992,43.94483,11.28996
Comoros,1993,40.02874,9.18036
Comoros,1994,59.12466,9.7406
Comoros,1995,65.15843,5.43
Comoros,1996,67.59435,6.74322
Comoros,1997,61.64226,6.4684
Comoros,1998,69.37081,5.21802
Comoros,1999,31.28617,5.58408
Comoros,2000,34.20413,8.26292
Comoros,2001,37.8574,18.89735
Comoros,2002,39.11847,12.62218
Comoros,2003,39.11202,11.28705
Comoros,2004,30.60495,10.19422
Comoros,2005,30.52426,8.12933
Comoros,2006,36.88343,9.8186
Comoros,2007,33.74739,8.16881
Comoros,2008,43.70469,6.4344
Comoros,2009,35.04918,5.85121
Comoros,2010,40.84877,6.51841
Comoros,2011,40.06115,10.20156
Comoros,2012,45.57288,20.44174
Comoros,2013,41.73858,8.23467
Comoros,2014,43.11159,6.71613
Congo,1955,28.48485,6.81061
Congo,1956,32.70892,7.55141
Congo,1957,37.51933,8.5721
Congo,1958,37.9061,9.04787
Congo,1959,36.69047,9.25397
Congo,1960,53.24984,13.52772
Congo,1961,57.09549,14.4387
Congo,1962,40.83563,21.1985
Congo,1963,35.53317,24.15327
Congo,1964,34.68076,25.5259
Congo,1965,32.57394,23.75477
Congo,1966,31.32173,22.3921
Congo,1967,34.79398,31.03025
Congo,1968,33.49646,35.72693
Congo,1969,30.10187,31.96138
Congo,1970,29.19287,27.42534
Congo,1971,33.61292,23.52698
Congo,1972,26.45,24.57988
Congo,1973,24.96518,26.48949
Congo,1974,30.56323,50.61973
Congo,1975,29.98924,35.43841
Congo,1976,41.04232,34.07808
Congo,1977,33.52108,30.89305
Congo,1978,28.52732,39.2953
Congo,1979,29.46361,43.23016
Congo,1980,30.69187,56.2395
Congo,1981,33.93244,55.20672
Congo,1982,39.57185,58.84797
Congo,1983,29.89413,55.23332
Congo,1984,27.1431,63.83985
Congo,1985,26.36759,54.33281
Congo,1986,30.72718,46.51975
Congo,1987,21.95353,44.24296
Congo,1988,23.52611,44.16001
Congo,1989,21.36806,51.66029
Congo,1990,23.72568,44.7159
Congo,1991,23.5245,44.67324
Congo,1992,23.46929,51.91575
Congo,1993,33.08631,57.0999
Congo,1994,27.17044,80.45606
Congo,1995,37.18843,74.37934
Congo,1996,63.55459,79.10559
Congo,1997,39.89402,97.24767
Congo,1998,57.4163,80.37727
Congo,1999,32.18786,72.91274
Congo,2000,21.17178,67.2159
Congo,2001,30.80586,69.03659
Congo,2002,29.62389,79.34255
Congo,2003,27.43494,67.16396
Congo,2004,22.6628,71.93182
Congo,2005,26.92885,89.21353
Congo,2006,26.61286,105.88777
Congo,2007,44.6736,88.95309
Congo,2008,31.0654,93.23794
Congo,2009,35.58938,71.7286
Congo,2010,27.29466,84.64553
Congo,2011,31.11023,80.25073
Congo,2012,32.13615,85.26836
Congo,2013,32.64872,75.35501
Congo,2014,38.22292,73.4088
Costa Rica,1936,20.01598,18.63557
Costa Rica,1937,18.81561,18.25394
Costa Rica,1938,19.02064,15.27009
Costa Rica,1946,23.13359,10.02455
Costa Rica,1947,24.82764,16.00118
Costa Rica,1948,19.84125,21.70585
Costa Rica,1949,18.72056,16.3615
Costa Rica,1950,18.75979,22.92396
Costa Rica,1951,20.98133,24.12271
Costa Rica,1952,22.02973,24.08672
Costa Rica,1953,21.96106,24.01519
Costa Rica,1954,22.10716,23.52536
Costa Rica,1955,22.2213,20.61586
Costa Rica,1956,22.51178,16.64882
Costa Rica,1957,23.26968,18.89244
Costa Rica,1958,21.60207,19.84174
Costa Rica,1959,22.0112,16.34967
Costa Rica,1960,21.65446,17.02408
Costa Rica,1961,21.69992,17.89428
Costa Rica,1962,23.35234,19.67732
Costa Rica,1963,24.00848,18.072
Costa Rica,1964,25.36037,22.69956
Costa Rica,1965,30.03468,22.01824
Costa Rica,1966,27.51405,23.06669
Costa Rica,1967,27.06386,22.79169
Costa Rica,1968,27.36995,24.98057
Costa Rica,1969,28.62281,25.59211
Costa Rica,1970,32.15418,29.08491
Costa Rica,1971,32.47441,25.66488
Costa Rica,1972,30.15962,27.33515
Costa Rica,1973,29.76867,28.65226
Costa Rica,1974,43.1773,33.22077
Costa Rica,1975,35.35183,30.60494
Costa Rica,1976,31.88926,27.57334
Costa Rica,1977,33.24506,29.74427
Costa Rica,1978,30.98567,26.09168
Costa Rica,1979,34.63247,27.31498
Costa Rica,1980,30.44098,24.56289
Costa Rica,1981,46.07313,45.32349
Costa Rica,1982,34.26893,41.44833
Costa Rica,1983,24.88976,29.36977
Costa Rica,1984,23.75341,25.97974
Costa Rica,1985,22.86377,25.52366
Costa Rica,1986,20.89598,26.88221
Costa Rica,1987,23.70259,26.75747
Costa Rica,1988,23.25043,28.87032
Costa Rica,1989,26.15643,28.60218
Costa Rica,1990,27.36749,29.23171
Costa Rica,1991,29.24504,34.35725
Costa Rica,1992,32.53274,32.51183
Costa Rica,1993,32.64448,30.97493
Costa Rica,1994,31.799,34.23669
Costa Rica,1995,28.87911,33.01054
Costa Rica,1996,30.06841,35.61022
Costa Rica,1997,38.7377,36.87671
Costa Rica,1998,44.24081,41.1107
Costa Rica,1999,40.22773,48.63044
Costa Rica,2000,40.06254,50.11308
Costa Rica,2001,40.01743,42.69302
Costa Rica,2002,42.67204,49.56672
Costa Rica,2003,43.74605,60.07862
Costa Rica,2004,44.46046,64.51599
Costa Rica,2005,49.11909,64.84541
Costa Rica,2006,51.21354,64.56722
Costa Rica,2007,49.18927,61.32482
Costa Rica,2008,51.51838,57.85386
Costa Rica,2009,38.78031,64.38254
Costa Rica,2010,37.38382,72.40081
Costa Rica,2011,39.33406,73.36585
Costa Rica,2012,38.78993,78.5341
Costa Rica,2013,36.8148,72.95683
Costa Rica,2014,34.67787,65.83615
Cote d'Ivoire,1960,21.95518,27.68016
Cote d'Ivoire,1961,25.13564,28.77497
Cote d'Ivoire,1962,24.20638,29.92479
Cote d'Ivoire,1963,22.3245,30.2478
Cote d'Ivoire,1964,26.54541,37.36725
Cote d'Ivoire,1965,25.64768,34.32593
Cote d'Ivoire,1966,25.15372,37.19724
Cote d'Ivoire,1967,24.88635,37.09517
Cote d'Ivoire,1968,24.6394,39.04834
Cote d'Ivoire,1969,24.7216,39.96547
Cote d'Ivoire,1970,26.64065,39.78066
Cote d'Ivoire,1971,25.21765,35.21614
Cote d'Ivoire,1972,24.69158,37.24908
Cote d'Ivoire,1973,28.32977,40.79467
Cote d'Ivoire,1974,31.45903,41.45222
Cote d'Ivoire,1975,28.90592,34.86858
Cote d'Ivoire,1976,27.969,39.49689
Cote d'Ivoire,1977,27.91031,42.9274
Cote d'Ivoire,1978,29.31007,35.355
Cote d'Ivoire,1979,27.1904,33.29249
Cote d'Ivoire,1980,29.38937,30.87862
Cote d'Ivoire,1981,28.39531,32.80055
Cote d'Ivoire,1982,28.83624,33.71734
Cote d'Ivoire,1983,26.97719,34.32664
Cote d'Ivoire,1984,23.05047,42.21367
Cote d'Ivoire,1985,25.21622,45.40724
Cote d'Ivoire,1986,22.35666,37.41869
Cote d'Ivoire,1987,22.22846,30.76196
Cote d'Ivoire,1988,20.29747,27.45191
Cote d'Ivoire,1989,21.63566,28.82188
Cote d'Ivoire,1990,19.42978,31.3834
Cote d'Ivoire,1991,20.05645,31.98674
Cote d'Ivoire,1992,21.66123,29.46831
Cote d'Ivoire,1993,18.90826,27.16953
Cote d'Ivoire,1994,23.59627,42.74911
Cote d'Ivoire,1995,27.6462,39.86527
Cote d'Ivoire,1996,24.07272,41.15572
Cote d'Ivoire,1997,23.51208,38.71206
Cote d'Ivoire,1998,26.00207,40.32756
Cote d'Ivoire,1999,24.61799,37.27854
Cote d'Ivoire,2000,27.66504,38.53384
Cote d'Ivoire,2001,25.00205,36.02027
Cote d'Ivoire,2002,21.06704,40.19967
Cote d'Ivoire,2003,23.45622,36.25477
Cote d'Ivoire,2004,28.43986,39.53706
Cote d'Ivoire,2005,34.37767,42.44624
Cote d'Ivoire,2006,32.67393,45.71912
Cote d'Ivoire,2007,32.80107,40.3194
Cote d'Ivoire,2008,32.62511,43.19509
Cote d'Ivoire,2009,28.8517,42.45042
Cote d'Ivoire,2010,31.63446,44.26223
Cote d'Ivoire,2011,26.40651,44.80901
Cote d'Ivoire,2012,36.86953,42.14933
Cote d'Ivoire,2013,40.65279,45.44249
Cote d'Ivoire,2014,32.3166,37.39577
Croatia,1995,33.54599,20.69451
Croatia,1996,32.88511,19.0559
Croatia,1997,38.19897,18.18317
Croatia,1998,32.74144,17.91642
Croatia,1999,33.02907,18.07021
Croatia,2000,36.2194,20.35246
Croatia,2001,39.27544,20.03425
Croatia,2002,39.89062,18.24351
Croatia,2003,40.99762,17.85045
Croatia,2004,39.90207,19.30067
Croatia,2005,40.86747,19.31596
Croatia,2006,42.45526,20.17974
Croatia,2007,42.99791,20.57455
Croatia,2008,43.61474,19.89261
Croatia,2009,33.6111,16.55915
Croatia,2010,33.4901,19.30442
Croatia,2011,36.47929,21.48577
Croatia,2012,36.69061,21.11558
Croatia,2013,36.09725,20.42153
Croatia,2014,39.40757,23.9433
Cuba,1903,30.56995,40.41451
Cuba,1904,31.53153,41.8919
Cuba,1905,33.07087,38.97638
Cuba,1906,41.76707,42.16867
Cuba,1907,38.4,44.4
Cuba,1908,40.7563,40.7563
Cuba,1909,28,38.66667
Cuba,1910,28.24208,41.49856
Cuba,1911,38.30508,41.69492
Cuba,1912,30.98237,43.32494
Cuba,1913,36.93931,43.27177
Cuba,1914,29.5,43.25
Cuba,1915,26.97495,45.27939
Cuba,1916,33.38509,49.84472
Cuba,1917,37.75811,52.50738
Cuba,1918,39.91826,55.44959
Cuba,1919,41.1833,66.47332
Cuba,1920,46.68345,66.66666
Cuba,1921,60.03401,47.27891
Cuba,1922,27.13415,49.54268
Cuba,1923,34.18694,53.90525
Cuba,1924,36.78161,55.55556
Cuba,1925,41.80791,50
Cuba,1926,42.8808,50
Cuba,1927,39.81482,50
Cuba,1928,35.2649,46.02649
Cuba,1929,35.9401,45.2579
Cuba,1930,27.25752,27.92642
Cuba,1933,9.41704,18.83408
Cuba,1936,19.39736,29.19021
Cuba,1937,21.17264,30.29316
Cuba,1938,22.64957,30.34188
Cuba,1939,21.72131,30.32787
Cuba,1940,18.9781,23.17518
Cuba,1941,19.76401,31.12094
Cuba,1942,20.70423,25.6338
Cuba,1943,18.97106,37.62058
Cuba,1944,17.16172,35.72607
Cuba,1945,22.41055,38.6064
Cuba,1946,24.03537,38.26366
Cuba,1947,31.53426,45.30018
Cuba,1948,32.89638,52.80962
Cuba,1949,29.88734,43.84095
Cuba,1950,30.43736,42.45272
Cuba,1951,32.88797,42.59918
Cuba,1952,30.79223,39.04136
Cuba,1953,27.31327,43.19677
Cuba,1954,26.99115,33.26383
Cuba,1955,30.9806,37.33082
Cuba,1956,32.20844,38.98858
Cuba,1957,33.6966,41.51787
Cuba,1958,35.15838,37.45611
Cuba,1959,25.86472,26.66526
Cuba,1960,23.82375,23.07692
Cuba,1961,25.48025,22.65313
Cuba,1962,25.12413,17.24595
Cuba,1963,25.13044,15.76812
Cuba,1964,24.25036,16.99191
Cuba,1965,20.93304,16.58206
Cuba,1966,22.92647,14.68185
Cuba,1967,25.30395,17.85714
Cuba,1968,28.55662,16.86966
Cuba,1969,29.22746,16.04879
Cuba,1970,23.02826,18.37343
Cuba,1971,20.05884,12.43735
Cuba,1972,15.8817,10.2641
Cuba,1973,17.95206,14.11735
Cuba,1974,23.21594,9.52319
Cuba,1975,29.80638,9.76424
Cuba,1976,29.48603,5.43197
Cuba,1977,33.08424,4.60803
Cuba,1978,26.78666,4.46478
Cuba,1979,25.96449,5.22653
Cuba,1980,32.66728,8.84219
Cuba,1981,32.48098,8.61798
Cuba,1982,31.67489,7.12773
Cuba,1983,32.47362,5.56108
Cuba,1984,33.97342,4.28477
Cuba,1985,34.82758,5.37669
Cuba,1986,37.86384,4.34275
Cuba,1987,30.19004,5.21015
Cuba,1988,27.60115,6.43653
Cuba,1989,27.84808,6.87284
Cuba,1990,16.05841,5.3636
Cuba,1991,10.69172,4.83726
Cuba,1992,6.79168,8.24734
Cuba,1993,6.70623,5.6556
Cuba,1994,7.22362,5.3053
Cuba,1995,9.28402,5.44979
Cuba,1996,12.81113,8.52187
Cuba,1997,15.71777,7.56612
Cuba,1998,16.30752,6.33582
Cuba,1999,15.38852,5.57155
Cuba,2000,15.84482,5.62066
Cuba,2001,15.27303,5.48155
Cuba,2002,12.43212,4.93901
Cuba,2003,13.01673,4.88937
Cuba,2004,14.6984,6.08588
Cuba,2005,18.95765,5.2062
Cuba,2006,19.4494,5.01244
Cuba,2007,18.57541,6.39809
Cuba,2008,25.28234,6.50828
Cuba,2009,15.49447,4.98099
Cuba,2010,17.87111,7.63833
Cuba,2011,20.64465,9.3344
Cuba,2012,18.96224,8.06614
Cuba,2013,19.15497,7.24267
Cyprus,1950,35.22924,26.76421
Cyprus,1951,40.4983,33.97961
Cyprus,1952,35.0372,32.72285
Cyprus,1953,32.04845,24.60565
Cyprus,1954,34.25017,25.72685
Cyprus,1955,42.1897,28.35227
Cyprus,1956,45.50422,28.44539
Cyprus,1957,51.25287,26.19591
Cyprus,1958,41.57845,22.15346
Cyprus,1959,45.91839,22.66593
Cyprus,1960,42.69341,22.05631
Cyprus,1961,40.07145,18.86072
Cyprus,1962,39.38055,18.66309
Cyprus,1963,39.61866,18.62592
Cyprus,1964,34.62303,19.77514
Cyprus,1965,37.47376,19.20668
Cyprus,1966,37.23457,21.06154
Cyprus,1967,34.66761,17.56949
Cyprus,1968,38.47909,19.99091
Cyprus,1969,41.46666,19.19893
Cyprus,1970,43.27335,19.57858
Cyprus,1971,44.19341,18.19746
Cyprus,1972,47.19649,18.03683
Cyprus,1973,57.22716,21.26645
Cyprus,1974,69.59504,22.2147
Cyprus,1975,72.91873,30.68793
Cyprus,1976,84.64634,43.95996
Cyprus,1977,90.32375,44.92852
Cyprus,1978,82.58342,43.93706
Cyprus,1979,84.16001,37.90329
Cyprus,1980,67.87583,28.75685
Cyprus,1981,63.04611,27.19319
Cyprus,1982,63.65221,26.17755
Cyprus,1983,63.92039,24.78324
Cyprus,1984,70.43323,26.3712
Cyprus,1985,65.62894,23.57047
Cyprus,1986,52.38485,18.53978
Cyprus,1987,55.69481,19.03122
Cyprus,1988,51.73931,20.56633
Cyprus,1989,61.60673,27.41583
Cyprus,1990,56.1713,19.31357
Cyprus,1991,59.81146,20.69051
Cyprus,1992,64.16067,14.9843
Cyprus,1993,59.9351,18.50505
Cyprus,1994,56.84571,14.21445
Cyprus,1995,49.33985,13.00379
Cyprus,1996,42.27643,14.15257
Cyprus,1997,44.02689,13.13299
Cyprus,1998,50.83719,10.45528
Cyprus,1999,43.40197,12.86611
Cyprus,2000,67.14819,14.36214
Cyprus,2001,61.21809,13.77465
Cyprus,2002,63.53028,11.36734
Cyprus,2003,71.20783,10.99568
Cyprus,2004,76.93873,10.72057
Cyprus,2005,74.32443,11.70666
Cyprus,2006,80.94525,25.1941
Cyprus,2007,71.87555,18.02265
Cyprus,2008,63.29434,15.61746
Cyprus,2009,50.05346,11.26698
Cyprus,2010,54.91898,14.8728
Cyprus,2011,55.13229,18.91822
Cyprus,2012,57.58771,24.09385
Cyprus,2013,56.72675,22.91239
Cyprus,2014,49.63928,16.05626
Czech Republic,1992,37.38535,35.32452
Czech Republic,1993,34.70844,29.31743
Czech Republic,1994,35.44401,30.1504
Czech Republic,1995,39.7375,32.23562
Czech Republic,1996,45.98259,33.17482
Czech Republic,1997,48.2284,36.54057
Czech Republic,1998,47.87729,39.80544
Czech Republic,1999,48.12818,40.5419
Czech Republic,2000,56.62256,47.0483
Czech Republic,2001,58.36562,49.38121
Czech Republic,2002,53.78678,46.61207
Czech Republic,2003,56.52358,49.65184
Czech Republic,2004,57.29776,56.42373
Czech Republic,2005,56.25883,57.45804
Czech Republic,2006,60.13858,61.2287
Czech Republic,2007,62.73602,65.00964
Czech Republic,2008,60.47751,62.60374
Czech Republic,2009,51.15691,55.00516
Czech Republic,2010,60.81949,63.90477
Czech Republic,2011,66.57951,71.13886
Czech Republic,2012,68.24885,75.29298
Czech Republic,2013,69.00066,76.96501
Czech Republic,2014,73.90813,83.70403
Czechoslovakia,1949,7.53306,8.4583
Czechoslovakia,1950,6.03849,7.35121
Czechoslovakia,1951,7.91184,7.42496
Czechoslovakia,1952,7.04762,7.04762
Czechoslovakia,1953,5.98051,6.83487
Czechoslovakia,1954,5.84464,6.2808
Czechoslovakia,1955,6.28804,7.03268
Czechoslovakia,1956,7.30866,8.59842
Czechoslovakia,1957,8.60768,8.43553
Czechoslovakia,1958,8.29387,9.22482
Czechoslovakia,1959,9.70785,10.46759
Czechoslovakia,1960,10.68934,11.34213
Czechoslovakia,1961,11.59367,11.67307
Czechoslovakia,1962,11.62844,12.33083
Czechoslovakia,1963,12.31593,13.97384
Czechoslovakia,1964,14.17575,14.9858
Czechoslovakia,1965,15.07169,15.22869
Czechoslovakia,1966,15.8328,15.91317
Czechoslovakia,1967,12.83934,13.70417
Czechoslovakia,1968,14.78661,14.38697
Czechoslovakia,1969,14.68729,14.81124
Czechoslovakia,1970,16.21451,16.64121
Czechoslovakia,1971,6.8904,8.08441
Czechoslovakia,1972,7.77426,9.27886
Czechoslovakia,1973,8.90221,10.37093
Czechoslovakia,1974,10.59811,10.73904
Czechoslovakia,1975,8.95921,9.00312
Czechoslovakia,1976,8.44361,8.43765
Czechoslovakia,1977,9.12831,9.45715
Czechoslovakia,1978,9.12508,9.86386
Czechoslovakia,1979,10.09652,10.78723
Czechoslovakia,1980,57.21512,51.13102
Czechoslovakia,1981,51.58112,47.38759
Czechoslovakia,1982,39.98975,37.61222
Czechoslovakia,1983,41.84889,39.89788
Czechoslovakia,1984,42.67758,40.24676
Czechoslovakia,1985,44.48628,41.99181
Czechoslovakia,1986,45.60559,40.53044
Czechoslovakia,1987,45.02353,40.63106
Czechoslovakia,1988,44.72677,43.17458
Czechoslovakia,1989,44.57526,42.96219
Czechoslovakia,1990,47.69017,37.14169
Czechoslovakia,1991,49.52046,49.37494
Czechoslovakia,1992,44.73765,41.57821
Democratic Republic of Congo,1950,11.40701,17.4414
Democratic Republic of Congo,1951,14.27816,18.72957
Democratic Republic of Congo,1952,16.37231,18.12176
Democratic Republic of Congo,1953,14.30126,16.2417
Democratic Republic of Congo,1954,13.8222,16.00126
Democratic Republic of Congo,1955,13.21193,17.60302
Democratic Republic of Congo,1956,13.44289,17.43467
Democratic Republic of Congo,1957,14.54829,15.78145
Democratic Republic of Congo,1958,12.19751,14.18759
Democratic Republic of Congo,1959,10.06466,16.51878
Democratic Republic of Congo,1960,7.15385,17.58455
Democratic Republic of Congo,1961,5.58037,15.33859
Democratic Republic of Congo,1962,5.70311,10.91223
Democratic Republic of Congo,1963,4.07044,6.68669
Democratic Republic of Congo,1964,10.0016,15.01489
Democratic Republic of Congo,1965,7.93046,10.50852
Democratic Republic of Congo,1966,7.51878,12.7628
Democratic Republic of Congo,1967,7.24878,14.90473
Democratic Republic of Congo,1968,7.96055,16.20232
Democratic Republic of Congo,1969,8.95587,15.86265
Democratic Republic of Congo,1970,10.90141,18.38158
Democratic Republic of Congo,1971,10.26379,11.82276
Democratic Republic of Congo,1972,12.39242,11.92362
Democratic Republic of Congo,1973,9.91509,15.63799
Democratic Republic of Congo,1974,11.62622,17.41374
Democratic Republic of Congo,1975,10.65595,10.97216
Democratic Republic of Congo,1976,9.1731,14.90996
Democratic Republic of Congo,1977,7.35033,13.27469
Democratic Republic of Congo,1978,5.429,12.61083
Democratic Republic of Congo,1979,6.51962,14.15663
Democratic Republic of Congo,1980,8.23652,17.9633
Democratic Republic of Congo,1981,9.15091,16.5687
Democratic Republic of Congo,1982,7.40118,11.64818
Democratic Republic of Congo,1983,9.08597,13.63841
Democratic Republic of Congo,1984,13.9635,23.33139
Democratic Republic of Congo,1985,15.58911,24.34695
Democratic Republic of Congo,1986,17.63488,21.59003
Democratic Republic of Congo,1987,25.04228,23.64308
Democratic Republic of Congo,1988,26.22407,22.92427
Democratic Republic of Congo,1989,16.82976,22.30477
Democratic Republic of Congo,1990,23.61242,25.8072
Democratic Republic of Congo,1991,10.6952,18.36188
Democratic Republic of Congo,1992,9.84115,18.05868
Democratic Republic of Congo,1993,7.30599,9.58461
Democratic Republic of Congo,1994,16.59915,22.06795
Democratic Republic of Congo,1995,23.9168,27.79771
Democratic Republic of Congo,1996,23.44413,25.62504
Democratic Republic of Congo,1997,16.16695,21.11198
Democratic Republic of Congo,1998,13.94058,18.1439
Democratic Republic of Congo,1999,13.47041,25.4798
Democratic Republic of Congo,2000,3.50042,6.51322
Democratic Republic of Congo,2001,9.14298,16.74453
Democratic Republic of Congo,2002,10.55881,16.81177
Democratic Republic of Congo,2003,11.69435,11.91606
Democratic Republic of Congo,2004,13.58711,12.17676
Democratic Republic of Congo,2005,14.10282,12.72636
Democratic Republic of Congo,2006,15.73804,11.32743
Democratic Republic of Congo,2007,18.63545,12.47899
Democratic Republic of Congo,2008,22.74667,19.3746
Democratic Republic of Congo,2009,19.55836,14.88313
Democratic Republic of Congo,2010,21.05906,25.15041
Democratic Republic of Congo,2011,24.23782,27.30166
Democratic Republic of Congo,2012,24.64948,22.57491
Democratic Republic of Congo,2013,24.98403,22.402
Democratic Republic of Congo,2014,22.35433,20.82912
Denmark,1827,,9.18919
Denmark,1828,,7.10383
Denmark,1829,,7.56757
Denmark,1830,,8.76289
Denmark,1831,,9.5
Denmark,1832,,8.54271
Denmark,1833,,8.51064
Denmark,1834,,10.32609
Denmark,1835,,9.59596
Denmark,1836,,9.25926
Denmark,1837,,11.11111
Denmark,1838,,11.36364
Denmark,1839,,12.66376
Denmark,1840,,12.71187
Denmark,1841,15.81197,11.96581
Denmark,1842,15.25424,11.44068
Denmark,1843,14.64435,12.13389
Denmark,1844,17.92829,17.92829
Denmark,1845,20.4461,16.35688
Denmark,1846,19.42675,16.56051
Denmark,1847,22.11838,18.06854
Denmark,1848,17.68489,13.82637
Denmark,1849,20.79208,13.86139
Denmark,1850,21.26984,15.2381
Denmark,1851,21.00314,14.73354
Denmark,1852,16.47399,14.45087
Denmark,1853,16.21622,14.98772
Denmark,1854,18.30986,18.07512
Denmark,1855,20.25586,18.55011
Denmark,1856,20.7113,17.15481
Denmark,1857,20.12195,13.41463
Denmark,1858,13.40659,11.20879
Denmark,1859,16.05996,13.27623
Denmark,1860,17.02586,12.71552
Denmark,1861,16.8,12.4
Denmark,1862,16.46341,12.39837
Denmark,1863,16.56566,11.71717
Denmark,1864,13.86139,9.90099
Denmark,1865,20.17391,16
Denmark,1866,20.30457,15.90525
Denmark,1867,21.29338,14.35331
Denmark,1868,19.78528,13.65031
Denmark,1869,19.65679,13.57254
Denmark,1870,18.83408,16.89088
Denmark,1871,20.87591,16.49635
Denmark,1872,22.57618,18.83656
