Entity,Year,CO2 traded as percentage of domestic emissions production (Global Carbon Project (2014))
Nepal,2014,89.88251553
Netherlands,1990,24.93399971
Netherlands,1991,23.4242275
Netherlands,1992,41.94081106
Netherlands,1993,29.39970778
Netherlands,1994,25.85327556
Netherlands,1995,27.10403835
Netherlands,1996,19.48618212
Netherlands,1997,21.08567411
Netherlands,1998,23.28119538
Netherlands,1999,12.59248114
Netherlands,2000,13.83157461
Netherlands,2001,8.630524531
Netherlands,2002,13.91893549
Netherlands,2003,9.776250477
Netherlands,2004,10.04653869
Netherlands,2005,14.62312621
Netherlands,2006,30.72730854
Netherlands,2007,6.262961171
Netherlands,2008,6.016103346
Netherlands,2009,5.858227882
Netherlands,2010,1.791625142
Netherlands,2011,0.589368887
Netherlands,2012,-0.912399963
Netherlands,2013,-3.561116013
Netherlands,2014,-2.000887976
New Zealand,1990,6.737847996
New Zealand,1991,4.403820585
New Zealand,1992,1.632054796
New Zealand,1993,3.206218032
New Zealand,1994,5.561521247
New Zealand,1995,9.285738971
New Zealand,1996,10.0488246
New Zealand,1997,8.427677607
New Zealand,1998,4.202482523
New Zealand,1999,10.86928827
New Zealand,2000,5.102138955
New Zealand,2001,1.191790209
New Zealand,2002,5.922337804
New Zealand,2003,4.50527118
New Zealand,2004,11.67209932
New Zealand,2005,14.57781904
New Zealand,2006,8.853835126
New Zealand,2007,14.19911467
New Zealand,2008,12.9309729
New Zealand,2009,6.244486319
New Zealand,2010,8.023691913
New Zealand,2011,14.13244139
New Zealand,2012,12.02573606
New Zealand,2013,12.28785429
New Zealand,2014,11.70361729
Nicaragua,1990,19.96576256
Nicaragua,1991,30.10312753
Nicaragua,1992,31.66218434
Nicaragua,1993,29.44101771
Nicaragua,1994,25.88045311
Nicaragua,1995,22.304389
Nicaragua,1996,20.02050526
Nicaragua,1997,21.83745331
Nicaragua,1998,22.72377242
Nicaragua,1999,22.52272794
Nicaragua,2000,22.4277338
Nicaragua,2001,21.86212425
Nicaragua,2002,24.31430655
Nicaragua,2003,29.29290891
Nicaragua,2004,27.39690181
Nicaragua,2005,33.89034464
Nicaragua,2006,34.29049851
Nicaragua,2007,35.09852808
Nicaragua,2008,29.99536421
Nicaragua,2009,26.57241841
Nicaragua,2010,32.70313252
Nicaragua,2011,30.36076568
Nicaragua,2012,40.41435268
Nicaragua,2013,31.28668473
Nicaragua,2014,29.38355148
Nigeria,1990,-6.565283581
Nigeria,1991,-5.255197183
Nigeria,1992,-7.477980197
Nigeria,1993,-4.947600617
Nigeria,1994,1.409621491
Nigeria,1995,1.542564321
Nigeria,1996,-0.285010418
Nigeria,1997,10.14755555
Nigeria,1998,11.17675566
Nigeria,1999,-15.95308989
Nigeria,2000,-43.07121459
Nigeria,2001,-27.40167074
Nigeria,2002,-24.5915767
Nigeria,2003,-18.59337916
Nigeria,2004,-13.32651623
Nigeria,2005,-11.85214101
Nigeria,2006,-28.90267739
Nigeria,2007,-8.016443255
Nigeria,2008,-8.622881209
Nigeria,2009,7.073088475
Nigeria,2010,-11.6314899
Nigeria,2011,-15.06833316
Nigeria,2012,-25.10132361
Nigeria,2013,3.821036132
Nigeria,2014,1.1495885
North America,1990,-0.746555416
North America,1991,-1.044597191
North America,1992,0.504640593
North America,1993,-0.470534124
North America,1994,-0.482515136
North America,1995,-1.065484172
North America,1996,-1.339497211
North America,1997,-0.40676989
North America,1998,1.638074657
North America,1999,2.971891871
North America,2000,4.468922812
North America,2001,4.455627254
North America,2002,5.931728916
North America,2003,6.062842314
North America,2004,7.787339834
North America,2005,8.595848383
North America,2006,10.32684865
North America,2007,9.332904694
North America,2008,7.756507727
North America,2009,6.767431659
North America,2010,7.365003591
North America,2011,7.603923561
North America,2012,8.281571471
North America,2013,7.444345931
North America,2014,6.897938523
Norway,1990,27.5495006
Norway,1991,23.95702577
Norway,1992,52.39188261
Norway,1993,33.42561757
Norway,1994,27.63492103
Norway,1995,29.81816336
Norway,1996,23.64341881
Norway,1997,21.25246401
Norway,1998,29.178479
Norway,1999,-6.21904662
Norway,2000,-20.29455112
Norway,2001,-21.66450279
Norway,2002,-7.805478853
Norway,2003,2.183176047
Norway,2004,-0.469682491
Norway,2005,5.472001054
Norway,2006,11.69554807
Norway,2007,18.56269773
Norway,2008,11.68132605
Norway,2009,11.39906107
Norway,2010,9.838120662
Norway,2011,14.90077361
Norway,2012,12.10516254
Norway,2013,7.523566298
Norway,2014,7.694630861
Oceania,1990,-10.5073096
Oceania,1991,-10.92903234
Oceania,1992,-11.62384792
Oceania,1993,-12.1106268
Oceania,1994,-10.68486258
Oceania,1995,-11.95619766
Oceania,1996,-10.89502234
Oceania,1997,-11.14271241
Oceania,1998,-9.698471616
Oceania,1999,-12.36985718
Oceania,2000,-16.06830999
Oceania,2001,-16.77515132
Oceania,2002,-11.35453733
Oceania,2003,-9.087936214
Oceania,2004,-7.880678931
Oceania,2005,-8.524040354
Oceania,2006,-5.710438102
Oceania,2007,-4.23080925
Oceania,2008,-5.627461368
Oceania,2009,-1.718586444
Oceania,2010,-2.321573505
Oceania,2011,0.868618132
Oceania,2012,4.575362331
Oceania,2013,0.994720836
Oceania,2014,0.698460953
Oman,1990,14.64006854
Oman,1991,18.04298241
Oman,1992,17.73108433
Oman,1993,18.12221517
Oman,1994,15.69509233
Oman,1995,13.82689788
Oman,1996,9.747993703
Oman,1997,10.11617516
Oman,1998,17.92640124
Oman,1999,-3.118756297
Oman,2000,-3.585175619
Oman,2001,-5.680518261
Oman,2002,-8.405925808
Oman,2003,-11.12956329
Oman,2004,-13.52984307
Oman,2005,-13.76471599
Oman,2006,-9.651105419
Oman,2007,-10.12258228
Oman,2008,-3.45985007
Oman,2009,1.470466722
Oman,2010,-12.37048074
Oman,2011,-18.90955954
Oman,2012,-7.243886727
Oman,2013,-4.877878164
Oman,2014,-3.005165045
Pakistan,1990,6.777069596
Pakistan,1991,4.432120206
Pakistan,1992,7.46331444
Pakistan,1993,6.163099039
Pakistan,1994,5.301198054
Pakistan,1995,5.641633449
Pakistan,1996,5.372602038
Pakistan,1997,3.484058773
Pakistan,1998,0.369764902
Pakistan,1999,6.941251316
Pakistan,2000,6.624736693
Pakistan,2001,3.944560765
Pakistan,2002,5.960322915
Pakistan,2003,3.611014766
Pakistan,2004,5.349377503
Pakistan,2005,10.76589721
Pakistan,2006,9.38954134
Pakistan,2007,6.578811434
Pakistan,2008,7.260501463
Pakistan,2009,5.660936728
Pakistan,2010,5.187943471
Pakistan,2011,5.34742933
Pakistan,2012,6.803129574
Pakistan,2013,7.563172198
Pakistan,2014,6.674443696
Panama,1990,5.242391135
Panama,1991,-6.748412426
Panama,1992,-17.04193906
Panama,1993,-13.32703652
Panama,1994,-17.01385783
Panama,1995,5.656002183
Panama,1996,-11.10657551
Panama,1997,-17.51976528
Panama,1998,-10.97393509
Panama,1999,1.541383775
Panama,2000,-5.386673471
Panama,2001,-18.31216808
Panama,2002,-2.774695371
Panama,2003,-96.02028662
Panama,2004,-86.24076664
Panama,2005,-114.9725454
Panama,2006,-115.6472223
Panama,2007,-82.80121124
Panama,2008,-15.50410187
Panama,2009,91.01523107
Panama,2010,164.5957212
Panama,2011,58.9366981
Panama,2012,153.8817795
Panama,2013,97.56275847
Panama,2014,94.5503942
Paraguay,1990,66.90918933
Paraguay,1991,72.35388363
Paraguay,1992,63.21841167
Paraguay,1993,48.48121872
Paraguay,1994,42.31737625
Paraguay,1995,34.27472359
Paraguay,1996,35.00675362
Paraguay,1997,34.69423453
Paraguay,1998,22.75408552
Paraguay,1999,23.5022522
Paraguay,2000,34.69512814
Paraguay,2001,32.08244242
Paraguay,2002,15.76154626
Paraguay,2003,20.34648943
Paraguay,2004,29.24976687
Paraguay,2005,36.99589231
Paraguay,2006,43.31354777
Paraguay,2007,47.65498456
Paraguay,2008,71.30941712
Paraguay,2009,50.8225488
Paraguay,2010,66.8753125
Paraguay,2011,59.96968454
Paraguay,2012,68.44079131
Paraguay,2013,77.73077655
Paraguay,2014,76.09793061
Peru,1990,11.92897401
Peru,1991,14.1944477
Peru,1992,15.00091213
Peru,1993,11.27553469
Peru,1994,13.70317808
Peru,1995,14.74317538
Peru,1996,13.59382214
Peru,1997,12.72064217
Peru,1998,14.22640207
Peru,1999,13.40107225
Peru,2000,13.22162558
Peru,2001,13.95569952
Peru,2002,20.7645674
Peru,2003,12.13977872
Peru,2004,4.111908776
Peru,2005,1.622663479
Peru,2006,5.082519052
Peru,2007,0.338591463
Peru,2008,18.22059615
Peru,2009,1.718104539
Peru,2010,7.042042836
Peru,2011,13.00694333
Peru,2012,15.80708633
Peru,2013,17.29714335
Peru,2014,17.63218659
Philippines,1990,48.74697282
Philippines,1991,41.50905274
Philippines,1992,56.58386637
Philippines,1993,45.24785724
Philippines,1994,36.27361359
Philippines,1995,31.41711554
Philippines,1996,28.25722973
Philippines,1997,23.78673843
Philippines,1998,14.50079182
Philippines,1999,21.4144832
Philippines,2000,24.05462047
Philippines,2001,23.85413584
Philippines,2002,20.12421481
Philippines,2003,28.78952371
Philippines,2004,24.02114193
Philippines,2005,28.24102712
Philippines,2006,30.84441007
Philippines,2007,30.07770651
Philippines,2008,29.1656559
Philippines,2009,24.49447311
Philippines,2010,26.17160808
Philippines,2011,28.18426926
Philippines,2012,28.64923512
Philippines,2013,30.19241502
Philippines,2014,26.12706953
Poland,1990,-14.63496122
Poland,1991,-9.956339406
Poland,1992,-4.929967056
Poland,1993,-7.981366922
Poland,1994,-10.94349009
Poland,1995,-12.00513394
Poland,1996,-13.63067336
Poland,1997,-13.21690226
Poland,1998,-13.49508388
Poland,1999,-7.218155511
Poland,2000,-7.952636558
Poland,2001,-8.29617386
Poland,2002,-8.489485673
Poland,2003,-12.46453824
Poland,2004,-12.23044004
Poland,2005,-11.5729073
Poland,2006,-9.679994127
Poland,2007,-6.036117692
Poland,2008,-3.105225004
Poland,2009,-4.193927466
Poland,2010,-3.827288858
Poland,2011,-2.692026153
Poland,2012,-3.020679537
Poland,2013,-5.437104085
Poland,2014,-5.280248728
Portugal,1990,16.87793139
Portugal,1991,16.96235739
Portugal,1992,19.61991117
Portugal,1993,19.75509624
Portugal,1994,19.4044545
Portugal,1995,17.42509417
Portugal,1996,18.02071445
Portugal,1997,19.66265407
Portugal,1998,18.75378574
Portugal,1999,11.23780311
Portugal,2000,21.41189599
Portugal,2001,20.16382024
Portugal,2002,17.82181699
Portugal,2003,23.3341756
Portugal,2004,24.86946073
Portugal,2005,27.26517136
Portugal,2006,28.85396656
Portugal,2007,23.89744502
Portugal,2008,26.91661302
Portugal,2009,19.612913
Portugal,2010,27.05887861
Portugal,2011,24.05843368
Portugal,2012,16.89335748
Portugal,2013,16.28657102
Portugal,2014,16.24051616
Qatar,1990,-5.360068623
Qatar,1991,-8.51053891
Qatar,1992,-13.56545839
Qatar,1993,-12.22684148
Qatar,1994,-11.19887447
Qatar,1995,-10.4122057
Qatar,1996,-10.79464954
Qatar,1997,-15.89886689
Qatar,1998,-12.28834581
Qatar,1999,-43.17757581
Qatar,2000,-48.06337181
Qatar,2001,-47.84804285
Qatar,2002,-39.50894577
Qatar,2003,-37.69025092
Qatar,2004,-40.49825892
Qatar,2005,-36.37478329
Qatar,2006,-42.14532091
Qatar,2007,-36.52488925
Qatar,2008,-29.14925872
Qatar,2009,-20.18520958
Qatar,2010,-24.70256751
Qatar,2011,-35.25357296
Qatar,2012,-33.99294887
Qatar,2013,-31.32008806
Qatar,2014,-27.72919395
Romania,1990,-8.144802416
Romania,1991,-8.925432325
Romania,1992,-9.626763503
Romania,1993,-9.373804193
Romania,1994,-14.63070589
Romania,1995,-16.57047082
Romania,1996,-22.16197234
Romania,1997,-25.49594773
Romania,1998,-16.92142166
Romania,1999,-11.10518257
Romania,2000,-11.83798319
Romania,2001,-10.84355709
Romania,2002,-11.09884198
Romania,2003,-10.21785192
Romania,2004,-6.914760945
Romania,2005,-0.807512001
Romania,2006,9.808600087
Romania,2007,4.221153238
Romania,2008,12.05370528
Romania,2009,5.499408998
Romania,2010,10.0017781
Romania,2011,6.762316624
Romania,2012,3.551842629
Romania,2013,3.511592633
Romania,2014,2.639822959
Russia,1990,-21.87003102
Russia,1991,-15.00578425
Russia,1992,-59.19765927
Russia,1993,-39.97467828
Russia,1994,-28.47913591
Russia,1995,-27.90312871
Russia,1996,-20.59548752
Russia,1997,-20.2840239
Russia,1998,-27.79974846
Russia,1999,-30.5888116
Russia,2000,-30.01205553
Russia,2001,-24.69269872
Russia,2002,-23.54207013
Russia,2003,-21.43109762
Russia,2004,-20.93390992
Russia,2005,-20.0828389
Russia,2006,-21.87801385
Russia,2007,-17.21288449
Russia,2008,-17.79945558
Russia,2009,-17.06809206
Russia,2010,-16.95767559
Russia,2011,-16.46612565
Russia,2012,-13.82856764
Russia,2013,-12.86005996
Russia,2014,-14.29093833
Saudi Arabia,1990,-7.264342123
Saudi Arabia,1991,-8.133136126
Saudi Arabia,1992,-8.017215757
Saudi Arabia,1993,-7.053833555
Saudi Arabia,1994,-6.905388288
Saudi Arabia,1995,-4.919937688
Saudi Arabia,1996,-5.865951852
Saudi Arabia,1997,-4.709202401
Saudi Arabia,1998,5.595125414
Saudi Arabia,1999,-14.86752822
Saudi Arabia,2000,-27.41739525
Saudi Arabia,2001,-23.63922418
Saudi Arabia,2002,-24.72440206
Saudi Arabia,2003,-7.355157797
Saudi Arabia,2004,-11.13978872
Saudi Arabia,2005,-10.35190982
Saudi Arabia,2006,-7.869099074
Saudi Arabia,2007,-5.394089217
Saudi Arabia,2008,-6.140185199
Saudi Arabia,2009,-4.835717168
Saudi Arabia,2010,-5.455246415
Saudi Arabia,2011,-6.307849281
Saudi Arabia,2012,-7.780715097
Saudi Arabia,2013,-1.749956844
Saudi Arabia,2014,-1.600477275
Senegal,1990,5.235793511
Senegal,1991,4.788964307
Senegal,1992,6.652042272
Senegal,1993,6.397710487
Senegal,1994,1.615830767
Senegal,1995,6.129900558
Senegal,1996,15.92917026
Senegal,1997,22.86197614
Senegal,1998,22.91656054
Senegal,1999,15.6085875
Senegal,2000,17.33092863
Senegal,2001,15.89447756
Senegal,2002,38.78091803
Senegal,2003,17.8954427
Senegal,2004,16.2146805
Senegal,2005,19.2966438
Senegal,2006,31.54453278
Senegal,2007,30.14066065
Senegal,2008,37.96271619
Senegal,2009,28.14433017
Senegal,2010,3.666289636
Senegal,2011,4.61375311
Senegal,2012,14.35809547
Senegal,2013,10.65945666
Senegal,2014,8.775907363
Singapore,1990,56.94400296
Singapore,1991,60.81163441
Singapore,1992,71.85046672
Singapore,1993,60.88083927
Singapore,1994,45.35630343
Singapore,1995,98.19907788
Singapore,1996,90.76131571
Singapore,1997,69.2096008
Singapore,1998,71.76841328
Singapore,1999,104.7578224
Singapore,2000,142.6173144
Singapore,2001,112.149923
Singapore,2002,122.8783802
Singapore,2003,241.1130033
Singapore,2004,294.6929871
Singapore,2005,369.5236898
Singapore,2006,446.4012694
Singapore,2007,423.4371726
Singapore,2008,224.8274347
Singapore,2009,174.1362545
Singapore,2010,161.642412
Singapore,2011,193.961013
Singapore,2012,131.2561291
Singapore,2013,139.417674
Singapore,2014,128.2371678
Slovakia,1990,20.17284664
Slovakia,1991,6.859968097
Slovakia,1992,13.16740487
Slovakia,1993,9.881459352
Slovakia,1994,0.874367944
Slovakia,1995,3.668199805
Slovakia,1996,5.921442468
Slovakia,1997,4.730713824
Slovakia,1998,8.871868849
Slovakia,1999,5.806607207
Slovakia,2000,11.14567362
Slovakia,2001,8.749837715
Slovakia,2002,10.27018466
Slovakia,2003,5.655789952
Slovakia,2004,4.589747592
Slovakia,2005,6.597673701
Slovakia,2006,15.83840218
Slovakia,2007,23.27888554
Slovakia,2008,30.15524553
Slovakia,2009,28.01332023
Slovakia,2010,30.56490768
Slovakia,2011,36.39136293
Slovakia,2012,33.21758239
Slovakia,2013,36.22165306
Slovakia,2014,43.26331328
Slovenia,1990,5.182372814
Slovenia,1991,10.21351474
Slovenia,1992,41.76591512
Slovenia,1993,27.45436208
Slovenia,1994,18.08522269
Slovenia,1995,21.2755668
Slovenia,1996,11.50724043
Slovenia,1997,11.64416191
Slovenia,1998,17.37785197
Slovenia,1999,15.29255806
Slovenia,2000,21.85976854
Slovenia,2001,12.44860359
Slovenia,2002,12.58258267
Slovenia,2003,14.09041383
Slovenia,2004,11.30295211
Slovenia,2005,14.28470762
Slovenia,2006,23.30819448
Slovenia,2007,25.07046839
Slovenia,2008,22.67193036
Slovenia,2009,22.92192242
Slovenia,2010,29.67349544
Slovenia,2011,41.9746087
Slovenia,2012,24.47507878
Slovenia,2013,26.88976549
Slovenia,2014,31.50496835
South Africa,1990,-29.40265156
South Africa,1991,-26.49018645
South Africa,1992,-25.58170236
South Africa,1993,-27.64399575
South Africa,1994,-26.27518437
South Africa,1995,-27.42487375
South Africa,1996,-29.7184304
South Africa,1997,-29.93238211
South Africa,1998,-31.10703814
South Africa,1999,-24.63952214
South Africa,2000,-26.56927159
South Africa,2001,-29.86976214
South Africa,2002,-31.263976
South Africa,2003,-30.68987258
South Africa,2004,-28.0347403
South Africa,2005,-27.02706392
South Africa,2006,-26.26526092
South Africa,2007,-28.55406553
South Africa,2008,-33.05674796
South Africa,2009,-29.70163423
South Africa,2010,-28.82415267
South Africa,2011,-29.81173309
South Africa,2012,-27.77635094
South Africa,2013,-28.5658084
South Africa,2014,-29.10381219
South America,1990,2.081541653
South America,1991,3.444422738
South America,1992,5.228394463
South America,1993,3.580703267
South America,1994,3.316203727
South America,1995,4.342145655
South America,1996,3.636608228
South America,1997,5.800945984
South America,1998,5.753658982
South America,1999,-3.239055648
South America,2000,-3.747773609
South America,2001,-4.009303468
South America,2002,-11.78027512
South America,2003,-9.036911991
South America,2004,-8.384366834
South America,2005,-6.374740952
South America,2006,-4.764107433
South America,2007,-0.897920567
South America,2008,2.626156599
South America,2009,2.28734287
South America,2010,4.643786378
South America,2011,6.348022627
South America,2012,7.2195772
South America,2013,7.455056875
South America,2014,6.985714386
South Korea,1990,29.39922724
South Korea,1991,26.76698227
South Korea,1992,35.43796543
South Korea,1993,23.83415671
South Korea,1994,21.42441113
South Korea,1995,18.62050091
South Korea,1996,18.48885414
South Korea,1997,13.28760074
South Korea,1998,-3.761811215
South Korea,1999,7.597860174
South Korea,2000,9.617021728
South Korea,2001,5.466062335
South Korea,2002,10.73122106
South Korea,2003,11.05288366
South Korea,2004,11.01611203
South Korea,2005,21.05378657
South Korea,2006,26.65342122
South Korea,2007,24.90279245
South Korea,2008,23.33941295
South Korea,2009,9.83446126
South Korea,2010,11.52664245
South Korea,2011,10.5992628
South Korea,2012,8.467997124
South Korea,2013,8.183840532
South Korea,2014,8.98516387
Spain,1990,16.42146285
Spain,1991,14.01235841
Spain,1992,19.26585256
Spain,1993,15.10643943
Spain,1994,10.23879009
Spain,1995,8.939280492
Spain,1996,7.442151276
Spain,1997,3.951994183
Spain,1998,6.890336351
Spain,1999,4.207501832
Spain,2000,5.152379633
Spain,2001,5.643839788
Spain,2002,7.455605683
Spain,2003,8.019811205
Spain,2004,12.02019922
Spain,2005,14.54679763
Spain,2006,21.13859688
Spain,2007,22.03925408
Spain,2008,23.26932419
Spain,2009,20.14923221
Spain,2010,23.69995866
Spain,2011,20.6231935
Spain,2012,14.16901196
Spain,2013,15.03233713
Spain,2014,14.02746781
Sri Lanka,1990,62.72248714
Sri Lanka,1991,66.244465
Sri Lanka,1992,52.13625179
Sri Lanka,1993,57.68590962
Sri Lanka,1994,57.27383407
Sri Lanka,1995,56.35308725
Sri Lanka,1996,43.48710011
Sri Lanka,1997,35.22424543
Sri Lanka,1998,41.78049761
Sri Lanka,1999,59.52812492
Sri Lanka,2000,46.0614239
Sri Lanka,2001,47.5290349
Sri Lanka,2002,55.09562134
Sri Lanka,2003,50.12122015
Sri Lanka,2004,44.85214043
Sri Lanka,2005,58.81505051
Sri Lanka,2006,55.72505703
Sri Lanka,2007,50.52686685
Sri Lanka,2008,69.33017542
Sri Lanka,2009,52.88794492
Sri Lanka,2010,57.37546958
Sri Lanka,2011,71.31676439
Sri Lanka,2012,69.88694985
Sri Lanka,2013,70.69350592
Sri Lanka,2014,64.66699653
Sweden,1990,54.40249171
Sweden,1991,52.26719478
Sweden,1992,72.87278506
Sweden,1993,57.861381
Sweden,1994,48.06957351
Sweden,1995,46.73754208
Sweden,1996,46.99030831
Sweden,1997,49.96301036
Sweden,1998,49.73793469
Sweden,1999,48.30468355
Sweden,2000,55.93870395
Sweden,2001,44.24859153
Sweden,2002,42.26196991
Sweden,2003,52.63075921
Sweden,2004,58.58120499
Sweden,2005,64.24111851
Sweden,2006,71.98935737
Sweden,2007,81.03365324
Sweden,2008,74.97201466
Sweden,2009,63.72803144
Sweden,2010,63.85778509
Sweden,2011,65.43338695
Sweden,2012,68.20161545
Sweden,2013,66.81849281
Sweden,2014,65.59964026
Switzerland,1990,97.52276268
Switzerland,1991,96.99826016
Switzerland,1992,113.9835836
Switzerland,1993,105.596199
Switzerland,1994,104.7584125
Switzerland,1995,117.633295
Switzerland,1996,158.8977412
Switzerland,1997,125.9884478
Switzerland,1998,171.370959
Switzerland,1999,141.0619456
Switzerland,2000,171.1213859
Switzerland,2001,127.6150732
Switzerland,2002,121.4206742
Switzerland,2003,154.8036701
Switzerland,2004,154.4950532
Switzerland,2005,154.0811198
Switzerland,2006,150.9511972
Switzerland,2007,188.9884877
Switzerland,2008,179.9903775
Switzerland,2009,159.0783044
Switzerland,2010,164.5285438
Switzerland,2011,217.1689702
Switzerland,2012,192.3341403
Switzerland,2013,211.1337415
Switzerland,2014,231.8730774
Syria,1990,0
Syria,1991,0
Syria,1992,0
Syria,1993,0
Syria,1994,0
Syria,1995,0
Syria,1996,0
Syria,1997,0
Syria,1998,0
Syria,1999,0
Syria,2000,0
Syria,2001,0
Syria,2002,0
Syria,2003,0
Syria,2004,0
Syria,2005,0
Syria,2006,0
Syria,2007,0
Syria,2008,0
Syria,2009,0
Syria,2010,0
Syria,2011,0
Syria,2012,0
Syria,2013,0
Syria,2014,0
Taiwan,1990,42.05582923
Taiwan,1991,30.98085328
Taiwan,1992,54.2952885
Taiwan,1993,35.59143293
Taiwan,1994,30.20890152
Taiwan,1995,26.59233803
Taiwan,1996,13.28548493
Taiwan,1997,14.63631393
Taiwan,1998,9.674967582
Taiwan,1999,11.39577527
Taiwan,2000,14.07074947
Taiwan,2001,-0.764436056
Taiwan,2002,3.844613969
Taiwan,2003,2.565107789
Taiwan,2004,11.25308768
Taiwan,2005,9.867718516
Taiwan,2006,7.464703595
Taiwan,2007,7.084340272
Taiwan,2008,6.327037522
Taiwan,2009,1.608699205
Taiwan,2010,6.414484625
Taiwan,2011,3.672394666
Taiwan,2012,6.533957961
Taiwan,2013,3.801719802
Taiwan,2014,1.824752003
Tanzania,1990,62.53151558
Tanzania,1991,62.25238301
Tanzania,1992,64.68364988
Tanzania,1993,58.16812178
Tanzania,1994,67.0839163
Tanzania,1995,39.50456192
Tanzania,1996,31.88294854
Tanzania,1997,53.27370211
Tanzania,1998,68.05089062
Tanzania,1999,76.87608652
Tanzania,2000,83.9746809
Tanzania,2001,66.82773256
Tanzania,2002,59.40227894
Tanzania,2003,67.65656698
Tanzania,2004,59.75810784
Tanzania,2005,51.19479066
Tanzania,2006,59.66966062
Tanzania,2007,59.46016576
Tanzania,2008,78.30460117
Tanzania,2009,83.74484054
Tanzania,2010,69.30287768
Tanzania,2011,75.34226806
Tanzania,2012,70.39603128
Tanzania,2013,80.90764085
Tanzania,2014,74.60988523
Thailand,1990,35.93779903
Thailand,1991,25.77018723
Thailand,1992,46.6004811
Thailand,1993,26.60063816
Thailand,1994,17.62676472
Thailand,1995,10.88233113
Thailand,1996,5.134921495
Thailand,1997,-4.279881584
Thailand,1998,-18.68319951
Thailand,1999,-11.76900782
Thailand,2000,-10.03793159
Thailand,2001,-13.01923984
Thailand,2002,-17.01574136
Thailand,2003,-11.39764429
Thailand,2004,-7.616837276
Thailand,2005,-3.732075489
Thailand,2006,-7.220323226
Thailand,2007,-7.252212256
Thailand,2008,-2.50651341
Thailand,2009,-9.382247996
Thailand,2010,-5.272328383
Thailand,2011,-1.910701542
Thailand,2012,-0.658961187
Thailand,2013,1.307317397
Thailand,2014,-0.804835205
Togo,1990,41.41151965
Togo,1991,41.56110094
Togo,1992,47.15577697
Togo,1993,47.48948931
Togo,1994,59.08810208
Togo,1995,54.44472236
Togo,1996,39.35610969
Togo,1997,44.9920517
Togo,1998,50.87823549
Togo,1999,7.115972932
Togo,2000,13.12113736
Togo,2001,45.50311463
Togo,2002,45.20318292
Togo,2003,59.11937061
Togo,2004,67.60291627
Togo,2005,128.2781169
Togo,2006,169.0576859
Togo,2007,244.6476696
Togo,2008,147.4434631
Togo,2009,61.47447963
Togo,2010,84.80893038
Togo,2011,90.38968169
Togo,2012,271.8382878
Togo,2013,206.8013964
Togo,2014,205.0219148
Trinidad and Tobago,1990,-30.67917392
Trinidad and Tobago,1991,-28.13493447
Trinidad and Tobago,1992,-27.3152338
Trinidad and Tobago,1993,-25.82811203
Trinidad and Tobago,1994,-29.10887301
Trinidad and Tobago,1995,-33.94920121
Trinidad and Tobago,1996,-31.49848865
Trinidad and Tobago,1997,-27.10022053
Trinidad and Tobago,1998,-23.13939166
Trinidad and Tobago,1999,-34.79385614
Trinidad and Tobago,2000,-41.89333136
Trinidad and Tobago,2001,-37.19107417
Trinidad and Tobago,2002,-32.25723574
Trinidad and Tobago,2003,-49.0331945
Trinidad and Tobago,2004,-54.71619589
Trinidad and Tobago,2005,-63.65956675
Trinidad and Tobago,2006,-91.6264412
Trinidad and Tobago,2007,-76.21869367
Trinidad and Tobago,2008,-74.29626546
Trinidad and Tobago,2009,-45.21973432
Trinidad and Tobago,2010,-54.97608528
Trinidad and Tobago,2011,-59.09443299
Trinidad and Tobago,2012,-51.31801934
Trinidad and Tobago,2013,-45.96302332
Trinidad and Tobago,2014,-40.3986973
Tunisia,1990,23.38394723
Tunisia,1991,12.18601043
Tunisia,1992,44.3833951
Tunisia,1993,21.98776403
Tunisia,1994,13.23153982
Tunisia,1995,15.81429035
Tunisia,1996,14.02096866
Tunisia,1997,18.76953585
Tunisia,1998,4.715844618
Tunisia,1999,4.397236091
Tunisia,2000,11.69606723
Tunisia,2001,1.055970461
Tunisia,2002,3.396505486
Tunisia,2003,-2.109970863
Tunisia,2004,-2.987841121
Tunisia,2005,-7.24298165
Tunisia,2006,-4.258885139
Tunisia,2007,-8.961568526
Tunisia,2008,-3.903573086
Tunisia,2009,-5.180069878
Tunisia,2010,-7.412177077
Tunisia,2011,-5.188335207
Tunisia,2012,-10.30105404
Tunisia,2013,-5.162489846
Tunisia,2014,-8.192874195
Turkey,1990,44.42900442
Turkey,1991,37.66740397
Turkey,1992,55.50394671
Turkey,1993,37.44013443
Turkey,1994,25.44911227
Turkey,1995,24.11116263
Turkey,1996,5.316180421
Turkey,1997,5.192931634
Turkey,1998,6.945054404
Turkey,1999,8.395956536
Turkey,2000,13.72868861
Turkey,2001,-3.384243935
Turkey,2002,4.000331607
Turkey,2003,5.972837058
Turkey,2004,12.81150197
Turkey,2005,15.31709674
Turkey,2006,13.84880917
Turkey,2007,17.11973813
Turkey,2008,16.44292888
Turkey,2009,8.44076136
Turkey,2010,17.31013689
Turkey,2011,14.69673823
Turkey,2012,11.20605756
Turkey,2013,14.17887465
Turkey,2014,8.896593076
Uganda,1990,108.5147481
Uganda,1991,107.0276581
Uganda,1992,111.5772633
Uganda,1993,136.1042419
Uganda,1994,154.8955911
Uganda,1995,120.7611512
Uganda,1996,64.74287817
Uganda,1997,72.89741799
Uganda,1998,111.6472626
Uganda,1999,112.0197703
Uganda,2000,66.11872914
Uganda,2001,90.66927152
