Entity,Year,CO2 traded as percentage of domestic emissions production (Global Carbon Project (2014))
EU28,2004,21.40397901
EU28,2005,22.30992605
EU28,2006,27.00148689
EU28,2007,27.36984281
EU28,2008,27.21316915
EU28,2009,25.44465905
EU28,2010,25.76691399
EU28,2011,28.87572716
EU28,2012,23.45363037
EU28,2013,21.60990099
EU28,2014,23.6443129
Europe,1990,-1.451888475
Europe,1991,0.735175901
Europe,1992,-4.761691453
Europe,1993,-1.925234344
Europe,1994,0.903222751
Europe,1995,1.300554225
Europe,1996,3.352047326
Europe,1997,3.685550819
Europe,1998,4.058832054
Europe,1999,3.461891004
Europe,2000,4.289003343
Europe,2001,4.457035459
Europe,2002,5.923932725
Europe,2003,5.917229615
Europe,2004,8.315787205
Europe,2005,9.310526127
Europe,2006,11.46592522
Europe,2007,13.58869151
Europe,2008,13.18937741
Europe,2009,11.98266433
Europe,2010,11.72784981
Europe,2011,13.00625538
Europe,2012,10.47945967
Europe,2013,9.943065743
Europe,2014,10.39947146
Finland,1990,46.11754395
Finland,1991,36.15481276
Finland,1992,103.9573915
Finland,1993,57.03073482
Finland,1994,29.07192182
Finland,1995,31.96719803
Finland,1996,17.07158099
Finland,1997,18.70947344
Finland,1998,21.74993887
Finland,1999,28.19102496
Finland,2000,35.06779047
Finland,2001,28.98687756
Finland,2002,21.86892041
Finland,2003,22.70218856
Finland,2004,34.66363592
Finland,2005,49.49437676
Finland,2006,43.17583003
Finland,2007,47.17966434
Finland,2008,51.12764417
Finland,2009,34.19842689
Finland,2010,34.0273501
Finland,2011,38.39649015
Finland,2012,48.58557816
Finland,2013,42.21992513
Finland,2014,50.08721444
France,1990,26.95197583
France,1991,22.59980815
France,1992,37.95985361
France,1993,32.69299023
France,1994,32.74974188
France,1995,32.69340362
France,1996,27.45719065
France,1997,27.17686478
France,1998,26.03741264
France,1999,26.24941018
France,2000,30.30340402
France,2001,27.16474049
France,2002,29.01514606
France,2003,27.96761171
France,2004,34.97330788
France,2005,33.31708374
France,2006,34.67729045
France,2007,44.32291225
France,2008,42.3149237
France,2009,39.97945084
France,2010,38.01287619
France,2011,54.12673481
France,2012,36.35232978
France,2013,33.79170172
France,2014,38.76871606
Georgia,1990,-37.75983809
Georgia,1991,-28.39215952
Georgia,1992,-38.02619785
Georgia,1993,-18.61406284
Georgia,1994,-19.01876933
Georgia,1995,-2.475725084
Georgia,1996,100.790744
Georgia,1997,56.21302949
Georgia,1998,47.46404888
Georgia,1999,35.38063924
Georgia,2000,22.18262266
Georgia,2001,39.61238125
Georgia,2002,43.50378912
Georgia,2003,46.63866525
Georgia,2004,50.46318811
Georgia,2005,48.95854607
Georgia,2006,44.58512481
Georgia,2007,48.4046292
Georgia,2008,72.1041821
Georgia,2009,28.17681893
Georgia,2010,41.14865984
Georgia,2011,31.20353201
Georgia,2012,39.23364525
Georgia,2013,40.84074233
Georgia,2014,45.54255311
Germany,1990,14.41296089
Germany,1991,14.38155154
Germany,1992,27.30062183
Germany,1993,23.54378928
Germany,1994,22.70760408
Germany,1995,23.37926614
Germany,1996,18.1479253
Germany,1997,16.78478951
Germany,1998,18.51377486
Germany,1999,20.67727009
Germany,2000,20.39065029
Germany,2001,17.37626748
Germany,2002,16.29194539
Germany,2003,20.1572729
Germany,2004,23.43425703
Germany,2005,24.58684581
Germany,2006,26.35865765
Germany,2007,24.46425976
Germany,2008,22.12823061
Germany,2009,21.34251671
Germany,2010,21.05060371
Germany,2011,24.29466594
Germany,2012,16.05411261
Germany,2013,13.09157039
Germany,2014,14.65699281
Ghana,1990,27.25801794
Ghana,1991,27.26593315
Ghana,1992,27.67973301
Ghana,1993,23.14108089
Ghana,1994,21.5634271
Ghana,1995,21.08098654
Ghana,1996,35.54555912
Ghana,1997,39.28014453
Ghana,1998,36.47759344
Ghana,1999,40.10202343
Ghana,2000,35.65257543
Ghana,2001,30.26687198
Ghana,2002,26.08639831
Ghana,2003,40.90873815
Ghana,2004,63.24828054
Ghana,2005,78.02687932
Ghana,2006,49.98220688
Ghana,2007,54.98853535
Ghana,2008,65.63401287
Ghana,2009,67.54463301
Ghana,2010,47.69406552
Ghana,2011,66.96310173
Ghana,2012,60.76902729
Ghana,2013,32.31947062
Ghana,2014,26.32479956
Greece,1990,17.62689843
Greece,1991,16.2873839
Greece,1992,25.49725578
Greece,1993,19.64191824
Greece,1994,16.34873683
Greece,1995,17.78795138
Greece,1996,12.60082917
Greece,1997,7.702280699
Greece,1998,10.57172123
Greece,1999,7.541560154
Greece,2000,7.859554378
Greece,2001,6.086990822
Greece,2002,8.875196865
Greece,2003,-10.73753046
Greece,2004,-13.05040254
Greece,2005,-15.17343705
Greece,2006,-9.154881926
Greece,2007,-13.51665964
Greece,2008,-9.003475562
Greece,2009,8.934148894
Greece,2010,1.765627377
Greece,2011,-8.293007967
Greece,2012,-12.14220023
Greece,2013,-17.09018684
Greece,2014,-18.87882003
Guatemala,1990,32.19485965
Guatemala,1991,33.05586112
Guatemala,1992,34.4229278
Guatemala,1993,33.07312169
Guatemala,1994,25.11531068
Guatemala,1995,25.9191926
Guatemala,1996,28.5639564
Guatemala,1997,32.13482347
Guatemala,1998,35.24207987
Guatemala,1999,31.72708957
Guatemala,2000,26.08940814
Guatemala,2001,27.75274158
Guatemala,2002,36.49019548
Guatemala,2003,26.66231614
Guatemala,2004,23.71051392
Guatemala,2005,27.30367955
Guatemala,2006,32.4573071
Guatemala,2007,32.0129414
Guatemala,2008,39.8628746
Guatemala,2009,28.17084081
Guatemala,2010,35.04901715
Guatemala,2011,42.49644216
Guatemala,2012,46.62079302
Guatemala,2013,36.48175237
Guatemala,2014,34.35744121
Honduras,1990,29.03014919
Honduras,1991,28.68710314
Honduras,1992,28.98446324
Honduras,1993,30.46655963
Honduras,1994,21.13310664
Honduras,1995,13.7161435
Honduras,1996,20.39919816
Honduras,1997,30.1137307
Honduras,1998,30.73710517
Honduras,1999,40.58874649
Honduras,2000,49.97090761
Honduras,2001,44.72991902
Honduras,2002,51.37670998
Honduras,2003,31.16305529
Honduras,2004,20.7041306
Honduras,2005,26.67484514
Honduras,2006,29.91108899
Honduras,2007,20.95595875
Honduras,2008,22.12964262
Honduras,2009,22.3666856
Honduras,2010,24.02282372
Honduras,2011,14.7432897
Honduras,2012,29.95148566
Honduras,2013,24.65198209
Honduras,2014,23.08843181
Hong Kong,1990,221.9994142
Hong Kong,1991,229.9199232
Hong Kong,1992,211.3650185
Hong Kong,1993,184.5273771
Hong Kong,1994,305.379826
Hong Kong,1995,308.0016493
Hong Kong,1996,333.2049996
Hong Kong,1997,351.0846917
Hong Kong,1998,203.977087
Hong Kong,1999,145.6993712
Hong Kong,2000,174.7230924
Hong Kong,2001,209.5764731
Hong Kong,2002,159.0843349
Hong Kong,2003,128.9387496
Hong Kong,2004,121.6907837
Hong Kong,2005,140.2834874
Hong Kong,2006,160.1811184
Hong Kong,2007,107.501825
Hong Kong,2008,131.4616779
Hong Kong,2009,113.2126962
Hong Kong,2010,137.3758715
Hong Kong,2011,87.61436725
Hong Kong,2012,165.9129979
Hong Kong,2013,171.79706
Hong Kong,2014,167.988235
Hungary,1990,23.85233493
Hungary,1991,18.84730446
Hungary,1992,51.28632652
Hungary,1993,35.88981458
Hungary,1994,28.08793164
Hungary,1995,21.92078195
Hungary,1996,11.16299818
Hungary,1997,11.93472022
Hungary,1998,15.03599311
Hungary,1999,15.45628313
Hungary,2000,20.76287595
Hungary,2001,21.22275513
Hungary,2002,30.2635845
Hungary,2003,33.55596516
Hungary,2004,31.45601454
Hungary,2005,31.72909289
Hungary,2006,42.59103495
Hungary,2007,42.85361833
Hungary,2008,45.73621066
Hungary,2009,34.90211328
Hungary,2010,36.67655707
Hungary,2011,41.25493429
Hungary,2012,40.04539066
Hungary,2013,46.43405155
Hungary,2014,45.72805247
India,1990,-0.254440078
India,1991,-2.744310173
India,1992,-1.039021767
India,1993,-3.712625413
India,1994,-4.377078161
India,1995,-5.208864341
India,1996,-7.135705725
India,1997,-6.859464449
India,1998,-6.789510332
India,1999,-5.270732767
India,2000,-8.590662725
India,2001,-7.577306659
India,2002,-8.479516067
India,2003,-7.030959491
India,2004,-6.215291766
India,2005,-7.149918226
India,2006,-5.350901543
India,2007,-5.032106148
India,2008,-6.661183259
India,2009,-4.443508119
India,2010,-4.623547402
India,2011,-6.156749716
India,2012,-6.967142942
India,2013,-9.332479944
India,2014,-8.922056041
Indonesia,1990,-3.527169897
Indonesia,1991,-7.770132855
Indonesia,1992,-6.413868207
Indonesia,1993,-8.779980566
Indonesia,1994,-8.372561912
Indonesia,1995,-7.571750099
Indonesia,1996,-8.635737312
Indonesia,1997,-10.92904095
Indonesia,1998,-34.060224
Indonesia,1999,-13.27554342
Indonesia,2000,-13.39216631
Indonesia,2001,-14.74406497
Indonesia,2002,-9.024190276
Indonesia,2003,-6.916401947
Indonesia,2004,-7.704101018
Indonesia,2005,-6.705460709
Indonesia,2006,-4.066833812
Indonesia,2007,-3.21517261
Indonesia,2008,-1.915511794
Indonesia,2009,-0.868507751
Indonesia,2010,2.11993984
Indonesia,2011,-1.161611288
Indonesia,2012,1.535243873
Indonesia,2013,5.734588529
Indonesia,2014,4.083243197
Iran,1990,-3.634887296
Iran,1991,-3.837807763
Iran,1992,-3.365049265
Iran,1993,-9.416675879
Iran,1994,-11.09450707
Iran,1995,-7.954662137
Iran,1996,-4.651535446
Iran,1997,-0.485302967
Iran,1998,0.728666403
Iran,1999,-12.44471026
Iran,2000,-12.51058916
Iran,2001,-10.97593237
Iran,2002,-13.75744935
Iran,2003,-2.144722505
Iran,2004,-3.720188616
Iran,2005,-6.016324537
Iran,2006,-6.978676975
Iran,2007,-3.846747744
Iran,2008,-5.395506492
Iran,2009,-6.645357291
Iran,2010,-4.957457266
Iran,2011,-5.719450901
Iran,2012,-6.886380168
Iran,2013,-9.695956366
Iran,2014,-7.749473238
Ireland,1990,22.23598482
Ireland,1991,24.63042696
Ireland,1992,30.02720028
Ireland,1993,22.27407343
Ireland,1994,19.97380565
Ireland,1995,19.30509628
Ireland,1996,34.80474777
Ireland,1997,28.68301228
Ireland,1998,22.29296601
Ireland,1999,26.56189358
Ireland,2000,23.19872221
Ireland,2001,18.20085606
Ireland,2002,24.41258387
Ireland,2003,41.15612966
Ireland,2004,48.33372077
Ireland,2005,53.20548578
Ireland,2006,54.40415916
Ireland,2007,50.57738154
Ireland,2008,37.36249641
Ireland,2009,23.61660025
Ireland,2010,16.91397343
Ireland,2011,24.53756433
Ireland,2012,19.53698478
Ireland,2013,21.62007616
Ireland,2014,18.54422213
Israel,1990,38.53076956
Israel,1991,38.70496824
Israel,1992,38.13089249
Israel,1993,31.86160806
Israel,1994,29.15459782
Israel,1995,29.58598597
Israel,1996,28.60885768
Israel,1997,26.35712019
Israel,1998,27.04134684
Israel,1999,15.1484893
Israel,2000,10.95218872
Israel,2001,11.42398947
Israel,2002,12.16666142
Israel,2003,22.9041977
Israel,2004,25.63349776
Israel,2005,29.09421445
Israel,2006,25.31198127
Israel,2007,25.97169111
Israel,2008,22.96414455
Israel,2009,19.71681188
Israel,2010,21.89620184
Israel,2011,23.26045172
Israel,2012,20.58405791
Israel,2013,23.05828364
Israel,2014,24.7935843
Italy,1990,30.08073886
Italy,1991,28.5270227
Italy,1992,40.66842763
Italy,1993,30.62066377
Italy,1994,28.15170192
Italy,1995,25.41117931
Italy,1996,19.61029829
Italy,1997,19.67880701
Italy,1998,19.31087805
Italy,1999,20.36128484
Italy,2000,24.05898968
Italy,2001,21.00896277
Italy,2002,23.10706533
Italy,2003,19.89390605
Italy,2004,24.54572347
Italy,2005,24.85738165
Italy,2006,31.3765422
Italy,2007,31.9821933
Italy,2008,34.59473615
Italy,2009,32.70682971
Italy,2010,37.04974271
Italy,2011,40.54031868
Italy,2012,34.271074
Italy,2013,34.43954465
Italy,2014,37.92076957
Jamaica,1990,-5.92235153
Jamaica,1991,-8.390844871
Jamaica,1992,-12.94140033
Jamaica,1993,-7.243431143
Jamaica,1994,-8.310761053
Jamaica,1995,-5.065644593
Jamaica,1996,-23.06569075
Jamaica,1997,-19.46290975
Jamaica,1998,-0.240175568
Jamaica,1999,-5.386386707
Jamaica,2000,-25.15892425
Jamaica,2001,-6.038148069
Jamaica,2002,-18.09498654
Jamaica,2003,-8.244096257
Jamaica,2004,-9.457362312
Jamaica,2005,-2.439850995
Jamaica,2006,1.418470415
Jamaica,2007,6.736163576
Jamaica,2008,2.827458355
Jamaica,2009,-2.341850501
Jamaica,2010,4.838592315
Jamaica,2011,11.20160004
Jamaica,2012,17.86454365
Jamaica,2013,10.18550495
Jamaica,2014,7.608000271
Japan,1990,15.19132175
Japan,1991,15.67930958
Japan,1992,22.30533418
Japan,1993,20.73261821
Japan,1994,20.90712258
Japan,1995,22.00255485
Japan,1996,19.53623373
Japan,1997,17.67065277
Japan,1998,14.00305617
Japan,1999,16.72702202
Japan,2000,20.24889409
Japan,2001,18.25499718
Japan,2002,16.54927981
Japan,2003,17.58848714
Japan,2004,18.48012303
Japan,2005,19.9841725
Japan,2006,19.87986554
Japan,2007,17.70034705
Japan,2008,20.99758575
Japan,2009,18.64554744
Japan,2010,18.85645429
Japan,2011,21.20818552
Japan,2012,20.21808413
Japan,2013,15.86127699
Japan,2014,14.80444674
Jordan,1990,54.28164561
Jordan,1991,46.12811373
Jordan,1992,40.62885052
Jordan,1993,37.30633254
Jordan,1994,33.57270564
Jordan,1995,36.70740857
Jordan,1996,9.290322942
Jordan,1997,23.34664669
Jordan,1998,26.00064415
Jordan,1999,17.36953973
Jordan,2000,12.30201704
Jordan,2001,25.14517207
Jordan,2002,29.52085156
Jordan,2003,27.6479557
Jordan,2004,31.32948372
Jordan,2005,32.51866961
Jordan,2006,27.95684532
Jordan,2007,22.58724609
Jordan,2008,34.57451947
Jordan,2009,40.86362176
Jordan,2010,33.72343733
Jordan,2011,35.16527137
Jordan,2012,16.25026961
Jordan,2013,40.59974431
Jordan,2014,36.00380565
Kazakhstan,1990,4.232021904
Kazakhstan,1991,-17.83283538
Kazakhstan,1992,-39.20228275
Kazakhstan,1993,-18.28275372
Kazakhstan,1994,-15.35436587
Kazakhstan,1995,-21.35890499
Kazakhstan,1996,-26.23520983
Kazakhstan,1997,-28.49119051
Kazakhstan,1998,-22.17739693
Kazakhstan,1999,-15.02673399
Kazakhstan,2000,-26.26306844
Kazakhstan,2001,-14.81183608
Kazakhstan,2002,-21.20751882
Kazakhstan,2003,-26.02215758
Kazakhstan,2004,-23.9125756
Kazakhstan,2005,-21.34076964
Kazakhstan,2006,-15.29230326
Kazakhstan,2007,-12.66700357
Kazakhstan,2008,-20.93699155
Kazakhstan,2009,-28.51338077
Kazakhstan,2010,-34.139433
Kazakhstan,2011,-33.06429234
Kazakhstan,2012,-24.75769127
Kazakhstan,2013,-17.91230567
Kazakhstan,2014,-20.17476435
Kenya,1990,41.59479536
Kenya,1991,52.78523097
Kenya,1992,53.83445528
Kenya,1993,39.35101306
Kenya,1994,40.06164283
Kenya,1995,37.80676435
Kenya,1996,1.316920527
Kenya,1997,11.61419528
Kenya,1998,31.34466837
Kenya,1999,15.28979065
Kenya,2000,-3.37046513
Kenya,2001,12.98573611
Kenya,2002,-7.043672386
Kenya,2003,42.80013639
Kenya,2004,42.66796639
Kenya,2005,46.28552945
Kenya,2006,49.6566596
Kenya,2007,52.27483755
Kenya,2008,53.53200511
Kenya,2009,53.54299227
Kenya,2010,50.26049889
Kenya,2011,49.93035851
Kenya,2012,59.29230008
Kenya,2013,74.62693648
Kenya,2014,72.36211697
Kuwait,1991,77.0777273
Kuwait,1992,25.65070076
Kuwait,1993,7.155282634
Kuwait,1994,3.348691212
Kuwait,1995,-4.644665189
Kuwait,1996,-11.73687132
Kuwait,1997,-12.52524467
Kuwait,1998,4.18190064
Kuwait,1999,-16.25826825
Kuwait,2000,-38.9970974
Kuwait,2001,-29.58510222
Kuwait,2002,-25.08247752
Kuwait,2003,-11.61271327
Kuwait,2004,-13.44252601
Kuwait,2005,-16.04508962
Kuwait,2006,-13.46865074
Kuwait,2007,-6.187118074
Kuwait,2008,-8.773181301
Kuwait,2009,-15.72978618
Kuwait,2010,-15.33657221
Kuwait,2011,-18.04382105
Kuwait,2012,-23.89537298
Kuwait,2013,-14.68542247
Kuwait,2014,-13.25820611
Kyrgyzstan,1990,22.46435835
Kyrgyzstan,1991,27.11737085
Kyrgyzstan,1992,60.07868805
Kyrgyzstan,1993,53.84296738
Kyrgyzstan,1994,65.47025984
Kyrgyzstan,1995,123.9961091
Kyrgyzstan,1996,52.63470996
Kyrgyzstan,1997,-1.022379551
Kyrgyzstan,1998,77.77388939
Kyrgyzstan,1999,22.65559435
Kyrgyzstan,2000,7.052674644
Kyrgyzstan,2001,4.975796815
Kyrgyzstan,2002,-4.589048157
Kyrgyzstan,2003,13.92017924
Kyrgyzstan,2004,17.17564526
Kyrgyzstan,2005,53.95908085
Kyrgyzstan,2006,111.9464577
Kyrgyzstan,2007,23.85557227
Kyrgyzstan,2008,8.797967048
Kyrgyzstan,2009,98.25961153
Kyrgyzstan,2010,94.67928077
Kyrgyzstan,2011,76.75319633
Kyrgyzstan,2012,62.05667241
Kyrgyzstan,2013,67.83718521
Kyrgyzstan,2014,72.3298723
Laos,1990,169.4542693
Laos,1991,170.0809453
Laos,1992,166.4088536
Laos,1993,177.9232654
Laos,1994,197.003583
Laos,1995,175.5125033
Laos,1996,121.5567998
Laos,1997,82.87641812
Laos,1998,77.12514162
Laos,1999,40.95386784
Laos,2000,86.20399793
Laos,2001,71.89043121
Laos,2002,60.84185781
Laos,2003,57.23908917
Laos,2004,42.65479527
Laos,2005,44.20579199
Laos,2006,73.24574491
Laos,2007,153.3443072
Laos,2008,175.0199163
Laos,2009,144.4805301
Laos,2010,121.8452685
Laos,2011,172.7734994
Laos,2012,146.6523799
Laos,2013,195.1658627
Laos,2014,186.5702364
Latvia,1990,10.14636925
Latvia,1991,11.37284862
Latvia,1992,29.0332662
Latvia,1993,21.24435218
Latvia,1994,29.49533115
Latvia,1995,36.59826488
Latvia,1996,52.14539046
Latvia,1997,61.96226938
Latvia,1998,66.88893817
Latvia,1999,67.03614178
Latvia,2000,83.10539119
Latvia,2001,65.96203927
Latvia,2002,56.80126304
Latvia,2003,89.63643717
Latvia,2004,87.175903
Latvia,2005,68.77864154
Latvia,2006,86.65634992
Latvia,2007,95.66840126
Latvia,2008,102.8050216
Latvia,2009,77.39022559
Latvia,2010,56.74716075
Latvia,2011,73.03348067
Latvia,2012,84.66117534
Latvia,2013,77.9986401
Latvia,2014,79.42085926
Lithuania,1990,29.19902471
Lithuania,1991,32.56322656
Lithuania,1992,140.649677
Lithuania,1993,90.81162022
Lithuania,1994,72.42376403
Lithuania,1995,78.20855302
Lithuania,1996,42.47178972
Lithuania,1997,41.97490618
Lithuania,1998,38.4423083
Lithuania,1999,47.78712139
Lithuania,2000,56.36887273
Lithuania,2001,43.26373117
Lithuania,2002,64.86721915
Lithuania,2003,65.65120054
Lithuania,2004,57.49272111
Lithuania,2005,54.16771422
Lithuania,2006,71.94895127
Lithuania,2007,64.92374995
Lithuania,2008,64.00291028
Lithuania,2009,63.62195954
Lithuania,2010,54.75512298
Lithuania,2011,77.87530602
Lithuania,2012,64.30520825
Lithuania,2013,73.88189458
Lithuania,2014,79.52322118
Luxembourg,1999,2.994518688
Luxembourg,2000,-14.92443515
Luxembourg,2001,-12.85177108
Luxembourg,2002,-12.66656553
Luxembourg,2003,4.34611694
Luxembourg,2004,13.3849227
Luxembourg,2005,24.84102135
Luxembourg,2006,54.17294216
Luxembourg,2007,-4.574829346
Luxembourg,2008,123.5543696
Luxembourg,2009,142.4695224
Luxembourg,2010,121.2002245
Luxembourg,2011,-7.082324306
Luxembourg,2012,126.2051881
Luxembourg,2013,129.9271689
Luxembourg,2014,125.2365946
Madagascar,1990,46.06412855
Madagascar,1991,41.37659496
Madagascar,1992,45.93658831
Madagascar,1993,48.31951729
Madagascar,1994,38.1419698
Madagascar,1995,38.36697044
Madagascar,1996,12.72754367
Madagascar,1997,10.78784428
Madagascar,1998,32.97224384
Madagascar,1999,35.65401931
Madagascar,2000,21.56364597
Madagascar,2001,33.84048283
Madagascar,2002,36.46542116
Madagascar,2003,74.71391716
Madagascar,2004,38.7574044
Madagascar,2005,87.98809864
Madagascar,2006,66.67463915
Madagascar,2007,75.17785238
Madagascar,2008,112.5909447
Madagascar,2009,110.6845945
Madagascar,2010,75.28050291
Madagascar,2011,56.40968557
Madagascar,2012,53.1135511
Madagascar,2013,49.03074059
Madagascar,2014,37.90488638
Malawi,1990,140.1061522
Malawi,1991,126.9281852
Malawi,1992,126.2029458
Malawi,1993,131.6474813
Malawi,1994,129.9673659
Malawi,1995,135.496994
Malawi,1996,176.9828413
Malawi,1997,161.4844754
Malawi,1998,151.3810758
Malawi,1999,117.4669365
Malawi,2000,107.7285537
Malawi,2001,109.449326
Malawi,2002,141.5111045
Malawi,2003,112.326034
Malawi,2004,102.6148805
Malawi,2005,125.4495162
Malawi,2006,116.3119184
Malawi,2007,113.8755182
Malawi,2008,133.4068498
Malawi,2009,180.2607056
Malawi,2010,153.2055288
Malawi,2011,124.5401093
Malawi,2012,99.36631679
Malawi,2013,151.2808263
Malawi,2014,146.7939329
Malaysia,1990,22.92691619
Malaysia,1991,12.36106101
Malaysia,1992,13.93750807
Malaysia,1993,2.02043858
Malaysia,1994,0.374052135
Malaysia,1995,-9.946438802
Malaysia,1996,-9.187535852
Malaysia,1997,-3.101930465
Malaysia,1998,-25.8800503
Malaysia,1999,-10.46443917
Malaysia,2000,-10.92982198
Malaysia,2001,-13.31647733
Malaysia,2002,-4.686253172
Malaysia,2003,-13.12643525
Malaysia,2004,-11.8610061
Malaysia,2005,-12.02526844
Malaysia,2006,-7.892760696
Malaysia,2007,-10.73086247
Malaysia,2008,-10.19695305
Malaysia,2009,-13.70260294
Malaysia,2010,-11.57773621
Malaysia,2011,-8.795258915
Malaysia,2012,-1.779896081
Malaysia,2013,-0.016409663
Malaysia,2014,-0.537505933
Malta,1990,49.05498641
Malta,1991,46.10910513
Malta,1992,54.33263349
Malta,1993,36.79981329
Malta,1994,41.54724914
Malta,1995,53.88960724
Malta,1996,52.5748849
Malta,1997,36.17622297
Malta,1998,96.58658587
Malta,1999,59.49446079
Malta,2000,85.01329055
Malta,2001,77.60503252
Malta,2002,55.07213219
Malta,2003,90.59052813
Malta,2004,29.10601298
Malta,2005,68.29867391
Malta,2006,98.4536504
Malta,2007,28.03699999
Malta,2008,111.4189961
Malta,2009,115.0207004
Malta,2010,96.74627323
Malta,2011,117.9907209
Malta,2012,151.0557411
Malta,2013,119.4995857
Malta,2014,116.3625761
Mauritius,1990,81.78006518
Mauritius,1991,83.25037444
Mauritius,1992,80.4371219
Mauritius,1993,79.79490007
Mauritius,1994,96.00323083
Mauritius,1995,87.49329612
Mauritius,1996,94.54504339
Mauritius,1997,88.5864953
Mauritius,1998,70.24208425
Mauritius,1999,59.24477339
Mauritius,2000,59.99604393
Mauritius,2001,45.25160638
Mauritius,2002,51.51104563
Mauritius,2003,50.66842089
Mauritius,2004,55.16950111
Mauritius,2005,38.71444584
Mauritius,2006,37.77909126
Mauritius,2007,31.25404318
Mauritius,2008,38.94716532
Mauritius,2009,36.07292854
Mauritius,2010,27.65039903
Mauritius,2011,39.3800617
Mauritius,2012,29.40159057
Mauritius,2013,32.08813989
Mauritius,2014,20.87339717
Mexico,1990,0.781690014
Mexico,1991,2.104420972
Mexico,1992,3.636650994
Mexico,1993,3.369141627
Mexico,1994,2.335785388
Mexico,1995,-4.921109293
Mexico,1996,-3.183458303
Mexico,1997,1.436279769
Mexico,1998,2.863713176
Mexico,1999,1.974308602
Mexico,2000,6.697699439
Mexico,2001,6.033025118
Mexico,2002,7.423294625
Mexico,2003,8.957682676
Mexico,2004,7.053965485
Mexico,2005,11.19408636
Mexico,2006,11.98928033
Mexico,2007,5.466322552
Mexico,2008,5.623297535
Mexico,2009,5.242491081
Mexico,2010,8.358746142
Mexico,2011,5.932959944
Mexico,2012,9.793348836
Mexico,2013,10.27488122
Mexico,2014,9.948472453
Middle East,1990,4.820218222
Middle East,1991,5.514798094
Middle East,1992,8.321118238
Middle East,1993,3.071016071
Middle East,1994,0.458375497
Middle East,1995,2.110375827
Middle East,1996,-0.664874829
Middle East,1997,0.163884873
Middle East,1998,3.325447285
Middle East,1999,-11.44594241
Middle East,2000,-15.3520263
Middle East,2001,-13.61154667
Middle East,2002,-13.69530663
Middle East,2003,-2.827140029
Middle East,2004,-2.307838204
Middle East,2005,-1.09841541
Middle East,2006,-0.743786227
Middle East,2007,3.852921581
Middle East,2008,3.224608542
Middle East,2009,0.156541092
Middle East,2010,1.553995249
Middle East,2011,0.457007785
Middle East,2012,-2.444003016
Middle East,2013,0.010274906
Middle East,2014,0.201133732
Mongolia,1990,-8.832790105
Mongolia,1991,-26.54546216
Mongolia,1992,-15.81466433
Mongolia,1993,-33.67808445
Mongolia,1994,-25.40717704
Mongolia,1995,-23.92867239
Mongolia,1996,-5.965931657
Mongolia,1997,-19.82134035
Mongolia,1998,-15.4520196
Mongolia,1999,-11.5974452
Mongolia,2000,-11.13731522
Mongolia,2001,-12.04650078
Mongolia,2002,-10.51290937
Mongolia,2003,3.540615669
Mongolia,2004,-1.561959985
Mongolia,2005,3.14531772
Mongolia,2006,6.989030646
Mongolia,2007,0.940662531
Mongolia,2008,8.68106747
Mongolia,2009,6.415237194
Mongolia,2010,-3.561263701
Mongolia,2011,3.012738525
Mongolia,2012,2.300457878
Mongolia,2013,-1.956803008
Mongolia,2014,-8.791618193
Morocco,1990,38.07172717
Morocco,1991,31.44677035
Morocco,1992,44.66236571
Morocco,1993,31.22240137
Morocco,1994,27.48820037
Morocco,1995,27.59232956
Morocco,1996,13.28222522
Morocco,1997,7.585524796
Morocco,1998,13.49328544
Morocco,1999,17.57385388
Morocco,2000,20.07218065
Morocco,2001,14.04901556
Morocco,2002,22.50483409
Morocco,2003,12.88234852
Morocco,2004,10.95505884
Morocco,2005,13.12769458
Morocco,2006,14.56228048
Morocco,2007,12.58910718
Morocco,2008,16.3130999
Morocco,2009,12.53358693
Morocco,2010,10.13612306
Morocco,2011,11.4191149
Morocco,2012,8.526535451
Morocco,2013,9.959634357
Morocco,2014,6.581495908
Mozambique,1990,224.4002387
Mozambique,1991,213.259159
Mozambique,1992,205.3432684
Mozambique,1993,211.4246664
Mozambique,1994,219.6670618
Mozambique,1995,226.1639464
Mozambique,1996,128.3029297
Mozambique,1997,67.91330433
Mozambique,1998,161.9379589
Mozambique,1999,236.5513146
Mozambique,2000,220.5889275
Mozambique,2001,161.1080412
Mozambique,2002,181.23451
Mozambique,2003,130.2585312
Mozambique,2004,122.9271257
Mozambique,2005,169.0916949
Mozambique,2006,214.736954
Mozambique,2007,232.1511568
Mozambique,2008,276.6384534
Mozambique,2009,287.259977
Mozambique,2010,234.513608
Mozambique,2011,230.919908
Mozambique,2012,263.7816627
Mozambique,2013,245.4884623
Mozambique,2014,245.4193322
Nepal,1990,73.83614204
Nepal,1991,55.58159587
Nepal,1992,38.94063203
Nepal,1993,37.88696193
Nepal,1994,32.68079034
Nepal,1995,27.88720416
Nepal,1996,20.2249619
Nepal,1997,16.64451742
Nepal,1998,92.24766177
Nepal,1999,95.17467971
Nepal,2000,26.47706038
Nepal,2001,23.93663541
Nepal,2002,45.80659234
Nepal,2003,80.61186842
Nepal,2004,62.95764103
Nepal,2005,51.21239183
Nepal,2006,69.91941307
Nepal,2007,81.2450809
Nepal,2008,63.36266098
Nepal,2009,78.87859894
Nepal,2010,94.97231476
Nepal,2011,91.02191219
Nepal,2012,80.53035535
Nepal,2013,97.77456408
