Entity,Year,Import trade share from labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Import trade share from capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000)
Myanmar,1967,0.97205,5.53563,2.20395,3.54834
Myanmar,1968,0.80179,5.87631,1.25139,3.41599
Myanmar,1969,0.82647,4.70307,1.40598,3.03391
Myanmar,1970,1.14280,4.65970,1.23743,3.32718
Myanmar,1971,0.69081,5.79796,1.33840,3.20361
Myanmar,1972,0.76526,4.91527,1.17810,4.05399
Myanmar,1973,0.27857,3.59989,0.42609,4.65372
Myanmar,1974,0.40864,4.39069,1.08625,4.94736
Myanmar,1975,0.52661,5.92124,0.93679,4.36928
Myanmar,1976,0.36614,4.31140,0.96749,3.36665
Myanmar,1977,0.28616,6.46562,0.57079,3.57310
Myanmar,1978,0.21355,9.29540,0.71384,3.74704
Myanmar,1979,0.42162,10.60137,0.89488,6.38481
Myanmar,1980,0.04931,9.21560,0.64042,5.74967
Myanmar,1981,0.30042,10.10167,0.91102,5.84821
Myanmar,1982,0.25571,10.66135,0.76412,4.57620
Myanmar,1983,0.03660,7.28483,0.63988,4.20703
Myanmar,1984,0.26323,5.78022,0.75471,4.85897
Myanmar,1985,0.14466,6.20349,0.52794,4.52328
Myanmar,1986,0.03983,5.10470,0.41818,3.43869
Myanmar,1987,0.00951,4.40381,0.48990,3.19423
Myanmar,1988,0.02150,4.45135,0.47949,2.99391
Myanmar,1989,0.01419,2.72512,0.32235,2.07197
Myanmar,1990,0.01310,3.34830,0.39816,2.02228
Myanmar,1991,0.01668,2.57541,0.19070,1.99478
Myanmar,1992,0.02068,2.16208,0.39417,1.54134
Myanmar,1993,0.04282,1.95743,0.25164,1.29540
Myanmar,1994,0.03701,1.84409,0.17521,1.01535
Myanmar,1995,0.02957,2.09623,0.18092,0.95275
Myanmar,1996,0.03406,1.79005,0.17652,0.71648
Myanmar,1997,0.66275,28.75309,2.68451,9.63732
Myanmar,1998,0.52862,34.78855,3.19048,14.24760
Myanmar,1999,0.55955,29.55267,2.78813,16.38652
Myanmar,2000,0.17011,30.72724,0.30320,23.05976
Nepal,1962,0.02552,0.16753,0.01062,0.03661
Nepal,1963,0.02451,0.21853,0.00667,0.01769
Nepal,1964,3.08632,0.43946,0.92262,0.07477
Nepal,1965,3.42095,0.38433,2.57296,0.15358
Nepal,1966,3.36226,0.48232,1.28665,0.24089
Nepal,1967,2.83710,0.75448,1.98633,0.72994
Nepal,1968,3.54759,0.92541,2.08685,1.16531
Nepal,1969,3.84988,0.84272,2.24665,1.07513
Nepal,1970,3.63186,1.18894,1.44298,0.96189
Nepal,1971,2.38147,1.27519,1.01109,0.79269
Nepal,1972,2.96970,1.95702,1.23708,1.06411
Nepal,1973,2.65994,1.98634,1.43170,0.80373
Nepal,1974,2.39126,2.14779,1.67135,0.74214
Nepal,1975,2.81448,2.40800,2.00418,0.62982
Nepal,1976,3.00278,1.80989,2.94521,1.12662
Nepal,1977,3.09105,2.99699,1.42676,1.90505
Nepal,1978,0.00006,3.93666,0.00892,1.51119
Nepal,1979,3.48221,2.69243,1.18970,2.44079
Nepal,1980,0.02958,1.35753,0.68516,2.44742
Nepal,1981,0.04864,4.27958,0.31256,1.26258
Nepal,1982,0.04288,4.09369,0.06262,1.25269
Nepal,1983,0.05406,3.77994,0.02536,1.75969
Nepal,1984,3.25497,3.62610,2.05705,1.79444
Nepal,1985,2.86851,4.74478,1.49739,3.25655
Nepal,1986,2.69348,5.03406,1.71662,3.22099
Nepal,1987,2.15431,9.44565,1.10429,3.87514
Nepal,1988,2.05560,9.38368,0.69499,5.08630
Nepal,1989,1.34854,8.20828,0.03453,5.31097
Nepal,1990,1.14240,7.55508,0.40315,5.86815
Nepal,1991,2.07558,8.52371,0.67662,7.18774
Nepal,1992,2.02163,7.57180,0.65870,8.82739
Nepal,1993,2.43432,8.62667,0.79059,9.75971
Nepal,1994,2.71032,8.79617,0.84490,8.41658
Nepal,1995,3.41038,9.74398,1.09337,6.79496
Nepal,1996,3.48416,6.88883,1.36115,6.91291
Nepal,1997,3.18999,6.19425,1.86062,6.39578
Nepal,1998,2.49795,7.62704,2.98217,6.63226
Nepal,1999,2.68281,8.62215,3.51864,7.08420
Nepal,2000,0.06219,8.01270,0.03373,8.44007
Netherlands,1962,1.00790,31.60897,1.12927,29.29129
Netherlands,1963,1.02999,32.27431,0.98480,29.99496
Netherlands,1964,0.93309,32.75528,1.01004,28.77667
Netherlands,1965,0.77962,31.51443,1.03067,29.27773
Netherlands,1966,0.69472,31.13311,1.06760,29.38070
Netherlands,1967,0.64831,29.36142,0.81751,28.57665
Netherlands,1968,0.61770,27.72612,0.75792,29.45680
Netherlands,1969,0.50342,27.71864,0.59546,27.56613
Netherlands,1970,0.46811,32.28892,0.58703,29.42086
Netherlands,1971,0.48608,30.83916,0.56137,29.61521
Netherlands,1972,0.46009,29.37932,0.48151,29.65535
Netherlands,1973,0.49112,30.91742,0.55555,31.50747
Netherlands,1974,0.58818,34.02670,0.67390,36.08748
Netherlands,1975,0.54267,31.60836,0.67821,32.79822
Netherlands,1976,0.66765,33.11335,0.64282,33.64879
Netherlands,1977,0.72598,32.32687,0.70372,31.45420
Netherlands,1978,0.61274,30.87448,0.67808,28.95604
Netherlands,1979,0.58997,33.88214,0.62389,32.91866
Netherlands,1980,0.59148,35.41062,0.69778,33.72397
Netherlands,1981,0.57940,36.38805,0.89775,37.20961
Netherlands,1982,0.54965,35.27378,0.87268,37.50784
Netherlands,1983,0.61046,35.87420,0.86613,38.68503
Netherlands,1984,0.72666,39.63536,0.87767,45.88940
Netherlands,1985,0.60936,42.13829,0.85092,47.36313
Netherlands,1986,0.48254,36.01647,0.70722,39.17910
Netherlands,1987,0.42696,35.77487,0.64056,37.41152
Netherlands,1988,0.42317,36.73119,0.70396,39.35740
Netherlands,1989,0.42332,38.77550,0.68153,42.32053
Netherlands,1990,0.42034,38.51154,0.61536,41.66474
Netherlands,1991,0.46219,37.55468,0.52647,41.47334
Netherlands,1992,0.47713,36.23947,0.56142,39.27546
Netherlands,1993,0.52426,31.95553,0.58128,34.11881
Netherlands,1994,0.57707,33.52422,0.55943,35.49629
Netherlands,1995,0.63273,34.06729,0.63009,37.10546
Netherlands,1996,0.76930,34.57581,0.60798,38.73771
Netherlands,1997,1.00115,37.72187,0.72348,42.25640
Netherlands,1998,0.95769,34.56540,0.61072,41.54870
Netherlands,1999,1.14344,35.97275,0.55732,40.41123
Netherlands,2000,1.41376,40.05694,0.51614,46.18446
New Zealand,1962,0.58559,10.96453,0.17495,19.10729
New Zealand,1963,0.50592,15.45846,0.19268,20.26285
New Zealand,1964,0.60610,16.73481,0.17106,21.38497
New Zealand,1965,0.57957,16.73053,0.20578,19.20542
New Zealand,1966,0.60671,16.22096,0.24768,19.26835
New Zealand,1967,0.46805,14.13721,0.21110,17.45146
New Zealand,1968,0.57191,15.14087,0.28318,20.90454
New Zealand,1969,0.48313,15.21370,0.25874,21.66265
New Zealand,1970,0.49566,17.88876,0.30822,20.14733
New Zealand,1971,0.47250,16.57606,0.32375,18.70214
New Zealand,1972,0.45509,15.16661,0.48991,19.12880
New Zealand,1973,0.34626,16.73330,0.43491,19.96367
New Zealand,1974,0.56450,24.90021,0.54663,17.67103
New Zealand,1975,0.45516,22.29100,0.49665,16.58872
New Zealand,1976,0.51387,22.97799,0.54825,19.90490
New Zealand,1977,0.51552,21.76834,0.59254,20.68399
New Zealand,1978,0.38553,19.21531,0.51810,20.80009
New Zealand,1979,0.40089,20.81042,0.54175,22.49489
New Zealand,1980,0.36489,22.35672,0.72130,23.27156
New Zealand,1981,0.27698,21.32602,0.67041,21.64090
New Zealand,1982,0.27892,22.15291,0.66970,21.27080
New Zealand,1983,0.23922,20.03819,0.68049,21.03489
New Zealand,1984,0.34185,22.73737,0.49633,22.37934
New Zealand,1985,0.31523,23.31509,0.54619,23.10186
New Zealand,1986,0.20338,18.23540,0.47741,18.94002
New Zealand,1987,0.18979,17.02224,0.46107,17.98238
New Zealand,1988,0.15258,14.38645,0.47596,18.47844
New Zealand,1989,0.21106,17.90153,0.58995,19.64612
New Zealand,1990,0.17266,18.68292,0.63830,21.00119
New Zealand,1991,0.19465,18.56884,0.62086,21.82352
New Zealand,1992,0.25077,20.96004,0.85949,23.53346
New Zealand,1993,0.28140,20.18851,0.89627,22.22443
New Zealand,1994,0.31265,21.15669,0.75938,21.74786
New Zealand,1995,0.28255,21.07315,0.71202,20.96899
New Zealand,1996,0.29005,20.20102,0.76703,20.31893
New Zealand,1997,0.35899,19.96665,0.83804,20.18690
New Zealand,1998,0.36586,18.74591,0.87883,22.31049
New Zealand,1999,0.35089,22.68681,0.87415,21.43752
New Zealand,2000,0.44756,24.20136,0.79773,25.34105
Nicaragua,1962,0.17033,12.66066,0.00136,13.76210
Nicaragua,1963,0.60487,12.83361,0.50140,15.20843
Nicaragua,1964,0.75658,13.68464,0.59166,15.61222
Nicaragua,1965,1.85484,17.25230,0.85668,18.38023
Nicaragua,1966,2.49824,18.12699,1.21040,16.39004
Nicaragua,1967,3.15032,18.00024,1.24724,15.63048
Nicaragua,1968,3.16198,14.40777,1.46276,15.37399
Nicaragua,1969,2.74691,12.96549,1.63861,13.69018
Nicaragua,1970,3.16391,13.83092,2.74470,13.58574
Nicaragua,1971,3.04724,13.85690,1.84073,14.85137
Nicaragua,1972,3.21365,13.34803,2.42022,17.56163
Nicaragua,1973,3.86886,16.10459,2.37072,16.03681
Nicaragua,1974,3.99534,20.54592,2.50829,16.47185
Nicaragua,1975,3.26902,18.49292,2.76596,17.50839
Nicaragua,1976,3.40109,15.75654,2.48562,18.85546
Nicaragua,1977,3.24605,19.25548,3.36651,19.87961
Nicaragua,1978,0.03037,10.01419,0.09606,15.60491
Nicaragua,1979,3.75565,14.27719,2.98272,28.60957
Nicaragua,1980,6.32450,23.20349,1.34603,14.42431
Nicaragua,1981,3.66444,23.47190,1.10113,13.04241
Nicaragua,1982,1.71170,15.60538,0.67768,8.59415
Nicaragua,1983,0.20073,5.57056,0.07164,7.33686
Nicaragua,1984,,4.79969,0.00361,5.64088
Nicaragua,1985,0.00548,3.99795,0.01124,4.00463
Nicaragua,1986,0.04385,2.40231,0.02181,2.66640
Nicaragua,1987,0.00555,0.41013,0.00034,0.32544
Nicaragua,1988,0.17520,9.53267,,9.14165
Nicaragua,1989,0.06230,10.77914,0.18060,10.64821
Nicaragua,1990,0.11907,7.80830,0.01051,6.77481
Nicaragua,1991,,8.50335,,8.45772
Nicaragua,1992,0.01587,11.49985,0.01003,6.66802
Nicaragua,1993,0.01249,8.55131,,5.55857
Nicaragua,1994,,10.64429,,7.61683
Nicaragua,1995,0.01271,10.78592,0.00973,11.03910
Nicaragua,1996,0.00754,13.09286,0.00987,13.01190
Nicaragua,1997,0.00957,13.11527,0.13267,15.61247
Nicaragua,1998,0.02267,15.40607,0.01107,15.43820
Nicaragua,1999,0.06151,16.53319,0.00533,14.54418
Nicaragua,2000,0.00984,10.70024,0.09688,16.81357
North Korea,1970,0.05267,1.03484,0.03929,1.26622
North Korea,1971,0.08655,0.99436,0.11221,1.13690
North Korea,1972,0.04636,2.26783,0.11273,1.24800
North Korea,1973,0.11884,4.35109,0.05267,1.98794
North Korea,1974,0.11606,9.17378,0.22694,2.67143
North Korea,1975,0.20891,5.55238,0.58577,2.32880
North Korea,1976,0.15574,3.28399,0.22924,2.31618
North Korea,1977,0.16734,2.64225,0.09593,3.65773
North Korea,1978,0.06974,3.31237,0.09073,2.13767
North Korea,1979,0.33728,4.71442,0.88070,5.97153
North Korea,1980,0.16149,5.85220,0.10441,6.51021
North Korea,1981,0.23459,4.72421,0.14144,3.37380
North Korea,1982,0.16965,3.90432,0.03628,2.09669
North Korea,1983,0.01207,3.74575,0.01993,1.80975
North Korea,1984,0.06900,2.99805,0.08370,5.32503
North Korea,1985,0.04172,3.07035,0.10652,4.75417
North Korea,1986,0.13180,2.56007,0.17966,4.56419
North Korea,1987,0.12019,4.83249,0.13983,5.15516
North Korea,1988,0.19520,6.15181,0.22965,6.11954
North Korea,1989,0.24593,5.27777,0.14642,4.63521
North Korea,1990,0.23368,5.37027,0.15536,4.45829
North Korea,1991,0.34871,7.65917,0.10426,6.83584
North Korea,1992,0.19810,8.24999,0.76222,5.62300
North Korea,1993,0.54560,10.05002,0.19407,7.58222
North Korea,1994,0.41424,10.76458,0.39979,11.72820
North Korea,1995,0.60570,21.85243,0.81123,15.63905
North Korea,1996,0.28118,10.44997,0.30790,7.12009
North Korea,1997,0.36768,10.98036,0.56692,10.03628
North Korea,1998,0.17260,8.87319,0.90333,6.92376
North Korea,1999,0.62805,8.30111,0.18511,7.01142
North Korea,2000,0.01120,11.29786,0.01940,8.48951
Norway,1962,0.45704,23.08161,0.22418,14.43699
Norway,1963,0.42867,25.06380,0.22685,14.77028
Norway,1964,0.42678,24.49464,0.27888,16.50069
Norway,1965,0.43378,25.13436,0.27952,16.68127
Norway,1966,0.38863,25.20628,0.24635,16.76082
Norway,1967,0.30971,26.43474,0.23281,16.55240
Norway,1968,0.30769,23.78169,0.24651,17.09457
Norway,1969,0.25205,23.83021,0.20638,17.81205
Norway,1970,0.25722,26.42884,0.22811,18.24563
Norway,1971,0.21798,25.42659,0.22777,17.10232
Norway,1972,0.22905,23.21911,0.18820,16.82251
Norway,1973,0.24817,25.28347,0.19200,17.61222
Norway,1974,0.25957,27.83484,0.30870,20.19092
Norway,1975,0.17171,26.66158,0.21937,19.22324
Norway,1976,0.23402,29.55141,0.30321,18.58664
Norway,1977,0.24806,29.58343,0.38397,18.51326
Norway,1978,0.20541,23.48956,0.18726,21.10327
Norway,1979,0.21828,24.50313,0.31208,22.51674
Norway,1980,0.18995,25.08861,0.21896,24.63875
Norway,1981,0.16027,23.57111,0.26165,25.34607
Norway,1982,0.14735,23.30859,0.32328,23.87705
Norway,1983,0.15633,20.90174,0.19056,25.47819
Norway,1984,0.16303,20.25291,0.21176,30.82697
Norway,1985,0.15295,23.03442,0.19475,29.58100
Norway,1986,0.15663,24.13318,0.14511,22.48746
Norway,1987,0.17602,22.60607,0.20616,22.80084
Norway,1988,0.15311,20.56206,0.15933,21.92361
Norway,1989,0.16688,20.25245,0.14059,25.82938
Norway,1990,0.14884,19.80904,0.11202,27.57497
Norway,1991,0.19624,20.00908,0.09945,27.81468
Norway,1992,0.18617,19.35008,0.12272,26.40020
Norway,1993,0.18328,19.44591,0.11735,25.84193
Norway,1994,0.22450,21.00260,0.16104,26.71994
Norway,1995,0.19486,21.08181,0.13372,27.90002
Norway,1996,0.18438,20.52514,0.20724,30.13165
Norway,1997,0.22434,21.38580,0.21304,31.10628
Norway,1998,0.23047,23.63939,0.17617,26.99200
Norway,1999,0.18778,20.56806,0.23518,26.87576
Norway,2000,0.18862,19.53928,0.11204,34.92757
Oman,1970,1.60129,22.36136,0.11512,162.69139
Oman,1971,2.69913,30.14489,0.24673,179.43839
Oman,1972,2.66614,26.12653,0.39356,83.05932
Oman,1973,2.27122,25.51146,0.16329,61.14249
Oman,1974,1.97360,19.52343,0.09359,56.10085
Oman,1975,1.52647,28.93064,0.33535,56.70510
Oman,1976,1.69748,22.39961,0.31436,59.21012
Oman,1977,1.72965,25.70006,0.10591,59.20977
Oman,1978,0.30131,23.12339,0.23753,60.04170
Oman,1979,0.79150,21.86860,0.35695,51.88811
Oman,1980,0.79977,21.30013,1.41229,45.73111
Oman,1981,0.93272,27.17213,2.00447,50.48599
Oman,1982,0.88553,30.25037,0.15342,40.16531
Oman,1983,0.74197,26.28621,0.29292,44.52277
Oman,1984,0.60204,21.66803,2.21639,47.34448
Oman,1985,0.64531,24.99063,3.26129,46.28657
Oman,1986,0.58591,21.26767,1.66329,37.98172
Oman,1987,0.92166,19.52965,1.22425,42.34616
Oman,1988,1.23701,22.87834,1.36660,43.35187
Oman,1989,0.89295,21.82814,0.08189,44.89926
Oman,1990,0.91451,18.76477,0.68211,47.81626
Oman,1991,1.14002,26.09241,0.90420,48.87959
Oman,1992,1.02633,28.42893,0.55320,44.64232
Oman,1993,1.21052,30.74429,0.93361,41.46495
Oman,1994,1.19036,28.04630,1.49578,44.58382
Oman,1995,1.42109,28.08792,1.87088,43.40038
Oman,1996,1.59341,27.68336,2.28094,46.47930
Oman,1997,1.53750,29.21352,2.60079,47.58297
Oman,1998,1.72872,37.65871,2.76848,38.47178
Oman,1999,1.70521,27.15002,2.57035,36.64092
Oman,2000,1.45719,23.44531,1.97268,99.44102
Pakistan,1962,0.56561,11.81467,1.07414,5.66376
Pakistan,1963,0.79003,13.38879,0.91752,6.28576
Pakistan,1964,0.68321,13.39280,0.98284,5.60222
Pakistan,1965,0.51668,12.25233,1.06510,4.74664
Pakistan,1966,0.25912,9.23198,0.81415,5.09071
Pakistan,1967,0.14622,10.17873,0.67151,4.52210
Pakistan,1968,0.11046,8.06779,0.39462,5.05131
Pakistan,1969,0.07782,7.51650,0.43188,4.52861
Pakistan,1970,0.34858,7.94991,0.30960,4.42128
Pakistan,1971,0.26517,5.94527,0.25235,4.29236
Pakistan,1972,0.64393,7.28149,0.45578,7.70114
Pakistan,1973,0.75097,9.77184,0.52571,9.02990
Pakistan,1974,0.90142,13.15795,0.98314,7.59370
Pakistan,1975,0.79196,12.92450,0.89628,6.17237
Pakistan,1976,0.68506,11.30626,0.55616,5.91234
Pakistan,1977,1.08507,10.60453,0.44538,4.93091
Pakistan,1978,0.49802,8.05509,0.22640,3.72112
Pakistan,1979,0.85525,13.94678,0.61966,6.29616
Pakistan,1980,0.76057,15.62415,0.71734,7.33564
Pakistan,1981,0.63625,13.69375,0.55255,5.90909
Pakistan,1982,0.64581,13.66372,0.43289,5.54858
Pakistan,1983,0.57557,13.79648,0.37062,7.53247
Pakistan,1984,0.69981,13.69472,0.28568,5.07650
Pakistan,1985,0.59938,13.93800,0.55566,5.73801
Pakistan,1986,0.54185,12.20034,0.57448,7.13215
Pakistan,1987,0.56598,12.59814,0.68602,7.92031
Pakistan,1988,0.44237,12.72090,0.74022,7.89793
Pakistan,1989,0.55488,13.45329,0.46412,8.83215
Pakistan,1990,0.55597,13.53023,0.61845,9.59780
Pakistan,1991,0.51644,14.03642,0.64419,10.30119
Pakistan,1992,0.56305,13.83389,0.88323,9.62425
Pakistan,1993,0.61926,14.58047,0.55175,9.36677
Pakistan,1994,0.53301,12.24869,0.61288,9.87765
Pakistan,1995,0.62420,14.12044,0.64357,9.68912
Pakistan,1996,0.77124,14.50153,0.63536,10.33018
Pakistan,1997,0.65642,13.81840,0.66141,10.07061
Pakistan,1998,0.71600,10.66057,0.92553,9.61263
Pakistan,1999,0.72374,11.73628,0.69900,9.25501
Pakistan,2000,0.80451,13.10935,0.72913,10.84652
Palestine,2000,,1.37906,,0.11424
Panama,1962,0.26859,21.90229,0.13114,15.59444
Panama,1963,0.20527,23.35670,0.41418,17.19465
Panama,1964,0.32096,24.01007,0.54309,15.07294
Panama,1965,0.28483,24.90651,1.12857,17.16809
Panama,1966,0.34584,25.43964,1.28193,17.22273
Panama,1967,0.22489,24.22876,1.26236,15.23254
Panama,1968,0.31007,24.00440,1.15468,15.17218
Panama,1969,0.37860,23.75426,1.01534,15.48070
Panama,1970,0.43903,26.98200,1.05568,15.88549
Panama,1971,0.49939,26.30766,1.02404,23.82333
Panama,1972,0.60344,26.22601,0.94673,16.67057
Panama,1973,0.68468,26.47360,0.87720,23.10537
Panama,1974,0.90280,39.83603,1.38185,28.35782
Panama,1975,1.00060,38.71094,1.59317,29.14425
Panama,1976,0.86835,34.33885,1.32716,29.63854
Panama,1977,0.86915,32.70385,2.04924,30.21723
Panama,1978,0.25027,104.28915,0.03235,26.42256
Panama,1979,1.04945,32.59865,1.41173,40.12961
Panama,1980,0.73921,31.45902,1.32157,36.89758
Panama,1981,0.69151,29.72780,1.51869,33.75553
Panama,1982,0.63149,28.37976,1.05271,25.46173
Panama,1983,0.51414,23.79869,1.06991,22.77854
Panama,1984,0.16262,117.37157,0.05860,32.43697
Panama,1985,0.14550,115.48108,0.03595,32.49184
Panama,1986,0.53659,102.41087,0.01997,23.65505
Panama,1987,0.59083,88.62746,0.09021,27.28628
Panama,1988,0.74172,92.70441,0.11638,35.09266
Panama,1989,1.10794,95.21825,0.14470,45.02500
Panama,1990,0.86385,101.85001,0.08635,37.15524
Panama,1991,0.97282,117.42062,0.00557,27.55005
Panama,1992,1.04817,126.88611,0.01626,35.61391
Panama,1993,0.69780,115.76940,0.00633,28.93158
Panama,1994,0.87108,135.70952,0.00552,28.41138
Panama,1995,0.90230,156.23549,0.04464,29.17391
Panama,1996,0.70421,159.83273,0.10771,28.15914
Panama,1997,0.85279,145.56938,0.51294,22.85740
Panama,1998,0.61089,130.97572,0.17732,15.55848
Panama,1999,0.57709,133.83578,0.08006,14.40270
Panama,2000,0.29339,114.32400,0.06386,14.89890
Paraguay,1962,0.16607,11.66393,0.21528,13.01970
Paraguay,1963,0.09334,10.36044,0.01071,13.95368
Paraguay,1964,0.08826,10.12337,0.23575,16.28818
Paraguay,1965,0.12739,12.88189,0.06189,17.45254
Paraguay,1966,0.12592,13.06029,0.08444,14.92026
Paraguay,1967,0.00679,15.96634,0.03771,12.05433
Paraguay,1968,0.06038,15.81738,0.11495,11.51013
Paraguay,1969,0.09496,15.77997,0.05119,13.19181
Paraguay,1970,0.15890,13.91072,0.15452,14.42319
Paraguay,1971,0.07458,13.64210,0.21998,12.87301
Paraguay,1972,0.04135,11.52231,0.15582,16.84441
Paraguay,1973,0.02103,13.75131,0.16470,19.47010
Paraguay,1974,0.70779,14.47179,0.12440,18.66617
Paraguay,1975,0.06558,15.54462,0.07846,17.74995
Paraguay,1976,0.01419,14.45952,0.08498,16.46943
Paraguay,1977,0.03029,25.99047,0.63231,19.04153
Paraguay,1978,0.00022,26.95804,0.01613,18.25555
Paraguay,1979,0.04504,17.44144,0.39665,23.52878
Paraguay,1980,0.00130,25.76334,0.45617,16.21753
Paraguay,1981,0.16611,19.62614,0.05259,11.94970
Paraguay,1982,0.00118,13.96937,0.01352,9.45854
Paraguay,1983,0.00024,7.46015,,6.63809
Paraguay,1984,,13.22379,,10.69707
Paraguay,1985,,14.61909,0.01937,10.84869
Paraguay,1986,,17.76741,0.04569,9.93603
Paraguay,1987,0.01061,21.38557,0.13882,14.31050
Paraguay,1988,0.00486,16.64993,0.16982,15.28449
Paraguay,1989,0.01774,24.94685,0.08483,27.63325
Paraguay,1990,0.03076,30.33218,0.03473,24.06438
Paraguay,1991,0.04103,27.65012,0.01076,15.11881
Paraguay,1992,0.03960,28.86363,0.00181,12.87995
Paraguay,1993,0.07208,39.37031,0.01086,13.62008
Paraguay,1994,0.12579,44.60292,0.03291,13.38987
Paraguay,1995,0.14073,48.15023,0.05589,15.60564
Paraguay,1996,0.08859,41.06646,0.01654,14.61594
Paraguay,1997,0.09192,42.04553,0.00667,16.04716
Paraguay,1998,0.12300,42.37687,0.04957,16.01384
Paraguay,1999,0.10593,31.02204,,13.39755
Paraguay,2000,0.02235,26.75206,0.00316,14.81521
Peru,1962,0.40220,20.85350,0.02606,23.84264
Peru,1963,0.42343,19.45243,0.09241,23.29293
Peru,1964,0.23191,16.95051,0.27128,22.78635
Peru,1965,0.25226,17.84102,0.13575,20.37072
Peru,1966,0.18477,16.87282,0.01400,17.76716
Peru,1967,0.17809,16.63009,0.12647,16.87383
Peru,1968,0.15645,13.73280,0.14846,20.68290
Peru,1969,0.07004,11.77025,0.12780,19.56288
Peru,1970,0.07393,10.77000,0.06429,18.98447
Peru,1971,0.06995,11.64245,0.10086,15.39202
Peru,1972,0.06516,11.07775,0.12211,14.82889
Peru,1973,0.03756,12.00985,0.12811,13.50685
Peru,1974,0.02581,14.93652,0.10093,16.48607
Peru,1975,0.09069,18.35612,0.16835,10.50524
Peru,1976,0.01760,15.09355,0.09665,11.44925
Peru,1977,0.02509,15.98131,0.06931,15.52383
Peru,1978,0.01078,11.48561,0.04254,15.97797
Peru,1979,0.10398,11.82964,0.16941,26.76660
Peru,1980,0.12167,15.46156,0.06271,22.68284
Peru,1981,0.07137,17.85996,0.04564,14.43398
Peru,1982,0.02516,13.83882,0.17138,15.09216
Peru,1983,0.00725,11.59217,0.00909,15.98411
Peru,1984,0.06362,6.47835,0.04143,18.94468
Peru,1985,0.01456,11.53564,0.25974,20.91550
Peru,1986,0.01603,7.32258,0.11473,12.25862
Peru,1987,0.05973,8.67874,0.08349,7.65117
Peru,1988,0.02400,5.62972,0.12842,9.59899
Peru,1989,0.03006,5.68238,0.13948,10.83178
Peru,1990,0.01065,8.73605,0.21225,12.42685
Peru,1991,0.04139,7.89717,0.10229,10.74578
Peru,1992,0.04234,10.54210,0.09802,10.24782
Peru,1993,0.10612,11.73721,0.16949,9.84851
Peru,1994,0.12029,12.18368,0.14717,9.77756
Peru,1995,0.12004,13.81116,0.13868,9.82836
Peru,1996,0.18947,13.90447,0.17351,10.00646
Peru,1997,0.11287,14.22260,0.20226,11.31940
Peru,1998,0.23560,14.06413,0.10133,9.69996
Peru,1999,0.14437,12.82906,0.24188,10.73893
Peru,2000,0.13330,13.63880,0.16543,11.87011
Philippines,1962,0.04922,11.06434,0.01768,13.36698
Philippines,1963,0.29642,11.10808,0.02738,13.96509
Philippines,1964,0.26697,13.40994,0.04217,14.24661
Philippines,1965,0.56497,12.33994,0.02822,13.13529
Philippines,1966,0.13461,12.40360,0.01392,13.72037
Philippines,1967,0.23833,14.31063,0.01881,12.63487
Philippines,1968,0.06924,14.16102,0.04100,12.42218
Philippines,1969,0.05984,12.60990,0.01904,11.85895
Philippines,1970,0.07628,15.81641,0.05455,16.60224
Philippines,1971,0.12166,15.46278,0.04920,16.18203
Philippines,1972,0.07569,15.17750,0.03422,13.59801
Philippines,1973,0.11351,15.84645,0.04357,17.80021
Philippines,1974,0.13489,22.39086,0.05374,18.99803
Philippines,1975,0.17841,22.07595,0.35116,16.57253
Philippines,1976,0.25395,19.61144,0.04503,14.41200
Philippines,1977,0.15291,18.08776,0.07199,15.39902
Philippines,1978,0.09666,19.05029,0.06355,14.78200
Philippines,1979,0.09394,20.11292,0.06493,16.93864
Philippines,1980,0.11944,21.59530,0.18845,17.67876
Philippines,1981,0.06742,20.45217,0.27276,16.01505
Philippines,1982,0.06840,19.36959,0.13137,13.61277
Philippines,1983,0.00524,14.80486,0.02961,13.37981
Philippines,1984,0.07227,17.21635,0.13633,18.42120
Philippines,1985,0.07296,14.94838,0.08340,17.15967
Philippines,1986,0.21164,15.10960,0.09942,17.39330
Philippines,1987,0.30243,17.59234,0.05473,18.27005
