Entity,Year,Mean income or expenditure per day,Median income or expenditure per day,$1 - total number of people below poverty line,$1.90 - total number of people below poverty line,$3.20 - total number of people below poverty line,$5.50 - total number of people below poverty line,$10 - total number of people below poverty line,$20 - total number of people below poverty line,$30 - total number of people below poverty line,$40 - total number of people below poverty line,$1 a day - share of population below poverty line,$1.90 a day - share of population below poverty line,$3.20 a day - share of population below poverty line,$5.50 a day - share of population below poverty line,$10 a day - share of population below poverty line,$20 a day - share of population below poverty line,$30 a day - share of population below poverty line,$40 a day - share of population below poverty line,$1 a day - poverty gap index,$1.90 a day - poverty gap index,$3.20 a day - poverty gap index,$5.50 a day - poverty gap index,$10 a day - poverty gap index,$20 a day - poverty gap index,$30 a day - poverty gap index,$40 a day - poverty gap index,40% of median - total number of people below poverty line,50% of median - total number of people below poverty line,60% of median - total number of people below poverty line,40% of median - share of population below poverty line,50% of median - share of population below poverty line,60% of median - share of population below poverty line,P10,P90,Gini coefficient,$1 a day - total shortfall,$1.90 a day - total shortfall,$3.20 a day - total shortfall,$5.50 a day - total shortfall,$10 a day - total shortfall,$20 a day - total shortfall,$30 a day - total shortfall,$40 a day - total shortfall,$1 - total number of people above poverty line,$1.90 - total number of people above poverty line,$3.20 - total number of people above poverty line,$5.50 - total number of people above poverty line,$10 - total number of people above poverty line,$20 - total number of people above poverty line,$30 - total number of people above poverty line,$40 - total number of people above poverty line,$1 - share of population above poverty line,$1.90 - share of population above poverty line,$3.20 - share of population above poverty line,$5.50 - share of population above poverty line,$10 - share of population above poverty line,$20 - share of population above poverty line,$30 - share of population above poverty line,$40 - share of population above poverty line,$1-$1.90 - total number of people between poverty lines,$1.90-$3.20 - total number of people between poverty lines,$3.20-$5.50 - total number of people between poverty lines,$5.50-$10 - total number of people between poverty lines,$10-$20 - total number of people between poverty lines,$20-$30 - total number of people between poverty lines,$30-$40 - total number of people between poverty lines,$1-$1.90 - share of population between poverty lines,$1.90-$3.20 - share of population between poverty lines,$3.20-$5.50 - share of population between poverty lines,$5.50-$10 - share of population between poverty lines,$10-$20 - share of population between poverty lines,$20-$30 - share of population between poverty lines,$30-$40 - share of population between poverty lines,$1.90-$10 - total number of people between poverty lines,$10-$30 - total number of people between poverty lines,$1.90-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines,Share of the poorest quintile in total income or expenditure,Share of the 2nd quintile in total income or expenditure,Share of the 3rd quintile in total income or expenditure,Share of the 4th quintile in total income or expenditure,Share of the richest quintile in total income or expenditure,Share of the richest decile in total income or expenditure,$21.70 - total number of people below poverty line,$21.70 a day - share of population below poverty line,$21.70 a day - poverty gap index,$21.70 a day - total shortfall,$21.70 - total number of people above poverty line,$21.70 - share of population above poverty line
Italy,1986,27.40586192345023,23.305084242038937,0.0,116443.0,270368.0,834609.0,4663354.0,23199464.0,37630936.0,47257696.0,0.0,0.20574409954019,0.47771429406073,1.47467395401742,8.2397008400584,40.99123778492457,66.49027026035591,83.4998350013053,0.0,0.06849555308245159,0.18453208200789,0.48021066665990003,2.23054762305664,12.700677684030708,26.61123756908982,38.97296967797211,3814647.0,6774927.0,11002951.0,6.74011650689023,11.97064876500636,19.44116343928969,10.96,47.75,0.3251640823575095,0.0,73655.113842238,334201.80210532015,1494794.252761537,12624041.900939519,143761904.5620886,451828117.8606092,882288093.0819237,56596155.0,56479712.0,56325787.0,55761546.0,51932801.0,33396691.0,18965219.0,9338459.0,100.0,99.79425634126558,99.52228556869278,98.52532561620131,91.76029891076523,59.008763051129534,33.509730475506686,16.50016507305134,116443.0,153925.0,564241.0,3828745.0,18536110.0,14431472.0,9626760.0,0.205743658734414,0.2719707725728011,0.9969599524914722,6.765026705436085,32.751535859635695,25.49903257562285,17.009565402455344,4546911.0,32967582.0,8.03395674051821,58.25056942029751,7.46318032037924,12.46570743950717,17.00638324456822,23.12914557865649,39.935583416888846,24.69569878581401,25892150.0,45.748955658671,15.10209138736314,185474306.18139112,30704005.0,54.25104408594541
Italy,1987,29.970969510922384,24.78998755210559,565666.0,702388.0,967232.0,1536365.0,4803673.0,20084383.0,34946627.0,43859163.0,0.9993749278878901,1.2409263838601299,1.70883284703848,2.71433299932868,8.48676561328465,35.48356484204936,61.741050436574966,77.48704380004769,0.83257069265768,1.01550914310915,1.19251141648597,1.59912080086898,3.15474734270188,12.1341242598726,24.67047500529126,36.02918793126902,4669316.0,7780752.0,11594258.0,8.24939287185078,13.74644233087959,20.48385526001792,11.02,53.45,0.3454697394005763,471251.0889843221,1092115.7905145315,2159950.3652048367,4978232.88772979,17856479.141404517,137362972.820547,418918957.19601613,815728643.7086886,56036265.0,55899543.0,55634699.0,55065566.0,51798258.0,36517548.0,21655304.0,12742768.0,99.00062420131921,98.75907413830105,98.2911678401926,97.28566680878785,91.51323476932262,64.51643496049631,38.258949151399094,22.51295631592498,136722.0,264844.0,569133.0,3267308.0,15280710.0,14862244.0,8912536.0,0.24155006301816803,0.4679062981084514,1.0055010314047412,5.772432039465226,26.99679980882631,26.25748580909722,15.745992835474112,4101285.0,30142954.0,7.24583922942452,53.25428482329032,6.645759755144,12.066874705137188,16.68568886126645,23.369034129512382,41.23264254893991,25.451097656566418,22914579.0,40.483740336050175,14.16621079101301,173998170.2021891,33687352.0,59.51625925977685
Italy,1989,33.65095955067556,28.264446463036947,0.0,0.0,118974.0,280994.0,1971587.0,15582062.0,30459829.0,41228719.0,0.0,0.0,0.20993563438049997,0.49582759487203,3.4789577490687997,27.49527417194777,53.747788136309424,72.74999688983571,0.0,0.0,0.03690570670628104,0.13350693409355,0.78277081951203,7.62000860250775,18.894774383411768,30.20495850894658,3251785.0,6657652.0,10611847.0,5.73792623386994,11.74773778573752,18.72509891157444,13.5,58.65,0.3257331576650686,0.0,0.0,66928.38809947489,416134.1652012104,4436101.645657629,86367891.74788705,321240154.77033657,684707517.4932427,56671781.0,56671781.0,56552807.0,56390787.0,54700194.0,41089719.0,26211952.0,15443062.0,100.0,100.0,99.79006482961952,99.50417298514053,96.52104280964807,72.50472505884366,46.25221148423057,27.250002960026965,0.0,118974.0,162020.0,1690593.0,13610475.0,14877767.0,10768890.0,0.0,0.2099351703804756,0.28589184447900096,2.9831301754924553,24.016317750804408,26.252513574613083,19.002208524203606,1971587.0,28488242.0,3.4789577490687997,50.26883038724063,7.65763504948041,12.38655000492728,16.84661723524625,22.838386850754098,40.270810859591805,25.110493227924657,18556693.0,32.7441506228539,9.36927871343865,115221295.36858267,38115088.0,67.25584996172962
Italy,1991,33.65712232572837,28.81335092659296,140600.0,140600.0,140600.0,707837.0,2263850.0,14324256.0,29794260.0,41140482.0,0.24771694316105,0.24771694316105,0.24771694316105,1.2471028204605799,3.98856464644159,25.23719013295737,52.493017666764054,72.48335791020799,0.19977615514612,0.22248494946898,0.23273544690638,0.42536652525123003,1.2613789974165002,7.3777491781203,18.010370111786738,29.383769158854978,3241324.0,6810526.0,10637348.0,5.7107260864303,11.99912533611989,18.74141147660026,13.74,58.6,0.3146832586649527,113389.9909716031,239930.41685576175,422711.032021765,1327874.6170892932,7159400.631382337,83750026.33181477,306672591.062286,667111711.5448091,56617921.0,56617921.0,56617921.0,56050684.0,54494671.0,42434265.0,26964261.0,15618039.0,99.75228389055452,99.75228389055452,99.75228389055452,98.75289738434164,96.0114358864284,74.76280962289346,47.50698313650562,27.516641950554,0.0,0.0,567237.0,1556013.0,12060406.0,15470004.0,11346222.0,0.0,0.0,0.9993865062128734,2.7414614979132383,21.248626263534952,27.25582648638783,19.99034118595162,2123250.0,27530410.0,3.7408477032805396,48.504453020322465,7.65997029507067,12.89137629163475,17.19076854611439,23.05700331727228,39.200881549907905,24.03281690151469,17009916.0,29.968920960142594,8.9592007288124,110346883.24796452,39748605.0,70.03107956248543
Italy,1993,32.0828906848525,27.538215132707403,418765.0,695178.0,1100394.0,2106116.0,4970523.0,18184822.0,31967272.0,42607699.0,0.73684884431741,1.2232189013536499,1.93622792325519,3.70587428123959,8.746021360630769,31.99760527727338,56.24889558152295,74.97155258247216,0.6426673672947301,0.7876265460283499,1.08356737242099,1.7744380723934399,3.62018796895204,11.7041211775205,22.625160151228478,33.50083896185091,6220880.0,9490797.0,13354516.0,10.946121527874393,16.69979468336949,23.49830774487981,10.68,56.5,0.3553788793076097,365239.5678063535,850482.7666958973,1970595.4224278412,5546450.079821696,20574187.46378359,133033303.94463088,385748715.54328495,761565473.2918948,56413056.0,56136643.0,55731427.0,54725705.0,51861298.0,38646999.0,24864549.0,14224122.0,99.26315048043243,98.77678035338688,98.06377135091272,96.2941254337073,91.25397899884292,68.00239429245106,43.751103805032045,25.02844665139271,276413.0,405216.0,1005722.0,2864407.0,13214299.0,13782450.0,10640427.0,0.48637012704555077,0.7130090024741598,1.769645917205433,5.040146434864369,23.251584706391863,24.251290487419013,18.722657153639332,4275345.0,26996749.0,7.522802459277119,47.50287422089218,6.07600389198169,11.94419071029213,17.02941959426145,23.276300488351932,41.674085315112734,26.173961041252543,20882806.0,36.744917204534936,13.47731235921928,166209024.1725716,35949015.0,63.255082042857644
Italy,1995,31.249526301490288,26.49363041312256,276807.0,421972.0,550900.0,1556168.0,5255372.0,18897734.0,32674339.0,43190589.0,0.48695654108572,0.74232906814611,0.9691378320888001,2.73759749627191,9.245203838021961,33.24472817462977,57.480411216946216,75.9805050690853,0.42370174965312996,0.51983152854776,0.65665174325565,1.19325155345801,3.40557303292257,11.88029776764878,23.37313443239763,34.39591933316116,5684054.0,8945701.0,12643805.0,9.99933788872667,15.737199335799309,22.24287142689624,10.42,54.0,0.3523806366236202,240850.30638912664,561439.7574367183,1194461.141091276,3730625.40729933,19358742.537207957,135065449.20689017,398588860.7204832,782084824.2151084,56567496.0,56422331.0,56293403.0,55288135.0,51588931.0,37946569.0,24169964.0,13653714.0,99.51304354985231,99.2576705531951,99.03086154473563,97.26240288318778,90.75479560370368,66.75527185195675,42.519588990298644,24.019494090727086,145165.0,128928.0,1005268.0,3699204.0,13642362.0,13776605.0,10516250.0,0.2553729966572024,0.22680900845947569,1.7684586615478424,6.507607279484103,23.999523751746942,24.2356828616581,18.500094899571554,4833400.0,27418967.0,8.50287476987585,48.23520737892426,6.25524090984157,11.98027088925909,16.98164868949722,23.336074259506148,41.44676525189593,26.15648121915011,21875240.0,38.4827313254587,13.76651122104304,169812858.5171059,34969063.0,61.51726937350257
Italy,1998,33.86560376391944,28.22433129310516,848251.0,991567.0,1274032.0,1990863.0,5101337.0,16360259.0,30577070.0,41533145.0,1.4905977870903702,1.7424412615559202,2.23880631058707,3.49846517439574,8.96438052104555,28.749243760940367,53.73189171005747,72.98457442590772,1.21250026112493,1.3849351012937299,1.59755079452892,2.16710900243638,3.83740948792737,10.99880534247385,21.286515599731707,31.99390829629749,6257445.0,8948647.0,12644849.0,10.99596376005508,15.725108300766848,22.22030014122544,10.76,58.5,0.366607868563616,689994.4195976955,1497430.7980527908,2909165.2509201234,6782771.447195835,21837447.935265396,125181239.98599833,363403888.1657816,728267659.5907509,56058493.0,55915177.0,55632712.0,54915881.0,51805407.0,40546485.0,26329674.0,15373599.0,98.50940162733612,98.25755801456502,97.76119329547302,96.50153415911478,91.03561960951411,71.25075544648979,46.268108398540605,27.015425447641146,143316.0,282465.0,716831.0,3110474.0,11258922.0,14216811.0,10956075.0,0.2518436127710979,0.49636471909199376,1.2596591363582497,5.465914549600659,19.78486416302433,24.982647047949186,19.25268295089946,4109770.0,25475733.0,7.22193925948963,44.76751118901192,5.860223031187889,11.93892064490505,16.75617115244168,22.71558226262532,42.729102908840034,27.610878802104438,19167472.0,33.68225107419952,12.56497182639959,155161864.81499305,37739272.0,66.31774961505441
Italy,2000,34.515992001061896,29.13247044065687,711501.0,711501.0,993821.0,1703758.0,4107881.0,15641965.0,29609062.0,40425480.0,1.24951702619588,1.24951702619588,1.74531770953664,2.99208890504011,7.21413606263632,27.469944339309787,51.99853562870286,70.99400026433132,0.9998415985924001,1.11810890640457,1.21502375395551,1.65953340859871,3.05454230772148,9.75206730492037,19.89814872328477,30.384852350658807,5806780.0,8683142.0,12238433.0,10.19769102874684,15.24907059141844,21.49276425043993,11.52,60.3,0.3525280984423746,569330.8828994109,1209682.0839807673,2213952.4422496026,5197353.182011972,17393207.797684576,111060653.94000892,339912760.08040303,692071017.6461072,56230607.0,56230607.0,55948287.0,55238350.0,52834227.0,41300143.0,27333046.0,16516628.0,98.75048356130405,98.75048356130405,98.25468175502039,97.00791196560549,92.78586419737043,72.53005631614481,48.00146492644775,29.006000269607156,0.0,282320.0,709937.0,2404123.0,11534084.0,13967097.0,10816418.0,0.0,0.4958018062836732,1.2467697894148912,4.222047768235064,20.255807881225614,24.52859138969706,18.995464656840593,3396380.0,25501181.0,5.96461903644044,44.78439956606654,6.2750166153403795,12.106341080357002,16.94574550770617,23.006603621425228,41.66629317517112,26.35052542944877,18363814.0,32.24997236279441,11.32313953286285,139913665.21691808,38578294.0,67.75002780016504
Italy,2003,42.39260345076179,35.4959986117798,303726.0,440970.0,624306.0,1048188.0,2502738.0,10105273.0,22404492.0,33440729.0,0.5299401956004101,0.76940329621255,1.08928744526715,1.8288773203968,4.36677381966544,17.63166666459773,39.09132705481091,58.34733841524823,0.42820165661387,0.54145547368892,0.7048299123742899,1.02578327509739,1.9164070599591898,5.9334742760473995,13.42096273500161,22.31935288526542,4798472.0,7754423.0,11632591.0,8.372366769428451,13.52990679999501,20.29652849405483,15.52,73.3,0.3493130855082459,245416.08470447024,589618.4021008903,1292673.9151481565,3233500.879381386,10983542.685807422,68013283.13567653,230759508.50597474,511677441.09674114,57009477.0,56872233.0,56688897.0,56265015.0,54810465.0,47207930.0,34908711.0,23872474.0,99.47005928110492,99.23059613332028,98.91071172553382,98.17112297841739,95.63322608230428,82.36833317446941,60.9086723001679,41.65266073159442,137244.0,183336.0,423882.0,1454550.0,7602535.0,12299219.0,11036237.0,0.23946314778463873,0.31988440778645716,0.7395887471164366,2.5378968961131,13.264892907834867,21.459660874301512,19.256011568573474,2061768.0,19901754.0,3.5973705234528897,34.72455323514547,6.66893023695131,12.14464399162376,16.76005285457246,22.632671693093442,41.79370122375897,26.68603465924867,12114079.0,21.136629040509,6.98621012842058,86887251.20610896,45199124.0,78.86337115027405
Italy,2004,43.61252879919263,36.72112864637654,299464.0,348720.0,539101.0,856014.0,2195723.0,9324813.0,21149623.0,32284112.0,0.51913356909873,0.60452063302,0.9345546079136899,1.48393733312037,3.80638018426493,16.1649650496583,36.66378268048901,55.96589895732771,0.40975662296192,0.48912270961993,0.61325782154523,0.8593169055469301,1.5743289824189401,5.26505163826631,12.23797877178833,20.8140503896257,4708875.0,7689802.0,11526193.0,8.16303827924205,13.33060281646238,19.98115211541934,16.24,74.75,0.3429511626302363,236369.44785974064,536088.8655034824,1132031.2950766156,2726348.7181206523,9081568.215641381,60743245.08505555,211785542.18090045,480266121.1680143,57385863.0,57336607.0,57146226.0,56829313.0,55489604.0,48360514.0,36535704.0,25401215.0,99.48086625217536,99.39547885374733,99.06544518678034,98.5160628455829,96.19361956637604,83.83503486077144,63.336217197832646,44.03410073414336,49256.0,190381.0,316913.0,1339709.0,7129090.0,11824810.0,11134489.0,0.08538739842802659,0.3300336669669915,0.5493823411974418,2.3224432792068597,12.3585847056046,20.49881766293879,19.302116463689284,1847003.0,18953900.0,3.20185955124493,32.857402496224076,6.84964684842827,12.309047478099789,16.89046520055092,22.64271896247476,41.30812151044605,26.31655943349296,11210119.0,19.43322412161502,6.2379495201317,78084880.25958897,46475208.0,80.566775672434
Italy,2005,42.93708445841585,36.58376696370546,298166.0,366195.0,600625.0,999299.0,2339094.0,9843629.0,21244794.0,32551355.0,0.5143504101451101,0.6317022207958499,1.0361054690079898,1.72383568817935,4.03504427997674,16.9807077771651,36.64823724881205,56.15256922961993,0.43952503948786004,0.5008812761069901,0.64060275376609,0.90493009243124,1.72426864047091,5.61413773993209,12.64997390841643,21.16904781599261,4916111.0,8168254.0,11962665.0,8.48051558614399,14.09061004373339,20.636141412603735,15.76,74.55,0.3383360556237444,254790.3974419087,551680.753302491,1188333.1547135774,2885208.178287121,9995496.336548017,65089733.577757895,219993738.0253091,490863511.4657674,57671318.0,57603289.0,57368859.0,56970185.0,55630390.0,48125855.0,36724690.0,25418129.0,99.48565007064751,99.36829694740771,98.96389452077923,98.27616371399822,95.96495632081182,83.01929166731931,63.35176279988968,43.84743014100315,68029.0,234430.0,398674.0,1339795.0,7504535.0,11401165.0,11306561.0,0.11735312323980665,0.40440242662846543,0.6877308067810298,2.3112073931863875,12.945664653492518,19.667528867429628,19.50433265888653,1972899.0,18905700.0,3.40334205918089,32.613192968835314,6.76129590285795,12.40491828101478,17.097997993461888,23.0052782418677,40.73050958079792,25.48502584175294,11689014.0,20.16408077116945,6.62195646245748,83300093.62621024,46280470.0,79.83591849808427
Italy,2006,43.76569021278159,37.17326744339057,290216.0,379934.0,546895.0,818764.0,2064466.0,9318301.0,20632894.0,32259926.0,0.49913311026072005,0.65343624517972,0.9405875120018401,1.40816696740377,3.55061038096988,16.026253412694132,35.48586467232368,55.48283118846573,0.42268933562242,0.49860395557476,0.6224028330489,0.8508670215972001,1.53288149576368,5.07260348509675,11.94039638773431,20.36556330152352,4556906.0,7798678.0,11838376.0,7.837279126496361,13.41270083979986,20.36045005268079,16.5,76.15,0.3369739603399531,245768.3985395394,550825.5405228598,1158047.272138744,2721003.682954708,8912782.9499172,58988270.10255846,208278647.04602987,473653953.97078174,57853763.0,57764045.0,57597084.0,57325215.0,56079513.0,48825678.0,37511085.0,25884053.0,99.50086663315561,99.34656346790439,99.05941249738,98.59183355855299,96.4493898843765,83.9737473075243,64.51413481695155,44.51716832107414,89718.0,166961.0,271869.0,1245702.0,7253835.0,11314593.0,11627032.0,0.154303165251212,0.28715097052439426,0.46757893882701074,2.1424436741764783,12.475642576852195,19.459612490572756,19.996966495877416,1684532.0,18568428.0,2.89717413579016,31.9352542913538,6.921494672088469,12.42514624042606,17.00683051041523,22.84565550715677,40.80087306991277,25.627323559103033,11103266.0,19.096157956852018,6.04893616768181,76320900.19880886,47040713.0,80.90384216738934
Italy,2007,44.036405529608736,37.958876742529824,297381.0,397522.0,623844.0,921570.0,1980370.0,8696646.0,20005364.0,31493400.0,0.50888033527987,0.68024297448851,1.0675250208877198,1.5769958392662602,3.38882155587096,14.88175542320332,34.23330325425159,53.89170276782894,0.42475934477551003,0.50563943076879,0.6514277175521199,0.9094938569428701,1.56640395650641,4.82467896191978,11.3643014393327,19.60614985297805,4535756.0,7738235.0,11635675.0,7.76161439205935,13.24171655818072,19.91103949098542,17.0,75.5,0.3289073563667705,248222.18265388135,561425.5622663116,1218186.7168289034,2923210.61753177,9153799.999554811,56389216.96542927,199233171.13355115,458300105.20591426,58140929.0,58040788.0,57814466.0,57516740.0,56457940.0,49741664.0,38432946.0,26944910.0,99.4911197808424,99.31975787800845,98.93247426217494,98.42300367686883,96.61117852312977,85.11824520592741,65.76669653862338,46.108297793005995,100141.0,226322.0,297726.0,1058800.0,6716276.0,11308718.0,11488036.0,0.17136190283394576,0.3872836158335174,0.5094705853061117,1.8118251537390453,11.492933317202363,19.351548667304034,19.658398745617387,1582848.0,18024994.0,2.70857858138245,30.844481698380626,7.0654280662929105,12.62643516408933,17.2410922998055,23.01475875257438,40.05228571723804,24.92321185075865,10381334.0,17.76460403097401,5.72018555314151,72538320.92480509,48056976.0,82.23539660883417
Italy,2008,43.39845748859027,37.00505524873827,290063.0,410313.0,611214.0,973883.0,2336989.0,9419137.0,21423855.0,32498440.0,0.493079501173,0.6974942712404,1.03900651174347,1.6555113555322298,3.97266515764572,16.01166166310783,36.41857135061397,55.24434044434871,0.40559501140587995,0.49427355681144003,0.65841908708184,0.9350772269064399,1.7149865102481,5.29452930111302,12.24823551826631,20.7052709140888,4643158.0,7859674.0,12077215.0,7.89293864930244,13.36071944909672,20.53014790608948,16.28,75.3,0.3377010232366898,238598.28630915633,552453.4537722361,1239444.5606729274,3025414.5070298105,10088705.01069937,62291970.19363873,216157096.81730935,487209360.9380903,58536668.0,58416418.0,58215517.0,57852848.0,56489742.0,49407594.0,37402876.0,26328291.0,99.50691973687948,99.30250586251343,98.9609927500476,98.34448900449695,96.0273349202423,83.98833856669683,63.58142865358267,44.75565878375938,120250.0,200901.0,362669.0,1363106.0,7082148.0,12004718.0,11074585.0,0.20441387436605987,0.34151311246582783,0.6165037455506409,2.317154084254656,12.038996353545466,20.40690991311416,18.825769869823294,1926676.0,19086866.0,3.27517088640532,32.44590619296825,6.8720808222575,12.38946348642139,17.10555561741649,22.84564554884792,40.78725452505566,25.67603015087186,11435166.0,19.43872355073571,6.259564010534239,79905842.34482042,47391565.0,80.5612757914425
Italy,2009,43.876019774422936,37.38725058693522,339229.0,527200.0,750746.0,1077915.0,2380772.0,9366547.0,20888086.0,32331226.0,0.5740372133946501,0.89211690360497,1.2703972055583501,1.82402595293079,4.02869508654518,15.84988487526423,35.34640391821025,54.71025702900722,0.48397291616205995,0.6136584413302799,0.81981297455037,1.1261117308241702,1.9029620771828601,5.46906538479824,12.12974556736371,20.43989320132931,5069087.0,8114428.0,11959026.0,8.57780794041539,13.731073729151818,20.2368253539248,16.22,75.95,0.3383577039072794,286005.5613071133,689023.0219391355,1550308.7028092747,3660139.1070109843,11245623.853227928,64639283.02470348,215043522.49814716,483161179.71742964,58756136.0,58568165.0,58344619.0,58017450.0,56714593.0,49728818.0,38207279.0,26764139.0,99.42596344061839,99.10788265712547,98.7296025669695,98.17597369946019,95.97130502536028,84.15011566473952,64.65359677531394,45.28974311267897,187971.0,223546.0,327169.0,1302857.0,6985775.0,11521539.0,11443140.0,0.31808078349291863,0.37828009015597075,0.5536288675093216,2.204668674099906,11.821189360620753,19.496518889425595,19.363853662634963,1853572.0,18507314.0,3.1365781829402097,31.31770883166507,6.72844910540632,12.44307116067144,17.08770319462102,23.05184160790438,40.68893493139665,25.434350759564,11191648.0,18.93828309091248,6.4088748698867,82185451.5295362,47903717.0,81.06171609228575
Italy,2010,43.079099554926366,36.540915282912096,548057.0,745703.0,946407.0,1470322.0,3056713.0,10115142.0,21660696.0,33510410.0,0.9245626209266101,1.2579888287573,1.59657325338517,2.48040887362983,5.15662274964045,17.06407315878779,36.54122866329933,56.53149525500646,0.74323146849045,0.9141026818992801,1.13196361209514,1.5179104615296999,2.50380817012408,6.400591564290529,13.057863033710401,21.5266819778168,5439628.0,8566179.0,12126928.0,9.176560104634367,14.45099851649743,20.45792308634741,15.28,74.9,0.3472130832471845,440568.4168523077,1029527.2712594776,2147196.1300156754,4948779.626821716,14841928.098845202,75882107.0406264,232210917.65344095,510418441.6901725,58729360.0,58531714.0,58331010.0,57807095.0,56220704.0,49162275.0,37616721.0,25767007.0,99.07543710954882,98.74201165006903,98.40342739630508,97.51959165157281,94.84337686306405,82.93592650975329,63.45877216613538,43.468505046365294,197646.0,200704.0,523915.0,1586391.0,7058429.0,11545554.0,11849714.0,0.3334254594797881,0.3385842537639587,0.8838357447322646,2.67621478850875,11.907450353310772,19.477154343617908,19.99026711977008,2311010.0,18603983.0,3.8986339208831495,31.38460591365888,6.3690560943795695,12.452077274523841,16.9822161839728,22.82208474251413,41.3745657046097,26.16274311557844,11870077.0,20.02461986664747,7.356077807289011,94622696.29176423,47407340.0,79.97538084360187
Italy,2011,42.43665175919376,35.7910848584688,513960.0,686455.0,861187.0,1440889.0,2959139.0,10819136.0,22832618.0,34336925.0,0.86555154775964,1.15604814953314,1.45031220076022,2.42657816458427,4.983439676744831,18.22033758878325,38.45205427093124,57.82627673980352,0.73226133763902,0.87532584284347,1.05261700076167,1.3943719393524001,2.39983892663808,6.529439572291181,13.694226370178669,22.371502154201668,5474427.0,8705478.0,12490060.0,9.21939702577125,14.66075875299308,21.034313716707352,14.9,74.85,0.3505721451796475,434812.7475300797,987550.9586266109,2000122.1604243375,4553837.060289381,14250111.315252062,77542904.81628919,243946684.90274385,531362988.48752326,58865489.0,58692994.0,58518262.0,57938560.0,56420310.0,48560313.0,36546831.0,25042524.0,99.1344480141606,98.84395188645149,98.54968846208054,97.57342140375873,95.01656035912357,81.77966252263472,61.54794565372272,42.17372242709763,172495.0,174732.0,579702.0,1518250.0,7859997.0,12013482.0,11504307.0,0.29049612770910016,0.29426342437094694,0.976267058321811,2.5568610446351565,13.23689783648885,20.231716868912002,19.37422322662509,2272684.0,19873479.0,3.8273915272116907,33.46861459418641,6.3679951818441,12.243279528964319,16.88806553964819,22.7901049376751,41.7105548118674,26.397148646316857,12740072.0,21.45535644545723,7.571900241748319,97566512.3396421,46639377.0,78.54464429267439
Italy,2012,40.52159182801974,34.21035497485711,463125.0,697623.0,1071977.0,1722551.0,3502825.0,11998420.0,24379079.0,36282736.0,0.77784222073084,1.17169324002928,1.8004401085489001,2.89311244907372,5.88317458724561,20.15196022215034,40.94591008231665,60.93871142447882,0.66359788973974,0.82118701865111,1.09637251677303,1.60066522723133,2.7460536855327002,7.228922447745361,14.935432002184939,24.071701620818082,5531419.0,8477402.0,12642311.0,9.2903010396095,14.23823033913362,21.23340788612834,14.24,71.15,0.351556105922185,395104.30556901323,928971.6111966553,2088886.700007807,5241673.505260175,16349925.930342395,86081599.35074121,266775418.40485042,573288920.8847799,59076592.0,58842094.0,58467740.0,57817166.0,56036892.0,47541297.0,35160638.0,23256981.0,99.22215787488543,98.82830648993512,98.1995597997216,97.10688749158818,94.11682625229811,79.84803992266204,59.05408989431374,39.061289122351724,234498.0,374354.0,650574.0,1780274.0,8495595.0,12380659.0,11903657.0,0.3938513849503182,0.6287466902135259,1.0926723081334095,2.990061239290069,14.268786329636066,20.793950028348306,19.992800771962017,2805202.0,20876254.0,4.7114813472163295,35.06273549507104,6.30362696143211,12.25895824571666,16.91143044964851,22.79634903801484,41.729635305187614,26.42302447690796,14172724.0,23.80381405082037,8.38266054447533,108304968.32595257,45366993.0,76.19618514478327
Italy,2013,40.06003302143569,33.98072016467877,652505.0,823113.0,1187927.0,1696158.0,3639186.0,12425178.0,25267405.0,36809645.0,1.08328481517444,1.36652713246179,1.97218776546472,2.8159507738058798,6.04175246455745,20.628198020330508,41.94877790725261,61.11112848509609,0.94149655297797,1.08226804381942,1.32463675394552,1.7869754580647799,2.9450653969089897,7.51787997408656,15.28411380208476,24.4029748347833,5810308.0,8934227.0,12875646.0,9.6462339987184,14.83254475785141,21.37606253246844,13.88,71.05,0.3491184922890655,567100.5441425429,1238596.2643961327,2553219.243393384,5920012.275009257,17739291.59740155,90566318.28587423,276186754.7942567,587955006.8974583,59581443.0,59410835.0,59046021.0,58537790.0,56594762.0,47808770.0,34966543.0,23424303.0,98.91671553722496,98.63347326992414,98.02781149261543,97.18404976542465,93.95824759818167,79.37180209406164,58.05122221110261,38.888872102489444,170608.0,364814.0,508231.0,1943028.0,8785992.0,12842227.0,11542240.0,0.2832422673008251,0.6056617773087031,0.8437617271907862,3.2258021672429638,14.586445504120036,21.320579882959027,19.16235010861317,2816073.0,21628219.0,4.6752253320956605,35.907025442695165,6.23365261104314,12.296828277866371,17.02286377280535,23.08545138989099,41.36120394839444,25.92801125032116,14323897.0,23.780438697898852,8.66249422191945,113225441.15340707,45910051.0,76.2195614340272
