Entity,Year,welfare,mean,pop,d1avgincome,d2avgincome,d3avgincome,d4avgincome,d5avgincome,d6avgincome,d7avgincome,d8avgincome,d9avgincome,d10avgincome,q1avgincome,q2avgincome,q3avgincome,q4avgincome,q5avgincome,flag
Sierra Leone,2003,c,67.379997,5.1999998,17.99046,26.41296,32.3424,38.0697,44.67294,52.5564,62.6634,77.08272,106.25826,215.75076,22.20171,35.20605,48.61467,69.87306,161.00451,0
Sierra Leone,2011,c,70.980003,6.6100001,23.13948,33.0057,39.18096,45.49818,52.09932,60.19104,70.19922,85.38894,110.08998,191.00718,28.07259,42.33957,56.14518,77.79408,150.54858,0
Slovakia,1996,I,458.82999,5.3699999,143.61379,256.02714,319.34568,366.60517,408.81753,449.6534,495.07757,551.97249,641.44434,956.20172,199.820465,342.975425,429.235465,523.52503,798.82303,0
Slovakia,2004,i,481.23001,5.3699999,161.21205,256.97682,319.05549,371.50956,421.07625,467.75556,513.95364,572.6637,666.98478,1060.63092,209.094435,345.282525,444.415905,543.30867,863.80785,1
Slovakia,2005,i,551.65997,5.3699999,187.5644,293.48312,358.02734,410.43504,461.18776,506.42388,558.27992,627.23742,740.87938,1373.08174,240.52376,384.23119,483.80582,592.75867,1056.98056,1
Slovakia,2006,i,595.03003,5.3699999,215.40086,339.76213,409.97567,471.26376,520.05622,569.44371,621.21132,694.40001,812.81098,1297.1654,277.581495,440.619715,544.749965,657.805665,1054.98819,1
Slovakia,2007,i,616.97998,5.3699999,224.58072,362.16726,438.0558,495.43494,547.87824,595.3857,651.53088,724.9515,850.19844,1279.61652,293.37399,466.74537,571.63197,688.24119,1064.90748,1
Slovakia,2008,i,641.72998,5.3800001,218.82993,368.99475,442.7937,500.5494,555.09645,612.21042,675.09996,763.01697,911.89833,1369.45182,293.91234,471.67155,583.653435,719.058465,1140.675075,1
Slovakia,2009,i,682.56,5.3899999,216.37152,371.9952,455.26752,526.93632,589.73184,653.20992,726.9264,824.53248,974.69568,1485.93312,294.18336,491.10192,621.47088,775.72944,1230.3144,1
Slovakia,2010,i,697.94,5.3899999,217.75728,376.18966,467.6198,541.60144,603.02016,670.0224,744.70198,841.71564,992.47068,1524.30096,296.97347,504.61062,636.52128,793.20881,1258.38582,0
Slovakia,2011,i,724.33002,5.4000001,233.95859,393.31119,486.74976,562.08008,632.34009,703.32443,781.55207,884.40693,1048.10551,1516.74702,313.63489,524.41492,667.83226,832.9795,1282.426265,0
Slovakia,2012,i,664.65997,5.4099998,208.70324,364.23368,451.9688,521.09344,588.2241,654.02544,726.47338,815.53782,955.11642,1361.22368,286.46846,486.53112,621.12477,771.0056,1158.17005,0
Slovakia,2013,i,682.02002,5.4099998,205.28802,358.74252,443.99502,516.97116,589.9473,658.1493,731.12544,830.01834,975.2886,1510.6743,282.01527,480.48309,624.0483,780.57189,1242.98145,0
Slovakia,2014,i,664.98999,5.4200001,192.8471,364.41452,452.1932,526.67208,597.16102,663.66002,738.80389,821.92764,944.95079,1347.26974,278.63081,489.43264,630.41052,780.365765,1146.110265,0
Slovakia,2015,i,678.90997,5.4200001,207.74646,370.00595,458.26425,534.30217,602.19317,666.68962,740.0119,832.34366,956.58419,1420.95863,288.876205,496.28321,634.441395,786.17778,1188.77141,0
Slovenia,1993,I,632.91998,1.99,251.26924,336.08052,393.04332,447.47444,504.43724,567.72924,643.04672,741.78224,895.5818,1549.38816,293.67488,420.25888,536.08324,692.41448,1222.48498,0
Slovenia,1998,C,711,1.98,280.134,366.165,440.109,509.787,578.754,653.409,741.573,856.755,1043.748,1638.144,323.1495,474.948,616.0815,799.164,1340.946,0
Slovenia,2002,c,745.29999,1.99,261.6003,383.0842,466.5578,528.4177,598.4759,689.4025,788.5274,915.9737,1101.5534,1720.1524,322.34225,497.48775,643.9392,852.25055,1410.8529,0
Slovenia,2003,c,735.79999,2,247.9646,352.4482,430.443,499.6082,586.4326,673.9928,779.948,913.1278,1127.2456,1746.7892,300.2064,465.0256,630.2127,846.5379,1437.0174,0
Slovenia,2004,i,901.07001,2,357.72479,527.12595,620.83723,697.42818,774.9202,862.32399,961.44169,1079.48186,1269.60763,1858.00634,442.42537,659.132705,818.622095,1020.461775,1563.806985,0
Slovenia,2005,i,932.84003,2,375.93452,547.57708,642.72676,722.01816,803.17524,893.66072,995.34028,1121.27368,1307.84168,1917.91904,461.7558,682.37246,848.41798,1058.30698,1612.88036,0
Slovenia,2006,i,965.79999,2.01,394.0464,568.8562,670.2652,750.4266,833.4854,923.3048,1030.5086,1160.8916,1361.778,1964.4372,481.4513,710.3459,878.3951,1095.7001,1663.1076,0
Slovenia,2007,i,1016.89,2.02,413.87423,600.98199,704.70477,793.1742,879.60985,974.18062,1080.95407,1221.28489,1429.74734,2071.40493,507.42811,748.939485,926.895235,1151.11948,1750.576135,0
Slovenia,2008,i,1047.16,2.02,439.8072,631.43748,734.05916,824.11492,911.0292,1006.32076,1115.2254,1249.26188,1455.5524,2106.88592,535.62234,779.08704,958.67498,1182.24364,1781.21916,0
Slovenia,2009,i,1054.03,2.04,420.55797,618.71561,722.01055,815.81922,907.51983,1007.65268,1122.54195,1266.94406,1488.29036,2171.3018,519.63679,768.914885,957.586255,1194.743005,1829.79608,0
Slovenia,2010,i,1055.5,2.05,409.534,614.301,727.2395,819.068,913.0075,1011.169,1127.274,1266.6,1480.8665,2185.9405,511.9175,773.15375,962.08825,1196.937,1833.4035,0
Slovenia,2011,i,1046.49,2.05,411.27057,608.01069,723.12459,815.21571,906.26034,1001.49093,1110.32589,1251.60204,1468.22547,2170.42026,509.64063,769.17015,953.875635,1180.963965,1819.322865,0
Slovenia,2012,i,1003.29,2.0599999,374.22717,571.8753,684.24378,778.55304,866.84256,955.13208,1062.48411,1203.948,1421.66193,2111.92545,473.051235,731.39841,910.98732,1133.216055,1766.79369,0
Slovenia,2013,i,997.91998,2.0599999,363.24288,554.84352,671.60016,766.40256,857.21328,949.02192,1060.78896,1199.49984,1423.03392,2133.55296,459.0432,719.00136,903.1176,1130.1444,1778.29344,0
Slovenia,2014,i,1022.47,2.0599999,387.51613,578.71802,695.2796,791.39178,880.34667,972.36897,1079.72832,1222.87412,1452.92987,2162.52405,483.117075,743.33569,926.35782,1151.30122,1807.72696,0
Slovenia,2015,i,1026.3199,2.0599999,398.21216,583.97608,695.84496,793.34536,887.7668,983.21456,1088.92552,1228.50504,1444.03224,2158.35096,491.09412,744.59516,935.49068,1158.71528,1801.1916,0
Solomon Islands,2005,c,94.769997,.47,17.53245,29.56824,38.38185,47.385,57.14631,68.89779,85.48254,110.02797,154.38033,338.80275,23.550345,42.883425,63.02205,97.755255,246.59154,0
Solomon Islands,2013,c,111.12,.56,30.66912,46.89264,57.7824,68.56104,80.22864,92.00736,108.23088,131.1216,170.68032,325.026,38.78088,63.17172,86.118,119.67624,247.85316,0
South Africa,1993,C,212.36,40.299999,26.545,36.1012,47.99336,63.49564,84.30692,113.40024,156.72168,228.92408,375.24012,990.87176,31.3231,55.7445,98.85358,192.82288,683.05594,0
South Africa,1996,c,190.42999,42.900002,19.23343,31.42095,42.65632,55.79599,71.60168,94.64371,132.72971,201.47494,349.62948,904.92336,25.32719,49.226155,83.122695,167.102325,627.27642,0
South Africa,2001,C,181.41,46.389999,23.22048,32.29098,43.5384,57.86979,76.73643,102.49665,140.04852,201.00228,321.45852,815.07513,27.75573,50.704095,89.61654,170.5254,568.266825,0
South Africa,2005,c,269.64999,48.82,26.965,42.87435,56.35685,70.6483,89.25415,113.253,152.35225,229.7418,452.74235,1462.31195,34.919675,63.502575,101.253575,191.047025,957.52715,0
South Africa,2009,c,340.04001,50.970001,34.004,54.4064,72.42852,93.17096,119.014,154.7182,214.2252,322.69796,592.34968,1743.04504,44.2052,82.79974,136.8661,268.46158,1167.69736,0
South Africa,2010,c,358.51999,51.580002,33.70088,54.85356,73.4966,95.36632,123.33088,162.40956,225.15056,344.89624,633.86336,1837.77352,44.27722,84.43146,142.87022,285.0234,1235.81844,0
South Africa,2015,c,337.70999,55.290001,29.04306,50.99421,69.90597,91.51941,118.1985,157.03515,220.52463,336.35916,598.08441,1705.4355,40.018635,80.71269,137.616825,278.441895,1151.759955,0
South Korea,2006,i,1068.37,48.439999,286.32316,494.65531,630.3383,752.13248,869.65318,994.65247,1143.1559,1327.98391,1619.64892,2564.088,390.489235,691.23539,932.152825,1235.569905,2091.86846,0
South Korea,2008,i,1104.08,49.049999,291.47712,505.66864,642.57456,769.54376,887.68032,1013.54544,1169.22072,1374.5796,1688.13832,2699.4756,398.57288,706.05916,950.61288,1271.90016,2193.80696,0
South Korea,2010,i,1119.36,49.549999,291.0336,522.74112,661.54176,781.31328,898.84608,1036.52736,1193.23776,1393.6032,1709.26272,2706.61248,406.88736,721.42752,967.68672,1293.42048,2207.9376,0
South Korea,2012,i,1181.66,50.200001,310.77658,550.65356,703.0877,834.25196,963.0529,1108.39708,1270.2845,1471.1667,1798.48652,2807.62416,430.71507,768.66983,1035.72499,1370.7256,2303.05534,0
South Sudan,2009,c,98.300003,9.6700001,12.2875,25.6563,36.5676,47.8721,61.4375,78.1485,98.2017,125.7257,170.6488,326.356,18.9719,42.21985,69.793,111.9637,248.5024,0
Spain,2003,i,1007.14,42.189999,261.8564,462.27726,593.20546,713.05512,821.82624,941.6759,1081.66836,1258.925,1526.82424,2411.09316,362.06683,653.13029,881.75107,1170.29668,1968.9587,0
Spain,2004,i,1020.27,42.919998,250.98642,452.99988,578.49309,694.80387,807.03357,933.54705,1086.58755,1284.51993,1580.39823,2532.31014,351.99315,636.64848,870.29031,1185.55374,2056.354185,0
Spain,2005,i,1046.48,43.650002,258.48056,476.1484,609.05136,726.25712,845.55584,973.2264,1123.91952,1304.96056,1607.39328,2538.76048,367.31448,667.65424,909.39112,1214.44004,2073.07688,0
Spain,2006,i,1056.13,44.400002,243.96603,463.64107,596.71345,721.33679,843.84787,970.58347,1126.89071,1328.61154,1637.0015,2628.70757,353.80355,659.02512,907.21567,1227.751125,2132.854535,0
Spain,2007,i,1259.0699,45.23,300.91773,546.43638,700.04292,839.79969,987.11088,1145.7537,1333.35513,1570.06029,1950.29943,3214.40571,423.677055,769.921305,1066.43229,1451.70771,2582.35257,0
Spain,2008,i,1280.28,45.950001,299.58552,545.39928,711.83568,859.06788,1007.58036,1170.17592,1358.37708,1605.47112,1971.6312,3272.39568,422.4924,785.45178,1088.87814,1481.9241,2622.01344,0
Spain,2009,i,1278.76,46.360001,272.37588,534.52168,705.87552,854.21168,998.71156,1158.55656,1352.92808,1607.40132,1992.30808,3308.15212,403.44878,780.0436,1078.63406,1480.1647,2650.2301,0
Spain,2010,i,1209.24,46.580002,258.77736,506.67156,649.36188,799.30764,939.57948,1089.52524,1276.95744,1528.47936,1896.08832,3145.23324,382.72446,724.33476,1014.55236,1402.7184,2520.66078,0
Spain,2011,i,1164,46.740002,226.98,471.42,614.592,760.092,910.248,1060.404,1244.316,1493.412,1844.94,3013.596,349.2,687.342,985.326,1368.864,2429.268,0
Spain,2012,i,1108.98,46.77,220.68702,452.46384,593.3043,730.81782,873.87624,1009.1718,1182.17268,1408.4046,1761.06024,2855.6235,336.57543,662.06106,941.52402,1295.28864,2308.34187,0
Spain,2013,i,1078.65,46.619999,200.6289,412.0443,559.81935,700.04385,843.5043,990.2007,1169.2566,1391.4585,1725.84,2793.7035,306.3366,629.9316,916.8525,1280.35755,2259.77175,0
Spain,2014,i,1084.17,46.48,199.48728,418.48962,569.18925,713.38386,849.98928,995.26806,1166.56692,1388.82177,1723.8303,2815.58949,308.98845,641.286555,922.62867,1277.694345,2269.709895,0
Spain,2015,i,1115.37,46.439999,209.68956,433.87893,584.45388,726.10587,873.33471,1018.33281,1195.67664,1420.98138,1770.09219,2922.2694,321.784245,655.279875,945.83376,1308.32901,2346.180795,0
Sri Lanka,1985,C,126.49,16.18,45.40991,59.4503,72.0993,84.36883,96.76485,110.55226,126.99596,149.13171,185.9403,334.18658,52.430105,78.234065,103.658555,138.063835,260.06344,0
Sri Lanka,1991,c,132.56,17.33,49.31232,66.54512,77.68016,88.55008,99.81768,112.54344,128.18552,150.19048,188.2352,364.40744,57.92872,83.11512,106.18056,139.188,276.32132,0
Sri Lanka,1996,c,144.17,18.370001,48.58529,66.46237,78.42848,89.81791,102.21653,117.49855,137.68235,166.80469,216.54334,417.66049,57.52383,84.123195,109.85754,152.24352,317.101915,0
Sri Lanka,2002,c,173.84,19.059999,49.89208,68.31912,82.05248,95.95968,111.95296,131.42304,157.67288,195.91768,268.06128,576.80112,59.1056,89.00608,121.688,176.79528,422.4312,0
Sri Lanka,2007,c,206.81,19.67,59.9749,82.51719,100.09604,117.46808,135.87417,158.62327,189.64477,234.31573,311.86948,677.92318,71.246045,108.78206,147.24872,211.98025,494.89633,0
Sri Lanka,2010,c,204.42999,20.200001,65.82646,91.17578,109.16562,126.33774,144.73644,165.79273,194.00407,233.86792,302.5564,610.63241,78.50112,117.75168,155.264585,213.935995,456.594405,0
Sri Lanka,2013,c,228.33,20.43,68.04234,94.98528,114.62166,132.88806,153.66609,178.32573,211.20525,257.32791,336.78675,735.45093,81.51381,123.75486,165.99591,234.26658,536.11884,0
Sri Lanka,2016,c,268.32999,21.200001,78.88902,109.21031,132.01836,154.82641,179.51277,208.49241,246.05861,298.11463,394.17677,881.73238,94.049665,143.422385,194.00259,272.08662,637.954575,0
Sudan,2009,c,138.89,33.650002,36.66696,58.05602,73.19503,88.61182,104.1675,122.08431,144.02893,173.6125,217.91841,370.69741,47.36149,80.903425,113.125905,158.820715,294.30791,0
Suriname,1999,i,217.83,.47,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0
Swaziland,1995,C,46.610001,.95999998,4.05507,7.78387,11.51267,15.75418,20.69484,26.75414,34.72445,46.37695,67.53789,230.85933,5.91947,13.633425,23.72449,40.5507,149.19861,0
Swaziland,2001,c,110.87,1.0700001,20.28921,29.9349,37.6958,45.67844,54.43717,66.18939,83.26337,111.09174,170.7398,489.26931,25.112055,41.68712,60.31328,97.177555,330.004555,0
Swaziland,2009,c,117.24,1.1799999,17.35152,29.54448,39.04092,49.35804,61.66824,77.02668,99.88848,133.30188,196.377,468.72552,23.448,44.19948,69.34746,116.59518,332.55126,0
Sweden,2003,i,1189.04,8.96,435.18864,676.56376,810.92528,920.31696,1029.70864,1146.23456,1282.97416,1467.27536,1728.86416,2392.34848,555.8762,865.62112,1087.9716,1375.12476,2060.60632,0
Sweden,2004,i,1220.6801,8.9899998,450.43092,689.6842,816.63492,927.7168,1036.35732,1153.5426,1301.24488,1494.11232,1765.10328,2570.75208,570.05756,872.17586,1094.94996,1397.6786,2167.92768,0
Sweden,2005,i,1232.79,9.0299997,393.26001,681.73287,825.9693,944.31714,1060.1994,1179.78003,1324.01646,1528.6596,1794.94224,2593.79016,537.49644,885.14322,1119.989715,1426.33803,2194.3662,0
Sweden,2006,i,1306.17,9.0799999,464.99652,734.06754,875.1339,995.30154,1114.16301,1236.94299,1388.45871,1601.36442,1892.64033,2758.63104,599.53203,935.21772,1175.553,1494.911565,2325.635685,0
Sweden,2007,i,1384.47,9.1499996,470.7198,760.07403,924.82596,1054.96614,1171.26162,1294.47945,1466.15373,1694.59128,2013.01938,2994.60861,615.396915,989.89605,1232.870535,1580.372505,2503.813995,0
Sweden,2008,i,1430.23,9.2200003,456.24337,773.75443,943.9518,1074.10273,1195.67228,1327.25344,1503.17173,1754.89221,2076.69396,3196.56405,614.9989,1009.027265,1261.46286,1629.03197,2636.629005,0
Sweden,2009,i,1439.22,9.3000002,466.30728,777.1788,959.95974,1101.0033,1220.45856,1348.54914,1528.45164,1781.75436,2125.72794,3084.24846,621.74304,1030.48152,1284.50385,1655.103,2604.9882,0
Sweden,2010,i,1461.55,9.3800001,461.8498,793.62165,969.00765,1109.31645,1232.08665,1365.0877,1536.08905,1791.8603,2168.9402,3184.71745,627.735725,1039.16205,1298.587175,1663.974675,2676.828825,0
Sweden,2011,i,1476.76,9.4499998,451.88856,801.88068,984.99892,1129.7214,1249.33896,1386.67764,1571.27264,1831.1824,2179.69776,3182.4178,626.88462,1057.36016,1318.0083,1701.22752,2681.05778,0
Sweden,2012,i,1511.38,9.5200005,462.48228,819.16796,1009.60184,1151.67156,1275.60472,1422.20858,1609.6197,1871.08844,2232.30826,3261.55804,640.82512,1080.6367,1348.90665,1740.35407,2746.93315,0
Sweden,2013,i,1550.87,9.6000004,448.20143,803.35066,1011.16724,1164.70337,1288.77297,1450.06345,1662.53264,1933.93489,2299.94021,3444.48227,625.776045,1087.935305,1369.41821,1798.233765,2872.21124,0
Sweden,2014,i,1587.62,9.6999998,490.57458,844.61384,1036.71586,1185.95214,1325.6627,1479.66184,1678.11434,1962.29832,2354.44046,3519.75354,667.59421,1111.334,1402.66227,1820.20633,2937.097,0
Sweden,2015,i,1642.51,9.8000002,486.18296,855.74771,1065.98899,1215.4574,1356.71326,1527.5343,1729.56303,2020.2873,2412.84719,3754.77786,670.965335,1140.723195,1442.12378,1874.925165,3083.812525,0
Switzerland,2006,i,1877.47,7.48,544.4663,848.61644,1026.97609,1222.23297,1430.63214,1667.19336,1943.18145,2324.30786,2883.79392,4883.29947,696.54137,1124.60453,1548.91275,2133.744655,3883.546695,0
Switzerland,2007,i,1926.59,7.5500002,558.7111,865.03891,1069.25745,1252.2835,1452.64886,1697.32579,1982.46111,2344.66003,2901.44454,5140.14212,711.875005,1160.770475,1574.987325,2163.56057,4020.79333,0
Switzerland,2008,i,1940.14,7.6500001,582.042,876.94328,1070.95728,1261.091,1478.38668,1730.60488,2019.68574,2376.6715,2908.26986,5098.68792,729.49264,1166.02414,1604.49578,2198.17862,4003.47889,0
Switzerland,2009,i,1931.95,7.7399998,600.83645,902.22065,1095.41565,1282.8148,1481.80565,1721.36745,2016.9558,2370.50265,2894.0611,4953.5198,751.52855,1189.115225,1601.58655,2193.729225,3923.79045,0
Switzerland,2010,i,1939.24,7.8200002,595.34668,909.50356,1111.18452,1305.10852,1512.6072,1743.37676,2020.68808,2369.75128,2899.1638,4927.60884,752.42512,1208.14652,1627.99198,2195.21968,3913.38632,0
Switzerland,2011,i,1966.78,7.9099998,623.46926,934.2205,1140.7324,1345.27752,1557.68976,1781.90268,2061.18544,2409.3055,2971.80458,4842.21236,778.84488,1243.00496,1669.79622,2235.24547,3907.00847,0
Switzerland,2012,i,2015.41,8,673.14694,967.3968,1174.98403,1380.55585,1582.09685,1813.869,2091.99558,2450.73856,2982.8068,5034.49418,820.27187,1277.76994,1697.982925,2271.36707,4008.65049,0
Switzerland,2013,i,2005.99,8.0900002,657.96472,934.79134,1147.42628,1342.00731,1544.6123,1789.34308,2072.18767,2451.31978,3006.97901,5113.26851,796.37803,1244.716795,1666.97769,2261.753725,4060.12376,0
Switzerland,2014,i,2030.1899,8.1899996,643.57023,948.09873,1165.32906,1372.40844,1573.39725,1804.83891,2099.21646,2470.74123,3047.31519,5179.01469,795.83448,1268.86875,1689.11808,2284.978845,4113.16494,0
Switzerland,2015,i,2020.86,8.2799997,638.59176,943.74162,1161.9945,1362.05964,1584.35424,1816.75314,2101.6944,2469.49092,3033.31086,5096.60892,791.16669,1262.02707,1700.55369,2285.59266,4064.95989,0
Syria,2004,c,217.17999,17.809999,69.4976,96.6451,115.97412,135.08596,155.50088,178.95632,209.79588,253.88342,333.58848,622.87224,83.07135,125.53004,167.2286,231.83965,478.23036,0
Tajikistan,1999,c,62.939999,6.1100001,20.58138,31.91058,39.14868,45.44268,51.35904,58.28244,66.27582,76.28328,93.08826,146.9649,26.24598,42.29568,54.82074,71.27955,120.02658,0
Tajikistan,2003,c,92.879997,6.5799999,30.27888,43.1892,52.57008,61.7652,71.42472,81.7344,94.64472,113.3136,141.92064,237.95856,36.73404,57.16764,76.57956,103.97916,189.9396,0
Tajikistan,2004,c,123.02,6.71,39.24338,56.46618,68.2761,80.08602,93.00312,108.38062,124.98832,144.79454,188.2206,326.86414,47.85478,74.18106,100.69187,134.89143,257.54237,0
Tajikistan,2007,c,139.64999,7.1500001,35.89005,67.8699,84.3486,97.61535,111.4407,127.77975,147.05145,169.95405,203.74935,350.8008,51.879975,90.981975,119.610225,158.50275,277.275075,0
Tajikistan,2009,c,164.53999,7.4699998,56.27268,81.11822,96.58498,112.87444,131.632,149.40232,170.95706,200.24518,249.11356,397.03502,68.69545,104.72971,140.51716,185.60112,323.07429,0
Tajikistan,2015,c,192.72,8.5500002,56.8524,86.33856,106.38144,125.65344,146.4672,169.20816,197.538,234.54024,295.43976,508.58808,71.59548,116.01744,157.83768,216.03912,402.01392,0
Tanzania,1992,c,50.849998,27.219999,13.7295,21.9672,27.91665,33.10335,37.7307,43.37505,50.3415,61.88445,80.5464,137.9052,17.84835,30.51,40.552875,56.112975,109.2258,0
Tanzania,2000,c,35.93,34.18,9.62924,14.7313,18.57581,22.02509,25.40251,29.8219,35.31919,43.33158,56.51789,103.98142,12.18027,20.30045,27.612205,39.325385,80.249655,0
Tanzania,2007,c,67.110001,41.919998,16.64328,25.63602,32.34702,38.9238,45.6348,53.21823,63.41895,78.25026,102.81252,214.21512,21.13965,35.63541,49.426515,70.834605,158.51382,0
Tanzania,2012,c,78.599998,49.080002,24.2874,33.6408,40.2432,47.3172,54.627,62.88,73.7268,89.1324,116.9568,243.267,28.9641,43.7802,58.7535,81.4296,180.1119,0
Thailand,1981,C,166.07001,48.34,38.03003,51.97991,66.59407,82.70286,101.13663,123.22394,151.45584,192.14299,263.88523,589.71457,45.00497,74.648465,112.180285,171.799415,426.7999,0
Thailand,1988,C,173.59,54.91,46.52212,59.54137,73.60216,89.05167,106.75785,128.10942,155.88382,195.98311,267.3286,613.29347,53.031745,81.326915,117.433635,175.933465,440.311035,0
Thailand,1990,c,194.10001,56.580002,47.5545,67.1586,81.1338,95.6913,114.1308,136.4523,168.0906,217.0038,308.2308,705.7476,57.35655,88.41255,125.29155,192.5472,506.9892,0
Thailand,1992,c,233.64,57.84,52.569,73.36296,89.71776,107.94168,129.6702,157.47336,196.49124,258.1722,367.983,903.0186,62.96598,98.82972,143.57178,227.33172,635.5008,0
Thailand,1994,c,245.64999,58.900002,62.14945,88.434,107.5947,127.738,151.07475,181.04405,222.31325,278.81275,380.2662,857.07285,75.291725,117.66635,166.0594,250.563,618.669525,0
Thailand,1996,c,266.73001,60.150002,68.54961,96.82299,118.69485,141.63363,166.70625,197.64693,240.85719,304.33893,417.96591,914.35044,82.6863,130.16424,182.17659,272.59806,666.158175,0
Thailand,1998,c,266.67999,61.599998,71.47024,98.40492,119.73932,142.94048,169.60848,204.54356,250.41252,316.54916,431.22156,861.64308,84.93758,131.3399,187.07602,283.48084,646.43232,0
Thailand,1999,c,254.87,62.310001,64.73698,89.96911,111.63306,133.29701,158.27427,188.85867,231.42196,294.11998,408.30174,868.08722,77.353045,122.465035,173.56647,262.77097,638.19448,0
Thailand,2000,c,251.44,62.959999,64.36864,90.5184,109.87928,131.50312,156.64712,186.56848,229.31328,295.442,403.5612,847.10136,77.44352,120.6912,171.6078,262.37764,625.33128,0
Thailand,2002,c,284.25,64.07,74.4735,104.0355,127.62825,152.9265,181.92,217.167,264.63675,330.58275,446.2725,943.1415,89.2545,140.277375,199.5435,297.60975,694.707,0
Thailand,2004,c,320.79999,65,81.1624,114.8464,141.7936,170.9864,204.0288,244.7704,298.9856,370.8448,496.5984,1083.9832,98.0044,156.39,224.3996,334.9152,790.2908,0
Thailand,2006,c,359.59,65.82,88.81873,128.01404,160.37714,194.1786,233.37391,280.83979,340.89132,427.19292,574.26523,1168.30791,108.416385,177.27787,257.10685,384.04212,871.28657,0
Thailand,2007,c,358.28,66.199997,96.37732,136.50468,168.03332,201.71164,240.76416,286.98228,346.45676,431.7274,568.94864,1104.93552,116.441,184.87248,263.87322,389.09208,836.94208,0
Thailand,2008,c,378.64001,66.550003,101.85416,141.23272,173.79576,209.76656,251.41696,301.39744,365.3876,455.50392,607.33856,1178.70632,121.54344,191.78116,276.4072,410.44576,893.02244,0
Thailand,2009,c,391.60999,66.879997,106.12631,149.59502,183.27348,220.47643,264.33675,316.42088,381.03653,473.45649,623.05151,1198.3266,127.860665,201.874955,290.378815,427.24651,910.689055,0
Thailand,2010,c,404.10001,67.209999,110.3193,157.1949,192.7557,229.5288,272.7675,324.8964,392.3811,482.8995,637.6698,1241.3952,133.7571,211.14225,298.83195,437.6403,939.5325,0
Thailand,2011,c,410.16,67.529999,123.86832,172.2672,208.36128,244.86552,285.88152,335.10072,397.03488,482.34816,625.494,1226.3784,148.06776,226.6134,310.49112,439.69152,925.9362,0
Thailand,2012,c,442.17001,67.839996,122.03892,172.00413,210.47292,251.15256,299.34909,356.83119,429.34707,532.37268,702.60813,1345.52331,147.021525,230.81274,328.09014,480.859875,1024.06572,0
Thailand,2013,c,449.20001,68.139999,129.3696,181.926,222.354,262.3328,310.3972,367.4456,443.8096,547.5748,713.7788,1313.0116,155.6478,242.3434,338.9214,495.6922,1013.3952,0
Thailand,2014,c,448.42001,68.419998,133.18074,185.64588,226.4521,268.15516,315.23926,370.84334,444.38422,546.62398,708.05518,1286.06856,159.41331,247.30363,343.0413,495.5041,997.06187,0
Thailand,2015,c,469.35999,68.660004,148.78712,202.29416,243.59784,286.3096,335.5924,393.79304,466.07448,563.70136,720.4676,1332.9824,175.54064,264.95372,364.69272,514.88792,1026.725,0
Thailand,2016,c,469.76999,68.860001,143.27985,197.77317,239.5827,281.39223,330.24831,387.09048,460.84437,565.13331,734.25051,1358.57484,170.52651,260.487465,358.669395,512.98884,1046.412675,0
Thailand,2017,c,477.04999,69.040001,145.50025,200.83805,243.2955,286.70705,338.22845,400.24495,475.1418,578.1846,746.58325,1356.25315,173.16915,265.001275,369.2367,526.6632,1051.4182,0
Timor,2001,c,79.43,.88999999,24.14672,33.67832,41.62132,49.32603,57.11017,67.19778,79.66829,95.87201,121.60733,224.07203,28.91252,45.473675,62.153975,87.77015,172.83968,0
Timor,2007,c,69.830002,1.0599999,28.90962,37.56854,43.9929,50.13794,56.49247,63.47547,72.20422,83.65634,102.16129,159.77104,33.23908,47.06542,59.98397,77.93028,130.966165,0
Timor,2014,c,85.559998,1.21,34.56624,46.03128,53.81724,61.00428,68.448,76.23396,86.07336,100.70412,123.37752,205.25844,40.29876,57.41076,72.34098,93.38874,164.31798,0
Togo,2006,c,76.190002,5.8400002,18.74274,27.35221,33.67598,40.53308,48.38065,57.52345,70.8567,90.28515,125.7135,248.68416,23.047475,37.10453,52.95205,80.570925,187.19883,0
Togo,2011,c,79.870003,6.6799998,15.25517,23.32204,30.51034,38.81682,47.922,59.18367,74.51871,96.96218,136.41796,275.79111,19.288605,34.66358,53.552835,85.740445,206.104535,0
Togo,2015,c,82.519997,7.4200001,15.51376,26.07632,35.23604,43.48804,53.72052,65.27332,81.6948,103.23252,140.53156,260.43312,20.79504,39.36204,59.49692,92.46366,200.48234,0
Tonga,2001,c,310.42999,.1,73.57191,120.44684,153.35242,189.05187,224.44089,268.83238,318.19075,384.31234,494.20456,878.20647,97.009375,171.202145,246.636635,351.251545,686.205515,0
Tonga,2009,c,295.57001,.1,79.50833,119.70585,148.96728,177.04643,209.8547,248.57437,295.57,359.11755,462.56705,855.08401,99.60709,163.006855,229.214535,327.343775,658.82553,0
Tonga,2015,c,306.44,.11,84.271,125.02752,158.42948,189.9928,217.5724,249.7486,291.42444,357.92192,478.65928,911.35256,104.64926,174.21114,233.6605,324.67318,695.00592,0
