Entity,Year,Energy intensity (World Bank)
Congo,1992,2.579432421
Congo,1993,2.621187487
Congo,1994,2.392020714
Congo,1995,2.62639719
Congo,1996,2.373120809
Congo,1997,2.285176499
Congo,1998,2.204765891
Congo,1999,2.227989102
Congo,2000,2.05656395
Congo,2001,2.220896895
Congo,2002,2.139112207
Congo,2003,2.504057872
Congo,2004,2.569673817
Congo,2005,2.580117691
Congo,2006,3.170103178
Congo,2007,2.86090714
Congo,2008,2.899769003
Congo,2009,3.081005571
Congo,2010,3.085914092
Congo,2011,3.972967339
Congo,2012,4.386661302
Congo,2013,4.350413008
Congo,2014,4.078888254
Costa Rica,1990,3.111192075
Costa Rica,1991,3.218435837
Costa Rica,1992,3.807065221
Costa Rica,1993,3.616545235
Costa Rica,1994,3.402254044
Costa Rica,1995,3.34079092
Costa Rica,1996,3.325520603
Costa Rica,1997,3.189832298
Costa Rica,1998,2.925780815
Costa Rica,1999,2.981235582
Costa Rica,2000,3.201234315
Costa Rica,2001,3.18606625
Costa Rica,2002,3.257361175
Costa Rica,2003,3.285718502
Costa Rica,2004,3.73352089
Costa Rica,2005,3.524806492
Costa Rica,2006,3.506011756
Costa Rica,2007,3.501223324
Costa Rica,2008,3.466639152
Costa Rica,2009,3.483155971
Costa Rica,2010,3.380725755
Costa Rica,2011,3.240789013
Costa Rica,2012,3.13274825
Costa Rica,2013,3.09942694
Costa Rica,2014,3.033376805
Cote d'Ivoire,1990,4.643192126
Cote d'Ivoire,1991,4.774664523
Cote d'Ivoire,1992,5.220167177
Cote d'Ivoire,1993,5.416513994
Cote d'Ivoire,1994,5.505597544
Cote d'Ivoire,1995,5.120084256
Cote d'Ivoire,1996,5.338497446
Cote d'Ivoire,1997,5.250650503
Cote d'Ivoire,1998,4.99123684
Cote d'Ivoire,1999,5.856220039
Cote d'Ivoire,2000,5.779782232
Cote d'Ivoire,2001,5.551838665
Cote d'Ivoire,2002,6.034799624
Cote d'Ivoire,2003,5.78367537
Cote d'Ivoire,2004,8.051701381
Cote d'Ivoire,2005,8.18734575
Cote d'Ivoire,2006,7.931036677
Cote d'Ivoire,2007,8.388273166
Cote d'Ivoire,2008,8.221952336
Cote d'Ivoire,2009,7.297343602
Cote d'Ivoire,2010,7.752552195
Cote d'Ivoire,2011,9.29580568
Cote d'Ivoire,2012,9.104004576
Cote d'Ivoire,2013,8.927539842
Cote d'Ivoire,2014,8.43447152
Croatia,1990,4.903922025
Croatia,1991,5.364293748
Croatia,1992,5.562429571
Croatia,1993,6.250695313
Croatia,1994,5.788253372
Croatia,1995,5.588934938
Croatia,1996,5.448942187
Croatia,1997,5.403623498
Croatia,1998,5.480510411
Croatia,1999,5.465750711
Croatia,2000,5.070880369
Croatia,2001,5.088814757
Croatia,2002,4.974321284
Croatia,2003,5.055451803
Croatia,2004,4.855038633
Croatia,2005,4.730940985
Croatia,2006,4.489793043
Croatia,2007,4.439970167
Croatia,2008,4.241522531
Croatia,2009,4.428461852
Croatia,2010,4.450794166
Croatia,2011,4.356355101
Croatia,2012,4.191910278
Croatia,2013,4.148082602
Croatia,2014,3.966372409
Cuba,1990,5.029462899
Cuba,1991,4.659978164
Cuba,1992,4.617658115
Cuba,1993,4.531074405
Cuba,1994,4.636382618
Cuba,1995,4.524074976
Cuba,1996,4.580990788
Cuba,1997,4.579089226
Cuba,1998,4.285823352
Cuba,1999,4.198972349
Cuba,2000,4.249100862
Cuba,2001,4.02348686
Cuba,2002,3.696341745
Cuba,2003,3.543649397
Cuba,2004,3.274524497
Cuba,2005,2.785878781
Cuba,2006,2.482029477
Cuba,2007,2.202804848
Cuba,2008,2.246373691
Cuba,2009,2.347202987
Cuba,2010,2.479070724
Cuba,2011,2.267412246
Cuba,2012,2.274504369
Cuba,2013,2.130060969
Cuba,2014,2.132253183
Cyprus,1990,4.149007003
Cyprus,1991,4.203008314
Cyprus,1992,4.324833151
Cyprus,1993,4.611114157
Cyprus,1994,4.975387351
Cyprus,1995,4.130950492
Cyprus,1996,4.519627336
Cyprus,1997,4.324669696
Cyprus,1998,4.404288716
Cyprus,1999,4.229376843
Cyprus,2000,4.305025129
Cyprus,2001,4.112236284
Cyprus,2002,4.038411412
Cyprus,2003,4.274511788
Cyprus,2004,3.836012692
Cyprus,2005,3.752852614
Cyprus,2006,3.734778234
Cyprus,2007,3.759394482
Cyprus,2008,3.842810902
Cyprus,2009,3.834268659
Cyprus,2010,3.658630682
Cyprus,2011,3.532757809
Cyprus,2012,3.405302644
Cyprus,2013,3.138913719
Cyprus,2014,3.289743745
Czech Republic,1990,10.12356121
Czech Republic,1991,10.36001668
Czech Republic,1992,10.11947631
Czech Republic,1993,9.804831402
Czech Republic,1994,9.237199762
Czech Republic,1995,8.814719316
Czech Republic,1996,8.722497874
Czech Republic,1997,8.839732544
Czech Republic,1998,8.589488312
Czech Republic,1999,7.886745542
Czech Republic,2000,7.949793262
Czech Republic,2001,7.922713309
Czech Republic,2002,7.878283576
Czech Republic,2003,7.956665584
Czech Republic,2004,7.762594438
Czech Republic,2005,7.205642547
Czech Republic,2006,6.899537591
Czech Republic,2007,6.543270817
Czech Republic,2008,6.224910189
Czech Republic,2009,6.129395811
Czech Republic,2010,6.311937448
Czech Republic,2011,5.968028048
Czech Republic,2012,5.996259897
Czech Republic,2013,5.934764748
Czech Republic,2014,5.716444372
Democratic Republic of Congo,1990,11.14498879
Democratic Republic of Congo,1991,12.18453759
Democratic Republic of Congo,1992,13.86295397
Democratic Republic of Congo,1993,16.34143566
Democratic Republic of Congo,1994,17.0660193
Democratic Republic of Congo,1995,17.66595305
Democratic Republic of Congo,1996,18.45516426
Democratic Republic of Congo,1997,19.89719437
Democratic Republic of Congo,1998,20.72088475
Democratic Republic of Congo,1999,21.73385059
Democratic Republic of Congo,2000,23.37118729
Democratic Republic of Congo,2001,24.67413979
Democratic Republic of Congo,2002,24.80039465
Democratic Republic of Congo,2003,24.36618053
Democratic Republic of Congo,2004,23.73801459
Democratic Republic of Congo,2005,23.23100633
Democratic Republic of Congo,2006,22.89277627
Democratic Republic of Congo,2007,22.32833281
Democratic Republic of Congo,2008,21.79571913
Democratic Republic of Congo,2009,21.82662202
Democratic Republic of Congo,2010,21.13400498
Democratic Republic of Congo,2011,21.00280259
Democratic Republic of Congo,2012,24.3179024
Democratic Republic of Congo,2013,23.55362015
Democratic Republic of Congo,2014,22.585953
Denmark,1990,4.251254886
Denmark,1991,4.653709165
Denmark,1992,4.36667339
Denmark,1993,4.488129088
Denmark,1994,4.402208133
Denmark,1995,4.231785227
Denmark,1996,4.65340421
Denmark,1997,4.175707012
Denmark,1998,4.018934897
Denmark,1999,3.740849092
Denmark,2000,3.504286356
Denmark,2001,3.582453738
Denmark,2002,3.528470809
Denmark,2003,3.716482843
Denmark,2004,3.503055506
Denmark,2005,3.324725293
Denmark,2006,3.435298787
Denmark,2007,3.325438477
Denmark,2008,3.256609903
Denmark,2009,3.27984728
Denmark,2010,3.418581904
Denmark,2011,3.122346966
Denmark,2012,3.001834531
Denmark,2013,3.05473534
Denmark,2014,2.786787119
Djibouti,1990,3.532836398
Djibouti,1991,3.677572537
Djibouti,1992,3.717238927
Djibouti,1993,4.038168227
Djibouti,1994,4.047084674
Djibouti,1995,4.253002943
Djibouti,1996,4.553341401
Djibouti,1997,4.797476088
Djibouti,1998,4.748917008
Djibouti,1999,4.722870038
Djibouti,2000,5.017968389
Djibouti,2001,5.166473638
Djibouti,2002,5.347093033
Djibouti,2003,5.39027323
Djibouti,2004,5.102254389
Djibouti,2005,5.041902069
Djibouti,2006,4.815514166
Djibouti,2007,4.902832008
Djibouti,2008,4.92192603
Djibouti,2009,4.537073015
Djibouti,2010,4.760449471
Djibouti,2011,4.306925124
Djibouti,2012,4.415627485
Djibouti,2013,4.3061946
Djibouti,2014,4.126723088
Dominica,1990,2.031702428
Dominica,1991,2.017758026
Dominica,1992,1.977010563
Dominica,1993,2.027983011
Dominica,1994,2.138269839
Dominica,1995,2.590307271
Dominica,1996,2.398158365
Dominica,1997,2.502006292
Dominica,1998,2.30657934
Dominica,1999,2.348857138
Dominica,2000,2.894728725
Dominica,2001,3.079035803
Dominica,2002,2.943779671
Dominica,2003,3.048643032
Dominica,2004,2.87242159
Dominica,2005,2.925587024
Dominica,2006,2.806986399
Dominica,2007,3.381522637
Dominica,2008,2.734151557
Dominica,2009,2.790448604
Dominica,2010,2.870921472
Dominica,2011,2.774198721
Dominica,2012,2.907823023
Dominica,2013,2.837565627
Dominica,2014,2.782690025
Dominican Republic,1990,4.395688464
Dominican Republic,1991,4.389343887
Dominican Republic,1992,4.404569494
Dominican Republic,1993,3.981433204
Dominican Republic,1994,4.4701997
Dominican Republic,1995,4.45047413
Dominican Republic,1996,4.335960157
Dominican Republic,1997,4.479825017
Dominican Republic,1998,4.424264245
Dominican Republic,1999,4.312238626
Dominican Republic,2000,4.386041007
Dominican Republic,2001,4.178137764
Dominican Republic,2002,4.191208856
Dominican Republic,2003,3.976954558
Dominican Republic,2004,3.550306432
Dominican Republic,2005,3.532445384
Dominican Republic,2006,3.304548277
Dominican Republic,2007,3.098345545
Dominican Republic,2008,3.012307377
Dominican Republic,2009,2.928720175
Dominican Republic,2010,2.84191879
Dominican Republic,2011,2.814839304
Dominican Republic,2012,2.896094163
Dominican Republic,2013,2.605654016
Dominican Republic,2014,2.430179066
East Asia & Pacific,1990,8.547355316
East Asia & Pacific,1991,8.124844178
East Asia & Pacific,1992,8.011194878
East Asia & Pacific,1993,7.975449525
East Asia & Pacific,1994,7.858780408
East Asia & Pacific,1995,7.826457237
East Asia & Pacific,1996,7.639984679
East Asia & Pacific,1997,7.430464077
East Asia & Pacific,1998,7.397051981
East Asia & Pacific,1999,7.30982669
East Asia & Pacific,2000,7.168889123
East Asia & Pacific,2001,7.032987737
East Asia & Pacific,2002,6.989937163
East Asia & Pacific,2003,7.129888786
East Asia & Pacific,2004,7.323836294
East Asia & Pacific,2005,7.28124633
East Asia & Pacific,2006,7.178166839
East Asia & Pacific,2007,6.972189066
East Asia & Pacific,2008,6.753287488
East Asia & Pacific,2009,6.766737535
East Asia & Pacific,2010,6.804315563
East Asia & Pacific,2011,6.666548117
East Asia & Pacific,2012,6.478615128
East Asia & Pacific,2013,6.310156516
East Asia & Pacific,2014,6.081263228
Ecuador,1990,3.471200956
Ecuador,1991,3.498313019
Ecuador,1992,3.468615538
Ecuador,1993,3.171312109
Ecuador,1994,3.255243235
Ecuador,1995,3.728035516
Ecuador,1996,3.859756707
Ecuador,1997,3.840776457
Ecuador,1998,3.82161485
Ecuador,1999,3.609628731
Ecuador,2000,3.956223106
Ecuador,2001,4.036159802
Ecuador,2002,3.783835802
Ecuador,2003,3.738319807
Ecuador,2004,3.33635101
Ecuador,2005,3.306643339
Ecuador,2006,3.181268497
Ecuador,2007,3.521907321
Ecuador,2008,3.050588211
Ecuador,2009,3.613218425
Ecuador,2010,3.527957528
Ecuador,2011,3.463383357
Ecuador,2012,3.236580587
Ecuador,2013,3.335297674
Ecuador,2014,3.441266843
Egypt,1990,3.98089541
Egypt,1991,3.940612076
Egypt,1992,3.871970306
Egypt,1993,3.901866598
Egypt,1994,3.610311321
Egypt,1995,3.66903321
Egypt,1996,3.709221235
Egypt,1997,3.662016401
Egypt,1998,3.771646305
Egypt,1999,3.633996384
Egypt,2000,3.290803046
Egypt,2001,3.569468688
Egypt,2002,3.596836142
Egypt,2003,3.618392969
Egypt,2004,3.757478828
Egypt,2005,4.190676211
Egypt,2006,4.144380071
Egypt,2007,4.145413803
Egypt,2008,4.018762977
Egypt,2009,3.927917807
Egypt,2010,3.664708293
Egypt,2011,3.777364761
Egypt,2012,3.799718901
Egypt,2013,3.567258795
Egypt,2014,3.480340708
El Salvador,1990,4.342137749
El Salvador,1991,4.609304991
El Salvador,1992,4.473884308
El Salvador,1993,4.386155532
El Salvador,1994,4.380436058
El Salvador,1995,4.377789396
El Salvador,1996,4.113714665
El Salvador,1997,4.367191121
El Salvador,1998,4.330088254
El Salvador,1999,4.343281842
El Salvador,2000,4.448159347
El Salvador,2001,4.575514687
El Salvador,2002,4.558238815
El Salvador,2003,4.651343419
El Salvador,2004,4.529658524
El Salvador,2005,4.499840063
El Salvador,2006,4.54802606
El Salvador,2007,4.143441435
El Salvador,2008,4.108753688
El Salvador,2009,3.972825202
El Salvador,2010,3.954198053
El Salvador,2011,3.90581408
El Salvador,2012,3.774725107
El Salvador,2013,3.498971442
El Salvador,2014,3.516449541
Equatorial Guinea,1990,12.66450103
Equatorial Guinea,1991,15.50491419
Equatorial Guinea,1992,11.88980633
Equatorial Guinea,1993,9.357992939
Equatorial Guinea,1994,6.688648588
Equatorial Guinea,1995,7.331252189
Equatorial Guinea,1996,4.304999419
Equatorial Guinea,1997,2.387696353
Equatorial Guinea,1998,1.501697633
Equatorial Guinea,1999,1.796353191
Equatorial Guinea,2000,1.491861774
Equatorial Guinea,2001,1.668832607
Equatorial Guinea,2002,2.867519067
Equatorial Guinea,2003,3.591647594
Equatorial Guinea,2004,2.172172304
Equatorial Guinea,2005,2.357526577
Equatorial Guinea,2006,2.592111483
Equatorial Guinea,2007,2.671073718
Equatorial Guinea,2008,2.216483441
Equatorial Guinea,2009,2.3966456
Equatorial Guinea,2010,2.531548262
Equatorial Guinea,2011,2.610374448
Equatorial Guinea,2012,2.608902849
Equatorial Guinea,2013,2.520594458
Equatorial Guinea,2014,2.629228383
Eritrea,1992,10.60171651
Eritrea,1993,9.81029892
Eritrea,1994,8.347867426
Eritrea,1995,8.522650169
Eritrea,1996,8.188041012
Eritrea,1997,7.540050547
Eritrea,1998,4.816401169
Eritrea,1999,4.99325873
Eritrea,2000,5.202372723
Eritrea,2001,5.012197676
Eritrea,2002,4.909889205
Eritrea,2003,5.401414367
Eritrea,2004,4.93940932
Eritrea,2005,4.934520932
Eritrea,2006,4.539424853
Eritrea,2007,4.622240519
Eritrea,2008,4.820060099
Eritrea,2009,4.965969665
Eritrea,2010,4.987258784
Eritrea,2011,4.705405031
Eritrea,2012,4.808554763
Eritrea,2013,4.868904124
Eritrea,2014,4.948192957
Estonia,1990,17.98850554
Estonia,1991,18.23322398
Estonia,1992,16.65290977
Estonia,1993,14.6296811
Estonia,1994,15.06531268
Estonia,1995,13.709309
Estonia,1996,14.30791306
Estonia,1997,12.55144278
Estonia,1998,10.99993095
Estonia,1999,10.42781637
Estonia,2000,9.235859078
Estonia,2001,9.057598849
Estonia,2002,8.183602173
Estonia,2003,8.418182115
Estonia,2004,8.070110453
Estonia,2005,7.247801395
Estonia,2006,6.412805454
Estonia,2007,6.660014706
Estonia,2008,6.794021645
Estonia,2009,7.067713957
Estonia,2010,7.964254373
Estonia,2011,7.406647402
Estonia,2012,6.911668731
Estonia,2013,7.509976753
Estonia,2014,7.230473336
Ethiopia,1990,30.62777387
Ethiopia,1991,34.11260658
Ethiopia,1992,38.26219649
Ethiopia,1993,35.23218429
Ethiopia,1994,35.46826961
Ethiopia,1995,34.65784112
Ethiopia,1996,31.87746437
Ethiopia,1997,31.79393618
Ethiopia,1998,33.94198341
Ethiopia,1999,33.18132473
Ethiopia,2000,32.25185376
Ethiopia,2001,30.90028904
Ethiopia,2002,31.34304557
Ethiopia,2003,33.05451195
Ethiopia,2004,29.97482643
Ethiopia,2005,27.46927338
Ethiopia,2006,25.5342218
Ethiopia,2007,23.62806956
Ethiopia,2008,21.97238829
Ethiopia,2009,20.75798563
Ethiopia,2010,18.96226638
Ethiopia,2011,17.63183002
Ethiopia,2012,16.69481066
Ethiopia,2013,15.62376818
Ethiopia,2014,14.59891042
Europe & Central Asia,1990,7.540972208
Europe & Central Asia,1991,7.581492169
Europe & Central Asia,1992,7.383538764
Europe & Central Asia,1993,7.286642288
Europe & Central Asia,1994,6.95099251
Europe & Central Asia,1995,6.918177656
Europe & Central Asia,1996,6.907421614
Europe & Central Asia,1997,6.593431106
Europe & Central Asia,1998,6.455650569
Europe & Central Asia,1999,6.272567243
Europe & Central Asia,2000,6.049517213
Europe & Central Asia,2001,5.99820684
Europe & Central Asia,2002,5.88655378
Europe & Central Asia,2003,5.904808963
Europe & Central Asia,2004,5.749403125
Europe & Central Asia,2005,5.58462278
Europe & Central Asia,2006,5.424500957
Europe & Central Asia,2007,5.172250675
Europe & Central Asia,2008,5.119802398
Europe & Central Asia,2009,5.038720006
Europe & Central Asia,2010,5.148289196
Europe & Central Asia,2011,4.982739745
Europe & Central Asia,2012,4.969562419
Europe & Central Asia,2013,4.869897821
Europe & Central Asia,2014,4.645194408
Fiji,1990,4.555201992
Fiji,1991,4.998267997
Fiji,1992,4.911816029
Fiji,1993,4.802992549
Fiji,1994,5.019518711
Fiji,1995,4.530224552
Fiji,1996,4.533373546
Fiji,1997,4.073541979
Fiji,1998,3.54738517
Fiji,1999,3.741901144
Fiji,2000,3.817104551
Fiji,2001,4.183587142
Fiji,2002,3.663788452
Fiji,2003,3.920028226
Fiji,2004,4.492765217
Fiji,2005,3.749052938
Fiji,2006,3.98972704
Fiji,2007,3.704264337
Fiji,2008,3.187669035
Fiji,2009,2.596048325
Fiji,2010,3.274095295
Fiji,2011,3.240509144
Fiji,2012,3.039494006
Fiji,2013,3.265837364
Fiji,2014,3.116301518
Finland,1990,8.33241214
Finland,1991,8.984833334
Finland,1992,8.757385279
Finland,1993,9.254140487
Finland,1994,9.507525833
Finland,1995,8.682203709
Finland,1996,9.00927161
Finland,1997,8.794066917
Finland,1998,8.419894237
Finland,1999,8.035134299
Finland,2000,7.595924635
Finland,2001,7.597617699
Finland,2002,7.86169662
Finland,2003,8.126520787
Finland,2004,7.906339289
Finland,2005,7.099144077
Finland,2006,7.422568899
Finland,2007,6.950301527
Finland,2008,6.62889475
Finland,2009,6.824643528
Finland,2010,7.251961323
Finland,2011,6.800210143
Finland,2012,6.653857031
Finland,2013,6.564407681
Finland,2014,6.743381318
France,1990,5.447532803
France,1991,5.698379908
France,1992,5.512406362
France,1993,5.637950686
France,1994,5.300227458
France,1995,5.408046496
France,1996,5.636043733
France,1997,5.338704796
France,1998,5.305254589
France,1999,5.122011483
France,2000,4.979208979
France,2001,5.050911098
France,2002,5.007165382
France,2003,5.055627496
France,2004,4.990643234
France,2005,4.932068645
France,2006,4.740105419
France,2007,4.577936356
France,2008,4.589101947
France,2009,4.52464753
France,2010,4.577213349
France,2011,4.315282989
France,2012,4.316593164
France,2013,4.310501534
France,2014,4.123187259
Gabon,1990,2.663770007
Gabon,1991,2.592229153
Gabon,1992,2.859319311
Gabon,1993,2.910449149
Gabon,1994,2.487525206
Gabon,1995,2.598559136
Gabon,1996,2.611188966
Gabon,1997,2.499953252
Gabon,1998,2.5698904
Gabon,1999,2.746841197
Gabon,2000,2.812491647
Gabon,2001,2.95599068
Gabon,2002,3.577236645
Gabon,2003,4.113073628
Gabon,2004,4.740728809
Gabon,2005,5.271025338
Gabon,2006,6.152547532
Gabon,2007,6.485774467
Gabon,2008,7.371457393
Gabon,2009,8.053718241
Gabon,2010,8.447934726
Gabon,2011,6.352233917
Gabon,2012,5.34823726
Gabon,2013,7.391749703
Gabon,2014,6.792438512
Gambia,1990,4.767642157
Gambia,1991,4.740279424
Gambia,1992,4.772257614
Gambia,1993,4.799452227
Gambia,1994,4.66292979
Gambia,1995,4.739005975
Gambia,1996,4.635924089
Gambia,1997,4.446984072
Gambia,1998,4.423674469
Gambia,1999,4.325682689
Gambia,2000,4.683610536
Gambia,2001,4.530648176
Gambia,2002,4.973699218
Gambia,2003,4.692172882
Gambia,2004,4.443709757
Gambia,2005,4.522825375
Gambia,2006,4.588159241
Gambia,2007,4.861571858
Gambia,2008,4.685441462
Gambia,2009,4.695579095
Gambia,2010,4.414635018
Gambia,2011,4.70337121
Gambia,2012,4.517920172
Gambia,2013,4.269259392
Gambia,2014,4.620075222
Georgia,1990,13.50180914
Georgia,1991,13.85896535
Georgia,1992,21.66247591
Georgia,1993,26.90651733
Georgia,1994,18.50130516
Georgia,1995,14.33966845
Georgia,1996,12.96719603
Georgia,1997,10.29727004
Georgia,1998,9.232724154
Georgia,1999,8.216648034
Georgia,2000,8.31953753
Georgia,2001,7.111507916
Georgia,2002,6.673006949
Georgia,2003,6.38966578
Georgia,2004,6.20393481
Georgia,2005,5.782747863
Georgia,2006,5.642128005
Georgia,2007,5.535444248
Georgia,2008,4.864959534
Georgia,2009,5.208925031
Georgia,2010,4.944773568
Georgia,2011,5.235154052
Georgia,2012,5.146379046
Georgia,2013,5.235502846
Georgia,2014,5.636552521
Germany,1990,5.882255835
Germany,1991,5.486247419
Germany,1992,5.282719615
Germany,1993,5.28141612
Germany,1994,5.130124908
Germany,1995,5.095554435
Germany,1996,5.224961854
Germany,1997,5.085347983
Germany,1998,4.956462247
Germany,1999,4.749688494
Germany,2000,4.635294282
Germany,2001,4.694756909
Germany,2002,4.589391211
Germany,2003,4.59786268
Germany,2004,4.576951194
Germany,2005,4.511465998
Germany,2006,4.47122845
Germany,2007,4.099191676
Germany,2008,4.099406678
Germany,2009,4.068098366
Germany,2010,4.115335557
Germany,2011,3.773036713
Germany,2012,3.771810715
Germany,2013,3.831755977
Germany,2014,3.63329953
Ghana,1990,7.888965099
Ghana,1991,7.753858888
Ghana,1992,7.730910282
Ghana,1993,7.72578171
Ghana,1994,7.782226757
Ghana,1995,7.823765177
Ghana,1996,7.737873687
Ghana,1997,7.760751907
Ghana,1998,7.834578111
Ghana,1999,7.7939201
Ghana,2000,6.142025614
Ghana,2001,5.943691865
Ghana,2002,5.65338092
Ghana,2003,5.084789557
Ghana,2004,4.812316897
Ghana,2005,4.504425408
Ghana,2006,4.510217058
Ghana,2007,4.32268464
Ghana,2008,3.960569358
Ghana,2009,4.09116712
Ghana,2010,4.135251167
Ghana,2011,3.870506404
Ghana,2012,3.832762752
Ghana,2013,3.736737437
Ghana,2014,3.626099348
Greece,1990,4.178203658
Greece,1991,4.085797669
Greece,1992,4.157357999
Greece,1993,4.17180205
Greece,1994,4.203898796
Greece,1995,4.15391387
Greece,1996,4.167562272
Greece,1997,4.146574465
Greece,1998,4.202625825
Greece,1999,4.093507106
Greece,2000,4.148134339
Greece,2001,4.118488825
Greece,2002,4.007873445
Greece,2003,3.897841402
Greece,2004,3.782051348
Greece,2005,3.828394709
Greece,2006,3.620715939
Greece,2007,3.504792087
Greece,2008,3.539770169
Greece,2009,3.579140103
Greece,2010,3.55173848
Greece,2011,3.786016243
Greece,2012,4.054509533
Greece,2013,3.682004289
Greece,2014,3.626772097
Grenada,1990,2.241028939
Grenada,1991,2.254888746
Grenada,1992,2.37852841
Grenada,1993,2.57911292
Grenada,1994,2.87293897
Grenada,1995,2.996402634
Grenada,1996,2.943203233
Grenada,1997,3.117220362
Grenada,1998,3.083594547
Grenada,1999,3.03473384
Grenada,2000,2.951575088
Grenada,2001,3.085715109
Grenada,2002,3.113240047
Grenada,2003,3.016049878
Grenada,2004,2.946738828
Grenada,2005,2.741141673
Grenada,2006,2.95528185
Grenada,2007,2.949403193
Grenada,2008,3.033777152
Grenada,2009,3.259769268
Grenada,2010,3.399375923
Grenada,2011,3.247588899
Grenada,2012,3.491002731
Grenada,2013,3.843400945
Grenada,2014,2.954964831
Guatemala,1990,3.908459044
Guatemala,1991,3.877035026
Guatemala,1992,3.900538501
Guatemala,1993,3.740736356
Guatemala,1994,3.78913566
Guatemala,1995,3.822924349
Guatemala,1996,3.816489552
Guatemala,1997,3.826469836
Guatemala,1998,3.963299829
Guatemala,1999,4.192285797
Guatemala,2000,4.16779586
Guatemala,2001,4.158155092
Guatemala,2002,4.035765513
Guatemala,2003,4.09176578
Guatemala,2004,4.085284431
Guatemala,2005,3.977602381
Guatemala,2006,3.833558879
Guatemala,2007,3.874722473
Guatemala,2008,3.595447327
Guatemala,2009,4.105399396
Guatemala,2010,4.345127368
Guatemala,2011,4.460229835
Guatemala,2012,4.400079514
Guatemala,2013,4.615932374
Guatemala,2014,4.862508596
Guinea,1990,15.50730843
Guinea,1991,15.71440193
Guinea,1992,11.87786374
Guinea,1993,11.48473515
Guinea,1994,11.35916814
Guinea,1995,15.3770405
Guinea,1996,14.95154094
Guinea,1997,10.24755611
Guinea,1998,10.06540818
Guinea,1999,13.17400772
Guinea,2000,12.84655527
Guinea,2001,12.54717472
Guinea,2002,12.06325524
Guinea,2003,11.99321458
Guinea,2004,11.8883021
Guinea,2005,11.6386233
Guinea,2006,11.45952399
Guinea,2007,11.41549331
Guinea,2008,10.93426429
Guinea,2009,11.13288478
Guinea,2010,11.39719078
Guinea,2011,11.09359823
Guinea,2012,10.6059523
Guinea,2013,10.08693747
Guinea,2014,10.17288937
Guinea-Bissau,1990,12.62682881
Guinea-Bissau,1991,12.13595571
Guinea-Bissau,1992,12.10745383
Guinea-Bissau,1993,12.05490625
Guinea-Bissau,1994,11.68172315
Guinea-Bissau,1995,11.34047832
Guinea-Bissau,1996,10.3048526
Guinea-Bissau,1997,9.907953397
Guinea-Bissau,1998,13.92328369
Guinea-Bissau,1999,14.38688143
Guinea-Bissau,2000,13.68871922
Guinea-Bissau,2001,13.61467766
Guinea-Bissau,2002,13.98498326
Guinea-Bissau,2003,14.42960752
Guinea-Bissau,2004,14.31154607
Guinea-Bissau,2005,13.93980568
Guinea-Bissau,2006,13.85516605
Guinea-Bissau,2007,13.71235674
Guinea-Bissau,2008,13.41132225
Guinea-Bissau,2009,13.22512013
Guinea-Bissau,2010,12.86771531
Guinea-Bissau,2011,11.94989218
Guinea-Bissau,2012,12.35507513
Guinea-Bissau,2013,12.44855558
Guinea-Bissau,2014,12.37991099
Guyana,1990,11.58387556
Guyana,1991,9.419647986
Guyana,1992,9.244659762
Guyana,1993,8.746238185
Guyana,1994,9.835913806
Guyana,1995,9.649573355
Guyana,1996,9.446968284
Guyana,1997,9.155492817
Guyana,1998,9.419557856
Guyana,1999,9.660760651
Guyana,2000,9.295656064
Guyana,2001,9.135296044
Guyana,2002,9.333545425
Guyana,2003,9.197154116
Guyana,2004,9.369257931
Guyana,2005,8.337296673
Guyana,2006,7.407478793
Guyana,2007,7.835031223
Guyana,2008,7.541920116
Guyana,2009,7.26669112
Guyana,2010,7.357599779
Guyana,2011,7.495791551
Guyana,2012,7.461092888
Guyana,2013,6.715872586
Guyana,2014,6.611909566
Haiti,1990,4.391253933
Haiti,1991,4.304373375
Haiti,1992,4.720577978
Haiti,1993,4.823610215
Haiti,1994,5.031711039
Haiti,1995,5.397193079
Haiti,1996,5.948895608
Haiti,1997,6.103423259
Haiti,1998,5.977431615
Haiti,1999,5.897969396
Haiti,2000,5.65963893
Haiti,2001,5.843474376
Haiti,2002,6.58679335
Haiti,2003,6.303752235
Haiti,2004,6.738715753
Haiti,2005,9.856399585
Haiti,2006,9.925120398
Haiti,2007,10.06307964
Haiti,2008,10.10727406
Haiti,2009,9.946923952
Haiti,2010,10.5830589
Haiti,2011,10.38126938
Haiti,2012,10.45566814
Haiti,2013,10.09329028
Haiti,2014,9.949935889
High income,1990,6.571918908
High income,1991,6.582840153
High income,1992,6.5352877
High income,1993,6.54884398
High income,1994,6.464928167
High income,1995,6.427866839
High income,1996,6.428088827
High income,1997,6.25835043
High income,1998,6.124571282
High income,1999,6.035086684
High income,2000,5.926569621
High income,2001,5.839317155
High income,2002,5.791724985
High income,2003,5.733961253
High income,2004,5.659121519
High income,2005,5.521725911
High income,2006,5.367815914
High income,2007,5.252611598
High income,2008,5.188628193
High income,2009,5.141358585
High income,2010,5.183235089
High income,2011,4.975451699
High income,2012,4.896663772
High income,2013,4.852080105
High income,2014,4.762205388
Honduras,1990,6.339004011
Honduras,1991,6.193102393
Honduras,1992,6.115057401
Honduras,1993,5.883397464
Honduras,1994,6.188180314
Honduras,1995,6.322308147
Honduras,1996,6.127506533
Honduras,1997,6.375020241
