Entity,Year,Average monthly precipitation,Precipitation weighted by Population,Precipitation weighted by Area
Mexico,1974,6.504932336,8.561513699,6.629750483
Mexico,1975,6.050990026,8.130608708,6.177072775
Mexico,1976,7.285884375,9.641227795,7.414435514
Mexico,1977,5.84341284,7.516058731,5.960721896
Mexico,1978,7.419414752,9.019807851,7.548767741
Mexico,1979,5.861442305,7.437101514,5.98643493
Mexico,1980,5.915198249,7.695534304,6.030024599
Mexico,1981,7.367814567,8.79035105,7.503036179
Mexico,1982,5.305695629,6.321444891,5.39989051
Mexico,1983,6.450372728,7.456117707,6.548458613
Mexico,1984,7.263520899,8.522098482,7.383832172
Mexico,1985,6.20227446,7.839985901,6.312355577
Mexico,1986,6.365020169,7.817953765,6.458068743
Mexico,1987,5.648846166,6.921215271,5.74330942
Mexico,1988,6.615165016,8.102539921,6.743284092
Mexico,1989,5.86717118,7.318305488,5.988507299
Mexico,1990,6.707590219,8.530024313,6.809587334
Mexico,1991,6.5425831,8.173554721,6.641975159
Mexico,1992,6.950733615,8.844010403,7.073751362
Mexico,1993,7.100548448,8.420364096,7.23105051
Mexico,1994,5.471252368,6.942578741,5.559115757
Mexico,1995,6.628683512,8.725369957,6.792307981
Mexico,1996,6.498731018,8.000932874,6.638692341
Mexico,1997,6.491225069,8.127386409,6.608792233
Mexico,1998,6.019986944,8.138794009,6.147998983
Mexico,1999,5.112410982,6.295365416,5.221668162
Mexico,2000,5.583923326,7.22705448,5.683993961
Mexico,2001,5.202152191,6.898877676,5.309155446
Mexico,2002,6.076496911,8.290333617,6.196905015
Mexico,2003,7.718106606,9.99205758,7.884802039
Mexico,2004,6.700927108,8.807341016,6.807062866
Mexico,2005,5.900555555,7.437800124,6.013331276
Mexico,2006,5.514459857,7.238273222,5.622849778
Mexico,2007,5.652927357,6.876212328,5.747142978
Mexico,2008,6.008151705,7.098327782,6.113506242
Mexico,2009,5.001125346,6.467787204,5.092351914
Mexico,2010,6.287191374,7.842735779,6.409208288
Mexico,2011,5.063196809,6.502915865,5.1874904
Mexico,2012,5.152096383,6.642891506,5.254501678
Mexico,2013,6.487542741,8.070205618,6.613105529
Mexico,2014,6.183410485,8.252529328,6.295913443
Moldova,1900,4.179833364,4.218106745,4.181940741
Moldova,1901,4.998055553,4.879159832,4.995236113
Moldova,1902,3.442166646,3.391284539,3.442252561
Moldova,1903,3.05555555,2.985107744,3.053502068
Moldova,1904,3.462888877,3.405244068,3.46026291
Moldova,1905,4.076111174,4.159492917,4.076506939
Moldova,1906,4.629055564,4.681980058,4.629283441
Moldova,1907,3.974722211,3.994402784,3.97069996
Moldova,1908,3.820444441,3.786448552,3.818223458
Moldova,1909,4.015055561,4.014243372,4.013983246
Moldova,1910,4.631777795,4.669790329,4.631018488
Moldova,1911,4.613833364,4.577274707,4.609590594
Moldova,1912,6.382166704,6.506915698,6.380599708
Moldova,1913,4.007722235,3.939693414,4.00260744
Moldova,1914,5.925,6.125567079,5.928561654
Moldova,1915,5.306333351,5.423074402,5.308186079
Moldova,1916,4.094277795,4.068661564,4.091828656
Moldova,1917,3.714388895,3.699396843,3.713434134
Moldova,1918,4.161999989,4.151234553,4.161747279
Moldova,1919,5.122500006,5.143088214,5.124591015
Moldova,1920,3.186666648,3.168545861,3.185441463
Moldova,1921,3.440111097,3.436244206,3.43888319
Moldova,1922,5.377666632,5.431998015,5.374621964
Moldova,1923,4.233999968,4.184615335,4.231020656
Moldova,1924,3.272555558,3.240724528,3.27200029
Moldova,1925,3.740611124,3.745121439,3.739322364
Moldova,1926,4.62855552,4.703000099,4.625863086
Moldova,1927,3.867000055,3.862142815,3.864202351
Moldova,1928,4.002666632,3.997698625,3.999706516
Moldova,1929,3.256611077,3.272308917,3.257475833
Moldova,1930,3.968166637,3.867163498,3.963578252
Moldova,1931,4.092777793,4.168997162,4.09615892
Moldova,1932,4.575555547,4.580297379,4.575364446
Moldova,1933,5.712555536,5.853397477,5.718642585
Moldova,1934,3.402833319,3.455746019,3.402486469
Moldova,1935,3.087222163,3.049222418,3.086890736
Moldova,1936,4.351055543,4.406428262,4.350517145
Moldova,1937,4.546166674,4.531621603,4.542810551
Moldova,1938,3.607111104,3.541693477,3.605011224
Moldova,1939,3.959611114,3.959444494,3.960478964
Moldova,1940,5.024055592,4.941622216,5.023167545
Moldova,1941,5.62477773,5.674394699,5.628703377
Moldova,1942,3.602611113,3.64525864,3.603672075
Moldova,1943,4.006166649,4.020904798,4.009665387
Moldova,1944,4.055166674,4.039298279,4.054598081
Moldova,1945,2.955833292,2.940957658,2.951269839
Moldova,1946,3.417666658,3.450948588,3.415444506
Moldova,1947,4.330500031,4.361248733,4.329451719
Moldova,1948,4.145888869,4.20335952,4.139755046
Moldova,1949,4.494166708,4.53042814,4.488869095
Moldova,1950,3.628055573,3.606427478,3.625331929
Moldova,1951,3.09688886,3.08002937,3.092993419
Moldova,1952,4.57438887,4.674594243,4.57941789
Moldova,1953,3.038222218,3.058857138,3.037395106
Moldova,1954,3.906499958,3.974462561,3.908828672
Moldova,1955,5.261388906,5.311477563,5.257685955
Moldova,1956,3.825,3.850364652,3.82489129
Moldova,1957,3.372555558,3.363213487,3.372708225
Moldova,1958,4.618555562,4.61175585,4.619763176
Moldova,1959,3.892944447,3.8628625,3.893761301
Moldova,1960,4.247166681,4.242417257,4.243339862
Moldova,1961,3.883999999,3.924830385,3.885810864
Moldova,1962,4.613833332,4.667134119,4.612691798
Moldova,1963,4.119444418,4.237011412,4.123589721
Moldova,1964,4.358722258,4.315091623,4.355908625
Moldova,1965,3.885333331,3.891469043,3.884091686
Moldova,1966,5.774722226,5.840825116,5.776332622
Moldova,1967,3.588722229,3.62917587,3.587577942
Moldova,1968,5.107999961,5.023441399,5.10834994
Moldova,1969,4.837500016,4.759993734,4.837089095
Moldova,1970,5.519388898,5.598334814,5.511821604
Moldova,1971,5.342499955,5.363134356,5.336500555
Moldova,1972,5.161666648,5.15860601,5.163531934
Moldova,1973,3.539166641,3.565146547,3.536257708
Moldova,1974,4.400611067,4.327334001,4.39365391
Moldova,1975,3.478611104,3.518551245,3.477772048
Moldova,1976,4.430777788,4.46736643,4.427763763
Moldova,1977,3.835277748,3.887152833,3.836029375
Moldova,1978,4.860277748,4.891498738,4.857554054
Moldova,1979,4.955055555,5.016712425,4.959102319
Moldova,1980,5.810611057,5.842364655,5.808744493
Moldova,1981,5.044888846,5.007495105,5.036663913
Moldova,1982,3.385055574,3.430430974,3.38227224
Moldova,1983,3.457888873,3.471564108,3.455032864
Moldova,1984,5.071444416,5.087155269,5.070247564
Moldova,1985,4.666944408,4.673484844,4.66262661
Moldova,1986,2.965944433,2.966280703,2.965420151
Moldova,1987,3.794611104,3.893802725,3.789874165
Moldova,1988,4.80594449,4.876463469,4.803951245
Moldova,1989,4.139944506,4.166532341,4.132093106
Moldova,1990,2.891222199,2.918832441,2.888151101
Moldova,1991,4.970222282,4.976148669,4.968375634
Moldova,1992,3.259722201,3.254874104,3.25699333
Moldova,1993,4.134833368,4.355515355,4.134127119
Moldova,1994,3.330166626,3.382415736,3.327074495
Moldova,1995,3.976555538,4.254657715,3.972335829
Moldova,1996,4.39000001,4.587190158,4.385283669
Moldova,1997,4.012166675,4.205210444,4.014778821
Moldova,1998,4.271944443,4.449932896,4.268933888
Moldova,1999,3.950666698,4.024914256,3.951331086
Moldova,2000,3.442777745,3.479605041,3.441028584
Moldova,2001,4.863277849,4.898612673,4.858544825
Moldova,2002,4.256166633,4.312536995,4.255304818
Moldova,2003,3.695111084,3.721444722,3.693051278
Moldova,2004,4.807000097,4.886405849,4.810479458
Moldova,2005,4.869277763,4.821251584,4.871192017
Moldova,2006,4.300277837,4.277870035,4.295457182
Moldova,2007,3.808555524,3.758843347,3.808263409
Moldova,2008,4.77216665,4.692115884,4.762063881
Moldova,2009,3.68483332,3.624539569,3.684485089
Moldova,2010,5.571611087,5.573003809,5.56963834
Moldova,2011,3.110833359,3.12073023,3.111468799
Moldova,2012,4.304333337,4.313140062,4.305464228
Moldova,2013,4.70644447,4.66297644,4.703060253
Moldova,2014,4.756944434,4.725171899,4.757839238
Monaco,1900,7.18083334,7.18083334,7.18083334
Monaco,1901,8.993332863,8.993332863,8.993332863
Monaco,1902,6.338333607,6.338333607,6.338333607
Monaco,1903,7.298333168,7.298333168,7.298333168
Monaco,1904,4.573333263,4.573333263,4.573333263
Monaco,1905,7.720833302,7.720833302,7.720833302
Monaco,1906,5.112500191,5.112500191,5.112500191
Monaco,1907,7.84916687,7.84916687,7.84916687
Monaco,1908,3.981666565,3.981666565,3.981666565
Monaco,1909,6.362500191,6.362500191,6.362500191
Monaco,1910,7.764166832,7.764166832,7.764166832
Monaco,1911,6.690833092,6.690833092,6.690833092
Monaco,1912,6.525000095,6.525000095,6.525000095
Monaco,1913,6.196666718,6.196666718,6.196666718
Monaco,1914,7.765833378,7.765833378,7.765833378
Monaco,1915,7.607500076,7.607500076,7.607500076
Monaco,1916,8.065833092,8.065833092,8.065833092
Monaco,1917,6.045000076,6.045000076,6.045000076
Monaco,1918,6.287499905,6.287499905,6.287499905
Monaco,1919,5.685833454,5.685833454,5.685833454
Monaco,1920,8.168333054,8.168333054,8.168333054
Monaco,1921,2.895833254,2.895833254,2.895833254
Monaco,1922,5.859166622,5.859166622,5.859166622
Monaco,1923,6.033333302,6.033333302,6.033333302
Monaco,1924,6.101666451,6.101666451,6.101666451
Monaco,1925,5.174166679,5.174166679,5.174166679
Monaco,1926,8.490833282,8.490833282,8.490833282
Monaco,1927,6.254166603,6.254166603,6.254166603
Monaco,1928,6.91166687,6.91166687,6.91166687
Monaco,1929,4.9375,4.9375,4.9375
Monaco,1930,6.880000114,6.880000114,6.880000114
Monaco,1931,6.148333549,6.148333549,6.148333549
Monaco,1932,7.126667023,7.126667023,7.126667023
Monaco,1933,6.485833168,6.485833168,6.485833168
Monaco,1934,7.056666851,7.056666851,7.056666851
Monaco,1935,7.813333511,7.813333511,7.813333511
Monaco,1936,7.543333054,7.543333054,7.543333054
Monaco,1937,7.972499847,7.972499847,7.972499847
Monaco,1938,5.679166317,5.679166317,5.679166317
Monaco,1939,6.449166775,6.449166775,6.449166775
Monaco,1940,6.083333015,6.083333015,6.083333015
Monaco,1941,7.095833302,7.095833302,7.095833302
Monaco,1942,6.090000153,6.090000153,6.090000153
Monaco,1943,5.813333511,5.813333511,5.813333511
Monaco,1944,4.690000057,4.690000057,4.690000057
Monaco,1945,5.105000019,5.105000019,5.105000019
Monaco,1946,5.316666603,5.316666603,5.316666603
Monaco,1947,6.762499809,6.762499809,6.762499809
Monaco,1948,6.849999905,6.849999905,6.849999905
Monaco,1949,5.664166451,5.664166451,5.664166451
Monaco,1950,4.949999809,4.949999809,4.949999809
Monaco,1951,9.285833359,9.285833359,9.285833359
Monaco,1952,6.039166927,6.039166927,6.039166927
Monaco,1953,5.86833334,5.86833334,5.86833334
Monaco,1954,5.714166641,5.714166641,5.714166641
Monaco,1955,5.401666641,5.401666641,5.401666641
Monaco,1956,7.158333302,7.158333302,7.158333302
Monaco,1957,8.621666908,8.621666908,8.621666908
Monaco,1958,7.015000343,7.015000343,7.015000343
Monaco,1959,9.755000114,9.755000114,9.755000114
Monaco,1960,9.654999733,9.654999733,9.654999733
Monaco,1961,6.623332977,6.623332977,6.623332977
Monaco,1962,5.149166584,5.149166584,5.149166584
Monaco,1963,7.104166985,7.104166985,7.104166985
Monaco,1964,6.026666641,6.026666641,6.026666641
Monaco,1965,5.824166775,5.824166775,5.824166775
Monaco,1966,8.5625,8.5625,8.5625
Monaco,1967,3.147500038,3.147500038,3.147500038
Monaco,1968,8.9375,8.9375,8.9375
Monaco,1969,6.317500114,6.317500114,6.317500114
Monaco,1970,4.541666508,4.541666508,4.541666508
Monaco,1971,6.641666412,6.641666412,6.641666412
Monaco,1972,8.701666832,8.701666832,8.701666832
Monaco,1973,5.625833511,5.625833511,5.625833511
Monaco,1974,6.079999924,6.079999924,6.079999924
Monaco,1975,8.270833015,8.270833015,8.270833015
Monaco,1976,7.595833302,7.595833302,7.595833302
Monaco,1977,7.748333454,7.748333454,7.748333454
Monaco,1978,6.377500057,6.377500057,6.377500057
Monaco,1979,9.616666794,9.616666794,9.616666794
Monaco,1980,4.266666889,4.266666889,4.266666889
Monaco,1981,4.565000057,4.565000057,4.565000057
Monaco,1982,4.723333359,4.723333359,4.723333359
Monaco,1983,5.675000191,5.675000191,5.675000191
Monaco,1984,7.649166584,7.649166584,7.649166584
Monaco,1985,4.972499847,4.972499847,4.972499847
Monaco,1986,5.11833334,5.11833334,5.11833334
Monaco,1987,8.101666451,8.101666451,8.101666451
Monaco,1988,4.593333721,4.593333721,4.593333721
Monaco,1989,4.004166603,4.004166603,4.004166603
Monaco,1990,5.522500038,5.522500038,5.522500038
Monaco,1991,7.278333187,7.278333187,7.278333187
Monaco,1992,7.079166412,7.079166412,7.079166412
Monaco,1993,7.15083313,7.15083313,7.15083313
Monaco,1994,6.875,6.875,6.875
Monaco,1995,5.646666527,5.646666527,5.646666527
Monaco,1996,8.65083313,8.65083313,8.65083313
Monaco,1997,5.636666775,5.636666775,5.636666775
Monaco,1998,5.940833092,5.940833092,5.940833092
Monaco,1999,6.792500019,6.792500019,6.792500019
Monaco,2000,9.50249958,9.50249958,9.50249958
Monaco,2001,3.394166708,3.394166708,3.394166708
Monaco,2002,7.560833454,7.560833454,7.560833454
Monaco,2003,3.752499819,3.752499819,3.752499819
Monaco,2004,5.000833511,5.000833511,5.000833511
Monaco,2005,5.209166527,5.209166527,5.209166527
Monaco,2006,4.679999828,4.679999828,4.679999828
Monaco,2007,2.673333406,2.673333406,2.673333406
Monaco,2008,8.229166985,8.229166985,8.229166985
Monaco,2009,6.698333263,6.698333263,6.698333263
Monaco,2010,7.373333454,7.373333454,7.373333454
Monaco,2011,5.759166718,5.759166718,5.759166718
Monaco,2012,6.38166666,6.38166666,6.38166666
Monaco,2013,7.929166317,7.929166317,7.929166317
Monaco,2014,10.29500008,10.29500008,10.29500008
Mongolia,1900,1.1377103,1.400985107,1.120372867
Mongolia,1901,1.345715249,1.800936858,1.327711622
Mongolia,1902,1.244569279,1.680487964,1.226040057
Mongolia,1903,1.082634952,1.303140155,1.062135129
Mongolia,1904,1.222914979,1.616921914,1.203661417
Mongolia,1905,1.269446692,1.610418145,1.252493001
Mongolia,1906,1.977679936,2.659930577,1.960614956
Mongolia,1907,1.53702879,1.899109034,1.518016541
Mongolia,1908,1.462694555,1.745069657,1.445509892
Mongolia,1909,1.68471997,2.062516723,1.672877804
Mongolia,1910,1.172992577,1.48070296,1.154157048
Mongolia,1911,1.57023954,2.029834275,1.554331421
Mongolia,1912,1.524269006,1.826374628,1.505425966
Mongolia,1913,1.568183759,1.76947495,1.548043396
Mongolia,1914,1.866456367,2.232756413,1.847747081
Mongolia,1915,1.612621456,1.964243574,1.589229488
Mongolia,1916,1.972187359,2.446649741,1.958653643
Mongolia,1917,1.34593005,1.86699482,1.330623077
Mongolia,1918,1.100928926,1.492889047,1.083650284
Mongolia,1919,1.530504948,2.037566365,1.509012242
Mongolia,1920,1.385772607,1.567417142,1.371984603
Mongolia,1921,1.332571976,1.615100848,1.318791418
Mongolia,1922,1.302162617,1.727006447,1.291257139
Mongolia,1923,0.937273953,1.495309979,0.919675612
Mongolia,1924,1.240238417,1.871604581,1.225125632
Mongolia,1925,1.302691181,1.775875173,1.282630771
Mongolia,1926,1.649498428,2.033009046,1.630654917
Mongolia,1927,1.530161945,2.058350958,1.507846647
Mongolia,1928,1.140537561,1.35410286,1.118731302
Mongolia,1929,1.374600765,1.518382494,1.36309142
Mongolia,1930,1.537637197,1.992700031,1.515863522
Mongolia,1931,1.427579843,1.709209836,1.411453694
Mongolia,1932,1.780754609,2.717280839,1.751260065
Mongolia,1933,1.437768781,2.034204849,1.422672625
Mongolia,1934,1.42669703,1.489056064,1.420235287
Mongolia,1935,1.198238866,1.468120711,1.176859489
Mongolia,1936,1.638724696,1.888981126,1.617012079
Mongolia,1937,1.596847727,1.577170854,1.577651593
Mongolia,1938,1.49236055,1.566080757,1.470592432
Mongolia,1939,1.578739314,2.038283688,1.562771178
Mongolia,1940,1.897288575,2.481800355,1.876229005
Mongolia,1941,1.438805669,1.753731274,1.412398997
Mongolia,1942,1.30223684,1.5377085,1.281726273
Mongolia,1943,2.005994153,2.554761995,1.993287497
Mongolia,1944,1.030168691,1.182105782,1.013034664
Mongolia,1945,1.637944218,2.030566388,1.616283339
Mongolia,1946,1.47451192,1.597135691,1.456265695
Mongolia,1947,1.427282951,1.853165527,1.413279476
Mongolia,1948,1.611649799,1.993718777,1.592009864
Mongolia,1949,1.483658344,2.128224808,1.467037584
Mongolia,1950,1.622510121,2.143585636,1.604147011
Mongolia,1951,1.305913179,1.697465021,1.28444254
Mongolia,1952,1.661802741,1.956607012,1.641935985
Mongolia,1953,1.622810386,1.811097817,1.609234093
Mongolia,1954,1.691955692,2.026841756,1.674793868
Mongolia,1955,1.887868871,2.10614448,1.879624568
Mongolia,1956,1.505348627,1.602460546,1.490364666
Mongolia,1957,1.434477056,1.890494942,1.41380624
Mongolia,1958,1.799192534,2.013811719,1.789411905
Mongolia,1959,2.105236168,2.283024748,2.089467819
Mongolia,1960,1.76783963,2.331598891,1.74358414
Mongolia,1961,1.953467161,2.5078437,1.934644749
Mongolia,1962,1.703105041,2.178655929,1.680268112
Mongolia,1963,1.815614034,2.455091019,1.788199795
Mongolia,1964,2.103702207,2.71160616,2.082481666
Mongolia,1965,1.359003598,1.505730512,1.337284161
Mongolia,1966,1.698126409,2.271748149,1.677530978
Mongolia,1967,1.772081649,2.710719339,1.745392873
Mongolia,1968,1.511020015,1.699223941,1.490525352
Mongolia,1969,1.989216152,2.792569655,1.970987592
Mongolia,1970,1.998978856,2.964291688,1.973553979
Mongolia,1971,1.727144623,2.928293268,1.706773693
Mongolia,1972,1.290247414,1.371564277,1.273211747
Mongolia,1973,1.936180835,2.545898647,1.919369694
Mongolia,1974,1.57206815,2.072109431,1.555109766
Mongolia,1975,1.572615835,2.150608408,1.552453687
Mongolia,1976,1.743128655,2.179588936,1.728663082
Mongolia,1977,1.597648446,1.535618544,1.591983951
Mongolia,1978,1.294446694,1.696043198,1.278528087
Mongolia,1979,1.606249437,1.701079892,1.595596019
Mongolia,1980,1.372955464,1.573375069,1.362042109
Mongolia,1981,1.515895188,1.636837993,1.50187761
Mongolia,1982,1.516594691,2.008323715,1.496577906
Mongolia,1983,1.691270807,2.253387142,1.672649332
Mongolia,1984,1.764892033,2.377887472,1.744761573
Mongolia,1985,1.478476157,1.819211947,1.456772826
Mongolia,1986,1.525295771,2.287957789,1.505104844
Mongolia,1987,1.599092444,1.807931662,1.581470538
Mongolia,1988,1.572483133,2.426075883,1.548012064
Mongolia,1989,1.437322312,1.52966981,1.4160492
Mongolia,1990,1.738067925,2.183054276,1.716552596
Mongolia,1991,1.459901032,1.465227388,1.440310378
Mongolia,1992,1.566192082,1.755946798,1.555557337
Mongolia,1993,1.881375394,2.119595112,1.861421404
Mongolia,1994,1.928856273,2.552965884,1.905042317
Mongolia,1995,1.359221774,1.888519133,1.34515953
Mongolia,1996,1.382244715,1.488394715,1.369787488
Mongolia,1997,1.428777554,1.60029333,1.412277236
Mongolia,1998,1.875277778,1.874123822,1.856872703
Mongolia,1999,1.34844692,1.686442976,1.334229783
Mongolia,2000,1.535241791,2.245830416,1.512268809
Mongolia,2001,1.454658117,1.685040063,1.434208331
Mongolia,2002,1.371141474,1.633859738,1.356300439
Mongolia,2003,1.945668013,2.071312955,1.930024815
Mongolia,2004,1.256466489,1.503870567,1.243386002
Mongolia,2005,1.298099414,1.470683454,1.277377933
Mongolia,2006,1.357052407,1.774912875,1.337194077
Mongolia,2007,1.306487855,1.503412886,1.29341711
Mongolia,2008,1.551126858,1.88705024,1.53233605
Mongolia,2009,1.358390685,1.839042691,1.334518097
Mongolia,2010,1.517324559,1.611978239,1.497796861
Mongolia,2011,1.504826811,1.904048047,1.490769658
Mongolia,2012,1.803824786,2.030478193,1.787577468
Mongolia,2013,1.814027213,2.116300685,1.78476187
Mongolia,2014,1.50367746,1.80340817,1.487915217
Montenegro,1900,15.32472213,16.39677042,15.33572008
Montenegro,1901,13.66819461,14.70145489,13.67876914
Montenegro,1902,13.65763919,14.61428326,13.66763008
Montenegro,1903,11.66138864,12.70025821,11.6720158
Montenegro,1904,11.95902769,13.22298269,11.97145281
Montenegro,1905,13.04000012,14.17047593,13.05139874
Montenegro,1906,13.34458351,14.38219962,13.35521264
Montenegro,1907,12.09874988,13.1886388,12.10980516
Montenegro,1908,12.29138891,13.4275132,12.30285543
Montenegro,1909,13.49861113,14.55531898,13.50950713
Montenegro,1910,14.77083333,15.8152513,14.781555
Montenegro,1911,11.77958322,12.81548381,11.79021352
Montenegro,1912,12.63652794,13.62621945,12.64682954
Montenegro,1913,12.79041688,13.66638887,12.79970447
Montenegro,1914,11.9619445,13.07077795,11.97323573
Montenegro,1915,16.82902813,17.78612562,16.83902113
Montenegro,1916,13.12388865,14.14966815,13.13444753
Montenegro,1917,11.98541673,13.06773338,11.9964579
Montenegro,1918,11.42138902,12.51832886,11.43250392
Montenegro,1919,14.02083349,14.98055915,14.0308832
Montenegro,1920,11.09097226,12.15441809,11.10183976
Montenegro,1921,11.97875007,13.15886599,11.99053277
Montenegro,1922,13.16958348,14.1730535,13.18000174
Montenegro,1923,10.91930564,12.02586401,10.93054241
Montenegro,1924,11.64388895,12.74211904,11.65509018
Montenegro,1925,12.66027784,13.72535659,12.67117596
Montenegro,1926,12.31361111,13.38073241,12.32453385
Montenegro,1927,11.58708358,12.69236218,11.59838323
Montenegro,1928,11.08555571,12.23666259,11.09713061
Montenegro,1929,13.11847242,14.08755889,13.12844222
Montenegro,1930,12.30236117,13.41027268,12.31362097
Montenegro,1931,13.10333331,14.12641413,13.11382745
Montenegro,1932,12.04388889,13.05985362,12.05439681
Montenegro,1933,13.56444438,14.6044595,13.575135
Montenegro,1934,12.59319448,13.61026814,12.60362669
Montenegro,1935,12.07541641,13.1581162,12.08644416
Montenegro,1936,13.17847252,14.2123079,13.18906199
Montenegro,1937,15.54541667,16.47158763,15.55515652
Montenegro,1938,11.83000016,12.8320568,11.84035277
Montenegro,1939,13.6422224,14.70983517,13.65315097
Montenegro,1940,14.3120834,15.23717277,14.32175798
Montenegro,1941,13.05527782,14.07371839,13.06585215
Montenegro,1942,12.51722225,13.60833973,12.52835932
Montenegro,1943,12.06319443,13.06341746,12.073516
Montenegro,1944,14.21888876,15.24156219,14.22943328
Montenegro,1945,11.46749997,12.44529587,11.47764193
Montenegro,1946,11.9437499,13.32356909,11.95706634
Montenegro,1947,13.26402744,14.63945738,13.27732649
Montenegro,1948,11.34041667,12.09794507,11.34890533
Montenegro,1949,12.60819451,13.66685356,12.61900906
Montenegro,1950,11.53666695,12.72953948,11.54853762
Montenegro,1951,11.73069461,12.6410316,11.74028199
Montenegro,1952,13.47430579,14.84675666,13.48736421
Montenegro,1953,8.002361059,8.404096257,8.007315331
Montenegro,1954,12.39499998,13.52045784,12.4059874
Montenegro,1955,15.13486115,16.29464308,15.14668383
Montenegro,1956,11.59416652,12.9000488,11.60668137
Montenegro,1957,12.58986108,13.84390923,12.60210974
Montenegro,1958,14.72180525,16.33087268,14.73730394
Montenegro,1959,13.19347223,13.96374616,13.20178868
Montenegro,1960,14.56833347,16.1430352,14.58414527
Montenegro,1961,9.925972144,10.45830285,9.932805241
Montenegro,1962,13.46666654,14.59247758,13.47832787
Montenegro,1963,14.01569414,15.27167485,14.02823385
Montenegro,1964,13.42513863,14.49814115,13.43592139
Montenegro,1965,12.04222218,13.05278255,12.0524815
Montenegro,1966,15.94527769,17.45616981,15.96012494
Montenegro,1967,12.17319449,13.22072775,12.18379293
Montenegro,1968,14.68597221,16.15233148,14.69988442
Montenegro,1969,15.44833326,17.05786024,15.46352949
Montenegro,1970,14.77166653,16.10654999,14.78463537
Montenegro,1971,12.60916662,13.72849401,12.62050868
Montenegro,1972,11.97097214,12.85939909,11.9802224
Montenegro,1973,12.0468057,12.9715259,12.05696059
Montenegro,1974,13.88750013,14.91013076,13.89836515
Montenegro,1975,9.541666667,9.783550354,9.545844169
Montenegro,1976,14.27986097,15.16647167,14.28968132
Montenegro,1977,12.20638895,12.92481842,12.21463085
Montenegro,1978,14.48111145,16.08731884,14.49636877
Montenegro,1979,16.25180546,17.81099044,16.2669395
Montenegro,1980,14.14527766,15.69056399,14.15987762
Montenegro,1981,12.44097217,13.30923017,12.45038176
Montenegro,1982,10.87847225,11.36264592,10.88510787
Montenegro,1983,9.912361066,9.915669655,9.914745611
Montenegro,1984,13.21166674,13.92364247,13.2202207
Montenegro,1985,12.31013886,13.11318081,12.31925462
Montenegro,1986,11.36472217,12.23886137,11.37468257
Montenegro,1987,12.94555561,13.91311683,12.95597061
Montenegro,1988,11.01458319,11.99224676,11.02474471
Montenegro,1989,10.22138882,10.31966098,10.22425368
Montenegro,1990,8.867083311,9.693740559,8.875228403
Montenegro,1991,11.09916679,12.19225057,11.10894549
Montenegro,1992,8.604444424,9.376198524,8.611829191
Montenegro,1993,9.154583216,10.35464608,9.165042942
Montenegro,1994,9.366389036,10.31713413,9.374390255
Montenegro,1995,11.63819432,12.95338249,11.64975968
Montenegro,1996,12.64166689,13.31085581,12.650103
Montenegro,1997,9.178055525,9.735585736,9.184537364
Montenegro,1998,11.48944434,12.46410925,11.49916546
Montenegro,1999,11.49430561,12.00069392,11.50024702
Montenegro,2000,10.07638884,11.01092516,10.08584228
Montenegro,2001,11.43930546,12.43313848,11.44828395
Montenegro,2002,9.838055611,10.25930992,9.843102049
Montenegro,2003,11.09625006,11.7621697,11.10409985
Montenegro,2004,13.22138882,14.395805,13.23355017
Montenegro,2005,13.06500038,14.05226963,13.07516512
Montenegro,2006,10.99499997,11.83902937,11.00247407
Montenegro,2007,10.36819442,10.93437224,10.37376592
Montenegro,2008,11.78083332,12.47633382,11.78860139
Montenegro,2009,15.72138866,16.73233185,15.73226771
Montenegro,2010,17.9151384,19.58431027,17.93262412
Montenegro,2011,9.22555542,9.086157448,9.226629662
Montenegro,2012,12.63944475,13.5736658,12.64989408
Montenegro,2013,15.43944422,16.65131607,15.45294868
Montenegro,2014,14.73472214,15.61701452,14.74465145
Morocco,1900,2.221610607,3.947316057,2.168790276
Morocco,1901,2.884293712,5.150142688,2.82580897
Morocco,1902,2.079985046,3.883861624,2.029709293
Morocco,1903,1.802044092,2.871317998,1.782101976
Morocco,1904,2.448363226,4.108740357,2.398864639
Morocco,1905,1.94061286,3.572949891,1.901262074
Morocco,1906,1.890810907,2.990207893,1.861306277
Morocco,1907,2.304476833,3.620689525,2.267813302
Morocco,1908,1.679955161,2.858661085,1.643700453
Morocco,1909,2.350343799,4.272693772,2.304501981
Morocco,1910,1.664080721,3.003583732,1.632238767
Morocco,1911,1.815276531,3.510443148,1.769663443
Morocco,1912,2.853804173,4.338961432,2.811961962
Morocco,1913,1.458004479,2.496398485,1.435648613
Morocco,1914,2.565691331,4.546885861,2.513730544
Morocco,1915,1.854020918,3.353465178,1.814671219
Morocco,1916,1.797776534,3.476748661,1.753978906
Morocco,1917,2.468632282,3.611348231,2.439968989
Morocco,1918,1.827963376,2.936221986,1.799763673
Morocco,1919,1.842163686,3.431744437,1.798979554
Morocco,1920,2.689843055,3.533776946,2.689683817
Morocco,1921,2.033617343,3.502786294,1.993598944
Morocco,1922,2.346677872,3.717507978,2.313012015
Morocco,1923,2.000721225,3.776565883,1.947490832
Morocco,1924,2.227623317,3.758425133,2.189368838
Morocco,1925,1.923886396,3.349826681,1.882531276
Morocco,1926,2.001902091,3.76362287,1.960717552
