Entity,Year,Actual rents as share of GDP,Imputed rents as share of GDP,Actual and imputed rents as share of GDP
France,2007,0.0223600980755759,0.0707138294803643,0.0930739275559402
France,2008,0.0222407372087654,0.0714331603408988,0.0936738975496642
France,2009,0.0236652960976481,0.0759178526168366,0.0995831487144848
France,2010,0.0236211395943144,0.0757138439594465,0.0993349835537609
France,2011,0.0233573280592547,0.0752173201209307,0.0985746481801854
France,2012,0.0236853242333891,0.0764964065560962,0.100181730789485
France,2013,0.0239331490953335,0.0775641664490038,0.101497315544337
France,2014,0.0241924117287238,0.0778936302340023,0.102086041962726
France,2015,0.024166314900802,0.0773605915488857,0.101526906449688
France,2016,0.0241973493920897,0.0771607190095111,0.101358068401601
France,2017,0.0239748359119327,0.0761665510207458,0.100141386932678
France,2018,0.0240904448577893,0.0754534590989826,0.0995439039567719
France,2019,0.0242477660130568,0.0749855299978398,0.0992332960108966
Germany,1995,0.0398615018394287,0.044774914098416,0.0846364159378447
Germany,1996,0.041226618368048,0.0464213221746869,0.0876479405427349
Germany,1997,0.0421793335542921,0.0475685184713051,0.0897478520255972
Germany,1998,0.041916283595278,0.0475347742774595,0.0894510578727376
Germany,1999,0.0422388175655991,0.0477712820712024,0.0900100996368015
Germany,2000,0.0425154924635743,0.0478528654538213,0.0903683579173957
Germany,2001,0.0420038296187872,0.0477777164056818,0.0897815460244691
Germany,2002,0.0422547449638782,0.0485919785998945,0.0908467235637727
Germany,2003,0.0425765406475942,0.0494512947815353,0.0920278354291295
Germany,2004,0.042137086081007,0.0494055301168608,0.0915426161978679
Germany,2005,0.0422066940231,0.0499582661440102,0.0921649601671102
Germany,2006,0.0410149764368491,0.0490201586529592,0.0900351350898083
Germany,2007,0.0395927266908043,0.0478150067012062,0.0874077333920106
Germany,2008,0.0393549552521314,0.0479746631638059,0.0873296184159372
Germany,2009,0.0413888695808613,0.0509066822584668,0.0922955518393281
Germany,2010,0.0398467477772578,0.0494766807050382,0.089323428482296
Germany,2011,0.0383963973328977,0.0482736601375132,0.0866700574704109
Germany,2012,0.0381304843533153,0.0487187239328163,0.0868492082861316
Germany,2013,0.0377758016611237,0.0490597044124709,0.0868355060735945
Germany,2014,0.0368845711084467,0.0486512060066338,0.0855357771150805
Germany,2015,0.0361558135999841,0.0482611741535533,0.0844169877535375
Germany,2016,0.0353608273732431,0.0477478195958835,0.0831086469691266
Germany,2017,0.034520807642046,0.0471284042873007,0.0816492119293467
Germany,2018,0.0340679475987737,0.0470428225395586,0.0811107701383323
Greece,1995,0.0283866299134503,0.07649870543909,0.10488533535254
Greece,1996,0.0287378927902377,0.0779684951498274,0.106706387940065
Greece,1997,0.0281154874697923,0.0767562574106665,0.104871744880459
Greece,1998,0.0277820457021817,0.0755614163830637,0.103343462085245
Greece,1999,0.0200865726146974,0.071763048677763,0.0918496212924604
Greece,2000,0.0200134620649251,0.0712359295339614,0.0912493915988865
Greece,2001,0.0198231415913173,0.0705585136764867,0.090381655267804
Greece,2002,0.0196980542682402,0.0701132780708158,0.089811332339056
Greece,2003,0.0192080080867163,0.0683690041197116,0.0875770122064279
Greece,2004,0.0189324337282844,0.0673881190005417,0.0863205527288261
Greece,2005,0.0192858131459547,0.0702847043854821,0.0895705175314368
Greece,2006,0.0187253586644525,0.0686991796552203,0.0874245383196728
Greece,2007,0.0186250954271206,0.0687313563835151,0.0873564518106358
Greece,2008,0.0190547153546056,0.0705953240539841,0.0896500394085897
Greece,2009,0.0206688400773782,0.0768053882737828,0.097474228351161
Greece,2010,0.0226495032790725,0.0866742228128991,0.109323726091972
Greece,2011,0.0250930400382157,0.0961757118322057,0.121268751870421
Greece,2012,0.026718078377352,0.102508626549621,0.129226704926973
Greece,2013,0.026423066786418,0.101464744737069,0.127887811523487
Greece,2014,0.0247074162924704,0.0949158412553289,0.119623257547799
Greece,2015,0.023828552263003,0.0915704081109722,0.115398960373975
Greece,2016,0.0233331514701114,0.0896939438022926,0.113027095272404
Greece,2017,0.0223701020979666,0.0860188096506337,0.1083889117486
Hungary,1995,0.00432486482013226,0.0577717779697122,0.0620966427898445
Hungary,1996,0.00431475484411297,0.0621746751929326,0.0664894300370456
Hungary,1997,0.00410150590408577,0.0611873143654013,0.0652888202694871
Hungary,1998,0.00395333903166751,0.0577192861160656,0.0616726251477331
Hungary,1999,0.00393794361801019,0.0607707157505543,0.0647086593685645
Hungary,2000,0.00362659947589517,0.0618880802926917,0.0655146797685869
Hungary,2001,0.00349626916557891,0.0605277068843474,0.0640239760499263
Hungary,2002,0.00377701804287852,0.05836808706552,0.0621451051083985
Hungary,2003,0.00413534972201826,0.0589456015845458,0.0630809513065641
Hungary,2004,0.00383623128729429,0.0579550464745344,0.0617912777618287
Hungary,2005,0.00384939123740189,0.0584476398530845,0.0622970310904864
Hungary,2006,0.0037526681177921,0.0604908666405196,0.0642435347583117
Hungary,2007,0.00385675953681689,0.0599345894765372,0.0637913490133541
Hungary,2008,0.0040133569138673,0.0589422965816125,0.0629556534954798
Hungary,2009,0.00443906675056232,0.0651737392899247,0.069612806040487
Hungary,2010,0.00445544599841394,0.066383890057804,0.0708393360562179
Hungary,2011,0.00440357909012461,0.0643504554297509,0.0687540345198755
Hungary,2012,0.00516855108841432,0.0642661015885715,0.0694346526769858
Hungary,2013,0.00506841672590725,0.0619329728596195,0.0670013895855268
Hungary,2014,0.00470655230431029,0.0592159626561377,0.063922514960448
Hungary,2015,0.00455406269861174,0.0574167970956847,0.0619708597942965
Hungary,2016,0.00471415893251926,0.056788453214812,0.0615026121473313
Hungary,2017,0.0047023036124862,0.0554073581813787,0.0601096617938649
Hungary,2018,0.00460416524804799,0.0538814285987196,0.0584855938467676
Iceland,1995,0.0146959956649829,0.0587839826599314,0.0734799783249143
Iceland,1996,0.0139318177674666,0.055727267026515,0.0696590847939815
Iceland,1997,0.0133950511782054,0.0535802009920623,0.0669752521702677
Iceland,1998,0.0131628220172894,0.0526512864100305,0.06581410842732
Iceland,1999,0.0135982565640058,0.0543930277969409,0.0679912843609467
Iceland,2000,0.0149352445685615,0.0597409768614778,0.0746762214300394
Iceland,2001,0.0142730558497047,0.0570922246497512,0.0713652804994559
Iceland,2002,0.0151031160318608,0.0604124653012021,0.0755155813330629
Iceland,2003,0.0168397728943851,0.06735908929329,0.0841988621876751
Iceland,2004,0.0167950437704278,0.06966592957266,0.0864609733430877
Iceland,2005,0.0170890137590263,0.0705469559310438,0.0876359696900701
Iceland,2006,0.0160006937249209,0.0719152044073574,0.0879158981322783
Iceland,2007,0.0159161216304355,0.07555584131249,0.0914719629429254
Iceland,2008,0.0185081958036206,0.0789033600548617,0.0974115558584823
Iceland,2009,0.0221769596299752,0.0824313418676906,0.104608301497666
Iceland,2010,0.0259130969930053,0.0789982262723274,0.104911323265333
Iceland,2011,0.029308469726761,0.0749921333901936,0.104300603116955
Iceland,2012,0.029554976829237,0.0748795702667031,0.10443454709594
Iceland,2013,0.0283201866061791,0.0760179854682033,0.104338172074382
Iceland,2014,0.0272257141188598,0.0774289180778689,0.104654632196729
Iceland,2015,0.0263606413403046,0.0727327709104875,0.0990934122507921
Iceland,2016,0.0259857411219964,0.069902602165332,0.0958883432873283
Iceland,2017,0.0260091343180999,0.0699655315320054,0.0959746658501053
Iceland,2018,0.0261650510268419,0.0703849523492064,0.0965500033760484
Iceland,2019,0.0265487659045566,0.0714171596140277,0.0979659255185843
Ireland,1995,0.00760000320295816,0.0493777405607172,0.0569777437636754
Ireland,1996,0.0079478411982105,0.0511400845329739,0.0590879257311844
Ireland,1997,0.00836659499069235,0.0535869487379751,0.0619535437286674
Ireland,1998,0.0087433401372183,0.0558891849028474,0.0646325250400657
Ireland,1999,0.00886507542460101,0.0560181248076806,0.0648832002322816
Ireland,2000,0.00910770758266525,0.0567226448996069,0.0658303524822721
Ireland,2001,0.00954865471366417,0.0586245521289241,0.0681732068425883
Ireland,2002,0.00994776352138516,0.059567383606978,0.0695151471283632
Ireland,2003,0.0107050893157377,0.0609428074034692,0.071647896719207
Ireland,2004,0.0108416283154792,0.0583566957729143,0.0691983240883935
Ireland,2005,0.0109053283738394,0.0558106765729312,0.0667160049467706
Ireland,2006,0.0113227836281502,0.0552960734907494,0.0666188571188996
Ireland,2007,0.0131290522239959,0.0588833029823133,0.0720123552063092
Ireland,2008,0.0161061044702286,0.0663746966526231,0.0824808011228517
Ireland,2009,0.01653132818519,0.0615452628550893,0.0780765910402794
Ireland,2010,0.0172075264143667,0.0592571492833691,0.0764646756977358
Ireland,2011,0.0183352699808428,0.0591586489982722,0.077493918979115
Ireland,2012,0.0179943816446478,0.0580450432476744,0.0760394248923222
Ireland,2013,0.0180958603562251,0.0584320862145147,0.0765279465707398
Ireland,2014,0.0176079541314322,0.0570907737143496,0.0746987278457818
Ireland,2015,0.0140574285724961,0.0457200309284872,0.0597774595009832
Ireland,2016,0.0154696923978685,0.0476820063549065,0.063151698752775
Ireland,2017,0.0152554949547176,0.0468465477824284,0.062102042737146
Ireland,2018,0.0152214250277766,0.0466088736226087,0.0618302986503853
Israel,1995,0.0135188168432353,0.0827873799080261,0.0963061967512614
Israel,1996,0.0139250693744923,0.0752725469852066,0.0891976163596989
Israel,1997,0.0152538427968064,0.0730453246341472,0.0882991674309536
Israel,1998,0.0160893559045485,0.0754436377041179,0.0915329936086664
Israel,1999,0.016438243844323,0.0769474540109093,0.0933856978552323
Israel,2000,0.0164145972416979,0.0725860232107092,0.0890006204524071
Israel,2001,0.0167995830694616,0.0766183777667129,0.0934179608361745
Israel,2002,0.0191059472285748,0.0814783412943359,0.100584288522911
Israel,2003,0.018317079454602,0.0746286130916052,0.0929456925462072
Israel,2004,0.0173026755264361,0.0741139323172488,0.0914166078436849
Israel,2005,0.0173164554516654,0.072861161745022,0.0901776171966874
Israel,2006,0.018324606944926,0.0713353941973429,0.0896600011422689
Israel,2007,0.0186653867823946,0.0711690258109859,0.0898344125933805
Israel,2008,0.0179725107634897,0.0764827875665525,0.0944552983300422
Israel,2009,0.0200494030586305,0.0807363710802291,0.10078577413886
Israel,2010,0.0200629582911836,0.0838255279657168,0.1038884862569
Israel,2011,0.0206030974984656,0.0839229761539402,0.104526073652406
Israel,2012,0.0215183981118951,0.0843817482920714,0.105900146403966
Israel,2013,0.0218317296456371,0.0838605553747823,0.105692285020419
Israel,2014,0.0229828509368094,0.0847973494116132,0.107780200348423
Israel,2015,0.0223518275415351,0.0851570853847133,0.107508912926248
Israel,2016,0.0226744465215697,0.085905714328025,0.108580160849595
Israel,2017,0.0237437890394558,0.0864957296927557,0.110239518732211
Israel,2018,0.0240362610694497,0.0868628031810067,0.110899064250456
Italy,1995,0.0121480218634441,0.0557654229242357,0.0679134447876798
Italy,1996,0.0119108185919759,0.055785087420295,0.0676959060122709
Italy,1997,0.0115093294108072,0.0565449601517745,0.0680542895625818
Italy,1998,0.0111564577825065,0.0582017341787079,0.0693581919612144
Italy,1999,0.0110950989640042,0.0611254142558032,0.0722205132198074
Italy,2000,0.011096461422189,0.0616093477562738,0.0727058091784628
Italy,2001,0.0107049352491242,0.0619037051941177,0.0726086404432418
Italy,2002,0.0110738762766163,0.0649910917084124,0.0760649679850287
Italy,2003,0.0109260588636985,0.0672493420058261,0.0781754008695246
Italy,2004,0.0110395856557685,0.0701956663790806,0.0812352520348491
Italy,2005,0.0113346946205677,0.071313459182439,0.0826481538030067
Italy,2006,0.0114850593178225,0.0715844946965479,0.0830695540143704
Italy,2007,0.0114855975187136,0.0730985822866144,0.0845841798053281
Italy,2008,0.0117395170322466,0.075493158268239,0.0872326753004855
Italy,2009,0.0128001423231322,0.0815341378656437,0.094334280188776
Italy,2010,0.012974224085531,0.0820222116660835,0.0949964357516145
Italy,2011,0.0129775434300216,0.0828557509850761,0.0958332944150977
Italy,2012,0.0134985579231976,0.0863943413483734,0.099892899271571
Italy,2013,0.0137916490905944,0.088699044917837,0.102490694008431
Italy,2014,0.0138978875333844,0.0887646570713533,0.102662544604738
Italy,2015,0.0137546326920812,0.0884831350374995,0.102237767729581
Italy,2016,0.0134884880575789,0.0874178287034667,0.100906316761046
Italy,2017,0.0132850948132458,0.0863556499831164,0.0996407447963622
Italy,2018,0.0132114257294407,0.0865296974546365,0.0997411231840773
Latvia,1995,0.00717052625543523,0.0464309739845379,0.0536015002399731
Latvia,1996,0.00824422335110709,0.0451765257795198,0.0534207491306269
Latvia,1997,0.00968586236591998,0.0434903751982145,0.0531762375641345
Latvia,1998,0.00837143507886069,0.0464919105139476,0.0548633455928082
Latvia,1999,0.00880514237184808,0.0487573815516963,0.0575625239235443
Latvia,2000,0.00789327754815495,0.04677942972176,0.054672707269915
Latvia,2001,0.00705212802717283,0.0458961763773318,0.0529483044045046
Latvia,2002,0.00681917170004377,0.0594007093074262,0.0662198810074699
Latvia,2003,0.0063082821585846,0.0679567885555025,0.0742650707140871
Latvia,2004,0.0053566290663507,0.0672149561505855,0.0725715852169362
Latvia,2005,0.00472374552833968,0.0687159979379798,0.0734397434663195
Latvia,2006,0.0050877185079684,0.0834300306785307,0.0885177491864991
Latvia,2007,0.00455795551865348,0.0854258307637783,0.0899837862824318
Latvia,2008,0.00544018917720224,0.0878358975334429,0.0932760867106451
Latvia,2009,0.00547278571480767,0.0844327038462162,0.0899054895610238
Latvia,2010,0.00565955499754914,0.0774177321628927,0.0830772871604419
Latvia,2011,0.00562263325443464,0.0803108177174367,0.0859334509718713
Latvia,2012,0.00590704844474816,0.0837563214467322,0.0896633698914804
Latvia,2013,0.00591733180534819,0.0859649079722531,0.0918822397776013
Latvia,2014,0.0052077509394223,0.0891253189448877,0.09433306988431
Latvia,2015,0.00515901954965207,0.0840083699477265,0.0891673894973786
Latvia,2016,0.00554002357231112,0.0856142893944502,0.0911543129667613
Latvia,2017,0.00591794120069335,0.0834798470458414,0.0893977882465347
Latvia,2018,0.00600821515656808,0.0810550986799651,0.0870633138365332
Lithuania,1995,0.00311300353517993,0.0733814178249364,0.0764944213601163
Lithuania,1996,0.00343251889589093,0.0686257746303871,0.072058293526278
Lithuania,1997,0.00305160086650521,0.0618531297886499,0.0649047306551551
Lithuania,1998,0.00303786880590461,0.0583660306691206,0.0614038994750252
Lithuania,1999,0.00357864330620953,0.0606947092843972,0.0642733525906067
Lithuania,2000,0.00353286764530422,0.0581936489919306,0.0617265166372348
Lithuania,2001,0.00323357182912842,0.0522307200243474,0.0554642918534758
Lithuania,2002,0.00291458447996263,0.0505245732401177,0.0534391577200803
Lithuania,2003,0.00256046080735357,0.0472143717449049,0.0497748325522585
Lithuania,2004,0.0023660298839921,0.0465061868465605,0.0488722167305526
Lithuania,2005,0.00241958626441392,0.045753972971883,0.0481735592362969
Lithuania,2006,0.00259709862188817,0.0468393896170376,0.0494364882389258
Lithuania,2007,0.00279473656626698,0.0461359661842419,0.0489307027505089
Lithuania,2008,0.00312212868729233,0.0451514334259779,0.0482735621132703
Lithuania,2009,0.00342248435296765,0.047784726239121,0.0512072105920886
Lithuania,2010,0.00362410355636334,0.0431125702804335,0.0467366738367968
Lithuania,2011,0.00341454574909881,0.040604436293712,0.0440189820428108
Lithuania,2012,0.00346976439035826,0.0404764743476007,0.043946238737959
Lithuania,2013,0.00346662954598529,0.0416507765187299,0.0451174060647152
Lithuania,2014,0.00387825757354775,0.0425052432958792,0.0463835008694269
Lithuania,2015,0.00501446539658765,0.0426672329126456,0.0476816983092333
Lithuania,2016,0.00555127976297454,0.0424518839635769,0.0480031637265515
Lithuania,2017,0.00519645822943126,0.0423365223330645,0.0475329805624958
Lithuania,2018,0.0052434390072352,0.0416902015463507,0.0469336405535859
Luxembourg,1995,0.0159761571463116,0.061364986893593,0.0773411440399046
Luxembourg,1996,0.0158510927781462,0.059075966395645,0.0749270591737912
Luxembourg,1997,0.0156755014498584,0.058470327906889,0.0741458293567475
Luxembourg,1998,0.0156340944496333,0.0603231338381827,0.0759572282878161
Luxembourg,1999,0.0138770041727991,0.0560647796045383,0.0699417837773374
Luxembourg,2000,0.0137643412947267,0.0568747852794734,0.0706391265742001
Luxembourg,2001,0.0141903509046469,0.0611936061727934,0.0753839570774403
Luxembourg,2002,0.0144922171050306,0.0634446437737418,0.0779368608787724
Luxembourg,2003,0.0142243388999224,0.0625379995791932,0.0767623384791156
Luxembourg,2004,0.0136708361961754,0.0603168166584728,0.0739876528546482
Luxembourg,2005,0.0131511263013202,0.0576677997165599,0.0708189260178802
Luxembourg,2006,0.0122629124172969,0.0528222164610055,0.0650851288783025
Luxembourg,2007,0.0116004598418279,0.0501567409080281,0.061757200749856
Luxembourg,2008,0.0119969059430772,0.0513414333462869,0.0633383392893641
Luxembourg,2009,0.0130350027288941,0.0549002222140068,0.0679352249429009
Luxembourg,2010,0.0127353873824687,0.0517872152918631,0.0645226026743318
Luxembourg,2011,0.0126094860131599,0.0495346121916533,0.0621440982048133
Luxembourg,2012,0.0130310972534857,0.0509090307318208,0.0639401279853065
Luxembourg,2013,0.0169006545438279,0.0471809840781289,0.0640816386219569
Luxembourg,2014,0.0173352446284164,0.0471997053016441,0.0645349499300605
Luxembourg,2015,0.017183157898942,0.0461957490412902,0.0633789069402323
Luxembourg,2016,0.0171902417605058,0.0459476059235573,0.0631378476840631
Luxembourg,2017,0.0173919690621067,0.0466706648447516,0.0640626339068583
Luxembourg,2018,0.0172260101488213,0.04620935191969,0.0634353620685113
Mexico,1993,0.0345277795138207,0.0914328651241949,0.125960644638016
Mexico,1994,0.0345818470257751,0.0932753637786738,0.127857210804449
Mexico,1995,0.0248312380114409,0.0982609831058036,0.123092221117245
Mexico,1996,0.0339197696278605,0.0941500241879884,0.128069793815849
Mexico,1997,0.0380327409213332,0.0908167690402421,0.128849509961575
Mexico,1998,0.0405234324782052,0.0926964083695637,0.133219840847769
Mexico,1999,0.0443717201821594,0.0889091661765562,0.133280886358716
Mexico,2000,0.0433879749597596,0.0872404607117836,0.130628435671543
Mexico,2001,0.0449589827747419,0.0888408975550853,0.133799880329827
Mexico,2002,0.046149163049641,0.0917491031885394,0.13789826623818
Mexico,2003,0.0432440183877964,0.0948582885343089,0.138102306922105
Mexico,2004,0.0325064673786435,0.0900419847659005,0.122548452144544
Mexico,2005,0.0318911757910881,0.0882799212126567,0.120171097003745
Mexico,2006,0.0309133001168508,0.0857007848969377,0.116614085013789
Mexico,2007,0.0305180738455501,0.0844710951337504,0.1149891689793
Mexico,2008,0.0344138257627253,0.0850592390545902,0.119473064817315
Mexico,2009,0.0213366705645623,0.0911423141300966,0.112478984694659
Mexico,2010,0.0205641019614768,0.0885427350926278,0.109106837054105
Mexico,2011,0.019981203095526,0.0856316425336356,0.105612845629162
Mexico,2012,0.0198318382886854,0.082655930843844,0.102487769132529
Mexico,2013,0.0186552792902661,0.0850800081957502,0.103735287486016
Mexico,2014,0.0184285480853276,0.083030642399261,0.101459190484589
Mexico,2015,0.0182671754895899,0.0812205502217014,0.0994877257112912
Mexico,2016,0.017676854063619,0.0778653489327461,0.0955422029963651
Mexico,2017,0.0180158151393581,0.0738694487567117,0.0918852638960698
Mexico,2018,0.0176271713304871,0.0715252264481828,0.0891523977786699
Netherlands,1995,0.028581659065323,0.041766424819525,0.070348083884848
Netherlands,1996,0.0288777656873413,0.0431048240841494,0.0719825897714907
Netherlands,1997,0.0279477355126461,0.043371287048227,0.0713190225608732
Netherlands,1998,0.0269747270444718,0.0436627398267794,0.0706374668712512
Netherlands,1999,0.026467425898598,0.0440424451495855,0.0705098710481835
Netherlands,2000,0.0253425278812054,0.0434108321331307,0.0687533600143361
Netherlands,2001,0.0244583206227264,0.0427823466789519,0.0672406673016782
Netherlands,2002,0.0239954343822148,0.0435330059444822,0.0675284403266971
Netherlands,2003,0.0246504553343344,0.0451668259199314,0.0698172812542657
Netherlands,2004,0.0253435760628469,0.0466175186949967,0.0719610947578436
Netherlands,2005,0.0252158806860985,0.0474855822379707,0.0727014629240692
Netherlands,2006,0.0238047989379792,0.0470091318732829,0.0708139308112621
Netherlands,2007,0.0227885717977292,0.0463846762601547,0.0691732480578839
Netherlands,2008,0.0221338755682187,0.0462192404797295,0.0683531160479482
Netherlands,2009,0.0239308497188089,0.0500110427916177,0.0739418925104266
Netherlands,2010,0.0247095138042545,0.0511743824577158,0.0758838962619703
Netherlands,2011,0.0253567644946868,0.0514823351410529,0.0768390996357396
Netherlands,2012,0.025976850249477,0.0535280550595284,0.0795049053090054
Netherlands,2013,0.026591951403788,0.0559365172613757,0.0825284686651637
Netherlands,2014,0.0271323485615582,0.0581586157603193,0.0852909643218774
Netherlands,2015,0.0272808431206595,0.0590514892580956,0.086332332378755
Netherlands,2016,0.0272031533013241,0.059132870371024,0.0863360236723481
Netherlands,2017,0.0268876346955751,0.0583041837251709,0.085191818420746
Netherlands,2018,0.0266399823252845,0.0573304202783768,0.0839704026036613
Norway,1970,0.0131650824866164,0.0682071451982956,0.081372227684912
Norway,1971,0.0128866730808478,0.0671350962613099,0.0800217693421577
Norway,1972,0.0128364316818524,0.0668141515538378,0.0796505832356902
Norway,1973,0.0127147343143895,0.0660596638138046,0.0787743981281941
Norway,1974,0.0126147932889566,0.0655011670512505,0.0781159603402071
Norway,1975,0.0125749931626021,0.0651618572118546,0.0777368503744566
Norway,1976,0.0124516237590443,0.0643435873117852,0.0767952110708294
Norway,1977,0.0127031968429818,0.0652221136092104,0.0779253104521922
Norway,1978,0.0126205471363905,0.0645747228235912,0.0771952699599816
Norway,1979,0.012472729840523,0.0638614174164799,0.0763341472570029
Norway,1980,0.0115621828647193,0.0589545650199982,0.0705167478847175
Norway,1981,0.0113749373309992,0.0580499872607277,0.0694249245917269
Norway,1982,0.0119483089099116,0.060948494404254,0.0728968033141656
Norway,1983,0.0119624513796071,0.0616892431342112,0.0736516945138183
Norway,1984,0.0114356566617833,0.0603807410273927,0.071816397689176
Norway,1985,0.0109121233566026,0.0585044149914118,0.0694165383480144
Norway,1986,0.0111202190018095,0.0608063404667021,0.0719265594685116
Norway,1987,0.0109596377239614,0.0608056704075605,0.0717653081315219
Norway,1988,0.0117199029038495,0.0644903355599593,0.0762102384638088
Norway,1989,0.0123138145871993,0.0667988456680802,0.0791126602552795
Norway,1990,0.0128423972474862,0.0691129010748673,0.0819552983223535
Norway,1991,0.0165867809494397,0.0636385613229935,0.0802253422724333
Norway,1992,0.0167717591960575,0.0646592702187819,0.0814310294148394
Norway,1993,0.0161386485854571,0.0638952536824877,0.0800339022679448
Norway,1994,0.0154484348164321,0.0614471219056599,0.076895556722092
Norway,1995,0.0147580097556113,0.0594068555077258,0.0741648652633371
Norway,1996,0.0138564406753948,0.0557244337576043,0.0695808744329991
Norway,1997,0.0133080414249917,0.0532312895368602,0.0665393309618519
Norway,1998,0.0133375975130204,0.0540373012556978,0.0673748987687181
Norway,1999,0.012657137732887,0.052124179004479,0.064781316737366
Norway,2000,0.0109886464585615,0.0478675869096911,0.0588562333682527
Norway,2001,0.0133349868887545,0.0479823001382083,0.0613172870269628
Norway,2002,0.0141169974106773,0.0509113877667637,0.065028385177441
Norway,2003,0.0139684663445991,0.0533491240239847,0.0673175903685839
Norway,2004,0.0135472400758264,0.0509730681652477,0.0645203082410741
Norway,2005,0.0127970685235632,0.0483294614487431,0.0611265299723063
Norway,2006,0.0121043154025349,0.0460114685760205,0.0581157839785554
Norway,2007,0.0118969965189797,0.0455791977867161,0.0574761943056958
Norway,2008,0.0115619330364506,0.0432762198466489,0.0548381528830995
Norway,2009,0.0146750170168101,0.0477664844814516,0.0624415014982617
Norway,2010,0.0147390737104179,0.0468844239139117,0.0616234976243296
Norway,2011,0.0146697638077791,0.0449388634513835,0.0596086272591626
Norway,2012,0.0149902852614309,0.0437917270710072,0.0587820123324381
Norway,2013,0.015257434820775,0.0460038082536474,0.0612612430744224
Norway,2014,0.0155392837652914,0.047860204392874,0.0633994881581654
Norway,2015,0.0164970197687814,0.0518001599399325,0.0682971797087139
Norway,2016,0.0172574066829603,0.053831514827568,0.0710889215105282
Norway,2017,0.0168050320114633,0.0523362693611848,0.0691413013726482
Poland,1995,0.00342923787944285,0.0420046825633988,0.0454339204428417
Poland,1996,0.00344531715608861,0.0439909281276741,0.0474362452837627
Poland,1997,0.00359183892493973,0.0456369755114087,0.0492288144363484
Poland,1998,0.00426419390499447,0.0460745458445394,0.0503387397495339
Poland,1999,0.004455900678314,0.0478939887447701,0.0523498894230841
Poland,2000,0.00483994035077386,0.0463851712237997,0.0512251115745736
Poland,2001,0.0068262531827984,0.0473727329372518,0.0541989861200502
Poland,2002,0.00919286272942372,0.0464895918916185,0.0556824546210422
Poland,2003,0.00953790502760276,0.0452355395836535,0.0547734446112562
Poland,2004,0.0126747204365841,0.0412115164908656,0.0538862369274496
Poland,2005,0.0122361966070414,0.0401082120180158,0.0523444086250572
Poland,2006,0.0108229927604305,0.0393755929763557,0.0501985857367863
Poland,2007,0.0100428680051095,0.0370762353285915,0.047119103333701
Poland,2008,0.00939386328663526,0.034148560373792,0.0435424236604272
Poland,2009,0.00924660454262896,0.0354825568557376,0.0447291613983666
Poland,2010,0.00842905753692318,0.0348871997332038,0.043316257270127
Poland,2011,0.00767673969763037,0.0327721556473478,0.0404488953449781
Poland,2012,0.00766546481120641,0.0298717645795296,0.037537229390736
Poland,2013,0.00767725172687467,0.0313623977379375,0.0390396494648122
Poland,2014,0.00684689292793081,0.0323180832698802,0.039164976197811
Poland,2015,0.0070456043989617,0.0311627374748853,0.038208341873847
Poland,2016,0.00680015775209709,0.0313767631590825,0.0381769209111796
Poland,2017,0.00648372258088191,0.0300845351071782,0.0365682576880601
Poland,2018,0.00618053459594054,0.0279801271410247,0.0341606617369652
Portugal,1995,0.0165694811834365,0.0451625987827703,0.0617320799662068
Portugal,1996,0.0165999744508813,0.0452457023220732,0.0618456767729545
Portugal,1997,0.0160833143752389,0.0438374564256995,0.0599207708009384
Portugal,1998,0.0155750816403141,0.0424521999920236,0.0580272816323377
Portugal,1999,0.0153572010405565,0.0418583416235864,0.0572155426641429
Portugal,2000,0.0152182256443191,0.0414795313720353,0.0566977570163543
Portugal,2001,0.0152962611845601,0.0425566681420732,0.0578529293266333
Portugal,2002,0.015824788066843,0.0449444573958479,0.0607692454626909
Portugal,2003,0.0164874876168856,0.0478737697378981,0.0643612573547837
Portugal,2004,0.0164809561070689,0.0491018663527656,0.0655828224598345
Portugal,2005,0.0167751727526514,0.050686193279933,0.0674613660325843
Portugal,2006,0.0168745764815568,0.0514464024518059,0.0683209789333627
Portugal,2007,0.0168113678170621,0.0525070231571361,0.0693183909741982
Portugal,2008,0.0172751756434201,0.0555159498053802,0.0727911254488003
Portugal,2009,0.0182165141115026,0.0608023465896756,0.0790188607011782
Portugal,2010,0.0184933834065716,0.0629445463292601,0.0814379297358317
Portugal,2011,0.0188417044002621,0.0653422441536222,0.0841839485538842
Portugal,2012,0.0204440082436157,0.0710577175088906,0.0915017257525063
Portugal,2013,0.0209025958825148,0.0728612099121046,0.0937638057946193
Portugal,2014,0.0215516524290719,0.0753087317854434,0.0968603842145152
Portugal,2015,0.021199126548101,0.0743338054616245,0.0955329320097256
Portugal,2016,0.0210944607585022,0.0739607698996488,0.0950552306581511
Portugal,2017,0.0205159491681459,0.0722148786910515,0.0927308278591974
Portugal,2018,0.0202860470784624,0.0717162092957785,0.0920022563742408
Slovakia,1995,0.00884750850275439,0.134153107855881,0.143000616358636
Slovakia,1996,0.00808882952703268,0.123335179364416,0.131424008891449
Slovakia,1997,0.00739655622269624,0.113059063233725,0.120455619456421
Slovakia,1998,0.00740894532764739,0.106121679858038,0.113530625185685
Slovakia,1999,0.00743249280547627,0.101839183983681,0.109271676789157
Slovakia,2000,0.00673410659217518,0.0991104942862475,0.105844600878423
Slovakia,2001,0.00577602066815327,0.0968672153094811,0.102643235977634
