Entity,Year,Oil production (Etemad & Luciana)
Czechoslovakia,1950,0.732690007
Czechoslovakia,1951,1.383970014
Czechoslovakia,1952,1.314190013
Czechoslovakia,1953,1.418860014
Czechoslovakia,1954,1.453750014
Czechoslovakia,1955,1.244410012
Czechoslovakia,1956,1.256040012
Czechoslovakia,1957,1.256040012
Czechoslovakia,1958,1.232780012
Czechoslovakia,1959,1.430490014
Czechoslovakia,1960,1.593310016
Czechoslovakia,1961,1.791020018
Czechoslovakia,1962,2.05851002
Czechoslovakia,1963,2.093400021
Czechoslovakia,1964,2.267850022
Czechoslovakia,1965,2.232960022
Czechoslovakia,1966,2.209700022
Czechoslovakia,1967,2.326000023
Czechoslovakia,1968,2.384150023
Czechoslovakia,1969,2.442300024
Czechoslovakia,1970,2.360890023
Czechoslovakia,1971,2.256220022
Czechoslovakia,1972,2.221330022
Czechoslovakia,1973,1.98873002
Czechoslovakia,1974,1.732870017
Czechoslovakia,1975,1.651460016
Czechoslovakia,1976,1.523530015
Czechoslovakia,1977,1.430490014
Czechoslovakia,1978,1.360710013
Czechoslovakia,1979,1.267670012
Czechoslovakia,1980,1.232067271
Czechoslovakia,1981,1.232214665
Czechoslovakia,1982,1.238110429
Czechoslovakia,1983,1.238110429
Czechoslovakia,1984,2.645859674
Czechoslovakia,1985,2.518086677
Czechoslovakia,1986,1.601372029
Czechoslovakia,1987,1.302038197
Czechoslovakia,1988,0.497814725
Czechoslovakia,1989,0.105687465
Czechoslovakia,1990,0.497673226
Czechoslovakia,1991,1.26254837
Czechoslovakia,1992,1.316482819
Democratic Republic of Congo,1975,0.290750003
Democratic Republic of Congo,1976,14.54913014
Democratic Republic of Congo,1977,13.09538013
Democratic Republic of Congo,1978,13.25820013
Democratic Republic of Congo,1979,12.00216012
Democratic Republic of Congo,1980,11.79152789
Democratic Republic of Congo,1981,11.79152789
Democratic Republic of Congo,1982,13.56025708
Democratic Republic of Congo,1983,14.73940987
Democratic Republic of Congo,1984,18.86644463
Democratic Republic of Congo,1985,19.45602102
Democratic Republic of Congo,1986,18.84375183
Democratic Republic of Congo,1987,18.93171663
Democratic Republic of Congo,1988,17.78358735
Democratic Republic of Congo,1989,16.64006856
Democratic Republic of Congo,1990,17.20643333
Democratic Republic of Congo,1991,16.54055986
Democratic Republic of Congo,1992,15.27433253
Democratic Republic of Congo,1993,14.64587947
Democratic Republic of Congo,1994,15.23634612
Democratic Republic of Congo,1995,17.6109358
Democratic Republic of Congo,1996,17.61156665
Democratic Republic of Congo,1997,16.65319843
Democratic Republic of Congo,1998,15.50916081
Democratic Republic of Congo,1999,13.09866593
Democratic Republic of Congo,2000,15.33902675
Democratic Republic of Congo,2001,14.15990344
Democratic Republic of Congo,2002,13.36319117
Democratic Republic of Congo,2003,12.97068068
Democratic Republic of Congo,2004,12.43104141
Democratic Republic of Congo,2005,11.64292516
Democratic Republic of Congo,2006,11.79152789
Democratic Republic of Congo,2007,13.06274893
Democratic Republic of Congo,2008,11.76655933
Democratic Republic of Congo,2009,12.97068068
Democratic Republic of Congo,2010,12.38110429
Democratic Republic of Congo,2011,11.88682702
Democratic Republic of Congo,2012,11.79152789
Democratic Republic of Congo,2013,11.79152789
Democratic Republic of Congo,2014,11.79152789
Denmark,1972,0.883880009
Denmark,1973,0.790840008
Denmark,1974,1.03507001
Denmark,1975,1.721240017
Denmark,1976,2.267850022
Denmark,1977,5.849890058
Denmark,1978,5.024160049
Denmark,1979,5.000900049
Denmark,1980,3.114437305
Denmark,1981,8.693834558
Denmark,1982,20.14334919
Denmark,1983,26.14346815
Denmark,1984,27.03853945
Denmark,1985,34.23961964
Denmark,1986,44.91859919
Denmark,1987,57.11935206
Denmark,1988,58.28538088
Denmark,1989,68.94525226
Denmark,1990,71.41388527
Denmark,1991,84.68158275
Denmark,1992,96.35429921
Denmark,1993,102.7851391
Denmark,1994,109.4312923
Denmark,1995,110.4315146
Denmark,1996,123.8487522
Denmark,1997,137.5216302
Denmark,1998,141.8665311
Denmark,1999,178.4286513
Denmark,2000,215.3010774
Denmark,2001,205.7560184
Denmark,2002,220.1669045
Denmark,2003,223.1011436
Denmark,2004,231.5531222
Denmark,2005,224.5012697
Denmark,2006,203.8398774
Denmark,2007,185.8876299
Denmark,2008,171.2095301
Denmark,2009,155.829799
Denmark,2010,147.0785279
Denmark,2011,133.3470578
Denmark,2012,122.1190648
Denmark,2013,106.5483463
Denmark,2014,100.5632851
Dominican Republic,1980,0.589576395
Dominican Republic,1981,0.589576395
Dominican Republic,1982,0.589576395
Dominican Republic,1983,0.589576395
Dominican Republic,1984,0.589576395
Dominican Republic,1985,0.589576395
Dominican Republic,1986,0.091348967
Dominican Republic,1987,0.025652469
Dominican Republic,1988,0.021902763
Dominican Republic,1989,0.053338976
Dominican Republic,1990,0.0683378
Dominican Republic,1991,0.108753262
Dominican Republic,1992,0.525524815
Dominican Republic,1993,0.301686241
Dominican Republic,1994,0.258134233
Dominican Republic,1995,0.567019202
Dominican Republic,1996,0.511510584
Dominican Republic,1997,0.563098519
Dominican Republic,1998,0.563151581
Dominican Republic,1999,0.218939194
Dominican Republic,2000,0.09095395
Dominican Republic,2001,0.055850572
Dominican Republic,2002,0.03951341
Dominican Republic,2003,0.007045438
Dominican Republic,2004,0.264525241
Dominican Republic,2005,0.229492612
Dominican Republic,2006,0.181925588
Dominican Republic,2007,0.231202383
Dominican Republic,2008,0.156845008
Dominican Republic,2009,0.020381656
Dominican Republic,2010,0.036023118
Dominican Republic,2011,0.036023118
Dominican Republic,2012,0.036023118
Dominican Republic,2013,0.036023118
Dominican Republic,2014,0.036023118
Ecuador,1917,0.093040001
Ecuador,1918,0.093040001
Ecuador,1919,0.093040001
Ecuador,1920,0.093040001
Ecuador,1921,0.093040001
Ecuador,1922,0.093040001
Ecuador,1923,0.139560001
Ecuador,1924,0.162820002
Ecuador,1925,0.267490003
Ecuador,1926,0.348900003
Ecuador,1927,0.883880009
Ecuador,1928,1.791020018
Ecuador,1929,2.279480022
Ecuador,1930,2.570230025
Ecuador,1931,2.907500029
Ecuador,1932,2.640010026
Ecuador,1933,2.674900026
Ecuador,1934,2.698160027
Ecuador,1935,2.849350028
Ecuador,1936,3.163360031
Ecuador,1937,3.314550033
Ecuador,1938,3.454110034
Ecuador,1939,3.547150035
Ecuador,1940,3.605300035
Ecuador,1941,2.384150023
Ecuador,1942,3.500630034
Ecuador,1943,3.547150035
Ecuador,1944,4.442660044
Ecuador,1945,4.012350039
Ecuador,1946,3.570410035
Ecuador,1947,3.616930036
Ecuador,1948,3.930940039
Ecuador,1949,3.930940039
Ecuador,1950,4.03561004
Ecuador,1951,4.151910041
Ecuador,1952,4.361250043
Ecuador,1953,4.547330045
Ecuador,1954,4.826450047
Ecuador,1955,5.419580053
Ecuador,1956,5.245130052
Ecuador,1957,4.896230048
Ecuador,1958,4.768300047
Ecuador,1959,4.233320042
Ecuador,1960,4.186800041
Ecuador,1961,4.489180044
Ecuador,1962,3.954200039
Ecuador,1963,3.779750037
Ecuador,1964,4.291470042
Ecuador,1965,4.372880043
Ecuador,1966,4.08213004
Ecuador,1967,3.349440033
Ecuador,1968,2.791200027
Ecuador,1969,2.465560024
Ecuador,1970,2.244590022
Ecuador,1971,2.08177002
Ecuador,1972,46.70608046
Ecuador,1973,123.4524512
Ecuador,1974,104.542071
Ecuador,1975,94.84265093
Ecuador,1976,110.3454411
Ecuador,1977,107.9612911
Ecuador,1978,118.8934912
Ecuador,1979,126.4646212
Ecuador,1980,122.0423137
Ecuador,1981,126.1693485
Ecuador,1982,126.1693485
Ecuador,1983,141.4983347
Ecuador,1984,153.879439
Ecuador,1985,167.4396961
Ecuador,1986,173.6601633
Ecuador,1987,103.3537384
Ecuador,1988,178.9128704
Ecuador,1989,165.3890315
Ecuador,1990,168.9008315
Ecuador,1991,177.2514913
Ecuador,1992,190.9877723
Ecuador,1993,205.5801831
Ecuador,1994,218.1482774
Ecuador,1995,233.3892753
Ecuador,1996,234.4517922
Ecuador,1997,229.5515575
Ecuador,1998,222.0869366
Ecuador,1999,220.52621
Ecuador,2000,233.6558287
Ecuador,2001,243.2069309
Ecuador,2002,231.5376104
Ecuador,2003,242.5173977
Ecuador,2004,311.8893441
Ecuador,2005,314.099949
Ecuador,2006,316.2369453
Ecuador,2007,301.5224274
Ecuador,2008,297.8945457
Ecuador,2009,286.3612935
Ecuador,2010,287.3052937
Ecuador,2011,295.1445137
Ecuador,2012,297.4462671
Ecuador,2013,310.7237044
Ecuador,2014,328.5558198
Egypt,1911,0.03489
Egypt,1912,0.325640003
Egypt,1913,0.151190001
Egypt,1914,1.163000011
Egypt,1915,0.348900003
Egypt,1916,0.674540007
Egypt,1917,1.593310016
Egypt,1918,3.279660032
Egypt,1919,2.605120026
Egypt,1920,1.721240017
Egypt,1921,2.128290021
Egypt,1922,2.01199002
Egypt,1923,1.779390018
Egypt,1924,1.895690019
Egypt,1925,2.093400021
Egypt,1926,2.01199002
Egypt,1927,2.151550021
Egypt,1928,3.116840031
Egypt,1929,3.163360031
Egypt,1930,3.314550033
Egypt,1931,3.361070033
Egypt,1932,3.151730031
Egypt,1933,2.767940027
Egypt,1934,2.570230025
Egypt,1935,2.116660021
Egypt,1936,2.128290021
Egypt,1937,1.98873002
Egypt,1938,2.628380026
Egypt,1939,7.745580076
Egypt,1940,10.80427011
Egypt,1941,14.20023014
Egypt,1942,13.74666014
Egypt,1943,14.94455015
Egypt,1944,15.73539015
Egypt,1945,15.70050015
Egypt,1946,14.90966015
Egypt,1947,15.51442015
Egypt,1948,21.87603022
Egypt,1949,26.62107026
Egypt,1950,30.3194103
Egypt,1951,27.12116027
Egypt,1952,27.35376027
Egypt,1953,27.34213027
Egypt,1954,22.91110023
Egypt,1955,21.17823021
Egypt,1956,20.1082702
Egypt,1957,27.87711027
Egypt,1958,37.02992036
Egypt,1959,36.69265036
Egypt,1960,38.59997038
Egypt,1961,44.41497044
Egypt,1962,55.06805054
Egypt,1963,65.68624065
Egypt,1964,73.90865073
Egypt,1965,75.33914074
Egypt,1966,72.76891072
Egypt,1967,77.87448077
Egypt,1968,123.3594112
Egypt,1969,172.0658517
Egypt,1970,243.1135224
Egypt,1971,245.9977624
Egypt,1972,195.8492019
Egypt,1973,163.8550716
Egypt,1974,142.3628314
Egypt,1975,194.8606519
Egypt,1976,194.8722819
Egypt,1977,279.9922528
Egypt,1978,283.9697128
Egypt,1979,309.334743
Egypt,1980,361.4103299
Egypt,1981,363.1790591
Egypt,1982,407.3972887
Egypt,1983,443.9510252
Egypt,1984,499.9607827
Egypt,1985,539.4624011
Egypt,1986,487.2842594
Egypt,1987,536.8662487
Egypt,1988,514.4602173
Egypt,1989,530.1685665
Egypt,1990,531.4160335
Egypt,1991,534.7400357
Egypt,1992,520.6922166
Egypt,1993,529.4754192
Egypt,1994,532.7928536
Egypt,1995,548.0083346
Egypt,1996,550.4718206
Egypt,1997,512.7373984
Egypt,1998,500.0405288
Egypt,1999,514.6374204
Egypt,2000,467.7329687
Egypt,2001,441.0388008
Egypt,2002,437.7909483
Egypt,2003,438.7010714
Egypt,2004,412.7577586
Egypt,2005,402.5474038
Egypt,2006,402.5832796
Egypt,2007,397.1809262
Egypt,2008,416.5488645
Egypt,2009,429.5775477
Egypt,2010,433.4288966
Egypt,2011,423.7146114
Egypt,2012,419.5948756
Egypt,2013,410.1382058
Egypt,2014,393.1794005
El Salvador,1986,0.001556482
El Salvador,1987,0.028116898
El Salvador,1988,0.032591783
El Salvador,1989,0.008890812
El Salvador,1990,0.036264844
El Salvador,1991,0.065154087
El Salvador,1992,0.025416638
El Salvador,1993,0.010081756
El Salvador,1994,0.018860549
El Salvador,1995,0.032184975
El Salvador,1996,0.083336623
El Salvador,1997,0.182910181
El Salvador,1998,0.294717448
El Salvador,1999,0.342290367
El Salvador,2000,0.348592939
El Salvador,2001,0.394603481
El Salvador,2002,0.163766635
El Salvador,2003,0.062430244
El Salvador,2004,0.120444562
El Salvador,2005,0.569601546
El Salvador,2006,3.129400754
El Salvador,2007,2.533627911
El Salvador,2008,2.465862
El Salvador,2009,1.044464062
El Salvador,2010,0.30461054
El Salvador,2011,0.302841811
El Salvador,2012,0.302841811
El Salvador,2013,0.302841811
El Salvador,2014,0.302841811
Equatorial Guinea,1991,0.060136792
Equatorial Guinea,1992,0.913843412
Equatorial Guinea,1993,2.653093776
Equatorial Guinea,1994,2.947881973
Equatorial Guinea,1995,2.947881973
Equatorial Guinea,1996,10.07762931
Equatorial Guinea,1997,30.9067266
Equatorial Guinea,1998,48.93484076
Equatorial Guinea,1999,60.13679226
Equatorial Guinea,2000,98.75404611
Equatorial Guinea,2001,106.9717741
Equatorial Guinea,2002,125.3213254
Equatorial Guinea,2003,121.7274092
Equatorial Guinea,2004,217.0865388
Equatorial Guinea,2005,221.372205
Equatorial Guinea,2006,213.9370806
Equatorial Guinea,2007,217.2758636
Equatorial Guinea,2008,211.7776981
Equatorial Guinea,2009,204.0029071
Equatorial Guinea,2010,190.2624224
Equatorial Guinea,2011,176.2173271
Equatorial Guinea,2012,183.0045129
Equatorial Guinea,2013,171.4472001
Equatorial Guinea,2014,158.5960502
Eritrea,1994,0.151981003
Eritrea,1995,0.155152924
Eritrea,1996,0.156326181
Eritrea,1997,0.156756572
Estonia,1992,0.048693114
Estonia,1993,0.039065332
Estonia,1994,0.014650973
Estonia,1997,4.327490737
Estonia,1998,2.594136137
Estonia,1999,1.780520712
Estonia,2000,2.798719146
Estonia,2001,3.026661171
Estonia,2002,3.260593293
Estonia,2003,3.618796328
Estonia,2004,3.886511177
Estonia,2005,4.068077123
Estonia,2006,4.292116153
Estonia,2007,4.362877112
Estonia,2008,4.4807806
Estonia,2009,5.306187552
Estonia,2010,5.895763947
Estonia,2011,6.485340342
Estonia,2012,6.485340342
Estonia,2013,7.664493131
Estonia,2014,7.664493131
Ethiopia,1986,0.152605954
Ethiopia,1987,0.148573251
Ethiopia,1988,0.151167388
Ethiopia,1989,0.182161419
Ethiopia,1990,0.186512492
Ethiopia,1991,0.030634389
Ethiopia,1992,0.061215717
Ethiopia,1993,0.11618782
Ethiopia,2008,0.058957639
Ethiopia,2009,0.058957639
Ethiopia,2010,0.058957639
Ethiopia,2011,0.058957639
Ethiopia,2012,0.058957639
Ethiopia,2013,0.058957639
Ethiopia,2014,0.058957639
Fiji,2010,0.005895764
Fiji,2011,0.017687292
Fiji,2012,0.017687292
Fiji,2013,0.017687292
Fiji,2014,0.017687292
Finland,1980,0.254579087
Finland,1981,0.495951663
Finland,1982,1.187524774
Finland,1983,1.808348718
Finland,1984,2.467683792
Finland,1985,2.488030073
Finland,1986,2.808877547
Finland,1987,3.177356898
Finland,1988,3.210290635
Finland,1989,3.088383924
Finland,1990,3.3715103
Finland,1991,3.878439876
Finland,1992,4.379137629
Finland,1993,4.440553802
Finland,1994,5.255295318
Finland,1995,5.448116278
Finland,1996,5.276691045
Finland,1997,4.928534393
Finland,1998,5.376930824
Finland,1999,5.293039999
Finland,2000,4.881509779
Finland,2001,4.598931709
Finland,2002,5.313757713
Finland,2003,5.473892558
Finland,2004,5.397678017
Finland,2005,5.407146614
Finland,2006,6.007040596
Finland,2007,5.771210038
Finland,2008,5.030802314
Finland,2009,5.625278089
Finland,2010,9.02249392
Finland,2011,8.390202715
Finland,2012,7.874971904
Finland,2013,5.866874704
Finland,2014,5.866874704
France,1913,0.639650006
France,1918,0.604760006
France,1919,0.558240005
France,1920,0.639650006
France,1921,0.651280006
France,1922,0.814100008
France,1923,0.814100008
France,1924,0.860620008
France,1925,0.755950007
France,1926,0.779210008
France,1927,0.848990008
France,1928,0.860620008
France,1929,0.872250009
France,1930,0.883880009
France,1931,0.860620008
France,1932,0.872250009
France,1933,0.918770009
France,1934,0.907140009
France,1935,0.883880009
France,1936,0.814100008
France,1937,0.814100008
France,1938,0.837360008
France,1939,0.814100008
France,1940,0.802470008
France,1941,0.674540007
France,1942,0.755950007
France,1943,0.790840008
France,1944,0.686170007
France,1945,0.337270003
France,1946,0.604760006
France,1947,0.581500006
France,1948,0.604760006
France,1949,0.674540007
France,1950,1.488640015
France,1951,3.384330033
France,1952,4.07050004
France,1953,4.268210042
France,1954,5.873150058
France,1955,10.2111401
France,1956,14.70032014
France,1957,16.40993016
France,1958,16.11918016
France,1959,18.81734019
France,1960,22.99251023
France,1961,25.15569025
France,1962,27.56310027
France,1963,29.33086029
France,1964,33.09898033
France,1965,34.86674034
France,1966,34.09916034
France,1967,32.93616032
France,1968,31.26144031
France,1969,29.06337029
France,1970,26.85367026
France,1971,21.64343021
France,1972,17.25892017
France,1973,14.58402014
France,1974,12.56040012
France,1975,11.95564012
France,1976,12.29291012
France,1977,12.00216012
France,1978,12.85115013
France,1979,13.92111014
France,1980,48.93484076
France,1981,54.24102831
France,1982,50.70356994
France,1983,52.47229913
France,1984,54.83060471
France,1985,62.49509784
France,1986,63.19631052
France,1987,65.66733132
France,1988,70.34611525
France,1989,68.48567746
France,1990,65.75348022
France,1991,66.59422205
France,1992,67.25615126
France,1993,66.3208001
France,1994,68.2643269
France,1995,64.85975315
France,1996,62.02871343
France,1997,57.35651506
France,1998,52.59985988
France,1999,54.58508741
France,2000,54.95384976
France,2001,53.14030687
France,2002,50.82962727
France,2003,53.20126907
France,2004,52.53416338
France,2005,49.67189969
France,2006,52.42304002
France,2007,44.00145415
France,2008,43.08505788
France,2009,44.9915239
France,2010,45.12765119
France,2011,44.73831263
France,2012,38.73538727
France,2013,36.7450717
France,2014,36.20234304
Gabon,1957,2.01199002
Gabon,1958,5.873150058
Gabon,1959,8.757390086
Gabon,1960,9.304000092
Gabon,1961,9.001620089
Gabon,1962,9.618010095
Gabon,1963,10.3274401
Gabon,1964,12.30454012
Gabon,1965,14.70032014
Gabon,1966,16.82861017
Gabon,1967,40.05372039
Gabon,1968,53.98646053
Gabon,1969,58.47564058
Gabon,1970,63.06949062
Gabon,1971,67.27955066
Gabon,1972,73.37367072
Gabon,1973,88.36474087
Gabon,1974,118.6492612
Gabon,1975,129.0464813
Gabon,1976,131.7213813
Gabon,1977,131.0352113
Gabon,1978,123.2780012
Gabon,1979,119.9750812
Gabon,1980,103.7654455
Gabon,1981,89.61561199
Gabon,1982,92.56349397
Gabon,1983,93.15307036
Gabon,1984,93.15307036
Gabon,1985,101.9967163
Gabon,1986,97.81905459
Gabon,1987,91.32006556
Gabon,1988,93.71883377
Gabon,1989,122.5319097
Gabon,1990,159.0887592
Gabon,1991,173.2383391
Gabon,1992,175.3862131
Gabon,1993,184.1755119
Gabon,1994,193.6201837
Gabon,1995,215.077681
Gabon,1996,217.0167506
Gabon,1997,218.3009247
Gabon,1998,207.4669396
Gabon,1999,195.0434624
Gabon,2000,185.5937909
Gabon,2001,159.0690968
Gabon,2002,148.012075
Gabon,2003,142.1820075
Gabon,2004,140.7738161
Gabon,2005,156.8443185
Gabon,2006,139.6602949
Gabon,2007,143.7959139
Gabon,2008,146.066632
Gabon,2009,142.6347668
Gabon,2010,144.7459161
Gabon,2011,144.0658869
Gabon,2012,142.6536038
Gabon,2013,140.8434097
Gabon,2014,141.2811466
Georgia,1992,1.703516139
Georgia,1993,1.178162301
Georgia,1994,1.078541578
Georgia,1995,0.584877471
Georgia,1996,0.701843532
Georgia,1997,1.575861058
Georgia,1998,1.28033589
Georgia,1999,1.269658662
Georgia,2000,1.173274713
Georgia,2001,1.242726812
Georgia,2002,0.862243686
Georgia,2003,1.639435081
Georgia,2004,1.166830643
Georgia,2005,1.165822467
Georgia,2006,0.586545972
Georgia,2007,0.580042944
Georgia,2008,0.577006626
Georgia,2009,0.585573171
Georgia,2010,0.589576395
Georgia,2011,0.589576395
Georgia,2012,0.589576395
Georgia,2013,0.589576395
Georgia,2014,0.589576395
Germany,1900,0.581500006
Germany,1901,0.511720005
Germany,1902,0.581500006
Germany,1903,0.732690007
Germany,1904,1.04670001
Germany,1905,0.918770009
Germany,1906,0.942030009
Germany,1907,1.232780012
Germany,1908,1.639830016
Germany,1909,1.593310016
Germany,1910,1.628200016
Germany,1911,1.593310016
Germany,1912,1.570050015
Germany,1913,1.407230014
Germany,1914,1.279300013
Germany,1915,1.151370011
Germany,1916,1.081590011
Germany,1917,1.05833001
Germany,1918,0.441940004
Germany,1919,0.430310004
Germany,1920,0.407050004
Germany,1921,0.441940004
Germany,1922,0.488460005
Germany,1923,0.593130006
Germany,1924,0.686170007
Germany,1925,0.918770009
Germany,1926,1.104850011
Germany,1927,1.128110011
Germany,1928,1.069960011
Germany,1929,1.197890012
Germany,1930,2.02362002
Germany,1931,2.663270026
Germany,1932,2.674900026
Germany,1933,2.779570027
Germany,1934,3.698340036
Germany,1935,4.966010049
Germany,1936,5.175350051
Germany,1937,5.245130052
Germany,1938,7.08267007
Germany,1939,8.606200085
Germany,1940,12.28128012
Germany,1941,10.4902601
Germany,1942,8.652720085
Germany,1943,8.268930081
Germany,1944,8.396860083
Germany,1945,6.315090062
Germany,1946,7.559500074
Germany,1947,6.710510066
Germany,1948,7.385050073
Germany,1949,9.792460096
Germany,1950,13.01397013
Germany,1951,15.89821016
Germany,1952,20.4106502
Germany,1953,25.45807025
Germany,1954,31.00558031
Germany,1955,36.59961036
Germany,1956,40.8213004
Germany,1957,46.11295045
Germany,1958,51.61394051
Germany,1959,59.42930058
Germany,1960,64.31390063
Germany,1961,72.18741071
Germany,1962,79.15378078
Germany,1963,86.27134085
Germany,1964,89.93479088
Germany,1965,92.62132091
Germany,1966,92.43524091
Germany,1967,93.12141092
Germany,1968,93.76106092
Germany,1969,92.58643091
Germany,1970,88.67875087
Germany,1971,87.39945086
Germany,1972,83.72437082
Germany,1973,77.94426077
Germany,1974,72.62935071
Germany,1975,67.41911066
Germany,1976,64.86051064
Germany,1977,63.59284063
Germany,1978,59.60375059
Germany,1979,56.21942055
Germany,1980,69.6967735
Germany,1981,60.04953495
Germany,1982,64.64823083
Germany,1983,72.8061994
Germany,1984,84.82408336
Germany,1985,87.73692092
Germany,1986,87.64823683
Germany,1987,85.59419395
Germany,1988,92.49431897
Germany,1989,89.47394858
Germany,1990,91.34221594
Germany,1991,87.26843172
Germany,1992,77.65690382
Germany,1993,80.70536163
Germany,1994,74.89993258
Germany,1995,74.03260085
Germany,1996,74.05166775
Germany,1997,73.803291
Germany,1998,76.05507192
Germany,1999,76.41983104
Germany,2000,79.56947785
Germany,2001,76.36199949
Germany,2002,80.00680793
Germany,2003,81.99371576
Germany,2004,73.50316124
Germany,2005,90.64330261
Germany,2006,97.65992792
Germany,2007,70.96214594
Germany,2008,73.63775564
Germany,2009,78.44950084
Germany,2010,82.46247616
Germany,2011,93.22838285
Germany,2012,95.01403288
Germany,2013,95.96380507
Germany,2014,93.76380076
Ghana,1978,0.232600002
Ghana,1979,0.232600002
Ghana,1980,1.179152789
Ghana,1981,1.179152789
Ghana,1982,1.179152789
Ghana,1983,1.179152789
Ghana,1984,1.179152789
Ghana,1985,0.589576395
Ghana,1986,0.135844297
Ghana,1987,0.055591158
Ghana,1988,0.050503114
Ghana,1989,0.033411294
Ghana,1990,0.024479212
Ghana,1991,0.133037913
Ghana,1992,0.727590333
Ghana,1993,1.067528291
Ghana,1994,0.84664939
Ghana,1995,2.392819381
Ghana,1996,3.913767294
Ghana,1997,3.042485402
Ghana,1998,2.944208913
Ghana,1999,3.535052896
Ghana,2000,4.204782202
Ghana,2001,4.235121803
Ghana,2002,4.382427465
Ghana,2003,4.408504429
Ghana,2004,5.054750907
Ghana,2005,4.362505679
Ghana,2006,4.174808138
Ghana,2007,4.534544071
Ghana,2008,4.261051373
Ghana,2009,4.060831229
Ghana,2010,4.990121543
Ghana,2011,45.86149103
Ghana,2012,46.94800368
Ghana,2013,58.47842588
Ghana,2014,62.66845688
Greece,1980,0.589576395
Greece,1981,5.895763947
Greece,1982,14.14983347
Greece,1983,16.80292725
Greece,1984,18.27686824
Greece,1985,17.68729184
Greece,1986,14.22227472
Greece,1987,14.52249292
Greece,1988,14.38732074
Greece,1989,12.16119229
Greece,1990,11.13171526
Greece,1991,11.23848165
Greece,1992,11.67373053
Greece,1993,9.088933284
Greece,1994,8.502357833
Greece,1995,7.175993713
Greece,1996,6.31153322
Greece,1997,6.861908681
Greece,1998,5.687048007
Greece,1999,1.941351257
Greece,2000,4.510583686
Greece,2001,4.726132816
Greece,2002,3.91254687
Greece,2003,3.195097252
Greece,2004,3.088283696
Greece,2005,3.388148146
Greece,2006,3.908767686
Greece,2007,3.029249412
Greece,2008,3.542404914
Greece,2009,3.783164331
Greece,2010,4.999525286
Greece,2011,4.467839398
Greece,2012,5.281071598
Greece,2013,5.205711943
Greece,2014,5.155633324
Guatemala,1976,0.151190001
Guatemala,1977,0.081410001
Guatemala,1978,0.348900003
Guatemala,1979,0.907140009
Guatemala,1980,2.947881973
Guatemala,1981,2.947881973
Guatemala,1982,3.537458368
Guatemala,1983,4.127034763
Guatemala,1984,2.947881973
Guatemala,1985,1.768729184
Guatemala,1986,2.984347273
Guatemala,1987,2.373941145
Guatemala,1988,1.782772894
Guatemala,1989,2.375544793
Guatemala,1990,2.304082238
Guatemala,1991,2.613780822
Guatemala,1992,2.698762364
Guatemala,1993,4.028286612
Guatemala,1994,4.804735141
Guatemala,1995,5.534436158
Guatemala,1996,7.470221813
Guatemala,1997,9.155107338
Guatemala,1998,13.95407642
Guatemala,1999,13.62531683
Guatemala,2000,12.08869798
Guatemala,2001,12.34624853
Guatemala,2002,10.55523336
Guatemala,2003,12.9674498
Guatemala,2004,11.68038095
Guatemala,2005,10.12532015
Guatemala,2006,12.65525142
Guatemala,2007,11.04932786
Guatemala,2008,10.87286764
Guatemala,2009,9.753922395
Guatemala,2010,8.832001787
Guatemala,2011,8.82751511
Guatemala,2012,8.597079176
Guatemala,2013,8.256351186
Guatemala,2014,8.294714922
Honduras,1986,0.008596024
Honduras,1987,0.004740194
Honduras,1988,0.007711659
Honduras,1989,0.036235365
Honduras,1990,0.084150239
Honduras,1991,0.082894441
Honduras,1992,0.056015653
Honduras,2005,0.000589576
Honduras,2006,0.011791528
Honduras,2007,0.011791528
Honduras,2008,0.011791528
Honduras,2009,0.011791528
Honduras,2010,0.011791528
Honduras,2011,0.011791528
Honduras,2012,0.011791528
Honduras,2013,0.011791528
Honduras,2014,0.011791528
Hong Kong,2010,0.058957639
Hong Kong,2011,0.058957639
Hong Kong,2012,0.058957639
Hong Kong,2013,0.058957639
Hong Kong,2014,0.058957639
Hungary,1900,0.02326
Hungary,1901,0.03489
Hungary,1902,0.04652
Hungary,1903,0.03489
Hungary,1904,0.02326
Hungary,1905,0.058150001
Hungary,1906,0.03489
Hungary,1907,0.02326
Hungary,1908,0.02326
Hungary,1909,0.03489
Hungary,1910,0.03489
Hungary,1911,0.02326
Hungary,1912,0.03489
Hungary,1913,0.02326
Hungary,1914,0.04652
Hungary,1915,0.081410001
Hungary,1916,0.069780001
Hungary,1917,0.104670001
Hungary,1937,0.02326
Hungary,1938,0.500090005
Hungary,1939,1.674720016
Hungary,1940,2.954020029
Hungary,1941,4.907860048
Hungary,1942,7.745580076
Hungary,1943,9.757570096
Hungary,1944,9.687790095
Hungary,1945,7.617650075
Hungary,1946,7.966550078
Hungary,1947,6.629100065
Hungary,1948,5.640550056
Hungary,1949,5.884780058
Hungary,1950,5.954560059
Hungary,1951,5.803370057
Hungary,1952,6.954740068
Hungary,1953,9.838980097
Hungary,1954,14.15371014
Hungary,1955,18.61963018
Hungary,1956,13.97926014
Hungary,1957,7.850250077
Hungary,1958,9.652900095
Hungary,1959,12.04868012
Hungary,1960,14.15371014
Hungary,1961,16.94491017
Hungary,1962,19.08483019
Hungary,1963,20.4222802
Hungary,1964,20.94563021
Hungary,1965,20.96889021
Hungary,1966,19.8291502
