Entity,Year,GDP per capita PPP 2011 – WDI (2016)
Greece,2008,32158.1334
Greece,2009,30773.32062
Greece,2010,29174.94569
Greece,2011,26582.62047
Greece,2012,24709.58304
Greece,2013,24060.78117
Greece,2014,24372.42214
Grenada,1990,7488.841407
Grenada,1991,7647.430047
Grenada,1992,7566.242679
Grenada,1993,7284.012888
Grenada,1994,7401.671311
Grenada,1995,7522.677931
Grenada,1996,7785.733927
Grenada,1997,8118.069115
Grenada,1998,8634.033336
Grenada,1999,9490.673741
Grenada,2000,9651.394107
Grenada,2001,9434.798282
Grenada,2002,9735.111297
Grenada,2003,10628.22955
Grenada,2004,10529.99876
Grenada,2005,11893.5901
Grenada,2006,11381.68952
Grenada,2007,12043.47397
Grenada,2008,12117.18204
Grenada,2009,11276.27052
Grenada,2010,11177.99986
Grenada,2011,11221.36239
Grenada,2012,11049.02807
Grenada,2013,11263.4434
Grenada,2014,11853.71686
Guatemala,1990,5159.400813
Guatemala,1991,5219.097819
Guatemala,1992,5338.445555
Guatemala,1993,5412.514803
Guatemala,1994,5493.559269
Guatemala,1995,5625.752437
Guatemala,1996,5653.001331
Guatemala,1997,5758.890242
Guatemala,1998,5902.571529
Guatemala,1999,5983.508358
Guatemala,2000,6051.020799
Guatemala,2001,6043.231094
Guatemala,2002,6125.768625
Guatemala,2003,6130.370672
Guatemala,2004,6174.146424
Guatemala,2005,6227.551059
Guatemala,2006,6413.457046
Guatemala,2007,6665.777831
Guatemala,2008,6733.657732
Guatemala,2009,6622.906757
Guatemala,2010,6667.635155
Guatemala,2011,6798.843188
Guatemala,2012,6855.230422
Guatemala,2013,6962.811044
Guatemala,2014,7111.550259
Guinea,1990,1125.227022
Guinea,1991,1094.241503
Guinea,1992,1065.712951
Guinea,1993,1056.237725
Guinea,1994,1042.679167
Guinea,1995,1045.411919
Guinea,1996,1056.869804
Guinea,1997,1084.070906
Guinea,1998,1101.598186
Guinea,1999,1123.786517
Guinea,2000,1132.039348
Guinea,2001,1152.935491
Guinea,2002,1191.390614
Guinea,2003,1184.525375
Guinea,2004,1188.780592
Guinea,2005,1198.546666
Guinea,2006,1200.015593
Guinea,2007,1190.531404
Guinea,2008,1216.379009
Guinea,2009,1180.323807
Guinea,2010,1170.768018
Guinea,2011,1183.855846
Guinea,2012,1197.488792
Guinea,2013,1192.227553
Guinea,2014,1165.12982
Guinea-Bissau,1990,1506.738337
Guinea-Bissau,1991,1548.422426
Guinea-Bissau,1992,1530.712623
Guinea-Bissau,1993,1528.274861
Guinea-Bissau,1994,1542.491866
Guinea-Bissau,1995,1575.224424
Guinea-Bissau,1996,1719.894733
Guinea-Bissau,1997,1792.31652
Guinea-Bissau,1998,1261.168898
Guinea-Bissau,1999,1247.088527
Guinea-Bissau,2000,1287.054347
Guinea-Bissau,2001,1287.632031
Guinea-Bissau,2002,1248.264391
Guinea-Bissau,2003,1229.076271
Guinea-Bissau,2004,1236.464564
Guinea-Bissau,2005,1261.911804
Guinea-Bissau,2006,1263.57312
Guinea-Bissau,2007,1276.113425
Guinea-Bissau,2008,1288.372722
Guinea-Bissau,2009,1301.450327
Guinea-Bissau,2010,1328.055932
Guinea-Bissau,2011,1413.946945
Guinea-Bissau,2012,1349.224316
Guinea-Bissau,2013,1320.904188
Guinea-Bissau,2014,1321.829538
Guyana,1990,2928.0654
Guyana,1991,3115.322591
Guyana,1992,3358.740361
Guyana,1993,3623.065339
Guyana,1994,3913.821086
Guyana,1995,4089.384211
Guyana,1996,4390.63481
Guyana,1997,4640.769746
Guyana,1998,4540.061071
Guyana,1999,4656.750149
Guyana,2000,4580.084499
Guyana,2001,4677.18133
Guyana,2002,4726.694715
Guyana,2003,4682.771287
Guyana,2004,4839.462302
Guyana,2005,4742.630358
Guyana,2006,4977.796749
Guyana,2007,5313.443253
Guyana,2008,5400.66794
Guyana,2009,5560.177552
Guyana,2010,5783.077511
Guyana,2011,6077.174477
Guyana,2012,6348.654838
Guyana,2013,6657.133803
Haiti,1998,1738.255031
Haiti,1999,1754.135181
Haiti,2000,1739.516563
Haiti,2001,1692.988854
Haiti,2002,1661.388164
Haiti,2003,1641.066993
Haiti,2004,1558.678086
Haiti,2005,1561.902009
Haiti,2006,1572.298759
Haiti,2007,1599.790851
Haiti,2008,1588.661435
Haiti,2009,1613.074374
Haiti,2010,1502.032711
Haiti,2011,1562.304129
Haiti,2012,1584.891307
Haiti,2013,1629.658248
Haiti,2014,1652.173694
Heavily indebted poor countries (HIPC),1990,1464.90214
Heavily indebted poor countries (HIPC),1991,1434.194413
Heavily indebted poor countries (HIPC),1992,1383.15383
Heavily indebted poor countries (HIPC),1993,1357.288636
Heavily indebted poor countries (HIPC),1994,1324.20751
Heavily indebted poor countries (HIPC),1995,1346.718353
Heavily indebted poor countries (HIPC),1996,1382.359534
Heavily indebted poor countries (HIPC),1997,1405.032941
Heavily indebted poor countries (HIPC),1998,1415.688151
Heavily indebted poor countries (HIPC),1999,1422.194931
Heavily indebted poor countries (HIPC),2000,1423.982015
Heavily indebted poor countries (HIPC),2001,1445.46045
Heavily indebted poor countries (HIPC),2002,1453.416641
Heavily indebted poor countries (HIPC),2003,1476.054107
Heavily indebted poor countries (HIPC),2004,1513.446484
Heavily indebted poor countries (HIPC),2005,1563.358115
Heavily indebted poor countries (HIPC),2006,1613.850241
Heavily indebted poor countries (HIPC),2007,1674.989933
Heavily indebted poor countries (HIPC),2008,1727.99243
Heavily indebted poor countries (HIPC),2009,1755.486449
Heavily indebted poor countries (HIPC),2010,1805.779622
Heavily indebted poor countries (HIPC),2011,1843.919244
Heavily indebted poor countries (HIPC),2012,1893.551252
Heavily indebted poor countries (HIPC),2013,1946.595779
Heavily indebted poor countries (HIPC),2014,2001.032223
High income,1990,26894.57089
High income,1991,26991.55472
High income,1992,27106.00978
High income,1993,27142.08116
High income,1994,27584.66737
High income,1995,28075.63602
High income,1996,28663.85713
High income,1997,29505.3196
High income,1998,30008.40934
High income,1999,30836.99674
High income,2000,31990.62783
High income,2001,32324.67341
High income,2002,32655.63009
High income,2003,33302.56642
High income,2004,34398.8838
High income,2005,35303.10876
High income,2006,36373.12877
High income,2007,37336.76988
High income,2008,37417.41444
High income,2009,35896.56533
High income,2010,36835.72201
High income,2011,37493.23583
High income,2012,37920.30714
High income,2013,38281.34475
High income,2014,38719.70075
High income: nonOECD,1990,20076.0083
High income: nonOECD,1991,20050.46334
High income: nonOECD,1992,19152.15519
High income: nonOECD,1993,18709.36103
High income: nonOECD,1994,18023.56813
High income: nonOECD,1995,17784.5203
High income: nonOECD,1996,17907.75343
High income: nonOECD,1997,18541.77889
High income: nonOECD,1998,18366.03409
High income: nonOECD,1999,18703.17911
High income: nonOECD,2000,19834.17705
High income: nonOECD,2001,20142.65762
High income: nonOECD,2002,20342.875
High income: nonOECD,2003,21451.24993
High income: nonOECD,2004,23114.11043
High income: nonOECD,2005,24511.03864
High income: nonOECD,2006,26187.63101
High income: nonOECD,2007,27837.88894
High income: nonOECD,2008,28806.06226
High income: nonOECD,2009,27494.74404
High income: nonOECD,2010,28739.61484
High income: nonOECD,2011,30130.32249
High income: nonOECD,2012,30933.36974
High income: nonOECD,2013,31367.28998
High income: nonOECD,2014,31619.19992
High income: OECD,1990,29037.32682
High income: OECD,1991,29169.98126
High income: OECD,1992,29548.15987
High income: OECD,1993,29719.59155
High income: OECD,1994,30482.21339
High income: OECD,1995,31204.84812
High income: OECD,1996,31931.52949
High income: OECD,1997,32839.04418
High income: OECD,1998,33542.486
High income: OECD,1999,34516.42441
High income: OECD,2000,35678.68055
High income: OECD,2001,36018.21484
High income: OECD,2002,36383.70799
High income: OECD,2003,36894.20328
High income: OECD,2004,37830.62411
High income: OECD,2005,38598.67318
High income: OECD,2006,39502.97852
High income: OECD,2007,40280.6269
High income: OECD,2008,40112.84082
High income: OECD,2009,38535.40551
High income: OECD,2010,39399.87072
High income: OECD,2011,39852.19951
High income: OECD,2012,40183.19613
High income: OECD,2013,40532.39403
High income: OECD,2014,41035.16652
Honduras,1990,3205.284186
Honduras,1991,3219.127636
Honduras,1992,3309.256353
Honduras,1993,3423.880335
Honduras,1994,3294.12529
Honduras,1995,3344.793779
Honduras,1996,3384.270628
Honduras,1997,3473.565551
Honduras,1998,3496.886172
Honduras,1999,3358.509636
Honduras,2000,3478.43453
Honduras,2001,3501.248355
Honduras,2002,3561.319229
Honduras,2003,3651.72349
Honduras,2004,3806.330118
Honduras,2005,3962.224703
Honduras,2006,4145.995081
Honduras,2007,4324.365387
Honduras,2008,4429.288478
Honduras,2009,4249.220886
Honduras,2010,4336.821046
Honduras,2011,4433.71931
Honduras,2012,4548.312844
Honduras,2013,4608.016299
Honduras,2014,4682.99035
Hong Kong,1990,26974.38879
Hong Kong,1991,28276.99305
Hong Kong,1992,29788.88361
Hong Kong,1993,31097.32765
Hong Kong,1994,32240.0639
Hong Kong,1995,32358.26572
Hong Kong,1996,32271.56013
Hong Kong,1997,33636.10218
Hong Kong,1998,31394.23156
Hong Kong,1999,31875.27432
Hong Kong,2000,34016.81545
Hong Kong,2001,33956.41223
Hong Kong,2002,34366.42474
Hong Kong,2003,35486.75874
Hong Kong,2004,38274.46379
Hong Kong,2005,40923.0637
Hong Kong,2006,43520.59277
Hong Kong,2007,45937.49356
Hong Kong,2008,46635.15527
Hong Kong,2009,45390.48849
Hong Kong,2010,48107.71394
Hong Kong,2011,50085.95933
Hong Kong,2012,50346.64912
Hong Kong,2013,51655.84947
Hong Kong,2014,52551.601
Hungary,1991,14967.75548
Hungary,1992,14514.79594
Hungary,1993,14447.64103
Hungary,1994,14893.8085
Hungary,1995,15136.71424
Hungary,1996,15169.29315
Hungary,1997,15720.48165
Hungary,1998,16420.44863
Hungary,1999,17001.24442
Hungary,2000,17766.04683
Hungary,2001,18492.25591
Hungary,2002,19375.95889
Hungary,2003,20178.46722
Hungary,2004,21221.76365
Hungary,2005,22189.97889
Hungary,2006,23070.50599
Hungary,2007,23204.66453
Hungary,2008,23440.43958
Hungary,2009,21936.91877
Hungary,2010,22149.95894
Hungary,2011,22603.20272
Hungary,2012,22336.51514
Hungary,2013,22821.37997
Hungary,2014,23734.78551
Iceland,1990,28712.45652
Iceland,1991,28318.11774
Iceland,1992,27020.99746
Iceland,1993,27098.95356
Iceland,1994,27834.58731
Iceland,1995,27716.27742
Iceland,1996,28886.13681
Iceland,1997,30058.12089
Iceland,1998,31676.87946
Iceland,1999,32599.05978
Iceland,2000,33674.67872
Iceland,2001,34480.32817
Iceland,2002,34328.85784
Iceland,2003,35026.69424
Iceland,2004,37574.66934
Iceland,2005,39188.99914
Iceland,2006,39889.97046
Iceland,2007,42585.49429
Iceland,2008,42419.048
Iceland,2009,40295.59919
Iceland,2010,38905.46964
Iceland,2011,39557.93565
Iceland,2012,39813.4666
Iceland,2013,40975.17033
Iceland,2014,41236.47323
India,1990,1773.122987
India,1991,1755.738671
India,1992,1815.326624
India,1993,1864.514879
India,1994,1950.424506
India,1995,2058.263335
India,1996,2172.024891
India,1997,2218.026029
India,1998,2312.131495
India,1999,2471.493
India,2000,2521.343487
India,2001,2597.585514
India,2002,2651.132215
India,2003,2812.617539
India,2004,2986.81924
India,2005,3213.061525
India,2006,3457.058429
India,2007,3739.273928
India,2008,3828.350847
India,2009,4094.456722
India,2010,4452.925168
India,2011,4685.863732
India,2012,4861.063358
India,2013,5131.82638
India,2014,5438.616195
Indonesia,1990,4477.310174
Indonesia,1991,4793.083047
Indonesia,1992,5053.022528
Indonesia,1993,5331.235915
Indonesia,1994,5642.558522
Indonesia,1995,6022.609062
Indonesia,1996,6386.637621
Indonesia,1997,6590.309126
Indonesia,1998,5644.533091
Indonesia,1999,5610.369813
Indonesia,2000,5805.808734
Indonesia,2001,5935.747567
Indonesia,2002,6119.477777
Indonesia,2003,6326.480531
Indonesia,2004,6556.640706
Indonesia,2005,6838.421953
Indonesia,2006,7119.902727
Indonesia,2007,7472.807084
Indonesia,2008,7819.068071
Indonesia,2009,8074.500292
Indonesia,2010,8465.295674
Indonesia,2011,8870.284189
Indonesia,2012,9282.706005
Indonesia,2013,9674.606557
Indonesia,2014,10033.48179
Iran,1990,10173.67698
Iran,1991,11243.41745
Iran,1992,11445.98221
Iran,1993,11146.87815
Iran,1994,10830.60825
Iran,1995,10940.37344
Iran,1996,11447.63607
Iran,1997,11394.1683
Iran,1998,11413.59993
Iran,1999,11432.93485
Iran,2000,11904.67169
Iran,2001,12013.81979
Iran,2002,12814.85363
Iran,2003,13754.2671
Iran,2004,14185.15609
Iran,2005,14613.4864
Iran,2006,15272.60788
Iran,2007,16479.5339
Iran,2008,16446.05452
Iran,2009,16634.02313
Iran,2010,17517.43292
Iran,2011,17949.24442
Iran,2012,16548.94277
Iran,2013,16023.154
Iran,2014,16507.02425
Iraq,1990,11515.50113
Iraq,1991,4030.74103
Iraq,1992,5195.240075
Iraq,1993,6571.928514
Iraq,1994,6621.629644
Iraq,1995,6557.700709
Iraq,1996,7057.814066
Iraq,1997,8292.742263
Iraq,1998,10840.06608
Iraq,1999,12362.99901
Iraq,2000,12171.99136
Iraq,2001,12101.45941
Iraq,2002,10957.04137
Iraq,2003,7133.795381
Iraq,2004,10708.95947
Iraq,2005,10891.71838
Iraq,2006,11695.42061
Iraq,2007,11561.8056
Iraq,2008,12195.70171
Iraq,2009,12268.21884
Iraq,2010,12674.15035
Iraq,2011,13226.94139
Iraq,2012,14624.00907
Iraq,2013,15123.58085
Iraq,2014,14364.83649
Ireland,1990,21291.53702
Ireland,1991,21577.97187
Ireland,1992,22147.7614
Ireland,1993,22630.71342
Ireland,1994,23839.14172
Ireland,1995,26002.25073
Ireland,1996,28188.46906
Ireland,1997,31026.6707
Ireland,1998,33441.48767
Ireland,1999,36625.26256
Ireland,2000,39836.97091
Ireland,2001,41494.91247
Ireland,2002,43223.77594
Ireland,2003,44159.29423
Ireland,2004,45269.29225
Ireland,2005,47099.29232
Ireland,2006,48739.24408
Ireland,2007,49974.89827
Ireland,2008,47907.51761
Ireland,2009,44749.49599
Ireland,2010,44683.73444
Ireland,2011,45673.5345
Ireland,2012,45641.80367
Ireland,2013,46181.69815
Ireland,2014,48430.92559
Israel,1990,17321.13952
Israel,1991,17565.40315
Israel,1992,17923.77297
Israel,1993,18423.49416
Israel,1994,19197.02621
Israel,1995,22771.72999
Israel,1996,23549.59003
Israel,1997,23906.12952
Israel,1998,24359.09116
Israel,1999,24634.06652
Israel,2000,26137.01842
Israel,2001,25589.81318
Israel,2002,25062.45188
Israel,2003,24903.74482
Israel,2004,25718.684
Israel,2005,26378.56207
Israel,2006,27419.95422
Israel,2007,28589.86895
Israel,2008,28945.71083
Israel,2009,28620.60119
Israel,2010,29652.94258
Israel,2011,30574.25236
Israel,2012,30879.38955
Israel,2013,31293.89142
Israel,2014,31484.6333
Italy,1990,30746.19241
Italy,1991,31197.60051
Italy,1992,31436.51411
Italy,1993,31149.37245
Italy,1994,31812.9212
Italy,1995,32730.78835
Italy,1996,33142.66593
Italy,1997,33733.27158
Italy,1998,34268.94045
Italy,1999,34798.06454
Italy,2000,36072.77885
Italy,2001,36691.66418
Italy,2002,36728.94276
Italy,2003,36621.86002
Italy,2004,36961.69744
Italy,2005,37129.79097
Italy,2006,37761.09955
Italy,2007,38124.75236
Italy,2008,37475.42368
Italy,2009,35260.23633
Italy,2010,35753.24838
Italy,2011,35901.25988
Italy,2012,34795.66923
Italy,2013,33793.61286
Italy,2014,33038.91175
Jamaica,1990,7386.651599
Jamaica,1991,7692.403
Jamaica,1992,7787.799682
Jamaica,1993,8458.419753
Jamaica,1994,8509.276397
Jamaica,1995,8639.011948
Jamaica,1996,8526.31057
Jamaica,1997,8348.754602
Jamaica,1998,8081.420615
Jamaica,1999,8110.545988
Jamaica,2000,8134.101466
Jamaica,2001,8192.349991
Jamaica,2002,8324.992244
Jamaica,2003,8599.166827
Jamaica,2004,8681.738267
Jamaica,2005,8728.003854
Jamaica,2006,8949.080089
Jamaica,2007,9045.046312
Jamaica,2008,8947.943917
Jamaica,2009,8521.832469
Jamaica,2010,8365.502066
Jamaica,2011,8481.245974
Jamaica,2012,8405.257953
Jamaica,2013,8429.740389
Jamaica,2014,8467.386034
Japan,1990,29549.50986
Japan,1991,30437.22578
Japan,1992,30610.43491
Japan,1993,30587.20954
Japan,1994,30746.42668
Japan,1995,31224.18931
Japan,1996,31958.14073
Japan,1997,32390.80398
Japan,1998,31655.83305
Japan,1999,31535.09976
Japan,2000,32193.10689
Japan,2001,32229.78891
Japan,2002,32248.03707
Japan,2003,32721.36008
Japan,2004,33482.5502
Japan,2005,33915.55127
Japan,2006,34467.85864
Japan,2007,35183.00666
Japan,2008,34799.67183
Japan,2009,32880.41018
Japan,2010,34403.8371
Japan,2011,34315.79841
Japan,2012,34987.60828
Japan,2013,35614.31002
Japan,2014,35634.97072
Jordan,1990,7057.460739
Jordan,1991,6426.007163
Jordan,1992,7241.846619
Jordan,1993,7241.721448
Jordan,1994,7312.479845
Jordan,1995,7516.391893
Jordan,1996,7442.507846
Jordan,1997,7481.425208
Jordan,1998,7502.976581
Jordan,1999,7566.406722
Jordan,2000,7694.837616
Jordan,2001,7902.768262
Jordan,2002,8159.728381
Jordan,2003,8292.094553
Jordan,2004,8787.707494
Jordan,2005,9292.564576
Jordan,2006,9817.839796
Jordan,2007,10386.00813
Jordan,2008,10896.56075
Jordan,2009,11242.66238
Jordan,2010,11256.09465
Jordan,2011,11292.20029
Jordan,2012,11340.22677
Jordan,2013,11404.73886
Jordan,2014,11496.26493
Kazakhstan,1990,12728.50519
Kazakhstan,1991,11257.78466
Kazakhstan,1992,10668.51847
Kazakhstan,1993,9751.480111
Kazakhstan,1994,8647.348245
Kazakhstan,1995,8078.590501
Kazakhstan,1996,8242.886093
Kazakhstan,1997,8516.515646
Kazakhstan,1998,8500.163675
Kazakhstan,1999,8813.216259
Kazakhstan,2000,9706.039142
Kazakhstan,2001,11035.10583
Kazakhstan,2002,12116.04634
Kazakhstan,2003,13198.36429
Kazakhstan,2004,14365.23232
Kazakhstan,2005,15619.20321
Kazakhstan,2006,17108.54657
Kazakhstan,2007,18419.30693
Kazakhstan,2008,18796.73037
Kazakhstan,2009,18527.36786
Kazakhstan,2010,19601.08735
Kazakhstan,2011,20772.06612
Kazakhstan,2012,21505.65122
Kazakhstan,2013,22469.67902
Kazakhstan,2014,23113.93318
Kenya,1990,2375.970839
Kenya,1991,2331.790929
Kenya,1992,2239.616083
Kenya,1993,2178.339075
Kenya,1994,2169.870422
Kenya,1995,2202.170242
Kenya,1996,2232.883091
Kenya,1997,2186.998403
Kenya,1998,2203.760986
Kenya,1999,2199.757523
Kenya,2000,2158.48511
Kenya,2001,2184.010257
Kenya,2002,2140.289099
Kenya,2003,2146.641842
Kenya,2004,2198.140527
Kenya,2005,2267.943536
Kenya,2006,2352.382903
Kenya,2007,2448.45547
Kenya,2008,2390.364197
Kenya,2009,2404.92276
Kenya,2010,2538.576473
Kenya,2011,2622.730169
Kenya,2012,2669.806461
Kenya,2013,2747.384892
Kenya,2014,2818.255144
Kiribati,1990,1425.679971
Kiribati,1991,1340.301504
Kiribati,1992,1363.080874
Kiribati,1993,1392.78311
Kiribati,1994,1442.833307
Kiribati,1995,1409.477206
Kiribati,1996,1473.319945
Kiribati,1997,1530.506706
Kiribati,1998,1670.129492
Kiribati,1999,1644.141396
Kiribati,2000,1769.790828
Kiribati,2001,1752.09635
Kiribati,2002,1732.255452
Kiribati,2003,1770.667471
Kiribati,2004,1793.490696
Kiribati,2005,1755.774756
Kiribati,2006,1642.330737
Kiribati,2007,1728.135305
Kiribati,2008,1737.362725
Kiribati,2009,1689.273213
Kiribati,2010,1646.72953
Kiribati,2011,1659.293952
Kiribati,2012,1674.592331
Kiribati,2013,1693.809047
Kiribati,2014,1725.85646
Kosovo,2000,4635.344024
Kosovo,2001,5881.685286
Kosovo,2002,5836.491591
Kosovo,2003,6181.324689
Kosovo,2004,6338.487324
Kosovo,2005,6716.340219
Kosovo,2006,6962.630094
Kosovo,2007,7410.170326
Kosovo,2008,7545.306925
Kosovo,2009,7735.069785
Kosovo,2010,7927.136646
Kosovo,2011,8222.594135
Kosovo,2012,8386.824051
Kosovo,2013,8613.734712
Kosovo,2014,8694.631864
Kuwait,1995,79711.57048
Kuwait,1996,80151.0856
Kuwait,1997,79778.47018
Kuwait,1998,78954.62758
Kuwait,1999,73905.72389
Kuwait,2000,74314.7968
Kuwait,2001,72578.8502
Kuwait,2002,72845.66703
Kuwait,2003,83269.77937
Kuwait,2004,89236.26246
Kuwait,2005,94007.12832
Kuwait,2006,95751.3333
Kuwait,2007,95527.95141
Kuwait,2008,91864.52382
Kuwait,2009,80151.04414
Kuwait,2010,73695.13279
Kuwait,2011,76308.59071
Kuwait,2012,77072.67843
Kuwait,2013,74181.33029
Kuwait,2014,69877.98654
Kyrgyzstan,1990,3474.66797
Kyrgyzstan,1991,3149.934885
Kyrgyzstan,1992,2681.332781
Kyrgyzstan,1993,2266.164407
Kyrgyzstan,1994,1811.643445
Kyrgyzstan,1995,1696.363515
Kyrgyzstan,1996,1789.853966
Kyrgyzstan,1997,1938.835815
Kyrgyzstan,1998,1949.832933
Kyrgyzstan,1999,1991.301565
Kyrgyzstan,2000,2074.505285
Kyrgyzstan,2001,2164.268294
Kyrgyzstan,2002,2144.121251
Kyrgyzstan,2003,2270.924676
Kyrgyzstan,2004,2401.265002
Kyrgyzstan,2005,2370.166045
Kyrgyzstan,2006,2417.579471
Kyrgyzstan,2007,2599.206018
Kyrgyzstan,2008,2790.9349
Kyrgyzstan,2009,2837.031419
Kyrgyzstan,2010,2790.170664
Kyrgyzstan,2011,2920.60321
Kyrgyzstan,2012,2869.838962
Kyrgyzstan,2013,3120.542044
Kyrgyzstan,2014,3169.471608
Laos,1990,1621.104689
Laos,1991,1642.909946
Laos,1992,1685.884504
Laos,1993,1737.380789
Laos,1994,1831.191712
Laos,1995,1913.512941
Laos,1996,2001.374009
Laos,1997,2095.717729
Laos,1998,2138.195685
Laos,1999,2254.638386
Laos,2000,2346.684406
Laos,2001,2444.220595
Laos,2002,2552.358208
Laos,2003,2670.009001
Laos,2004,2799.668946
Laos,2005,2953.707316
Laos,2006,3156.740717
Laos,2007,3338.912595
Laos,2008,3537.170275
Laos,2009,3735.955811
Laos,2010,3984.967581
Laos,2011,4233.381248
Laos,2012,4498.090259
Laos,2013,4799.834455
Laos,2014,5076.222378
Latin America & Caribbean (all income levels),1990,9885.489039
Latin America & Caribbean (all income levels),1991,10059.59307
Latin America & Caribbean (all income levels),1992,10178.69204
Latin America & Caribbean (all income levels),1993,10377.88527
Latin America & Caribbean (all income levels),1994,10680.4114
Latin America & Caribbean (all income levels),1995,10646.8775
Latin America & Caribbean (all income levels),1996,10853.3952
Latin America & Caribbean (all income levels),1997,11239.31869
Latin America & Caribbean (all income levels),1998,11322.10021
Latin America & Caribbean (all income levels),1999,11173.9817
Latin America & Caribbean (all income levels),2000,11429.66495
Latin America & Caribbean (all income levels),2001,11349.95284
Latin America & Caribbean (all income levels),2002,11225.65619
Latin America & Caribbean (all income levels),2003,11292.78845
Latin America & Caribbean (all income levels),2004,11812.53733
Latin America & Caribbean (all income levels),2005,12200.54914
Latin America & Caribbean (all income levels),2006,12714.31927
Latin America & Caribbean (all income levels),2007,13256.13006
Latin America & Caribbean (all income levels),2008,13584.81155
Latin America & Caribbean (all income levels),2009,13248.78674
Latin America & Caribbean (all income levels),2010,13846.21157
Latin America & Caribbean (all income levels),2011,14324.74195
Latin America & Caribbean (all income levels),2012,14587.59864
Latin America & Caribbean (all income levels),2013,14836.63582
Latin America & Caribbean (all income levels),2014,14865.02649
Latin America & Caribbean (developing only),1990,9377.059861
Latin America & Caribbean (developing only),1991,9402.561445
Latin America & Caribbean (developing only),1992,9358.007457
Latin America & Caribbean (developing only),1993,9533.805471
Latin America & Caribbean (developing only),1994,9849.826834
Latin America & Caribbean (developing only),1995,9802.230867
Latin America & Caribbean (developing only),1996,9979.218468
Latin America & Caribbean (developing only),1997,10280.5328
Latin America & Caribbean (developing only),1998,10328.49626
Latin America & Caribbean (developing only),1999,10285.1026
Latin America & Caribbean (developing only),2000,10581.67702
Latin America & Caribbean (developing only),2001,10510.50466
Latin America & Caribbean (developing only),2002,10584.26016
Latin America & Caribbean (developing only),2003,10631.74182
Latin America & Caribbean (developing only),2004,11017.52587
Latin America & Caribbean (developing only),2005,11283.06342
Latin America & Caribbean (developing only),2006,11704.98116
Latin America & Caribbean (developing only),2007,12168.89257
Latin America & Caribbean (developing only),2008,12479.56743
Latin America & Caribbean (developing only),2009,12167.70102
Latin America & Caribbean (developing only),2010,12756.9811
Latin America & Caribbean (developing only),2011,13154.85114
Latin America & Caribbean (developing only),2012,13404.44914
Latin America & Caribbean (developing only),2013,13643.23984
Latin America & Caribbean (developing only),2014,13730.98785
Latvia,1995,8145.550966
Latvia,1996,8431.739533
Latvia,1997,9282.059329
Latvia,1998,9982.159562
Latvia,1999,10327.56087
Latvia,2000,10990.77398
Latvia,2001,11852.56699
Latvia,2002,12843.85356
Latvia,2003,14061.12976
Latvia,2004,15401.20147
Latvia,2005,17234.60184
Latvia,2006,19463.61531
Latvia,2007,21577.68361
Latvia,2008,21021.15927
Latvia,2009,18304.58067
Latvia,2010,17983.02976
Latvia,2011,19450.99843
Latvia,2012,20482.54453
Latvia,2013,21328.66997
Latvia,2014,22076.41849
Least developed countries: UN classification,1990,1267.963812
Least developed countries: UN classification,1991,1259.116758
Least developed countries: UN classification,1992,1243.778777
Least developed countries: UN classification,1993,1242.866472
Least developed countries: UN classification,1994,1237.157011
Least developed countries: UN classification,1995,1262.745705
Least developed countries: UN classification,1996,1295.945057
Least developed countries: UN classification,1997,1326.765326
Least developed countries: UN classification,1998,1346.167304
Least developed countries: UN classification,1999,1370.650674
Least developed countries: UN classification,2000,1395.19423
Least developed countries: UN classification,2001,1436.927547
Least developed countries: UN classification,2002,1457.434101
Least developed countries: UN classification,2003,1495.325985
Least developed countries: UN classification,2004,1549.322992
Least developed countries: UN classification,2005,1618.750827
Least developed countries: UN classification,2006,1683.515376
Least developed countries: UN classification,2007,1766.139036
Least developed countries: UN classification,2008,1833.733042
Least developed countries: UN classification,2009,1876.506023
Least developed countries: UN classification,2010,1935.698578
Least developed countries: UN classification,2011,1959.175532
Least developed countries: UN classification,2012,1993.411213
Least developed countries: UN classification,2013,2051.89909
Least developed countries: UN classification,2014,2118.632926
Lebanon,1990,7734.354559
Lebanon,1991,10496.88356
Lebanon,1992,10699.4827
Lebanon,1993,11136.47968
Lebanon,1994,11729.40485
Lebanon,1995,12253.86127
Lebanon,1996,12725.6769
Lebanon,1997,12347.3791
Lebanon,1998,12703.58258
Lebanon,1999,12474.95974
Lebanon,2000,12335.02766
Lebanon,2001,12347.56973
Lebanon,2002,12173.69018
Lebanon,2003,11961.3142
Lebanon,2004,12317.42914
Lebanon,2005,12258.12538
Lebanon,2006,12239.16401
Lebanon,2007,13297.11263
Lebanon,2008,14422.30036
Lebanon,2009,15632.68804
Lebanon,2010,16277.7311
Lebanon,2011,16409.25831
Lebanon,2012,16573.54206
Lebanon,2013,16526.53929
Lebanon,2014,16659.32796
Lesotho,1990,1300.541377
Lesotho,1991,1326.116772
Lesotho,1992,1394.525528
Lesotho,1993,1412.807464
Lesotho,1994,1461.01688
Lesotho,1995,1465.810592
Lesotho,1996,1520.236118
Lesotho,1997,1562.589749
Lesotho,1998,1572.441002
Lesotho,1999,1563.316055
Lesotho,2000,1628.981923
Lesotho,2001,1684.02689
Lesotho,2002,1680.422452
Lesotho,2003,1746.940228
Lesotho,2004,1774.579811
Lesotho,2005,1809.511431
Lesotho,2006,1873.349401
Lesotho,2007,1946.662891
