Entity,Year,Coal production per capita,Oil production per capita,Gas production per capita
Democratic Republic of Congo,1977,42.9753938,540.0702393,
Democratic Republic of Congo,1978,34.9067943,531.291662,
Democratic Republic of Congo,1979,31.72409352,467.7037789,
Democratic Republic of Congo,1980,,447.369625,
Democratic Republic of Congo,1981,,436.0857947,
Democratic Republic of Congo,1982,,489.233763,
Democratic Republic of Congo,1983,,518.9042145,
Democratic Republic of Congo,1984,,647.8533549,
Democratic Republic of Congo,1985,,651.0635025,
Democratic Republic of Congo,1986,,614.0865512,
Democratic Republic of Congo,1987,,600.4384049,
Democratic Republic of Congo,1988,,548.1291407,
Democratic Republic of Congo,1989,,497.2314143,
Democratic Republic of Congo,1990,,497.0862808,
Democratic Republic of Congo,1991,,460.5496438,
Democratic Republic of Congo,1992,,408.993531,
Democratic Republic of Congo,1993,,377.1445695,
Democratic Republic of Congo,1994,,378.319989,
Democratic Republic of Congo,1995,,423.3831182,
Democratic Republic of Congo,1996,,411.7685913,
Democratic Republic of Congo,1997,,379.9485046,
Democratic Republic of Congo,1998,,345.8737253,
Democratic Republic of Congo,1999,,285.3822733,
Democratic Republic of Congo,2000,,325.8327099,
Democratic Republic of Congo,2001,,292.5942171,
Democratic Republic of Congo,2002,,268.1446464,
Democratic Republic of Congo,2003,,252.3968155,
Democratic Republic of Congo,2004,,234.3966238,
Democratic Republic of Congo,2005,,212.6504345,
Democratic Republic of Congo,2006,,208.5408556,0.74682818
Democratic Republic of Congo,2007,,223.6099639,1.62641695
Democratic Republic of Congo,2008,,194.8957453,1.573722627
Democratic Republic of Congo,2009,,207.8320478,1.522387008
Democratic Republic of Congo,2010,,191.8858984,1.472512526
Democratic Republic of Congo,2011,,178.1769767,1.424167145
Democratic Republic of Congo,2012,12.77370126,170.944523,
Democratic Republic of Congo,2013,11.32546193,165.3418929,
Democratic Republic of Congo,2014,9.959745973,159.9439833,
Denmark,1940,151.241596,,
Denmark,1941,663.840286,,
Denmark,1942,1182.666422,,
Denmark,1943,1688.396826,,
Denmark,1944,1411.133831,,
Denmark,1945,1458.134625,,
Denmark,1946,1438.223496,,
Denmark,1947,1731.877007,,
Denmark,1948,1468.877342,,
Denmark,1949,969.9914988,,
Denmark,1950,462.6228206,,
Denmark,1951,941.5128683,,
Denmark,1952,944.6517553,,
Denmark,1953,467.1832347,,
Denmark,1954,394.6902042,,
Denmark,1955,462.5532812,,
Denmark,1956,801.1741649,,
Denmark,1957,1460.418179,,
Denmark,1958,1386.451053,,
Denmark,1959,1514.186923,,
Denmark,1960,1496.29562,,
Denmark,1961,1386.13213,,
Denmark,1962,1409.799315,,
Denmark,1963,1374.610975,,
Denmark,1964,1191.645445,,
Denmark,1965,1146.872275,,
Denmark,1966,1059.665247,,
Denmark,1967,691.0264358,,
Denmark,1968,400.519561,,
Denmark,1969,225.5964947,,
Denmark,1970,70.20464585,,
Denmark,1972,,227.7513265,
Denmark,1973,,338.8803974,
Denmark,1974,,224.8370939,
Denmark,1975,,335.8360671,
Denmark,1976,,447.3701033,
Denmark,1977,,1111.916804,
Denmark,1978,,887.3321061,
Denmark,1979,,885.7690017,
Denmark,1980,,665.4658498,
Denmark,1981,,1658.681111,
Denmark,1982,,3761.107423,
Denmark,1983,,4760.171424,93.56937554
Denmark,1984,,5220.851987,475.1060289
Denmark,1985,,6649.066132,2296.781752
Denmark,1986,,8199.851114,3895.117503
Denmark,1987,,10299.94211,4961.288982
Denmark,1988,,10650.5798,4894.986589
Denmark,1989,,12372.59675,6267.970227
Denmark,1990,,13338.86304,6386.064113
Denmark,1991,,15611.98722,8002.813826
Denmark,1992,,17252.39962,8309.035464
Denmark,1993,,18343.00988,9081.950904
Denmark,1994,,20119.33312,9801.447916
Denmark,1995,,20145.47617,10569.48305
Denmark,1996,,22494.74982,12789.09226
Denmark,1997,,24698.63729,15588.05312
Denmark,1998,,25448.41825,14939.44782
Denmark,1999,,31842.38012,15253.51337
Denmark,2000,,38623.11124,15977.19322
Denmark,2001,,36809.69939,16374.49309
Denmark,2002,,39134.87183,16330.14472
Denmark,2003,,38716.33013,15475.65152
Denmark,2004,,41023.03931,18269.99009
Denmark,2005,,39720.13454,20128.38291
Denmark,2006,,35970.37413,19916.15644
Denmark,2007,,32251.38952,17578.14654
Denmark,2008,,29690.53615,19080.58707
Denmark,2009,,27153.26638,15845.1749
Denmark,2010,,25451.83607,15366.65794
Denmark,2011,,22791.02724,12282.42688
Denmark,2012,,20686.9237,10678.23563
Denmark,2013,,17911.57762,8821.828388
Denmark,2014,,16694.57846,8475.860206
Denmark,2015,,15735.51176,8434.168382
Denmark,2016,,14050.90989,8201.643083
Dominican Republic,1980,,101.4889128,
Dominican Republic,1981,,99.19531728,
Dominican Republic,1982,,96.98862526,
Dominican Republic,1983,,94.86564132,
Dominican Republic,1984,,92.82369703,
Dominican Republic,1985,,90.85983646,
Dominican Republic,1986,,13.78531472,
Dominican Republic,1987,,3.792150015,
Dominican Republic,1988,,3.1727887,
Dominican Republic,1989,,7.573399563,
Dominican Republic,1990,,9.512967438,
Dominican Republic,1991,,14.8456011,
Dominican Republic,1992,,70.36502998,
Dominican Republic,1993,,39.63576539,
Dominican Republic,1994,,33.29453137,
Dominican Republic,1995,,71.84348862,
Dominican Republic,1996,,63.70698532,
Dominican Republic,1997,,68.97782206,
Dominican Republic,1998,,67.87923412,
Dominican Republic,1999,,25.97417071,
Dominican Republic,2000,,10.62220778,
Dominican Republic,2001,,6.421727361,
Dominican Republic,2002,,4.473747167,
Dominican Republic,2003,,0.785640784,
Dominican Republic,2004,,29.05913425,
Dominican Republic,2005,,24.84340702,
Dominican Republic,2006,,19.41297902,
Dominican Republic,2007,,24.32594654,
Dominican Republic,2008,,16.27610465,
Dominican Republic,2009,,2.086625815,
Dominican Republic,2010,,3.639439542,
Dominican Republic,2011,,3.592577711,
Dominican Republic,2012,,3.547345679,
Dominican Republic,2013,,3.50375264,
Dominican Republic,2014,,3.461816072,
Ecuador,1917,,53.28751489,
Ecuador,1918,,52.86363693,
Ecuador,1919,,52.44644927,
Ecuador,1920,,51.97765419,
Ecuador,1921,,51.54570693,
Ecuador,1922,,51.12087967,
Ecuador,1923,,76.05449646,
Ecuador,1924,,88.01081189,
Ecuador,1925,,143.4262751,
Ecuador,1926,,185.486445,
Ecuador,1927,,466.1814393,
Ecuador,1928,,936.7259508,
Ecuador,1929,,1182.302916,
Ecuador,1930,,1322.134787,
Ecuador,1931,,1457.393498,
Ecuador,1932,,1287.809769,
Ecuador,1933,,1276.801922,
Ecuador,1934,,1260.822443,
Ecuador,1935,,1297.518228,
Ecuador,1936,,1406.562931,
Ecuador,1937,,1442.362939,209.6301614
Ecuador,1938,,1466.71339,219.3298221
Ecuador,1939,,1470.626051,228.5710406
Ecuador,1940,,1462.003258,237.6743589
Ecuador,1941,,938.2723428,244.3512743
Ecuador,1942,,1359.467974,254.6361969
Ecuador,1943,,1343.108684,261.4463559
Ecuador,1944,,1638.148984,267.4304742
Ecuador,1945,,1442.772398,273.3056688
Ecuador,1946,,1251.458127,278.6031139
Ecuador,1947,,1231.924399,356.8675041
Ecuador,1948,,1302.930076,423.1305254
Ecuador,1949,,1266.411095,422.9106166
Ecuador,1950,,1162.946724,458.1085097
Ecuador,1951,,1165.888934,514.0396689
Ecuador,1952,,1193.223895,
Ecuador,1953,,1211.931352,
Ecuador,1954,,1252.693142,
Ecuador,1955,,1369.450561,
Ecuador,1956,,1289.921732,
Ecuador,1957,,1171.537767,
Ecuador,1958,,1109.724313,
Ecuador,1959,,958.0048668,
Ecuador,1960,,921.0766664,
Ecuador,1961,,959.8707261,
Ecuador,1962,,821.5853757,
Ecuador,1963,,763.0104483,
Ecuador,1964,,841.5524996,
Ecuador,1965,,949.8309284,
Ecuador,1966,,807.1844231,
Ecuador,1967,,671.9377924,34.61912895
Ecuador,1968,,545.3312776,29.42039862
Ecuador,1969,,422.6149504,28.57796078
Ecuador,1970,,410.5972196,27.76530084
Ecuador,1971,,399.0124082,26.98191567
Ecuador,1972,,7583.75664,31.84702143
Ecuador,1973,,19703.54753,51.00050848
Ecuador,1974,,16229.47283,49.60295084
Ecuador,1975,,14362.70687,53.43064901
Ecuador,1976,,16367.54137,52.00168371
Ecuador,1977,,15518.53217,65.32612214
Ecuador,1978,,16725.75147,63.62027462
Ecuador,1979,,17256.24346,54.23036986
Ecuador,1980,,16077.81143,143.2964699
Ecuador,1981,,16161.99866,90.3238612
Ecuador,1982,,15758.09793,90.79030793
Ecuador,1983,,17323.17904,132.8106115
Ecuador,1984,,18378.11962,172.7151202
Ecuador,1985,,19571.90047,168.4721151
Ecuador,1986,,19899.59661,123.261943
Ecuador,1987,,11489.02392,76.1666563
Ecuador,1988,,19704.76511,110.7102505
Ecuador,1989,,17764.77388,107.6852791
Ecuador,1990,,17667.64927,149.1467648
Ecuador,1991,,18126.61722,117.500056
Ecuador,1992,,18962.8344,125.680845
Ecuador,1993,,19886.51466,122.8107907
Ecuador,1994,,21399.42054,120.1204215
Ecuador,1995,,21346.72194,141.202151
Ecuador,1996,,20831.11018,138.1948588
Ecuador,1997,,20562.54698,112.8300264
Ecuador,1998,,19543.76753,110.6141068
Ecuador,1999,,19073.09887,108.5193005
Ecuador,2000,,19885.04683,149.1611725
Ecuador,2001,,19824.34792,167.4968239
Ecuador,2002,,18748.49356,102.9292457
Ecuador,2003,,19661.10873,151.8665544
Ecuador,2004,,24390.67298,169.3120011
Ecuador,2005,,24196.83214,254.694836
Ecuador,2006,,23958.70855,269.72599
Ecuador,2007,,22478.26053,260.4717648
Ecuador,2008,,21886.5621,242.1372489
Ecuador,2009,,20673.25287,271.0909662
Ecuador,2010,,20337.19436,297.3038616
Ecuador,2011,,20543.23252,212.7639145
Ecuador,2012,,20438.25467,451.1266858
Ecuador,2013,,20972.61068,442.4411505
Ecuador,2014,,21814.76718,437.1283736
Ecuador,2015,,20969.1155,
Ecuador,2016,,20801.08917,
Egypt,1913,,12.44976952,
Egypt,1950,,1463.763134,
Egypt,1951,,1278.394644,
Egypt,1952,,1257.828748,
Egypt,1953,,1225.604472,
Egypt,1954,,1000.414916,
Egypt,1955,,900.3054242,
Egypt,1956,,831.8527563,
Egypt,1957,,1121.913634,
Egypt,1958,,1449.568619,
Egypt,1959,,1397.139462,
Egypt,1960,,1429.812131,
Egypt,1961,,1600.84453,
Egypt,1962,,1931.793677,
Egypt,1963,,2243.286767,21.38737742
Egypt,1964,,2457.796549,20.82561341
Egypt,1965,,2440.057904,19.11258175
Egypt,1966,,2295.721861,21.276747
Egypt,1967,,1995.050965,20.72975105
Egypt,1968,,2988.577043,20.20603777
Egypt,1969,,4178.963005,24.98977982
Egypt,1970,,5443.617928,25.38629429
Egypt,1971,,4848.727317,24.80789458
Egypt,1972,,3399.542374,20.26406322
Egypt,1973,,2630.45758,15.91490433
Egypt,1974,,2261.842812,16.38796617
Egypt,1975,,3482.378732,13.35495508
Egypt,1976,,4818.632188,99.21566577
Egypt,1977,,5924.637399,117.3588461
Egypt,1978,,6974.45795,184.398134
Egypt,1979,,7065.387655,272.4525921
Egypt,1980,,7853.699285,517.4263935
Egypt,1981,,8269.718142,564.8264817
Egypt,1982,,8353.708374,602.5683263
Egypt,1983,,8901.877349,688.3499449
Egypt,1984,,9956.274281,861.0240068
Egypt,1985,,10439.78422,1027.832396
Egypt,1986,,9269.934955,1152.00942
Egypt,1987,,10135.93542,1238.692879
Egypt,1988,,9431.107639,1327.868571
Egypt,1989,,9244.97255,1446.519143
Egypt,1990,,9216.738459,1471.266872
Egypt,1991,,8990.465579,1617.642448
Egypt,1992,,8908.149833,1712.084989
Egypt,1993,,9020.540003,1928.539714
Egypt,1994,,8652.750839,2026.549167
Egypt,1995,,8503.863476,2053.500131
Egypt,1996,,8074.118217,2143.904061
Egypt,1997,,7699.053064,2151.909241
Egypt,1998,,7415.590322,2174.862391
Egypt,1999,3.871539931,7009.351788,2562.350984
Egypt,2000,5.652306166,6474.487539,3144.322916
Egypt,2001,3.538909758,6139.377593,3703.211173
Egypt,2002,3.472452173,5966.484143,3936.473832
Egypt,2003,3.407124849,5827.813107,4258.562177
Egypt,2004,2.982351745,5375.253789,4582.147765
Egypt,2005,2.218269784,5024.026864,5793.933636
Egypt,2006,,4934.432309,7325.382213
Egypt,2007,,4943.724923,7328.732236
Egypt,2008,,4978.517802,7624.575652
Egypt,2009,,4972.699819,7957.024858
Egypt,2010,,4843.781905,7631.134335
Egypt,2011,,4684.49005,7487.659139
Egypt,2012,,4599.127825,7256.806432
Egypt,2013,,4449.732417,6534.615999
Egypt,2014,,4451.247931,5562.335083
Egypt,2015,,4394.013246,4938.939842
Egypt,2016,,4112.305091,4574.52162
El Salvador,1986,,0.311986327,
El Salvador,1987,,5.563610841,
El Salvador,1988,,6.366782606,
El Salvador,1989,,1.71440604,
El Salvador,1990,,6.901037948,
El Salvador,1991,,12.23170311,
El Salvador,1992,,4.706496324,
El Salvador,1993,,1.841753014,
El Salvador,1994,,3.401395145,
El Salvador,1995,,5.735932163,
El Salvador,1996,,14.6928288,
El Salvador,1997,,31.93400922,
El Salvador,1998,,51.00059564,
El Salvador,1999,,58.76040838,
El Salvador,2000,,59.40953616,
El Salvador,2001,,66.81442939,
El Salvador,2002,,27.56873429,
El Salvador,2003,,10.45463922,
El Salvador,2004,,20.0715011,
El Salvador,2005,,94.47756355,
El Salvador,2006,,516.7030664,
El Salvador,2007,,416.4770811,
El Salvador,2008,,403.558188,
El Salvador,2009,,170.1836551,
El Salvador,2010,,49.41265537,
El Salvador,2011,,48.90413835,
El Salvador,2012,,48.67864267,
El Salvador,2013,,48.44866662,
El Salvador,2014,,48.21408988,
Equatorial Guinea,1991,,136.4809724,
Equatorial Guinea,1992,,2537.877581,
Equatorial Guinea,1993,,6119.471893,
Equatorial Guinea,1994,,5911.821381,
Equatorial Guinea,1995,,7985.878639,
Equatorial Guinea,1996,,18737.50559,
Equatorial Guinea,1997,,63452.68401,
Equatorial Guinea,1998,,84362.73738,382.4578919
Equatorial Guinea,1999,,97633.46886,367.3751496
Equatorial Guinea,2000,,107852.0726,529.1887851
Equatorial Guinea,2001,,170061.7785,508.1465326
Equatorial Guinea,2002,,193746.7152,20651.43918
Equatorial Guinea,2003,,213009.9295,20280.92914
Equatorial Guinea,2004,,265739.6075,1495.057105
Equatorial Guinea,2005,,252585.6431,18601.66412
Equatorial Guinea,2006,,228644.2131,17782.19411
Equatorial Guinea,2007,,223089.5059,38154.27441
Equatorial Guinea,2008,,214965.444,74246.21201
Equatorial Guinea,2009,,181095.4136,74737.19262
Equatorial Guinea,2010,,154425.7434,74513.65938
Equatorial Guinea,2011,,136187.4239,74982.77668
Equatorial Guinea,2012,,142393.4821,67819.42722
Equatorial Guinea,2013,,133387.1002,62894.01066
Equatorial Guinea,2014,,134950.6814,70702.05502
Equatorial Guinea,2015,,133895.477,
Equatorial Guinea,2016,,124944.9843,
Eritrea,1994,,49.25743337,
Eritrea,1995,,50.20871871,
Eritrea,1996,,50.16276294,
Eritrea,1997,,49.58532652,
Estonia,1992,,32.01788126,
Estonia,1993,,26.25254241,
Estonia,1994,,10.05493335,
Estonia,1997,,3069.852134,
Estonia,1998,,1844.58786,
Estonia,1999,,1268.367762,
Estonia,2000,,2000.3539,
Estonia,2001,,2174.748943,
Estonia,2002,,2358.080447,
Estonia,2003,,2635.8603,
Estonia,2004,,2850.25736,
Estonia,2005,,3000.835853,
Estonia,2006,,3181.001776,
Estonia,2007,,3246.014434,
Estonia,2008,,3344.584956,
Estonia,2009,,3972.202714,
Estonia,2010,,4425.910288,
Estonia,2011,,4881.888836,
Estonia,2012,,4894.840303,
Estonia,2013,,5799.580141,
Estonia,2014,,5813.661629,
Ethiopia,1986,,3.623060522,
Ethiopia,1987,,3.416004513,
Ethiopia,1988,,3.364354417,
Ethiopia,1989,,3.920914357,
Ethiopia,1990,,3.878685909,
Ethiopia,1991,,0.614888059,
Ethiopia,1992,,1.185253872,
Ethiopia,1993,,2.170397988,
Ethiopia,2008,,0.708754169,
Ethiopia,2009,,0.690239116,
Ethiopia,2010,,0.672244517,
Ethiopia,2011,,0.654744731,
Ethiopia,2012,,0.637764726,
Ethiopia,2013,,0.62134106,
Ethiopia,2014,,0.60552113,
European Union,2015,3299.263064,1640.432721,2459.242647
European Union,2016,3037.890762,1609.776048,2418.675108
Fiji,2010,,6.855938136,
Fiji,2011,,20.39854409,
Fiji,2012,,20.24653501,
Fiji,2013,,20.10570696,
Fiji,2014,,19.96745563,
Finland,1980,,53.16753703,
Finland,1981,,103.1124626,
Finland,1982,,245.605008,
Finland,1983,,371.9215376,
Finland,1984,,504.8242242,
Finland,1985,,506.601226,
Finland,1986,,569.7126318,
Finland,1987,,642.3609578,
Finland,1988,,647.0942023,
Finland,1989,,620.5168906,
Finland,1990,,674.8119479,
Finland,1991,,772.7322743,
Finland,1992,,868.0282916,
Finland,1993,,875.5399331,
Finland,1994,,1031.036945,
Finland,1995,,1064.292041,
Finland,1996,,1027.197317,
Finland,1997,,956.6726296,
Finland,1998,,1041.184907,
Finland,1999,,1022.626676,
Finland,2000,,940.9315848,
Finland,2001,,884.3284838,
Finland,2002,,1019.255233,
Finland,2003,,1047.213448,
Finland,2004,,1029.661871,
Finland,2005,,1028.184383,
Finland,2006,,1138.220923,
Finland,2007,,1089.315739,
Finland,2008,,945.6569527,
Finland,2009,,1052.901145,
Finland,2010,,1681.487231,
Finland,2011,,1556.84282,
Finland,2012,,1454.831147,
Finland,2013,,1079.140904,
Finland,2014,,1074.574873,
France,1900,6643.824486,,
France,1901,6420.092023,,
France,1902,5947.671127,,
France,1903,6912.325043,,
France,1904,6754.764637,,
France,1905,7096.427545,,
France,1906,6740.832375,,
France,1907,7247.402933,,
France,1908,7355.222804,,
France,1909,7436.19531,,
France,1910,7516.956797,,
France,1911,7675.760658,,
France,1912,8039.746897,,
France,1913,7957.183079,15.42700736,
France,1914,5349.121477,,
France,1915,3873.556254,,
France,1916,4287.027292,,
France,1917,5895.59423,,
France,1918,5435.176843,15.69093472,
France,1919,4645.418729,14.42480633,
France,1920,5192.246354,16.40128221,
France,1921,5946.083555,16.5973498,
France,1922,6526.884696,20.65195353,
France,1923,7799.11074,20.41374142,
France,1924,9006.640233,21.35003741,
France,1925,9560.873888,18.61487336,
France,1926,10363.71022,19.06557397,
France,1927,10428.03648,20.73742081,
France,1928,10314.33971,20.96516463,
France,1929,10760.85012,21.15571208,
France,1930,10681.24254,21.24200935,
France,1931,9846.68157,20.55948419,
France,1932,9116.053067,20.83731507,
France,1933,9239.578386,21.93291977,
France,1934,9363.023383,21.62431487,
France,1935,9075.759258,21.07486907,
France,1936,8895.232367,19.42495843,
France,1937,8728.79077,19.41569301,
France,1938,9145.781092,19.9561489,
France,1939,9677.53127,19.42959446,
France,1940,7988.028702,19.57243922,
France,1941,8851.035081,17.03383856,
France,1942,8893.773975,19.1865484,
France,1943,8660.479382,20.27794892,
France,1944,5450.200738,17.6393318,
France,1945,7040.919249,8.495466071,
France,1946,9786.860146,15.01017637,29.21564051
France,1947,9302.873685,14.29449376,76.28463065
France,1948,8791.171121,14.71077611,93.1870458
France,1949,10265.74615,16.26181309,125.8928509
France,1950,10080.045,35.54570333,134.4012047
France,1951,10482.98731,80.4434539,152.6121974
France,1952,10868.41805,96.08035901,146.7516458
France,1953,10243.23165,99.9014082,131.2432898
France,1954,10488.4807,136.211583,146.4249043
France,1955,10579.69218,234.5891365,155.8629579
France,1956,10462.91118,334.5071047,188.4688187
France,1957,10671.89923,369.795118,269.1154488
France,1958,10735.10652,359.5815204,399.126609
France,1959,10582.60976,415.2186614,920.8803986
France,1960,10175.33687,501.3040818,664.0025426
France,1961,9477.799014,541.3222337,923.387505
France,1962,9344.633409,584.9382828,1076.416427
France,1963,8389.345773,613.8551625,1088.646114
France,1964,9146.415715,683.8231472,1125.296477
France,1965,8807.906859,712.260147,1103.485518
France,1966,8547.134623,690.1073297,1117.704008
France,1967,8074.139055,661.4758057,1195.556349
France,1968,7120.443603,623.6429694,1212.965004
France,1969,6832.185719,575.8955215,1379.532001
France,1970,6248.595638,528.1598729,1448.005405
France,1971,5504.004235,422.1175241,1492.012911
France,1972,4962.689981,333.5712126,1554.674547
France,1973,4262.944535,279.321467,1546.549603
France,1974,3796.531506,238.5813335,1550.471065
France,1975,3735.28696,225.5324558,1481.672667
France,1976,3634.227808,230.6544267,1393.032913
France,1977,3520.258111,224.2714768,1519.266318
France,1978,3233.4489,239.3295909,1516.558098
France,1979,3034.776369,258.4087356,1543.186578
France,1980,2539.243886,905.0138961,1511.279332
France,1981,2516.841897,998.9499311,1416.562313
France,1982,2382.383624,929.5273879,1309.553445
France,1983,2360.210313,957.2122285,1315.988469
France,1984,2283.494921,995.0612569,1243.548774
France,1985,2049.175042,1128.121633,1050.01931
France,1986,1961.471179,1134.492138,820.9498465
France,1987,1862.884688,1172.117947,756.976681
France,1988,1627.161774,1248.417834,618.3602242
France,1989,1562.089006,1208.644634,594.5341333
France,1990,1439.857158,1154.362997,571.1142268
France,1991,1368.060896,1163.46778,642.6732756
France,1992,1254.793845,1169.733754,625.6393829
France,1993,1148.844824,1148.515141,645.4125693
France,1994,1007.772875,1177.160697,663.347056
France,1995,955.3686697,1113.629098,619.6796846
France,1996,942.6769717,1060.325525,531.5055906
France,1997,774.4684995,976.0585661,467.769128
France,1998,638.1915113,890.9956851,402.1249682
France,1999,568.0482758,920.2405581,363.553114
France,2000,387.7035455,921.9176026,326.0836649
France,2001,250.7484133,886.9837484,333.5919775
France,2002,180.4439455,843.9944064,323.6544779
France,2003,197.2124872,878.6322683,277.9533271
France,2004,18.07701653,862.8196901,238.9348209
France,2005,11.59410379,811.1830161,191.8503265
France,2006,8.444070195,851.1216981,210.4077926
France,2007,7.83679206,710.1481522,186.1764973
France,2008,5.113633518,691.2459039,160.7122302
France,2009,2.698237533,717.7110082,151.9752027
France,2010,4.764963776,716.008018,127.8419078
France,2011,2.706622109,706.2801747,113.6636067
France,2012,5.243395709,608.6653767,97.44157162
France,2013,5.634457082,574.8610672,61.58798631
France,2014,5.377662004,563.9816672,54.2012865
Gabon,1957,,4126.854263,
Gabon,1958,,11964.77694,
Gabon,1959,,17700.60108,
Gabon,1960,,18638.41808,
Gabon,1961,,17854.44126,
Gabon,1962,,18866.01981,
Gabon,1963,,20004.14535,
Gabon,1964,,23491.40612,
Gabon,1965,,27627.50441,
Gabon,1966,,31017.22031,
Gabon,1967,,72343.23963,
Gabon,1968,,95383.29272,
Gabon,1969,,101129.91,
Gabon,1970,,106876.0655,
Gabon,1971,,112003.2872,
Gabon,1972,,119558.2126,
Gabon,1973,,141450.7517,
Gabon,1974,,186351.5084,
Gabon,1975,,202539.9559,
Gabon,1976,,198409.2683,
Gabon,1977,,193046.8904,
Gabon,1978,,177446.8428,
Gabon,1979,,160148.2152,
Gabon,1980,,141874.2003,1039.445334
Gabon,1981,,119040.0047,870.3050294
Gabon,1982,,118172.2229,800.2831696
Gabon,1983,,116283.3015,2066.766132
Gabon,1984,,125642.9104,2012.87716
Gabon,1985,,120855.5509,739.3232621
Gabon,1986,,113092.3757,359.7196513
Gabon,1987,,102511.1905,1434.759316
Gabon,1988,,114718.5559,1201.589569
Gabon,1989,,128358.7159,1053.05597
Gabon,1990,,164799.0048,966.7508128
Gabon,1991,,174862.01,1113.127459
Gabon,1992,,167294.491,1078.599276
Gabon,1993,,171636.2612,1050.546392
Gabon,1994,,184963.7798,1023.160845
Gabon,1995,,190125.4446,997.2798367
Gabon,1996,,190528.405,972.7546163
Gabon,1997,,185233.1037,948.6299911
Gabon,1998,,167296.9816,925.2225074
Gabon,1999,,164410.1341,902.4543407
Gabon,2000,,130542.346,704.1659925
Gabon,2001,,120533.5694,686.7958517
Gabon,2002,,114848.0547,753.4546847
Gabon,2003,,119800.863,734.3157492
Gabon,2004,,116526.9645,794.3401512
Gabon,2005,,111880.123,746.488825
Gabon,2006,,97239.36167,724.9349265
Gabon,2007,,95753.44605,562.6767672
Gabon,2008,,90797.72649,545.3842123
Gabon,2009,,88198.90303,528.0807882
Gabon,2010,,88156.65316,510.8701343
Gabon,2011,,85885.7741,432.0264469
Gabon,2012,,83856.63269,2289.415833
Gabon,2013,,74135.03398,2213.25529
Gabon,2014,,71825.19252,2514.583164
Gabon,2015,,69082.28841,
Gabon,2016,,66778.18792,
Georgia,1992,131.3476937,321.5342558,41.12124794
Georgia,1993,142.2405429,226.3679446,
Georgia,1994,177.7939585,211.1610056,
Georgia,1995,31.71063638,116.5080406,
Georgia,1996,15.14789369,141.9136924,
Georgia,1997,4.289115816,322.8397856,133.2007067
Georgia,1998,12.05270325,265.3443598,134.748315
Georgia,1999,16.47924702,265.9991008,136.216774
Georgia,2000,7.287706909,248.4667627,137.6911392
Georgia,2001,1.052218224,265.9853858,139.1616307
Georgia,2002,6.377862345,186.4359045,30.02387759
Georgia,2003,8.588864755,358.0270196,46.652051
Georgia,2004,8.675548587,257.3893585,45.70737751
Georgia,2005,5.478759946,259.8484908,33.56559421
Georgia,2006,9.967624833,132.1378045,24.10932426
Georgia,2007,15.67598573,132.112133,24.37488438
Georgia,2008,12.45878184,132.9350916,24.6557857
Georgia,2009,174.2785139,136.5705897,24.95950809
Georgia,2010,121.9839401,139.3250534,25.29001803
Georgia,2011,165.0005636,141.3426543,16.03524646
Georgia,2012,303.983419,143.5289013,
Georgia,2013,321.7454756,145.7215793,
Georgia,2014,288.572392,147.6766781,
Germany,1900,11903.56202,10.69169681,
Germany,1901,11835.87127,9.267939381,
Germany,1902,11493.34591,10.36467999,
Germany,1903,12242.49117,12.86256003,
Germany,1904,12546.38441,18.10711708,
Germany,1905,13084.20092,15.66690555,
Germany,1906,13889.0587,15.83749448,
Germany,1907,14442.19688,20.43022177,
Germany,1908,14702.33201,26.80030098,
Germany,1909,14667.91324,25.68280757,
Germany,1910,14687.0631,25.89211908,
Germany,1911,15210.48112,24.95317321,
Germany,1912,16690.97133,24.35809943,
Germany,1913,17948.77502,21.63039156,
Germany,1914,15358.45582,19.35518054,
Germany,1915,14388.95607,17.3844181,
Germany,1916,15588.05801,16.36887843,
Germany,1917,16366.57221,16.09309201,
Germany,1918,15961.82426,6.774376565,
Germany,1919,13478.53336,7.107040877,
Germany,1920,15347.4833,6.68456669,
Germany,1921,16025.47543,7.177496695,
Germany,1922,15124.63153,7.891114782,
Germany,1923,9725.635612,9.519476239,
Germany,1924,14404.23253,10.94422392,
Germany,1925,15986.46327,14.54532516,
Germany,1926,16844.81336,17.36366511,
Germany,1927,17806.12194,17.6203866,
Germany,1928,18093.98262,16.61609198,
Germany,1929,19309.18601,18.50337528,
Germany,1930,16529.53302,31.0924347,
Germany,1931,14122.30059,40.70846684,
Germany,1932,12598.80378,40.70393855,
Germany,1933,13070.36472,42.09747568,
Germany,1934,14529.02325,55.69034372,
Germany,1935,16149.87773,74.26253606,
Germany,1936,17697.568,76.84375493,
Germany,1937,20358.44486,77.32644443,
Germany,1938,20651.60994,103.3091699,
Germany,1939,20199.59249,124.2126849,
Germany,1940,20380.33931,175.8613893,
Germany,1941,20584.14541,149.340301,
Germany,1942,20794.221,122.1548986,
Germany,1943,21304.3843,117.4380435,
Germany,1944,19136.95677,120.1869331,
Germany,1945,5000.442348,94.25507555,
Germany,1946,12675.6898,116.8790017,36.28124007
Germany,1947,14439.75912,101.5297919,25.40649605
Germany,1948,16538.83162,109.741438,21.43404864
Germany,1949,19136.58962,144.0258284,17.09836318
Germany,1950,19858.93007,186.0035579,20.92341482
Germany,1951,21437.76506,226.1501472,25.41785747
Germany,1952,22218.93171,289.0228689,29.26569267
Germany,1953,22742.94299,358.9219824,31.5660415
Germany,1954,23443.68464,435.2690928,45.33372771
