Entity,Year,Oil consumption per capita (BP & UN (2017 revision)),Coal consumption per capita (BP & UN (2017 revision)),Gas consumption per capita (BP & UN (2017 revision))
Canada,1980,42706.58588,10510.12567,22279.90414
Canada,1981,39512.97437,10621.42495,21397.46625
Canada,1982,35001.53788,11111.589,22433.81081
Canada,1983,32407.15836,11507.97008,21176.59992
Canada,1984,32388.59069,12680.88282,23253.47544
Canada,1985,32002.56521,12046.50112,24106.67232
Canada,1986,31678.87308,11022.67146,22904.28053
Canada,1987,32455.73333,11685.62962,22866.08576
Canada,1988,33648.99646,12372.73883,24812.81608
Canada,1989,34468.87024,12175.81469,26452.09258
Canada,1990,33518.37236,11396.62378,25301.34413
Canada,1991,31220.01143,10893.22172,25156.49751
Canada,1992,31460.51574,10964.11109,26347.5745
Canada,1993,31236.33295,9623.726315,27636.98498
Canada,1994,31431.96895,10093.27049,28300.56385
Canada,1995,32173.18041,10440.94268,29427.75629
Canada,1996,32768.90489,10553.96125,30592.21708
Canada,1997,33718.40782,10930.17514,30512.85135
Canada,1998,34125.29163,11582.38353,28936.62797
Canada,1999,34386.29313,11037.0432,30026.25086
Canada,2000,34087.72447,11573.99085,31567.38519
Canada,2001,34242.56466,11919.28104,29754.33657
Canada,2002,34841.31482,11879.31905,30133.20992
Canada,2003,35826.23973,11739.53809,32319.39387
Canada,2004,36707.69131,10919.2655,31146.49459
Canada,2005,35878.857,10824.30675,31705.19413
Canada,2006,35172.5758,10389.67967,31083.08333
Canada,2007,35818.31886,10667.23544,30494.56734
Canada,2008,35010.84224,10235.45756,30103.8816
Canada,2009,32504.44156,8083.3491,29407.4918
Canada,2010,34389.78997,8429.465589,29115.47684
Canada,2011,35098.47927,7327.899635,30562.82896
Canada,2012,34090.19911,7014.495361,30055.09845
Canada,2013,34149.48653,6850.067476,30845.7016
Canada,2014,33679.02336,6445.075188,30642.39496
Canada,2015,32075.63074,6355.486627,29832.64725
Chile,1965,4716.852636,1572.337116,767.6784135
Chile,1966,5048.473366,1584.80387,784.4779158
Chile,1967,5146.509433,1551.127696,680.5572767
Chile,1968,5303.55938,1518.801866,569.5506998
Chile,1969,5522.248085,1488.125228,734.3897999
Chile,1970,5712.469415,1560.173633,719.0418309
Chile,1971,6212.889252,1478.634227,719.6258585
Chile,1972,6469.86392,1200.20664,643.4701616
Chile,1973,6048.667358,1280.921368,496.5874115
Chile,1974,5692.064989,1193.917711,508.7176889
Chile,1975,4879.11208,938.3765124,567.7066454
Chile,1976,5099.859119,932.4328352,610.1401682
Chile,1977,5137.481645,988.3927051,618.3125513
Chile,1978,5547.527565,949.0591845,568.7971301
Chile,1979,5508.516457,1034.418901,663.0971009
Chile,1980,5485.583194,1125.194897,668.9232046
Chile,1981,5583.631083,1106.152698,648.7463572
Chile,1982,4850.907847,725.8840431,661.4055157
Chile,1983,4641.142802,856.6595358,702.6776952
Chile,1984,4573.148174,1137.222504,707.3679226
Chile,1985,4381.409352,1119.937496,695.1632489
Chile,1986,4611.953481,1046.164972,625.4451269
Chile,1987,4734.502422,1060.114839,596.7301472
Chile,1988,5128.121774,1452.725715,824.5126385
Chile,1989,5575.808528,1930.327948,1264.8023
Chile,1990,5791.229086,2287.509141,1335.829457
Chile,1991,6357.713338,1849.25487,1301.176103
Chile,1992,6778.421775,1573.972208,1432.65329
Chile,1993,7274.91371,1563.800344,1460.859899
Chile,1994,7699.036028,1817.121861,1388.133533
Chile,1995,8344.014872,1930.874676,1311.101
Chile,1996,8738.84253,2638.517525,1313.985973
Chile,1997,9259.139318,3388.788163,1763.84642
Chile,1998,9348.109043,3147.135203,2404.257559
Chile,1999,9322.805066,3206.918879,3243.065561
Chile,2000,9003.995441,2448.031397,4135.982078
Chile,2001,8451.283937,1898.001738,4632.66487
Chile,2002,8739.187012,1891.184606,4618.611354
Chile,2003,8333.158692,1788.05392,4940.964706
Chile,2004,8748.325747,2048.570291,5304.641371
Chile,2005,8975.201991,1986.126298,5076.453496
Chile,2006,9927.293216,2453.369132,4648.046294
Chile,2007,12624.55477,2881.546969,2711.240554
Chile,2008,12986.73598,3049.915831,1493.603759
Chile,2009,12569.14938,2760.494122,1494.660037
Chile,2010,10960.55618,3073.505501,3039.881656
Chile,2011,11903.76461,3905.152443,3062.295007
Chile,2012,11737.92303,4511.847776,2756.10857
Chile,2013,11211.87728,5027.084836,2737.977741
Chile,2014,11475.08311,5027.751425,2247.691316
Chile,2015,11548.42974,4788.401143,2398.095051
China,1965,176.4066858,1841.647171,16.46305829
China,1966,220.9673749,1921.728484,19.56269806
China,1967,212.4909948,1663.238866,20.75352771
China,1968,226.0537427,1606.02261,19.36018458
China,1969,294.9119311,1887.323471,26.37676394
China,1970,397.5096005,2339.569115,37.6298408
China,1971,528.622872,2631.490984,47.8366228
China,1972,593.4656856,2717.985516,60.46133889
China,1973,707.2764803,2693.050785,73.05994894
China,1974,796.5581189,2610.146817,90.1167054
China,1975,861.8836396,2886.394639,103.9208274
China,1976,968.4858305,2906.202194,116.5645206
China,1977,1006.706978,3146.814517,137.6866492
China,1978,1098.544259,3404.825065,153.698124
China,1979,1081.247021,3472.571387,160.1353831
China,1980,1014.006095,3560.821014,155.2688212
China,1981,948.7447974,3492.256439,136.6790303
China,1982,925.209076,3643.752005,126.204529
China,1983,930.3001227,3846.218155,127.31457
China,1984,949.1736808,4119.086808,127.6288659
China,1985,974.6661999,4422.84657,130.5742417
China,1986,1017.257493,4541.140699,136.4728744
China,1987,1059.982428,4834.014335,135.1598447
China,1988,1117.248214,5094.355253,137.078336
China,1989,1148.244411,5241.921451,140.8995584
China,1990,1119.517936,5232.242017,140.6599146
China,1991,1191.700325,5409.953682,144.5000752
China,1992,1278.69697,5590.926284,142.63157
China,1993,1393.078402,5891.20457,148.9122464
China,1994,1401.700521,6217.833566,152.5960207
China,1995,1502.591793,6239.697491,154.7285596
China,1996,1634.433942,6476.407764,159.9482254
China,1997,1774.90177,6299.833635,167.8640435
China,1998,1808.407157,6210.714017,172.83841
China,1999,1908.81602,6350.156967,182.2475125
China,2000,2032.128878,6399.168326,206.7543489
China,2001,2063.840408,6689.521185,230.0646729
China,2002,2221.875171,7290.249484,243.3230419
China,2003,2465.480217,8637.12724,281.0438233
China,2004,2862.395187,10011.57141,326.8997282
China,2005,2894.476609,11656.1985,381.8444857
China,2006,3089.875183,12728.15678,467.0237378
China,2007,3224.714419,13782.09602,571.2082386
China,2008,3270.442214,13921.23523,654.713685
China,2009,3378.844708,14500.45408,716.8860695
China,2010,3835.981291,14958.77887,855.8197152
China,2011,3955.583583,16191.68182,1049.233447
China,2012,4119.128229,16303.26948,1148.875153
China,2013,4273.733048,16560.91375,1301.319151
China,2014,4417.066391,16351.68924,1418.585042
China,2015,4677.203902,15930.49906,1459.201343
Colombia,1965,2332.751856,1223.492852,508.4724515
Colombia,1966,2593.526751,1187.681725,514.8193374
Colombia,1967,2538.412367,1265.414334,618.3925251
Colombia,1968,2744.701594,1119.881556,612.5134591
Colombia,1969,2562.833898,1162.948861,650.4720942
Colombia,1970,2815.956107,1182.441221,615.7339929
Colombia,1971,2844.753663,897.1476636,575.1153393
Colombia,1972,3163.897407,910.6000215,686.2826802
Colombia,1973,2959.264532,906.6854444,695.2627181
Colombia,1974,3206.798689,1072.263643,707.4411411
Colombia,1975,3154.952748,1065.743088,652.0284204
Colombia,1976,3254.767941,1019.045697,679.391232
Colombia,1977,3185.719954,1021.21224,743.279506
Colombia,1978,3170.122774,1008.929242,899.9547433
Colombia,1979,3291.236856,994.780522,948.6598416
Colombia,1980,3055.10585,1019.800067,1022.842393
Colombia,1981,3060.952393,1015.647759,1079.592251
Colombia,1982,3067.129395,1033.799282,1137.9428
Colombia,1983,3104.588998,1114.104618,1231.503158
Colombia,1984,3017.797994,1134.55494,1196.232195
Colombia,1985,3065.972933,1145.204593,1174.790937
Colombia,1986,2969.073622,1107.315372,1170.540328
Colombia,1987,3060.17777,1364.120791,1164.332124
Colombia,1988,3159.341078,1066.689009,1145.644794
Colombia,1989,3178.363238,1212.016634,1072.40435
Colombia,1990,3166.868108,542.1987409,1091.852677
Colombia,1991,3189.189928,669.2732144,1104.984923
Colombia,1992,3449.156708,1099.224992,1067.692835
Colombia,1993,3610.250244,1132.254127,1089.005858
Colombia,1994,3660.686016,1273.873882,1059.010165
Colombia,1995,3796.814896,1121.118916,1107.647174
Colombia,1996,3858.560083,855.2387846,1185.384766
Colombia,1997,3861.097095,997.28785,1468.220897
Colombia,1998,3711.555502,934.2135336,1679.312481
Colombia,1999,3238.082119,735.1225349,1429.18208
Colombia,2000,3127.181814,778.0875134,1543.803892
Colombia,2001,2886.362191,755.2877377,1575.679734
Colombia,2002,2800.516094,612.458103,1569.174497
Colombia,2003,2877.566276,669.594102,1483.433471
Colombia,2004,2840.687151,578.0971274,1561.527907
Colombia,2005,2916.100703,359.5267196,1619.538214
Colombia,2006,2880.054194,985.9059575,1678.188441
Colombia,2007,2814.172119,846.8651449,1755.090216
Colombia,2008,3026.465517,1272.456322,1761.976213
Colombia,2009,2732.559507,1024.418198,2006.409775
Colombia,2010,3021.842526,1188.680092,2071.115222
Colombia,2011,3199.539221,935.6528105,1995.374883
Colombia,2012,3438.171241,1142.917218,2195.745617
Colombia,2013,3415.877211,1223.244305,2213.053604
Colombia,2014,3593.24725,1275.557292,2382.005995
Colombia,2015,3750.126063,1281.607815,2324.700869
Czech Republic,1965,4737.863795,41873.84949,437.2971175
Czech Republic,1966,5231.721653,41709.30286,457.2036882
Czech Republic,1967,5823.771196,40351.76861,549.4188155
Czech Republic,1968,6426.829417,41808.77831,678.1426258
Czech Republic,1969,6901.765323,43466.05839,743.8714234
Czech Republic,1970,8273.114074,43947.95707,816.1182878
Czech Republic,1971,9076.170062,45650.1238,1010.928179
Czech Republic,1972,9898.915035,44799.67462,1092.932029
Czech Republic,1973,11072.98779,43593.89691,1193.650833
Czech Republic,1974,11294.76094,43167.39327,1446.44465
Czech Republic,1975,12386.29259,43814.56114,1645.656706
Czech Republic,1976,13008.52111,44384.57828,1805.30448
Czech Republic,1977,13512.38383,45049.64013,2038.345361
Czech Republic,1978,13893.97988,44951.17805,2270.16979
Czech Republic,1979,14050.73358,44742.24449,2534.45411
Czech Republic,1980,13035.50753,43209.33619,2909.504447
Czech Republic,1981,12825.21191,42965.75018,2914.173432
Czech Republic,1982,11699.05551,43300.08153,3086.961081
Czech Republic,1983,11464.54417,43102.95706,3625.713435
Czech Republic,1984,12166.63662,43972.19068,3864.310741
Czech Republic,1985,11958.28724,43056.81338,4748.982952
Czech Republic,1986,11461.61405,42878.01302,5020.175206
Czech Republic,1987,11564.98832,42378.30629,5476.129706
Czech Republic,1988,11095.04352,42860.4593,5509.15357
Czech Republic,1989,10554.14143,41190.40612,5682.738384
Czech Republic,1990,9499.758683,35375.04551,5901.726391
Czech Republic,1991,7974.953488,32459.12852,5691.618141
Czech Republic,1992,7616.051202,29007.71926,6514.867987
Czech Republic,1993,7716.305247,27629.71683,6654.304114
Czech Republic,1994,7921.14594,25637.93317,6498.231583
Czech Republic,1995,8987.647387,25441.38567,7352.495391
Czech Republic,1996,9403.48889,25352.90269,8466.92501
Czech Republic,1997,8964.418079,26067.68184,8602.161822
Czech Republic,1998,9306.489241,23944.18524,8630.489036
Czech Republic,1999,9250.608709,20772.00602,8712.777048
Czech Republic,2000,8970.938018,24462.27976,8472.564612
Czech Republic,2001,9481.81148,23987.71488,9094.746828
Czech Republic,2002,9237.127868,23585.24718,8804.978015
Czech Republic,2003,9881.65473,23902.81413,8907.342774
Czech Republic,2004,10841.15042,23832.24464,8422.585764
Czech Republic,2005,11263.60573,22955.19447,8759.814827
Czech Republic,2006,11090.99202,23755.57005,8581.199775
Czech Republic,2007,10936.47752,24019.03803,7943.06691
Czech Republic,2008,11052.28864,22025.58454,7930.25393
Czech Republic,2009,10724.11197,19579.65556,7428.910538
Czech Republic,2010,10145.06725,20715.87189,8396.96054
Czech Republic,2011,9941.172602,20263.19974,7590.668412
Czech Republic,2012,9836.349287,19122.76821,7531.423253
Czech Republic,2013,9376.906712,18884.11532,7625.225394
Czech Republic,2014,9945.032923,17597.64962,6777.986549
Czech Republic,2015,9792.056819,18184.62165,7109.321725
Denmark,1965,25419.84388,9034.610731,0
Denmark,1966,28764.11215,10162.60838,0
Denmark,1967,30215.00069,8637.2587,0
Denmark,1968,32592.70318,7684.392409,0
Denmark,1969,38980.38104,6971.413619,0
Denmark,1970,43105.07436,5539.9584,0
Denmark,1971,42258.63111,3369.392768,0
Denmark,1972,44482.79607,3422.43474,0
Denmark,1973,40799.18513,5217.594785,0
Denmark,1974,36806.43287,4905.140596,0
Denmark,1975,36169.09971,4712.435131,0
Denmark,1976,38316.78792,6523.306687,0
Denmark,1977,38170.797,7480.828205,0
Denmark,1978,37912.45849,8221.38388,0
Denmark,1979,36146.17324,9787.117723,0
Denmark,1980,30843.43606,13953.65309,0
Denmark,1981,29101.6737,11149.40146,0
Denmark,1982,25060.79519,13454.51442,0
Denmark,1983,23720.66059,12858.49715,29.53156365
Denmark,1984,23462.05418,13562.34488,231.869928
Denmark,1985,24195.79985,16536.14641,1318.943977
Denmark,1986,23889.14447,16725.58453,2348.894559
Denmark,1987,21920.12471,16409.29854,2979.500621
Denmark,1988,21757.26182,15337.92737,3630.372707
Denmark,1989,20923.45938,12585.81219,3865.059398
Denmark,1990,20427.2614,13777.88242,4110.335987
Denmark,1991,20659.12913,18637.43582,4732.130418
Denmark,1992,20398.85336,15473.75925,4959.564399
Denmark,1993,21332.06197,16171.90317,5552.765792
Denmark,1994,22644.79882,17322.03252,6180.236942
Denmark,1995,23516.91019,14420.86004,7127.070403
Denmark,1996,25507.00685,19738.55022,8360.112926
Denmark,1997,24479.86826,14610.13364,8697.539856
Denmark,1998,23508.47364,12363.56136,9338.31199
Denmark,1999,23265.35851,10344.84572,9752.751346
Denmark,2000,22521.01122,8646.517988,9590.532832
Denmark,2001,21540.6466,9110.712418,9990.489785
Denmark,2002,20743.42415,9096.542381,9939.201867
Denmark,2003,19922.45731,12378.56453,10052.07483
Denmark,2004,19498.27875,9460.690562,10017.64143
Denmark,2005,19655.39419,7954.405252,9592.113744
Denmark,2006,19988.21704,12020.223,9731.807281
Denmark,2007,20019.91606,9891.90792,8681.898785
Denmark,2008,19626.62122,8668.026804,8679.134001
Denmark,2009,17382.56062,8483.451706,8292.474865
Denmark,2010,17492.59745,8024.287608,9332.356638
Denmark,2011,17200.62591,6745.720078,7786.966602
Denmark,2012,16068.65502,5126.524113,7236.7408
Denmark,2013,15929.3677,6675.422658,6793.023781
Denmark,2014,16075.80954,5392.742351,5807.712168
Denmark,2015,16332.1531,3533.456672,5817.243869
Ecuador,1965,1464.239192,0,0
Ecuador,1966,1486.644153,0,0
Ecuador,1967,1558.729995,0,0
Ecuador,1968,1808.148659,0,0
Ecuador,1969,1864.791363,0,0
Ecuador,1970,2070.312738,0,114.9109753
Ecuador,1971,2222.20942,0,111.6688151
Ecuador,1972,2221.540212,0,157.3892496
Ecuador,1973,2397.442738,0,87.9472758
Ecuador,1974,2663.63067,0,171.0745453
Ecuador,1975,2529.928553,0,208.0533349
Ecuador,1976,2768.430895,0,184.6700539
Ecuador,1977,3360.827714,0,115.129246
Ecuador,1978,3337.576181,0,115.19476
Ecuador,1979,3462.3725,0,80.79866681
Ecuador,1980,4318.723441,0,61.23780707
Ecuador,1981,4728.350568,0,96.64197134
Ecuador,1982,5048.063015,0,121.9405834
Ecuador,1983,4509.452648,0,147.2970748
Ecuador,1984,4407.504246,0,206.9312699
Ecuador,1985,5296.894897,0,205.7046562
Ecuador,1986,5245.028905,0,199.4164505
Ecuador,1987,5160.252981,0,181.1044442
Ecuador,1988,4870.922345,0,206.5872924
Ecuador,1989,4914.325679,0,159.6922718
Ecuador,1990,4757.581431,0,256.0899096
Ecuador,1991,5269.692448,0,306.8428514
Ecuador,1992,4965.662579,0,300.9163278
Ecuador,1993,5086.902789,0,338.772858
Ecuador,1994,5427.308889,0,299.1511885
Ecuador,1995,5136.660431,0,282.602731
Ecuador,1996,5653.00541,0,293.6496912
Ecuador,1997,6355.78654,0,262.3456467
Ecuador,1998,6349.519911,0,261.9738677
Ecuador,1999,5653.339534,0,242.0045794
Ecuador,2000,5871.822964,0,258.7801526
Ecuador,2001,5735.03035,0,258.7912086
Ecuador,2002,6061.415722,0,115.8812073
Ecuador,2003,6166.972959,0,198.9124484
Ecuador,2004,6225.276869,0,248.393432
Ecuador,2005,6669.648049,0,248.0403645
Ecuador,2006,6945.597147,0,291.6101258
Ecuador,2007,6942.733143,0,335.126532
Ecuador,2008,7030.300462,0,288.3841232
Ecuador,2009,7044.137119,0,340.4151512
Ecuador,2010,8002.556231,0,347.6690711
Ecuador,2011,8075.502713,0,302.3100929
Ecuador,2012,8233.623502,0,390.4129246
Ecuador,2013,8586.486271,0,427.9209327
Ecuador,2014,8909.726168,0,434.2333375
Ecuador,2015,8498.325079,0,412.7677033
Egypt,1965,2612.572032,151.7973657,16.6110765
Egypt,1966,2733.072102,100.5318507,18.49199006
Egypt,1967,2166.28003,150.8531638,18.01658639
Egypt,1968,2209.811776,152.9655266,17.56141809
Egypt,1969,1590.691083,161.1084558,21.71905132
Egypt,1970,2015.970429,145.0171321,25.38629429
Egypt,1971,2031.32878,116.2932484,24.80789458
Egypt,1972,2267.418655,100.6359679,20.26406322
Egypt,1973,2085.379862,85.75186232,15.91490433
Egypt,1974,2251.827944,146.4729103,16.38796617
Egypt,1975,2438.911575,171.1879691,13.35495508
Egypt,1976,2817.492824,163.6768381,99.21566577
Egypt,1977,2938.50676,182.40853,117.3588461
Egypt,1978,2970.305077,170.6762548,184.398134
Egypt,1979,3179.424445,184.8139452,272.4525921
Egypt,1980,3471.925826,145.174761,517.4263935
Egypt,1981,3896.942634,182.4847364,564.8264817
Egypt,1982,4322.293068,183.8475332,602.5683263
Egypt,1983,4640.314325,169.9322691,688.3499449
Egypt,1984,4873.900404,167.8259065,861.0240068
Egypt,1985,4819.021259,172.4856575,1027.832396
Egypt,1986,4706.968066,168.7134922,1152.00942
Egypt,1987,4757.308269,173.571511,1238.692879
Egypt,1988,4699.563109,184.5863107,1327.868571
Egypt,1989,4757.565331,183.9915868,1446.519143
Egypt,1990,4812.256068,153.7724056,1471.266872
Egypt,1991,4625.87939,154.660039,1617.642448
Egypt,1992,4399.736849,155.043844,1712.084989
Egypt,1993,4101.729333,182.9818067,1928.539714
Egypt,1994,3994.851329,193.0877065,2009.800827
Egypt,1995,4249.376271,126.7254176,2069.928132
Egypt,1996,4405.839264,170.903363,2095.545323
Egypt,1997,4564.368278,141.9836398,2120.263517
Egypt,1998,4716.862267,137.1383646,2128.258197
Egypt,1999,4713.234494,122.3907286,2501.342627
Egypt,2000,4525.163138,144.6405178,2994.593253
Egypt,2001,4258.692849,124.8778976,3600.344196
Egypt,2002,4044.458503,131.452111,3821.119288
Egypt,2003,4074.637565,133.7359872,4201.969989
Egypt,2004,4137.972566,134.1504756,4401.638913
Egypt,2005,4516.693154,128.8654152,4307.960068
Egypt,2006,4265.17887,126.6593255,4888.052116
Egypt,2007,4468.361134,113.1433081,5048.126568
Egypt,2008,4689.732491,100.0351853,5280.442083
Egypt,2009,4850.318659,87.28286934,5399.455056
Egypt,2010,5019.018125,64.16109739,5613.836756
Egypt,2011,4562.365979,59.67997671,6046.417779
Egypt,2012,4676.103329,51.72131789,6270.908161
Egypt,2013,4630.636086,49.96406868,5994.134249
Egypt,2014,4854.290425,49.94781357,5474.412916
Egypt,2015,4914.160996,51.03886171,5336.478179
Finland,1965,14563.59916,4434.581578,0
Finland,1966,17575.30427,4104.794438,0
Finland,1967,18372.67165,3942.743908,0
Finland,1968,20819.46459,4742.817826,0
Finland,1969,24172.33043,5680.909665,0
Finland,1970,27138.71579,5733.138553,0
Finland,1971,27981.05578,5064.213062,0
Finland,1972,29667.78051,5597.215306,0
Finland,1973,33013.54135,6185.314687,0
Finland,1974,28614.75928,6272.433281,945.8722031
Finland,1975,29435.15114,5659.044614,1558.675827
Finland,1976,31506.67756,7607.791826,1820.350199
Finland,1977,30642.19374,7653.481355,1846.455774
Finland,1978,30662.17384,10298.71661,2005.638485
Finland,1979,32423.19723,9897.162703,1993.032247
Finland,1980,31074.90994,11195.99959,1868.233412
Finland,1981,29622.5924,6843.359145,1479.902765
Finland,1982,27213.87769,7554.882238,1390.526221
Finland,1983,25124.85557,8163.922515,1341.019966
Finland,1984,25333.68902,9354.492298,1527.714019
Finland,1985,25465.9779,11805.73372,1929.368987
Finland,1986,26537.21112,10751.84815,2326.861818
Finland,1987,26296.01933,12007.39523,3067.342924
Finland,1988,25864.04754,11984.26877,3289.601654
Finland,1989,25729.34923,11685.70771,4299.679634
Finland,1990,26312.98609,12257.76196,5045.812616
Finland,1991,25949.61672,12188.93289,5293.751401
Finland,1992,25461.89487,11036.83405,5468.862272
Finland,1993,24366.23054,12555.23445,5621.290633
Finland,1994,25267.44537,15215.85064,6174.102631
Finland,1995,23187.27565,13402.01856,6384.053151
Finland,1996,23572.52385,15913.4278,6655.554645
Finland,1997,23249.85937,15029.47846,6529.501519
Finland,1998,24270.06906,12303.56965,7462.157832
Finland,1999,24408.51936,11894.65099,7453.738713
Finland,2000,24439.35702,11242.81792,7596.443608
Finland,2001,23859.43103,13554.36041,8222.319521
Finland,2002,24806.51202,14691.22454,8144.43931
Finland,2003,25520.08254,18287.85467,8991.596301
Finland,2004,23722.85412,16382.42874,8637.619619
Finland,2005,24526.49793,10490.46908,7878.032914
Finland,2006,23518.91575,16324.59004,8390.225047
Finland,2007,23730.45684,15355.38705,7731.198898
Finland,2008,23285.41684,11662.54775,7872.429897
Finland,2009,21899.49415,11696.39954,6996.533179
Finland,2010,22868.10888,14708.94643,7696.920971
Finland,2011,20955.9862,11897.3132,6702.241243
Finland,2012,19641.56731,9699.216821,5901.555151
Finland,2013,19278.07868,10688.73644,5464.183357
Finland,2014,18387.62662,9516.111875,4864.0596
Finland,2015,18547.09638,8031.638041,4173.431778
France,1965,12802.38898,9828.667554,1022.233388
France,1966,13572.18914,9022.496914,1068.372751
France,1967,15466.90182,8837.627746,1211.673524
France,1968,16654.14404,8441.750804,1439.286399
France,1969,19116.55091,8393.765159,1661.300123
France,1970,21563.74493,7929.597713,1878.636835
France,1971,23310.14148,7205.191188,2207.995176
France,1972,25652.39025,6351.248989,2587.373677
France,1973,28348.45569,6225.385426,3007.262958
France,1974,26731.4918,6249.389979,3113.964727
France,1975,24215.77933,5441.202005,3449.248984
France,1976,26066.35034,6363.183623,3685.618451
France,1977,24900.65319,6103.295291,3831.762244
France,1978,25765.50876,6346.498726,4077.986457
France,1979,25547.92372,6869.904104,4579.055208
France,1980,23636.26816,6701.601787,4640.51721
France,1981,21205.4876,6082.944607,4688.620312
France,1982,19509.37902,6191.558476,4500.571707
France,1983,18966.85735,5575.492296,4755.627992
France,1984,18127.54476,5303.944669,4946.936259
France,1985,17697.71774,5120.371717,5096.432184
France,1986,17963.45552,4209.010497,5080.608633
France,1987,17977.09674,3809.234701,5213.819438
France,1988,17749.98583,3698.601698,4920.343997
France,1989,18143.9087,4004.38528,5020.160761
France,1990,18253.27877,3877.290422,5161.44313
France,1991,19230.70479,4106.424468,5737.159016
France,1992,19103.3309,3604.478385,5677.925813
France,1993,18345.22664,2932.432727,5833.541837
France,1994,17693.88368,2871.869317,5581.018398
France,1995,17780.13368,2927.37907,5924.611756
France,1996,18090.41207,3105.32591,6454.272789
France,1997,18141.43516,2707.440576,6203.436757
France,1998,18710.85997,3205.223227,6583.641351
France,1999,18910.38196,2856.713102,6761.881213
France,2000,18523.10456,2764.070857,6979.55239
France,2001,18529.57471,2406.689975,7290.151657
France,2002,17935.185,2467.57507,7239.852509
France,2003,17879.24766,2609.068484,7490.874918
France,2004,17964.41368,2469.975848,7670.144772
France,2005,17675.50548,2550.621906,7798.63227
France,2006,17559.2315,2343.088672,7483.174358
France,2007,17161.98296,2411.340668,7222.14057
France,2008,16949.26142,2252.686755,7443.946719
France,2009,16240.15903,1994.468777,7129.749984
France,2010,15585.44894,2124.033119,7863.009975
France,2011,15243.27697,1793.502324,6792.600331
France,2012,14674.80696,2022.322662,6985.049838
France,2013,14419.76315,2104.105321,7063.902765
France,2014,13933.11571,1564.83557,5907.079596
France,2015,13854.00029,1512.671555,6324.584995
Germany,1965,13157.88389,24515.81976,406.2067729
Germany,1966,14605.86906,22720.94055,484.6615143
Germany,1967,15046.01083,21735.57302,620.3878096
Germany,1968,16788.18717,21909.14169,1013.210252
Germany,1969,18774.09458,22439.06294,1435.268169
Germany,1970,20536.96815,22068.62998,2032.982852
Germany,1971,21262.16133,21061.70163,2678.434033
Germany,1972,22439.37105,20530.11717,3462.844697
Germany,1973,23902.034,20587.89758,4463.487087
Germany,1974,21660.23803,20681.40908,5585.155167
Germany,1975,21030.92887,18747.73773,5897.858981
Germany,1976,22735.43383,19808.98564,6247.753367
Germany,1977,22531.09468,19046.60771,6642.685855
Germany,1978,23399.01338,19321.7444,7131.036393
Germany,1979,24186.68162,20480.28364,7895.981188
Germany,1980,21881.00239,20992.94118,7799.796675
Germany,1981,19865.32235,21392.49655,7474.310234
Germany,1982,18791.11458,20931.20587,6951.857527
Germany,1983,18403.45813,21737.56744,7241.841923
Germany,1984,18330.22201,22460.06349,7571.023361
Germany,1985,18905.80943,22337.31156,7482.123592
Germany,1986,19911.33695,21074.37431,7448.861629
Germany,1987,19293.31643,20929.47716,8053.60798
Germany,1988,19202.24588,20603.85991,7898.145117
Germany,1989,17967.37229,20835.73373,8046.154291
Germany,1990,18709.0853,19334.21637,8058.844923
Germany,1991,19461.47283,16886.87863,8410.700308
Germany,1992,19518.12552,15172.47083,8265.567883
Germany,1993,19689.08318,14229.66915,8694.890315
Germany,1994,19419.39286,13733.31641,8809.070209
Germany,1995,19346.68469,12973.06174,9568.781777
Germany,1996,19618.34879,12887.74504,10683.39842
Germany,1997,19471.6487,12476.31818,10196.74819
Germany,1998,19491.63558,12178.18007,10290.28443
Germany,1999,18897.09153,11727.57436,10262.32561
Germany,2000,18522.30882,12174.78388,10176.3242
Germany,2001,18769.41379,12202.43687,10725.12233
Germany,2002,18159.39968,12218.18395,10698.53931
Germany,2003,17814.92326,12408.6598,10818.43115
Germany,2004,17645.6056,12092.05218,10869.52692
Germany,2005,17429.4996,11575.52294,11054.20413
Germany,2006,17622.06941,12059.19807,11283.60292
Germany,2007,16083.09132,12395.27266,10896.40267
Germany,2008,17041.84435,11485.23837,11031.62689
Germany,2009,16357.28857,10304.28123,10427.8989
Germany,2010,16588.5545,11078.24469,10887.13568
Germany,2011,16090.65661,11253.50701,9990.948452
Germany,2012,15987.36739,11547.03,10005.40639
Germany,2013,16226.58789,11855.00478,10456.43118
Germany,2014,15761.2918,11362.11637,9068.025045
Germany,2015,15657.72573,11169.30439,9418.148753
Greece,1965,6103.665533,2899.757222,0
Greece,1966,6631.47911,2882.000531,0
Greece,1967,7761.469074,2742.231119,0
Greece,1968,7895.294761,3082.084111,0
Greece,1969,8360.71472,2967.445919,0
Greece,1970,9007.419922,3395.07344,0
Greece,1971,9884.458094,4973.597685,0
Greece,1972,11386.30963,5278.070387,0
Greece,1973,13163.34695,6161.762707,0
Greece,1974,12250.7902,6431.991022,0
Greece,1975,12834.42345,8333.404181,0
Greece,1976,13477.14213,9723.578332,0
Greece,1977,13525.68128,10195.78018,0
Greece,1978,14490.27072,8934.13974,0
Greece,1979,15124.89508,4838.061004,0
Greece,1980,14968.28482,4781.401305,0
Greece,1981,14250.97998,4687.759439,0
Greece,1982,14117.32829,4722.383322,86.03485498
Greece,1983,13453.19287,5754.204274,81.48240411
Greece,1984,13700.58104,6110.114548,89.1414614
