Entity,Year,"Real GDP per capita in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Real GDP per capita in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Population (Maddison Project Database (2018)),"Total real GDP in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Total real GDP in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Maddison region definition (Maddison (2010)),Average real GDP per capita across Maddison's definitions (Maddison Project Database (2018)),Average real GDP per capita across OWID regions (OWID calculations based on Maddison Project Database (2018)),"Real GDP per capita, 2011 benchmarks, by region (Maddison Project Database (2018))",Population by region (Maddison Project Database (2018))
Mongolia,2002,3295,5223,2519000,8300105216,13156737024,East Asia Maddison definition,,,,
Mongolia,2003,3570,5527,2547000,9092790272,14077268992,East Asia Maddison definition,,,,
Mongolia,2004,4188,6049,2574000,10779912192,15570125824,East Asia Maddison definition,,,,
Mongolia,2005,4943,6417,2602000,12861685760,16697033728,East Asia Maddison definition,,,,
Mongolia,2006,5774,6886,2633000,15202941952,18130837504,East Asia Maddison definition,,,,
Mongolia,2007,6579,7497,2666000,17539614720,19987001344,East Asia Maddison definition,,,,
Mongolia,2008,7034,8055,2702000,19005868032,21764610048,East Asia Maddison definition,,,,
Mongolia,2009,6723,7839,2741000,18427742208,21486698496,East Asia Maddison definition,,,,
Mongolia,2010,7487,8212,2783000,20836321280,22853996544,East Asia Maddison definition,,,,
Mongolia,2011,9484,9484,2827000,26811267072,26811267072,East Asia Maddison definition,,,,
Mongolia,2012,10771,10493,2870000,30912770048,30114910208,East Asia Maddison definition,,,,
Mongolia,2013,11088,11545,2912000,32288256000,33619040256,East Asia Maddison definition,,,,
Mongolia,2014,11035,12283,2953000,32586354688,36271697920,East Asia Maddison definition,,,,
Mongolia,2015,11139,12398,2993000,33339027456,37107212288,East Asia Maddison definition,,,,
Mongolia,2016,11105,12360,3031000,33659254784,37463158784,East Asia Maddison definition,,,,
Montenegro,1950,,,396000,,,Eastern Europe Maddison definition,,,,
Montenegro,1951,,,405000,,,Eastern Europe Maddison definition,,,,
Montenegro,1952,3175,4369,414000,1314450048,1808765952,Eastern Europe Maddison definition,,,,
Montenegro,1953,2794,3844,419000,1170685952,1610636032,Eastern Europe Maddison definition,,,,
Montenegro,1954,2815,3874,425000,1196375040,1646450048,Eastern Europe Maddison definition,,,,
Montenegro,1955,3737,5143,432000,1614384000,2221775872,Eastern Europe Maddison definition,,,,
Montenegro,1956,3392,4668,437000,1482304000,2039916032,Eastern Europe Maddison definition,,,,
Montenegro,1957,3782,5204,443000,1675426048,2305371904,Eastern Europe Maddison definition,,,,
Montenegro,1958,3688,5075,448000,1652224000,2273600000,Eastern Europe Maddison definition,,,,
Montenegro,1959,3916,5389,455000,1781779968,2451994880,Eastern Europe Maddison definition,,,,
Montenegro,1960,4339,5971,461000,2000279040,2752631040,Eastern Europe Maddison definition,,,,
Montenegro,1961,5200,7155,468000,2433600000,3348539904,Eastern Europe Maddison definition,,,,
Montenegro,1962,5067,6973,475000,2406824960,3312175104,Eastern Europe Maddison definition,,,,
Montenegro,1963,5725,7877,480000,2748000000,3780960000,Eastern Europe Maddison definition,,,,
Montenegro,1964,6641,9138,487000,3234167040,4450206208,Eastern Europe Maddison definition,,,,
Montenegro,1965,6765,9309,491000,3321615104,4570719232,Eastern Europe Maddison definition,,,,
Montenegro,1966,7026,9669,497000,3491921920,4805493248,Eastern Europe Maddison definition,,,,
Montenegro,1967,7109,9783,501000,3561608960,4901282816,Eastern Europe Maddison definition,,,,
Montenegro,1968,7404,10188,506000,3746424064,5155127808,Eastern Europe Maddison definition,,,,
Montenegro,1969,8091,11134,510000,4126409984,5678340096,Eastern Europe Maddison definition,,,,
Montenegro,1970,8644,11894,514000,4443016192,6113516032,Eastern Europe Maddison definition,,,,
Montenegro,1971,8887,12229,520000,4621239808,6359079936,Eastern Europe Maddison definition,,,,
Montenegro,1972,9264,12747,528000,4891392000,6730416128,Eastern Europe Maddison definition,,,,
Montenegro,1973,9143,12581,534000,4882361856,6718254080,Eastern Europe Maddison definition,,,,
Montenegro,1974,9600,13210,542000,5203200000,7159819776,Eastern Europe Maddison definition,,,,
Montenegro,1975,9810,13500,549000,5385690112,7411500032,Eastern Europe Maddison definition,,,,
Montenegro,1976,10216,14058,555000,5669879808,7802189824,Eastern Europe Maddison definition,,,,
Montenegro,1977,11209,15424,560000,6277040128,8637440000,Eastern Europe Maddison definition,,,,
Montenegro,1978,11716,16122,566000,6631256064,9125052416,Eastern Europe Maddison definition,,,,
Montenegro,1979,11607,15971,571000,6627596800,9119440896,Eastern Europe Maddison definition,,,,
Montenegro,1980,14223,19571,560000,7964879872,10959760384,Eastern Europe Maddison definition,,,,
Montenegro,1981,13589,18699,560000,7609840128,10471440384,Eastern Europe Maddison definition,,,,
Montenegro,1982,13864,19078,563000,7805431808,10740914176,Eastern Europe Maddison definition,,,,
Montenegro,1983,13542,18634,566000,7664772096,10546843648,Eastern Europe Maddison definition,,,,
Montenegro,1984,13931,19170,558000,7773497856,10696859648,Eastern Europe Maddison definition,,,,
Montenegro,1985,13889,19113,561000,7791729152,10722393088,Eastern Europe Maddison definition,,,,
Montenegro,1986,14274,19642,565000,8064809984,11097730048,Eastern Europe Maddison definition,,,,
Montenegro,1987,13511,18592,569000,7687758848,10578847744,Eastern Europe Maddison definition,,,,
Montenegro,1988,12989,17874,574000,7455686144,10259676160,Eastern Europe Maddison definition,,,,
Montenegro,1989,12953,17825,579000,7499786752,10320674816,Eastern Europe Maddison definition,,,,
Montenegro,1990,11755,16175,583000,6853165056,9430025216,Eastern Europe Maddison definition,,,,
Montenegro,1991,10558,14240,591000,6239777792,8415840256,Eastern Europe Maddison definition,,,,
Montenegro,1992,7500,10354,622000,4664999936,6440187904,Eastern Europe Maddison definition,,,,
Montenegro,1993,4659,6425,636000,2963123968,4086299904,Eastern Europe Maddison definition,,,,
Montenegro,1994,4632,6347,653000,3024696064,4144591104,Eastern Europe Maddison definition,,,,
Montenegro,1995,5188,7067,671000,3481147904,4741957120,Eastern Europe Maddison definition,,,,
Montenegro,1996,6500,8841,684000,4446000128,6047243776,Eastern Europe Maddison definition,,,,
Montenegro,1997,6949,9304,693000,4815656960,6447671808,Eastern Europe Maddison definition,,,,
Montenegro,1998,7492,9613,701000,5251892224,6738713088,Eastern Europe Maddison definition,,,,
Montenegro,1999,6823,8579,720000,4912560128,6176880128,Eastern Europe Maddison definition,,,,
Montenegro,2000,7182,9666,732000,5257224192,7075511808,Eastern Europe Maddison definition,,,,
Montenegro,2001,7743,9850,726000,5621417984,7151099904,Eastern Europe Maddison definition,,,,
Montenegro,2002,7614,10125,720000,5482080256,7289999872,Eastern Europe Maddison definition,,,,
Montenegro,2003,7885,10472,714000,5629890048,7477007872,Eastern Europe Maddison definition,,,,
Montenegro,2004,8368,11045,707000,5916175872,7808815104,Eastern Europe Maddison definition,,,,
Montenegro,2005,8951,11627,699000,6256749056,8127272960,Eastern Europe Maddison definition,,,,
Montenegro,2006,11725,12758,692000,8113699840,8828535808,Eastern Europe Maddison definition,,,,
Montenegro,2007,13656,14265,685000,9354359808,9771525120,Eastern Europe Maddison definition,,,,
Montenegro,2008,15054,15400,678000,10206612480,10441199616,Eastern Europe Maddison definition,,,,
Montenegro,2009,14296,14658,672000,9606912000,9850175488,Eastern Europe Maddison definition,,,,
Montenegro,2010,14536,15142,667000,9695511552,10099714048,Eastern Europe Maddison definition,,,,
Montenegro,2011,15747,15747,662000,10424513536,10424513536,Eastern Europe Maddison definition,,,,
Montenegro,2012,15709,15421,657000,10320813056,10131597312,Eastern Europe Maddison definition,,,,
Montenegro,2013,16357,16064,653000,10681120768,10489792512,Eastern Europe Maddison definition,,,,
Montenegro,2014,16903,16437,650000,10986949632,10684050432,Eastern Europe Maddison definition,,,,
Montenegro,2015,17738,17249,647000,11476486144,11160102912,Eastern Europe Maddison definition,,,,
Montenegro,2016,18244,17741,645000,11767379968,11442945024,Eastern Europe Maddison definition,,,,
Morocco,1,,,1000000,,,Africa Maddison definition,,,,
Morocco,1000,,,2000000,,,Africa Maddison definition,,,,
Morocco,1500,,,1500000,,,Africa Maddison definition,,,,
Morocco,1600,,,2250000,,,Africa Maddison definition,,,,
Morocco,1700,,,1750000,,,Africa Maddison definition,,,,
Morocco,1820,801,703,2689000,2153889024,1890366976,Africa Maddison definition,,,,
Morocco,1870,1049,921,3776000,3961024000,3477696000,Africa Maddison definition,,,,
Morocco,1913,1323,1162,5111000,6761852928,5938981888,Africa Maddison definition,,,,
Morocco,1950,2712,2380,9343000,25338216448,22236340224,Africa Maddison definition,,,,
Morocco,1951,2717,2385,9634000,26175578112,22977089536,Africa Maddison definition,,,,
Morocco,1952,2720,2387,9939000,27034079232,23724392448,Africa Maddison definition,,,,
Morocco,1953,2736,2402,10206000,27923615744,24514811904,Africa Maddison definition,,,,
Morocco,1954,2751,2414,10487000,28849737728,25315618816,Africa Maddison definition,,,,
Morocco,1955,2764,2426,10782000,29801447424,26157131776,Africa Maddison definition,,,,
Morocco,1956,2704,2374,11089000,29984655360,26325286912,Africa Maddison definition,,,,
Morocco,1957,2646,2322,11406000,30180276224,26484731904,Africa Maddison definition,,,,
Morocco,1958,2588,2272,11735000,30370179072,26661920768,Africa Maddison definition,,,,
Morocco,1959,2531,2222,12074000,30559293440,26828427264,Africa Maddison definition,,,,
Morocco,1960,2476,2173,12423000,30759348224,26995179520,Africa Maddison definition,,,,
Morocco,1961,2500,2194,12736000,31840000000,27942785024,Africa Maddison definition,,,,
Morocco,1962,2524,2215,13057000,32955867136,28921255936,Africa Maddison definition,,,,
Morocco,1963,2548,2236,13385000,34104979456,29928859648,Africa Maddison definition,,,,
Morocco,1964,2573,2258,13722000,35306704896,30984275968,Africa Maddison definition,,,,
Morocco,1965,2598,2280,14066000,36543467520,32070479872,Africa Maddison definition,,,,
Morocco,1966,2676,2349,14415000,38574538752,33860835328,Africa Maddison definition,,,,
Morocco,1967,2757,2420,14770000,40720891904,35743399936,Africa Maddison definition,,,,
Morocco,1968,2840,2493,15137000,42989080576,37736542208,Africa Maddison definition,,,,
Morocco,1969,2925,2567,15517000,45387223040,39832137728,Africa Maddison definition,,,,
Morocco,1970,3012,2643,15909000,47917907968,42047488000,Africa Maddison definition,,,,
Morocco,1971,3102,2722,16313000,50602926080,44403986432,Africa Maddison definition,,,,
Morocco,1972,3110,2730,16661000,51815710720,45484531712,Africa Maddison definition,,,,
Morocco,1973,3157,2771,16998000,53662687232,47101456384,Africa Maddison definition,,,,
Morocco,1974,3263,2863,17335000,56564105216,49630105600,Africa Maddison definition,,,,
Morocco,1975,3412,2994,17687000,60348043264,52954877952,Africa Maddison definition,,,,
Morocco,1976,3713,3259,18043000,66993659904,58802135040,Africa Maddison definition,,,,
Morocco,1977,3820,3352,18397000,70276538368,61666742272,Africa Maddison definition,,,,
Morocco,1978,3855,3383,18758000,72312086528,63458312192,Africa Maddison definition,,,,
Morocco,1979,3954,3470,19126000,75624202240,66367221760,Africa Maddison definition,,,,
Morocco,1980,4234,3716,19487000,82507956224,72413691904,Africa Maddison definition,,,,
Morocco,1981,4043,3548,19846000,80237379584,70413606912,Africa Maddison definition,,,,
Morocco,1982,4355,3822,20199000,87966646272,77200580608,Africa Maddison definition,,,,
Morocco,1983,4214,3699,20750000,87440498688,76754247680,Africa Maddison definition,,,,
Morocco,1984,4274,3751,21316000,91104583680,79956312064,Africa Maddison definition,,,,
Morocco,1985,4424,3882,21886000,96823664640,84961452032,Africa Maddison definition,,,,
Morocco,1986,4649,4080,22458000,104407000000,91628642304,Africa Maddison definition,,,,
Morocco,1987,4431,3889,23029000,102042000000,89559777280,Africa Maddison definition,,,,
Morocco,1988,4766,4183,23600000,112478000000,98718801920,Africa Maddison definition,,,,
Morocco,1989,4761,4178,24170000,115073000000,100982000000,Africa Maddison definition,,,,
Morocco,1990,4828,4237,24735000,119421000000,104802000000,Africa Maddison definition,,,,
Morocco,1991,5084,4462,25182000,128025000000,112362000000,Africa Maddison definition,,,,
Morocco,1992,4892,4293,25622000,125343000000,109995000000,Africa Maddison definition,,,,
Morocco,1993,4773,4189,26067000,124418000000,109195000000,Africa Maddison definition,,,,
Morocco,1994,5190,4555,26511000,137592000000,120758000000,Africa Maddison definition,,,,
Morocco,1995,4830,4239,26948000,130159000000,114233000000,Africa Maddison definition,,,,
Morocco,1996,5558,4689,27377000,152161000000,128371000000,Africa Maddison definition,,,,
Morocco,1997,5106,4546,27794000,141916000000,126352000000,Africa Maddison definition,,,,
Morocco,1998,5048,4805,28199000,142349000000,135496000000,Africa Maddison definition,,,,
Morocco,1999,4801,4791,28591000,137265000000,136979000000,Africa Maddison definition,,,,
Morocco,2000,4580,4818,28974000,132701000000,139597000000,Africa Maddison definition,,,,
Morocco,2001,4614,5104,29349000,135416000000,149797000000,Africa Maddison definition,,,,
Morocco,2002,4509,5198,29722000,134016000000,154495000000,Africa Maddison definition,,,,
Morocco,2003,4608,5440,30091000,138659000000,163695000000,Africa Maddison definition,,,,
Morocco,2004,4537,5632,30456000,138179000000,171528000000,Africa Maddison definition,,,,
Morocco,2005,4440,5750,30816000,136823000000,177192000000,Africa Maddison definition,,,,
Morocco,2006,4834,6114,31174000,150695000000,190598000000,Africa Maddison definition,,,,
Morocco,2007,5168,6259,31531000,162952000000,197353000000,Africa Maddison definition,,,,
Morocco,2008,5803,6555,31888000,185046000000,209026000000,Africa Maddison definition,,,,
Morocco,2009,6164,6758,32243000,198746000000,217898000000,Africa Maddison definition,,,,
Morocco,2010,6603,6940,32596000,215231000000,226216000000,Africa Maddison definition,,,,
Morocco,2011,7226,7226,32947000,238075000000,238075000000,Africa Maddison definition,,,,
Morocco,2012,7323,7365,33299000,243849000000,245247000000,Africa Maddison definition,,,,
Morocco,2013,7450,7619,33649000,250685000000,256372000000,Africa Maddison definition,,,,
Morocco,2014,7324,7733,33997000,248994000000,262899000000,Africa Maddison definition,,,,
Morocco,2015,7577,8001,34343000,260217000000,274778000000,Africa Maddison definition,,,,
Morocco,2016,7613,8039,34686000,264065000000,278841000000,Africa Maddison definition,,,,
Mozambique,1,,,50000,,,Africa Maddison definition,,,,
Mozambique,1000,,,300000,,,Africa Maddison definition,,,,
Mozambique,1500,,,1000000,,,Africa Maddison definition,,,,
Mozambique,1600,,,1250000,,,Africa Maddison definition,,,,
Mozambique,1700,,,1500000,,,Africa Maddison definition,,,,
Mozambique,1820,,,2096000,,,Africa Maddison definition,,,,
Mozambique,1950,466,345,6250000,2912499968,2156250112,Africa Maddison definition,,,,
Mozambique,1951,475,351,6346000,3014350080,2227446016,Africa Maddison definition,,,,
Mozambique,1952,484,358,6446000,3119864064,2307667968,Africa Maddison definition,,,,
Mozambique,1953,493,365,6552000,3230136064,2391480064,Africa Maddison definition,,,,
Mozambique,1954,496,367,6664000,3305344000,2445688064,Africa Maddison definition,,,,
Mozambique,1955,517,383,6782000,3506294016,2597506048,Africa Maddison definition,,,,
Mozambique,1956,511,378,6906000,3528965888,2610468096,Africa Maddison definition,,,,
Mozambique,1957,512,379,7038000,3603456000,2667401984,Africa Maddison definition,,,,
Mozambique,1958,526,389,7177000,3775101952,2791853056,Africa Maddison definition,,,,
Mozambique,1959,544,402,7321000,3982624000,2943042048,Africa Maddison definition,,,,
Mozambique,1960,546,404,7472000,4079712000,3018688000,Africa Maddison definition,,,,
Mozambique,1961,561,407,7628000,4279308032,3104595968,Africa Maddison definition,,,,
Mozambique,1962,609,426,7789000,4743500800,3318114048,Africa Maddison definition,,,,
Mozambique,1963,571,402,7957000,4543447040,3198714112,Africa Maddison definition,,,,
Mozambique,1964,582,410,8127000,4729913856,3332069888,Africa Maddison definition,,,,
Mozambique,1965,581,411,8301000,4822880768,3411710976,Africa Maddison definition,,,,
Mozambique,1966,585,415,8486000,4964310016,3521690112,Africa Maddison definition,,,,
Mozambique,1967,622,433,8681000,5399582208,3758873088,Africa Maddison definition,,,,
Mozambique,1968,679,471,8884000,6032236032,4184364032,Africa Maddison definition,,,,
Mozambique,1969,733,515,9093000,6665168896,4682894848,Africa Maddison definition,,,,
Mozambique,1970,750,530,9304000,6977999872,4931120128,Africa Maddison definition,,,,
Mozambique,1971,780,552,9539000,7440419840,5265527808,Africa Maddison definition,,,,
Mozambique,1972,784,554,9810000,7691039744,5434740224,Africa Maddison definition,,,,
Mozambique,1973,786,570,10088000,7929167872,5750159872,Africa Maddison definition,,,,
Mozambique,1974,659,512,10370000,6833829888,5309440000,Africa Maddison definition,,,,
Mozambique,1975,548,427,10433000,5717283840,4454891008,Africa Maddison definition,,,,
