Entity,Year,Number of people working in agriculture (GGDC 2017),Number of people working in mining (GGDC 2017),Number of people working in manufacturing (GGDC 2017),Number of people working in utilities (GGDC 2017),Number of people working in construction (GGDC 2017),"Number of people working in trade, restaurants and hotels (GGDC 2017)","Number of people working in transport, storage and communication (GGDC 2017)","Number of people working in finance, insurance, real estate and business services (GGDC 2017)",Number of people working in government services (GGDC 2017),"Number of people working in community, social and personal services (GGDC 2017)",Total number of people in all 10 sectors (GGDC 2017)
Egypt,1964,3327.35012573541,19.41625837637,941.86753903229,52.79133514058,230.16751934119,539.43976636158,321.26183379124,57.89832128749,1264.92889031808,,6755.12158938425
Egypt,1965,3332.31072981952,18.32659014706,987.06143641274,52.21310793491,220.65345420917,557.69148148583,339.41964731177,57.17037801006,1281.43494075102,,6846.28176608208
Egypt,1966,3697.47215760303,17.00401953993,1016.83934710914,51.12960322279,192.48604820544,568.84699032893,335.15010619958,57.53271608441,1199.39965620282,,7135.86064449608
Egypt,1967,3742.99231383211,14.15218133205,902.20107712294,63.00776864933,162.06955923044,558.99623399496,178.61383624944,78.33155820577,1249.09640546720,,6949.46093408423
Egypt,1968,3786.30007649734,22.05852007503,947.14057437980,57.14666350173,214.42900766404,568.15942959234,171.95993390243,76.01972518211,1272.08925629026,,7115.30318708508
Egypt,1969,3828.93929052303,25.37322669393,980.08797456034,60.67817024899,225.78703815999,585.89804144532,180.63223111343,73.93211993234,1319.23492042125,,7280.56301309863
Egypt,1970,3870.91296366123,25.42418642407,1075.28565895686,58.45044689307,203.75154545643,594.62821146251,195.33784595594,71.38596821811,1453.61635320768,,7548.79318023589
Egypt,1971,3907.64064991659,21.15064516317,1106.10991997834,61.27378344318,198.65942565744,595.45894759769,197.39873777954,70.44829215882,1497.84044746759,,7655.98084916236
Egypt,1972,3944.23272601133,19.21121562933,1137.81779279748,52.68658449090,193.69456697572,596.29084429401,199.48137282005,70.94812086696,1537.77412196508,,7752.13734585085
Egypt,1973,3980.18199931475,18.02137707758,1100.36700474521,46.78722566526,232.89546285250,698.52979829280,241.04367230902,80.15225321504,1771.02198638026,,8169.00077985242
Egypt,1974,4016.50477696953,10.34479331655,1136.53626762476,50.10661958287,272.75082626889,727.94744366965,251.14112722586,83.09413764099,1784.79325564845,,8333.21924794756
Egypt,1975,4052.69300308018,19.67416462364,1229.71707746413,63.23755620697,438.97934641403,766.53543501451,329.65073052627,85.85545005421,1807.87837213732,,8794.22113552125
Egypt,1976,4089.25200000000,32.47400000000,1297.34200000000,61.48700000000,408.87800000000,821.67800000000,472.79400000000,87.11700000000,1816.15100000000,,9087.17300000000
Egypt,1977,4158.36833394507,39.18388982809,1295.88821737624,64.01150565233,440.06803596673,793.05423899715,517.00496131109,101.67215520469,1924.20312664670,,9333.45446492809
Egypt,1978,4229.71972545545,43.69386019849,1278.28817368239,71.11260982013,544.99367568316,805.32650806259,559.11568858917,123.86000037904,2015.28295435635,,9671.39319622676
Egypt,1979,4305.39860850241,44.06852300438,1305.22792026231,68.97812076172,583.71245611661,860.83611127775,609.71558265945,140.80561222113,1995.17132966744,,9913.91426447321
Egypt,1980,4386.51369809202,44.26675589780,1332.73541826326,70.33178539559,625.18199157616,920.17188438400,664.89476028157,150.52180959326,2056.15971246327,,10250.77781594690
Egypt,1981,4388.25818706482,45.72334575928,1346.02226689918,73.73998275064,907.74746551510,895.63604274298,655.83344109554,158.58836582349,2088.45885271101,,10560.00795036200
Egypt,1982,4388.80667458215,48.46364150445,1412.16917705756,75.70393992770,909.07528883610,943.45361794590,689.61263596419,176.57676819932,2155.46982827817,,10799.33157229560
Egypt,1983,4386.55563780222,50.69632031669,1437.51675856386,81.14150178908,922.40448115845,931.98784982580,706.79891746516,185.86388540277,2248.08081822833,,10951.04617055240
Egypt,1984,4379.86195609701,51.29054065127,1477.94720533715,82.50215806982,913.13822601552,924.81301892356,673.66767311607,208.51905703065,2384.23547827772,,11095.97531351880
Egypt,1985,4367.04229708787,47.37994741355,1484.43589106319,94.11034628204,905.51760701877,871.31285468377,667.85624102434,220.53029620621,2502.69284373005,,11160.87832450980
Egypt,1986,4347.44700000000,42.43000000000,1489.15200000000,95.94600000000,842.30000000000,846.75200000000,653.05200000000,236.50800000000,2615.72100000000,,11169.30800000000
Egypt,1987,4378.59527628036,45.42239788426,1549.29400934129,102.12142409747,887.03208044912,902.19509836557,681.57291369803,256.06199632589,2912.84070516324,,11715.13590160520
Egypt,1988,4401.45445583314,44.20358185961,1606.55357449083,108.85415438707,934.74374112165,928.94668023322,722.69310735535,274.42424251344,3017.69638231174,,12039.56992010610
Egypt,1989,4413.25107230891,43.15073386466,1667.41693825917,116.48491230702,975.73058491185,1054.60203839460,778.64169900554,293.33546374902,3125.68707696218,,12468.30051976290
Egypt,1990,4413.33613117261,45.54667440259,1706.11286915057,128.77281297842,1018.94994186629,1098.70508928015,818.84260561407,313.91092340877,3226.96641016386,,12771.14345803730
Egypt,1991,4553.30590336413,48.40651373224,1745.70682083914,134.36598071243,1064.08367233921,1144.65251276068,861.11906621498,336.27504814952,3354.36469574657,,13242.28021385890
Egypt,1992,4692.25115214544,49.57286546918,1738.47604262206,137.58597766331,1062.58613407531,1202.08933307909,850.08093892425,349.59304986416,3423.27954500989,,13505.51503885270
Egypt,1993,4831.21343315393,54.28623051036,1752.85081242155,141.32206874796,1094.06769973106,1247.29364262035,851.97966284040,382.60944359102,3486.26482773042,,13841.88782134700
Egypt,1994,4972.57936148014,54.82046215567,1826.90640241274,148.31857702120,1144.14519573047,1353.43602445719,855.14534441023,412.96135862279,3571.23464914650,,14339.54737543690
Egypt,1995,5117.00557253054,55.28287502400,1900.78870636078,154.58063355447,1194.05276474598,1462.02591439808,882.46231981058,453.30099815941,3661.37803900178,,14880.87782358560
Egypt,1996,4800.22100000000,57.59650000000,1977.65890000000,158.11700000000,1246.13730000000,1587.17860000000,908.82140000000,480.45990000000,3765.67350000000,,14981.86410000000
Egypt,1997,4865.94962948696,48.03092537198,2063.53087010484,167.15227647545,1372.13189167991,1635.15019935452,929.38112510680,482.73961968733,3944.42954765232,,15508.49608492010
Egypt,1998,4932.19150172452,44.52903166965,2189.49211925864,176.76896265754,1412.88508486606,1731.67722055253,967.76756798724,498.31420712191,4041.41033326980,,15995.03602910790
Egypt,1999,4998.94999600812,41.21690604567,2284.65938452737,185.32046336045,1426.89481638897,1893.36285841913,998.76977936562,536.31533859119,4167.71685035761,,16533.20639306410
Egypt,2000,5065.62156007283,38.65029817888,2290.76400523740,192.62169419496,1442.36980622603,1894.18640043386,1058.28942203431,567.02013684626,4265.43684970798,,16814.96017293250
Egypt,2001,5122.44398985862,36.29741108857,2309.35680012708,202.99081742361,1458.28067100745,1909.73718920552,1059.83737297291,580.22072887910,4442.84463989338,,17122.00962045620
Egypt,2002,5179.07705355637,34.49214562165,2285.54786477717,213.72871170394,1374.96018692519,1975.89894089838,1148.28935066044,589.56768529668,4504.62971630079,,17306.19165574060
Egypt,2003,5235.51481095330,32.60695840776,2251.45130764040,220.36690240505,1419.07772839858,2134.18317422304,1227.41248072592,605.96143484464,4592.63869536762,,17719.21349296630
Egypt,2004,5290.51428788112,30.29419719585,2274.74359112671,229.91537544906,1479.57120793707,2263.50140485713,1332.81580210603,626.38500507252,4683.37059835450,,18211.11146998000
Egypt,2005,5343.43050848802,33.80490667568,2328.51623014561,244.22699589970,1666.00120452506,2384.80528867161,1431.85600471592,653.34362931550,4804.69738338160,,18890.68215181870
Egypt,2006,5194.09000000000,35.07000000000,2383.56000000000,267.96000000000,1880.92000000000,2512.61000000000,1539.68000000000,676.64000000000,4953.76000000000,,19444.29000000000
Egypt,2007,5225.95558282209,33.55769797249,2491.29051683635,282.05627258401,2154.08511983977,2704.10765122039,1715.89552423215,720.08614416423,5202.24454715361,,20529.27905682510
Egypt,2008,5225.13851659588,31.97773524502,2500.12971054307,289.87180591216,2376.24849551595,2814.70321955784,1806.55138991240,749.22289529059,5246.05241022422,,21039.89617879710
Egypt,2009,5218.60198678622,30.56194261708,2541.43092527318,301.07952035697,2662.40070300325,3012.23583383495,1898.16129150404,784.54524794695,5414.84226502977,,21863.85971635240
Egypt,2010,5205.52892716690,28.99641166840,2435.54902639136,307.27116758663,2732.95308303037,2977.06319023976,1992.27368637675,801.29836583459,5538.94643433980,,22019.88029263460
Egypt,2011,5185.91933773793,27.56393850000,2373.81366795621,317.99790307814,2795.26386559505,3020.23558625409,2048.33458024844,814.74028148218,5635.52244214299,,22219.39160299500
Egypt,2012,5160.59028472550,24.78082807608,2348.43430869727,324.93317879611,2931.19606294036,3109.52152956961,2065.00418354994,832.47697375491,5735.62276428022,,22532.56011439000
Ethiopia,1961,8959.85312344091,0.40136720847,119.14019735243,1.43631352757,16.48448566283,75.35553264457,14.02828600571,13.81552489246,75.10913576434,39.21227167787,9314.83623817716
Ethiopia,1962,9139.61560207819,0.53515627796,125.03708804754,1.74212057317,18.08034925153,85.29853124687,15.43358858460,13.71740067161,80.69405559738,50.45888896124,9530.61278129010
Ethiopia,1963,9322.98467429247,0.53515627796,129.04480863623,2.20108054491,18.66684018865,94.70152756924,16.64476453648,13.59818141678,88.64929691660,53.99000329713,9741.01633367647
Ethiopia,1964,9510.03269955124,0.66894534745,147.08175108890,2.52139745479,19.50066209994,111.24720144046,19.24846747183,13.36035335261,97.72006190800,59.28264249804,9980.66418221326
Ethiopia,1965,9700.83348907763,1.07031255593,159.71229859734,3.14817884401,20.70489652980,126.37737543020,21.85964787273,13.30506036362,108.72966131904,75.71254883193,10231.45346942220
Ethiopia,1966,9895.46233497711,1.20410162542,174.07320052214,3.48510325767,23.27270158283,145.65588476434,24.08030040024,13.95035315199,121.05911117107,83.50061207850,10485.74370353130
Ethiopia,1967,10093.99603994860,1.20410162542,197.50022658208,4.13522639082,27.07085081845,151.53049413248,25.90871870617,13.90163957809,135.58575238934,91.88377532561,10742.71682549710
Ethiopia,1968,10296.51294759180,1.07031255593,185.60118005359,4.47826951222,37.70675766821,244.99609982234,32.53241032912,13.01416637502,105.58476611741,103.39377938838,11024.89068941400
Ethiopia,1969,10503.09297332210,0.93652348643,202.74901094003,4.67733395039,38.70881229105,268.62814328967,34.37820027799,13.08149338899,118.14413801964,115.18029321031,11299.57692217660
Ethiopia,1970,10713.81763590640,1.40765161545,217.04814597195,5.18517375841,34.29176914373,304.93107357633,39.03151019877,13.18565074772,129.70844368842,125.14574539281,11583.75280000000
Ethiopia,1971,10991.04990313770,1.71715946949,232.38254074105,5.91168057259,37.67369247135,331.91765413426,43.11067912285,13.34101885911,136.23165560474,143.06129997056,11936.39728408370
Ethiopia,1972,11275.45587190150,1.94470792985,237.16653231163,6.24330638763,39.67489581067,358.01817931315,47.32179457287,13.19873847698,153.19609088697,166.81367626756,12299.03379385880
Ethiopia,1973,11567.22116991790,2.49346713692,244.12651375342,6.67699725913,38.85222140366,383.73338265115,50.09978398048,13.35738745280,175.13451754942,184.57775562982,12666.27319673480
Ethiopia,1974,11866.53622823620,2.77208952430,236.94982008009,7.15151177016,38.44444333876,424.31938940143,51.07660126555,13.68543721635,195.41901427528,201.22183547085,13037.57637057890
Ethiopia,1975,12173.59640552630,2.89252870318,229.45818158564,7.19736634070,37.64602360690,436.57780814197,51.41613725598,14.34678175088,225.21559182657,216.86193272189,13395.20875746010
Ethiopia,1976,12502.77419540420,2.81791878125,226.25562438579,7.05483191871,30.68865890528,448.49837720364,53.21197757803,14.82863902321,243.05541528466,236.04891295911,13765.23455144390
Ethiopia,1977,12840.85305393420,2.96485201648,225.90529655563,7.24190603479,32.58065085747,454.44967926162,55.33283792887,14.26139632213,273.70322707643,251.92263117092,14159.21553115850
Ethiopia,1978,13188.07366874950,3.33767961060,214.67073119135,7.36798004504,31.02994729063,411.71670463770,53.97082723536,14.49994784465,327.52180563829,264.69538722677,14516.88467946990
Ethiopia,1979,13544.68323575100,3.90190495265,247.08075589148,8.61545045286,33.35153948082,491.46151580332,58.62998792094,14.44421974204,337.08967798857,291.53044865270,15030.78873663630
Ethiopia,1980,13910.93563509250,4.73695373117,260.38311530413,9.11813404217,38.83842905548,533.91599150538,62.64196216555,14.65105066774,360.73527693760,383.66526199146,15579.62181049320
Ethiopia,1981,14361.75200548140,5.53772242411,266.64498684960,9.61406130082,38.94694074683,569.63421671059,65.21730792066,14.91768771108,384.14975195894,410.87486073160,16127.28954183560
Ethiopia,1982,14883.92283346180,7.51287318726,271.60244800967,10.92381160939,38.43698197611,607.63937523437,68.94576744920,14.86170272249,407.53268666667,453.00951000387,16764.38799032080
Ethiopia,1983,15473.26286957630,8.50259782672,280.17632614736,11.75259550599,41.71232378830,669.04573562605,73.85024440891,16.14722332565,455.38893256294,424.30225036483,17454.14109913310
Ethiopia,1984,16101.01100000000,12.34300000000,286.89800000000,12.75200000000,45.76900000000,696.01800000000,77.06300000000,14.51700000000,475.10426956636,458.39173043364,18179.86700000000
Ethiopia,1985,16573.38469370060,15.62856574249,300.39819809915,13.80169830835,47.12414051367,663.17710763272,81.40227368763,15.59642846876,469.97832367320,452.29384777489,18632.78527760150
Ethiopia,1986,17055.07781640570,15.97151381664,319.87472774257,14.44790025573,50.71185685486,706.75401048435,88.11020715952,15.61520867723,456.16189969339,449.20923483490,19171.93437592490
Ethiopia,1987,17550.11127965940,12.66888639478,347.45441903627,15.40284520268,55.82034756166,768.70648095263,85.34761668226,17.72712019041,439.92935946401,455.61714886072,19748.78550400480
Ethiopia,1988,18055.94617035130,15.28787488983,364.72781352851,16.46024141035,57.36369391122,784.16180713633,89.26041562037,20.07660913867,462.96970820689,456.41778607991,20322.67212027330
Ethiopia,1989,18572.24342205800,15.74837374090,383.73015163963,16.85755362783,57.81693226473,808.43376346667,87.38268886013,19.79402029485,450.36827987124,453.79958703803,20866.17477286200
Ethiopia,1990,19099.72565680630,23.37462820437,379.46466152768,17.56032806637,54.87013656902,780.02320699345,86.55296165687,20.12118543540,443.03070323614,449.01579062123,21353.73925911680
Ethiopia,1991,19630.70472737840,48.28578117419,324.44407143526,16.57388304395,46.50167126497,713.60247084400,74.36966967064,20.43584174247,433.41504162821,444.40265843852,21752.73581662060
Ethiopia,1992,20166.04173524420,36.35324052281,316.36751723917,17.05114708943,42.12674464170,612.74788169933,82.42783178357,19.76861014009,466.87903831517,564.79870591344,22324.56245258890
Ethiopia,1993,19734.25557502600,52.92817988292,444.42525474126,17.96263563513,56.56419033688,843.70194539289,85.48131275749,21.97649501181,505.47331611467,564.09030533704,22326.85921023610
Ethiopia,1994,20286.11191089970,42.31594981914,499.04399313040,18.71434661100,65.52172850848,908.23056170209,86.91933089117,24.72011952812,567.70865648135,590.70274596104,23089.98934353250
Ethiopia,1995,20865.04805500770,47.89459102982,561.09213330011,19.59985854789,74.58305296251,993.86513989478,86.98261991144,27.28058892146,564.52507368393,654.85770665816,23895.72881991780
Ethiopia,1996,21419.90070049420,53.62856490211,623.20534711596,18.30953685777,84.88922066661,1087.30297624953,92.11887130896,30.18406606549,649.45488937447,747.15637214978,24806.15054518480
Ethiopia,1997,21952.11057343270,62.92245328181,680.54223526827,20.61534463234,97.71419401454,1186.72478482820,98.50488555298,33.38293475565,626.64591636610,755.99360350029,25515.15692563290
Ethiopia,1998,22465.06907654450,65.57872530962,703.10930413626,21.21604945778,117.50644416027,1186.54630397645,99.58447618077,35.11955306936,636.14996765182,739.47333103634,26069.35323152320
Ethiopia,1999,22968.97374180540,60.94042350125,785.29371990984,21.41489170841,131.62826957303,1228.62590527848,95.49227832862,38.03820468407,769.14151366806,722.61561693236,26822.16456538950
Ethiopia,2000,23533.41029652950,68.72133644029,870.94770570987,22.10781642564,143.35474415955,1312.30741059999,100.61010051637,41.33734462065,893.58512685141,725.09095560184,27711.47283745510
Ethiopia,2001,24098.63522815510,73.36442263104,930.90567445503,22.68328230288,164.01901996688,1396.01749402112,110.50005580499,46.19548935925,815.44056033066,724.46794974566,28382.22917677270
Ethiopia,2002,24662.59541656810,82.29898486773,973.01287640822,24.70319120850,201.91548142590,1457.88150544738,112.78492005117,52.92178753680,704.63148174114,736.97871523529,29009.72436049020
Ethiopia,2003,25224.25519508400,86.91822631897,1012.11722463275,25.71704284901,243.03866948719,1522.00217969900,120.38616067892,59.26929356265,685.85495613537,721.75691128706,29701.31585973490
Ethiopia,2004,25780.71135495060,89.99155550250,1113.36147163266,27.21807160846,307.69950499094,1613.87060881413,127.40589381410,64.51031796265,679.07412484527,725.20150950210,30529.04441362340
Ethiopia,2005,26330.09055384690,95.09077789429,1295.89028514400,29.15931180886,350.51211049183,1834.58703313763,146.79877293880,72.47522953106,718.26099786996,750.15809962891,31623.02317229220
Ethiopia,2006,26670.52476613290,103.40989828588,1479.10669695591,31.51767584182,410.21240247409,2178.54245610987,149.91709622623,86.58494707669,725.75634746176,785.87314180319,32621.44542836830
Ethiopia,2007,27259.39724266790,88.76764337492,1653.82398589515,35.55766554739,481.87871193652,2602.08643410890,158.37229814923,101.65002491090,787.91664663943,816.56434676964,33986.01500000000
Ethiopia,2008,27968.18053550390,109.36553053773,1882.78774126308,37.02086182880,568.29593352907,3071.54014530626,170.57936754016,123.85361372327,841.84850134569,872.51996674316,35645.99219732110
Ethiopia,2009,28671.39746740130,125.15712748911,2119.40030751915,38.60116411588,672.21463535129,3526.79438039818,179.52089584172,146.44349805396,923.18307716686,890.52779899855,37293.24035233600
Ethiopia,2010,29369.04803836020,183.09628185025,2440.89224975078,39.28749175484,789.54313753046,3990.18841297666,198.51336662542,172.24964879836,974.64451894013,923.23363254769,39080.69677913480
Ethiopia,2011,30061.13224838070,293.04368638206,2824.57390630683,46.45938404585,943.20613410603,4423.35371684577,210.43913465872,214.84328487068,982.57752829944,931.23048535260,40930.85950924860
France,1950,5004.39132768572,212.46264073408,4636.87239183712,110.62604753803,1494.06402804653,2459.24636682163,946.33482491720,1176.99348336858,3234.45934980644,367.41998678128,19642.87044753660
France,1954,5013.43314824232,212.84651340644,4645.12507642586,110.89002244629,1496.76346898892,2463.68967728583,948.04464117918,947.56158857562,3236.08841915444,392.57415307838,19467.01670878330
France,1955,4794.62327883205,206.31413959346,4683.26086499884,115.26726017444,1568.78817727109,2510.96010508209,949.00810118038,929.74180652455,3282.14817600147,414.38275746206,19454.49466712040
France,1956,5013.43314824232,212.84651340644,4645.12507642586,110.89002244629,1496.76346898892,2463.68967728583,948.04464117918,864.51748491262,3253.81343666822,416.21264391853,19425.33611347420
France,1957,4784.04688300946,214.59115695896,4766.23890413898,113.71524594811,1552.61285216014,2532.83468118203,963.35111369065,889.61795216252,3273.05158865914,441.89929103257,19531.95966894260
France,1958,4601.15783370219,212.84651340644,4808.12789718262,117.95308120083,1544.48930551706,2593.46953075253,975.78762260622,992.24003932789,3193.57189015876,439.40486190497,19479.04857575950
France,1959,4478.19852936566,209.35722630142,4738.00936534870,121.48461057811,1550.58196549937,2620.06376302030,982.48420432999,1004.97888264483,3198.98125923835,432.17196043457,19336.31176676130
France,1960,4324.24108107875,200.63400853886,4755.31134073629,125.01613995538,1569.87538877671,2671.12468897441,993.96405871359,992.43350285627,3233.07132297430,452.73669453081,19318.40822713540
France,1961,4170.28363279183,189.58459937295,4798.11096406349,127.13505758174,1603.38501867944,2721.12184563781,1008.31387669309,990.78674740786,3231.42775505470,466.00989627400,19306.15939355690
France,1962,4018.39272743495,184.35066871542,4860.03382334538,130.66658695901,1652.12629853797,2778.56538733618,1025.53365826849,934.16113558396,3247.74297983200,478.83790376624,19310.41116977960
France,1963,3871.44146106983,180.22781030964,4972.68977978692,133.35151682803,1748.19242835711,2845.48156005825,1057.46419341605,977.32255482724,3233.26204489431,486.34729903351,19505.78064858090
France,1964,3728.62966699668,174.33801258710,5072.31116275587,135.14147007404,1861.14930627632,2902.10293697692,1085.63819501683,1004.49544647003,3260.96252664964,496.69134896557,19721.46007276900
France,1965,3588.92247714252,169.03719463682,5032.27640137582,137.82639994306,1948.77006204543,2954.60639557423,1103.48172936399,1063.27605209941,3300.75436571172,509.74654011682,19808.69761800980
France,1966,3455.61668976809,164.75001941052,5058.50080845539,139.61635318908,1993.32550167847,3006.36894630258,1112.10268037465,1120.93162617290,3354.06991343055,541.94224329879,19947.22478208100
France,1967,3327.47779337717,158.01302976920,5029.46664347444,142.30128305810,2015.60322149500,3065.37825413290,1123.59728172219,1187.97299137463,3438.18249696972,544.76901730896,20032.76201268230
France,1968,3173.50444206872,149.43867931661,4958.28610997275,144.09123630411,2038.94178511231,3099.54153761361,1127.42881550471,1255.01435657635,3559.72542895895,528.40338867288,20034.37578010100
France,1969,2998.86352682626,141.47678246777,5098.77400504187,145.88118955013,2094.10566275322,3173.04435964787,1144.67071752602,1348.87226785877,3642.22583235842,549.81233484624,20337.72667887660
France,1970,2842.82341912441,133.51488561894,5238.32531414386,145.88118955013,2122.74844537447,3232.05366747819,1156.16531887356,1434.68521531699,3742.34105077174,572.63371637480,20621.17222262710
France,1971,2699.83664967501,127.78824928320,5295.52149057935,145.11926867003,2102.11519843265,3261.22974209934,1163.17838063856,1490.18919629926,3831.82262737206,592.15375086014,20708.95455390960
France,1972,2553.24348822600,122.00933613871,5354.55847688760,145.20927830910,2096.33788928894,3297.03463325579,1175.50688101943,1552.86631196519,3931.92531286911,615.68661660057,20844.37822456040
France,1973,2425.55434148017,115.31904546820,5462.11066698695,146.37160321166,2118.41546351668,3356.67868652861,1193.70073411577,1629.34539014702,4046.36427474832,640.92565097662,21134.78585718000
France,1974,2319.52505841152,110.32824118745,5514.14880669698,148.57419610173,2110.05899850525,3386.53707141224,1225.72777071124,1701.43121884815,4159.79905004094,672.00143189617,21348.13184381170
France,1975,2227.15557243613,107.17092480563,5363.82883827816,149.70813803098,2026.49434839088,3360.20814507710,1228.51440620438,1739.00613572700,4266.88337691845,695.98565297734,21164.95553884600
France,1976,2143.76390401854,106.28729254490,5323.07398669399,151.08279445602,2015.45556127700,3414.10140020293,1243.10908968125,1771.34588145793,4480.94748533497,752.11619976428,21401.28359543180
France,1977,2063.98949738400,103.78278462566,5290.78780426991,153.58136041877,2011.12257941922,3454.41540141583,1265.29986124177,1841.95448510739,4639.64376195941,788.70498895174,21613.28252479370
France,1978,2002.05329520842,100.43558865891,5214.85454278827,156.56856175512,1970.24284302676,3478.97975194195,1289.45559894048,1899.06220058378,4764.16514358340,826.00273462933,21701.82026111640
France,1979,1950.42062632819,96.95724523837,5126.77341712985,158.87762178893,1969.14917221051,3511.17378025856,1314.03220742743,1971.92441667240,4887.06660424405,815.31705475299,21801.69214605130
France,1980,1890.62759169549,95.16500642834,5068.97902227303,161.15789751180,1974.37280048028,3535.91189153146,1311.60775255997,2029.99538644622,4976.74818871864,804.36267009960,21848.92820774480
France,1981,1822.38962124660,92.43145496630,4891.65288680456,165.70137580523,1935.63677324079,3561.52277179933,1299.65251909061,2074.68385919129,5105.07367080921,808.05462493191,21756.79955788580
France,1982,1757.92336541223,90.53816120435,4818.27359221711,171.35626220872,1889.55716542089,3605.23613937259,1321.68957066817,2099.22135395748,5224.73777291518,800.62397153210,21779.15735490880
France,1983,1698.83112037344,87.70657073489,4714.05357709883,181.32308832861,1806.44485053780,3627.83743262558,1347.20793917945,2135.15066579770,5313.56451616136,792.28475510955,21704.40451594720
France,1984,1642.77411215322,84.46681049282,4569.23324078241,182.11107635138,1691.11171922251,3611.57002480545,1351.16619121548,2173.44933329630,5522.09594456405,819.68768229129,21647.66613517490
France,1985,1585.63977333784,80.52833412395,4446.09195395329,181.18620598825,1633.25764718570,3576.26776548988,1346.30058048423,2217.06721266612,5586.40286498389,818.15049402502,21470.89283223820
France,1986,1534.55112752074,77.02110331194,4363.09165747995,181.15887158534,1632.15397874835,3603.57631471467,1339.67973246614,2298.30358481411,5691.61440282535,817.77122417523,21538.92199764180
France,1987,1476.53762924242,74.64605921422,4248.74932969336,180.97740052381,1640.45927548491,3671.91440329685,1344.98362869232,2403.55441840553,5813.17452522897,832.70513253046,21687.70180231280
France,1988,1420.83851734028,72.73574428579,4191.24183617456,181.66226585234,1663.35164593764,3739.49701260352,1351.21725715417,2538.42647710926,5855.31075180702,850.92608654071,21865.20759480530
France,1989,1363.82498866920,70.46652227162,4209.92764135687,179.29086677391,1697.75657811113,3808.87151258243,1366.80552088088,2677.05598835962,5961.36791369745,880.97837608957,22216.34590879270
France,1990,1300.40000000000,68.40000000000,4215.48646071804,175.40138808560,1703.20000000000,3845.60000000000,1378.10000000000,2776.46032978538,6013.20000000000,903.38390302805,22379.63208161710
France,1991,1242.20000000000,63.40000000000,4146.78831102373,173.50028918450,1682.50000000000,3833.50000000000,1388.20000000000,2817.25180596755,6126.10000000000,923.28575143972,22396.72615761550
France,1992,1190.40000000000,60.20000000000,4008.49203587492,173.10005783690,1615.90000000000,3790.70000000000,1394.60000000000,2836.49788867562,6232.60000000000,957.38891881850,22259.87890120590
France,1993,1134.00000000000,55.10000000000,3815.19724204800,172.49971081550,1516.30000000000,3731.50000000000,1385.00000000000,2809.84291572151,6366.90000000000,985.19150102174,21971.53136960670
France,1994,1084.30000000000,52.10000000000,3707.40014543888,174.00057836900,1469.90000000000,3726.50000000000,1374.60000000000,2890.40395218984,6494.70000000000,1017.49450120751,21991.39917720520
France,1995,1051.10000000000,50.80000000000,3712.80000000000,173.00000000000,1467.20000000000,3754.20000000000,1385.80000000000,2928.30000000000,6583.80000000000,1076.70000000000,22183.70000000000
France,1996,1026.50000000000,49.20000000000,3678.10000000000,171.60000000000,1426.20000000000,3773.00000000000,1395.70000000000,2970.90000000000,6672.80000000000,1115.50000000000,22279.50000000000
France,1997,1011.30000000000,45.70000000000,3635.10000000000,171.30000000000,1387.60000000000,3800.80000000000,1386.90000000000,3085.90000000000,6728.10000000000,1146.30000000000,22399.00000000000
France,1998,998.80000000000,41.90000000000,3631.30000000000,167.90000000000,1379.40000000000,3857.70000000000,1406.20000000000,3265.00000000000,6790.60000000000,1211.60000000000,22750.40000000000
France,1999,981.50000000000,38.90000000000,3618.50000000000,168.00000000000,1405.10000000000,3940.10000000000,1439.30000000000,3440.00000000000,6878.90000000000,1282.40000000000,23192.70000000000
France,2000,960.80000000000,38.20000000000,3650.70000000000,173.40000000000,1463.10000000000,4044.70000000000,1510.70000000000,3696.10000000000,6959.90000000000,1330.10000000000,23827.70000000000
France,2001,949.50000000000,30.70000000000,3675.80000000000,176.90000000000,1502.50000000000,4138.20000000000,1558.10000000000,3871.70000000000,6978.50000000000,1380.80000000000,24262.70000000000
France,2002,930.50000000000,30.20000000000,3600.20000000000,174.60000000000,1527.70000000000,4211.90000000000,1576.50000000000,3905.30000000000,7019.70000000000,1432.00000000000,24408.60000000000
France,2003,912.80000000000,30.20000000000,3516.50000000000,169.30000000000,1532.70000000000,4291.70000000000,1572.20000000000,3876.60000000000,7093.20000000000,1446.20000000000,24441.40000000000
France,2004,907.30000000000,30.10000000000,3390.90000000000,169.80000000000,1556.30000000000,4332.80000000000,1565.40000000000,3929.80000000000,7119.90000000000,1460.50000000000,24462.80000000000
France,2005,897.70000000000,30.30000000000,3323.10000000000,169.00000000000,1612.40000000000,4352.20000000000,1541.90000000000,3977.40000000000,7178.20000000000,1485.70000000000,24567.90000000000
France,2006,876.10000000000,30.50000000000,3260.90000000000,168.40000000000,1683.00000000000,4332.30000000000,1560.90000000000,4092.90000000000,7256.90000000000,1539.60000000000,24801.50000000000
France,2007,854.40000000000,30.30000000000,3237.40000000000,167.60000000000,1751.30000000000,4358.00000000000,1574.50000000000,4245.80000000000,7345.50000000000,1580.80000000000,25145.60000000000
France,2008,819.38405564698,31.90195782898,3252.66280574816,168.12791824697,1819.81922923676,4319.97078004443,1573.38181666379,4380.58089764507,7372.42660560166,1623.90435765281,25362.16042431560
