Entity,Year,affected_all_disasters,affected_drought,affected_earthquake,affected_temperature,affected_flood,affected_fog,affected_glacial_lake,affected_landslide,affected_mass_movement,affected_storm,affected_volcanic,affected_wildfire,affected_rate_per_100k_all_disasters,affected_rate_per_100k_drought,affected_rate_per_100k_earthquake,affected_rate_per_100k_temperature,affected_rate_per_100k_flood,affected_rate_per_100k_fog,affected_rate_per_100k_landslide,affected_rate_per_100k_mass_movement,affected_rate_per_100k_storm,affected_rate_per_100k_volcanic,affected_rate_per_100k_wildfire,deaths_all_disasters,deaths_drought,deaths_earthquake,deaths_temperature,deaths_flood,deaths_fog,deaths_glacial_lake,deaths_landslide,deaths_mass_movement,deaths_storm,deaths_volcanic,deaths_wildfire,deaths_rate_per_100k_all_disasters,deaths_rate_per_100k_drought,deaths_rate_per_100k_earthquake,deaths_rate_per_100k_temperature,deaths_rate_per_100k_flood,deaths_rate_per_100k_fog,deaths_rate_per_100k_landslide,deaths_rate_per_100k_mass_movement,deaths_rate_per_100k_storm,deaths_rate_per_100k_volcanic,deaths_rate_per_100k_wildfire,homeless_all_disasters,homeless_drought,homeless_earthquake,homeless_temperature,homeless_flood,homeless_fog,homeless_glacial_lake,homeless_landslide,homeless_mass_movement,homeless_storm,homeless_volcanic,homeless_wildfire,homeless_rate_per_100k_all_disasters,homeless_rate_per_100k_drought,homeless_rate_per_100k_earthquake,homeless_rate_per_100k_temperature,homeless_rate_per_100k_flood,homeless_rate_per_100k_fog,homeless_rate_per_100k_landslide,homeless_rate_per_100k_mass_movement,homeless_rate_per_100k_storm,homeless_rate_per_100k_volcanic,homeless_rate_per_100k_wildfire,injured_all_disasters,injured_drought,injured_earthquake,injured_temperature,injured_flood,injured_fog,injured_glacial_lake,injured_landslide,injured_mass_movement,injured_storm,injured_volcanic,injured_wildfire,injured_rate_per_100k_all_disasters,injured_rate_per_100k_drought,injured_rate_per_100k_earthquake,injured_rate_per_100k_temperature,injured_rate_per_100k_flood,injured_rate_per_100k_fog,injured_rate_per_100k_landslide,injured_rate_per_100k_mass_movement,injured_rate_per_100k_storm,injured_rate_per_100k_volcanic,injured_rate_per_100k_wildfire,insured_damages_all_disasters,insured_damages_drought,insured_damages_earthquake,insured_damages_temperature,insured_damages_flood,insured_damages_fog,insured_damages_glacial_lake,insured_damages_landslide,insured_damages_mass_movement,insured_damages_storm,insured_damages_volcanic,insured_damages_wildfire,reconstruction_costs_all_disasters,reconstruction_costs_drought,reconstruction_costs_earthquake,reconstruction_costs_temperature,reconstruction_costs_flood,reconstruction_costs_fog,reconstruction_costs_glacial_lake,reconstruction_costs_landslide,reconstruction_costs_mass_movement,reconstruction_costs_storm,reconstruction_costs_volcanic,reconstruction_costs_wildfire,total_affected_all_disasters,total_affected_drought,total_affected_earthquake,total_affected_temperature,total_affected_flood,total_affected_fog,total_affected_glacial_lake,total_affected_landslide,total_affected_mass_movement,total_affected_storm,total_affected_volcanic,total_affected_wildfire,total_affected_rate_per_100k_all_disasters,total_affected_rate_per_100k_drought,total_affected_rate_per_100k_earthquake,total_affected_rate_per_100k_temperature,total_affected_rate_per_100k_flood,total_affected_rate_per_100k_fog,total_affected_rate_per_100k_landslide,total_affected_rate_per_100k_mass_movement,total_affected_rate_per_100k_storm,total_affected_rate_per_100k_volcanic,total_affected_rate_per_100k_wildfire,total_damages_all_disasters,total_damages_drought,total_damages_earthquake,total_damages_temperature,total_damages_flood,total_damages_fog,total_damages_glacial_lake,total_damages_landslide,total_damages_mass_movement,total_damages_storm,total_damages_volcanic,total_damages_wildfire,total_damages_pct_gdp_all_disasters,total_damages_pct_gdp_drought,total_damages_pct_gdp_earthquake,total_damages_pct_gdp_temperature,total_damages_pct_gdp_flood,total_damages_pct_gdp_landslide,total_damages_pct_gdp_mass_movement,total_damages_pct_gdp_storm,total_damages_pct_gdp_volcanic,total_damages_pct_gdp_wildfire,deaths_rate_per_100k_glacial_lake,injured_rate_per_100k_glacial_lake,total_affected_rate_per_100k_glacial_lake,total_damages_pct_gdp_glacial_lake
Afghanistan,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2151.0,0.0,2100.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.334699717495916,0.0,25.727484572835838,0.0,0.6072151446600785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81235861412073,0.0,23.81235861412073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81235861412073,0.0,23.81235861412073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,1960,48000.0,48000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.6095098219203,440.6095098219203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.121240699989521,0.0,0.0,0.0,1.121240699989521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48000.0,48000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.6095098219203,440.6095098219203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014195583262595913,0.014195583262595913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,1970,684044.0,0.0,90000.0,0.0,594044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5412.90446721182,0.0,695.35656339334,0.0,4717.547903818479,0.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,61.0,0.0,321.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.916735303409789,0.0,0.4796006953971896,0.0,2.565674913023493,0.0,0.8714596949891067,0.0,0.0,0.0,0.0,7500.0,0.0,0.0,0.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.21767483696875,0.0,0.0,0.0,56.21767483696875,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,15.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1766122699276598,0.0,0.12721567297091002,0.0,1.0493965969567498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691699.0,0.0,90015.0,0.0,601684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5470.2987543187155,0.0,695.483779066311,0.0,4774.814975252405,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,0.0,0.0,0.0,52000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5757575237098271,0.0,0.0,0.0,1.5757575237098271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,1980,253440.0,0.0,62440.0,0.0,191000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.9125514435927,0.0,490.53053366527695,0.0,1610.382017778316,0.0,0.0,0.0,0.0,0.0,0.0,583.0,0.0,513.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,4.588174958701525,0.0,3.9849866777881253,0.0,0.0,0.0,0.6031882809133994,0.0,0.0,0.0,0.0,6580.0,0.0,6580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.480459403413626,0.0,52.480459403413626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3518.0,0.0,3518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.42558184855344,0.0,27.42558184855344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263538.0,0.0,72538.0,0.0,191000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2180.8185926955603,0.0,570.4365749172439,0.0,1610.382017778316,0.0,0.0,0.0,0.0,0.0,0.0,269000.0,0.0,9000.0,0.0,260000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,1990,436240.0,0.0,271685.0,200.0,164355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2631.364148478076,0.0,1466.6568520984292,1.5038724716144072,1163.2034239080328,0.0,0.0,0.0,0.0,0.0,0.0,10389.0,0.0,7426.0,224.0,1990.0,0.0,0.0,739.0,0.0,10.0,0.0,0.0,58.30221618034692,0.0,38.1455903172771,1.761716568407284,14.146521163397512,0.0,4.18516501689442,0.0,0.0632231143706139,0.0,0.0,95785.0,0.0,77025.0,0.0,17650.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,509.91164737634904,0.0,387.01409974224805,0.0,115.96787050767959,0.0,6.9296771264214465,0.0,0.0,0.0,0.0,3947.0,0.0,3583.0,0.0,300.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,20.23234540117969,0.0,18.35905816819961,0.0,1.519910831897862,0.0,0.35337640108221524,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535972.0,0.0,352293.0,200.0,182305.0,0.0,0.0,1174.0,0.0,0.0,0.0,0.0,3161.5081412556056,0.0,1872.030010008877,1.5038724716144072,1280.6912052476105,0.0,7.283053527503662,0.0,0.0,0.0,0.0,84010.0,0.0,20010.0,0.0,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2000,5679694.0,4760000.0,90740.0,370502.0,135375.0,0.0,0.0,300421.0,0.0,22656.0,0.0,0.0,24279.280530966902,20613.79726065739,400.7487216717555,1540.668159298898,498.9639310323586,0.0,1136.7887450454105,0.0,88.31371326108989,0.0,0.0,4487.0,37.0,1236.0,1665.0,1175.0,0.0,0.0,43.0,0.0,331.0,0.0,0.0,17.963760115681925,0.17805582290664101,5.444972962644439,6.34599650013653,4.5493754365197905,0.0,0.16326857859516608,0.0,1.2820908148793588,0.0,0.0,39095.0,0.0,15695.0,0.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.67361028561876,0.0,65.8532104476941,0.0,90.82039983792465,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,0.0,1512.0,182.0,267.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.330397657392915,0.0,6.624827897596149,0.6565182887237573,1.0103122564225415,0.0,0.03873921465046663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5720761.0,4760000.0,107947.0,370684.0,159042.0,0.0,0.0,300432.0,0.0,22656.0,0.0,0.0,24444.284538909913,20613.79726065739,473.22676001704576,1541.3246775876216,590.7946431267058,0.0,1136.8274842600608,0.0,88.31371326108989,0.0,0.0,25110.0,50.0,50.0,10.0,20000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.24211524877753676,0.0,0.0008052648051910428,0.0,0.1607835034532414,0.0,0.0,0.0805264805191043,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2010,15673899.0,15250000.0,3390.0,0.0,381139.0,0.0,0.0,30325.0,0.0,9045.0,0.0,0.0,43379.28185796996,42128.33016624882,10.505113108149985,0.0,1127.8081026331433,0.0,87.71837459125649,0.0,24.920101388582765,0.0,0.0,2631.0,0.0,217.0,45.0,1370.0,0.0,0.0,848.0,0.0,151.0,0.0,0.0,7.932815791593863,0.0,0.6619021853496321,0.1444112833349379,4.1091531109913015,0.0,2.5742411366733577,0.0,0.443108075244633,0.0,0.0,77905.0,0.0,36275.0,0.0,34220.0,0.0,0.0,7410.0,0.0,0.0,0.0,0.0,230.23586478394532,0.0,105.99947523404535,0.0,102.75718923982217,0.0,21.479200310077765,0.0,0.0,0.0,0.0,59184.0,0.0,58305.0,68.0,607.0,0.0,0.0,189.0,0.0,15.0,0.0,0.0,172.28620568920965,0.0,169.4865915993145,0.2182214948172395,1.9083833521796463,0.0,0.6288560784001391,0.0,0.04415316449814572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15810988.0,15250000.0,97970.0,68.0,415966.0,0.0,0.0,37924.0,0.0,9060.0,0.0,0.0,43781.803928443114,42128.33016624882,285.99117994150987,0.2182214948172395,1232.4736752251454,0.0,109.8264309797344,0.0,24.96425455308091,0.0,0.0,148000.0,142000.0,0.0,0.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.8272753908799451,0.7975604551504615,0.0,0.0,0.01464494422314827,0.015069991506335277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.952774509211157,0.0,13.952774509211157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23800.0,0.0,23800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.747791916245315,0.0,20.747791916245315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
