Entity,Year,total_passenger_vehicle_sales,share_european_car_sales,vehicle_price_eur,diesel_share,gas_share,full_hybrid_share,plugin_hybrid_share,mild_hybrid_share,battery_electric_share,petrol_share,co2_per_km,fuel_efficiency_per_km,diesel_number,gas_number,full_hybrid_number,plugin_hybrid_number,mild_hybrid_number,battery_electric_number,petrol_number,all_hybrid_share,all_hybrid_number,full_mild_hybrid_share,diesel_gas_share,full_mild_hybrid_number,diesel_gas_number,battery_plugin_electric_share,battery_plugin_electric_number
Netherlands,2019,446114,0.028842329,34071.24713,7.570038152,0,5.368582918,1.191399508,0.842161421,13.91034579,71.11747222,98.74799167,5.039635701,33771,0,23950,5315,3757,62056,317265,7.402143847,33022,6.210744339,7.570038152,27707,33771,15.10174529,67371
Norway,2013,142151,,45119.76369,52.5413117,0,6.678813375,0,0,5.78750765,34.99236727,123.0127717,5.247933397,74688,0,9494,0,0,8227,49742,6.678813375,9494,6.678813375,52.5413117,9494,74688,5.78750765,8227
Norway,2014,144196,,43078.73671,48.66709201,0,6.94540764,1.154678354,0,12.56068129,30.6721407,109.9609099,5.060980945,70176,0,10015,1665,0,18112,44228,8.100085994,11680,6.94540764,48.66709201,10015,70176,13.71535965,19777
Norway,2015,150684,,41378.62798,40.81919779,0,7.133471371,5.297178201,0,17.11396034,29.6361923,99.40106716,4.856804345,61508,0,10749,7982,0,25788,44657,12.43064957,18731,7.133471371,40.81919779,10749,61508,22.41113854,33770
Norway,2016,154600,,42663.34143,30.80142303,0,11.30595084,13.81694696,0,15.23285899,28.84282018,93.29371331,4.532093928,47619,0,17479,21361,0,23550,44591,25.1228978,38840,11.30595084,30.80142303,17479,47619,29.04980595,44911
Norway,2017,158646,,47275.61467,23.14019893,0,12.68988818,19.69542251,0,18.93082712,25.54366325,83.18853856,4.335136881,36711,0,20132,31246,0,30033,40524,32.38531069,51378,12.68988818,23.14019893,20132,36711,38.62624964,61279
Norway,2018,147923,,46603.26596,17.69028481,0,10.46017185,17.81061769,0.203484245,31.19393198,22.64150943,73.86496823,4.297721286,26168,0,15473,26346,301,46143,33492,28.47427378,42120,10.66365609,17.69028481,15774,26168,49.00454966,72489
Norway,2019,142380,,47518.35581,16.03315072,0,11.55569602,13.55316758,0.795055485,42.38305942,15.67987077,52.54496222,4.531802583,22828,0,16453,19297,1132,60345,22325,25.90391909,36882,12.35075151,16.03315072,17585,22828,55.936227,79642
Portugal,2001,255215,0.016608824,20162.62209,28.50341869,0,0.005485571,0,0,0.001567306,71.48952844,157.762185,6.398644759,72745,0,14,0,0,4,182452,0.005485571,14,0.005485571,28.50341869,14,72745,0.001567306,4
Portugal,2002,226092,0.01505892,21539.83909,34.67128426,0,0.002653787,0,0,0,65.32606196,153.453946,6.181519152,78389,0,6,0,0,0,147697,0.002653787,6,0.002653787,34.67128426,6,78389,0,0
Portugal,2003,189792,0.012706573,22734.69535,44.76005311,0,0.053743045,0,0,0.000526893,55.18567695,150.2182944,5.975482255,84951,0,102,0,0,1,104738,0.053743045,102,0.053743045,44.76005311,102,84951,0.000526893,1
Portugal,2004,197584,0.01296691,24142.18998,56.60934084,0,0.238379626,0,0,0,43.15227954,147.7346822,5.770949009,111851,0,471,0,0,0,85262,0.238379626,471,0.238379626,56.60934084,471,111851,0,0
Portugal,2005,206488,0.013517901,25519.75035,63.7906319,0,0.36757584,0,0,0,35.84179226,145.5872614,5.655330048,131720,0,759,0,0,0,74009,0.36757584,759,0.36757584,63.7906319,759,131720,0,0
Portugal,2006,194716,0.012608632,26447.32454,65.10610325,0,0.375418558,0,0,0,34.51847819,144.5282533,5.635426992,126772,0,731,0,0,0,67213,0.375418558,731,0.375418558,65.10610325,731,126772,0,0
Portugal,2007,201816,0.01293996,27299.85577,69.30917271,0,0.948388631,0,0,0,29.74243866,143.4426543,5.599718989,139877,0,1914,0,0,0,60025,0.948388631,1914,0.948388631,69.30917271,1914,139877,0,0
Portugal,2008,213374,0.014881609,25596.81961,69.27226372,0,0.792973839,0,0,0,29.93476244,138.1151824,5.443187515,147809,0,1692,0,0,0,63873,0.792973839,1692,0.792973839,69.27226372,1692,147809,0,0
Portugal,2009,160909,0.011418784,25669.66242,66.51709973,0.000621469,0.715311139,0,0,0,32.76696766,134.8901179,5.353931037,107032,1,1151,0,0,0,52725,0.715311139,1151,0.715311139,66.5177212,1151,107033,0,0
Portugal,2010,223427,0.016792105,25707.00929,66.66741262,0,0.665541765,0,0,0.008056323,32.65898929,129.5320567,5.14456599,148953,0,1487,0,0,18,72969,0.665541765,1487,0.665541765,66.66741262,1487,148953,0.008056323,18
Portugal,2011,153486,0.011701139,26804.71362,69.73274435,0,0.63654014,0,0,0.13356267,29.49715283,125.7266494,4.987411818,107030,0,977,0,0,205,45274,0.63654014,977,0.63654014,69.73274435,977,107030,0.13356267,205
Portugal,2012,95309,0.007936962,27450.40762,70.54422982,0.001049219,1.027185261,0,0,0.086035946,28.34149975,120.4118249,4.78010046,67235,1,979,0,0,82,27012,1.027185261,979,1.027185261,70.54527904,979,67236,0.086035946,82
Portugal,2013,105921,0.008957075,27054.33504,72.30483096,0.0018882,1.003578138,0,0,0.198260968,26.49144173,113.6814225,4.51324477,76586,2,1063,0,0,210,28060,1.003578138,1063,1.003578138,72.30671916,1063,76588,0.198260968,210
Portugal,2014,142826,0.011413598,27440.70226,71.39526417,0,1.349194124,0.059512974,0,0.142831137,27.0531976,109.6249568,4.362123519,101971,0,1927,85,0,204,38639,1.408707098,2012,1.349194124,71.39526417,1927,101971,0.202344111,289
Portugal,2015,178503,0.013029979,27596.97405,68.15515706,0,1.656554792,0.305877212,0,0.347333098,29.53507784,105.917287,4.247367508,121659,0,2957,546,0,620,52721,1.962432004,3503,1.656554792,68.15515706,2957,121659,0.65321031,1166
Portugal,2016,207330,0.014156891,27902.45658,65.19365263,0,1.544880143,0.546954131,0,0.342931558,32.37158154,104.6540033,4.213302103,135166,0,3203,1134,0,711,67116,2.091834274,4337,1.544880143,65.19365263,3203,135166,0.889885689,1845
Portugal,2017,222107,0.014649459,28385.42918,61.34025492,0,2.112495329,1.089564939,0,0.738382852,34.71930196,104.2265555,4.234105204,136241,0,4692,2420,0,1640,77114,3.202060268,7112,2.112495329,61.34025492,4692,136241,1.827947791,4060
Portugal,2018,228327,0.015134388,28472.58135,53.90996247,0,2.940957486,1.635373828,0.236940879,1.783845099,39.49292024,104.8170722,4.392486523,123091,0,6715,3734,541,4073,90173,4.813272193,10990,3.177898365,53.90996247,7256,123091,3.419218927,7807
Portugal,2019,223799,0.014469137,29528.61227,40.34513112,0,3.448630244,2.590717564,1.037091319,3.075527594,49.50290216,103.6627705,5.151340238,90292,0,7718,5798,2321,6883,110787,7.076439126,15837,4.485721563,40.34513112,10039,90292,5.666245157,12681
Spain,2001,1506140,0.098016241,17886.40098,53.39882083,0.001327898,0.001327898,0,0,0,46.59852338,164.4672638,6.506388054,804261,20,20,0,0,0,701839,0.001327898,20,0.001327898,53.40014872,20,804281,0,0
Spain,2002,1405589,0.093619641,19021.32964,58.33106264,0,0.000996024,0,0,0.000213434,41.66772791,161.9874661,6.387318358,819895,0,14,0,0,3,585677,0.000996024,14,0.000996024,58.33106264,14,819895,0.000213434,3
Spain,2003,1465943,0.098144876,19817.22242,61.59234131,0,0.006889768,0,0,0,38.40076893,159.4079924,6.266670748,902908.6159,0,101.0000689,0,0,0,562933.384,0.006889768,101.0000689,0.006889768,61.59234131,101.0000689,902908.6159,0,0
Spain,2004,1616077,0.106058813,20838.18735,66.06917001,0,0.032238583,0,0,0,33.8985914,157.5479817,6.16183618,1067728.661,0,521.0003224,0,0,0,547827.339,0.032238583,521.0003224,0.032238583,66.06917001,521.0003224,1067728.661,0,0
Spain,2005,1649351,0.107976071,21826.00165,68.95021133,0,0.074514157,0,0,0,30.97527452,156.6799039,6.117067337,1137231,0,1229,0,0,0,510891,0.074514157,1229,0.074514157,68.95021133,1229,1137231,0,0
Spain,2006,1634489,0.105839635,22531.14808,69.95354511,0.043193928,0.133803287,0,0,0,29.86945767,156.0281542,6.099291789,1143383,706,2187,0,0,0,488213,0.133803287,2187,0.133803287,69.99673904,2187,1144089,0,0
Spain,2007,1614814,0.103538016,23450.30003,70.86457016,0.081495454,0.157169804,0,0,0,28.89676458,155.6471928,6.113672237,1144331,1316,2538,0,0,0,466629,0.157169804,2538,0.157169804,70.94606561,2538,1145647,0,0
Spain,2008,1161176,0.080985347,23017.82088,69.22895409,0.12160086,0.336555354,0,0,0,30.31288969,151.0813985,5.968482885,803870,1412,3908,0,0,0,351986,0.336555354,3908,0.336555354,69.35055495,3908,805282,0,0
Spain,2009,953116,0.06763715,22748.1442,70.08957986,0.06557439,0.50067358,0,0,0.000104919,29.34406725,145.2637271,5.727288914,668035,625,4772,0,0,1,279683,0.50067358,4772,0.50067358,70.15515425,4772,668660,0.000104919,1
Spain,2010,981885,0.073795539,22776.67836,70.63902596,0.021591123,0.725339526,0,0,0.0070273,28.6070161,141.2617278,5.572074462,693594,212,7122,0,0,69,280888,0.725339526,7122,0.725339526,70.66061708,7122,693806,0.0070273,69
Spain,2011,808058,0.061603004,23569.33715,70.32403615,0.005073893,1.191251123,0,0,0.046655067,28.43298377,136.6992573,5.425320149,568259,41,9626,0,0,377,229755,1.191251123,9626,1.191251123,70.32911004,9626,568300,0.046655067,377
Spain,2012,699589,0.058259045,23786.10355,68.92175263,0.011721168,1.427552463,0,0,0.069183478,29.56979026,130.3922799,5.21893119,482169,82,9987,0,0,484,206867,1.427552463,9987,1.427552463,68.9334738,9987,482251,0.069183478,484
Spain,2013,722703,0.061114465,23635.7446,67.37691694,0.000276739,1.411783264,0,0,0.116091949,31.09493111,123.7354216,4.973961226,486935,2,10203,0,0,839,224724,1.411783264,10203,1.411783264,67.37719367,10203,486937,0.116091949,839
Spain,2014,855308,0.068349893,23919.83981,66.12015788,0.000701502,1.408030791,0.034373582,0,0.125802635,32.31093361,119.7510954,4.816408422,565531,6,12043,294,0,1076,276358,1.442404374,12337,1.408030791,66.12085939,12043,565537,0.160176217,1370
Spain,2015,1034232,0.075494649,24599.08286,62.87776824,0.000483451,1.778131019,0.084700531,0,0.12975812,35.12915864,116.2927345,4.686037368,650302,5,18390,876,0,1342,363317,1.86283155,19266,1.778131019,62.87825169,18390,650307,0.214458651,2218
Spain,2016,1147007,0.078319841,25619.49475,56.8115103,0.000435917,2.691090813,0.14733999,0,0.164515125,40.18510785,114.645895,4.655710211,651632,5,30867,1690,0,1887,460926,2.838430803,32557,2.691090813,56.81194622,30867,651637,0.311855115,3577
Spain,2017,1234931,0.081452054,26060.92945,48.30391334,0.000161952,4.456686244,0.289489858,0,0.293457691,46.65629092,114.3682286,4.714403854,596520,2,55037,3575,0,3624,576173,4.746176102,58612,4.456686244,48.30407529,55037,596522,0.582947549,7199
Spain,2018,1321438,0.08758997,26350.3407,35.78510683,7.56751E-05,5.518911973,0.40713223,0.129480157,0.452840012,57.70645312,118.3681763,4.992341547,472878,1,72929,5380,1711,5984,762555,6.055524361,80020,5.64839213,35.78518251,74640,472879,0.859972242,11364
Spain,2019,1363333,0.088142716,27328.80552,32.97352884,0,5.987311977,0.564498916,1.533081059,0.76327647,58.17830273,120.5097701,5.344576989,449539,0,81627,7696,20901,10406,793164,8.084891952,110224,7.520393037,32.97352884,102528,449539,1.327775386,18102
Sweden,2001,246581,0.016046943,22622.68892,5.532056403,0,0.092870091,0,0,0.000811093,94.37426241,199.9586507,8.313366982,13641,0,229,0,0,2,232709,0.092870091,229,0.092870091,5.532056403,229,13641,0.000811093,2
Sweden,2002,254589,0.01695697,23310.45539,6.9904827,0,0.047527584,0,0,0.00039279,92.96159693,199.4321323,8.290367833,17797,0,121,0,0,1,236670,0.047527584,121,0.047527584,6.9904827,121,17797,0.00039279,1
Sweden,2003,261169,0.017485263,24153.59327,7.59891105,0.138990462,0.034077551,0,0,0.000382894,92.22763804,199.3254298,8.260422272,19846,363,89,0,0,1,240870,0.034077551,89,0.034077551,7.737901512,89,20209,0.000382894,1
Sweden,2004,264154,0.017335721,25079.61614,11.92183348,0.139691241,0.278625347,0,0,0,87.65984994,197.2617949,8.127102541,31492,369,736,0,0,0,231557,0.278625347,736,0.278625347,12.06152472,736,31861,0,0
Sweden,2005,273932,0.017933176,25204.97617,13.91878276,2.759809004,0.710760335,0,0,0.000365054,82.61028284,194.094476,7.995838662,38128,7560,1947,0,0,1,226296,0.710760335,1947,0.710760335,16.67859177,1947,45688,0.000365054,1
Sweden,2006,282475,0.018291375,25879.0922,19.72422338,9.143464023,1.024515444,0,0,0,70.10779715,189.6624894,7.768858548,55716,25828,2894,0,0,0,198037,1.024515444,2894,1.024515444,28.86768741,2894,81544,0,0
Sweden,2007,306325,0.019640827,26556.13771,34.67624255,12.08291847,1.106994206,0,0,0,52.13384477,183.1128726,7.390084632,106222,37013,3391,0,0,0,159699,1.106994206,3391,1.106994206,46.75916102,3391,143235,0,0
Sweden,2008,253923,0.017709669,25035.75235,36.17238297,21.48289048,1.635535182,0,0,0,40.70919137,174.836047,7.083524191,91850,54550,4153,0,0,0,103370,1.635535182,4153,1.635535182,57.65527345,4153,146400,0,0
Sweden,2009,212229,0.015060669,23050.55188,40.706501,18.39569522,1.44089639,0,0,0.009894972,39.44701243,165.6361492,6.750377507,86391,39041,3058,0,0,21,83718,1.44089639,3058,1.44089639,59.10219621,3058,125432,0.009894972,21
Sweden,2010,288793,0.021704818,26569.51675,50.90843615,12.24406409,1.256263137,0,0,0.003116419,35.58812021,155.6309706,6.257957487,147020,35360,3628,0,0,9,102776,1.256263137,3628,1.256263137,63.15250023,3628,182380,0.003116419,9
Sweden,2011,304983,0.023250644,29008.89065,61.43457176,5.166517478,0.953167881,0,0,0.060003344,32.38573953,146.4724475,5.85140295,187365,15757,2907,0,0,183,98771,0.953167881,2907,0.953167881,66.60108924,2907,203122,0.060003344,183
Sweden,2012,279895,0.023308565,31185.66082,66.68786509,2.445917219,1.229389593,0,0,0.145768949,29.49105915,139.2301984,5.536366551,186656,6846,3441,0,0,408,82544,1.229389593,3441,1.229389593,69.13378231,3441,193502,0.145768949,408
Sweden,2013,269552,0.022794324,32012.9176,61.30950614,1.190122871,1.89239924,0,0,0.559817772,35.04815397,135.3039886,5.425956209,165261,3208,5101,0,0,1509,94473,1.89239924,5101,1.89239924,62.49962901,5101,168469,0.559817772,1509
Sweden,2014,303946,0.024289117,31116.64569,58.84083147,0.837659817,2.295503747,1.0804693,0,0.458640135,36.48689553,131.7022048,5.305975011,178844.3536,2546.033506,6977.09182,3284.043219,0,1394.018346,110900.4595,3.375973047,10261.13504,2.295503747,59.67849129,6977.09182,181390.3871,1.539109435,4678.061564
Sweden,2015,345106,0.025191308,31812.60067,57.78543404,0.373218663,2.49778329,1.649927848,0,0.863213042,36.83042312,127.3366735,5.160175947,199421,1288,8620,5694,0,2979,127104,4.147711138,14314,2.49778329,58.1586527,8620,200709,2.51314089,8673
Sweden,2016,372318,0.025422588,32058.99984,52.68442045,0.202785276,3.607429193,2.804077193,0,0.776224434,39.92506345,123.9464411,5.056297484,196153.5805,755.0060836,13431.10822,10440.08412,0,2890.023287,148648.1978,6.411506386,23871.19235,3.607429193,52.88720573,13431.10822,196908.5866,3.580301626,13330.10741
Sweden,2017,379393,0.025023535,33025.80928,49.85370328,0.263334089,4.919787224,4.168797415,0,1.115281812,39.67909618,122.0614155,5.046369241,189141.4605,999.0711002,18665.32834,15816.12558,0,4231.301126,150539.7134,9.088584639,34481.45392,4.919787224,50.11703737,18665.32834,190140.5316,5.284079227,20047.4267
Sweden,2018,353724,0.023446181,32087.30894,37.89134074,0.266643292,5.7965933,6.112154184,0.341009342,2.006186803,47.58607234,121.8292362,5.142894892,134030.7661,943.1813174,20503.94168,21620.15626,1206.231886,7096.364207,168323.3585,12.24975683,43330.32983,6.137602642,38.15798403,21710.17357,134973.9474,8.118340987,28716.52047
Sweden,2019,356062,0.023020254,33705.11439,33.52281344,0.311910777,7.126458745,6.949709305,2.773757907,4.38164391,44.93370591,114.1367745,5.596942432,119362,1110.59575,25374.61154,24745.27394,9876.297878,15601.36894,159991.852,16.84992596,59996.18336,9.900216652,33.83472422,35250.90941,120472.5957,11.33135322,40346.64288
Switzerland,2013,307846,,32195.25416,37.17511849,0.046127409,2.185204796,0,0,0.568471591,60.02507772,144.9070824,5.989174197,114442.1153,142.0013838,6727.065556,0,0,1750.017054,184784.8008,2.185204796,6727.065556,2.185204796,37.22124589,6727.065556,114584.1166,0.568471591,1750.017054
Switzerland,2014,301892,,34004.93004,37.09571635,0.041074291,2.027215031,0.242802062,0,0.646920091,59.94627218,141.5134235,5.872267138,111989,124,6120,733,0,1953,180973,2.270017092,6853,2.027215031,37.13679064,6120,112113,0.889722152,2686
Switzerland,2015,323762,,39160.10131,38.99314929,0.020076476,1.799469981,0.918575991,0,1.029768781,57.23895948,134.5466156,5.605194514,126245,65,5826,2974,0,3334,185318,2.718045972,8800,1.799469981,39.01322576,5826,126310,1.948344772,6308
Switzerland,2016,317315,,38281.13663,39.26981076,0.017648078,2.401084096,0.899106566,0,1.044072924,56.36827758,132.7794614,5.537477712,124609,56,7619,2853,0,3313,178865,3.300190662,10472,2.401084096,39.28745883,7619,124665,1.94317949,6166
Switzerland,2017,314036,,39224.72236,36.03695118,0.017648078,2.286362073,1.132354252,0,1.519571005,59.00711341,133.3277592,5.62612427,113169,55.42131951,7180,3556,0,4772,185303.5787,3.418716326,10736,2.286362073,36.05459926,7180,113224.4213,2.651925257,8328
Switzerland,2018,299678,,39170.91018,30.08162094,0.022023639,2.474322439,1.336100748,0.641688746,1.713839521,63.73040397,136.6621707,5.870490945,90148,66,7415,4004,1923,5136,190986,4.452111933,13342,3.116011185,30.10364458,9338,90214,3.049940269,9140
Switzerland,2019,315919,,42014.56707,27.72134629,0.006330737,3.426194689,1.330404312,2.995704595,4.175753912,60.34426546,134.6861725,6.298404386,87577,20,10824,4203,9464,13192,190639,7.752303597,24491,6.421899284,27.72767703,20288,87597,5.506158224,17395
Turkey,2014,587331,,20784.77722,62.43991889,0.003234973,0.037287322,0.003405235,0,0.008342825,37.50781076,120.6504288,4.832362892,366729,19,219,20,0,49,220295,0.040692557,239,0.037287322,62.44315386,219,366748,0.01174806,69
Turkey,2015,725596,,23452.02921,61.77693923,0,0.119625797,0.014746498,0,0.016675946,38.07201252,118.3740801,4.755831699,448251,0,868,107,0,121,276249,0.134372295,975,0.119625797,61.77693923,868,448251,0.031422444,228
Turkey,2016,756938,,25458.51398,61.46949948,0,0.118635872,0.021402017,0,0.003038558,38.38742407,115.6313359,4.675726247,465286,0,898,162,0,23,290569,0.140037889,1060,0.118635872,61.46949948,898,465286,0.024440575,185
Turkey,2017,722759,,26323.62057,61.01023993,0,0.61265235,0.011068696,0,0.010515262,38.35552376,116.3885092,4.719831868,440957,0,4428,80,0,76,277218,0.623721047,4508,0.61265235,61.01023993,4428,440957,0.021583958,156
Turkey,2018,486321,,29528.18665,59.07188873,0,0.788573802,0.013365658,0.144349103,0.031871953,39.94995075,119.4123489,4.863914795,287279,0,3835,65,702,155,194285,0.946288562,4602,0.932922905,59.07188873,4537,287279,0.045237611,220
Turkey,2019,387256,,30309.0761,50.80205342,0,2.803571797,0.066622596,0.605026133,0.05732642,45.66539963,119.037365,4.932585254,196734,0,10857,258,2343,222,176842,3.475220526,13458,3.40859793,50.80205342,13200,196734,0.123949016,480
United Kingdom,2001,2458372,0.159985381,23001.46931,17.80153695,0,0.029246998,0,0,0.001179642,82.16803641,177.8817179,7.311373061,437628,0,719,0,0,29,2019996,0.029246998,719,0.029246998,17.80153695,719,437628,0.001179642,29
United Kingdom,2002,2562734,0.170691601,23069.77268,23.2909554,0,0.013228066,0,0,0.001755938,76.6940606,174.2901465,7.123100673,596885.2329,0,339.0001323,0,0,45.00001756,1965464.767,0.013228066,339.0001323,0.013228066,23.2909554,339.0001323,596885.2329,0.001755938,45.00001756
United Kingdom,2003,2578747,0.172647098,21395.80932,27.30294984,0,0.041842026,0,0,7.7557E-05,72.65513057,172.989303,7.034624558,704074,0,1079,0,0,2,1873592,0.041842026,1079,0.041842026,27.30294984,1079,704074,7.7557E-05,2
United Kingdom,2004,2566845,0.168455175,22894.47237,32.47831482,0,0.095915414,0,0,0,67.42576977,172.0146507,6.979842547,833668,0,2462,0,0,0,1730715,0.095915414,2462,0.095915414,32.47831482,2462,833668,0,0
United Kingdom,2005,2439251,0.1596875,23783.88626,36.6924929,0,0.236384038,0,0,0,63.07112306,169.3788553,6.838990919,895022,0,5766,0,0,0,1538463,0.236384038,5766,0.236384038,36.6924929,5766,895022,0,0
United Kingdom,2006,2344407,0.151809637,24554.79283,38.28963998,0.004734673,0.382058235,0,0,0.012711103,61.31085601,166.6915389,6.72043857,897665,111,8957,0,0,298,1437376,0.382058235,8957,0.382058235,38.29437465,8957,897776,0.012711103,298
United Kingdom,2007,2403623,0.154114565,25204.85586,40.08582045,0.004826048,0.664496887,0,0,0.016516733,59.22833989,164.1283087,6.613436383,963512,116,15972,0,0,397,1423626,0.664496887,15972,0.664496887,40.09064649,15972,963628,0.016516733,397
United Kingdom,2008,2130857,0.148615019,21937.1577,43.48034617,0.004692947,0.722009971,0,0,0.008400376,55.78455054,158.1411016,6.359192055,926504,100,15385,0,0,179,1188689,0.722009971,15385,0.722009971,43.48503912,15385,926604,0.008400376,179
United Kingdom,2009,1988957,0.141144816,20117.87641,41.82508722,0.00125694,0.736315566,0,0,0.002765268,57.43457501,150.6458875,6.076912175,831883,25,14645,0,0,55,1142349,0.736315566,14645,0.736315566,41.82634416,14645,831908,0.002765268,55
United Kingdom,2010,2025034,0.152195498,22560.82765,46.17774319,0.003802405,1.093710032,0,0,0.008246775,52.7164976,145.7641398,5.916441874,935115,77,22148,0,0,167,1067527,1.093710032,22148,1.093710032,46.18154559,22148,935192,0.008246775,167
United Kingdom,2011,1937105,0.147676883,24132.34433,50.74348099,0.004594487,1.206388506,0,0,0.056889047,47.98864697,139.8220062,5.652763183,982954.5074,89.00004594,23369.01206,0,0,1102.000569,929590.4799,1.206388506,23369.01206,1.206388506,50.74807548,23369.01206,983043.5075,0.056889047,1102.000569
United Kingdom,2012,2039986,0.169882082,26267.24791,50.92613381,0.015343243,1.243635986,0,0,0.087451581,47.72743538,134.227259,5.431916207,1038886,313,25370,0,0,1784,973633,1.243635986,25370,1.243635986,50.94147705,25370,1039199,0.087451581,1784
United Kingdom,2013,2264737,0.191514621,25533.29895,49.78127703,0.018765976,1.286065446,0,0,0.158340682,48.75555087,128.6607349,5.215147257,1127415,425,29126,0,0,3586,1104185,1.286065446,29126,1.286065446,49.80004301,29126,1127840,0.158340682,3586
United Kingdom,2014,2476435,0.197898378,27792.85353,50.08122563,0.014012078,1.501674787,0.264493112,0,0.325750524,47.81284387,124.8603547,5.081061895,1240229,347,37188,6550,0,8067,1184054,1.766167899,43738,1.501674787,50.09523771,37188,1240576,0.590243637,14617
United Kingdom,2015,2633503,0.192234803,32211.51429,48.48185098,0.013176366,1.677651402,0.698499299,0,0.381772871,48.74704908,121.3842634,4.961227651,1276771,347,44181,18395,0,10054,1283755,2.376150701,62576,1.677651402,48.49502735,44181,1277118,1.08027217,28449
United Kingdom,2016,2692786,0.183868601,30253.19269,47.76146341,0.004642032,1.85205954,1.065587834,0,0.381612204,48.93463498,119.8453904,4.914517519,1286114,125,49872,28694,0,10276,1317705,2.917647373,78566,1.85205954,47.76610544,49872,1286239,1.447200037,38970
United Kingdom,2017,2540617,0.167570879,30506.26188,41.92564247,0.000629768,2.68848079,1.37879893,0,0.534358386,53.47208965,120.9384434,5.011643531,1065170,16,68304,35030,0,13576,1358521,4.06727972,103334,2.68848079,41.92627224,68304,1065186,1.913157316,48606
United Kingdom,2018,2367147,0.156903567,31506.05518,31.50159242,0.00E+00,3.512498379,1.707118316,0.433559893,0.631308491,62.2139225,126.6003523,5.320188151,745689,0,83146,40410,10263,14944,1472695,5.653176588,133819,3.946058272,31.50159242,93409,745689,2.338426807,55354
United Kingdom,2019,2311140,0.149420689,33383.27168,26.63702761,0,4.216144414,1.503933124,2.502444681,1.637719913,63.50273025,127.4799297,5.545940035,615619,0,97441,34758,57835,37850,1467637,8.222522218,190034,6.718589095,26.63702761,155276,615619,3.141653037,72608
