Entity,Year,Total tax (% of GDP) (OECD (2018)),"Taxes on income, profits, and capital gains (% of GDP) (OECD (2018))",Social security contributions (SSC) (% of GDP) (OECD (2018),Taxes on payroll and workforce (% of GDP) (OECD (2018)),Taxes on property (% of GDP) (OECD (2018)),Taxes on goods and services (% of GDP) (OECD (2018)),Other tax (% of GDP) (OECD (2018))
Panama,2012,16.1370659,4.7667098,5.2490430,0.1690370,0.6267650,5.1007719,0.2247370
Panama,2013,16.3758774,4.7081561,5.7295418,0.1763790,0.7229010,4.8232079,0.2156920
Panama,2014,15.1094379,3.8998640,5.4536872,0.2618590,0.6576570,4.6541238,0.1822470
Panama,2015,15.2222528,3.9658160,5.6125560,0.2049040,0.5877610,4.6747470,0.1764700
Panama,2016,15.2796698,4.1509271,5.8454671,0.1914300,0.3615470,4.5582428,0.1720560
Panama,2017,14.6988468,3.9535739,5.7572851,0.2080940,0.4074300,4.2123981,0.1600670
Paraguay,1990,5.7847738,1.2224180,0.4788800,,0.2845560,2.9730930,0.8258280
Paraguay,1991,4.8136802,1.0174720,0.5180600,,0.2389670,2.3465040,0.6926770
Paraguay,1992,6.5373578,1.2317050,0.6639050,,0.2780240,3.6483209,0.7154030
Paraguay,1993,8.8507586,1.3799160,0.8197870,,0.0035480,5.9690280,0.6784810
Paraguay,1994,10.6294689,1.9912660,0.8929500,,0.0006980,7.0952930,0.6492620
Paraguay,1995,12.1008663,2.2456529,0.9638630,,0.0261230,8.3175907,0.5476360
Paraguay,1996,11.3526440,2.1900060,1.0470290,,0.0001440,7.6320348,0.4834300
Paraguay,1997,11.3508110,1.9754590,1.0472950,,0.0047410,7.8704691,0.4528470
Paraguay,1998,10.8089161,1.8737460,0.9686870,,0.0050730,7.5046511,0.4567580
Paraguay,1999,11.7541218,1.9999599,3.1151171,,0.0033620,6.3853340,0.2503490
Paraguay,2000,11.6196194,1.5235690,2.9783330,,,6.7398858,0.3778310
Paraguay,2001,10.7548771,1.2661400,2.6132350,,,6.5842309,0.2912720
Paraguay,2002,9.5047913,1.2482150,2.4509809,,,5.5690970,0.2364980
Paraguay,2003,9.9246998,1.1893010,2.4258771,,,6.1021500,0.2073710
Paraguay,2004,10.9656582,1.5239470,2.4029601,,,6.7357888,0.3029620
Paraguay,2005,11.2066498,1.4153529,2.3998799,,,6.4969902,0.8944280
Paraguay,2006,11.2307224,1.3296350,2.5306721,,0.2233680,6.7423668,0.4046800
Paraguay,2007,10.7373848,1.3669831,2.5205259,,0.2265650,6.4637032,0.1596080
Paraguay,2008,10.9541388,1.4654320,2.5968311,,0.2381040,6.5643678,0.0894030
Paraguay,2009,11.4651947,1.9714890,2.8105481,,0.2287450,6.3702402,0.0841720
Paraguay,2010,12.0139275,1.6253250,2.7542090,,0.2111680,7.3346758,0.0885490
Paraguay,2011,12.5442591,1.8450040,2.8158579,,0.2048320,7.6068888,0.0716770
Paraguay,2012,13.0788641,1.9709480,3.2891481,,0.2106620,7.5240631,0.0840420
Paraguay,2013,12.3207169,1.8595990,3.0939541,,0.2100410,7.0829821,0.0741410
Paraguay,2014,13.5347118,2.0467169,3.5255971,,0.2170590,7.7452488,0.0000910
Paraguay,2015,13.6416016,2.0838170,3.7423840,,0.2282670,7.5826941,0.0044400
Paraguay,2016,13.3396683,2.1664109,3.4477570,,0.2769010,7.4445939,0.0040040
Paraguay,2017,13.8286324,2.3054659,3.6495490,,0.2535810,7.6162429,0.0037930
Peru,1990,12.1171703,0.6965630,0.9365870,,1.8521520,7.9489961,0.6828710
Peru,1991,13.3913441,0.9505770,2.0510280,,1.3778330,8.6083117,0.4035940
Peru,1992,14.5187378,1.7028641,2.1210530,0.4346030,0.5217280,9.2322598,0.5062310
Peru,1993,14.4954653,2.0653000,1.9614730,0.5727790,0.3734630,9.2872677,0.2351830
Peru,1994,15.3837614,2.6319380,1.8525569,0.7449040,0.0889920,9.8781271,0.1872430
Peru,1995,15.7626400,2.9681821,1.8709370,0.6418600,0.0252080,9.9526749,0.3037780
Peru,1996,16.2170010,3.7598350,1.8035361,0.7559190,0.0019090,9.7384892,0.1573130
Peru,1997,16.5946579,3.7710519,1.9774700,0.7227950,0.0020780,9.7378397,0.3834220
Peru,1998,16.4939594,3.6417210,1.8687381,0.7899340,0.0008280,9.8718729,0.3208660
Peru,1999,15.0773096,3.0172520,1.7949520,0.6564350,0.0065570,9.3291168,0.2729960
Peru,2000,14.8457451,2.8543849,1.7847530,0.6460690,0.1814460,8.9992828,0.3798090
Peru,2001,15.1953669,3.1108360,1.7958980,0.5294650,0.5061350,8.6938047,0.5592280
Peru,2002,14.6235094,3.1116500,1.7293280,0.2339920,0.4514280,8.8708372,0.2262740
Peru,2003,15.3519459,3.8534000,1.7013561,0.2311180,0.2234390,9.1817360,0.1608970
Peru,2004,15.5595503,3.9059911,1.6392990,0.1962160,0.5296010,9.1527348,0.1357070
Peru,2005,16.2621059,4.8364668,1.6238821,0.0028330,0.5429460,9.1957340,0.0602440
Peru,2006,17.8055363,6.7638292,1.6912481,0.0016370,0.4919930,8.7798128,0.0770170
Peru,2007,18.3103371,7.5506821,1.6369740,-0.0124460,0.6041180,8.4899874,0.0410220
Peru,2008,18.5862789,7.2291341,1.8959060,0.0017070,0.6108320,8.8380966,0.0106010
Peru,2009,16.6834736,5.9341302,1.9769040,0.0012400,0.5592400,8.2486525,-0.0366920
Peru,2010,17.5353317,6.4976110,1.8859410,0.0003460,0.5306980,8.6468687,-0.0261330
Peru,2011,18.2668266,7.5110631,1.9014660,-0.0000290,0.3992490,8.3816996,0.0733770
Peru,2012,18.7764130,7.8056989,1.9930170,0.0003870,0.3730470,8.3542824,0.2499810
Peru,2013,18.6975708,7.2056289,2.0614350,0.0000660,0.3902300,8.4700947,0.5701150
Peru,2014,18.9827633,7.5911312,2.0637290,-0.0143120,0.3753110,8.6983109,0.2685950
Peru,2015,17.2371998,6.1894460,2.0778661,0.0006700,0.3980120,8.3738565,0.1973470
Peru,2016,15.9986877,6.1417780,2.0065479,0.0001480,0.4013190,7.3420048,0.1068900
Peru,2017,15.2979307,5.6965232,1.9551671,-0.0002520,0.3678140,7.1570101,0.1216700
Philippines,1994,15.8496675,5.0354271,1.4128140,,0.0829920,8.5092783,0.8091570
Philippines,1995,16.2235069,5.2642298,1.4916860,,0.1053970,8.7310686,0.6311260
Philippines,1996,16.6900520,5.6663728,1.4419950,,0.1477110,8.8027344,0.6312390
Philippines,1997,16.6613388,6.1058850,1.3575240,,0.1553870,8.3692474,0.6732950
Philippines,1998,15.5278902,5.6905661,1.9574890,,0.0850600,7.0357661,0.7590080
Philippines,1999,15.7807541,5.6018028,2.1361220,,0.5005120,6.9854202,0.5568970
Philippines,2000,15.7606249,6.0825248,2.0722120,,0.4859560,6.6255689,0.4943620
Philippines,2001,15.6164932,6.0995831,2.0803330,,0.4712870,6.4242840,0.5410060
Philippines,2002,14.9785061,5.7931671,2.1651390,,0.5035230,5.9767389,0.5399380
Philippines,2003,15.0205870,5.7541161,2.0269120,,0.5184810,6.1776671,0.5434110
Philippines,2004,14.5739117,5.8144522,1.9523540,,0.4539520,5.8829098,0.4702450
Philippines,2005,15.2102404,6.0755372,1.9004010,,0.5189200,6.0651121,0.6502710
Philippines,2006,16.4606857,6.4035430,1.8760010,,0.4856740,7.0460911,0.6493770
Philippines,2007,16.2721481,6.5770502,1.9125969,,0.4693960,6.6228900,0.6902150
Philippines,2008,16.2442627,6.6200490,1.8417530,,0.4378300,6.6115818,0.7330490
Philippines,2009,15.0177774,5.8272791,1.9436480,,0.4605310,6.2157211,0.5705970
Philippines,2010,14.7806005,5.7945008,1.8707210,,0.4339490,6.1075311,0.5738990
Philippines,2011,15.1369667,6.3083172,1.9179710,,0.4592910,5.8596039,0.5917830
Philippines,2012,15.8061934,6.5450811,2.0391459,,0.4823700,6.1405048,0.5990910
Philippines,2013,16.1946125,6.6544580,2.0503261,,0.4876660,6.3777962,0.6243660
Philippines,2014,16.7131271,6.6540132,2.2507191,,0.4751050,6.6837859,0.6495060
Philippines,2015,16.9826202,6.8324871,2.3953240,,0.4761500,6.6366110,0.6420480
Philippines,2016,16.9942226,6.8682261,2.3724909,,0.4576210,6.6487570,0.6471270
Philippines,2017,17.5425186,6.9772701,2.3517809,,0.4818160,7.0787220,0.6529300
Poland,1991,34.0275002,7.4343290,10.8459196,5.6605668,1.3383340,8.7472439,0.0011050
Poland,1992,36.1783180,10.9595680,11.9386435,1.6929671,1.2574770,10.3273296,0.0023330
Poland,1993,39.2173691,12.0034552,12.1170692,0.7947220,1.3501660,12.9439240,0.0080330
Poland,1994,36.4383125,11.0641260,10.8155394,0.4836730,1.2238760,12.8463306,0.0047650
Poland,1995,36.6165428,10.9288816,11.1000538,0.2410910,1.2678320,13.0041227,0.0745610
Poland,1996,36.6119156,10.4143333,11.3792629,0.2126510,1.3099951,13.2128849,0.0827880
Poland,1997,36.1136780,10.1850538,11.5279207,0.2225020,1.3505330,12.7379770,0.0896910
Poland,1998,35.3277664,10.1074133,11.5153370,0.2191170,1.3745940,12.0601578,0.0511490
Poland,1999,35.0205765,7.2272301,13.6653461,0.1733290,1.4485650,12.4616985,0.0444090
Poland,2000,32.9354477,6.7290111,12.9024916,0.2179290,1.4168030,11.6299934,0.0392220
Poland,2001,32.8951988,6.0249438,13.4389095,0.1916730,1.6713380,11.5379486,0.0303860
Poland,2002,33.0340538,6.1604848,12.8335419,0.1973800,1.6294971,12.1868753,0.0262760
Poland,2003,32.4895668,5.9004879,12.6133366,0.2118380,1.5212840,12.2172050,0.0254160
Poland,2004,31.9186726,5.9220071,12.0869780,0.2411420,1.4892900,12.1020899,0.0242210
Poland,2005,32.9404907,6.4102020,12.1453695,0.2579590,1.4864690,12.4997482,0.0298850
Poland,2006,33.6103897,6.9876909,11.9982347,0.2500410,1.4459389,12.7541542,0.0431850
Poland,2007,34.6222038,7.8978281,11.7956734,0.2594300,1.4412200,13.0357323,0.0441220
Poland,2008,34.1445122,7.9710340,11.2098179,0.2821000,1.4251961,13.0399694,0.0534190
Poland,2009,31.1990604,6.7684350,11.0793695,0.2759790,1.3433820,11.5688000,0.0472960
Poland,2010,31.4152508,6.2980781,10.7954206,0.2573860,1.3193130,12.5913830,0.0410990
Poland,2011,31.8494606,6.3510642,11.1187983,0.2669090,1.2821480,12.6706638,0.0412300
Poland,2012,32.0765915,6.5348210,11.9502277,0.2632830,1.3344580,11.8252764,0.0446780
Poland,2013,31.9428215,6.2506680,12.2294407,0.2412950,1.3953810,11.6448536,0.0618630
Poland,2014,31.8764896,6.3240471,12.0988922,0.2350320,1.3950130,11.6239452,0.0648920
Poland,2015,32.3670425,6.5065308,12.4225845,0.2238530,1.3691850,11.6520472,0.0359570
Poland,2016,33.3941193,6.6856680,12.7143431,0.2245400,1.3781240,12.1646967,0.0496110
Poland,2017,33.8995399,6.9329190,12.8594713,,1.2060061,11.6636057,1.2375380
Portugal,1990,26.4834919,6.7976899,7.1916661,,0.7182900,11.7098198,0.0660260
Portugal,1991,27.5273647,7.6030302,7.4662108,,0.7378940,11.6576748,0.0625540
Portugal,1992,29.4515495,8.4903641,7.4950151,,0.6821370,12.7112017,0.0728310
Portugal,1993,28.0262966,7.7123308,7.5148268,,0.6828410,11.9960861,0.1202120
Portugal,1994,28.8016262,7.5174198,7.5684061,,0.6905260,12.8813887,0.1438860
Portugal,1995,29.2776241,7.7092309,7.6694059,,0.9268820,12.8569784,0.1151270
Portugal,1996,29.9573460,8.3461599,7.5431528,,0.8739480,13.0607729,0.1333120
Portugal,1997,29.9211292,8.4163733,7.7185822,,0.8804230,12.7379169,0.1678340
Portugal,1998,30.1750984,8.2123442,7.7011480,,1.0033391,12.8964958,0.1811520
Portugal,1999,30.9584713,8.6537542,7.7693529,,1.1561860,13.0101376,0.1975980
Portugal,2000,31.0495434,9.1002016,7.9150600,,1.1426131,12.5087204,0.2240210
Portugal,2001,30.8208485,8.6501780,8.1769924,,1.0680500,12.5810394,0.2113780
Portugal,2002,31.2471218,8.4832783,8.2330151,,1.1380110,13.0043840,0.2898110
Portugal,2003,31.3392162,7.9506431,8.4603949,,1.1072201,13.5641203,0.1636660
Portugal,2004,30.1495495,7.8401179,8.1013460,,1.0621290,12.8698006,0.1717250
Portugal,2005,30.8074341,7.7090101,8.1899147,,1.1301430,13.5087881,0.1783430
Portugal,2006,31.3313084,7.9755859,8.0907249,,1.1934429,13.7410946,0.2348630
Portugal,2007,31.8172359,8.8009787,8.1349144,,1.3018039,13.2363043,0.2377970
Portugal,2008,31.7298756,8.9277792,8.3688507,,1.1924880,12.8944855,0.2474420
Portugal,2009,29.9141102,8.2762327,8.5485592,,1.0857050,11.5725183,0.3433940
Portugal,2010,30.4049282,8.1363297,8.5903244,,1.0754220,12.2290316,0.2752540
Portugal,2011,32.3288918,9.0981112,8.8952885,,1.1046640,12.8714342,0.2642310
Portugal,2012,31.7794609,8.7127066,8.6826553,,1.0501111,12.9336977,0.3079620
Portugal,2013,34.0727005,10.9615679,8.8912134,,1.1192050,12.7012491,0.3150100
Portugal,2014,34.2553673,10.5460072,8.9993362,,1.2292560,13.0349674,0.3599300
Portugal,2015,34.4465828,10.4345751,8.9996738,,1.2806480,13.2610254,0.3827040
Portugal,2016,34.3232269,9.8671637,9.1265354,,1.2694250,13.5809269,0.3853820
Portugal,2017,34.7082062,9.7872534,9.2981968,,1.3964520,13.7998257,0.3294710
Rwanda,1996,9.8470221,1.9772580,0.2974300,,0.0145710,7.5577631,
Rwanda,1997,10.2919254,2.5991111,0.3503650,,0.0088040,7.3336449,
Rwanda,1998,10.7758913,2.9816999,0.4083920,,0.0192510,7.3665481,
Rwanda,1999,10.7707720,2.7710071,0.4817990,,0.0231630,7.4948020,
Rwanda,2000,10.1936569,2.6542890,0.5064090,,0.0191760,7.0137839,
Rwanda,2001,11.2506227,3.2211180,0.5125610,,0.0202280,7.4967170,
Rwanda,2002,12.4278860,3.7027819,0.5391840,,0.0273180,8.1586018,
Rwanda,2003,12.2027264,3.4774821,0.5894600,,0.0011940,8.1345911,
Rwanda,2004,12.0658627,3.1042211,0.8954550,,0.0034430,8.0627451,
Rwanda,2005,12.1254025,3.4660299,0.8324680,,0.0030050,7.8238988,
Rwanda,2006,11.8684464,3.6811161,0.6561770,,0.0015170,7.5296359,
Rwanda,2007,12.2292137,4.1124249,0.7940460,,0.0013510,7.3213921,
Rwanda,2008,13.2805347,4.6284471,0.8746490,,0.0009840,7.7764549,
Rwanda,2009,12.7556257,4.4232330,0.8420460,,0.0025830,7.4877639,
Rwanda,2010,13.0895233,4.7391500,0.8385670,,0.0028690,7.5089369,
Rwanda,2011,13.7910910,5.0139818,0.9144340,,0.0017800,7.8608952,
Rwanda,2012,14.3624353,5.4843621,0.9543930,,0.0006190,7.9230599,
Rwanda,2013,15.4221516,6.2509022,1.0777700,,0.0003650,8.0931139,
Rwanda,2014,15.8352299,5.9060888,1.0159130,,0.0003520,8.9128761,
Rwanda,2015,16.6395359,6.3618612,1.0001140,,0.0105870,9.2669725,
Rwanda,2016,16.5791779,6.4513011,1.1200250,,0.0116760,8.9961758,
Senegal,1997,15.3103533,3.2084219,0.6040480,0.2071720,0.3630100,10.7003622,0.2273400
Senegal,1998,15.4020386,3.3797669,0.6132850,0.2089190,0.2911380,10.6258783,0.2830510
Senegal,1999,16.1420307,3.1668510,0.6348810,0.1989150,0.3630990,11.5477972,0.2304890
Senegal,2000,16.7867279,3.7148769,0.6667750,0.2001420,0.3361580,11.6136551,0.2551200
Senegal,2001,16.8188744,3.4512939,0.6864510,0.1985750,0.4027440,11.7749548,0.3048550
Senegal,2002,17.6503239,3.7470019,0.7293970,0.1872160,0.4115520,12.2443027,0.3308550
Senegal,2003,17.7327118,3.8003969,0.7515130,0.1930300,0.4916690,12.2205324,0.2755700
Senegal,2004,18.1854382,4.0076962,0.7801040,0.1894960,0.4713830,12.4704294,0.2663310
Senegal,2005,19.3187637,4.4592772,0.7962180,0.2055450,0.5051520,13.1013031,0.2512700
Senegal,2006,19.6646862,4.2811489,0.8255860,0.1961770,0.4986160,13.6056757,0.2574820
Senegal,2007,20.0740356,4.1025858,0.8178770,0.1793540,0.5140250,14.2198219,0.2403710
Senegal,2008,19.0180817,4.3905182,0.8672000,0.1602740,0.5375870,12.8454638,0.2170380
Senegal,2009,18.8787212,4.5613809,0.8935950,0.1658210,0.5505270,12.5100708,0.1973270
Senegal,2010,19.8070736,5.1275330,1.1404780,0.1687310,0.6108670,12.5672998,0.1921650
Senegal,2011,19.8548393,4.9122691,0.8790620,0.1828100,0.5631710,13.1258717,0.1916550
Senegal,2012,19.9610825,5.2875080,1.2463570,0.2078990,0.5121740,12.5350447,0.1721010
Senegal,2013,19.5820904,5.0884781,1.3038620,0.2191670,0.4982300,12.2627163,0.2096380
Senegal,2014,20.9084949,5.2655230,1.3199691,0.2233060,0.5232490,13.3544626,0.2219840
Senegal,2015,21.1416950,5.3898840,1.2591200,0.2499440,0.5134990,13.4483700,0.2808780
Senegal,2016,22.0196323,5.9227219,1.4827900,0.1984560,0.5959810,13.6098776,0.2098060
Singapore,2000,15.2320080,8.0464487,,,1.7017510,4.7356110,0.7481970
Singapore,2001,15.1989498,8.3191795,,,1.4306080,4.7063169,0.7428450
Singapore,2002,12.9390020,6.9175901,,,1.2054141,4.1458960,0.6701020
Singapore,2003,12.3987703,5.9228840,,,1.3002750,4.5368052,0.6388060
Singapore,2004,12.0762777,5.8193321,,,1.4581690,4.2219219,0.5768540
Singapore,2005,11.8242512,5.9437499,,,1.3240401,4.0147929,0.5416670
Singapore,2006,11.8855810,5.8280859,,,1.7016860,3.7851300,0.5706780
Singapore,2007,13.2563438,6.0149941,,,2.2649601,4.3619642,0.6144260
Singapore,2008,14.0733833,7.1979189,,,1.6179490,4.5374022,0.7201130
Singapore,2009,12.5185394,5.8842740,,,1.4952310,4.3150930,0.8239410
Singapore,2010,12.6360254,5.6424751,,,1.8357641,4.3408298,0.8169550
Singapore,2011,13.0732689,5.8389201,,,2.0079520,4.2880049,0.9383910
Singapore,2012,13.6404858,6.0995922,,,2.1984921,4.1607180,1.1816850
Singapore,2013,13.2587700,5.7161231,,,2.1028690,4.0792050,1.3605731
Singapore,2014,13.4301701,5.9419489,,,1.7682390,4.2066722,1.5133110
Singapore,2015,13.1302414,5.8729911,,,1.7044750,4.1662741,1.3865010
Singapore,2016,13.1461592,5.9076180,,,1.7105780,4.1742191,1.3537440
Singapore,2017,14.1365967,6.8305678,,,1.9906560,4.0332031,1.2822350
Slovakia,1995,39.5623589,10.1233644,14.7393064,,0.5630210,14.1366663,
Slovakia,1996,38.6417465,8.8803949,15.5984221,,0.6544570,13.5084734,
Slovakia,1997,36.4668465,8.5843878,14.6740198,,0.6453660,12.5630713,
Slovakia,1998,36.0574799,8.3966866,14.6115665,,0.6321660,12.4170580,
Slovakia,1999,34.8157196,8.4277744,13.7697096,,0.6385890,11.9796476,
Slovakia,2000,33.6260719,6.9028988,13.9522266,,0.6131240,12.1578217,
Slovakia,2001,32.6885986,6.9605350,14.1060486,,0.5782470,11.0437689,
Slovakia,2002,32.8055763,6.5472779,14.4305124,,0.5854400,11.2423468,
Slovakia,2003,32.5349998,6.5830088,13.6355352,,0.5688920,11.7475653,
Slovakia,2004,31.5062866,5.9752769,12.9018984,,0.5372060,12.0185337,
Slovakia,2005,31.2631187,5.8880420,12.4516249,,0.4904500,12.2834759,
Slovakia,2006,29.3069382,6.0189862,11.5617809,,0.4355690,11.1276197,
Slovakia,2007,29.2085705,6.0967669,11.4890718,,0.3883060,11.0194292,
Slovakia,2008,29.0447235,6.4075160,11.6371107,,0.3669220,10.4061193,
Slovakia,2009,28.8669109,5.5080471,12.3719902,,0.4171840,10.3955631,
Slovakia,2010,28.0750847,5.3289008,12.0657606,,0.4100580,10.0587397,
Slovakia,2011,28.6194897,5.4402108,12.0905647,,0.4050610,10.4620352,
Slovakia,2012,28.3374424,5.5082612,12.3323889,,0.4346590,9.8849592,
Slovakia,2013,30.2351665,5.9858408,13.2766562,,0.4413050,10.3768730,
Slovakia,2014,31.1229687,6.5037909,13.3970232,,0.4346450,10.6201591,
Slovakia,2015,32.1789169,7.0249810,13.7655640,,0.4247900,10.8133249,
Slovakia,2016,32.3852615,7.0117679,14.0795507,,0.4287110,10.7098045,
Slovakia,2017,32.8998680,6.8029242,14.5134697,,0.4244500,11.0009623,
Slovenia,1995,38.3602371,6.3935828,16.4265614,0.1523490,0.5461630,14.8415833,
Slovenia,1996,37.2380257,6.8689289,14.6424093,0.6300310,0.5288080,14.5678492,
Slovenia,1997,36.1449318,6.9233570,13.8897886,1.1345429,0.6243140,13.5729313,
Slovenia,1998,36.9244385,6.7216620,13.9847794,1.2524570,0.8138340,14.1517067,
Slovenia,1999,37.2866669,6.7490239,13.7763138,1.3475890,0.7418970,14.6718397,
Slovenia,2000,36.6286812,6.7733459,13.9191847,1.5309010,0.6369910,13.7682571,
Slovenia,2001,36.8219147,6.9747510,14.1398935,1.6748440,0.6844330,13.3479919,
Slovenia,2002,37.1623650,7.2529321,13.9580479,1.6780100,0.6418650,13.6315098,
Slovenia,2003,37.3351212,7.4257460,13.8725443,1.7627290,0.5591640,13.7149391,
Slovenia,2004,37.4321480,7.6518312,13.9083128,1.7838370,0.5944860,13.4187136,
Slovenia,2005,37.9526634,8.1665525,13.9727783,1.7825890,0.5818660,13.3324404,
Slovenia,2006,37.6462708,8.5913820,13.7645912,1.4847490,0.5981640,13.0738277,
Slovenia,2007,37.0662155,8.6507902,13.4381762,1.1891140,0.5865110,12.9598513,
Slovenia,2008,36.3877106,8.2201338,13.7575054,0.6796570,0.5633100,12.9651928,
Slovenia,2009,36.2115250,7.5269632,14.5878630,0.0751710,0.5793420,13.2839451,
Slovenia,2010,36.8975792,7.4244161,14.8450384,0.0774460,0.6115740,13.7769213,
Slovenia,2011,36.4749603,7.2376041,14.6535215,0.0792580,0.5947740,13.7412825,
Slovenia,2012,36.7966461,6.9143758,14.8726711,0.0710240,0.6279850,14.1606445,
Slovenia,2013,36.4226151,6.3056512,14.5405474,0.0646010,0.6400350,14.7281170,
Slovenia,2014,36.1893883,6.4799838,14.2720098,0.0537010,0.6190480,14.6258574,
Slovenia,2015,36.3528481,6.5589151,14.4348030,0.0507310,0.6197850,14.5554953,
Slovenia,2016,36.4501114,6.8441072,14.4537487,0.0489680,0.6295920,14.3427296,
Slovenia,2017,36.0213966,6.8863082,14.4182463,0.0493130,0.6389980,13.9039602,
South Africa,1990,23.8670712,13.3416777,,,0.3771740,9.8987741,0.2494450
South Africa,1991,22.5360069,12.6447477,,,0.3340300,9.3452568,0.2119710
South Africa,1992,21.1950359,11.9616594,,,0.2926170,8.7494173,0.1913420
South Africa,1993,21.2468204,11.3632221,,,0.3154650,9.3117599,0.2563740
South Africa,1994,21.7376518,11.5616474,,,0.4018130,9.5453253,0.2288650
South Africa,1995,21.6220131,11.6276293,,,0.3778630,9.3884211,0.2281010
South Africa,1996,22.2486992,12.4471169,,,0.3699810,9.2127466,0.2188540
South Africa,1997,22.5504856,12.7677288,,,0.3686930,9.1693268,0.2447370
South Africa,1998,23.5154266,13.7127991,,,0.3483680,9.2404766,0.2137810
South Africa,1999,23.4527702,13.5469408,,,0.4444910,9.2364569,0.2248810
South Africa,2000,22.3561001,12.6784153,,0.0919400,0.4046650,8.9253006,0.2557790
South Africa,2001,23.6698284,14.0085135,,0.2316540,0.4209580,8.8129873,0.1957160
South Africa,2002,23.9485149,13.1849976,0.2397870,0.2562510,1.2472010,8.5724382,0.4478390
South Africa,2003,22.7322426,12.6484871,0.3874450,0.2887180,0.6594230,8.7917614,-0.0435910
South Africa,2004,23.7406120,12.3916359,0.3950450,0.2861800,1.1352040,9.4984026,0.0341440
South Africa,2005,25.5496159,13.4327354,0.3950880,0.2952130,1.4354150,9.9385166,0.0526460
South Africa,2006,25.5850811,14.2487297,0.4169480,0.2888360,0.9331300,9.6524925,0.0449440
South Africa,2007,26.9161243,15.0675211,0.4170270,0.2928190,1.4549160,9.6383610,0.0454800
South Africa,2008,26.8273926,15.6524448,0.4222910,0.2964670,1.4077330,8.9779091,0.0705470
South Africa,2009,25.0900745,14.2657719,0.4224550,0.3085500,1.4248919,8.7059345,-0.0375290
South Africa,2010,24.7937126,13.3957958,0.4045610,0.2998360,1.4595270,9.2331457,0.0008470
South Africa,2011,25.3655319,13.6303530,0.4152840,0.3269340,1.3969300,9.5967083,-0.0006760
South Africa,2012,26.4175224,13.7659454,0.4326690,0.3483280,1.4227810,10.4469042,0.0008970
South Africa,2013,27.0627327,13.8505220,0.4005850,0.3361480,1.4534920,11.0218430,0.0001430
South Africa,2014,27.6140308,14.2750597,0.4099470,0.3485640,1.5321209,11.0491056,-0.0007680
South Africa,2015,28.8910789,15.0126886,0.4229640,0.3729810,1.4589950,11.6234760,-0.0000260
South Africa,2016,28.5673923,14.8094807,0.4088230,0.3469110,1.5528510,11.4491282,0.0001990
Spain,1990,31.6232586,9.6897993,11.2025566,,1.7443310,8.9799528,0.0066200
Spain,1991,31.8949757,9.9111900,11.3429298,,1.5807630,9.0440130,0.0160800
Spain,1992,32.9003487,9.8701410,11.9702625,,1.5769120,9.4566650,0.0263700
Spain,1993,31.9519119,9.5411301,12.1009798,,1.6032020,8.7205610,-0.0139610
Spain,1994,31.9845295,9.0455427,11.9321842,,1.8018140,9.1604109,0.0445780
Spain,1995,31.2763824,9.1454268,11.2389593,,1.7859590,9.1042967,0.0017420
Spain,1996,31.6548214,9.4686728,11.1815443,,1.7650470,9.2381229,0.0014340
Spain,1997,31.9226551,9.3572388,11.2611532,,1.8935640,9.4076109,0.0030890
Spain,1998,32.5482521,9.2658691,11.3727369,,1.9874640,9.7812214,0.0001800
Spain,1999,33.0773544,9.1805716,11.5359859,,2.0789111,10.1365061,0.0003370
Spain,2000,33.2286263,9.3881979,11.5853138,,2.1509130,9.9534864,0.0004640
Spain,2001,32.8379974,9.2389631,11.7774057,,2.0868380,9.5962706,
Spain,2002,33.2266083,9.7276859,11.7458086,,2.2414401,9.3878241,0.0002670
Spain,2003,33.1237411,9.2233047,11.8100014,,2.4743810,9.4929657,0.0003720
Spain,2004,34.0992775,9.6758833,11.8230257,,2.7390349,9.7152958,0.0005800
Spain,2005,35.1430206,10.2695303,11.7920437,,3.0192201,9.9071598,0.0007520
Spain,2006,35.9320793,10.9891596,11.8072939,,3.2163179,9.7609692,0.0006940
Spain,2007,36.3584785,12.0946426,11.8297834,,2.9928560,9.2807732,0.0011000
Spain,2008,32.1051750,9.7202940,11.9014397,,2.3177450,8.0237064,0.0006220
Spain,2009,29.7080212,8.7412100,12.0043802,,2.0553479,6.7598710,0.0241420
Spain,2010,31.2106647,8.6745348,11.8823338,,2.0950630,8.3729601,0.0461720
Spain,2011,31.1741142,8.9280300,11.8697701,,1.9816980,8.1945114,0.0550260
Spain,2012,32.1285057,9.5966864,11.5668163,,2.1390650,8.6864977,0.0013370
Spain,2013,32.9139404,9.5686226,11.3740463,,2.3931701,9.4426308,0.0072660
Spain,2014,33.5925293,9.6061954,11.5608568,,2.5293369,9.7321873,0.0182650
Spain,2015,33.5926552,9.5260792,11.3559971,,2.5980461,9.9328594,0.0172660
Spain,2016,33.1874542,9.3430185,11.3381042,,2.5569229,9.7671156,0.0143050
Spain,2017,33.6577988,9.6694279,11.5047588,,2.5263319,9.7820549,0.0104850
Sweden,1990,49.4745445,20.6023884,13.4732924,1.2229350,1.7428430,12.3503599,0.0827240
Sweden,1991,47.5242043,17.5853786,13.8101282,1.6459759,1.9153310,12.5429249,0.0244650
Sweden,1992,45.0429840,17.1661835,13.2384243,1.3188500,1.6132480,11.6784687,0.0278100
