Entity,Year,Energy imports (World Bank (2014))
China,1974,-1.903537736
China,1975,-2.844526187
China,1976,-2.376011712
China,1977,-2.124489132
China,1978,-2.387013602
China,1979,-3.115494121
China,1980,-2.918490674
China,1981,-3.171726129
China,1982,-4.206942352
China,1983,-5.168412735
China,1984,-6.237454333
China,1985,-7.543744339
China,1986,-6.556212243
China,1987,-4.35434481
China,1988,-2.968440663
China,1989,-5.991797507
China,1990,-1.166163852
China,1991,-4.5658639
China,1992,-3.097756338
China,1993,-0.442131049
China,1994,-1.369907835
China,1995,-1.918757115
China,1996,-1.63710523
China,1997,-0.695494594
China,1998,-0.071244174
China,1999,2.25533922
China,2000,0.548408768
China,2001,-0.67382888
China,2002,1.500542639
China,2003,3.089543048
China,2004,4.89483849
China,2005,6.056192143
China,2006,7.858073703
China,2007,8.42170831
China,2008,8.435545073
China,2009,10.3609957
China,2010,11.44641322
China,2011,11.86012321
China,2012,14.35974038
China,2013,14.75645141
China,2014,15.02180074
Colombia,1971,-39.83977458
Colombia,1972,-30.98694834
Colombia,1973,-23.23097908
Colombia,1974,-14.25634996
Colombia,1975,-10.5981603
Colombia,1976,-4.027216579
Colombia,1977,-1.016963325
Colombia,1978,-6.279622775
Colombia,1979,-9.617156231
Colombia,1980,-0.004811922
Colombia,1981,-2.868230968
Colombia,1982,-6.321414733
Colombia,1983,-8.130950143
Colombia,1984,-15.51533155
Colombia,1985,-24.72479041
Colombia,1986,-51.01524253
Colombia,1987,-75.79163211
Colombia,1988,-73.29867209
Colombia,1989,-88.5432094
Colombia,1990,-98.90170359
Colombia,1991,-89.28232353
Colombia,1992,-91.15051791
Colombia,1993,-85.32963321
Colombia,1994,-85.89534496
Colombia,1995,-114.6533
Colombia,1996,-129.326059
Colombia,1997,-143.2535329
Colombia,1998,-153.0883573
Colombia,1999,-194.0744052
Colombia,2000,-180.2000859
Colombia,2001,-180.4584633
Colombia,2002,-171.1520016
Colombia,2003,-185.3248245
Colombia,2004,-189.6949928
Colombia,2005,-190.2075421
Colombia,2006,-193.6856286
Colombia,2007,-206.0341051
Colombia,2008,-212.7163667
Colombia,2009,-219.8589769
Colombia,2010,-239.4937349
Colombia,2011,-285.1435921
Colombia,2012,-294.7624376
Colombia,2013,-268.5327558
Colombia,2014,-274.1331607
Congo,1971,34.223826
Congo,1972,-27.55539861
Congo,1973,-358.0189724
Congo,1974,-426.4688822
Congo,1975,-300.9561626
Congo,1976,-314.2550596
Congo,1977,-289.9365537
Congo,1978,-380.2335642
Congo,1979,-439.9542646
Congo,1980,-516.1247487
Congo,1981,-619.5371696
Congo,1982,-658.0971908
Congo,1983,-673.467914
Congo,1984,-790.5728619
Congo,1985,-739.0237522
Congo,1986,-770.9836769
Congo,1987,-807.5665997
Congo,1988,-933.4503446
Congo,1989,-1021.666177
Congo,1990,-1010.923689
Congo,1991,-968.4484172
Congo,1992,-1056.169903
Congo,1993,-1162.653526
Congo,1994,-1291.620821
Congo,1995,-1149.116405
Congo,1996,-1377.285479
Congo,1997,-1617.774354
Congo,1998,-1780.827586
Congo,1999,-1942.003038
Congo,2000,-1938.6619
Congo,2001,-1596.408025
Congo,2002,-1528.398498
Congo,2003,-1169.75174
Congo,2004,-1145.385066
Congo,2005,-1154.606996
Congo,2006,-1000.956956
Congo,2007,-897.7555387
Congo,2008,-889.6609015
Congo,2009,-901.1432454
Congo,2010,-944.8928184
Congo,2011,-672.1126883
Congo,2012,-539.7259225
Congo,2013,-464.5587206
Congo,2014,-496.5979012
Costa Rica,1971,58.28408701
Costa Rica,1972,58.42525014
Costa Rica,1973,60.98044624
Costa Rica,1974,59.1986491
Costa Rica,1975,61.10698526
Costa Rica,1976,59.44001244
Costa Rica,1977,64.92202974
Costa Rica,1978,65.53390494
Costa Rica,1979,64.90635907
Costa Rica,1980,60.47466307
Costa Rica,1981,56.10688058
Costa Rica,1982,54.16365016
Costa Rica,1983,49.23328507
Costa Rica,1984,48.82820739
Costa Rica,1985,52.62895134
Costa Rica,1986,53.83864136
Costa Rica,1987,55.730671
Costa Rica,1988,55.6775835
Costa Rica,1989,59.14331352
Costa Rica,1990,59.34937491
Costa Rica,1991,59.49460751
Costa Rica,1992,58.85796963
Costa Rica,1993,58.3026787
Costa Rica,1994,57.37456781
Costa Rica,1995,59.38989898
Costa Rica,1996,57.70607381
Costa Rica,1997,58.43798785
Costa Rica,1998,63.75767191
Costa Rica,1999,60.59017112
Costa Rica,2000,57.6055546
Costa Rica,2001,56.46518398
Costa Rica,2002,53.8170966
Costa Rica,2003,56.38651683
Costa Rica,2004,47.46354156
Costa Rica,2005,46.91544756
Costa Rica,2006,47.90322342
Costa Rica,2007,49.37481867
Costa Rica,2008,48.86697271
Costa Rica,2009,48.10265684
Costa Rica,2010,47.56954063
Costa Rica,2011,48.19643162
Costa Rica,2012,47.91574482
Costa Rica,2013,49.04993582
Costa Rica,2014,49.8341838
Cote d'Ivoire,1971,33.22857771
Cote d'Ivoire,1972,34.60011708
Cote d'Ivoire,1973,34.66779137
Cote d'Ivoire,1974,34.92375848
Cote d'Ivoire,1975,35.83681302
Cote d'Ivoire,1976,38.4765909
Cote d'Ivoire,1977,37.8404912
Cote d'Ivoire,1978,39.93790091
Cote d'Ivoire,1979,37.1278739
Cote d'Ivoire,1980,32.31821082
Cote d'Ivoire,1981,20.00784454
Cote d'Ivoire,1982,6.82626186
Cote d'Ivoire,1983,-4.161484068
Cote d'Ivoire,1984,-2.788619854
Cote d'Ivoire,1985,-2.809282791
Cote d'Ivoire,1986,6.935533522
Cote d'Ivoire,1987,10.61856088
Cote d'Ivoire,1988,15.89209275
Cote d'Ivoire,1989,25.19283115
Cote d'Ivoire,1990,22.15424299
Cote d'Ivoire,1991,22.66106843
Cote d'Ivoire,1992,22.3336296
Cote d'Ivoire,1993,22.17513229
Cote d'Ivoire,1994,21.70974346
Cote d'Ivoire,1995,17.58594436
Cote d'Ivoire,1996,10.89424538
Cote d'Ivoire,1997,7.892910311
Cote d'Ivoire,1998,8.126223034
Cote d'Ivoire,1999,14.23938205
Cote d'Ivoire,2000,11.45097854
Cote d'Ivoire,2001,8.527046192
Cote d'Ivoire,2002,6.465741782
Cote d'Ivoire,2003,-2.770170676
Cote d'Ivoire,2004,-2.661819272
Cote d'Ivoire,2005,-10.49989557
Cote d'Ivoire,2006,-26.25638906
Cote d'Ivoire,2007,-12.96554653
Cote d'Ivoire,2008,-11.55994965
Cote d'Ivoire,2009,-15.41666711
Cote d'Ivoire,2010,-9.864185548
Cote d'Ivoire,2011,-5.451974996
Cote d'Ivoire,2012,1.134892061
Cote d'Ivoire,2013,4.597374749
Cote d'Ivoire,2014,7.077538689
Croatia,1990,39.64412612
Croatia,1991,30.04777711
Croatia,1992,31.48167411
Croatia,1993,29.80861362
Croatia,1994,35.87815248
Croatia,1995,35.96057727
Croatia,1996,36.17786841
Croatia,1997,42.29036873
Croatia,1998,44.96491715
Croatia,1999,48.89924542
Croatia,2000,49.17039852
Croatia,2001,47.05716725
Croatia,2002,49.69775771
Croatia,2003,51.82019733
Croatia,2004,50.58247578
Croatia,2005,51.18285297
Croatia,2006,48.41717696
Croatia,2007,51.37337553
Croatia,2008,51.16507192
Croatia,2009,47.90633066
Croatia,2010,45.10363222
Croatia,2011,49.76603287
Croatia,2012,51.11390987
Croatia,2013,47.41131566
Croatia,2014,45.8596927
Cuba,1971,61.93608488
Cuba,1972,64.03029276
Cuba,1973,64.34425975
Cuba,1974,65.00121539
Cuba,1975,64.65880325
Cuba,1976,66.32226358
Cuba,1977,66.44270984
Cuba,1978,64.82383702
Cuba,1979,64.99361279
Cuba,1980,66.98349953
Cuba,1981,66.22486124
Cuba,1982,63.79570565
Cuba,1983,64.89620173
Cuba,1984,62.91039271
Cuba,1985,62.99548085
Cuba,1986,61.5491976
Cuba,1987,62.7711538
Cuba,1988,62.48220711
Cuba,1989,61.60215712
Cuba,1990,56.57485477
Cuba,1991,54.6970235
Cuba,1992,47.19087066
Cuba,1993,50.44289997
Cuba,1994,50.44192315
Cuba,1995,54.44924405
Cuba,1996,53.28618012
Cuba,1997,55.70369392
Cuba,1998,55.24658788
Cuba,1999,48.58963111
Cuba,2000,44.86692579
Cuba,2001,41.35715275
Cuba,2002,36.27301981
Cuba,2003,37.4505537
Cuba,2004,40.48814762
Cuba,2005,46.80395366
Cuba,2006,47.74708684
Cuba,2007,45.7432357
Cuba,2008,49.4776064
Cuba,2009,53.97094998
Cuba,2010,57.46574895
Cuba,2011,53.31754822
Cuba,2012,53.96512256
Cuba,2013,53.57120777
Cuba,2014,49.77823924
Curacao,1971,100
Curacao,1972,100
Curacao,1973,100
Curacao,1974,100
Curacao,1975,100
Curacao,1976,100
Curacao,1977,100
Curacao,1978,100
Curacao,1979,100
Curacao,1980,100
Curacao,1981,100
Curacao,1982,100
Curacao,1983,100
Curacao,1984,100
Curacao,1985,100
Curacao,1986,100
Curacao,1987,100
Curacao,1988,100
Curacao,1989,100
Curacao,1990,100
Curacao,1991,100
Curacao,1992,100
Curacao,1993,99.94615312
Curacao,1994,99.94712788
Curacao,1995,99.94765422
Curacao,1996,99.94900912
Curacao,1997,99.97105646
Curacao,1998,99.97468867
Curacao,1999,99.96638872
Curacao,2000,99.96730495
Curacao,2001,99.87451221
Curacao,2002,99.87217491
Curacao,2003,99.86596532
Curacao,2004,99.87325781
Curacao,2005,99.86829303
Curacao,2006,99.86637021
Curacao,2007,99.88223927
Curacao,2008,99.87691361
Curacao,2009,99.87992191
Curacao,2010,99.865014
Curacao,2011,99.88641978
Curacao,2012,99.8649176
Curacao,2013,99.8474458
Curacao,2014,99.86047335
Cyprus,1971,98.44658144
Cyprus,1972,98.7779948
Cyprus,1973,98.83342925
Cyprus,1974,99.30858702
Cyprus,1975,98.89208595
Cyprus,1976,98.79240409
Cyprus,1977,98.89122138
Cyprus,1978,98.92029312
Cyprus,1979,98.97685945
Cyprus,1980,99.27635376
Cyprus,1981,99.29127543
Cyprus,1982,99.3027645
Cyprus,1983,99.35481782
Cyprus,1984,99.28565412
Cyprus,1985,99.26769324
Cyprus,1986,99.35269357
Cyprus,1987,99.45103104
Cyprus,1988,99.5024201
Cyprus,1989,99.52187285
Cyprus,1990,99.55043982
Cyprus,1991,99.60232746
Cyprus,1992,99.64979694
Cyprus,1993,99.67518854
Cyprus,1994,99.3918238
Cyprus,1995,97.49624304
Cyprus,1996,97.7101578
Cyprus,1997,97.7458264
Cyprus,1998,97.82616176
Cyprus,1999,97.80270945
Cyprus,2000,97.92927818
Cyprus,2001,97.89692253
Cyprus,2002,97.91302327
Cyprus,2003,97.93737855
Cyprus,2004,97.70728563
Cyprus,2005,97.70097592
Cyprus,2006,97.76798265
Cyprus,2007,96.99212843
Cyprus,2008,96.86139637
Cyprus,2009,96.69790569
Cyprus,2010,96.35067157
Cyprus,2011,95.95964971
Cyprus,2012,95.19864628
Cyprus,2013,94.35630779
Cyprus,2014,94.02675052
Czech Republic,1971,11.97609576
Czech Republic,1972,12.87507752
Czech Republic,1973,14.73294499
Czech Republic,1974,6.714112994
Czech Republic,1975,7.313550157
Czech Republic,1976,7.561693863
Czech Republic,1977,9.925872273
Czech Republic,1978,7.465860174
Czech Republic,1979,10.67637255
Czech Republic,1980,12.24908342
Czech Republic,1981,12.11662091
Czech Republic,1982,12.38944452
Czech Republic,1983,11.42896459
Czech Republic,1984,11.92779225
Czech Republic,1985,13.33473398
Czech Republic,1986,12.86732968
Czech Republic,1987,13.2074634
Czech Republic,1988,12.69011953
Czech Republic,1989,13.55832137
Czech Republic,1990,17.40153157
Czech Republic,1991,13.86645146
Czech Republic,1992,16.69442479
Czech Republic,1993,15.33327287
Czech Republic,1994,18.65664552
Czech Republic,1995,21.81045645
Czech Republic,1996,22.6547513
Czech Republic,1997,22.27752449
Czech Republic,1998,24.43814947
Czech Republic,1999,26.33847833
Czech Republic,2000,25.25379371
Czech Republic,2001,25.51089625
Czech Republic,2002,26.10009749
Czech Republic,2003,24.55791548
Czech Republic,2004,24.04075694
Czech Republic,2005,26.73390951
Czech Republic,2006,26.9508833
Czech Republic,2007,26.53847837
Czech Republic,2008,26.93370952
Czech Republic,2009,25.79573651
Czech Republic,2010,28.69579559
Czech Republic,2011,24.77472112
Czech Republic,2012,23.3993144
Czech Republic,2013,28.10411363
Czech Republic,2014,28.98980679
Democratic Republic of Congo,1971,11.18798467
Democratic Republic of Congo,1972,11.05051948
Democratic Republic of Congo,1973,11.40097533
Democratic Republic of Congo,1974,12.04689252
Democratic Republic of Congo,1975,11.1615278
Democratic Republic of Congo,1976,-6.178955385
Democratic Republic of Congo,1977,-4.224712197
Democratic Republic of Congo,1978,-0.792830569
Democratic Republic of Congo,1979,-0.644797985
Democratic Republic of Congo,1980,-1.364860609
Democratic Republic of Congo,1981,-0.677601954
Democratic Republic of Congo,1982,-4.165484638
Democratic Republic of Congo,1983,-1.953048011
Democratic Republic of Congo,1984,-3.303878595
Democratic Republic of Congo,1985,-7.083880234
Democratic Republic of Congo,1986,-7.480037325
Democratic Republic of Congo,1987,-5.487745312
Democratic Republic of Congo,1988,-3.705438794
Democratic Republic of Congo,1989,-4.067780376
Democratic Republic of Congo,1990,-1.868475193
Democratic Republic of Congo,1991,-2.850420017
Democratic Republic of Congo,1992,-2.933945673
Democratic Republic of Congo,1993,-2.910554008
Democratic Republic of Congo,1994,-6.034691736
Democratic Republic of Congo,1995,-6.284385898
Democratic Republic of Congo,1996,-6.218900637
Democratic Republic of Congo,1997,-5.960349979
Democratic Republic of Congo,1998,-5.479744425
Democratic Republic of Congo,1999,-6.58560246
Democratic Republic of Congo,2000,-7.215472797
Democratic Republic of Congo,2001,-7.752470825
Democratic Republic of Congo,2002,-6.926140314
Democratic Republic of Congo,2003,-7.118907844
Democratic Republic of Congo,2004,-7.409747663
Democratic Republic of Congo,2005,-5.981194064
Democratic Republic of Congo,2006,-5.215754604
Democratic Republic of Congo,2007,-4.605349707
Democratic Republic of Congo,2008,-3.463890856
Democratic Republic of Congo,2009,-3.437085451
Democratic Republic of Congo,2010,-2.870353544
Democratic Republic of Congo,2011,-2.116756238
Democratic Republic of Congo,2012,-1.54713742
Democratic Republic of Congo,2013,0.224731733
Democratic Republic of Congo,2014,1.959267301
Denmark,1960,88.70139134
Denmark,1961,90.00827898
Denmark,1962,91.3892558
Denmark,1963,92.29122377
Denmark,1964,93.44053647
Denmark,1965,94.15830463
Denmark,1966,94.97353153
Denmark,1967,96.36286089
Denmark,1968,97.89166861
Denmark,1969,98.96787334
Denmark,1970,98.07033405
Denmark,1971,98.22093288
Denmark,1972,97.74592427
Denmark,1973,97.75604391
Denmark,1974,97.4586764
Denmark,1975,96.98730915
Denmark,1976,96.86204882
Denmark,1977,95.31775925
Denmark,1978,95.58819705
Denmark,1979,95.27438065
Denmark,1980,95.0230423
Denmark,1981,90.97683601
Denmark,1982,85.28699067
Denmark,1983,81.25831817
Denmark,1984,79.38205476
Denmark,1985,74.20327181
Denmark,1986,66.76010481
Denmark,1987,58.35436328
Denmark,1988,55.53193071
Denmark,1989,45.60560683
Denmark,1990,41.93396516
Denmark,1991,38.09630227
Denmark,1992,29.87100386
Denmark,1993,26.56673939
Denmark,1994,22.87290657
Denmark,1995,19.61042386
Denmark,1996,19.50538868
Denmark,1997,0.464787432
Denmark,1998,-1.892043817
Denmark,1999,-24.04789959
Denmark,2000,-48.84418959
Denmark,2001,-41.31370049
Denmark,2002,-50.41935194
Denmark,2003,-41.72095916
Denmark,2004,-60.07111567
Denmark,2005,-65.69405593
Denmark,2006,-45.8611628
Denmark,2007,-36.99421995
Denmark,2008,-38.71495566
Denmark,2009,-30.45988348
Denmark,2010,-19.86202242
Denmark,2011,-14.5419458
Denmark,2012,-8.653717944
Denmark,2013,4.908089604
Denmark,2014,0.944353805
Dominican Republic,1971,48.21823393
Dominican Republic,1972,54.35042358
Dominican Republic,1973,57.87714311
Dominican Republic,1974,58.73216889
Dominican Republic,1975,59.22023627
Dominican Republic,1976,58.1230835
Dominican Republic,1977,59.84191832
Dominican Republic,1978,59.40901077
Dominican Republic,1979,59.71780585
Dominican Republic,1980,61.36855547
Dominican Republic,1981,56.2235313
Dominican Republic,1982,52.28415526
Dominican Republic,1983,58.7097612
Dominican Republic,1984,58.14188764
Dominican Republic,1985,67.65281185
Dominican Republic,1986,68.75879385
Dominican Republic,1987,72.3935235
Dominican Republic,1988,75.61270575
Dominican Republic,1989,78.53946201
Dominican Republic,1990,76.45631322
Dominican Republic,1991,76.17839989
Dominican Republic,1992,78.78107052
Dominican Republic,1993,81.03756104
Dominican Republic,1994,83.56493018
Dominican Republic,1995,84.91800504
Dominican Republic,1996,85.56770281
Dominican Republic,1997,87.17742176
Dominican Republic,1998,86.07321977
Dominican Republic,1999,86.11172966
Dominican Republic,2000,87.4447829
Dominican Republic,2001,87.33238102
Dominican Republic,2002,87.38857354
Dominican Republic,2003,86.648299
Dominican Republic,2004,84.29269728
Dominican Republic,2005,85.34725044
Dominican Republic,2006,85.94508865
Dominican Republic,2007,86.05524952
Dominican Republic,2008,86.58322961
Dominican Republic,2009,86.28308308
Dominican Republic,2010,86.91857948
Dominican Republic,2011,87.17057787
Dominican Republic,2012,87.23523703
Dominican Republic,2013,86.59393534
Dominican Republic,2014,86.71710022
East Asia & Pacific,1960,39.24915659
East Asia & Pacific,1961,41.61614582
East Asia & Pacific,1962,45.33629374
East Asia & Pacific,1963,51.15683547
East Asia & Pacific,1964,53.94461204
East Asia & Pacific,1965,55.70481823
East Asia & Pacific,1966,58.01114901
East Asia & Pacific,1967,64.44546442
East Asia & Pacific,1968,66.35089154
East Asia & Pacific,1969,69.8547839
East Asia & Pacific,1970,71.25263914
East Asia & Pacific,1971,26.60833711
East Asia & Pacific,1972,25.99514311
East Asia & Pacific,1973,26.96413178
East Asia & Pacific,1974,26.36991335
East Asia & Pacific,1975,23.15810526
East Asia & Pacific,1976,23.08138861
East Asia & Pacific,1977,21.85824871
East Asia & Pacific,1978,21.18385552
East Asia & Pacific,1979,21.3779322
East Asia & Pacific,1980,20.96254059
East Asia & Pacific,1981,19.54886671
East Asia & Pacific,1982,19.11994924
East Asia & Pacific,1983,16.97335054
East Asia & Pacific,1984,15.00610484
East Asia & Pacific,1985,13.38999136
East Asia & Pacific,1986,13.1207258
East Asia & Pacific,1987,13.59001622
East Asia & Pacific,1988,16.78801194
East Asia & Pacific,1989,15.59582095
East Asia & Pacific,1990,18.2019442
East Asia & Pacific,1991,16.11236184
East Asia & Pacific,1992,17.55678722
East Asia & Pacific,1993,19.18602789
East Asia & Pacific,1994,19.29616714
East Asia & Pacific,1995,18.39725387
East Asia & Pacific,1996,18.8633285
East Asia & Pacific,1997,19.44932247
East Asia & Pacific,1998,17.70290957
East Asia & Pacific,1999,19.6058333
East Asia & Pacific,2000,18.82936688
East Asia & Pacific,2001,17.34894627
East Asia & Pacific,2002,18.25071599
East Asia & Pacific,2003,18.48970133
East Asia & Pacific,2004,18.506629
East Asia & Pacific,2005,16.99722236
East Asia & Pacific,2006,16.72209596
East Asia & Pacific,2007,16.85917934
East Asia & Pacific,2008,16.39957619
East Asia & Pacific,2009,15.93311728
East Asia & Pacific,2010,16.24293658
East Asia & Pacific,2011,15.93279688
East Asia & Pacific,2012,17.52554222
East Asia & Pacific,2013,17.15893827
East Asia & Pacific,2014,17.36331888
Ecuador,1971,40.80580189
Ecuador,1972,-124.8843066
Ecuador,1973,-403.9630593
Ecuador,1974,-256.1674172
Ecuador,1975,-197.4251414
Ecuador,1976,-206.8550918
Ecuador,1977,-154.1229651
Ecuador,1978,-167.1182351
Ecuador,1979,-160.4401935
Ecuador,1980,-134.3788948
Ecuador,1981,-130.5627556
Ecuador,1982,-111.7949123
Ecuador,1983,-161.1260803
Ecuador,1984,-166.2204519
Ecuador,1985,-181.6865782
Ecuador,1986,-190.9828764
Ecuador,1987,-81.77601815
Ecuador,1988,-182.4576359
Ecuador,1989,-177.2468681
Ecuador,1990,-159.0629615
Ecuador,1991,-158.5555386
Ecuador,1992,-168.6940767
Ecuador,1993,-208.5539583
Ecuador,1994,-215.8156708
Ecuador,1995,-177.912009
Ecuador,1996,-160.96518
Ecuador,1997,-152.2243362
Ecuador,1998,-139.0622263
Ecuador,1999,-165.2224192
Ecuador,2000,-154.2919168
Ecuador,2001,-142.4674509
Ecuador,2002,-141.4994745
Ecuador,2003,-153.6970332
Ecuador,2004,-209.6358852
Ecuador,2005,-194.8885791
Ecuador,2006,-199.5870272
Ecuador,2007,-156.9749277
Ecuador,2008,-178.7738334
Ecuador,2009,-125.6490852
Ecuador,2010,-123.0695625
Ecuador,2011,-117.9828361
Ecuador,2012,-125.6575115
Ecuador,2013,-118.7588799
Ecuador,2014,-114.7121382
Egypt,1971,-109.7125946
Egypt,1972,-40.29924129
Egypt,1973,-22.8286515
Egypt,1974,1.539153341
Egypt,1975,-35.34355887
Egypt,1976,-61.05051638
Egypt,1977,-85.60942666
Egypt,1978,-115.7882796
Egypt,1979,-105.4371532
Egypt,1980,-121.7865586
Egypt,1981,-105.5540174
Egypt,1982,-95.08735652
Egypt,1983,-90.92254555
Egypt,1984,-98.13750973
Egypt,1985,-99.59727486
Egypt,1986,-81.65350137
Egypt,1987,-89.73640122
Egypt,1988,-79.77342609
Egypt,1989,-74.79272808
Egypt,1990,-70.13186206
Egypt,1991,-72.09106609
Egypt,1992,-70.81246974
Egypt,1993,-74.10725301
Egypt,1994,-79.21939565
Egypt,1995,-70.25560517
Egypt,1996,-57.3452427
Egypt,1997,-48.5596085
Egypt,1998,-37.47344986
Egypt,1999,-39.45263106
Egypt,2000,-30.80412875
Egypt,2001,-25.09477173
Egypt,2002,-25.4947675
Egypt,2003,-27.14792001
Egypt,2004,-18.11120305
Egypt,2005,-26.84728603
Egypt,2006,-24.65581809
Egypt,2007,-22.66251772
Egypt,2008,-23.32966676
Egypt,2009,-18.97838347
Egypt,2010,-16.46163879
Egypt,2011,-9.871070497
Egypt,2012,-4.97010311
Egypt,2013,-6.891690486
Egypt,2014,-7.391493976
El Salvador,1971,28.374194
El Salvador,1972,30.90165028
El Salvador,1973,32.74001272
El Salvador,1974,31.2084849
El Salvador,1975,30.95926644
El Salvador,1976,27.1828415
El Salvador,1977,27.05691538
El Salvador,1978,26.5706328
El Salvador,1979,26.12581418
El Salvador,1980,24.07757347
El Salvador,1981,21.09116174
El Salvador,1982,19.96980288
El Salvador,1983,20.78793601
El Salvador,1984,20.84644773
El Salvador,1985,23.48097161
El Salvador,1986,27.58026268
El Salvador,1987,29.26882776
El Salvador,1988,30.83008599
El Salvador,1989,31.99122028
El Salvador,1990,31.44312963
El Salvador,1991,36.72354745
El Salvador,1992,38.29873142
El Salvador,1993,41.86288546
El Salvador,1994,44.50489997
El Salvador,1995,46.67374256
El Salvador,1996,43.2278633
El Salvador,1997,47.90811998
El Salvador,1998,49.39251446
El Salvador,1999,47.19244952
El Salvador,2000,46.59564144
El Salvador,2001,44.97846622
El Salvador,2002,45.14553929
El Salvador,2003,45.80838608
El Salvador,2004,45.43501645
El Salvador,2005,44.7930858
El Salvador,2006,44.45006796
El Salvador,2007,47.88762271
El Salvador,2008,44.60422905
El Salvador,2009,47.49195629
El Salvador,2010,46.62822659
El Salvador,2011,47.61021435
El Salvador,2012,48.63734112
El Salvador,2013,48.31082623
El Salvador,2014,49.23546573
Eritrea,1992,19.35538288
Eritrea,1993,23.18490009
Eritrea,1994,25.5312677
Eritrea,1995,26.79251562
Eritrea,1996,27.86622896
Eritrea,1997,25.12124366
Eritrea,1998,28.80332279
Eritrea,1999,29.27822295
Eritrea,2000,28.2659336
Eritrea,2001,28.37351209
Eritrea,2002,26.85122337
Eritrea,2003,29.67071083
Eritrea,2004,35.21820407
Eritrea,2005,34.40911441
Eritrea,2006,25.86061346
Eritrea,2007,26.08476716
Eritrea,2008,19.1057899
Eritrea,2009,22.20605899
Eritrea,2010,21.57739642
Eritrea,2011,21.88353653
Eritrea,2012,22.53610962
Eritrea,2013,22.35547086
Eritrea,2014,22.26723432
Estonia,1990,44.63674259
Estonia,1991,46.88323614
Estonia,1992,32.24612851
Estonia,1993,35.31832629
Estonia,1994,34.64770526
Estonia,1995,34.53181412
Estonia,1996,30.68477024
Estonia,1997,30.79935091
Estonia,1998,36.68569994
Estonia,1999,37.84704111
Estonia,2000,32.53125466
Estonia,2001,35.51740776
Estonia,2002,28.37401734
Estonia,2003,24.96882952
Estonia,2004,30.06726176
Estonia,2005,25.76871566
Estonia,2006,26.31893955
Estonia,2007,22.52267121
Estonia,2008,23.02561359
Estonia,2009,14.62174541
Estonia,2010,12.31325597
Estonia,2011,10.44536611
Estonia,2012,7.790223793
Estonia,2013,7.226919055
Estonia,2014,3.397203439
Ethiopia,1971,3.444001583
Ethiopia,1972,3.081679928
Ethiopia,1973,3.16631449
Ethiopia,1974,3.073110994
Ethiopia,1975,2.675181357
Ethiopia,1976,2.657154503
Ethiopia,1977,2.58758978
Ethiopia,1978,2.840971233
Ethiopia,1979,2.953470073
Ethiopia,1980,3.00523139
Ethiopia,1981,3.131700762
Ethiopia,1982,2.836737453
Ethiopia,1983,2.901180931
Ethiopia,1984,2.614912578
Ethiopia,1985,2.600695338
Ethiopia,1986,2.919622151
Ethiopia,1987,3.455527537
Ethiopia,1988,3.386065284
Ethiopia,1989,3.474582472
Ethiopia,1990,3.55033136
Ethiopia,1991,3.400891522
Ethiopia,1992,2.244968
Ethiopia,1993,2.736629344
Ethiopia,1994,3.048271292
Ethiopia,1995,3.343246354
Ethiopia,1996,3.513508213
Ethiopia,1997,3.311723269
Ethiopia,1998,3.325107833
Ethiopia,1999,3.225670428
Ethiopia,2000,3.427085392
Ethiopia,2001,4.132048222
Ethiopia,2002,4.186232905
Ethiopia,2003,4.398829775
Ethiopia,2004,4.474108
Ethiopia,2005,4.093588189
Ethiopia,2006,4.247062388
Ethiopia,2007,4.608147702
Ethiopia,2008,4.84375283
Ethiopia,2009,4.790249218
Ethiopia,2010,4.567742592
Ethiopia,2011,4.937416114
Ethiopia,2012,4.946248326
Ethiopia,2013,5.585768488
Ethiopia,2014,5.926314417
Europe & Central Asia,1960,30.12340501
Europe & Central Asia,1961,32.10155618
Europe & Central Asia,1962,35.54408098
Europe & Central Asia,1963,39.07876186
Europe & Central Asia,1964,40.20023895
Europe & Central Asia,1965,42.87023315
Europe & Central Asia,1966,45.53633419
Europe & Central Asia,1967,48.3477292
Europe & Central Asia,1968,50.88125019
Europe & Central Asia,1969,53.49660863
Europe & Central Asia,1970,52.97383824
Europe & Central Asia,1971,49.51467146
Europe & Central Asia,1972,50.95896376
Europe & Central Asia,1973,52.2228444
Europe & Central Asia,1974,50.84459557
Europe & Central Asia,1975,47.0609933
Europe & Central Asia,1976,48.20775255
Europe & Central Asia,1977,45.72495008
Europe & Central Asia,1978,45.41107632
Europe & Central Asia,1979,44.18671831
Europe & Central Asia,1980,42.19850044
Europe & Central Asia,1981,39.30845916
Europe & Central Asia,1982,36.20098985
Europe & Central Asia,1983,33.98870139
Europe & Central Asia,1984,34.61278664
Europe & Central Asia,1985,32.70350501
Europe & Central Asia,1986,32.72117375
Europe & Central Asia,1987,33.31215099
Europe & Central Asia,1988,33.63850099
Europe & Central Asia,1989,34.58888809
Europe & Central Asia,1990,11.50992779
Europe & Central Asia,1991,13.97136566
Europe & Central Asia,1992,12.6835875
Europe & Central Asia,1993,12.70061198
Europe & Central Asia,1994,11.07421533
Europe & Central Asia,1995,11.56719256
Europe & Central Asia,1996,11.21404233
Europe & Central Asia,1997,11.04662158
Europe & Central Asia,1998,11.79823332
Europe & Central Asia,1999,10.38303076
Europe & Central Asia,2000,9.210188767
Europe & Central Asia,2001,9.246024542
Europe & Central Asia,2002,7.424218287
