Entity,Year,gov_transparency,gov_transparency_upper,gov_transparency_lower
Afghanistan,1980,-.7007772105302321,-.7432103223227389,-.6562938914188758
Afghanistan,1981,-.6998237408950274,-.7404384684325653,-.6514423687942862
Afghanistan,1982,-.7192621942477727,-.7558774778747678,-.6826742327835758
Afghanistan,1983,-.7210302812822001,-.7575034354560937,-.6841307170116744
Afghanistan,1984,-.7186245187068147,-.7543655611531142,-.679136266370083
Afghanistan,1985,-.7185890852758327,-.7573637840098398,-.682709591905948
Afghanistan,1986,-.7320043775109308,-.7666170095588367,-.6978222992330239
Afghanistan,1987,-.7322744599093092,-.7665013841694829,-.6974087918718453
Afghanistan,1988,-.7315554002612834,-.7660884707765075,-.6952616942984967
Afghanistan,1989,-.7328883211653151,-.7686417746753273,-.7006914125659511
Afghanistan,1990,-2.919008149050694,-3.411332405703938,-2.435287296220999
Afghanistan,1991,-3.855806330004195,-4.506291156270713,-3.276912220467464
Afghanistan,1992,-4.404623544205715,-5.05195323565529,-3.686660571349737
Afghanistan,1993,-4.366425059979944,-5.091923901948189,-3.706796210169824
Afghanistan,1994,-4.496573676407544,-5.202137100315109,-3.790795462167596
Afghanistan,1995,-4.678433637563012,-5.356485405304674,-3.924370920020573
Afghanistan,1996,-4.900528720230882,-5.702977852031034,-4.20052663543234
Afghanistan,1997,-4.931672913683727,-5.706014454541414,-4.243173944351696
Afghanistan,1998,-4.853720498721049,-5.600172981099068,-4.114331406725996
Afghanistan,1999,-4.632993181257085,-5.397658091900921,-3.979849728289766
Afghanistan,2000,-4.268526407142041,-4.909583981044215,-3.615397986146726
Afghanistan,2001,-3.420414944166522,-3.994924634349605,-2.872410526211938
Afghanistan,2002,-2.987546911536427,-3.516179813825402,-2.538087241751867
Afghanistan,2003,-2.719256666781245,-3.186820618312652,-2.248194517168284
Afghanistan,2004,-2.629834400670886,-3.06507401176618,-2.201104507022839
Afghanistan,2005,-2.469473378150069,-2.881134438080225,-2.035536478264446
Afghanistan,2006,-2.153008775252419,-2.550040011549581,-1.778065579919213
Afghanistan,2007,-1.998945342721411,-2.346100937176781,-1.640013863772164
Afghanistan,2008,-1.579145646557877,-1.846799820377754,-1.233626430464198
Afghanistan,2009,-1.539609934233203,-1.850436115880518,-1.274353293291391
Afghanistan,2010,-1.535421631915555,-1.854167786335115,-1.239979542188439
Albania,1980,-.703584843630816,-.7426066924515703,-.6572210514345315
Albania,1981,-.7035222675745946,-.7421494776036042,-.6558779555791423
Albania,1982,-.7033468046629314,-.7443055001171051,-.6595970611564241
Albania,1983,-.7024513660424102,-.7440319424581079,-.6594435789010518
Albania,1984,-.6122584419354868,-.7016642198236629,-.5160116853330532
Albania,1985,-.6099051598089048,-.6998939598152972,-.5087855735103879
Albania,1986,-.6098529154008203,-.7022816128563794,-.5112867927918285
Albania,1987,-.610610668511831,-.6971875553881037,-.5102600425064858
Albania,1988,-.608097992539462,-.6972389584280042,-.5017560302540299
Albania,1989,-.610312341885151,-.6978661389398586,-.5049853834134742
Albania,1990,-.6496839464298343,-.7197308425405216,-.5748251898522785
Albania,1991,-.5188128295556421,-.6613292599903815,-.3681163911366291
Albania,1992,-.3000458007407258,-.5120871915854031,-.0883972248083168
Albania,1993,-.2203213726396291,-.4384777993322814,.0172681923992019
Albania,1994,.1729938158404372,-.1114775458532307,.4732818066809095
Albania,1995,.3063264308605658,.00672322591051,.6201756855481062
Albania,1996,.7823488794038579,.4112710478749365,1.142470972173592
Albania,1997,.8863170476137119,.4861293227121508,1.246415332660945
Albania,1998,1.007340546178683,.6111574227610055,1.401467950652806
Albania,1999,1.144952629150926,.7306706306176397,1.528781267746837
Albania,2000,1.292504982729262,.8880846200300322,1.699476786942215
Albania,2001,1.510194101468713,1.105476751997897,1.933001376972387
Albania,2002,1.419567085956808,.9980569595009775,1.828951056861944
Albania,2003,1.446226395463008,1.030769756474577,1.861344344310323
Albania,2004,1.324929735708541,.9430337659971033,1.751948211017626
Albania,2005,1.235724538009193,.8510381678896586,1.630989236775067
Albania,2006,1.190682652539756,.7721948649918914,1.568027357666906
Albania,2007,1.33855439883564,.9377106547246261,1.781875839472398
Albania,2008,1.546270018534622,1.151549327722352,1.990357883134003
Albania,2009,1.512831068204258,1.11837154792281,1.945970552072213
Albania,2010,1.219480643433877,.7653704049703194,1.674491365493686
Algeria,1980,.6624942826075713,.3228548241756289,1.023383426674244
Algeria,1981,.8900580721864779,.4974790738245624,1.291259518577892
Algeria,1982,.931077916130868,.5050610953858699,1.335216009226429
Algeria,1983,.8854559372737281,.4673068683451272,1.27581560969888
Algeria,1984,.9406807762737871,.5541924051658863,1.340157535183069
Algeria,1985,.9606762052023227,.5566966502465582,1.395318134359689
Algeria,1986,.9809067822906766,.5798856225480168,1.427739505818289
