Entity,Year,Cropland (HYDE (2017)),Grazing (HYDE (2017)),Total Irrigated Area (HYDE (2017)),Irrigated Non-rice Crops (HYDE (2017)),Irrigated Rice (HYDE (2017)),Pastureland (HYDE (2017)),Rangeland (HYDE (2017)),Total Rainfed Area (HYDE (2017)),Rainfed Non-rice Crops (HYDE (2017)),Total Rice Area (HYDE (2017)),Built-up Area (HYDE (2017)),Total population (HYDE (2017)),Urban population (HYDE (2017)),Rural Population (HYDE (2017)),Agricultural area (crops & grazing) (HYDE (2017)),Cropland per capita (HYDE (2017)),Grazing land per capita (HYDE (2017)),Agricultural land per capita (HYDE (2017))
Europe (excl. Russia),1400,61505630,81005550,172271.17,119312.67,52958.42,66077815.4,14927455.4,61333361,61328801,57524.757,227542,60654433,5545922.42,55108728,142511180,1.01403355,1.335525633,2.349559182
Europe (excl. Russia),1500,74833432,81938943,198222.13,136844.06,61378.11,70484221.5,11454782.2,74635222,74629182,67410.793,299823,77304796,7670674.83,69633978,156772375,0.96803091,1.059946436,2.027977346
Europe (excl. Russia),1600,88218851,87558972,240828.43,158146.34,82682.12,76743315.2,10815554.8,87977971,87970481,90182.774,401970,100051560,10920482.74,89131001,175777823,0.881733888,0.875138499,1.756872387
Europe (excl. Russia),1700,94342023,97256220,254318.2711,167587.7051,86730.546,87110415,10145617.7,94087718,94080028,94410.497,434914,113212189,13157993.2,100054551,191598243,0.833320368,0.859061386,1.692381754
Europe (excl. Russia),1710,97718190,96999336,277843.018,186179.111,91663.847,86951321,10047933.7,97440369,97432969,99069.801,472941,120294498,14982430.21,105312205,194717526,0.812324683,0.806348899,1.618673582
Europe (excl. Russia),1720,100372446,94765263,301356.419,206199.933,95156.537,84758261,10007170.5,100071071,100064011,102229.02,499378,125400186,16351420.55,109048532,195137709,0.800417042,0.755702731,1.556119773
Europe (excl. Russia),1730,103153845,92070516,325027.14,226511.492,98515.709,82122587,9948138.7,102828834,102821884,105459.975,529584,130730991,17798605.54,112932527,195224361,0.789054257,0.704274597,1.493328854
Europe (excl. Russia),1740,106020414,88876318,348481.251,246996.958,101484.303,78969445,9906831.8,105671948,105664668,108765.319,560988,136119785,19344250.17,116775502,194896732,0.778875856,0.652927258,1.431803114
Europe (excl. Russia),1750,111204377,85181486,372012.499,267492.536,104520.013,75306389,9875056.8,110832325,110824695,112147.88,591520,141594225,20983693.72,120610230,196385863,0.785373676,0.601588702,1.386962378
Europe (excl. Russia),1760,113719625,85732164,395606.195,287998.394,107607.661,75674357,10057759.2,113324068,113316078,115593.17,621092,147199698,22720817.66,124478851,199451789,0.772553385,0.582420787,1.354974173
Europe (excl. Russia),1770,116232583,86142009,419129.491,308364.813,110764.799,75847976,10294580.2,115813439,115805079,119121.58,668731,152909364,25331435.3,127578160,202374592,0.760140386,0.563353393,1.323493779
Europe (excl. Russia),1780,118890410,86719521,442653.188,328785.169,113868.009,76267301,10452240,118447780,118438920,122736.34,718353,159149022,28159147.4,130990212,205609931,0.74703827,0.544895092,1.291933362
Europe (excl. Russia),1790,121434600,87366326,466186.862,349139.39,117047.503,76808551,10557794.6,120968430,120959040,126440.67,771860,165910934,31267058.5,134643870,208800926,0.731926444,0.526585704,1.258512148
Europe (excl. Russia),1800,124584120,87630133,489710.922,369404.938,120305.864,77044551,10585696.5,124094410,124084480,130238.12,826108,172478632,34558180.7,137920099,212214253,0.722316258,0.508063706,1.230379964
Europe (excl. Russia),1810,127649180,89381151,772407.724,647121.002,125286.654,78731065,10650356.3,126876790,126866920,135150.44,890532,180419805,38470463,141949492,217030331,0.707512016,0.495406538,1.202918554
Europe (excl. Russia),1820,132801460,92820356,1056002.726,925819.796,130183.308,81751657,11068923,131745370,131735550,139994.98,985070,192450857,44423300,148027248,225621816,0.690053877,0.482306795,1.172360672
Europe (excl. Russia),1830,138346930,96662580,1339598.34,1201301.1,138297.796,85120005,11542524.5,137007310,136996760,148839.58,1091356,208745687,52202920.1,156544170,235009510,0.662753478,0.463063843,1.12581732
Europe (excl. Russia),1840,145587090,100328628,1622014.77,1476744.68,145269.817,88311262,12017494.4,143965140,143954000,156419.09,1207322,225564237,61137522.9,164427061,245915718,0.645435163,0.444789606,1.090224768
Europe (excl. Russia),1850,153082790,103252977,1906078.35,1751007.89,155069.336,90738912,12514149.8,151176600,151165200,166464.1,1329863,238822138,69418324,169404289,256335767,0.640990786,0.43234257,1.073333357
Europe (excl. Russia),1860,158723770,106294911,2190383.85,2025252.19,165131.551,93185298,13109566.4,156533350,156521740,176736.6,1508538,255288766,81835500,173453012,265018681,0.621742086,0.416371283,1.038113369
Europe (excl. Russia),1870,165997960,108594634,2473651.31,2302058.59,171593.23,94934291,13660504.9,163524400,163512460,183527.77,1703220,272650618,95382791,177267626,274592594,0.608830309,0.398292272,1.007122581
Europe (excl. Russia),1880,174279630,111895912,2756884.27,2574991.89,181892.45,97625454,14270316.3,171522720,171510200,194411.41,1983701,296787110,114393862,182393242,286175542,0.587221022,0.377024164,0.964245186
Europe (excl. Russia),1890,182374550,113688988,3040035.49,2728896.35,311142.23,98884584,14804718.2,179334420,179321200,324367.04,2304425,321014638,135769494,185244778,296063538,0.568119109,0.354155152,0.922274261
Europe (excl. Russia),1900,192746720,115619844,3330484.87,3042464.83,288019.9,100221477,15398681.3,189416270,189401890,302403.65,2716653,349153306,163497607,185656477,308366564,0.552040369,0.331143489,0.883183858
Europe (excl. Russia),1910,203164920,119404328,4140305,3852105.38,288199.06,103261294,16142769.7,199024710,199017530,295384.52,3285226,383417723,201443678,181973501,322569248,0.529878792,0.311420993,0.841299785
Europe (excl. Russia),1920,203967160,117751396,4956605,4674639.5,281963.36,100938684,16812799.6,199010560,199009280,283247.06,3427468,392530903,207539183,184991003,321718556,0.519620642,0.299979938,0.819600581
Europe (excl. Russia),1930,210591690,118811806,5773054.9,5450571.6,322482.56,101220004,17591460.1,204818670,204817470,323681.44,3717983,419997127,223699923,196295989,329403496,0.501412216,0.282887187,0.784299403
Europe (excl. Russia),1940,216635390,118903442,6589159.6,6224071.3,365087.65,100405670,18497718.3,210046270,210044970,366398.44,3993341,444330166,237694670,206636698,335538832,0.487554991,0.267601552,0.755156543
Europe (excl. Russia),1950,220706920,117536720,7405263.5,7041741,363523.26,98262236,19274518.3,213301750,213300250,365022.92,4316699,470325554,251775476,218551794,338243640,0.469264147,0.249905026,0.719169174
Europe (excl. Russia),1960,230206860,111415752,8222107.1,7834943.2,387165.965,90925354,20490484,221984880,221982890,389153.855,5042702,516587146,289987876,226599932,341622612,0.445630252,0.215676586,0.661306838
Europe (excl. Russia),1970,225310000,110385590,9676468.4,9206527,469936.59,90398850,19986767.9,215633470,215630100,473302.66,6017180,564631314,345930060,218701666,335695590,0.399039151,0.195500298,0.594539448
Europe (excl. Russia),1980,221070550,107508150,12180267.1,11737782,442484.18,87998452,19509652.3,208890550,208887870,445164.18,6871882,599577614,395259692,204316806,328578700,0.36871048,0.179306478,0.548016958
Europe (excl. Russia),1990,217475520,106773840,14739274.2,14223457.3,515810.36,86343236,20430622.3,202736020,202734010,517820.36,7506299,626398406,432842474,193555642,324249360,0.347184025,0.170456756,0.517640781
Europe (excl. Russia),2000,204095310,104103870,15979021.4,15486509.5,492515.01,83087734,21016064.2,188115870,188115870,492515.01,7948930,643035210,453940262,189096872,308199180,0.317393677,0.16189451,0.479288187
Europe (excl. Russia),2001,201061120,105346680,16187512.2,15703794.5,483720.001,84037914,21308846,184873020,184873020,483720.001,8019860,645407672,457360798,188045218,306407800,0.311525767,0.16322502,0.474750787
Europe (excl. Russia),2002,199659830,104951110,16453375.5,15969356.5,484019.11,83605372,21345637.5,183205790,183205790,484019.11,8089027,647777328,460796870,186980638,304610940,0.308222936,0.162017263,0.4702402
Europe (excl. Russia),2003,196782380,104455080,16459262.3,15959395.3,499872.01,83174186,21280755.7,180322170,180322170,499872.01,8158934,650146902,464244896,185902456,301237460,0.302673718,0.160663813,0.46333753
Europe (excl. Russia),2004,197714070,103357820,16495244.8,15972433.9,522816.11,82158992,21198907.6,181218250,181218250,522816.11,8229558,652516654,467706818,184809382,301071890,0.303002335,0.158398746,0.461401082
Europe (excl. Russia),2005,196236800,103732610,16573526.5,16050526.7,523013,82395168,21337532.9,179662460,179662460,523013,8308882,654886864,471183080,183703280,299969410,0.299649925,0.158397756,0.458047682
Europe (excl. Russia),2006,196213140,103339270,16448859.2,15917255.2,531602.99,82039353,21299732.8,179763670,179763670,531602.99,8381289,657255564,474672680,182582812,299552410,0.298534011,0.157228445,0.455762456
Europe (excl. Russia),2007,193883680,102665810,16360165.2,15825387.2,534785.1,81610535,21055268.2,177523440,177523440,534785.1,8454268,659627244,478176250,181448988,296549490,0.293929157,0.155642161,0.449571319
Europe (excl. Russia),2008,194456030,102421920,16361880.9,15828125.9,533747.91,81230245,21191676.4,178093650,178093650,533747.91,8532277,661992368,481693248,180301842,296877950,0.293743613,0.154717675,0.448461288
Europe (excl. Russia),2009,193888460,101286930,16180064.5,15597064.6,582999.89,80238330,21048614.6,177708060,177708060,582999.89,8612188,664361964,485224620,179140032,295175390,0.291841602,0.152457449,0.444299051
Europe (excl. Russia),2010,192846290,101417930,16117907.2,15509505.9,608395.09,80458841,20958983.9,176728310,176728150,608552.9,8687726,666732574,488769324,177964512,294264220,0.28924084,0.152111857,0.441352697
Europe (excl. Russia),2011,191695700,100704970,16119669.3,15509377.1,610294.28,79877498,20827511.5,175576070,175575820,610543.09,8781266,668883460,492631412,176256876,292400670,0.286590582,0.150556825,0.437147407
Europe (excl. Russia),2012,191823500,99826750,16012906.8,15381090.3,631819.04,79073487,20753098,175810380,175808630,633564.3,8868745,671039874,496503306,174540220,291650250,0.285860062,0.14876426,0.434624322
Europe (excl. Russia),2013,190362010,99391330,15961110.2,15305741.3,655368.37,79059916,20331707.9,174400940,174397290,659015.4,8960969,673196594,500381220,172815594,289753340,0.282773282,0.147640869,0.43041415
Europe (excl. Russia),2014,189377350,98910750,15909920.3,15233346,676580.51,78743124,20167652,173467570,173461410,682739.41,9050156,675349276,504268232,171082316,288288100,0.280413938,0.14645866,0.426872598
Europe (excl. Russia),2015,188468260,98146880,15882962,15194026.7,688937.41,78159800,19986919.3,172585200,172577260,696879.97,9149639,677504212,508163574,169340410,286615140,0.278180204,0.144865343,0.423045547
Europe (excl. Russia),2016,187422520,97586850,15815917.9,15108184.8,707744.49,77759911,19826930.5,171606450,171597280,716916.79,9239378,679655474,512066888,167590780,285009370,0.275761069,0.143582821,0.41934389
Greenland,-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,-9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,-8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,-7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,-6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,-4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,-3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Greenland,1000,0,0,0,0,0,0,0,0,0,0,0,1050.654,0.19,1050.459,0,0,0,0
Greenland,1100,0,0,0,0,0,0,0,0,0,0,0,1072.095,0.6,1071.5,0,0,0,0
Greenland,1200,0,0,0,0,0,0,0,0,0,0,0,1093.975,1.82,1092.152,0,0,0,0
Greenland,1300,0,0,0,0,0,0,0,0,0,0,1,1116.301,5.58,1110.719,0,0,0,0
Greenland,1400,0,0,0,0,0,0,0,0,0,0,1,1139.083,7.02,1132.062,0,0,0,0
Greenland,1500,0,0,0,0,0,0,0,0,0,0,1,1162.329,8.6,1153.732,0,0,0,0
Greenland,1600,0,0,0,0,0,0,0,0,0,0,2,1186.05,10.53,1175.523,0,0,0,0
Greenland,1700,0,0,0,0,0,0,0,0,0,0,2,1210.255,12.89,1197.365,0,0,0,0
Greenland,1710,0,0,0,0,0,0,0,0,0,0,3,1361.537,17.4,1344.135,0,0,0,0
Greenland,1720,0,0,0,0,0,0,0,0,0,0,4,1531.729,23.49,1508.237,0,0,0,0
Greenland,1730,0,0,0,0,0,0,0,0,0,0,5,1723.195,31.72,1691.48,0,0,0,0
Greenland,1740,0,0,0,0,0,0,0,0,0,0,6,1938.595,42.82,1895.78,0,0,0,0
Greenland,1750,0,0,0,0,0,0,0,0,0,0,9,2180.919,57.8,2123.118,0,0,0,0
Greenland,1760,0,0,0,0,0,0,0,0,0,0,12,2453.535,78.03,2375.503,0,0,0,0
Greenland,1770,0,0,0,0,0,0,0,0,0,0,16,2760.226,105.34,2654.884,0,0,0,0
Greenland,1780,0,0,0,0,0,0,0,0,0,0,21,3105.255,142.21,2963.042,0,0,0,0
Greenland,1790,0,0,0,0,0,0,0,0,0,0,27,3493.411,191.99,3301.425,0,0,0,0
Greenland,1800,0,0,0,0,0,0,0,0,0,0,34,3930.087,259.18,3670.906,0,0,0,0
Greenland,1810,0,0,0,0,0,0,0,0,0,0,43,4421.351,349.89,4071.455,0,0,0,0
Greenland,1820,0,0,0,0,0,0,0,0,0,0,52,4974.016,472.36,4501.658,0,0,0,0
Greenland,1830,0,0,0,0,0,0,0,0,0,0,63,5595.77,637.68,4958.085,0,0,0,0
Greenland,1840,0,0,0,0,0,0,0,0,0,0,74,6295.239,860.87,5434.367,0,0,0,0
Greenland,1850,0,0,0,0,0,0,0,0,0,0,87,7082.148,1162.18,5919.969,0,0,0,0
Greenland,1860,0,0,0,0,0,0,0,0,0,0,103,7967.413,1568.94,6398.473,0,0,0,0
Greenland,1870,0,0,0,0,0,0,0,0,0,0,123,8963.34,2118.07,6845.27,0,0,0,0
Greenland,1880,0,0,0,0,0,0,0,0,0,0,150,10083.76,2859.39,7224.364,0,0,0,0
Greenland,1890,0,0,0,0,0,0,0,0,0,0,187,11344.22,3860.18,7484.046,0,0,0,0
Greenland,1900,0,0,0,0,0,0,0,0,0,0,242,12762.26,5211.25,7551.011,0,0,0,0
Greenland,1910,0,0,0,0,0,0,0,0,0,0,321,14357.54,7035.18,7322.357,0,0,0,0
Greenland,1920,0,0,0,0,0,0,0,0,0,0,369,16152.23,8069.57,8082.66,0,0,0,0
Greenland,1930,0,0,0,0,0,0,0,0,0,0,427,18171.25,9253.84,8917.42,0,0,0,0
Greenland,1940,0,0,0,0,0,0,0,0,0,0,497,20442.67,10606.79,9835.882,0,0,0,0
Greenland,1950,0,0,0,0,0,0,0,0,0,0,580,22997.99,12153.23,10844.77,0,0,0,0
Greenland,1960,0,0,0,0,0,0,0,0,0,0,934,32649,19111,13538,0,0,0,0
Greenland,1970,0,0,0,0,0,0,0,0,0,0,1696,46430.99,33776,12655,0,0,0,0
Greenland,1980,0,0,0,0,0,0,0,0,0,0,1974,50207.99,38219,11989,0,0,0,0
Greenland,1990,0,0,0,0,0,0,0,0,0,0,2355,55552,44274,11278,0,0,0,0
Greenland,2000,0,0,0,0,0,0,0,0,0,0,2514,56196,45903,10293,0,0,0,0
Greenland,2001,0,0,0,0,0,0,0,0,0,0,2534,56305.98,46134.53,10171.47,0,0,0,0
Greenland,2002,0,0,0,0,0,0,0,0,0,0,2554,56416,46366.62,10049.38,0,0,0,0
Greenland,2003,0,0,0,0,0,0,0,0,0,0,2574,56526,46599.26,9926.744,0,0,0,0
Greenland,2004,0,0,0,0,0,0,0,0,0,0,2595,56635.99,46832.45,9803.552,0,0,0,0
Greenland,2005,0,0,0,0,0,0,0,0,0,0,2615,56746,47066.2,9679.802,0,0,0,0
Greenland,2006,0,0,0,0,0,0,0,0,0,0,2635,56856.01,47300.49,9555.503,0,0,0,0
Greenland,2007,0,0,0,0,0,0,0,0,0,0,2656,56966.02,47535.35,9430.649,0,0,0,0
Greenland,2008,0,0,0,0,0,0,0,0,0,0,2676,57076,47770.76,9305.244,0,0,0,0
Greenland,2009,0,0,0,0,0,0,0,0,0,0,2697,57185.99,48006.72,9179.282,0,0,0,0
Greenland,2010,0,0,0,0,0,0,0,0,0,0,2718,57295.99,48243.24,9052.77,0,0,0,0
Greenland,2011,0,0,0,0,0,0,0,0,0,0,2731,57259.79,48346.68,8913.117,0,0,0,0
Greenland,2012,0,0,0,0,0,0,0,0,0,0,2744,57223.6,48449.96,8773.64,0,0,0,0
Greenland,2013,0,0,0,0,0,0,0,0,0,0,2757,57187.43,48553.08,8634.324,0,0,0,0
Greenland,2014,0,0,0,0,0,0,0,0,0,0,2770,57151.19,48656.02,8495.182,0,0,0,0
Greenland,2015,0,0,0,0,0,0,0,0,0,0,2784,57114.98,48758.79,8356.209,0,0,0,0
Greenland,2016,0,0,0,0,0,0,0,0,0,0,2797,57078.83,48861.39,8217.404,0,0,0,0
India,-10000,0,0,0,0,0,0,0,0,0,0,5,84818.13,288.75,84529.38,0,0,0,0
India,-9000,0,0,0,0,0,0,0,0,0,0,14,167169.4,758.79,166410.7,0,0,0,0
India,-8000,0,0,0,0,0,0,0,0,0,0,38,329463.5,1993.97,327469.4,0,0,0,0
India,-7000,1440736,0,0,0,0,0,0,1440736,1433193,7543.476,99,649318.1,5239.82,644078,1440736,2.218844662,0,2.218844662
India,-6000,2581365,0,0,0,0,0,0,2581365,2566990,14375.47,259,1279708,13769.37,1265938,2581365,2.017151569,0,2.017151569
India,-5000,4625072,0,0,0,0,0,0,4625072,4597712,27363,681,2522135,36183.58,2485952,4625072,1.833792402,0,1.833792402
India,-4000,8286811,0,43122.87,17113.47,26009.4,0,0,8243690,8217680,52018.8,5694,4970738,302632.3,4668097,8286811,1.667118846,0,1.667118846
India,-3000,14847650,85946.87,77263.37,27884.54,49378.84,12491.41,73455.33,14770380,14721000,98757.66,12079,9796597,642040,9154564,14933596.87,1.515592608,0.008773135,1.524365744
India,-2000,26602490,171894.2,138433,44823.57,93609.47,59423.23,112470.9,26464080,26370480,187218.9,25496,19307870,1355232,17952612,26774384.2,1.377805527,0.008902805,1.386708332
India,-1000,47663680,343800.1,248020.3,70839.83,177180.5,192297.1,151504.2,47415670,47238470,354361.2,53582,38053148,2848081,35205144,48007480.1,1.252555505,0.009034735,1.26159024
India,0,85397760,687627.3,444382,109592.4,334789.7,429937.1,257689.6,84953390,84618590,669579.2,112169,74997896,5962223,69035656,86085387.3,1.138668743,0.009168621,1.147837365
India,100,81516850,1375257,424183.1,74167.15,350016,872752.5,502501.9,81092680,80742670,700031.7,124672,78747656,6626808,72120728,82892107,1.035165415,0.017464101,1.052629516
India,200,77635280,1440747,403985,40386.58,363598.4,921599.8,519148.3,77231320,76864790,730196.3,137831,82497632,7326284,75171328,79076027,0.941060708,0.017464101,0.95852481
India,300,73786520,1506244,383952,38383.29,345568.7,969257.6,536982.7,73402550,72987980,760072.5,151648,86247888,8060666,78187024,75292764,0.855516833,0.017464126,0.872980959
India,400,69995380,1571732,364223.6,36411.33,327812.3,1016921,554808.8,69631130,69169330,789660.4,166121,89997384,8829958,81167408,71567112,0.777749051,0.017464197,0.795213248
India,500,66284050,1637204,344908.9,34480.7,310428.2,1064253,572958.2,65939160,65430560,818960.3,181250,93747848,9634138,84113936,67921254,0.707046097,0.01746391,0.724510007
India,600,62668630,1702703,326095.1,32599.38,293495.7,1112281,590419.4,62342550,61788080,847972.2,197036,97497392,10473234,87024296,64371333,0.642772373,0.017464088,0.66023646
India,700,59162840,1768201,307852.2,30775.8,277076.4,1161780,606409.5,58854960,58255380,876695.2,213479,101247810,11347217,89900488,60931041,0.584336985,0.017464091,0.601801076
India,800,55777060,1833684,290231.1,29014.32,261216.8,1210017,623666.8,55486880,54843010,905130.6,230578,104997860,12256106,92741760,57610744,0.531220922,0.017464013,0.548684935
India,900,52518050,1899134,273268.8,27318.01,245950.9,1260064,639075,52244780,51557460,933277.6,248334,108747490,13199878,95547744,54417184,0.482935744,0.017463704,0.500399448
India,1000,49390060,1964635,256992,25690.24,231301.8,1308857,655768.8,49133060,48403230,961136.1,266746,112497520,14178597,98318784,51354695,0.439032434,0.017463807,0.456496241
India,1100,46396860,2030116,241415.9,24132.43,217283.5,1356846,673276.4,46155460,45384030,988706.8,285815,116247940,15192197,101055660,48426976,0.399119847,0.017463673,0.41658352
India,1200,43539710,2095599,226548.1,22645.7,203902.4,1405670,689938.1,43313150,42501070,1015989,338622,119998100,17999044,101999640,45635309,0.362836662,0.017463602,0.380300263
India,1300,40818630,2161099,212387.9,21229.39,191158.5,1452876,708219.3,40606270,39754440,1042983,325923,123747320,17324086,106423610,42979729,0.329854659,0.017463804,0.347318463
India,1400,38232490,2226600,198940.6,19894.05,179046.5,1500891,725695.7,38033540,37142990,1069689,333401,127498420,17721568,109776450,40459090,0.299866383,0.017463746,0.317330128
India,1500,35779110,2292074,186174.3,18617.44,167556.9,1548640,743437.6,35592940,34664400,1096106,340738,131248100,18111542,113136500,38071184,0.272606689,0.017463674,0.290070363
India,1600,33456680,2357619,174085.1,17408.51,156676.6,1597984,759631.7,33282580,32317080,1122236,347934,134999760,18494014,116506130,35814299,0.2478277,0.017463875,0.265291575
India,1700,37173670,2881480,193427.9,19342.79,174085.1,1969200,912284.9,36980230,35788990,1365281,422148,164999490,22438840,142560940,40055150,0.225295666,0.017463569,0.242759235
India,1710,39971430,2945504,249202.7,24920.28,224282.5,2013826,931689.7,39722240,38551490,1394973,428356,168665260,22768788,145896530,42916934,0.236986739,0.017463608,0.254450347
India,1720,42979580,3009540,304977.5,30497.75,274479.8,2060133,949427.1,42674580,41524420,1424635,434426,172331520,23091432,149240530,45989120,0.249400574,0.017463665,0.266864239
India,1730,46214320,3073571,360752.4,36075.24,324677.2,2104627,968955.2,45853580,44724000,1454270,440356,175998530,23406764,152591280,49287891,0.262583557,0.017463617,0.280047174
India,1740,49692340,3137603,416474.8,41600.23,374874.5,2146930,990693.9,49275870,48166910,1483878,446148,179665520,23714734,155950480,52829943,0.276582507,0.017463579,0.294046086
India,1750,53432210,3201633,472302.1,47230.21,425071.9,2186334,1015318,52959960,51871630,1513457,451799,183331390,24015424,159316900,56633843,0.291451508,0.017463638,0.308915145
India,1760,57454180,3265652,528054.1,52784.6,475269.3,2226712,1038965,56926140,55858270,1543007,457305,186998300,24308706,162689630,60719832,0.307244397,0.017463538,0.324707936
India,1770,61777980,3329682,583851.8,58385.17,525466.6,2262973,1066740,61194190,60147120,1572529,466246,190664850,24785386,165879440,65107662,0.324013472,0.017463534,0.341477005
India,1780,66427580,3393709,639564.6,63900.54,575664.1,2295953,1097796,65788020,64761850,1602023,438691,194331280,23321718,171009920,69821289,0.341826493,0.017463524,0.359290018
India,1790,71427070,3457714,695346.7,69485.48,625861.2,2332646,1125121,70731760,69726140,1631490,446875,197998720,23761984,174236540,74884784,0.36074511,0.017463315,0.378208425
India,1800,76803560,3521742,751127.8,75069.4,676058.5,2367336,1154466,76052440,75067560,1660927,417057,201664450,22185648,179478560,80325302,0.380848285,0.017463375,0.398311661
India,1810,82584040,3585778,1859452,802992,1056461,2401509,1184338,80724690,79668240,2112921,424319,205330610,22589378,182741200,86169818,0.402200334,0.017463436,0.419663771
India,1820,88800300,3579985,2967728,1649912,1317816,2386934,1193103,85832520,84514660,2635633,384602,204998000,20503294,184494130,92380285,0.433176421,0.017463512,0.450639933
India,1830,95483990,3772093,4076002,2341153,1734850,2513376,1258749,91408060,89673220,3469700,351721,215997310,18795856,197201970,99256083,0.442061015,0.017463611,0.459524626
India,1840,102670400,3702238,5184282,3056871,2127409,2456378,1245900,97486080,95358640,4254819,355654,211999630,19084328,192915680,106372638,0.484295185,0.017463417,0.501758602
India,1850,110398400,4051473,6292561,3383785,2908774,2691440,1360101,104105800,101197000,5817550,429525,231997950,23204612,208793810,114449873,0.475859377,0.0174634,0.493322777
India,1860,111988700,4261045,7400831,3578584,3822250,2829810,1431288,104588100,100765900,7644488,487173,243998780,26601334,217397310,116249745,0.458972377,0.017463386,0.476435763
India,1870,113601500,4470611,8509110,3498671,5010438,2966182,1504479,105092500,100082100,10020880,475215,255998800,26374298,229624510,118072111,0.443757939,0.017463406,0.461221346
India,1880,115297400,4491619,9617382,3327924,6289466,2971663,1519952,105679900,99390570,12578920,506863,257199840,28813574,228385780,119789019,0.448279439,0.017463537,0.465742976
India,1890,117001400,4883220,10725660,2182344,8543309,3232860,1650389,106275200,97731760,17086630,570717,279627100,33563048,246063280,121884620,0.418419388,0.017463329,0.435882717
India,1900,118702900,4968369,11833940,2868395,8965548,3285138,1683232,106869100,97903570,17931050,642368,284500320,39554200,244946180,123671269,0.417232923,0.017463492,0.434696414
India,1910,120405200,4611164,13921870,5992566,7929311,3027979,1583225,106484100,98554570,15858620,688684,264048160,45008308,219040460,125016364,0.455997118,0.017463345,0.473460463
India,1920,122108400,4640556,16009800,5764938,10244880,3037784,1602772,106098400,95853490,20489760,688704,264751920,45844100,218907340,126748956,0.461218185,0.017527941,0.478746126
India,1930,130853100,5131477,18097770,9041612,9056135,3357109,1774344,112755600,103699700,18112290,688710,290820900,50556076,240264620,135984577,0.449943935,0.017644801,0.467588736
India,1940,139598600,5815059,20185710,10254780,9930935,3788165,2026892,119412400,109481700,19861880,688713,331006110,57763384,273244130,145413659,0.421740251,0.01756783,0.439308081
India,1950,148343200,6673680,22273670,12408210,9865427,4406028,2267670,126069700,116204000,19730870,693194,371860100,65139924,306721500,155016880,0.398922068,0.017946749,0.416868817
India,1960,157089000,13921340,24361590,13257710,11103890,9222057,4699230,132727100,121623300,22207780,767696,448320060,80372624,367948160,171010340,0.35039476,0.031052235,0.381446996
India,1970,161064300,12990330,29554090,17528450,12025620,8636294,4354021,131510300,119484400,24051270,938295,553881340,109285350,444596380,174054630,0.290792067,0.023453273,0.31424534
India,1980,164181300,12100420,38342940,25504370,12838460,8076946,4023381,125837900,113000000,25676930,1241922,700061380,160006450,540057540,176281720,0.23452415,0.017284799,0.251808949
India,1990,165334600,11602310,46479180,32836420,13642670,7766641,3835683,118856200,105213500,27285260,1560378,873786050,220279070,653508220,176936910,0.189216342,0.013278205,0.202494547
India,2000,167754000,10845350,56746270,41434630,15311630,7282637,3562678,111008000,97753060,28566520,1886393,1053895400,288457060,765438590,178599350,0.159175189,0.010290727,0.169465917
India,2001,169791600,10662340,58132310,42619260,15512970,7160434,3501893,111659200,98487290,28685220,1921370,1070973600,295958430,775014850,180453940,0.158539482,0.009955745,0.168495227
India,2002,169537400,10528290,58775380,44423480,14351960,7070947,3457358,110762400,98809560,26304930,1956574,1088043300,303549950,784492030,180065690,0.155818615,0.009676352,0.165494967
India,2003,169869700,10450330,59417710,44442190,14975580,7020641,3429689,110451200,98218360,27208510,1992200,1105108000,311232030,793877820,180320030,0.153713212,0.009456388,0.1631696
