Entity,Year,Government spending (%GDP) (World Bank),"Government spending, employee compensation (World Bank)",Government spending on interests (World Bank)
Greece,1980,21.39792204,33.90435403,9.014796381
Greece,1981,24.17743244,33.4588289,8.991472006
Greece,1982,33.69673521,24.94020404,4.220699979
Greece,1983,27.37901189,30.18823589,7.228996551
Greece,1984,31.24599333,29.8961148,10.56057802
Greece,1985,31.57905775,29.85486121,12.04647126
Greece,1986,31.39804047,27.80979362,13.82438639
Greece,1987,34.3387547,25.83643975,14.6785595
Greece,1988,34.12576515,26.03718592,16.02532153
Greece,1989,38.27188225,24.22368453,14.66118504
Greece,1990,42.29028876,21.96545445,20.86904844
Greece,1995,44.76723387,20.85593586,23.82986895
Greece,1996,44.16972306,19.61064358,23.15923623
Greece,1997,42.81410911,22.23443895,19.3981227
Greece,1998,43.19726697,21.8240621,17.76011828
Greece,1999,42.30401227,22.30290823,17.85045408
Greece,2000,43.34384467,22.2975401,15.78354186
Greece,2001,42.87032975,22.26803176,14.59706342
Greece,2002,42.42914212,23.55994521,13.06034172
Greece,2003,42.43707049,22.91430679,11.50522905
Greece,2004,43.84670205,23.56424686,10.84320328
Greece,2005,43.37181155,23.83035353,10.76780652
Greece,2006,42.84739193,23.14457728,10.25410293
Greece,2007,44.49952996,22.46880674,10.04075405
Greece,2008,47.70561345,21.80989753,10.01966338
Greece,2009,51.69571774,22.66541797,9.677918482
Greece,2010,50.85442819,21.84224034,11.44962461
Greece,2011,54.32672125,20.64336013,13.30108827
Greece,2012,55.12544234,20.62864082,9.160167739
Greece,2013,59.92991489,18.04045991,6.658218247
Greece,2014,48.59781557,22.45335497,8.021786997
Grenada,1991,23.65233656,61.75536397,8.329552084
Grenada,1992,22.72720563,70.02013379,6.780541664
Grenada,1993,23.02797099,65.76478149,9.061696658
Grenada,1994,22.74900962,63.36214939,9.739411655
Grenada,1995,21.42359249,64.85421099,9.129020148
Grenada,1999,21.32684175,54.57456542,10.52150046
Grenada,2000,16.40885628,49.609375,10.50347222
Grenada,2001,18.38885061,49.49690402,10.79721362
Grenada,2002,19.41861104,43.9816449,18.28450406
Grenada,2003,17.90381035,45.64228211,22.08610431
Grenada,2004,19.831602,46.00997506,22.38154613
Grenada,2005,16.03728533,50.08302889,9.232813019
Grenada,2006,16.83457052,48.50393701,9.133858268
Grenada,2007,16.89453125,45.78034682,9.537572254
Grenada,2008,18.5470852,48.54932302,8.438104449
Grenada,2009,20.00527359,45.89534325,10.8737398
Grenada,2010,19.62298034,48.8127295,10.52631579
Grenada,2011,20.01568339,52.66159696,12.26235741
Grenada,2012,21.2114581,49.59615804,16.06636106
Guatemala,1990,9.131265078,37.3908992,12.41012647
Guatemala,1991,8.159387531,35.34477845,19.49953104
Guatemala,1992,9.622357563,36.08313906,10.20122549
Guatemala,1993,8.626651413,40.95784224,10.44416857
Guatemala,1994,7.942995558,42.17219106,11.20659858
Guatemala,1995,7.562050349,49.79818597,12.40979242
Guatemala,1996,7.996350284,,12.77702101
Guatemala,1997,8.267349957,,8.166157786
Guatemala,1998,9.41325711,,10.82627525
Guatemala,1999,10.51820438,,10.74234562
Guatemala,2000,10.93999551,31.34542556,10.21085492
Guatemala,2001,13.18595348,30.74761499,10.89330835
Guatemala,2002,12.77404408,30.89318257,10.55697638
Guatemala,2003,14.34610918,27.04160753,8.840798188
Guatemala,2004,12.6700912,28.1150884,10.55629073
Guatemala,2005,12.8343701,25.49126617,10.75995754
Guatemala,2006,13.01166373,25.44247714,10.46028323
Guatemala,2007,12.45732235,25.08563771,11.74946256
Guatemala,2008,11.68226904,26.62298023,11.46204921
Guatemala,2009,12.41839515,29.03179479,11.2313543
Guatemala,2010,12.65203355,29.58087915,11.4662575
Guatemala,2011,12.53705541,30.3144376,11.50133056
Guatemala,2012,12.96372049,29.26216167,11.51971967
Guinea,1998,12.05869411,33.85763214,27.86388411
Guinea,1999,13.463863,29.72655283,32.19345459
High income,1972,19.57484829,,
High income,1973,20.44643499,,
High income,1974,21.30623355,,
High income,1975,23.29683344,,
High income,1976,23.63516964,,
High income,1977,23.75390009,,
High income,1978,24.17058286,,
High income,1979,24.39595554,,
High income,1980,25.49257672,,
High income,1981,25.49631294,,
High income,1982,26.56136234,,
High income,1983,26.86582819,,
High income,1984,26.2866341,,
High income,1985,26.51038668,,
High income,1986,27.41263875,,
High income,1987,26.97741627,,
High income,1988,26.10235936,,
High income,1989,25.74550395,,
High income,1990,25.84582027,,
High income,1991,29.55780725,,
High income,1992,29.554716,,
High income,1993,29.77188113,,
High income,1994,29.22848124,,
High income,1995,33.35624281,,
High income,1996,29.60569727,,
High income,1997,28.11144828,,
High income,1998,27.4386426,,
High income,1999,26.79223997,,
High income,2000,26.4897521,,
High income,2001,27.31912932,,
High income,2002,27.58588806,,
High income,2003,28.13364336,,
High income,2004,27.70598064,,
High income,2005,26.41211566,,
High income,2006,26.05893062,,
High income,2007,25.75873432,,
High income,2008,27.07619617,,
High income,2009,29.93665945,,
High income,2010,30.00373154,,
High income,2011,29.24615392,,
High income,2012,29.27602876,,
High income,2013,28.78364629,,
High income,2014,29.86321828,,
Honduras,1972,13.1693657,44.91725768,6.052009456
Honduras,1973,11.13424719,48.47440945,7.086614173
Honduras,1974,10.65248913,49.50090744,6.715063521
Honduras,1975,11.89946619,46.87850467,5.682242991
Honduras,1976,12.55563845,45.16986706,4.963072378
Honduras,2003,20.90257657,50.5845387,6.87745791
Honduras,2004,19.54129065,52.51140265,6.919692719
Honduras,2005,19.88158744,49.37602479,6.216758504
Honduras,2006,19.90821085,49.66659159,4.390593707
Honduras,2007,22.42385532,48.73274577,2.737004807
Honduras,2008,22.04700078,50.44105393,2.809607513
Honduras,2009,23.60761914,53.83100098,2.727592661
Honduras,2010,22.74800692,55.66643557,3.752261991
Honduras,2011,22.50415237,50.42856239,5.393193557
Honduras,2012,23.49926829,48.18988371,6.522968493
Honduras,2013,23.89384039,49.9826671,8.644287736
Honduras,2014,24.53912131,44.18491534,7.529923544
Hong Kong,2002,20.97235755,25.95311041,0.018376746
Hong Kong,2003,21.24401949,25.76048799,0.013110234
Hong Kong,2004,19.26126249,25.25062912,0.296458655
Hong Kong,2005,19.6523674,22.59437408,0.390247802
Hong Kong,2006,16.34927577,26.00585116,0.422316883
Hong Kong,2007,15.93657724,25.50233039,0.385822993
Hong Kong,2008,18.52388855,22.40517634,0.284862463
Hong Kong,2009,18.81319588,22.58286711,0.279987303
Hungary,1981,,7.130811853,3.204047218
Hungary,1982,,7.345537757,3.249427918
Hungary,1983,,7.540983607,1.879781421
Hungary,1984,,7.578903654,2.637043189
Hungary,1985,,8.28125,2.16796875
Hungary,1986,,7.692307692,3.755169562
Hungary,1987,,6.590602012,3.693139168
Hungary,1988,,8.403473614,5.47762191
Hungary,1989,,7.917402827,6.007067138
Hungary,1990,,6.561085973,5.929487179
Hungary,1991,49.99947857,8.666718254,6.956589027
Hungary,1992,51.70601575,8.665269043,10.05654025
Hungary,1993,50.67230199,8.687704962,8.542551476
Hungary,1994,51.38188125,8.516507198,12.46875269
Hungary,1995,51.57125868,10.29833216,16.66504187
Hungary,1996,47.19999808,10.40735101,19.122268
Hungary,1997,44.99216562,10.7426668,18.98667673
Hungary,1998,45.40871056,10.9171434,15.66196559
Hungary,1999,44.02898632,11.55815329,15.33788466
Hungary,2000,41.48147942,12.70294692,12.83847578
Hungary,2001,41.12618364,13.22223233,11.29248838
Hungary,2002,43.16926416,14.01554382,9.134895308
Hungary,2003,43.05816167,14.70767192,9.1504631
Hungary,2004,42.08344914,14.25429929,10.09352011
Hungary,2005,42.30468138,14.12219368,9.47981501
Hungary,2006,43.45098333,13.40029646,8.749972232
Hungary,2007,42.95051174,13.36781908,9.147835755
Hungary,2008,44.77070609,12.99463741,8.742647244
Hungary,2009,45.62930762,12.40287763,9.60347491
Hungary,2010,44.51457848,12.18306208,9.087383536
Hungary,2011,45.85501808,11.56904498,8.792947336
Hungary,2012,44.52005525,13.73622692,10.02654186
Hungary,2013,46.85309382,16.48293015,9.53943116
Hungary,2014,45.56865817,17.3956457,8.849815758
Iceland,1972,22.68690597,26.66666667,3.303834808
Iceland,1973,23.50830241,26.80454177,3.97404704
Iceland,1974,26.62438553,25.65805658,3.837638376
Iceland,1975,26.16489997,24.45652174,6.924964937
Iceland,1976,22.33104544,26.66861399,6.192493063
Iceland,1977,22.32200577,28.61189802,6.576284905
Iceland,1978,23.3911931,29.23594246,8.107603213
Iceland,1979,24.44262017,27.81833582,8.453999113
Iceland,1980,22.67117121,29.42635993,6.545483967
Iceland,1981,23.17364212,28.83095295,7.188655562
Iceland,1982,24.13274358,,8.084099541
Iceland,1983,25.62269903,,9.228680402
Iceland,1984,23.01130671,,11.51590832
Iceland,1985,24.95076919,,11.54715213
Iceland,1986,27.66495879,,9.87511533
Iceland,1987,26.51139592,35.32270133,7.605135745
Iceland,1988,29.56541334,34.02636483,9.110567006
Iceland,1989,31.09350287,27.43708328,9.507875743
Iceland,1990,29.18381605,29.64063111,10.2499103
Iceland,1991,30.41403363,29.96947866,10.37005628
Iceland,1992,30.84399674,29.74731196,10.16102963
Iceland,1993,30.07618989,30.99207429,10.73049384
Iceland,1994,29.8156717,30.08640269,11.01342082
Iceland,1995,29.99549723,31.09966511,11.83914719
Iceland,1996,29.61303198,30.49527053,10.70306376
Iceland,1997,27.1125032,30.46106416,10.68730937
Iceland,1998,29.42866538,30.87800466,10.64972109
Iceland,1999,30.06150292,29.57957517,10.38151559
Iceland,2000,29.67639501,29.20468779,9.444638686
Iceland,2001,29.9680941,29.76304241,9.150934189
Iceland,2002,30.96304124,31.27129452,7.679961973
Iceland,2003,32.31407266,31.15325049,6.738252753
Iceland,2004,30.78105482,31.35689579,6.249923186
Iceland,2005,29.91454026,31.79861706,5.815662253
Iceland,2006,28.7297415,32.2145625,5.893694677
Iceland,2007,28.45491054,30.77769461,7.181850383
Iceland,2008,42.55559262,20.27911951,6.297145739
Iceland,2009,35.90526355,23.5846482,16.09388319
Iceland,2010,37.69255981,22.41105259,12.72030233
Iceland,2011,34.73940009,23.35677769,12.79292885
Iceland,2012,34.3575824,24.07812902,14.13236532
Iceland,2013,32.25687976,24.37071996,13.73004443
Iceland,2014,33.27808284,20.41444992,13.17795809
India,1990,15.2173514,11.17637827,22.36172455
India,1991,15.07461697,10.89640101,24.56587652
India,1992,14.85594818,10.97109485,25.25072567
India,1993,14.88408688,10.06783749,25.99683425
India,1994,14.35162254,9.66085385,27.6257637
India,1995,14.00020495,9.919414943,27.44084218
India,1996,13.83803386,9.953665988,28.13900204
India,1997,14.34589922,11.76820024,27.13876599
India,1998,14.15931919,11.5102645,28.6779507
India,1999,14.54889505,10.925349,29.51488569
India,2000,15.14480908,10.26913105,29.64808273
India,2001,15.27770148,9.232355058,29.27103043
India,2002,15.77628063,9.71689767,28.69085166
India,2003,15.30911872,9.001652839,27.61621024
India,2004,14.87266211,8.876759373,25.64459367
India,2005,14.92236576,8.432189397,23.38234707
India,2006,15.04773577,7.635209576,22.57835904
India,2007,14.98731855,7.06914752,22.20204942
India,2008,16.87299029,8.588993221,19.73388353
India,2009,16.56203421,10.6340063,19.37223869
India,2010,16.1877886,8.88136906,18.28072275
India,2011,14.42388222,8.88136906,18.28072275
India,2012,16.1547621,8.626562562,19.45788049
Indonesia,1990,11.79989397,24.24242424,20.21943574
Indonesia,1991,10.22528403,26.55320814,17.84820031
Indonesia,1992,10.7767525,26.63030263,17.69690796
Indonesia,1993,10.70962957,27.77834406,17.96261375
Indonesia,1994,9.984833087,22.92212556,19.82234567
Indonesia,1995,9.711029679,20.05301554,16.15388101
Indonesia,1996,10.36280828,23.06800268,11.64362464
Indonesia,1997,13.79578425,12.80147352,12.49210409
Indonesia,1998,13.42966567,11.77597981,24.35754103
Indonesia,1999,16.32916598,10.64952639,23.89504224
Indonesia,2002,15.71344559,7.426203258,28.33716651
Indonesia,2003,16.25792815,14.55838577,19.96158839
Indonesia,2004,16.853936,12.73333602,16.14880079
Indonesia,2010,14.01209106,15.39522574,9.189047048
Indonesia,2011,15.0246301,14.93564715,7.925658492
Indonesia,2012,15.61349352,14.70843178,7.472127784
Iran,1990,14.66729963,52.7191471,0.053844497
Iran,1991,13.20431735,58.46240496,0.042241622
Iran,1992,13.89205573,51.09686467,0.030051087
Iran,1993,14.83137226,58.23009974,0.095292548
Iran,1994,15.53835602,59.87472366,0.087509211
Iran,1995,14.87712263,55.94115043,0.023839526
Iran,1996,15.61048414,60.49508469,0.028425915
Iran,1997,15.92132021,62.38271874,0.172574534
Iran,1998,18.1678412,63.19591481,0.723938224
Iran,1999,16.5807734,54.18626068,7.36E-5
Iran,2000,15.59062572,56.62578519,7.66E-5
Iran,2001,17.54633525,51.02446314,8.88E-5
Iran,2002,17.48590516,47.53287478,0.974478736
Iran,2003,17.17553163,44.97889026,1.02748712
Iran,2004,17.22822768,44.41303556,1.009524303
Iran,2005,20.00380338,40.42000903,1.081548289
Iran,2006,21.33091276,38.14249113,1.077603377
Iran,2007,17.4443626,36.26911652,1.41594572
Iran,2008,18.94700263,36.72020681,1.123826899
Iran,2009,20.4947314,39.7995167,0.731057198
Ireland,1972,28.62695394,15.86206897,10.75862069
Ireland,1973,28.62092388,15.88571429,10.97142857
Ireland,1974,31.49501837,15.30516432,10.51643192
Ireland,1975,34.78497198,15.60616209,10.91761554
Ireland,1976,35.277205,14.90850377,12.43272336
Ireland,1977,34.06368084,14.09731696,13.46066394
Ireland,1978,35.31699112,13.51351351,14.14291003
Ireland,1979,36.88217122,13.82753404,14.3419062
Ireland,1980,40.24473268,13.46153846,14.09474672
Ireland,1981,42.12488534,13.95864106,15.26957164
Ireland,1982,45.52675207,13.44257541,17.15487239
Ireland,1983,46.4483477,12.8957529,17.36164736
Ireland,1984,44.97509313,13.05076628,18.17528736
Ireland,1985,45.81319739,12.66124661,19.54471545
Ireland,1986,44.98415976,12.92403746,18.68886576
Ireland,1987,44.66407423,12.87477954,18.51851852
Ireland,1988,41.0300109,12.56750123,18.90034364
Ireland,1989,35.13022431,13.58734723,19.88292082
Ireland,1990,35.70194517,14.06851244,20.9948381
Ireland,1991,37.08321549,14.36781609,19.56635319
Ireland,1992,37.54002286,,17.94851036
Ireland,1993,37.58753732,,16.79143584
Ireland,1994,37.07407947,13.76852505,15.54693013
Ireland,1995,37.16591241,17.09685415,13.67104388
Ireland,1996,35.32531158,17.11502883,12.3288309
Ireland,1997,33.0747464,17.03821677,11.06024608
Ireland,1998,31.12021012,16.61516439,10.64224749
Ireland,1999,30.52667263,15.27637448,7.653906913
Ireland,2000,27.67131854,15.5815089,6.90815079
Ireland,2001,28.97847004,14.82903394,4.853918715
Ireland,2002,29.44439579,14.66039282,4.338373063
Ireland,2003,29.65264411,14.87906908,3.986529893
Ireland,2004,29.70143066,15.11176293,3.604426108
Ireland,2005,30.46248084,27.0251824,3.302181311
Ireland,2006,30.65439714,27.16340149,3.204625672
Ireland,2007,31.94320623,27.646287,3.119551318
Ireland,2008,37.01018369,26.65729551,3.428347258
Ireland,2009,44.04347907,24.42054197,4.541297319
Ireland,2010,62.77187674,16.32288963,4.696416573
Ireland,2011,42.93514872,22.61874076,7.8546342
Ireland,2012,39.21299762,24.30951274,10.40598383
Ireland,2013,37.83911961,24.39814955,11.25746708
Ireland,2014,35.99428546,24.53848316,10.99908841
Israel,1972,46.69001167,14.28571429,14.28571429
Israel,1973,64.48617416,16,8
Israel,1974,62.56144428,11.42857143,11.42857143
Israel,1975,66.52253451,11.53846154,7.692307692
Israel,1976,72.81627039,12.5,8.333333333
Israel,1977,74.35719249,11.21495327,15.88785047
Israel,1978,66.96146557,14.46540881,13.83647799
Israel,1979,75.52258935,14.28571429,10.11904762
Israel,1980,72.03526503,13.43283582,10.94527363
Israel,1981,74.37355741,11.9168357,16.93711968
Israel,1982,73.48576067,14.08032862,18.87266089
Israel,1983,88.41495637,10.04693458,29.94279847
Israel,1984,88.60791338,10.90436145,27.11310799
Israel,1985,69.28649246,10.99629498,25.13728874
Israel,1986,60.03507705,12.23553624,25.14050079
Israel,1987,56.98932515,13.58746898,26.62779156
Israel,1988,49.44600158,14.41802563,20.26500143
Israel,1989,49.37627817,15.59105643,19.95739579
Israel,1990,49.80327219,15.4779319,18.2523104
Israel,1991,36.32271697,14.60710859,18.2246902
Israel,1992,47.16578714,14.21118175,15.32280265
Israel,1993,45.25394601,14.9763718,15.59579785
Israel,1994,44.45912318,16.1623033,14.65371495
Israel,1995,40.74562511,17.01791145,13.82858168
Israel,1996,41.74862858,16.39673761,12.82054788
Israel,1997,41.01131842,16.5756392,12.08104222
Israel,1998,40.71890703,16.05362553,12.71960411
Israel,1999,40.02914118,16.94322739,11.81891665
Israel,2000,43.90914751,21.1535161,17.55889958
Israel,2001,45.82539597,21.25413522,16.01596125
Israel,2002,46.82128893,21.01446583,15.69925489
Israel,2003,45.5936825,20.78155635,16.3638706
Israel,2004,43.22295558,22.1705366,16.33639259
Israel,2005,42.41870667,21.82502638,16.62781153
Israel,2006,40.97813709,21.94360962,14.08781923
Israel,2007,39.05306994,22.31806522,13.37082221
Israel,2008,38.68947818,22.81637844,12.1900912
Israel,2009,38.74447102,22.55498755,11.58855585
Israel,2010,38.09763433,22.08912833,11.42353751
Israel,2011,37.61861977,22.16547225,11.08586428
Israel,2012,37.96473273,22.12305829,11.01562351
Israel,2013,37.93079462,22.42473532,9.95931649
Israel,2014,37.70900592,22.62108712,9.538068591
Italy,1973,26.70816868,18.94551329,6.539139374
Italy,1974,26.66904212,18.02846294,7.608475117
Italy,1975,31.13287243,15.27606165,9.115345429
Italy,1976,30.10917245,14.77331433,11.15346932
Italy,1977,30.26143157,15.69250966,11.86930202
Italy,1978,33.99992147,12.89606993,10.0111468
Italy,1979,35.84899877,12.9108162,9.784292083
Italy,1980,38.69848269,12.65080875,10.62733904
Italy,1986,46.29946723,10.19162933,16.62830448
Italy,1987,47.14635483,10.52384902,14.81620352
Italy,1988,42.560392,13.24051296,17.68191486
Italy,1989,43.45394199,12.68938673,18.92390463
Italy,1990,43.38608061,13.19407794,21.00693281
Italy,1991,44.22581158,12.92002025,21.18872756
Italy,1992,47.23541332,11.86618137,22.37033807
Italy,1993,48.2887103,11.43912766,22.99777451
Italy,1994,46.02895656,11.28103407,22.3271875
Italy,1995,47.45714479,13.16689664,23.16828718
Italy,1996,46.61256216,14.026684,23.30355876
Italy,1997,44.56681576,14.43238903,20.25405583
Italy,1998,40.9219914,14.54325552,19.09380656
Italy,1999,39.9057473,14.78586825,15.98525412
Italy,2000,38.72315331,15.1447332,15.6238083
Italy,2001,39.67864299,14.84723952,15.03855393
Italy,2002,38.83394547,15.35096867,13.83152356
Italy,2003,38.79221156,15.96386938,12.57898707
Italy,2004,38.08293312,15.7930233,12.10905419
Italy,2005,38.47910332,15.91865786,11.69419765
Italy,2006,38.90618891,15.55725601,11.1233758
Italy,2007,38.44824376,15.64772382,11.77000989
Italy,2008,39.43164978,15.16740627,11.84087858
Italy,2009,43.19762105,14.65885442,9.899241441
Italy,2010,41.75867478,14.88051174,10.06754982
Italy,2011,41.12844229,14.61104767,11.01099838
Italy,2012,42.45903896,14.16223148,12.02434885
Italy,2013,42.65574561,14.11421942,11.2260046
Italy,2014,42.93123411,13.93826056,10.74520482
Jamaica,1975,25.16151458,38.37689133,7.962708238
Jamaica,1976,30.14389668,34.85482283,9.904035433
Jamaica,1977,30.43699118,35.69839858,12.29982206
Jamaica,1983,39.10942002,20.73491773,28.6654479
Jamaica,1984,32.66549196,20.15047432,34.63199215
Jamaica,1985,37.13884217,16.49560625,32.21394469
Jamaica,1992,22.24569646,25.11203625,31.26172265
Jamaica,1993,30.41514446,29.49227236,28.57454897
Jamaica,1994,29.40795823,24.94570063,32.4711674
Jamaica,1995,33.27404436,24.39832182,32.0313472
Jamaica,1996,39.39410303,26.19128189,29.29809234
Jamaica,1997,33.57829153,33.86331356,28.40653537
Jamaica,1998,30.78632924,33.59358686,35.42790088
Jamaica,1999,31.75396991,30.19672426,38.28028521
Jamaica,2000,31.51310201,30.20491527,35.74806956
Jamaica,2001,31.61696802,33.41820113,38.93452757
Jamaica,2002,33.64838682,36.51668202,38.36055789
Jamaica,2003,34.34431452,33.32073496,47.14736504
Jamaica,2004,34.29570826,14.24725492,44.30169472
Jamaica,2005,30.76272784,15.75831337,39.76666063
Jamaica,2006,32.47281777,16.65742729,38.6160721
Jamaica,2007,34.250682,15.69442465,34.6227768
Jamaica,2008,35.63923645,16.56169714,35.52492405
Jamaica,2009,41.22124003,14.8069066,43.23790046
Jamaica,2010,35.78263506,16.63362227,31.38429682
Jamaica,2011,34.81365763,17.70693958,28.22421762
Jamaica,2012,33.15410384,39.06719746,29.45899107
Jamaica,2013,30.85623316,40.92083728,25.24266563
Jamaica,2014,29.05394638,40.49920848,28.0860519
Japan,1972,11.19565474,,4.625529911
Japan,1973,11.32673845,,4.856225145
Japan,1974,12.68522268,,4.726752504
Japan,1975,13.29865655,,5.765240589
Japan,1976,13.95738484,,7.52787325
Japan,1977,14.60345971,,9.116727181
Japan,1978,15.61671433,,10.23292731
Japan,1979,16.33931345,,11.82868065
Japan,1980,16.82797798,,14.1217601
Japan,1981,16.98518302,,15.84490612
Japan,1982,16.96066115,,16.73978932
Japan,1983,17.04062335,,18.9955579
Japan,1984,16.42413723,,20.42214478
Japan,1985,15.89775305,,21.18124333
Japan,1986,15.62096642,,21.44907673
Japan,1987,15.30135548,,21.43558416
Japan,1988,14.8431346,,21.0973186
Japan,1989,15.20327743,,19.64508636
Japan,1990,14.21297454,,20.48002255
Japan,2005,16.0053423,7.736505504,9.377270574
Japan,2006,15.72084936,7.838630101,10.26608332
Japan,2007,14.80052057,8.200281865,11.43829933
Japan,2008,16.16266897,7.645218791,10.80413486
Japan,2009,19.12882555,6.728337733,9.26774763
Japan,2010,18.06011433,6.845087872,9.697953471
Japan,2011,19.60868886,6.59627297,9.22554677
Japan,2012,19.12489741,6.348376962,9.313614948
Japan,2013,19.28220476,6.194663442,9.250372654
Jordan,1990,29.69074985,59.64428613,21.38796721
Jordan,1991,28.95672752,59.70415859,21.03112522
Jordan,1992,24.68397929,62.51781206,17.47882188
Jordan,1993,25.89638316,66.45060593,12.12558033
Jordan,1994,24.92228292,66.25452269,10.07190271
Jordan,1995,26.14052967,66.79541066,10.76743318
Jordan,1996,28.80436607,64.39541179,10.84152573
Jordan,1997,28.42562159,66.6059369,13.75734579
Jordan,1998,28.52264967,65.5004282,11.79386521
Jordan,1999,26.77867771,69.01460349,12.59947378
Jordan,2000,27.12839864,70.02827637,12.85283993
Jordan,2001,26.99512647,69.08112703,12.18448496
Jordan,2002,28.34296656,67.04290463,9.17567006
Jordan,2003,29.47276678,67.43019986,8.015455327
Jordan,2004,32.14949739,57.72197951,6.195581946
Jordan,2005,35.64896745,39.41479666,6.508894337
Jordan,2006,32.75371773,39.54778669,7.606861562
Jordan,2007,33.88390824,25.97431032,7.806646232
Jordan,2008,31.41903874,48.75390362,7.711305697
Jordan,2009,30.09637042,49.76815467,7.705910091
Jordan,2010,25.29898248,18.61964353,8.374415371
Jordan,2011,28.02976883,17.65820954,7.483178094
Jordan,2012,29.52543632,46.03108521,8.989422395
Kazakhstan,1997,18.74242177,,2.967134652
Kazakhstan,1998,16.64720915,,4.756706176
Kazakhstan,1999,14.18230586,11.30953214,7.48723687
Kazakhstan,2000,13.72158312,9.059949851,9.827238418
Kazakhstan,2001,13.56821609,9.06089909,8.414607285
Kazakhstan,2002,12.69109798,9.714096778,8.001340809
Kazakhstan,2003,13.88722184,7.81679303,5.361336677
Kazakhstan,2004,14.07074278,9.065206267,4.131059859
Kenya,1991,19.48891161,38.31578947,23.80778032
Kenya,1992,20.38477644,35.45963793,27.67843894
Kenya,1993,16.77251378,38.6203199,28.05289965
Kenya,1994,19.57655454,31.69630905,35.51093262
Kenya,1995,25.84971708,27.83579732,45.53240317
Kenya,1996,17.23856755,32.3454271,29.82099645
Kenya,1997,17.71591548,31.19339332,29.30430577
Kenya,2000,16.77291096,55.2398935,17.81374252
Kenya,2001,18.46825796,51.13375411,12.96352454
Kenya,2002,18.98478985,56.17422827,15.18643624
Kenya,2003,18.90649887,46.9034103,17.11891575
Kenya,2004,20.85901812,49.53599457,10.43723084
Kenya,2005,18.18807904,59.83146207,10.43710842
Kenya,2006,17.20717654,45.42323192,9.816706969
Kenya,2007,16.60378253,43.51137357,10.91735884
Kenya,2008,18.15408882,37.68883867,11.05928548
Kenya,2009,17.24251745,37.30946517,10.25571339
Kenya,2010,18.04270182,38.06585913,9.755815774
Kenya,2011,18.30745163,34.65258709,10.06828095
Kenya,2012,19.55809203,25.33278288,10.13415042
Kuwait,1990,48.04793488,37.76470588,
Kuwait,1991,210.2051316,6.140750874,
Kuwait,1992,92.25092093,20.7255814,
Kuwait,1993,55.15676929,26.55466399,8.099297894
Kuwait,1994,52.1680238,28.98701299,10.83116883
Kuwait,1995,46.41360611,31.01433882,4.726500266
Kuwait,1996,41.77404518,30.3630363,5.07743082
Kuwait,1997,38.17954706,36.78520626,4.295874822
Kuwait,1998,46.50250981,37.96573293,3.644275224
Kuwait,2001,43.50060742,35.16648765,1.310418904
Kuwait,2002,41.41501294,35.60416667,0.645833333
Kuwait,2003,37.78650032,33.85271749,0.333889816
Kuwait,2004,35.27430496,31.39666613,0.210390031
Kuwait,2005,28.51269444,31.58911848,0.193251078
Kuwait,2006,34.55378351,24.22665226,0.127663753
Kyrgyzstan,1995,25.56689026,36.4697902,5.126217355
Kyrgyzstan,1996,20.84592274,36.11464185,3.040305056
Kyrgyzstan,1997,20.87715125,34.28812263,6.014392083
Kyrgyzstan,1998,20.26774796,36.51808655,8.823869049
Kyrgyzstan,1999,17.73325184,37.84865628,8.595657053
Kyrgyzstan,2000,15.80252175,37.02000349,9.10710482
Kyrgyzstan,2001,15.75917697,40.60669564,8.979335933
Kyrgyzstan,2006,15.81410807,23.18052048,5.167987715
Kyrgyzstan,2007,18.08792799,26.66968146,3.307951751
Kyrgyzstan,2008,16.75577937,27.59064681,4.28080337
Kyrgyzstan,2009,18.81196921,28.87707214,4.206848472
Kyrgyzstan,2010,21.14294595,27.58545881,3.780060431
Kyrgyzstan,2011,21.74358848,25.92970222,4.382825419
Kyrgyzstan,2012,22.91851743,26.43474561,4.074093078
Laos,2006,10.0039814,41.23320138,7.884314464
Laos,2007,10.22322019,38.33309378,4.771346218
Laos,2008,10.78441758,47.44089598,7.039279279
Laos,2009,11.51613647,48.99481674,4.611061597
Laos,2010,10.95834687,43.46827585,6.120721695
Laos,2011,11.29958737,46.13913726,5.734521575
Laos,2012,12.01734538,45.76060935,6.228250517
Latvia,1994,,18.29389467,1.604533912
Latvia,1995,25.63048524,20.32297797,3.295470097
Latvia,1996,26.10345955,17.52491985,5.479452055
Latvia,1997,26.5245657,13.17480848,3.096209332
Latvia,1998,28.86048074,12.66502867,2.19000819
Latvia,1999,30.56013665,12.03130918,2.075644044
Latvia,2000,27.75549903,12.07701982,3.383092771
Latvia,2001,26.1999597,12.5744622,3.541414818
Latvia,2002,27.08719661,15.62635009,2.770629449
Latvia,2003,25.88324281,16.36227459,2.707841217
Latvia,2004,26.60733384,16.24921273,2.422363258
Latvia,2005,27.53915971,15.72260052,1.898276715
Latvia,2006,26.96386447,16.10001854,1.656673054
Latvia,2007,24.44494475,20.04129565,1.228803717
Latvia,2008,27.90811509,18.82994338,1.237156637
Latvia,2009,34.824644,14.79671847,3.128942106
Latvia,2010,36.02299254,12.46284045,3.752364899
Latvia,2011,30.68347719,13.5378141,4.374181383
Latvia,2012,29.18986058,13.27857557,4.795666343
Lebanon,1998,26.1786684,25.92959421,48.97348023
Lebanon,1999,28.05552378,27.33451135,49.25920892
