Entity,Year,p_avg_all_ages,p_avg_15_64,p_avg_65_74,p_avg_75_84,p_avg_85p,deaths_2020_all_ages,average_deaths_2015_2019_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2021_all_ages,time,time_unit,p_avg_0_14,projected_deaths_2020_2022_all_ages,excess_proj_all_ages,cum_excess_proj_all_ages,cum_proj_deaths_all_ages,cum_p_proj_all_ages,p_proj_all_ages,p_proj_0_14,p_proj_15_64,p_proj_65_74,p_proj_75_84,p_proj_85p,cum_excess_per_million_proj_all_ages,excess_per_million_proj_all_ages,deaths_2022_all_ages,deaths_2020_2022_all_ages
Bulgaria,1005,4.69,-17.8,12.53,13,9.18,,,,,,,,,,,,,,39,weekly,-80.77,1771.2,117.8,68144.3,296564.7,22.98,6.65,-75,-10.84,5.35,30.65,-1.42,10047.884422707,17.3696227710151,,1889
Bulgaria,1012,-2.62,-13.35,5.43,-4.42,3.03,,,,,,,,,,,,,,40,weekly,-68.25,1914.8,-17.8,68126.5,298479.5,22.82,-0.93,-60.78,-5.95,-1.02,8.35,-6.13,10045.2598107773,-2.62461192974592,,1897
Bulgaria,1019,-3.76,-16.71,-3.75,-4.78,9.46,,,,,,,,,,,,,,41,weekly,-51.92,1953.4,-41.4,68085.1,300432.9,22.66,-2.12,-37.5,-9.99,-9.6,7.96,0.04,10039.155376289,-6.10443448828546,,1912
Bulgaria,1026,-2.03,-5.36,-1.99,-8.97,10.68,,,,,,,,,,,,,,42,weekly,-49.15,2024.6,-8.6,68076.5,302457.5,22.51,-0.42,-36.17,2.12,-7.66,2.76,1.44,10037.8873053566,-1.26807093234915,,2016
Bulgaria,1033,-1.08,-18.27,7.7,-4.96,11.93,,,,,,,,,,,,,,43,weekly,-65.52,2019,11,68087.5,304476.5,22.36,0.54,-56.52,-11.89,1.46,7.38,2.5,10039.5092565492,1.62195119253961,,2030
Bulgaria,1040,-1.49,-10.39,-2.11,-3.36,9.69,,,,,,,,,,,,,,44,weekly,-56.52,2053.8,2.2,68089.7,306530.3,22.21,0.11,-47.37,-3.12,-7.62,9.06,0.9,10039.8336467877,0.324390238507923,,2056
Bulgaria,1047,,,,,,,,,,,,,,,,,,,45,weekly,,2071,,,308601.3,,,,,,,,,,,
Bulgaria,1054,,,,,,,,,,,,,,,,,,,46,weekly,,2091.6,,,310692.9,,,,,,,,,,,
Bulgaria,1061,,,,,,,,,,,,,,,,,,,47,weekly,,2049.4,,,312742.3,,,,,,,,,,,
Bulgaria,1068,,,,,,,,,,,,,,,,,,,48,weekly,,2068.8,,,314811.1,,,,,,,,,,,
Bulgaria,1075,,,,,,,,,,,,,,,,,,,49,weekly,,2122.6,,,316933.7,,,,,,,,,,,
Bulgaria,1082,,,,,,,,,,,,,,,,,,,50,weekly,,2161.6,,,319095.3,,,,,,,,,,,
Bulgaria,1089,,,,,,,,,,,,,,,,,,,51,weekly,,2192.4,,,321287.7,,,,,,,,,,,
Bulgaria,1096,,,,,,,,,,,,,,,,,,,52,weekly,,2323.4,,,323611.1,,,,,,,,,,,
Canada,4,2.6,,,,,6225,6067,6255,5250,6170,6605,6055,4955,5460,5000,6045,5430,6805,1,weekly,,6415.1,-190.1,-190.1,6415.1,-2.96,-2.96,,,,,,-4.94352677285116,-4.94352677285116,6865,6225
Canada,11,1.87,,,,,6205,6091,6190,5470,6225,6630,5940,4895,5145,4995,5925,5675,6775,2,weekly,,6454.1,-249.1,-439.2,12869.2,-3.41,-3.86,,,,,,-11.421341181674,-6.47781440882285,7560,6205
Canada,18,1.61,,,,,6135,6038,6045,5330,6285,6545,5985,4780,5210,5180,5830,5320,6755,3,weekly,,6413.1,-278.1,-717.3,19282.3,-3.72,-4.34,,,,,,-18.6532969708897,-7.23195578921572,7895,6135
Canada,25,4.46,,,,,6165,5902,5685,5415,6060,6415,5935,4630,5135,5105,5520,5245,6665,4,weekly,,6321.1,-156.1,-873.4,25603.4,-3.41,-2.47,,,,,,-22.7126579874182,-4.05936101652849,7720,6165
Canada,32,1.28,,,,,5850,5776,5745,5230,5855,6200,5850,4695,5035,4865,5475,5165,6475,5,weekly,,6108.1,-258.1,-1131.5,31711.5,-3.57,-4.23,,,,,,-29.4245162729147,-6.7118582854965,7425,5850
Canada,39,2.68,,,,,5900,5746,5655,5240,6025,6015,5795,4695,5050,4960,5180,5155,6120,6,weekly,,6111.1,-211.1,-1342.6,37822.6,-3.55,-3.45,,,,,,-34.9141454246711,-5.48962915175634,7080,5900
Canada,46,0,,,,,5735,5735,5535,5430,5870,5990,5850,4795,5080,4825,5305,5190,6070,7,weekly,,6105.1,-370.1,-1712.7,43927.7,-3.9,-6.06,,,,,,-44.5385497309952,-9.62440430632412,6680,5735
Canada,53,-0.68,,,,,5670,5709,5535,5495,5710,6020,5785,4705,5055,4875,5050,5150,5990,8,weekly,,6056.1,-386.1,-2098.8,49983.8,-4.2,-6.38,,,,,,-54.5790320402947,-10.0404823092995,6415,5670
Canada,60,2.52,,,,,5780,5638,5555,5585,5550,5775,5725,4745,4950,4925,5060,5105,5995,9,weekly,,5981.1,-201.1,-2299.9,55964.9,-4.11,-3.36,,,,,,-59.8086124401914,-5.22958039989673,6310,5780
Canada,67,2.58,,,,,5765,5620,5415,5445,5600,5905,5735,4720,5130,4865,4930,5025,5795,10,weekly,,5994.1,-229.1,-2529,61959,-4.08,-3.82,,,,,,-65.766329345295,-5.95771690510363,6080,5765
Canada,74,2.71,,,,,5675,5525,5330,5360,5630,5655,5650,4700,5005,4840,4905,5115,5635,11,weekly,,5888.1,-213.1,-2742.1,67847.1,-4.04,-3.62,,,,,,-71.3079682474233,-5.54163890212826,6015,5675
Canada,81,6.94,,,,,5885,5503,5255,5480,5560,5600,5620,4775,4770,4925,5035,5065,5745,12,weekly,,5864.1,20.9,-2721.2,73711.2,-3.69,0.36,,,,,,-70.7644663560367,0.543501891386582,5840,5885
Canada,88,8.62,,,,,5935,5464,5260,5325,5485,5685,5565,4770,4995,4745,4885,5140,5670,13,weekly,,5809.1,125.9,-2595.3,79520.3,-3.26,2.17,,,,,,-67.4904525701242,3.27401378591247,5785,5935
Canada,95,17.39,,,,,6305,5371,5055,5280,5400,5585,5535,4510,4815,4750,4915,4940,5880,14,weekly,,5757.1,547.9,-2047.4,85277.4,-2.4,9.52,,,,,,-53.2423814557363,14.248071114388,6090,6305
Canada,102,23.11,,,,,6600,5361,5265,5185,5260,5540,5555,4710,4655,4825,4930,5060,5750,15,weekly,,5665.1,934.9,-1112.5,90942.5,-1.22,16.5,,,,,,-28.9304236443814,24.3119578113548,5955,6600
Canada,109,25.28,,,,,6625,5288,5120,5155,5230,5365,5570,4735,4715,4775,4915,5035,5765,16,weekly,,5666.1,958.9,-153.599999999999,96608.6,-0.16,16.92,,,,,,-3.99434882856357,24.9360748158179,5985,6625
Canada,116,32.12,,,,,6935,5249,5050,5080,5240,5450,5425,4670,4715,4725,4760,4930,5975,17,weekly,,5612.1,1322.9,1169.3,102220.7,1.14,23.57,,,,,,30.4075005549441,34.4018493835076,6025,6935
Canada,123,30.22,,,,,6890,5291,5070,5200,5285,5385,5515,4425,4680,4755,4775,4995,5910,18,weekly,,5631.1,1258.9,2428.2,107851.8,2.25,22.36,,,,,,63.1450379265502,32.7375373716061,6155,6890
Canada,130,24.98,,,,,6455,5165,4955,4990,5210,5270,5400,4530,4650,4590,4960,4930,5815,19,weekly,,5541.1,913.9,3342.1,113392.9,2.95,16.49,,,,,,86.9108933589998,23.7658554324496,6320,6455
Canada,137,21.24,,,,,6120,5048,4830,4900,4970,5180,5360,4425,4625,4655,4505,4855,5825,20,weekly,,5421.1,698.9,4041,118814,3.4,12.89,,,,,,105.085700626468,18.174807267468,5855,6120
Canada,144,17.65,,,,,5925,5036,4865,4870,4980,5140,5325,4480,4355,4635,4495,4725,5355,21,weekly,,5376.1,548.9,4589.9,124190.1,3.7,10.21,,,,,,119.359776616042,14.2740759895739,5695,5925
Canada,151,19.61,,,,,5885,4920,4625,4845,4880,5060,5190,4385,4500,4430,4575,4655,5665,22,weekly,,5316.1,568.9,5158.8,129506.2,3.98,10.7,,,,,,134.153950109335,14.7941734932931,5560,5885
Canada,158,12.6,,,,,5550,4929,4685,4680,5045,5065,5170,4415,4505,4420,4570,4645,5360,23,weekly,,5267.1,282.9,5441.7,134773.3,4.04,5.37,,,,,,141.510729299443,7.35677919010833,5445,5550
Canada,165,6.22,,,,,5205,4900,4625,4680,4900,5055,5240,4325,4525,4420,4415,4670,5400,24,weekly,,5259.1,-54.1,5387.6,140032.4,3.85,-1.03,,,,,,140.103865551883,-1.40686374756048,5315,5205
Canada,172,8.81,,,,,5300,4871,4660,4830,4790,5070,5005,4245,4315,4420,4510,4620,5325,25,weekly,,5215.1,84.9,5472.5,145247.5,3.77,1.63,,,,,,142.311679455171,2.20781390328808,5140,5300
Canada,179,8.61,,,,,5300,4880,4610,4805,4950,5015,5020,4220,4245,4360,4365,4670,6155,26,weekly,,5247.1,52.9,5525.4,150494.6,3.67,1.01,,,,,,143.687337352508,1.37565789733733,5155,5300
Canada,186,5.3,,,,,5165,4905,4625,4730,4905,5125,5140,4685,4390,4480,4610,4650,5425,27,weekly,,5266.1,-101.1,5424.3,155760.7,3.48,-1.92,,,,,,141.058244471208,-2.62909288130064,5045,5165
Canada,193,11.1,,,,,5395,4856,4575,4660,4830,5065,5150,4390,4370,4450,4490,4530,5390,28,weekly,,5219.1,175.9,5600.2,160979.8,3.48,3.37,,,,,,145.632502016418,4.57425754521052,,5395
Canada,200,10.06,,,,,5275,4793,4550,4720,4860,4780,5055,4350,4455,4405,4740,4505,5430,29,weekly,,5151.1,123.9,5724.1,166130.9,3.45,2.41,,,,,,148.854506051959,3.22200403554055,,5275
Canada,207,8.12,,,,,5275,4879,4730,4755,4915,4935,5060,4310,4305,4280,4350,4510,5520,30,weekly,,5193.1,81.9,5806,171324,3.39,1.58,,,,,,150.984305329689,2.1297992777302,,5275
Canada,214,9.19,,,,,5230,4790,4520,4700,4860,4940,4930,4195,4340,4490,4455,4515,5560,31,weekly,,5185.1,44.9,5850.9,176509.1,3.31,0.87,,,,,,152.151924225538,1.16761889584964,,5230
Canada,221,7.96,,,,,5235,4849,4515,4895,4950,4935,4950,4300,4255,4525,4390,4605,5480,32,weekly,,5207.1,27.9,5878.8,181716.2,3.24,0.54,,,,,,152.877460243227,0.725536017688308,,5235
Canada,228,11.43,,,,,5410,4855,4635,4885,4750,4960,5045,4425,4365,4390,4415,4480,5745,33,weekly,,5182.1,227.9,6106.7,186898.3,3.27,4.4,,,,,,158.803971298107,5.92651105488048,,5410
Canada,235,12.16,,,,,5415,4828,4600,4735,4900,4865,5040,4355,4400,4415,4395,4625,5660,34,weekly,,5192.1,222.9,6329.6,192090.4,3.3,4.29,,,,,,164.600457977058,5.79648667895068,,5415
Canada,242,7.3,,,,,5250,4893,4665,4820,4945,4935,5100,4310,4315,4440,4470,4665,5835,35,weekly,,5234.1,15.9,6345.5,197324.5,3.22,0.3,,,,,,165.013935492515,0.413477515456778,,5250
Canada,249,10.94,,,,,5445,4908,4600,4760,5040,5085,5055,4420,4290,4415,4505,4735,6100,36,weekly,,5276.1,168.9,6514.4,202600.6,3.22,3.2,,,,,,169.406158911423,4.39222341890879,,5445
Canada,256,7.86,,,,,5325,4937,4735,4905,5050,5030,4965,4440,4240,4455,4380,4575,5975,37,weekly,,5265.1,59.9,6574.3,207865.7,3.16,1.14,,,,,,170.963850935062,1.55769202363906,,5325
Canada,263,10.3,,,,,5460,4950,4785,4845,5000,5105,5015,4620,4510,4410,4470,4865,5970,38,weekly,,5297.1,162.9,6737.2,213162.8,3.16,3.08,,,,,,175.200045102855,4.23619416779303,,5460
Canada,270,12.81,,,,,5740,5088,4880,4970,5065,5165,5360,4470,4475,4615,4595,4880,6055,39,weekly,,5426.1,313.9,7051.1,218588.9,3.23,5.79,,,,,,183.362975423729,8.16293032087311,,5740
Canada,277,9.84,,,,,5705,5194,5025,5130,5145,5250,5420,4780,4580,4585,4835,4865,6020,40,weekly,,5523.1,181.9,7233,224112,3.23,3.29,,,,,,188.093262220055,4.73028679632628,,5705
Canada,284,11.12,,,,,5785,5206,5080,5195,5175,5295,5285,4755,4540,4630,4680,4800,6210,41,weekly,,5554.1,230.9,7463.89999999999,229666.1,3.25,4.16,,,,,,194.097787900493,6.00452568043836,,5785
Canada,291,8.16,,,,,5710,5279,5045,5200,5180,5370,5600,4715,4670,4820,4670,5080,6240,42,weekly,,5645.1,64.9,7528.79999999999,235311.2,3.2,1.15,,,,,,195.785504300062,1.68771639956886,,5710
Canada,298,9.05,,,,,5745,5268,5025,5235,5175,5405,5500,4695,4550,4710,4665,4930,6030,43,weekly,,5632.1,112.9,7641.69999999999,240943.3,3.17,2,,,,,,198.721454708557,2.93595040849498,,5745
Canada,305,10.55,,,,,5900,5337,4955,5315,5440,5485,5490,4750,4675,4705,4835,4855,6095,44,weekly,,5710.1,189.9,7831.59999999999,246653.4,3.18,3.33,,,,,,203.659780506371,4.93832579781397,,5900
Canada,312,17.87,,,,,6260,5311,5040,5115,5420,5420,5560,4610,4575,4810,4875,5055,6150,45,weekly,,5656.1,603.9,8435.49999999999,252309.5,3.34,10.68,,,,,,219.364124631173,15.7043441248018,,6260
Canada,319,15.64,,,,,6145,5314,5050,5075,5415,5425,5605,4675,4665,4770,4875,5045,5945,46,weekly,,5678.1,466.9,8902.39999999999,257987.6,3.45,8.22,,,,,,231.505800855498,12.1416762243251,,6145
Canada,326,15.23,,,,,6145,5333,4970,5295,5445,5400,5555,4715,4705,4685,4795,5155,6010,47,weekly,,5711.1,433.9,9336.29999999999,263698.7,3.54,7.6,,,,,,242.789316198686,11.2835153431884,,6145
Canada,333,16.44,,,,,6290,5402,5175,5325,5455,5460,5595,4865,4705,4860,4900,5310,6145,48,weekly,,5732.1,557.9,9894.19999999999,269430.8,3.67,9.73,,,,,,257.297436064934,14.5081198662476,,6290
Canada,340,19.9,,,,,6500,5421,5270,5165,5435,5555,5680,4705,4660,4975,4975,5280,6030,49,weekly,,5771.1,728.9,10623.1,275201.9,3.86,12.63,,,,,,276.252389587981,18.9549535230469,,6500
Canada,347,20.4,,,,,6580,5465,5035,5505,5655,5460,5670,4835,4780,4980,4965,5285,6245,50,weekly,,5877.1,702.9,11326,281079,4.03,11.96,,,,,,294.531216356193,18.2788267682119,,6580
Canada,354,15.54,,,,,6445,5578,5035,5765,5890,5605,5595,5140,4820,5450,5225,5560,6245,51,weekly,,5946.1,498.9,11824.9,287025.1,4.12,8.39,,,,,,307.505048586468,12.9738322302759,,6445
Canada,361,16.72,,,,,6660,5706,5225,5825,5995,5640,5845,5190,4940,5625,5365,5865,6220,52,weekly,,6037.1,622.9,12447.8,293062.2,4.25,10.32,,,,,,323.703485339803,16.198436753335,,6660
Canada,368,18.73,,,,,6775,5706,,,,,,,,,,6235,,53,weekly,,6037.1,737.9,13185.7,299099.3,4.41,12.22,,,,,,342.892482739524,19.1889973997205,,6775
Canada,375,12.16,,,,,,,,,,,,,,,,,,1,weekly,,6528.5,276.5,13462.2,305627.8,4.4,4.24,,,,,,350.082830728442,7.19034798891818,,6805
Canada,382,11.23,,,,,,,,,,,,,,,,,,2,weekly,,6567.5,207.5,13669.7,312195.3,4.38,3.16,,,,,,355.478842329529,5.39601160108688,,6775
Canada,389,11.87,,,,,,,,,,,,,,,,,,3,weekly,,6526.5,228.5,13898.2,318721.8,4.36,3.5,,,,,,361.420956309521,5.94211397999206,,6755
Canada,396,12.93,,,,,,,,,,,,,,,,,,4,weekly,,6434.5,230.5,14128.7,325156.3,4.35,3.58,,,,,,367.415080039885,5.99412373036398,,6665
Canada,403,12.1,,,,,,,,,,,,,,,,,,5,weekly,,6221.5,253.5,14382.2,331377.8,4.34,4.07,,,,,,374.007315899526,6.59223585964108,,6475
Canada,410,6.51,,,,,,,,,,,,,,,,,,6,weekly,,6224.5,-104.5,14277.7,337602.3,4.23,-1.68,,,,,,371.289806442593,-2.71750945693291,,6120
Canada,417,5.84,,,,,,,,,,,,,,,,,,7,weekly,,6218.5,-148.5,14129.2,343820.8,4.11,-2.39,,,,,,367.428082477478,-3.86172396511519,,6070
Canada,424,4.92,,,,,,,,,,,,,,,,,,8,weekly,,6169.5,-179.5,13949.7,349990.3,3.99,-2.91,,,,,,362.760207381598,-4.66787509587998,,5990
Canada,431,6.33,,,,,,,,,,,,,,,,,,9,weekly,,6094.5,-99.5,13850.2,356084.8,3.89,-1.63,,,,,,360.172722300595,-2.58748508100311,,5995
Canada,438,3.11,,,,,,,,,,,,,,,,,,10,weekly,,6107.5,-312.5,13537.7,362192.3,3.74,-5.12,,,,,,352.046198804982,-8.12652349561277,,5795
Canada,445,1.99,,,,,,,,,,,,,,,,,,11,weekly,,6001.5,-366.5,13171.2,368193.8,3.58,-6.11,,,,,,342.515412049327,-9.53078675565466,,5635
Canada,452,4.4,,,,,,,,,,,,,,,,,,12,weekly,,5977.5,-232.5,12938.7,374171.3,3.46,-3.89,,,,,,336.469278568592,-6.0461334807359,,5745
Canada,459,3.77,,,,,,,,,,,,,,,,,,13,weekly,,5922.5,-252.5,12686.2,380093.8,3.34,-4.26,,,,,,329.903047584136,-6.56623098445512,,5670
Canada,466,9.48,,,,,,,,,,,,,,,,,,14,weekly,,5870.5,9.5,12695.7,385964.3,3.29,0.16,,,,,,330.150093898403,0.247046314266628,,5880
Canada,473,7.26,,,,,,,,,,,,,,,,,,15,weekly,,5778.5,-28.5,12667.2,391742.8,3.23,-0.49,,,,,,329.408954955603,-0.741138942799885,,5750
Canada,480,9.02,,,,,,,,,,,,,,,,,,16,weekly,,5779.5,-14.5,12652.7,397522.3,3.18,-0.25,,,,,,329.031884265407,-0.377070690196433,,5765
Canada,487,13.83,,,,,,,,,,,,,,,,,,17,weekly,,5725.5,249.5,12902.2,403247.8,3.2,4.36,,,,,,335.520100624304,6.48821635889724,,5975
Canada,494,11.7,,,,,,,,,,,,,,,,,,18,weekly,,5744.5,165.5,13067.7,408992.3,3.2,2.88,,,,,,339.82390746758,4.30380684327652,,5910
Canada,501,12.58,,,,,,,,,,,,,,,,,,19,weekly,,5654.5,160.5,13228.2,414646.8,3.19,2.84,,,,,,343.997689934927,4.17378246734672,,5815
Canada,508,15.39,,,,,,,,,,,,,,,,,,20,weekly,,5534.5,290.5,13518.7,420181.3,3.22,5.25,,,,,,351.552106176449,7.55441624152163,,5825
Canada,515,6.33,,,,,,,,,,,,,,,,,,21,weekly,,5489.5,-134.5,13384.2,425670.8,3.14,-2.45,,,,,,348.054450463937,-3.49765571251174,,5355
Canada,522,15.14,,,,,,,,,,,,,,,,,,22,weekly,,5429.5,235.5,13619.7,431100.3,3.16,4.34,,,,,,354.178598570231,6.12414810629378,,5665
Canada,529,8.74,,,,,,,,,,,,,,,,,,23,weekly,,5380.5,-20.5,13599.2,436480.8,3.12,-0.38,,,,,,353.645498628919,-0.533099941312198,,5360
Canada,536,10.2,,,,,,,,,,,,,,,,,,24,weekly,,5372.5,27.5,13626.7,441853.3,3.08,0.51,,,,,,354.360632696533,0.715134067613924,,5400
Canada,543,9.32,,,,,,,,,,,,,,,,,,25,weekly,,5328.5,-3.5,13623.2,447181.8,3.05,-0.07,,,,,,354.269615633382,-0.091017063150863,,5325
Canada,550,26.13,,,,,,,,,,,,,,,,,,26,weekly,,5360.5,794.5,14417.7,452542.3,3.19,14.82,,,,,,374.930488968628,20.6608733352459,,6155
Canada,557,10.6,,,,,,,,,,,,,,,,,,27,weekly,,5379.5,45.5,14463.2,457921.8,3.16,0.85,,,,,,376.113710789589,1.18322182096122,,5425
Canada,564,11,,,,,,,,,,,,,,,,,,28,weekly,,5332.5,57.5,14520.7,463254.3,3.13,1.08,,,,,,377.608991112782,1.49528032319275,,5390
Canada,571,13.29,,,,,,,,,,,,,,,,,,29,weekly,,5264.5,165.5,14686.2,468518.8,3.13,3.14,,,,,,381.912797956058,4.30380684327652,,5430
Canada,578,13.14,,,,,,,,,,,,,,,,,,30,weekly,,5306.5,213.5,14899.7,473825.3,3.14,4.02,,,,,,387.464838808261,5.55204085220264,,5520
Canada,585,16.08,,,,,,,,,,,,,,,,,,31,weekly,,5298.5,261.5,15161.2,479123.8,3.16,4.94,,,,,,394.26511366939,6.80027486112877,,5560
Canada,592,13.01,,,,,,,,,,,,,,,,,,32,weekly,,5320.5,159.5,15320.7,484444.3,3.16,3,,,,,,398.41289126155,4.14777759216076,,5480
Canada,599,18.33,,,,,,,,,,,,,,,,,,33,weekly,,5295.5,449.5,15770.2,489739.8,3.22,8.49,,,,,,410.10208265764,11.6891913960894,,5745
Canada,606,17.23,,,,,,,,,,,,,,,,,,34,weekly,,5305.5,354.5,16124.7,495045.3,3.26,6.68,,,,,,419.320810911063,9.21872825342313,,5660
Canada,613,19.25,,,,,,,,,,,,,,,,,,35,weekly,,5347.5,487.5,16612.2,500392.8,3.32,9.12,,,,,,431.998187564219,12.6773766531559,,5835
Canada,620,24.29,,,,,,,,,,,,,,,,,,36,weekly,,5389.5,710.5,17322.7,505782.3,3.42,13.18,,,,,,450.474651383844,18.4764638196252,,6100
Canada,627,21.02,,,,,,,,,,,,,,,,,,37,weekly,,5378.5,596.5,17919.2,511160.8,3.51,11.09,,,,,,465.98655943227,15.5119080484257,,5975
Canada,634,20.61,,,,,,,,,,,,,,,,,,38,weekly,,5410.5,559.5,18478.7,516571.3,3.58,10.34,,,,,,480.536287098815,14.5497276665451,,5970
Canada,641,19.01,,,,,,,,,,,,,,,,,,39,weekly,,5539.5,515.5,18994.2,522110.8,3.64,9.31,,,,,,493.941800257178,13.4055131583628,,6055
Canada,648,15.9,,,,,,,,,,,,,,,,,,40,weekly,,5636.5,383.5,19377.7,527747.3,3.67,6.8,,,,,,503.914669890994,9.97286963381599,,6020
Canada,655,19.29,,,,,,,,,,,,,,,,,,41,weekly,,5667.5,542.5,19920.2,533414.8,3.73,9.57,,,,,,518.022314679377,14.1076447883838,,6210
Canada,662,18.2,,,,,,,,,,,,,,,,,,42,weekly,,5758.5,481.5,20401.7,539173.3,3.78,8.36,,,,,,530.543662081418,12.5213474020402,,6240
Canada,669,14.46,,,,,,,,,,,,,,,,,,43,weekly,,5745.5,284.5,20686.2,544918.8,3.8,4.95,,,,,,537.942049071823,7.39838699040587,,6030
Canada,676,14.2,,,,,,,,,,,,,,,,,,44,weekly,,5823.5,271.5,20957.7,550742.3,3.81,4.66,,,,,,545.002372684812,7.06032361298838,,6095
Canada,683,15.8,,,,,,,,,,,,,,,,,,45,weekly,,5769.5,380.5,21338.2,556511.8,3.83,6.6,,,,,,554.89722769307,9.89485500825811,,6150
Canada,690,11.87,,,,,,,,,,,,,,,,,,46,weekly,,5791.5,153.5,21491.7,562303.3,3.82,2.65,,,,,,558.888976034115,3.99174834104499,,5945
Canada,697,12.69,,,,,,,,,,,,,,,,,,47,weekly,,5824.5,185.5,21677.2,568127.8,3.82,3.18,,,,,,563.712880381111,4.82390434699574,,6010
Canada,704,13.75,,,,,,,,,,,,,,,,,,48,weekly,,5845.5,299.5,21976.7,573973.3,3.83,5.12,,,,,,571.501340499306,7.78846011819528,,6145
Canada,711,11.23,,,,,,,,,,,,,,,,,,49,weekly,,5884.5,145.5,22122.2,579857.8,3.82,2.47,,,,,,575.285049838863,3.78370933955731,,6030
Canada,718,14.27,,,,,,,,,,,,,,,,,,50,weekly,,5990.5,254.5,22376.7,585848.3,3.82,4.25,,,,,,581.90329057369,6.61824073482704,,6245
Canada,725,11.96,,,,,,,,,,,,,,,,,,51,weekly,,6059.5,185.5,22562.2,591907.8,3.81,3.06,,,,,,586.727194920686,4.82390434699574,,6245
Canada,732,9.01,,,,,,,,,,,,,,,,,,52,weekly,,6150.5,69.5,22631.7,598058.3,3.78,1.13,,,,,,588.53453374611,1.80733882542428,,6220
Canada,739,13.15,,,,,,,,,,,,,,,,,,1,weekly,,6641.9,223.1,22854.8,604700.2,3.78,3.36,,,,,,594.336221400098,5.80168765398787,,6865
Canada,746,24.12,,,,,,,,,,,,,,,,,,2,weekly,,6680.9,879.1,23733.9,611381.1,3.88,13.16,,,,,,617.197107176076,22.8608857759782,,7560
Canada,753,30.76,,,,,,,,,,,,,,,,,,3,weekly,,6639.9,1255.1,24989,618021,4.04,18.9,,,,,,649.835826021976,32.6387188458995,,7895
Canada,760,30.8,,,,,,,,,,,,,,,,,,4,weekly,,6547.9,1172.1,26161.1,624568.9,4.19,17.9,,,,,,680.31614022744,30.4803142054647,,7720
Canada,767,28.55,,,,,,,,,,,,,,,,,,5,weekly,,6334.9,1090.1,27251.2,630903.8,4.32,17.21,,,,,,708.664054667656,28.3479144402159,,7425
Canada,774,23.22,,,,,,,,,,,,,,,,,,6,weekly,,6337.9,742.1,27993.3,637241.7,4.39,11.71,,,,,,727.962272543158,19.2982178755016,,7080
Canada,781,16.48,,,,,,,,,,,,,,,,,,7,weekly,,6331.9,348.1,28341.4,643573.6,4.4,5.5,,,,,,737.014569595391,9.05229705223298,,6680
Canada,788,12.37,,,,,,,,,,,,,,,,,,8,weekly,,6282.9,132.1,28473.5,649856.5,4.38,2.1,,,,,,740.449813607456,3.43524401206543,,6415
Canada,795,11.92,,,,,,,,,,,,,,,,,,9,weekly,,6207.9,102.1,28575.6,656064.4,4.36,1.64,,,,,,743.104911363943,2.6550977564866,,6310
Canada,802,8.19,,,,,,,,,,,,,,,,,,10,weekly,,6220.9,-140.9,28434.7,662285.3,4.29,-2.26,,,,,,739.440824450241,-3.66408691370189,,6080
Canada,809,8.87,,,,,,,,,,,,,,,,,,11,weekly,,6114.9,-99.9,28334.8,668400.2,4.24,-1.63,,,,,,736.842937419163,-2.59788703107749,,6015
Canada,816,6.12,,,,,,,,,,,,,,,,,,12,weekly,,6090.9,-250.9,28083.9,674491.1,4.16,-4.12,,,,,,730.318314235006,-6.52462318415758,,5840
Canada,823,5.87,,,,,,,,,,,,,,,,,,13,weekly,,6035.9,-250.9,27833,680527,4.09,-4.16,,,,,,723.793691050848,-6.52462318415758,,5785
Canada,830,13.39,,,,,,,,,,,,,,,,,,14,weekly,,5983.9,106.1,27939.1,686510.9,4.07,1.77,,,,,,726.552808308078,2.75911725723045,,6090
Canada,837,11.08,,,,,,,,,,,,,,,,,,15,weekly,,5891.9,63.1,28002.2,692402.8,4.04,1.07,,,,,,728.193715932312,1.64090762423413,,5955
Canada,844,13.18,,,,,,,,,,,,,,,,,,16,weekly,,5892.9,92.1,28094.3,698295.7,4.02,1.56,,,,,,730.58876493694,2.395049004627,,5985
Canada,851,14.78,,,,,,,,,,,,,,,,,,17,weekly,,5838.9,186.1,28280.4,704134.6,4.02,3.19,,,,,,735.428272209047,4.83950727210732,,6025
Canada,858,16.33,,,,,,,,,,,,,,,,,,18,weekly,,5857.9,297.1,28577.5,709992.5,4.03,5.07,,,,,,743.154320626796,7.72604841774897,,6155
Canada,865,22.36,,,,,,,,,,,,,,,,,,19,weekly,,5767.9,552.1,29129.6,715760.4,4.07,9.57,,,,,,757.511612216965,14.357291590169,,6320
Canada,872,15.99,,,,,,,,,,,,,,,,,,20,weekly,,5647.9,207.1,29336.7,721408.3,4.07,3.67,,,,,,762.897221867977,5.3856096510125,,5855
Canada,879,13.09,,,,,,,,,,,,,,,,,,21,weekly,,5602.9,92.1,29428.8,727011.2,4.05,1.64,,,,,,765.292270872604,2.395049004627,,5695
Canada,886,13.01,,,,,,,,,,,,,,,,,,22,weekly,,5542.9,17.1,29445.9,732554.1,4.02,0.31,,,,,,765.736954238284,0.444683365679931,,5560
