Entity,Year,Product complexity index (PCI) SITC classification - OEC (2016)
Hygienic Rubber Articles,1975,.48585299
Hygienic Rubber Articles,1976,.45627999
Hygienic Rubber Articles,1977,.37274
Hygienic Rubber Articles,1978,.52967203
Hygienic Rubber Articles,1979,.289202
Hygienic Rubber Articles,1980,.477189
Hygienic Rubber Articles,1981,.160096
Hygienic Rubber Articles,1982,.056729998
Hygienic Rubber Articles,1983,.35670999
Hygienic Rubber Articles,1984,.60006899
Hygienic Rubber Articles,1985,.61724401
Hygienic Rubber Articles,1986,.44963399
Hygienic Rubber Articles,1987,.42221099
Hygienic Rubber Articles,1988,.61853802
Hygienic Rubber Articles,1989,.36172199
Hygienic Rubber Articles,1990,.237371
Hygienic Rubber Articles,1991,.56523901
Hygienic Rubber Articles,1992,.57791197
Hygienic Rubber Articles,1993,.174697
Hygienic Rubber Articles,1994,.227771
Hygienic Rubber Articles,1995,.65476298
Hygienic Rubber Articles,1996,.70661497
Hygienic Rubber Articles,1997,.51138502
Hygienic Rubber Articles,1998,.35621399
Hygienic Rubber Articles,1999,.057145
Hygienic Rubber Articles,2000,-.0077499999
Hygienic Rubber Articles,2001,.485376
Hygienic Rubber Articles,2002,-.028437
Hygienic Rubber Articles,2003,.074879996
Hygienic Rubber Articles,2004,.58335501
Hygienic Rubber Articles,2005,.508968
Hygienic Rubber Articles,2006,.070357002
Hygienic Rubber Articles,2007,.116806
Hygienic Rubber Articles,2008,.50369197
Hygienic Rubber Articles,2009,.66221201
Hygienic Rubber Articles,2010,.265145
Hygienic Rubber Articles,2011,.380119
Hygienic Rubber Articles,2012,.26051301
Hygienic Rubber Articles,2013,.64503598
Hygienic Rubber Articles,2014,.27544701
Hygienic Rubber Articles,2015,.32872099
Hygienic Rubber Articles,2016,.60830998
Imitation Jewellery,1962,.71452802
Imitation Jewellery,1963,.81444597
Imitation Jewellery,1964,.50459498
Imitation Jewellery,1965,.27835
Imitation Jewellery,1966,.904957
Imitation Jewellery,1967,.63586098
Imitation Jewellery,1968,.63816798
Imitation Jewellery,1969,.78750199
Imitation Jewellery,1970,.65194398
Imitation Jewellery,1971,-.260102
Imitation Jewellery,1972,.165231
Imitation Jewellery,1973,.30911699
Imitation Jewellery,1974,.423953
Imitation Jewellery,1975,.023134001
Imitation Jewellery,1976,.37858
Imitation Jewellery,1977,.370673
Imitation Jewellery,1978,.34714901
Imitation Jewellery,1979,.441816
Imitation Jewellery,1980,-.076273002
Imitation Jewellery,1981,.31547901
Imitation Jewellery,1982,.109289
Imitation Jewellery,1983,.041228998
Imitation Jewellery,1984,.12830999
Imitation Jewellery,1985,-.083898
Imitation Jewellery,1986,-.16632
Imitation Jewellery,1987,-.203372
Imitation Jewellery,1988,-.522551
Imitation Jewellery,1989,-.277679
Imitation Jewellery,1990,-.33937299
Imitation Jewellery,1991,-.50982898
Imitation Jewellery,1992,-.819785
Imitation Jewellery,1993,-.98475498
Imitation Jewellery,1994,-1.1275001
Imitation Jewellery,1995,-.53311503
Imitation Jewellery,1996,-.54266602
Imitation Jewellery,1997,-.79889899
Imitation Jewellery,1998,-.60490102
Imitation Jewellery,1999,-.66012698
Imitation Jewellery,2000,-.62583899
Imitation Jewellery,2001,.33543801
Imitation Jewellery,2002,.206071
Imitation Jewellery,2003,.233339
Imitation Jewellery,2004,.31684101
Imitation Jewellery,2005,.33023599
Imitation Jewellery,2006,.123295
Imitation Jewellery,2007,.120474
Imitation Jewellery,2008,.10403
Imitation Jewellery,2009,.24999499
Imitation Jewellery,2010,-.800713
Imitation Jewellery,2011,-.283196
Imitation Jewellery,2012,-.067759499
Imitation Jewellery,2013,.53415197
Imitation Jewellery,2014,.42287201
Imitation Jewellery,2015,.217228
Imitation Jewellery,2016,.46719801
Improved Wood,1962,-.040879399
Improved Wood,1963,.174088
Improved Wood,1964,.58696401
Improved Wood,1965,.63152301
Improved Wood,1966,.71967798
Improved Wood,1967,.49582899
Improved Wood,1968,.60177201
Improved Wood,1969,.51178402
Improved Wood,1970,.74044597
Improved Wood,1971,-.38109401
Improved Wood,1972,.75915003
Improved Wood,1973,.77791703
Improved Wood,1974,.63079602
Improved Wood,1975,.87256497
Improved Wood,1976,.56995702
Improved Wood,1977,.63835102
Improved Wood,1978,.84215403
Improved Wood,1979,.414094
Improved Wood,1980,.129225
Improved Wood,1981,.0079349997
Improved Wood,1982,.206733
Improved Wood,1983,.082102999
Improved Wood,1984,.115962
Improved Wood,1985,.23331501
Improved Wood,1986,.331839
Improved Wood,1987,.32823601
Improved Wood,1988,.126681
Improved Wood,1989,.048507001
Improved Wood,1990,.149664
Improved Wood,1991,.31073001
Improved Wood,1992,.199145
Improved Wood,1993,.275718
Improved Wood,1994,.15129
Improved Wood,1995,.26964599
Improved Wood,1996,.19988599
Improved Wood,1997,.51453102
Improved Wood,1998,.408171
Improved Wood,1999,.50158203
Improved Wood,2000,.138798
Improved Wood,2001,.22121499
Improved Wood,2002,.16175701
Improved Wood,2003,.29522899
Improved Wood,2004,.195723
Improved Wood,2005,.041455001
Improved Wood,2006,.258744
Improved Wood,2007,.49417701
Improved Wood,2008,.39804199
Improved Wood,2009,.051824
Improved Wood,2010,.391085
Improved Wood,2011,-.109547
Improved Wood,2012,-.208189
Improved Wood,2013,-.0599594
Improved Wood,2014,-.27779901
Improved Wood,2015,-.109015
Improved Wood,2016,-.112709
Industrial Diamonds,1962,-1.24675
Industrial Diamonds,1963,-.48862299
Industrial Diamonds,1964,-.96068197
Industrial Diamonds,1965,-.74796999
Industrial Diamonds,1966,-.47547799
Industrial Diamonds,1967,-1.02995
Industrial Diamonds,1968,-.64204299
Industrial Diamonds,1969,-.67700303
Industrial Diamonds,1970,-.65777498
Industrial Diamonds,1971,1.83946
Industrial Diamonds,1972,-.277908
Industrial Diamonds,1973,-.59612602
Industrial Diamonds,1974,-.83921498
Industrial Diamonds,1975,-.78006101
Industrial Diamonds,1976,-1.22369
Industrial Diamonds,1977,-1.6333801
Industrial Diamonds,1978,-.81755799
Industrial Diamonds,1979,-1.1290801
Industrial Diamonds,1980,-.799393
Industrial Diamonds,1981,-.953601
Industrial Diamonds,1982,-.88271201
Industrial Diamonds,1983,-.88305402
Industrial Diamonds,1984,-1.1634099
Industrial Diamonds,1985,-.70130998
Industrial Diamonds,1986,-.909531
Industrial Diamonds,1987,-.66334701
Industrial Diamonds,1988,-1.1046799
Industrial Diamonds,1989,-1.19769
Industrial Diamonds,1990,-1.05073
Industrial Diamonds,1991,-.30548301
Industrial Diamonds,1992,-.30683199
Industrial Diamonds,1993,-.146998
Industrial Diamonds,1994,-.78633499
Industrial Diamonds,1995,-.31205499
Industrial Diamonds,1996,-.47350901
Industrial Diamonds,1997,-.45977101
Industrial Diamonds,1998,-.34900099
Industrial Diamonds,1999,-1.14211
Industrial Diamonds,2000,-.172712
Industrial Diamonds,2001,-.58228499
Industrial Diamonds,2002,-1.22434
Industrial Diamonds,2003,-.94506902
Industrial Diamonds,2004,-1.06031
Industrial Diamonds,2005,-1.15258
Industrial Diamonds,2006,-.75142503
Industrial Diamonds,2007,-1.20929
Industrial Diamonds,2008,-1.4258
Industrial Diamonds,2009,-1.42836
Industrial Diamonds,2010,-1.40958
Industrial Diamonds,2011,-.467379
Industrial Diamonds,2012,-.56231499
Industrial Diamonds,2013,-1.2685601
Industrial Diamonds,2014,-1.49886
Industrial Diamonds,2015,-1.20594
Industrial Diamonds,2016,-1.06541
Industrial Furnaces and Ovens,1976,.75806302
Industrial Furnaces and Ovens,1977,1.22592
Industrial Furnaces and Ovens,1978,1.2182699
Industrial Furnaces and Ovens,1979,1.32704
Industrial Furnaces and Ovens,1980,1.32207
Industrial Furnaces and Ovens,1981,.73305798
Industrial Furnaces and Ovens,1982,1.47057
Industrial Furnaces and Ovens,1983,.96820003
Industrial Furnaces and Ovens,1984,1.17752
Industrial Furnaces and Ovens,1985,.933963
Industrial Furnaces and Ovens,1986,1.33647
Industrial Furnaces and Ovens,1987,1.3990099
Industrial Furnaces and Ovens,1988,1.52878
Industrial Furnaces and Ovens,1989,1.4234101
Industrial Furnaces and Ovens,1990,1.56391
Industrial Furnaces and Ovens,1991,1.72752
Industrial Furnaces and Ovens,1992,1.27405
Industrial Furnaces and Ovens,1993,1.42445
Industrial Furnaces and Ovens,1994,1.37322
Industrial Furnaces and Ovens,1995,1.3367701
Industrial Furnaces and Ovens,1996,1.0621001
Industrial Furnaces and Ovens,1997,1.78866
Industrial Furnaces and Ovens,1998,1.58496
Industrial Furnaces and Ovens,1999,1.2015001
Industrial Furnaces and Ovens,2000,.84691298
Industrial Furnaces and Ovens,2001,1.72729
Industrial Furnaces and Ovens,2002,1.52268
Industrial Furnaces and Ovens,2003,1.60253
Industrial Furnaces and Ovens,2004,1.43353
Industrial Furnaces and Ovens,2005,1.2052
Industrial Furnaces and Ovens,2006,1.28303
Industrial Furnaces and Ovens,2007,1.77924
Industrial Furnaces and Ovens,2008,1.3631901
Industrial Furnaces and Ovens,2009,1.62465
Industrial Furnaces and Ovens,2010,1.0433199
Industrial Furnaces and Ovens,2011,1.02749
Industrial Furnaces and Ovens,2012,1.23167
Industrial Furnaces and Ovens,2013,.94974703
Industrial Furnaces and Ovens,2014,1.22934
Industrial Furnaces and Ovens,2015,1.37396
Industrial Furnaces and Ovens,2016,1.18151
Inedible Flours of Meat and Fish,1962,-1.17255
Inedible Flours of Meat and Fish,1963,-1.37211
Inedible Flours of Meat and Fish,1964,-1.04026
Inedible Flours of Meat and Fish,1965,-.79522002
Inedible Flours of Meat and Fish,1966,-.87503898
Inedible Flours of Meat and Fish,1967,-1.11255
Inedible Flours of Meat and Fish,1968,-1.0759799
Inedible Flours of Meat and Fish,1969,-.99723899
Inedible Flours of Meat and Fish,1970,-.98508298
Inedible Flours of Meat and Fish,1971,-.63380802
Inedible Flours of Meat and Fish,1972,-1.14792
Inedible Flours of Meat and Fish,1973,-.92569
Inedible Flours of Meat and Fish,1974,-1.03285
Inedible Flours of Meat and Fish,1975,-1.2175
Inedible Flours of Meat and Fish,1976,-1.08407
Inedible Flours of Meat and Fish,1977,-1.19111
Inedible Flours of Meat and Fish,1978,-1.2843601
Inedible Flours of Meat and Fish,1979,-1.33675
Inedible Flours of Meat and Fish,1980,-1.3432
Inedible Flours of Meat and Fish,1981,-1.25857
Inedible Flours of Meat and Fish,1982,-1.41808
Inedible Flours of Meat and Fish,1983,-1.29208
Inedible Flours of Meat and Fish,1984,-1.00734
Inedible Flours of Meat and Fish,1985,-1.26317
Inedible Flours of Meat and Fish,1986,-1.2199399
Inedible Flours of Meat and Fish,1987,-1.07734
Inedible Flours of Meat and Fish,1988,-.94007301
Inedible Flours of Meat and Fish,1989,-1.01047
Inedible Flours of Meat and Fish,1990,-1.27593
Inedible Flours of Meat and Fish,1991,-1.3085999
Inedible Flours of Meat and Fish,1992,-1.1504101
Inedible Flours of Meat and Fish,1993,-.952066
Inedible Flours of Meat and Fish,1994,-1.24044
Inedible Flours of Meat and Fish,1995,-1.15911
Inedible Flours of Meat and Fish,1996,-1.29914
Inedible Flours of Meat and Fish,1997,-1.37991
Inedible Flours of Meat and Fish,1998,-1.33288
Inedible Flours of Meat and Fish,1999,-1.09382
Inedible Flours of Meat and Fish,2000,-1.20836
Inedible Flours of Meat and Fish,2001,-1.28126
Inedible Flours of Meat and Fish,2002,-1.22095
Inedible Flours of Meat and Fish,2003,-1.3914599
Inedible Flours of Meat and Fish,2004,-1.46152
Inedible Flours of Meat and Fish,2005,-1.32708
Inedible Flours of Meat and Fish,2006,-1.48733
Inedible Flours of Meat and Fish,2007,-1.4525599
Inedible Flours of Meat and Fish,2008,-1.37209
Inedible Flours of Meat and Fish,2009,-1.5033799
Inedible Flours of Meat and Fish,2010,-1.26574
Inedible Flours of Meat and Fish,2011,-1.62371
Inedible Flours of Meat and Fish,2012,-1.58719
Inedible Flours of Meat and Fish,2013,-1.46578
Inedible Flours of Meat and Fish,2014,-1.48406
Inedible Flours of Meat and Fish,2016,-1.5201499
Initiating Devices,1962,.58953702
Initiating Devices,1963,1.04224
Initiating Devices,1964,.93334401
Initiating Devices,1965,.90041101
Initiating Devices,1966,.25546399
Initiating Devices,1967,.165585
Initiating Devices,1968,.41637701
Initiating Devices,1969,.89466703
Initiating Devices,1970,.34198099
Initiating Devices,1971,.99732399
Initiating Devices,1972,.49382401
Initiating Devices,1973,.13450301
Initiating Devices,1974,-.100075
Initiating Devices,1975,.243176
Initiating Devices,1976,.0056560002
Initiating Devices,1977,.085591003
Initiating Devices,1978,.263156
Initiating Devices,1979,.42901099
Initiating Devices,1980,.177783
Initiating Devices,1981,.039779
Initiating Devices,1982,.39689001
Initiating Devices,1983,.045400999
Initiating Devices,1984,.40810001
Initiating Devices,1985,.231381
Initiating Devices,1986,.71427399
Initiating Devices,1987,.321383
Initiating Devices,1988,.60118401
Initiating Devices,1989,.66531903
Initiating Devices,1990,.244412
Initiating Devices,1991,.228742
Initiating Devices,1992,.51324397
Initiating Devices,1993,.234833
Initiating Devices,1994,.165833
Initiating Devices,1995,.25218901
Initiating Devices,1996,.32143599
Initiating Devices,1997,.27733201
Initiating Devices,1998,.36006501
Initiating Devices,1999,-.071957998
Initiating Devices,2000,-.05381
Initiating Devices,2001,-.375236
Initiating Devices,2002,-.519225
Initiating Devices,2003,-.270915
Initiating Devices,2004,-.21167
Initiating Devices,2005,-.097824
Initiating Devices,2006,-.39493999
Initiating Devices,2007,-.327849
Initiating Devices,2008,-.626858
Initiating Devices,2009,-.26477101
Initiating Devices,2010,-.0028218101
Initiating Devices,2011,-.87165302
Initiating Devices,2012,-.98913401
Initiating Devices,2013,-.85741597
Initiating Devices,2014,-.68071097
Initiating Devices,2015,-.85025501
Initiating Devices,2016,-.31788501
Inorganic Acids and Oxygen Compounds,1962,.23676001
Inorganic Acids and Oxygen Compounds,1963,.49814001
Inorganic Acids and Oxygen Compounds,1964,.56880802
Inorganic Acids and Oxygen Compounds,1965,.69201702
Inorganic Acids and Oxygen Compounds,1966,.57474703
Inorganic Acids and Oxygen Compounds,1967,.59383702
Inorganic Acids and Oxygen Compounds,1968,.78917199
Inorganic Acids and Oxygen Compounds,1969,.39755499
Inorganic Acids and Oxygen Compounds,1970,.236825
Inorganic Acids and Oxygen Compounds,1971,-.252224
Inorganic Acids and Oxygen Compounds,1972,.255514
Inorganic Acids and Oxygen Compounds,1973,.22797801
Inorganic Acids and Oxygen Compounds,1974,.176791
Inorganic Acids and Oxygen Compounds,1975,.31778601
Inorganic Acids and Oxygen Compounds,1976,.271135
Inorganic Acids and Oxygen Compounds,1977,.015892999
Inorganic Acids and Oxygen Compounds,1978,-.078997001
Inorganic Acids and Oxygen Compounds,1979,-.171477
Inorganic Acids and Oxygen Compounds,1980,-.073848002
Inorganic Acids and Oxygen Compounds,1981,.14989001
Inorganic Acids and Oxygen Compounds,1982,-.25008801
Inorganic Acids and Oxygen Compounds,1983,-.210337
Inorganic Acids and Oxygen Compounds,1984,-.47068501
Inorganic Acids and Oxygen Compounds,1985,-.47958401
Inorganic Acids and Oxygen Compounds,1986,-.524073
Inorganic Acids and Oxygen Compounds,1987,-.58492899
Inorganic Acids and Oxygen Compounds,1988,-.56042802
Inorganic Acids and Oxygen Compounds,1989,-.36274999
Inorganic Acids and Oxygen Compounds,1990,-.431236
Inorganic Acids and Oxygen Compounds,1991,-.95154798
Inorganic Acids and Oxygen Compounds,1992,-.46559101
Inorganic Acids and Oxygen Compounds,1993,-.36577699
Inorganic Acids and Oxygen Compounds,1994,-.50571001
Inorganic Acids and Oxygen Compounds,1995,-.58030701
Inorganic Acids and Oxygen Compounds,1996,-.218016
Inorganic Acids and Oxygen Compounds,1997,-.50569999
Inorganic Acids and Oxygen Compounds,1998,-.494322
Inorganic Acids and Oxygen Compounds,1999,-.79741597
Inorganic Acids and Oxygen Compounds,2000,-.237013
Inorganic Acids and Oxygen Compounds,2001,-.814089
Inorganic Acids and Oxygen Compounds,2002,-.72414702
Inorganic Acids and Oxygen Compounds,2003,-.84007901
Inorganic Acids and Oxygen Compounds,2004,-.68515003
Inorganic Acids and Oxygen Compounds,2005,-.96204799
Inorganic Acids and Oxygen Compounds,2006,-.62823099
Inorganic Acids and Oxygen Compounds,2007,-.57592797
Inorganic Acids and Oxygen Compounds,2008,-1.081
Inorganic Acids and Oxygen Compounds,2009,-.456736
Inorganic Acids and Oxygen Compounds,2010,-.27792701
Inorganic Acids and Oxygen Compounds,2011,-.57607698
Inorganic Acids and Oxygen Compounds,2012,-.510849
Inorganic Acids and Oxygen Compounds,2013,-.64705199
Inorganic Acids and Oxygen Compounds,2014,-.73648101
Inorganic Acids and Oxygen Compounds,2015,-.72577298
Inorganic Acids and Oxygen Compounds,2016,-.80797303
Inorganic Bases,1962,.289841
Inorganic Bases,1963,-.157884
Inorganic Bases,1964,-.55226701
Inorganic Bases,1965,-.0070759999
Inorganic Bases,1966,-.57714701
Inorganic Bases,1967,-.34168401
Inorganic Bases,1968,-.25291499
Inorganic Bases,1969,-.48346299
Inorganic Bases,1970,-.61900198
Inorganic Bases,1971,.16671599
Inorganic Bases,1972,-.49138001
Inorganic Bases,1973,-.62926
Inorganic Bases,1974,-.47006801
Inorganic Bases,1975,-.416904
Inorganic Bases,1976,-.61254501
Inorganic Bases,1977,-1.2124701
Inorganic Bases,1978,-.69707203
Inorganic Bases,1979,-1.35798
Inorganic Bases,1980,-1.1452301
Inorganic Bases,1981,-1.10059
Inorganic Bases,1982,-1.19951
Inorganic Bases,1983,-.763174
Inorganic Bases,1984,-.73102498
Inorganic Bases,1985,-.74364603
Inorganic Bases,1986,-.95986098
Inorganic Bases,1987,-.31152701
Inorganic Bases,1988,-.432087
Inorganic Bases,1989,-.620327
Inorganic Bases,1990,-.468752
Inorganic Bases,1991,-.53822899
Inorganic Bases,1992,-.456485
Inorganic Bases,1993,-.32950801
Inorganic Bases,1994,-.61488301
Inorganic Bases,1995,-1.02925
Inorganic Bases,1996,-.71662098
Inorganic Bases,1997,-.73434401
Inorganic Bases,1998,-.700261
Inorganic Bases,1999,-.65332901
Inorganic Bases,2000,-.75609797
Inorganic Bases,2001,-.79443002
Inorganic Bases,2002,-.76261002
Inorganic Bases,2003,-.97248799
Inorganic Bases,2004,-.893646
Inorganic Bases,2005,-.87816101
Inorganic Bases,2006,-.741225
Inorganic Bases,2007,-.93918997
Inorganic Bases,2008,-1.34366
Inorganic Bases,2009,-1.11198
Inorganic Bases,2010,-.558397
Inorganic Bases,2011,-.67484802
Inorganic Bases,2012,-1.0222
Inorganic Bases,2013,-.79349798
Inorganic Bases,2014,-.60498399
Inorganic Bases,2015,-.72459298
Inorganic Bases,2016,-.80822003
Inorganic Chemical Products,1962,-.063220903
Inorganic Chemical Products,1963,.186507
Inorganic Chemical Products,1964,.53972697
Inorganic Chemical Products,1965,.48282599
Inorganic Chemical Products,1966,.451592
Inorganic Chemical Products,1967,.499062
Inorganic Chemical Products,1968,.70583302
Inorganic Chemical Products,1969,.72477102
Inorganic Chemical Products,1970,.67264098
Inorganic Chemical Products,1971,.099532001
Inorganic Chemical Products,1972,.74212301
Inorganic Chemical Products,1973,.62975502
Inorganic Chemical Products,1974,1.03994
Inorganic Chemical Products,1975,1.05547
Inorganic Chemical Products,1976,.280487
Inorganic Chemical Products,1977,.63025302
Inorganic Chemical Products,1978,.60974997
Inorganic Chemical Products,1979,.97747898
Inorganic Chemical Products,1980,.16986901
Inorganic Chemical Products,1981,.181888
Inorganic Chemical Products,1982,.046691999
Inorganic Chemical Products,1983,.209516
Inorganic Chemical Products,1984,.049913999
Inorganic Chemical Products,1985,.33115399
Inorganic Chemical Products,1986,.25864401
Inorganic Chemical Products,1987,.32394299
Inorganic Chemical Products,1988,.23682199
Inorganic Chemical Products,1989,.202884
Inorganic Chemical Products,1990,.22239999
Inorganic Chemical Products,1991,.425551
Inorganic Chemical Products,1992,.22001
Inorganic Chemical Products,1993,.36037299
Inorganic Chemical Products,1994,.412056
Inorganic Chemical Products,1995,.27681699
Inorganic Chemical Products,1996,.39947599
Inorganic Chemical Products,1997,.31507701
Inorganic Chemical Products,1998,.50316
Inorganic Chemical Products,1999,.46597901
Inorganic Chemical Products,2000,.51820099
Inorganic Chemical Products,2001,.400172
Inorganic Chemical Products,2002,.306153
Inorganic Chemical Products,2003,.20550001
Inorganic Chemical Products,2004,.171812
Inorganic Chemical Products,2005,.464405
Inorganic Chemical Products,2006,.42589
Inorganic Chemical Products,2007,.61606997
Inorganic Chemical Products,2008,.49636999
Inorganic Chemical Products,2009,.036348999
Inorganic Chemical Products,2010,.71550399
Inorganic Chemical Products,2011,.91082299
Inorganic Chemical Products,2012,.77424598
Inorganic Chemical Products,2013,.888897
Inorganic Chemical Products,2014,.66908503
Inorganic Chemical Products,2015,.637896
Inorganic Chemical Products,2016,.66319299
Inorganic Esters,1962,.88101
Inorganic Esters,1963,1.10093
Inorganic Esters,1964,1.16097
Inorganic Esters,1965,.57842702
Inorganic Esters,1966,.52440798
Inorganic Esters,1967,.91497099
Inorganic Esters,1968,.94233
Inorganic Esters,1969,1.01603
Inorganic Esters,1970,1.06058
Inorganic Esters,1971,.28963
Inorganic Esters,1972,.96771801
Inorganic Esters,1973,1.17356
Inorganic Esters,1974,.83067203
Inorganic Esters,1975,1.16448
Inorganic Esters,1976,.90701002
Inorganic Esters,1977,1.18095
Inorganic Esters,1978,1.10554
Inorganic Esters,1979,1.27968
Inorganic Esters,1980,.81595403
Inorganic Esters,1981,1.15071
Inorganic Esters,1982,1.1825401
Inorganic Esters,1983,.90314198
Inorganic Esters,1984,.69000101
Inorganic Esters,1985,.79412699
Inorganic Esters,1986,1.2162499
Inorganic Esters,1987,1.25428
Inorganic Esters,1988,1.04273
Inorganic Esters,1989,1.06572
Inorganic Esters,1990,1.0474401
Inorganic Esters,1991,1.15657
Inorganic Esters,1992,1.0035
Inorganic Esters,1993,1.07806
Inorganic Esters,1994,1.27713
Inorganic Esters,1995,1.423
Inorganic Esters,1996,1.11754
Inorganic Esters,1997,1.36286
Inorganic Esters,1998,1.0525
Inorganic Esters,1999,1.5450799
Inorganic Esters,2000,1.11298
Inorganic Esters,2001,1.77389
Inorganic Esters,2002,1.52661
Inorganic Esters,2003,1.23141
Inorganic Esters,2004,1.34123
Inorganic Esters,2005,1.08549
Inorganic Esters,2006,1.11882
Inorganic Esters,2007,1.0021501
Inorganic Esters,2008,1.4820499
Inorganic Esters,2009,1.15602
Inorganic Esters,2010,1.25047
Inorganic Esters,2011,1.37711
Inorganic Esters,2012,1.37301
Inorganic Esters,2013,.99501199
Inorganic Esters,2014,1.31332
Inorganic Esters,2015,.93882197
Inorganic Esters,2016,1.51088
Insecticides,1978,1.3100899
Insecticides,1979,.98043501
Insecticides,1980,1.74647
Insecticides,1981,1.19507
Insecticides,1982,.50795901
Insecticides,1983,.44263101
Insecticides,1984,.72070903
Insecticides,1985,.58213103
Insecticides,1986,.79368901
Insecticides,1987,.68124503
Insecticides,1988,.665631
Insecticides,1989,.19800501
Insecticides,1990,.357822
Insecticides,1991,-.050119001
Insecticides,1992,.47924501
Insecticides,1993,-.36926401
Insecticides,1994,.00062499999
Insecticides,1995,.255775
Insecticides,1996,-.030204
Insecticides,1997,-.227421
Insecticides,1998,.065376997
Insecticides,1999,.127258
Insecticides,2000,.275076
Insecticides,2001,-.40996501
Insecticides,2002,-.49457401
Insecticides,2003,-.143053
Insecticides,2004,-.121765
Insecticides,2005,-.35361701
Insecticides,2006,-.30660701
Insecticides,2007,-.38286999
Insecticides,2008,-.149827
Insecticides,2009,-.189668
Insecticides,2010,-.310817
Insecticides,2011,-.31078401
Insecticides,2012,-.56702602
Insecticides,2013,-.35531801
Insecticides,2014,-.65110099
Insecticides,2015,-.45980901
Insecticides,2016,-.56481898
Interchangeable Tool Parts,1976,.430733
Interchangeable Tool Parts,1977,.63886797
Interchangeable Tool Parts,1978,.53884298
Interchangeable Tool Parts,1979,.76400203
Interchangeable Tool Parts,1980,.532022
Interchangeable Tool Parts,1981,.400269
Interchangeable Tool Parts,1982,.667068
Interchangeable Tool Parts,1983,.42934099
Interchangeable Tool Parts,1984,1.12748
Interchangeable Tool Parts,1985,1.02925
Interchangeable Tool Parts,1986,1.1928101
Interchangeable Tool Parts,1987,1.19638
Interchangeable Tool Parts,1988,1.35006
Interchangeable Tool Parts,1989,1.38033
Interchangeable Tool Parts,1990,1.20597
Interchangeable Tool Parts,1991,1.23823
Interchangeable Tool Parts,1992,1.5966901
Interchangeable Tool Parts,1993,1.3499
Interchangeable Tool Parts,1994,1.65277
Interchangeable Tool Parts,1995,1.44727
Interchangeable Tool Parts,1996,1.32315
Interchangeable Tool Parts,1997,1.33307
Interchangeable Tool Parts,1998,1.4453501
Interchangeable Tool Parts,1999,1.19689
Interchangeable Tool Parts,2000,1.48668
Interchangeable Tool Parts,2001,1.27976
Interchangeable Tool Parts,2002,1.6563801
Interchangeable Tool Parts,2003,1.88345
Interchangeable Tool Parts,2004,2.00337
Interchangeable Tool Parts,2005,1.66357
Interchangeable Tool Parts,2006,1.99322
Interchangeable Tool Parts,2007,1.3866301
Interchangeable Tool Parts,2008,1.38607
Interchangeable Tool Parts,2009,1.58206
Interchangeable Tool Parts,2010,1.40633
Interchangeable Tool Parts,2011,1.70985
Interchangeable Tool Parts,2012,1.51244
Interchangeable Tool Parts,2013,1.35654
Interchangeable Tool Parts,2014,1.97075
Interchangeable Tool Parts,2015,1.84799
Interchangeable Tool Parts,2016,2.3180399
Internal Combustion Engines for Aircraft,1962,-.801929
Internal Combustion Engines for Aircraft,1963,.114067
Internal Combustion Engines for Aircraft,1964,-.179212
Internal Combustion Engines for Aircraft,1965,-.25176501
Internal Combustion Engines for Aircraft,1966,-.050395999
Internal Combustion Engines for Aircraft,1967,.364907
Internal Combustion Engines for Aircraft,1968,.409098
Internal Combustion Engines for Aircraft,1969,.39070299
Internal Combustion Engines for Aircraft,1970,.016408
Internal Combustion Engines for Aircraft,1971,-.019007999
Internal Combustion Engines for Aircraft,1972,.390145
Internal Combustion Engines for Aircraft,1973,.30676499
Internal Combustion Engines for Aircraft,1974,.15557399
Internal Combustion Engines for Aircraft,1975,.115398
Internal Combustion Engines for Aircraft,1976,.35488999
Internal Combustion Engines for Aircraft,1977,.96547598
Internal Combustion Engines for Aircraft,1978,-.273655
Internal Combustion Engines for Aircraft,1979,-.25111899
Internal Combustion Engines for Aircraft,1980,-.19793899
Internal Combustion Engines for Aircraft,1981,-.70412803
Internal Combustion Engines for Aircraft,1982,-1.31791
Internal Combustion Engines for Aircraft,1983,-.62345201
Internal Combustion Engines for Aircraft,1984,.61071098
Internal Combustion Engines for Aircraft,1985,.58862799
Internal Combustion Engines for Aircraft,1986,.58684599
Internal Combustion Engines for Aircraft,1987,1.03139
Internal Combustion Engines for Aircraft,1988,-1.53104
Internal Combustion Engines for Aircraft,1989,.38416401
Internal Combustion Engines for Aircraft,1990,.65922302
Internal Combustion Engines for Aircraft,1991,.76314098
Internal Combustion Engines for Aircraft,1992,.74388599
Internal Combustion Engines for Aircraft,1993,.380252
Internal Combustion Engines for Aircraft,1994,.30984601
Internal Combustion Engines for Aircraft,1995,-.74534702
Internal Combustion Engines for Aircraft,1996,.38968199
Internal Combustion Engines for Aircraft,1997,1.0414701
Internal Combustion Engines for Aircraft,1998,.280846
Internal Combustion Engines for Aircraft,1999,.41500399
Internal Combustion Engines for Aircraft,2000,.37321499
Internal Combustion Engines for Aircraft,2001,-1.08663
Internal Combustion Engines for Aircraft,2002,-.64822799
Internal Combustion Engines for Aircraft,2003,-.59455901
Internal Combustion Engines for Aircraft,2004,-.60135901
Internal Combustion Engines for Aircraft,2005,-.77028501
Internal Combustion Engines for Aircraft,2006,-.45090199
