Entity,Year,"Gross value added of Agriculture to GDP (GGDC, 2017)","Gross value added of Mining to GDP (GGDC, 2017)","Gross value added of Manufacturing to GDP (GGDC, 2017)","Gross value added of Utilities to GDP (GGDC, 2017)","Gross value added of Construction to GDP (GGDC, 2017)","Gross value added of Trade, Restaurants and Hotel to GDP (GGDC, 2017)","Gross value added of Transport, Storage and Communication to GDP (GGDC, 2017)","Gross value added of Finance, insurance, real estate and business services to GDP (GGDC, 2017)","Gross value added of government services to GDP (GGDC, 2017)","Gross value added of Community, social and personal services to GDP (GGDC, 2017)","Summation of all sectors GDP (GGDC, 2017)"
Kenya,2001,319146.3216087470,6268.0861863073,128636.0946201760,20309.7043654369,50457.4964867861,129792.5591955750,110563.5939478870,83966.8163599106,186652.7965601090,54035.7614790716,1089829.2308100100
Kenya,2002,308119.9127684360,6422.0120328004,128786.8435657460,24519.7892822312,49490.1657539697,127656.1774148830,120648.3345759450,82047.0451351776,190165.6598109240,55483.5145343079,1093339.4548744200
Kenya,2003,315472.2634138320,6647.9290041229,136429.0063725930,27952.4636709360,49983.9394271230,126231.4340695460,124820.1682654680,85471.0005531125,200840.1029711990,55565.7189207305,1129414.0266686600
Kenya,2004,320987.3253537670,6624.2488605370,142513.9097256150,28781.7579461346,52206.2897286451,140664.6410962120,133559.8550274510,85190.3480370611,204445.9608364490,57546.1522351900,1172520.4888470600
Kenya,2005,343211.5239049890,6802.7193232199,149161.7997981700,28765.5663265502,56121.0320416600,149830.4020383470,145524.0855011460,89531.0572883432,205649.6899756360,59193.9071794455,1233791.7833775100
Kenya,2006,358518.1366401720,7082.2733498626,158515.1845858240,28173.5893504697,59684.0774068460,167796.4747450050,162167.7915264090,94786.5083382008,206422.3628213590,61622.0102441011,1304768.4090082500
Kenya,2007,366862.4605036140,7998.5501481139,168467.5967161470,30734.8905128424,64053.2885757919,187885.7323068840,186603.9396436180,103267.2866542640,210064.8266078350,63604.3639902028,1389542.9356593100
Kenya,2008,351263.9756793550,8229.1846155026,174422.0613576710,32357.9604780721,69332.6637088006,186375.3467097110,192278.6325974280,107620.5496886590,217392.5679072560,65363.5654370802,1404636.5081795300
Kenya,2009,342590.3775250680,7859.8186191025,176701.8526605190,31383.2078544085,78107.5429160627,200057.8003158970,204626.9375427460,116276.3286902300,223017.5347574240,67028.2845363984,1447649.6854178600
Kenya,2010,364273.7660287690,8624.3750267684,184699.1063392850,34416.5845874948,81620.1582041216,215187.1061283020,216746.6716148080,123757.6752386860,229889.9313364230,68777.2035176642,1527992.5780223200
Kenya,2011,369953.4741453710,9240.2269545383,190792.0141390740,33518.5405119665,85150.8798525329,230283.3571059810,226503.4379949300,130474.1538312630,238426.7225708580,71694.1779953838,1586036.9851019000
Malawi,1966,35623.0922268103,504.6438728877,7979.7047991336,582.3116935034,5908.8196846871,12628.2115634700,5823.5829928676,1472.1673248839,14643.7267441729,4732.4523654036,89898.7132678201
Malawi,1967,30588.5052095165,464.6466390856,8443.8506533352,607.3419021054,4482.3276438193,11803.4981244967,6288.9761086800,1225.1968063320,14196.0571393685,4629.4506336036,82729.8508603427
Malawi,1968,25312.5217586228,467.3105520608,8628.2142047181,654.9765610940,4944.4232772027,13702.9116157950,5778.4319227355,1348.9403239527,13097.3593713020,4638.3467797967,78573.4363672803
Malawi,1969,27401.5672290634,349.5252387021,8904.7595317924,690.7025553355,5545.1476006012,15704.0794012700,5732.0188149224,1411.9663476220,13640.8496691396,4979.5182904621,84360.1346789106
Malawi,1970,29081.1910478278,1023.5149543292,9568.8541421061,761.1032961719,5305.9342822466,15734.0831302074,5062.9763085912,1566.5121680777,12406.7588105600,5452.5157026547,85963.4438427725
Malawi,1971,33641.8967297163,900.7343582867,9591.4666455638,859.1903137333,5986.5102706107,22895.3077844901,7377.2566146103,1311.9394995766,13518.2506517977,5160.7665203456,101243.3193887310
Malawi,1972,35546.3235146508,957.0482571220,11271.7381965045,925.6411994488,7289.6875004397,23388.3120745110,4117.2647162858,1906.0491787554,12418.7121557983,5462.7005603938,103283.4773539100
Malawi,1973,34095.6618387232,902.3811737419,11412.1038305994,1000.3278387618,6677.2819023906,25133.3106616438,8632.8380532434,3552.6779017989,13562.4416678794,5689.2131670682,110658.2380358510
Malawi,1974,34797.0931645646,1007.3431196376,12739.5214005560,976.5105092675,6839.0153740748,29814.0081937718,9445.0674399733,4792.7988505344,15101.8186086564,5980.6446621408,121493.8213231770
Malawi,1975,35117.3118133183,1182.2796961303,14951.8840171504,1286.1357926937,7832.5209858491,31170.7321161278,10187.6771649835,7129.3603840155,15446.8513712443,6074.4186829270,130379.1720244400
Malawi,1976,39280.1542471159,1140.0033568113,14417.2297181401,1286.1357926937,7555.2636058191,31781.2578811879,10605.3951353017,6726.0778353525,16243.0808233703,6426.0933470948,135460.6917428870
Malawi,1977,43686.9727942496,1173.5328673057,14841.2658863207,1405.2224401654,8340.8261825709,30187.1072724197,9305.8281165339,6525.7416158799,16986.2283120212,6572.7378800595,139025.4633675260
Malawi,1978,44967.8473892643,1236.2184738823,15634.0291572670,1488.5830933955,10674.4091311572,35546.1667657257,10373.3295962360,6974.6282616497,17835.5397276223,7022.4319953446,151753.1835915450
Malawi,1979,46370.7100409470,1290.1572516342,16316.1742973836,1571.9437466257,9865.7417727362,35647.9210599024,11951.3752618827,7720.8511776186,19189.1297962365,7446.1854567177,157370.1898616840
Malawi,1980,43336.2571313289,1294.5306660465,16371.4833627985,1691.0303940973,10050.5800260896,37445.5802570240,12137.0276931352,8216.7964488828,20808.1296822260,6228.4449134807,157579.8605751090
Malawi,1981,39798.6034879551,1389.2879783135,17569.8464467871,1714.8477235916,8410.1405275784,33714.5894705452,11278.3851985922,7684.3732142168,27018.7194088087,7643.6669411618,156222.4603975500
Malawi,1982,42329.8556638174,1291.6150564383,16334.6106525219,1738.6650530860,8271.5118375634,32018.6845676002,10907.0803360871,7364.7402854631,28770.4242034859,4855.1634229611,153882.3510790240
Malawi,1983,44205.4220350889,1419.9018791997,17957.0099046911,1881.5690300519,7647.6827324958,33002.3094113083,10675.0147970214,7801.5255091026,30362.8831077379,8118.1697017464,163071.4881084440
Malawi,1984,46736.6742109511,1396.5770023340,17662.0282224785,1917.2950242934,6977.6440640898,34121.6066472519,10837.4606743674,7926.6561858719,33919.3746605674,7297.7884061515,168793.1050983570
Malawi,1985,46980.6503242873,1387.8301735094,17551.4100916488,1953.0210185349,9126.3887593228,36801.1363939049,11858.5490462564,9387.9442485356,36095.7351630451,7503.8697695951,178646.5349886400
Malawi,1986,47285.6204659574,1492.7921194050,18878.8276616054,2060.1990012594,7878.7305491875,35206.9857851367,12461.9194478272,10095.1555603952,39280.6529715491,7565.3215949941,182206.2051573170
Malawi,1987,47636.3361288781,1561.3089451980,19745.3363531049,2226.9203077197,7601.4731691574,36428.0373152570,11742.5162767236,10279.8394671119,35697.6204369821,8713.5211743774,181632.9095745100
Malawi,1988,48596.9920751391,1612.3321133417,20390.6087829449,2274.5549667084,8802.9218159544,35953.1839424324,11974.5818157892,11236.4006435362,37847.4399577223,9699.1750392237,188388.1911527920
Malawi,1989,49801.6241347362,1749.3657649278,22123.6261659438,2465.0936026630,9357.4365760145,37716.9250414952,12392.2997861075,12922.0849224702,38033.2268298850,10195.7445541476,196757.4273783910
Malawi,1990,50897.6105813633,1947.1637784960,24625.1095013804,2741.7318847396,9598.7458286911,41904.9679001474,13903.3460580368,14601.2723825633,36804.8989054854,10543.6174240332,207568.4642449370
Malawi,1991,57362.2444834685,2005.5715252562,25363.7721529676,2917.0274298179,10156.4383237658,44841.5057639290,14904.0199648743,15947.1740360683,38827.1460980945,10886.3745164205,223211.2742946620
Malawi,1992,43019.9972296066,2064.6959314858,26111.4981499731,3130.6688753820,9941.9412102755,43941.7309310154,14904.0199648743,16488.1799644758,40145.3516754989,11137.0476138381,210885.1315464260
Malawi,1993,65823.2598514298,1847.9064419771,23369.8361609530,3245.7065768396,9523.6718389695,40162.6766327784,14129.8596358023,16393.1196429224,38113.1180770004,11177.9738338246,223787.1286924970
Malawi,1994,46274.2339095917,1907.0308482068,24117.5621579585,3494.9549299977,9201.9261687340,38191.3517715769,13083.3095613162,15556.0589045934,39256.5615513399,11505.3835937170,202588.3733970320
Malawi,1995,59368.7427472935,2012.0214604812,25445.3422617318,3566.1687451858,7893.4937764432,40784.3392446096,14336.3023902215,17061.0480600071,35486.6933280810,10732.9011914710,216687.0532055260
Malawi,1996,76705.5621999397,1983.7134114379,25087.3401177110,3566.1687451858,9915.1290710893,41193.3278050249,14688.9754290210,17627.2277910273,33244.7452059045,11791.8671336228,235804.0569099640
Malawi,1997,79690.0176007551,1996.2549521533,25245.9486625304,3779.8101907499,9915.1290710893,46297.5050390073,15815.8087968924,19545.6238413919,34862.5429599917,12968.4959582359,250117.1370727970
Malawi,1998,92754.9501988047,2100.7063952727,25634.1181866142,4055.3477560569,10096.3025258766,43251.0091939680,15763.8874840446,18438.3220832793,33467.6217164060,12449.6000609900,258011.8656013130
Malawi,1999,96822.6859215072,2145.5384670938,26082.0060990187,4050.6377122055,11126.8736063553,42466.3057187306,16519.6310377170,18887.4503031859,33004.0463858309,12277.1549582962,263382.3302099410
Malawi,2000,101963.6614978650,2121.0234094803,25320.5966479311,4450.9914395747,11072.7568601201,42343.2149775168,15824.4623490336,19767.8978566377,30430.2593694705,11319.7335057839,264614.5979134130
Malawi,2001,95855.2032797089,1777.6864620216,21737.4933486956,4144.8385892336,10886.8776013123,42804.8052570683,15740.8113450012,19631.2010387905,30786.8557776052,11452.3835847791,254818.1562842160
Malawi,2002,98430.5872351032,1715.6396181384,21707.6341545353,4380.3407818036,11905.6841717398,43481.8043337437,18501.2944780718,21438.6683299004,30828.8082962093,11467.9894764256,263858.4508756710
Malawi,2003,102234.4268182690,2030.9538015684,23164.0340639966,3182.9069493656,12374.4732697853,38252.4668509347,19261.8758117012,19872.8776266697,31621.9258796703,11398.0524846821,263393.9935566430
Malawi,2004,105130.6707794680,2756.5894988067,26145.6913273451,5115.9245056578,12392.2894825376,48883.6405833381,21669.5801228090,23171.7847650096,31555.4709654046,15077.1046206941,291898.7466510700
Malawi,2005,96941.4000000000,4038.5000000000,27264.3000000000,5361.7000000000,13901.1000000000,54277.0000000000,19998.3000000000,24579.3000000000,34370.3000000000,15815.9000000000,296547.8000000000
Malawi,2006,96513.8896360848,7359.6258097511,29403.4279669295,4907.1373005398,15688.8608556579,51316.5114005777,22481.1485286664,28113.2655225758,28567.0665290998,15500.0069327369,299850.9404826200
Malawi,2007,107296.7947488500,7991.6310944426,34432.6198041505,5003.5369596525,17865.4300400513,60817.6826941714,25635.8972935694,29305.7204849864,27895.1810946162,16365.4493338558,332609.9435483460
Malawi,2008,111786.5447560310,9427.6319851151,41137.8534645623,5902.6129362164,18345.3602536677,71853.6483930324,34408.5750621269,30624.4251249218,29150.4140024764,17101.8650784283,369738.9310565780
Malawi,2009,126396.0890336160,9956.7969891838,43098.9951334846,6233.9216045374,19706.0904648957,77007.0375366254,37751.6702182179,33098.3170870455,31505.2328961907,18483.3821642925,403237.5331280900
Malawi,2010,128881.8942544210,13362.2681329506,44932.1656501122,8366.0771722183,22962.0439326787,81675.7403059659,40288.4617470994,36011.6702188862,34278.3608678063,20110.3113877250,430868.9936698640
Malaysia,1970,13183.1702049673,17950.4413778342,5817.4164961292,536.4940503887,2070.0510357967,4923.6232682084,1479.9421150220,1306.8624471189,3880.9021441210,631.6487074366,51780.5518470229
Malaysia,1971,16644.2384888672,20368.2559307669,6955.4439187954,628.9930245937,2835.1838237114,6661.8291186082,1703.6856406082,2266.2475054947,4486.9105230926,780.2719327158,63331.0599072541
Malaysia,1972,17914.5931398867,21711.4862379518,7662.9675467030,726.7776544675,2992.4028897213,7139.0597427136,1940.9076918321,2587.6231693448,5258.1939145109,877.4486569368,68811.4606440684
Malaysia,1973,20023.2090232115,20807.8585767547,9388.7262369961,803.4196616659,3411.6537324143,7907.2846498099,2229.3481404794,2960.1263935536,5539.7735653462,966.0509643148,74037.4509445464
Malaysia,1974,21405.9079630966,19440.2059003483,10362.0391642764,890.6329802020,3820.4233040400,8586.2713101223,2552.8327557847,3253.7678356344,6311.0569567646,1020.3556043206,77643.4937745900
Malaysia,1975,20757.7678350255,19342.5164234621,10669.0070874956,964.6321595660,3427.3756390153,8609.5508527616,2887.1001916002,3498.3825256959,6764.0329168040,1108.9579116986,78029.3235431248
Malaysia,1976,23298.4771370644,23323.3626065736,12641.8375208676,1057.1311337709,3736.5731355014,9331.2166745794,3108.1480120589,3788.7314275539,7406.7690763193,1214.7090527627,88906.9557770520
Malaysia,1977,23847.2357788313,23616.4310372322,13982.0145515074,1168.1299028169,4192.5084269300,10056.7624201704,3477.4596145325,4269.5173468567,8321.9029415339,1323.3183327744,94255.2803531855
Malaysia,1978,24240.4407898611,25741.1771595064,15277.2694470419,1318.7710893792,4816.1440554359,10956.9047355560,3814.4227554756,4870.6684843355,8664.6955599421,1423.3531959431,101123.8472724770
Malaysia,1979,25634.2725056242,30176.1345740021,17009.2175064854,1453.1364456556,5395.1842758414,12309.3811863116,4304.7609779255,5464.5179447029,9232.3534034941,1500.9330698043,112479.8918898470
Malaysia,1980,25965.5305002297,29524.7090784011,18577.5336633802,1592.4782966089,6329.6142611517,14194.4117170918,5195.5420820430,6039.2280268357,9629.0808183185,1616.5112492301,118664.6396932910
Malaysia,1981,27224.3108797305,28221.8580871991,19455.1956861412,1714.4024161930,7251.7894269827,15011.6976814860,5816.6371638130,6651.9563926975,11920.8147145915,1686.1748094320,124954.8372582670
Malaysia,1982,28985.0745279797,30380.1162948469,20545.3666732510,1794.0263310234,7959.5052519227,16092.6242795558,6096.5385657949,7291.0715480493,12718.4900486534,1803.3362515897,133666.1497726670
Malaysia,1983,28799.0604233166,35150.6565404098,22162.5598919461,1985.6213760842,8783.6418619177,17355.4629148617,6411.1722585336,8205.3214787992,13353.6759628138,1888.8324391102,144096.0051477930
Malaysia,1984,29617.0128561501,39960.6771190395,24886.9248148989,2214.5401312217,9154.3501511720,18736.9398353216,7077.2150106949,8967.6740856314,14385.5892917986,1977.4951520944,156978.4184480230
Malaysia,1985,30205.6328311798,39381.6322340608,23934.8846546158,2358.8584768519,8388.4239337045,18220.2041933175,7416.3656145561,9474.9538277717,14681.0246007104,2061.4080768831,156123.3884436520
Malaysia,1986,31464.4132106807,41901.7934948202,25736.9606722944,2555.4300165895,7211.9612636744,16205.9897520363,7867.8853943955,9300.1286059041,15305.6592538382,2140.5712134761,159690.7928777090
Malaysia,1987,33676.1973592773,42164.9957152651,29185.9811636770,2759.4662983425,6363.3150147203,16933.6379009808,8284.6728834780,10409.2656692277,15917.6323937270,2347.3774779736,168042.5418766690
Malaysia,1988,34589.6264998842,46589.5394766910,34144.2173459233,3054.9845303867,6442.3483807655,19914.5019122200,8978.3392479385,10881.4282248281,16347.3527305733,3320.7053783912,184263.0437276020
Malaysia,1989,36235.4635163308,41011.4833752285,41083.5669587591,3461.9701657459,7142.3581943082,23408.0356947733,9985.0205931874,12803.4468257178,16419.2724522213,3751.8896238115,195302.5074000840
Malaysia,1990,36012.8281677091,41065.0393053017,47364.9688084084,3671.9436464088,8467.8606476938,27223.9300153498,11205.6217243017,14505.2341285888,16753.6991578841,4650.2429906542,210921.3685923000
Malaysia,1991,35979.5369006254,42976.5740402194,53995.3374274826,3678.4243093923,9784.3307163886,31608.8101048469,12232.7512843759,16739.2470683381,17508.8562351873,5542.8463261649,230046.7144130210
Malaysia,1992,38447.2520731990,44945.7843921390,57775.8107629197,4367.9668508287,10836.6035328754,35502.3816635013,12959.4493804775,20132.8111605338,18526.5202965055,6095.2382403604,249589.8183533400
Malaysia,1993,37238.3629372249,43153.7205781536,66200.0866810690,5618.7348066298,12006.2973503435,39357.1146031168,14533.9619220308,25223.1572988273,19855.2371539509,6493.1907677814,269679.8640991280
Malaysia,1994,36535.0849200834,45724.4052216636,73730.1352525670,6402.8950276243,13824.0647693818,44085.7164711086,17250.4286146009,26287.6085725839,20926.8410065050,7737.1615554853,292504.3414116040
Malaysia,1995,35611.2522585129,56204.8887682815,82105.3377187660,7616.0751381216,16734.7507360157,49138.6208080755,19344.0112247982,28841.9579458148,21221.7118652615,9060.2181835259,325878.8246471740
