Entity,Year,0 to 4 (UN Population Division (2015)),5 to 14 (UN Population Division (2015)),15 to 24 (UN Population Division (2015)),25 to 60 (UN Population Division (2015)),70+ (UN Population Division (2015))
Suriname,1963,62.83,88.927,49.851,105.116,8.006
Suriname,1964,63.326,92.584,51.729,107.545,8.27
Suriname,1965,63.834,96.199,53.77,110.098,8.584
Suriname,1966,64.741,100.8,55.54,111.915,8.944
Suriname,1967,65.197,105.531,57.901,113.74,9.352
Suriname,1968,65.161,109.949,60.731,115.291,9.812
Suriname,1969,64.517,113.53,63.786,116.266,10.268
Suriname,1970,63.241,115.875,66.874,116.485,10.739
Suriname,1971,62.359,116.382,68.077,116.887,11.22
Suriname,1972,61.016,116.336,68.54,116.48,11.692
Suriname,1973,59.406,116.002,68.544,115.48,12.15
Suriname,1974,57.682,115.854,68.478,114.263,12.618
Suriname,1975,55.794,116.297,68.758,113.089,13.054
Suriname,1976,51.939,113.896,71.94,114.502,13.477
Suriname,1977,49.134,110.799,75.195,116.479,13.899
Suriname,1978,47.13,107.069,78.393,119.073,14.352
Suriname,1979,45.759,102.897,81.178,122.157,14.701
Suriname,1980,44.854,98.701,83.23,125.531,15.061
Suriname,1981,43.635,95.268,84.717,129.073,15.427
Suriname,1982,43.838,91.677,85.241,132.509,15.786
Suriname,1983,45.001,88.232,85.021,136.176,16.128
Suriname,1984,46.534,85.242,84.384,140.566,16.349
Suriname,1985,48.098,82.925,83.558,145.906,16.552
Suriname,1986,50.64,81.72,83.528,150.053,16.757
Suriname,1987,51.888,81.57,83.727,155.632,16.974
Suriname,1988,52.271,82.37,83.939,162.064,17.219
Suriname,1989,52.459,83.903,83.897,168.524,24.254
Suriname,1990,52.959,85.784,83.492,174.515,24.785
Suriname,1991,53.199,88.05,82.875,180.042,25.27
Suriname,1992,53.584,90.645,81.988,185.069,25.736
Suriname,1993,54.127,93.37,81.015,189.732,26.211
Suriname,1994,54.602,96.036,80.225,194.38,26.722
Suriname,1995,54.816,98.588,79.782,199.232,27.509
Suriname,1996,54.652,101.242,79.684,204.116,28.323
Suriname,1997,54.586,103.597,79.81,209.098,29.172
Suriname,1998,54.437,105.557,80.218,213.912,30.072
Suriname,1999,54.09,107.006,80.997,218.074,31.032
Suriname,2000,53.488,107.864,82.202,221.263,32.276
Suriname,2001,52.643,105.714,84.324,224.908,33.531
Suriname,2002,51.926,102.811,86.608,227.67,34.857
Suriname,2003,51.377,99.685,88.745,229.985,36.329
Suriname,2004,51.011,96.981,90.301,232.612,37.989
Suriname,2005,50.703,95.219,90.963,236.154,40.037
Suriname,2006,49.586,95.808,91.326,239.639,42.215
Suriname,2007,49.158,96.62,91.173,243.801,44.417
Suriname,2008,49.153,97.453,90.716,248.556,46.496
Suriname,2009,49.244,98.043,90.273,253.642,48.375
Suriname,2010,49.195,98.323,90.011,258.796,50.247
Suriname,2011,49.129,98.447,89.824,263.627,51.898
Suriname,2012,48.967,98.3,89.735,268.586,53.402
Suriname,2013,48.71,97.97,89.783,273.555,54.866
Suriname,2014,48.435,97.589,89.996,278.363,56.345
Suriname,2015,48.185,97.234,90.39,282.912,59.645
Suriname,2016,48.014,97.047,91.027,286.737,61.178
Suriname,2017,47.768,96.879,91.924,290.271,62.448
Suriname,2018,47.479,96.704,92.94,293.626,63.388
Suriname,2019,47.18,96.489,93.849,297.012,64.246
Suriname,2020,46.904,96.201,94.509,300.552,64.791
Suriname,2021,46.668,95.869,94.87,304.008,65.177
Suriname,2022,46.453,95.51,94.956,307.598,65.626
Suriname,2023,46.249,95.119,94.848,311.246,66.271
Suriname,2024,46.029,94.69,94.691,314.813,67.349
Suriname,2025,45.784,94.223,94.575,318.205,68.525
Suriname,2026,45.633,93.732,94.401,321.16,69.78
Suriname,2027,45.389,93.264,94.226,324.033,71.066
Suriname,2028,45.078,92.809,94.044,326.755,72.333
Suriname,2029,44.744,92.359,93.832,329.238,73.899
Suriname,2030,44.426,91.887,93.58,331.439,75.494
Suriname,2031,44.155,91.406,93.245,333.157,77.002
Suriname,2032,43.869,90.942,92.866,334.644,78.277
Suriname,2033,43.574,90.475,92.46,335.998,79.264
Suriname,2034,43.266,89.988,92.044,337.364,80.28
Suriname,2035,42.939,89.464,91.638,338.82,81.005
Suriname,2036,42.674,88.917,91.182,340.136,81.6
Suriname,2037,42.361,88.373,90.713,341.574,82.256
Suriname,2038,42.015,87.823,90.243,343.042,83.063
Suriname,2039,41.66,87.257,89.783,344.409,84.175
Suriname,2040,41.306,86.667,89.338,345.615,85.419
Suriname,2041,41.008,86.055,88.861,346.489,86.707
Suriname,2042,40.695,85.451,88.381,347.239,87.937
Suriname,2043,40.367,84.847,87.904,347.963,89.084
Suriname,2044,40.035,84.229,87.426,348.826,90.367
Suriname,2045,39.705,83.59,86.948,349.898,91.551
Suriname,2046,39.439,82.925,86.413,350.934,92.68
Suriname,2047,39.141,82.281,85.856,352.185,93.779
Suriname,2048,38.83,81.648,85.292,353.484,94.84
Suriname,2049,38.513,81.023,84.73,354.605,95.947
Suriname,2050,38.204,80.392,84.182,355.415,97.01
Suriname,2051,37.953,79.735,83.592,355.709,98.025
Suriname,2052,37.68,79.114,82.991,355.811,98.981
Suriname,2053,37.392,78.512,82.39,355.745,99.87
Suriname,2054,37.098,77.923,81.793,355.556,100.826
Suriname,2055,36.814,77.333,81.212,355.284,101.759
Suriname,2056,36.579,76.721,80.594,354.648,102.639
Suriname,2057,36.322,76.136,79.965,353.918,103.441
Suriname,2058,36.048,75.576,79.34,353.196,104.181
Suriname,2059,35.773,75.032,78.734,352.611,104.933
Suriname,2060,35.507,74.489,78.154,352.219,105.606
Suriname,2061,35.286,73.922,77.55,351.747,106.248
Suriname,2062,35.045,73.384,76.951,351.496,106.889
Suriname,2063,34.791,72.863,76.361,351.302,107.512
Suriname,2064,34.53,72.349,75.784,350.964,108.072
Suriname,2065,34.268,71.833,75.233,350.377,108.651
Suriname,2066,34.055,71.305,74.675,349.379,109.216
Suriname,2067,33.812,70.792,74.114,348.194,109.741
Suriname,2068,33.551,70.298,73.563,346.885,110.219
Suriname,2069,33.287,69.813,73.029,345.55,110.642
Suriname,2070,33.03,69.323,72.52,344.215,111.047
Suriname,2071,32.812,68.815,72.002,342.678,111.453
Suriname,2072,32.577,68.327,71.488,341.179,111.857
Suriname,2073,32.335,67.849,70.977,339.677,112.255
Suriname,2074,32.092,67.368,70.478,338.147,
Suriname,2075,31.854,66.881,69.996,336.59,
Suriname,2076,31.661,66.387,69.517,334.899,
Suriname,2077,31.456,65.903,69.031,333.216,
Suriname,2078,31.239,65.429,68.546,331.54,
Suriname,2079,31.018,64.964,68.072,329.87,
Suriname,2080,30.8,64.501,67.613,328.212,
Suriname,2081,30.628,64.031,67.152,326.418,
Suriname,2082,30.423,63.581,66.68,324.64,
Suriname,2083,30.201,63.145,66.212,322.885,
Suriname,2084,29.978,62.724,65.749,321.159,
Suriname,2085,29.767,62.301,65.3,319.445,
Suriname,2086,29.589,61.875,64.852,317.661,
Suriname,2087,29.411,61.464,64.397,315.925,
Suriname,2088,29.23,61.059,63.939,314.197,
Suriname,2089,29.044,60.654,63.484,312.453,
Suriname,2090,28.857,60.245,63.046,310.697,
Suriname,2091,28.717,59.843,62.629,308.914,
Suriname,2092,28.547,59.453,62.202,307.125,
Suriname,2093,28.359,59.072,61.78,305.342,
Suriname,2094,28.169,58.701,61.367,303.569,
Suriname,2095,27.987,58.332,60.968,301.809,
Suriname,2096,27.84,57.971,60.586,300.034,
Suriname,2097,27.684,57.62,60.196,298.276,
Suriname,2098,27.52,57.275,59.801,296.516,
Suriname,2099,27.356,56.929,59.411,294.75,
Suriname,2100,27.187,56.58,59.03,292.985,
Swaziland,1950,48.673,68.716,51.932,100.025,3.654
Swaziland,1951,50.461,70.508,52.648,101.483,3.852
Swaziland,1952,51.741,72.703,53.598,103.257,4.039
Swaziland,1953,52.875,75.166,54.713,105.232,4.203
Swaziland,1954,54.072,77.768,55.957,107.363,4.342
Swaziland,1955,55.503,80.323,57.326,109.647,4.45
Swaziland,1956,57.044,83.261,58.545,111.846,4.665
Swaziland,1957,58.607,86.267,59.853,114.163,4.85
Swaziland,1958,60.191,89.213,61.28,116.577,5.003
Swaziland,1959,61.789,91.952,62.877,119.059,5.122
Swaziland,1960,63.42,94.365,64.67,121.574,5.204
Swaziland,1961,65.565,97.183,65.748,123.613,5.413
Swaziland,1962,67.412,100.033,67.087,125.599,5.588
Swaziland,1963,69.107,102.881,68.729,127.547,5.727
Swaziland,1964,70.873,105.707,70.684,129.48,5.831
Swaziland,1965,72.922,108.444,72.971,131.423,5.899
Swaziland,1966,75.387,111.415,74.76,133.635,6.098
Swaziland,1967,77.741,114.661,76.886,135.922,6.268
Swaziland,1968,80.111,118.089,79.358,138.3,6.408
Swaziland,1969,82.63,121.61,82.103,140.843,6.523
Swaziland,1970,85.466,125.105,85.067,143.591,6.615
Swaziland,1971,88.786,128.8,87.014,147.255,6.862
Swaziland,1972,91.941,132.978,89.113,151.215,7.09
Swaziland,1973,95.028,137.501,91.48,155.349,7.298
Swaziland,1974,98.151,142.219,94.181,159.565,7.48
Swaziland,1975,101.448,146.961,97.24,163.813,7.638
Swaziland,1976,105.302,152.132,100.271,167.594,7.965
Swaziland,1977,108.745,157.82,103.589,171.712,8.269
Swaziland,1978,111.974,163.813,107.194,176.03,8.549
Swaziland,1979,115.224,169.853,111.033,180.427,8.798
Swaziland,1980,118.691,175.704,115.091,184.869,9.018
Swaziland,1981,122.206,181.141,118.155,190.4,9.412
Swaziland,1982,125.72,186.585,121.321,195.94,9.767
Swaziland,1983,129.464,192.241,124.942,201.741,10.108
Swaziland,1984,133.865,198.435,129.319,208.175,10.459
Swaziland,1985,139.342,205.335,134.552,215.425,10.838
Swaziland,1986,145.258,213.193,140.944,224.058,11.337
Swaziland,1987,151.585,222.048,147.985,233.951,11.848
Swaziland,1988,157.809,231.35,155.305,244.546,12.34
Swaziland,1989,162.897,240.452,162.412,255.248,12.778
Swaziland,1990,166.011,248.878,168.983,265.707,10.755
Swaziland,1991,169.759,257.968,172.082,273.677,11.163
Swaziland,1992,170.541,267.131,175.032,280.938,11.543
Swaziland,1993,169.161,276.203,178.373,287.701,11.908
Swaziland,1994,167.019,284.99,182.672,294.324,12.269
Swaziland,1995,165.27,293.115,188.305,301.118,12.64
Swaziland,1996,162.967,301.118,195.002,309.245,12.943
Swaziland,1997,161.314,308.25,202.666,317.849,13.244
Swaziland,1998,160.095,313.768,211.176,326.515,13.56
Swaziland,1999,158.742,316.962,220.184,334.719,13.898
Swaziland,2000,156.903,317.539,229.291,342.098,14.256
Swaziland,2001,156.288,316.968,235.668,347.301,14.635
Swaziland,2002,155.433,314.803,241.685,351.226,14.939
Swaziland,2003,154.63,311.801,247.556,354.518,15.209
Swaziland,2004,154.408,308.976,253.48,358.135,15.502
Swaziland,2005,155.176,306.927,259.678,362.787,15.845
Swaziland,2006,156.332,304.297,267.371,369.444,16.279
Swaziland,2007,157.923,302.38,275.275,377.803,16.797
Swaziland,2008,159.843,301.064,282.945,387.721,17.38
Swaziland,2009,161.907,300.129,289.721,398.942,17.992
Swaziland,2010,164.116,299.316,295.092,411.221,18.613
Swaziland,2011,167.528,299.155,297.554,424.007,19.115
Swaziland,2012,169.822,300.17,298.779,437.979,19.608
Swaziland,2013,171.316,302.144,298.894,452.68,20.119
Swaziland,2014,172.398,304.687,298.261,467.535,20.672
Swaziland,2015,173.392,307.355,297.182,482.201,26.84
Swaziland,2016,174.635,311.19,295.009,495.396,27.833
Swaziland,2017,175.314,315.419,292.612,508.247,28.764
Swaziland,2018,175.583,319.767,290.342,520.672,29.635
Swaziland,2019,175.535,323.917,288.734,532.595,30.459
Swaziland,2020,175.26,327.621,288.154,543.977,31.254
Swaziland,2021,174.712,331.287,287.762,554.951,32.407
Swaziland,2022,174.017,334.471,288.524,565.274,33.473
Swaziland,2023,173.209,337.07,290.359,575.101,34.452
Swaziland,2024,172.335,339.042,293.081,584.61,35.34
Swaziland,2025,171.442,340.381,296.536,593.924,36.131
Swaziland,2026,170.567,341.272,299.812,603.336,37.242
Swaziland,2027,169.692,341.61,303.907,612.489,38.204
Swaziland,2028,168.859,341.433,308.532,621.652,39.016
Swaziland,2029,168.13,340.835,313.267,631.187,39.65
Swaziland,2030,167.576,339.892,317.798,641.323,40.102
Swaziland,2031,167.358,338.68,321.121,652.359,40.867
Swaziland,2032,167.113,337.411,324.239,663.977,41.421
Swaziland,2033,166.888,336.116,327.077,676.187,41.765
Swaziland,2034,166.746,334.822,329.567,688.985,41.891
Swaziland,2035,166.76,333.52,331.652,702.374,41.792
Swaziland,2036,167.146,332.24,332.324,716.497,42.092
Swaziland,2037,167.342,331.295,332.611,731.182,42.183
Swaziland,2038,167.412,330.639,332.594,746.334,42.058
Swaziland,2039,167.421,330.194,332.399,761.85,41.694
Swaziland,2040,167.445,329.853,332.12,777.655,41.091
Swaziland,2041,167.595,329.558,330.831,793.828,41.034
Swaziland,2042,167.462,329.592,329.543,810.172,40.812
Swaziland,2043,167.12,329.838,328.341,826.553,40.471
Swaziland,2044,166.645,330.155,327.326,842.836,40.049
Swaziland,2045,166.102,330.408,326.564,858.935,39.587
Swaziland,2046,165.458,330.559,325.295,874.838,39.899
Swaziland,2047,164.665,330.708,324.347,890.416,40.222
Swaziland,2048,163.759,330.759,323.737,905.582,40.661
Swaziland,2049,162.778,330.628,323.465,920.253,41.327
Swaziland,2050,161.755,330.253,323.508,934.381,42.302
Swaziland,2051,160.668,329.673,323.24,947.907,44.234
Swaziland,2052,159.568,328.871,323.296,960.859,46.407
Swaziland,2053,158.457,327.823,323.618,973.214,48.913
Swaziland,2054,157.347,326.531,324.102,984.917,51.885
Swaziland,2055,156.252,325.007,324.656,995.954,55.393
Swaziland,2056,155.288,323.373,324.746,1006.2,59.846
Swaziland,2057,154.293,321.601,324.896,1015.872,64.68
Swaziland,2058,153.284,319.696,325.05,1025.074,69.817
Swaziland,2059,152.292,317.672,325.127,1033.94,75.152
Swaziland,2060,151.352,315.542,325.048,1042.558,80.622
Swaziland,2061,150.647,313.49,324.384,1050.795,86.415
Swaziland,2062,149.868,311.476,323.566,1058.845,92.246
Swaziland,2063,149.047,309.482,322.609,1066.759,98.026
Swaziland,2064,148.221,307.49,321.523,1074.638,103.614
Swaziland,2065,147.434,305.471,320.311,1082.525,108.942
Swaziland,2066,146.855,303.63,318.627,1090.285,114.11
Swaziland,2067,146.186,301.892,316.836,1098.08,118.964
Swaziland,2068,145.462,300.221,314.988,1105.825,123.543
Swaziland,2069,144.708,298.579,313.137,1113.442,127.89
Swaziland,2070,143.956,296.918,311.312,1120.885,132.045
Swaziland,2071,143.337,295.417,309.213,1127.932,136.221
Swaziland,2072,142.637,293.988,307.173,1134.88,140.09
Swaziland,2073,141.874,292.589,305.224,1141.557,143.812
Swaziland,2074,141.058,291.179,303.382,1147.776,147.584
Swaziland,2075,140.211,289.718,301.649,1153.427,151.529
Swaziland,2076,139.447,288.358,299.749,1158.132,156.037
Swaziland,2077,138.589,287.008,297.987,1162.445,160.527
Swaziland,2078,137.665,285.633,296.364,1166.304,165.077
Swaziland,2079,136.725,284.202,294.863,1169.703,169.71
Swaziland,2080,135.8,282.684,293.464,1172.611,174.491
Swaziland,2081,134.931,281.212,291.915,1174.598,179.937
Swaziland,2082,134.081,279.69,290.461,1176.255,185.35
Swaziland,2083,133.247,278.099,289.101,1177.613,190.73
Swaziland,2084,132.418,276.434,287.822,1178.754,196.035
Swaziland,2085,131.592,274.702,286.601,1179.738,201.231
Swaziland,2086,130.892,273.027,285.2,1180.008,206.872
Swaziland,2087,130.141,271.344,283.837,1180.261,212.295
Swaziland,2088,129.358,269.653,282.506,1180.493,217.5
Swaziland,2089,128.585,267.949,281.192,1180.72,222.459
Swaziland,2090,127.855,266.232,279.866,1180.968,227.153
Swaziland,2091,127.245,264.618,278.349,1180.728,232.082
Swaziland,2092,126.624,263.042,276.802,1180.635,236.653
Swaziland,2093,126.002,261.493,275.245,1180.621,240.917
Swaziland,2094,125.385,259.956,273.69,1180.643,244.917
Swaziland,2095,124.781,258.422,272.143,1180.673,248.68
Swaziland,2096,124.296,257.006,270.47,1180.182,252.65
Swaziland,2097,123.759,255.644,268.786,1179.844,256.276
Swaziland,2098,123.189,254.32,267.12,1179.544,259.645
Swaziland,2099,122.603,253.019,265.494,1179.176,262.844
Swaziland,2100,122.021,251.724,263.92,1178.676,265.923
Sweden,1950,617.945,1016.444,882.675,4045.511,447.338
Sweden,1951,600.215,1061.568,871.582,4078.85,459.865
Sweden,1952,577.422,1104.874,865.118,4107.385,470.74
Sweden,1953,558.828,1142.492,863.717,4128.085,479.999
Sweden,1954,546.111,1171.559,868.772,4142.427,488.307
Sweden,1955,536.249,1191.723,881.333,4154.011,496.263
Sweden,1956,515.009,1205.836,903.5,4166.8,510.563
Sweden,1957,509.191,1206.375,931.179,4174.218,523.503
Sweden,1958,511.999,1195.597,963.693,4181.438,535.59
Sweden,1959,517.557,1177.267,999.532,4191.889,547.128
Sweden,1960,522.234,1155.823,1037.034,4206.248,558.263
Sweden,1961,536.395,1133.231,1079.058,4206.169,572.228
Sweden,1962,544.016,1110.492,1123.581,4212.676,585.427
Sweden,1963,547.004,1090.424,1166.156,4225.956,598.182
Sweden,1964,549.742,1075.331,1200.638,4246.162,610.73
Sweden,1965,555.494,1065.257,1223.253,4273.863,623.3
Sweden,1966,563.929,1062.142,1239.89,4297.492,640.747
Sweden,1967,571.101,1065.432,1246.073,4330.442,657.594
Sweden,1968,577.371,1073.895,1242.653,4369.076,673.731
Sweden,1969,581.463,1084.727,1232.405,4409.734,689.051
Sweden,1970,582.22,1095.621,1217.35,4450.3,703.558
Sweden,1971,579.931,1107.712,1194.07,4483.105,725.226
Sweden,1972,575.742,1118.894,1166.88,4514.874,745.17
Sweden,1973,569.452,1128.864,1139.286,4544.774,764.096
Sweden,1974,561.088,1137.406,1116.141,4571.561,782.945
Sweden,1975,550.821,1144.388,1100.403,4594.732,802.349
Sweden,1976,537.931,1150.598,1096.412,4608.144,825.545
Sweden,1977,524.36,1153.593,1099.69,4619.991,848.341
Sweden,1978,510.879,1153.133,1107.738,4630.377,870.372
Sweden,1979,498.507,1148.873,1116.973,4639.615,890.864
Sweden,1980,487.478,1140.861,1125.163,4648.097,909.316
Sweden,1981,473.579,1129.313,1133.725,4650.089,933.104
Sweden,1982,466.127,1111.895,1142.386,4648.88,954.178
Sweden,1983,463.946,1090.29,1150.597,4648.357,973.006
Sweden,1984,466.151,1066.876,1157.87,4652.997,990.01
Sweden,1985,472.507,1044.071,1163.679,4665.069,1005.488
Sweden,1986,484.729,1024.489,1172.625,4674.935,1021.085
Sweden,1987,500.133,1006.973,1178.958,4693.412,1034.182
Sweden,1988,517.568,993.249,1181.438,4718.967,1045.886
Sweden,1989,535.507,984.802,1179.089,4749.17,1057.668
Sweden,1990,552.87,982.165,1171.669,4782.191,705.733
Sweden,1991,575.344,986.676,1161.264,4806.419,707.666
Sweden,1992,591.383,999.365,1147.465,4835.501,712.432
Sweden,1993,600.903,1019.169,1130.499,4866.891,718.596
Sweden,1994,602.238,1043.731,1111.549,4898.906,724.259
Sweden,1995,594.011,1070.026,1092.129,4930.973,728.345
Sweden,1996,579.73,1094.588,1072.994,4953.98,725.6
Sweden,1997,551.594,1119.674,1054.862,4979.928,722.398
Sweden,1998,516.05,1142.959,1039.442,5007.739,718.566
Sweden,1999,484.076,1161.22,1029.02,5034.784,713.664
Sweden,2000,463.296,1171.963,1025.201,5059.91,707.672
Sweden,2001,431.554,1177.023,1035.085,5091.801,696.041
Sweden,2002,429.97,1167.075,1048.61,5114.979,683.014
Sweden,2003,448.939,1144.126,1065.798,5136.062,670.974
Sweden,2004,472.786,1113.206,1086.87,5163.716,662.932
Sweden,2005,490.963,1081.219,1111.413,5201.074,660.393
Sweden,2006,524.412,1052.43,1143.633,5221.011,654.101
Sweden,2007,541.147,1026.533,1180.706,5255.558,653.036
Sweden,2008,545.85,1006.61,1217.281,5300.175,657.489
Sweden,2009,548.188,995.78,1245.244,5347.209,668.099
Sweden,2010,555.011,993.745,1259.732,5392.386,685.192
Sweden,2011,561.195,1000.67,1269.415,5429.742,701.413
Sweden,2012,567.548,1018.3,1266.323,5467.649,722.002
Sweden,2013,575.371,1043.917,1251.752,5504.805,746.467
Sweden,2014,583.424,1072.344,1229.605,5540.86,775.986
Sweden,2015,590.061,1100.301,1202.959,5575.126,1310.979
Sweden,2016,588.513,1131.083,1172.718,5599.408,1360.13
Sweden,2017,594.429,1155.997,1138.486,5616.491,1415.221
Sweden,2018,604.185,1175.097,1105.994,5629.816,1471.97
Sweden,2019,613.642,1189.928,1083.001,5642.651,1523.959
Sweden,2020,620.018,1202.758,1073.97,5656.131,1567.519
Sweden,2021,629.235,1216.544,1079.735,5662.133,1601.43
Sweden,2022,633.499,1227.902,1100.507,5668.403,1628.289
Sweden,2023,633.832,1237.731,1131.123,5674.774,1650.726
Sweden,2024,632.55,1247.023,1163.027,5681.196,1672.866
Sweden,2025,631.206,1255.801,1190.64,5688.251,1697.26
Sweden,2026,629.642,1267.089,1217.346,5694.565,1718.906
Sweden,2027,627.102,1277.516,1240.691,5701.811,1742.954
Sweden,2028,624.194,1286.453,1260.599,5711.017,1768.43
Sweden,2029,621.108,1293.058,1277.917,5723.474,1793.875
Sweden,2030,618.011,1296.979,1293.125,5739.624,1818.631
Sweden,2031,614.395,1302.335,1308.482,5759.796,1836.488
Sweden,2032,612.615,1304.358,1320.452,5783.914,1853.605
Sweden,2033,612.311,1303.324,1329.873,5809.505,1872.131
Sweden,2034,613.095,1299.897,1338.193,5832.27,1895.21
Sweden,2035,614.702,1295.015,1346.273,5849.696,1924.294
Sweden,2036,618.685,1292.941,1356.769,5861.747,1951.13
Sweden,2037,623.63,1289.579,1367.144,5868.217,1984.081
Sweden,2038,629.215,1285.48,1376.439,5872.289,2021.003
Sweden,2039,635.213,1281.544,1383.436,5879.957,2056.771
Sweden,2040,641.618,1278.559,1387.539,5895.397,2087.273
Sweden,2041,651.138,1280.255,1391.416,5915.363,2106.768
Sweden,2042,658.84,1283.333,1392.698,5940.555,2125.189
Sweden,2043,665.388,1288.139,1391.838,5970.909,2141.16
Sweden,2044,671.524,1294.615,1389.418,6004.89,2154.922
Sweden,2045,677.681,1302.194,1385.687,6040.388,2168.411
Sweden,2046,684.553,1314.125,1383.137,6075.829,2176.771
Sweden,2047,690.564,1327.065,1379.629,6112.96,2185.21
Sweden,2048,695.782,1340.313,1375.586,6149.955,2195.428
Sweden,2049,700.157,1353.122,1371.894,6185.188,2208.526
Sweden,2050,703.726,1365.191,1369.351,6218.308,2223.966
Sweden,2051,707.292,1380.488,1370.953,6251.879,2231.28
Sweden,2052,710.341,1394.191,1373.86,6281.882,2242.605
Sweden,2053,712.841,1406.261,1378.172,6308.888,2257.157
Sweden,2054,714.658,1416.76,1383.826,6333.113,2274.68
Sweden,2055,715.607,1425.76,1390.607,6354.137,2295.788
Sweden,2056,716.907,1437.059,1401.223,6374.472,2310.169
Sweden,2057,717.554,1446.249,1413.15,6391.95,2327.912
Sweden,2058,717.54,1453.189,1425.587,6405.388,2351.175
Sweden,2059,717.047,1458.089,1437.712,6413.997,2381.24
Sweden,2060,716.284,1461.404,1449.118,6418.556,2417.145
Sweden,2061,716.35,1467.134,1462.657,6422.914,2447.092
Sweden,2062,716.229,1470.577,1475.058,6420.911,2486.293
Sweden,2063,716.131,1472.194,1486.333,6418.783,2528.063
Sweden,2064,716.223,1472.475,1496.454,6424.522,2564.079
Sweden,2065,716.523,1471.661,1505.131,6441.802,2590.933
Sweden,2066,718.176,1473.373,1514.752,6471.96,2600.21
Sweden,2067,720.084,1473.926,1522.801,6512.496,2601.717
Sweden,2068,722.136,1473.428,1529.077,6559.262,2599.884
Sweden,2069,724.217,1472.094,1533.521,6605.892,2601.095
Sweden,2070,726.327,1470.279,1536.224,6648.682,2608.643
Sweden,2071,730.497,1472.179,1540.34,6693.867,2606.945
Sweden,2072,734.115,1473.815,1542.889,6735.476,2611.51
Sweden,2073,737.305,1475.298,1543.915,6773.197,2622.239
Sweden,2074,740.219,1476.699,1543.555,6806.945,2638.669
Sweden,2075,742.992,1478.021,1541.943,6836.598,2660.493
Sweden,2076,747.34,1483.285,1542.341,6868.299,2672.527
Sweden,2077,750.984,1488.441,1541.714,6894.504,2691.653
Sweden,2078,754.01,1493.396,1540.251,6916.227,2716.553
Sweden,2079,756.461,1498.01,1538.274,6935.134,2745.201
Sweden,2080,758.374,1502.186,1536.032,6952.289,2776.243
Sweden,2081,761.334,1509.914,1536.832,6975.309,2793.122
Sweden,2082,763.53,1516.911,1537.543,6996.021,2813.238
Sweden,2083,764.956,1522.888,1538.052,7013.428,2838.04
Sweden,2084,765.73,1527.83,1538.528,7027.355,2867.505
Sweden,2085,766.002,1531.928,1539.237,7038.549,2900.345
Sweden,2086,766.961,1538.789,1543.095,7054.206,2921.658
Sweden,2087,767.335,1543.946,1546.826,7065.015,2949.768
Sweden,2088,767.407,1547.905,1550.817,7073.994,2980.52
Sweden,2089,767.246,1550.885,1555.011,7082.5,3012.379
Sweden,2090,766.65,1552.629,1558.851,7089.225,3047.711
Sweden,2091,766.872,1556.609,1565.042,7100.913,3072.367
Sweden,2092,767.048,1559.495,1571.296,7112.391,3098.019
Sweden,2093,766.923,1560.834,1576.861,7121.846,3127.946
Sweden,2094,766.312,1560.415,1581.116,7128.262,3164.186
Sweden,2095,765.263,1558.597,1584.031,7132.776,3205.232
Sweden,2096,765.998,1560.314,1589.806,7149.325,3225.804
Sweden,2097,766.263,1560.447,1594.11,7163.094,3252.439
Sweden,2098,766.205,1559.339,1597.06,7175.157,3283.479
Sweden,2099,766.145,1557.579,1599.021,7187.419,3315.772
Sweden,2100,766.385,1555.554,1600.173,7200.759,3347.607
Switzerland,1950,421.7,676,682,2622,554.608
Switzerland,1951,418.778,699.129,685.264,2647.309,569.836
Switzerland,1952,412.943,725.252,689.141,2677.229,585.471
Switzerland,1953,410.687,751.541,692.157,2705.915,600.349
Switzerland,1954,411.938,775.388,694.706,2733.179,615.604
Switzerland,1955,413.823,795.635,697.393,2761.379,630.121
Switzerland,1956,406.549,816.494,708.07,2784.391,642.15
Switzerland,1957,409.062,828.572,721.167,2805.92,650.743
Switzerland,1958,417.346,834.288,737.596,2829.785,657.88
Switzerland,1959,428.534,836.343,758.269,2859.274,661.883
Switzerland,1960,441.111,837.722,782.61,2897.02,664.594
Switzerland,1961,458.641,853.395,812.303,2923.135,668.529
Switzerland,1962,474.405,866.715,849.676,2957.993,431.65
Switzerland,1963,487.984,878.279,891.209,2998.331,431.445
Switzerland,1964,499.161,888.433,931.406,3040.342,434.127
Switzerland,1965,507.638,896.855,965.636,3082.491,439.244
Switzerland,1966,519.741,904.262,978.138,3125.121,446.127
Switzerland,1967,523.739,915.307,983.103,3168.501,454.09
Switzerland,1968,521.29,929.271,981.332,3212.798,462.093
Switzerland,1969,514.69,944.271,975.275,3258.592,471.263
Switzerland,1970,506.143,957.879,967.144,3306.187,480.903
Switzerland,1971,496.234,974.369,959.48,3343.707,490.198
Switzerland,1972,483.806,988.909,951.249,3382.918,498.854
Switzerland,1973,469.715,999.708,943.201,3420.843,502.702
Switzerland,1974,454.036,1004.912,937.041,3453.248,506.787
Switzerland,1975,436.201,1003.712,934.017,3477.739,511.582
Switzerland,1976,413.306,998.182,933.003,3487.941,517.479
Switzerland,1977,393.902,983.645,935.671,3488.741,524.439
Switzerland,1978,377.394,961.559,941.733,3486.289,528.309
Switzerland,1979,364.211,934.584,950.237,3487.71,532.824
Switzerland,1980,355.519,905.377,960.272,3496.969,538.45
