Entity,Year,Accidents involving casualties,Deaths,Deaths (per million vehicles),Injuries,Road deaths per 100 million vehicle kilometres
Netherlands,1981,46656,1807,,53505,
Netherlands,1982,45517,1710,,52212,
Netherlands,1983,45646,1756,,52471,
Netherlands,1984,44317,1615,,50676,
Netherlands,1985,42348,1438,,48450,
Netherlands,1986,14364,1529,,14704,
Netherlands,1987,13556,1485,,13959,
Netherlands,1988,13360,1366,,13644,
Netherlands,1989,13485,1456,,13660,
Netherlands,1990,13247,1376,,13652,
Netherlands,1991,11734,1281,,12006,
Netherlands,1992,11364,1285,,11654,
Netherlands,1993,11227,1252,,11562,
Netherlands,1994,11469,1298,184.61,11735,
Netherlands,1995,11437,1334,187.15,11688,
Netherlands,1996,11561,1251,171.53,11966,
Netherlands,1997,11238,1235,165.2,11718,
Netherlands,1998,11124,1149,146.41,11733,
Netherlands,1999,11599,1186,151.12,12388,
Netherlands,2000,10873,1166,142.65,11507,
Netherlands,2001,10456,1083,128.45,11029,
Netherlands,2002,10337,1066,122.87,11018,
Netherlands,2003,10122,1088,122.43,10596,
Netherlands,2004,9013,881,98.67,9487,
Netherlands,2005,8929,817,89.73,9401,
Netherlands,2006,8717,811,88.15,9051,
Netherlands,2007,9228,791,84.83,9683,
Netherlands,2008,8897,750,78.71,8750,
Netherlands,2009,6927,720,74.16,6956,
Netherlands,2010,3853,640,65.05,3651,
Netherlands,2011,,661,66.31,,
Netherlands,2012,,650,64.36,,
Netherlands,2013,,570,56.37,,
Netherlands,2014,,570,56.45,,
Netherlands,2015,,621,61.28,,
New Zealand,1921,,69,,,
New Zealand,1922,,61,,,
New Zealand,1923,,59,,,
New Zealand,1924,,94,,,
New Zealand,1925,,103,,,
New Zealand,1926,,149,,,
New Zealand,1927,,138,,,
New Zealand,1928,,176,,,
New Zealand,1929,,178,,,
New Zealand,1930,,246,,,
New Zealand,1931,,170,,,
New Zealand,1932,,168,,,
New Zealand,1933,,132,,,
New Zealand,1934,,169,,,
New Zealand,1935,,190,,,
New Zealand,1936,,203,,,
New Zealand,1937,,213,,,
New Zealand,1938,,243,,,
New Zealand,1939,,246,,,
New Zealand,1940,,205,,,
New Zealand,1941,,174,,,
New Zealand,1942,,164,,,
New Zealand,1943,,152,,,
New Zealand,1944,,142,,,
New Zealand,1945,,128,,,
New Zealand,1946,,191,,,
New Zealand,1947,,206,,,
New Zealand,1948,,196,,,
New Zealand,1949,,218,,,
New Zealand,1950,,232,,,
New Zealand,1951,,292,,,
New Zealand,1952,,272,,,
New Zealand,1953,,313,,,
New Zealand,1954,,360,,,
New Zealand,1955,,333,,,
New Zealand,1956,,329,,,
New Zealand,1957,,384,,,
New Zealand,1958,,379,,,
New Zealand,1959,,349,,,
New Zealand,1960,,374,,,
New Zealand,1961,,393,,,
New Zealand,1962,,398,,,
New Zealand,1963,,394,,,
New Zealand,1964,,428,,,
New Zealand,1965,,559,,,
New Zealand,1966,,549,,,
New Zealand,1967,,570,,,
New Zealand,1968,,522,,,
New Zealand,1969,,570,,,
New Zealand,1970,13300,655,,20791,
New Zealand,1971,14004,677,,21607,
New Zealand,1972,14654,713,,22315,
New Zealand,1973,15571,843,,23385,
New Zealand,1974,14109,676,,20829,
New Zealand,1975,13730,628,,19839,
New Zealand,1976,12321,609,,17895,
New Zealand,1977,12068,702,,17525,
New Zealand,1978,10384,654,,15178,
New Zealand,1979,9714,554,,13903,
New Zealand,1980,10739,599,,15872,
New Zealand,1981,10665,669,,15479,
New Zealand,1982,11259,673,,16194,
New Zealand,1983,11519,644,,16491,
New Zealand,1984,12561,669,,17524,
New Zealand,1985,13554,747,,18912,
New Zealand,1986,13462,766,,18874,
New Zealand,1987,13361,795,,18728,
New Zealand,1988,12560,727,,17346,
New Zealand,1989,12041,755,,16594,
New Zealand,1990,12816,729,,17719,
New Zealand,1991,12163,650,,16767,
New Zealand,1992,11635,646,,16121,
New Zealand,1993,10994,600,,15108,
New Zealand,1994,11876,580,253.39,16600,
New Zealand,1995,12220,582,247.13,16870,
New Zealand,1996,10564,514,215.97,14796,
New Zealand,1997,9481,539,225.24,13375,
New Zealand,1998,8769,501,205.33,12412,
New Zealand,1999,8444,509,202.63,11999,
New Zealand,2000,7830,462,177.56,10962,
New Zealand,2001,8865,455,172.81,12368,
New Zealand,2002,10163,405,149.45,13918,
New Zealand,2003,10615,461,164.58,14372,
New Zealand,2004,10367,435,148.92,13890,
New Zealand,2005,10808,405,133.66,14451,
New Zealand,2006,11293,393,125.8,15174,
New Zealand,2007,12042,421,132.02,16013,
New Zealand,2008,11647,366,112.68,15174,
New Zealand,2009,11125,384,119.57,14540,
New Zealand,2010,10886,375,116.08,14031,
New Zealand,2011,9804,284,87.83,12574,
New Zealand,2012,9604,308,94.77,12122,
New Zealand,2013,9347,253,76.56,11781,
New Zealand,2014,8880,293,86.23,11219,
New Zealand,2015,9737,319,90.76,12270,
New Zealand,2016,9968,327,89.71,12456,
Northern Ireland,1931,,114,,,
Northern Ireland,1932,,119,,,
Northern Ireland,1933,,141,,,
Northern Ireland,1934,,132,,,
Northern Ireland,1935,,123,,,
Northern Ireland,1936,,127,,,
Northern Ireland,1937,,130,,,
Northern Ireland,1938,,118,,,
Northern Ireland,1939,,147,,,
Northern Ireland,1940,,181,,,
Northern Ireland,1941,,275,,,
Northern Ireland,1942,,233,,,
Northern Ireland,1943,,155,,,
Northern Ireland,1944,,154,,,
Northern Ireland,1945,,124,,,
Northern Ireland,1946,,115,,,
Northern Ireland,1947,,112,,,
Northern Ireland,1948,,127,,,
Northern Ireland,1949,,147,,,
Northern Ireland,1950,,144,,,
Northern Ireland,1951,,167,,,
Northern Ireland,1952,,133,,,
Northern Ireland,1953,,163,,,
Northern Ireland,1954,,159,,,
Northern Ireland,1955,,160,,,
Northern Ireland,1956,,144,,,
Northern Ireland,1957,,169,,,
Northern Ireland,1958,,141,,,
Northern Ireland,1959,,156,,,
Northern Ireland,1960,,172,,,
Northern Ireland,1961,,169,,,
Northern Ireland,1962,,156,,,
Northern Ireland,1963,,176,,,
Northern Ireland,1964,,219,,,
Northern Ireland,1965,,191,,,
Northern Ireland,1966,,248,,,
Northern Ireland,1967,,217,,,
Northern Ireland,1968,,216,,,
Northern Ireland,1969,,257,,,
Northern Ireland,1970,,272,,,
Northern Ireland,1971,,304,,,
Northern Ireland,1972,,372,,,
Northern Ireland,1973,,335,,,
Northern Ireland,1974,,316,,,
Northern Ireland,1975,,313,,,
Northern Ireland,1976,,300,,,
Northern Ireland,1977,,355,,,
Northern Ireland,1978,,288,,,
Northern Ireland,1979,,293,,,
Northern Ireland,1980,,229,,,
Northern Ireland,1981,,223,,,
Northern Ireland,1982,,216,,,
Northern Ireland,1983,,173,,,
Northern Ireland,1984,,189,,,
Northern Ireland,1985,,177,,,
Northern Ireland,1986,,236,,,
Northern Ireland,1987,,214,,,
Northern Ireland,1988,,178,,,
Northern Ireland,1989,,181,,,
Northern Ireland,1990,,185,,,
Northern Ireland,1991,,185,,,
Northern Ireland,1992,,150,,,
Northern Ireland,1993,,143,,,
Northern Ireland,1994,,157,,,
Northern Ireland,1995,,144,,,
Northern Ireland,1996,,142,,,
Northern Ireland,1997,,144,,,
Northern Ireland,1998,,160,,,
Northern Ireland,1999,,141,,,
Northern Ireland,2000,,171,,,
Northern Ireland,2001,,148,,,
Northern Ireland,2002,,150,,,
Northern Ireland,2003,,150,,,
Northern Ireland,2004,,147,,,
Northern Ireland,2005,,135,,,
Northern Ireland,2006,,126,,,
Northern Ireland,2007,,113,,,
Northern Ireland,2008,,107,,,
Northern Ireland,2009,,115,,,
Northern Ireland,2010,,55,,,
Northern Ireland,2011,,59,,,
Northern Ireland,2012,,48,,,
Northern Ireland,2013,,57,,,
Northern Ireland,2014,,79,,,
Northern Ireland,2015,,74,,,
Northern Ireland,2016,,68,,,
Norway,1970,9300,560,,11760,
Norway,1971,8600,530,,11080,
Norway,1972,9000,490,,11320,
Norway,1973,8600,510,,10970,
Norway,1974,8200,510,,10240,
Norway,1975,8784,539,,10974,
Norway,1976,8100,470,,10400,
Norway,1977,9700,440,,12830,
Norway,1978,9400,430,,12370,
Norway,1979,8300,440,,10940,
Norway,1980,7848,362,,10248,
Norway,1981,8072,338,,10480,
Norway,1982,8083,401,,10430,
Norway,1983,8227,409,,10608,
Norway,1984,8512,407,,11094,
Norway,1985,8975,402,,11902,
Norway,1986,9141,452,,12006,
Norway,1987,8335,398,,11090,
Norway,1988,8167,378,,10962,
Norway,1989,8494,381,,11490,
Norway,1990,8801,332,,11886,
Norway,1991,8677,323,,11712,
Norway,1992,8495,325,,11404,
Norway,1993,8642,281,,11536,
Norway,1994,8406,283,118.36,11247,
Norway,1995,8625,305,125.93,11756,
Norway,1996,8779,255,103.07,12025,
Norway,1997,8765,303,122.77,11823,
Norway,1998,8864,352,135.38,12120,
Norway,1999,8361,304,114.07,11460,
Norway,2000,8440,341,122.79,11662,
Norway,2001,8244,275,97.52,11522,
Norway,2002,8724,310,107.53,12395,
Norway,2003,8266,280,95.11,11851,
Norway,2004,8425,257,85.47,12121,
Norway,2005,8078,224,72.63,11214,
Norway,2006,7925,242,76.12,11126,
Norway,2007,8182,233,70.97,12082,
Norway,2008,7726,255,76.26,10868,
Norway,2009,6922,212,62.11,9844,
Norway,2010,6434,208,59.52,9130,
Norway,2011,6079,168,46.83,8363,
Norway,2012,6154,145,39.31,8195,
Norway,2013,5241,187,49.9,6842,
Norway,2014,4972,147,38.58,6291,
Norway,2015,4563,117,30.04,5687,
Norway,2016,4374,135,,5539,
Poland,1970,41813,3446,,37844,
Poland,1971,41331,3883,,36796,
Poland,1972,40849,4320,,39194,
Poland,1973,40367,4757,,41592,
Poland,1974,39885,5195,,43989,
Poland,1975,39404,5633,,52018,
Poland,1976,39330,5730,,46179,
Poland,1977,39255,5827,,45973,
Poland,1978,39181,5925,,51691,
Poland,1979,39036,5793,,50768,
Poland,1980,40373,6002,,52247,
Poland,1981,43755,6107,,57472,
Poland,1982,38832,5535,,51231,
Poland,1983,40454,5561,,53024,
Poland,1984,35768,4980,,46305,
Poland,1985,36100,4688,,46978,
Poland,1986,37133,4667,,47817,
Poland,1987,36433,4625,,46897,
Poland,1988,37538,4851,,48477,
Poland,1989,46338,6724,,60363,
Poland,1990,50532,7333,,66944,
Poland,1991,54038,7901,,73143,
Poland,1992,50990,6946,,67993,
Poland,1993,48901,6341,,65153,
Poland,1994,53647,6744,621.11,71317,
Poland,1995,56904,6900,616.9,77126,
Poland,1996,57911,6359,540.46,77778,
Poland,1997,66582,7312,595.34,90476,
Poland,1998,61855,7080,557.09,84640,
Poland,1999,55106,6730,511.05,68449,
Poland,2000,57331,6294,446.19,71638,
Poland,2001,53799,5534,375.93,68194,
Poland,2002,53559,5827,375.4,67498,
Poland,2003,51078,5640,354.74,63900,
Poland,2004,51069,5712,342.02,64661,
Poland,2005,48100,5444,323.76,61191,
Poland,2006,46876,5243,290.71,59123,
Poland,2007,49536,5583,286.73,63224,
Poland,2008,49054,5437,254.82,62097,
Poland,2009,44196,4572,215.75,56046,
Poland,2010,38832,3907,176.67,48952,
Poland,2011,40065,4189,181.19,49501,
Poland,2012,37062,3577,150.45,45792,
Poland,2013,35847,3357,136.9,44059,
Poland,2014,34970,3202,126.79,42545,
Poland,2015,32967,2938,112.35,39778,
Poland,2016,33664,3026,110.81,40766,
Portugal,1970,22662,1615,,28651,
Portugal,1971,23912,1884,,30972,
Portugal,1972,25056,1932,,34118,
Portugal,1973,22896,2378,,32065,
Portugal,1974,21698,2236,,30282,
Portugal,1975,33109,3051,,40201,
Portugal,1976,30568,2957,,35901,
Portugal,1977,30062,2454,,34746,
Portugal,1978,32637,2477,,35653,
Portugal,1979,33331,2492,,37531,
Portugal,1980,33886,2579,,40784,
Portugal,1981,33560,2587,,44256,
Portugal,1982,33324,2424,,46818,
Portugal,1983,31285,2482,,39240,
Portugal,1984,29255,2099,,39107,
Portugal,1985,29156,2138,,39297,
Portugal,1986,30486,2259,,40823,
Portugal,1987,38656,2617,,54196,
Portugal,1988,41915,2889,,59177,
Portugal,1989,43499,2708,,61186,
Portugal,1990,45110,2646,,63004,
Portugal,1991,48953,2822,,69188,
Portugal,1992,50851,2704,,70654,
Portugal,1993,48645,2370,,66417,
Portugal,1994,45830,2196,679.46,61893,
Portugal,1995,47793,2397,699.65,63456,
Portugal,1996,49265,2394,654.1,66333,
Portugal,1997,49417,2210,564.06,66245,
Portugal,1998,49319,2126,505.59,66342,
Portugal,1999,47966,1995,442.94,65082,
Portugal,2000,44159,1857,391.52,59696,
Portugal,2001,42521,1671,337.1,56839,
Portugal,2002,42219,1675,327.08,56379,
Portugal,2003,41495,1546,297.48,55068,
Portugal,2004,38930,1294,241.15,51850,
Portugal,2005,37066,1247,227.51,49096,
Portugal,2006,35680,969,174.69,47018,
Portugal,2007,35311,974,172.48,46198,
Portugal,2008,33613,885,154.83,43824,
Portugal,2009,35484,737,127.71,46414,
Portugal,2010,35426,937,161.69,46365,
Portugal,2011,32541,891,,41960,
Portugal,2012,29867,718,124.33,38105,
Portugal,2013,30339,637,111.29,38753,
Portugal,2014,30604,638,111.5,39015,
Portugal,2015,31953,593,102.9,40956,
Romania,1970,4897,1938,,4402,
Romania,1971,4491,1807,,3949,
Romania,1972,5254,2062,,4445,
Romania,1973,5333,2033,,4488,
Romania,1974,5225,1951,,4435,
Romania,1975,5480,2156,,4574,
Romania,1976,5972,2222,,5077,
Romania,1977,5937,2278,,4764,
Romania,1978,5428,2193,,3780,
Romania,1979,5279,2047,,4143,
Romania,1980,4802,1863,,3756,
Romania,1981,4638,1751,,3583,
Romania,1982,4264,1616,,3301,
Romania,1983,3834,1522,,2869,
Romania,1984,3662,1449,,2679,
Romania,1985,3348,1340,,2405,
Romania,1986,2983,1229,,2129,
Romania,1987,2825,1188,,2213,
Romania,1988,2788,1195,,1927,
Romania,1989,2586,1106,,1733,
Romania,1990,9708,3782,,8137,
Romania,1991,8948,3078,,7789,
Romania,1992,8181,2816,,6960,
Romania,1993,8972,2826,,8302,
Romania,1994,9381,2877,1122.16,8198,
Romania,1995,9119,2845,1027.78,7716,
Romania,1996,8931,2845,,7504,
Romania,1997,8801,2863,,7451,
Romania,1998,8457,2778,871.28,7221,
Romania,1999,7846,2505,756.64,6601,
Romania,2000,7555,2499,735.69,6315,
Romania,2001,7244,2461,700.52,5963,
Romania,2002,7047,2398,663.16,5777,
Romania,2003,6654,2235,596.76,5538,
Romania,2004,6860,2418,619.24,5594,
Romania,2005,7226,2641,654.7,5868,
Romania,2006,21904,2587,687.67,26124,
Romania,2007,24662,2800,657.99,29604,
Romania,2008,29861,3065,637.11,36931,
Romania,2009,28612,2797,553.44,35523,
Romania,2010,25996,2377,462.69,32414,
Romania,2011,26648,2018,389.09,33491,
Romania,2012,26928,2042,380.23,34209,
Romania,2013,24827,1861,330.67,31464,
Romania,2014,25355,1818,308.49,32334,
Romania,2015,28944,1893,305.31,36897,
Romania,2016,30751,1913,,39562,
Russia,1980,156200,27492,,138132,
Russia,1985,139035,22676,,148645,
Russia,1986,138637,20651,,150356,
Russia,1987,142695,21243,,155634,
Russia,1988,161320,25938,,176583,
Russia,1989,189986,32739,,207628,
Russia,1990,197362,35366,,214839,
Russia,1991,197659,37510,,214409,
Russia,1992,184975,36471,,200026,
Russia,1993,178651,37120,,192802,
Russia,1994,174908,35599,,189877,
Russia,1995,167280,32791,,183926,
Russia,1996,160523,29468,,178378,
Russia,1997,156515,27665,,177924,
Russia,1998,160330,29021,,183846,
Russia,1999,159823,29718,,182123,
Russia,2000,157596,29594,,179401,
Russia,2001,164403,30916,,187790,
Russia,2002,184365,33243,,215678,
Russia,2003,204267,35602,,243919,
Russia,2004,208558,34506,,251386,
Russia,2005,223342,33957,,274864,
Russia,2006,229140,32724,,285362,
Russia,2007,233809,33308,,292206,
Russia,2008,218322,29936,,270883,
Russia,2009,203618,27659,,255484,
Russia,2010,199431,26567,,250635,
Russia,2011,199868,27953,,251848,
Russia,2012,203597,27991,,258618,
Russia,2013,204068,27025,,258437,
Russia,2014,199723,26958,,251793,
Russia,2015,184000,23114,,231197,
Russia,2016,173694,20308,,221140,
Scotland,1950,,529,,,
Scotland,1955,,610,,,
Scotland,1960,,648,,,
Scotland,1965,,743,,,
Scotland,1970,,815,,,
Scotland,1975,,769,,,
Scotland,1980,,700,,,
Scotland,1985,,602,,,
Scotland,1986,,601,,,
Scotland,1987,,556,,,
Scotland,1988,,554,,,
Scotland,1989,,553,,,
Scotland,1990,,546,,,
Scotland,1991,,491,,,
Scotland,1992,,463,,,
Scotland,1993,,399,,,
Scotland,1994,,363,,,
Scotland,1995,,409,,,
Scotland,1996,,357,,,
Scotland,1997,,377,,,
Scotland,1998,,385,,,
Scotland,1999,,310,,,
Scotland,2000,,326,,,
Scotland,2001,,348,,,
Scotland,2002,,304,,,
Scotland,2003,,336,,,
Scotland,2004,,308,,,
Scotland,2005,,286,,,
Scotland,2006,,314,,,
Scotland,2007,,281,,,
Scotland,2008,,270,,,
Scotland,2009,,216,,,
Scotland,2010,,208,,,
Scotland,2011,,185,,,
Scotland,2012,,176,,,
Scotland,2013,,172,,,
Scotland,2014,,203,,,
Scotland,2015,,168,,,
Scotland,2016,,191,,,
Serbia,1999,14491,1100,,15079,
Serbia,2000,15076,1048,,16610,
Serbia,2001,11562,1273,,19873,
Serbia,2002,14899,847,,14738,
Serbia,2003,12385,858,,15929,
Serbia,2004,13373,953,,17557,
Serbia,2005,12752,841,,16872,
Serbia,2006,13912,900,,18405,
Serbia,2007,16585,962,,22201,
Serbia,2008,16651,897,,22275,
Serbia,2009,15807,808,,21512,
Serbia,2010,14179,656,362.48,19326,
Serbia,2011,14119,728,380.26,19312,
Serbia,2012,13333,684,343.35,18406,
Serbia,2013,13522,646,315.26,18472,
Serbia,2014,13043,536,257.08,17993,
Serbia,2015,13638,601,279.28,19308,
Serbia,2016,14382,606,270.76,20606,
Slovakia,1993,8492,639,,11363,
Slovakia,1994,8461,680,,10947,
Slovakia,1995,8713,698,,11535,
Slovakia,1996,8824,638,,11626,
Slovakia,1997,9489,828,601.05,12533,
Slovakia,1998,9704,861,587.71,12860,
Slovakia,1999,8578,672,462.84,11441,
Slovakia,2000,7884,648,436.69,10074,
Slovakia,2001,8181,625,413.41,10839,
Slovakia,2002,7866,626,402.13,10263,
Slovakia,2003,8551,653,408.51,11321,
Slovakia,2004,8443,608,424.37,11190,
Slovakia,2005,7903,600,383.07,10490,
Slovakia,2006,7988,608,377.9,10692,
Slovakia,2007,8500,661,379.17,11310,
Slovakia,2008,8343,606,319.96,11040,
Slovakia,2009,6465,384,197.7,8534,
Slovakia,2010,6570,353,174.15,8150,
Slovakia,2011,5775,325,152.87,7057,
Slovakia,2012,5370,352,159.2,6438,
Slovakia,2013,5113,251,110.09,6311,
Slovakia,2014,5391,295,124.97,6617,
Slovakia,2015,5502,310,125.77,6749,
Slovakia,2016,5602,275,,6941,
Slovenia,1970,8300,620,,10553,
Slovenia,1971,8672,644,,11689,
Slovenia,1972,8413,625,,11097,
Slovenia,1973,8500,701,,11238,
Slovenia,1974,7936,557,,10236,
Slovenia,1975,8192,596,,10780,
Slovenia,1976,8001,587,,10623,
Slovenia,1977,8911,680,,11847,
Slovenia,1978,7950,729,,10617,
Slovenia,1979,7537,735,,9990,
Slovenia,1980,6941,558,,9369,
Slovenia,1981,6499,565,,8032,
Slovenia,1982,6866,569,,8586,
Slovenia,1983,6070,527,,7874,
Slovenia,1984,5546,492,,7374,
Slovenia,1985,5481,464,,7016,
Slovenia,1986,5942,504,,7847,
Slovenia,1987,6364,558,,8501,
Slovenia,1988,6085,551,,8850,
Slovenia,1989,5825,554,,7405,
Slovenia,1990,5177,517,,6533,
Slovenia,1991,5479,462,,6938,
Slovenia,1992,5882,492,,7394,
Slovenia,1993,6290,493,,7762,
Slovenia,1994,6586,505,,7921,
Slovenia,1995,6540,415,,7976,
Slovenia,1996,6348,389,,7798,
Slovenia,1997,6968,357,,8669,
Slovenia,1998,5837,309,,7318,
Slovenia,1999,6929,334,,8980,
Slovenia,2000,8469,313,,11574,
Slovenia,2001,9199,278,,12673,
Slovenia,2002,10199,268,,13930,
Slovenia,2003,11676,242,223.04,16703,
Slovenia,2004,12721,274,250.23,18723,
Slovenia,2005,10309,258,229.74,14314,
Slovenia,2006,11223,262,221.28,16075,
Slovenia,2007,11414,293,243.96,16037,
Slovenia,2008,8938,214,170.52,12409,
Slovenia,2009,8589,171,130.73,12114,
Slovenia,2010,7560,138,103.62,10316,
Slovenia,2011,7218,141,105.42,9673,
Slovenia,2012,6864,130,96.19,9148,
Slovenia,2013,6542,125,92.25,8742,
Slovenia,2014,6264,108,78.67,8220,
Slovenia,2015,6585,120,86.01,8710,
Slovenia,2016,6495,130,91.3,8456,
South Korea,1970,37243,3069,,42830,
South Korea,1971,47060,3420,,52976,
South Korea,1972,43751,3077,,47539,
South Korea,1973,43488,3049,,48370,
South Korea,1974,42476,3115,,48074,
South Korea,1975,58323,3800,,61092,
South Korea,1976,70241,3860,,65647,
South Korea,1977,78863,4097,,77126,
South Korea,1978,94316,5114,,91464,
South Korea,1979,113927,6006,,105945,
South Korea,1980,120182,5608,,111641,
South Korea,1981,123373,5804,,115289,
South Korea,1982,141218,6110,,130605,
South Korea,1983,170026,6834,,152572,
South Korea,1984,134335,7468,,170377,
South Korea,1985,146836,7522,,184420,
South Korea,1986,153777,7702,,193734,
South Korea,1987,175661,7206,,222701,
South Korea,1988,225062,11563,,287739,
South Korea,1989,255787,12603,,325896,
South Korea,1990,255303,12325,,324229,
South Korea,1991,265964,13429,,331610,
South Korea,1992,257194,11640,,325943,
South Korea,1993,260921,10402,,337679,
South Korea,1994,266107,10087,1049.75,350892,
South Korea,1995,248865,10323,939.22,331747,
South Korea,1996,265052,12653,1028.45,355962,
South Korea,1997,246452,11603,858.65,343159,
South Korea,1998,239721,9057,614.33,340564,
South Korea,1999,275938,9353,626.67,402967,
South Korea,2000,290481,10236,685.74,426984,
South Korea,2001,260579,8097,513.44,386539,
South Korea,2002,231026,7222,437.83,348149,
South Korea,2003,240832,7212,411.67,376503,
South Korea,2004,220755,6563,361.36,346987,
South Korea,2005,214171,6376,344.41,342233,
South Korea,2006,213745,6327,333.47,340229,
South Korea,2007,211662,6166,316.48,335906,
South Korea,2008,215822,5870,293.21,338962,
South Korea,2009,231990,5838,286.35,361875,
South Korea,2010,226878,5505,264.26,352458,
South Korea,2011,221711,5229,243.78,341391,
South Korea,2012,223656,5392,246.11,344565,
South Korea,2013,215354,5092,227.31,328711,
South Korea,2014,223552,4762,207.5,337497,
South Korea,2015,232035,4621,195.32,350400,
South Korea,2016,220917,4292,,331720,
Spain,1970,58000,4200,,82800,
Spain,1971,58000,4200,,82800,
Spain,1972,62000,4500,,90500,
Spain,1973,66000,4800,,96200,
Spain,1974,63000,4300,,91700,
Spain,1975,62123,4487,,88513,
Spain,1976,66000,4800,,94200,
Spain,1977,66000,4800,,98200,
Spain,1978,70000,5300,,105700,
Spain,1979,71000,5100,,109900,
Spain,1980,67803,5017,,107675,
Spain,1981,67012,4930,,106183,
Spain,1982,63585,4486,,100151,
Spain,1983,72329,4666,,112272,
Spain,1984,74111,4827,,115528,
Spain,1985,81234,4903,,126800,
Spain,1986,87703,5419,,137145,
Spain,1987,98182,5862,,153384,
Spain,1988,106356,6348,,164949,
Spain,1989,109804,7188,,169411,
Spain,1990,101507,6948,,155476,
Spain,1991,98128,6797,,148450,
Spain,1992,87293,6014,,129949,
Spain,1993,79925,6378,,117193,
Spain,1994,78474,5615,276.64,113716,
Spain,1995,83586,5751,274.54,121432,
Spain,1996,85588,5483,252.91,124157,
Spain,1997,86067,5604,,125247,
Spain,1998,97570,5957,,141377,
Spain,1999,97811,5738,231.86,142894,
Spain,2000,101729,5776,224.62,149781,
Spain,2001,100393,5517,211.73,149599,
Spain,2002,98433,5347,197.23,146917,
Spain,2003,99987,5399,197.66,150635,
Spain,2004,94009,4741,165.34,138383,
Spain,2005,91187,4442,148.22,132809,
Spain,2006,99797,4104,130.71,143450,
Spain,2007,100508,3823,116.74,142521,
Spain,2008,93161,3100,92.87,130947,
Spain,2009,88251,2714,81.73,124966,
Spain,2010,85503,2478,74.25,120345,
Spain,2011,83027,2060,61.5,115627,
Spain,2012,83115,1903,57.02,115890,
Spain,2013,89519,1680,50.87,124720,
Spain,2014,91570,1688,51.09,126632,
Spain,2015,97756,1689,50.55,134455,
Spain,2016,102362,1810,53.09,140390,
Sweden,1970,16636,1307,,22230,
Sweden,1971,16422,1213,,21872,
Sweden,1972,16013,1194,,21256,
Sweden,1973,16902,1177,,22551,
Sweden,1974,16043,1197,,20902,
Sweden,1975,16047,1172,,20809,
Sweden,1976,17043,1168,,21843,
Sweden,1977,16229,1031,,20916,
Sweden,1978,16028,1034,,20573,
Sweden,1979,15424,926,,19552,
Sweden,1980,15231,848,,19246,
Sweden,1981,14801,784,,18554,
Sweden,1982,15288,758,,19277,
Sweden,1983,15848,779,,19803,
Sweden,1984,16531,801,,20635,
Sweden,1985,15929,808,,20671,
Sweden,1986,16677,844,,21614,
Sweden,1987,15652,787,,20467,
Sweden,1988,17207,813,,22838,
Sweden,1989,17969,904,,23531,
Sweden,1990,16975,772,,22497,
Sweden,1991,16003,745,,21057,
Sweden,1992,15599,759,,20727,
Sweden,1993,14959,632,,19741,
Sweden,1994,15888,589,132.39,21083,
Sweden,1995,15626,572,127.71,21173,
Sweden,1996,15321,537,118.86,20810,
Sweden,1997,15752,541,118.95,21280,
Sweden,1998,15514,531,115.13,21356,
Sweden,1999,15834,580,123.04,21964,
Sweden,2000,15770,591,122.06,22032,
Sweden,2001,15796,583,117.04,22330,
Sweden,2002,16947,560,110.87,24747,
Sweden,2003,18365,529,103.36,27103,
Sweden,2004,18029,480,92.34,26582,
Sweden,2005,18094,440,83.16,26459,
Sweden,2006,18213,445,82.64,26636,
Sweden,2007,18548,471,85.76,26749,
Sweden,2008,18462,397,70.88,26248,
Sweden,2009,17858,358,63.48,25281,
Sweden,2010,16500,266,47.05,23305,
Sweden,2011,16119,319,56.78,22360,
Sweden,2012,16458,285,49.5,22825,
Sweden,2013,14815,260,44.73,20262,
Sweden,2014,12926,270,45.59,17525,
Sweden,2015,14672,259,43.02,19643,
Sweden,2016,14051,270,43.9,18663,
Switzerland,1970,28651,1694,,35981,
Switzerland,1971,29455,1773,,37177,
Switzerland,1972,29199,1722,,37108,
Switzerland,1973,26146,1451,,32800,
Switzerland,1974,25471,1372,,31749,
Switzerland,1975,24055,1238,,29904,
Switzerland,1976,23545,1188,,28779,
Switzerland,1977,25066,1302,,31208,
Switzerland,1978,25623,1268,,32305,
Switzerland,1979,25837,1268,,32442,
Switzerland,1980,25649,1246,,32327,
Switzerland,1981,25245,1165,,31702,
Switzerland,1982,25535,1192,,31358,
Switzerland,1983,26223,1159,,32471,
Switzerland,1984,25076,1101,,30729,
Switzerland,1985,24302,908,,29827,
Switzerland,1986,24700,1034,,30346,
Switzerland,1987,23773,952,,29150,
Switzerland,1988,24544,945,,30083,
Switzerland,1989,24606,925,,30159,
Switzerland,1990,23834,954,,29243,
Switzerland,1991,22821,860,,28240,
Switzerland,1992,23272,834,,28683,
Switzerland,1993,22852,723,,28210,
Switzerland,1994,23527,679,154.85,29276,
Switzerland,1995,23030,692,155.37,28759,
Switzerland,1996,21578,616,137.22,26539,
Switzerland,1997,22075,587,128.76,27285,
Switzerland,1998,22232,597,128.86,27790,
Switzerland,1999,23434,583,123.13,29527,
Switzerland,2000,23737,592,122.77,30058,
Switzerland,2001,23896,544,110.41,30160,
Switzerland,2002,23647,513,102.27,29774,
Switzerland,2003,23840,546,107.52,30098,
