Entity,Year,Colonial Regimes (Minner and Wim (2006))
Sri Lanka,1920,United Kingdom
Sri Lanka,1921,United Kingdom
Sri Lanka,1922,United Kingdom
Sri Lanka,1923,United Kingdom
Sri Lanka,1924,United Kingdom
Sri Lanka,1925,United Kingdom
Sri Lanka,1926,United Kingdom
Sri Lanka,1927,United Kingdom
Sri Lanka,1928,United Kingdom
Sri Lanka,1929,United Kingdom
Sri Lanka,1930,United Kingdom
Sri Lanka,1931,United Kingdom
Sri Lanka,1932,United Kingdom
Sri Lanka,1933,United Kingdom
Sri Lanka,1934,United Kingdom
Sri Lanka,1935,United Kingdom
Sri Lanka,1936,United Kingdom
Sri Lanka,1937,United Kingdom
Sri Lanka,1938,United Kingdom
Sri Lanka,1939,United Kingdom
Sri Lanka,1940,United Kingdom
Sri Lanka,1941,United Kingdom
Sri Lanka,1942,United Kingdom
Sri Lanka,1943,United Kingdom
Sri Lanka,1944,United Kingdom
Sri Lanka,1945,United Kingdom
Sri Lanka,1946,United Kingdom
Sudan,1821,Egypt
Sudan,1822,Egypt
Sudan,1823,Egypt
Sudan,1824,Egypt
Sudan,1825,Egypt
Sudan,1826,Egypt
Sudan,1827,Egypt
Sudan,1828,Egypt
Sudan,1829,Egypt
Sudan,1830,Egypt
Sudan,1831,Egypt
Sudan,1832,Egypt
Sudan,1833,Egypt
Sudan,1834,Egypt
Sudan,1835,Egypt
Sudan,1836,Egypt
Sudan,1837,Egypt
Sudan,1838,Egypt
Sudan,1839,Egypt
Sudan,1840,Egypt
Sudan,1841,Egypt
Sudan,1842,Egypt
Sudan,1843,Egypt
Sudan,1844,Egypt
Sudan,1845,Egypt
Sudan,1846,Egypt
Sudan,1847,Egypt
Sudan,1848,Egypt
Sudan,1849,Egypt
Sudan,1850,Egypt
Sudan,1851,Egypt
Sudan,1852,Egypt
Sudan,1853,Egypt
Sudan,1854,Egypt
Sudan,1855,Egypt
Sudan,1856,Egypt
Sudan,1857,Egypt
Sudan,1858,Egypt
Sudan,1859,Egypt
Sudan,1860,Egypt
Sudan,1861,Egypt
Sudan,1862,Egypt
Sudan,1863,Egypt
Sudan,1864,Egypt
Sudan,1865,Egypt
Sudan,1866,Egypt
Sudan,1867,Egypt
Sudan,1868,Egypt
Sudan,1869,Egypt
Sudan,1870,Egypt
Sudan,1871,Egypt
Sudan,1872,Egypt
Sudan,1873,Egypt
Sudan,1874,Egypt
Sudan,1875,Egypt
Sudan,1876,Egypt
Sudan,1877,Egypt
Sudan,1878,Egypt
Sudan,1879,Egypt
Sudan,1880,Egypt
Sudan,1881,Egypt
Sudan,1882,Mixed Rule
Sudan,1883,Mixed Rule
Sudan,1884,Mixed Rule
Sudan,1885,Mixed Rule
Sudan,1886,Mixed Rule
Sudan,1887,Mixed Rule
Sudan,1888,Mixed Rule
Sudan,1889,Mixed Rule
Sudan,1890,Mixed Rule
Sudan,1891,Mixed Rule
Sudan,1892,Mixed Rule
Sudan,1893,Mixed Rule
Sudan,1894,Mixed Rule
Sudan,1895,Mixed Rule
Sudan,1896,Mixed Rule
Sudan,1897,Mixed Rule
Sudan,1898,Mixed Rule
Sudan,1899,Mixed Rule
Sudan,1900,Mixed Rule
Sudan,1901,Mixed Rule
Sudan,1902,Mixed Rule
Sudan,1903,Mixed Rule
Sudan,1904,Mixed Rule
Sudan,1905,Mixed Rule
Sudan,1906,Mixed Rule
Sudan,1907,Mixed Rule
Sudan,1908,Mixed Rule
Sudan,1909,Mixed Rule
Sudan,1910,Mixed Rule
Sudan,1911,Mixed Rule
Sudan,1912,Mixed Rule
Sudan,1913,Mixed Rule
Sudan,1914,Mixed Rule
Sudan,1915,Mixed Rule
Sudan,1916,Mixed Rule
Sudan,1917,Mixed Rule
Sudan,1918,Mixed Rule
Sudan,1919,Mixed Rule
Sudan,1920,Mixed Rule
Sudan,1921,Mixed Rule
Sudan,1922,Mixed Rule
Sudan,1923,Mixed Rule
Sudan,1924,Mixed Rule
Sudan,1925,Mixed Rule
Sudan,1926,Mixed Rule
Sudan,1927,Mixed Rule
Sudan,1928,Mixed Rule
Sudan,1929,Mixed Rule
Sudan,1930,Mixed Rule
Sudan,1931,Mixed Rule
Sudan,1932,Mixed Rule
Sudan,1933,Mixed Rule
Sudan,1934,Mixed Rule
Sudan,1935,Mixed Rule
Sudan,1936,Mixed Rule
Sudan,1937,Mixed Rule
Sudan,1938,Mixed Rule
Sudan,1939,Mixed Rule
Sudan,1940,Mixed Rule
Sudan,1941,Mixed Rule
Sudan,1942,Mixed Rule
Sudan,1943,Mixed Rule
Sudan,1944,Mixed Rule
Sudan,1945,Mixed Rule
Sudan,1946,Mixed Rule
Sudan,1947,Mixed Rule
Sudan,1948,Mixed Rule
Sudan,1949,Mixed Rule
Sudan,1950,Mixed Rule
Sudan,1951,Mixed Rule
Sudan,1952,Mixed Rule
Sudan,1953,Mixed Rule
Sudan,1954,Mixed Rule
Sudan,1955,Mixed Rule
Suriname,1816,Netherlands
Suriname,1817,Netherlands
Suriname,1818,Netherlands
Suriname,1819,Netherlands
Suriname,1820,Netherlands
Suriname,1821,Netherlands
Suriname,1822,Netherlands
Suriname,1823,Netherlands
Suriname,1824,Netherlands
Suriname,1825,Netherlands
Suriname,1826,Netherlands
Suriname,1827,Netherlands
Suriname,1828,Netherlands
Suriname,1829,Netherlands
Suriname,1830,Netherlands
Suriname,1831,Netherlands
Suriname,1832,Netherlands
Suriname,1833,Netherlands
Suriname,1834,Netherlands
Suriname,1835,Netherlands
Suriname,1836,Netherlands
Suriname,1837,Netherlands
Suriname,1838,Netherlands
Suriname,1839,Netherlands
Suriname,1840,Netherlands
Suriname,1841,Netherlands
Suriname,1842,Netherlands
Suriname,1843,Netherlands
Suriname,1844,Netherlands
Suriname,1845,Netherlands
Suriname,1846,Netherlands
Suriname,1847,Netherlands
Suriname,1848,Netherlands
Suriname,1849,Netherlands
Suriname,1850,Netherlands
Suriname,1851,Netherlands
Suriname,1852,Netherlands
Suriname,1853,Netherlands
Suriname,1854,Netherlands
Suriname,1855,Netherlands
Suriname,1856,Netherlands
Suriname,1857,Netherlands
Suriname,1858,Netherlands
Suriname,1859,Netherlands
Suriname,1860,Netherlands
Suriname,1861,Netherlands
Suriname,1862,Netherlands
Suriname,1863,Netherlands
Suriname,1864,Netherlands
Suriname,1865,Netherlands
Suriname,1866,Netherlands
Suriname,1867,Netherlands
Suriname,1868,Netherlands
Suriname,1869,Netherlands
Suriname,1870,Netherlands
Suriname,1871,Netherlands
Suriname,1872,Netherlands
Suriname,1873,Netherlands
Suriname,1874,Netherlands
Suriname,1875,Netherlands
Suriname,1876,Netherlands
Suriname,1877,Netherlands
Suriname,1878,Netherlands
Suriname,1879,Netherlands
Suriname,1880,Netherlands
Suriname,1881,Netherlands
Suriname,1882,Netherlands
Suriname,1883,Netherlands
Suriname,1884,Netherlands
Suriname,1885,Netherlands
Suriname,1886,Netherlands
Suriname,1887,Netherlands
Suriname,1888,Netherlands
Suriname,1889,Netherlands
Suriname,1890,Netherlands
Suriname,1891,Netherlands
Suriname,1892,Netherlands
Suriname,1893,Netherlands
Suriname,1894,Netherlands
Suriname,1895,Netherlands
Suriname,1896,Netherlands
Suriname,1897,Netherlands
Suriname,1898,Netherlands
Suriname,1899,Netherlands
Suriname,1900,Netherlands
Suriname,1901,Netherlands
Suriname,1902,Netherlands
Suriname,1903,Netherlands
Suriname,1904,Netherlands
Suriname,1905,Netherlands
Suriname,1906,Netherlands
Suriname,1907,Netherlands
Suriname,1908,Netherlands
Suriname,1909,Netherlands
Suriname,1910,Netherlands
Suriname,1911,Netherlands
Suriname,1912,Netherlands
Suriname,1913,Netherlands
Suriname,1914,Netherlands
Suriname,1915,Netherlands
Suriname,1916,Netherlands
Suriname,1917,Netherlands
Suriname,1918,Netherlands
Suriname,1919,Netherlands
Suriname,1920,Netherlands
Suriname,1921,Netherlands
Suriname,1922,Netherlands
Suriname,1923,Netherlands
Suriname,1924,Netherlands
Suriname,1925,Netherlands
Suriname,1926,Netherlands
Suriname,1927,Netherlands
Suriname,1928,Netherlands
Suriname,1929,Netherlands
Suriname,1930,Netherlands
Suriname,1931,Netherlands
Suriname,1932,Netherlands
Suriname,1933,Netherlands
Suriname,1934,Netherlands
Suriname,1935,Netherlands
Suriname,1936,Netherlands
Suriname,1937,Netherlands
Suriname,1938,Netherlands
Suriname,1939,Netherlands
Suriname,1940,Netherlands
Suriname,1941,Netherlands
Suriname,1942,Netherlands
Suriname,1943,Netherlands
Suriname,1944,Netherlands
Suriname,1945,Netherlands
Suriname,1946,Netherlands
Suriname,1947,Netherlands
Suriname,1948,Netherlands
Suriname,1949,Netherlands
Suriname,1950,Netherlands
Suriname,1951,Netherlands
Suriname,1952,Netherlands
Suriname,1953,Netherlands
Suriname,1954,Netherlands
Suriname,1955,Netherlands
Suriname,1956,Netherlands
Suriname,1957,Netherlands
Suriname,1958,Netherlands
Suriname,1959,Netherlands
Suriname,1960,Netherlands
Suriname,1961,Netherlands
Suriname,1962,Netherlands
Suriname,1963,Netherlands
Suriname,1964,Netherlands
Suriname,1965,Netherlands
Suriname,1966,Netherlands
Suriname,1967,Netherlands
Suriname,1968,Netherlands
Suriname,1969,Netherlands
Suriname,1970,Netherlands
Suriname,1971,Netherlands
Suriname,1972,Netherlands
Suriname,1973,Netherlands
Suriname,1974,Netherlands
Swaziland,1816,United Kingdom
Swaziland,1817,United Kingdom
Swaziland,1818,United Kingdom
Swaziland,1819,United Kingdom
Swaziland,1820,United Kingdom
Swaziland,1821,United Kingdom
Swaziland,1822,United Kingdom
Swaziland,1823,United Kingdom
Swaziland,1824,United Kingdom
Swaziland,1825,United Kingdom
Swaziland,1826,United Kingdom
Swaziland,1827,United Kingdom
Swaziland,1828,United Kingdom
Swaziland,1829,United Kingdom
Swaziland,1830,United Kingdom
Swaziland,1831,United Kingdom
Swaziland,1832,United Kingdom
Swaziland,1833,United Kingdom
Swaziland,1834,United Kingdom
Swaziland,1835,United Kingdom
Swaziland,1836,United Kingdom
Swaziland,1837,United Kingdom
Swaziland,1838,United Kingdom
Swaziland,1839,United Kingdom
Swaziland,1840,United Kingdom
Swaziland,1841,United Kingdom
Swaziland,1842,United Kingdom
Swaziland,1843,United Kingdom
Swaziland,1844,United Kingdom
Swaziland,1845,United Kingdom
Swaziland,1846,United Kingdom
Swaziland,1847,United Kingdom
Swaziland,1848,United Kingdom
Swaziland,1849,United Kingdom
Swaziland,1850,United Kingdom
Swaziland,1851,United Kingdom
Swaziland,1852,United Kingdom
Swaziland,1853,United Kingdom
Swaziland,1854,United Kingdom
Swaziland,1855,United Kingdom
Swaziland,1856,United Kingdom
Swaziland,1857,United Kingdom
Swaziland,1858,United Kingdom
Swaziland,1859,United Kingdom
Swaziland,1860,United Kingdom
Swaziland,1861,United Kingdom
Swaziland,1862,United Kingdom
Swaziland,1863,United Kingdom
Swaziland,1864,United Kingdom
Swaziland,1865,United Kingdom
Swaziland,1866,United Kingdom
Swaziland,1867,United Kingdom
Swaziland,1868,United Kingdom
Swaziland,1869,United Kingdom
Swaziland,1870,United Kingdom
Swaziland,1871,United Kingdom
Swaziland,1872,United Kingdom
Swaziland,1873,United Kingdom
Swaziland,1874,United Kingdom
Swaziland,1875,United Kingdom
Swaziland,1876,United Kingdom
Swaziland,1877,United Kingdom
Swaziland,1878,United Kingdom
Swaziland,1879,United Kingdom
Swaziland,1880,United Kingdom
Swaziland,1881,United Kingdom
Swaziland,1882,United Kingdom
Swaziland,1883,United Kingdom
Swaziland,1884,United Kingdom
Swaziland,1885,United Kingdom
Swaziland,1886,United Kingdom
Swaziland,1887,United Kingdom
Swaziland,1888,United Kingdom
Swaziland,1889,United Kingdom
Swaziland,1890,United Kingdom
Swaziland,1891,United Kingdom
Swaziland,1892,United Kingdom
Swaziland,1893,United Kingdom
Swaziland,1894,United Kingdom
Swaziland,1895,United Kingdom
Swaziland,1896,United Kingdom
Swaziland,1897,United Kingdom
Swaziland,1898,United Kingdom
Swaziland,1899,United Kingdom
Swaziland,1900,United Kingdom
Swaziland,1901,United Kingdom
Swaziland,1902,United Kingdom
Swaziland,1903,United Kingdom
Swaziland,1904,United Kingdom
Swaziland,1905,United Kingdom
Swaziland,1906,United Kingdom
Swaziland,1907,United Kingdom
Swaziland,1908,United Kingdom
Swaziland,1909,United Kingdom
Swaziland,1910,United Kingdom
Swaziland,1911,United Kingdom
Swaziland,1912,United Kingdom
Swaziland,1913,United Kingdom
Swaziland,1914,United Kingdom
Swaziland,1915,United Kingdom
Swaziland,1916,United Kingdom
Swaziland,1917,United Kingdom
Swaziland,1918,United Kingdom
Swaziland,1919,United Kingdom
Swaziland,1920,United Kingdom
Swaziland,1921,United Kingdom
Swaziland,1922,United Kingdom
Swaziland,1923,United Kingdom
Swaziland,1924,United Kingdom
Swaziland,1925,United Kingdom
Swaziland,1926,United Kingdom
Swaziland,1927,United Kingdom
Swaziland,1928,United Kingdom
Swaziland,1929,United Kingdom
Swaziland,1930,United Kingdom
Swaziland,1931,United Kingdom
Swaziland,1932,United Kingdom
Swaziland,1933,United Kingdom
Swaziland,1934,United Kingdom
Swaziland,1935,United Kingdom
Swaziland,1936,United Kingdom
Swaziland,1937,United Kingdom
Swaziland,1938,United Kingdom
Swaziland,1939,United Kingdom
Swaziland,1940,United Kingdom
Swaziland,1941,United Kingdom
Swaziland,1942,United Kingdom
Swaziland,1943,United Kingdom
Swaziland,1944,United Kingdom
Swaziland,1945,United Kingdom
Swaziland,1946,United Kingdom
Swaziland,1947,United Kingdom
Swaziland,1948,United Kingdom
Swaziland,1949,United Kingdom
Swaziland,1950,United Kingdom
Swaziland,1951,United Kingdom
Swaziland,1952,United Kingdom
Swaziland,1953,United Kingdom
Swaziland,1954,United Kingdom
Swaziland,1955,United Kingdom
Swaziland,1956,United Kingdom
Swaziland,1957,United Kingdom
Swaziland,1958,United Kingdom
Swaziland,1959,United Kingdom
Swaziland,1960,United Kingdom
Swaziland,1961,United Kingdom
Swaziland,1962,United Kingdom
Swaziland,1963,United Kingdom
Swaziland,1964,United Kingdom
Swaziland,1965,United Kingdom
Swaziland,1966,United Kingdom
Swaziland,1967,United Kingdom
Syria,1816,Turkey
Syria,1817,Turkey
Syria,1818,Turkey
Syria,1819,Turkey
Syria,1820,Turkey
Syria,1821,Turkey
Syria,1822,Turkey
Syria,1823,Turkey
Syria,1824,Turkey
Syria,1825,Turkey
Syria,1826,Turkey
Syria,1827,Turkey
Syria,1828,Turkey
Syria,1829,Turkey
Syria,1830,Turkey
Syria,1831,Turkey
Syria,1832,Egypt
Syria,1833,Egypt
Syria,1834,Egypt
Syria,1835,Egypt
Syria,1836,Egypt
Syria,1837,Egypt
Syria,1838,Egypt
Syria,1839,Egypt
Syria,1840,Turkey
Syria,1841,Turkey
Syria,1842,Turkey
Syria,1843,Turkey
Syria,1844,Turkey
Syria,1845,Turkey
Syria,1846,Turkey
Syria,1847,Turkey
Syria,1848,Turkey
Syria,1849,Turkey
Syria,1850,Turkey
Syria,1851,Turkey
Syria,1852,Turkey
Syria,1853,Turkey
Syria,1854,Turkey
Syria,1855,Turkey
Syria,1856,Turkey
Syria,1857,Turkey
Syria,1858,Turkey
Syria,1859,Turkey
Syria,1860,Turkey
Syria,1861,Turkey
Syria,1862,Turkey
Syria,1863,Turkey
Syria,1864,Turkey
Syria,1865,Turkey
Syria,1866,Turkey
Syria,1867,Turkey
Syria,1868,Turkey
Syria,1869,Turkey
Syria,1870,Turkey
Syria,1871,Turkey
Syria,1872,Turkey
Syria,1873,Turkey
Syria,1874,Turkey
Syria,1875,Turkey
Syria,1876,Turkey
Syria,1877,Turkey
Syria,1878,Turkey
Syria,1879,Turkey
Syria,1880,Turkey
Syria,1881,Turkey
Syria,1882,Turkey
Syria,1883,Turkey
Syria,1884,Turkey
Syria,1885,Turkey
Syria,1886,Turkey
Syria,1887,Turkey
Syria,1888,Turkey
Syria,1889,Turkey
Syria,1890,Turkey
Syria,1891,Turkey
Syria,1892,Turkey
Syria,1893,Turkey
Syria,1894,Turkey
Syria,1895,Turkey
Syria,1896,Turkey
Syria,1897,Turkey
Syria,1898,Turkey
Syria,1899,Turkey
Syria,1900,Turkey
Syria,1901,Turkey
Syria,1902,Turkey
Syria,1903,Turkey
Syria,1904,Turkey
Syria,1905,Turkey
Syria,1906,Turkey
Syria,1907,Turkey
Syria,1908,Turkey
Syria,1909,Turkey
Syria,1910,Turkey
Syria,1911,Turkey
Syria,1912,Turkey
Syria,1913,Turkey
Syria,1914,Turkey
Syria,1915,Turkey
Syria,1916,Turkey
Syria,1917,Turkey
Syria,1918,Turkey
Syria,1919,Turkey
Syria,1920,France
Syria,1921,France
Syria,1922,France
Syria,1923,France
Syria,1924,France
Syria,1925,France
Syria,1926,France
Syria,1927,France
Syria,1928,France
Syria,1929,France
Syria,1930,France
Syria,1931,France
Syria,1932,France
Syria,1933,France
Syria,1934,France
Syria,1935,France
Syria,1936,France
Syria,1937,France
Syria,1938,France
Syria,1939,France
Syria,1940,France
Syria,1941,France
Syria,1942,France
Syria,1943,France
Taiwan,1816,China
Taiwan,1817,China
Taiwan,1818,China
Taiwan,1819,China
Taiwan,1820,China
Taiwan,1821,China
Taiwan,1822,China
Taiwan,1823,China
Taiwan,1824,China
Taiwan,1825,China
Taiwan,1826,China
Taiwan,1827,China
Taiwan,1828,China
Taiwan,1829,China
Taiwan,1830,China
Taiwan,1831,China
Taiwan,1832,China
Taiwan,1833,China
Taiwan,1834,China
Taiwan,1835,China
Taiwan,1836,China
Taiwan,1837,China
Taiwan,1838,China
Taiwan,1839,China
Taiwan,1840,China
Taiwan,1841,China
Taiwan,1842,China
Taiwan,1843,China
Taiwan,1844,China
Taiwan,1845,China
Taiwan,1846,China
Taiwan,1847,China
Taiwan,1848,China
Taiwan,1849,China
Taiwan,1850,China
Taiwan,1851,China
Taiwan,1852,China
Taiwan,1853,China
Taiwan,1854,China
Taiwan,1855,China
Taiwan,1856,China
Taiwan,1857,China
Taiwan,1858,China
Taiwan,1859,China
Taiwan,1860,China
Taiwan,1861,China
Taiwan,1862,China
Taiwan,1863,China
Taiwan,1864,China
Taiwan,1865,China
Taiwan,1866,China
Taiwan,1867,China
Taiwan,1868,China
Taiwan,1869,China
Taiwan,1870,China
Taiwan,1871,China
Taiwan,1872,China
Taiwan,1873,China
Taiwan,1874,China
Taiwan,1875,China
Taiwan,1876,China
Taiwan,1877,China
Taiwan,1878,China
Taiwan,1879,China
Taiwan,1880,China
Taiwan,1881,China
Taiwan,1882,China
Taiwan,1883,China
Taiwan,1884,China
Taiwan,1885,China
Taiwan,1886,China
Taiwan,1887,China
Taiwan,1888,China
Taiwan,1889,China
Taiwan,1890,China
Taiwan,1891,China
Taiwan,1892,China
Taiwan,1893,China
Taiwan,1894,China
Taiwan,1895,China
Taiwan,1896,China
Taiwan,1897,China
Taiwan,1898,China
Taiwan,1899,China
Taiwan,1900,China
Taiwan,1901,China
Taiwan,1902,China
Taiwan,1903,China
Taiwan,1904,China
Taiwan,1905,China
Taiwan,1906,China
Taiwan,1907,China
Taiwan,1908,China
Taiwan,1909,China
Taiwan,1910,China
Taiwan,1911,China
Taiwan,1912,China
Taiwan,1913,China
Taiwan,1914,China
Taiwan,1915,China
Taiwan,1916,China
Taiwan,1917,China
Taiwan,1918,China
Taiwan,1919,China
Taiwan,1920,China
Taiwan,1921,China
Taiwan,1922,China
Taiwan,1923,China
Taiwan,1924,China
Taiwan,1925,China
Taiwan,1926,China
Taiwan,1927,China
Taiwan,1928,China
Taiwan,1929,China
Taiwan,1930,China
Taiwan,1931,China
Taiwan,1932,China
Taiwan,1933,China
Taiwan,1934,China
Taiwan,1935,China
Taiwan,1936,China
Taiwan,1937,China
Taiwan,1938,China
Taiwan,1939,China
Taiwan,1940,China
Taiwan,1941,China
Taiwan,1942,China
Taiwan,1943,China
Taiwan,1944,China
Taiwan,1945,China
Taiwan,1946,China
Taiwan,1947,China
Tajikistan,1816,Russia
Tajikistan,1817,Russia
Tajikistan,1818,Russia
Tajikistan,1819,Russia
Tajikistan,1820,Russia
Tajikistan,1821,Russia
Tajikistan,1822,Russia
Tajikistan,1823,Russia
Tajikistan,1824,Russia
Tajikistan,1825,Russia
Tajikistan,1826,Russia
Tajikistan,1827,Russia
Tajikistan,1828,Russia
Tajikistan,1829,Russia
Tajikistan,1830,Russia
Tajikistan,1831,Russia
Tajikistan,1832,Russia
Tajikistan,1833,Russia
Tajikistan,1834,Russia
Tajikistan,1835,Russia
Tajikistan,1836,Russia
Tajikistan,1837,Russia
Tajikistan,1838,Russia
Tajikistan,1839,Russia
Tajikistan,1840,Russia
Tajikistan,1841,Russia
Tajikistan,1842,Russia
Tajikistan,1843,Russia
Tajikistan,1844,Russia
Tajikistan,1845,Russia
Tajikistan,1846,Russia
Tajikistan,1847,Russia
Tajikistan,1848,Russia
Tajikistan,1849,Russia
Tajikistan,1850,Russia
Tajikistan,1851,Russia
Tajikistan,1852,Russia
Tajikistan,1853,Russia
Tajikistan,1854,Russia
Tajikistan,1855,Russia
Tajikistan,1856,Russia
Tajikistan,1857,Russia
Tajikistan,1858,Russia
Tajikistan,1859,Russia
Tajikistan,1860,Russia
Tajikistan,1861,Russia
Tajikistan,1862,Russia
Tajikistan,1863,Russia
Tajikistan,1864,Russia
Tajikistan,1865,Russia
Tajikistan,1866,Russia
Tajikistan,1867,Russia
Tajikistan,1868,Russia
Tajikistan,1869,Russia
Tajikistan,1870,Russia
Tajikistan,1871,Russia
Tajikistan,1872,Russia
Tajikistan,1873,Russia
Tajikistan,1874,Russia
Tajikistan,1875,Russia
Tajikistan,1876,Russia
Tajikistan,1877,Russia
Tajikistan,1878,Russia
Tajikistan,1879,Russia
Tajikistan,1880,Russia
Tajikistan,1881,Russia
Tajikistan,1882,Russia
Tajikistan,1883,Russia
Tajikistan,1884,Russia
Tajikistan,1885,Russia
Tajikistan,1886,Russia
Tajikistan,1887,Russia
Tajikistan,1888,Russia
Tajikistan,1889,Russia
Tajikistan,1890,Russia
Tajikistan,1891,Russia
Tajikistan,1892,Russia
Tajikistan,1893,Russia
Tajikistan,1894,Russia
Tajikistan,1895,Russia
Tajikistan,1896,Russia
Tajikistan,1897,Russia
Tajikistan,1898,Russia
Tajikistan,1899,Russia
Tajikistan,1900,Russia
Tajikistan,1901,Russia
Tajikistan,1902,Russia
Tajikistan,1903,Russia
Tajikistan,1904,Russia
Tajikistan,1905,Russia
Tajikistan,1906,Russia
Tajikistan,1907,Russia
Tajikistan,1908,Russia
Tajikistan,1909,Russia
Tajikistan,1910,Russia
Tajikistan,1911,Russia
Tajikistan,1912,Russia
Tajikistan,1913,Russia
Tajikistan,1914,Russia
Tajikistan,1915,Russia
Tajikistan,1916,Russia
Tajikistan,1917,Russia
Tajikistan,1918,Russia
Tajikistan,1919,Russia
Tajikistan,1920,Russia
Tajikistan,1921,Russia
Tajikistan,1922,Russia
Tajikistan,1923,Russia
Tajikistan,1924,Russia
Tajikistan,1925,Russia
Tajikistan,1926,Russia
Tajikistan,1927,Russia
Tajikistan,1928,Russia
Tajikistan,1929,Russia
Tajikistan,1930,Russia
Tajikistan,1931,Russia
Tajikistan,1932,Russia
Tajikistan,1933,Russia
Tajikistan,1934,Russia
Tajikistan,1935,Russia
Tajikistan,1936,Russia
Tajikistan,1937,Russia
Tajikistan,1938,Russia
Tajikistan,1939,Russia
Tajikistan,1940,Russia
Tajikistan,1941,Russia
Tajikistan,1942,Russia
Tajikistan,1943,Russia
Tajikistan,1944,Russia
Tajikistan,1945,Russia
Tajikistan,1946,Russia
Tajikistan,1947,Russia
Tajikistan,1948,Russia
Tajikistan,1949,Russia
Tajikistan,1950,Russia
Tajikistan,1951,Russia
Tajikistan,1952,Russia
Tajikistan,1953,Russia
Tajikistan,1954,Russia
Tajikistan,1955,Russia
Tajikistan,1956,Russia
Tajikistan,1957,Russia
Tajikistan,1958,Russia
Tajikistan,1959,Russia
Tajikistan,1960,Russia
Tajikistan,1961,Russia
Tajikistan,1962,Russia
Tajikistan,1963,Russia
Tajikistan,1964,Russia
Tajikistan,1965,Russia
Tajikistan,1966,Russia
Tajikistan,1967,Russia
Tajikistan,1968,Russia
Tajikistan,1969,Russia
Tajikistan,1970,Russia
Tajikistan,1971,Russia
Tajikistan,1972,Russia
Tajikistan,1973,Russia
Tajikistan,1974,Russia
Tajikistan,1975,Russia
Tajikistan,1976,Russia
Tajikistan,1977,Russia
Tajikistan,1978,Russia
Tajikistan,1979,Russia
Tajikistan,1980,Russia
Tajikistan,1981,Russia
Tajikistan,1982,Russia
Tajikistan,1983,Russia
Tajikistan,1984,Russia
Tajikistan,1985,Russia
Tajikistan,1986,Russia
Tajikistan,1987,Russia
Tajikistan,1988,Russia
Tajikistan,1989,Russia
Tajikistan,1990,Russia
Tanzania,1886,Germany
Tanzania,1887,Germany
Tanzania,1888,Germany
Tanzania,1889,Germany
Tanzania,1890,Germany
Tanzania,1891,Germany
Tanzania,1892,Germany
Tanzania,1893,Germany
Tanzania,1894,Germany
Tanzania,1895,Germany
Tanzania,1896,Germany
Tanzania,1897,Germany
Tanzania,1898,Germany
Tanzania,1899,Germany
Tanzania,1900,Germany
Tanzania,1901,Germany
Tanzania,1902,Germany
Tanzania,1903,Germany
Tanzania,1904,Germany
Tanzania,1905,Germany
Tanzania,1906,Germany
Tanzania,1907,Germany
Tanzania,1908,Germany
Tanzania,1909,Germany
Tanzania,1910,Germany
Tanzania,1911,Germany
Tanzania,1912,Germany
Tanzania,1913,Germany
Tanzania,1914,Germany
Tanzania,1915,Germany
Tanzania,1916,Germany
Tanzania,1917,Germany
Tanzania,1918,United Kingdom
Tanzania,1919,United Kingdom
Tanzania,1920,United Kingdom
Tanzania,1921,United Kingdom
Tanzania,1922,United Kingdom
Tanzania,1923,United Kingdom
Tanzania,1924,United Kingdom
Tanzania,1925,United Kingdom
Tanzania,1926,United Kingdom
Tanzania,1927,United Kingdom
Tanzania,1928,United Kingdom
Tanzania,1929,United Kingdom
Tanzania,1930,United Kingdom
Tanzania,1931,United Kingdom
Tanzania,1932,United Kingdom
Tanzania,1933,United Kingdom
Tanzania,1934,United Kingdom
Tanzania,1935,United Kingdom
Tanzania,1936,United Kingdom
Tanzania,1937,United Kingdom
Tanzania,1938,United Kingdom
Tanzania,1939,United Kingdom
Tanzania,1940,United Kingdom
Tanzania,1941,United Kingdom
Tanzania,1942,United Kingdom
Tanzania,1943,United Kingdom
Tanzania,1944,United Kingdom
Tanzania,1945,United Kingdom
Tanzania,1946,United Kingdom
Tanzania,1947,United Kingdom
Tanzania,1948,United Kingdom
Tanzania,1949,United Kingdom
Tanzania,1950,United Kingdom
Tanzania,1951,United Kingdom
Tanzania,1952,United Kingdom
Tanzania,1953,United Kingdom
Tanzania,1954,United Kingdom
Tanzania,1955,United Kingdom
Tanzania,1956,United Kingdom
Tanzania,1957,United Kingdom
Tanzania,1958,United Kingdom
Tanzania,1959,United Kingdom
Tanzania,1960,United Kingdom
Togo,1884,Germany
Togo,1885,Germany
Togo,1886,Germany
Togo,1887,Germany
Togo,1888,Germany
Togo,1889,Germany
Togo,1890,Germany
Togo,1891,Germany
Togo,1892,Germany
Togo,1893,Germany
Togo,1894,Germany
Togo,1895,Germany
Togo,1896,Germany
Togo,1897,Germany
Togo,1898,Germany
Togo,1899,Germany
Togo,1900,Germany
Togo,1901,Germany
Togo,1902,Germany
Togo,1903,Germany
Togo,1904,Germany
Togo,1905,Germany
Togo,1906,Germany
Togo,1907,Germany
Togo,1908,Germany
Togo,1909,Germany
Togo,1910,Germany
Togo,1911,Germany
Togo,1912,Germany
Togo,1913,Germany
Togo,1914,Mixed Rule
Togo,1915,Mixed Rule
Togo,1916,Mixed Rule
