Entity,Year,Mean male height (cm),Mean female height (cm),Male-to-female height ratio,Change in male height (cm),Change in female height (cm),Change in male height (%),Change in female height (%)
Nepal,1975,162.4230785,151.3440338,1.07320437,,,,
Nepal,1976,162.4528867,151.3150129,1.073607196,,,,
Nepal,1977,162.4779884,151.2834009,1.073997461,,,,
Nepal,1978,162.4977636,151.2498077,1.074366745,,,,
Nepal,1979,162.5129509,151.2153182,1.074712224,,,,
Nepal,1980,162.524313,151.1820357,1.075023975,,,,
Nepal,1981,162.5325227,151.1511495,1.07529796,,,,
Nepal,1982,162.5379743,151.1233957,1.075531512,,,,
Nepal,1983,162.5401262,151.0990035,1.075719379,,,,
Nepal,1984,162.5388574,151.0775256,1.07586391,,,,
Nepal,1985,162.5334029,151.0576891,1.075969081,,,,
Nepal,1986,162.5241276,151.039132,1.076039868,,,,
Nepal,1987,162.5108837,151.0209917,1.076081423,,,,
Nepal,1988,162.494456,151.0022991,1.076105841,,,,
Nepal,1989,162.4757429,150.9834765,1.076116054,,,,
Nepal,1990,162.4551928,150.9646452,1.076114163,,,,
Nepal,1991,162.4336127,150.9470702,1.076096492,,,,
Nepal,1992,162.4114823,150.9300245,1.076071397,,,,
Nepal,1993,162.3887513,150.9128822,1.076043005,,,,
Nepal,1994,162.3656096,150.8954387,1.076014033,,,,
Nepal,1995,162.3422096,150.8782017,1.07598187,,,,
Nepal,1996,162.3183332,150.860985,1.075946397,4.7664219,6.724711,3.025302493,4.66552299
Netherlands,1896,169.4319209,154.8244089,1.094348896,,,,
Netherlands,1897,169.60885,155.0730403,1.093735247,,,,
Netherlands,1898,169.7862777,155.3217254,1.093126395,,,,
Netherlands,1899,169.9637831,155.5706178,1.092518533,,,,
Netherlands,1900,170.1410883,155.8198618,1.091908864,,,,
Netherlands,1901,170.3191215,156.0692324,1.091304922,,,,
Netherlands,1902,170.497781,156.3188759,1.090705009,,,,
Netherlands,1903,170.676573,156.5679418,1.090111878,,,,
Netherlands,1904,170.8556292,156.8159809,1.089529449,,,,
Netherlands,1905,171.0351845,157.0638227,1.088953405,,,,
Netherlands,1906,171.2139362,157.3116903,1.088373889,,,,
Netherlands,1907,171.3933455,157.5596784,1.087799539,,,,
Netherlands,1908,171.5746374,157.8079681,1.087236845,,,,
Netherlands,1909,171.7582105,158.0570364,1.086684999,,,,
Netherlands,1910,171.9452313,158.3085268,1.086140051,,,,
Netherlands,1911,172.1371187,158.5646516,1.085595793,,,,
Netherlands,1912,172.334295,158.8259754,1.085051073,,,,
Netherlands,1913,172.5362183,159.0921688,1.084504785,,,,
Netherlands,1914,172.7415277,159.3625099,1.083953358,,,,
Netherlands,1915,172.9490452,159.6365593,1.083392463,,,,
Netherlands,1916,173.1563177,159.9124416,1.082819548,,,,
Netherlands,1917,173.3615805,160.1881968,1.082236919,,,,
Netherlands,1918,173.5635289,160.4617508,1.081650475,,,,
Netherlands,1919,173.7606182,160.7304978,1.081068127,,,,
Netherlands,1920,173.9531246,160.9934405,1.080498212,,,,
Netherlands,1921,174.1400803,161.2498706,1.079939349,,,,
Netherlands,1922,174.3209944,161.4995414,1.079390027,,,,
Netherlands,1923,174.4950744,161.7411227,1.078854106,,,,
Netherlands,1924,174.6638168,161.9751683,1.078336998,,,,
Netherlands,1925,174.8311563,162.2041432,1.077846428,,,,
Netherlands,1926,174.9987505,162.4278887,1.077393494,,,,
Netherlands,1927,175.1688961,162.6470777,1.076987663,,,,
Netherlands,1928,175.3431562,162.8624096,1.076633685,,,,
Netherlands,1929,175.5207798,163.0740385,1.076325707,,,,
Netherlands,1930,175.701706,163.2818797,1.076063715,,,,
Netherlands,1931,175.8847294,163.4846779,1.075848402,,,,
Netherlands,1932,176.0686244,163.683924,1.075662289,,,,
Netherlands,1933,176.2549186,163.8821424,1.075498014,,,,
Netherlands,1934,176.4440937,164.0807278,1.075349287,,,,
Netherlands,1935,176.6336257,164.2792707,1.075203371,,,,
Netherlands,1936,176.8205349,164.4766554,1.075049432,,,,
Netherlands,1937,177.0022554,164.669616,1.07489323,,,,
Netherlands,1938,177.1779918,164.8557507,1.074745595,,,,
Netherlands,1939,177.3480269,165.0328834,1.074622362,,,,
Netherlands,1940,177.5121167,165.1978184,1.074542742,,,,
Netherlands,1941,177.671976,165.3493675,1.074524679,,,,
Netherlands,1942,177.8308264,165.4890928,1.074577323,,,,
Netherlands,1943,177.9916953,165.6186521,1.07470803,,,,
Netherlands,1944,178.156041,165.7414316,1.074903476,,,,
Netherlands,1945,178.3248824,165.8600942,1.075152424,,,,
Netherlands,1946,178.5004717,165.9766092,1.075455587,,,,
Netherlands,1947,178.6824327,166.0931144,1.07579675,,,,
Netherlands,1948,178.8703913,166.2107295,1.076166333,,,,
Netherlands,1949,179.0627201,166.3301506,1.076549979,,,,
Netherlands,1950,179.2579677,166.4529884,1.076928503,,,,
Netherlands,1951,179.4536424,166.5788887,1.077289228,,,,
Netherlands,1952,179.6491836,166.7072215,1.077632882,,,,
Netherlands,1953,179.8443825,166.8381402,1.077957248,,,,
Netherlands,1954,180.0384944,166.972174,1.078254478,,,,
Netherlands,1955,180.2296245,167.1099089,1.078509501,,,,
Netherlands,1956,180.4153369,167.2507,1.078711999,,,,
Netherlands,1957,180.5964207,167.3953604,1.078861566,,,,
Netherlands,1958,180.7725687,167.5426097,1.078964742,,,,
Netherlands,1959,180.9426875,167.6909695,1.079024637,,,,
Netherlands,1960,181.1060846,167.8388548,1.079047428,,,,
Netherlands,1961,181.2624299,167.9851294,1.079038547,,,,
Netherlands,1962,181.4094265,168.1266627,1.079004505,,,,
Netherlands,1963,181.5452083,168.2596407,1.07895873,,,,
Netherlands,1964,181.6664688,168.3808561,1.078902157,,,,
Netherlands,1965,181.7738923,168.4890349,1.078847015,,,,
Netherlands,1966,181.8693722,168.5836307,1.078808016,,,,
Netherlands,1967,181.9559459,168.6657742,1.078795901,,,,
Netherlands,1968,182.0356697,168.7359905,1.078819457,,,,
Netherlands,1969,182.1099604,168.7965467,1.078872548,,,,
Netherlands,1970,182.1797291,168.8473887,1.078960892,,,,
Netherlands,1971,182.244994,168.8895216,1.079078159,,,,
Netherlands,1972,182.3055826,168.9233767,1.079220568,,,,
Netherlands,1973,182.3605231,168.9497701,1.07937716,,,,
Netherlands,1974,182.4084548,168.9688123,1.07953919,,,,
Netherlands,1975,182.4488884,168.980508,1.079703751,,,,
Netherlands,1976,182.4821343,168.9847522,1.079873373,,,,
Netherlands,1977,182.5078314,168.9816308,1.08004539,,,,
Netherlands,1978,182.5259788,168.971544,1.080217263,,,,
Netherlands,1979,182.5379434,168.9556762,1.080389529,,,,
Netherlands,1980,182.5461596,168.936814,1.080558792,,,,
Netherlands,1981,182.5529775,168.9175514,1.080722376,,,,
Netherlands,1982,182.5590746,168.9000874,1.08087022,,,,
Netherlands,1983,182.5638499,168.8858911,1.080989352,,,,
Netherlands,1984,182.5668188,168.8737507,1.081084645,,,,
Netherlands,1985,182.5673089,168.8630401,1.081156118,,,,
Netherlands,1986,182.5656225,168.852843,1.081211422,,,,
Netherlands,1987,182.5617825,168.8425093,1.081254853,,,,
Netherlands,1988,182.5568032,168.830825,1.08130019,,,,
Netherlands,1989,182.5520976,168.8180307,1.081354266,,,,
Netherlands,1990,182.5473681,168.8039163,1.081416664,,,,
Netherlands,1991,182.5435729,168.7899002,1.081483979,,,,
Netherlands,1992,182.5411272,168.775987,1.081558641,,,,
Netherlands,1993,182.5395791,168.7618574,1.081640022,,,,
Netherlands,1994,182.538079,168.7474592,1.081723422,,,,
Netherlands,1995,182.5367685,168.7330205,1.08180822,,,,
Netherlands,1996,182.5353792,168.7185794,1.08189258,13.1034583,13.8941705,7.733760103,8.974147293
New Zealand,1896,167.4843803,155.957409,1.073911021,,,,
New Zealand,1897,167.6007726,156.0440456,1.074060673,,,,
New Zealand,1898,167.7175546,156.1308024,1.074211828,,,,
New Zealand,1899,167.834658,156.2178295,1.074363013,,,,
New Zealand,1900,167.9514878,156.3049873,1.074511381,,,,
New Zealand,1901,168.0688338,156.392285,1.074661923,,,,
New Zealand,1902,168.1873025,156.4797972,1.074817999,,,,
New Zealand,1903,168.3062532,156.5672309,1.074977518,,,,
New Zealand,1904,168.4251682,156.6541033,1.075140482,,,,
New Zealand,1905,168.5440709,156.7407976,1.07530441,,,,
New Zealand,1906,168.6626407,156.8276601,1.07546488,,,,
New Zealand,1907,168.781743,156.915363,1.075622806,,,,
New Zealand,1908,168.9032249,157.0042325,1.075787717,,,,
New Zealand,1909,169.0273545,157.0946508,1.075958689,,,,
New Zealand,1910,169.1549362,157.1886287,1.076127056,,,,
New Zealand,1911,169.2886526,157.2877664,1.076298917,,,,
New Zealand,1912,169.4303509,157.3932486,1.076477882,,,,
New Zealand,1913,169.5792713,157.5052358,1.076657995,,,,
New Zealand,1914,169.7351195,157.6239113,1.07683611,,,,
New Zealand,1915,169.8968787,157.7493553,1.077005217,,,,
New Zealand,1916,170.0634871,157.8807898,1.077163899,,,,
New Zealand,1917,170.2337505,158.0176401,1.077308523,,,,
New Zealand,1918,170.4069572,158.1584868,1.077444282,,,,
New Zealand,1919,170.5815383,158.3018656,1.077571244,,,,
New Zealand,1920,170.7570318,158.448301,1.077682946,,,,
New Zealand,1921,170.933638,158.5974955,1.077782707,,,,
New Zealand,1922,171.1110379,158.7494517,1.077868528,,,,
New Zealand,1923,171.2878485,158.9034764,1.077936445,,,,
New Zealand,1924,171.4650815,159.0601918,1.07798865,,,,
New Zealand,1925,171.6444546,159.221798,1.07802108,,,,
New Zealand,1926,171.8264183,159.3883999,1.078035907,,,,
New Zealand,1927,172.0114572,159.5597133,1.078038144,,,,
New Zealand,1928,172.1986591,159.7357693,1.07802191,,,,
New Zealand,1929,172.3859174,159.9166417,1.077973597,,,,
New Zealand,1930,172.5717876,160.1012406,1.077891633,,,,
New Zealand,1931,172.7545411,160.2856246,1.077791858,,,,
New Zealand,1932,172.931932,160.4683754,1.077669862,,,,
New Zealand,1933,173.1043981,160.649545,1.077528094,,,,
New Zealand,1934,173.2739211,160.8297833,1.077374585,,,,
New Zealand,1935,173.4404953,161.0087267,1.077211769,,,,
New Zealand,1936,173.604016,161.1854277,1.077045354,,,,
New Zealand,1937,173.7649157,161.3587254,1.076885773,,,,
New Zealand,1938,173.9236863,161.5265089,1.07675011,,,,
New Zealand,1939,174.0791094,161.6867687,1.076644124,,,,
New Zealand,1940,174.2303759,161.8369318,1.076579826,,,,
New Zealand,1941,174.3766379,161.9756213,1.076561007,,,,
New Zealand,1942,174.5187772,162.1029371,1.07659232,,,,
New Zealand,1943,174.6587799,162.2208204,1.076673016,,,,
New Zealand,1944,174.7958784,162.3308855,1.076787562,,,,
New Zealand,1945,174.9303911,162.4349184,1.076926026,,,,
New Zealand,1946,175.0624996,162.535404,1.077073027,,,,
New Zealand,1947,175.1912715,162.6330817,1.077217929,,,,
New Zealand,1948,175.3173903,162.7286554,1.077360283,,,,
New Zealand,1949,175.4396338,162.8233418,1.077484542,,,,
New Zealand,1950,175.5584871,162.9192678,1.077579647,,,,
New Zealand,1951,175.6730759,163.0167432,1.077638238,,,,
New Zealand,1952,175.7830091,163.1157108,1.077658358,,,,
New Zealand,1953,175.890659,163.21683,1.077650258,,,,
New Zealand,1954,175.995252,163.3201355,1.077609025,,,,
New Zealand,1955,176.0966623,163.425035,1.077537859,,,,
New Zealand,1956,176.1940808,163.5302193,1.077440497,,,,
New Zealand,1957,176.2890885,163.6360775,1.077324091,,,,
New Zealand,1958,176.3822186,163.742547,1.077192348,,,,
New Zealand,1959,176.4744129,163.8482337,1.077060209,,,,
New Zealand,1960,176.566363,163.9531297,1.076931946,,,,
New Zealand,1961,176.6586143,164.0568635,1.076813311,,,,
New Zealand,1962,176.7500574,164.157713,1.07670882,,,,
New Zealand,1963,176.8396524,164.2530877,1.07662909,,,,
New Zealand,1964,176.9250275,164.3399887,1.076579285,,,,
New Zealand,1965,177.0065291,164.41709,1.076570137,,,,
New Zealand,1966,177.0844332,164.4836698,1.07660799,,,,
New Zealand,1967,177.1597744,164.5412916,1.076688852,,,,
New Zealand,1968,177.2334036,164.5903638,1.076815188,,,,
New Zealand,1969,177.3068098,164.6324565,1.076985751,,,,
New Zealand,1970,177.3801361,164.6679731,1.077198758,,,,
New Zealand,1971,177.4523356,164.6986377,1.077436572,,,,
New Zealand,1972,177.5229917,164.7248857,1.077693822,,,,
New Zealand,1973,177.5915545,164.7474181,1.077962596,,,,
New Zealand,1974,177.6558256,164.7661585,1.078230064,,,,
New Zealand,1975,177.7142885,164.7802294,1.078492785,,,,
New Zealand,1976,177.7659657,164.7893946,1.078746397,,,,
New Zealand,1977,177.8095311,164.7938168,1.078981812,,,,
New Zealand,1978,177.8445029,164.7939124,1.079193402,,,,
New Zealand,1979,177.8711924,164.7909876,1.079374516,,,,
New Zealand,1980,177.8914415,164.7879781,1.079517108,,,,
New Zealand,1981,177.9070641,164.7863948,1.079622285,,,,
New Zealand,1982,177.9187354,164.7881053,1.079681905,,,,
New Zealand,1983,177.9257441,164.7946884,1.079681304,,,,
New Zealand,1984,177.9276077,164.8047585,1.07962664,,,,
New Zealand,1985,177.9236655,164.8173436,1.079520284,,,,
New Zealand,1986,177.9146856,164.8309954,1.079376395,,,,
New Zealand,1987,177.9009495,164.84475,1.079203005,,,,
New Zealand,1988,177.8837185,164.8574062,1.079015633,,,,
New Zealand,1989,177.8651318,164.8687449,1.078828688,,,,
New Zealand,1990,177.8454888,164.8790647,1.078642028,,,,
New Zealand,1991,177.8262141,164.8895867,1.078456303,,,,
New Zealand,1992,177.8074159,164.9004867,1.078271019,,,,
New Zealand,1993,177.7893977,164.9110451,1.078092723,,,,
New Zealand,1994,177.7715078,164.9208046,1.077920449,,,,
New Zealand,1995,177.7541167,164.9307002,1.077750331,,,,
New Zealand,1996,177.7363938,164.9405475,1.077578537,10.2520135,8.9831385,6.121175886,5.759994705
Nicaragua,1896,157.1852277,146.1104046,1.075797635,,,,
Nicaragua,1897,157.3741053,146.281192,1.075832806,,,,
Nicaragua,1898,157.563219,146.4524336,1.075866171,,,,
Nicaragua,1899,157.7524219,146.6234189,1.075901947,,,,
Nicaragua,1900,157.9417669,146.7941311,1.07594061,,,,
Nicaragua,1901,158.1312308,146.9644013,1.075983227,,,,
Nicaragua,1902,158.3206058,147.134107,1.07602927,,,,
Nicaragua,1903,158.5103608,147.3026894,1.076085993,,,,
Nicaragua,1904,158.6996904,147.4700576,1.076148562,,,,
Nicaragua,1905,158.8889842,147.6363329,1.076218713,,,,
Nicaragua,1906,159.0781501,147.8016662,1.076294701,,,,
Nicaragua,1907,159.2672486,147.9658971,1.076378083,,,,
Nicaragua,1908,159.4571608,148.1291781,1.076473676,,,,
Nicaragua,1909,159.6473004,148.2916341,1.076576581,,,,
Nicaragua,1910,159.8379948,148.4539953,1.076683686,,,,
Nicaragua,1911,160.0306745,148.6167944,1.076800742,,,,
Nicaragua,1912,160.2256285,148.7807772,1.076924261,,,,
Nicaragua,1913,160.4224155,148.9462891,1.077048757,,,,
Nicaragua,1914,160.6204145,149.1133774,1.077169717,,,,
Nicaragua,1915,160.8201698,149.2822247,1.077289477,,,,
Nicaragua,1916,161.0210035,149.452733,1.077404208,,,,
Nicaragua,1917,161.2234054,149.6253823,1.077513741,,,,
Nicaragua,1918,161.4275711,149.7992785,1.077625825,,,,
Nicaragua,1919,161.6314983,149.9737674,1.0777318,,,,
Nicaragua,1920,161.8352701,150.1484409,1.077835169,,,,
Nicaragua,1921,162.037456,150.321822,1.077937014,,,,
Nicaragua,1922,162.2366052,150.4926987,1.078036387,,,,
Nicaragua,1923,162.4314433,150.66013,1.078131575,,,,
Nicaragua,1924,162.6218924,150.8238407,1.07822405,,,,
Nicaragua,1925,162.8093981,150.9850007,1.078315047,,,,
Nicaragua,1926,162.9941889,151.1438863,1.078404115,,,,
Nicaragua,1927,163.1771466,151.3002821,1.078498628,,,,
Nicaragua,1928,163.3577387,151.4542145,1.078594869,,,,
Nicaragua,1929,163.5351114,151.6059419,1.078685369,,,,
Nicaragua,1930,163.7083451,151.7541364,1.078773528,,,,
Nicaragua,1931,163.8760749,151.8976922,1.078858227,,,,
Nicaragua,1932,164.0376074,152.0356209,1.078941938,,,,
Nicaragua,1933,164.1933061,152.1692363,1.079017744,,,,
Nicaragua,1934,164.3437475,152.2997203,1.079081085,,,,
Nicaragua,1935,164.4893867,152.4276903,1.079130612,,,,
Nicaragua,1936,164.6300415,152.5539772,1.079159289,,,,
Nicaragua,1937,164.7653105,152.6781473,1.079167605,,,,
Nicaragua,1938,164.8951412,152.8001288,1.079155774,,,,
Nicaragua,1939,165.018591,152.9185957,1.079127036,,,,
Nicaragua,1940,165.1363665,153.0328876,1.079090705,,,,
Nicaragua,1941,165.2502252,153.1425784,1.07906127,,,,
Nicaragua,1942,165.3618881,153.2479629,1.079047871,,,,
Nicaragua,1943,165.4721414,153.349843,1.079049956,,,,
Nicaragua,1944,165.5809423,153.4488722,1.079062621,,,,
Nicaragua,1945,165.6876655,153.5455903,1.079077981,,,,
Nicaragua,1946,165.7924494,153.6407291,1.07909179,,,,
Nicaragua,1947,165.8939434,153.734498,1.079093798,,,,
Nicaragua,1948,165.9916625,153.8260228,1.079087007,,,,
Nicaragua,1949,166.0837487,153.9153731,1.079058871,,,,
Nicaragua,1950,166.1685312,154.0016537,1.07900485,,,,
Nicaragua,1951,166.245209,154.083613,1.078928549,,,,
Nicaragua,1952,166.3134236,154.1602287,1.078834827,,,,
Nicaragua,1953,166.3736466,154.2313942,1.078727502,,,,
Nicaragua,1954,166.4273013,154.2957643,1.078625211,,,,
Nicaragua,1955,166.4756548,154.3538868,1.078532315,,,,
Nicaragua,1956,166.519361,154.406077,1.078450824,,,,
Nicaragua,1957,166.5604777,154.4521929,1.078395033,,,,
Nicaragua,1958,166.6001176,154.4925648,1.078369809,,,,
Nicaragua,1959,166.6388734,154.5274294,1.078377308,,,,
Nicaragua,1960,166.6769032,154.5570213,1.078416896,,,,
Nicaragua,1961,166.7137443,154.5812136,1.07848645,,,,
Nicaragua,1962,166.7480361,154.6007784,1.078571776,,,,
Nicaragua,1963,166.778781,154.6143017,1.078676288,,,,
Nicaragua,1964,166.8044709,154.6212993,1.078793618,,,,
Nicaragua,1965,166.8255597,154.6215217,1.078928456,,,,
Nicaragua,1966,166.8428675,154.615346,1.079083492,,,,
Nicaragua,1967,166.8577518,154.6037423,1.079260756,,,,
Nicaragua,1968,166.8711814,154.5874531,1.079461354,,,,
Nicaragua,1969,166.8860168,154.5684703,1.079689904,,,,
Nicaragua,1970,166.9035789,154.5475296,1.079949834,,,,
Nicaragua,1971,166.9236117,154.5261395,1.080228965,,,,
Nicaragua,1972,166.945295,154.5048468,1.080518174,,,,
Nicaragua,1973,166.9673854,154.4841624,1.080805843,,,,
Nicaragua,1974,166.9875694,154.4649214,1.081071145,,,,
Nicaragua,1975,167.0050394,154.4466019,1.081312488,,,,
Nicaragua,1976,167.0178286,154.428386,1.081522853,,,,
Nicaragua,1977,167.0242066,154.4101802,1.081691676,,,,
Nicaragua,1978,167.02431,154.3927134,1.08181472,,,,
Nicaragua,1979,167.0182949,154.376619,1.08188854,,,,
Nicaragua,1980,167.0077286,154.3633848,1.081912844,,,,
Nicaragua,1981,166.9937721,154.3540051,1.08188817,,,,
Nicaragua,1982,166.9775078,154.3497653,1.081812515,,,,
Nicaragua,1983,166.9586447,154.3498177,1.081689938,,,,
Nicaragua,1984,166.9379622,154.3532415,1.08153195,,,,
Nicaragua,1985,166.9151085,154.35874,1.081345368,,,,
Nicaragua,1986,166.8913306,154.3645396,1.081150704,,,,
Nicaragua,1987,166.8669262,154.3698731,1.080955259,,,,
Nicaragua,1988,166.8424379,154.3739476,1.080768099,,,,
Nicaragua,1989,166.8191103,154.3768944,1.080596361,,,,
Nicaragua,1990,166.7983351,154.3789351,1.080447504,,,,
Nicaragua,1991,166.7803717,154.3810368,1.080316438,,,,
Nicaragua,1992,166.7647346,154.3835441,1.080197605,,,,
Nicaragua,1993,166.7502591,154.3860651,1.080086205,,,,
Nicaragua,1994,166.7359241,154.3885286,1.07997612,,,,
Nicaragua,1995,166.7210509,154.3911406,1.079861514,,,,
Nicaragua,1996,166.7062391,154.3935365,1.079748822,9.5210114,8.2831319,6.057192231,5.66909107
Niger,1896,163.8958698,156.2755366,1.048762163,,,,
Niger,1897,163.9986794,156.3814059,1.048709586,,,,
Niger,1898,164.1022654,156.4873579,1.048661487,,,,
Niger,1899,164.2063244,156.5933024,1.048616524,,,,
Niger,1900,164.3101079,156.6993026,1.048569491,,,,
Niger,1901,164.4142566,156.8047935,1.048528256,,,,
Niger,1902,164.5190684,156.9097596,1.048494809,,,,
Niger,1903,164.6242028,157.0137411,1.048470036,,,,
Niger,1904,164.7295544,157.1166394,1.048453907,,,,
Niger,1905,164.8350798,157.2185791,1.048445297,,,,
Niger,1906,164.9407124,157.3195506,1.048443831,,,,
Niger,1907,165.0470619,157.4193647,1.048454631,,,,
Niger,1908,165.1544046,157.5180567,1.048479191,,,,
Niger,1909,165.2622134,157.6158808,1.04851245,,,,
Niger,1910,165.3710016,157.7132953,1.048554602,,,,
Niger,1911,165.4813432,157.810989,1.04860469,,,,
Niger,1912,165.5938644,157.9096429,1.048662142,,,,
Niger,1913,165.7086132,158.009317,1.048726849,,,,
Niger,1914,165.8246059,158.1098644,1.04879355,,,,
Niger,1915,165.9423187,158.2117629,1.04886208,,,,
Niger,1916,166.0615502,158.314195,1.04893658,,,,
Niger,1917,166.1822333,158.4178772,1.049011868,,,,
Niger,1918,166.3044561,158.5225093,1.049090485,,,,
Niger,1919,166.4267441,158.6271418,1.049169406,,,,
Niger,1920,166.5488691,158.7319335,1.049246144,,,,
Niger,1921,166.6701011,158.8360184,1.049321827,,,,
Niger,1922,166.790476,158.9388953,1.049399995,,,,
Niger,1923,166.9107744,159.0393761,1.049493393,,,,
Niger,1924,167.0313622,159.1382803,1.049598889,,,,
Niger,1925,167.154323,159.2370757,1.049719874,,,,
Niger,1926,167.2811473,159.3362731,1.049862307,,,,
Niger,1927,167.4129395,159.4361566,1.050031204,,,,
Niger,1928,167.5498061,159.5370471,1.050225068,,,,
Niger,1929,167.6911345,159.6391431,1.050438703,,,,
Niger,1930,167.836233,159.7426461,1.050666413,,,,
Niger,1931,167.9835793,159.8465155,1.050905481,,,,
Niger,1932,168.1321883,159.9509803,1.05114822,,,,
Niger,1933,168.2820606,160.0566611,1.051390548,,,,
Niger,1934,168.4329055,160.1644642,1.051624693,,,,
Niger,1935,168.584884,160.2736647,1.051856425,,,,
Niger,1936,168.7370303,160.3844632,1.052078405,,,,
Niger,1937,168.8885939,160.4961037,1.052290928,,,,
Niger,1938,169.038041,160.6078265,1.052489438,,,,
Niger,1939,169.185097,160.7195477,1.052672804,,,,
Niger,1940,169.3295788,160.8302845,1.052846355,,,,
Niger,1941,169.4713591,160.9391205,1.053015318,,,,
Niger,1942,169.6119899,161.0456719,1.053191855,,,,
Niger,1943,169.7532579,161.1504176,1.053383916,,,,
Niger,1944,169.8944691,161.2537374,1.053584691,,,,
Niger,1945,170.0353826,161.3548358,1.053797872,,,,
Niger,1946,170.1768537,161.4530802,1.054032871,,,,
Niger,1947,170.317369,161.5477821,1.054284787,,,,
Niger,1948,170.4561629,161.6370362,1.054561299,,,,
Niger,1949,170.5926296,161.7196843,1.054866205,,,,
Niger,1950,170.7249552,161.7955899,1.055189176,,,,
Niger,1951,170.8510568,161.8634111,1.055526111,,,,
Niger,1952,170.9690914,161.9209979,1.05587968,,,,
Niger,1953,171.0788302,161.9674704,1.056254258,,,,
Niger,1954,171.1798081,162.0019289,1.056652901,,,,
Niger,1955,171.272499,162.0247339,1.057076255,,,,
Niger,1956,171.3578148,162.0366448,1.057525074,,,,
Niger,1957,171.4358794,162.038858,1.057992395,,,,
Niger,1958,171.5070573,162.0330175,1.05846981,,,,
Niger,1959,171.5709156,162.020007,1.058948946,,,,
Niger,1960,171.6276627,162.0005597,1.059426356,,,,
Niger,1961,171.6764396,161.9749547,1.059894969,,,,
Niger,1962,171.7155985,161.9435232,1.060342489,,,,
Niger,1963,171.7433344,161.9047615,1.060767656,,,,
Niger,1964,171.7580488,161.8575481,1.061167989,,,,
Niger,1965,171.7606664,161.8024484,1.061545533,,,,
Niger,1966,171.7523848,161.7405914,1.061900314,,,,
Niger,1967,171.7349936,161.6725248,1.06223982,,,,
Niger,1968,171.7099363,161.5988041,1.06256935,,,,
Niger,1969,171.6788757,161.5198956,1.062896153,,,,
Niger,1970,171.6428602,161.4349452,1.063232375,,,,
Niger,1971,171.6023105,161.3434217,1.063584178,,,,
Niger,1972,171.5566756,161.2457449,1.063945444,,,,
Niger,1973,171.5071689,161.1426419,1.064318959,,,,
Niger,1974,171.4528075,161.0360157,1.0646861,,,,
Niger,1975,171.3923409,160.9260335,1.065038,,,,
Niger,1976,171.3238326,160.8120333,1.065366995,,,,
Niger,1977,171.2448399,160.6940208,1.06565782,,,,
Niger,1978,171.1538556,160.571729,1.0659028,,,,
Niger,1979,171.0505284,160.4454028,1.066098033,,,,
Niger,1980,170.9343895,160.3176978,1.06622283,,,,
Niger,1981,170.8062412,160.1897065,1.066274762,,,,
Niger,1982,170.665826,160.0623404,1.066245974,,,,
Niger,1983,170.5115387,159.9356902,1.066125631,,,,
Niger,1984,170.3442686,159.8100242,1.065917294,,,,
Niger,1985,170.1639151,159.684446,1.065626111,,,,
Niger,1986,169.9704643,159.5585094,1.065254777,,,,
Niger,1987,169.7645624,159.4309277,1.064815747,,,,
Niger,1988,169.5483218,159.301489,1.064323522,,,,
Niger,1989,169.3239171,159.1711808,1.063785016,,,,
Niger,1990,169.0934333,159.0402409,1.063211627,,,,
Niger,1991,168.8595604,158.9100954,1.062610654,,,,
Niger,1992,168.6239396,158.7800305,1.061997148,,,,
Niger,1993,168.3872407,158.6492811,1.061380421,,,,
Niger,1994,168.1502113,158.5174545,1.060767799,,,,
Niger,1995,167.9132024,158.3854166,1.060155701,,,,
Niger,1996,167.6760035,158.2530879,1.059543329,3.7801337,1.9775513,2.306424015,1.265426018
Nigeria,1896,161.0466842,153.1252208,1.051731931,,,,
Nigeria,1897,161.130198,153.2061761,1.051721295,,,,
Nigeria,1898,161.2139602,153.2870989,1.051712514,,,,
Nigeria,1899,161.2974734,153.3681077,1.051701529,,,,
Nigeria,1900,161.3811708,153.4492488,1.051690849,,,,
Nigeria,1901,161.4648081,153.5298209,1.051683687,,,,
Nigeria,1902,161.5491981,153.6097058,1.051686137,,,,
Nigeria,1903,161.6341005,153.68882,1.051697192,,,,
Nigeria,1904,161.719282,153.7663875,1.05172063,,,,
Nigeria,1905,161.8044036,153.843023,1.051750027,,,,
Nigeria,1906,161.8897829,153.9183751,1.051789839,,,,
Nigeria,1907,161.9761431,153.992733,1.051842772,,,,
Nigeria,1908,162.0633839,154.0660308,1.051908607,,,,
Nigeria,1909,162.151074,154.1386117,1.051982188,,,,
Nigeria,1910,162.2397965,154.2111344,1.052062791,,,,
Nigeria,1911,162.3304641,154.2843408,1.052151263,,,,
Nigeria,1912,162.4232222,154.3585484,1.05224637,,,,
Nigeria,1913,162.5185146,154.4341276,1.052348449,,,,
Nigeria,1914,162.6152737,154.5108851,1.052451894,,,,
Nigeria,1915,162.7139768,154.5891536,1.052557524,,,,
Nigeria,1916,162.8146963,154.6682875,1.052670195,,,,
Nigeria,1917,162.917268,154.7487256,1.052785846,,,,
Nigeria,1918,163.0213134,154.8303935,1.052902532,,,,
Nigeria,1919,163.1257475,154.9128009,1.053016578,,,,
Nigeria,1920,163.2300225,154.9957409,1.053125857,,,,
Nigeria,1921,163.3339345,155.0782417,1.053235662,,,,
Nigeria,1922,163.4369982,155.1602247,1.053343397,,,,
