Entity,Year,regime_fh,polrights_fh,civlibs_fh,electdem_fh,polprocess_fh,polrights_score_fh,civlibs_score_fh,country_fh,number_notfree_fh,number_partlyfree_fh,number_free_fh,number_nonelectdem_fh,number_electdem_fh,pop_notfree_fh,pop_partlyfree_fh,pop_free_fh,pop_missreg_fh,pop_nonelectdem_fh,pop_electdem_fh,pop_missdem_fh,region
Laos,1988,0,6,6,,,,,1,,,,,,,,,,,,,Asia
Laos,1989,0,6,7,,,,,1,,,,,,,,,,,,,Asia
Laos,1990,0,6,7,,,,,1,,,,,,,,,,,,,Asia
Laos,1991,0,6,7,,,,,1,,,,,,,,,,,,,Asia
Laos,1992,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,1993,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,1994,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,1995,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,1996,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,1997,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,1998,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,1999,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,2000,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,2001,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,2002,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,2003,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,2004,0,7,6,,,,,1,,,,,,,,,,,,,Asia
Laos,2005,0,7,6,0,0,1,12,1,,,,,,,,,,,,,Asia
Laos,2006,0,7,6,0,0,1,12,1,,,,,,,,,,,,,Asia
Laos,2007,0,7,6,0,0,1,12,1,,,,,,,,,,,,,Asia
Laos,2008,0,7,6,0,0,1,12,1,,,,,,,,,,,,,Asia
Laos,2009,0,7,6,0,0,1,12,1,,,,,,,,,,,,,Asia
Laos,2010,0,7,6,0,0,0,12,1,,,,,,,,,,,,,Asia
Laos,2011,0,7,6,0,0,0,12,1,,,,,,,,,,,,,Asia
Laos,2012,0,7,6,0,0,0,11,1,,,,,,,,,,,,,Asia
Laos,2013,0,7,6,0,0,1,11,1,,,,,,,,,,,,,Asia
Laos,2014,0,7,6,0,0,1,11,1,,,,,,,,,,,,,Asia
Laos,2015,0,7,6,0,0,1,11,1,,,,,,,,,,,,,Asia
Laos,2016,0,7,6,0,0,1,11,1,,,,,,,,,,,,,Asia
Laos,2017,0,7,6,0,0,1,11,1,,,,,,,,,,,,,Asia
Laos,2018,0,7,6,0,0,2,12,1,,,,,,,,,,,,,Asia
Laos,2019,0,7,6,0,0,2,12,1,,,,,,,,,,,,,Asia
Laos,2020,0,7,6,0,0,2,11,1,,,,,,,,,,,,,Asia
Laos,2021,0,7,6,0,0,2,11,1,,,,,,,,,,,,,Asia
Latvia,1972,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1973,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1974,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1975,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1976,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1977,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1978,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1979,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1980,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1982,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1983,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1984,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1985,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1986,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1987,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1988,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1989,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1990,,,,,,,,1,,,,,,,,,,,,,Europe
Latvia,1991,2,2,3,,,,,1,,,,,,,,,,,,,Europe
Latvia,1992,1,3,3,,,,,1,,,,,,,,,,,,,Europe
Latvia,1993,1,3,3,,,,,1,,,,,,,,,,,,,Europe
Latvia,1994,2,3,2,,,,,1,,,,,,,,,,,,,Europe
Latvia,1995,2,2,2,,,,,1,,,,,,,,,,,,,Europe
Latvia,1996,2,2,2,,,,,1,,,,,,,,,,,,,Europe
Latvia,1997,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Latvia,1998,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Latvia,1999,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Latvia,2000,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Latvia,2001,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Latvia,2002,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Latvia,2003,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Latvia,2004,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Latvia,2005,2,1,1,1,12,36,53,1,,,,,,,,,,,,,Europe
Latvia,2006,2,1,1,1,12,36,53,1,,,,,,,,,,,,,Europe
Latvia,2007,2,2,1,1,12,35,53,1,,,,,,,,,,,,,Europe
Latvia,2008,2,2,1,1,12,34,53,1,,,,,,,,,,,,,Europe
Latvia,2009,2,2,1,1,12,33,53,1,,,,,,,,,,,,,Europe
Latvia,2010,2,2,2,1,12,33,52,1,,,,,,,,,,,,,Europe
Latvia,2011,2,2,2,1,12,33,51,1,,,,,,,,,,,,,Europe
Latvia,2012,2,2,2,1,12,33,51,1,,,,,,,,,,,,,Europe
Latvia,2013,2,2,2,1,12,33,51,1,,,,,,,,,,,,,Europe
Latvia,2014,2,2,2,1,12,34,51,1,,,,,,,,,,,,,Europe
Latvia,2015,2,2,2,1,12,35,51,1,,,,,,,,,,,,,Europe
Latvia,2016,2,1,2,1,12,36,51,1,,,,,,,,,,,,,Europe
Latvia,2017,2,2,2,1,12,35,52,1,,,,,,,,,,,,,Europe
Latvia,2018,2,2,2,1,12,35,52,1,,,,,,,,,,,,,Europe
Latvia,2019,2,1,2,1,12,37,52,1,,,,,,,,,,,,,Europe
Latvia,2020,2,1,2,1,12,37,52,1,,,,,,,,,,,,,Europe
Latvia,2021,2,1,2,1,12,37,51,1,,,,,,,,,,,,,Europe
Lebanon,1972,2,2,2,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1973,2,2,2,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1974,2,2,2,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1975,1,4,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1976,1,4,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1977,1,4,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1978,1,4,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1979,1,4,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1980,1,4,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1982,1,5,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1983,1,5,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1984,1,5,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1985,1,5,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1986,1,5,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1987,1,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1988,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1989,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1990,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1991,1,6,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1992,1,5,4,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1993,1,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1994,1,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1995,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1996,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1997,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1998,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,1999,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,2000,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,2001,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,2002,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,2003,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,2004,0,6,5,,,,,1,,,,,,,,,,,,,Asia
Lebanon,2005,1,5,4,0,4,16,30,1,,,,,,,,,,,,,Asia
Lebanon,2006,1,5,4,0,4,17,34,1,,,,,,,,,,,,,Asia
Lebanon,2007,1,5,4,0,4,15,34,1,,,,,,,,,,,,,Asia
Lebanon,2008,1,5,4,0,5,17,34,1,,,,,,,,,,,,,Asia
Lebanon,2009,1,5,3,0,5,17,35,1,,,,,,,,,,,,,Asia
Lebanon,2010,1,5,3,0,5,17,35,1,,,,,,,,,,,,,Asia
Lebanon,2011,1,5,4,0,5,17,34,1,,,,,,,,,,,,,Asia
Lebanon,2012,1,5,4,0,5,17,32,1,,,,,,,,,,,,,Asia
Lebanon,2013,1,5,4,0,4,16,32,1,,,,,,,,,,,,,Asia
Lebanon,2014,1,5,4,0,2,14,30,1,,,,,,,,,,,,,Asia
Lebanon,2015,1,5,4,0,2,13,30,1,,,,,,,,,,,,,Asia
Lebanon,2016,1,5,4,0,3,14,30,1,,,,,,,,,,,,,Asia
Lebanon,2017,1,6,4,0,3,11,32,1,,,,,,,,,,,,,Asia
Lebanon,2018,1,5,4,0,5,14,31,1,,,,,,,,,,,,,Asia
Lebanon,2019,1,5,4,0,5,14,30,1,,,,,,,,,,,,,Asia
Lebanon,2020,1,5,4,0,5,13,30,1,,,,,,,,,,,,,Asia
Lebanon,2021,1,5,4,0,5,13,29,1,,,,,,,,,,,,,Asia
Lesotho,1972,0,7,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1973,1,5,3,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1974,1,5,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1975,1,5,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1976,1,5,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1977,1,5,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1978,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1979,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1980,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1982,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1983,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1984,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1985,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1986,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1987,1,5,6,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1988,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1989,0,6,5,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1990,0,6,5,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1991,1,6,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1992,1,6,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1993,1,3,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1994,1,4,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1995,1,4,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1996,1,4,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1997,1,4,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1998,1,4,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,1999,1,4,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,2000,1,4,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,2001,1,4,4,,,,,1,,,,,,,,,,,,,Africa
Lesotho,2002,2,2,3,,,,,1,,,,,,,,,,,,,Africa
Lesotho,2003,2,2,3,,,,,1,,,,,,,,,,,,,Africa
Lesotho,2004,2,2,3,,,,,1,,,,,,,,,,,,,Africa
Lesotho,2005,2,2,3,1,10,31,43,1,,,,,,,,,,,,,Africa
Lesotho,2006,2,2,3,1,9,30,43,1,,,,,,,,,,,,,Africa
Lesotho,2007,2,2,3,1,9,30,41,1,,,,,,,,,,,,,Africa
Lesotho,2008,2,2,3,1,9,30,41,1,,,,,,,,,,,,,Africa
Lesotho,2009,1,3,3,1,9,29,41,1,,,,,,,,,,,,,Africa
Lesotho,2010,1,3,3,1,9,29,41,1,,,,,,,,,,,,,Africa
Lesotho,2011,1,3,3,1,9,28,41,1,,,,,,,,,,,,,Africa
Lesotho,2012,2,2,3,1,10,31,41,1,,,,,,,,,,,,,Africa
Lesotho,2013,2,2,3,1,10,31,41,1,,,,,,,,,,,,,Africa
Lesotho,2014,2,2,3,1,10,30,41,1,,,,,,,,,,,,,Africa
Lesotho,2015,1,3,3,1,10,28,39,1,,,,,,,,,,,,,Africa
Lesotho,2016,1,3,3,1,10,27,37,1,,,,,,,,,,,,,Africa
Lesotho,2017,1,3,3,1,10,27,37,1,,,,,,,,,,,,,Africa
Lesotho,2018,1,3,3,1,10,27,36,1,,,,,,,,,,,,,Africa
Lesotho,2019,1,3,3,1,10,27,36,1,,,,,,,,,,,,,Africa
Lesotho,2020,1,3,3,1,10,27,36,1,,,,,,,,,,,,,Africa
Lesotho,2021,1,3,3,1,10,27,36,1,,,,,,,,,,,,,Africa
Liberia,1972,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,1973,0,6,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1974,1,6,3,,,,,1,,,,,,,,,,,,,Africa
Liberia,1975,1,6,4,,,,,1,,,,,,,,,,,,,Africa
Liberia,1976,1,6,4,,,,,1,,,,,,,,,,,,,Africa
Liberia,1977,1,6,4,,,,,1,,,,,,,,,,,,,Africa
Liberia,1978,1,6,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1979,1,6,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1980,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,1982,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,1983,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1984,1,6,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1985,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1986,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1987,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1988,1,5,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1989,0,6,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1990,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Liberia,1991,0,7,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,1992,0,7,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,1993,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,1994,0,7,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,1995,0,7,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,1996,0,7,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,1997,1,4,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1998,1,4,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,1999,1,4,5,,,,,1,,,,,,,,,,,,,Africa
Liberia,2000,1,5,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,2001,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,2002,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,2003,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Liberia,2004,1,5,4,,,,,1,,,,,,,,,,,,,Africa
Liberia,2005,1,4,4,1,9,23,33,1,,,,,,,,,,,,,Africa
Liberia,2006,1,3,4,1,9,24,33,1,,,,,,,,,,,,,Africa
Liberia,2007,1,3,4,1,9,25,34,1,,,,,,,,,,,,,Africa
Liberia,2008,1,3,4,1,9,25,34,1,,,,,,,,,,,,,Africa
Liberia,2009,1,3,4,1,8,24,34,1,,,,,,,,,,,,,Africa
Liberia,2010,1,3,4,1,8,24,34,1,,,,,,,,,,,,,Africa
Liberia,2011,1,3,4,1,9,26,34,1,,,,,,,,,,,,,Africa
Liberia,2012,1,3,4,1,9,26,34,1,,,,,,,,,,,,,Africa
Liberia,2013,1,3,4,1,9,26,33,1,,,,,,,,,,,,,Africa
Liberia,2014,1,3,4,1,9,26,30,1,,,,,,,,,,,,,Africa
Liberia,2015,1,3,4,1,9,28,33,1,,,,,,,,,,,,,Africa
Liberia,2016,1,3,4,1,9,28,34,1,,,,,,,,,,,,,Africa
Liberia,2017,1,3,3,1,8,27,35,1,,,,,,,,,,,,,Africa
Liberia,2018,1,3,3,1,8,27,35,1,,,,,,,,,,,,,Africa
Liberia,2019,1,3,4,1,8,27,33,1,,,,,,,,,,,,,Africa
Liberia,2020,1,3,4,1,8,27,33,1,,,,,,,,,,,,,Africa
Liberia,2021,1,3,4,1,8,27,33,1,,,,,,,,,,,,,Africa
Libya,1972,0,7,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1973,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1974,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1975,0,7,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1976,0,7,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1977,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1978,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1979,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1980,0,6,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1982,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1983,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1984,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1985,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1986,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1987,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1988,0,6,6,,,,,1,,,,,,,,,,,,,Africa
Libya,1989,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1990,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1991,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1992,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1993,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1994,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1995,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1996,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1997,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1998,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,1999,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,2000,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,2001,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,2002,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,2003,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,2004,0,7,7,,,,,1,,,,,,,,,,,,,Africa
Libya,2005,0,7,7,0,0,1,6,1,,,,,,,,,,,,,Africa
Libya,2006,0,7,7,0,0,1,7,1,,,,,,,,,,,,,Africa
Libya,2007,0,7,7,0,0,1,7,1,,,,,,,,,,,,,Africa
Libya,2008,0,7,7,0,0,1,7,1,,,,,,,,,,,,,Africa
Libya,2009,0,7,7,0,0,1,7,1,,,,,,,,,,,,,Africa
Libya,2010,0,7,7,0,0,1,7,1,,,,,,,,,,,,,Africa
Libya,2011,0,7,6,0,0,3,14,1,,,,,,,,,,,,,Africa
Libya,2012,1,4,5,0,9,22,21,1,,,,,,,,,,,,,Africa
Libya,2013,1,4,5,0,9,21,20,1,,,,,,,,,,,,,Africa
Libya,2014,0,6,6,0,5,8,15,1,,,,,,,,,,,,,Africa
Libya,2015,0,6,6,0,4,6,14,1,,,,,,,,,,,,,Africa
Libya,2016,0,7,6,0,1,3,10,1,,,,,,,,,,,,,Africa
Libya,2017,0,7,6,0,0,1,8,1,,,,,,,,,,,,,Africa
Libya,2018,0,7,6,0,0,1,8,1,,,,,,,,,,,,,Africa
Libya,2019,0,7,6,0,0,1,8,1,,,,,,,,,,,,,Africa
Libya,2020,0,7,6,0,0,1,8,1,,,,,,,,,,,,,Africa
Libya,2021,0,7,6,0,0,1,8,1,,,,,,,,,,,,,Africa
Liechtenstein,1972,1,4,2,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1973,1,4,2,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1974,1,4,2,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1975,1,4,2,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1976,1,4,2,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1977,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1978,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1979,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1980,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1982,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1983,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1984,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1985,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1986,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1987,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1988,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1989,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1990,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1991,,,,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1992,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1993,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1994,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1995,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1996,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1997,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1998,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,1999,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,2000,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,2001,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,2002,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,2003,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,2004,2,1,1,,,,,1,,,,,,,,,,,,,Europe
Liechtenstein,2005,2,1,1,1,12,40,59,1,,,,,,,,,,,,,Europe
Liechtenstein,2006,2,1,1,1,12,40,60,1,,,,,,,,,,,,,Europe
Liechtenstein,2007,2,1,1,1,12,40,60,1,,,,,,,,,,,,,Europe
Liechtenstein,2008,2,1,1,1,12,40,60,1,,,,,,,,,,,,,Europe
Liechtenstein,2009,2,1,1,1,12,40,60,1,,,,,,,,,,,,,Europe
Liechtenstein,2010,2,1,1,1,12,40,60,1,,,,,,,,,,,,,Europe
Liechtenstein,2011,2,1,1,1,12,39,59,1,,,,,,,,,,,,,Europe
Liechtenstein,2012,2,1,1,1,12,39,59,1,,,,,,,,,,,,,Europe
Liechtenstein,2013,2,1,1,1,12,39,59,1,,,,,,,,,,,,,Europe
Liechtenstein,2014,2,1,1,1,12,39,59,1,,,,,,,,,,,,,Europe
Liechtenstein,2015,2,1,1,1,12,39,59,1,,,,,,,,,,,,,Europe
Liechtenstein,2016,2,2,1,1,10,33,58,1,,,,,,,,,,,,,Europe
Liechtenstein,2017,2,2,1,1,10,33,57,1,,,,,,,,,,,,,Europe
Liechtenstein,2018,2,2,1,1,10,33,57,1,,,,,,,,,,,,,Europe
Liechtenstein,2019,2,2,1,1,10,33,57,1,,,,,,,,,,,,,Europe
Liechtenstein,2020,2,2,1,1,10,33,57,1,,,,,,,,,,,,,Europe
Liechtenstein,2021,2,2,1,1,10,33,57,1,,,,,,,,,,,,,Europe
Lithuania,1972,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1973,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1974,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1975,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1976,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1977,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1978,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1979,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1980,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1982,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1983,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1984,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1985,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1986,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1987,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1988,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1989,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1990,,,,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1991,2,2,3,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1992,2,2,3,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1993,2,1,3,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1994,2,1,3,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1995,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1996,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1997,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1998,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Lithuania,1999,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Lithuania,2000,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Lithuania,2001,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Lithuania,2002,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Lithuania,2003,2,1,2,,,,,1,,,,,,,,,,,,,Europe
Lithuania,2004,2,2,2,,,,,1,,,,,,,,,,,,,Europe
Lithuania,2005,2,1,1,1,12,36,54,1,,,,,,,,,,,,,Europe
Lithuania,2006,2,1,1,1,12,36,54,1,,,,,,,,,,,,,Europe
Lithuania,2007,2,1,1,1,12,36,54,1,,,,,,,,,,,,,Europe
Lithuania,2008,2,1,1,1,12,37,54,1,,,,,,,,,,,,,Europe
Lithuania,2009,2,1,1,1,12,37,53,1,,,,,,,,,,,,,Europe
Lithuania,2010,2,1,1,1,12,37,53,1,,,,,,,,,,,,,Europe
Lithuania,2011,2,1,1,1,12,37,53,1,,,,,,,,,,,,,Europe
Lithuania,2012,2,1,1,1,12,37,53,1,,,,,,,,,,,,,Europe
