Entity,Year,Age-standardised diabetes prevalence (male),Age-standardised diabetes prevalence (female),Crude diabetes prevalence (male),Crude diabetes prevalence (female)
Mauritius,2001,0.112145775,0.117646244,0.109745881,0.109745881
Mauritius,2002,0.113566243,0.118656252,0.112344378,0.112344378
Mauritius,2003,0.114903295,0.119602656,0.115049618,0.115049618
Mauritius,2004,0.116241597,0.120562935,0.117895276,0.117895276
Mauritius,2005,0.117462448,0.12144273,0.12074396,0.12074396
Mauritius,2006,0.11864513,0.122329351,0.123675857,0.123675857
Mauritius,2007,0.119791478,0.123227333,0.126677031,0.126677031
Mauritius,2008,0.120994498,0.124200975,0.129746796,0.129746796
Mauritius,2009,0.122165662,0.125189511,0.132733158,0.132733158
Mauritius,2010,0.123366426,0.126252961,0.135644263,0.135644263
Mauritius,2011,0.124614649,0.127369061,0.138420967,0.138420967
Mauritius,2012,0.125888989,0.12848843,0.141023923,0.141023923
Mauritius,2013,0.127222088,0.129648369,0.143547187,0.143547187
Mauritius,2014,0.128618866,0.130882746,0.146107078,0.146107078
Mexico,1980,0.064703647,0.064895779,0.050836079,0.050836079
Mexico,1981,0.065832715,0.066030741,0.051737674,0.051737674
Mexico,1982,0.06687254,0.06712937,0.052643992,0.052643992
Mexico,1983,0.067830682,0.068168479,0.053520249,0.053520249
Mexico,1984,0.068927167,0.069326797,0.054488651,0.054488651
Mexico,1985,0.070065723,0.070548825,0.055487921,0.055487921
Mexico,1986,0.071168659,0.071757824,0.056466622,0.056466622
Mexico,1987,0.072368847,0.073068979,0.057519982,0.057519982
Mexico,1988,0.073695828,0.074500918,0.058633027,0.058633027
Mexico,1989,0.07525914,0.076134855,0.059834947,0.059834947
Mexico,1990,0.076973265,0.077918091,0.061070846,0.061070846
Mexico,1991,0.078737999,0.079798419,0.062290058,0.062290058
Mexico,1992,0.080577018,0.081736426,0.063500508,0.063500508
Mexico,1993,0.082424299,0.083721222,0.064784116,0.064784116
Mexico,1994,0.084292332,0.085688484,0.06619854,0.06619854
Mexico,1995,0.086001475,0.087513021,0.067713521,0.067713521
Mexico,1996,0.087625627,0.089295672,0.069429615,0.069429615
Mexico,1997,0.089177032,0.091038993,0.071321766,0.071321766
Mexico,1998,0.090647565,0.092748242,0.073354255,0.073354255
Mexico,1999,0.092057373,0.094395369,0.075442305,0.075442305
Mexico,2000,0.093483145,0.096027915,0.077579847,0.077579847
Mexico,2001,0.094828365,0.097552238,0.079680644,0.079680644
Mexico,2002,0.096095965,0.09901311,0.081792272,0.081792272
Mexico,2003,0.097278423,0.100379783,0.083884586,0.083884586
Mexico,2004,0.098422046,0.101725935,0.0860184,0.0860184
Mexico,2005,0.099531248,0.103047362,0.088188935,0.088188935
Mexico,2006,0.100591705,0.104350397,0.090395849,0.090395849
Mexico,2007,0.101597209,0.105593395,0.092595972,0.092595972
Mexico,2008,0.102531264,0.106836832,0.094842702,0.094842702
Mexico,2009,0.103375467,0.108034553,0.097094317,0.097094317
Mexico,2010,0.104305502,0.109338134,0.099490136,0.099490136
Mexico,2011,0.105372027,0.110799245,0.102077376,0.102077376
Mexico,2012,0.106432911,0.11223799,0.104684987,0.104684987
Mexico,2013,0.107524665,0.113734563,0.107388438,0.107388438
Mexico,2014,0.10869791,0.115297297,0.110197769,0.110197769
Micronesia (country),1980,0.063914627,0.092173329,0.07141806,0.07141806
Micronesia (country),1981,0.067020835,0.095070156,0.07266423,0.07266423
Micronesia (country),1982,0.070263304,0.098079359,0.074327182,0.074327182
Micronesia (country),1983,0.073584667,0.10115163,0.076286964,0.076286964
Micronesia (country),1984,0.077010194,0.104331862,0.078394127,0.078394127
Micronesia (country),1985,0.080560216,0.107593373,0.08053117,0.08053117
Micronesia (country),1986,0.08414337,0.110873159,0.082623884,0.082623884
Micronesia (country),1987,0.08778398,0.114243988,0.084783099,0.084783099
Micronesia (country),1988,0.091516206,0.117703949,0.08709443,0.08709443
Micronesia (country),1989,0.095374207,0.121323331,0.089752491,0.089752491
Micronesia (country),1990,0.099377436,0.125107838,0.092830298,0.092830298
Micronesia (country),1991,0.103519405,0.129084399,0.096414054,0.096414054
Micronesia (country),1992,0.107756711,0.133199231,0.100401677,0.100401677
Micronesia (country),1993,0.112136498,0.137504678,0.104703529,0.104703529
Micronesia (country),1994,0.116477267,0.141837153,0.108969448,0.108969448
Micronesia (country),1995,0.120887312,0.146310311,0.113184612,0.113184612
Micronesia (country),1996,0.125209649,0.150709068,0.11708023,0.11708023
Micronesia (country),1997,0.129374232,0.154996343,0.120695774,0.120695774
Micronesia (country),1998,0.133470566,0.159309748,0.124322366,0.124322366
Micronesia (country),1999,0.137565534,0.163642107,0.128120935,0.128120935
Micronesia (country),2000,0.141719006,0.168006913,0.132299891,0.132299891
Micronesia (country),2001,0.146002185,0.172480564,0.136948563,0.136948563
Micronesia (country),2002,0.150398369,0.176996281,0.141964565,0.141964565
Micronesia (country),2003,0.154895857,0.181577958,0.147258354,0.147258354
Micronesia (country),2004,0.159364357,0.186109072,0.152590185,0.152590185
Micronesia (country),2005,0.163880652,0.190674198,0.157916372,0.157916372
Micronesia (country),2006,0.168440446,0.195289797,0.16322938,0.16322938
Micronesia (country),2007,0.172994146,0.199959941,0.168548406,0.168548406
Micronesia (country),2008,0.177509521,0.204605562,0.17369444,0.17369444
Micronesia (country),2009,0.182007707,0.20928072,0.178649256,0.178649256
Micronesia (country),2010,0.186487452,0.214002233,0.183323755,0.183323755
Micronesia (country),2011,0.191016055,0.218818008,0.187721107,0.187721107
Micronesia (country),2012,0.195628312,0.223670312,0.191781932,0.191781932
Micronesia (country),2013,0.200331071,0.228634812,0.195655119,0.195655119
Micronesia (country),2014,0.205147725,0.233738716,0.199445514,0.199445514
Moldova,1980,0.038073525,0.056593551,0.058672443,0.058672443
Moldova,1981,0.038513388,0.05705379,0.059437627,0.059437627
Moldova,1982,0.039060572,0.05765125,0.0603416,0.0603416
Moldova,1983,0.039659702,0.058319669,0.061333066,0.061333066
Moldova,1984,0.040304429,0.059026142,0.062402071,0.062402071
Moldova,1985,0.040949128,0.059700157,0.063489723,0.063489723
Moldova,1986,0.04162091,0.060423839,0.064696722,0.064696722
Moldova,1987,0.042299553,0.061147117,0.065957391,0.065957391
Moldova,1988,0.04300056,0.061891231,0.067247491,0.067247491
Moldova,1989,0.04374397,0.062674444,0.068521124,0.068521124
Moldova,1990,0.044507719,0.063458931,0.069693512,0.069693512
Moldova,1991,0.045209946,0.064138347,0.070624354,0.070624354
Moldova,1992,0.045746408,0.064534239,0.071144298,0.071144298
Moldova,1993,0.046248179,0.064900643,0.071587278,0.071587278
Moldova,1994,0.046615622,0.065046362,0.071839831,0.071839831
Moldova,1995,0.047115996,0.065370275,0.072393002,0.072393002
Moldova,1996,0.047710533,0.06579872,0.073195674,0.073195674
Moldova,1997,0.048457512,0.066380818,0.074279302,0.074279302
Moldova,1998,0.049314421,0.067060169,0.075540672,0.075540672
Moldova,1999,0.050309167,0.067879667,0.076957402,0.076957402
Moldova,2000,0.051484118,0.068892578,0.078535517,0.078535517
Moldova,2001,0.052866473,0.070079183,0.080242868,0.080242868
Moldova,2002,0.054430567,0.071410987,0.082064936,0.082064936
Moldova,2003,0.05608608,0.07278773,0.083897665,0.083897665
Moldova,2004,0.057884308,0.074219901,0.085768031,0.085768031
Moldova,2005,0.059788189,0.075617822,0.087590881,0.087590881
Moldova,2006,0.061689818,0.0768816,0.089250973,0.089250973
Moldova,2007,0.063593034,0.077996953,0.090733097,0.090733097
Moldova,2008,0.0654966,0.078984653,0.092092079,0.092092079
Moldova,2009,0.067278772,0.079794378,0.093314607,0.093314607
Moldova,2010,0.069112464,0.080618416,0.094646453,0.094646453
Moldova,2011,0.071055732,0.081463004,0.096106194,0.096106194
Moldova,2012,0.073099696,0.082325807,0.097686201,0.097686201
Moldova,2013,0.07529796,0.083298232,0.099482464,0.099482464
Moldova,2014,0.077593317,0.084339062,0.101435799,0.101435799
Mongolia,1980,0.053525488,0.0504127,0.043622508,0.043622508
Mongolia,1981,0.054779821,0.051592845,0.044013725,0.044013725
Mongolia,1982,0.056126957,0.052866024,0.04444682,0.04444682
Mongolia,1983,0.05753202,0.054251733,0.044962402,0.044962402
Mongolia,1984,0.05901865,0.055706925,0.045551822,0.045551822
Mongolia,1985,0.060543457,0.057200155,0.046210874,0.046210874
Mongolia,1986,0.062082653,0.058735857,0.046960635,0.046960635
Mongolia,1987,0.063602746,0.060258671,0.047748701,0.047748701
Mongolia,1988,0.06511758,0.061791574,0.048561951,0.048561951
Mongolia,1989,0.06661555,0.06331438,0.049334352,0.049334352
Mongolia,1990,0.068076906,0.064749087,0.049970428,0.049970428
Mongolia,1991,0.069419831,0.066020476,0.05039597,0.05039597
Mongolia,1992,0.070647194,0.067171664,0.050664443,0.050664443
Mongolia,1993,0.071865405,0.068243244,0.050851966,0.050851966
Mongolia,1994,0.07313363,0.069325625,0.051094824,0.051094824
Mongolia,1995,0.074495006,0.070496138,0.051501988,0.051501988
Mongolia,1996,0.075903775,0.071761274,0.052100435,0.052100435
Mongolia,1997,0.07738331,0.073124718,0.05288588,0.05288588
Mongolia,1998,0.078943043,0.074534484,0.05380677,0.05380677
Mongolia,1999,0.080591154,0.076017047,0.054856917,0.054856917
Mongolia,2000,0.082319063,0.077572185,0.056021177,0.056021177
Mongolia,2001,0.084231965,0.07928597,0.057370244,0.057370244
Mongolia,2002,0.086311127,0.081180315,0.058937708,0.058937708
Mongolia,2003,0.088534832,0.083203289,0.060691506,0.060691506
Mongolia,2004,0.09099398,0.085378459,0.062660637,0.062660637
Mongolia,2005,0.093571725,0.087640359,0.064803068,0.064803068
Mongolia,2006,0.096281879,0.090042927,0.067163646,0.067163646
Mongolia,2007,0.099109168,0.092536736,0.069713832,0.069713832
Mongolia,2008,0.102108929,0.095136543,0.072495189,0.072495189
Mongolia,2009,0.105123811,0.097719845,0.075446976,0.075446976
Mongolia,2010,0.108173977,0.100334848,0.078636199,0.078636199
Mongolia,2011,0.111385319,0.103066389,0.082145982,0.082145982
Mongolia,2012,0.114689701,0.105923954,0.085984484,0.085984484
Mongolia,2013,0.118131079,0.108860121,0.090109199,0.090109199
Mongolia,2014,0.121686151,0.111872717,0.094505846,0.094505846
Montenegro,1980,0.036389192,0.053379038,0.053869162,0.053869162
Montenegro,1981,0.037401043,0.053833592,0.054643505,0.054643505
Montenegro,1982,0.038496558,0.054361938,0.055496182,0.055496182
Montenegro,1983,0.039645576,0.054914189,0.056393678,0.056393678
Montenegro,1984,0.040885265,0.055537573,0.057407114,0.057407114
Montenegro,1985,0.042220831,0.056234484,0.05855306,0.05855306
Montenegro,1986,0.04357441,0.056958985,0.059796174,0.059796174
Montenegro,1987,0.044946087,0.057691197,0.061107579,0.061107579
Montenegro,1988,0.046322855,0.058428372,0.062463939,0.062463939
Montenegro,1989,0.047708734,0.059169906,0.063835267,0.063835267
Montenegro,1990,0.049067411,0.059836405,0.065112368,0.065112368
Montenegro,1991,0.050315597,0.060395763,0.066247499,0.066247499
Montenegro,1992,0.051420466,0.06069689,0.067083785,0.067083785
Montenegro,1993,0.052451799,0.060962408,0.067870932,0.067870932
Montenegro,1994,0.053502158,0.061258019,0.068707003,0.068707003
Montenegro,1995,0.054650882,0.061641362,0.069675826,0.069675826
Montenegro,1996,0.055841838,0.061974079,0.070638095,0.070638095
Montenegro,1997,0.057112221,0.062294712,0.071622468,0.071622468
Montenegro,1998,0.058450435,0.062617348,0.072612518,0.072612518
Montenegro,1999,0.059781421,0.062883276,0.073496747,0.073496747
Montenegro,2000,0.061233963,0.063258988,0.074430768,0.074430768
Montenegro,2001,0.062666412,0.063606918,0.075246788,0.075246788
Montenegro,2002,0.064103334,0.063966844,0.076005622,0.076005622
Montenegro,2003,0.065402304,0.064211804,0.076601115,0.076601115
Montenegro,2004,0.066584638,0.064420085,0.077173487,0.077173487
Montenegro,2005,0.067749586,0.064727259,0.077915644,0.077915644
Montenegro,2006,0.068884963,0.0650779,0.078777422,0.078777422
Montenegro,2007,0.069980596,0.065434949,0.079707467,0.079707467
Montenegro,2008,0.070981369,0.065684312,0.080559036,0.080559036
Montenegro,2009,0.071739583,0.065766686,0.081234015,0.081234015
Montenegro,2010,0.072472482,0.065842303,0.081896048,0.081896048
Montenegro,2011,0.07326358,0.065947468,0.082580624,0.082580624
Montenegro,2012,0.074013711,0.066071772,0.083279302,0.083279302
Montenegro,2013,0.074852036,0.06625553,0.084040137,0.084040137
Montenegro,2014,0.075727608,0.066484069,0.084850937,0.084850937
Morocco,1980,0.049029133,0.054303306,0.040993742,0.040993742
Morocco,1981,0.050300607,0.055547156,0.041841283,0.041841283
Morocco,1982,0.051692742,0.056919126,0.042825097,0.042825097
Morocco,1983,0.053136598,0.058343767,0.043886393,0.043886393
Morocco,1984,0.054691707,0.059863667,0.045060303,0.045060303
Morocco,1985,0.056318904,0.06144321,0.046318939,0.046318939
Morocco,1986,0.05799433,0.06305356,0.047638441,0.047638441
Morocco,1987,0.059700555,0.06467441,0.049000796,0.049000796
Morocco,1988,0.06144216,0.066372782,0.050456703,0.050456703
Morocco,1989,0.063158155,0.068031658,0.05190883,0.05190883
Morocco,1990,0.064927041,0.069755576,0.053437227,0.053437227
Morocco,1991,0.066751374,0.071534914,0.055038309,0.055038309
Morocco,1992,0.068703265,0.073333918,0.056682002,0.056682002
Morocco,1993,0.070815832,0.075212855,0.058402037,0.058402037
Morocco,1994,0.07314942,0.077263866,0.060253605,0.060253605
Morocco,1995,0.075652223,0.079419868,0.062172458,0.062172458
Morocco,1996,0.078315027,0.081739544,0.064204409,0.064204409
Morocco,1997,0.081010986,0.084088528,0.066253889,0.066253889
Morocco,1998,0.083894917,0.086559939,0.068420671,0.068420671
Morocco,1999,0.086893642,0.089109946,0.070701777,0.070701777
Morocco,2000,0.089984828,0.09172983,0.073116367,0.073116367
Morocco,2001,0.093230793,0.094447125,0.075702714,0.075702714
Morocco,2002,0.096476328,0.097163317,0.07838286,0.07838286
Morocco,2003,0.099823721,0.099926165,0.081197141,0.081197141
Morocco,2004,0.103214807,0.102743791,0.084148291,0.084148291
Morocco,2005,0.106666822,0.105619408,0.087238619,0.087238619
Morocco,2006,0.110083742,0.108529533,0.090448865,0.090448865
Morocco,2007,0.113574949,0.111472551,0.093790244,0.093790244
Morocco,2008,0.117224687,0.114499371,0.097331525,0.097331525
Morocco,2009,0.120940882,0.11759028,0.101086774,0.101086774
Morocco,2010,0.124697172,0.120741724,0.105075912,0.105075912
Morocco,2011,0.128499736,0.123916029,0.109270794,0.109270794
Morocco,2012,0.132377196,0.127206012,0.113751109,0.113751109
Morocco,2013,0.136371379,0.130547266,0.118455842,0.118455842
Morocco,2014,0.140416698,0.133969031,0.12340708,0.12340708
Mozambique,1980,0.022556771,0.026462162,0.018698547,0.018698547
Mozambique,1981,0.023394109,0.027167512,0.019242572,0.019242572
Mozambique,1982,0.024289245,0.027910219,0.019830481,0.019830481
Mozambique,1983,0.025196493,0.028628013,0.020425755,0.020425755
Mozambique,1984,0.026149137,0.029382143,0.021093136,0.021093136
Mozambique,1985,0.027176991,0.030212439,0.021873515,0.021873515
Mozambique,1986,0.02826409,0.031106125,0.022781863,0.022781863
Mozambique,1987,0.02945262,0.032108796,0.023848614,0.023848614
Mozambique,1988,0.030718701,0.033202222,0.024991358,0.024991358
Mozambique,1989,0.03206752,0.034362712,0.026075174,0.026075174
Mozambique,1990,0.033484027,0.035556849,0.026980141,0.026980141
Mozambique,1991,0.034938495,0.036764779,0.027644275,0.027644275
Mozambique,1992,0.036384089,0.037948829,0.028089465,0.028089465
Mozambique,1993,0.037863741,0.039168872,0.028479305,0.028479305
Mozambique,1994,0.039368045,0.040412728,0.028942608,0.028942608
Mozambique,1995,0.040867482,0.041625039,0.029520825,0.029520825
Mozambique,1996,0.042373995,0.042829019,0.03024964,0.03024964
Mozambique,1997,0.043886381,0.04403121,0.031104335,0.031104335
Mozambique,1998,0.045416945,0.045249012,0.032068853,0.032068853
Mozambique,1999,0.046969716,0.046471659,0.033087025,0.033087025
Mozambique,2000,0.048531851,0.047688779,0.034114633,0.034114633
Mozambique,2001,0.05012054,0.048925029,0.035165969,0.035165969
Mozambique,2002,0.051634626,0.05010272,0.036191846,0.036191846
Mozambique,2003,0.053053146,0.051196278,0.037166267,0.037166267
Mozambique,2004,0.05440484,0.052240313,0.038110288,0.038110288
Mozambique,2005,0.055693895,0.053262172,0.03904027,0.03904027
Mozambique,2006,0.056867138,0.054230294,0.039925816,0.039925816
Mozambique,2007,0.057933248,0.055124404,0.040746783,0.040746783
Mozambique,2008,0.058944667,0.055991343,0.041540311,0.041540311
Mozambique,2009,0.059965486,0.056863129,0.042333828,0.042333828
Mozambique,2010,0.061004292,0.057781973,0.043161834,0.043161834
Mozambique,2011,0.062096495,0.058727303,0.044007218,0.044007218
Mozambique,2012,0.063192087,0.059669735,0.044842869,0.044842869
Mozambique,2013,0.064370822,0.060654857,0.045698394,0.045698394
Mozambique,2014,0.065621686,0.061720894,0.046596229,0.046596229
Myanmar,1980,0.03101161,0.039954547,0.031928019,0.031928019
Myanmar,1981,0.031474556,0.040589947,0.032362459,0.032362459
Myanmar,1982,0.03195413,0.041258993,0.032827447,0.032827447
Myanmar,1983,0.032481761,0.04197885,0.033335805,0.033335805
Myanmar,1984,0.033033694,0.042738571,0.033876303,0.033876303
Myanmar,1985,0.033621712,0.043528954,0.034440033,0.034440033
Myanmar,1986,0.034245722,0.044352299,0.035029177,0.035029177
Myanmar,1987,0.03491431,0.045212276,0.03564715,0.03564715
Myanmar,1988,0.035655989,0.046146617,0.036325181,0.036325181
Myanmar,1989,0.03647192,0.047126656,0.03704046,0.03704046
Myanmar,1990,0.037311967,0.048116305,0.037764548,0.037764548
Myanmar,1991,0.03822186,0.049176375,0.038551126,0.038551126
Myanmar,1992,0.039195013,0.05031577,0.039409639,0.039409639
Myanmar,1993,0.040188918,0.051462822,0.040280504,0.040280504
Myanmar,1994,0.041226188,0.052647125,0.041184812,0.041184812
Myanmar,1995,0.042319738,0.053876259,0.042129649,0.042129649
Myanmar,1996,0.043447001,0.055131151,0.043101091,0.043101091
Myanmar,1997,0.044605586,0.056422627,0.044116811,0.044116811
Myanmar,1998,0.045749859,0.057691767,0.045145902,0.045145902
Myanmar,1999,0.046943895,0.059012819,0.046270275,0.046270275
Myanmar,2000,0.04820153,0.060388908,0.047509232,0.047509232
Myanmar,2001,0.049528664,0.061785799,0.048842139,0.048842139
Myanmar,2002,0.050922141,0.063204647,0.050271535,0.050271535
Myanmar,2003,0.052382075,0.064635212,0.051792733,0.051792733
Myanmar,2004,0.053879971,0.066059148,0.053391353,0.053391353
Myanmar,2005,0.055420074,0.067484827,0.05507473,0.05507473
Myanmar,2006,0.057013699,0.068902566,0.056838018,0.056838018
Myanmar,2007,0.058640809,0.070318394,0.058687206,0.058687206
Myanmar,2008,0.060242186,0.071667476,0.060558067,0.060558067
Myanmar,2009,0.061776905,0.072917454,0.062408723,0.062408723
Myanmar,2010,0.063266748,0.07409845,0.064254594,0.064254594
Myanmar,2011,0.064708957,0.075225613,0.066101724,0.066101724
Myanmar,2012,0.066164685,0.076381563,0.068024964,0.068024964
Myanmar,2013,0.067618391,0.077544005,0.070005308,0.070005308
Myanmar,2014,0.069114952,0.078750752,0.07208295,0.07208295
Namibia,1980,0.025618395,0.037923441,0.029983749,0.029983749
Namibia,1981,0.026199653,0.038411728,0.030386823,0.030386823
Namibia,1982,0.026840869,0.038957961,0.030823744,0.030823744
Namibia,1983,0.027534684,0.039560554,0.031252741,0.031252741
Namibia,1984,0.028287004,0.040216623,0.031617361,0.031617361
Namibia,1985,0.029089293,0.040926283,0.031893723,0.031893723
Namibia,1986,0.029952142,0.041699348,0.032086037,0.032086037
Namibia,1987,0.030864553,0.042530577,0.032229199,0.032229199
Namibia,1988,0.031821727,0.043398853,0.032377353,0.032377353
Namibia,1989,0.032828918,0.044308824,0.032604918,0.032604918
Namibia,1990,0.033886831,0.045263536,0.032952259,0.032952259
Namibia,1991,0.035048986,0.046311089,0.033462506,0.033462506
Namibia,1992,0.036312211,0.047459827,0.034122385,0.034122385
Namibia,1993,0.037626919,0.048648797,0.034863403,0.034863403
Namibia,1994,0.038995752,0.049881663,0.035658856,0.035658856
Namibia,1995,0.040428098,0.051172021,0.036502236,0.036502236
Namibia,1996,0.041917374,0.052512818,0.03738243,0.03738243
Namibia,1997,0.043506219,0.053915296,0.038320488,0.038320488
Namibia,1998,0.045177345,0.055374626,0.039331497,0.039331497
Namibia,1999,0.046910242,0.056831109,0.040392619,0.040392619
Namibia,2000,0.048693855,0.058243886,0.041489188,0.041489188
Namibia,2001,0.05045416,0.059611147,0.042625528,0.042625528
Namibia,2002,0.052341165,0.061045758,0.043879709,0.043879709
Namibia,2003,0.054243249,0.062447584,0.045159051,0.045159051
Namibia,2004,0.056208086,0.063869582,0.04647737,0.04647737
Namibia,2005,0.058119338,0.065211652,0.047735089,0.047735089
Namibia,2006,0.059990536,0.066497536,0.048946004,0.048946004
Namibia,2007,0.061803306,0.067731205,0.050116667,0.050116667
Namibia,2008,0.063542113,0.068922662,0.051254327,0.051254327
Namibia,2009,0.065124733,0.069997543,0.052302446,0.052302446
Namibia,2010,0.066685148,0.071072045,0.053354324,0.053354324
Namibia,2011,0.068267389,0.072148455,0.05441103,0.05441103
Namibia,2012,0.069865346,0.073219667,0.05546945,0.05546945
Namibia,2013,0.07150532,0.074282596,0.056543709,0.056543709
Namibia,2014,0.073191306,0.075376131,0.057685644,0.057685644
Nauru,1980,0.246599998,0.253971699,0.203816901,0.203816901
Nauru,1981,0.25256913,0.256820695,0.2049817,0.2049817
Nauru,1982,0.258489229,0.259620256,0.206250435,0.206250435
Nauru,1983,0.264220409,0.262206488,0.207519133,0.207519133
Nauru,1984,0.269717582,0.264630257,0.20888325,0.20888325
Nauru,1985,0.275163218,0.266987215,0.210441639,0.210441639
Nauru,1986,0.280381932,0.269245667,0.212167273,0.212167273
Nauru,1987,0.285255229,0.271365456,0.214005825,0.214005825
Nauru,1988,0.289823265,0.273289319,0.215949603,0.215949603
Nauru,1989,0.294179785,0.275220166,0.218205658,0.218205658
Nauru,1990,0.298372976,0.277110665,0.220709524,0.220709524
Nauru,1991,0.301895417,0.278567076,0.223163748,0.223163748
Nauru,1992,0.304834736,0.27968141,0.225611365,0.225611365
Nauru,1993,0.307314444,0.280621972,0.228023101,0.228023101
Nauru,1994,0.30950004,0.28161659,0.230469161,0.230469161
Nauru,1995,0.311264158,0.282536236,0.232715869,0.232715869
Nauru,1996,0.312222673,0.282946504,0.234316246,0.234316246
Nauru,1997,0.312730534,0.283173826,0.235624464,0.235624464
Nauru,1998,0.312795906,0.28327042,0.236872795,0.236872795
Nauru,1999,0.312763817,0.283493059,0.23851966,0.23851966
Nauru,2000,0.31265396,0.283807891,0.240668355,0.240668355
Nauru,2001,0.312454425,0.284139725,0.243322071,0.243322071
Nauru,2002,0.312110555,0.284438178,0.246382695,0.246382695
Nauru,2003,0.311762231,0.284741932,0.249762053,0.249762053
Nauru,2004,0.310442079,0.284307402,0.252611349,0.252611349
Nauru,2005,0.308781202,0.283691406,0.255297859,0.255297859
Nauru,2006,0.306631066,0.282717158,0.257628419,0.257628419
Nauru,2007,0.304433064,0.281727042,0.259956089,0.259956089
Nauru,2008,0.304024971,0.282145433,0.263592751,0.263592751
Nauru,2009,0.303028854,0.282144824,0.266705144,0.266705144
Nauru,2010,0.302173274,0.282259842,0.269722191,0.269722191
Nauru,2011,0.301474231,0.282480018,0.272564873,0.272564873
Nauru,2012,0.301077474,0.282860143,0.275257749,0.275257749
Nauru,2013,0.30082336,0.283359508,0.277785121,0.277785121
Nauru,2014,0.300757634,0.284019317,0.280206037,0.280206037
Nepal,1980,0.039743935,0.036204727,0.027236788,0.027236788
Nepal,1981,0.041027105,0.037047167,0.027949984,0.027949984
Nepal,1982,0.042409122,0.037960516,0.028725548,0.028725548
Nepal,1983,0.04384648,0.038899816,0.02952367,0.02952367
Nepal,1984,0.045402487,0.03994862,0.030409265,0.030409265
Nepal,1985,0.047073898,0.041105908,0.03137965,0.03137965
Nepal,1986,0.048869875,0.042359862,0.032413759,0.032413759
Nepal,1987,0.050740808,0.043687043,0.033494592,0.033494592
Nepal,1988,0.052723066,0.045132567,0.034687806,0.034687806
Nepal,1989,0.054795079,0.046668116,0.036008859,0.036008859
Nepal,1990,0.05696058,0.048279687,0.037470133,0.037470133
Nepal,1991,0.059211366,0.04996433,0.039106215,0.039106215
Nepal,1992,0.061552167,0.051711426,0.040894133,0.040894133
Nepal,1993,0.063974343,0.053512013,0.042730224,0.042730224
Nepal,1994,0.066439775,0.055359426,0.044458988,0.044458988
Nepal,1995,0.068922521,0.05722359,0.045949142,0.045949142
Nepal,1996,0.071516815,0.059171968,0.047196497,0.047196497
Nepal,1997,0.074234452,0.061175005,0.048249065,0.048249065
Nepal,1998,0.077066558,0.063229136,0.049284497,0.049284497
Nepal,1999,0.079957493,0.065322657,0.050519167,0.050519167
Nepal,2000,0.08288299,0.067429299,0.052071839,0.052071839
Nepal,2001,0.085818425,0.069549874,0.053995906,0.053995906
Nepal,2002,0.088699003,0.071623788,0.056181508,0.056181508
Nepal,2003,0.091518993,0.073673784,0.058531537,0.058531537
Nepal,2004,0.094267376,0.075704953,0.060871359,0.060871359
Nepal,2005,0.096864109,0.077665796,0.063024291,0.063024291
Nepal,2006,0.099355287,0.079612003,0.065002358,0.065002358
Nepal,2007,0.101733846,0.081521829,0.066831801,0.066831801
Nepal,2008,0.104066379,0.083441166,0.068586674,0.068586674
Nepal,2009,0.106243596,0.08529846,0.070266302,0.070266302
Nepal,2010,0.108351589,0.087128642,0.071945493,0.071945493
Nepal,2011,0.110383277,0.088944198,0.073638177,0.073638177
Nepal,2012,0.112511361,0.090870088,0.075441545,0.075441545
Nepal,2013,0.114670536,0.092835507,0.077312149,0.077312149
Nepal,2014,0.116872047,0.094862663,0.07928876,0.07928876
Netherlands,1980,0.03868141,0.036767024,0.043983983,0.043983983
Netherlands,1981,0.038891246,0.036615311,0.043968863,0.043968863
Netherlands,1982,0.039144836,0.036501803,0.043995998,0.043995998
Netherlands,1983,0.039442815,0.036436252,0.04407454,0.04407454
Netherlands,1984,0.039796698,0.036430162,0.04421493,0.04421493
Netherlands,1985,0.040205573,0.036476127,0.044408782,0.044408782
Netherlands,1986,0.040661963,0.03655693,0.044638188,0.044638188
Netherlands,1987,0.041135372,0.036676445,0.044909967,0.044909967
Netherlands,1988,0.04161745,0.036812564,0.045203838,0.045203838
Netherlands,1989,0.042146052,0.036962934,0.045522249,0.045522249
Netherlands,1990,0.042689466,0.037093426,0.04583223,0.04583223
Netherlands,1991,0.043276276,0.03722678,0.046158894,0.046158894
Netherlands,1992,0.043848089,0.037316376,0.046452483,0.046452483
Netherlands,1993,0.044462289,0.037399506,0.046758439,0.046758439
Netherlands,1994,0.045110429,0.037493435,0.047101326,0.047101326
Netherlands,1995,0.045801148,0.037591346,0.047477709,0.047477709
Netherlands,1996,0.04653463,0.037697426,0.047896977,0.047896977
Netherlands,1997,0.04730104,0.037813799,0.048360359,0.048360359
Netherlands,1998,0.048083428,0.037926847,0.048842233,0.048842233
Netherlands,1999,0.048834596,0.038010203,0.049297536,0.049297536
Netherlands,2000,0.04955244,0.038075588,0.049728803,0.049728803
Netherlands,2001,0.050221986,0.038111966,0.050116511,0.050116511
Netherlands,2002,0.050808742,0.038106748,0.050450661,0.050450661
Netherlands,2003,0.05127544,0.038055992,0.050741716,0.050741716
Netherlands,2004,0.051651856,0.037974235,0.051029078,0.051029078
Netherlands,2005,0.05194424,0.037842112,0.051303651,0.051303651
Netherlands,2006,0.052125407,0.037645249,0.051550644,0.051550644
