Entity,Year,Public expenditure on health %GDP (OWID extrapolated series)
Netherlands,1975,4.273638817
Netherlands,1976,4.234207427
Netherlands,1977,4.324690085
Netherlands,1978,4.42345905
Netherlands,1979,4.510893872
Netherlands,1980,4.599566877
Netherlands,1981,4.691478209
Netherlands,1982,4.894540343
Netherlands,1983,4.851775381
Netherlands,1984,4.662904738
Netherlands,1985,4.624997266
Netherlands,1986,4.521466056
Netherlands,1987,4.628711817
Netherlands,1988,4.541562731
Netherlands,1989,4.744053395
Netherlands,1990,4.802724256
Netherlands,1991,5.03493133
Netherlands,1992,5.433721741
Netherlands,1993,5.576493851
Netherlands,1994,5.426197394
Netherlands,1995,5.2868541
Netherlands,1996,4.94823422
Netherlands,1997,5.07155645
Netherlands,1998,4.84946705
Netherlands,1999,4.72208428
Netherlands,2000,4.68262134
Netherlands,2001,4.89473375
Netherlands,2002,5.2119207
Netherlands,2003,5.62741917
Netherlands,2004,5.5911587
Netherlands,2005,6.66893702
Netherlands,2006,7.97446453
Netherlands,2007,7.98048949
Netherlands,2008,8.20974143
Netherlands,2009,8.90151685
Netherlands,2010,9.08129607
Netherlands,2011,9.08585792
Netherlands,2012,9.52842158
Netherlands,2013,9.61713475
Netherlands,2014,9.48113273
New Zealand,1880,0.17
New Zealand,1890,0.39
New Zealand,1900,0.51
New Zealand,1910,0.72
New Zealand,1920,1.07
New Zealand,1930,1.13
New Zealand,1960,3.459138038
New Zealand,1961,3.630074832
New Zealand,1962,3.63566276
New Zealand,1963,3.551836869
New Zealand,1964,3.569580397
New Zealand,1965,3.65501077
New Zealand,1966,3.85352751
New Zealand,1967,3.851554593
New Zealand,1968,3.877498649
New Zealand,1969,3.891007408
New Zealand,1970,4.15516275
New Zealand,1971,3.821965737
New Zealand,1972,3.976564351
New Zealand,1973,3.966464441
New Zealand,1974,4.431260274
New Zealand,1975,4.812456857
New Zealand,1976,4.533359359
New Zealand,1977,4.833056672
New Zealand,1978,5.20585333
New Zealand,1979,5.300452482
New Zealand,1980,5.04975473
New Zealand,1981,5.387251704
New Zealand,1982,5.108054207
New Zealand,1983,5.006955113
New Zealand,1984,4.673058107
New Zealand,1985,4.293661508
New Zealand,1986,4.346561034
New Zealand,1987,4.858756442
New Zealand,1988,5.247852954
New Zealand,1989,5.38545172
New Zealand,1990,5.494950739
New Zealand,1991,5.839547649
New Zealand,1992,5.712548788
New Zealand,1993,5.307052423
New Zealand,1994,5.374851815
New Zealand,1995,5.36205193
New Zealand,1996,5.28370617
New Zealand,1997,5.48624093
New Zealand,1998,5.78790325
New Zealand,1999,5.73156223
New Zealand,2000,5.82783913
New Zealand,2001,5.79198493
New Zealand,2002,6.14652049
New Zealand,2003,6.0415112
New Zealand,2004,6.28157711
New Zealand,2005,6.57247519
New Zealand,2006,6.92299577
New Zealand,2007,6.88339971
New Zealand,2008,8.90698461
New Zealand,2009,9.32301029
New Zealand,2010,9.30546187
New Zealand,2011,9.34287708
New Zealand,2012,9.54766661
New Zealand,2013,9.22655693
New Zealand,2014,9.08265634
Nicaragua,1995,4.17509427
Nicaragua,1996,3.79461754
Nicaragua,1997,2.57710124
Nicaragua,1998,2.77202064
Nicaragua,1999,2.43364719
Nicaragua,2000,2.88110204
Nicaragua,2001,2.83595012
Nicaragua,2002,2.99522995
Nicaragua,2003,3.46223108
Nicaragua,2004,3.38949817
Nicaragua,2005,3.45056744
Nicaragua,2006,3.47305169
Nicaragua,2007,3.79240418
Nicaragua,2008,3.83004075
Nicaragua,2009,4.28669744
Nicaragua,2010,4.28814723
Nicaragua,2011,4.08197431
Nicaragua,2012,4.26016257
Nicaragua,2013,4.42015266
Nicaragua,2014,5.09579767
Niger,1995,1.46894782
Niger,1996,1.28448572
Niger,1997,1.6847956
Niger,1998,1.69459514
Niger,1999,1.69880281
Niger,2000,1.52246548
Niger,2001,1.8667212
Niger,2002,1.90925836
Niger,2003,1.68045031
Niger,2004,1.84586396
Niger,2005,2.97865432
Niger,2006,3.17549705
Niger,2007,2.66286468
Niger,2008,2.6958768
Niger,2009,2.6503865
Niger,2010,2.16243694
Niger,2011,2.45324522
Niger,2012,2.2118347
Niger,2013,2.45567718
Niger,2014,2.38630659
Nigeria,1995,0.65814501
Nigeria,1996,0.60048092
Nigeria,1997,0.71761229
Nigeria,1998,0.90662619
Nigeria,1999,0.98366615
Nigeria,2000,0.94928603
Nigeria,2001,1.01770735
Nigeria,2002,0.62200434
Nigeria,2003,0.90666178
Nigeria,2004,1.41476044
Nigeria,2005,1.19778681
Nigeria,2006,1.20460086
Nigeria,2007,1.47272881
Nigeria,2008,1.4700594
Nigeria,2009,1.32467002
Nigeria,2010,0.9085807
Nigeria,2011,1.15161125
Nigeria,2012,1.03316953
Nigeria,2013,0.88262726
Nigeria,2014,0.92253513
Niue,1995,7.86216552
Niue,1996,9.21065806
Niue,1997,9.28728332
Niue,1998,8.08799183
Niue,1999,8.15375655
Niue,2000,7.80226325
Niue,2001,38.00119689
Niue,2002,10.95384615
Niue,2003,9.97101449
Niue,2004,11.77989893
Niue,2005,8.11311054
Niue,2006,38.90374332
Niue,2007,11.99031264
Niue,2008,14
Niue,2009,14.38823107
Niue,2010,8.20114749
Niue,2011,10.52734375
Niue,2012,6.87220336
Niue,2013,7.0739305
Niue,2014,7.32410003
Norway,1880,0.22
Norway,1890,0.11
Norway,1900,0.28
Norway,1910,0.27
Norway,1920,0.31
Norway,1930,0.64
Norway,1960,2.165723316
Norway,1961,2.28895307
Norway,1962,2.454613414
Norway,1963,2.610805904
Norway,1964,2.699393713
Norway,1965,2.685246979
Norway,1966,3.009935552
Norway,1967,3.095443732
Norway,1968,3.21726038
Norway,1969,3.464183538
Norway,1970,3.863571061
Norway,1971,4.03964332
Norway,1972,4.686804795
Norway,1973,4.796370341
Norway,1974,4.809586419
Norway,1975,5.302737958
Norway,1976,5.507906904
Norway,1977,5.800152748
Norway,1978,5.972601244
Norway,1979,5.62919639
Norway,1980,5.661277353
Norway,1981,5.69794131
Norway,1982,5.829036273
Norway,1983,5.997754424
Norway,1984,5.677477706
Norway,1985,5.621842282
Norway,1986,6.065220368
Norway,1987,6.386776062
Norway,1988,6.274972309
Norway,1989,6.002124256
Norway,1990,6.243424253
Norway,1991,6.580114487
Norway,1992,6.759171021
Norway,1993,6.634151191
Norway,1994,6.559864045
Norway,1995,6.49985879
Norway,1996,6.45280883
Norway,1997,6.69711668
Norway,1998,7.45488707
Norway,1999,7.54760405
Norway,2000,6.82382819
Norway,2001,7.22396035
Norway,2002,8.02720966
Norway,2003,8.24746405
Norway,2004,7.88886077
Norway,2005,7.43028203
Norway,2006,7.06288776
Norway,2007,7.21922701
Norway,2008,7.09117288
Norway,2009,8.02173768
Norway,2010,7.83922869
Norway,2011,7.71723079
Norway,2012,7.773856
Norway,2013,8.00541429
Norway,2014,8.3096182
Oman,1995,3.06004361
Oman,1996,2.98445668
Oman,1997,2.78256976
Oman,1998,3.0185177
Oman,1999,2.89374636
Oman,2000,2.51203413
Oman,2001,2.52896361
Oman,2002,2.65475072
Oman,2003,2.62946579
Oman,2004,2.43756173
Oman,2005,2.13034788
Oman,2006,1.86459776
Oman,2007,1.96828933
Oman,2008,1.58630081
Oman,2009,2.30073733
Oman,2010,2.26972904
Oman,2011,2.03956652
Oman,2012,2.07995677
Oman,2013,2.40857382
Oman,2014,3.19022858
Pakistan,1995,0.65550925
Pakistan,1996,0.71534393
Pakistan,1997,0.65556697
Pakistan,1998,0.5714069
Pakistan,1999,0.55473074
Pakistan,2000,0.60860242
Pakistan,2001,0.55152418
Pakistan,2002,0.80938608
Pakistan,2003,0.64832092
Pakistan,2004,0.67730099
Pakistan,2005,0.68591828
Pakistan,2006,0.7887748
Pakistan,2007,0.79883224
Pakistan,2008,0.83923589
Pakistan,2009,0.80290353
Pakistan,2010,0.95423447
Pakistan,2011,0.9197683
Pakistan,2012,1.01846302
Pakistan,2013,0.99433081
Pakistan,2014,0.91881147
Palau,1995,8.65019011
Palau,1996,8.769107
Palau,1997,8.39054157
Palau,1998,7.07424594
Palau,1999,7.62432345
Palau,2000,6.370625
Palau,2001,6.18511905
Palau,2002,5.94852071
Palau,2003,6.09425287
Palau,2004,6.49067358
Palau,2005,5.89563107
Palau,2006,6.34210526
Palau,2007,6.55976415
Palau,2008,6.54084507
Palau,2009,6.61464646
Palau,2010,7.64111675
Palau,2011,6.5483871
Palau,2012,6.73922414
Palau,2013,6.59918699
Palau,2014,6.53197026
Panama,1995,5.24658175
Panama,1996,4.62878536
Panama,1997,4.87504958
Panama,1998,4.72718957
Panama,1999,4.54335169
Panama,2000,5.28462631
Panama,2001,5.17975863
Panama,2002,5.54414784
Panama,2003,5.04670151
Panama,2004,5.68857419
Panama,2005,5.20540327
Panama,2006,4.7207796
Panama,2007,4.04887818
Panama,2008,4.66645234
Panama,2009,5.63276516
Panama,2010,5.65002185
Panama,2011,5.08973241
Panama,2012,4.9715198
Panama,2013,5.80401003
Panama,2014,5.87836609
Papua New Guinea,1995,2.44953775
Papua New Guinea,1996,2.58570621
Papua New Guinea,1997,2.979204
Papua New Guinea,1998,3.16658124
Papua New Guinea,1999,3.37324422
Papua New Guinea,2000,3.2561627
Papua New Guinea,2001,5.89505579
Papua New Guinea,2002,6.71672844
Papua New Guinea,2003,6.02492071
Papua New Guinea,2004,7.60145627
Papua New Guinea,2005,5.47058434
Papua New Guinea,2006,5.05912292
Papua New Guinea,2007,3.12384321
Papua New Guinea,2008,3.07541318
Papua New Guinea,2009,3.22088129
Papua New Guinea,2010,3.18341092
Papua New Guinea,2011,4.04134722
Papua New Guinea,2012,3.65327954
Papua New Guinea,2013,3.90600381
Papua New Guinea,2014,3.46554272
Paraguay,1995,2.13002367
Paraguay,1996,2.39565542
Paraguay,1997,2.4280813
Paraguay,1998,2.82104529
Paraguay,1999,3.03093909
Paraguay,2000,3.23062815
Paraguay,2001,2.65411195
Paraguay,2002,2.16010372
Paraguay,2003,1.94949197
Paraguay,2004,2.03157067
Paraguay,2005,2.35519736
Paraguay,2006,2.61001499
Paraguay,2007,2.69218657
Paraguay,2008,2.71307573
Paraguay,2009,3.49868063
Paraguay,2010,3.36090276
Paraguay,2011,3.76591917
Paraguay,2012,4.59860124
Paraguay,2013,4.78125912
Paraguay,2014,4.50224038
Peru,1995,2.40005355
Peru,1996,2.4394219
Peru,1997,2.26632789
Peru,1998,2.57191315
Peru,1999,2.8299163
Peru,2000,2.72083151
Peru,2001,2.83143959
Peru,2002,2.82570562
Peru,2003,2.69086215
Peru,2004,2.54376135
Peru,2005,2.69389613
Peru,2006,2.39214585
Peru,2007,2.41462309
Peru,2008,2.45203378
Peru,2009,2.98344443
Peru,2010,2.79428723
Peru,2011,2.62414031
Peru,2012,2.84664765
Peru,2013,3.04510367
Peru,2014,3.31875118
Philippines,1995,1.36365683
Philippines,1996,1.45142413
Philippines,1997,1.55810772
Philippines,1998,1.3732069
Philippines,1999,1.42835579
Philippines,2000,1.52676137
Philippines,2001,1.32444308
Philippines,2002,1.11664234
Philippines,2003,1.30620057
Philippines,2004,1.30313144
Philippines,2005,1.50164859
Philippines,2006,1.45218711
Philippines,2007,1.36782652
Philippines,2008,1.33274562
Philippines,2009,1.54867658
Philippines,2010,1.57369151
Philippines,2011,1.30636297
Philippines,2012,1.38625636
Philippines,2013,1.44921705
Philippines,2014,1.61468522
Poland,1990,4.252516319
Poland,1991,4.510427705
Poland,1992,4.60129021
Poland,1993,4.239782619
Poland,1994,3.919713509
Poland,1995,3.90503738
Poland,1996,4.22473807
Poland,1997,3.98374841
Poland,1998,3.82860697
Poland,1999,4.03290127
Poland,2000,3.85271314
Poland,2001,4.21039136
Poland,2002,4.49780846
Poland,2003,4.34988711
Poland,2004,4.24200124
Poland,2005,4.29890204
Poland,2006,4.31321008
Poland,2007,4.42036017
Poland,2008,4.93531592
Poland,2009,5.09718111
Poland,2010,4.90280743
Poland,2011,4.71035577
Poland,2012,4.57751554
Poland,2013,4.53442479
Poland,2014,4.5076396
Portugal,1960,0.662579491
Portugal,1961,0.68506187
Portugal,1962,0.694900474
Portugal,1963,0.847965323
Portugal,1964,0.692399311
Portugal,1965,0.8740855
Portugal,1966,0.935501709
Portugal,1967,0.957351826
Portugal,1968,1.22382103
Portugal,1969,1.416138958
Portugal,1970,1.339709936
Portugal,1971,1.489826314
Portugal,1972,1.825646098
Portugal,1973,1.996337867
Portugal,1974,2.233374776
Portugal,1975,2.854730607
Portugal,1976,3.122105721
Portugal,1977,2.939551609
Portugal,1978,2.885068812
Portugal,1979,2.900920261
Portugal,1980,3.137222335
Portugal,1981,3.252276566
Portugal,1982,2.876670693
Portugal,1983,2.539801144
Portugal,1984,2.575913055
Portugal,1985,3.016394398
Portugal,1986,3.204827193
Portugal,1987,3.061639264
Portugal,1988,3.343291181
Portugal,1989,3.046942556
Portugal,1990,3.758473189
Portugal,1991,3.936093407
Portugal,1992,3.80718228
Portugal,1993,4.206827768
Portugal,1994,4.190241483
Portugal,1995,4.64583944
Portugal,1996,5.02497048
Portugal,1997,5.04998686
Portugal,1998,5.11745726
Portugal,1999,5.31793091
Portugal,2000,6.19327948
Portugal,2001,6.23314425
Portugal,2002,6.46240519
Portugal,2003,6.5642957
Portugal,2004,6.89340008
Portugal,2005,6.98992894
Portugal,2006,6.5834602
Portugal,2007,6.50671263
Portugal,2008,6.67403728
Portugal,2009,7.16052145
Portugal,2010,7.17149244
Portugal,2011,6.70065608
Portugal,2012,6.23891139
Portugal,2013,6.23215544
Portugal,2014,6.15818911
Qatar,1995,2.32041051
Qatar,1996,2.49425848
Qatar,1997,2.14754465
Qatar,1998,2.26219926
Qatar,1999,1.95162417
Qatar,2000,1.57473007
Qatar,2001,1.92199248
Qatar,2002,2.03592305
Qatar,2003,3.48808704
Qatar,2004,3.03690401
Qatar,2005,2.53515165
Qatar,2006,2.17208218
Qatar,2007,1.94332117
Qatar,2008,1.57418264
Qatar,2009,2.06552792
Qatar,2010,1.62083086
Qatar,2011,1.50593141
Qatar,2012,1.83147767
Qatar,2013,1.85480107
Qatar,2014,1.87539141
Romania,1995,2.39777711
Romania,1996,2.3537192
Romania,1997,3.30879634
Romania,1998,2.83529131
Romania,1999,3.34416017
Romania,2000,3.51369973
Romania,2001,3.53419163
Romania,2002,3.75783267
Romania,2003,4.49338427
Romania,2004,4.0521396
Romania,2005,4.39872381
Romania,2006,4.03078579
Romania,2007,4.27889109
Romania,2008,4.37419799
Romania,2009,4.39196839
Romania,2010,4.68660531
Romania,2011,4.37807867
Romania,2012,4.39738629
Romania,2013,4.52029473
Romania,2014,4.47447755
Russia,1995,3.96224316
Russia,1996,3.9654738
Russia,1997,5.02641505
Russia,1998,4.30886066
Russia,1999,3.5854412
Russia,2000,3.24682435
Russia,2001,3.32863724
Russia,2002,3.53075687
Russia,2003,3.29870838
Russia,2004,3.09093685
Russia,2005,3.23047876
Russia,2006,3.35436078
Russia,2007,3.45289119
Russia,2008,3.52013722
Russia,2009,4.15902204
Russia,2010,3.69694549
Russia,2011,3.58245544
Russia,2012,3.7958389
Russia,2013,3.70730145
Russia,2014,3.69092281
Rwanda,1995,1.63988777
Rwanda,1996,1.87569326
Rwanda,1997,1.85340483
Rwanda,1998,2.5584161
Rwanda,1999,2.08350495
Rwanda,2000,1.65315324
Rwanda,2001,2.13889149
Rwanda,2002,2.18261741
Rwanda,2003,3.3450433
Rwanda,2004,2.87595996
Rwanda,2005,3.19949489
Rwanda,2006,4.98059157
Rwanda,2007,3.78019362
Rwanda,2008,2.83011895
Rwanda,2009,2.40205395
Rwanda,2010,2.92801355
Rwanda,2011,2.8108059
Rwanda,2012,2.8358772
Rwanda,2013,2.92517745
Rwanda,2014,2.86940115
Saint Kitts and Nevis,1995,3.21027287
Saint Kitts and Nevis,1996,3.16742081
Saint Kitts and Nevis,1997,2.96495957
Saint Kitts and Nevis,1998,3.03225806
Saint Kitts and Nevis,1999,3.03877477
Saint Kitts and Nevis,2000,2.57259052
Saint Kitts and Nevis,2001,2.26244289
Saint Kitts and Nevis,2002,2.0918618
Saint Kitts and Nevis,2003,2.0872339
Saint Kitts and Nevis,2004,1.87050932
Saint Kitts and Nevis,2005,1.92218669
Saint Kitts and Nevis,2006,2.33668301
Saint Kitts and Nevis,2007,2.15461064
Saint Kitts and Nevis,2008,2.03066885
Saint Kitts and Nevis,2009,2.19310896
Saint Kitts and Nevis,2010,2.53202224
Saint Kitts and Nevis,2011,2.26067011
Saint Kitts and Nevis,2012,2.37517464
Saint Kitts and Nevis,2013,2.18372866
Saint Kitts and Nevis,2014,2.14460502
Saint Lucia,1995,3.04446602
Saint Lucia,1996,3.54041329
Saint Lucia,1997,3.01174697
Saint Lucia,1998,3.08996091
Saint Lucia,1999,3.08604802
Saint Lucia,2000,2.87509471
Saint Lucia,2001,3.24344438
Saint Lucia,2002,3.26774466
Saint Lucia,2003,2.94380017
Saint Lucia,2004,2.94805247
Saint Lucia,2005,2.89509966
Saint Lucia,2006,3.11488098
Saint Lucia,2007,2.97986528
Saint Lucia,2008,3.57342645
Saint Lucia,2009,4.40184648
Saint Lucia,2010,4.03404518
Saint Lucia,2011,3.26298108
Saint Lucia,2012,4.2074087
Saint Lucia,2013,3.5359764
Saint Lucia,2014,3.59929525
Saint Vincent and the Grenadines,1995,3.78040306
Saint Vincent and the Grenadines,1996,3.76266281
Saint Vincent and the Grenadines,1997,3.90501586
Saint Vincent and the Grenadines,1998,3.37916609
Saint Vincent and the Grenadines,1999,3.45966698
Saint Vincent and the Grenadines,2000,3.06737313
Saint Vincent and the Grenadines,2001,2.95063474
Saint Vincent and the Grenadines,2002,3.23153516
Saint Vincent and the Grenadines,2003,3.20552981
Saint Vincent and the Grenadines,2004,3.02270691
Saint Vincent and the Grenadines,2005,2.95904268
Saint Vincent and the Grenadines,2006,3.18355196
Saint Vincent and the Grenadines,2007,3.2201202
Saint Vincent and the Grenadines,2008,3.94640579
Saint Vincent and the Grenadines,2009,4.33049775
Saint Vincent and the Grenadines,2010,3.85823608
Saint Vincent and the Grenadines,2011,4.09298348
Saint Vincent and the Grenadines,2012,4.40344684
Saint Vincent and the Grenadines,2013,4.3086
Saint Vincent and the Grenadines,2014,4.38522311
Samoa,1995,3.39071664
Samoa,1996,3.01072391
Samoa,1997,3.33879487
Samoa,1998,3.92694897
Samoa,1999,4.26950182
Samoa,2000,4.11544971
Samoa,2001,3.84802214
Samoa,2002,3.94085147
Samoa,2003,3.64949145
Samoa,2004,3.59686078
Samoa,2005,3.5879326
Samoa,2006,3.92556654
Samoa,2007,4.50978288
Samoa,2008,3.8248453
Samoa,2009,4.34103143
Samoa,2010,4.9852244
Samoa,2011,5.10168264
Samoa,2012,4.33764124
Samoa,2013,6.21666746
Samoa,2014,6.53686898
San Marino,1995,4.56393918
San Marino,1996,4.38378711
San Marino,1997,4.31244333
San Marino,1998,4.24836916
San Marino,1999,4.30067991
San Marino,2000,4.38539988
San Marino,2001,4.29680944
San Marino,2002,4.26944922
San Marino,2003,3.90726845
San Marino,2004,3.83237744
San Marino,2005,3.74974845
San Marino,2006,3.52237298
San Marino,2007,3.54154425
San Marino,2008,3.61626388
San Marino,2009,4.20406279
San Marino,2010,4.64745042
San Marino,2011,5.32235759
San Marino,2012,5.86594834
San Marino,2013,5.65607224
San Marino,2014,5.73605882
Sao Tome and Principe,1995,2.80507935
Sao Tome and Principe,1996,1.96681077
Sao Tome and Principe,1997,2.93818437
Sao Tome and Principe,1998,2.90923635
Sao Tome and Principe,1999,3.85629965
Sao Tome and Principe,2000,3.82397586
Sao Tome and Principe,2001,3.79203831
Sao Tome and Principe,2002,3.8456143
Sao Tome and Principe,2003,6.03861594
Sao Tome and Principe,2004,5.13836158
Sao Tome and Principe,2005,5.29330423
Sao Tome and Principe,2006,2.54103778
Sao Tome and Principe,2007,2.13790765
Sao Tome and Principe,2008,1.59207622
Sao Tome and Principe,2009,2.50735286
Sao Tome and Principe,2010,2.53733116
Sao Tome and Principe,2011,2.60531259
Sao Tome and Principe,2012,2.48230437
Sao Tome and Principe,2013,3.58681709
Sao Tome and Principe,2014,3.61225473
Saudi Arabia,1995,1.54319461
Saudi Arabia,1996,1.61727188
Saudi Arabia,1997,1.75270471
Saudi Arabia,1998,1.94586004
Saudi Arabia,1999,2.80339628
Saudi Arabia,2000,3.05183447
Saudi Arabia,2001,3.25646885
Saudi Arabia,2002,3.09008987
Saudi Arabia,2003,2.89642297
Saudi Arabia,2004,2.56182861
Saudi Arabia,2005,2.4783645
Saudi Arabia,2006,2.64139125
Saudi Arabia,2007,2.50739775
Saudi Arabia,2008,1.88940521
Saudi Arabia,2009,2.78823706
Saudi Arabia,2010,2.26520011
Saudi Arabia,2011,2.49588716
Saudi Arabia,2012,2.75228269
Saudi Arabia,2013,3.10036956
Saudi Arabia,2014,3.49078974
Senegal,1995,1.27985383
Senegal,1996,1.48401433
Senegal,1997,1.28425999
Senegal,1998,1.31116858
Senegal,1999,1.74100122
Senegal,2000,1.89554163
Senegal,2001,2.13524027
Senegal,2002,1.95048094
Senegal,2003,2.09132832
Senegal,2004,2.11925709
Senegal,2005,2.98243742
Senegal,2006,3.14990161
Senegal,2007,2.33251243
Senegal,2008,2.52752637
Senegal,2009,2.48626365
Senegal,2010,2.36854781
Senegal,2011,2.2798394
Senegal,2012,2.17986622
Senegal,2013,2.23831542
Senegal,2014,2.41795607
Serbia,1995,4.2678168
Serbia,1996,4.2678168
Serbia,1997,4.2678168
Serbia,1998,4.2678168
Serbia,1999,4.2678168
Serbia,2000,4.2678168
Serbia,2001,4.60045504
Serbia,2002,5.83758311
Serbia,2003,5.7669486
Serbia,2004,5.67261108
Serbia,2005,5.742701
Serbia,2006,5.66490431
Serbia,2007,6.14662179
Serbia,2008,6.22821197
Serbia,2009,6.12657588
Serbia,2010,6.24199165
Serbia,2011,6.03968291
Serbia,2012,6.04971324
Serbia,2013,5.98436231
Serbia,2014,6.4165056
Seychelles,1995,4.22296599
Seychelles,1996,4.45164387
Seychelles,1997,4.82046932
Seychelles,1998,4.18579952
Seychelles,1999,4.23639696
Seychelles,2000,3.78561466
Seychelles,2001,3.75867651
Seychelles,2002,3.63645877
Seychelles,2003,4.14556713
Seychelles,2004,3.81261054
Seychelles,2005,3.62012942
Seychelles,2006,3.45791099
Seychelles,2007,3.0607288
Seychelles,2008,2.40511835
Seychelles,2009,2.41307816
Seychelles,2010,3.20885975
Seychelles,2011,3.19877168
Seychelles,2012,3.79789254
Seychelles,2013,3.33569945
Seychelles,2014,3.10724273
Sierra Leone,1995,2.38838809
Sierra Leone,1996,2.16342825
Sierra Leone,1997,2.51316377
Sierra Leone,1998,2.04714945
Sierra Leone,1999,3.06462457
Sierra Leone,2000,3.49413205
Sierra Leone,2001,2.8241415
Sierra Leone,2002,2.96491602
Sierra Leone,2003,2.78426117
Sierra Leone,2004,2.68391726
Sierra Leone,2005,2.6761741
Sierra Leone,2006,1.96169533
Sierra Leone,2007,1.64537592
Sierra Leone,2008,1.7879205
Sierra Leone,2009,2.20751732
Sierra Leone,2010,2.39694063
Sierra Leone,2011,2.6469335
Sierra Leone,2012,1.98087849
Sierra Leone,2013,1.69465548
Sierra Leone,2014,1.88380186
Singapore,1995,1.45615091
Singapore,1996,1.39190313
Singapore,1997,1.34477287
Singapore,1998,1.66411043
Singapore,1999,1.4782906
Singapore,2000,1.21778499
Singapore,2001,0.88703977
Singapore,2002,1.05896677
Singapore,2003,1.34616145
Singapore,2004,1.03025616
Singapore,2005,1.00375812
Singapore,2006,1.00109055
Singapore,2007,0.95538986
Singapore,2008,1.20049011
Singapore,2009,1.52659742
Singapore,2010,1.37142862
Singapore,2011,1.34647904
Singapore,2012,1.50107774
Singapore,2013,1.73592066
Singapore,2014,2.05468332
Slovakia,1995,5.36766913
Slovakia,1996,5.70826017
Slovakia,1997,5.30283986
Slovakia,1998,5.17937177
Slovakia,1999,5.1579026
Slovakia,2000,4.91524228
Slovakia,2001,4.91484953
Slovakia,2002,5.01370674
Slovakia,2003,5.13887521
Slovakia,2004,5.31974208
Slovakia,2005,5.24105836
Slovakia,2006,5.02021578
Slovakia,2007,5.18430196
Slovakia,2008,5.43530005
Slovakia,2009,6.01203451
Slovakia,2010,5.79713037
Slovakia,2011,5.64390453
Slovakia,2012,5.67922105
Slovakia,2013,5.7880822
Slovakia,2014,5.8395992
Slovenia,1995,5.79290901
Slovenia,1996,5.81902649
Slovenia,1997,5.81914385
Slovenia,1998,5.89793252
Slovenia,1999,5.90041484
Slovenia,2000,6.11633281
Slovenia,2001,6.28050219
Slovenia,2002,6.32476385
Slovenia,2003,6.31412089
Slovenia,2004,6.22190453
Slovenia,2005,6.21273331
Slovenia,2006,6.12238299
Slovenia,2007,5.77392957
Slovenia,2008,6.29126392
Slovenia,2009,6.92463368
Slovenia,2010,6.72862594
Slovenia,2011,6.67355048
Slovenia,2012,6.80388719
Slovenia,2013,6.66826043
Slovenia,2014,6.62382179
Solomon Islands,1995,3.01351764
Solomon Islands,1996,2.7842826
Solomon Islands,1997,3.04704155
Solomon Islands,1998,3.27721463
Solomon Islands,1999,3.54479211
Solomon Islands,2000,4.29952127
Solomon Islands,2001,6.1623372
Solomon Islands,2002,5.8209578
Solomon Islands,2003,5.53796597
Solomon Islands,2004,5.18093746
Solomon Islands,2005,7.3705586
Solomon Islands,2006,6.20550744
Solomon Islands,2007,5.95416561
Solomon Islands,2008,5.5227321
Solomon Islands,2009,7.45379024
Solomon Islands,2010,7.02289513
Solomon Islands,2011,4.69625037
Solomon Islands,2012,5.09469496
Solomon Islands,2013,4.99069527
Solomon Islands,2014,4.64048232
South Africa,1995,3.42774044
South Africa,1996,3.84062047
South Africa,1997,3.75499383
South Africa,1998,3.58441715
South Africa,1999,3.41837645
South Africa,2000,3.29083908
South Africa,2001,3.33080341
South Africa,2002,3.23191745
South Africa,2003,3.33799479
South Africa,2004,3.21808613
South Africa,2005,3.31589857
South Africa,2006,3.36093291
South Africa,2007,3.39852724
South Africa,2008,3.5953455
South Africa,2009,3.94739833
South Africa,2010,3.99005389
South Africa,2011,4.13408349
South Africa,2012,4.27629351
South Africa,2013,4.20476091
South Africa,2014,4.24326873
South Korea,1970,0.23415592
South Korea,1971,0.283491852
South Korea,1972,0.216603714
South Korea,1973,0.190322843
South Korea,1974,0.171916745
South Korea,1975,0.242125571
South Korea,1976,0.211670121
South Korea,1977,0.277799244
South Korea,1978,0.303415978
South Korea,1979,0.528084219
South Korea,1980,0.66641458
South Korea,1981,0.682923142
South Korea,1982,0.815466019
South Korea,1983,0.911101824
South Korea,1984,0.957686329
South Korea,1985,1.028179784
South Korea,1986,0.927610386
South Korea,1987,0.934536392
South Korea,1988,1.058540357
South Korea,1989,1.234631682
South Korea,1990,1.404271384
South Korea,1991,1.261861321
South Korea,1992,1.325333894
South Korea,1993,1.354935453
South Korea,1994,1.320210547
South Korea,1995,1.37837002
South Korea,1996,1.56710623
South Korea,1997,1.66138457
South Korea,1998,1.89696008
South Korea,1999,2.0360782
South Korea,2000,2.06942784
South Korea,2001,2.62878772
South Korea,2002,2.49619795
South Korea,2003,2.56792445
South Korea,2004,2.60473856
South Korea,2005,2.81846273
South Korea,2006,3.14560441
South Korea,2007,3.27931791
South Korea,2008,3.36436957
South Korea,2009,3.75614176
South Korea,2010,3.85513333
South Korea,2011,3.82134521
South Korea,2012,3.85169163
South Korea,2013,3.90987849
South Korea,2014,3.98524804
South Sudan,2012,0.91707714
South Sudan,2013,0.92180148
South Sudan,2014,1.1369163
Spain,1960,0.777581405
Spain,1961,0.754380282
Spain,1962,0.857425487
Spain,1963,0.845431343
Spain,1964,0.973635958
Spain,1965,1.144596483
Spain,1966,1.269055102
Spain,1967,1.615880106
Spain,1968,1.680144211
