Entity,Year,all_species_number,bau_habitat_loss_all,combined_habitat_loss_all,diets_habitat_loss_all,waste_habitat_loss_all,trade_habitat_loss_all,yields_habitat_loss_all,amphibian_species_number,bau_habitat_loss_amphibians,combined_habitat_loss_amphibians,diets_habitat_loss_amphibians,waste_habitat_loss_amphibians,trade_habitat_loss_amphibians,yields_habitat_loss_amphibians,bird_species_number,bau_habitat_loss_birds,combined_habitat_loss_birds,diets_habitat_loss_birds,waste_habitat_loss_birds,trade_habitat_loss_birds,yields_habitat_loss_birds,mammal_species_number,bau_habitat_loss_mammals,combined_habitat_loss_mammals,diets_habitat_loss_mammals,waste_habitat_loss_mammals,trade_habitat_loss_mammals,yields_habitat_loss_mammals,bau_change_cropland_km2,combined_change_cropland_km2,diets_change_cropland_km2,yields_change_cropland_km2,waste_change_cropland_km2,trade_change_cropland_km2,countries_losing_25_species,bau_change_pct,combined_change_pct,diets_change_pct,yields_change_pct,waste_change_pct,trade_change_pct,species_losing_more_25pct,species_losing_more_50pct,species_losing_more_75pct,species_losing_more_90pct,species_losing_more_25pct_yields,species_losing_more_50pct_yields,species_losing_more_75pct_yields,species_losing_more_90pct_yields,species_losing_more_25pct_combined,species_losing_more_50pct_combined,species_losing_more_75pct_combined,species_losing_more_90pct_combined
Pakistan,2050,838,-3.560807193,4.627134565,0.772980766,-1.12580611,-3.726435692,1.98678303,10,-1.888154503,1.812994755,0.656689518,-0.660082512,-1.910923979,1.142687773,659,-3.083000038,4.337902676,0.773782096,-0.851098027,-3.221436035,1.707102516,169,-5.522945901,5.921484938,0.776737191,-2.224562696,-5.803062267,3.127318006,139670.6292,-42978.0216,54455.4089,-22974.4303,111515.9711,167548.8954,35,69.37671902,-21.34789644,27.04890516,-11.41178073,55.39183318,83.22431641,,,,,,,,,,,,
Palau,2050,172,-2.247452263,2.563553984,0.022958874,-0.537380098,-2.254643567,0.139018076,1,0,0,0,0,0,0,166,-2.313938355,2.662694167,0.031300213,-0.54273944,-2.321406724,0.154374755,5,-0.489604465,-0.215189296,-0.249381805,-0.466925982,-0.489035465,-0.34302005,,,,,,,,,,,,,,,,,,,,,,,,,
Palestine,2050,314,-2.44227845,4.067606288,0.264148281,-0.488625139,-2.54037527,1.600312004,2,-1.35647323,4.790484955,-0.450155484,1.011124392,-2.334713303,4.252567716,282,-2.379898954,3.999151402,0.324853659,-0.489052817,-2.449348602,1.479150822,30,-3.101032724,4.66289031,-0.258862017,-0.584588264,-3.40973675,2.562410063,-16.957197,-319.793521,41.471416,-405.804936,-292.947379,105.643002,,-1.118150277,-21.08704724,2.734607335,-26.75860296,-19.31682418,6.966054118,,,,,,,,,,,,
Panama,2050,1346,-3.412977792,3.124794818,1.193906048,-1.508736498,-3.979935613,-0.911715339,161,-3.922389884,5.21887588,2.632548902,-0.858305945,-5.685000495,0.182439906,978,-3.263877267,2.659230141,0.864942297,-1.571334513,-3.629112858,-1.154335549,207,-3.721214348,3.695689522,1.629196141,-1.718873989,-4.311284446,-0.616432386,647.870978,-828.696274,-381.715415,127.436383,18.061529,988.386,,18.42042157,-23.56168935,-10.85302337,3.623301519,0.513529684,28.10202558,,,,,,,,,,,,
Papua New Guinea,2050,1136,-0.923987661,0.96408057,-0.401847275,-0.221672779,-1.024504095,-0.124482242,117,-1.247982525,0.552130826,-1.404332657,-0.617628853,-1.518848341,-0.331630114,778,-0.816720145,0.995269825,-0.104398381,-0.124638792,-0.856774117,-0.081723148,241,-1.112978235,1.063387126,-0.875392713,-0.34269179,-1.325979806,-0.16195226,3159.739818,-1129.066728,3836.243721,856.729007,1805.874877,3839.401021,,48.51164405,-17.33461815,58.89804243,13.15340345,27.72568764,58.94651662,,,,,,,,,,,,
Paraguay,2050,929,-8.65331508,0.633574686,-1.634880892,-6.267154008,-8.871863586,-4.720378881,57,-10.93038856,0.134850422,-2.584737648,-8.007044036,-11.21698886,-5.991767104,705,-8.560799676,0.646998909,-1.617360101,-6.20461976,-8.755408543,-4.706528953,167,-8.266669401,0.747126817,-1.384643306,-5.937291213,-8.563053198,-4.344900264,25574.03905,2124.13275,7325.73359,10311.0571,17818.84228,31082.11635,39,61.18492156,5.081907299,17.52654065,24.66881429,42.63090649,74.36278826,,,,,,,,,,,,
Peru,2050,2580,-2.086018985,1.462455127,0.236623222,-0.934957061,-2.147728369,-0.589612277,276,-1.367483674,1.706098286,0.219778442,-0.023142022,-1.365692399,0.248897654,1884,-2.18393225,1.354095009,0.184003638,-1.079868223,-2.246342881,-0.74419667,420,-2.1189884,1.788419296,0.483729072,-0.884119734,-2.219281198,-0.447211668,5090.43018,-10358.30619,-763.86478,-4775.88268,-2415.80099,5090.43018,,17.55568267,-35.7233338,-2.634387902,-16.47088318,-8.331522894,17.55568267,,,,,,,,,,,,
Philippines,2050,897,-3.80275937,1.749113425,-0.96290517,-1.640322778,-3.852397842,-0.20831964,71,-7.280034764,1.244399387,-2.61918801,-3.844889349,-7.33404986,-1.353313326,648,-3.001410993,1.996007524,-0.51072624,-1.121457959,-3.049212361,0.02972478,178,-5.333024512,1.051626461,-1.948387557,-2.649874328,-5.387605137,-0.618197349,43778.0444,-13679.5655,16750.6747,-4657.4759,26887.2678,43778.0444,,34.36887148,-10.73942966,13.15046832,-3.65644909,21.10841323,34.36887148,,,,,,,,,,,,
Pitcairn,2050,41,-2.340962761,-1.700148412,-1.914315275,-2.126494835,-2.349350983,-2.246926392,,,,,,,,41,-2.340962761,-1.700148412,-1.914315275,-2.126494835,-2.349350983,-2.246926392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2050,527,-0.37088781,5.647742832,2.915938875,1.788902994,-1.011763728,2.380990061,11,2.162003964,9.599280128,7.536193567,5.403735438,0.332961135,3.704748777,426,-1.302393439,4.034137451,1.308147202,0.441277594,-1.58028847,1.43125484,90,3.728663177,12.8025093,9.961454993,7.725850365,1.514898123,6.71461071,-12158.62339,-48682.62531,-42626.05298,-29125.28737,-23791.72308,-4636.21262,,-11.6720284,-46.73431908,-40.9201342,-27.95967688,-22.83956485,-4.450668765,,,,,,,,,,,,
Portugal,2050,584,-1.749946575,4.645686821,1.393306163,0.532295785,-2.207877254,1.233524425,15,2.378907816,13.15041685,7.13136648,9.667346251,-1.203065656,4.382942907,501,-2.31647259,3.666809319,0.560014659,-0.404627939,-2.491877317,0.667095447,68,1.513240451,9.981667377,6.266955266,5.420134441,-0.337114647,4.712048549,-3945.314615,-5285.703397,-3846.819993,-3945.314615,-5922.05111,-3168.16858,,-29.33108612,-39.29608578,-28.59883672,-29.33108612,-44.02695553,-23.55346393,,,,,,,,,,,,
Puerto Rico,2050,390,-3.584826271,4.089914113,1.696202909,-1.120653706,-3.900546949,-1.937471911,20,0.582640116,10.38104102,8.640023248,4.094062941,-0.887425159,2.780431603,362,-3.787989613,3.568078962,1.181807919,-1.424301686,-4.019342883,-2.241752992,8,-4.810350973,11.97513741,7.613025371,-0.417374226,-6.057835414,0.036488203,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2050,302,-3.030317761,3.793461783,-0.11047092,-1.120815396,-3.001120057,1.304355465,,,,,,,,287,-2.92837614,3.862178961,0.007234003,-1.019225419,-2.912980278,1.322698011,15,-4.980800762,2.478673108,-2.362558452,-3.064570278,-4.687527823,0.953401428,,,,,,,,,,,,,,,,,,,,,,,,,
Reunion,2050,101,-2.823535939,-0.324395076,-1.844183438,-2.158960189,-2.699395425,-1.231960378,1,0,0,0,0,0,0,92,-2.901066528,-0.50830176,-1.96942042,-2.278377471,-2.783503827,-1.375538221,8,-2.284876159,1.749982402,-0.634481071,-1.055531469,-2.069573232,0.265189773,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2050,476,-0.059850641,6.736202217,3.651244558,2.419699692,-0.853928617,3.149488172,12,2.091816108,8.606639737,6.572675058,4.958794747,0.507913789,3.81761313,366,-1.229437388,4.62016146,1.603662167,0.662494514,-1.534701809,1.913387661,98,4.044728425,14.40993351,10.94061179,8.671413513,1.52179464,7.68413396,-20534.45668,-36856.25557,-33444.44247,-28929.30054,-27326.88236,-16421.18412,,-28.98467943,-52.02313212,-47.20730911,-40.83412167,-38.57228548,-23.17873636,,,,,,,,,,,,
Russia,2050,995,0.839109081,6.39674543,3.854383625,3.112438532,0.24522169,2.98286112,22,2.197675408,7.673086224,4.556178933,5.12977794,1.397602192,4.586919451,712,-0.6941342,4.105873718,1.686275446,1.103008093,-0.945580751,1.493892694,261,4.907234586,12.53858896,9.70976112,8.424059244,3.396558726,6.909513367,-149384.5896,-285040.5948,-263788.0482,-151559.1639,-198085.791,-117526.8792,,-27.71247483,-52.87814714,-48.93556735,-28.11588214,-36.74708022,-21.8025212,,,,,,,,,,,,
Rwanda,2050,927,-14.08253221,3.029955224,-9.509444143,-11.08226982,-11.40549282,0.719957305,41,-28.91178281,8.961921439,-18.70764922,-25.0550695,-25.71083661,5.254658966,684,-11.06365845,2.707661677,-7.639007124,-8.501933216,-8.816869599,0.527570753,202,-21.29495982,2.917272907,-13.97604074,-16.98358395,-17.26736999,0.450995093,20516.24354,-12958.99839,6915.50339,-7420.86547,12315.66696,12812.07476,223,113.950009,-71.9760408,38.40964705,-41.21649683,68.4028905,71.16000699,,,,,,,,,,,,
Saint Barthelemy,2050,98,-4.617253543,3.497217036,0.851829291,-2.05269126,-4.792059498,-2.770580371,,,,,,,,97,-4.590113836,3.477979269,0.843329448,-2.040426696,-4.764286399,-2.761438203,1,-7.249805095,5.36328043,1.676314123,-3.24235398,-7.486050144,-3.657370613,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,2050,127,-3.214398161,-0.103608829,-1.698605855,-2.298563738,-3.140539838,-1.500289535,,,,,,,,127,-3.214398161,-0.103608829,-1.698605855,-2.298563738,-3.140539838,-1.500289535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,2050,245,-4.324089508,3.349090585,0.699215737,-1.920491553,-4.455982807,-2.235356954,2,0,0,0,0,0,0,233,-4.183534657,3.161975859,0.737300867,-1.838339245,-4.389294251,-2.351810088,10,-8.463835439,8.378681822,-0.048324655,-4.218738641,-6.901022719,0.030929674,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,2050,252,-4.111798722,3.234292066,0.818910538,-1.820120128,-4.354489917,-2.066357376,4,0,0,0,0,0,0,241,-4.19331087,3.206227198,0.74962666,-1.871450326,-4.427191819,-2.147107925,7,-3.655051171,6.048692241,3.672204364,-1.092963369,-4.339747247,-0.467006972,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Martin (French part),2050,100,-4.872515929,2.945762248,0.501880539,-2.400848199,-5.066864471,-3.098703561,1,0,0,0,0,0,0,97,-4.866475345,2.952335805,0.495710456,-2.383984274,-5.061879742,-3.116201492,2,-7.601742253,4.099825856,1.052069827,-4.419172658,-7.842056103,-3.799405697,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,2050,308,-3.082160593,3.512196131,1.236601597,-0.681654912,-3.351790179,-1.91039062,,,,,,,,308,-3.082160593,3.512196131,1.236601597,-0.681654912,-3.351790179,-1.91039062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,2050,244,-4.194987518,3.205655309,0.793075461,-1.840877797,-4.42385019,-2.332060711,3,1.631008841,5.920048736,5.236784435,3.045050518,0.720382949,2.472595881,233,-4.289672369,3.088926311,0.648380285,-1.925363163,-4.495909265,-2.455491753,8,-3.622039857,5.587489853,3.340931599,-1.212464632,-4.254217039,-0.53887782,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,2050,84,-1.896351888,-0.360604425,-1.123592284,-1.370795123,-1.854917571,-1.145253315,,,,,,,,80,-1.953984552,-0.390929372,-1.180086195,-1.416594477,-1.910503482,-1.187345038,4,-0.743698616,0.24589453,0.006285919,-0.454808052,-0.743199364,-0.303418868,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,
San Marino,2050,51,1.184194368,8.684210785,5.436556972,4.638476512,-0.421950636,3.97519508,3,1.134321885,6.10931649,3.809740417,4.457804205,-0.398682503,1.687671682,22,-0.70540097,4.376329962,1.817666301,1.038379707,-1.197320205,1.900256662,26,2.788837249,12.6264439,8.686404835,7.705559075,0.231446522,5.994857212,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,2050,157,-6.057943375,1.369922644,-3.883225047,-4.398988279,-4.955762517,-0.361008453,6,-0.044830101,-0.044830101,-0.044830101,-0.044830101,-0.044830101,-0.044830101,141,-5.610608514,1.210043521,-3.538926747,-4.097434286,-4.723173962,-0.364969233,10,-15.97323287,4.473069913,-11.04086805,-11.26339448,-11.1818206,-0.494868464,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2050,547,-3.720191057,3.198062624,-1.493264845,-1.813669873,-3.445519382,1.181857235,2,-1.248823011,2.185477178,-0.502052728,0.018512934,-1.786051494,2.139550715,469,-3.242644007,3.223072156,-0.913223627,-1.465702095,-3.052334438,1.109858336,76,-6.732195035,3.070374472,-5.098814253,-4.009212678,-5.915554576,1.600963765,3868.670456,906.639566,4561.085866,-582.501534,1503.897286,4961.425436,,40.73421534,9.54623862,48.02483332,-6.133306827,15.83491708,52.24011049,,,,,,,,,,,,
Senegal,2050,813,-12.43461556,2.611596508,-9.130040649,-9.678562327,-10.44512214,-0.845451464,24,-26.64011481,2.89932856,-21.77896102,-21.84466385,-21.70268747,-3.633958152,624,-9.622375394,2.636316723,-6.740432812,-7.302720481,-8.212719737,-0.439155462,165,-21.0037421,2.476257215,-16.32726005,-16.89394945,-17.25019808,-1.976388097,39056.0779,13746.65659,48460.95318,12877.61012,31597.35471,26724.45482,188,172.7989236,60.82043024,214.4096641,56.97543856,139.7986991,118.2391391,,,,,,,,,,,,
Serbia,2050,489,-0.126243277,6.475883408,3.382172217,2.361885313,-0.918000147,2.957786616,13,1.681000734,8.346570109,6.272792331,4.690548919,0.007785807,3.282625874,382,-1.158198677,4.440021862,1.536660739,0.693293962,-1.468051854,1.761542009,94,3.817509816,14.49056621,10.48225013,8.820707329,1.189282138,7.774196508,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,2050,250,-4.505726927,1.905183773,-1.999543114,-2.808982805,-4.243703427,-0.314139125,9,-0.00906939,-0.00906939,-0.00906939,-0.00906939,-0.00906939,-0.00906939,234,-4.454816145,2.12436155,-1.858374907,-2.693934076,-4.204949007,-0.185792574,7,-11.98901848,-2.960433573,-9.277775109,-10.25478614,-10.98373782,-4.996813501,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,2050,863,-13.30182799,2.357336243,-9.808240779,-10.39852291,-10.67797452,-0.676465789,42,-23.15794505,3.585977139,-17.79803283,-18.54705523,-17.93701029,-1.554331139,643,-9.797477001,2.094768204,-6.994096346,-7.54311642,-7.959859548,-0.373376793,178,-23.63520309,3.015922372,-18.08871047,-18.79059043,-18.78397691,-1.564195451,17811.37055,-3849.923475,16351.70108,-1945.7364,14065.19805,11748.97152,184,142.4838434,-30.7978486,130.8070712,-15.56511329,112.5159611,93.98707491,,,,,,,,,,,,
Singapore,2050,506,-3.145185181,2.767845508,-0.424784564,-0.57397925,-3.197155298,-1.050468132,24,-8.726175884,1.581865681,-4.450322463,-2.73632765,-8.803992129,-8.387132657,428,-2.841290562,3.032176061,-0.10367874,-0.43125392,-2.894218519,-0.50443295,54,-3.073391108,1.199883266,-1.180717587,-0.744165918,-3.106282288,-2.117562747,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),2050,125,-4.550373464,2.906248252,0.528764305,-2.110329139,-4.766634932,-2.885765447,1,0,0,0,0,0,0,122,-4.537649168,2.910503113,0.52451966,-2.089777025,-4.75528897,-2.894441553,2,-7.601742253,4.099825856,1.052069827,-4.419172658,-7.842056103,-3.799405697,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2050,451,-0.088753563,6.523480436,3.580133449,2.308973652,-0.844063269,2.882878749,12,1.981836967,8.799340117,6.908177436,4.953424151,0.305214374,3.396019712,348,-1.17473463,4.652890145,1.668033201,0.728894043,-1.476845744,1.850110446,91,3.791184072,13.37683324,10.45347805,8.002757147,1.424255079,6.764699386,-1766.338598,-4618.248782,-4124.259632,-3277.760713,-2749.497494,-1053.62483,,-16.8481242,-44.05091367,-39.33902515,-31.26474146,-26.22593161,-10.04994287,,,,,,,,,,,,
Slovenia,2050,455,-0.425538955,5.99050043,2.951131234,1.942689246,-1.150144328,2.545271085,13,1.512776624,8.225271568,6.134711925,4.781750285,-0.253123627,2.686840179,354,-1.231374842,4.65766262,1.581966431,0.717802091,-1.570452111,1.842972247,88,2.529776972,11.0220068,7.988606136,6.450669462,0.408124832,5.349514159,-151.395244,-542.70763,-360.850526,-151.395249,-405.093855,-42.743419,,-10.2268604,-36.66030072,-24.3757192,-10.22686074,-27.36438871,-2.887349482,,,,,,,,,,,,
Solomon Islands,2050,322,-1.446833985,0.531025793,-0.663937103,-0.604143401,-1.439789899,-0.478539239,4,-0.612913169,0.099248831,-0.5530788,-0.234286992,-0.666056455,-0.205438126,280,-1.501236107,0.589092774,-0.637165395,-0.638460912,-1.484486376,-0.480770803,38,-1.133757381,0.148614034,-0.872871619,-0.390209791,-1.191893065,-0.490843623,413.253334,-102.714821,321.267777,36.835251,109.942026,413.253334,,57.76288565,-14.35706375,44.90551519,5.148682942,15.36725334,57.76288565,,,,,,,,,,,,
Somalia,2050,843,-13.02041628,3.216003945,-10.35337667,-9.778561045,-9.417601565,0.230075816,16,-16.73177274,4.596976955,-12.73473401,-13.89778753,-10.74469265,-0.887803215,666,-10.96252899,2.960026128,-8.585368078,-8.095142763,-8.073676573,0.247136222,161,-21.16433697,4.137653995,-17.43034565,-16.33290236,-14.84505863,0.270596523,14276.70065,-4470.9158,7201.05777,304.689327,11680.59838,7027.45693,184,151.6052768,-47.47696573,76.46853313,3.235517148,124.0370863,74.62505374,,,,,,,,,,,,
South Africa,2050,1163,-8.181423638,2.887995392,-4.906719582,-6.092026326,-6.739074848,0.853207472,81,-4.810197549,3.485694213,-1.10819855,-3.233573101,-5.101719756,1.969132095,829,-7.198971644,2.44546008,-4.411319198,-5.331002902,-5.896868071,0.552739877,253,-12.47992963,4.146683809,-7.746115322,-9.500813403,-10.02292931,1.480471275,15358.93084,-19130.31186,-3576.30736,-12669.30407,8196.08446,21194.29041,129,27.41873232,-34.1513941,-6.384416676,-22.61721604,14.63163342,37.83600443,,,,,,,,,,,,
South Georgia and the South Sandwich Islands,2050,121,-4.261237345,-0.114174742,-1.796623898,-2.92457456,-4.249926863,-2.276222886,,,,,,,,120,-4.298025898,-0.120856772,-1.816401716,-2.952321746,-4.285342331,-2.296732771,1,0.153389034,0.687668821,0.576714289,0.405087734,-7.07E-05,0.184963347,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2050,491,-0.260711757,4.841730084,2.106232375,1.974391042,-0.502495474,1.813200151,14,1.564716702,7.620423339,2.834298691,5.864829927,1.170443379,3.863312789,422,-0.670065726,4.199101942,1.66899336,1.301739098,-0.857244145,1.372898662,55,2.415495086,9.065136822,5.275722117,6.145172428,1.793555352,4.669666542,-974.65942,-3450.97074,-123.31974,-1203.03917,-4140.44276,-974.65942,,-5.470674949,-19.36998585,-0.692182519,-6.752549777,-23.23992978,-5.470674949,,,,,,,,,,,,
South Sudan,2050,992,-13.95358852,3.0565224,-10.72034074,-10.71717563,-10.9704201,0.080257592,26,-12.9938205,2.040178009,-10.13811078,-10.29049162,-10.08863371,-1.003914183,818,-12.16774445,2.810863292,-9.405595962,-9.29399677,-9.542169343,0.122664978,148,-23.99260489,4.592833918,-18.08925431,-18.65808167,-19.01930906,0.036333433,,,,,,,294,,,,,,,,,,,,,,,,,,
South and East Asia,2050,5683,-2.51,1.65,-0.31,-0.59,-2.66,-0.48,808,-3.76,-0.26,-1.92,-1.45,-3.93,-2.82,3393,-2.81,-0.34,-1.42,-1.56,-2.9,-1.32,1482,-3.32,-0.2,-1.58,-1.45,-3.5,-1.99,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2050,677,-1.694008304,4.998583208,1.505543054,0.727468726,-2.277914878,1.597323575,29,-2.938567629,12.70484513,2.787372451,4.75891755,-6.660592637,5.558787715,551,-2.105251327,3.749262894,0.661134104,-0.256325257,-2.280749522,0.932420216,97,1.0141064,9.791303795,5.918906759,5.110545725,-0.951527825,4.189893587,-15640.9735,-33503.8541,-17943.1742,-15640.9735,-37386.72015,-6273.2737,,-12.01101849,-25.72828419,-13.77892477,-12.01101849,-28.71001521,-4.817373191,,,,,,,,,,,,
Sri Lanka,2050,588,-3.070532368,4.875670046,1.248008809,-0.474369157,-3.112402162,1.802710373,18,0.718919683,7.176550275,4.115215637,3.258251846,0.698749293,4.178081868,481,-3.120869525,4.452653477,0.842829002,-0.742476887,-3.14919637,1.454804263,89,-3.564891517,6.696514153,2.857916275,0.219705447,-3.684342746,3.202554772,-2960.70551,-6089.50128,-3907.1058,-2960.70549,-4981.22663,-2960.70551,,-15.67026261,-32.23018429,-20.67931907,-15.6702625,-26.36436793,-15.67026261,,,,,,,,,,,,
Sub-Saharan Africa,2050,4178,-12.72,0.68,-9.4,-9.91,-10.09,-1.12,681,-17.54,-1.21,-13.06,-13.9,-13.81,-2.59,2343,-10.49,-1.18,-7.98,-8.26,-8.4,-2.01,1154,-19.13,-1.59,-14.28,-14.99,-14.94,-2.94,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2050,1191,-12.32743,2.903841272,-9.382147028,-9.368963539,-9.937763087,0.080365481,14,-8.544287189,1.106117429,-7.070217425,-6.945292901,-7.051996001,-0.852919323,958,-11.03427958,2.854477765,-8.317689284,-8.297663412,-8.821116821,0.232023094,219,-18.22606973,3.234701426,-14.18633668,-14.21022797,-15.00693141,-0.523387969,53972.8081,-28835.31563,10447.0168,-16593.7764,29913.9769,68191.172,202,45.00024179,-24.04166508,8.710280205,-13.83518806,24.94100716,56.85491151,,,,,,,,,,,,
Suriname,2050,967,-3.227460348,1.088511434,0.090847108,-2.206060584,-3.317811799,-1.758107346,78,-1.712194423,0.642977277,0.2063706,-1.227610766,-1.805686265,-0.987352531,711,-3.484019263,1.116605448,0.02465263,-2.374948055,-3.569739735,-1.925578671,178,-2.866658963,1.171527275,0.304630484,-1.960218414,-2.97413219,-1.426909387,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard,2050,150,-0.997493858,2.814424512,0.907833458,0.259837422,-1.220104836,0.654655225,,,,,,,,146,-1.02315669,2.892590871,0.933891512,0.268190325,-1.251646705,0.6742504,4,-0.060800487,-0.038647578,-0.04328548,-0.045043552,-0.068826615,-0.060568677,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2050,527,-0.818712365,4.974179924,2.294415782,1.174126853,-1.303150298,1.772610395,8,2.700351346,11.68172007,9.199634716,6.563367668,0.527888742,4.58161173,454,-1.458363214,4.138962968,1.338824214,0.360843601,-1.737694757,1.26711383,65,3.215887263,9.982305728,8.118982249,6.191306392,1.506616963,4.957586237,1521.8826,-3227.893606,-2361.712221,1521.8826,-64.25914,2651.8636,,12.37356601,-26.24417587,-19.2017453,12.37356601,-0.522454696,21.56080193,,,,,,,,,,,,
Switzerland,2050,487,-0.578026555,5.992579,2.9075858,1.911264171,-1.364409897,2.266621224,13,0.921785695,10.00985735,6.996890353,5.606280511,-1.586256754,1.912831777,385,-1.29697588,4.4653373,1.465866225,0.599854527,-1.609198536,1.647177614,89,2.312961435,12.01239288,8.546923746,7.044494511,-0.273088152,4.997913952,997.26056,52.02779,516.438562,997.260566,373.5365,1287.904631,,38.98977656,2.034124268,20.19113655,38.98977679,14.60411176,50.35305296,,,,,,,,,,,,
Syria,2050,495,-1.935022844,4.554578499,0.695810508,0.091824135,-2.232724555,2.108777718,6,-1.432629128,7.005629812,0.935618047,1.880493135,-2.937059401,5.577770113,396,-1.815561268,3.898912588,0.693446423,-0.0645942,-1.96488554,1.597063872,93,-2.476110439,7.188313907,0.690405481,0.642465495,-3.327759401,4.063882328,34684.24269,-12710.33401,37357.60432,-6446.82449,20599.54172,41183.7089,,77.39616822,-28.36248027,83.36164217,-14.38576927,45.9668562,91.89940488,,,,,,,,,,,,
Taiwan,2050,538,-1.151788481,3.14325244,0.959782839,0.647716921,-1.291716017,0.713143766,25,-2.979087849,-1.156670964,-2.022736811,-1.944551431,-2.996047772,-2.626749293,447,-1.092931489,3.501998243,1.174480375,0.7359761,-1.245885247,0.980718887,66,-0.858251982,2.342323816,0.635437271,1.031881401,-0.956535114,0.166041455,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,2050,431,-1.738121787,4.140865692,0.867981489,0.303657404,-2.067375918,1.892145673,2,-22.07624415,-5.851586436,-31.45934178,-7.035379676,-26.17756329,11.86477049,359,-1.677351811,4.051834661,1.005665381,0.155351435,-1.890982621,1.688432416,70,-1.46869574,4.882966327,1.085497624,1.273941936,-2.283159045,2.651971528,3670.728729,807.561458,6594.861969,-1607.102578,1017.760452,4704.441679,,40.90805959,8.999785788,73.49576238,-17.91018974,11.3423269,52.42816747,,,,,,,,,,,,
Tanzania,2050,1570,-15.55207978,3.295072598,-11.46197028,-12.05930693,-11.49177283,0.54150009,126,-22.86703073,3.522934515,-16.31162026,-17.92750684,-15.9063544,0.34288416,1105,-12.58284628,2.928904077,-9.272085283,-9.663944897,-9.411771277,0.475357226,339,-22.51172342,4.403938719,-16.7975662,-17.68609706,-16.63090098,0.830920361,208444.3423,-34713.00545,149280.0825,-794.3994,163746.8175,144581.0163,458,188.0040001,-31.30899985,134.6414699,-0.71649949,147.6895768,130.4032007,,,,,,,,,,,,
Thailand,2050,1365,-2.301046628,3.462286766,0.574047722,0.283938321,-2.514484016,-0.085557625,92,-2.997228481,4.509732808,0.765473624,0.807768952,-3.231949546,-1.964519736,985,-2.052563239,3.630895208,0.814940205,0.330589838,-2.249627756,0.45379968,288,-2.928502904,2.551021658,-0.310987969,-0.042951133,-3.191138834,-1.330010514,-43538.7741,-107698.9351,-92391.77633,-43538.7743,-59479.9857,-43538.7741,,-23.10401729,-57.15085256,-49.02805011,-23.1040174,-31.56328231,-23.10401729,,,,,,,,,,,,
Timor,2050,297,-2.560801738,1.908394505,-0.555611909,-0.659170792,-2.585741451,-0.585171942,4,-8.324248389,-1.765329996,-6.204699826,-3.045039978,-9.091792191,-5.879236257,262,-2.250562694,2.175367285,-0.231711562,-0.532363322,-2.247655625,-0.118980896,31,-4.439151508,0.12607288,-2.564177692,-1.42304436,-4.603621567,-3.842133129,1128.555187,1002.037192,1495.148189,272.6641,705.00803,1403.437089,,50.52494835,44.86079011,66.93716524,12.20705884,31.56291754,62.83129727,,,,,,,,,,,,
Togo,2050,814,-14.22994145,2.887365712,-10.43915095,-10.97949276,-11.46252769,-0.742571317,36,-33.08331896,7.149675889,-24.24563234,-24.89452839,-25.09150085,-3.076467191,612,-10.6512538,2.390637298,-7.729240101,-8.221924719,-8.768718061,-0.466695429,166,-23.33497308,3.794321271,-17.43572992,-18.12822987,-18.43824131,-1.253509822,38324.30416,-1621.28683,31496.18821,3877.74631,29773.46709,27472.7153,216,240.5244794,-10.17524465,197.6710195,24.33685185,186.8591702,172.4195831,,,,,,,,,,,,
Tokelau,2050,43,-2.206783453,-1.567078768,-1.871271655,-1.957010022,-2.213636022,-2.024361154,,,,,,,,42,-2.259325916,-1.604390167,-1.915825742,-2.003605498,-2.266341641,-2.07256023,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
