Entity,Year,Sex ratio by age (one-year olds),Sex ratio by age (five-year olds),Sex ratio by age (10 year olds),Sex ratio by age (15 year olds),Sex ratio by age (20 year olds),Sex ratio by age (30 year olds),Sex ratio by age (40 year olds),Sex ratio by age (50 year olds),Sex ratio by age (60 year olds),Sex ratio by age (70 year olds),Sex ratio by age (80 year olds),Sex ratio by age (90 year olds),Sex ratio by age (100 year olds)
Maldives,2002,103.0210455,105.4578532,105.8038007,105.9911243,109.2039065,98.621673,100.9596929,100.8310249,102.6548673,151.6224189,143.6781609,250,
Maldives,2003,103.5358737,104.8417722,105.7702488,106.8215159,113.8655462,103.4546292,103.7059914,101.2642225,100.5970149,147.5409836,140,225,
Maldives,2004,104.2311662,104.7352844,105.6256861,107.5615764,116.8372845,109.5939313,106.1346039,102.6047565,100.7800312,140.1002506,141,180,
Maldives,2005,104.8855483,105.3541172,105.4030875,108.2057716,117.9601468,116.8534483,108.4911073,104.5500506,103,131.8807339,146.0784314,158.3333333,
Maldives,2006,104.8829431,105.0052138,105.7945042,111.2130479,120.7220951,121.5481172,109.7560976,105.3064959,104.6017699,124.893617,147.6635514,157.1428571,
Maldives,2007,104.8137158,104.9012694,105.1442911,112.3829344,124.1166296,125.6107492,111.5281501,106.0631229,106.7542214,119.2460317,148.2142857,150,
Maldives,2008,104.7802374,105.2016985,103.9196311,112.2924478,127.8453307,129.7045101,113.9438085,107.3789393,108.4130019,114.3396226,147.5409836,144.4444444,
Maldives,2009,104.9440299,105.9465165,103.0821918,111.8040089,130.6306306,134.7071584,117.2833249,109.2363636,107.8467153,109.9082569,148.5507246,142.1052632,100
Maldives,2010,105.4452467,107.1005917,103.1929825,111.1694372,131.5373208,140.6768414,121.4920949,111.801676,106.5326633,105.7866184,149.6815287,136.8421053,100
Maldives,2011,104.2253521,106.7756214,103.7634409,111.3525092,133.1155779,146.1609337,125.1684312,113.7676293,105.7542768,102.3423423,149.4252874,130.4347826,100
Maldives,2012,107.0042194,106.2973953,104.2032164,109.1085271,133.2306903,151.9680548,129.5518207,116.095669,105.3623188,98.5840708,148.4042553,125.9259259,200
Maldives,2013,107.8035471,105.9047619,104.5454545,106.0101868,132.5661376,157.7849117,133.7868481,118.0348259,105.1587302,96.44760213,144.6078431,123.3333333,200
Maldives,2014,108.2421979,105.8032987,104.1100917,103.9167255,131.5600882,163.8330364,136.7491166,119.3413174,105.6939502,96.66048237,135.3982301,123.3333333,150
Maldives,2015,108.2213439,106.2887511,102.9317125,103.1953522,129.4526499,170.3159442,138.4780739,120.3115984,106.4550265,98.01980198,126,124.137931,150
Mali,1950,100.5816439,100.2888558,101.3184293,103.6943873,106.652582,108.8972754,106.2842948,103.6542721,108.7899776,117.9420666,,,
Mali,1951,100.884155,100.3534003,101.0561289,103.13623,105.7924415,109.1451808,106.6585912,102.8864477,106.1422088,115.1198257,,,
Mali,1952,101.848195,100.4769671,100.8421468,102.7113652,104.9637239,109.3367525,107.1332191,102.1975055,103.5164399,112.2386088,,,
Mali,1953,102.1926048,100.6844012,100.7027395,102.3780579,104.2505006,109.2496557,107.4104852,101.5286691,101.4333073,110.3386809,,,
Mali,1954,102.4128416,100.9910386,100.6662744,102.0608521,103.7038789,108.7293464,107.3464443,100.8761268,100.0573121,109.6054115,,,
Mali,1955,102.5340035,101.3922228,100.7413291,101.7494222,103.3203353,107.8747022,107.1230764,100.2809543,99.03998509,109.1818182,,,
Mali,1956,102.8249119,101.7974148,100.8304079,101.3672595,102.7961102,107.0683223,106.7588754,99.80097087,98.37578442,109.0764693,,,
Mali,1957,102.5174764,102.229985,100.9549553,101.1662243,102.3885794,106.231264,106.4320221,99.29554001,97.63114903,108.8421529,,,
Mali,1958,102.4569998,102.6200993,101.1567309,101.1101373,101.9960718,105.3971753,106.3213857,99.11830565,96.77277524,107.2743601,,,
Mali,1959,102.3826872,102.9102549,101.5191227,101.1261754,101.615938,104.5613528,106.4883793,99.37262444,95.79803741,104.1250832,,,
Mali,1960,102.3179343,103.04977,102.0208627,101.1645421,101.3166011,103.6570605,106.7966862,99.84240623,94.78323011,100.3706126,,,
Mali,1961,102.0270487,103.0229413,102.4569625,101.1067781,100.945363,102.7774576,106.8637693,100.2901786,94.19137878,97.87685775,,,
Mali,1962,102.4044305,102.8665273,102.8233151,101.1211979,100.6527207,101.8274812,106.9398081,100.6862051,93.55289274,95.56844067,,,
Mali,1963,102.462834,102.6533095,103.0830712,101.3468954,100.4342723,100.9672065,106.7161541,100.8234418,92.82014899,93.62824675,,,
Mali,1964,102.5255513,102.4770011,103.1525267,101.7772856,100.3416634,100.2361779,106.0316787,100.6259713,92.02475077,92.04228161,,,
Mali,1965,102.5869135,102.4517088,103.0375026,102.2695975,100.4241448,99.54834157,105.0670798,100.2547987,91.24257987,90.46875,,,
Mali,1966,102.6615419,102.4195291,102.91588,102.5462061,100.3341355,98.90719617,104.006772,99.99156332,90.88944197,89.74601971,,,
Mali,1967,102.5830582,102.4232353,102.8140897,102.9429086,100.3057735,98.30608461,103.0057437,99.65325646,90.41245037,89.06538604,,,
Mali,1968,102.595164,102.4483597,102.7308571,103.2545321,100.474503,97.78687618,102.0078062,99.4812417,90.21399074,88.19456773,,,
Mali,1969,102.6268107,102.4752653,102.7033232,103.3537112,100.9139524,97.33576349,101.01042,99.589382,90.44356072,87.14812332,,,
Mali,1970,102.6815704,102.4760058,102.7365274,103.2980729,101.5382326,96.91582283,100.0174899,99.82945092,90.88353173,86.00345206,,,
Mali,1971,102.7323178,102.4968413,102.6998918,103.0930395,101.9597248,96.66641752,98.97984139,100.0713716,91.52712857,85.644589,,,
Mali,1972,102.7211305,102.5374091,102.6878688,102.9918599,102.4275728,96.49926818,98.00931073,100.3000338,92.04876911,85.38126668,,,
Mali,1973,102.7693504,102.5795997,102.6931283,102.9786201,102.7165088,96.41352187,97.14758735,100.2074337,92.31121806,84.94032453,,,
Mali,1974,102.8137396,102.601544,102.7006801,103.0095084,102.7753267,96.36804439,96.39655054,99.63314358,92.2615376,84.28956488,,,
Mali,1975,102.8454648,102.5873249,102.6949437,103.0257253,102.7334739,96.32238974,95.71820863,98.7316869,92.04626432,83.53186786,,,
Mali,1976,102.9140738,102.6482725,102.7001013,102.8687396,102.5019713,96.19210408,94.92782949,97.87910479,92.04982399,83.28425021,,,
Mali,1977,102.9100887,102.6845971,102.7160129,102.7991453,102.2987005,95.99144457,94.18538289,96.98523893,91.86970198,82.93844235,,,
Mali,1978,102.9326886,102.7009777,102.7389737,102.804626,102.1342646,96.03657077,93.51717305,96.01362013,91.77641977,82.88998358,,,
Mali,1979,102.9680819,102.7071572,102.7599345,102.846489,102.0729183,96.41868794,92.94595199,94.97580945,91.92745191,83.227446,,,
Mali,1980,103.0218243,102.7096339,102.7784412,102.9004202,102.1477221,96.92064129,92.47790327,93.89737048,92.19093478,83.66595026,,,
Mali,1981,103.1182026,102.795658,102.8045982,102.8073787,102.024304,97.36354629,92.08026281,92.87825302,92.60213471,84.65272961,,,
Mali,1982,103.1526826,102.893487,102.8884238,102.8489884,101.9731566,97.79251284,91.80957256,91.8745923,92.84473227,85.48805068,,,
Mali,1983,103.2229648,102.9633114,102.9718392,102.9451683,101.9494681,98.00846,91.4986951,90.90247158,92.65949068,86.051263,,,
Mali,1984,103.2501864,102.9588131,102.9918762,102.9967716,101.9408329,97.86591464,91.04013331,89.93132254,91.97476143,86.23721514,,,
Mali,1985,103.2152896,102.8547975,102.9096934,102.9628507,101.9559695,97.4332362,90.45658366,88.93408302,90.97721048,86.1180959,,,
Mali,1986,103.3047632,102.909585,102.848135,102.6996445,101.5382255,96.57886283,89.59039467,87.96926629,90.0457137,86.91501943,,,
Mali,1987,103.3369172,102.8953648,102.7837562,102.5237225,101.168128,95.53690597,88.50334939,86.86683657,88.75802998,87.632596,,,
Mali,1988,103.3410146,102.8555482,102.7382558,102.4318581,100.8699523,94.48352989,87.64946135,85.7918552,87.25753355,88.34568299,,,
Mali,1989,103.350819,102.8551908,102.7506457,102.4348817,100.7323744,93.58272444,87.30573711,84.88540871,85.89937487,88.83071553,,,
Mali,1990,103.3916419,102.9333254,102.8469253,102.5630265,100.8417787,92.83960139,87.25944655,84.12523426,84.86339896,88.84639401,83.8012959,65.57377049,
Mali,1991,103.3075429,102.8555524,102.6729546,102.4274754,100.9587728,92.95614542,87.90021128,83.87828924,84.74918074,88.54735528,85.35469108,59.57446809,
Mali,1992,102.8483953,102.8999098,102.6381753,102.4523029,101.2061326,93.15202313,88.65275933,83.83704309,84.66991805,88.39680447,86.45604396,68.61313869,
Mali,1993,102.6803003,102.9952283,102.7038182,102.5538534,101.4764533,93.54151611,89.07743665,83.70163913,84.37577996,88.14535956,87.58326672,71.51162791,
Mali,1994,102.5841834,103.0491297,102.8339985,102.6636114,101.7071366,94.10964194,88.96517289,83.27364372,83.72782527,87.67643041,88.91175714,72.51461988,
Mali,1995,102.5581952,102.9836146,102.9810256,102.7518931,101.9003085,94.74700588,88.51332852,82.6529926,82.84124738,87.07579608,90.35457476,64.65517241,
Mali,1996,102.3899307,102.8496019,103.0289852,102.7182859,101.9972166,95.45151531,88.2870164,82.14322303,82.20112004,86.49315683,90.99836334,67.85714286,
Mali,1997,102.6279047,102.6673256,103.0787691,102.6809424,102.0863404,96.07956231,88.09985994,81.59958362,81.46421983,85.9078389,91.46951774,72.35023041,
Mali,1998,102.7364823,102.4798875,103.0906504,102.6905533,102.1495355,96.68239691,88.05535324,81.58340536,80.9147213,85.50359446,91.71945701,76.8627451,
Mali,1999,102.8618928,102.3456352,102.9913685,102.7765628,102.2079854,97.27003867,88.23866075,82.30668853,80.69202566,85.34890597,91.84831971,79.67479675,
Mali,2000,102.9826568,102.3201579,102.7794392,102.9124444,102.2858729,97.83576785,88.597207,83.34927314,80.62191553,85.28632416,92.06747208,80.81395349,
Mali,2001,103.1848167,102.3665776,102.5641711,102.9423425,102.2556255,98.40272867,89.11420638,84.36217772,80.61065487,85.05908419,91.82376151,84.81012658,
Mali,2002,103.0502471,102.476991,102.4037995,103.0289891,102.2398331,98.90928368,89.65868794,85.41825653,80.66588549,84.87568045,91.74767768,85.96491228,
Mali,2003,103.0913146,102.6150762,102.3033747,103.0433492,102.2805533,99.32226622,90.35413226,86.06885964,80.53181012,84.41814596,91.41130773,87.38461538,100
Mali,2004,103.1493538,102.7387679,102.3021007,102.9255377,102.3946448,99.6294355,91.22011542,86.14127393,80.13060068,83.53256538,90.71274298,88.74598071,100
Mali,2005,103.2301175,102.8006574,102.3933735,102.7388838,102.5522477,99.86269378,92.16080402,85.89807714,79.62697845,82.41443506,89.9288333,91.37931034,100
Mali,2006,103.3046181,102.8966716,102.4633508,102.5447071,102.6730364,100.1316193,93.04747146,85.76154376,79.24878088,81.43132084,88.89118742,93.98734177,100
Mali,2007,103.4151886,102.990017,102.5562775,102.3806711,102.8171546,100.3686555,93.89055879,85.72829551,78.79368704,80.52012472,88.03401498,93.22493225,100
Mali,2008,103.5126266,103.0694827,102.655327,102.2939483,102.8516994,100.566154,94.70159713,85.86822495,78.87483329,79.87960977,87.43951613,92.57425743,50
Mali,2009,103.5847813,103.1256293,102.7228846,102.3047304,102.7209877,100.7200766,95.45559514,86.21540076,79.72520629,79.53734303,87.08763408,91.75531915,50
Mali,2010,103.6175384,103.1561224,102.7428107,102.3629552,102.4947846,100.8307643,96.1333522,86.68508146,80.90028827,79.29697273,86.76679521,92.93286219,50
Mali,2011,103.7209887,103.2725254,102.8150473,102.3724502,102.1636529,100.7555173,96.60387011,87.02509498,81.87888475,79.11909626,86.23799255,94.5799458,50
Mali,2012,103.7225448,103.3607958,102.8902264,102.4159295,101.8533342,100.6060953,96.99814006,87.37170579,82.77353863,79.03606143,85.76642336,93.12796209,50
Mali,2013,103.735671,103.4260356,102.9671617,102.4798047,101.652484,100.4615571,97.27100109,87.87413116,83.17207674,78.7232849,84.84616855,91.22807018,66.66666667
Mali,2014,103.7355107,103.47548,103.0555156,102.5519819,101.6188548,100.3651611,97.42073579,88.54728883,82.97602394,78.06643474,83.34930063,89.36170213,66.66666667
Mali,2015,103.7300291,103.5123289,103.1579976,102.6445438,101.7247916,100.3022893,97.49789549,89.29897358,82.49054897,77.2245222,81.67880414,88.58024691,66.66666667
Malta,1950,105.1162791,101.0695187,99.57640925,99.93284083,100.9009009,95.66084788,92.38964992,100.7488087,89.6831844,80.80808081,,,
Malta,1951,103.7206932,99.41650458,97.10340182,97.7007772,96.13196815,92.24768406,94.95978552,101.7205781,93.75,78.90044577,,,
Malta,1952,101.4836085,98.48775804,94.5862069,96.79487179,92.33396584,88.30242511,97.47191011,104.2273042,98.08043876,79.07692308,,,
Malta,1953,100.7635531,98.03299492,92.33149931,96.32047478,89.7752809,85.00713946,99.52690716,105.6966369,100.6585136,81.60741886,,,
Malta,1954,100.6629541,97.79037935,91.53289267,95.17450683,88.84447674,82.20588235,101.6331658,104.4429708,100.8514664,85.92814371,,,
Malta,1955,101.1132229,97.39451682,92.26014512,92.99424184,89.2382949,78.57506361,104.9391069,101.7777778,99.90557129,89.61038961,,,
Malta,1956,102.4859132,98.22652156,93.83732535,91.54978962,91.63549813,77.33918129,109.4796864,94.99404052,97.80821918,87.96791444,,,
Malta,1957,101.4937317,99.05538858,95.35705868,89.39516129,94.75420653,76.39868359,115.2735562,88.48758465,95.08489723,86.41975309,,,
Malta,1958,102.0100503,99.88468635,96.78587596,88.33041958,96.86562187,76.23442547,117.4354965,84.44075305,93.35695306,86.11435239,,,
Malta,1959,102.5997899,100.5328167,97.85504629,90.29326724,97.0003614,76.2987013,112.406015,84.00682982,92.85714286,87.64302059,,,
Malta,1960,103.2173686,100.9082218,98.55207847,93.49710983,95.46589018,76.25178827,103.2413793,87.25075529,92.32111693,90.26345934,,,
Malta,1961,103.7663755,102.0917339,100.0241488,95.82172702,91.41689373,77.21518987,93.51216469,92.47588424,94.43493151,89.55916473,,,
Malta,1962,104.6726433,102.8224743,101.7843679,97.71412834,88.6756238,78.29534192,86.8993135,95.30201342,96.77152318,87.44292237,,,
Malta,1963,105.3636619,103.1463748,103.580832,99.37613725,89.42611839,80.03923492,83.43163539,95.81618656,97.1875,84.2920354,,,
Malta,1964,105.9876724,103.2130778,104.9436968,101.1497256,92.4609375,80.83373263,82.12261721,94.85243651,96.38376384,81.670282,,,
Malta,1965,106.5156686,103.1231926,105.5870675,103.4153005,95.53358336,79.23809524,81.49824032,93.64435429,96.2034384,81.70865279,,,
Malta,1966,108.6759469,103.597978,104.3578644,103.1179775,95.45884579,79.82083923,81.99195171,96.76753783,93.8245614,82.39202658,,,
Malta,1967,106.5717415,104.7415112,103.7048014,103.2426173,95.41715629,79.5423341,82.64379415,101.6961131,92.66435986,81.42076503,,,
Malta,1968,106.3906752,106.147541,103.5714286,103.3006244,95.33106961,78.98230088,84.30470348,105.9413028,92.32895646,79.71014493,,,
Malta,1969,106.1082024,107.2780679,104.1614518,102.8510767,95.25163492,78.60243056,87.74227344,106.7927171,91.85803758,78.53053435,,,
Malta,1970,105.812357,107.7080491,105.3787397,102.3212628,95.25344272,78.08041505,92.66055046,104.8731642,90.87719298,78.28773169,,,
Malta,1971,103.5366479,107.4127384,105.8842341,101.4017203,95.9504382,78.00776197,97.09429825,101.0545906,88.77840909,81.38111888,,,
Malta,1972,105.7092666,106.5301391,106.7541613,100.5271829,95.87141506,77.81644193,102.0134228,98.6620128,85.30670471,84.34256055,,,
Malta,1973,105.7438017,105.0437682,107.6377699,100.3036437,94.92419249,78.74519846,104.0201005,97.82001118,83.42898135,86.73557278,,,
Malta,1974,105.8343057,103.4070796,107.7744411,101.0169492,93.80108992,80.99438653,101.3462574,98.83462819,85.07570296,88.45486111,,,
Malta,1975,105.8954394,102.2381379,106.8238657,102.4848892,93.25920778,83.63569049,95.63673262,101.1273957,89.15229885,89.7707231,,,
Malta,1976,107.3071719,102.2476862,105.5172414,103.7358239,93.89124294,86.01108033,90.31325301,101.3142857,93.68191721,90.55755396,,,
Malta,1977,105.721393,102.8270042,104.3353783,105.3132174,93.93720678,88.43911917,85.34482759,101.559792,98.02342606,91.99272066,,,
Malta,1978,105.7062346,103.5514765,103.4081104,106.2602965,94.26798101,89.92828188,82.18641115,103.03207,100.2161383,91.87214612,,,
Malta,1979,105.7192982,104.0304183,103.0567686,106.0845651,95.57168784,90.21022906,80.96468562,106.1140506,99.45054945,89.25318761,,,
Malta,1980,105.816398,103.9851024,103.5065484,105.2263526,97.78571429,89.80788017,80.88235294,110.0770599,97.23472669,85.40344515,,,
Malta,1981,106.1776062,104.5123726,104.027949,104.778831,101.1883957,91.63575042,81.87031319,107.0718878,95,81.83453237,,,
Malta,1982,105.5123675,105.0053629,104.8303393,104.3478261,104.0540541,93.66197183,83.58951175,103.1321185,92.81507656,79.39609236,,,
Malta,1983,105.4526016,105.2612994,105.645785,104.3269231,105.7193606,95.84396646,87.05197133,96.9038566,91.02344197,79.69991174,,,
Malta,1984,105.3937433,105.2576236,106.2076749,104.9329295,106.1048689,98.13596491,91.91238416,90.87610161,89.54285714,82.02846975,,,
Malta,1985,105.3318825,104.8848569,106.3029856,105.9339741,105.7890563,100.3202847,96.68721109,87.31041456,87.75391759,84.19618529,,,
Malta,1986,105.9063893,105.0052503,106.0485331,106.4935065,105.5967078,100.524109,98.26977401,88.0604534,87.61737089,85.13011152,,,
Malta,1987,105.6415929,105.1553672,105.7254623,106.8897638,105.1886792,100.5843933,99.61152477,88.98898899,87.58169935,86.16412214,,,
Malta,1988,105.7578009,105.255631,105.3978268,107.0034443,104.9517967,100.8870693,100.4012346,89.74103586,87.26948245,86.44067797,,,
Malta,1989,105.917603,105.3985507,105.2283025,106.6965956,105.1537462,101.7182131,100.6836544,90.21847071,86.51488616,85.71428571,,,
Malta,1990,105.9690215,105.4498903,105.2521008,106.2385321,105.6951424,102.8671329,100.6156837,90.66666667,85.57692308,84.52860596,71.28427128,51.48514851,
Malta,1991,106.0629026,105.5596465,105.3131597,105.8590942,106.1357172,103.6984353,100.675904,91.2512219,84.92545555,83.60778443,70.95851216,49.13793103,
Malta,1992,106.0441689,105.6645687,105.378627,105.5555556,106.4858491,104.5997827,100.7102273,91.86159844,84.375,82.66016713,70.15341702,48,
Malta,1993,106.0879811,105.7706627,105.4487179,105.407279,106.6666667,105.1396648,100.658858,93.16159251,84.36671966,81.86046512,69.91758242,50,
Malta,1994,106.083499,105.8470765,105.6211958,105.4558011,106.498329,105.1024353,100.580341,95.15437393,84.79747501,81.49606299,70.38567493,51.90839695,
Malta,1995,106.1044177,105.9068535,105.783046,105.6113613,106.2954876,104.7906602,100.4206099,97.25656878,85.5870021,81.46437995,71.76634214,55.3030303,
Malta,1996,106.2321792,106.0582822,105.7866184,105.6117114,106.1478323,105.0165837,100.3075871,98.72476089,86.29494528,81.43712575,73.57954545,60,
Malta,1997,105.9586542,106.2160062,105.8716265,105.6902002,105.7900244,105.3104925,100.1334668,100.0650618,87.22308089,81.58070998,74.81910275,61.67664671,
Malta,1998,105.8631922,106.4198503,105.9992639,105.7637907,105.4344064,105.8340536,100.4293263,100.9322561,88.0733945,81.54563624,75.17630465,61.71428571,
Malta,1999,105.7248764,106.5442937,106.1778936,105.8321479,105.2631579,106.6806723,101.2679346,101.2210394,88.73168267,81.14807567,74.38231469,60.58823529,
Malta,2000,105.562579,106.542811,106.2923888,105.7919199,105.2448767,107.658556,102.4248634,101.1415525,89.26073926,80.62064598,73.09048179,57.3964497,
Malta,2001,105.3418803,106.3873068,106.3805545,105.8127018,105.3272981,108.0788558,103.3426184,100.9790682,90.50445104,79.64219618,72.51908397,57.51295337,
Malta,2002,105.481345,106.1986864,106.2787136,105.9373875,105.2043311,108.7837838,104.3586109,100.9869581,91.51036525,78.65707434,71.60243408,57.41626794,
Malta,2003,105.3632374,106.031614,106.0570988,106.0288809,104.9719888,109.1176471,104.9673677,100.9022014,92.96577947,78.17437098,70.53140097,57.47663551,
Malta,2004,105.4470709,105.9473237,105.8686358,106.0210374,104.8353189,108.6972344,104.7832586,100.6039076,94.74141678,78.91705069,69.63103122,57.07317073,
Malta,2005,105.6563501,106.0166886,105.7925636,105.8394161,104.9036778,107.6561936,103.9473684,100.1708817,96.26313741,80.96866097,68.65671642,58.28877005,
Malta,2006,105.5524079,105.6734317,105.6089744,105.6721915,105.3403141,106.5463553,103.2852564,99.933643,96.93229901,82.68251273,68.26126955,60.91370558,
Malta,2007,106.7750678,105.4421769,105.1588939,105.8514629,105.1335414,106.015299,102.7060783,99.41935484,97.35824742,84.44570136,67.29390681,62.25490196,
Malta,2008,107.4906367,105.4109239,104.5337896,106.1467537,104.5941278,106.1681599,102.6683609,99.20483461,97.66225777,85.67383918,65.89147287,61.64383562,
Malta,2009,107.9790026,105.7763646,104.2039356,106.1908517,104.4127867,106.9487444,103.16403,99.48652118,98.11087024,86.328125,64.78296478,60.17699115,
Malta,2010,108.3505155,106.5556153,104.2843691,105.7606491,104.920354,108.0950741,103.4372502,100.1647446,98.97073014,87.03802892,64.31888545,58.63453815,
Malta,2011,109.0229312,107.0354458,104.6206226,105.8532564,106.108516,108.165357,103.8312693,100.8110848,99.33466401,87.77835318,64.71506635,59.52380952,
Malta,2012,107.554672,107.9297499,104.052026,106.6384778,107.0780399,108.1722618,104.3103448,101.6206897,99.96520529,88.54489164,64.81033091,59.44272446,
Malta,2013,106.992665,109.2962185,103.2225064,107.7495622,107.6106842,107.8832607,104.8940833,102.2206556,100.2502681,89.55073195,65.24701874,58.13953488,
Malta,2014,106.3675832,110.6735751,103.3678756,108.0798911,108.0207947,107.6515402,105.5615357,102.5045372,100.0353732,90.59590317,66.92708333,55.97667638,
Malta,2015,105.8795411,111.7103236,105.0494534,107.1161049,108.826901,107.9068241,106.1815613,102.5216409,99.62341664,91.42621599,69.84387839,53.65853659,
Martinique,1950,102.8634361,91.29809421,97.37919738,96.00877193,82.54807692,87.5,101.015625,102.6806527,77.19821162,59.12698413,,,
Martinique,1951,105.3613054,94.13398126,96.57590759,97.30082717,85.35992218,88.80866426,99.3907083,95.68106312,71.42857143,60.76458753,,,
Martinique,1952,102.0703417,96.41093184,98.1281198,98.64978903,86.94798822,88.55421687,99.48491538,90.30558483,66.66666667,57.68463074,,,
Martinique,1953,101.051374,97.86377709,101.0824313,99.26350245,88.22374877,86.56268746,99.85744833,86.29032258,64.56808199,52.89421158,,,
Martinique,1954,100.5086705,98.28238719,103.6378335,100.4471545,90.00960615,84.84486874,100.0702741,82.5750242,64.60843373,50.39840637,,,
Martinique,1955,100.5426181,97.26670348,104.7492401,103.6039768,92.59088817,85.5529132,101.0653409,78.66419295,64.50662739,51.05973025,,,
Martinique,1956,102.1486516,98.13990045,104.516129,107.6332623,95.33861038,85.47257876,98.552822,80.71297989,68.09392265,54.94296578,,,
Martinique,1957,100.6061967,99.15317559,104.5423729,113.4269416,97.61406446,84.22857143,96.23059867,80.94820018,70.76326003,57.421875,,,
Martinique,1958,101.1228385,99.88103735,104.48,117.9385965,100.0817661,82.13483146,93.16493314,81.31229236,73.88613861,57.7167019,,,
Martinique,1959,101.2522361,99.88542621,104.211793,118.7473728,103.9370079,81.15299335,90.4657933,82.93650794,79.80049875,57.53424658,,,
Martinique,1960,100.6843267,98.72909699,103.4988713,116.6404406,109.348199,82.43021346,89.06030856,84.59752322,90.18567639,60.04618938,,,
Martinique,1961,102.1347565,99.23580786,101.9332627,110.3409933,109.107223,86.5735768,90.09433962,88.91454965,93.01369863,64.02439024,,,
Martinique,1962,99.75180972,99.54741379,100.6018054,105.7371349,107.3113208,89.45960407,89.36579116,91.86930091,91.6893733,68.17359855,,,
Martinique,1963,98.98040784,99.743754,99.71188475,102.7570548,102.7911453,90.03198294,87.0042709,93.69300912,85.62340967,70.2970297,,,
Martinique,1964,98.9453125,99.89442568,99.50980392,101.0340633,97.26345083,87.74432118,85.38597525,95.78125,81.44690782,69.74522293,,,
Martinique,1965,100.0193761,99.9586606,100,100.1730603,93.8547486,83.2633788,86.10951009,99.25925926,83.40707965,67.32348112,,,
Martinique,1966,100.0390168,99.70930233,99.67853042,98.38485102,94.25742574,83.92116183,87.10982659,101.1904762,87.94402583,66.20450607,,,
Martinique,1967,104.4723421,99.66485128,100.1150748,97.58611337,93.25925926,87.0984456,88.29787234,103.3807829,89.60084034,67.79359431,,,
Martinique,1968,107.718593,99.83047256,100.7628294,97.5387908,91.35325132,92.40573553,89.40600122,103.5938904,88.95705521,70.88388215,,,
Martinique,1969,110.3412616,100.2147766,100.8366256,97.81682641,89.80697596,97.30176211,89.625,100.9369676,88.82294758,73.65853659,,,
Martinique,1970,111.4419396,101.0475775,100.1168497,98.11471057,89.32454695,99.49267193,88.92326733,97.34789392,91.49139579,75.84097859,,,
Martinique,1971,113.2712708,102.014295,99.7033995,99.36373277,91.67794317,94.75185396,88.52657005,93.40659341,94.86940299,75.72078907,,,
Martinique,1972,108.7025316,102.7741656,99.49013523,100.385307,94.16315049,90.95154699,88.29850746,90.6315059,96.04672058,76.33928571,,,
Martinique,1973,105.6255836,103.0900723,99.43856618,100.6118453,96.61941112,87.75995247,89.00900901,89.63414634,94.98239437,76.73410405,,,
Martinique,1974,102.8223844,102.6026475,99.68125797,100.3974749,98.56270212,85.20958084,89.98178506,89.81670061,93.04812834,77.32394366,,,
Martinique,1975,101.0539846,100.698324,100.0423819,100.383401,99.79872526,83.30297511,89.63007884,90.32038173,91.43646409,78.67036011,,,
Martinique,1976,100.9719522,100.6681514,100.2194426,100.913242,100.8424337,82.93650794,88.72901679,89.62711864,91.52542373,78.76344086,,,
Martinique,1977,100.6758833,100.744285,100.5458267,100.8659982,103.7883343,82.97311545,87.88782816,89.2640108,91.22641509,78.32258065,,,
Martinique,1978,102.2502557,100.8949192,100.8994083,100.5449591,107.2748956,83.61469712,86.98260348,89.25453324,90.09990917,77.8998779,,,
Martinique,1979,104.2600897,101.142132,101.0947997,100.6404392,109.0559337,84.32586946,86.33093525,89.41798942,88.65187713,78.13953488,,,
Martinique,1980,105.7585385,101.6271666,101.0358566,101.2613875,108.3069848,84.34180139,86.18266979,89.39588689,87.60064412,79.20903955,,,
Martinique,1981,106.2881098,102.3079697,101.2038074,101.797862,104.772475,85.37137681,86.75799087,89.25410872,87.53943218,80.2259887,,,
Martinique,1982,106.0250708,102.8148683,101.5209125,102.0575112,103.2885722,86.45924628,87.17379234,89.05472637,87.37490377,80.98434004,,,
Martinique,1983,105.2980132,103.1049251,101.785174,102.0392749,103.6171397,88.67449664,87.16981132,88.84093711,87.33986436,80.85339168,,,
Martinique,1984,104.3624161,103.0612245,102.0659883,102.1172218,104.498861,90.54108216,86.78851175,88.77300613,87.41672835,80.65887354,,,
Martinique,1985,103.591954,102.6159749,102.289604,102.459893,104.7058824,90.30139104,86.48785425,89.07103825,87.70014556,80.84449022,,,
Martinique,1986,103.8869258,103.1305585,102.8016555,102.3756906,102.4763495,90.5511811,86.5479723,89.17311124,87.44680851,81.37651822,,,
Martinique,1987,102.2426096,103.5829452,103.0373832,103.2492997,100.2759382,91.2852435,86.82950192,89.13294798,87.37060041,82.35887097,,,
Martinique,1988,101.635514,103.9229672,103.099683,104.5032367,98.59668818,92.91845494,87.10865562,89.00789177,87.34858681,83.28298087,,,
Martinique,1989,101.1243386,103.9732771,103.3904484,105.323741,98.36769759,94.64779006,87.12958868,89.01960784,87.35936466,83.234714,,,
Martinique,1990,100.7277539,103.6194416,103.9151116,105.2487864,99.6274004,95.42462146,86.46808511,89.30602958,87.58212878,82.39171375,61.64179104,38.55421687,50
Martinique,1991,100.0333556,103.1536114,104.2022792,104.4932765,100.8779631,94.88797728,86.41057414,89.3896178,87.80169602,81.46167558,62.82798834,40.65934066,33.33333333
