Entity,Year,agri_demand_crops,agri_demand_energycrops,agri_demand_livestock,agri_prod_crops_energy,agri_prod_crops_nonenergy,agri_prod_livestock,carbon_price,concentration_ch4,concentration_co2,concentration_n2o,econ_consumption,elec_capacity,elec_capacity_biomass,elec_capacity_coal,elec_capacity_csp,elec_capacity_gas,elec_capacity_geothermal,elec_capacity_hydro,elec_capacity_nuclear,elec_capacity_offshorewind,elec_capacity_oil,elec_capacity_onshorewind,elec_capacity_other,elec_capacity_solar,elec_capacity_solarpv,elec_capacity_wind,emissions_blackcarbon,emissions_ch4,emissions_ch4_fossil,emissions_ch4_land,emissions_co,emissions_co2,emissions_co2_beccs,emissions_co2_ccs,emissions_co2_fossil,emissions_co2_land,emissions_fgas,emissions_kyotogas,emissions_n2o,emissions_n2o_land,emissions_nh3,emissions_nox,emissions_oc,emissions_sulfur,emissions_voc,energy_transport_freight,energy_transport_passenger,final_energy,final_energy_biomass,final_energy_coal,final_energy_elec,final_energy_gases,final_energy_heat,final_energy_hydrogen,final_energy_industry,final_energy_liquids,final_energy_residentialcommercial,final_energy_solar,final_energy_solids,final_energy_traditionalbiomass,final_energy_transport,forcing,forcing_aerosol,forcing_ch4,forcing_co2,forcing_fgases,forcing_kyoto,forcing_n2o,gdp,land_cropland,land_forest,land_pasture,land_urban,population,primary_energy,primary_energy_biomass,primary_energy_biomass_ccs,primary_energy_biomass_no_ccs,primary_energy_coal,primary_energy_coal_ccs,primary_energy_coal_no_ccs,primary_energy_fossil,primary_energy_fossil_ccs,primary_energy_fossil_no_ccs,primary_energy_gas,primary_energy_gas_ccs,primary_energy_geothermal,primary_energy_hydro,primary_energy_no_ccs,primary_energy_nonbio_renewables,primary_energy_nuclear,primary_energy_oil,primary_energy_oil_ccs,primary_energy_oil_no_ccs,primary_energy_other,primary_energy_solar,primary_energy_tradbiomass,primary_energy_wind,temp,annotation,secondary_energy_elec,secondary_energy_elec_biomass,secondary_energy_elec_biomass_ccs,secondary_energy_elec_coal,secondary_energy_elec_coal_ccs,secondary_energy_elec_gas,secondary_energy_elec_gas_ccs,secondary_energy_elec_geothermal,secondary_energy_elec_hydro,secondary_energy_elec_nonbiorenewables,secondary_energy_elec_nuclear,secondary_energy_elec_oil,secondary_energy_elec_solar,secondary_energy_elec_wind,secondary_energy_gas,secondary_energy_heat,secondary_energy_heat_hydro,secondary_energy_hydrogen,secondary_energy_liquid_biofuel,secondary_energy_oil
SSP3 - Baseline,2100,15809.5698,13059.9887,502.7215,1932.9079,7639.0744,502.7215,,3238.0329,834.34119,420.66149,109425.0,13777.8748,524.289,8586.2624,,1005.416,23.4492,2296.3684,206.137,,375.2147,450.7418,,309.9962,309.9962,450.7418,5.8426,774.1197,,412.7944,808.4386,85214.9655,,,82558.8444,2656.1211,1910.9373,112634.0,20656.195,15696.9947,66.1269,119.3814,25.8977,82.541,188.1322,,,778.9788,109.0032,54.8346,214.6329,183.8936,23.6885,,325.9331,184.7021,251.7768,,163.8378,,201.2689,7.165433,-0.98283445,1.11222277,5.9014046,0.2703177,7.573102,0.4524901,270265.0,2282.5157,3325.3037,3703.0615,61.4943,12620.1355,1215.2414,168.1904,,168.1904,542.8157,,542.8157,1003.7761,,1003.7761,256.1176,,0.5407,28.9681,256.1176,36.6914,6.5836,204.8428,,204.8428,0.0475,2.4441,,4.6909,4.0710996,Regional Rivalry - A Rocky Road,245.7419,11.5741,,162.4704,,22.1954,,0.5177,28.9681,36.6683,4.5506,8.2832,2.4441,4.6909,187.4914,29.0569,0.0231,,16.4181,208.2159
SSP4 - Baseline,2005,,,,0.0,3097.622458,177.6277203,0.0,1753.16,379.85,319.855,,3733.2425,20.20767123,1031.966032,,631.8461164,8.304925482,,351.084637,,1239.1277,,,2.470956295,,29.67401146,7.181345406,342.8075827,179.7281821,163.0791555,858.1000705,31887.16936,0.0,0.0,29385.72149,2501.447876,757.3214416,44172.48471,9925.503966,7349.250877,46.90596139,112.4226917,31.28575903,114.5536654,155.2073744,24644.5184,53575.07037,359.0533058,43.50630874,43.35295176,55.61404373,57.65473886,9.5422873,0.0,157.419292,149.3829754,110.6711898,,58.28040023,28.57886027,89.94787522,1.8709164,-1.11516835,0.562304717,1.6897843,0.021105041,2.3467499,0.15571104,56713.85939,1522.4792,4077.798823,3305.797548,55.2302228,6506.642,461.0616289,46.31201417,0.0,46.31201417,124.3624283,0.0,124.3624283,393.6250217,0.0,393.6250217,98.8037251,0.0,0.209523304,10.5597779,98.8037251,11.15996848,9.9646246,170.4588682,0.0,170.4588682,,0.016347428,28.57886027,0.37431985,0.91338626,Inequality - A Road Divided,67.06430776,0.513289766,0.0,26.94550189,0.0,14.47488245,0.0,0.209523304,10.5597779,11.15996848,9.9646246,4.006040575,0.016347428,0.37431985,98.08651101,,,0.0,0.005022963,159.97855
SSP4 - Baseline,2010,,,,0.0,3480.772608,193.1201258,0.0,1812.864,390.5053,323.68957,,4144.848109,30.33454967,1225.958252,,841.2101061,9.716106156,,349.6052906,,1085.216564,,,18.78684415,,92.87810316,7.718360835,368.288815,193.1465815,175.1418408,819.5375882,35775.77472,0.0,0.0,32646.98871,3128.786018,940.7249915,49091.18437,10629.11261,8004.551622,52.33844662,109.4693288,36.06523803,100.4564023,153.8151283,27877.40771,63547.16464,393.8513969,47.07149628,49.97054347,65.71526839,63.53801004,9.7270965,0.0,174.6289849,157.8289822,119.1471266,,66.4739634,30.56807635,98.44800956,2.1349482,-1.05654196,0.58827586,1.837859,0.031102416,2.5390686,0.16780423,66937.02343,1502.299587,4090.357021,3253.482208,61.32610111,6895.882,508.6228524,51.53006975,0.0,51.53006975,143.2597785,0.0,143.2597785,433.1834032,0.0,433.1834032,113.8447856,0.0,0.245125699,12.3909307,113.8447856,13.98674226,9.9226372,176.0788392,0.0,176.0788392,,0.120504237,30.56807635,1.230181622,0.98856212,Inequality - A Road Divided,78.38901444,0.789247887,0.0,31.86560968,0.0,18.35919873,0.0,0.245125699,12.3909307,13.98674226,9.9226372,3.465578685,0.120504237,1.230181622,112.9402818,,,0.0,0.0170777,165.841492
SSP4 - Baseline,2020,,,,377.8770641,3731.899247,226.8060231,0.0,1945.3214,415.99596,331.53214,,5044.323519,51.84590214,1748.912026,,1187.25713,64.68386221,,481.8748768,,432.9278223,,,194.7604237,,365.9907995,7.717643963,415.0355655,216.8607032,198.1743802,822.5517363,41636.02705,0.0,0.0,40417.48804,1218.539006,1751.97314,57250.94322,11701.52152,8611.059758,61.92265786,113.3197823,32.18733615,100.3104583,172.7045633,39505.89467,77438.25111,481.0601072,52.3930326,61.11613341,93.63935118,73.72364458,10.06943813,0.338036148,215.0181428,189.7804711,145.2857465,,79.65117168,33.85799433,118.7344267,2.6335814,-1.02161439,0.644369927,2.1763125,0.061810064,2.9805814,0.19231328,99822.55807,1530.133071,4078.451866,3293.415237,61.32610111,7626.353,637.7593609,67.15886433,0.0,67.15886433,197.212979,0.0,197.212979,535.4383629,0.0,535.4383629,146.950129,0.0,1.631896223,13.0198439,146.950129,21.48536816,13.6767655,191.2752549,0.0,191.2752549,,1.639779403,33.85799433,5.193848634,1.2372126,Inequality - A Road Divided,110.8890722,1.325833146,0.0,44.94734265,0.0,27.69632472,0.0,1.631896223,13.0198439,21.48536816,13.6767655,1.75743805,1.639779403,5.193848634,137.8500571,,,0.338036244,4.63579903,180.800232
SSP4 - Baseline,2030,,,,590.7995146,4122.075488,253.0934628,0.0,2117.3006,446.62588,340.42382,,6396.628249,82.34671744,2085.84956,,1435.850411,112.3127634,,698.3522582,,397.5347028,,,395.3757329,,647.373378,7.746030226,478.1792717,253.3712958,224.8075091,811.9678179,49069.57024,0.0,0.0,47694.33523,1375.235017,2774.518389,67724.46529,13174.14525,9657.129937,69.22922525,112.9172972,31.31654978,97.97937135,177.7277518,52215.92129,89510.29093,560.1426888,56.35662916,65.39404316,119.3975696,85.66371156,10.10984813,1.027920074,247.918669,222.1929671,168.550548,,85.81819602,35.93247629,141.6906964,3.1826633,-0.99157051,0.7143512,2.5565777,0.10474975,3.490897,0.21974776,141254.1121,1584.590478,4057.006978,3339.79037,61.32610111,8258.565,767.6257007,83.83884129,0.0,83.83884129,250.970104,0.0,250.970104,634.5680642,0.0,634.5680642,195.025761,0.0,2.833516245,13.6647437,195.025761,29.39788212,19.82091313,188.5721992,0.0,188.5721992,,3.508461423,35.93247629,9.391160751,1.5328748,Inequality - A Road Divided,140.6353232,2.091598795,0.0,53.30755943,0.0,34.1880635,0.0,2.833516245,13.6647437,29.39788212,19.82091313,1.829306247,3.508461423,9.391160751,159.587547,,,1.027919608,9.82894527,178.6453463
SSP4 - Baseline,2040,,,,794.8970323,4453.221493,276.3679222,0.0,2304.9877,482.37497,350.4322,,7647.877503,112.0633985,2239.665858,,1598.720523,136.525422,,985.0268642,,307.3984425,,,760.1534489,,929.2422417,7.562721581,525.046065,274.7857107,250.2599219,787.760974,53846.92881,0.0,0.0,51591.229,2255.699817,3103.715653,74376.69219,14429.18688,10596.36191,75.04274808,109.1603846,30.3163831,93.22603922,179.459853,63284.48205,98846.35492,618.7068408,59.38940238,64.88929469,142.3816844,94.205028,9.562060681,1.950285264,271.1046667,246.3290854,183.6965761,,87.15030074,37.12839633,162.0456057,3.7566551,-0.95200975,0.78746914,2.9687148,0.15074506,4.0418168,0.25019644,182424.1463,1644.046507,4023.834783,3394.296371,61.32610111,8765.68,854.8321556,96.68777733,0.0,96.68777733,278.107366,0.0,278.107366,691.6563182,0.0,691.6563182,226.11647,0.0,3.444372566,14.6095264,226.11647,38.53063358,27.95742647,187.4324822,0.0,187.4324822,,6.996626281,37.12839633,13.48010833,1.8738929,Inequality - A Road Divided,166.6457265,2.836360497,0.0,56.97175655,0.0,38.74547536,0.0,3.444372566,14.6095264,38.53063358,27.95742647,1.604074019,6.996626281,13.48010833,172.404067,,,1.950284698,13.62863007,178.0353496
SSP4 - Baseline,2050,,,,955.8815655,4749.315991,298.8457808,0.0,2451.9605,520.96006,361.25518,,8731.881838,137.1466266,2297.310478,,1696.711951,144.5327907,,1261.837186,,232.3133515,,,1292.631764,,1040.979843,7.138085841,546.5319032,270.53248,275.9990337,752.4256991,55664.4374,0.0,0.0,53078.2586,2586.178806,3325.339433,77302.63138,15602.55443,11531.02361,80.20254607,101.8889497,28.60345319,85.53495297,176.8970517,72257.67036,105288.0799,656.4230722,61.1885164,60.96773508,161.1409914,99.4587462,8.660675023,3.062058922,286.554079,261.9443492,191.2034134,,84.93337662,37.22287487,176.9671188,4.2864857,-0.89686631,0.84261388,3.3805907,0.19066452,4.5730538,0.28263112,219113.7769,1681.368673,3994.513322,3461.010432,61.32610111,9146.527,905.3487733,105.5187739,0.0,105.5187739,287.77771,0.0,287.77771,717.1833319,0.0,717.1833319,241.348954,0.0,3.646388869,15.8542282,241.348954,46.83269977,35.81396774,188.0566679,0.0,188.0566679,,11.90276274,37.22287487,15.42931996,2.2163061,Inequality - A Road Divided,187.3177655,3.464765425,0.0,58.20977725,0.0,41.63945625,0.0,3.646388869,15.8542282,46.83269977,35.81396774,1.357099052,11.90276274,15.42931996,177.750257,,,3.062057852,16.24780069,179.1523738
SSP4 - Baseline,2060,,,,1169.169265,4940.717374,310.8547982,0.0,2554.2688,561.3776,372.62274,,9722.469807,157.713144,2326.558461,,1527.513855,148.368152,,1508.22379,,250.9439329,,,1997.321713,,1128.072895,6.56133932,562.8314467,267.6542399,295.1768694,737.7818269,56953.97666,0.0,0.0,53691.95956,3262.017104,3458.939783,79434.66464,16613.99041,12330.27032,84.07908444,95.45339478,26.5906072,78.80600108,175.6186909,79409.04998,109857.3567,682.0758292,61.68889782,56.0219873,174.4429619,103.332823,7.665166358,3.876856196,296.2044716,275.0471366,193.3223544,,81.05417163,36.65671349,191.0546578,4.7765806,-0.85873925,0.88000309,3.7805239,0.22535944,5.0730902,0.31617167,251626.1639,1731.952294,3952.983424,3524.758013,61.32610111,9377.45,938.9875167,114.3272445,0.0,114.3272445,299.834626,0.0,299.834626,725.521772,0.0,725.521772,243.242796,0.0,3.743150432,17.0989167,243.242796,56.33148934,42.80701089,182.44435,0.0,182.44435,,18.41346694,36.65671349,17.07595527,2.5461508,Inequality - A Road Divided,201.3356175,3.980880172,0.0,58.80760672,0.0,37.83245859,0.0,3.743150432,17.0989167,56.33148934,42.80701089,1.576171765,18.41346694,17.07595527,168.482488,,,3.876857672,20.07459755,174.8237755
SSP4 - Baseline,2070,,,,1246.357131,5090.665457,319.0251941,0.0,2632.6258,602.93134,384.30634,,10591.25094,176.4067908,2349.911813,,1332.25214,147.6352731,,1750.521019,,222.5090646,,,2705.515183,,1179.409973,5.903478474,575.108738,261.7754839,313.3329679,711.4627848,55898.20847,0.0,0.0,52929.92231,2968.286161,3537.783246,79060.29654,17606.0232,13121.76583,87.79331986,88.15196656,24.24251508,70.94616513,172.1638166,85700.58127,112834.6281,698.0061435,61.62036858,49.511784,185.917206,105.8058188,6.564914497,4.700188892,302.1837175,283.8858627,191.5434229,,75.74832363,35.38382895,202.9884044,5.2539404,-0.81057777,0.90812109,4.1627364,0.25526952,5.5431132,0.35010854,281788.3842,1754.124738,3920.365663,3590.969969,61.32610111,9472.529,948.1246395,116.7406159,0.0,116.7406159,295.647957,0.0,295.647957,716.568887,0.0,716.568887,231.029408,0.0,3.724660778,18.3436002,231.029408,65.13114881,49.68398778,189.891522,0.0,189.891522,,25.20982884,35.38382895,17.853059,2.8745099,Inequality - A Road Divided,213.2576155,4.450531644,0.0,59.28545516,0.0,33.24878239,0.0,3.724660778,18.3436002,65.13114881,49.68398778,1.457709738,25.20982884,17.853059,156.826839,,,4.700186694,21.18697987,182.7580003
SSP4 - Baseline,2080,,,,1297.554051,5205.640017,324.1286264,0.0,2671.1092,643.13175,396.20072,,11257.65202,184.6750671,1962.312089,,1251.469876,151.7687762,,2031.551428,,234.5549063,,,3307.737777,,1357.15592,5.161018381,569.7990989,239.7075505,330.0913093,614.6609222,51172.92299,0.0,0.0,49420.80964,1752.113352,3558.394222,74487.39512,18493.64893,13882.04313,89.82677218,75.91599695,21.2553776,59.43291755,158.912868,90530.30152,114350.819,704.290627,59.99507717,43.32791351,193.9424713,107.2264887,5.564371399,5.463677791,305.4457525,288.7706271,185.9398524,,70.2669086,33.05608208,211.8045359,5.7062872,-0.72685405,0.92177298,4.5082137,0.2800926,5.959064,0.38412475,307379.0681,1766.391666,3897.436736,3640.882686,61.32610111,9471.44,931.3605896,116.3238041,0.0,116.3238041,263.088314,0.0,263.088314,680.476464,0.0,680.476464,220.252609,0.0,3.8289441,19.5883008,220.252609,76.9000163,57.66030525,197.135541,0.0,197.135541,,32.51112954,33.05608208,20.97164186,3.2009946,Inequality - A Road Divided,221.6226792,4.659130334,0.0,49.50677923,0.0,31.35403077,0.0,3.8289441,19.5883008,76.9000163,57.66030525,1.542417311,32.51112954,20.97164186,148.915512,,,5.463677255,22.28111433,190.5058049
SSP4 - Baseline,2090,,,,1310.590368,5263.731014,324.6307146,0.0,2675.7386,681.19938,408.17059,,11766.10238,182.7066126,1681.386535,,1175.392925,149.1295575,,2191.383794,,247.3908811,,,3810.335001,,1502.614953,4.485015915,567.6623971,224.0530699,343.6091305,556.9578079,47532.71876,0.0,0.0,46575.21722,957.5015411,3541.428409,71020.96777,19312.97058,14520.68861,91.57712525,67.3131239,18.91922313,51.44834211,150.7275695,94593.49042,114865.2624,705.7148191,57.50969975,37.25615006,200.3876505,108.714257,4.635414191,6.170926197,307.8033434,291.0407214,178.3878453,,64.34287129,30.42297853,218.59594,6.0833805,-0.67222149,0.92340841,4.8160058,0.29972671,6.3215976,0.41783852,330347.6151,1765.551515,3889.953704,3670.516383,61.32610111,9401.586,915.5401201,113.8800735,0.0,113.8800735,238.048772,0.0,238.048772,651.473788,0.0,651.473788,212.304647,0.0,3.762359781,20.8329875,212.304647,87.9895272,62.1967314,201.120369,0.0,201.120369,,39.70094733,30.42297853,23.69323259,3.4942134,Inequality - A Road Divided,228.2807188,4.609468589,0.0,42.41936462,0.0,29.49636787,0.0,3.762359781,20.8329875,87.9895272,62.1967314,1.569259098,39.70094733,23.69323259,142.736993,,,6.170926849,23.34846567,195.1171867
SSP4 - Baseline,2100,,,,1310.732448,5314.130224,324.4811606,0.0,2668.3646,718.37271,420.18297,,12184.81977,169.1903827,1453.392983,,1166.225624,141.6506816,,2238.913834,,235.0922913,,,4281.431634,,1648.491728,3.826581352,562.366437,205.1495787,357.2166988,506.6053431,44784.72173,0.0,0.0,44329.32209,455.399639,3505.814469,69725.20942,20173.53134,15168.22653,93.35446002,59.73582004,16.78688277,44.29186382,143.7014285,98049.36866,114752.0967,706.7709132,54.76594287,32.04990361,205.6278635,111.0019947,3.820047673,6.672708367,310.9320235,292.8324525,170.6166894,,58.89817694,27.91766955,224.4383998,6.4254881,-0.62586414,0.92080272,5.1003974,0.31499161,6.6523674,0.45117229,352091.4619,1761.327947,3886.480056,3691.354519,61.32610111,9292.446,903.5798468,110.7868316,0.0,110.7868316,218.19362,0.0,218.19362,630.820841,0.0,630.820841,210.282661,0.0,3.573676716,21.4553438,210.282661,98.42642619,63.54574801,202.34456,0.0,202.34456,,47.40398811,27.91766955,25.99341756,3.7582885,Inequality - A Road Divided,233.6422284,4.268470327,0.0,36.66736089,0.0,29.28358118,0.0,3.573676716,21.4553438,98.42642619,63.54574801,1.450641796,47.40398811,25.99341756,140.771073,,,6.672707986,24.80096323,197.1148325
SSP5 - Baseline,2005,,25.3255,205.7576,25.3255,3327.675,205.7576,0.0,1753.16,379.85,319.855,29680.0,3557.0,23.92,1134.0,0.0,925.2,7.727,702.4,400.9,,,,,1.053,1.053,39.69,6.7419,334.1,105.6,157.1,778.7418,35279.6405,0.0,0.0,29550.0,5732.6405,672.7,47570.0,9813.9469,7167.9469,39.3373,116.8399,29.1061,113.8741,155.459,85050.0,38050.0,330.7,48.46,36.6,53.5,51.31,11.02,0.3469,,129.5,,,85.06,32.63,86.91,1.8709164,-1.11516835,0.562304717,1.6897843,0.021105041,2.3467499,0.15571104,56690.0,1474.4748,4187.2523,3117.2669,132.7665,6505.0,464.6,55.83,0.0,55.83,122.2,0.0,122.2,387.4,0.0,387.4,98.08,0.0,0.2193,10.69,98.08,11.3,10.12,167.2,,167.2,,0.0062,33.07,0.385,0.91338626,Fossil-fueled Development - Taking the Highway,66.23,0.347,0.0,26.71,0.0,13.7,0.0,0.2193,10.69,11.3,10.12,4.054,0.0062,0.385,56.32,13.06,0.0,0.3469,0.0,142.1
SSP5 - Baseline,2010,,11.2138,235.4138,11.2138,3758.3942,235.4138,0.0,1812.864,390.5053,323.68957,32950.0,4176.0,34.61,1299.0,0.53,1147.0,11.55,743.3,403.7,,,,,39.35,38.82,180.4,6.6243,370.6797,121.5,171.4797,734.9201,36371.1246,0.0,0.0,32200.0,4171.1246,877.8,49950.0,10277.9033,7844.9033,42.2436,110.8423,27.7507,94.5952,151.7789,93100.0,41740.0,356.4,50.06,41.06,62.97,56.76,10.53,0.392,,134.6,,,91.12,33.45,93.57,2.1379684,-1.05339124,0.58827586,1.837859,0.031102416,2.5390686,0.16780423,67570.0,1523.962,4172.4209,3085.0538,132.7665,6894.0,502.7,59.83,0.0,59.83,135.4,0.0,135.4,419.1,0.0,419.1,112.2,0.0,0.3278,11.32,112.2,13.63,10.19,171.5,,171.5,,0.2366,33.83,1.742,0.98912353,Fossil-fueled Development - Taking the Highway,77.49,0.5021,0.0,30.62,0.0,18.55,0.0,0.3277,11.32,13.63,10.19,4.008,0.2366,1.742,61.95,12.28,0.0001,0.392,0.2172,145.8
SSP5 - Baseline,2020,,84.5645,304.2413,84.5645,4523.136,304.2413,0.0,1927.9437,417.24872,331.86119,47100.0,5814.0,44.09,1577.0,4.427,2027.0,12.73,688.8,480.8,,,,,269.5,265.1,484.5,6.6828,407.7094,120.8,218.7094,755.3995,44610.3893,0.0,0.0,39550.0,5062.3893,1734.0,60400.0,11994.3615,9364.3615,49.8755,116.5144,28.1455,77.2394,155.4962,135200.0,65570.0,450.5,49.33,32.12,89.67,67.86,10.55,0.4852,,200.4,,,81.46,23.0,136.9,2.708892,-0.95574876,0.637124877,2.1924069,0.065428324,2.995137,0.19333514,101900.0,1651.8347,4098.1125,2987.2527,132.7665,7552.0,626.8,65.95,0.0,65.95,136.9,0.0,136.9,531.6,0.0,531.6,156.3,0.0,0.3613,10.57,156.3,17.1,12.13,238.4,,238.4,,1.651,23.16,4.514,1.2658011,Fossil-fueled Development - Taking the Highway,107.1,0.64,0.0,37.19,0.0,37.11,0.0,0.3612,10.57,17.1,12.13,2.892,1.651,4.514,74.43,11.96,0.0001,0.4852,4.23,209.1
SSP5 - Baseline,2030,,87.532,385.2233,87.532,4942.2834,385.2233,0.0,2077.0522,452.76679,341.05774,70600.0,7741.0,56.02,2231.0,4.25,3415.0,17.68,610.6,487.5,,,,,254.6,250.3,560.1,6.0813,477.146,140.2,263.546,680.8463,56726.452,0.0,0.0,51160.0,5566.452,2500.0,75290.0,12889.1858,10149.1858,56.4054,111.6587,25.5522,65.9613,144.2951,185800.0,96860.0,575.3,39.62,28.2,128.3,83.43,12.54,0.9322,,282.3,,,67.83,10.45,194.4,3.3364219,-0.87823809,0.69824313,2.6296695,0.11270966,3.5601556,0.22168972,165800.0,1721.396,4011.3414,2992.7545,132.7665,8054.0,789.6,55.32,0.0,55.32,163.8,0.0,163.8,705.2,0.0,705.2,218.2,0.0,0.502,9.51,218.2,16.79,12.3,323.2,,323.2,,1.561,10.49,5.213,1.6029602,Fossil-fueled Development - Taking the Highway,148.3,0.8559,0.0,52.54,0.0,64.46,0.0,0.5018,9.51,16.78,12.3,1.379,1.561,5.213,92.58,13.91,0.0001,0.9322,3.583,290.2
SSP5 - Baseline,2040,,66.8294,465.1096,66.8294,5320.6277,465.1096,0.0,2305.1533,499.67824,350.48212,107700.0,10130.0,92.08,3262.0,3.219,5041.0,23.12,564.3,425.6,,,,,183.3,180.1,538.5,5.4743,570.4728,186.0,307.7728,618.874,69861.617,0.0,0.0,65840.0,4025.617,2886.0,91370.0,13578.4247,10648.4247,60.5539,105.22,22.3027,59.9278,130.9991,225700.0,119500.0,712.1,31.11,32.66,178.5,125.2,16.17,1.771,,326.7,,,63.77,2.91,230.9,4.0535951,-0.81424307,0.78753228,3.1573474,0.16110051,4.2410095,0.25034719,260200.0,1812.0075,3974.4204,2936.2564,132.7665,8403.0,975.5,46.07,0.0,46.07,233.6,0.0,233.6,903.0,0.0,903.0,313.6,0.0,0.6564,8.862,313.6,15.68,10.74,355.8,,355.8,,1.128,2.915,5.035,2.0127497,Fossil-fueled Development - Taking the Highway,200.4,1.709,0.0,76.91,0.0,95.37,0.0,0.6563,8.862,15.68,10.74,0.0001,1.128,5.035,142.1,17.55,0.0001,1.771,2.345,323.8
SSP5 - Baseline,2050,,31.2059,517.3481,31.2059,5759.0418,517.3481,0.0,2565.7941,559.69194,359.40246,153300.0,12780.0,160.9,4381.0,1.778,6260.0,31.25,638.7,348.6,,,,,22.5,20.72,936.7,4.4905,630.6605,209.7,331.6605,575.2381,84436.4661,0.0,0.0,82130.0,2306.4661,3442.0,107900.0,13317.1142,10177.1142,62.7477,88.0657,20.3325,48.5669,121.969,274700.0,149700.0,837.7,25.01,30.33,233.5,153.4,19.95,3.346,,372.1,,,55.33,0.0,276.9,4.8374915,-0.728555,0.88416645,3.764428,0.20931083,5.0054365,0.27711413,364700.0,1850.677,3949.0909,2937.4672,132.7665,8579.0,1170.0,47.73,0.0,47.73,353.4,0.0,353.4,1094.0,0.0,1094.0,378.5,0.0,0.8873,9.919,378.5,19.49,8.794,362.3,,362.3,,0.1566,0.0,8.523,2.48049,Fossil-fueled Development - Taking the Highway,253.5,3.272,0.0,103.5,0.0,118.4,0.0,0.8869,9.919,19.49,8.794,0.0001,0.1566,8.523,176.8,21.0,0.0003,3.346,5.86,329.7
SSP5 - Baseline,2060,,34.3249,545.6859,34.3249,6029.9898,545.6859,0.0,2748.0083,635.79256,367.47058,204900.0,15430.0,247.9,5449.0,7.336,6718.0,35.64,956.4,246.4,,,,,43.59,36.26,1736.0,4.0272,644.5621,228.0,335.8621,558.1969,101301.6164,0.0,0.0,101200.0,150.4164,4100.0,125900.0,13529.877,10409.877,66.8961,89.1814,19.4312,41.758,117.5049,328100.0,178700.0,940.4,20.72,23.06,274.1,182.8,21.42,4.761,,413.5,,,43.79,0.0,325.5,5.6404152,-0.7092572,0.94875283,4.4467829,0.26286053,5.8203025,0.30103519,478300.0,1864.4653,3937.0653,2930.1558,132.7665,8589.0,1384.0,53.05,0.0,53.05,531.3,0.0,531.3,1294.0,0.0,1294.0,421.2,0.0,1.019,14.0,421.2,30.48,6.215,341.9,,341.9,,0.3724,0.0,15.09,2.9755038,Fossil-fueled Development - Taking the Highway,297.7,5.01,0.0,128.9,0.0,127.1,0.0,1.012,14.0,30.48,6.215,0.0001,0.3724,15.09,210.4,22.55,0.0072,4.761,8.83,311.1
SSP5 - Baseline,2070,,23.5903,559.7453,23.5903,6208.5711,559.7453,0.0,2821.2594,730.0255,374.95656,248400.0,18340.0,352.5,6210.0,46.87,6798.0,38.54,1540.0,203.6,,,,,352.5,305.6,2845.0,3.649,646.0209,236.6,331.4209,535.7556,117499.8259,0.0,0.0,117700.0,-238.6741,4825.0,142800.0,13484.5308,10344.5308,70.6965,87.5379,18.7374,35.2187,111.6786,368100.0,199300.0,1026.0,16.04,17.83,308.7,220.5,21.21,5.754,,435.7,,,33.87,0.0,356.7,6.4790865,-0.68044639,0.97409362,5.1865225,0.32104675,6.6617792,0.32299327,605800.0,1871.0823,3944.3584,2922.6532,132.7665,8457.0,1576.0,58.06,0.0,58.06,703.9,0.0,703.9,1464.0,0.0,1464.0,463.6,0.0,1.239,20.79,463.6,48.37,5.136,296.9,,296.9,,2.848,0.0,23.49,3.5037949,Fossil-fueled Development - Taking the Highway,336.0,6.931,0.0,147.1,0.0,128.6,0.0,1.094,20.79,48.23,5.136,0.0001,2.848,23.49,253.7,22.32,0.1451,5.754,11.36,270.2
SSP5 - Baseline,2080,,17.2761,558.3667,17.2761,6308.1086,558.3667,0.0,2807.6648,841.52016,381.75309,315400.0,22280.0,466.6,6476.0,223.7,6654.0,40.95,2193.0,383.1,,,,,1673.0,1449.0,4396.0,3.3563,620.7559,229.6,314.7559,515.1906,129499.3478,0.0,0.0,129600.0,-147.8522,5110.0,154500.0,13483.6564,10163.6564,71.3544,83.521,18.304,29.3394,106.1735,425800.0,232200.0,1108.0,12.48,13.51,344.5,240.1,20.43,6.846,,469.7,,,25.98,0.0,401.9,7.3072168,-0.64594813,0.96941647,5.9472616,0.37325569,7.4904861,0.34273737,740600.0,1866.8779,3957.1067,2908.4961,132.7665,8200.0,1736.0,63.05,0.0,63.05,829.5,0.0,829.5,1585.0,0.0,1585.0,478.1,0.0,2.001,28.27,478.1,77.7,9.665,277.8,,277.8,,13.29,0.0,34.15,4.0499,Fossil-fueled Development - Taking the Highway,374.9,8.902,0.0,153.6,0.0,125.9,0.0,1.162,28.27,76.86,9.665,0.0001,13.29,34.15,274.8,21.51,0.8384,6.846,13.34,252.9
