Entity,Year,Broadband Penetration by Country (World Bank (2015))
Japan,2001,3.04428067
Japan,2002,7.443559395
Japan,2003,11.79002601
Japan,2004,15.42691392
Japan,2005,18.35039663
Japan,2006,20.79573279
Japan,2007,22.24224572
Japan,2008,23.65520962
Japan,2009,25.80483854
Japan,2010,26.77740039
Japan,2011,28.03678653
Japan,2012,28.39488334
Japan,2013,28.88453264
Japan,2014,29.31080179
Jordan,2001,0.008458963
Jordan,2002,0.064797407
Jordan,2003,0.100250667
Jordan,2004,0.204705838
Jordan,2005,0.449496576
Jordan,2006,0.895614873
Jordan,2007,1.570372372
Jordan,2008,2.467146276
Jordan,2009,3.850253676
Jordan,2010,4.54370666
Jordan,2011,4.406556917
Jordan,2012,4.284134376
Jordan,2013,4.514600967
Jordan,2014,4.661595787
Kazakhstan,2003,0.006767132
Kazakhstan,2004,0.013400479
Kazakhstan,2005,0.01988836
Kazakhstan,2006,0.200299319
Kazakhstan,2007,1.756100349
Kazakhstan,2008,2.166582928
Kazakhstan,2009,3.667177521
Kazakhstan,2010,5.4619249
Kazakhstan,2011,7.413344193
Kazakhstan,2012,10.06256391
Kazakhstan,2013,11.91455706
Kazakhstan,2014,12.93439983
Kenya,2005,0.015087024
Kenya,2006,0.048216013
Kenya,2007,0.046982563
Kenya,2008,0.008464593
Kenya,2009,0.045700242
Kenya,2010,0.016783513
Kenya,2011,0.128828734
Kenya,2012,0.125869245
Kenya,2013,0.167165344
Kenya,2014,0.185814423
Kiribati,2005,0.355926958
Kiribati,2006,0.437179864
Kiribati,2007,0.539608784
Kiribati,2010,0.865535128
Kiribati,2011,0.926952141
Kiribati,2013,1.074733027
Kuwait,2001,0.252448243
Kuwait,2002,0.51263724
Kuwait,2003,0.614264256
Kuwait,2004,0.910553589
Kuwait,2005,1.088701284
Kuwait,2006,1.240979629
Kuwait,2007,1.369905907
Kuwait,2014,1.379559696
Kyrgyzstan,2002,0.000719512
Kyrgyzstan,2003,0.002774754
Kyrgyzstan,2004,0.03799327
Kyrgyzstan,2005,0.045454717
Kyrgyzstan,2006,0.054352746
Kyrgyzstan,2007,0.060670429
Kyrgyzstan,2009,0.329615982
Kyrgyzstan,2011,0.72250551
Kyrgyzstan,2012,0.99765939
Kyrgyzstan,2013,2.455138739
Kyrgyzstan,2014,4.158264467
Laos,2003,0.000444914
Laos,2004,0.00087733
Laos,2005,0.005422538
Laos,2006,0.012567992
Laos,2007,0.018874897
Laos,2008,0.047172831
Laos,2009,0.068873996
Laos,2010,0.092014761
Laos,2011,0.100378543
Laos,2012,0.114026441
Laos,2013,0.133314091
Laos,2014,0.16371975
Latvia,2000,0.011975639
Latvia,2001,0.137934916
Latvia,2002,0.431543965
Latvia,2003,0.853797131
Latvia,2004,2.176912511
Latvia,2005,2.728098335
Latvia,2006,4.991173495
Latvia,2007,15.62226456
Latvia,2009,21.52658406
Latvia,2010,20.80229838
Latvia,2011,22.06160457
Latvia,2013,24.19138114
Latvia,2014,24.74142759
Lebanon,2002,0.995561502
Lebanon,2003,1.896962421
Lebanon,2004,2.075990598
Lebanon,2005,3.260707348
Lebanon,2006,4.65706478
Lebanon,2007,4.637890649
Lebanon,2009,4.63865141
Lebanon,2010,7.626859786
Lebanon,2012,10.2469745
Lebanon,2013,9.954435645
Lebanon,2014,22.79819989
Lesotho,2004,0.001150614
Lesotho,2005,0.002336638
Lesotho,2007,0.005624343
Lesotho,2010,0.019911186
Lesotho,2011,0.065976321
Lesotho,2013,0.10966683
Lesotho,2014,0.108890966
Liberia,2010,0.004699355
Liberia,2011,0.001544232
Liberia,2012,0.012504668
Liberia,2013,0.11830249
Libya,2011,1.146933109
Libya,2013,1.043292444
Liechtenstein,2002,4.248839478
Liechtenstein,2003,4.393544419
Liechtenstein,2004,13.76397155
Liechtenstein,2005,24.80426022
Liechtenstein,2006,28.5485897
Liechtenstein,2007,40.21751444
Liechtenstein,2011,37.36121798
Liechtenstein,2012,39.32780445
Liechtenstein,2013,40.6662153
Liechtenstein,2014,40.32908534
Lithuania,2001,0.070111763
Lithuania,2002,0.584550904
Lithuania,2003,1.976965496
Lithuania,2004,3.871616337
Lithuania,2005,7.121890043
Lithuania,2006,11.38424222
Lithuania,2007,17.52415607
Lithuania,2008,18.77329948
Lithuania,2009,20.43148022
Lithuania,2010,22.13884698
Lithuania,2011,23.9061689
Lithuania,2012,25.39488925
Lithuania,2013,27.71688997
Lithuania,2014,31.46179204
Luxembourg,2001,0.276050412
Luxembourg,2002,1.313795871
Luxembourg,2003,3.43425892
Luxembourg,2004,8.083304543
Luxembourg,2005,15.3107916
Luxembourg,2006,21.22009657
Luxembourg,2007,27.01692652
Luxembourg,2008,29.38581191
Luxembourg,2009,31.34209702
Luxembourg,2010,33.1508117
Luxembourg,2011,32.87569624
Luxembourg,2012,32.40132584
Luxembourg,2013,33.27802707
Macao,2000,0.863843374
Macao,2001,2.234295106
Macao,2002,3.817178881
Macao,2003,6.162263623
Macao,2004,9.861255894
Macao,2005,14.53169824
Macao,2006,19.21956283
Macao,2007,22.4040259
Macao,2009,24.18287748
Macao,2010,24.70530801
Macao,2011,25.19980669
Macao,2012,25.9699021
Macao,2013,26.80132421
Macao,2014,28.04697288
Macedonia,2005,0.595011397
Macedonia,2006,1.742524719
Macedonia,2007,4.793763295
Macedonia,2008,8.62467475
Macedonia,2009,11.08196013
Macedonia,2010,12.30801212
Macedonia,2011,13.38306661
Macedonia,2012,14.8307232
Macedonia,2013,16.06362693
Macedonia,2014,16.19083168
Madagascar,2006,0.007229315
Madagascar,2007,0.012152172
Madagascar,2008,0.017504078
Madagascar,2009,0.02232664
Madagascar,2010,0.025574572
Madagascar,2011,0.03160672
Madagascar,2012,0.139396788
Madagascar,2013,0.165706639
Madagascar,2014,0.105358222
Malawi,2003,0.000563784
Malawi,2004,0.001097931
Malawi,2005,0.003125787
Malawi,2007,0.006810679
Malawi,2008,0.00697401
Malawi,2010,0.007226736
Malawi,2011,0.011191956
Malawi,2012,0.00778299
Malawi,2013,0.053640728
Malawi,2014,0.050870086
Malaysia,2001,0.016718395
Malaysia,2002,0.079061858
Malaysia,2003,0.443548008
Malaysia,2004,0.995462701
Malaysia,2005,1.869331304
Malaysia,2006,2.85257418
Malaysia,2007,3.86069586
Malaysia,2008,4.868812016
Malaysia,2009,5.590435002
Malaysia,2010,7.419055883
Malaysia,2011,8.716237662
Malaysia,2012,9.989423024
Malaysia,2013,9.889300607
Malaysia,2014,10.13982558
Maldives,2002,0.067198834
Maldives,2003,0.174899337
Maldives,2004,0.245124015
Maldives,2005,1.095518456
Maldives,2006,2.071823661
Maldives,2007,3.375627354
Maldives,2008,4.893848198
Maldives,2009,4.811362072
Maldives,2010,4.775341271
Maldives,2011,5.313226735
Maldives,2012,5.335921665
Maldives,2013,5.89844735
Mali,2006,0.025029319
Mali,2007,0.025146105
Mali,2008,0.04012696
Mali,2009,0.060799617
Mali,2010,0.057336067
Mali,2011,0.058834395
Mali,2012,0.029083913
Mali,2013,0.019011022
Mali,2014,0.018962183
Malta,2000,0.40635145
Malta,2001,2.238240499
Malta,2002,4.306772588
Malta,2003,5.521260837
Malta,2004,9.110535615
Malta,2005,12.39526748
Malta,2006,12.71004167
Malta,2007,20.06067265
Malta,2008,23.33886254
Malta,2009,26.87716378
Malta,2010,29.63921288
Malta,2011,30.1808817
Malta,2012,31.73665853
Malta,2013,33.33535352
Malta,2014,35.23059612
Marshall Islands,2013,2.439487784
Marshall Islands,2014,2.599863564
Mauritania,2005,0.005212697
Mauritania,2006,0.030052077
Mauritania,2007,0.120118785
Mauritania,2008,0.17166725
Mauritania,2009,0.192686338
Mauritania,2010,0.160939985
Mauritania,2011,0.16528198
Mauritania,2012,0.176415997
Mauritania,2013,0.193630652
Mauritania,2014,0.200780182
Mauritius,2002,0.023770363
Mauritius,2003,0.098325722
Mauritius,2004,0.212136982
Mauritius,2005,0.445103368
Mauritius,2006,2.293019914
Mauritius,2007,2.879728782
Mauritius,2008,4.292442959
Mauritius,2009,5.940052541
Mauritius,2010,7.631846027
Mauritius,2011,9.574381939
Mauritius,2012,11.2136836
Mauritius,2013,13.05043463
Mauritius,2014,14.56989587
Mexico,2000,0.014440627
Mexico,2001,0.047465406
Mexico,2002,0.216902229
Mexico,2003,0.396433112
Mexico,2004,0.966599943
Mexico,2005,1.736042897
Mexico,2006,2.693622058
Mexico,2007,3.967611364
Mexico,2008,6.551936578
Mexico,2009,8.281171708
Mexico,2010,8.977171786
Mexico,2011,9.689971115
Mexico,2012,10.28900256
Mexico,2013,10.92656983
Mexico,2014,11.56173648
Micronesia (country),2003,0.005617136
Micronesia (country),2004,0.024395965
Micronesia (country),2005,0.043315317
Micronesia (country),2006,0.089888916
Micronesia (country),2007,0.110374226
Micronesia (country),2010,0.963143825
Micronesia (country),2013,1.992293504
Micronesia (country),2014,2.975852478
Moldova,2001,0.005914994
Moldova,2002,0.010531514
Moldova,2003,0.015321466
Moldova,2004,0.063454114
Moldova,2005,0.275943391
Moldova,2006,0.586509475
Moldova,2007,1.437822078
Moldova,2009,5.207018272
Moldova,2010,7.577782853
Moldova,2011,10.05733111
Moldova,2012,11.90875434
Moldova,2013,13.45969436
Moldova,2014,14.7107512
Monaco,2000,2.493687853
Monaco,2001,8.212321572
Monaco,2002,15.01852816
Monaco,2003,19.82225188
Monaco,2004,22.80933245
Monaco,2005,28.09985802
Monaco,2006,32.00558643
Monaco,2007,35.12980893
Monaco,2010,37.45420003
Monaco,2011,42.72563807
Monaco,2012,43.26352484
Monaco,2013,44.66178531
Mongolia,2001,0.00202507
Mongolia,2002,0.003683647
Mongolia,2003,0.020254436
Mongolia,2004,0.03605411
Mongolia,2005,0.071244749
Mongolia,2006,0.136745672
Mongolia,2007,0.284963631
Mongolia,2009,1.499762557
Mongolia,2010,2.829392297
Mongolia,2011,3.41484615
Mongolia,2012,3.93941106
Mongolia,2013,4.921641677
Mongolia,2014,6.845490844
Montenegro,2005,1.244681888
Montenegro,2007,2.889608287
Montenegro,2013,12.78454673
Montenegro,2014,15.19977733
Morocco,2002,0.006823274
Morocco,2003,0.009166207
Morocco,2004,0.216574189
Morocco,2005,0.827001892
Morocco,2006,1.289211217
Morocco,2007,1.556587411
Morocco,2008,1.59336325
Morocco,2009,1.533106386
Morocco,2010,1.594378548
Morocco,2011,1.856574217
Morocco,2012,2.120285256
Morocco,2013,2.556762497
Morocco,2014,2.960596824
Mozambique,2007,0.025902735
Mozambique,2008,0.044770956
Mozambique,2009,0.053516487
Mozambique,2010,0.061054109
Mozambique,2011,0.086260459
Mozambique,2012,0.081274765
Mozambique,2013,0.069610485
Mozambique,2014,0.04879693
Myanmar,2005,0.000484247
Myanmar,2006,0.007843553
Myanmar,2007,0.012721095
Myanmar,2008,0.019531396
Myanmar,2009,0.045090763
Myanmar,2010,0.04419306
Myanmar,2011,0.041829381
Myanmar,2013,0.178991284
Namibia,2005,0.00661067
Namibia,2006,0.009644747
Namibia,2007,0.012303552
Namibia,2011,0.794095286
Namibia,2012,1.064577964
Namibia,2013,1.551676605
Namibia,2014,1.755204882
Nepal,2006,0.003756723
Nepal,2007,0.042223471
Nepal,2008,0.04571531
Nepal,2009,0.064336171
Nepal,2010,0.224156165
Nepal,2011,0.348559143
Nepal,2012,0.83939301
Nepal,2013,1.120451414
Nepal,2014,0.811123747
Netherlands,1998,0.48125677
Netherlands,2000,1.639358423
Netherlands,2001,2.922844797
Netherlands,2002,7.299209194
Netherlands,2003,12.32187591
Netherlands,2004,19.7640593
Netherlands,2005,25.14991496
Netherlands,2006,31.70651741
Netherlands,2007,33.49176493
Netherlands,2008,35.17288001
Netherlands,2009,37.00800457
Netherlands,2010,38.09152836
Netherlands,2011,38.98911966
Netherlands,2012,39.81089407
Netherlands,2013,40.526924
Netherlands,2014,41.02374753
New Caledonia,2001,0.061705599
New Caledonia,2002,0.321513871
New Caledonia,2003,0.753278659
New Caledonia,2004,2.286216946
New Caledonia,2005,4.197381883
New Caledonia,2006,6.715393191
New Caledonia,2007,8.612101454
New Caledonia,2008,10.63154422
New Caledonia,2009,13.63419313
New Caledonia,2010,15.50294465
New Caledonia,2011,17.12145597
New Zealand,2000,0.120735131
New Zealand,2001,0.441971047
New Zealand,2002,1.097947797
New Zealand,2003,2.064314078
New Zealand,2004,4.699472307
New Zealand,2005,7.764656878
New Zealand,2006,11.2353107
New Zealand,2007,20.15293189
New Zealand,2008,21.3866578
New Zealand,2009,23.64906206
New Zealand,2010,24.99922164
New Zealand,2011,26.68827707
New Zealand,2012,28.52112581
New Zealand,2013,29.20705293
New Zealand,2014,30.45250979
Nicaragua,2000,0.013723015
Nicaragua,2001,0.03098508
Nicaragua,2002,0.044183404
Nicaragua,2003,0.082796183
Nicaragua,2004,0.092846684
Nicaragua,2005,0.193099489
Nicaragua,2006,0.344656138
Nicaragua,2007,0.492357028
Nicaragua,2008,0.762387608
Nicaragua,2009,1.369902368
Nicaragua,2010,1.258611637
Nicaragua,2011,1.44098046
Nicaragua,2012,1.690863061
Nicaragua,2013,2.165734339
Nicaragua,2014,2.477051981
Niger,2004,0.000605875
Niger,2005,0.001608034
Niger,2006,0.002536604
Niger,2007,0.003395014
Niger,2010,0.009437674
Niger,2011,0.012803227
Niger,2012,0.021384805
Niger,2013,0.035892003
Nigeria,2005,0.000358202
Nigeria,2007,0.036412096
Nigeria,2008,0.044823002
Nigeria,2009,0.052746468
Nigeria,2010,0.062055837
Nigeria,2012,0.008457431
Nigeria,2013,0.008665709
Nigeria,2014,0.008817092
Norway,2000,0.518682546
Norway,2001,1.961161294
Norway,2002,4.525522925
Norway,2003,8.744668052
Norway,2004,14.63820851
Norway,2005,21.43740966
Norway,2006,26.65536372
Norway,2007,30.86719564
Norway,2008,33.01483505
Norway,2009,34.49873843
Norway,2010,35.23341983
Norway,2011,36.94449602
Norway,2012,37.98845586
Norway,2013,38.859882
Norway,2014,38.14145694
Oman,2002,0.004202028
Oman,2003,0.00569247
Oman,2004,0.027110379
Oman,2005,0.524912531
Oman,2006,0.785352097
Oman,2007,0.785177016
Oman,2009,1.544406329
Oman,2010,2.089220371
Oman,2011,2.585879143
Oman,2012,3.419552378
Oman,2013,4.247553438
Oman,2014,4.509445072
Pakistan,2005,0.009242178
Pakistan,2006,0.016538248
Pakistan,2007,0.027544354
Pakistan,2008,0.100643033
Pakistan,2009,0.230242691
Pakistan,2010,0.455957357
Pakistan,2011,0.662045266
Pakistan,2012,0.846622047
Pakistan,2013,0.89386286
Pakistan,2014,1.084995545
Palau,2004,0.373643019
Palau,2005,0.502335862
Palau,2006,0.484709174
Palau,2008,0.548744315
Palau,2009,0.697994495
Palau,2010,1.167562286
Palau,2011,2.513830923
Palau,2012,4.326876747
Palau,2013,8.62893202
Palau,2014,9.356780585
Palestine,2004,0.000515797
Palestine,2005,0.209643311
Palestine,2006,0.74672374
Palestine,2007,1.493875561
Palestine,2012,4.417874305
Palestine,2013,4.924883763
Palestine,2014,5.30027538
Panama,2001,0.249357514
Panama,2002,0.384936054
Panama,2003,0.46405137
Panama,2004,0.506942227
Panama,2005,0.521906434
Panama,2006,3.28825154
Panama,2007,4.304827739
Panama,2008,5.521066673
Panama,2009,6.482051503
Panama,2010,7.0223766
Panama,2011,7.56207687
Panama,2012,7.751636452
Panama,2013,7.951668793
Panama,2014,7.897698864
Papua New Guinea,2010,0.08893496
Papua New Guinea,2013,0.154344975
Paraguay,2000,0.002803606
Paraguay,2001,0.005493881
Paraguay,2002,0.008974452
Paraguay,2003,0.008799176
Paraguay,2004,0.052646751
Paraguay,2005,0.094848217
Paraguay,2006,0.099754255
Paraguay,2007,0.14040163
Paraguay,2008,0.205259617
Paraguay,2009,1.219951593
Paraguay,2010,1.385400391
Paraguay,2011,1.827160013
Paraguay,2012,2.035960075
Paraguay,2013,2.301811374
Peru,1999,0.000292837
Peru,2000,0.004146141
Peru,2002,0.139921913
Peru,2003,0.346865296
Peru,2004,0.830576877
Peru,2005,1.271934588
Peru,2006,1.729886188
Peru,2007,2.012883886
Peru,2008,2.534662296
Peru,2009,2.86049054
Peru,2010,3.186646678
Peru,2011,4.091749531
Peru,2012,4.81123657
Peru,2013,5.309563731
Peru,2014,5.740740939
Philippines,2001,0.012610697
Philippines,2002,0.025940769
Philippines,2003,0.066582183
Philippines,2004,0.105661398
Philippines,2005,0.143321207
Philippines,2006,0.303354007
Philippines,2007,0.558253661
Philippines,2008,1.157133017
Philippines,2009,1.874496117
Philippines,2010,1.84323666
Philippines,2011,8.846539657
Philippines,2013,18.17015814
Philippines,2014,23.21934226
Poland,2001,0.031319536
Poland,2002,0.317874246
Poland,2003,0.511764235
Poland,2004,2.291313472
Poland,2005,2.473827836
Poland,2006,7.621981401
Poland,2007,10.92981784
Poland,2008,11.6855642
Poland,2009,14.65167284
Poland,2010,15.33688245
Poland,2011,18.24945259
Poland,2012,20.5332093
Poland,2013,22.74035116
Poland,2014,23.8301167
Portugal,1999,0.002893741
Portugal,2000,0.244066868
Portugal,2001,0.959513693
Portugal,2002,2.506736003
Portugal,2003,4.809162843
Portugal,2004,8.001157078
Portugal,2005,11.08784758
Portugal,2006,13.51169593
Portugal,2007,14.46631467
Portugal,2008,15.47252046
Portugal,2009,18.0690491
Portugal,2010,20.08244355
Portugal,2011,21.16545125
Portugal,2012,22.54641825
Portugal,2013,24.16401116
Portugal,2014,26.68093204
Puerto Rico,2001,0.063879213
Puerto Rico,2002,0.599041618
Puerto Rico,2003,1.435565849
Puerto Rico,2004,2.287294929
Puerto Rico,2005,3.144469647
Puerto Rico,2006,4.006466542
Puerto Rico,2007,4.873130063
Puerto Rico,2009,12.91522669
Puerto Rico,2010,14.8670866
Puerto Rico,2011,15.08226812
Puerto Rico,2012,15.51673593
Puerto Rico,2013,16.31014462
Puerto Rico,2014,16.56894979
Qatar,2002,0.036205131
Qatar,2003,0.453018457
Qatar,2004,1.515166238
Qatar,2005,3.118640848
Qatar,2006,4.833908983
Qatar,2007,7.60747237
Qatar,2008,7.812221786
Qatar,2009,9.255269225
Qatar,2010,8.332052171
Qatar,2011,8.613785532
Qatar,2012,9.028321679
Qatar,2013,9.936352783
Qatar,2014,9.904820108
Romania,2001,0.026893659
Romania,2002,0.071012627
Romania,2003,0.883297018
Romania,2004,0.470548935
Romania,2005,1.705266124
Romania,2006,4.939858581
Romania,2007,8.867212874
Romania,2008,11.46098045
Romania,2009,12.83512108
Romania,2010,13.72551423
Romania,2011,15.05415373
Romania,2012,16.27847466
Romania,2013,17.46657674
Romania,2014,18.52111314
Russia,2002,0.007559056
Russia,2003,0.236748235
Russia,2004,0.467673856
Russia,2005,1.103986143
Russia,2006,2.017882292
Russia,2007,3.411012127
Russia,2009,8.977676423
Russia,2010,10.93178398
Russia,2011,12.29436224
Russia,2012,14.6143373
Russia,2013,16.62447156
Russia,2014,17.45323154
Rwanda,2004,0.012404938
Rwanda,2005,0.012513976
Rwanda,2006,0.017638024
Rwanda,2007,0.025614055
Rwanda,2008,0.01095573
Rwanda,2009,0.021026304
Rwanda,2010,0.03637628
Rwanda,2011,0.077573184
Rwanda,2012,0.047984775
Rwanda,2013,0.023614782
Rwanda,2014,0.113627639
Saint Kitts and Nevis,2002,1.065325777
Saint Kitts and Nevis,2003,4.194718849
Saint Kitts and Nevis,2004,9.086966399
Saint Kitts and Nevis,2005,13.22778241
Saint Kitts and Nevis,2006,17.66252534
Saint Kitts and Nevis,2013,24.54282076
Saint Lucia,2003,0.865447622
Saint Lucia,2004,2.324727762
Saint Lucia,2005,4.231985345
Saint Lucia,2006,4.280141717
Saint Lucia,2007,6.510764095
Saint Lucia,2008,8.988965693
Saint Lucia,2009,10.60844749
Saint Lucia,2010,11.55092814
Saint Lucia,2011,11.90376581
Saint Lucia,2012,13.586001
Saint Lucia,2013,13.7156902
Saint Lucia,2014,15.35964444
Saint Vincent and the Grenadines,2001,0.07500764
Saint Vincent and the Grenadines,2002,1.004160888
Saint Vincent and the Grenadines,2003,1.057654149
Saint Vincent and the Grenadines,2004,1.215895065
Saint Vincent and the Grenadines,2005,3.353594056
Saint Vincent and the Grenadines,2006,5.158482389
Saint Vincent and the Grenadines,2007,7.310743271
Saint Vincent and the Grenadines,2008,8.578390956
Saint Vincent and the Grenadines,2009,10.53281952
Saint Vincent and the Grenadines,2010,11.43656921
Saint Vincent and the Grenadines,2011,12.11536527
Saint Vincent and the Grenadines,2012,12.44914193
Saint Vincent and the Grenadines,2013,13.35247273
Saint Vincent and the Grenadines,2014,14.91894561
Samoa,2004,0.017897692
Samoa,2005,0.036125561
Samoa,2006,0.054121818
Samoa,2007,0.071334504
Samoa,2012,0.573882015
San Marino,2003,2.090592334
San Marino,2004,3.67360874
San Marino,2005,4.097397145
San Marino,2006,4.912047793
San Marino,2007,5.26385094
San Marino,2008,16.0398049
San Marino,2009,17.74056942
San Marino,2010,19.41609151
San Marino,2011,21.05771708
San Marino,2012,31.68944219
San Marino,2013,32.53307047
Sao Tome and Principe,2006,0.078712391
Sao Tome and Principe,2007,0.188506029
Sao Tome and Principe,2009,0.255714616
Sao Tome and Principe,2010,0.328231254
Sao Tome and Principe,2011,0.402343089
Sao Tome and Principe,2012,0.41361418
Sao Tome and Principe,2013,0.506754131
Saudi Arabia,2001,0.067012598
Saudi Arabia,2002,0.159366113
Saudi Arabia,2003,0.201213592
Saudi Arabia,2004,0.288180437
Saudi Arabia,2005,0.274596258
Saudi Arabia,2006,0.85991073
Saudi Arabia,2007,2.404402842
Saudi Arabia,2008,3.975133767
Saudi Arabia,2009,5.365345126
Saudi Arabia,2010,6.279160979
Saudi Arabia,2011,6.928196256
Saudi Arabia,2012,8.913744079
Saudi Arabia,2013,10.17980587
Saudi Arabia,2014,10.36442725
Senegal,2002,0.011549511
Senegal,2003,0.022326249
Senegal,2004,0.069887873
Senegal,2005,0.159952784
Senegal,2006,0.249729667
Senegal,2007,0.320303093
Senegal,2008,0.386949986
Senegal,2009,0.466519481
Senegal,2010,0.607286293
Senegal,2011,0.695482928
Senegal,2012,0.696203219
Senegal,2013,0.755189171
Senegal,2014,0.710481063
Serbia,2005,0.407249048
Serbia,2006,1.49260027
Serbia,2007,4.026393004
Serbia,2008,5.695465551
Serbia,2009,7.411935683
Serbia,2010,10.86650128
Serbia,2011,12.4134366
Serbia,2012,13.71315027
Serbia,2013,15.23280802
Serbia,2014,15.56662123
Seychelles,2004,0.406992338
Seychelles,2005,1.088479115
Seychelles,2006,2.805804331
Seychelles,2007,3.918818857
Seychelles,2008,3.800805321
Seychelles,2009,5.027766431
Seychelles,2010,7.447811595
Seychelles,2011,10.252835
Seychelles,2012,11.45453167
Seychelles,2013,13.36844826
Seychelles,2014,12.67549782
Singapore,1998,0.267699129
Singapore,1999,0.78480102
Singapore,2000,1.761017654
Singapore,2001,3.753152897
Singapore,2002,6.527669218
Singapore,2003,9.803124308
Singapore,2004,12.46053801
Singapore,2005,14.5966989
Singapore,2006,17.07514233
Singapore,2007,19.56862385
Singapore,2008,22.092629
Singapore,2009,24.84735045
Singapore,2010,26.35180486
Singapore,2011,27.12154021
Singapore,2012,27.01732367
Singapore,2013,27.59557606
Singapore,2014,27.78632695
Slovakia,2002,0.075780734
Slovakia,2003,0.416914079
Slovakia,2004,1.46174943
Slovakia,2005,3.367121773
Slovakia,2006,5.643740055
Slovakia,2007,10.11269918
Slovakia,2008,11.16601181
Slovakia,2009,14.28663067
Slovakia,2010,16.13993132
Slovakia,2011,17.51936904
Slovakia,2012,19.19824921
Slovakia,2013,20.34889215
Slovakia,2014,21.84052742
Slovenia,2001,0.276419136
Slovenia,2002,2.850876091
Slovenia,2003,2.912168921
Slovenia,2004,5.769090003
Slovenia,2005,9.830784528
Slovenia,2006,13.92777432
Slovenia,2007,17.06190017
Slovenia,2008,20.9249829
Slovenia,2009,21.96553451
Slovenia,2010,22.90525121
Slovenia,2011,23.97592184
Slovenia,2012,24.63277131
Slovenia,2013,25.31910037
Slovenia,2014,26.55083465
Solomon Islands,2004,0.043684623
Solomon Islands,2005,0.095886266
Solomon Islands,2006,0.135206814
Solomon Islands,2007,0.20319091
Solomon Islands,2010,0.47906057
Solomon Islands,2011,0.451675381
Solomon Islands,2012,0.387919898
Solomon Islands,2013,0.335690651
Somalia,2012,0.392344034
Somalia,2013,0.571669054
South Africa,2002,0.005778583
South Africa,2003,0.043339922
South Africa,2004,0.126174938
South Africa,2005,0.342674412
South Africa,2006,0.685029417
South Africa,2007,0.762054093
South Africa,2010,1.444054491
South Africa,2013,3.060493447
South Africa,2014,3.211005186
South Korea,1998,0.030776583
South Korea,1999,0.607755179
South Korea,2000,8.417213659
South Korea,2001,16.92471047
South Korea,2002,22.42852
South Korea,2003,23.99243669
South Korea,2004,25.47244725
South Korea,2005,25.919439
South Korea,2006,29.69392105
South Korea,2007,30.92116605
South Korea,2008,32.32836279
South Korea,2009,33.94286624
South Korea,2010,35.48581435
South Korea,2011,36.64796736
South Korea,2012,37.24828904
South Korea,2013,38.03590701
South Korea,2014,38.77630457
South Sudan,2012,0.000156862
South Sudan,2013,0.000885256
South Sudan,2014,0.000851882
Spain,2000,0.189554715
Spain,2001,1.144843145
Spain,2002,3.017157
Spain,2003,5.050306713
Spain,2004,7.9639125
Spain,2005,11.60519889
Spain,2006,15.30278446
Spain,2007,18.0363781
Spain,2008,20.19291839
Spain,2009,21.42007308
Spain,2010,23.06605005
Spain,2011,24.00950447
Spain,2012,24.64903463
Spain,2013,26.10878739
Spain,2014,27.26797982
Sri Lanka,2001,0.001717697
Sri Lanka,2002,0.003073592
Sri Lanka,2003,0.017521308
Sri Lanka,2004,0.10360947
Sri Lanka,2005,0.105256347
Sri Lanka,2006,0.113693019
Sri Lanka,2007,0.311611044
Sri Lanka,2008,0.49833792
Sri Lanka,2009,0.823234513
Sri Lanka,2010,1.099852742
Sri Lanka,2011,1.715607517
Sri Lanka,2012,1.677876286
Sri Lanka,2013,1.994793644
Sri Lanka,2014,2.646679824
Sudan,2004,0.002114461
Sudan,2005,0.0033038
Sudan,2006,0.00524528
Sudan,2007,0.105266717
Sudan,2008,0.107750422
Sudan,2011,0.04784397
Sudan,2012,0.066645429
Sudan,2013,0.067713604
Sudan,2014,0.053664935
Suriname,2002,0.019579295
Suriname,2003,0.044365299
Suriname,2004,0.085124667
Suriname,2005,0.221611417
Suriname,2006,0.525746953
Suriname,2007,0.823810373
Suriname,2009,1.743458426
Suriname,2010,2.884600731
Suriname,2011,4.371782747
Suriname,2012,5.47535175
Suriname,2013,6.878666953
Suriname,2014,8.530587857
Swaziland,2008,0.066901863
Swaziland,2009,0.128144176
Swaziland,2011,0.661959363
Swaziland,2012,0.278557415
Swaziland,2013,0.336130688
Sweden,2000,2.806492669
Sweden,2001,6.604080534
Sweden,2002,9.426386431
Sweden,2003,12.24591954
Sweden,2004,15.69931776
Sweden,2005,27.928621
Sweden,2006,27.38271118
Sweden,2007,30.35539851
Sweden,2009,31.63264966
Sweden,2010,31.97017745
Sweden,2011,32.04011233
Sweden,2012,32.31072303
Sweden,2013,32.57301012
Sweden,2014,34.18676952
Switzerland,2000,0.78731927
Switzerland,2001,1.944233009
Switzerland,2002,6.286257108
Switzerland,2003,10.75408841
Switzerland,2004,16.71156362
Switzerland,2005,22.53077771
Switzerland,2006,27.40093879
Switzerland,2007,31.46964485
Switzerland,2008,33.40227742
Switzerland,2009,35.40334671
Switzerland,2010,37.20713045
Switzerland,2011,38.89147463
Switzerland,2012,40.16769702
Switzerland,2013,42.56208317
Switzerland,2014,45.96773482
Syria,2004,0.003394431
Syria,2005,0.014861812
Syria,2006,0.027748066
Syria,2007,0.035564799
Syria,2008,0.054334855
Syria,2009,0.164785794
Syria,2010,0.324237889
Syria,2011,0.55631068
Syria,2012,1.106247226
