Entity,Year,ghg_kg,ghg_1000kcal,ghg_100gprotein,ghg_100gfat,land_use_kg,land_use_1000kcal,land_use_100gprotein,land_use_100gfat,eutrophication_kg,eutrophication_1000kcal,eutrophication_100gprotein,eutrophication_100gfat,water_scarcity_kg,water_scarcity_1000kcal,water_scarcity_100gprotein,water_scarcity_100gfat,water_kg,water_1000kcal,water_100gprotein,water_100gfat,biodiversity_kg,biodiversity_1000kcal,biodiversity_100gprotein,biodiversity_100gfat
Bacon,2022,19.314209012302378,6.81860721620053,9.157924743550419,11.273880743846707,42.33222878321777,14.792840973233849,18.106126648094083,23.911078295616335,87.74693880857234,31.268546689940717,45.93934604737554,52.879308118034515,56859.519503844305,20370.427341332233,31351.377962734197,34730.648296290135,1649.7112903475854,588.2346114157523,912.0397239558192,991.9456369598487,461.2278506816403,163.6028373484704,214.70385993994063,274.5376736157261
Bagels,2022,0.8028126,0.3293892767769244,0.9596244074150668,3.741236266825296,2.26294722,0.9242060454469971,2.6635441790045187,10.173081122738461,6.05480783,2.468772936258444,7.160006859119954,26.747336047006492,7919.100246,3253.0223600612885,9362.186299456978,37483.71393215819,291.3505735,120.22650744232884,354.223717750508,1423.3212108903042,36.6227914,14.9061341025297,43.11985803767363,158.74255881242877
Baguette,2022,0.9956444215686275,0.38040424683808777,2.4432785908571137,3.9378584881810177,2.1990874039215687,0.8315524117905942,5.6523236657867155,9.670922260451253,8.172196696078432,3.0831672723994603,23.209576671419665,28.098339202689115,9360.781796862744,3635.078527383407,21363.78370694042,42659.39999345038,345.30773029215686,134.67566657383696,811.842475463909,1419.1463020693052,42.102799403921566,15.545194596698256,122.44202438742144,138.57602123015096
Banana loaf,2022,1.8687873555555556,0.5566496529248531,4.6599296060103415,3.817582213395491,3.2725560444444444,1.0779049462569963,9.07980071225157,10.47580238113161,9.283215377777779,2.809070568453197,22.99371852951054,17.91301029804511,8368.774116666667,2299.5870428021462,18276.506397582165,5774.5206290607675,444.2256801111111,126.62031790407491,1010.1311981761867,463.08992783864386,236.77824066666665,79.0600662362377,690.1695842036934,900.9782641625413
Bananas,2022,0.8733495729166667,0.8758025795677759,7.7218685973831915,20.469220264989364,2.63982366875,2.717876609739356,22.821229231819594,64.90734150770925,3.4599889875,3.5152596885243974,30.18939327372768,83.5741961297098,331.91074433333335,397.917449540718,2751.259382471415,7773.015104376573,52.050779345833334,55.22902073007895,445.58586896982905,1266.9499883942847,239.59559183333337,245.0715737455079,2076.873687815786,5890.950805690485
Beans,2022,1.3733080129032258,0.8009634313043442,0.8869160533334794,10.30701385553909,17.068111412903228,8.869722831454636,10.424482030611028,130.7831783934509,10.768394025806451,7.608524294409762,7.686932909029672,77.59741620047846,0.6938741096774194,0.6384033075208811,0.5820876984697997,4.8122456995785035,0.08371493548387096,0.0770224613294071,0.07022806225724508,0.5805906765877316,392.319445316129,164.84299471068115,218.0303543001546,3099.338565064498
Beef burger,2022,53.97637075589627,21.905134246777678,28.806285722583695,32.719983306890505,135.34711651402569,54.56087394680077,71.22513152856868,83.27582524028611,553.3784039139914,228.5343311427833,303.96067133459894,325.6923945195817,74017.89145289209,30482.176941396014,40713.38596257214,43531.76767585817,3492.0811416001734,1441.4197508907553,1923.545976038795,2053.121732836527,1815.1688496407328,740.7209449221147,978.0776560845565,1089.9143310167813
Beef curry,2022,17.36872478560908,10.618865930124366,22.80787441991287,17.35937380754492,35.401983177499034,21.610467309346134,46.424823796869205,35.179162615710716,252.92385493801277,154.36132445326683,331.647593987296,251.10744165703002,40380.566976034235,24767.855813148715,53135.79041913009,40984.164359980045,1800.8988631225166,1103.520935415753,2364.176686758203,1822.597349667098,665.4424127649564,405.9614149945658,872.164288589142,659.9605166255543
Beef meatballs,2022,70.78747415036258,31.33869128388766,35.62042805061039,52.66181155443191,214.9953975422251,94.46301214419434,106.47239658483552,157.2802365759995,355.43232820236244,165.37377782359673,191.2107078032773,295.4870056359139,51943.57774983061,23894.358732566776,28481.77177854119,42206.90462760834,2227.9892438702245,1036.4477844960168,1224.9406454132725,1852.2095494436878,1966.574378478233,880.4862123731132,1000.6188838846224,1503.2663389817321
Beef mince,2022,95.0345722731625,47.33659810443529,53.11102612298259,80.58170719338665,295.25354433350543,147.16678126004166,162.9558672185664,250.17442723538267,428.6949991828496,213.1046418452911,259.07308655820435,368.2241143027833,56773.19692243626,28257.661411509336,34461.75685365737,48887.08367976548,2493.946114362598,1239.7288036559282,1525.3502833507594,2146.7305325726074,2594.2117713832954,1292.8874467052888,1471.263992974165,2209.8040962232294
Beef noodles,2022,2.290114275,1.5101108935837975,5.581412401100866,8.829625530463831,4.0816445,2.610892944819063,9.421015672571604,15.730561894102408,14.948793250000001,8.609661913709834,32.885392774370054,46.36279946597752,12893.176954999999,9531.587650241514,30865.32419303993,68199.51453507459,363.200418,259.9858064124293,856.2588013607514,1821.1845626345755,88.5674305,50.92895221274413,212.42183566923686,222.99188861392327
Beef steak,2022,129.74771482600087,68.09595353536972,64.19039099780281,146.1078698644868,427.33112598330507,223.6901353947563,211.3812045454091,478.80371708892824,360.72879492925955,195.5239466122894,178.963844312358,429.9004092448421,48932.71274894278,26479.39371147691,24263.675429156494,58382.973594971394,1954.3529841239406,1066.1735938545278,969.81176473693,2360.4809465054877,3312.2547295101954,1745.6092507192259,1639.8139112200986,3754.2175866707253
Beer,2022,0.6862832217391304,0.6064715790097619,1.5092458152693875,4.455619950275918,0.827887302173913,0.7663289670192425,2.0697131048989963,4.62517315504598,2.821157540217391,2.657605146154408,7.8304094094612005,20.60988284779712,2643.6401333565213,2433.325303661161,8044.444293482481,19911.113553148058,122.41636800217393,117.13307481985584,352.0210258809246,942.63142494373,20.20919089673913,21.09843533479069,53.76677436023793,94.5094078881134
Beetroot,2022,2.6582406426355467,8.469677269729214,17.312857410299888,70.77283563937564,4.093929838632002,12.63204254540458,26.95975460472927,108.99289384583899,8.856975535143322,19.5354440839091,55.95189852997725,250.41271386785482,292.20701918526606,1107.943326706257,1970.6936937383862,7588.115919181663,11.212597088011481,38.91831006430889,77.40873729511111,293.0403108298826,29.68230054238537,117.43041425016668,197.54844773125404,752.6284280088908
Biscuits,2022,3.989250537349398,1.127221384278314,7.426507901843628,5.5310224713652305,7.879322971084337,2.1670784648248107,12.445658161594498,9.838744961606443,14.221803943373493,4.149789247814427,31.215946238595205,24.32589162840644,8143.742320843374,2464.747076483306,19577.01598118412,16270.988989597814,481.1757315903614,146.24950253487924,1245.0707133673814,952.2273162008152,637.941768139759,179.16200621561333,1026.1614982904248,849.354376324094
Blue cheese,2022,20.10575330625,6.113388551472669,14.046816705106599,7.243053521102259,23.8921457,7.249884407899293,16.39538959417536,8.581762034751627,67.501392575,20.566972363518513,46.87663647758162,24.404179167114524,39276.251266875,11967.245680361644,27258.697872390843,14189.09226796639,1895.34902125,576.4326347444373,1307.558917746777,682.6627801829186,1346.02519118125,406.5634841585721,903.8613194867003,479.95399108681846
Brazil nuts,2022,2.513051435714286,0.3771208666766037,1.6930131757387352,0.38064139590384444,12.810535014285714,1.9210967061669777,8.667032013578527,1.9342318330597852,19.62164854285714,2.9412058898000115,13.307774827770913,2.9568526285757963,145555.7416642857,21763.596883114555,100169.45168187076,21685.659737419253,3270.798559285714,489.50818622902193,2239.1018813554865,489.3536221363184,271.9281091428571,40.760127331185245,184.46161760772122,40.97307336227978
Bread,2022,0.8787608464606183,0.40706247180859173,1.437228787911022,3.5813928280448435,2.2412011,0.943430830624366,2.858783696086257,8.361917507108226,6.022548687936191,2.56355124045379,8.810068764071026,20.63159725370242,7726.0167181633105,3292.2233054993,10956.289196538408,29734.788217229987,241.91359511754735,103.08470461610804,376.1614743383913,871.0520882068431,35.43349095682951,14.827186543916923,47.9137137709635,114.69125596762251
Breakfast cereal,2022,1.4934272760956175,0.42017412618302347,1.7628456844261522,8.781947927162847,2.895190374501992,0.8234222256098253,3.19354566847624,15.189283932444543,9.509492901992031,2.6749884158118755,11.127420667312565,52.67987597559932,12400.22195037968,3468.999379977918,14566.474305351692,71238.09758235441,502.1027319211156,139.34603377916073,611.3865303490352,2945.777397417177,42.64860487450199,12.014574363077935,46.61314148552602,186.9278405029913
Brie,2022,19.139581434146343,5.702704380795167,10.609649058019421,6.686894434987665,22.454388370731706,6.681748455133613,12.449595302754817,7.8277180334152705,64.27110320243902,19.137158372084194,35.61270188908049,22.43541228304983,36540.89867902439,10868.767498386309,20283.50397613065,12730.735372635054,1765.5485732682928,525.0151141969678,979.1953352081265,614.8744023666607,1232.3866774390244,366.30988422345064,683.4346118968965,428.6840095800599
Broccoli,2022,0.8974015212121212,2.690971954149257,3.026363568919057,20.262075762728532,1.003502265151515,3.074312466734377,3.371838615885292,22.210698636324302,5.100618483333333,14.90245751645985,17.28360880725967,117.9252309034268,15385.286315757576,49658.75533239342,51180.453473421105,322882.7575039098,224.90420093939395,704.7861236514711,752.445954206452,4867.392997168335,10.560742572727273,34.031177780624496,35.152258177039165,222.06242854215836
Butter,2022,3.3245031830065357,1.1653931435124731,47.81615088092286,1.414657421406274,3.6197967470588237,1.250473726187288,53.342141536243105,1.5006282779148874,10.512020058823527,3.650213005969443,153.59199167101676,4.416498843111345,6142.515251764706,2150.2589413596306,89685.64584074289,2575.1943910478726,271.5578883601307,96.55754973533423,3912.354948268367,116.93215540484712,167.9828210124183,57.610391812996916,2466.825366826105,69.04693148782772
Cabbage,2022,0.8902840710144927,3.048956288035074,4.765884009022171,23.659663201163546,0.8027023246376812,2.749644368945772,4.301834424587334,21.318725928274738,6.198975268115942,21.22937367121362,33.154082911982115,164.9800351743226,4601.958170434783,15761.801901380737,24582.037273715316,122417.56637784453,131.3118252753623,449.60660320989746,703.1527710433965,3485.9391297140787,3.3601775739130435,11.509914608773723,17.965350116546148,89.28549779006468
Caesar salad,2022,2.0791893426509587,1.4961306001697585,6.448219922964002,1.8906696043266673,2.7510760230856173,2.007637198545878,8.636540231325258,2.538198310488314,7.299736039928152,5.2293460422519695,22.080215892906978,6.612197366347648,10911.911533060991,8148.632359649248,35263.018582457145,10311.129908576715,305.7663358366555,222.98348219497154,953.0667008255035,281.74812766550724,88.8596891107501,65.02641074120946,283.1417167177949,82.20437056466477
Camembert,2022,16.2814304627907,5.171893305925411,10.084931471686225,6.73105429390704,19.044357379069766,5.992492098647476,11.663422511733591,7.744434961391381,55.35831801627907,17.487448696676154,34.026773147924146,22.672184376567305,31867.99088069767,10104.699539959222,19583.286714864014,13079.800761944827,1529.7198416744186,483.9803147359843,941.7514327057763,625.2490264543983,1035.3337042581395,322.4237230317785,627.4041555316634,412.96482213973536
Carrot cake,2022,2.0107220066666667,0.6438837663264853,4.554509085099754,1.421485177502493,2.7843686,0.8607057502560945,6.360088996294176,1.8869429050269437,9.993259126666667,3.0467310507062146,23.256712821174577,6.698021721635146,9749.652841333334,2857.9749360695014,23070.802400404937,6252.271584173291,516.9922559333334,151.3920565325341,1234.984851506547,332.0195941325021,92.21142044000001,30.386025258151445,203.94140577838354,67.07570416514558
Carrots,2022,0.935163376,2.3336180710159606,11.999533704336182,22.46293780312442,1.601823487,4.012169393136002,20.92524076552972,38.89494467738508,5.891146026,14.667591436335538,76.5185140540192,142.4493763991478,771.3227740399999,2399.7238370029804,3773.6579334639955,11866.37210829132,14.929848171,42.84397550921489,102.82635708979089,265.5807469057641,2.833339492,7.53626017061889,31.6391343507117,63.53023510106044
Cashew nuts,2022,2.087644250617284,0.3733291135733053,1.1962007268002384,0.6246074479527193,11.720881622222223,2.0528331609869155,6.789955119247053,2.730990573410223,19.293233460493827,3.387345740016963,11.318479083008294,4.724063309936687,163311.31540802467,28334.141077023767,102121.61172248278,34781.02580027605,3504.3436417283947,610.5471307440921,2147.024718236173,781.4405154636482,259.75648138271606,45.2331466258844,152.27172013936527,56.305850880617115
Cauliflower,2022,0.8917262454545455,2.5954924768123444,3.564387656850859,20.874903383818154,0.788343706060606,2.2795007181621267,3.131152530959712,18.522316478107733,5.936602212121212,17.275053616583424,23.424405001093014,143.54536958556415,5347.111227272727,15631.520986921094,22094.300108751275,115391.3879648202,136.93994,400.1072082635629,553.5520004919857,3136.7550585127865,3.7365908060606063,10.608323487081554,15.125998238455093,80.86212061725622
Cereal bars,2022,2.8533841636861315,0.7294720490024574,4.124268333648237,2.1248401227110056,5.560588325729928,1.3694840667446166,7.421705583393557,3.667010685764886,13.805816670985402,3.4532813105271587,19.646895462015152,9.777549077842034,27611.289422481754,6389.844902253525,27637.967495650606,14292.053451388721,843.372939739051,200.0664715360014,969.4123218375457,505.6793036741805,337.8495773731752,85.40177818410328,494.67379280126966,221.07489643730437
Cheddar cheese,2022,20.749044536746986,5.406193335076911,8.721144037104237,6.6932391533076,24.451037122891567,6.353025569040147,11.78391503166754,7.830015909519927,70.27357376686749,18.26215644398347,30.377834075107685,22.532187292511637,40220.710785301206,10459.213056326882,17879.871274501547,12913.812436102857,1939.9132574939758,503.84256726070663,858.1629353981517,621.0021863025793,1337.911150614458,346.3850774806562,583.1030219793652,425.36490252553216
Cheesecake,2022,2.3693018444444442,0.6994294790405281,5.2274033664021164,1.173479847877733,2.5869831999999997,0.7646345222459421,5.731916878306879,1.28229738978115,10.019227033333333,2.9681343021286772,22.37266620039683,4.973430943032155,9076.589122222224,2682.3770378726117,20100.769884259258,4498.604665730615,460.784719,136.6615651219526,1032.9480407738097,228.89501675288204,94.59679886666666,27.977684376379443,210.05050593253972,46.90788135234999
Cherry tomatoes,2022,2.26636,12.173430351437077,31.034528222854984,81.39739821110824,0.930353076923077,4.845475020747502,12.59377632138857,32.925504979161936,6.075514615384615,32.549354584984066,83.07805734922808,218.25718893471705,7488.009862307694,29391.25172435902,92308.44478163424,232350.63728804968,318.56528153846165,1599.887343807783,4255.945676208774,11077.04486658715,7.743123076923075,34.395440350342895,99.15351990536969,254.513194811401
Chia seeds,2022,1.2205535,0.34137155147338505,0.6259248717948718,0.4588546992481203,3.4277066,0.9586810574362875,1.7577982564102563,1.2886115037593981,5.994779433333334,1.6766550224121597,3.074245863247863,2.253676478696742,7534.34843,2107.2506964177837,3863.768425641026,2832.461815789474,210.90354533333334,58.986738788326285,108.15566427350427,79.28704711779447,104.987747,29.363587977983133,53.83987025641026,39.46907781954887
Chicken breast,2022,9.272323308164042,5.830486358892779,4.518433533857139,27.71628968736352,9.220958918499807,5.796038812253908,4.4937103817580715,27.51873676972889,37.36047302660441,23.49228853342006,18.205800819998746,111.6232756593561,13741.15923364835,8604.895943553036,6694.6260793661395,40700.25142603038,563.9170655206422,353.01538874603335,274.17101242000916,1657.5676622529852,231.86592542857792,145.43136443034697,112.770992412882,685.6313669762161
Chicken burger,2022,5.434486845554163,2.329614781812185,3.661769616806226,4.582127948107725,6.053407499572316,2.560246276939894,4.219892702001384,5.09069129369643,22.52574303071907,9.611961763660208,15.362177992088997,18.973671919275173,9788.142590023816,4050.582589668936,7188.043341324262,8177.082840985851,379.126194083144,157.41709659753727,276.8002661036689,316.170463081655,146.26856701081064,61.90498918966646,101.81640183475646,122.93247752603212
Chicken curry,2022,3.6165459862087963,2.6634853762254584,4.886865520346877,7.492870606544343,3.9776682906010166,2.9400736573061104,5.434151755839326,8.50443240636471,17.291542631529442,12.755645805850845,23.602278072628483,37.14049615671123,11147.176674665792,8064.66306698713,15602.012607090348,25467.80900097365,436.1916329416942,316.9403103057694,609.8383282109838,1001.4315238654309,94.06471328683496,69.81458670296357,128.02685082468705,200.3821679276486
Chicken noodles,2022,2.383995704574977,1.9509335254464526,5.473897768243708,11.462512199443728,3.3128930338534426,2.8013678271446034,7.717002753890169,15.845423007394398,11.324383145388806,9.54764904563802,26.32020375000398,60.106340118754495,11734.065707382006,10243.176211111057,28672.15680120555,77703.80856272411,413.2280333568973,352.268035829455,1016.442238544128,2932.776544765971,73.53329072388131,57.720686071592155,171.76125719212988,301.6426979406141
Chicken pasta,2022,2.946764556691817,1.900545719442844,4.192450586636029,6.75355452295657,3.575445120352258,2.3060308638444016,5.196159859611761,8.192570809584824,12.371862595624613,7.959200140391826,17.705496217030753,28.239968213696343,10478.902281829205,6856.732821559477,16280.17478057746,25795.544291567945,309.9990519096519,202.5102641094257,466.6263902830999,755.2238778342719,86.28702792037768,55.86160977963813,123.51250767575625,187.03232678507518
Chicken sausages,2022,8.164302485896087,4.0201546587185675,5.4008811512111246,6.917650302634831,8.330555240951941,4.0744704082958565,5.523112878095601,6.9766562839574595,34.34878473681311,16.71047202631078,22.78661243541658,28.607038648835243,11978.280659897118,5656.342491749182,7956.567821286946,9736.634986948493,483.11358608255597,233.9368951055446,318.77685971427286,407.78647263041785,202.46551339382336,99.7089121853786,134.01072097050394,171.475172496827
Chicken thighs,2022,9.98188130190233,5.095226685425632,5.344500901539099,7.672648371449601,9.851753858004281,5.02346705210131,5.270619724408403,7.568748982435268,39.868212807611265,20.3270750706408,21.319942771513524,30.629364016957794,14026.462965891438,7180.760486243421,7525.07240398093,10792.519547952323,577.2318275568115,294.4683031323756,308.2576931360961,443.2593375346218,243.8842135924607,124.36948805294074,130.488933074242,187.37224198612824
Chicken wings,2022,9.583456219515725,4.650310689715051,5.105153328179597,6.969776841112894,9.506969856553159,4.613540501633127,5.06385996130708,6.938754983769294,39.0156261054794,18.93583153410804,20.781872303879283,28.53812899456049,15450.919568777052,7500.730315978383,8188.66195595362,11428.463869551519,631.833950726057,306.878959323947,335.46207441765415,470.11703084748797,235.57610840625978,114.31531120805582,125.60554284171326,171.639263605101
Chickpeas,2022,1.3443528666666666,0.594860302173495,0.9636010316096902,5.1334097798562395,15.565608055555556,5.913544399366399,9.259367581935134,46.305731385344224,9.684822133333332,4.907358390397103,7.933875909510378,49.47773350409614,9747.767148888888,5616.60146912132,8600.363963975036,89102.6407824105,161.38535833333336,98.91087092411951,161.72276649442816,1299.1365920809083,391.9651221777778,134.05787992540957,205.81895288817003,906.0135352946636
Chilli con carne,2022,13.54080492,7.844402601403483,17.688434286739064,13.00545849037695,28.30468467,16.3987914362589,36.97519187697691,27.188393282377366,189.0300262,109.51788526241786,246.93358095047492,181.57866076160943,27501.470049999996,15930.919911440777,35924.09432529057,26413.177049971564,1255.103151,727.0945555326957,1639.516161288495,1205.521106612395,703.0622407000001,407.31878530609015,918.4240447063306,675.3056100400042
Chocolate biscuits,2022,5.083679001818182,1.2174627505782805,10.344353413498663,4.413773874796557,13.565422218484848,3.0126194473613856,18.13228033635741,8.399433966821643,16.129481400909093,3.5861140850102937,33.29236453831712,9.938240667988488,8165.851644251515,1862.2891888070073,18969.19121170685,5601.345875402165,524.2583563018181,117.41256586555002,1231.6297464249783,325.64559980989515,1069.262621170606,227.0822729575439,1739.3762701173464,534.1322265296976
Chocolate cake,2022,3.9521178780487807,0.9775200806317556,8.993387408316826,2.1153639997033444,10.330807592682927,2.6524752095780113,17.389616401689064,6.996937429743139,13.71324611707317,3.387130733709497,31.06955837979559,7.38524510894593,8974.30203804878,2203.6082277947057,20702.771798713176,4777.160975699912,523.0234054121951,128.1385057440564,1231.1509728828603,274.9655045895113,772.9466611219511,193.35542299657766,1616.4833390434349,446.97591926294047
Chocolate cereals,2022,2.8776255585585586,0.9363359859588566,3.623837567776119,5.371016772607815,7.379762667567568,2.104914788336181,6.580002379886513,9.968182838463404,13.323705987387386,4.012918810165694,16.704433246718484,23.752745152302758,30695.354600144143,7256.624994671771,30207.710343406517,29627.56617381945,899.7228275630631,231.92162166718757,1017.1100156380546,1257.4840254543165,416.4275242054054,121.28992080977595,428.4619003549623,646.0971698838522
Chocolate cheesecake,2022,4.900423833333333,1.1986274484311998,10.409508432854624,1.922301697455842,6.511175266666667,1.5926345348459956,13.83079458100277,2.554225922459893,14.9477962,3.65559833437228,31.75944683396321,5.861787894587586,7357.200605555556,1801.143915929995,15608.346165028974,2891.0177473937233,483.7444498888888,118.24443245676639,1028.541050244394,189.51638615567435,802.4572478888889,196.20517734547417,1705.4947802418744,314.5531923094582
Chocolate spread,2022,5.372300393750001,1.0526303750452883,11.484528231177729,2.3375773663808306,9.384214210714285,1.8203832505910014,18.563998510396228,3.7756466947648892,22.957090943749996,4.495631457847476,47.2088679099265,9.535229765839707,42638.17254714286,7685.7836079759945,45000.686004624775,11074.892278077392,1215.291286044643,228.0066183677779,1837.0219702775607,417.69066340411,970.6083327946429,190.75952545236285,2058.127263361597,424.68520783462463
Cider,2022,1.0816328666666666,1.9411761204320113,22.144875612458335,45.2987460892325,0.9052926666666667,1.7846440603166465,22.136327758037737,42.771433950097354,3.1870563571428567,5.1724085548365215,94.37155181218783,174.5841773094043,12617.803884285715,31025.677112087167,147436.81066313936,362155.0632425322,242.7138398095238,462.3508771061414,6203.680308261431,11852.779123166218,18.940444861904762,35.71638723462339,488.2216027313383,943.5837428069008
Coconut milk,2022,3.319989781818182,12.84869178548552,257.2938573776371,28.26873119101205,0.5452690261363636,2.216620935050418,32.73874939029536,4.415864478464016,2.1156408420454547,7.970788189069598,115.7616882763713,16.20945460746635,14423.40927715909,55484.54148685783,1075035.0748154006,120974.34171593754,217.22635669204547,820.3220676452464,13835.709486962023,1734.2877513842193,11.464372331818183,46.26581870958605,676.6070556888185,92.11031989042313
Coconut oil,2022,0.5287412809523809,0.33900652221530414,9.821965839913801,4.106947043682291,0.7344970952380951,0.42718744321668434,14.175495540723231,4.570064819075361,6.505340823809524,4.596931731792523,112.05623783123045,61.345661709699975,6763.57605952381,4759.137627020883,118453.52807185652,62971.2150089282,345.98976047619044,252.447704561703,5913.523194333089,3461.5588863284693,17.98896105714286,12.05408519920942,320.4104226742291,152.70343987170864
Cod,2022,10.904109307377048,8.560718955175789,7.087446235181639,74.48578126055594,5.267857300819672,3.9747253682888335,3.5189764622738506,32.13908423692163,52.70093528852459,40.97479224860779,34.43376082220334,353.2227754755641,32541.33183688525,25406.29379721096,21238.96840308753,217929.32419180547,3177.8124941803276,2504.3133202954104,2064.675262632411,21836.049641692443,119.72565469999999,89.17627282791709,80.30893421804132,705.8262796591246
Cod fish fingers,2022,9.313181566197184,4.70109009673463,6.94960278522001,11.20545277342779,5.416457632394366,2.7060164484471048,4.075832812426894,6.432550815387063,45.618895073239436,22.984572144761476,34.121094289110864,54.7427212453061,27708.404097183102,14000.199356173824,20642.02215109966,33386.03566833764,2659.0960298591554,1348.0812499859637,1976.7482077225116,3213.5383041928717,116.3097758140845,58.35477907167592,87.6586278498415,137.14636493344804
Cod fishcakes,2022,7.815675108333333,5.021886332451263,6.541612219598149,12.267605462414807,3.808557858333333,2.383747887701245,3.272294071448461,5.796481513961145,37.392831224999995,24.10185243012941,31.21588684726343,59.03519188854369,25225.575683333333,16087.206143790514,21364.77874620074,39339.05295078472,2213.3982791666667,1426.0275295363465,1850.4714982631508,3473.968562403605,84.70076410833335,52.85271071400726,72.77036346465661,128.00520999916455
Coffee beans,2022,16.824608285840707,147.12653523566297,80.78679566632925,484.2410624840441,19.39196396017699,96.0665264311259,55.552770961310294,326.3770235301285,65.44088258141592,559.6079770830737,307.7121721984059,1843.9317705466533,229.09858632743362,2081.1102210934437,1139.801140861241,6838.625176309196,16.213425538938054,147.23712151735901,80.64149150078389,483.8357666814904,2401.33578680531,19686.626091049624,10861.381966188112,64967.34603226691
