Entity,Year,Coal (%),Solar (%),Crude oil (%),Natural gas (%),Traditional biofuels (%),Other renewables (%),Hydropower (%),Nuclear (%),Wind (%)
World,1800,1.719903072,0,0,0,98.28009693,0,0,0,0
World,1810,2.143524511,0,0,0,97.85647549,0,0,0,0
World,1820,2.439026294,0,0,0,97.56097371,0,0,0,0
World,1830,3.966600125,0,0,0,96.03339988,0,0,0,0
World,1840,4.870627756,0,0,0,95.12937224,0,0,0,0
World,1850,7.308383316,0,0,0,92.69161668,0,0,0,0
World,1860,13.25469345,0,0,0,86.74530655,0,0,0,0
World,1870,19.10767482,0,0.064662182,0,80.827663,0,0,0,0
World,1880,26.69975296,0,0.350160695,0,72.95008634,0,0,0,0
World,1890,36.17411248,0,0.833985302,0.312744488,62.54884763,0,0.130310099,0,0
World,1900,47.33702561,0,1.492195279,0.52800756,50.50503056,0,0.137740992,0,0
World,1910,55.42513385,0,2.543579634,0.907150779,40.91068866,0,0.213447071,0,0
World,1920,54.73946351,0,4.948200091,1.298902524,38.65778228,0,0.355651597,0,0
World,1930,51.04328639,0,8.850303703,3.038790987,36.40944813,0,0.658170793,0,0
World,1940,51.43034646,0,11.7755888,3.884094734,32.05916898,0,0.850801023,0,0
World,1950,45.05462777,0,19.46375808,7.47765808,26.81229836,0,1.191657705,0,0
World,1960,38.04408055,0,27.34054718,11.01834317,21.89979499,0,1.697234112,0,0
World,1965,31.89627343,0,35.65371165,12.45357853,18.09366969,0.035516549,1.816327177,0.050922976,0
World,1966,30.87058731,0,36.74948949,12.98878208,17.42408235,0.037437083,1.864266031,0.065355663,0
World,1967,29.42108356,0,38.13317499,13.50583949,16.97808098,0.036588883,1.847597166,0.077634932,0
World,1968,28.40104927,0,39.37072427,14.00931529,16.24507323,0.038512087,1.843880549,0.091445309,0
World,1969,27.67748322,0,40.35819782,14.53387898,15.44149755,0.038257589,1.846332892,0.104351957,0
World,1970,26.64258855,0,41.60613449,15.01018555,14.74482565,0.04011265,1.833743387,0.122409722,0
World,1971,25.57700318,0,42.55093213,15.5078633,14.31527875,0.042016595,1.841118299,0.165787734,0
World,1972,24.71815462,0,43.78384196,15.63952958,13.75918486,0.043031851,1.838920763,0.217336359,0
World,1973,24.22389377,0,44.9234449,15.58995803,13.16902785,0.043977571,1.771925783,0.277772091,0
World,1974,24.22348898,0,44.23431598,15.95827278,13.23331699,0.046506684,1.943388196,0.360710382,0
World,1975,24.62669027,0,43.66728792,15.92133077,13.2726771,0.047095988,1.967293162,0.497624795,0
World,1976,24.33854525,0,44.3639229,16.0849265,12.7289496,0.050088967,1.86914503,0.564421752,0
World,1977,24.32508175,0,44.53076334,16.12729454,12.4270878,0.051279262,1.861612232,0.676881066,0
World,1978,23.94974111,0,44.7492001,16.3609936,12.1692834,0.052889515,1.955567668,0.762324593,0
World,1979,24.31537901,0,44.13317444,16.86585684,11.87493809,0.055140065,1.991597657,0.763913886,0
World,1980,25.11003955,0,42.74753426,17.1421014,12.03941326,0.05945708,2.045026105,0.856428346,0
World,1981,25.63682996,0,41.49265659,17.450881,12.25051659,0.064434585,2.091348198,1.013333081,0
World,1982,26.07095424,0,40.4493768,17.64529232,12.45130874,0.07482101,2.190702204,1.117544682,0
World,1983,26.54631418,0,39.72435077,17.71277969,12.43128605,0.081924206,2.263485714,1.239859386,0
World,1984,26.63340109,0,39.08190982,18.42815532,12.07951554,0.088026369,2.247943017,1.441048851,0
World,1985,27.15090901,0,38.37923477,18.4703871,11.97154875,0.088350258,2.248257953,1.691239222,0.00
World,1986,26.94071582,0,38.79002003,18.29401359,11.86736366,0.095338352,2.235560717,1.776833162,0.000154663
World,1987,27.15656084,0,38.37447178,18.67221107,11.62656988,0.098973737,2.197269472,1.873732216,0.000211006
World,1988,27.06060692,0,38.39693775,18.90118091,11.37134675,0.098543693,2.194025719,1.977011677,0.000346572
World,1989,26.81406966,0,38.2883864,19.38134789,11.27296851,0.106667755,2.13935973,1.994483204,0.002716851
World,1990,26.24950463,0,38.32626269,19.79095674,11.28462671,0.118281555,2.194793047,2.031885434,0.003689197
World,1991,25.82290709,0.000510391,38.14945672,20.18902458,11.35776574,0.12265429,2.23575054,2.117802125,0.004128513
World,1992,25.52640511,0.000469491,38.49430401,20.11442451,11.39720859,0.130588338,2.215634237,2.116223665,0.004742054
World,1993,25.52567792,0.000555536,38.09697251,20.23130904,11.48588195,0.134416055,2.339203554,2.180298168,0.005685265
World,1994,25.34011723,0.00059098,38.43104551,20.09644392,11.47079138,0.137683946,2.32396164,2.192350305,0.007015095
World,1995,25.04239114,0.000620424,38.29318776,20.44777644,11.40904142,0.14094981,2.409557928,2.248476795,0.007998279
World,1996,24.97890771,0.000664388,38.13318964,20.85957375,11.23336256,0.141009753,2.377173258,2.267447999,0.00867094
World,1997,24.7258624,0.000704676,38.69072467,20.56510688,11.23713958,0.14989601,2.393109878,2.226263897,0.011192019
World,1998,24.39471084,0.000814913,38.66644048,20.81596232,11.30225214,0.155944139,2.398157838,2.250984385,0.01473294
World,1999,24.11575723,0.000879167,38.69594981,21.03428556,11.30022652,0.161243847,2.374309722,2.298036316,0.019311835
World,2000,24.3772085,0.001047834,38.28504945,21.36692029,11.11938808,0.164809082,2.361716614,2.295910496,0.027949662
World,2001,24.51447743,0.001288573,38.21922761,21.44791386,11.002491,0.168133842,2.276783834,2.335892125,0.033791719
World,2002,24.96664085,0.001580007,37.78782417,21.66338504,10.75916162,0.177478401,2.272483038,2.32629479,0.045152075
World,2003,26.24492949,0.001942273,37.35775376,21.48682002,10.27990239,0.18110775,2.192468196,2.202614816,0.052461299
World,2004,26.93364858,0.002444505,37.21505634,21.40856995,9.73090874,0.187554448,2.247299091,2.206403757,0.068114591
World,2005,28.02139294,0.003296891,36.55279221,21.3635154,9.368780407,0.197359756,2.26386015,2.148250772,0.080751475
World,2006,28.70798113,0.004397927,36.07956037,21.42721614,9.065293412,0.205419034,2.290532986,2.119174042,0.100424962
World,2007,29.42979485,0.005765794,35.53498044,21.68549802,8.731790408,0.215751815,2.257823043,2.013464417,0.125131217
World,2008,29.57418443,0.009241171,35.04996985,22.0258912,8.592587912,0.228359766,2.370718638,1.988822008,0.160225025
World,2009,29.62393507,0.015586715,35.04353556,21.78319621,8.680960633,0.249930053,2.404301849,1.99465146,0.203902448
World,2010,29.68372529,0.023947517,34.65096437,22.48193189,8.258703977,0.267609151,2.432239464,1.959088096,0.241790247
World,2011,30.43082509,0.045153539,34.24345921,22.44140693,7.999704916,0.275202667,2.425678999,1.836120397,0.30244826
World,2012,30.20382946,0.069076721,34.2667958,22.77149493,7.830740688,0.294554819,2.512762032,1.692228681,0.358516864
World,2013,30.3255386,0.093799958,34.20139576,22.74428041,7.643335427,0.313005026,2.562119741,1.680917649,0.435607428
World,2014,30.12992841,0.132596891,34.28424314,22.79816042,7.526347673,0.338341544,2.607998879,1.704504938,0.477878102
World,2015,29.23211215,0.173579955,34.75077962,23.19369244,7.417781302,0.359307016,2.597905747,1.719514306,0.555327465
World,2016,28.47941818,0.216848841,35.02132607,23.61664547,7.270446072,0.368032191,2.666861804,1.726446207,0.633975166
World,2017,28.25414119,0.288171132,34.99595973,23.89648584,7.093507899,0.381632579,2.643218117,1.715908543,0.730974969
