Entity,Year,"Health Expenditure, Total (World Bank (WDI) (2016))","World Health Expenditure, Private (World Bank (WDI) (2016))","World Health Expenditure, Public (World Bank (WDI) (2016))","Health Expenditure, Public Share (World Bank (WDI) (2016))","Health Expenditure, Out-of-Pocket Share (World Bank (WDI) (2016))","Health Expenditure, Public Share (World Bank (WDI by region) (2016))",Health Expenditure per capita (World Bank (WDI) (2016))
Madagascar,2004,4.83409057,,,49.30690591,39.59006157,,57.63326925
Madagascar,2005,4.86483085,,,50.48310684,39.6990541,,60.81112282
Madagascar,2006,4.94232996,,,53.57536235,37.17582573,,64.97429264
Madagascar,2007,4.98400849,,,54.97238656,36.04049582,,69.44857023
Madagascar,2008,4.29941804,,,51.69530948,38.52222604,,63.60862161
Madagascar,2009,4.49130268,,,48.97436056,40.87977981,,62.49901985
Madagascar,2010,4.9834984,,,54.69457269,38.96686658,,68.17257836
Madagascar,2011,4.01111669,,,54.91582359,36.99893905,,54.75493066
Madagascar,2012,3.33963272,,,50.70676434,39.66251925,,46.22237766
Madagascar,2013,4.23357909,,,62.5560603,30.05543851,,58.13505649
Malawi,1995,4.9188777,,,37.92201724,28.84727829,,21.32146239
Malawi,1996,4.66358946,,,27.09155534,33.75359452,,21.67861089
Malawi,1997,5.16097098,,,31.01016922,30.23350413,,24.71596502
Malawi,1998,5.4872013,,,33.7353885,26.54961103,,27.26909923
Malawi,1999,6.51035335,,,34.94100332,24.99307804,,32.33111022
Malawi,2000,6.06168351,,,45.83802775,21.97533012,,30.41926525
Malawi,2001,5.06006571,,,43.77571357,23.93789874,,24.04182715
Malawi,2002,3.67685509,,,60.39456079,16.53138408,,23.0585267
Malawi,2003,4.79565949,,,72.13277017,11.79512462,,31.82573677
Malawi,2004,5.90232341,,,73.14276417,9.42084343,,41.10881968
Malawi,2005,6.1846849,,,73.91599853,8.81034026,,44.55382227
Malawi,2006,7.01067008,,,68.88707891,8.80419285,,49.88041353
Malawi,2007,5.48679466,,,66.23120046,16.36212133,,40.33730152
Malawi,2008,6.73884422,,,72.71527163,13.23163461,,54.34280263
Malawi,2009,6.76236546,,,74.32718535,13.73997106,,57.49863554
Malawi,2010,7.24143129,,,60.30035987,10.9276502,,67.50357962
Malawi,2011,8.37912027,,,55.53874705,8.96156157,,79.64076126
Malawi,2012,9.19620196,,,56.12193991,10.24021577,,90.75551549
Malawi,2013,8.33502462,,,49.95220502,11.68010205,,90.2715316
Malaysia,1995,2.84443644,,,54.6329467,34.01615307,,291.5844469
Malaysia,1996,2.79507561,,,55.65407377,33.25051343,,312.8727991
Malaysia,1997,2.72454231,,,55.18243665,33.60414628,,324.5745069
Malaysia,1998,2.92715856,,,55.46278429,32.98757291,,318.5304795
Malaysia,1999,3.03279526,,,55.47372227,33.07560599,,346.8891997
Malaysia,2000,3.03701543,,,55.76305375,33.74931621,,378.0731602
Malaysia,2001,3.39741561,,,58.58535415,30.54620692,,425.6898858
Malaysia,2002,3.40337254,,,57.55669725,31.33681936,,447.209036
Malaysia,2003,3.95392114,,,59.73892902,30.22141353,,549.8697474
Malaysia,2004,3.74492489,,,56.55762402,33.60037321,,560.6909219
Malaysia,2005,3.2918067,,,51.36463518,38.0752,,525.862363
Malaysia,2006,3.65422598,,,55.05443089,35.62022385,,623.6385536
Malaysia,2007,3.60563426,,,54.41124861,35.75697214,,659.2737017
Malaysia,2008,3.47129572,,,55.79224768,34.72121929,,666.2400538
Malaysia,2009,3.97454959,,,58.79005134,31.45464868,,743.7709893
Malaysia,2010,3.99044068,,,57.29433837,32.79707574,,797.9600871
Malaysia,2011,3.89168132,,,54.93906625,35.07536424,,820.1693497
Malaysia,2012,4.01444376,,,55.22337578,34.91028156,,894.4240266
Malaysia,2013,4.02742152,,,54.83035846,36.11272699,,938.2934265
Maldives,1995,5.70839634,,,58.64096201,14.92136438,,152.3161021
Maldives,1996,6.36760933,,,56.52546653,20.7378546,,184.3354806
Maldives,1997,6.38692468,,,55.48975058,20.93952852,,203.4497278
Maldives,1998,6.39099762,,,55.18476617,22.15267152,,221.784552
Maldives,1999,6.56569897,,,56.96662632,20.86287394,,242.8141973
Maldives,2000,7.06541845,,,57.62727251,23.11254245,,274.2546754
Maldives,2001,5.3109733,,,57.66445689,23.00443759,,283.5141534
Maldives,2002,5.1914405,,,57.56130863,23.43879044,,293.3578829
Maldives,2003,6.03526593,,,49.78289965,36.11406626,,390.3915819
Maldives,2004,5.90873587,,,52.77197296,35.03380455,,434.2795226
Maldives,2005,7.04206114,,,59.1996423,29.95752292,,479.5241151
Maldives,2006,6.66838084,,,61.93258427,27.86516854,,550.0038098
Maldives,2007,6.29163256,,,63.23079401,26.49379932,,578.591304
Maldives,2008,7.88810623,,,71.2765846,20.57656261,,814.9779303
Maldives,2009,7.64462315,,,72.66922052,19.5789215,,753.0128202
Maldives,2010,5.7872356,,,63.62215659,26.05995709,,606.2386547
Maldives,2011,8.06104357,,,44.42262372,49.09662215,,899.4589985
Maldives,2012,11.37329726,,,57.05382665,37.93831568,,1283.380262
Maldives,2013,10.80827643,,,57.56781518,37.48426221,,1259.595905
Mali,1995,5.23808477,,,52.26098995,47.7192025,,47.2205528
Mali,1996,7.84090149,,,39.58027613,60.40716014,,70.07179912
Mali,1997,7.02992621,,,36.11852318,63.86697975,,68.11729375
Mali,1998,6.20168621,,,34.4549903,65.52909911,,64.93696525
Mali,1999,6.04808527,,,30.08370801,69.68965895,,67.84526314
Mali,2000,6.29290836,,,32.89274614,66.50207822,,69.46550334
Mali,2001,6.39256815,,,44.93317304,55.03854041,,82.28535708
Mali,2002,6.28358543,,,40.19072308,59.58849964,,69.38870319
Mali,2003,6.2183126,,,44.11469983,55.10277554,,74.02284435
Mali,2004,6.27953803,,,49.23467844,50.49307278,,79.9628243
Mali,2005,6.34148841,,,48.00559261,51.74974251,,86.67925062
Mali,2006,6.56029639,,,48.31372335,51.4529743,,94.01825327
Mali,2007,6.98311676,,,48.3492745,51.42099082,,103.7795192
Mali,2008,6.73930769,,,46.52862091,53.06362534,,103.8293653
Mali,2009,6.84887315,,,45.97835931,53.64617287,,107.6207747
Mali,2010,6.88156682,,,41.1064688,58.64334342,,112.2807699
Mali,2011,6.82106142,,,44.15206437,55.61068596,,114.993415
Mali,2012,5.80112248,,,38.8348702,60.90529196,,98.42953435
Mali,2013,7.14021344,,,39.66491214,60.07877615,,122.3087282
Malta,1995,5.63361726,,,67.5056239,31.14044376,,897.0875366
Malta,1996,5.99238572,,,68.41730768,30.36797338,,915.6033217
Malta,1997,6.31923399,,,69.53313544,29.37876225,,1026.437456
Malta,1998,6.39881318,,,70.29563621,28.68007538,,1078.311362
Malta,1999,6.36465461,,,69.82884606,29.1978909,,1126.451308
Malta,2000,6.5697942,,,72.4668572,26.67273209,,1282.40195
Malta,2001,7.07595282,,,69.03219549,29.72792712,,1334.706
Malta,2002,7.8639032,,,70.28035217,28.63168417,,1560.412908
Malta,2003,8.21668813,,,69.69799267,28.71064981,,1663.516692
Malta,2004,8.47821926,,,69.50221386,28.21414466,,1746.269944
Malta,2005,9.06267236,,,69.01205754,28.92915603,,1961.454034
Malta,2006,9.13635217,,,68.45885478,29.58340882,,2097.565936
Malta,2007,8.48222549,,,66.74307174,31.1603703,,2054.631771
Malta,2008,8.17942483,,,64.78535405,32.9861823,,2139.204388
Malta,2009,8.33343293,,,64.93104372,32.52029634,,2221.123891
Malta,2010,8.31423088,,,64.14900756,33.30008526,,2326.696473
Malta,2011,9.54273076,,,69.68477427,30.31522573,,2762.311855
Malta,2012,8.71982433,,,65.40712577,32.16257972,,2530.002355
Malta,2013,8.7298784,,,66.08887284,31.5309706,,2651.861117
Marshall Islands,1995,15.79050703,,,82.80418258,12.9314391,,408.7255451
Marshall Islands,1996,19.01933436,,,85.66855504,10.7774003,,446.3485772
Marshall Islands,1997,19.92555864,,,86.36226698,10.25572148,,438.323308
Marshall Islands,1998,18.57208484,,,85.36614453,11.00481624,,397.3117651
Marshall Islands,1999,18.68149426,,,85.44916665,10.94238272,,385.3466425
Marshall Islands,2000,22.53329499,,,87.93379139,9.07391827,,505.115818
Marshall Islands,2001,19.39671936,,,85.97888726,10.54402714,,464.0102086
Marshall Islands,2002,18.18265554,,,85.04941179,11.24300266,,452.892679
Marshall Islands,2003,17.25669366,,,84.24600959,11.84716973,,447.3387124
Marshall Islands,2004,17.64168879,,,84.5888958,11.58931562,,485.3598138
Marshall Islands,2005,17.25707008,,,84.24487926,11.84801976,,504.2770636
Marshall Islands,2006,19.61655269,,,86.13995112,10.42290539,,602.2141236
Marshall Islands,2007,19.62053277,,,86.1435497,10.42019922,,654.4116482
Marshall Islands,2008,17.90819617,,,84.81830089,11.41680054,,622.1494132
Marshall Islands,2009,17.49421229,,,84.45886827,11.68709772,,602.0510139
Marshall Islands,2010,16.02645409,,,83.03553319,12.75746097,,588.1009707
Marshall Islands,2011,16.01992261,,,83.02870362,12.76259687,,603.5268312
Marshall Islands,2012,15.62305842,,,82.5976872,13.08672585,,651.1443255
Marshall Islands,2013,16.53220346,,,83.55468162,12.36705579,,703.1285999
Mauritania,1995,4.63701748,,,47.81280324,49.37083685,,76.17421936
Mauritania,1996,3.72916952,,,35.27258478,61.23305378,,64.10300038
Mauritania,1997,3.90272323,,,37.91311058,58.73689112,,63.5723464
Mauritania,1998,4.61179565,,,44.95305137,52.09581898,,77.04845678
Mauritania,1999,5.32296516,,,54.29563259,43.23970424,,94.2938893
Mauritania,2000,5.24420528,,,52.57161652,44.87859309,,91.79358102
Mauritania,2001,4.32334614,,,43.09161163,53.8443458,,76.60742999
Mauritania,2002,5.29521337,,,53.71271872,43.79377911,,93.0359944
Mauritania,2003,4.50959579,,,47.85351779,49.32080557,,83.099948
Mauritania,2004,4.6898658,,,52.17652553,45.21392023,,91.13499906
Mauritania,2005,4.19272307,,,48.12191048,49.03404147,,88.98737424
Mauritania,2006,3.20308953,,,44.97905952,51.89566511,,80.93995968
Mauritania,2007,3.52031815,,,46.42801614,50.56562464,,90.21851325
Mauritania,2008,3.6876647,,,41.98043565,54.83068309,,90.29967408
Mauritania,2009,4.78239878,,,47.17071606,49.16704518,,116.0631951
Mauritania,2010,4.47885025,,,46.03769828,49.62112141,,105.0790684
Mauritania,2011,3.32768929,,,46.7257412,48.31949193,,94.75367827
Mauritania,2012,3.75462424,,,46.96246216,48.12559273,,122.5794659
Mauritania,2013,3.77142965,,,48.9585565,46.30876251,,137.6571182
Mauritius,1995,3.62368934,,,54.61711813,33.59724363,,238.7862925
Mauritius,1996,3.5281114,,,53.99251941,33.95597403,,247.0071191
Mauritius,1997,3.52944008,,,54.15784903,33.808251,,262.715603
Mauritius,1998,3.57578384,,,54.65934328,33.31032899,,282.6138521
Mauritius,1999,3.48627317,,,54.00545616,33.590828,,284.3076588
Mauritius,2000,3.78342769,,,52.05728433,35.78451437,,341.4355131
Mauritius,2001,3.86541671,,,51.8487591,35.6421851,,363.6964284
Mauritius,2002,4.23599832,,,51.47668865,36.30158494,,411.0801582
Mauritius,2003,4.14728086,,,52.76587642,38.15477397,,423.6782944
Mauritius,2004,4.29214123,,,54.72999867,36.57954093,,474.6268483
Mauritius,2005,4.46865768,,,49.56380537,42.65780891,,514.5772028
Mauritius,2006,4.37870539,,,46.76056767,46.11001563,,538.5486187
Mauritius,2007,4.24109725,,,44.16097356,49.14441172,,565.4113799
Mauritius,2008,4.60310258,,,38.73374935,55.57365936,,658.3384058
Mauritius,2009,4.96772048,,,43.65566355,51.31809945,,735.3520653
Mauritius,2010,5.22632766,,,48.28722813,47.19169753,,812.652744
Mauritius,2011,5.02482988,,,48.98124253,46.57440645,,824.4961986
Mauritius,2012,4.7562462,,,48.20403937,47.32960354,,816.6207785
Mauritius,2013,4.82151957,,,49.06246169,46.53395951,,863.8908734
Mexico,1995,5.14952222,,,42.134241,56.15423927,,387.8562431
Mexico,1996,4.67818721,,,41.40553227,56.62196694,,371.8175985
Mexico,1997,4.80412487,,,44.70643124,53.07266246,,408.9507327
Mexico,1998,4.89049103,,,46.02347944,51.78665813,,436.0248755
Mexico,1999,5.10181031,,,47.81004856,50.02684908,,472.3778951
Mexico,2000,5.07094825,,,46.56211514,50.94168435,,509.2411884
Mexico,2001,5.44570712,,,44.74370839,52.49170393,,551.8780896
Mexico,2002,5.61936697,,,43.83810163,53.26981938,,584.1751605
Mexico,2003,5.78215161,,,44.16715497,52.8719031,,629.2018409
Mexico,2004,5.97577052,,,45.16149209,51.91104839,,688.9684048
Mexico,2005,5.87127868,,,45.03389549,51.69422022,,731.5929073
Mexico,2006,5.68437091,,,45.2173913,51.29703484,,781.0636977
Mexico,2007,5.77787042,,,45.39881815,50.8545063,,836.9803983
Mexico,2008,5.8395256,,,46.97993386,49.24087964,,891.5311302
Mexico,2009,6.42539388,,,48.19733898,47.83575872,,958.8982127
Mexico,2010,6.3298523,,,48.9821527,47.05231857,,1002.600038
Mexico,2011,5.96688777,,,50.32890531,45.50215796,,1004.123312
Mexico,2012,6.10356248,,,51.81098595,44.07809693,,1061.874908
Mexico,2013,6.23791555,,,51.7352045,44.14734929,,1061.126006
Micronesia (country),1995,9.13020465,,,95.20192465,4.79807535,,212.4715121
Micronesia (country),1996,8.60682735,,,94.58493273,5.41506727,,196.1703318
Micronesia (country),1997,7.75966516,,,93.82613507,6.17386493,,168.720565
Micronesia (country),1998,6.95514151,,,93.06133051,6.93866949,,157.7790348
Micronesia (country),1999,7.55845867,,,93.61334717,6.38665283,,177.0206637
Micronesia (country),2000,7.82725199,,,93.85381008,6.14618992,,196.7261409
Micronesia (country),2001,8.47916013,,,94.41103232,5.58896768,,222.3403671
Micronesia (country),2002,7.87478289,,,93.93775875,6.06224125,,211.2919587
Micronesia (country),2003,9.51564162,,,94.89843716,5.10156284,,265.5903475
Micronesia (country),2004,10.36000711,,,95.3333718,4.6666282,,288.1343728
Micronesia (country),2005,12.11948535,,,93.38837517,6.38044914,,356.6582358
Micronesia (country),2006,11.9245252,,,92.53513657,7.23282949,,362.8670264
Micronesia (country),2007,11.99534944,,,92.87180323,6.70467503,,369.0483891
Micronesia (country),2008,12.92532572,,,90.36679594,9.39637053,,397.3152809
Micronesia (country),2009,13.4205063,,,90.53960266,9.22781228,,421.7896996
Micronesia (country),2010,13.83144119,,,91.138412,8.64372474,,452.6851258
Micronesia (country),2011,13.71187398,,,91.06113917,8.71909781,,467.8489941
Micronesia (country),2012,12.80810584,,,90.43039347,9.33433655,,446.7062155
Micronesia (country),2013,12.59383638,,,90.26757776,9.49314941,,448.0955982
Moldova,1995,9.05333139,,,64.24038637,27.35845786,,144.7327996
Moldova,1996,10.26953654,,,65.3369055,27.43214738,,158.9874774
Moldova,1997,9.45390351,,,64.25943764,28.19338195,,151.7426286
Moldova,1998,7.68945206,,,56.22927137,36.36841012,,142.746057
Moldova,1999,5.88790955,,,49.28682993,43.70093867,,103.5263746
Moldova,2000,6.65259424,,,48.54817151,42.87918257,,122.338244
Moldova,2001,14.55991694,,,22.02991459,74.1830478,,291.3083195
Moldova,2002,11.69560205,,,34.54811493,58.37629433,,256.6364433
Moldova,2003,9.74223267,,,40.72163568,50.28663019,,233.046221
Moldova,2004,8.48542474,,,49.28898965,40.35519932,,224.6757141
Moldova,2005,9.15335338,,,45.6241468,44.6550254,,269.41984
Moldova,2006,10.62517259,,,44.41042557,46.09868628,,338.7630302
Moldova,2007,10.88467452,,,45.19848546,45.6629538,,368.087053
Moldova,2008,11.41298582,,,47.22557124,45.07587059,,425.0440579
Moldova,2009,12.48972121,,,48.51539195,43.66699882,,441.2889574
Moldova,2010,11.67698407,,,45.7946152,44.8772933,,447.6643444
Moldova,2011,11.35639336,,,45.5480786,45.09914196,,474.5505994
Moldova,2012,11.7836972,,,45.5998425,45.06492399,,497.631796
Moldova,2013,11.80154622,,,46.00470314,44.5788611,,553.3526849
Monaco,1995,3.08525071,,,89.55642432,7,,2388.673586
Monaco,1996,3.02406078,,,89.57389342,7,,2379.845247
Monaco,1997,3.17080954,,,89.19747966,7,,2603.389486
Monaco,1998,3.12540444,,,88.0753659,7,,2656.864569
Monaco,1999,3.41087081,,,87.54880743,7,,3005.027274
Monaco,2000,3.29179842,,,87.10011268,7,,3091.314716
Monaco,2001,3.33627583,,,87.3965424,7,,3296.322859
Monaco,2002,3.39768909,,,87.18192391,7,,3509.184931
Monaco,2003,3.93329579,,,88.11653278,7,,3964.628683
Monaco,2004,4.03375315,,,88.05218682,7,,4191.104251
Monaco,2005,4.00135654,,,88.19350672,7,,4347.88161
Monaco,2006,3.81939854,,,87.98035136,7,,4412.633849
Monaco,2007,3.38020064,,,87.35146533,7,,4548.526509
Monaco,2008,3.63658084,,,87.71364452,7,,4951.371111
Monaco,2009,4.29841038,,,88.43171227,7,,5105.265535
Monaco,2010,4.40094704,,,88.53889498,7,,5314.39857
Monaco,2011,4.19363333,,,88.34811998,7,,5594.778398
Monaco,2012,4.29369085,,,88.45971127,7,,5767.480806
Monaco,2013,4.03215711,,,88.16521911,7,,6122.511399
Mongolia,1995,3.15031319,,,82.49712831,11.6027825,,82.0630409
Mongolia,1996,3.54763188,,,85.5187189,11.2503637,,95.43416628
Mongolia,1997,3.64606856,,,84.01996595,10.10624367,,102.7990418
Mongolia,1998,4.03809257,,,86.21217628,9.88924997,,117.9263461
Mongolia,1999,4.03818511,,,84.62712473,9.88222861,,122.2180721
Mongolia,2000,4.66012718,,,82.14982398,11.94576125,,144.6046671
Mongolia,2001,4.61593935,,,84.48665677,10.33141718,,149.4576498
Mongolia,2002,4.8142928,,,78.60722186,16.9433988,,164.1679096
Mongolia,2003,7.37547581,,,54.95883779,42.13909134,,271.6791983
Mongolia,2004,6.99553707,,,56.08697334,41.08364329,,289.6337536
Mongolia,2005,5.98624578,,,56.33615685,40.85051505,,271.0651567
Mongolia,2006,5.36749318,,,58.25081918,39.05921734,,268.448069
Mongolia,2007,5.68590481,,,59.50213136,37.88852911,,317.4243508
Mongolia,2008,6.35559098,,,61.87399156,35.45788851,,388.2873742
Mongolia,2009,6.44438699,,,60.39962276,36.86257494,,385.9356739
Mongolia,2010,6.26546921,,,62.18492129,35.20070484,,397.9024366
Mongolia,2011,5.97075078,,,63.25832684,34.20151635,,447.5048318
Mongolia,2012,6.28391586,,,62.81892309,34.61847465,,530.4950833
Mongolia,2013,6.00926565,,,60.24694096,37.01319007,,566.8319581
Montenegro,1995,7.42111587,,,70.02324189,29.97675811,,445.3268794
Montenegro,1996,7.43548477,,,69.88792365,30.11207635,,425.7648322
Montenegro,1997,7.40607305,,,70.16546938,29.83453062,,435.5360265
Montenegro,1998,7.4217898,,,70.01688353,29.98311647,,463.9068552
Montenegro,1999,7.47859145,,,69.48508888,30.51491112,,431.8124569
Montenegro,2000,7.3178379,,,71.01149259,28.98850741,,479.0762613
Montenegro,2001,8.22922985,,,72.39055027,27.60944973,,556.8520467
Montenegro,2002,8.33068982,,,70.58529667,29.41470333,,582.5970088
Montenegro,2003,8.91055758,,,74.77659272,25.22340728,,650.1908425
Montenegro,2004,8.44831694,,,73.77051272,26.22948728,,659.8947858
Montenegro,2005,8.46232483,,,71.17358573,28.82641427,,709.5188661
Montenegro,2006,8.01219061,,,70.0619861,29.9380139,,841.5096486
Montenegro,2007,6.74224311,,,67.45257531,32.54742469,,838.3559201
Montenegro,2008,6.13380105,,,65.0787016,34.9212984,,851.5068006
Montenegro,2009,6.07481759,,,59.49029671,40.50970329,,799.2973136
Montenegro,2010,6.90180433,,,60.46915442,39.53084558,,919.7713458
Montenegro,2011,6.924836,,,60.45759051,39.54240949,,978.4978071
Montenegro,2012,7.2473971,,,61.71013303,38.28986697,,980.4074237
Montenegro,2013,6.48702066,,,57.3312223,42.6687777,,926.3662897
Morocco,1995,3.90829877,,,32.22901458,52.72977988,,113.3904675
Morocco,1996,3.84491674,,,31.86714502,52.78062858,,125.5750127
Morocco,1997,4.09068079,,,27.97561469,55.55272581,,130.9603006
Morocco,1998,3.86563515,,,29.22346431,54.34869487,,132.8427338
Morocco,1999,3.98521459,,,28.8351324,54.57244667,,137.8685537
Morocco,2000,4.1805133,,,29.41595343,54.05049258,,148.5084995
Morocco,2001,4.4385331,,,32.16736689,51.82818961,,171.6080948
Morocco,2002,5.30833933,,,25.97439354,60.50884872,,213.1694946
Morocco,2003,5.25177742,,,26.56234868,59.96970835,,226.5717523
Morocco,2004,5.21554804,,,27.40900459,59.07127389,,240.0955978
Morocco,2005,5.05803376,,,28.4483247,59.7335755,,245.2556001
Morocco,2006,5.23396796,,,32.7553114,57.99854391,,279.3861421
Morocco,2007,5.47518256,,,34.66692293,57.09681435,,305.4032572
Morocco,2008,5.41598952,,,34.93307662,56.76224907,,322.1849151
Morocco,2009,5.66658598,,,36.11338595,56.08493393,,352.1934712
Morocco,2010,5.85885463,,,35.28969684,57.16218339,,282.0445644
Morocco,2011,5.98875179,,,34.86155601,57.54038382,,407.7567983
Morocco,2012,6.13760422,,,35.54263663,56.93874771,,430.1066199
Morocco,2013,6.01454986,,,33.93635593,58.35766413,,438.2425778
Mozambique,1995,5.29972329,,,64.0893117,13.14009924,,16.92483141
Mozambique,1996,4.28251783,,,60.67134672,16.32778229,,14.51891214
Mozambique,1997,4.63095397,,,63.82861834,14.38562183,,17.13422286
Mozambique,1998,4.52070796,,,65.66398141,15.01398155,,18.25998022
Mozambique,1999,5.28541777,,,67.47049439,13.5361951,,22.82301058
Mozambique,2000,6.16162092,,,69.97968764,12.19618182,,26.78923174
Mozambique,2001,5.64277897,,,70.31280385,12.32368212,,27.31910401
Mozambique,2002,6.44871089,,,69.6086723,10.87915847,,33.54198907
Mozambique,2003,6.3923101,,,64.26848688,11.7033912,,34.95436184
Mozambique,2004,5.91276381,,,59.56483398,12.98106291,,35.13227046
Mozambique,2005,6.86781935,,,62.70017958,10.19040121,,44.52334953
Mozambique,2006,6.51279795,,,60.66500507,10.34934701,,45.03408505
Mozambique,2007,5.95871397,,,59.01614007,8.02631186,,44.18084204
Mozambique,2008,5.49290681,,,53.01975324,6.1486254,,43.20660895
Mozambique,2009,6.02717236,,,46.23580064,7.13171365,,49.4985225
Mozambique,2010,5.97917649,,,55.07435627,7.84195704,,51.87356701
Mozambique,2011,6.57953179,,,42.59340612,6.87145808,,60.90421889
Mozambique,2012,5.83928371,,,49.39183395,7.5215113,,57.52401754
Mozambique,2013,6.78956971,,,46.3523553,6.40594162,,70.97690669
Myanmar,1995,2.13968736,,,18.95618854,80.97804288,,6.9317099
Myanmar,1996,2.11617213,,,15.80909159,83.67711517,,7.32767288
Myanmar,1997,1.8191146,,,14.5766024,85.06915765,,6.66979252
Myanmar,1998,1.83344308,,,10.59279538,89.40720462,,7.25911881
Myanmar,1999,1.79505278,,,10.99106248,89.00893752,,7.65425995
Myanmar,2000,2.11967972,,,14.20946706,85.79053294,,10.39026912
Myanmar,2001,2.07779574,,,12.49559202,87.45829377,,11.50930946
Myanmar,2002,2.3661962,,,15.29399779,83.68180747,,14.82747185
Myanmar,2003,2.26915075,,,12.37520035,86.40396021,,16.42745188
Myanmar,2004,2.27194628,,,13.56008548,85.26247284,,19.11398555
Myanmar,2005,2.11196226,,,9.01449541,90.64105831,,20.71014175
Myanmar,2006,2.04999995,,,14.42869319,81.57712802,,23.41196035
Myanmar,2007,1.94407021,,,11.76503418,84.33618396,,23.33202294
Myanmar,2008,2.03275937,,,11.07181177,85.12317532,,27.47796878
Myanmar,2009,2.11005186,,,11.36715168,82.1588301,,31.27223396
Myanmar,2010,1.92028227,,,15.58374686,76.60542965,,31.48954768
Myanmar,2011,1.8300352,,,15.92891195,78.79180915,,31.90092407
Myanmar,2012,1.78585808,,,23.90242302,71.31899802,,34.81409563
Myanmar,2013,1.77013911,,,27.2346972,68.19597538,,36.66269851
Namibia,1995,6.20761231,,,71.10074696,6.30422246,,239.4834418
Namibia,1996,6.57743022,,,72.23047065,6.06174012,,257.6003716
Namibia,1997,6.84305465,,,71.96364747,6.13055008,,275.9230211
Namibia,1998,6.83677463,,,72.44054274,6.02251016,,280.2742179
Namibia,1999,6.97096872,,,73.32903874,5.66834784,,291.4180552
Namibia,2000,6.11401617,,,68.92408048,5.64213773,,298.5978882
Namibia,2001,6.17906153,,,56.22612568,2.97597526,,306.9389188
Namibia,2002,6.16746382,,,57.9974001,3.9292813,,321.4691348
Namibia,2003,6.52403029,,,57.05576522,5.08849758,,357.3710896
Namibia,2004,6.47197619,,,49.55269703,3.74749738,,404.4163428
Namibia,2005,7.31871061,,,48.91052418,3.71971389,,478.2725248
Namibia,2006,7.19928741,,,43.46430291,3.24143858,,512.6880978
Namibia,2007,6.91794598,,,54.349445,8.52174653,,525.7860981
Namibia,2008,7.12398306,,,54.52609839,8.1424892,,565.0835777
Namibia,2009,8.14312925,,,55.18630914,8.0298558,,631.6104416
Namibia,2010,7.95665298,,,58.42637176,7.44506485,,654.9808159
Namibia,2011,8.5805192,,,61.75009896,6.84951988,,750.1977404
Namibia,2012,7.95498088,,,61.87473694,6.82376955,,741.0535329
Namibia,2013,7.73747499,,,60.39734251,7.08867872,,749.3690661
Nepal,1995,5.31416561,,,26.48353285,69.56105164,,54.54942709
Nepal,1996,5.41855,,,26.24577442,69.56069058,,58.16250831
Nepal,1997,5.49900875,,,26.75076781,68.72934471,,61.51702838
Nepal,1998,6.61012007,,,38.64371697,57.01537267,,75.16991319
Nepal,1999,5.87262507,,,30.02459451,64.63199283,,69.12142872
Nepal,2000,5.40430623,,,24.57609906,68.79716606,,67.61582804
Nepal,2001,5.32698671,,,29.29694938,64.39804399,,70.02527855
Nepal,2002,5.56558698,,,28.84349299,63.08313866,,72.99372988
Nepal,2003,5.44368952,,,27.3170664,65.01532801,,74.39011992
Nepal,2004,5.77452516,,,26.70153408,55.23585211,,83.52077255
Nepal,2005,5.72269632,,,27.67875586,52.75506505,,87.10435666
Nepal,2006,5.6296332,,,35.13120907,47.21163918,,90.07575173
Nepal,2007,5.51278546,,,35.45933546,53.48481082,,92.49595294
Nepal,2008,6.08539045,,,39.03010748,50.99124276,,109.1929688
Nepal,2009,5.98400167,,,40.11655374,48.66396622,,111.8457171
Nepal,2010,5.86531086,,,41.63625984,48.81426598,,114.9940515
Nepal,2011,6.09078003,,,45.33568456,45.72014107,,124.4870469
Nepal,2012,5.49463644,,,39.4997736,49.23548057,,118.4240251
Nepal,2013,5.99774402,,,43.28532965,46.15477025,,134.604403
Netherlands,1995,8.32725418,,,71.04323268,9.63975894,,1796.910837
Netherlands,1996,8.21148406,,,66.17814176,8.12277488,,1863.273483
Netherlands,1997,7.94931297,,,67.81646139,7.67267554,,1919.944995
Netherlands,1998,8.06176613,,,64.14564868,8.44940283,,2060.747563
Netherlands,1999,8.08818389,,,62.71289538,8.98642592,,2185.154485
Netherlands,2000,7.95793856,,,63.07988335,8.98048766,,2351.881198
Netherlands,2001,8.29739285,,,62.80753701,8.69986541,,2566.2933
Netherlands,2002,8.86989643,,,62.45880186,8.02151997,,2840.744204
Netherlands,2003,9.77283643,,,61.17111519,7.32233606,,3106.26848
Netherlands,2004,9.96832558,,,59.82960445,7.16425447,,3311.333046
Netherlands,2005,10.88199001,,,64.66273792,7.53611989,,3823.550216
Netherlands,2006,10.74684637,,,78.26791975,6.21983996,,4098.588
Netherlands,2007,10.76421841,,,78.24161645,6.05458879,,4384.616226
Netherlands,2008,10.9908823,,,78.89376804,6.16717961,,4728.387313
Netherlands,2009,11.88233774,,,79.5700171,5.34403755,,4929.285805
Netherlands,2010,12.14680793,,,79.37216558,5.29819929,,5063.131733
Netherlands,2011,12.09562464,,,79.51387028,5.46808564,,5230.963352
Netherlands,2012,12.67880537,,,79.61724249,5.5261021,,5394.77452
Netherlands,2013,12.88529691,,,79.84849194,5.39436334,,5601.10532
