Entity,Year,Food exports (% of merchandise exports) (World Bank (2016))
Fiji,1975,96.92986653
Fiji,1976,94.94149305
Fiji,1977,96.33373686
Fiji,1978,94.34089437
Fiji,1979,95.7221708
Fiji,1980,95.85741777
Fiji,1981,94.57974737
Fiji,1982,93.34689269
Fiji,1983,93.04527422
Fiji,1984,90.94584614
Fiji,1985,88.46705923
Fiji,1986,88.03931126
Fiji,1987,85.10762609
Fiji,1988,77.35647752
Fiji,1989,65.67926576
Fiji,1990,58.99855798
Fiji,1991,64.85375053
Fiji,1992,59.75215717
Fiji,1993,57.95787252
Fiji,1994,59.8980355
Fiji,2000,37.51574853
Fiji,2001,48.20354653
Fiji,2002,53.37957786
Fiji,2003,52.1375677
Fiji,2004,51.03922626
Fiji,2005,64.26887418
Fiji,2006,67.4833728
Fiji,2007,65.8774902
Fiji,2008,69.55643151
Fiji,2009,70.17754399
Fiji,2010,63.3293463
Fiji,2011,64.0624329
Fiji,2012,66.02476409
Fiji,2013,64.38146236
Fiji,2014,66.02945927
Finland,1963,3.663330636
Finland,1964,4.415333206
Finland,1965,4.010695233
Finland,1966,3.937010758
Finland,1967,4.067972837
Finland,1968,3.515996441
Finland,1969,3.70959833
Finland,1970,4.240581746
Finland,1971,4.965042603
Finland,1972,5.014819642
Finland,1973,3.864954965
Finland,1974,3.478895756
Finland,1975,3.476175937
Finland,1976,3.813577451
Finland,1977,4.12276329
Finland,1978,3.119926495
Finland,1979,2.871590834
Finland,1980,3.093640792
Finland,1981,4.325795189
Finland,1982,3.348063917
Finland,1983,3.763878931
Finland,1984,3.632757678
Finland,1985,3.373225245
Finland,1986,2.666403478
Finland,1987,2.314346872
Finland,1988,1.885750853
Finland,1989,2.029104136
Finland,1990,2.40150067
Finland,1991,2.452743394
Finland,1992,2.465876326
Finland,1993,3.085280373
Finland,1994,3.362600509
Finland,1995,2.345242158
Finland,1996,2.795062194
Finland,1997,2.830832496
Finland,1998,2.299869556
Finland,1999,1.882126395
Finland,2000,1.642346368
Finland,2001,1.868573053
Finland,2002,1.946085659
Finland,2003,1.942038755
Finland,2004,1.90751518
Finland,2005,1.834176667
Finland,2006,1.798680491
Finland,2007,1.999050315
Finland,2008,2.163533298
Finland,2009,2.329188922
Finland,2010,2.580902019
Finland,2011,2.82779911
Finland,2012,2.909545317
Finland,2013,2.951431031
Finland,2014,2.695201386
Finland,2015,2.442266963
France,1962,14.46380538
France,1963,15.99247098
France,1964,16.49583571
France,1965,16.38425039
France,1966,16.28393492
France,1967,15.9656382
France,1968,17.08177886
France,1969,17.65116776
France,1970,15.80319098
France,1971,17.51203041
France,1972,18.34019462
France,1973,18.9525863
France,1974,17.40780551
France,1975,15.63643461
France,1976,15.25587747
France,1977,14.5711865
France,1978,15.55148275
France,1979,14.8405154
France,1980,16.05198792
France,1981,17.00408044
France,1982,16.50038481
France,1983,16.91268597
France,1984,16.39118167
France,1985,16.31779719
France,1986,16.29771443
France,1987,16.1765081
France,1988,16.45405576
France,1989,16.28436102
France,1990,15.83713986
France,1991,15.34882242
France,1992,15.55117385
France,1993,15.95753505
France,1994,14.8351485
France,1995,14.3780902
France,1996,14.03314555
France,1997,13.65098016
France,1998,12.75820328
France,1999,12.41205347
France,2000,10.96249298
France,2001,10.6241779
France,2002,11.22007534
France,2003,11.61122107
France,2004,11.0048325
France,2005,10.69433359
France,2006,10.44921899
France,2007,10.9074663
France,2008,11.55678858
France,2009,12.39583246
France,2010,11.97388386
France,2011,12.69140653
France,2012,12.61158954
France,2013,13.17014651
France,2014,12.66911894
France,2015,11.18273384
French Polynesia,1962,52.7462027
French Polynesia,1973,23.46815489
French Polynesia,1974,17.15562226
French Polynesia,1975,17.94097099
French Polynesia,1976,21.97247604
French Polynesia,1977,33.2305273
French Polynesia,1978,12.46010177
French Polynesia,1979,32.13808627
French Polynesia,1980,25.14066596
French Polynesia,1981,18.92060733
French Polynesia,1982,18.47990456
French Polynesia,1983,13.57330414
French Polynesia,1988,4.555879566
French Polynesia,1996,2.683821726
French Polynesia,1997,4.348002561
French Polynesia,1998,3.392439543
French Polynesia,1999,4.281043268
French Polynesia,2000,5.922418488
French Polynesia,2001,12.17655886
French Polynesia,2002,12.81912863
French Polynesia,2003,14.52177736
French Polynesia,2004,14.68854332
French Polynesia,2005,12.91738569
French Polynesia,2006,12.4492052
French Polynesia,2007,12.27090035
French Polynesia,2008,10.58823378
French Polynesia,2009,15.19439175
French Polynesia,2010,15.80230528
French Polynesia,2011,18.91979032
French Polynesia,2012,27.12409277
French Polynesia,2013,19.69914812
French Polynesia,2014,18.33403554
Gabon,1962,2.549960246
Gabon,1963,2.008232553
Gabon,1964,2.364799951
Gabon,1965,2.012106999
Gabon,1966,2.203401862
Gabon,1967,1.949562814
Gabon,1968,1.949751083
Gabon,1969,1.688860442
Gabon,1970,1.750505785
Gabon,1971,1.310110845
Gabon,1975,0.289317835
Gabon,1976,0.15791393
Gabon,1977,0.680927244
Gabon,1978,0.204629703
Gabon,1979,0.328061457
Gabon,1981,0.622587669
Gabon,1982,0.418434055
Gabon,1983,0.417073988
Gabon,1993,0.17275635
Gabon,1994,0.103241607
Gabon,1996,0.183653828
Gabon,1997,0.411019157
Gabon,1998,0.51584584
Gabon,1999,0.704126873
Gabon,2000,0.844387391
Gabon,2001,0.817864553
Gabon,2002,0.640502007
Gabon,2003,4.466559867
Gabon,2004,1.249908927
Gabon,2005,1.124106302
Gabon,2006,0.838949112
Gabon,2007,0.636209491
Gabon,2008,0.412868013
Gabon,2009,0.755727458
Gambia,1964,99.83153633
Gambia,1970,99.79407919
Gambia,1971,99.66468315
Gambia,1972,99.50908356
Gambia,1973,99.52805984
Gambia,1974,99.46335226
Gambia,1975,99.73927241
Gambia,1976,99.16434479
Gambia,1977,99.0802999
Gambia,1978,97.84980258
Gambia,1979,97.70657164
Gambia,1980,98.93172277
Gambia,1995,59.76842232
Gambia,1996,63.99220452
Gambia,1997,68.20831703
Gambia,1998,90.08059055
Gambia,1999,84.50153166
Gambia,2000,87.50065844
Gambia,2001,92.20670958
Gambia,2002,97.86456041
Gambia,2003,85.94957617
Gambia,2004,96.18815291
Gambia,2005,96.73405136
Gambia,2006,94.14471089
Gambia,2007,92.40081966
Gambia,2008,72.60165921
Gambia,2009,80.74305308
Gambia,2010,88.97320704
Gambia,2011,82.93827439
Gambia,2012,54.99439456
Gambia,2013,91.97705568
Gambia,2014,49.35927103
Georgia,1996,29.29245525
Georgia,1997,31.80958235
Georgia,1998,33.92912213
Georgia,1999,26.26521232
Georgia,2000,28.02987513
Georgia,2001,26.50202753
Georgia,2002,32.44508394
Georgia,2003,36.81997168
Georgia,2004,31.96485229
Georgia,2005,36.36262484
Georgia,2006,26.30217299
Georgia,2007,25.43106878
Georgia,2008,17.69055887
Georgia,2009,32.55151933
Georgia,2010,21.91417911
Georgia,2011,21.91973108
Georgia,2012,29.2620508
Georgia,2013,39.35436039
Georgia,2014,40.7526436
Georgia,2015,34.92922007
Germany,1962,2.051560677
Germany,1963,2.138947946
Germany,1964,2.274396006
Germany,1965,2.567566991
Germany,1966,2.198812011
Germany,1967,2.574942357
Germany,1968,2.669383336
Germany,1969,2.891002015
Germany,1970,3.191417453
Germany,1971,3.822076593
Germany,1972,3.689287865
Germany,1973,4.203469549
Germany,1974,4.219357038
Germany,1975,4.5544409
Germany,1976,4.341358814
Germany,1977,5.336414193
Germany,1978,4.864290966
Germany,1979,5.015472039
Germany,1980,5.278371148
Germany,1981,5.81781244
Germany,1982,5.567232151
Germany,1983,5.455513728
Germany,1984,5.486004042
Germany,1985,5.226432929
Germany,1986,5.125026424
Germany,1987,4.915365374
Germany,1988,5.044593698
Germany,1989,4.946978769
Germany,1990,4.787888559
Germany,1991,5.302185113
Germany,1992,5.4216196
Germany,1993,5.471543784
Germany,1994,5.38406895
Germany,1995,5.231781126
Germany,1996,5.234130984
Germany,1997,4.894002093
Germany,1998,4.902136023
Germany,1999,4.674079265
Germany,2000,4.163176645
Germany,2001,4.565393133
Germany,2002,4.580665802
Germany,2003,4.30919225
Germany,2004,4.127648436
Germany,2005,4.517100783
Germany,2006,4.362617052
Germany,2007,4.307959548
Germany,2008,4.779024808
Germany,2009,5.617103206
Germany,2010,5.19398922
Germany,2011,5.401434342
Germany,2012,5.605595195
Germany,2013,5.844123942
Germany,2014,5.717719559
Germany,2015,5.423696773
Ghana,1962,72.91468974
Ghana,1963,76.72762197
Ghana,1964,72.47576265
Ghana,1965,73.82916045
Ghana,1966,70.51645052
Ghana,1967,75.06856403
Ghana,1968,71.27149158
Ghana,1969,63.12368083
Ghana,1970,77.74711432
Ghana,1971,73.1367219
Ghana,1972,67.17751262
Ghana,1973,64.61467391
Ghana,1974,74.22560493
Ghana,1975,77.77453504
Ghana,1976,70.2524329
Ghana,1977,75.53242589
Ghana,1978,76.6650561
Ghana,1979,81.92358386
Ghana,1980,78.4229931
Ghana,1981,51.33155906
Ghana,1982,61.61771276
Ghana,1983,63.23851657
Ghana,1984,89.59822403
Ghana,1992,50.9415622
Ghana,1996,58.43520096
Ghana,1997,56.17057026
Ghana,1998,63.14349897
Ghana,1999,55.40205776
Ghana,2000,48.42004172
Ghana,2001,44.88674708
Ghana,2003,71.57131259
Ghana,2005,51.74004349
Ghana,2006,61.03700082
Ghana,2007,62.53388939
Ghana,2008,63.46100905
Ghana,2009,61.03646791
Ghana,2010,60.66828138
Ghana,2011,27.5430426
Ghana,2012,30.32255626
Ghana,2013,32.04745673
Greece,1962,58.77107594
Greece,1963,67.51771891
Greece,1964,65.44543957
Greece,1965,66.42114533
Greece,1966,62.55798255
Greece,1967,61.03220481
Greece,1968,53.16826452
Greece,1969,45.97478293
Greece,1970,41.19750304
Greece,1971,42.23113742
Greece,1972,42.41775033
Greece,1973,30.54656056
Greece,1974,30.53483646
Greece,1975,32.32123253
Greece,1976,31.79548084
Greece,1977,32.62956815
Greece,1978,32.5469185
Greece,1979,29.8212741
Greece,1980,25.7562224
Greece,1981,26.51415904
Greece,1982,29.34705723
Greece,1983,33.12033548
Greece,1984,30.43776584
Greece,1985,28.1705763
Greece,1986,31.57065027
Greece,1987,30.0539208
Greece,1988,24.61840563
Greece,1989,30.52595299
Greece,1990,29.50736454
Greece,1991,30.49515829
Greece,1992,33.53380147
Greece,1993,29.76407201
Greece,1994,29.45516661
Greece,1995,29.55722086
Greece,1996,29.60769571
Greece,1997,27.06638318
Greece,1998,27.39734568
Greece,1999,27.8951456
Greece,2000,21.7643765
Greece,2001,23.77840624
Greece,2002,24.00607799
Greece,2003,22.03480822
Greece,2004,19.963697
Greece,2005,21.97307615
Greece,2006,20.28678973
Greece,2007,19.96197697
Greece,2008,19.29676303
Greece,2009,22.68420074
Greece,2010,20.15926712
Greece,2011,18.46659596
Greece,2012,17.12801697
Greece,2013,17.78855914
Greece,2014,17.43173266
Greece,2015,20.75314721
Greenland,1976,47.34787727
Greenland,1977,52.49173096
Greenland,1978,54.94306109
Greenland,1979,55.50307795
Greenland,1980,66.69402916
Greenland,1981,70.56682964
Greenland,1982,60.95527174
Greenland,1983,64.34758931
Greenland,1984,60.48331645
Greenland,1985,77.44839958
Greenland,1986,81.07661627
Greenland,1987,83.34357741
Greenland,1988,78.61490877
Greenland,1989,77.98281391
Greenland,1990,96.07083758
Greenland,1991,95.31749195
Greenland,1992,94.68983758
Greenland,1993,92.53458228
Greenland,1995,95.0709528
Greenland,1996,91.05725573
Greenland,1997,91.80861345
Greenland,1998,93.87885925
Greenland,1999,94.62299908
Greenland,2000,95.51452792
Greenland,2001,88.9611904
Greenland,2002,91.46467254
Greenland,2003,93.28089423
Greenland,2004,90.71754409
Greenland,2005,87.4107472
Greenland,2006,84.17889801
Greenland,2007,73.76121055
Greenland,2008,77.61639653
Greenland,2009,78.70208364
Greenland,2010,83.2868603
Greenland,2011,86.15810036
Greenland,2012,89.33743167
Greenland,2013,86.94416981
Greenland,2014,91.35745952
Grenada,1977,96.09718335
Grenada,1978,95.40004318
Grenada,1979,96.83295341
Grenada,1980,92.2331548
Grenada,1984,95.5064591
Grenada,1985,95.45416263
Grenada,1986,97.04011581
Grenada,1987,96.65051806
Grenada,1988,92.11400542
Grenada,1989,87.63520616
Grenada,1990,80.2965776
Grenada,1991,77.43160971
Grenada,1993,80.2101295
Grenada,1994,84.11976226
Grenada,1995,84.87778964
Grenada,1996,86.99003358
Grenada,1997,78.45815312
Grenada,1998,55.83455274
Grenada,1999,85.18354142
Grenada,2000,35.39890391
Grenada,2001,48.77717171
Grenada,2002,75.49473225
Grenada,2003,81.97377584
Grenada,2004,81.41938221
Grenada,2005,80.3093286
Grenada,2006,73.70434051
Grenada,2007,43.14429236
Grenada,2008,58.40892338
Guatemala,1965,64.4384482
Guatemala,1966,61.83874332
Guatemala,1967,58.98910094
Guatemala,1968,55.28598928
Guatemala,1969,55.69298569
Guatemala,1970,58.65492657
Guatemala,1971,59.80092583
Guatemala,1972,57.66909931
Guatemala,1973,58.0989617
Guatemala,1974,56.14865719
Guatemala,1975,58.46796178
Guatemala,1976,60.01982688
Guatemala,1977,64.72859845
Guatemala,1978,61.10407878
Guatemala,1979,52.11823095
Guatemala,1980,53.44612693
Guatemala,1981,54.03949512
Guatemala,1982,57.99994111
Guatemala,1983,59.95626619
Guatemala,1984,57.84965349
Guatemala,1985,62.27510056
Guatemala,1986,74.93276827
Guatemala,1987,67.91887766
Guatemala,1988,67.34380184
Guatemala,1989,66.05796477
Guatemala,1990,66.86382989
Guatemala,1991,64.18849453
Guatemala,1992,62.61764157
Guatemala,1993,62.81019416
Guatemala,1994,62.03408107
Guatemala,1995,65.17600477
Guatemala,1996,60.55074984
Guatemala,1997,61.13413897
Guatemala,1998,60.78464125
Guatemala,1999,57.66989021
Guatemala,2000,56.23253508
Guatemala,2001,51.29033465
Guatemala,2002,58.20428727
Guatemala,2003,47.02024199
Guatemala,2004,45.19469907
Guatemala,2005,33.82162934
Guatemala,2006,49.80677704
Guatemala,2007,37.32795836
Guatemala,2008,37.67391789
Guatemala,2009,44.29919646
Guatemala,2010,42.06716826
Guatemala,2011,40.6343221
Guatemala,2012,44.19776275
Guatemala,2013,43.8585608
Guatemala,2014,42.4042528
Guatemala,2015,43.28457705
Guinea,1995,7.591019671
Guinea,1996,3.697070657
Guinea,1997,7.701722687
Guinea,1998,4.130209819
Guinea,1999,3.939717549
Guinea,2000,3.069397634
Guinea,2001,2.450956134
Guinea,2002,1.99868893
Guinea,2004,2.775912996
Guinea,2005,10.5521304
Guinea,2006,11.12964837
Guinea,2007,3.926921491
Guinea,2008,2.489866313
Guinea,2013,4.865578964
Guinea,2014,7.604595232
Guinea-Bissau,1970,93.58750513
Guinea-Bissau,1971,90.70944809
Guinea-Bissau,1972,90.16499833
Guinea-Bissau,1975,90.65422218
Guinea-Bissau,1976,86.14399826
Guinea-Bissau,1995,89.07735066
Guinea-Bissau,2003,95.43778017
Guinea-Bissau,2004,98.7947538
Guinea-Bissau,2005,98.66002715
Guyana,1970,42.0262193
Guyana,1971,46.88875933
Guyana,1972,50.07784619
Guyana,1973,44.38198814
Guyana,1974,62.27902298
Guyana,1975,63.69816175
Guyana,1976,49.82136215
Guyana,1977,41.70947362
Guyana,1978,48.39256291
Guyana,1979,47.3701916
Guyana,1981,60.74074149
Guyana,1997,60.53321238
Guyana,1998,60.89561813
Guyana,1999,50.08988196
Guyana,2000,59.24438579
Guyana,2001,55.87728895
Guyana,2002,62.83278194
Guyana,2003,64.36287376
Guyana,2004,56.76088416
Guyana,2005,64.59531219
Guyana,2006,59.95287802
Guyana,2007,55.88626651
Guyana,2008,60.80151513
Guyana,2009,67.67210693
Guyana,2010,64.78755589
Guyana,2011,60.2852103
Guyana,2012,59.13225612
Guyana,2013,70.98384195
Guyana,2014,69.10876042
Haiti,1970,51.70619714
Haiti,1971,53.74278675
Haiti,1972,51.66454549
Haiti,1973,52.55798558
Haiti,1974,45.02415941
Haiti,1975,42.27861784
Haiti,1976,44.57179479
Haiti,1977,50.77687319
Haiti,1978,48.35317972
Haiti,1979,35.70767516
Haiti,1981,29.50532762
Haiti,1988,21.96929225
Haiti,1989,27.23041165
Haiti,1990,13.90414558
Haiti,1991,14.57985251
Haiti,1992,16.60545688
Haiti,1993,13.82656899
Haiti,1994,24.42352584
Haiti,1995,37.47531609
Haiti,1996,22.33794249
Haiti,1997,15.45543128
Honduras,1963,75.5408732
Honduras,1964,73.73941841
Honduras,1965,76.15309503
Honduras,1966,77.55962361
Honduras,1967,75.94794385
Honduras,1968,73.37157853
Honduras,1969,71.49881352
Honduras,1970,71.77009104
Honduras,1971,78.95429198
Honduras,1972,74.06614364
Honduras,1973,66.52236396
Honduras,1974,54.2748838
Honduras,1975,58.4657112
Honduras,1976,69.72135457
Honduras,1977,72.48141699
Honduras,1978,74.17296066
Honduras,1979,74.08897681
Honduras,1980,75.10448557
Honduras,1981,76.36317354
Honduras,1982,78.82614277
Honduras,1983,77.37626639
Honduras,1984,80.68934297
Honduras,1985,84.73235251
Honduras,1986,89.4355133
Honduras,1987,89.14415227
Honduras,1988,84.07915832
Honduras,1989,79.6213223
Honduras,1990,81.76677332
Honduras,1991,83.18062931
Honduras,1992,80.72890655
Honduras,1993,82.03026016
Honduras,1994,80.17770783
Honduras,1995,87.01749824
Honduras,1996,70.20885817
Honduras,1997,65.25695326
Honduras,1998,72.12575109
Honduras,1999,62.6268483
Honduras,2000,71.62056018
Honduras,2001,69.62582374
Honduras,2002,64.16275607
Honduras,2003,63.6722016
Honduras,2004,64.67801332
Honduras,2005,66.03681521
Honduras,2006,59.06259937
Honduras,2007,53.34783998
Honduras,2009,58.53986495
Honduras,2010,57.26321377
Honduras,2011,68.97660199
Honduras,2012,56.93261031
Honduras,2014,54.91431398
Hong Kong,1962,6.219056298
Hong Kong,1963,5.440143357
Hong Kong,1964,5.033504891
Hong Kong,1965,4.092665674
Hong Kong,1966,3.4255224
Hong Kong,1967,2.850746603
Hong Kong,1968,2.592229919
Hong Kong,1969,2.367250823
Hong Kong,1970,1.97325365
Hong Kong,1971,2.093537602
Hong Kong,1972,1.924757619
Hong Kong,1973,1.736604474
Hong Kong,1974,1.530103022
Hong Kong,1975,1.783013622
Hong Kong,1976,1.832768545
Hong Kong,1977,1.956510823
Hong Kong,1978,1.890298073
Hong Kong,1979,1.649165218
Hong Kong,1980,1.374541949
Hong Kong,1981,1.512711558
Hong Kong,1982,1.624244803
Hong Kong,1983,1.699387585
Hong Kong,1984,1.477760307
Hong Kong,1985,1.90220106
Hong Kong,1986,1.803186975
Hong Kong,1987,1.679388434
Hong Kong,1988,1.917256549
Hong Kong,1989,2.023068119
Hong Kong,1990,2.556656219
Hong Kong,1991,2.427489376
Hong Kong,1992,2.463612065
Hong Kong,1993,2.469592334
Hong Kong,1994,2.692895022
Hong Kong,1995,2.615735989
Hong Kong,1996,2.788797132
Hong Kong,1997,2.914414078
Hong Kong,1998,1.901395556
Hong Kong,1999,1.68580625
Hong Kong,2000,1.560966965
Hong Kong,2001,1.680001733
Hong Kong,2002,2.098541492
Hong Kong,2003,2.347555868
Hong Kong,2004,2.596112472
Hong Kong,2005,2.411625261
Hong Kong,2006,2.569946984
Hong Kong,2007,3.438151222
Hong Kong,2008,4.231590544
Hong Kong,2009,6.894518647
Hong Kong,2010,6.757299996
Hong Kong,2011,8.25904865
Hong Kong,2012,10.37041241
Hong Kong,2013,11.94248786
Hong Kong,2015,16.72947536
Hungary,1964,6.979454873
Hungary,1965,6.386318171
Hungary,1966,29.51495749
Hungary,1967,5.994143006
Hungary,1968,5.640876839
Hungary,1969,5.088057007
Hungary,1970,5.242216347
Hungary,1971,6.320813631
Hungary,1972,5.232972657
Hungary,1973,4.734899681
Hungary,1974,5.468027945
Hungary,1975,6.014690181
Hungary,1976,22.84943413
Hungary,1977,22.8071351
Hungary,1978,21.4617423
Hungary,1979,20.72130412
Hungary,1980,22.23970664
Hungary,1981,25.08265936
Hungary,1982,24.62858129
Hungary,1983,22.77985438
Hungary,1984,22.38496059
Hungary,1985,21.01119172
Hungary,1986,19.77782267
Hungary,1987,18.95139227
Hungary,1988,20.3694762
Hungary,1989,21.34886983
Hungary,1990,22.75120534
Hungary,1992,23.8104306
Hungary,1993,21.57794123
Hungary,1994,19.68188399
Hungary,1995,21.38969538
Hungary,1996,20.14841088
Hungary,1997,13.97956065
Hungary,1998,11.23070477
Hungary,1999,8.582555893
Hungary,2000,7.323760773
Hungary,2001,7.7840737
Hungary,2002,7.277323715
Hungary,2003,7.077200599
Hungary,2004,6.583092303
Hungary,2005,6.235156002
Hungary,2006,5.724438101
Hungary,2007,6.443353519
Hungary,2008,7.147083212
Hungary,2009,7.856504305
Hungary,2010,7.587119152
Hungary,2011,8.032305618
Hungary,2012,8.948620705
Hungary,2013,8.936129445
Hungary,2014,8.335076254
Hungary,2015,7.962991591
Iceland,1962,93.8749004
Iceland,1963,93.99068207
Iceland,1964,93.79070302
Iceland,1965,95.25031785
Iceland,1966,93.59310498
Iceland,1967,92.48739474
Iceland,1968,91.14879185
Iceland,1969,85.2388694
Iceland,1970,79.96373058
Iceland,1971,86.14778873
Iceland,1972,75.75688479
Iceland,1973,75.88944989
Iceland,1974,76.91766984
Iceland,1975,80.60113092
Iceland,1976,74.68488822
Iceland,1977,76.7701304
Iceland,1978,79.59779905
Iceland,1979,77.97364781
Iceland,1980,77.5157245
Iceland,1981,80.45518165
Iceland,1982,77.78133016
Iceland,1983,71.05253546
Iceland,1984,70.59335224
Iceland,1985,77.89434335
Iceland,1986,79.9186855
Iceland,1987,79.30521668
Iceland,1988,74.67773649
Iceland,1989,74.69727205
Iceland,1990,79.75299316
Iceland,1991,83.60207276
Iceland,1992,82.97226528
Iceland,1993,82.08148022
Iceland,1994,79.05203482
Iceland,1995,75.52565399
Iceland,1996,76.25202423
Iceland,1997,74.23553212
Iceland,1998,75.12484125
Iceland,1999,69.60989679
Iceland,2000,65.24336526
Iceland,2001,63.6382607
Iceland,2002,64.40733944
Iceland,2003,64.14852706
Iceland,2004,62.14359089
Iceland,2005,58.46822754
Iceland,2006,52.95825
Iceland,2007,43.1576178
Iceland,2008,38.17953472
Iceland,2009,43.46182688
Iceland,2010,41.35694563
Iceland,2011,42.58886186
Iceland,2012,44.58116651
Iceland,2013,46.9540168
Iceland,2014,43.83820042
Iceland,2015,44.9933716
India,1962,38.89635199
India,1963,39.86486279
India,1964,36.60236836
India,1965,33.41338668
India,1966,32.38007607
India,1967,33.6845421
India,1968,31.915535
India,1969,27.81682593
India,1970,29.67530743
India,1971,30.41985938
India,1972,29.68253575
India,1973,33.33653722
India,1974,32.55607287
India,1975,37.72970974
India,1976,31.59936137
India,1977,32.21496009
India,1978,28.50866738
India,1979,30.80389089
India,1980,28.16665277
India,1981,30.17757402
India,1982,26.77107252
India,1983,23.91611326
India,1984,23.26780878
India,1985,25.34597349
India,1986,24.41084698
India,1987,19.7211946
India,1988,16.66693607
India,1989,16.39118904
India,1990,15.57771591
India,1991,16.79722757
India,1992,16.17991953
India,1993,16.79386354
India,1994,15.52747792
India,1995,18.67904805
India,1996,18.53989436
India,1997,17.76174235
India,1998,17.17451946
India,1999,14.49321922
India,2000,12.79001305
India,2001,13.28184504
India,2002,12.73220701
India,2003,11.05751773
India,2004,10.3883694
India,2005,8.970116674
India,2006,8.556245161
India,2007,9.188044021
India,2008,9.945652869
India,2009,7.983044304
India,2010,8.257894978
India,2011,8.968366134
India,2012,10.54309528
India,2013,11.19488098
India,2014,11.4182543
India,2015,11.5526373
Indonesia,1962,16.82538201
Indonesia,1967,23.5191712
Indonesia,1968,23.92364285
Indonesia,1969,16.26887831
Indonesia,1970,19.56072906
Indonesia,1971,22.12768408
Indonesia,1972,16.99751477
Indonesia,1973,12.58424872
Indonesia,1974,8.056401577
Indonesia,1975,8.058074971
Indonesia,1976,9.119983871
Indonesia,1977,12.23359981
Indonesia,1978,10.84679005
Indonesia,1979,9.603353985
Indonesia,1980,7.648309242
Indonesia,1981,5.07642747
Indonesia,1982,4.862414779
Indonesia,1983,6.164926869
Indonesia,1984,7.27386056
Indonesia,1985,9.963924392
Indonesia,1986,13.58948622
Indonesia,1987,12.183782
Indonesia,1988,13.82192863
Indonesia,1989,12.03254007
Indonesia,1990,11.15769118
Indonesia,1991,11.26020124
Indonesia,1992,10.23264886
Indonesia,1993,10.83283885
Indonesia,1994,12.74414284
Indonesia,1995,11.39263743
Indonesia,1996,11.19572325
Indonesia,1997,11.41723019
Indonesia,1998,11.40298188
Indonesia,1999,11.8287584
Indonesia,2000,8.945933285
Indonesia,2001,8.94622948
Indonesia,2002,11.50886155
Indonesia,2003,11.37881517
Indonesia,2004,12.29168573
Indonesia,2005,11.68425916
Indonesia,2006,11.68210576
Indonesia,2007,14.70662297
Indonesia,2008,17.68605974
Indonesia,2009,17.2996369
Indonesia,2010,16.36401528
Indonesia,2011,16.32716422
Indonesia,2012,17.91676722
Indonesia,2013,17.66986981
Indonesia,2014,20.27790167
Iran,1963,3.371091757
Iran,1964,2.724082606
Iran,1965,3.41827274
Iran,1966,3.278901234
Iran,1967,2.585305082
Iran,1968,2.950929728
Iran,1969,2.81944225
Iran,1970,2.571402446
Iran,1971,2.515919866
Iran,1972,2.477993068
Iran,1973,2.446564628
Iran,1974,0.503786114
Iran,1975,0.550650027
Iran,1976,0.430646815
Iran,1977,0.237666992
Iran,1997,3.577568239
Iran,1998,6.592841264
Iran,1999,4.105767825
Iran,2000,2.88396822
Iran,2001,3.789874929
Iran,2002,3.72242718
Iran,2003,4.218372576
Iran,2004,3.053767464
Iran,2005,3.510299193
Iran,2006,4.251745185
Iran,2010,6.179093186
Iran,2011,3.671056219
Iraq,1963,3.963672247
Iraq,1972,48.72342401
Iraq,1973,51.89837114
Iraq,1974,37.90781863
Iraq,1975,37.12818609
Iraq,1976,30.85971543
Iraq,2000,0.529965851
Iraq,2001,0.929457559
Iraq,2002,0.971119725
Iraq,2004,0.285212071
Iraq,2005,0.237228221
Iraq,2006,0.180857765
Iraq,2007,0.104408863
Iraq,2008,0.05153896
Iraq,2009,0.030509421
Iraq,2010,2.49E-5
Iraq,2012,0.015105207
Iraq,2013,0.00935342
Ireland,1963,63.08791761
Ireland,1964,62.31670073
Ireland,1965,59.11450184
Ireland,1966,57.35415437
Ireland,1967,57.98563045
Ireland,1968,53.50720899
Ireland,1969,50.60804722
Ireland,1970,49.36744607
Ireland,1971,47.37648732
Ireland,1972,45.28597771
Ireland,1973,43.62683079
Ireland,1974,40.37231178
Ireland,1975,47.19907743
Ireland,1976,42.04603129
Ireland,1977,40.11817649
Ireland,1978,40.67829892
Ireland,1979,37.33192611
Ireland,1980,36.59855176
Ireland,1981,33.28184125
Ireland,1982,30.11624542
Ireland,1983,27.92916831
Ireland,1984,25.73537273
Ireland,1985,25.28231062
Ireland,1986,25.94028352
Ireland,1987,27.29099712
Ireland,1988,26.64789804
Ireland,1989,24.1110421
Ireland,1990,22.31659018
Ireland,1991,22.6550872
Ireland,1992,24.40885393
Ireland,1993,21.90272171
Ireland,1994,20.56806844
Ireland,1995,19.39313628
Ireland,1996,16.45045498
Ireland,1997,11.8710434
Ireland,1998,10.14650889
Ireland,1999,9.435856087
Ireland,2000,8.293135641
Ireland,2001,7.251957723
Ireland,2002,7.218875735
Ireland,2003,8.343740802
Ireland,2004,8.397312276
Ireland,2005,8.438796677
Ireland,2006,9.700694901
Ireland,2007,10.14052097
Ireland,2008,9.683569573
Ireland,2009,8.756655609
Ireland,2010,9.196019881
Ireland,2011,9.994602673
Ireland,2012,10.2577698
Ireland,2013,11.48931742
Ireland,2014,11.82106072
Ireland,2015,10.09443616
Israel,1962,29.37422815
Israel,1963,31.76078503
Israel,1964,25.30907105
Israel,1965,26.70751149
