Entity,Year,Economic Complexity Index (ECI) (Observatory of Economic Complexity (2016)),ECI+ (Observatory of Economic Complexity (2016)),Economic Complexity Index (ECI) (Atlas of Economic Complexity (2016)),OEC ECI Ranking (Observatory of Economic Complexity (2016)),Atlas of Economic Complexity ECI Ranking (Atlas of Economic Complexity (2016))
Bosnia and Herzegovina,2009,.52236098,.33675501,.45750001,39,38
Bosnia and Herzegovina,2010,.57477301,.35357299,.35429999,37,40
Bosnia and Herzegovina,2011,.59236801,.31843701,.36219999,37,40
Bosnia and Herzegovina,2012,.54588401,.253786,.41409999,39,39
Bosnia and Herzegovina,2013,.562599,.081491999,.3653,36,41
Bosnia and Herzegovina,2014,.57837403,.163754,.44260001,35,41
Bosnia and Herzegovina,2015,.486929,.199232,.27559999,35,43
Bosnia and Herzegovina,2016,.032460298,,.51520002,39,38
Botswana,2000,-.41164699,-1.5655,-.30779999,75,67
Botswana,2001,-.826433,-1.1653,-.42680001,93,68
Botswana,2002,-.68641198,-1.00642,.0186,86,56
Botswana,2003,-.81846499,-1.27492,-.41080001,93,71
Botswana,2004,-.70847303,-1.40965,-1.0832,89,100
Botswana,2005,-.845061,-1.76659,-.85610002,94,91
Botswana,2006,-.85636401,-1.97881,-1.0646,97,98
Botswana,2007,-.89155501,-1.9490401,-1.0365,95,97
Botswana,2008,-.49924901,-1.55351,-.72970003,79,87
Botswana,2009,.160551,-.679717,-.93809998,53,92.5
Botswana,2010,.103461,-.48983699,-.75940001,58,85
Botswana,2011,-.354011,-.40461901,-.53479999,72,76
Botswana,2012,-.53254902,-.46660101,-.029300001,79,60
Botswana,2013,-.57428801,-1.09578,-.53930002,74,78
Botswana,2014,-.79086202,-1.10349,-.63789999,84,81
Botswana,2015,-.87717903,-1.23226,-.565,86,81
Botswana,2016,-.98725402,,-.24590001,70,66
Brazil,1964,-.88255101,-.32670599,,75,
Brazil,1965,-.90446401,-.144959,,78,
Brazil,1966,-.86730701,.011304,,72,
Brazil,1967,-.84945202,.099518999,,72,
Brazil,1968,-.70244902,.149042,,64,
Brazil,1969,-.56592298,.162606,,63,
Brazil,1970,-.54632998,.128279,,62,
Brazil,1971,-.614586,.151081,,65,
Brazil,1972,-.54603899,.16541199,,64,
Brazil,1973,-.37252101,.31278399,,58,
Brazil,1974,-.34157199,.33709899,,61,
Brazil,1975,-.21511,.489346,,55,
Brazil,1976,-.30812201,.35689899,,62,
Brazil,1977,-.259673,.405184,,61,
Brazil,1978,-.181274,.535411,,58,
Brazil,1979,-.106942,.57018799,,51,
Brazil,1980,.067671999,.674721,,45,
Brazil,1981,.117213,.62782103,,43,
Brazil,1982,.286643,.65366298,,37,
Brazil,1983,.196999,.69327003,,41,
Brazil,1984,.37573501,.76579201,,35,
Brazil,1985,.267288,.74505901,,35,
Brazil,1986,.345727,.72026098,,34,
Brazil,1987,.369739,.752379,,33,
Brazil,1988,.33526,.717278,,33,
Brazil,1989,.33951899,.73115802,,30,
Brazil,1990,.41830799,.70292199,,28,
Brazil,1991,.417815,.61027598,,28,
Brazil,1992,.50341398,.64256102,,31,
Brazil,1993,.47177601,.59767199,,34,
Brazil,1994,.51241398,.60966599,,30,
Brazil,1995,.55873799,.62759697,.6437,30,29
Brazil,1996,.52903903,.59615201,.79170001,32,28
Brazil,1997,.60991198,.629915,.7295,28,27
Brazil,1998,.63262999,.65229899,.74519998,30,29
Brazil,1999,.63173002,.61641699,.68089998,28,28
Brazil,2000,.60218799,.61965299,.7913,29,27
Brazil,2001,.512734,.61372399,.53820002,34,30
Brazil,2002,.450486,.60605299,.59920001,36,30
Brazil,2003,.42280999,.56490803,.5535,36,33
Brazil,2004,.39935699,.50974202,.51099998,37,34
Brazil,2005,.45011199,.53768098,.52029997,37,34
Brazil,2006,.477157,.53636402,.47189999,40,35
Brazil,2007,.54860598,.54313898,.4623,37,40
Brazil,2008,.396395,.538104,.25049999,43,45
Brazil,2009,.265535,.49395999,.2316,46,45
Brazil,2010,.248326,.546395,.2279,46,43
Brazil,2011,.190826,.527628,.19670001,48,44
Brazil,2012,.161553,.53289402,.24420001,50,45
Brazil,2013,.032264002,.37410501,.068599999,49,55
Brazil,2014,-.151225,.351105,.197,55,47
Brazil,2015,-.079081997,.361846,.17749999,51,47
Brazil,2016,-.103021,,.1523,44,50
Bulgaria,1964,.617459,.68550998,,24,
Bulgaria,1965,.63741201,.61683899,,24,
Bulgaria,1966,.74135202,.62673497,,24,
Bulgaria,1967,.58561403,.634682,,27,
Bulgaria,1968,.486855,.63003898,,32,
Bulgaria,1969,.53051698,.650383,,33,
Bulgaria,1970,.51437098,.63481599,,32,
Bulgaria,1971,.588835,.68523097,,29,
Bulgaria,1972,.589544,.71079999,,29,
Bulgaria,1973,.61313099,.75522399,,28,
Bulgaria,1974,.770913,.87075597,,24,
Bulgaria,1975,.82079202,.81004399,,24,
Bulgaria,1976,.75840002,.74903798,,28,
Bulgaria,1977,.66881001,.71995902,,30,
Bulgaria,1978,.66598302,.61980599,,30,
Bulgaria,1979,.67566597,.59098703,,28,
Bulgaria,1980,.63325202,.59067202,,26,
Bulgaria,1981,.68130797,.58842999,,26,
Bulgaria,1982,.70830899,.66640502,,27,
Bulgaria,1983,.83524901,.65033001,,24,
Bulgaria,1984,.67423302,.77541602,,26,
Bulgaria,1985,.620417,.77191001,,26,
Bulgaria,1986,.561423,.67713398,,27,
Bulgaria,1987,.57982701,.74318898,,27,
Bulgaria,1988,.55890602,.735964,,27,
Bulgaria,1989,.56917101,.73197299,,28,
Bulgaria,1990,.64564103,.70314699,,27,
Bulgaria,1991,.56858402,.718741,,27,
Bulgaria,1992,.429701,.58229101,,32,
Bulgaria,1993,.40945899,.514368,,35,
Bulgaria,1994,.36483899,.501459,,35,
Bulgaria,1995,.32387099,.470606,.45500001,37,41
Bulgaria,1996,.34915999,.52860099,.65329999,37,35
Bulgaria,1997,.501917,.53362602,.53579998,31,37
Bulgaria,1998,.483749,.548801,.36579999,35,45
Bulgaria,1999,.45012599,.51958501,.352,36,43
Bulgaria,2000,.44231099,.507617,.42730001,37,36
Bulgaria,2001,.344109,.43705499,.30590001,39,39
Bulgaria,2002,.38438699,.403191,.33520001,39,40
Bulgaria,2003,.36534101,.39341,.3461,39,39
Bulgaria,2004,.30936599,.41378799,.3224,40,44
Bulgaria,2005,.34386,.42898399,.38060001,41,41
Bulgaria,2006,.373395,.45098501,.37599999,43,41
Bulgaria,2007,.41024601,.49186701,.42660001,44,42
Bulgaria,2008,.44608501,.53992498,.43180001,41,41
Bulgaria,2009,.39622,.51980299,.3583,44,40
Bulgaria,2010,.46799901,.53073299,.44960001,42,37
Bulgaria,2011,.44795299,.48174599,.461,42,36
Bulgaria,2012,.497365,.47334099,.5244,41,37
Bulgaria,2013,.27811301,.309899,.52310002,44,36
Bulgaria,2014,.29081199,.39162901,.5596,42,37
Bulgaria,2015,.31841701,.416352,.46790001,41,37
Bulgaria,2016,.169379,,.57319999,33,36
Cambodia,1964,-.65031701,-.60717899,,65,
Cambodia,1965,-.73645997,-.66754299,,70,
Cambodia,1966,-.92872202,-.90919697,,77,
Cambodia,1967,-.95004803,-.97389001,,77,
Cambodia,1968,-.87042499,-.96417803,,75,
Cambodia,1969,-.92280102,-.77292502,,81,
Cambodia,1970,-1.1900899,-.92572898,,89,
Cambodia,1971,-1.07522,-.95670098,,86,
Cambodia,1972,-1.10812,-1.0649199,,85,
Cambodia,1973,-1.02784,-1.31011,,82,
Cambodia,1974,-.62695003,-1.0856301,,69,
Cambodia,1975,-.34225601,-.62861401,,62,
Cambodia,1976,-.150939,-.41713899,,53,
Cambodia,1977,.17395499,-.14308,,43,
Cambodia,1978,.418704,-.35617,,33,
Cambodia,1979,.68627697,-.045598999,,26,
Cambodia,1980,.95386899,-.040146001,,18,
Cambodia,1981,1.1079,-.107777,,15,
Cambodia,1982,.96763498,.227246,,19,
Cambodia,1983,.93646002,.310958,,18,
Cambodia,1984,.61881697,.29315501,,28,
Cambodia,1985,.565503,.185229,,27,
Cambodia,1986,.64503902,.29849699,,26,
Cambodia,1987,.322833,-.23714501,,35,
Cambodia,1988,.411623,-.086199999,,29,
Cambodia,1989,-.085925996,-.28059199,,51,
Cambodia,1990,-.22159301,-.49661601,,55,
Cambodia,1991,-.47834399,-1.01247,,69,
Cambodia,1992,-.845222,-1.02197,,91,
Cambodia,1993,-1.01317,-1.08947,,103,
Cambodia,1994,-1.02126,-1.0605201,,100,
Cambodia,1995,-.985304,-.94160402,-1.4779,101,114
Cambodia,1996,-.93105602,-.83675498,-1.4042,98,110
Cambodia,1997,-1.0598201,-.871589,-1.5709,101,115
Cambodia,1998,-1.36686,-.91574597,-1.7348,112,116
Cambodia,1999,-1.22901,-.945315,-1.6614,108,114
Cambodia,2000,-1.15353,-.79283202,-1.2913001,106,111
Cambodia,2001,-1.04926,-.72364902,-1.3710001,105,109
Cambodia,2002,-1.0494699,-.72465301,-1.5933,105,116
Cambodia,2003,-1.02579,-.657386,-1.3385,103,106
Cambodia,2004,-1.14921,-.63474298,-1.7675,104,119
Cambodia,2005,-1.1704201,-.60092902,-1.7501,104,118
Cambodia,2006,-1.20287,-.533454,-1.5134,108,114
Cambodia,2007,-1.2005,-.534235,-1.502,110,116
Cambodia,2008,-1.06295,-.514337,-1.2862999,107,110
Cambodia,2009,-.98586398,-.59732401,-1.8006001,101,118
Cambodia,2010,-1.04752,-.55697203,-1.6408,101,116
Cambodia,2011,-1.20676,-.89237899,-1.5497,109,117
Cambodia,2012,-.95203,-.79497498,-1.268,99,109
Cambodia,2013,-.90402597,-1.07319,-.97649997,87,99
Cambodia,2014,-.72304302,-.89695197,-1.0901,80,99
Cambodia,2015,-.53449899,-.54938602,-1.0222,73,100
Cambodia,2016,-.819875,,-.71469998,66,85
Cameroon,1964,-1.12852,-.88975501,,86,
Cameroon,1965,-1.26389,-1.0150501,,89,
Cameroon,1966,-1.27345,-.92749202,,91,
Cameroon,1967,-.97263098,-.87186801,,80,
Cameroon,1968,-.75824797,-.64117402,,66,
Cameroon,1969,-.84323603,-.696877,,74,
Cameroon,1970,-.81734198,-.659262,,72,
Cameroon,1971,-.93588799,-.66353798,,78,
Cameroon,1972,-.958583,-.65627003,,80,
Cameroon,1973,-.70852602,-.634363,,69,
Cameroon,1974,-.95197397,-.84303701,,79,
Cameroon,1975,-.98117697,-.84415197,,78,
Cameroon,1976,-1.169,-.941333,,85,
Cameroon,1977,-1.13052,-1.00018,,83,
Cameroon,1978,-1.25489,-1.06864,,89,
Cameroon,1979,-1.16546,-1.08033,,86,
Cameroon,1980,-1.34147,-1.20028,,90,
Cameroon,1981,-1.5059299,-1.2719001,,92,
Cameroon,1982,-1.30103,-1.04717,,89,
Cameroon,1983,-1.15604,-.778763,,87,
Cameroon,1984,-1.20592,-.74477202,,89,
Cameroon,1985,-1.73297,-1.20647,,98,
Cameroon,1986,-1.74781,-1.3488801,,98,
Cameroon,1987,-1.7697901,-1.43977,,99,
Cameroon,1988,-1.77215,-1.55256,,100,
Cameroon,1989,-1.72539,-1.47241,,99,
Cameroon,1990,-1.76896,-1.52034,,99,
Cameroon,1991,-1.65648,-1.54998,,98,
Cameroon,1992,-1.88333,-1.74211,,113,
Cameroon,1993,-1.95829,-1.8731101,,117,
Cameroon,1994,-1.86519,-1.79623,,117,
Cameroon,1995,-1.70179,-1.66317,-1.3317,116,107
Cameroon,1996,-1.6158,-1.7376,-1.4991,116,114
Cameroon,1997,-1.73434,-1.80092,-1.3785,116,108
Cameroon,1998,-1.83434,-1.86453,-1.906,117,118
Cameroon,1999,-1.8181601,-1.80169,-1.8377,117,116
Cameroon,2000,-1.77589,-1.73513,-1.5752,119,116
Cameroon,2001,-1.76353,-1.7253799,-1.8234,119,120
Cameroon,2002,-1.53014,-1.62898,-1.443,117,110
Cameroon,2003,-1.45477,-1.47536,-1.4741,115,111
Cameroon,2004,-1.55106,-1.47238,-1.7305,117,117
Cameroon,2005,-1.81234,-1.5099699,-1.5638,118,114
Cameroon,2006,-1.80901,-1.56142,-1.5826,119,115
Cameroon,2007,-1.62851,-1.50286,-.90240002,116,90
Cameroon,2008,-1.59003,-1.44681,-1.2201999,116,108
Cameroon,2009,-1.4504499,-1.43768,-1.1536,115,106
Cameroon,2010,-1.64686,-1.5869,-1.2194,115,106
Cameroon,2011,-.61884499,-1.3301899,-.67339998,83,80
Cameroon,2012,-.54633898,-1.26079,-1.1023999,81,102
Cameroon,2013,-.69924003,-1.5123,-1.0239,80,103
Cameroon,2014,-.841034,-1.42138,-.67040002,87,85
Cameroon,2015,-1.00906,-1.53022,-.87459999,92,94
Cameroon,2016,,,-1.8846999,,120
Canada,1964,.82074898,1.32604,,22,
Canada,1965,.71873701,1.322,,22,
Canada,1966,.76948202,1.26984,,23,
Canada,1967,.75826001,1.30401,,21,
Canada,1968,.80320501,1.36086,,23,
Canada,1969,.82906801,1.32231,,22,
Canada,1970,.67188197,1.28046,,23,
Canada,1971,.70944101,1.28425,,22,
Canada,1972,.72316498,1.27361,,23,
Canada,1973,.62794697,1.26986,,27,
Canada,1974,.66737002,1.3163199,,27,
Canada,1975,.78543001,1.3561701,,25,
Canada,1976,.81458002,1.32979,,25,
Canada,1977,.86928803,1.3108,,22,
Canada,1978,.846039,1.28777,,22,
Canada,1979,.83357197,1.36417,,22,
Canada,1980,.857068,1.41615,,22,
Canada,1981,.94163001,1.5654401,,21,
Canada,1982,.905164,1.39002,,22,
Canada,1983,.99563497,1.39262,,17,
Canada,1984,.76740301,1.15791,,22,
Canada,1985,.71453297,1.20937,,24,
Canada,1986,.70243597,1.21736,,24,
Canada,1987,.71257901,1.19701,,24,
Canada,1988,.689466,1.18817,,25,
Canada,1989,.77450699,1.22048,,23,
Canada,1990,.70328498,1.19467,,25,
Canada,1991,.61533898,1.14316,,26,
Canada,1992,.58001697,1.1231,,28,
Canada,1993,.65221101,1.0670201,,27,
Canada,1994,.81951201,1.0846699,,25,
Canada,1995,.85611898,1.08127,1.2125,23,21
Canada,1996,.89105302,1.07397,1.3246,23,18
Canada,1997,.84298801,1.10036,1.1855,23,20
Canada,1998,.93306899,1.0963,1.2083,22,20
Canada,1999,.85347497,1.13518,1.1461,22,20
Canada,2000,.88291198,1.14311,1.1042,24,20
Canada,2001,.86442798,1.14843,.9289,25,23
Canada,2002,.89244002,1.13946,1.0852,25,22
Canada,2003,.91927701,1.13309,1.0509,24,22
Canada,2004,.86271602,1.07845,1.0628,25,22
Canada,2005,.84805399,.99189699,1.0537,26,22
Canada,2006,.81179303,.96788597,.85030001,26,26
Canada,2007,.78933197,.95066398,.78390002,26,27
Canada,2008,.741557,.93404502,.5898,26,35
Canada,2009,.71197301,.89298099,.77780002,28,27
Canada,2010,.70377898,.85806698,.70999998,30,31
Canada,2011,.526191,.85689503,.72390002,40,31
Canada,2012,.53484702,.834961,.69660002,40,31
Canada,2013,.421886,.74010599,.60360003,39,34
Canada,2014,.41136199,.69556099,.68879998,39,33
Canada,2015,.38209999,.68250799,.68510002,37,31
Canada,2016,.342765,,.68239999,29,33
Chile,1964,-.040220998,.101161,,37,
Chile,1965,-.096363999,.138815,,40,
Chile,1966,.124412,.095335998,,39,
Chile,1967,-.025874,.18350001,,43,
Chile,1968,-.20273,.122806,,49,
Chile,1969,-.017258,.105852,,45,
Chile,1970,-.071416996,.20180599,,45,
Chile,1971,.013151,.245828,,44,
Chile,1972,.065105997,-.165353,,45,
Chile,1973,.057264999,-.29486701,,44,
Chile,1974,-.114033,-.475431,,51,
Chile,1975,.011746,-.195621,,45,
Chile,1976,-.254118,-.29187599,,59,
Chile,1977,-.253737,-.19322,,59,
Chile,1978,-.192636,-.19763,,60,
Chile,1979,-.300832,-.206659,,64,
Chile,1980,-.231075,-.207231,,62,
Chile,1981,-.201121,-.255638,,59,
Chile,1982,-.206138,-.32021299,,60,
Chile,1983,-.170715,-.422187,,58,
Chile,1984,-.322281,-.25922501,,62,
Chile,1985,-.240817,-.23935799,,58,
Chile,1986,-.27313,-.36852801,,59,
Chile,1987,-.47072199,-.39582801,,69,
Chile,1988,-.56522399,-.47762001,,72,
Chile,1989,-.499843,-.431602,,68,
Chile,1990,-.45232701,-.37311399,,66,
Chile,1991,-.336225,-.20426001,,61,
Chile,1992,-.397569,-.065410003,,76,
Chile,1993,-.365605,-.0244,,72,
Chile,1994,-.296188,-.033229999,,70,
Chile,1995,-.197503,-.058809999,-.1173,66,64
Chile,1996,-.23614299,-.036293998,.067900002,65,57
Chile,1997,-.22503,-.048787002,.090899996,67,59
Chile,1998,-.123718,.010442,.082999997,64,57
Chile,1999,-.122233,-.044723999,.064000003,64,54
Chile,2000,-.120653,-.083076,.097099997,66,55
Chile,2001,-.097452,-.151169,-.039900001,64,57
Chile,2002,-.089827001,-.153392,-.0035000001,64,57
Chile,2003,-.069191001,-.197791,-.072999999,63,56
Chile,2004,-.150324,-.173677,-.094300002,67,58
Chile,2005,-.150391,-.193413,-.071500003,65,60
Chile,2006,-.19643299,-.17066801,-.1541,69,58
Chile,2007,-.171878,-.151162,-.30680001,66,65
Chile,2008,-.22253001,-.13299499,-.3055,69,65
Chile,2009,-.222266,-.139999,-.38690001,68,66
Chile,2010,-.244314,-.133507,-.38909999,71,66
Chile,2011,-.32812399,-.122132,-.3136,71,66
Chile,2012,-.33362699,-.090636,-.3247,70,70
Chile,2013,-.49926099,-.142225,-.17990001,71,63
Chile,2014,-.532363,-.126211,-.40099999,74,69
Chile,2015,-.59288502,-.111206,-.3312,77,68
Chile,2016,-.855573,,-.2349,69,64
China,1964,.55440599,.71877599,,26,
China,1965,.52375501,.71680897,,26,
China,1966,.47523701,.67473602,,28,
China,1967,.51179099,.628479,,29,
China,1968,.56477702,.61574101,,29,
China,1969,.541641,.62256497,,31,
China,1970,.56752002,.610618,,30,
China,1971,.525819,.64751101,,31,
China,1972,.51437497,.69413501,,32,
China,1973,.54354399,.71885502,,29,
China,1974,.497583,.69661999,,31,
China,1975,.48423499,.63169003,,32,
China,1976,.341003,.59070897,,40,
China,1977,.27870601,.55771399,,40,
China,1978,.29181901,.498833,,36,
China,1979,.29953399,.49584001,,34,
China,1980,.32076499,.52417397,,33,
China,1981,.32056201,.54584801,,32,
China,1982,.31364799,.54316503,,36,
China,1983,.28200501,.60773998,,38,
China,1984,.27950999,.614299,,38,
China,1985,.23883,.626297,,37,
China,1986,.14712299,.60892498,,38,
China,1987,.134055,.70994902,,40,
China,1988,.24691799,.73457003,,38,
China,1989,.234761,.80189598,,35,
China,1990,.25420499,.83516198,,32,
China,1991,.284872,.87359202,,31,
China,1992,.26905701,.91024202,,37,
China,1993,.170488,.89455098,,41,
China,1994,.089156002,.91203701,,48,
China,1995,.234956,.96928,.36019999,42,46
China,1996,.22143801,.966241,.38,46,45
China,1997,.32830799,.99089301,.37040001,41,44
China,1998,.25455499,.98102999,.3515,43,47
China,1999,.233022,1.01134,.37009999,45,41
China,2000,.30792901,1.07221,.34630001,40,44
China,2001,.37856799,1.11421,.36539999,38,38
China,2002,.41801,1.1345201,.40400001,38,36
China,2003,.44206101,1.15174,.46360001,35,35
China,2004,.452979,1.1735801,.45370001,35,37
China,2005,.474971,1.1835001,.49380001,35,37
China,2006,.58744901,1.19581,.63340002,35,30
China,2007,.632635,1.19611,.7184,34,30
China,2008,.71573198,1.21068,.787,28,27
China,2009,.75350797,1.22145,.63080001,26,33
China,2010,.77490801,1.2512701,.75029999,26,28
China,2011,.90990603,1.30072,.83710003,27,27
China,2012,1.00792,1.32383,.9023,22,24
China,2013,1.04036,1.46234,1.0002,20,23
China,2014,1.16379,1.48186,1.0319,18,23
China,2015,1.17107,1.44349,.88190001,19,27
China,2016,.89218998,,.9411,18,26
Colombia,1964,-.41219601,-.06072,,57,
Colombia,1965,-.244653,.131376,,47,
Colombia,1966,.116634,.240068,,41,
Colombia,1967,-.020912999,.223545,,42,
Colombia,1968,-.168593,.16569801,,47,
Colombia,1969,-.36000299,.186735,,52,
Colombia,1970,-.19359601,.151141,,51,
Colombia,1971,-.118563,.095151,,48,
Colombia,1972,-.088109002,.30855301,,48,
Colombia,1973,.106428,.23669299,,42,
Colombia,1974,.25368899,.35286599,,41,
Colombia,1975,.26736599,.393626,,40,
Colombia,1976,.14114401,.34840101,,46,
Colombia,1977,-.015421,.36347699,,50,
Colombia,1978,-.191699,.25899801,,59,
Colombia,1979,-.15778001,.25723299,,59,
Colombia,1980,-.22038899,.21098,,61,
Colombia,1981,-.021815,.232798,,47,
Colombia,1982,.198478,.308148,,43,
Colombia,1983,.19832601,.253896,,40,
Colombia,1984,.256464,.223581,,39,
Colombia,1985,.059858002,.114441,,43,
Colombia,1986,-.04428,.155772,,47,
Colombia,1987,-.19065499,.171223,,55,
Colombia,1988,-.17832901,.19308899,,53,
Colombia,1989,-.108131,.154183,,52,
Colombia,1990,-.183715,.163211,,53,
Colombia,1991,-.086006001,.231565,,48,
Colombia,1992,-.040668,.301705,,54,
Colombia,1993,-.092689,.29529101,,61,
Colombia,1994,-.137058,.27137399,,61,
Colombia,1995,-.057388,.283503,-.0101,62,60
Colombia,1996,-.052715,.275969,.2201,61,53
Colombia,1997,.003091,.28676599,.2087,58,54
Colombia,1998,-.033018,.30760401,.1971,63,55
Colombia,1999,.065017998,.36215699,.22579999,55,51
Colombia,2000,.130317,.357032,.1839,50,52
Colombia,2001,.15488601,.37404799,.1736,48,51
Colombia,2002,.16557901,.36698899,.2685,45,45
Colombia,2003,.141137,.385921,.0317,48,53
Colombia,2004,.108143,.41808501,-.037999999,48,56
Colombia,2005,.108932,.446282,-.0317,49,58
Colombia,2006,.053323999,.46761701,.0156,52,53
Colombia,2007,.024946,.43166801,.0048000002,55,54
Colombia,2008,.220323,.43830499,.1015,48,53
Colombia,2009,.21155,.44188699,.1654,51,48
Colombia,2010,.18691,.409931,-.077200003,51,56
Colombia,2011,-.001219,.34208301,-.0502,59,55
Colombia,2012,.049743999,.321098,.095299996,54,54
Colombia,2013,-.234596,.132434,.1148,60,50
Colombia,2014,-.194463,.174145,.1005,57,53
Colombia,2015,-.216272,.194997,.041499998,58,54
Colombia,2016,-.123219,,-.02,45,55
Congo,1964,-.93020701,-.898081,,80,
Congo,1965,-.777529,-.77331799,,76,
Congo,1966,-1.01512,-.829238,,81,
Congo,1967,-.85448003,-.93767297,,74,
Congo,1968,-.857768,-1.01513,,72,
Congo,1969,-.84441799,-.90349501,,75,
Congo,1970,-.96419001,-.86731201,,79,
Congo,1971,-.96402401,-.89977902,,80,
Congo,1972,-1.07979,-1.0759,,83,
Congo,1973,-1.17314,-1.15806,,90,
Congo,1974,-1.22077,-1.16102,,89,
Congo,1975,-1.21109,-1.1963201,,90,
Congo,1976,-1.51863,-1.18918,,93,
Congo,1977,-1.5092601,-1.0776401,,91,
Congo,1978,-1.24883,-1.1061701,,88,
Congo,1979,-1.13528,-1.1800801,,84,
Congo,1980,-1.1920201,-1.3318501,,86,
Congo,1981,-1.6632299,-1.5163701,,95,
Congo,1982,-1.67642,-1.70126,,95,
Congo,1983,-1.69718,-1.67774,,96,
Congo,1984,-1.68953,-1.6365401,,97,
Congo,1985,-1.57239,-1.5756299,,95,
Congo,1986,-1.5955499,-1.54763,,97,
Congo,1987,-1.5644701,-1.62296,,97,
Congo,1988,-1.3537101,-1.8401099,,93,
Congo,1989,-1.4880199,-1.8132,,97,
Congo,1990,-1.50959,-1.83125,,96,
Congo,1991,-1.61876,-1.75172,,97,
Congo,1992,-1.5417,-1.8713,,110,
Congo,1993,-1.45875,-1.8596801,,112,
Congo,1994,-1.52143,-1.54137,,113,
Congo,1995,-1.41008,-1.43908,-.51539999,113,83
Congo,1996,-.84554398,-1.36693,-1.3911,94,109
Congo,1997,-1.29766,-1.5232,-1.4496,110,111
Congo,1998,-1.24502,-1.54362,-1.2367001,106,108
Congo,1999,-1.45647,-1.52254,-1.2125,112,105
Congo,2000,-1.42348,-1.4673001,-1.8358999,114,119
Congo,2001,-1.2598799,-1.41827,-1.2538,113,104
Congo,2002,-1.30159,-1.60753,-1.5727,114,115
Congo,2003,-1.35403,-1.66494,-1.6518,113,115
Congo,2004,-1.41438,-1.7621599,-1.3705,115,111
Congo,2005,-1.5601701,-1.9746701,-1.4799,117,112
Congo,2006,-1.6858,-2.1082101,-1.6173,117,116
Congo,2007,-1.8268501,-2.5597799,-2.1210999,118,120
Congo,2008,-1.89518,-2.777,-2.4935999,118,121
Congo,2009,-1.7924401,-2.76372,-1.498,117,115
Congo,2010,-1.77145,-2.55127,-1.6765,116,117
Congo,2011,-1.2169501,-1.9192801,-1.4548,110,114
Congo,2012,-1.1232899,-1.69824,-.92799997,105,96
Congo,2013,-.67503899,-.85404003,-.9163,78,97
Congo,2014,-.730753,-.86997002,-.92379999,81,95
Congo,2015,-.81423497,-1.10662,-1.7211,84,121
Congo,2016,,,-1.348,,111
Costa Rica,1964,-.019055,-.243622,,36,
Costa Rica,1965,.50225002,.44445899,,27,
Costa Rica,1966,.54468399,.48359901,,27,
Costa Rica,1967,.68794298,.55474699,,24,
Costa Rica,1968,.65968198,.533373,,25,
Costa Rica,1969,.54358101,.47140801,,30,
Costa Rica,1970,.58510602,.381349,,29,
Costa Rica,1971,.47437099,.304564,,32,
Costa Rica,1972,.57773501,.26165,,30,
Costa Rica,1973,.53157002,.194428,,30,
Costa Rica,1974,.619416,.167771,,29,
Costa Rica,1975,.60738498,.128023,,31,
Costa Rica,1976,.383784,.011527,,37,
Costa Rica,1977,.301146,.062408999,,38,
Costa Rica,1978,.30829,.13045201,,35,
Costa Rica,1979,.354579,.138257,,31,
Costa Rica,1980,.35923201,.133461,,31,
Costa Rica,1981,.284733,.085830003,,36,
Costa Rica,1982,.21481299,.076594003,,42,
Costa Rica,1983,.151419,.24283201,,44,
Costa Rica,1984,.122502,-.022697,,44,
Costa Rica,1985,-.05328,-.14684699,,48,
Costa Rica,1986,-.15835901,.0041390001,,54,
Costa Rica,1987,-.123305,.037101999,,49,
Costa Rica,1988,-.00306,.037182,,43,
Costa Rica,1989,-.003063,.016758,,45,
Costa Rica,1990,-.076880001,-.031987,,48,
Costa Rica,1991,-.013234,.00024199999,,46,
Costa Rica,1992,-.0046270001,-.0035920001,,51,
