Entity,Year,regime_bti,state_basic_bti,electfreefair_bti,effective_power_bti,freeassoc_bti,freeexpr_bti,sep_power_bti,civ_rights_bti,democracy_bti,state_bti,political_participation_bti,rule_of_law_bti,stability_dem_inst_bti,pol_soc_integr_bti,number_hardaut_bti,number_modaut_bti,number_hdefdem_bti,number_defdem_bti,number_consdem_bti,pop_hardaut_bti,pop_modaut_bti,pop_hdefdem_bti,pop_defdem_bti,pop_consdem_bti,pop_missreg_bti,popw_democracy_bti,region
Democratic Republic of Congo,2017,1,2.5,2,2,3,4,3,3,3.466666698455811,5.5,2.75,2.75,2,4.3333333,,,,,,,,,,,,,Africa
Democratic Republic of Congo,2019,1,2.5,4,2,3,3,3,3,3.516666666666667,5.5,3,2.75,2,4.333333333333333,,,,,,,,,,,,,Africa
Democratic Republic of Congo,2021,1,2.5,4,2,4,4,3,3,3.666666666666667,5.5,3.5,3,2,4.333333333333333,,,,,,,,,,,,,Africa
Djibouti,2019,1,7,4,3,3,2,3,3,3.783333333333334,6.75,3,3,2.5,3.666666666666667,,,,,,,,,,,,,Africa
Djibouti,2021,1,7,4,3,3,1,3,3,3.666666666666667,6.75,2.75,3,2.5,3.333333333333333,,,,,,,,,,,,,Africa
Dominican Republic,2005,4,7.5,9,9,9,7,8,6,7.300000190734863,8.25,8.5,6.25,7,6.5,,,,,,,,,,,,,North America
Dominican Republic,2007,4,7.5,9,9,9,8,8,7,7.599999904632568,8.25,8.75,6.5,7.5,7,,,,,,,,,,,,,North America
Dominican Republic,2009,4,8,8,9,9,8,7,7,7.550000190734863,8.5,8.5,6.25,7.5,7,,,,,,,,,,,,,North America
Dominican Republic,2011,4,8,8,9,9,8,7,7,7.400000095367432,8,8.5,6.25,7.5,6.75,,,,,,,,,,,,,North America
Dominican Republic,2013,4,8,7,9,9,8,6,7,7.199999809265137,8,8.25,5.75,7,7,,,,,,,,,,,,,North America
Dominican Republic,2015,4,8,7,8,9,8,6,6,7.099999904632568,8,8,5.75,7,6.75,,,,,,,,,,,,,North America
Dominican Republic,2017,4,8,7,8,9,8,6,6,6.949999809265137,8,8,5.25,7,6.5,,,,,,,,,,,,,North America
Dominican Republic,2019,4,7.5,7,8,9,7,6,6,6.8,7.5,7.75,5.25,7,6.5,,,,,,,,,,,,,North America
Dominican Republic,2021,4,7.5,7,8,9,8,6,6,6.85,7.75,8,5.25,7,6.25,,,,,,,,,,,,,North America
Ecuador,2005,4,7,9,6,8,7,5,6,6.199999809265137,8,7.5,4.75,5.5,5.25,,,,,,,,,,,,,South America
Ecuador,2007,4,7,8,7,9,8,5,7,6.150000095367432,8,8,4.75,5,5,,,,,,,,,,,,,South America
Ecuador,2009,3,7,7,9,9,6,4,7,5.900000095367432,8,7.75,4.75,4.5,4.5,,,,,,,,,,,,,South America
Ecuador,2011,3,7,7,7,8,6,5,7,5.699999809265137,7.5,7,5,4.5,4.5,,,,,,,,,,,,,South America
Ecuador,2013,3,7.5,6,8,8,5,4,7,5.699999809265137,8,6.75,4.75,4.5,4.5,,,,,,,,,,,,,South America
Ecuador,2015,3,7.5,6,9,6,4,4,6,5.449999809265137,7.75,6.25,4.5,4.5,4.25,,,,,,,,,,,,,South America
Ecuador,2017,3,8,6,9,6,5,4,6,5.900000095367432,8.25,6.5,4.75,5.5,4.5,,,,,,,,,,,,,South America
Ecuador,2019,4,8,8,9,9,8,7,7,7.2,8.5,8.5,6.5,7,5.5,,,,,,,,,,,,,South America
Ecuador,2021,4,7.5,8,9,9,7,7,7,7,8,8.25,6.5,7,5.25,,,,,,,,,,,,,South America
Egypt,2005,2,7.5,3,2,4,4,3,4,4.116666793823242,7.25,3.25,3.75,2,4.3333333,,,,,,,,,,,,,Africa
Egypt,2007,2,7.5,4,2,5,5,4,4,4.400000095367432,7.75,4,4.25,2,4,,,,,,,,,,,,,Africa
Egypt,2009,2,7,3,2,5,4,4,4,4.216666698455811,7,3.5,4.25,2,4.3333333,,,,,,,,,,,,,Africa
Egypt,2011,2,7,3,2,4,4,3,3,4.083333492279053,7,3.25,3.5,2,4.6666667,,,,,,,,,,,,,Africa
Egypt,2013,2,6.5,7,3,6,6,6,3,4.916666507720947,6,5.5,4.75,3,5.3333333,,,,,,,,,,,,,Africa
Egypt,2015,1,6,4,2,3,4,3,3,3.933333396911621,6.25,3.25,3.5,2,4.6666667,,,,,,,,,,,,,Africa
Egypt,2017,1,6,3,2,3,3,3,3,3.700000047683716,6.25,2.75,3.5,2,4,,,,,,,,,,,,,Africa
Egypt,2019,1,6,2,2,3,2,3,2,3.5,6.25,2.25,3,2,4,,,,,,,,,,,,,Africa
Egypt,2021,1,6.5,2,2,3,2,2,2,3.366666666666666,6.75,2.25,2.5,2,3.333333333333333,,,,,,,,,,,,,Africa
El Salvador,2005,4,6.5,8,9,7,7,7,5,7.349999904632568,8,7.75,6,8.5,6.5,,,,,,,,,,,,,North America
El Salvador,2007,4,6.5,7,9,7,8,6,6,7.199999809265137,8,7.75,6,8,6.25,,,,,,,,,,,,,North America
El Salvador,2009,4,7,8,9,6,7,7,6,7.349999904632568,8.25,7.5,6.25,8,6.75,,,,,,,,,,,,,North America
El Salvador,2011,4,6,8,9,8,8,7,6,7.449999809265137,7.75,8.25,6.25,8,7,,,,,,,,,,,,,North America
El Salvador,2013,4,6.5,8,9,8,8,7,6,7.5,8,8.25,6.25,8,7,,,,,,,,,,,,,North America
El Salvador,2015,4,6,9,9,8,8,7,5,7.300000190734863,7.75,8.5,6,7.5,6.75,,,,,,,,,,,,,North America
El Salvador,2017,4,6,9,9,8,8,7,5,7.300000190734863,7.75,8.5,6,8,6.25,,,,,,,,,,,,,North America
El Salvador,2019,4,6,9,9,8,8,7,5,7.2,7.5,8.5,6,8,6,,,,,,,,,,,,,North America
El Salvador,2021,4,6.5,9,9,8,7,6,5,6.7,7.75,8.25,5.75,6,5.75,,,,,,,,,,,,,North America
Equatorial Guinea,2019,1,6.5,2,2,2,2,2,2,2.816666666666667,7,2,1.75,1,2.333333333333333,,,,,,,,,,,,,Africa
Equatorial Guinea,2021,1,6,2,2,2,2,2,2,2.766666666666667,6.75,2,1.75,1,2.333333333333333,,,,,,,,,,,,,Africa
Eritrea,2005,1,9,1,3,3,1,2,1,3.316666603088379,8.75,2,2.5,1,2.3333333,,,,,,,,,,,,,Africa
Eritrea,2007,1,6.5,1,2,1,1,1,1,2.599999904632568,6.75,1.25,2,1,2,,,,,,,,,,,,,Africa
Eritrea,2009,1,5.5,1,1,1,1,1,1,2.683333396911621,6.75,1,2,1,2.6666667,,,,,,,,,,,,,Africa
Eritrea,2011,1,4.5,1,1,1,1,1,1,2.133333444595337,5.75,1,1.25,1,1.6666667,,,,,,,,,,,,,Africa
Eritrea,2013,1,4.5,1,1,1,1,1,1,2.083333253860474,5.5,1,1.25,1,1.6666667,,,,,,,,,,,,,Africa
Eritrea,2015,1,4.5,1,1,1,1,1,1,2.066666603088379,5.75,1,1.25,1,1.3333333,,,,,,,,,,,,,Africa
Eritrea,2017,1,5,1,1,1,1,1,1,2.116666555404663,6,1,1.25,1,1.3333333,,,,,,,,,,,,,Africa
Eritrea,2019,1,5,1,1,1,1,1,1,2.116666666666667,6,1,1.25,1,1.333333333333333,,,,,,,,,,,,,Africa
Eritrea,2021,1,5,1,1,1,1,1,1,2.116666666666667,6,1,1.25,1,1.333333333333333,,,,,,,,,,,,,Africa
Estonia,2005,5,10,9,10,10,10,10,9,9.399999618530273,9.25,9.75,9.5,10,8.5,,,,,,,,,,,,,Europe
Estonia,2007,5,10,9,10,10,10,10,10,9.550000190734863,9.5,9.75,9.75,10,8.75,,,,,,,,,,,,,Europe
Estonia,2009,5,10,9,10,10,10,10,10,9.600000381469727,9.5,9.75,9.75,10,9,,,,,,,,,,,,,Europe
Estonia,2011,5,10,9,10,10,10,10,10,9.550000190734863,9.5,9.75,9.75,10,8.75,,,,,,,,,,,,,Europe
Estonia,2013,5,10,10,10,10,10,10,10,9.699999809265137,9.5,10,9.75,10,9.25,,,,,,,,,,,,,Europe
Estonia,2015,5,10,10,10,10,10,10,10,9.699999809265137,9.5,10,9.75,10,9.25,,,,,,,,,,,,,Europe
Estonia,2017,5,10,10,10,10,10,10,10,9.75,9.5,10,10,10,9.25,,,,,,,,,,,,,Europe
Estonia,2019,5,10,10,10,10,10,10,10,9.800000000000001,9.75,10,10,10,9.25,,,,,,,,,,,,,Europe
Estonia,2021,5,10,10,10,10,9,10,10,9.65,9.5,9.75,10,10,9,,,,,,,,,,,,,Europe
Eswatini,2019,1,8,1,1,3,2,2,3,3.583333333333333,7.5,1.75,2.5,2.5,3.666666666666667,,,,,,,,,,,,,Africa
Eswatini,2021,1,8,1,1,3,2,2,4,3.483333333333333,7.5,1.75,2.5,2,3.666666666666667,,,,,,,,,,,,,Africa
Ethiopia,2005,2,6.5,3,3,5,4,3,3,4.166666507720947,7.5,3.75,3.25,2,4.3333333,,,,,,,,,,,,,Africa
Ethiopia,2007,2,7,4,2,4,2,4,3,4.133333206176758,7.5,3,3.5,2,4.6666667,,,,,,,,,,,,,Africa
Ethiopia,2009,1,5,3,2,3,4,3,3,3.533333301544189,5.75,3,3.25,2,3.6666667,,,,,,,,,,,,,Africa
Ethiopia,2011,1,7,3,2,3,3,3,2,3.683333396911621,7.25,2.75,2.75,2,3.6666667,,,,,,,,,,,,,Africa
Ethiopia,2013,1,6.5,2,2,2,2,3,2,3.366666555404663,6.5,2,3,2,3.3333333,,,,,,,,,,,,,Africa
Ethiopia,2015,1,6.5,2,2,3,2,3,2,3.233333349227905,6.25,2.25,3,2,2.6666667,,,,,,,,,,,,,Africa
Ethiopia,2017,1,6.5,2,2,2,2,2,2,3.016666650772095,6,2,2.75,2,2.3333333,,,,,,,,,,,,,Africa
Ethiopia,2019,2,7,4,3,5,3,3,2,4,7,3.75,3.25,3,3,,,,,,,,,,,,,Africa
Ethiopia,2021,1,5,3,3,5,3,3,2,3.783333333333334,5.5,3.5,3.25,3,3.666666666666667,,,,,,,,,,,,,Africa
Europe,2005,,,,,,,,,7.929824527941252,,,,,,1,0,2,5,11,9562083,0,147831421,64997015,106541227,401386201,6.992541395877021,World
Europe,2007,,,,,,,,,8.06666669845581,,,,,,1,0,1,7,11,9480514,0,143266207,69079411,105920519,405258021,6.890546962883348,World
Europe,2009,,,,,,,,,8.018254053025018,,,,,,0,1,1,7,12,0,9433159,143326904,59469409,114358787,409435621,6.827072918158741,World
Europe,2011,,,,,,,,,7.865872996194022,,,,,,1,0,1,7,12,9415316,0,143703027,58986546,113706172,413166819,6.71980336280323,World
Europe,2013,,,,,,,,,7.71111113684518,,,,,,1,1,0,10,9,9423502,144325456,0,97395961,74169054,416374168,6.239063720964729,World
Europe,2015,,,,,,,,,7.670634860084171,,,,,,1,1,0,9,10,9439424,144985059,0,76673221,93744951,419379710,6.319341762959576,World
Europe,2017,,,,,,,,,7.561111132303874,,,,,,0,2,0,9,10,0,154980324,0,76052102,93173675,422390740,6.266985778483176,World
Europe,2019,,,,,,,,,7.446825396825398,,,,,,0,2,2,10,7,0,155324669,7344256,132295356,28347198,425069910,6.099035791735684,World
Europe,2021,,,,,,,,,7.336507936507936,,,,,,1,1,1,10,8,9442867,145912022,3263459,116099857,47355415,426889363,5.949278053001257,World
Gabon,2019,2,7.5,4,3,4,4,3,5,4.7,8.5,3.75,3.75,2.5,5,,,,,,,,,,,,,Africa
Gabon,2021,2,7.5,4,3,4,4,3,4,4.65,8.5,3.75,3.5,2.5,5,,,,,,,,,,,,,Africa
Gambia,2019,4,7.5,7,7,7,7,6,6,6.9,8.25,7,5.5,7.5,6.25,,,,,,,,,,,,,Africa
Gambia,2021,4,7.5,7,7,6,7,6,6,6.95,8,6.75,5.75,7.5,6.75,,,,,,,,,,,,,Africa
Georgia,2005,4,4,9,7,8,6,5,7,6.099999904632568,5.25,7.5,6.5,7,4.25,,,,,,,,,,,,,Asia
Georgia,2007,4,6,9,9,9,7,5,7,6.849999904632568,6.75,8.5,6,8,5,,,,,,,,,,,,,Asia
Georgia,2009,4,5,7,9,7,6,5,6,6.050000190734863,6.25,7.25,5.5,6.5,4.75,,,,,,,,,,,,,Asia
Georgia,2011,4,5.5,8,9,7,6,6,6,6.150000095367432,6.25,7.5,6,6.5,4.5,,,,,,,,,,,,,Asia
Georgia,2013,4,5.5,8,9,8,7,6,6,6.5,6.5,8,6,7,5,,,,,,,,,,,,,Asia
Georgia,2015,4,5.5,9,8,9,8,6,7,6.699999809265137,6.25,8.5,6.5,7,5.25,,,,,,,,,,,,,Asia
Georgia,2017,4,6,9,8,9,8,6,7,6.800000190734863,6.5,8.5,6.5,7.5,5,,,,,,,,,,,,,Asia
Georgia,2019,4,6,8,8,9,8,6,7,6.6,6.5,8.25,6.25,7,5,,,,,,,,,,,,,Asia
Georgia,2021,4,6,7,7,8,8,5,7,6.1,6.5,7.5,5.75,6,4.75,,,,,,,,,,,,,Asia
Ghana,2005,4,7,9,8,9,8,8,8,7.900000095367432,8,8.5,7.5,8,7.5,,,,,,,,,,,,,Africa
Ghana,2007,5,7,9,9,9,9,8,8,8.100000381469727,7.75,9,7.5,8.5,7.75,,,,,,,,,,,,,Africa
Ghana,2009,5,7.5,8,9,9,8,8,8,8.149999618530273,8,8.5,7.5,9,7.75,,,,,,,,,,,,,Africa
Ghana,2011,5,7.5,8,9,9,9,8,8,8.25,8,8.75,7.5,9,8,,,,,,,,,,,,,Africa
Ghana,2013,5,7.5,8,9,10,9,8,8,8.300000190734863,8,9,7.5,9,8,,,,,,,,,,,,,Africa
Ghana,2015,4,7.5,8,9,9,8,8,6,7.900000095367432,7.75,8.5,6.75,8.5,8,,,,,,,,,,,,,Africa
Ghana,2017,4,7.5,8,9,9,8,8,7,7.900000095367432,7.75,8.5,7,8.5,7.75,,,,,,,,,,,,,Africa
Ghana,2019,4,7,8,9,9,8,8,7,7.85,7.5,8.5,7,8.5,7.75,,,,,,,,,,,,,Africa
Ghana,2021,5,7.5,8,9,9,9,8,7,8,7.75,8.75,7,8.5,8,,,,,,,,,,,,,Africa
Guatemala,2005,3,6,7,7,6,5,6,5,5.650000095367432,7,6.25,5.25,5.5,4.25,,,,,,,,,,,,,North America
Guatemala,2007,3,6,7,6,6,6,6,5,5.900000095367432,7,6.25,5.5,6,4.75,,,,,,,,,,,,,North America
Guatemala,2009,3,5.5,8,6,6,6,6,5,5.849999904632568,6.75,6.5,5.25,6,4.75,,,,,,,,,,,,,North America
Guatemala,2011,3,4.5,7,5,6,6,6,5,5.550000190734863,6.25,6,5.25,5.5,4.75,,,,,,,,,,,,,North America
Guatemala,2013,3,4.5,6,5,5,5,6,5,5.199999809265137,6.25,5.25,5.25,5,4.25,,,,,,,,,,,,,North America
Guatemala,2015,3,4.5,6,4,5,6,5,4,5.150000095367432,6.25,5.25,4.5,5.5,4.25,,,,,,,,,,,,,North America
Guatemala,2017,3,4,6,4,5,6,5,4,5.050000190734863,6,5.25,4.75,5,4.25,,,,,,,,,,,,,North America
Guatemala,2019,2,3.5,6,3,5,5,3,4,4.05,5.25,4.75,3.25,3,4,,,,,,,,,,,,,North America
Guatemala,2021,2,4,6,4,4,5,3,4,4.1,5.5,4.75,3.25,3,4,,,,,,,,,,,,,North America
Guinea,2005,2,6.5,3,2,5,4,3,4,4.283333301544189,7.75,3.5,3.5,2,4.6666667,,,,,,,,,,,,,Africa
Guinea,2007,1,5.5,3,2,6,4,3,3,3.983333349227905,7,3.75,2.5,2,4.6666667,,,,,,,,,,,,,Africa
Guinea,2009,1,5.5,1,1,5,5,2,3,3.549999952316284,7,3,2.75,1,4,,,,,,,,,,,,,Africa
Guinea,2011,3,6,6,6,7,6,4,4,5.633333206176758,7.25,6.25,4,5,5.6666667,,,,,,,,,,,,,Africa
Guinea,2013,2,6.5,5,3,6,7,4,5,5.099999904632568,7.5,5.25,4.75,3,5,,,,,,,,,,,,,Africa
Guinea,2015,3,6,6,6,6,6,5,5,5.800000190734863,7.25,6,4.75,5,6,,,,,,,,,,,,,Africa
Guinea,2017,4,6.5,6,7,6,6,5,5,6.050000190734863,7.75,6.25,5,5,6.25,,,,,,,,,,,,,Africa
Guinea,2019,3,6.5,6,7,6,5,5,5,5.95,7.75,6,4.75,5,6.25,,,,,,,,,,,,,Africa
Guinea,2021,2,6,5,3,4,4,4,4,4.85,7.5,4,3.75,3,6,,,,,,,,,,,,,Africa
Guinea-Bissau,2019,4,5,7,7,7,6,6,5,6.25,7,6.75,5,5.5,7,,,,,,,,,,,,,Africa
Guinea-Bissau,2021,3,5,7,7,6,5,4,4,5.85,7,6.25,4,5,7,,,,,,,,,,,,,Africa
Haiti,2005,1,2,3,2,6,4,3,3,3.349999904632568,5,3.75,3,2,3,,,,,,,,,,,,,North America
Haiti,2007,3,3,6,5,7,4,4,5,4.400000095367432,5.25,5.5,3.75,4.5,3,,,,,,,,,,,,,North America
Haiti,2009,3,3.5,6,6,7,5,4,6,5.050000190734863,5.75,6,4.25,5.5,3.75,,,,,,,,,,,,,North America
Haiti,2011,1,1.5,4,2,7,5,4,5,3.666666746139526,4.75,4.5,3.75,2,3.3333333,,,,,,,,,,,,,North America
Haiti,2013,1,2,5,2,7,6,4,5,3.916666746139526,5,5,3.75,2.5,3.3333333,,,,,,,,,,,,,North America
Haiti,2015,1,2.5,5,2,7,6,3,4,3.75,5.25,5,3,2.5,3,,,,,,,,,,,,,North America
Haiti,2017,2,3,6,4,7,7,3,4,4.099999904632568,5.5,6,3,3,3,,,,,,,,,,,,,North America
Haiti,2019,2,3.5,6,4,7,7,4,3,4.216666666666667,5.75,6,3,3,3.333333333333333,,,,,,,,,,,,,North America
Haiti,2021,1,2.5,4,3,7,6,3,3,3.866666666666666,5.25,5,2.75,3,3.333333333333333,,,,,,,,,,,,,North America
Honduras,2005,4,6,9,8,8,6,8,6,6.800000190734863,7.5,7.75,6,7.5,5.25,,,,,,,,,,,,,North America
Honduras,2007,4,6,9,7,8,6,8,6,6.650000095367432,7.5,7.5,6,7,5.25,,,,,,,,,,,,,North America
Honduras,2009,4,6,8,7,8,7,6,6,6.550000190734863,7.5,7.5,5.25,7,5.5,,,,,,,,,,,,,North America
Honduras,2011,4,6,7,6,7,7,6,6,6.400000095367432,7.5,6.75,5.75,6,6,,,,,,,,,,,,,North America
Honduras,2013,4,6,7,7,8,6,6,6,6.650000095367432,7.5,7,5.75,7,6,,,,,,,,,,,,,North America
Honduras,2015,4,6,8,7,8,6,7,5,6.550000190734863,7.5,7.25,5.75,6.5,5.75,,,,,,,,,,,,,North America
Honduras,2017,3,6,6,6,6,5,5,4,5.800000190734863,7.5,5.75,4.75,5.5,5.5,,,,,,,,,,,,,North America
Honduras,2019,2,6,5,3,5,5,3,4,4.666666666666666,7.25,4.5,3.25,3,5.333333333333333,,,,,,,,,,,,,North America
Honduras,2021,2,5,5,3,4,4,3,4,4.416666666666666,6.5,4,3.25,3,5.333333333333333,,,,,,,,,,,,,North America
Hungary,2005,5,10,10,10,10,10,10,9,9.399999618530273,10,10,9,9.5,8.5,,,,,,,,,,,,,Europe
Hungary,2007,5,10,10,10,10,10,10,10,9.350000381469727,10,10,9.25,9,8.5,,,,,,,,,,,,,Europe
Hungary,2009,5,10,10,10,10,10,10,9,9.25,10,10,9,8.5,8.75,,,,,,,,,,,,,Europe
Hungary,2011,5,10,9,10,9,8,7,8,8.350000381469727,9.75,9,7.75,7.5,7.75,,,,,,,,,,,,,Europe
Hungary,2013,4,10,9,10,9,7,6,8,7.949999809265137,9.5,8.75,7.25,7.5,6.75,,,,,,,,,,,,,Europe
Hungary,2015,4,10,7,10,7,6,5,8,7.599999904632568,9.5,7.5,6.5,7.5,7,,,,,,,,,,,,,Europe
Hungary,2017,4,10,7,10,7,6,5,7,7.150000095367432,9.25,7.5,6,6.5,6.5,,,,,,,,,,,,,Europe
Hungary,2019,4,9.5,6,10,7,5,5,7,6.8,9.25,7,5.75,5.5,6.5,,,,,,,,,,,,,Europe
Hungary,2021,4,9,6,9,6,4,4,6,6.35,8.75,6.25,5.25,5,6.5,,,,,,,,,,,,,Europe
India,2005,4,7.5,7,9,10,9,9,7,7.949999809265137,8.25,8.75,7.5,8.5,6.75,,,,,,,,,,,,,Asia
India,2007,5,8,9,9,10,9,9,7,8.100000381469727,8.25,9.25,7.5,8.5,7,,,,,,,,,,,,,Asia
India,2009,5,7.5,8,10,10,9,9,7,8.199999809265137,8,9.25,7.5,9,7.25,,,,,,,,,,,,,Asia
India,2011,5,8,9,10,10,9,9,7,8.199999809265137,8.25,9.5,7.5,8.5,7.25,,,,,,,,,,,,,Asia
India,2013,5,7,9,10,10,8,9,7,8.100000381469727,7.75,9.25,7.5,8.5,7.5,,,,,,,,,,,,,Asia
India,2015,4,7,9,8,9,7,9,7,7.75,7.5,8.25,7.25,8.5,7.25,,,,,,,,,,,,,Asia
India,2017,4,7.5,9,9,7,7,9,6,7.599999904632568,7.25,8,7,8.5,7.25,,,,,,,,,,,,,Asia
India,2019,4,7.5,9,8,6,6,9,6,7.25,7.25,7.25,7,8,6.75,,,,,,,,,,,,,Asia
India,2021,4,7.5,8,7,5,5,6,5,6.3,6.75,6.25,5.75,6.5,6.25,,,,,,,,,,,,,Asia
Indonesia,2005,4,6,9,6,8,7,6,7,6.300000190734863,6.5,7.5,5.5,6.5,5.5,,,,,,,,,,,,,Asia
Indonesia,2007,4,7,9,6,8,6,7,7,6.449999809265137,6.75,7.25,5.5,7,5.75,,,,,,,,,,,,,Asia
Indonesia,2009,4,7,9,7,8,7,9,7,7,6.75,7.75,6.75,7,6.75,,,,,,,,,,,,,Asia
Indonesia,2011,4,7,9,7,7,7,9,7,6.849999904632568,6.75,7.5,6.25,7,6.75,,,,,,,,,,,,,Asia
Indonesia,2013,4,7.5,9,7,7,6,9,6,7.050000190734863,7.25,7.25,6.25,7.5,7,,,,,,,,,,,,,Asia
Indonesia,2015,4,7.5,8,7,7,6,9,6,6.900000095367432,7.25,7,6.25,7,7,,,,,,,,,,,,,Asia
Indonesia,2017,4,7,8,7,7,6,9,6,6.5,6.5,7,6.25,6,6.75,,,,,,,,,,,,,Asia
Indonesia,2019,4,7,8,6,6,6,8,6,6.45,6.5,6.5,6,6.5,6.75,,,,,,,,,,,,,Asia
Indonesia,2021,4,7,8,6,5,5,8,6,6.35,6.5,6,6,6.5,6.75,,,,,,,,,,,,,Asia
Iran,2005,1,7,4,2,5,4,4,4,3.75,5.5,3.75,3.5,2,4,,,,,,,,,,,,,Asia
Iran,2007,1,7,5,2,4,4,4,4,3.733333349227905,5.75,3.75,3.5,2,3.6666667,,,,,,,,,,,,,Asia
Iran,2009,1,7.5,4,2,4,3,4,3,3.450000047683716,5.75,3.25,3.25,2,3,,,,,,,,,,,,,Asia
Iran,2011,1,7.5,3,2,3,2,4,2,3.25,6,2.5,2.75,2,3,,,,,,,,,,,,,Asia
Iran,2013,1,7.5,3,2,3,1,4,2,3.133333444595337,6,2.25,2.75,2,2.6666667,,,,,,,,,,,,,Asia
Iran,2015,1,6.5,4,2,3,1,3,2,2.966666698455811,5.5,2.5,2.5,2,2.3333333,,,,,,,,,,,,,Asia
Iran,2017,1,6.5,4,2,3,2,3,2,2.916666746139526,5.25,2.75,2.25,2,2.3333333,,,,,,,,,,,,,Asia
Iran,2019,1,6.5,3,2,2,2,3,2,2.883333333333333,5.25,2.25,2.25,2,2.666666666666667,,,,,,,,,,,,,Asia
Iran,2021,1,6.5,3,2,2,2,3,2,2.883333333333333,5.25,2.25,2.25,2,2.666666666666667,,,,,,,,,,,,,Asia
Iraq,2005,1,1,5,2,6,5,2,4,2.683333396911621,2.5,4.5,2.25,1.5,2.6666667,,,,,,,,,,,,,Asia
Iraq,2007,1,2,6,3,6,5,5,3,3.200000047683716,3,5,3,3,2,,,,,,,,,,,,,Asia
Iraq,2009,3,3,7,4,7,5,6,4,4.216666698455811,4,5.75,4,5,2.3333333,,,,,,,,,,,,,Asia
Iraq,2011,3,4,7,4,7,5,6,4,4.400000095367432,4.5,5.75,4.25,4.5,3,,,,,,,,,,,,,Asia
Iraq,2013,3,4,7,4,6,4,5,4,4.099999904632568,4.25,5.25,3.5,4,3.5,,,,,,,,,,,,,Asia
Iraq,2015,1,3,7,3,5,3,5,3,3.450000047683716,3.25,4.5,3.5,3,3,,,,,,,,,,,,,Asia
Iraq,2017,1,3.5,6,4,6,3,5,3,3.599999904632568,3.5,4.75,3.75,3,3,,,,,,,,,,,,,Asia
Iraq,2019,1,4.5,6,5,7,3,5,3,3.966666666666666,4.5,5.25,3.75,3,3.333333333333333,,,,,,,,,,,,,Asia
Iraq,2021,2,4,6,5,6,3,5,3,4.133333333333334,4.5,5,4.5,3,3.666666666666667,,,,,,,,,,,,,Asia
Jamaica,2005,5,8.5,10,10,10,10,9,8,8.699999809265137,9.25,10,7.75,9.5,7,,,,,,,,,,,,,North America
Jamaica,2007,5,8,10,9,10,10,9,8,8.550000190734863,9,9.75,7.5,9.5,7,,,,,,,,,,,,,North America
Jamaica,2009,5,7.5,10,9,10,10,9,7,8.25,8.5,9.75,7.25,8.5,7.25,,,,,,,,,,,,,North America
Jamaica,2011,5,8,9,9,10,10,8,7,8.25,9,9.5,7.25,8.5,7,,,,,,,,,,,,,North America
Jamaica,2013,5,8,9,9,10,10,8,7,8.300000190734863,8.75,9.5,7.25,8.5,7.5,,,,,,,,,,,,,North America
Jamaica,2015,5,8,9,9,10,10,8,7,8.300000190734863,8.75,9.5,7.25,8.5,7.5,,,,,,,,,,,,,North America
Jamaica,2017,5,8,9,9,10,10,8,7,8.300000190734863,8.75,9.5,7.25,8.5,7.5,,,,,,,,,,,,,North America
Jamaica,2019,5,8,9,9,10,10,8,7,8.25,8.75,9.5,7.25,8.5,7.25,,,,,,,,,,,,,North America
Jamaica,2021,5,8,9,9,10,10,8,7,8.199999999999999,8.75,9.5,7.25,8.5,7,,,,,,,,,,,,,North America
Jordan,2005,2,7.5,4,2,4,5,4,5,4.099999904632568,6.5,3.75,4.25,2,4,,,,,,,,,,,,,Asia
Jordan,2007,1,7,4,2,4,5,4,5,3.983333349227905,6.25,3.75,4.25,2,3.6666667,,,,,,,,,,,,,Asia
Jordan,2009,2,7.5,4,2,5,4,3,5,4.016666889190674,7,3.75,4,2,3.3333333,,,,,,,,,,,,,Asia
Jordan,2011,1,7,4,2,5,4,3,5,3.916666746139526,6.5,3.75,4,2,3.3333333,,,,,,,,,,,,,Asia
Jordan,2013,2,6.5,5,2,5,4,3,5,4.099999904632568,6.25,4,4.25,2,4,,,,,,,,,,,,,Asia
Jordan,2015,2,6.5,4,2,5,4,3,5,4.033333301544189,6.25,3.75,4.5,2,3.6666667,,,,,,,,,,,,,Asia
Jordan,2017,2,7,5,2,5,4,3,5,4.366666793823242,6.5,4,4.5,2.5,4.3333333,,,,,,,,,,,,,Asia
Jordan,2019,2,7,5,2,5,4,3,5,4.316666666666666,6.5,4,4.25,2.5,4.333333333333333,,,,,,,,,,,,,Asia
Jordan,2021,2,7,4,2,4,4,3,5,4.2,6.75,3.5,4.25,2.5,4,,,,,,,,,,,,,Asia
Kazakhstan,2005,2,8,3,1,4,3,3,5,4.183333396911621,8.5,2.75,4,2,3.6666667,,,,,,,,,,,,,Asia
Kazakhstan,2007,2,8.5,3,2,4,4,3,4,4.233333110809326,8.5,3.25,3.75,2,3.6666667,,,,,,,,,,,,,Asia
Kazakhstan,2009,2,8.5,3,2,4,4,3,4,4.166666507720947,8.5,3.25,3.75,2,3.3333333,,,,,,,,,,,,,Asia
Kazakhstan,2011,2,8.5,3,2,4,4,2,4,4,8.5,3.25,3.25,2,3,,,,,,,,,,,,,Asia
Kazakhstan,2013,1,8.5,3,2,3,3,2,3,3.849999904632568,8.5,2.75,3,2,3,,,,,,,,,,,,,Asia
