Entity,Year,regime_bti,state_basic_bti,electfreefair_bti,effective_power_bti,freeassoc_bti,freeexpr_bti,sep_power_bti,civ_rights_bti,democracy_bti,state_bti,political_participation_bti,rule_of_law_bti,stability_dem_inst_bti,pol_soc_integr_bti,number_hardaut_bti,number_modaut_bti,number_hdefdem_bti,number_defdem_bti,number_consdem_bti,pop_hardaut_bti,pop_modaut_bti,pop_hdefdem_bti,pop_defdem_bti,pop_consdem_bti,pop_missreg_bti,popw_democracy_bti,region
Angola,2005,1,4,1,1,6,3,2,4,3.383333444595337,6.75,2.75,2.75,2,2.6666667,,,,,,,,,,,,,Africa
Angola,2007,1,5,1,2,6,5,3,3,3.966666698455811,7.25,3.5,2.75,2,4.3333333,,,,,,,,,,,,,Africa
Angola,2009,2,7,6,3,5,6,4,4,4.866666793823242,8,5,4,3,4.3333333,,,,,,,,,,,,,Africa
Angola,2011,2,7,6,3,6,6,3,4,4.883333206176758,8,5.25,3.5,3,4.6666667,,,,,,,,,,,,,Africa
Angola,2013,2,6,4,3,4,5,3,5,4.550000190734863,7.25,4,3.5,3,5,,,,,,,,,,,,,Africa
Angola,2015,2,6,3,2,3,4,3,4,4.25,7.25,3,3,3,5,,,,,,,,,,,,,Africa
Angola,2017,2,6,3,2,3,4,3,4,4.199999809265137,7.5,3,3,2.5,5,,,,,,,,,,,,,Africa
Angola,2019,2,6,4,2,5,6,3,4,4.65,7.25,4.25,3.75,3,5,,,,,,,,,,,,,Africa
Angola,2021,2,6,4,2,4,6,3,4,4.6,7.25,4,3.75,3,5,,,,,,,,,,,,,Africa
Argentina,2005,4,7.5,10,10,10,8,6,7,7.849999904632568,8.75,9.5,6,8,7,,,,,,,,,,,,,South America
Argentina,2007,4,8,10,10,10,8,5,7,7.849999904632568,9,9.5,5.75,8,7,,,,,,,,,,,,,South America
Argentina,2009,4,8,10,10,10,8,5,7,7.900000095367432,9,9.5,5.75,8,7.25,,,,,,,,,,,,,South America
Argentina,2011,4,8,9,8,10,8,5,7,7.550000190734863,9,8.75,5.75,7,7.25,,,,,,,,,,,,,South America
Argentina,2013,4,8,9,8,10,8,5,7,7.550000190734863,9,8.75,5.75,7,7.25,,,,,,,,,,,,,South America
Argentina,2015,4,8,9,8,10,8,5,7,7.550000190734863,9,8.75,5.75,7,7.25,,,,,,,,,,,,,South America
Argentina,2017,5,8,9,8,10,9,7,7,8,9,9,7,7.5,7.5,,,,,,,,,,,,,South America
Argentina,2019,5,8,9,8,10,9,8,7,8.15,9,9,7.5,8,7.25,,,,,,,,,,,,,South America
Argentina,2021,4,8,9,8,9,9,6,7,7.7,9,8.75,6.5,7,7.25,,,,,,,,,,,,,South America
Armenia,2005,2,8.5,6,3,6,5,3,6,5.199999809265137,8.75,5,4.25,3,5,,,,,,,,,,,,,Asia
Armenia,2007,4,8.5,6,5,6,4,4,6,6,8.75,5.25,4.5,6,5.5,,,,,,,,,,,,,Asia
Armenia,2009,2,8.5,5,2,5,4,4,6,4.916666507720947,8.75,4,4.5,2,5.3333333,,,,,,,,,,,,,Asia
Armenia,2011,2,8,5,2,5,4,4,6,5.25,8.5,4,4.75,3,6,,,,,,,,,,,,,Asia
Armenia,2013,2,8,5,2,6,5,4,6,5.349999904632568,8.5,4.5,4.75,3,6,,,,,,,,,,,,,Asia
Armenia,2015,2,8.5,5,3,5,5,4,5,5.233333110809326,8.75,4.5,4.25,3,5.6666667,,,,,,,,,,,,,Asia
Armenia,2017,2,8,4,3,5,5,4,5,5.116666793823242,8.5,4.25,4.5,3,5.3333333,,,,,,,,,,,,,Asia
Armenia,2019,4,8,9,6,9,9,6,7,7.1,8.75,8.25,6,6.5,6,,,,,,,,,,,,,Asia
Armenia,2021,4,7.5,9,5,9,8,6,6,6.75,8.5,7.75,5.75,6,5.75,,,,,,,,,,,,,Asia
Asia,2005,,,,,,,,,4.668859635528765,,,,,,17,9,1,9,2,1894878160,93451280,4698761,1758862373,71406788,153661433,5.251517551283263,World
Asia,2007,,,,,,,,,4.684552867238114,,,,,,21,7,2,8,3,1961660478,130403075,147844765,425664259,1255171506,149407145,5.298691511718014,World
Asia,2009,,,,,,,,,4.736904751686823,,,,,,15,13,5,6,3,1906009155,114727553,235261191,467473065,1290178209,148965539,5.467808795341913,World
Asia,2011,,,,,,,,,4.697619029453823,,,,,,17,12,3,7,3,1975934084,166467103,63284452,575455816,1323342852,149580480,5.437496070220744,World
Asia,2013,,,,,,,,,4.705555563881283,,,,,,20,8,4,7,3,2039823629,99782049,259794305,440156061,1354609421,150021986,5.437011860987617,World
Asia,2015,,,,,,,,,4.567460287184942,,,,,,23,6,4,7,2,2182096028,72798852,195763127,1756928766,74380560,150347002,5.246789717478553,World
Asia,2017,,,,,,,,,4.476190498897007,,,,,,22,8,2,8,2,2210475475,229591428,108749133,1743686497,74770954,150586842,5.111581260530873,World
Asia,2019,,,,,,,,,4.62015503875969,,,,,,23,5,4,9,2,2256633029,266588897,175530835,1677018778,74999202,149401950,5.016023794147164,World
Asia,2021,,,,,,,,,4.554263565891472,,,,,,21,7,5,8,2,2240449598,323010923,186895523,1703669085,75160192,149259671,4.67376111987168,World
Azerbaijan,2005,1,6,3,1,5,3,4,5,3.799999952316284,6.75,3,4.25,2,3,,,,,,,,,,,,,Asia
Azerbaijan,2007,1,6,3,2,3,4,4,5,3.799999952316284,6.75,3,4.25,2,3,,,,,,,,,,,,,Asia
Azerbaijan,2009,1,6.5,4,2,4,3,4,4,3.916666746139526,7,3.25,4,2,3.3333333,,,,,,,,,,,,,Asia
Azerbaijan,2011,2,7,3,2,4,4,4,4,4.016666889190674,7.5,3.25,4,2,3.3333333,,,,,,,,,,,,,Asia
Azerbaijan,2013,1,7,3,2,4,3,3,4,3.916666746139526,7.5,3,3.75,2,3.3333333,,,,,,,,,,,,,Asia
Azerbaijan,2015,1,6,3,2,3,3,2,3,3.483333349227905,7,2.75,3,2,2.6666667,,,,,,,,,,,,,Asia
Azerbaijan,2017,1,6,2,2,3,2,2,3,3.433333396911621,7.25,2.25,3,2,2.6666667,,,,,,,,,,,,,Asia
Azerbaijan,2019,1,6,2,2,3,2,2,3,3.433333333333334,7.25,2.25,3,2,2.666666666666667,,,,,,,,,,,,,Asia
Azerbaijan,2021,1,7.5,2,2,3,2,2,3,3.583333333333333,8,2.25,3,2,2.666666666666667,,,,,,,,,,,,,Asia
Bahrain,2005,2,9.5,4,2,6,4,4,7,4.916666507720947,8.25,4,5,2,5.3333333,,,,,,,,,,,,,Asia
Bahrain,2007,2,9.5,3,2,4,4,4,7,4.633333206176758,8.25,3.25,5,2,4.6666667,,,,,,,,,,,,,Asia
Bahrain,2009,2,8.5,3,1,3,3,4,6,4.416666507720947,7.75,2.5,4.5,2,5.3333333,,,,,,,,,,,,,Asia
Bahrain,2011,2,8.5,3,1,3,3,4,6,4.349999904632568,7.75,2.5,4.5,2,5,,,,,,,,,,,,,Asia
Bahrain,2013,1,7.5,3,1,3,3,4,4,3.650000095367432,6.75,2.5,4,1,4,,,,,,,,,,,,,Asia
Bahrain,2015,1,7,2,1,2,2,3,4,3.483333349227905,6.5,1.75,3.5,2,3.6666667,,,,,,,,,,,,,Asia
Bahrain,2017,1,7,2,1,1,2,2,3,3.233333349227905,6.25,1.5,2.75,2,3.6666667,,,,,,,,,,,,,Asia
Bahrain,2019,1,7,2,1,1,2,2,3,3,6.25,1.5,2.75,1.5,3,,,,,,,,,,,,,Asia
Bahrain,2021,1,7.5,2,1,1,1,2,3,3.066666666666667,6.5,1.25,2.75,1.5,3.333333333333333,,,,,,,,,,,,,Asia
Bangladesh,2005,4,6.5,7,7,7,7,8,7,6.550000190734863,7.25,7,6.25,7,5.25,,,,,,,,,,,,,Asia
Bangladesh,2007,3,6.5,7,7,7,7,5,5,5.949999809265137,7,7,4.5,5.5,5.75,,,,,,,,,,,,,Asia
