Entity,Year,Adjusted net savings per capita (World Bank (2017))
Israel,2011,4738.6777
Israel,2012,4133.9722
Israel,2013,5307.8213
Israel,2014,5723.1001
Israel,2015,5627.27
Italy,1970,390.4256
Italy,1971,383.49341
Italy,1972,422.01007
Italy,1973,513.61127
Italy,1974,597.16913
Italy,1975,543.68256
Italy,1976,617.69244
Italy,1977,694.90552
Italy,1978,883.30902
Italy,1979,1154.0076
Italy,1980,1204.243
Italy,1981,853.96155
Italy,1982,816.36542
Italy,1983,905.14471
Italy,1984,921.91693
Italy,1985,907.88971
Italy,1986,1286.7877
Italy,1987,1649.9054
Italy,1988,1850.8973
Italy,1989,1691.1672
Italy,1990,1975.6436
Italy,1991,1869.0938
Italy,1992,1939.0607
Italy,1993,1707.8336
Italy,1994,1745.5592
Italy,1995,2295.7095
Italy,1996,2688.907
Italy,1997,2554.8435
Italy,1998,2345.3108
Italy,1999,2250.6199
Italy,2000,1902.3531
Italy,2001,2057.4963
Italy,2002,2148.0745
Italy,2003,2478.9226
Italy,2004,2922.927
Italy,2005,2665.9199
Italy,2006,2898.4773
Italy,2007,3262.4832
Italy,2008,2589.2651
Italy,2009,1520.3405
Italy,2010,1159.6479
Italy,2011,1199.4841
Italy,2012,881.59662
Italy,2013,1016.0305
Italy,2014,1385.9663
Italy,2015,1177.6229
Jamaica,1976,9.2336721
Jamaica,1977,70.287712
Jamaica,1978,109.61659
Jamaica,1979,65.693512
Jamaica,1980,35.860947
Jamaica,1981,26.055677
Jamaica,1982,27.304005
Jamaica,1983,53.094765
Jamaica,1984,36.412663
Jamaica,1985,34.80138
Jamaica,1986,100.73456
Jamaica,1987,136.05026
Jamaica,1988,295.02127
Jamaica,1989,281.60492
Jamaica,1990,247.72725
Jamaica,1991,219.46797
Jamaica,1992,333.20737
Jamaica,1993,342.32529
Jamaica,1994,368.4357
Jamaica,1995,407.74338
Jamaica,1996,460.14978
Jamaica,1997,513.21881
Jamaica,2002,408.83945
Jamaica,2003,422.92117
Jamaica,2004,550.23236
Jamaica,2005,398.42697
Jamaica,2006,503.74576
Jamaica,2007,452.31216
Jamaica,2008,104.55588
Jamaica,2009,384.68979
Jamaica,2010,466.18307
Jamaica,2011,295.38959
Jamaica,2012,443.9183
Jamaica,2013,452.06131
Jamaica,2014,514.55658
Jamaica,2015,792.30389
Japan,1996,6143.3799
Japan,1997,5340.3618
Japan,1998,4303.7261
Japan,1999,4264.0269
Japan,2000,4831.106
Japan,2001,3726.2346
Japan,2002,3106.8853
Japan,2003,3527.5764
Japan,2004,4092.9705
Japan,2005,4030.022
Japan,2006,3762.002
Japan,2007,3858.1262
Japan,2008,3224.6003
Japan,2009,1660.5543
Japan,2010,2847.9504
Japan,2011,2595.832
Japan,2012,2565.1458
Japan,2013,2204.3391
Japan,2014,2223.4829
Japan,2015,2451.947
Jordan,1976,235.2663
Jordan,1977,327.41934
Jordan,1978,199.9072
Jordan,1979,388.87903
Jordan,1980,683.12573
Jordan,1981,702.93384
Jordan,1982,456.15451
Jordan,1983,342.12747
Jordan,1984,309.44684
Jordan,1985,138.04425
Jordan,1986,222.15971
Jordan,1987,158.71208
Jordan,1988,211.6403
Jordan,1989,268.35901
Jordan,1990,180.72975
Jordan,1991,84.87851
Jordan,1992,150.36852
Jordan,1993,261.80008
Jordan,1994,298.44373
Jordan,1995,345.0715
Jordan,1996,304.37463
Jordan,1997,267.35791
Jordan,1998,229.49615
Jordan,1999,240.05093
Jordan,2000,216.52045
Jordan,2001,195.79544
Jordan,2002,290.77332
Jordan,2003,441.51434
Jordan,2004,385.79343
Jordan,2005,151.99112
Jordan,2006,227.76936
Jordan,2007,151.41373
Jordan,2008,508.04321
Jordan,2009,535.53046
Jordan,2010,379.80438
Jordan,2011,325.14334
Jordan,2012,187.88176
Jordan,2013,431.59
Jordan,2014,564.58038
Jordan,2015,304.10571
Kazakhstan,1995,-113.56519
Kazakhstan,1996,-80.535454
Kazakhstan,1997,-94.959267
Kazakhstan,1999,-136.42992
Kazakhstan,2000,-211.11012
Kazakhstan,2001,-168.09837
Kazakhstan,2002,-177.82965
Kazakhstan,2003,-131.98799
Kazakhstan,2004,-160.36305
Kazakhstan,2005,-140.99303
Kazakhstan,2006,-26.688009
Kazakhstan,2007,313.35806
Kazakhstan,2008,863.03418
Kazakhstan,2009,370.04492
Kazakhstan,2010,293.8735
Kazakhstan,2011,635.42285
Kazakhstan,2012,586.1991
Kazakhstan,2013,769.82782
Kazakhstan,2014,1144.4629
Kenya,1975,-18.329836
Kenya,1976,-3.6971588
Kenya,1977,14.570438
Kenya,1978,-5.9099565
Kenya,1979,-36.767822
Kenya,1980,-17.099693
Kenya,1981,-2.6051202
Kenya,1982,-26.583939
Kenya,1983,-7.99157
Kenya,1984,-23.837648
Kenya,1985,-1.7691033
Kenya,1986,-13.101805
Kenya,1987,-6.7995324
Kenya,1988,-.060516592
Kenya,1989,-6.0553098
Kenya,1990,-12.033751
Kenya,1991,-10.408549
Kenya,1992,-28.048677
Kenya,1993,27.958319
Kenya,1994,25.326277
Kenya,1995,-5.4245219
Kenya,1996,-31.070705
Kenya,1997,-30.250483
Kenya,1998,-16.471523
Kenya,1999,-2.6267376
Kenya,2000,-36.495609
Kenya,2001,-32.238571
Kenya,2002,-31.952942
Kenya,2003,-34.375648
Kenya,2004,-26.35638
Kenya,2005,-20.333731
Kenya,2006,-18.166994
Kenya,2007,-21.735353
Kenya,2008,-50.32885
Kenya,2009,-49.218769
Kenya,2010,-61.226925
Kenya,2011,-83.906746
Kenya,2012,-90.52597
Kenya,2013,-101.17065
Kenya,2014,-132.51933
Kiribati,1980,401.33209
Kiribati,1981,154.17656
Kiribati,1982,323.15646
Kiribati,1983,457.92514
Kiribati,1984,305.70023
Kiribati,1985,171.5408
Kiribati,1986,232.35547
Kiribati,1987,13.115549
Kiribati,1988,38.418449
Kiribati,1989,25.612764
Kiribati,1990,65.635551
Kiribati,1991,398.97479
Kiribati,1992,145.68527
Kuwait,1975,6103.8584
Kuwait,1976,6726.7124
Kuwait,1977,5311.7236
Kuwait,1978,5792.8115
Kuwait,1980,11264.794
Kuwait,1981,11094.031
Kuwait,1982,5934.834
Kuwait,1983,5792.3667
Kuwait,1984,5991.8306
Kuwait,1985,4526.4556
Kuwait,1986,4710.7788
Kuwait,1987,5064.4697
Kuwait,1988,3862.001
Kuwait,1989,4601.1611
Kuwait,1990,579.83936
Kuwait,1991,-13289.709
Kuwait,1995,4432.9243
Kuwait,1996,5723.3188
Kuwait,1997,5673.062
Kuwait,1998,2304.7065
Kuwait,1999,3500.3145
Kuwait,2000,6887.8721
Kuwait,2001,4079.2458
Kuwait,2002,2673.7114
Kuwait,2003,5058.1387
Kuwait,2004,9067.8359
Kuwait,2005,14110.854
Kuwait,2006,20465.594
Kuwait,2007,18986.725
Kuwait,2008,22875.398
Kuwait,2009,11650.701
Kuwait,2010,13210.804
Kuwait,2011,18432.971
Kuwait,2012,19667.316
Kuwait,2013,17300.256
Kuwait,2014,12707.92
Kuwait,2015,4197.2632
Kyrgyzstan,1997,2.7571714
Kyrgyzstan,1998,-79.76754
Kyrgyzstan,1999,-30.855473
Kyrgyzstan,2000,-2.7865837
Kyrgyzstan,2001,12.440175
Kyrgyzstan,2002,7.0354123
Kyrgyzstan,2003,-14.57136
Kyrgyzstan,2004,7.5352101
Kyrgyzstan,2005,22.324493
Kyrgyzstan,2006,12.404563
Kyrgyzstan,2007,102.80061
Kyrgyzstan,2008,19.05369
Kyrgyzstan,2009,106.16371
Kyrgyzstan,2010,35.732883
Kyrgyzstan,2011,32.782837
Kyrgyzstan,2012,-5.2892199
Kyrgyzstan,2013,-92.965599
Kyrgyzstan,2014,-94.047798
Kyrgyzstan,2015,-11.687147
Laos,1984,-16.002134
Laos,1985,-22.858358
Laos,1986,-12.909801
Laos,1987,-10.695423
Laos,1988,-16.564377
Laos,2000,-32.308094
Laos,2001,-32.21944
Laos,2002,-10.789351
Laos,2003,-29.434774
Laos,2004,-33.93309
Laos,2005,-25.085064
Laos,2006,-5.4706717
Laos,2007,-3.5935645
Laos,2008,-47.187012
Laos,2009,-15.595647
Laos,2010,-72.900902
Laos,2011,-115.47077
Laos,2012,-125.69268
Latvia,1995,-496.28156
Latvia,1996,-480.16068
Latvia,1997,-407.32727
Latvia,1998,-376.47559
Latvia,1999,-456.01257
Latvia,2000,-198.34892
Latvia,2001,-89.894905
Latvia,2002,-21.658737
Latvia,2003,49.918755
Latvia,2004,49.075516
Latvia,2005,322.90756
Latvia,2006,-150.50287
Latvia,2007,312.38214
Latvia,2008,711.31458
Latvia,2009,1288.4475
Latvia,2010,-29.507385
Latvia,2011,158.08707
Latvia,2012,162.0015
Latvia,2013,168.61237
Latvia,2014,187.64984
Latvia,2015,262.31689
Lebanon,2002,-969.04321
Lebanon,2003,-1632.1659
Lebanon,2004,-369.53073
Lebanon,2005,-312.3663
Lebanon,2006,-449.06683
Lebanon,2007,-174.70396
Lebanon,2008,-640.61139
Lebanon,2009,-744.85553
Lebanon,2010,-976.95105
Lebanon,2011,-1067.1665
Lebanon,2012,-396.32596
Lebanon,2013,142.50009
Lebanon,2014,468.67078
Lebanon,2015,635.36011
Liberia,2004,-28.153448
Liberia,2005,-45.631851
Liberia,2006,121.13316
Liberia,2007,-60.339954
Liberia,2008,-141.61876
Liberia,2009,-84.517677
Liberia,2010,-162.62093
Liberia,2011,-142.43889
Liberia,2012,-119.6434
Libya,2002,-151.21373
Libya,2003,670.76697
Libya,2004,319.23346
Libya,2005,1148.9474
Libya,2006,3433.72
Libya,2007,4668.1875
Libya,2008,6332.4312
Lithuania,2004,1245.2196
Lithuania,2005,1527.0824
Lithuania,2006,1733.2924
Lithuania,2007,2355.6409
Lithuania,2008,2609.7014
Lithuania,2009,2059.0386
Lithuania,2010,2375.0737
Lithuania,2011,2884.6719
Lithuania,2012,2766.0969
Lithuania,2013,3410.5649
Lithuania,2014,3870.396
Lithuania,2015,2566.5544
Luxembourg,1999,8418.7646
Luxembourg,2000,7995.4976
Luxembourg,2001,7039.9761
Luxembourg,2002,6756.3774
Luxembourg,2003,7965.9541
Luxembourg,2004,12967.061
Luxembourg,2005,16053.93
Luxembourg,2006,8314.3359
Luxembourg,2007,19770.271
Luxembourg,2008,18668.811
Luxembourg,2009,2087.9734
Luxembourg,2010,13543.675
Luxembourg,2011,10322.429
Luxembourg,2012,7198.8218
Luxembourg,2013,6027.6943
Luxembourg,2014,8871.5195
Luxembourg,2015,14734.011
Macedonia,1996,-125.81821
Macedonia,1997,-83.749298
Macedonia,1998,-44.450222
Macedonia,1999,42.106586
Macedonia,2000,61.507626
Macedonia,2001,-135.90497
Macedonia,2002,-139.34227
Macedonia,2003,-135.33081
Macedonia,2004,-196.14485
Macedonia,2005,-72.340446
Macedonia,2006,34.916588
Macedonia,2007,-234.40317
Macedonia,2008,-251.37
Macedonia,2009,5.1980062
Macedonia,2010,97.155647
Macedonia,2011,255.00842
Macedonia,2012,256.22488
Madagascar,1980,-11.623703
Madagascar,1981,-5.1300349
Madagascar,1982,-11.645801
Madagascar,1983,-5.9823599
Madagascar,1984,-3.9160526
Madagascar,1985,-12.423408
Madagascar,1986,3.9994183
Madagascar,1987,-1.9553051
Madagascar,1988,4.9388185
Madagascar,1989,10.185922
Madagascar,1990,10.04962
Madagascar,1991,-15.544037
Madagascar,1992,-1.6289051
Madagascar,1993,-3.0494032
Madagascar,1994,-7.0627799
Madagascar,1995,-8.0683107
Madagascar,1996,5.4670215
Madagascar,1997,3.183286
Madagascar,1998,2.0642045
Madagascar,1999,7.3160796
Madagascar,2000,7.3127017
Madagascar,2001,31.41803
Madagascar,2002,13.546867
Madagascar,2003,25.753345
Madagascar,2004,21.395206
Madagascar,2005,5.2936139
Madagascar,2006,18.500156
Madagascar,2007,25.55781
Madagascar,2008,39.077785
Madagascar,2009,9.7533865
Madagascar,2010,4.0648518
Madagascar,2011,.25064009
Madagascar,2012,-6.2456374
Malawi,1999,-16.516516
Malawi,2000,-8.6753235
Malawi,2001,-11.402005
Malawi,2002,-20.348349
Malawi,2003,-24.235537
Malawi,2004,-21.256645
Malawi,2005,-30.094591
Malawi,2006,-24.449759
Malawi,2007,5.6168394
Malawi,2008,-8.8472986
Malawi,2009,-17.267206
Malawi,2010,-6.7292991
Malawi,2011,-39.384861
Malawi,2012,-68.616806
Malawi,2013,-22.328392
Malawi,2014,-28.019251
Malawi,2015,-47.45417
Malaysia,1974,153.25365
Malaysia,1975,102.31985
Malaysia,1976,173.31522
Malaysia,1977,190.24567
Malaysia,1978,188.35695
Malaysia,1979,224.75206
Malaysia,1980,186.81964
Malaysia,1981,161.47122
Malaysia,1982,155.73756
Malaysia,1983,141.20564
Malaysia,1984,211.81569
Malaysia,1985,97.781235
Malaysia,1986,102.02456
Malaysia,1987,205.06422
Malaysia,1988,239.77342
Malaysia,1989,230.98904
Malaysia,1990,243.03081
Malaysia,1991,309.53705
Malaysia,1992,471.19351
Malaysia,1993,616.74762
Malaysia,1994,673.66736
Malaysia,1995,688.01862
Malaysia,1996,872.69647
Malaysia,1997,800.99811
Malaysia,1998,502.38455
Malaysia,1999,541.89655
Malaysia,2000,567.39435
Malaysia,2001,419.98456
Malaysia,2002,496.8967
Malaysia,2003,664.5304
Malaysia,2004,791.61957
Malaysia,2005,959.9212
Malaysia,2006,1159.0463
Malaysia,2007,1420.2584
Malaysia,2008,1656.4978
Malaysia,2009,1054.1431
Malaysia,2010,1428.7826
Malaysia,2011,1818.766
Malaysia,2012,1559.0988
Malaysia,2013,1498.6899
Malaysia,2014,1500.7646
Malaysia,2015,1266.9092
Maldives,1995,630.77545
Maldives,1996,748.65674
Maldives,1997,733.0332
Maldives,1998,716.10809
Maldives,1999,662.8313
Maldives,2000,686.7287
Maldives,2001,296.95694
Maldives,2002,345.49158
Maldives,2003,467.68533
Maldives,2004,417.53979
Maldives,2005,306.95816
Mali,1985,-8.3187656
Mali,1986,1.2947351
Mali,1987,21.408068
Mali,1988,11.638431
Mali,1989,32.920429
Mali,1990,25.615496
Mali,1991,24.812254
Mali,1992,30.691458
Mali,1993,18.917635
Mali,1994,17.945074
Mali,1995,13.187634
Mali,1996,10.175528
Mali,1997,18.463455
Mali,1998,22.467377
Mali,1999,17.126846
Mali,2000,10.501199
Mali,2001,21.208708
Mali,2002,12.217744
Mali,2003,24.296549
Mali,2004,28.077013
Mali,2005,35.226231
Mali,2006,63.849648
Mali,2007,65.460258
Mali,2008,10.311354
Mali,2009,29.257116
Mali,2010,-9.3295422
Mali,2011,-15.612331
Mali,2012,-41.980522
Mauritania,1980,-19.537817
Mauritania,1981,-5.4288206
Mauritania,1982,-80.845413
Mauritania,1983,-57.270771
Mauritania,1984,-21.18652
Mauritania,1985,24.352663
Mauritania,1986,.0013181154
Mauritania,1987,2.2108924
Mauritania,1988,30.796984
Mauritania,1989,21.597073
Mauritania,1990,-14.305344
Mauritania,1991,47.093918
Mauritania,1992,102.12782
Mauritania,1993,52.524879
Mauritania,1994,262.24637
Mauritania,1995,100.74541
Mauritania,1996,165.35803
Mauritania,1997,92.873688
Mauritania,1998,54.935463
Mauritania,2012,25.011929
Mauritania,2013,-59.482021
Mauritania,2014,-93.188705
Mauritius,1976,205.563
Mauritius,1977,191.14253
Mauritius,1978,219.75908
Mauritius,1979,256.79794
Mauritius,1980,124.18317
Mauritius,1981,147.81006
Mauritius,1982,159.65929
Mauritius,1983,172.02794
Mauritius,1984,179.72777
Mauritius,1985,216.53571
Mauritius,1986,397.59473
Mauritius,1987,517.21899
Mauritius,1988,558.15222
Mauritius,1989,521.06464
Mauritius,1990,597.2547
Mauritius,1991,672.51605
Mauritius,1992,778.8924
Mauritius,1993,722.92065
Mauritius,1994,680.02716
Mauritius,1995,722.44025
Mauritius,1996,754.1861
Mauritius,1997,652.79681
Mauritius,1998,659.70233
Mauritius,1999,612.01318
Mauritius,2000,690.61157
Mauritius,2001,734.83728
Mauritius,2002,744.62848
Mauritius,2003,797.56097
Mauritius,2004,807.27429
Mauritius,2005,488.70068
Mauritius,2006,532.30225
Mauritius,2007,828.06238
Mauritius,2008,542.5047
Mauritius,2009,515.22992
Mauritius,2010,706.64532
Mauritius,2011,120.85015
Mauritius,2012,85.059288
Mauritius,2013,-472.70621
Mauritius,2014,-796.45074
Mauritius,2015,-685.21429
Mexico,1979,244.80554
Mexico,1980,318.48068
Mexico,1981,430.97876
Mexico,1982,259.05484
Mexico,1983,178.34676
Mexico,1984,196.47798
Mexico,1985,209.31853
Mexico,1986,50.719769
Mexico,1987,109.78856
Mexico,1988,175.08209
Mexico,1989,206.39113
Mexico,1990,262.32626
Mexico,1991,325.87134
Mexico,1992,315.57022
Mexico,1993,394.27621
Mexico,1994,420.71143
Mexico,1995,266.11053
Mexico,1996,404.08484
Mexico,1997,534.216
Mexico,1998,529.39948
Mexico,1999,635.37335
Mexico,2000,764.91534
Mexico,2001,726.75214
Mexico,2002,676.74469
Mexico,2003,787.88629
Mexico,2004,847.53418
Mexico,2005,834.9704
Mexico,2006,999.10638
Mexico,2007,1291.0204
Mexico,2008,1272.2216
Mexico,2009,1053.7185
Mexico,2010,1153.0959
Mexico,2011,1056.9064
Mexico,2012,1077.6117
Mexico,2013,923.0188
Mexico,2014,1063.6073
Mexico,2015,1150.4242
Moldova,1995,28.581478
Moldova,1996,3.7028799
Moldova,1997,-11.711271
Moldova,1998,-39.914997
Moldova,1999,-5.0073113
Moldova,2000,2.5489392
Moldova,2001,16.25395
Moldova,2002,22.195986
Moldova,2003,32.379517
Moldova,2004,92.434753
Moldova,2005,108.8308
Moldova,2006,132.47508
Moldova,2007,246.338
Moldova,2008,315.01471
Moldova,2009,173.00676
Moldova,2010,207.04173
Moldova,2011,215.12514
Moldova,2012,294.95956
Moldova,2013,388.89075
Moldova,2014,376.21933
Moldova,2015,239.89185
Mongolia,1981,120.40314
Mongolia,1982,250.18741
Mongolia,1983,123.25497
Mongolia,1984,73.184669
Mongolia,1985,43.529133
Mongolia,1986,15.992284
Mongolia,1987,-61.730633
Mongolia,1988,-118.68645
Mongolia,1989,-94.631363
Mongolia,1990,-174.20642
Mongolia,1991,-64.454544
Mongolia,1992,23.333614
Mongolia,1993,-5.6832857
Mongolia,1994,-16.140018
Mongolia,1995,80.269012
Mongolia,1996,56.978035
Mongolia,1997,81.950989
Mongolia,1998,38.633804
Mongolia,1999,47.29026
Mongolia,2000,19.365692
Mongolia,2001,8.2324095
Mongolia,2002,-3.7462883
Mongolia,2003,55.202118
Mongolia,2004,107.02742
Mongolia,2005,211.93254
Mongolia,2006,303.12793
Mongolia,2007,334.36273
Mongolia,2008,191.54323
Mongolia,2009,57.32951
Mongolia,2010,6.8467326
Mongolia,2011,210.73354
Mongolia,2012,335.26611
Mongolia,2013,191.91049
Mongolia,2014,-137.4868
Mongolia,2015,-206.8203
Morocco,1975,81.480721
Morocco,1976,62.465351
Morocco,1977,76.9757
Morocco,1978,92.818291
Morocco,1979,105.79329
Morocco,1980,230.61722
Morocco,1981,162.71042
Morocco,1982,164.05617
Morocco,1983,135.3326
Morocco,1984,140.53635
Morocco,1985,133.14432
Morocco,1986,181.54059
Morocco,1987,192.11942
Morocco,1988,219.09712
Morocco,1989,243.97879
Morocco,1990,308.52133
Morocco,1991,267.87036
Morocco,1992,283.19376
Morocco,1993,241.17899
Morocco,1994,252.54356
Morocco,1995,240.18896
Morocco,1996,303.19885
Morocco,1997,267.56342
Morocco,1998,326.75543
Morocco,1999,290.34198
Morocco,2000,269.40921
Morocco,2001,353.42392
Morocco,2002,362.90421
Morocco,2003,468.73196
Morocco,2004,533.26636
Morocco,2005,581.60663
Morocco,2006,617.29089
Morocco,2007,705.37665
Morocco,2008,811.24817
Morocco,2009,693.64337
Morocco,2010,666.74567
Morocco,2011,666.1308
Morocco,2012,548.20972
Morocco,2013,647.1189
Morocco,2014,631.28778
Morocco,2015,613.43439
Mozambique,2005,-10.04488
Mozambique,2006,-6.6050897
Mozambique,2007,-6.000844
Mozambique,2008,8.3692636
Mozambique,2009,-2.0261488
Mozambique,2010,-2.3226407
Mozambique,2011,.91274899
Mozambique,2012,-20.505846
Mozambique,2013,-16.260807
Mozambique,2014,-12.512402
Mozambique,2015,-21.666889
Namibia,1991,431.42734
Namibia,1992,520.73267
Namibia,1993,482.15002
Namibia,1994,601.70581
Namibia,1995,637.13245
Namibia,1996,561.7326
Namibia,1997,479.6394
Namibia,1998,483.58932
Namibia,1999,367.0466
Namibia,2000,431.03848
Namibia,2001,379.75043
Namibia,2002,350.67746
Namibia,2003,467.02567
Namibia,2004,758.93585
Namibia,2005,788.42261
Namibia,2006,1232.2754
Namibia,2007,943.86566
Namibia,2008,904.93292
Namibia,2009,546.97815
Namibia,2010,728.00006
Namibia,2011,700.237
Namibia,2012,824.85437
Namibia,2013,992.21637
Namibia,2014,1215.0455
Namibia,2015,946.88312
Nepal,1976,12.757001
Nepal,1977,10.024383
Nepal,1978,11.936825
Nepal,1979,14.728429
Nepal,1980,15.125494
Nepal,1981,18.540531
Nepal,1982,18.060123
Nepal,1983,16.438705
Nepal,1984,20.583443
Nepal,1985,25.016228
Nepal,1986,21.056709
Nepal,1987,22.253819
Nepal,1988,25.504633
Nepal,1989,22.952417
Nepal,1990,16.899067
Nepal,1991,20.308764
Nepal,1992,22.971947
Nepal,1993,27.761194
Nepal,1994,25.722706
Nepal,1995,39.436989
Nepal,1996,40.800026
Nepal,1997,40.06971
Nepal,1998,38.35902
Nepal,1999,37.200962
Nepal,2000,42.537907
Nepal,2001,38.813286
Nepal,2002,53.421185
Nepal,2003,56.31728
Nepal,2004,69.587227
Nepal,2005,85.496635
Nepal,2006,88.323112
Nepal,2007,103.26702
Nepal,2008,152.4557
Nepal,2009,161.61845
Nepal,2010,197.93462
Nepal,2011,244.12628
Nepal,2012,247.46962
Nepal,2013,272.37289
Nepal,2014,294.52417
Nepal,2015,303.61746
Netherlands,1970,693.10101
Netherlands,1971,776.1922
Netherlands,1972,964.63715
Netherlands,1973,1349.1833
Netherlands,1974,1359.5117
Netherlands,1975,1422.0811
Netherlands,1976,1614.6244
Netherlands,1977,1761.4512
Netherlands,1978,1936.745
Netherlands,1979,2022.5814
Netherlands,1980,2051.0535
Netherlands,1981,1673.7974
Netherlands,1982,1557.6228
Netherlands,1983,1460.4708
Netherlands,1984,1567.9307
Netherlands,1985,1328.1681
Netherlands,1986,2047.3146
Netherlands,1987,2451.752
Netherlands,1988,2787.5225
Netherlands,1989,2912.9902
Netherlands,1990,3245.3857
Netherlands,1991,3202.3569
Netherlands,1992,3417.0791
Netherlands,1993,3181.9578
Netherlands,1994,3737.7607
Netherlands,1995,4838.5186
Netherlands,1996,4848.1494
Netherlands,1997,4683.7231
Netherlands,1998,4327.2266
Netherlands,1999,4798.7764
Netherlands,2000,4555.0562
Netherlands,2001,3973.1501
Netherlands,2002,3967.4746
Netherlands,2003,5223.5308
Netherlands,2004,6382.8408
Netherlands,2005,6428.3608
Netherlands,2006,7803.2065
Netherlands,2007,9176.0342
Netherlands,2008,8494.8594
Netherlands,2009,7218.1606
Netherlands,2010,7666.8057
Netherlands,2011,8944.1289
Netherlands,2012,8298.7354
Netherlands,2013,7729.1514
Netherlands,2014,7297.5952
Netherlands,2015,6707.9409
New Zealand,2000,1369.3081
New Zealand,2001,1746.9872
New Zealand,2002,2040.5116
New Zealand,2003,2910.8372
New Zealand,2004,3039.1787
New Zealand,2005,2538.7461
New Zealand,2006,2018.1364
New Zealand,2007,2886.0535
New Zealand,2008,1255.0532
New Zealand,2009,2095.0039
New Zealand,2010,2659.2288
New Zealand,2011,3227.0657
New Zealand,2012,3520.4304
New Zealand,2013,4789.5181
New Zealand,2014,5034.1851
Nicaragua,1977,57.554741
Nicaragua,1978,3.7973659
Nicaragua,1979,-7.5482545
Nicaragua,1980,-69.319435
Nicaragua,1981,-51.189728
Nicaragua,1982,-27.198668
Nicaragua,1983,14.825229
Nicaragua,1984,21.952892
Nicaragua,1985,63.405296
Nicaragua,1986,55.391281
Nicaragua,1987,134.84157
Nicaragua,1988,-179.92007
Nicaragua,1989,-40.542576
Nicaragua,1990,15.614508
Nicaragua,1991,-3.1889918
Nicaragua,1992,-128.81709
Nicaragua,1993,-94.134613
Nicaragua,1994,-111.88338
Nicaragua,1995,-53.297482
Nicaragua,1996,-32.803867
Nicaragua,1997,10.65225
Nicaragua,1998,49.286873
Nicaragua,1999,68.579811
Nicaragua,2000,41.078049
Nicaragua,2001,28.747204
Nicaragua,2002,17.678844
Nicaragua,2003,29.045073
Nicaragua,2004,69.164536
Nicaragua,2005,100.96919
Nicaragua,2006,110.55339
Nicaragua,2007,148.41348
Nicaragua,2008,171.40302
Nicaragua,2009,162.75516
Nicaragua,2010,130.54878
Nicaragua,2011,198.33369
Nicaragua,2012,213.95802
Nicaragua,2013,186.74638
Nicaragua,2014,232.61707
Nicaragua,2015,332.35196
Niger,1980,37.869011
Niger,1981,4.0832467
Niger,1982,-12.057171
Niger,1983,-4.0861807
Niger,1984,-26.848104
Niger,1985,-7.9932599
Niger,1986,-4.650928
Niger,1987,-20.393433
Niger,1988,7.0482931
Niger,1989,-13.247819
Niger,1990,-25.367264
Niger,1991,-18.064749
Niger,1992,-6.5278788
Niger,1993,-7.4106436
Niger,1994,-17.323305
Niger,1995,-29.085011
Niger,1996,-20.237078
Niger,1997,-20.234335
Niger,1998,-17.185616
Niger,1999,-11.187078
Niger,2000,-10.082995
Niger,2001,-3.9479132
Niger,2002,-9.449914
Niger,2003,-9.3142948
Niger,2004,-7.5733423
Niger,2005,13.973068
Niger,2006,16.455116
Niger,2007,12.953466
Niger,2008,29.585522
Niger,2009,.61508578
Niger,2010,39.272907
Niger,2011,26.161171
Niger,2012,40.644672
Niger,2013,41.70134
Nigeria,1981,138.26398
Nigeria,1982,120.73176
Nigeria,1983,41.731567
Nigeria,1984,-4.9000268
Nigeria,1985,-15.695207
Nigeria,1986,-27.725729
Nigeria,1987,-18.830294
Nigeria,1988,-4.0299931
Nigeria,1989,-.30316716
Nigeria,1990,-34.271988
Nigeria,1991,4.06213
Nigeria,1992,-19.176102
Nigeria,1993,-46.365864
Nigeria,1994,-46.737164
Nigeria,1995,-32.775021
Nigeria,1996,-54.806618
Nigeria,1997,-38.136494
Nigeria,1998,-54.364193
Nigeria,2000,17.586821
Nigeria,2001,-39.190983
Nigeria,2002,-36.450699
Nigeria,2003,-62.188511
Nigeria,2004,-48.414764
Nigeria,2005,-8.9348478
Nigeria,2006,183.05099
Nigeria,2007,-35.977985
Nigeria,2008,81.496002
Nigeria,2009,-15.116183
Nigeria,2010,252.75581
Nigeria,2011,191.94951
Nigeria,2012,448.32254
Nigeria,2013,74.690575
Nigeria,2014,240.10387
Nigeria,2015,96.595848
Norway,1975,1510.1984
Norway,1976,1473.3217
Norway,1977,1336.663
Norway,1978,1511.2228
Norway,1979,1464.3268
Norway,1980,2214.0867
Norway,1981,2452.9133
Norway,1982,2304.2856
Norway,1983,2064.8538
Norway,1984,2340.3655
Norway,1985,2377.7786
Norway,1986,2202.356
Norway,1987,2421.2813
Norway,1988,2401.8789
Norway,1989,2171.2141
Norway,1990,2217.5024
Norway,1991,2713.5234
Norway,1992,2671.4788
Norway,1993,2752.72
Norway,1994,3318.9585
Norway,1995,4537.0815
Norway,1996,5009.834
Norway,1997,5978.6865
Norway,1998,5495.7461
Norway,1999,5522.4087
Norway,2000,6635.2456
Norway,2001,7549.2778
Norway,2002,7236.2383
Norway,2003,7980.2749
Norway,2004,10380.775
Norway,2005,14607.251
Norway,2006,17029.977
Norway,2007,19821.629
Norway,2008,22940.674
Norway,2009,15014.088
Norway,2010,17666.268
Norway,2011,20980.852
Norway,2012,22953.736
Norway,2013,23304.092
