Entity,Year,Afforestation,Conversion as share of forest area,Deforestation,Deforestation as share of forest area,Expansion as share of forest area,Forest area,Forest expansion,Natural forest expansion,Net forest conversion,Share of global afforestation,Share of global deforestation,Share of global forest area,Share of global forest expansion,Share of global net forest conversion,Share of regional afforestation,Share of regional deforestation,Share of regional forest area,Share of regional forest expansion,Share of regional net forest conversion
Mozambique,1990,0.0,-0.5048642168841347,219.0,0.5048642168841347,0.0,43378.0,0.0,0.0,-219.0,0.0,1.5856753420243785,1.023927339332527,0.0,3.320002789408738,,,,,
Mozambique,2000,,-0.5379965038360687,267.03,0.6483198989997085,0.1103233951636399,41188.0,45.44,,-221.58999999999997,,2.0820192225974288,0.9905605934197717,0.479650226894402,6.496697265458937,,,,,
Mozambique,2010,,-0.529686078311327,267.03,0.6851817734412325,0.1554956951299056,38972.14,60.6,,-206.42999999999998,,3.2760558265529456,0.9490777397226424,0.8729510499181071,17.07458291631858,,,,,
Mozambique,2015,,-0.6306009488666314,267.03,0.7038218239325249,0.07322087506589352,37940.0,27.78,,-239.24999999999997,,3.5535676738856754,0.929021330535436,0.5922066626447209,8.473405724728531,,,,,
Myanmar,1990,0.0,-1.1091709826591953,435.0,1.1091709826591953,0.0,39218.48,0.0,,-435.0,0.0,3.149629104021026,0.9257428622588854,0.0,6.594526088551603,,,,,
Myanmar,2000,27.45,-0.9828465035816395,370.15,1.0615717341719983,0.07872523059035892,34868.11,27.45,,-342.7,0.9908531082827376,2.8860405768806436,0.8385688970823026,0.28975349313933396,10.04746673077656,,,,,
Myanmar,2010,20.16,-0.9214401577557966,309.87,0.9855602557170573,0.06412009796126077,31441.0,20.16,,-289.71,0.9013117304648731,3.801638089255744,0.7656739715760952,0.2904074779925584,23.962977361268496,,,,,
Myanmar,2015,4.21,-0.9659434177412709,293.92,0.9799802883660016,0.014036870624730765,29992.44,4.21,,-289.71000000000004,0.2744566280297797,3.911412989957974,0.7344126651239914,0.08974766197747569,10.260524023034916,,,,,
Namibia,1990,,,,,,8769.17,,,,,,0.20699416538924376,,,,,,,
Namibia,2000,,,,,,8059.08,,,,,,0.19381875952261374,,,,,,,
Namibia,2010,,,,,,7348.99,,,,,,0.17896791960729644,,,,,,,
Namibia,2015,,,,,,6993.95,,,,,,0.17125800565889068,,,,,,,
Nauru,1990,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Nauru,2000,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Nauru,2010,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Nauru,2015,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Nepal,1990,4.0,0.1918194640338505,0.12,0.0021156558533145273,0.19393511988716503,5672.0,11.0,7.0,10.88,0.17589994810951531,0.0008688632011092485,0.13388620657231992,0.15210240086726023,-0.1649389513642332,,,,,
Nepal,2000,8.0,0.3136265819719206,1.87,0.03234868771580208,0.3459752696877227,5780.76,20.0,12.0,18.13,0.28877321917165394,0.014580294147688246,0.13902576129011557,0.21111365620352202,-0.5315452927603707,,,,,
Nepal,2010,0.0,0.0,0.0,0.0,0.0,5962.03,0.0,0.0,0.0,0.0,0.0,0.14519166657408564,0.0,-0.0,,,,,
Nepal,2015,0.0,0.0,0.0,0.0,0.0,5962.03,0.0,0.0,0.0,0.0,0.0,0.14598980082478086,0.0,-0.0,,,,,
Netherlands,1990,2.56,0.4112008803173776,1.14,0.3301190165928242,0.7413198969102018,345.33,2.56,0.0,1.4200000000000002,0.1125759667900898,0.00825420041053786,0.008151432248875042,0.035398376929107835,-0.021526958725846614,,,,,
Netherlands,2000,4.0,0.3894297635605007,2.6,0.7232267037552156,1.1126564673157162,359.5,4.0,0.0,1.4,0.14438660958582697,0.020272066729406117,0.008645880677245994,0.0422227312407044,-0.041045968552924375,,,,,
Netherlands,2010,2.79,-0.4632108814394344,4.52,1.2102388347434936,0.747027953304059,373.48,2.79,0.0,-1.7299999999999995,0.12473510555540655,0.05545359074268551,0.009095255077899558,0.04019032061504156,0.14309464925268195,,,,,
Netherlands,2015,3.12,0.2549132472658499,2.19,0.6002795822711948,0.8551928295370447,364.83,3.12,0.0,0.9300000000000002,0.20339778609332845,0.029143965868290565,0.00893344364837225,0.06651133144173971,-0.03293737648483819,,,,,
New Caledonia,1990,0.08,,,,,831.13,,,,0.003517998962190306,,0.019618625329416828,,,,,,,
New Caledonia,2000,0.06,,,,,837.85,,,,0.0021657991437874047,,0.02015007267157317,,,,,,,
New Caledonia,2010,,,,,,839.02,,,,,,0.020432421857821802,,,,,,,
New Caledonia,2015,,,,,,838.52,,,,,,0.020532497788101577,,,,,,,
New Zealand,1990,62.0,0.5102285785620773,15.48,0.1651680969498318,0.675396675511909,9372.27,63.3,1.3,47.81999999999999,2.7264491956974872,0.11208335294309306,0.22123019698017574,0.8752801795361429,-0.7249430748380175,,,,,
New Zealand,2000,15.0,-0.0023349210796675115,18.03,0.18303750898437024,0.18070258790470273,9850.44,17.8,2.8,-0.23000000000000043,0.5414497859468512,0.14057898581968936,0.23690049751980813,0.1878911540211346,0.0067432662622661605,,,,,
New Zealand,2010,8.0,-0.0030462666986186084,8.61,0.08742785425035436,0.08438158755173576,9848.12,8.31,0.31,-0.29999999999999893,0.35766338510510837,0.10563172926869961,0.2398285408529619,0.11970665387490874,0.024814101026476555,,,,,
New Zealand,2015,12.0,0.09343317141635546,6.58,0.06682502912169772,0.1602582005380532,9846.61,15.78,3.9,9.2,0.7822991772820325,0.08756497507458992,0.24110992945344045,0.3363938494072604,-0.3258321114629153,,,,,
Nicaragua,1990,0.2,-1.5626660332660345,100.2,1.5657913653325668,0.003125332066532069,6399.32,0.2,0.0,-100.0,0.008794997405475766,0.7255007729262226,0.1510544216224221,0.0027654981975865495,1.5159830088624375,,,,,
Nicaragua,2000,1.37,-2.2432454457227946,122.49,2.2686190112829023,0.02537356556010757,5399.32,1.37,0.0,-121.11999999999999,0.04945241378314575,0.9550482514172904,0.12985222936931246,0.01446128544994126,3.551062650807286,,,,,
Nicaragua,2010,5.03,-1.339971108962191,61.15,1.4600718694411616,0.12010076047897045,4188.15,5.03,0.0,-56.12,0.22488085338483688,0.7502183791847831,0.10199285786254961,0.07245781816977027,4.641891165352898,,,,,
Nicaragua,2015,5.03,-2.559161413987864,105.03,2.687887233111454,0.12872581912358957,3907.53,5.03,0.0,-100.0,0.32791373847738525,1.3977126644504834,0.09568209593324019,0.10722820421536883,3.5416533854664713,,,,,
Niger,1990,2.5,-3.17172236503856,64.19,3.30025706940874,0.12853470437017994,1945.0,2.5,,-61.69,0.10993746756844706,0.4647694073266889,0.04591126089265907,0.03456872746983187,0.9352099181672376,,,,,
Niger,2000,2.5,-0.9351705443867179,14.92,1.123409381823658,0.18823883743694,1328.1,2.5,,-12.42,0.09024163099114187,0.11633047523182279,0.03194045654367289,0.026389207025440252,0.364136378162372,,,,,
Niger,2010,2.5,-1.0316471467729875,14.92,1.239305590165296,0.2076584433923083,1203.9,2.5,,-12.42,0.11176980784534636,0.18304592342497078,0.029318243515806145,0.036012832092331144,1.027303782496133,,,,,
Niger,2015,2.5,-1.0877561744613766,14.92,1.3067087055526363,0.21895253109125942,1141.8,2.5,,-12.42,0.1629789952670901,0.19855158481958687,0.02795879165011494,0.05329433609113759,0.4398733504749357,,,,,
Nigeria,1990,,-0.6156203194666082,163.31,0.6156580182001946,3.769873358644263e-05,26526.09,0.01,,-163.3,,1.1824504114429284,0.6261420249111336,0.00013827490987932748,2.4756002534723605,,,,,
Nigeria,2000,,-0.6560468307607267,163.31,0.6560468307607267,0.0,24893.04,0.0,,-163.31,,1.2733196990689664,0.5986710807619238,0.0,4.788012231698628,,,,,
Nigeria,2010,,-0.702107224511801,163.31,0.702107224511801,0.0,23259.98,0.0,,-163.31,,2.003567677917693,0.566443855646466,0.0,13.507969462113003,,,,,
Nigeria,2015,,-0.7276064954363077,163.31,0.727651051865912,4.4556429604182955e-05,22443.45,0.01,,-163.3,,2.1732881579682797,0.5495636210017273,0.00021317734436455035,5.783519978466748,,,,,
Niue,1990,,,,,,18.93,,,,,,0.0004468381330067024,,,,,,,
Niue,2000,,,,,,18.83,,,,,,0.000452856559534192,,,,,,,
Niue,2010,,,,,,18.77,,,,,,0.0004571006153265897,,,,,,,
Niue,2015,,,,,,18.82,,,,,,0.00046083767634889054,,,,,,,
Norfolk Island,1990,,,,,,0.49,,,,,,1.1566333078356268e-05,,,,,,,
Norfolk Island,2000,,,,,,0.49,,,,,,1.1784371437692731e-05,,,,,,,
Norfolk Island,2010,,,,,,0.49,,,,,,1.1932834390518323e-05,,,,,,,
Norfolk Island,2015,,,,,,0.49,,,,,,1.1998430468169837e-05,,,,,,,
North Korea,1990,,-0.6616001377308838,47.7,0.690101171435888,0.02850103370500417,6912.03,1.97,,-45.730000000000004,,0.34537312244092633,0.16315681883181812,0.027240157246227515,0.6932590299527928,,,,,
North Korea,2000,,-0.3289081272686992,23.19,0.35927364443528664,0.030365517166587395,6454.69,1.96,,-21.23,,0.1808112413288184,0.15523360096971608,0.020689138307945158,0.6224327945561318,,,,,
North Korea,2010,,-0.34009409857442424,23.19,0.3714923290598633,0.03139823048543907,6242.39,1.96,,-21.23,,0.28450636489444187,0.1520191960633218,0.02823406036038762,1.756011215973664,,,,,
North Korea,2015,,-0.34597734117309625,23.19,0.37791872547357996,0.03194138430048368,6136.24,1.96,,-21.23,,0.30860665227655626,0.1502556101551071,0.04178275949545186,0.7518930137345319,,,,,
Northern Mariana Islands,1990,,,,,,33.61,,,,,,0.0007933560301297024,,,,,,,
Northern Mariana Islands,2000,,,,,,31.96,,,,,,0.0007686296145891013,,,,,,,
Northern Mariana Islands,2010,,,,,,30.32,,,,,,0.0007383745688173787,,,,,,,
Northern Mariana Islands,2015,,,,,,29.49,,,,,,0.0007221096214414868,,,,,,,
Norway,1990,0.96,-0.015661061655126936,4.92,0.040553907022749754,0.024892845367622814,12132.0,3.02,2.06,-1.9,0.042215987546283675,0.03562339124547919,0.2863729651155475,0.0417590227835569,0.02880367716838631,,,,,
Norway,2000,0.32,-0.009081152480805743,6.5,0.05366135556839759,0.04458020308759184,12113.0,5.4,5.08,-1.0999999999999996,0.01155092876686616,0.050680166823515296,0.29131447188728987,0.057000687174950944,0.032250403863012,,,,,
Norway,2010,0.18,0.06445215666831927,5.98,0.049413320112378124,0.1138654767806974,12102.0,13.78,13.6,7.799999999999999,0.008047426164864938,0.07336559129231403,0.29471665672255665,0.19850273049292927,-0.6451666266883928,,,,,
Norway,2015,0.15,0.06424511984185816,5.82,0.047936743266617246,0.1121818631084754,12141.0,13.62,13.47,7.799999999999999,0.009778739716025405,0.07745108737600508,0.297291723089898,0.29034754302451754,-0.2762489640663847,,,,,
Oman,1990,,,,,,3.0,,,,,,7.081428415320165e-05,,,,,,,
Oman,2000,,,,,,3.0,,,,,,7.214921288383304e-05,,,,,,,
Oman,2010,,,,,,3.0,,,,,,7.30581697378673e-05,,,,,,,
Oman,2015,,,,,,3.0,,,,,,7.345977837655004e-05,,,,,,,
Pakistan,1990,,,,,,4986.79,,,,,,0.11771198802411481,,,,,,,
Pakistan,2000,,,,,,4511.26,,,,,,0.10849461937144023,,,,,,,
Pakistan,2010,,,,,,4093.73,,,,,,0.0996934737336665,,,,,,,
Pakistan,2015,,,,,,3932.6,,,,,,0.09629597481454022,,,,,,,
Palau,1990,,,,,,38.15,,,,,,0.000900521646814881,,,,,,,
Palau,2000,,,,,,39.58,,,,,,0.0009518886153140372,,,,,,,
Palau,2010,,,,,,40.56,,,,,,0.000987746454855966,,,,,,,
Palau,2015,,,,,,40.99,,,,,,0.0010037054385515953,,,,,,,
Palestine,1990,,,,,,9.08,,,,,,0.000214331233370357,,,,,,,
Palestine,2000,,,,,,9.08,,,,,,0.00021837161766173467,,,,,,,
Palestine,2010,,,,,,9.95,,,,,,0.0002423095962972598,,,,,,,
Palestine,2015,,,,,,10.14,,,,,,0.0002482940509127391,,,,,,,
Panama,1990,2.42,-0.3587706732647481,18.95,0.41129487346442684,0.05252420019967878,4607.4,2.42,,-16.53,0.10641946860625676,0.13720798050850216,0.10875657760248708,0.03346252819079725,0.2505919913649609,,,,,
Panama,2000,2.31,-0.25708329768985216,13.73,0.30908526070767695,0.05200196301782474,4442.14,2.31,,-11.42,0.08338326703581508,0.10705210622874844,0.1068323015065967,0.024383627291506796,0.3348178291959974,,,,,
Panama,2010,1.1,-0.2638638259330544,12.52,0.2892797811455202,0.02541595521246584,4327.99,1.1,,-11.42,0.049178715451952404,0.15360153895982803,0.10539834268126407,0.015845646120625705,0.9445901124078776,,,,,
Panama,2015,1.08,-0.2671561798305279,12.49,0.29244353076978913,0.02528735093926119,4270.91,1.08,,-11.41,0.07040692595538292,0.166213759678059,0.10458003402206376,0.02302315319137144,0.4041026512817244,,,,,
Papua New Guinea,1990,0.0,-0.03343435986250429,12.17,0.03343435986250429,0.0,36399.68,0.0,0.0,-12.17,0.0,0.08811720964582963,0.859205760868537,0.0,0.18449513217855862,,,,,
Papua New Guinea,2000,0.0,-0.02731685372693125,9.91,0.02731685372693125,0.0,36277.97,0.0,0.0,-9.91,0.0,0.07726776203400562,0.8724756601744363,0.0,0.2905468202567718,,,,,
Papua New Guinea,2010,0.0,-0.08540892216427867,30.9,0.08540892216427867,0.0,36178.89,0.0,0.0,-30.9,0.0,0.3790964499887129,0.8810544955158764,0.0,2.5558524057270944,,,,,
Papua New Guinea,2015,0.0,-0.09307575250344073,33.53,0.09307575250344073,0.0,36024.42,0.0,0.0,-33.53,0.0,0.4462087559651976,0.8821153031145855,0.0,1.1875163801469077,,,,,
Paraguay,1990,,-0.9998488991954078,255.42,0.9998488991954078,0.0,25545.86,0.0,,-255.42,,1.8493753235610355,0.6030039296593026,0.0,3.872123801236438,,,,,
Paraguay,2000,,-1.48810546437511,342.14,1.48810546437511,0.0,22991.65,0.0,,-342.14,,2.667648042615003,0.5529431501335267,0.0,10.031048343355389,,,,,
Paraguay,2010,,-2.1167376333723555,414.25,2.1167376333723555,0.0,19570.21,0.0,,-414.25,,5.08222344361891,0.47658790799523587,0.0,34.26413783405983,,,,,
Paraguay,2015,,-1.596325263130224,279.34,1.596325263130224,0.0,17498.94,0.0,,-279.34,,3.7173860391088067,0.42848941807484875,0.0,9.893254566962039,,,,,
Peru,1990,45.21,-0.1505195521065543,160.28,0.20965737213555682,0.059137820029002516,76448.54,45.21,0.0,-115.07,1.988109163507797,1.1605116156149196,1.8045495448858009,0.6251408675644395,1.7444416482980067,,,,,
Peru,2000,25.48,-0.16574182815095734,150.28,0.19958078473177782,0.03383895658082046,75297.83,25.48,0.0,-124.8,0.9197427030617178,1.1717254569596736,1.810893055453557,0.26895879800328704,3.6589549110035438,,,,,
Peru,2010,17.45,-0.23099319647048336,188.5,0.2545584187938387,0.02356522232335536,74049.8,17.45,0.0,-171.05,0.7801532587605177,2.3126110298664204,1.8033142858183753,0.2513695680044714,14.148173268596102,,,,,
Peru,2015,6.26,-0.23612420217740318,179.09,0.2446767538503219,0.008552551672918728,73194.53,6.26,0.0,-172.83,0.40809940414879353,2.3832844051836335,1.7922846507252475,0.1334490175722085,6.121039546101702,,,,,
Philippines,1990,,,,,,7778.81,,,,,,0.18361695390458885,,,,,,,
Philippines,2000,,,,,,7309.26,,,,,,0.1757857852544285,,,,,,,
Philippines,2010,,,,,,6839.72,,,,,,0.16656580823982856,,,,,,,
Philippines,2015,,,,,,7014.15,,,,,,0.17175263483329278,,,,,,,
Pitcairn,1990,,,,,,3.5,,,,,,8.261666484540193e-05,,,,,,,
Pitcairn,2000,,,,,,3.5,,,,,,8.417408169780522e-05,,,,,,,
Pitcairn,2010,,,,,,3.5,,,,,,8.523453136084517e-05,,,,,,,
Pitcairn,2015,,,,,,3.5,,,,,,8.57030747726417e-05,,,,,,,
Poland,1990,,0.1992794415672146,0.51,0.005741950011258726,0.20502139157847332,8882.0,18.21,,17.7,,0.0036926686047143065,0.2096574906162457,0.25179861089025535,-0.2683289925686514,,,,,
Poland,2000,,0.29804614195827356,0.58,0.006402472679103653,0.3044486146373772,9059.0,27.58,,27.0,,0.00452223027040598,0.21786657317154784,0.29112573190465685,-0.7916008220921129,,,,,
Poland,2010,,0.19509057776824953,0.62,0.006645942759138172,0.2017365205273877,9329.0,18.82,,18.2,,0.007606465986828544,0.2271865551615213,0.2711045999910689,-1.50538879560625,,,,,
Poland,2015,,0.1337579617834395,0.77,0.008174097664543524,0.141932059447983,9420.0,13.37,,12.6,,0.010246965168303077,0.23066370410236708,0.2850181094154038,-0.4462483265687754,,,,,
Portugal,1990,,,,,,3399.0,,,,,,0.08023258394557747,,,,,,,
Portugal,2000,,,,,,3281.0,,,,,,0.07890718915728541,,,,,,,
Portugal,2010,26.5,0.36900369003690037,39.6,1.2177121771217712,1.5867158671586716,3252.0,51.6,25.1,12.0,1.1847599631606716,0.48583234367485545,0.07919505599584814,0.7433048543857149,-0.9925640410590658,,,,,
Portugal,2015,,,,,,3312.0,,,,,,0.08109959532771123,,,,,,,
Puerto Rico,1990,,,,,,320.33,,,,,,0.007561313214265028,,,,,,,
Puerto Rico,2000,,,,,,429.15,,,,,,0.010320944903032316,,,,,,,
Puerto Rico,2010,,,,,,491.45,,,,,,0.01196814583922496,,,,,,,
Puerto Rico,2015,,,,,,493.88,,,,,,0.012093438448203509,,,,,,,
Qatar,1990,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Qatar,2000,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Qatar,2010,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Qatar,2015,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Reunion,1990,,0.34110289937464466,0.0,0.0,0.34110289937464466,87.95,0.3,,0.3,,0.0,0.0020760387637580283,0.004148247296379824,-0.004547949026587312,,,,,
Reunion,2000,,0.32977904803781466,0.0,0.0,0.32977904803781466,90.97,0.3,,0.3,,0.0,0.0021878046320140975,0.00316670484305283,-0.008795564689912366,,,,,
Reunion,2010,,0.4362166187892329,0.0,0.0,0.4362166187892329,93.99,0.41,,0.41,,0.0,0.002288912457887382,0.005906104463142308,-0.03391260473618475,,,,,
Reunion,2015,,0.49979175343606824,0.0,0.0,0.49979175343606824,96.04,0.48,,0.48,,0.0,0.0023516923717612883,0.010232512529498416,-0.016999936250239062,,,,,
Romania,1990,1.13,,,,,6371.0,,,,0.04969173534093807,,0.1503859347800159,,,,,,,
Romania,2000,2.76,0.2340559220860823,0.18,0.0028275212064090478,0.23688344329249136,6366.0,15.08,,14.9,0.0996267606142206,0.0014034507735742694,0.1531006297394937,0.15917969677745558,-0.4368463795989808,,,,,
Romania,2010,1.1,1.0621642363775903,0.11,0.0016884113584036838,1.063852647735994,6515.0,69.31,,69.2,0.049178715451952404,0.0013495342879857094,0.1586579919474018,0.9984197569277887,-5.72378597010728,,,,,
Romania,2015,0.48,0.1972189376550509,0.02,0.00028981475041153695,0.19750875240546242,6900.96,13.63,,13.610000000000001,0.0312919670912813,0.0002661549394364435,0.16898099739514558,0.29056072036888214,-0.48201902576198674,,,,,
Russia,1990,0.0,0.003938439203713357,0.0,0.0,0.003938439203713357,808949.9,31.86,31.86,31.86,0.0,0.0,19.09506936143469,0.4405438628755374,-0.4829921866235726,,,,,
Russia,2000,0.0,0.07249880602049877,0.0,0.0,0.07249880602049877,809268.5,586.71,586.71,586.71,0.0,0.0,19.462695095560083,6.193124661558421,-17.201485864061613,,,,,
Russia,2010,0.0,-0.005033518349585026,41.03,0.005033518349585026,0.0,815135.6,0.0,0.0,-41.03,0.0,0.5033762894186696,19.850771674726097,0.0,3.393741883721123,,,,,
Russia,2015,0.0,0.00935417237932179,0.0,0.0,0.00935417237932179,814930.46,76.23,76.23,76.23,0.0,0.0,19.954870327966656,1.6250508960909675,-2.699802375741091,,,,,
Rwanda,1990,,,,,,317.0,,,,,,0.007482709358854974,,,,,,,
Rwanda,2000,,,,,,287.0,,,,,,0.006902274699220028,,,,,,,
Rwanda,2010,,,,,,265.0,,,,,,0.006453471660178277,,,,,,,
Rwanda,2015,,,,,,270.0,,,,,,0.006611380053889503,,,,,,,
Saint Barthelemy,1990,0.0,,,,,0.17,,,,0.0,,4.0128094353480945e-06,,,,,,,
Saint Barthelemy,2000,0.0,,,,,0.17,,,,0.0,,4.088455396750539e-06,,,,,,,
Saint Barthelemy,2010,0.0,,,,,0.17,,,,0.0,,4.13996295181248e-06,,,,,,,
Saint Barthelemy,2015,0.0,,,,,0.17,,,,0.0,,4.162720774671169e-06,,,,,,,
Saint Helena,1990,0.0,,,,,2.0,,,,0.0,,4.72095227688011e-05,,,,,,,
Saint Helena,2000,0.0,,,,,2.0,,,,0.0,,4.809947525588869e-05,,,,,,,
Saint Helena,2010,0.0,,,,,2.0,,,,0.0,,4.870544649191153e-05,,,,,,,
Saint Helena,2015,0.0,,,,,2.0,,,,0.0,,4.897318558436668e-05,,,,,,,
Saint Kitts and Nevis,1990,,,,,,11.0,,,,,,0.00025965237522840605,,,,,,,
Saint Kitts and Nevis,2000,,,,,,11.0,,,,,,0.0002645471139073878,,,,,,,
Saint Kitts and Nevis,2010,,,,,,11.0,,,,,,0.00026787995570551337,,,,,,,
Saint Kitts and Nevis,2015,,,,,,11.0,,,,,,0.00026935252071401676,,,,,,,
Saint Lucia,1990,,,,,,21.27,,,,,,0.0005020732746461997,,,,,,,
Saint Lucia,2000,,,,,,21.01,,,,,,0.0005052849875631108,,,,,,,
Saint Lucia,2010,,,,,,20.77,,,,,,0.0005058060618185012,,,,,,,
Saint Lucia,2015,,,,,,20.77,,,,,,0.0005085865322936481,,,,,,,
Saint Pierre and Miquelon,1990,0.0,,,,,1.9,,,,0.0,,4.484904663036105e-05,,,,,,,
Saint Pierre and Miquelon,2000,0.0,,,,,1.67,,,,0.0,,4.016306183866706e-05,,,,,,,
Saint Pierre and Miquelon,2010,0.0,,,,,1.44,,,,0.0,,3.5067921474176295e-05,,,,,,,
Saint Pierre and Miquelon,2015,0.0,,,,,1.33,,,,0.0,,3.2567168413603845e-05,,,,,,,
Saint Vincent and the Grenadines,1990,,,,,,27.54,,,,,,0.0006500751285263912,,,,,,,
Saint Vincent and the Grenadines,2000,,,,,,28.54,,,,,,0.0006863795119015317,,,,,,,
Saint Vincent and the Grenadines,2010,,,,,,28.54,,,,,,0.0006950267214395774,,,,,,,
Saint Vincent and the Grenadines,2015,,,,,,28.54,,,,,,0.0006988473582889127,,,,,,,
Saint-Martin (French Part),1990,,,,,,1.24,,,,,,2.9269904116656684e-05,,,,,,,
Saint-Martin (French Part),2000,,,,,,1.24,,,,,,2.982167465865099e-05,,,,,,,
Saint-Martin (French Part),2010,,,,,,1.24,,,,,,3.0197376824985145e-05,,,,,,,
Saint-Martin (French Part),2015,,,,,,1.24,,,,,,3.0363375062307343e-05,,,,,,,
Samoa,1990,,,,,,176.13,,,,,,0.004157506622634468,,,,,,,
Samoa,2000,,,,,,171.31,,,,,,0.004119960553043147,,,,,,,
Samoa,2010,,,,,,166.49,,,,,,0.004054484893219175,,,,,,,
Samoa,2015,,,,,,164.07,,,,,,0.004017515279413521,,,,,,,
San Marino,1990,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.360476138440055e-05,0.0,-0.0,,,,,
San Marino,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.4049737627944344e-05,0.0,-0.0,,,,,
San Marino,2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.4352723245955763e-05,0.0,-0.0,,,,,
San Marino,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.448659279218334e-05,0.0,-0.0,,,,,
Sao Tome and Principe,1990,,-0.0511770726714432,0.03,0.0511770726714432,0.0,58.62,0.0,,-0.03,,0.00021721580027731212,0.0013837111123535602,0.0,0.0004547949026587312,,,,,
Sao Tome and Principe,2000,,-0.05140507196710075,0.03,0.05140507196710075,0.0,58.36,0.0,,-0.03,,0.00023390846226237826,0.0014035426879668322,0.0,0.0008795564689912365,,,,,
Sao Tome and Principe,2010,,-1.0671256454388984,0.62,1.0671256454388984,0.0,58.1,0.0,,-0.62,,0.007606465986828544,0.0014148932205900297,0.0,0.0512824754547184,,,,,
Sao Tome and Principe,2015,,-1.1272727272727272,0.62,1.1272727272727272,0.0,55.0,0.0,,-0.62,,0.00825080312252975,0.001346762603570084,0.0,0.021958250989892122,,,,,
Saudi Arabia,1990,,,,,,977.0,,,,,,0.02306185187255934,,,,,,,
Saudi Arabia,2000,,,,,,977.0,,,,,,0.023496593662501626,,,,,,,
Saudi Arabia,2010,,,,,,977.0,,,,,,0.023792610611298778,,,,,,,
Saudi Arabia,2015,,,,,,977.0,,,,,,0.02392340115796313,,,,,,,
Senegal,1990,,,,,,9303.16,,,,,,0.21959887192089983,,,,,,,
Senegal,2000,,,,,,8853.16,,,,,,0.2129161751782118,,,,,,,
Senegal,2010,,-0.4723576314098931,51.0,0.6022559800476137,0.1298983486377206,8468.16,11.0,,-40.0,,0.6256931698842835,0.20622275688247277,0.15845646120625703,3.308546803530219,,,,,
Senegal,2015,,-0.4837835745800758,51.0,0.6168240575895967,0.13304048300952087,8268.16,11.0,,-40.0,,0.678695095562931,0.2024590670606186,0.23449507880100537,1.4166613541865885,,,,,
Serbia,1990,1.67,0.6355382619974059,0.0,0.0,0.6355382619974059,2313.0,14.7,0.14,14.7,0.07343822833572264,0.0,0.054597813082118474,0.2032641175226114,-0.22284950230277828,,,,,
Serbia,2000,2.5,1.0284552845528454,0.0,0.0,1.0284552845528454,2460.0,25.3,22.8,25.3,0.09024163099114187,0.0,0.0591623545647431,0.26705877509745535,-0.7417592888492762,,,,,
Serbia,2010,0.4,0.04828603022484334,0.09,0.003317360855141909,0.05160339107998526,2713.0,1.4,1.0,1.3099999999999998,0.01788316925525542,0.0011041644174428532,0.06606893816627799,0.020167185971705442,-0.10835490781561467,,,,,
Serbia,2015,0.37,0.02279805701720518,0.04,0.0014708423882067857,0.024268899405411964,2719.53,0.66,0.23,0.62,0.024120891299529334,0.000532309878872887,0.06659202369612638,0.014069704728060324,-0.021958250989892122,,,,,
Seychelles,1990,,,,,,33.7,,,,,,0.0007954804586542986,,,,,,,
Seychelles,2000,,,,,,33.7,,,,,,0.0008104761580617246,,,,,,,
Seychelles,2010,,,,,,33.7,,,,,,0.0008206867733887094,,,,,,,
Seychelles,2015,,,,,,33.7,,,,,,0.0008251981770965787,,,,,,,
Sierra Leone,1990,,,,,,3126.7,,,,,,0.0738050074206052,,,,,,,
Sierra Leone,2000,,,,,,2929.43,,,,,,0.070452022899429,,,,,,,
Sierra Leone,2010,,,,,,2732.16,,,,,,0.0665355363436705,,,,,,,
Sierra Leone,2015,,,,,,2633.53,,,,,,0.06448617671599861,,,,,,,
Singapore,1990,0.0,1.4834794335805797,0.28,1.8880647336480108,3.3715441672285906,14.83,0.5,0.5,0.21999999999999997,0.0,0.0020273474692549137,0.0003500586113306602,0.006913745493966374,-0.003335162619497362,,,,,
Singapore,2000,0.0,0.4115226337448558,0.14,0.823045267489712,1.2345679012345676,17.01,0.21,0.21,0.06999999999999998,0.0,0.0010915728238910986,0.00040908603705133343,0.0022166933901369814,-0.002052298427646218,,,,,
