Entity,Year,Afforestation,Conversion as share of forest area,Deforestation,Deforestation as share of forest area,Expansion as share of forest area,Forest area,Forest expansion,Natural forest expansion,Net forest conversion,Share of global afforestation,Share of global deforestation,Share of global forest area,Share of global forest expansion,Share of global net forest conversion,Share of regional afforestation,Share of regional deforestation,Share of regional forest area,Share of regional forest expansion,Share of regional net forest conversion
Colombia,2010,8.54,-0.2214025538504195,143.17,0.2354468070620557,0.014044253211636205,60807.79,8.54,,-134.63,0.38180566359970314,1.7564802182810364,1.4808352810681962,0.12301983442740319,11.135741403981836,,,,,
Colombia,2015,0.68,-0.33017564246642445,199.23,0.33130643791783304,0.0011307954514085555,60134.66,0.68,,-198.54999999999998,0.04433028671264851,2.651302429196132,1.4724929321163962,0.014496059416789425,7.031952796843679,,,,,
Comoros,1990,,,,,,46.06,,,,,,0.0010872353093654894,,,,,,,
Comoros,2000,,,,,,41.68,,,,,,0.0010023930643327204,,,,,,,
Comoros,2010,,,,,,37.3,,,,,,0.0009083565770741499,,,,,,,
Comoros,2015,,,,,,35.11,,,,,,0.0008597242729335572,,,,,,,
Congo,1990,0.0,-0.053775487340354026,12.0,0.053775487340354026,0.0,22315.0,0.0,0.0,-12.0,0.0,0.08688632011092486,0.5267402502928983,0.0,0.1819179610634925,,,,,
Congo,2000,0.0,-0.0540662311331381,12.0,0.0540662311331381,0.0,22195.0,0.0,0.0,-12.0,0.0,0.09356338490495131,0.5337839266522248,0.0,0.35182258759649465,,,,,
Congo,2010,0.0,-0.05436013590033975,12.0,0.05436013590033975,0.0,22075.0,0.0,0.0,-12.0,0.0,0.14722192232571377,0.5375863656544734,0.0,0.9925640410590658,,,,,
Congo,2015,0.0,-0.06268453327276857,13.8,0.06268453327276857,0.0,22015.0,0.0,0.0,-13.8,0.0,0.18364690821114604,0.5390723403199164,0.0,0.4887481671943731,,,,,
Cook Islands,1990,,,,,,14.91,,,,,,0.0003519469922414122,,,,,,,
Cook Islands,2000,,,,,,15.57,,,,,,0.0003744544148670935,,,,,,,
Cook Islands,2010,,,,,,15.59,,,,,,0.0003796589554044503,,,,,,,
Cook Islands,2015,,,,,,15.59,,,,,,0.0003817459816301383,,,,,,,
Costa Rica,1990,4.77,-0.1726628602875421,9.79,0.33672697255279627,0.16406411226525416,2907.4,4.77,0.0,-5.02,0.20976068812059698,0.07088475615716286,0.06862848324900615,0.0659571320124392,0.07610234704489435,,,,,
Costa Rica,2000,3.5,0.04899867703572003,2.65,0.09274749581761293,0.14174617285333296,2857.22,4.05,0.55,1.4,0.12633828338759862,0.02066191416651008,0.06871539134531515,0.0427505153812132,-0.041045968552924375,,,,,
Costa Rica,2010,3.84,0.5701448871551965,0.0,0.0,0.5701448871551965,2871.2,16.37,12.53,16.37,0.171678424850452,0.0,0.06992153898378818,0.23581202454058436,-1.3540227793447424,,,,,
Costa Rica,2015,2.11,0.5543458752535532,0.0,0.0,0.5543458752535532,2953.03,16.37,14.26,16.37,0.13755427200542403,0.0,0.07230964311310119,0.3489713127247689,-0.5797686592008614,,,,,
Cote d'Ivoire,1990,,,,,,7850.86,,,,,,0.1853176769623349,,,,,,,
Cote d'Ivoire,2000,,,,,,5094.45,,,,,,0.12252018585868107,,,,,,,
Cote d'Ivoire,2010,,,,,,3965.58,,,,,,0.09657267224969725,,,,,,,
Cote d'Ivoire,2015,,,,,,3401.15,,,,,,0.08328257507513438,,,,,,,
Croatia,1990,0.27,0.1891891891891892,0.04,0.002162162162162162,0.19135135135135137,1850.0,3.54,3.27,3.5,0.011873246497392284,0.00028962106703641624,0.04366880856114102,0.04894931809728193,-0.05305940531018531,,,,,
Croatia,2000,0.16,0.1856763925729443,0.33,0.01750663129973475,0.20318302387267906,1885.0,3.83,3.67,3.5,0.00577546438343308,0.002572993084886161,0.04533375542867509,0.04042826516297447,-0.10261492138231093,,,,,
Croatia,2010,0.19,0.020833333333333336,0.09,0.0046875,0.02552083333333333,1920.0,0.49,0.3,0.4,0.008494505396246323,0.0011041644174428532,0.04675722863223506,0.007058515090096905,-0.0330854680353022,,,,,
Croatia,2015,0.03,0.17793964620187308,0.05,0.0026014568158168575,0.1805411030176899,1922.0,3.47,3.44,3.4200000000000004,0.001955747943205081,0.0006653873485911088,0.04706323134657639,0.07397253849449897,-0.12112454578295333,,,,,
Cuba,1990,,1.8318756073858116,0.0,0.0,1.8318756073858116,2058.0,37.7,,37.7,,0.0,0.04857859892909633,0.5212964102450647,-0.5715255943411389,,,,,
Cuba,2000,,2.0410677618069815,0.0,0.0,2.0410677618069815,2435.0,49.7,,49.7,,0.0,0.05856111112404449,0.5246174356657523,-1.4571318836288154,,,,,
Cuba,2010,,1.7189631650750339,0.0,0.0,1.7189631650750339,2932.0,50.4,,50.4,,0.0,0.07140218455714228,0.7260186949813959,-4.168768972448076,,,,,
Cuba,2015,,0.36432160804020103,0.0,0.0,0.36432160804020103,3184.0,11.6,,11.6,,0.0,0.07796531145031177,0.24728571946287836,-0.41083179271411063,,,,,
Curacao,1990,,,,,,0.07,,,,,,1.6523332969080387e-06,,,,,,,
Curacao,2000,,,,,,0.07,,,,,,1.6834816339561046e-06,,,,,,,
Curacao,2010,,,,,,0.07,,,,,,1.7046906272169035e-06,,,,,,,
Curacao,2015,,,,,,0.07,,,,,,1.714061495452834e-06,,,,,,,
Cyprus,1990,0.26,,,,,161.11,,,,0.011433496627118496,,0.0038029631066407734,,,,,,,
Cyprus,2000,0.21,,,,,171.61,,,,0.007580297003255916,,0.004127175474331529,,,,,,,
Cyprus,2010,0.02,,,,,172.84,,,,0.000894158462762771,,0.004209124685830993,,,,,,,
Cyprus,2015,0.01,,,,,172.71,,,,0.0006519159810683603,,0.004229079441137986,,,,,,,
Czech Republic,1990,,,,,,2629.42,,,,,,0.0620668316793705,,,,,,,
Czech Republic,2000,,,,,,2637.29,,,,,,0.06342613254880135,,,,,,,
Czech Republic,2010,,,,,,2657.38,,,,,,0.06471443969933792,,,,,,,
Czech Republic,2015,,,,,,2668.39,,,,,,0.06533977934073411,,,,,,,
Democratic Republic of Congo,1990,,,,,,150629.0,,,,,,3.5555616025708705,,,,,,,
Democratic Republic of Congo,2000,,,,,,143899.0,,,,,,3.460733194923564,,,,,,,
Democratic Republic of Congo,2010,,,,,,137169.0,,,,,,3.3404386949245057,,,,,,,
Democratic Republic of Congo,2015,,,,,,131662.12,,,,,,3.2239567185955784,,,,,,,
Denmark,1990,4.05,0.7564353454764412,0.03,0.005645039891615233,0.7620803853680566,531.44,4.05,0.0,4.02,0.17809869746088425,0.00021721580027731212,0.01254451439012583,0.05600133850112763,-0.06094251695626998,,,,,
Denmark,2000,1.66,0.26067179846046185,0.18,0.031490552834149754,0.2921623512946116,571.6,1.67,0.0,1.49,0.0599204429781182,0.0014034507735742694,0.01374683002813299,0.017627990292994087,-0.04368463795989808,,,,,
Denmark,2010,7.9,1.3026650070759946,0.26,0.04433153165441866,1.3469965387304133,586.49,7.9,0.0,7.640000000000001,0.3531925927912945,0.003189808317057132,0.014282628656520595,0.11380054941176644,-0.631932439474272,,,,,
Denmark,2015,1.37,0.12006147147339441,0.62,0.09925081641800602,0.21931228789140042,624.68,1.37,0.0,0.7500000000000001,0.08931248940636538,0.00825080312252975,0.01529628478542109,0.029205296177943398,-0.02656240039099854,,,,,
Djibouti,1990,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.00013218666375264308,0.0,-0.0,,,,,
Djibouti,2000,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.00013467853071648833,0.0,-0.0,,,,,
Djibouti,2010,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.00013637525017735227,0.0,-0.0,,,,,
Djibouti,2015,0.2,0.7142857142857144,0.16,2.857142857142857,3.571428571428572,5.6,0.2,0.0,0.04000000000000001,0.013038319621367207,0.002129239515491548,0.0001371249196362267,0.004263546887291007,-0.0014166613541865887,,,,,
Dominica,1990,,,,,,50.31,,,,,,0.0011875555452491918,,,,,,,
Dominica,2000,,,,,,47.87,,,,,,0.001151260940249696,,,,,,,
Dominica,2010,,,,,,47.87,,,,,,0.0011657648617839024,,,,,,,
Dominica,2015,,,,,,47.87,,,,,,0.0011721731969618165,,,,,,,
Dominican Republic,1990,2.78,2.3675613992187547,0.62,0.038874154330392686,2.4064355535491475,1594.89,38.38,35.6,37.760000000000005,0.12225046393611312,0.0044891265390644515,0.037646997884366595,0.5306991041168589,-0.5724351841464564,,,,,
Dominican Republic,2000,6.49,0.5105274097958398,0.25,0.01267446399691757,0.5232018737927573,1972.47,10.32,3.33,10.07,0.23426727405300427,0.001949237185519819,0.04743738597899139,0.10893464660101736,-0.2952377880913918,,,,,
Dominican Republic,2010,6.71,0.29472485914949464,18.49,0.8918924133672919,1.1866172725167865,2073.12,24.6,17.89,6.110000000000003,0.29999016425690966,0.22684444531687062,0.05048611761565581,0.35436626778853847,-0.5053805242392412,,,,,
Dominican Republic,2015,,,,,,2103.65,,,,,,0.05151122092727649,,,,,,,
Ecuador,1990,,-0.6162432059135291,129.94,0.8880408359366083,0.2717976300230793,14632.21,39.77,,-90.16999999999999,,0.940834036267798,0.34538982557643955,0.5499193165900854,1.3669618790912597,,,,,
Ecuador,2000,,-0.5114890207931247,105.08,0.7653035213575616,0.25381450056443683,13730.5,34.85,,-70.22999999999999,,0.8193033738176903,0.3302149225004899,0.3678655459346371,2.0590416939084846,,,,,
Ecuador,2010,,-0.3208427264263109,96.13,0.7378615141473988,0.4170187877210878,13028.19,54.33,,-41.8,,1.1793702827642387,0.3172719054657284,0.7826308670305405,3.457431409689079,,,,,
Ecuador,2015,,-0.5013581211902789,87.22,0.6803867330047632,0.17902861181448423,12819.18,22.95,,-64.27,,1.1607016908823302,0.3138980405897009,0.489242005316643,2.2762206308393007,,,,,
Egypt,1990,,,,,,43.81,,,,,,0.0010341245962505882,,,,,,,
Egypt,2000,,,,,,59.21,,,,,,0.0014239849649505848,,,,,,,
Egypt,2010,,,,,,65.64,,,,,,0.0015985127538645362,,,,,,,
Egypt,2015,,,,,,48.42,,,,,,0.0011856408229975175,,,,,,,
El Salvador,1990,,-0.6259737369241042,4.5,0.6259737369241042,0.0,718.88,0.0,,-4.5,,0.03258237004159682,0.016968990864017867,0.0,0.06821923539880968,,,,,
El Salvador,2000,,-0.6677746779842109,4.5,0.6677746779842109,0.0,673.88,0.0,,-4.5,,0.03508626933935674,0.01620663719271914,0.0,0.1319334703486855,,,,,
El Salvador,2010,,-0.7155578170716194,4.5,0.7155578170716194,0.0,628.88,0.0,,-4.5,,0.05520822087214266,0.01531494059491666,0.0,0.3722115153971497,,,,,
El Salvador,2015,,-0.7421089086051651,4.5,0.7421089086051651,0.0,606.38,0.0,,-4.5,,0.059884861373199795,0.014848180137324137,0.0,0.1593744023459912,,,,,
Equatorial Guinea,1990,,,,,,2699.15,,,,,,0.06371279169070475,,,,,,,
Equatorial Guinea,2000,,-0.3196231810917655,8.36,0.3196231810917655,0.0,2615.58,0.0,,-8.36,,0.06518249148378275,0.06290401274489868,0.0,0.24510306935889123,,,,,
Equatorial Guinea,2010,,-0.33017247167270264,8.36,0.33017247167270264,0.0,2532.01,0.0,,-8.36,,0.10256460588691392,0.061661338785992455,0.0,0.6914862819378158,,,,,
Equatorial Guinea,2015,,-0.33571331047056086,8.36,0.33571331047056086,0.0,2490.22,0.0,,-8.36,,0.11125276468443339,0.0609770031029508,0.0,0.296082223024997,,,,,
Eritrea,1990,,,,,,1150.06,,,,,,0.027146891877743697,,,,,,,
Eritrea,2000,,,,,,1118.46,,,,,,0.026898669547350634,,,,,,,
Eritrea,2010,,,,,,1086.86,,,,,,0.026468000787099474,,,,,,,
Eritrea,2015,,,,,,1071.06,,,,,,0.02622661007599589,,,,,,,
Estonia,1990,0.7,0.14959880320957433,0.19,0.008613264427217915,0.15821206763679224,2205.9,3.49,2.79,3.3000000000000003,0.030782490919165177,0.001375700068422977,0.05206974313784917,0.04825794354788529,-0.05002743929246044,,,,,
Estonia,2000,3.21,0.43369705523719343,6.34,0.28317603812603565,0.7168730933632292,2238.89,16.05,12.84,9.71,0.11587025419262614,0.049432655024782605,0.05384471707782832,0.16941870910332643,-0.2846831104634969,,,,,
Estonia,2010,5.64,0.7277334954324022,11.23,0.4807321855121104,1.2084656809445125,2336.02,28.23,22.58,17.0,0.2521526864991014,0.1377751823098138,0.056888448557017586,0.4066568999866033,-1.4061323915003432,,,,,
Estonia,2015,1.7,0.14374166153795317,5.01,0.20693842652446703,0.3506800880624202,2421.01,8.49,6.79,3.4800000000000004,0.11082571678162126,0.0666718123288291,0.0592822860158038,0.18098756536550326,-0.12324953781423323,,,,,
Ethiopia,1990,,-0.3790534049900044,92.0,0.477711140535348,0.09865773554534361,19258.5,19.0,,-73.0,,0.6661284541837572,0.454592297121478,0.2627223287707222,1.1066675964695794,,,,,
Ethiopia,2000,,-0.39398764066168335,92.0,0.4965323690530804,0.10254472839139703,18528.5,19.0,,-73.0,,0.7173192842712933,0.4456055636393668,0.2005579733933459,2.1402540745453424,,,,,
Ethiopia,2010,,-0.4101469224934685,92.0,0.5168974913616317,0.10675056886816305,17798.5,19.0,,-73.0,,1.1287014044971388,0.4334419446931436,0.2736975239017167,6.03809791644265,,,,,
Ethiopia,2015,,-0.41873404651963175,92.0,0.5277196202713167,0.10898557375168497,17433.5,19.0,,-73.0,,1.2243127214076401,0.42688701544252833,0.40503695429264563,2.585406971390524,,,,,
Falkland Islands,1990,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Falkland Islands,2000,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Falkland Islands,2010,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Falkland Islands,2015,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Faroe Islands,1990,,0.0,0.0,0.0,0.0,0.08,0.0,,0.0,,0.0,1.8883809107520441e-06,0.0,-0.0,,,,,
Faroe Islands,2000,,0.0,0.0,0.0,0.0,0.08,0.0,,0.0,,0.0,1.923979010235548e-06,0.0,-0.0,,,,,
Faroe Islands,2010,,0.0,0.0,0.0,0.0,0.08,0.0,,0.0,,0.0,1.948217859676461e-06,0.0,-0.0,,,,,
Faroe Islands,2015,,0.0,0.0,0.0,0.0,0.08,0.0,,0.0,,0.0,1.9589274233746673e-06,0.0,-0.0,,,,,
Fiji,1990,,,,,,939.69,,,,,,0.022181158225307352,,,,,,,
Fiji,2000,,,,,,1006.47,,,,,,0.024205339430397148,,,,,,,
Fiji,2010,,,,,,1073.24,,,,,,0.02613631669648956,,,,,,,
Fiji,2015,,,,,,1106.62,,,,,,0.02709735331568593,,,,,,,
Finland,1990,9.0,0.26070463851288184,12.18,0.055679160040099956,0.31638379855298177,21875.33,69.21,8.65,57.029999999999994,0.39577488324640947,0.08818961491258873,0.516361944855019,0.9570006512748255,-0.8645651099542481,,,,,
Finland,2000,1.01,-0.09070803951235072,2.09,0.009311385195521268,-0.08139665431682946,22445.64,-18.27,0.19,-20.36,0.03645761892042131,0.016295622870945686,0.5398117528912927,-0.19285232494191737,0.5969256569553859,,,,,
Finland,2010,4.02,0.15016635194676736,0.54,0.0024278392230914487,0.1525941911698588,22242.0,33.94,1.16,33.4,0.17972585101531693,0.006624986504657119,0.5416532704365481,0.4889102084854876,-2.762636580947733,,,,,
Finland,2015,,,,,,22409.0,,,,,,0.5487200578800365,,,,,,,
France,1990,,,,,,14436.0,,,,,,0.34075833534520633,,,,,,,
France,2000,,,,,,15288.0,,,,,,0.3676723888560132,,,,,,,
France,2010,,,,,,16419.0,,,,,,0.3998473629753477,,,,,,,
France,2015,,,,,,16836.0,,,,,,0.41225627624919875,,,,,,,
French Guyana,1990,,-0.056123076923076914,5.56,0.06843076923076923,0.012307692307692308,8125.0,1.0,1.0,-4.56,,0.04025732831806185,0.1917886862482545,0.013827490987932747,0.06912882520412714,,,,,
French Guyana,2000,,-0.05309773944728843,5.54,0.0685691087501114,0.01547136930282297,8079.44,1.25,1.25,-4.29,,0.043195096031119186,0.19430841218071865,0.013194603512720126,0.12577657506574683,,,,,
French Guyana,2010,,-0.04106265165183849,5.65,0.07030423691905681,0.029241585267218317,8036.5,2.35,2.35,-3.3000000000000003,,0.0693169884283569,0.19571066036612347,0.033852062166791284,0.2729551112912431,,,,,
French Guyana,2015,,-0.04276807980049876,5.78,0.07206982543640898,0.029301745635910228,8020.0,2.35,2.35,-3.43,,0.07691877749713219,0.19638247419331042,0.05009667592566934,0.12147871112149997,,,,,
French Polynesia,1990,0.41,,,,,144.43,,,,0.01802974468122532,,0.003409235686748971,,,,,,,
French Polynesia,2000,0.09,,,,,148.55,,,,0.0032486987156811068,,0.0035725885246311326,,,,,,,
French Polynesia,2010,,,,,,149.46,,,,,,0.0036397580163405486,,,,,,,
French Polynesia,2015,,,,,,149.46,,,,,,0.0036597661587197228,,,,,,,
Gabon,1990,,-0.025713735006283246,10.24,0.04309470482231431,0.017380969816031062,23761.62,4.13,,-6.11,,0.07414299316132256,0.5608873702067998,0.05710753778016225,0.09262656184149494,,,,,
Gabon,2000,,-0.021350210970464138,14.74,0.06219409282700422,0.04084388185654009,23700.0,9.68,,-5.0600000000000005,,0.11492702445824851,0.5699787817822811,0.10217900960250464,0.14835185776985524,,,,,
Gabon,2010,,-0.0502338113297541,19.25,0.08139737946950897,0.031163568139754863,23649.41,7.37,,-11.879999999999999,,0.23616850039749915,0.5759275366601386,0.10616582900819223,0.9826384006484751,,,,,
Gabon,2015,,-0.05036032217041119,19.25,0.08160237388724036,0.031242051716829165,23590.0,7.37,,-11.879999999999999,,0.25617412920757693,0.5776387239676051,0.1571117027966736,0.42074842219341674,,,,,
Gambia,1990,,,,,,414.66,,,,,,0.009787950355655533,,,,,,,
Gambia,2000,,,,,,357.33,,,,,,0.008593692746593353,,,,,,,
Gambia,2010,,,,,,300.0,,,,,,0.00730581697378673,,,,,,,
Gambia,2015,,,,,,271.34,,,,,,0.006644192088231028,,,,,,,
Georgia,1990,0.6,0.030156596301275294,0.0,0.0,0.030156596301275294,2752.3,0.83,0.23,0.83,0.0263849922164273,0.0,0.06496738475828563,0.01147681751998418,-0.01258265897355823,,,,,
Georgia,2000,4.97,0.22386437730928058,0.0,0.0,0.22386437730928058,2760.6,6.18,1.2,6.18,0.17940036241039,0.0,0.06639170569570316,0.0652341197668883,-0.18118863261219473,,,,,
Georgia,2010,0.0,0.0,0.0,0.0,0.0,2822.4,0.0,0.0,0.0,0.0,0.0,0.06873312608938555,0.0,-0.0,,,,,
Georgia,2015,0.0,0.0,0.0,0.0,0.0,2822.4,0.0,0.0,0.0,0.0,0.0,0.06911095949665827,0.0,-0.0,,,,,
Germany,1990,8.0,0.04778761061946902,6.8,0.06017699115044247,0.1079646017699115,11300.0,12.2,4.0,5.3999999999999995,0.35179989621903063,0.049235581396190754,0.26673380364372623,0.16869539005277953,-0.08186308247857162,,,,,
Germany,2000,9.0,0.048441078034172975,5.83,0.051347542716223354,0.09978862075039634,11354.0,11.33,2.0,5.5,0.3248698715681107,0.045456211166322175,0.2730607210276801,0.11959588623929522,-0.16125201931506003,,,,,
Germany,2010,7.0,0.017530020159523183,7.0,0.06135507055833114,0.07888509071785432,11409.0,9.0,2.0,2.0,0.31295546196696983,0.08587945468999969,0.2778402195131093,0.12964619553239215,-0.16542734017651095,,,,,
Germany,2015,4.0,0.0,7.0,0.06130133987214292,0.06130133987214292,11419.0,7.0,3.0,0.0,0.2607663924273441,0.09315422880275524,0.2796124030939416,0.14922414105518522,-0.0,,,,,
Ghana,1990,,,,,,9924.26,,,,,,0.234259789216751,,,,,,,
Ghana,2000,,,,,,8848.61,,,,,,0.21280674887200465,,,,,,,
Ghana,2010,,,,,,7942.93,,,,,,0.1934319760519994,,,,,,,
Ghana,2015,,,,,,7880.44,,,,,,0.19296512530323331,,,,,,,
Gibraltar,1990,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.0,,,,,
Gibraltar,2000,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.0,,,,,
Gibraltar,2010,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.0,,,,,
Gibraltar,2015,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.0,,,,,
Greece,1990,,,,,,3298.55,,,,,,0.07786148566451444,,,,,,,
Greece,2000,,,,,,3600.23,,,,,,0.08658458690025408,,,,,,,
Greece,2010,,,,,,3901.8,,,,,,0.09501945556107019,,,,,,,
Greece,2015,,,,,,3901.8,,,,,,0.09554178775654097,,,,,,,
Greenland,1990,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,5.1930475045681215e-06,0.0,-0.0,,,,,
Greenland,2000,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,5.290942278147756e-06,0.0,-0.0,,,,,
Greenland,2010,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,5.357599114110268e-06,0.0,-0.0,,,,,
Greenland,2015,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,5.387050414280335e-06,0.0,-0.0,,,,,
Grenada,1990,,,,,,17.7,,,,,,0.0004178042765038897,,,,,,,
Grenada,2000,,,,,,17.7,,,,,,0.00042568035601461493,,,,,,,
Grenada,2010,,,,,,17.7,,,,,,0.000431043201453417,,,,,,,
Grenada,2015,,,,,,17.7,,,,,,0.0004334126924216452,,,,,,,
Guadeloupe,1990,0.0,-0.12300123001230011,0.25,0.3416700833675004,0.2186688533552002,73.17,0.16,0.16,-0.09,0.0,0.0018101316689776012,0.0017271603904965881,0.0022123985580692397,0.0013643847079761937,,,,,
Guadeloupe,2000,0.0,-0.09685900096859,0.18,0.24906600249066002,0.15220700152207003,72.27,0.11,0.11,-0.06999999999999999,0.0,0.0014034507735742694,0.001738074538371538,0.0011611251091193711,0.0020522984276462185,,,,,
Guadeloupe,2010,0.0,0.18169112508735152,0.26,0.36338225017470305,0.5450733752620546,71.55,0.39,0.39,0.13,0.0,0.003189808317057132,0.0017424373482481346,0.005618001806403659,-0.010752777111473212,,,,,
Guadeloupe,2015,0.0,-0.08307947936859596,0.25,0.34616449736914984,0.2630850180005539,72.22,0.19,0.19,-0.06,0.0,0.003326936742955544,0.001768421731451481,0.004050369542926456,0.002124992031279883,,,,,
Guam,1990,,,,,,24.0,,,,,,0.0005665142732256132,,,,,,,
Guam,2000,,,,,,24.0,,,,,,0.0005771937030706643,,,,,,,
Guam,2010,,,,,,24.0,,,,,,0.0005844653579029383,,,,,,,
Guam,2015,,,,,,25.0,,,,,,0.0006121648198045836,,,,,,,
Guatemala,1990,,-1.1963523801556095,57.2,1.1963523801556095,0.0,4781.2,0.0,,-57.2,,0.4141581258620752,0.11285908513109591,0.0,0.8671422810693142,,,,,
Guatemala,2000,,-1.1560391523329847,48.66,1.1560391523329847,0.0,4209.2,0.0,,-48.66,,0.37939952578957753,0.10123015562354333,0.0,1.4266405927037855,,,,,
Guatemala,2010,,-0.7349701821307688,27.36,0.7349701821307688,0.0,3722.6,0.0,,-27.36,,0.3356659829026274,0.09065544755539491,0.0,2.26304601361467,,,,,
Guatemala,2015,,-0.3234982430698868,11.6,0.3234982430698868,0.0,3585.8,0.0,,-11.6,,0.15436986487313725,0.08780402443421104,0.0,0.41083179271411063,,,,,
Guernsey,1990,,,,,,0.23,,,,,,5.429095118412127e-06,,,,,,,
Guernsey,2000,,,,,,0.23,,,,,,5.5314396544272e-06,,,,,,,
Guernsey,2010,,,,,,0.42,,,,,,1.022814376330142e-05,,,,,,,
Guernsey,2015,,,,,,0.42,,,,,,1.0284368972717004e-05,,,,,,,
Guinea,1990,12.0,-0.4769103903243541,46.7,0.6418361737218252,0.16492578339747113,7276.0,12.0,0.0,-34.7,0.5276998443285459,0.3381325957650159,0.1717482438328984,0.165929891855193,0.5260461040752659,,,,,
Guinea,2000,,,,,,6929.0,,,,,,0.16664063202402637,,,,,,,
Guinea,2010,,,,,,6569.0,,,,,,0.15997303900268342,,,,,,,
Guinea,2015,,,,,,6389.0,,,,,,0.1564448413492594,,,,,,,
Guinea-Bissau,1990,,,,,,2233.33,,,,,,0.05271722174262328,,,,,,,
Guinea-Bissau,2000,,,,,,2148.88,,,,,,0.05168000019393705,,,,,,,
Guinea-Bissau,2010,,,,,,2064.43,,,,,,0.050274492450648446,,,,,,,
Guinea-Bissau,2015,,,,,,2022.21,,,,,,0.04951703281028108,,,,,,,
Guyana,1990,0.0,-0.02037398902814997,3.79,0.02037398902814997,0.0,18602.15,0.0,0.0,-3.79,0.0,0.02744159610170043,0.4390993119868267,0.0,0.057455756035886374,,,,,
Guyana,2000,0.0,-0.023916975773827287,4.44,0.023916975773827287,0.0,18564.22,0.0,0.0,-4.44,0.0,0.03461845241483199,0.44646462026743705,0.0,0.13017435741070305,,,,,
Guyana,2010,0.0,-0.06312159789976247,11.69,0.06312159789976247,0.0,18519.81,0.0,0.0,-11.69,0.0,0.14341868933229948,0.45100780749768404,0.0,0.9669228033317067,,,,,
Guyana,2015,0.0,-0.04983381506021224,9.2,0.04983381506021224,0.0,18461.36,0.0,0.0,-9.2,0.0,0.12243127214076402,0.4520558047099019,0.0,0.3258321114629153,,,,,
Haiti,1990,,,,,,382.92,,,,,,0.009038735229314658,,,,,,,
Haiti,2000,,,,,,380.65,,,,,,0.009154532628077014,,,,,,,
Haiti,2010,,,,,,378.38,,,,,,0.009214583421804742,,,,,,,
Haiti,2015,,,,,,362.85,,,,,,0.008884960194643727,,,,,,,
Honduras,1990,,-0.29980909530637767,23.3,0.33343923248871604,0.033630137182338316,6987.78,2.35,,-20.95,,0.16870427154871243,0.1649448795066865,0.03249460382164196,0.31759844035668067,,,,,
Honduras,2000,,-0.2991913865927441,22.81,0.33651654478207566,0.03732515818933149,6778.27,2.53,,-20.279999999999998,,0.17784840080682826,0.16301561507136633,0.026705877509745533,0.5945801730380759,,,,,
Honduras,2010,,-0.3395954965956806,24.4,0.37107613600244543,0.031480639406764835,6575.47,2.07,,-22.33,,0.29935124206228464,0.16013060112208474,0.029818624972450185,1.8469962530707449,,,,,
Honduras,2015,,-0.3234924185815531,23.19,0.3587656234771026,0.03527320489554954,6463.83,2.28,,-20.91,,0.30860665227655626,0.15827717308789846,0.04860443451511747,0.7405597229010391,,,,,
Hungary,1990,6.21,0.5915430839627323,0.83,0.045757759523678256,0.6373008434864105,1813.9,11.56,5.35,10.73,0.2730846694400225,0.006009637141005636,0.042816676675164166,0.15984579582050257,-0.16266497685093953,,,,,
Hungary,2000,10.02,0.6516862120478666,1.43,0.07443380856457263,0.7261200206124393,1921.17,13.95,3.93,12.52,0.3616884570124966,0.011149636701173363,0.046203634438677844,0.1472517752019566,-0.3670682330590094,,,,,
Hungary,2010,1.03,0.14122430230796673,1.55,0.07574313791603751,0.21696744022400424,2046.39,4.44,3.4,2.8900000000000006,0.04604916083228271,0.019016164967071363,0.04983516932329142,0.06395878979598012,-0.23904250655505838,,,,,
Hungary,2015,0.46,-0.07569802311701167,3.14,0.15236653370988248,0.0766685105928708,2060.82,1.58,1.12,-1.56,0.02998813512914458,0.041786325491521635,0.05046246015798728,0.03368202040959896,0.05524979281327695,,,,,
Iceland,1990,1.23,7.4985354422964265,0.0,0.0,7.4985354422964265,17.07,1.28,0.04,1.28,0.05408923404367596,0.0,0.0004029332768317174,0.017699188464553917,-0.0194045825134392,,,,,
