Entity,Year,"Share of workers in financial sector (GGDC, 2017)","Share of population in financial sector (GGDC, 2017)",Share of workers in financial sector
South Korea,2006,0.061005454,0.061005454,0.041082507
South Korea,2007,0.064888331,0.064888331,0.005452767
South Korea,2008,0.064790424,0.064790424,0.021166928
South Korea,2009,0.064263723,0.064263723,0.036389769
South Korea,2010,0.067635572,0.067635572,0.031923822
Spain,1960,0.008472592,0.008472592,0.021002616
Spain,1961,0.008959563,0.008959563,0.003926811
Spain,1962,0.009539589,0.009539589,0.005677312
Spain,1963,0.010689369,0.010689369,0.043188402
Spain,1964,0.012373158,0.012373158,0.036667983
Spain,1965,0.013464033,0.013464033,0.033016027
Spain,1966,0.013190195,0.013190195,0.023269085
Spain,1967,0.012524492,0.012524492,0.004407538
Spain,1968,0.012148305,0.012148305,0.034786104
Spain,1969,0.011185575,0.011185575,0.036945512
Spain,1970,0.010697322,0.010697322,0.005483866
Spain,1971,0.010892447,0.010892447,0.045377492
Spain,1972,0.01136194,0.01136194,0.025589097
Spain,1973,0.011866155,0.011866155,0.037105807
Spain,1974,0.01225315,0.01225315,0.005248932
Spain,1975,0.012657669,0.012657669,0.005612956
Spain,1976,0.012818025,0.012818025,0.047650994
Spain,1977,0.01292606,0.01292606,0.028311079
Spain,1978,0.013047345,0.013047345,0.038745306
Spain,1979,0.013187604,0.013187604,0.040886759
Spain,1980,0.013435332,0.013435332,0.030974509
Spain,1981,0.013913305,0.013913305,0.044483435
Spain,1982,0.014682841,0.014682841,0.006402021
Spain,1983,0.014654081,0.014654081,0.050009973
Spain,1984,0.015124937,0.015124937,0.043038151
Spain,1985,0.015096691,0.015096691,0.034470479
Spain,1986,0.015627207,0.015627207,0.046102599
Spain,1987,0.017466986,0.017466986,0.008011859
Spain,1988,0.019044711,0.019044711,0.043383532
Spain,1989,0.021215235,0.021215235,0.052455322
Spain,1990,0.023925948,0.023925948,0.037455108
Spain,1991,0.025733761,0.025733761,0.047737879
Spain,1992,0.026229794,0.026229794,0.050674887
Spain,1993,0.026679979,0.026679979,0.044711976
Spain,1994,0.026648616,0.026648616,0.041440493
Spain,1995,0.027769978,0.027769978,0.007680514
Spain,1996,0.028379499,0.028379499,0.056912243
Spain,1997,0.029714193,0.029714193,0.053032282
Spain,1998,0.030888827,0.030888827,0.044161462
Spain,1999,0.03234739,0.03234739,0.05664624
Spain,2000,0.034307944,0.034307944,0.060385613
Spain,2001,0.035771977,0.035771977,0.060969253
Spain,2002,0.036901823,0.036901823,0.007361913
Spain,2003,0.036690837,0.036690837,0.047496281
Spain,2004,0.037745305,0.037745305,0.066648701
Spain,2005,0.039248022,0.039248022,0.063794916
Spain,2006,0.041610621,0.041610621,0.051087226
Spain,2007,0.043788193,0.043788193,0.060754994
Spain,2008,0.045859402,0.045859402,0.007043875
Spain,2009,0.045954908,0.045954908,0.051953988
Spain,2010,0.046076326,0.046076326,0.065750373
Spain,2011,0.044728011,0.044728011,0.070448749
Sweden,1960,0.010344511,0.010344511,0.05307091
Sweden,1961,0.010840651,0.010840651,0.066436021
Sweden,1962,0.01139502,0.01139502,0.006725842
Sweden,1963,0.012363512,0.012363512,0.05281439
Sweden,1964,0.013652808,0.013652808,0.075281545
Sweden,1965,0.014266393,0.014266393,0.055133971
Sweden,1966,0.01509319,0.01509319,0.075969264
Sweden,1967,0.015524533,0.015524533,0.072520097
Sweden,1968,0.015732515,0.015732515,0.00647699
Sweden,1969,0.016064402,0.016064402,0.077090269
Sweden,1970,0.016694693,0.016694693,0.067919742
Sweden,1971,0.01735741,0.01735741,0.069939222
Sweden,1972,0.017736697,0.017736697,0.079082621
Sweden,1973,0.017792103,0.017792103,0.079017794
Sweden,1974,0.018169068,0.018169068,0.006154968
Sweden,1975,0.018267756,0.018267756,0.0735405
Sweden,1976,0.020497883,0.020497883,0.081400305
Sweden,1977,0.020679468,0.020679468,0.083293329
Sweden,1978,0.022224953,0.022224953,0.077494135
Sweden,1979,0.022513791,0.022513791,0.005917422
Sweden,1980,0.02381454,0.02381454,0.073592613
Sweden,1981,0.023817545,0.023817545,0.086498936
Sweden,1982,0.024515646,0.024515646,0.087792688
Sweden,1983,0.02568373,0.02568373,0.074474482
Sweden,1984,0.027022903,0.027022903,0.080312815
Sweden,1985,0.027384491,0.027384491,0.090366959
Sweden,1986,0.030946968,0.030946968,0.005695874
Sweden,1987,0.032384114,0.032384114,0.092999081
Sweden,1988,0.033633262,0.033633262,0.075657931
Sweden,1989,0.03534992,0.03534992,0.096330848
Sweden,1990,0.037152313,0.037152313,0.004329678
Sweden,1991,0.037570696,0.037570696,0.085375982
Sweden,1992,0.036636055,0.036636055,0.098016114
Sweden,1993,0.033751274,0.033751274,0.079696493
Sweden,1994,0.03414967,0.03414967,0.099632705
Sweden,1995,0.035992092,0.035992092,0.0053656
Sweden,1996,0.03812918,0.03812918,0.100666455
Sweden,1997,0.038265615,0.038265615,0.101155204
Sweden,1998,0.042413411,0.042413411,0.08155231
Sweden,1999,0.04612845,0.04612845,0.001982322
Sweden,2000,0.052298726,0.052298726,0.08298021
Sweden,2001,0.055890539,0.055890539,0.103020288
Sweden,2002,0.055171128,0.055171128,0.10625021
Sweden,2003,0.054720637,0.054720637,0.006294989
Sweden,2004,0.054372415,0.054372415,0.10662648
Sweden,2005,0.054709127,0.054709127,0.107707175
Sweden,2006,0.056417567,0.056417567,0.111078534
Sweden,2007,0.060143689,0.060143689,0.111519616
Sweden,2008,0.060186534,0.060186534,0.08406979
Sweden,2009,0.056621367,0.056621367,0.111450653
Sweden,2010,0.058828764,0.058828764,0.002072049
Sweden,2011,0.061804316,0.061804316,0.112476515
Tanzania,1960,0.000402302,0.000402302,0.113815319
Tanzania,1961,0.0004949,0.0004949,0.115524256
Tanzania,1962,0.000493612,0.000493612,0.007364887
Tanzania,1963,0.000499873,0.000499873,0.116305279
Tanzania,1964,0.000533567,0.000533567,0.117844023
Tanzania,1965,0.000534046,0.000534046,0.121580467
Tanzania,1966,0.000497313,0.000497313,0.122057859
Tanzania,1967,0.00052976,0.00052976,0.126441639
Tanzania,1968,0.000548925,0.000548925,0.087906458
Tanzania,1969,0.00056853,0.00056853,0.131076451
Tanzania,1970,0.000588512,0.000588512,0.13454512
Tanzania,1971,0.000668277,0.000668277,0.002031483
Tanzania,1972,0.000725591,0.000725591,0.147586273
Tanzania,1973,0.000719992,0.000719992,0.134816909
Tanzania,1974,0.000791684,0.000791684,0.137478873
Tanzania,1975,0.000969467,0.000969467,0.143250917
Tanzania,1976,0.0009117,0.0009117,0.148001673
Tanzania,1977,0.000735691,0.000735691,0.147103307
Tanzania,1978,0.000842766,0.000842766,0.148651917
Tanzania,1979,0.000879564,0.000879564,0.144207034
Tanzania,1980,0.000920624,0.000920624,0.14686658
Tanzania,1981,0.000924018,0.000924018,0.144702918
Tanzania,1982,0.000972764,0.000972764,0.009875704
Tanzania,1983,0.000999353,0.000999353,0.095233454
Tanzania,1984,0.001043349,0.001043349,0.002437378
Tanzania,1985,0.001049978,0.001049978,0.010312273
Tanzania,1986,0.001128074,0.001128074,0.096015801
Tanzania,1987,0.001117693,0.001117693,0.003052904
Tanzania,1988,0.001136694,0.001136694,0.011309674
Tanzania,1989,0.001100542,0.001100542,0.097377171
Tanzania,1990,0.001050858,0.001050858,0.004179098
Tanzania,1991,0.001006681,0.001006681,0.087339651
Tanzania,1992,0.000965293,0.000965293,0.012971348
Tanzania,1993,0.000955656,0.000955656,0.004427515
Tanzania,1994,0.000914393,0.000914393,0.089003843
Tanzania,1995,0.000844517,0.000844517,0.015078638
Tanzania,1996,0.000778751,0.000778751,0.086730559
Tanzania,1997,0.000816331,0.000816331,0.004999881
Tanzania,1998,0.000827039,0.000827039,0.017531541
Tanzania,1999,0.000809241,0.000809241,0.091527642
Tanzania,2000,0.000797302,0.000797302,0.005902884
Tanzania,2001,0.000782741,0.000782741,0.086911431
Tanzania,2002,0.000786522,0.000786522,0.020435183
Tanzania,2003,0.001074113,0.001074113,0.005723012
Tanzania,2004,0.001461228,0.001461228,0.086859663
Tanzania,2005,0.002006686,0.002006686,0.023737698
Tanzania,2006,0.002748364,0.002748364,0.005851698
Tanzania,2007,0.002762388,0.002762388,0.086435455
Tanzania,2008,0.002743335,0.002743335,0.084965381
Tanzania,2009,0.002760769,0.002760769,0.006698017
Tanzania,2010,0.002777088,0.002777088,0.027541931
Tanzania,2011,0.002786498,0.002786498,0.08565029
Thailand,1960,0.002572605,0.002572605,0.007366125
Thailand,1961,0.002651612,0.002651612,0.086765915
Thailand,1962,0.002734966,0.002734966,0.033102823
Thailand,1963,0.002816456,0.002816456,0.088445316
Thailand,1964,0.002889245,0.002889245,0.006972568
Thailand,1965,0.002967288,0.002967288,0.088392449
Thailand,1966,0.003037252,0.003037252,0.007384069
Thailand,1967,0.003106098,0.003106098,0.088609243
Thailand,1968,0.003176222,0.003176222,0.006768792
Thailand,1969,0.003246165,0.003246165,0.087958971
Thailand,1970,0.00331706,0.00331706,0.005881008
Thailand,1971,0.003445568,0.003445568,0.089607489
Thailand,1972,0.003541581,0.003541581,0.090725013
Thailand,1973,0.003632868,0.003632868,0.006098941
Thailand,1974,0.003724135,0.003724135,0.091432055
Thailand,1975,0.003805412,0.003805412,0.082805714
Thailand,1976,0.003875018,0.003875018,0.007114351
Thailand,1977,0.003931914,0.003931914,0.092023466
Thailand,1978,0.003926369,0.003926369,0.08458361
Thailand,1979,0.004239019,0.004239019,0.007331982
Thailand,1980,0.004454896,0.004454896,0.093461064
Thailand,1981,0.003777234,0.003777234,0.08468653
Thailand,1982,0.004717407,0.004717407,0.093316839
Thailand,1983,0.005016725,0.005016725,0.007963295
Thailand,1984,0.004673497,0.004673497,0.096268821
Thailand,1985,0.004710843,0.004710843,0.08589979
Thailand,1986,0.004975494,0.004975494,0.00789901
Thailand,1987,0.005380738,0.005380738,0.099625017
Thailand,1988,0.005271562,0.005271562,0.086221025
Thailand,1989,0.00539268,0.00539268,0.10171856
Thailand,1990,0.005871323,0.005871323,0.008480261
Thailand,1991,0.007100303,0.007100303,0.086415102
Thailand,1992,0.008004564,0.008004564,0.104176484
Thailand,1993,0.009625136,0.009625136,0.084756179
Thailand,1994,0.009803322,0.009803322,0.110536622
Thailand,1995,0.009454868,0.009454868,0.009122208
Thailand,1996,0.010543616,0.010543616,0.117102291
Thailand,1997,0.013571137,0.013571137,0.085752394
Thailand,1998,0.01164475,0.01164475,0.009899458
Thailand,1999,0.012218744,0.012218744,0.087612011
Thailand,2000,0.012273924,0.012273924,0.088963375
Thailand,2001,0.012563082,0.012563082,0.009829963
Thailand,2002,0.011891094,0.011891094,0.091953156
Thailand,2003,0.013115958,0.013115958,0.009751444
Thailand,2004,0.014416428,0.014416428,0.094409639
Thailand,2005,0.01515312,0.01515312,0.010528404
Thailand,2006,0.015328717,0.015328717,0.095585427
Thailand,2007,0.016127957,0.016127957,0.015516709
Thailand,2008,0.016728339,0.016728339,0.09754061
Thailand,2009,0.016736419,0.016736419,0.098918038
Thailand,2010,0.016839727,0.016839727,0.019124355
Thailand,2011,0.016967152,0.016967152,0.10235663
United States of America,1960,0.032480896,0.032480896,0.016212239
United States of America,1961,0.032596171,0.032596171,0.102539251
United States of America,1962,0.032781398,0.032781398,0.103807036
United States of America,1963,0.033114147,0.033114147,0.020504538
United States of America,1964,0.033489592,0.033489592,0.107054155
United States of America,1965,0.034176319,0.034176319,0.017013892
United States of America,1966,0.034740328,0.034740328,0.110510085
United States of America,1967,0.035635713,0.035635713,0.015142098
United States of America,1968,0.036983817,0.036983817,0.114439828
United States of America,1969,0.038200031,0.038200031,0.119664073
United States of America,1970,0.038980021,0.038980021,0.01707741
United States of America,1971,0.039415065,0.039415065,0.124315735
United States of America,1972,0.040295535,0.040295535,0.016598321
United States of America,1973,0.042392991,0.042392991,0.129094687
United States of America,1974,0.043330794,0.043330794,0.132922422
United States of America,1975,0.043617008,0.043617008,0.016922207
United States of America,1976,0.044242905,0.044242905,0.137932865
United States of America,1977,0.045782724,0.045782724,0.016840569
United States of America,1978,0.048967778,0.048967778,0.142741379
United States of America,1979,0.051708769,0.051708769,0.147443284
United States of America,1980,0.053341243,0.053341243,0.018565141
United States of America,1981,0.055742209,0.055742209,0.150531891
United States of America,1982,0.056677699,0.056677699,0.025095914
United States of America,1983,0.05890705,0.05890705,0.152603432
United States of America,1984,0.062802135,0.062802135,0.028725786
United States of America,1985,0.066092281,0.066092281,0.15451205
United States of America,1986,0.068925974,0.068925974,0.154934089
United States of America,1987,0.072554451,0.072554451,0.155883109
United States of America,1988,0.075515761,0.075515761,0.159440453
United States of America,1989,0.077570153,0.077570153,0.162080295
United States of America,1990,0.078616092,0.078616092,0.164110766
United States of America,1991,0.077022723,0.077022723,0.16741057
United States of America,1992,0.076479564,0.076479564,0.171561332
United States of America,1993,0.078695652,0.078695652,0.176218771
United States of America,1994,0.080796363,0.080796363,0.179623352
United States of America,1995,0.082573284,0.082573284,0.182358453
United States of America,1996,0.084529261,0.084529261,0.180264155
United States of America,1997,0.087177116,0.087177116,0.176891534
United States of America,1998,0.090639345,0.090639345,0.177423584
United States of America,1999,0.093039549,0.093039549,0.179882388
United States of America,2000,0.095467659,0.095467659,0.181848922
United States of America,2001,0.092873247,0.092873247,0.183514465
United States of America,2002,0.089421439,0.089421439,0.18413326
United States of America,2003,0.088794397,0.088794397,0.181940184
United States of America,2004,0.090225234,0.090225234,0.178764077
United States of America,2005,0.091629066,0.091629066,0.180442134
United States of America,2006,0.093066912,0.093066912,0.002315607
United States of America,2007,0.093259548,0.093259548,0.002499619
United States of America,2008,0.090788093,0.090788093,0.002664593
United States of America,2009,0.084696367,0.084696367,0.002826204
United States of America,2010,0.084379215,0.084379215,0.002997903
Venezuela,1960,0.010287606,0.010287606,0.0032319
Venezuela,1961,0.0095612,0.0095612,0.003433883
Venezuela,1962,0.00971123,0.00971123,0.003683347
Venezuela,1963,0.009928376,0.009928376,0.00401092
Venezuela,1964,0.010469999,0.010469999,0.004308608
Venezuela,1965,0.010965338,0.010965338,0.004673002
Venezuela,1966,0.010977805,0.010977805,0.004635695
Venezuela,1967,0.010916345,0.010916345,0.00454698
Venezuela,1968,0.010689051,0.010689051,0.004397459
Venezuela,1969,0.011195032,0.011195032,0.004132789
Venezuela,1970,0.011207597,0.011207597,0.004149404
Venezuela,1971,0.010602998,0.010602998,0.004200829
Venezuela,1972,0.011199027,0.011199027,0.004138083
Venezuela,1973,0.01161273,0.01161273,0.008935825
Venezuela,1974,0.012022554,0.012022554,0.004129735
Venezuela,1975,0.012951776,0.012951776,0.007115852
Venezuela,1976,0.013230894,0.013230894,0.013776009
Venezuela,1977,0.013523525,0.013523525,0.003967728
Venezuela,1978,0.013054369,0.013054369,0.007084811
Venezuela,1979,0.013160267,0.013160267,0.003812812
Venezuela,1980,0.013224517,0.013224517,0.007104306
Venezuela,1981,0.013970116,0.013970116,0.003773872
Venezuela,1982,0.013772489,0.013772489,0.007157569
Venezuela,1983,0.014035535,0.014035535,0.003834181
Venezuela,1984,0.01530564,0.01530564,0.0069859
Venezuela,1985,0.015517806,0.015517806,0.003853399
Venezuela,1986,0.016455027,0.016455027,0.006943039
Venezuela,1987,0.017687619,0.017687619,0.003884822
Venezuela,1988,0.018837265,0.018837265,0.00697498
Venezuela,1989,0.019332463,0.019332463,0.003945396
Venezuela,1990,0.019283592,0.019283592,0.006633164
Venezuela,1991,0.019313714,0.019313714,0.004025187
Venezuela,1992,0.020602621,0.020602621,0.00402903
Venezuela,1993,0.023517706,0.023517706,0.006452628
Venezuela,1994,0.021016151,0.021016151,0.004145115
Venezuela,1995,0.022230376,0.022230376,0.006498736
Venezuela,1996,0.023383635,0.023383635,0.004302486
Venezuela,1997,0.020609826,0.020609826,0.006580136
Venezuela,1998,0.020156385,0.020156385,0.004339563
Venezuela,1999,0.021521284,0.021521284,0.006452499
Venezuela,2000,0.020419408,0.020419408,0.004609285
Venezuela,2001,0.021248111,0.021248111,0.006589277
Venezuela,2002,0.020491133,0.020491133,0.005652596
Venezuela,2003,0.019706697,0.019706697,0.006678327
Venezuela,2004,0.02088551,0.02088551,0.007168791
Venezuela,2005,0.022096094,0.022096094,0.006969422
Venezuela,2006,0.023500525,0.023500525,0.009070012
Venezuela,2007,0.024860893,0.024860893,0.007647927
Venezuela,2008,0.025650042,0.025650042,0.008719828
Venezuela,2009,0.025831055,0.025831055,0.011618903
Venezuela,2010,0.027437925,0.027437925,0.009164405
Venezuela,2011,0.028284524,0.028284524,0.011502543
Zambia,1965,0.002898008,0.002898008,0.009571227
Zambia,1966,0.003369779,0.003369779,0.009759132
Zambia,1967,0.003796103,0.003796103,0.011777572
Zambia,1968,0.003835172,0.003835172,0.0096894
Zambia,1969,0.004281101,0.004281101,0.011955497
Zambia,1970,0.004224648,0.004224648,0.009569337
Zambia,1971,0.00423984,0.00423984,0.012420273
Zambia,1972,0.004941156,0.004941156,0.009548403
Zambia,1973,0.004725556,0.004725556,0.009515803
Zambia,1974,0.004686837,0.004686837,0.012810019
Zambia,1975,0.00480103,0.00480103,0.00968377
Zambia,1976,0.004471701,0.004471701,0.01322642
Zambia,1977,0.00396245,0.00396245,0.009898905
Zambia,1978,0.004187804,0.004187804,0.014134654
Zambia,1979,0.003689497,0.003689497,0.010057498
Zambia,1980,0.003758895,0.003758895,0.015796815
Zambia,1981,0.00392818,0.00392818,0.009894635
Zambia,1982,0.004353063,0.004353063,0.016990017
Zambia,1983,0.004186308,0.004186308,0.009539254
Zambia,1984,0.004303138,0.004303138,0.016795939
Zambia,1985,0.004331198,0.004331198,0.010345664
Zambia,1986,0.004542883,0.004542883,0.017326999
Zambia,1987,0.0045556,0.0045556,0.011176417
Zambia,1988,0.004458766,0.004458766,0.010511094
Zambia,1989,0.00455532,0.00455532,0.019156034
Zambia,1990,0.004658879,0.004658879,0.010523928
Zambia,1991,0.00462955,0.00462955,0.020222958
Zambia,1992,0.003832615,0.003832615,0.010948329
Zambia,1993,0.003678617,0.003678617,0.021302253
Zambia,1994,0.003221194,0.003221194,0.011350346
Zambia,1995,0.003381581,0.003381581,0.011303217
Zambia,1996,0.003101922,0.003101922,0.022281564
Zambia,1997,0.002971923,0.002971923,0.01108057
Zambia,1998,0.002860836,0.002860836,0.011455377
Zambia,1999,0.002812515,0.002812515,0.011124804
Zambia,2000,0.002768055,0.002768055,0.011154583
Zambia,2001,0.002729946,0.002729946,0.011152349
Zambia,2002,0.002753875,0.002753875,0.011337247
Zambia,2003,0.002774325,0.002774325,0.011736242
Zambia,2004,0.002796768,0.002796768,0.012043072
Zambia,2005,0.002807208,0.002807208,0.012349902
Zambia,2006,0.00282718,0.00282718,0.012426609
Zambia,2007,0.002847569,0.002847569,0.012733439
Zambia,2008,0.002916615,0.002916615,0.013078622
Zambia,2009,0.002940787,0.002940787,0.014237072
Zambia,2010,0.002972041,0.002972041,0.014122224
