Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines,‘cost of basic needs’ approach - number below poverty line,$1.90 - number below poverty line,$5 - number below poverty line,$10 - number below poverty line,$30 - number below poverty line,‘cost of basic needs’ approach - number above poverty line,$1.90 - number above poverty line,$5 - number above poverty line,$10 - number above poverty line,$30 - number above poverty line,$1.90-$5 - number between poverty lines,$5-$10 - number between poverty lines,$10-$30 - number between poverty lines
South and South-East Asia,1925,56.7491408223878,55.879547828771706,95.3778697750303,99.6308666109516,99.9941322724127,43.2508591776122,44.120452171228294,4.622130224969695,0.3691333890484003,0.005867727587300919,39.4983219462586,4.252996835921294,0.3632656614610994,282145378.0,277821936.0,474199692.0,495344742.0,497150826.0,215034621.0,219358064.0,22980307.0,1835257.0,29173.0,196377757.0,21145050.0,1806084.0
South and South-East Asia,1926,55.3886895313609,54.6269256962815,95.0300849527152,99.5850430539834,99.9923957606653,44.6113104686391,45.3730743037185,4.9699150472848,0.41495694601660205,0.007604239334696672,40.403159256433696,4.554958101268198,0.4073527066819054,278307117.0,274479543.0,477490065.0,500376999.0,502423791.0,224154883.0,227982456.0,24971935.0,2085001.0,38208.0,203010522.0,22886934.0,2046793.0
South and South-East Asia,1927,55.719392871373195,55.057935234682596,95.1411894072472,99.5967644146848,99.9930091454276,44.280607128626805,44.942064765317404,4.858810592752803,0.4032355853152012,0.006990854572393346,40.0832541725646,4.455575007437602,0.39624473074280786,282908531.0,279550059.0,483067972.0,505690620.0,507702505.0,224829469.0,228187941.0,24670028.0,2047380.0,35495.0,203517913.0,22622647.0,2011885.0
South and South-East Asia,1928,55.5774862523883,54.963124988799805,95.0596396120003,99.5647825258755,99.9908461919086,44.4225137476117,45.036875011200195,4.940360387999704,0.4352174741244994,0.009153808091397764,40.09651462320049,4.505142913875204,0.42606366603310164,285270900.0,282117476.0,487926871.0,511051093.0,513238014.0,228014099.0,231167524.0,25358129.0,2233906.0,46985.0,205809395.0,23124223.0,2186921.0
South and South-East Asia,1929,53.873516205813,53.29224664811581,94.5435857897905,99.4779065691068,99.9850062759092,46.126483794187,46.70775335188419,5.456414210209502,0.522093430893193,0.014993724090800242,41.25133914167469,4.934320779316309,0.5070997068023928,279536746.0,276520678.0,490563976.0,516166983.0,518798201.0,239339254.0,242355322.0,28312024.0,2709018.0,77799.0,214043299.0,25603006.0,2631219.0
South and South-East Asia,1930,54.1652472043029,53.579914312209596,94.5541526703474,99.4817559981144,99.9859013932488,45.8347527956971,46.420085687790404,5.445847329652594,0.5182440018856056,0.014098606751204557,40.97423835813781,4.927603327766988,0.504145395134401,284070181.0,281000397.0,495890200.0,521733065.0,524377060.0,240380820.0,243450604.0,28560801.0,2717936.0,73940.0,214889803.0,25842865.0,2643996.0
South and South-East Asia,1931,55.6017339089955,54.8522811576619,94.8137131427829,99.5090253635212,99.98758518048611,44.3982660910045,45.1477188423381,5.186286857217098,0.49097463647879636,0.012414819513892894,39.961431985121,4.695312220738302,0.47855981696490346,295569921.0,291585950.0,504014529.0,528974057.0,531518004.0,236014079.0,239998050.0,27569471.0,2609943.0,65995.0,212428578.0,24959529.0,2543947.0
South and South-East Asia,1932,56.0221718500703,55.1644164700296,94.8399202102382,99.5267400043798,99.9900383049241,43.9778281499297,44.8355835299704,5.160079789761795,0.4732599956201966,0.009961695075901389,39.675503740208605,4.6868197941415985,0.4632983005442952,302219449.0,297592168.0,511627227.0,536910932.0,539410260.0,237244551.0,241871832.0,27836773.0,2553067.0,53740.0,214035059.0,25283706.0,2499328.0
South and South-East Asia,1933,56.8786904299022,55.992407441578194,94.9628746234083,99.5250444894334,99.9892720923786,43.1213095700978,44.007592558421806,5.037125376591703,0.4749555105666019,0.0107279076214013,38.9704671818301,4.562169866025101,0.4642276029452006,311334044.0,306482841.0,519793539.0,544765260.0,547306279.0,236030956.0,240882159.0,27571461.0,2599740.0,58721.0,213310698.0,24971721.0,2541019.0
South and South-East Asia,1934,57.1949861124149,56.3006987858931,94.942568849465,99.50312870598779,99.98729975113329,42.8050138875851,43.6993012141069,5.057431150534995,0.49687129401220886,0.012700248866707398,38.64187006357191,4.5605598565227865,0.48417104514550147,317669532.0,312702526.0,527325269.0,552655302.0,555344461.0,237745468.0,242712474.0,28089731.0,2759698.0,70539.0,214622743.0,25330034.0,2689159.0
South and South-East Asia,1935,58.6169697266059,57.725707276772695,95.2911755494964,99.5642308408171,99.9909382360323,41.3830302733941,42.274292723227305,4.708824450503599,0.4357691591828967,0.009061763967693537,37.565468272723706,4.273055291320702,0.4267073952152032,330387516.0,325364022.0,537097276.0,561181840.0,563586925.0,233250484.0,238273978.0,26540724.0,2456161.0,51076.0,211733254.0,24084563.0,2405085.0
South and South-East Asia,1936,57.288488984601805,56.4733189501519,94.8585799578577,99.4959120415169,99.9881431838184,42.711511015398195,43.5266810498481,5.1414200421423,0.5040879584830975,0.011856816181605723,38.3852610077058,4.637332083659203,0.4922311423014918,327711354.0,323048280.0,542626175.0,569153431.0,571969175.0,244325646.0,248988721.0,29410825.0,2883570.0,67825.0,219577896.0,26527255.0,2815744.0
South and South-East Asia,1937,58.6625780659514,58.012240178991604,95.1890200864339,99.5324263739058,99.9903735153992,41.3374219340486,41.987759821008396,4.810979913566101,0.4675736260941932,0.009626484600801177,37.176779907442295,4.3434062874719075,0.457947141493392,340607247.0,336831249.0,552687440.0,577906169.0,580565106.0,240013752.0,243789751.0,27933560.0,2714831.0,55893.0,215856191.0,25218729.0,2658937.0
South and South-East Asia,1938,59.4691908742325,58.7614968047477,95.26990350728221,99.524947257858,99.9893518690251,40.5308091257675,41.2385031952523,4.7300964927177915,0.47505274214199744,0.010648130974900027,36.50840670253451,4.255043750575794,0.4644046111670974,350393662.0,346223914.0,561332177.0,586402980.0,589139261.0,238808338.0,242978086.0,27869823.0,2799020.0,62739.0,215108262.0,25070803.0,2736281.0
South and South-East Asia,1939,59.2140449477088,58.4697905134466,95.03607239036201,99.45457276799759,99.9838622697848,40.7859550522912,41.5302094865534,4.963927609637992,0.5454272320024103,0.016137730215206147,36.56628187691541,4.418500377635581,0.5292895017872041,354026563.0,349576844.0,568197868.0,594615021.0,597779516.0,243849436.0,248299155.0,29678132.0,3260979.0,96484.0,218621023.0,26417153.0,3164495.0
South and South-East Asia,1940,58.3617423393779,57.782377888189494,94.8904043745341,99.4897534298785,99.9896964859747,41.6382576606221,42.217622111810506,5.1095956254659,0.5102465701214953,0.010303514025295613,37.108026486344606,4.599349055344405,0.4999430560961997,354067268.0,350552397.0,575678259.0,603581452.0,606614492.0,252609733.0,256124604.0,30998741.0,3095549.0,62509.0,225125862.0,27903193.0,3033040.0
South and South-East Asia,1941,58.332086863801,57.7926510868923,94.8505096274299,99.49923604481211,99.9907547968699,41.667913136199,42.2073489131077,5.149490372570099,0.5007639551878924,0.00924520313010646,37.0578585405376,4.648726417382207,0.49151875205778595,358584838.0,355268764.0,583074539.0,611651654.0,614673168.0,256145163.0,259461236.0,31655462.0,3078346.0,56833.0,227805774.0,28577116.0,3021513.0
South and South-East Asia,1942,59.527124793305894,58.860359682237195,94.9411431631789,99.44687120933689,99.98310596754891,40.472875206694106,41.139640317762805,5.058856836821107,0.5531287906631093,0.016894032451091334,36.0807834809417,4.505728046157998,0.5362347582120179,370296814.0,366149108.0,590594673.0,618623186.0,621958909.0,251767187.0,255914892.0,31469327.0,3440815.0,105092.0,224445565.0,28028512.0,3335723.0
South and South-East Asia,1943,58.7941692225291,58.0406055750195,94.7024041366688,99.4539074138419,99.9857980571356,41.2058307774709,41.9593944249805,5.297595863331196,0.5460925861580961,0.01420194286440335,36.661798561649306,4.7515032771731,0.5318906432936927,370189843.0,365445127.0,596281376.0,626198599.0,629547579.0,259447157.0,264191872.0,33355624.0,3438401.0,89421.0,230836248.0,29917223.0,3348980.0
South and South-East Asia,1944,60.3383587646229,59.4566944394921,95.0498199587398,99.5129751483572,99.9886247247429,39.6616412353771,40.5433055605079,4.950180041260197,0.4870248516428006,0.011375275257094586,35.59312551924771,4.463155189617396,0.47564957638570604,384060291.0,378448401.0,605002560.0,633411034.0,636438596.0,252450709.0,258062600.0,31508441.0,3099967.0,72405.0,226554159.0,28408474.0,3027562.0
South and South-East Asia,1945,62.1111937463518,61.1067811889397,95.44497017043409,99.5751810127141,99.99138099785691,37.8888062536482,38.8932188110603,4.55502982956591,0.42481898728590295,0.008619002143092303,34.33818898149439,4.1302108422800075,0.41619998514281065,399641433.0,393178751.0,614120617.0,640695592.0,643373543.0,243787567.0,250250249.0,29308383.0,2733409.0,55457.0,220941866.0,26574974.0,2677951.0
South and South-East Asia,1946,65.5859601930505,64.4564177559216,96.1906406882198,99.6658607134256,99.9942123694706,34.4140398069495,35.543582244078394,3.8093593117801987,0.3341392865743984,0.005787630529397347,31.734222932298195,3.4752200252058003,0.32835165604500105,427074129.0,419718921.0,626361709.0,648991195.0,651129312.0,224092870.0,231448078.0,24805291.0,2175805.0,37687.0,206642787.0,22629486.0,2138118.0
South and South-East Asia,1947,66.62398041509971,65.37320163232751,96.1508953043425,99.6528671003143,99.9952629604687,33.37601958490029,34.62679836767249,3.849104695657502,0.34713289968570393,0.004737039531306664,30.77769367201499,3.501971795971798,0.34239586015439727,389908184.0,382588164.0,562710615.0,583205449.0,585209277.0,195328816.0,202648836.0,22526385.0,2031550.0,27723.0,180122451.0,20494835.0,2003827.0
South and South-East Asia,1948,66.70452482598,65.3533305982893,96.0170161147052,99.6120490901556,99.9933535951145,33.29547517402,34.646669401710696,3.9829838852948,0.38795090984440606,0.006646404885501056,30.663685516415896,3.595032975450394,0.381304504958905,395402411.0,387392978.0,569157186.0,590467356.0,592727603.0,197364589.0,205374023.0,23609814.0,2299645.0,39398.0,181764209.0,21310169.0,2260247.0
South and South-East Asia,1949,66.3633643340903,64.8986529401062,95.73622212295571,99.52383376103509,99.9867456360313,33.636635665909694,35.1013470598938,4.263777877044291,0.4761662389649075,0.013254363968698613,30.837569182849506,3.787611638079383,0.4629118749962089,399252618.0,390440680.0,575964430.0,598751308.0,601536260.0,202363382.0,211175320.0,25651570.0,2864692.0,79740.0,185523750.0,22786878.0,2784952.0
South and South-East Asia,1950,66.8197251596638,66.5518977478213,95.9401066100913,99.52912253742629,99.98588116187071,33.180274840336196,33.4481022521787,4.059893389908694,0.47087746257371066,0.014118838129292044,29.388208862270005,3.5890159273349838,0.4567586244444186,437198260.0,435445878.0,627731521.0,651214280.0,654202830.0,217096948.0,218849330.0,26563688.0,3080929.0,92379.0,192285642.0,23482759.0,2988550.0
South and South-East Asia,1951,66.4193749093739,66.2893563652884,95.64333314637081,99.4893082967848,99.9872823005155,33.5806250906261,33.7106436347116,4.356666853629193,0.5106917032152012,0.012717699484497302,29.35397678108241,3.8459751504139916,0.4979740037307039,442164343.0,441298789.0,636712881.0,662316149.0,665631242.0,223551562.0,224417116.0,29003024.0,3399756.0,84664.0,195414092.0,25603268.0,3315092.0
South and South-East Asia,1952,69.7593362586495,65.7932927469574,95.4787685436081,99.4437487234731,99.9847293465269,30.240663741350502,34.206707253042595,4.521231456391902,0.5562512765268934,0.015270653473095308,29.685475796650692,3.964980179865009,0.5409806230537981,473334575.0,446423976.0,647847367.0,674750751.0,678421440.0,205190480.0,232101079.0,30677688.0,3774304.0,103615.0,201423391.0,26903384.0,3670689.0
South and South-East Asia,1953,70.708729744455,65.7785858218626,95.5952764723664,99.4553416925325,99.9844338340255,29.291270255545,34.221414178137394,4.404723527633607,0.5446583074675004,0.015566165974504997,29.816690650503787,3.8600652201661063,0.5290921414929954,489011142.0,454914994.0,661122827.0,687818469.0,691477592.0,202574103.0,236670251.0,30462418.0,3766776.0,107653.0,206207833.0,26695642.0,3659123.0
South and South-East Asia,1954,70.1765420360176,69.20887324331359,95.7843459718129,99.42054151082719,99.9821010040405,29.823457963982406,30.79112675668641,4.215654028187103,0.5794584891728078,0.01789899595949862,26.575472728499307,3.6361955390142953,0.5615594932133092,494748149.0,487926035.0,675284454.0,700919815.0,704878838.0,210256878.0,217078991.0,29720573.0,4085211.0,126189.0,187358419.0,25635361.0,3959023.0
South and South-East Asia,1955,67.6421342442332,67.51661127630389,95.00962271505719,99.2837153750898,99.9800320935584,32.357865755766795,32.48338872369611,4.990377284942809,0.7162846249102017,0.019967906441593186,27.4930114387533,4.274092660032608,0.6963167184686085,486138000.0,485235878.0,682825704.0,713543228.0,718547594.0,232553102.0,233455224.0,35865398.0,5147874.0,143508.0,197589827.0,30717524.0,5004366.0
South and South-East Asia,1956,67.1138764707946,64.6333643887329,95.5016538334667,99.3992758411515,99.97895537460771,32.886123529205406,35.3666356112671,4.498346166533295,0.6007241588484931,0.02104462539229246,30.868289444733804,3.8976220076848023,0.5796795334562006,492287022.0,474092217.0,700514219.0,729103668.0,733355675.0,241223018.0,259417823.0,32995821.0,4406372.0,154364.0,226422002.0,28589449.0,4252008.0
South and South-East Asia,1957,67.4446837999915,65.7479683326371,96.0333824270518,99.46683552222369,99.9814661091313,32.555316200008505,34.2520316673629,3.966617572948195,0.5331644777763103,0.018533890868695835,30.285414094414705,3.4334530951718847,0.5146305869076144,504893342.0,492191669.0,718909374.0,744612328.0,748464871.0,243710274.0,256411948.0,29694243.0,3991289.0,138745.0,226717705.0,25702954.0,3852543.0
South and South-East Asia,1958,67.996206277297,66.74232425233751,95.7930566718943,99.45821623803471,99.98783243842661,32.003793722702994,33.25767574766249,4.2069433281056945,0.5417837619652914,0.01216756157339205,29.050732419556795,3.665159566140403,0.5296162003918994,520236630.0,510643222.0,732909374.0,760951384.0,765003459.0,244859922.0,254453331.0,32187178.0,4145169.0,93094.0,222266152.0,28042009.0,4052075.0
South and South-East Asia,1959,66.76675182921909,67.5368241591637,95.9305912960547,99.4159516407342,99.9755646518356,33.23324817078091,32.4631758408363,4.0694087039452995,0.5840483592657932,0.024435348164402626,28.393767136891,3.4853603446795063,0.5596130111013906,521415361.0,527429246.0,749170546.0,776389489.0,780759790.0,259535257.0,253521372.0,31780072.0,4561129.0,190828.0,221741300.0,27218943.0,4370301.0
South and South-East Asia,1960,68.8802054792317,71.0486426423968,94.0526318749134,98.8094651501135,99.9486799624373,31.119794520768295,28.9513573576032,5.947368125086598,1.1905348498865038,0.051320037562703646,23.003989232516602,4.756833275200094,1.1392148123238002,548999748.0,566282964.0,749632944.0,787546598.0,796626545.0,248035836.0,230752620.0,47402640.0,9488986.0,409039.0,183349980.0,37913654.0,9079947.0
South and South-East Asia,1961,63.7930705721411,67.62204764029049,95.8057348300398,99.277794438973,99.95879504588811,36.2069294278589,32.37795235970951,4.194265169960204,0.7222055610269962,0.0412049541118904,28.183687189749307,3.4720596089332076,0.6810006069151058,520248611.0,551474887.0,781319978.0,809635501.0,815189233.0,295276659.0,264050383.0,34205292.0,5889769.0,336037.0,229845091.0,28315523.0,5553732.0
South and South-East Asia,1962,67.2697815587226,70.195918036923,93.8372931974381,98.7487632289412,99.9466181769656,32.7302184412774,29.804081963076996,6.1627068025619,1.2512367710587995,0.053381823034399645,23.641375160515096,4.9114700315031,1.1978549480243998,561404385.0,585824649.0,783125300.0,824114296.0,834111074.0,273152190.0,248731926.0,51431275.0,10442279.0,445502.0,197300651.0,40988996.0,9996777.0
South and South-East Asia,1963,59.80819514574009,63.112968495486896,95.6492193966213,99.3309266212095,99.9638656512438,40.19180485425991,36.887031504513104,4.350780603378695,0.6690733787905003,0.03613434875620669,32.53625090113441,3.6817072245881945,0.6329390300342936,510819609.0,539045557.0,816936487.0,848381814.0,853787723.0,343276736.0,315050788.0,37159858.0,5714531.0,308622.0,277890930.0,31445327.0,5405909.0
South and South-East Asia,1964,65.91954913874119,66.0405496163379,93.6986143517482,98.8995439590861,99.956896345918,34.08045086125881,33.9594503836621,6.301385648251795,1.1004560409138975,0.04310365408200312,27.658064735410306,5.200929607337898,1.0573523868318944,575897252.0,576954356.0,818585309.0,864022529.0,873259946.0,297739263.0,296682159.0,55051206.0,9613986.0,376569.0,241630953.0,45437220.0,9237417.0
South and South-East Asia,1965,67.2961831502371,66.33773450483031,94.3292537560078,99.0034373351932,99.9555065859502,32.7038168497629,33.66226549516969,5.670746243992198,0.9965626648068024,0.04449341404979634,27.991519251177493,4.674183579185396,0.9520692507570061,601698523.0,593128986.0,843402553.0,885194661.0,893707159.0,292406454.0,300975991.0,50702424.0,8910316.0,397818.0,250273567.0,41792108.0,8512499.0
