Entity,Year,Share of population multidimensionally poor (camp),Share of population multidimensionally poor (national),Share of population multidimensionally poor (rural),Share of population multidimensionally poor (urban),Intensity of multidimensional poverty (camp),Intensity of multidimensional poverty (national),Intensity of multidimensional poverty (rural),Intensity of multidimensional poverty (urban),MPI (camp),MPI (national),MPI (rural),MPI (urban)
Dominican Republic,2007,,7.267962526794141,13.92781289131025,4.29225356952593,,41.02648751288409,41.53273838370504,40.29249890829902,,0.029817897384963,0.0578460209071983,0.0172945622264266
Dominican Republic,2014,,3.68596213860278,7.14541975047702,2.53385493835267,,38.62445262050718,39.85501424338706,37.46878155008952,,0.0142368269983446,0.0284780805930241,0.0094940457164752
Dominican Republic,2019,,2.81118449774108,5.36064765373232,1.9356528960694,,38.69985565827458,39.88181592081069,37.5757277162193,,0.0108792434291359,0.0213792362942478,0.0072733566175815
Ecuador,2013,,4.65894059317377,11.01182316508531,1.62090189586132,,40.04361122308142,41.02796706971633,36.84562125436114,,0.0186560805824483,0.0451792718194659,0.0059723137345382
Ecuador,2018,,2.95973133470042,6.654486643323749,1.28466573286663,,38.13441794241695,39.20344284363809,35.62392862451063,,0.0112867631714733,0.0260878786775296,0.0045764840373996
Egypt,2008,,7.98124668552558,10.84652014372837,4.13032423155327,,40.06613143795298,41.05172510780201,36.58754432327641,,0.0319777678740994,0.0445268363316574,0.0151118420891458
Egypt,2014,,4.89177278226531,5.91212724651153,3.15617216180471,,37.57729980277206,38.11835938806672,35.85334089040073,,0.0183819612406224,0.0225360591130508,0.0113159316425977
Eswatini,2010,,29.26105428537973,35.25378558518988,9.4510208039832,,44.26695444391097,44.5603674939278,40.64896854645156,,0.1295297757031711,0.1570921641228195,0.0384174247392972
Eswatini,2014,,19.21042176754114,24.05938893814424,5.53818971821481,,42.29846494266416,42.37303158305872,41.38508490172761,,0.0812571351668132,0.1019469247345079,0.0229198451690195
Ethiopia,2011,,83.46291200733216,93.8381069578307,36.14651426880202,,58.87194090308358,59.97271409478581,45.83949091811601,,0.4913623623294923,0.562772595977791,0.1656937812546301
Ethiopia,2016,,77.42768436725737,86.66306625992124,26.61959480201346,,56.33436616871928,57.03060070941819,43.86437395665988,,0.4361839522741098,0.494244672812342,0.1167651860970278
Ethiopia,2019,,68.77339535270099,79.74394348793622,39.22137217705718,,53.32387999694467,54.37100812390079,47.58887709921837,,0.3667264280769859,0.4335758599214465,0.1866501060196677
Gabon,2000,,30.86116905260681,68.59900056732315,17.12714169803698,,46.97578102679945,49.20639254192991,43.72432560319237,,0.1449727519646297,0.3375509349899775,0.0748872720256982
Gabon,2012,,15.28788592734499,50.79325104999761,8.51856766467041,,44.66434195649351,47.0321755923852,41.97254951606575,,0.0682823364850802,0.2388917102291593,0.0357546003111335
Gambia,2005,,67.99987133061613,84.13160535756413,42.57201306889725,,56.85083450093419,59.99279468555653,47.06350080956766,,0.3865849431101677,0.5047290126782611,0.2003587971532971
Gambia,2013,,61.92601131843693,83.55883920300204,39.49417420560611,,54.76682331636216,57.8306508988793,48.0451836042356,,0.3391490920563879,0.4832262059464401,0.1897504851006011
Gambia,2018,,50.0163120967313,79.09811773910694,36.09097601082115,,51.45358587579494,55.94254521027943,46.74275501874297,,0.2573518609659726,0.4424950027667993,0.1686991650061142
Gambia,2019,,48.21456453082431,73.31657951628306,37.06539177497413,,50.03608394767222,54.78933980471525,45.86009968981504,,0.2412467998364786,0.401696698843706,0.1699822561842364
Ghana,2011,,31.82708355173727,47.11450520789007,15.42856293931074,,47.9264948846735,49.6797595055691,42.18338596363446,,0.1525360557036413,0.2340637287951862,0.0650829025333172
Ghana,2014,,28.41544685859784,44.03282072669428,12.4071860229351,,45.66912723321914,46.67617665915154,42.00567827936696,,0.1297708657974082,0.2055283719039932,0.052117226443167
Ghana,2017,,24.69778716955215,35.20788124380876,12.41915980534008,,45.20469767411741,45.9612201909283,42.69909184909171,,0.1116456002219302,0.1618197182302749,0.0530286845216764
Guinea,2012,,71.23178601004801,89.40732195156545,31.75943252095513,,59.09137229590794,61.16627501474272,46.40598041516885,,0.4209183986422195,0.5468712842821097,0.147382760356432
Guinea,2016,,61.88584495942747,84.41762286603051,26.05580737516671,,54.28250303105834,56.31765057269477,43.79731349880026,,0.3359318566589727,0.4754202186746635,0.1141174364074529
Guinea,2018,,64.95160645671193,85.37667572372196,25.50584291168981,,55.97882960827876,57.66161671032619,45.10041607913619,,0.3635914910624256,0.4922957151583067,0.1150324127766297
Guinea-Bissau,2014,,66.04798700207859,85.82497782874843,41.14698764211722,,54.96530396127771,58.53463402171985,45.59143391649101,,0.3630347681599769,0.5023733667128006,0.1875950167948259
Guinea-Bissau,2018,,64.39631048074125,80.99963088430417,34.43456865114515,,52.9050066532705,55.03375086405264,43.86884521587223,,0.340688723442969,0.4457713506167016,0.1510604762232413
Guyana,2009,,5.42559194414444,7.117353912454159,0.99636418851524,,41.88471308342402,42.25266302310622,35.00329501622421,,0.0227249361888226,0.0300727156479112,0.00348760296342
Guyana,2014,,3.29982809715357,4.31771114862649,0.4196312227683099,,41.70309644090897,41.76702384876337,39.84187872767319,,0.0137613049374016,0.0180337944516754,0.001671889628788
Guyana,2019,,1.66430435882055,1.68731557436671,1.59291130751892,,38.78414660952478,39.31559281061062,37.03759907364834,,0.0064548624255367,0.0066337812064803,0.0058997610367767
Haiti,2012,,48.41869050757631,65.39414451801669,22.77933068951759,,48.93213726980741,50.22562172769924,43.32366086666147,,0.2369230010341045,0.3284461565768404,0.0986883997562194
Haiti,2016,,39.91047365603225,56.13669528864229,14.51675849625286,,48.11392610169908,49.12423428560495,41.99972242605462,,0.1920249580170143,0.2757672171378879,0.060969982736869
Honduras,2005,,36.6567865421683,56.72362804678086,13.20455667515239,,50.72575242632151,51.72468156086146,45.71064803715348,,0.1859443078882543,0.2934011597696489,0.0603588842664537
Honduras,2011,,22.82655954128973,36.76549474336486,7.67859208432259,,47.16546486664845,47.92555137888339,43.21046377270732,,0.107662529207116,0.1762006607293201,0.0331795525085019
Honduras,2019,,10.84034352090392,17.1789629764716,2.87720848232789,,44.91465338797704,45.36019686962424,41.57266368672353,,0.0486890271848002,0.0779241142628738,0.0119613220592406
India,2005,,55.07424298112422,68.10029172861178,24.92393059249449,,51.32709453635458,52.04362163499563,46.79557166666808,,0.2826800876010325,0.3544185815956693,0.1166329580256137
India,2015,,27.67806303253501,36.59390136325512,9.01350070524678,,43.96222640423227,44.12158847300768,42.60779878708062,,0.1216789273466916,0.1614581056571378,0.0384045424416364
India,2019,,16.39280600909704,21.23766728424723,5.51550674638695,,41.97607432880294,42.10272548692762,40.88118483349187,,0.0688105643495504,0.0894163675651365,0.0225480450749416
Indonesia,2012,,6.87293915811852,10.93251929083806,2.77909204184058,,40.26687078040393,41.00041688415846,37.35685571076457,,0.0276751752961537,0.0448237848518465,0.0103818140413973
Indonesia,2017,,3.59492754909408,5.23012910258969,1.93547697505645,,38.67646355468602,39.52526680664092,36.34877717419202,,0.0139039084334274,0.0206722248213035,0.0070352221292106
Iraq,2011,,14.40797681295887,25.44253233591608,9.707614108004393,,39.56087254467298,42.11851491233255,36.70549081789333,,0.056999213432407,0.1071601677597785,0.0356322740505007
Iraq,2018,,8.63541898801165,12.63152376000743,6.866397806544581,,37.86072502871815,39.32337887989263,36.66958036829647,,0.0326943223812881,0.0496714194645138,0.0251787926207781
Jordan,2012,,0.52264726810922,0.43850426757696,0.54183674218089,,33.79770746895631,35.09333720874445,33.55857895860292,,0.0017664279477005,0.0015388578129552,0.001818327109515
Jordan,2017,,0.43120323950129,1.13137662494031,0.34665337754375,,35.34639107266695,35.09281638750086,35.44632776353371,,0.0015241478335214,0.0039703192164141,0.0012287589240752
Kazakhstan,2010,,0.88962741005707,1.48212405078811,0.3751070622496,,36.20435122081103,36.34038410464643,35.73759525121276,,0.0032208383209367,0.0053860957296374,0.0013405424366548
Kazakhstan,2015,,0.4622065792076,0.7746441169589,0.18723445376304,,35.5121499817427,36.02463163389594,33.64611300888194,,0.0016413949363369,0.0027906268960809,0.0006299711590467
Kenya,2008,,52.24710930290527,59.57916925264052,21.52953188878362,,47.28667118671561,47.67410041805122,42.79494581501466,,0.2470591878062872,0.2840383297774454,0.0921355150603125
Kenya,2014,,37.47714544994169,47.01981649779634,18.75008002020414,,45.56805832299701,46.30219437285901,41.95517339175081,,0.1707760749642385,0.2177120682857128,0.0786662858356867
Kyrgyzstan,2005,,9.39436234997818,13.3570605162496,2.80230838438906,,37.98257199103653,37.99946756860472,37.84860501016347,,0.035682204426793,0.0507561187899117,0.0106063463157411
Kyrgyzstan,2014,,3.35525694045352,4.69640621880822,0.46637972056344,,37.18897548820948,37.11840146371824,38.71979096532647,,0.0124778568115171,0.0174323091466427,0.0018058125290684
Kyrgyzstan,2018,,1.09205192712906,1.56012938999354,0.26425151447898,,36.87849043585677,36.95890343706739,36.03888099740182,,0.0040273226550088,0.0057660671474102,0.0009523328883691
Laos,2011,,40.24112026089511,50.86906155293457,9.141211615109333,,52.07450933056693,52.52637237627109,44.71639121904603,,0.2095536592498448,0.2671967269560895,0.0408761994797317
Laos,2017,,23.07234577094791,30.8840018043856,5.29044669879927,,46.95372170748027,47.26014405681794,42.88182556064606,,0.1083332502467847,0.1459582374326288,0.0226864012475806
Lesotho,2009,,42.1709706647299,51.20377025308317,12.34705720714841,,46.23716342013187,46.50248979076638,42.60419893641317,,0.1949866062210704,0.2381102803442748,0.0526036481532625
Lesotho,2014,,28.34724334238706,36.51776146649689,7.288223427524581,,45.01653399370877,45.20276076035113,42.61154479560159,,0.1276094643550502,0.1650703635073628,0.0310562459062317
Lesotho,2018,,19.60454173034598,27.5932608263022,5.559395487964871,,43.03043244980731,43.41212889119565,39.69967750038026,,0.0843591908637081,0.1197882195519811,0.0220706207969274
Liberia,2007,,81.44774235909628,92.5320327705501,63.08105847629896,,56.85569916980216,60.18116427042867,48.7727773027219,,0.4630768337628333,0.5568685464441162,0.3076638417084507
Liberia,2013,,63.5241224406194,81.36790677440726,49.10537827949322,,51.31869637108646,54.10236996172812,47.59149495523496,,0.3259975151769866,0.4402196595320386,0.2336998362663407
Liberia,2019,,52.32307452422735,75.41972945584247,35.21589840477207,,49.55628725333963,51.52048992267913,46.44054348326148,,0.2592937311100507,0.3885661411400916,0.1635445461168936
Madagascar,2008,,75.69306557819594,82.73588044597537,33.21898903112459,,57.15867637996936,57.84906483294628,46.78867835497503,,0.43265154395919,0.4786193311930121,0.1554272593054732
Madagascar,2018,,67.36722263787065,75.8897701407158,38.67119352991088,,55.15017080894231,55.81468152895652,50.75930639831109,,0.3715313835402612,0.4235763351709766,0.1962922961173132
Malawi,2010,,66.75418371962137,72.58663564672757,37.04345819367942,,49.48373705139198,50.12205563208667,43.11219256319148,,0.3303246474262057,0.3638191390031286,0.159702470285244
Malawi,2015,,52.57575924862284,58.1124286704416,19.70674492401144,,46.3314205454726,46.59150228497679,41.77837411805755,,0.2435909612245465,0.2707545353184431,0.0823315762084482
Malawi,2019,,49.9250970007948,55.18464759909205,21.21477408674308,,46.32235350378592,46.63141908822337,41.93381463351323,,0.2312647991981619,0.2573338429429182,0.0889616404045344
Mali,2006,,83.725559423171,95.01127555605322,57.77705587479819,,59.87464006792925,61.6738116507089,53.07203092388989,,0.501303773494839,0.5859707513337628,0.3066345696078603
Mali,2015,,73.12508100044555,84.78406486226724,30.11514511179686,,57.13478458114738,58.12106740002187,46.8915094943885,,0.4177985750439411,0.492774034830766,0.1412144612934711
Mali,2018,,66.43956310474366,77.89858964222772,28.16574264388709,,54.38996950204778,55.27903869197173,46.1770410670409,,0.3613645810996384,0.4306159150882734,0.1300610654750479
Mauritania,2011,,62.66178769343875,82.65710925235544,34.41111276936881,,56.75595180491329,59.31428149560269,48.07357875324902,,0.3556429402338518,0.4902747045806997,0.1654265339705185
Mauritania,2015,,56.18580631416184,81.45957291287257,28.32982383464986,,54.68578391469872,57.16161621132947,46.83942827426866,,0.3072564863169369,0.4656360843584432,0.1326952751525749
Mauritania,2019,,57.40698711658884,84.44727288280448,26.76379746218622,,55.90393212018427,58.70848606284599,45.87569985334991,,0.3209276310990077,0.4957771543085479,0.1227807939311104
Mexico,2012,,9.625605144475111,16.21416138918234,7.365946034915249,,41.30335037559781,46.315514596138,37.51941317852527,,0.0397569741859412,0.0750967228484812,0.0276365972734705
Mexico,2016,,7.93678259789551,11.29297230738698,6.80827256789605,,39.45931478359791,42.98913294147581,37.49060099247581,,0.0313180002899341,0.0485475087826664,0.025524623029101
Mexico,2020,,7.393923267716369,9.87736609559556,6.647679063197249,,37.94167653264132,41.54678755678107,36.33208175151335,,0.0280537844930865,0.0410372830794261,0.0241524019181906
Moldova,2005,,1.50400841584766,2.15818630223624,0.43079594858527,,36.57530951886648,36.61002150635164,36.29001945131425,,0.0055009573328608,0.0079011246939582,0.0015633593353707
Moldova,2012,,0.88073080524519,1.08928253560629,0.51424833102055,,37.55046733260651,35.89848625295666,43.69957549108736,,0.003307185333118,0.0039103594130048,0.0022472433762598
Mongolia,2010,,19.59328314133119,33.70177808832985,10.29600077903602,,41.39677793353798,43.5089086672533,36.84081294662855,,0.081109879119062,0.1466327584769181,0.0379313038798808
Mongolia,2013,,13.3741052886424,27.61287740896808,5.16502713839693,,41.72414174388042,43.30124331166309,36.86319826714509,,0.0558023064760896,0.1195671923220852,0.0190399419457911
Mongolia,2018,,9.92383515296074,22.1396393483947,3.94838725985579,,39.29679389495701,39.99423023534306,37.38384321255746,,0.0389974904653427,0.0885457833427158,0.0147605890264908
Montenegro,2013,,0.3710669222781,0.38715740875216,0.36148359486957,,44.17270496224227,35.61686540157977,49.63039372187646,,0.0016391029679038,0.001378933331675,0.0017940573137376
Montenegro,2018,,1.23576477538312,1.33551917380399,1.18154509735345,,39.64266099490788,41.05594358281064,38.77439315818789,,0.0048989004059962,0.0054830999853458,0.0045813694138912
Morocco,2011,,17.26182143606383,33.71870906561291,3.89790995944621,,45.45266663589227,46.55285232920582,37.72424129399626,,0.0784595815261709,0.1569702083862932,0.014704569585242
Morocco,2017,,7.86099648646513,16.8217491964625,2.20010227244465,,42.53475419338196,43.70541239812914,36.88019253253723,,0.0334365553266834,0.0735201485889291,0.0081140195399031
Mozambique,2003,,84.34569115045893,96.14331724938732,60.58098098920174,,61.22832981480985,63.67366274433224,53.41099539503402,,0.5164345796218388,0.6121797157658826,0.3235690496640899
Mozambique,2011,,71.17810280404053,85.98298581430628,38.4673137954226,,56.2840774122358,57.49406151508362,50.30841071075604,,0.4006193848278696,0.4943511075658288,0.1935229421359652
Namibia,2006,,42.96104479503704,60.51343002486623,16.38142519075678,,47.70673130915547,48.34777892413399,44.12079150102532,,0.2049531020797424,0.2925689936783286,0.0722761445331024
Namibia,2013,,35.13178655638097,52.8625130597239,14.82473357491165,,44.91141948843436,45.46155821763866,42.66467596064382,,0.1577818403411765,0.2403212214995322,0.0632492454176483
Nepal,2011,,39.13490472409242,43.11992484192857,11.72495734462131,,47.35953394101188,47.52352555946516,43.21127307598938,,0.185341084855892,0.2049210850347609,0.0506650333622759
Nepal,2016,,25.71354779824018,36.74340613625524,18.15003447243552,,43.1640578786357,43.64426550676241,42.49742818373994,,0.1109901065428304,0.1603638973033527,0.0771329786524733
Nepal,2019,,17.70542155027106,28.34209644908595,12.54746673888242,,42.40214840629386,42.24559134082833,42.57363107677993,,0.0750747912170587,0.1197328624330427,0.0534191219889347
Nicaragua,2001,,41.74393069478588,73.00101896361681,18.52073053308567,,52.8909899294524,55.71966829481748,44.60722198902404,,0.2207877817993678,0.4067592561836409,0.0826158338288248
Nicaragua,2011,,16.46019980455167,34.74991299550458,2.42736917011643,,45.25758651443272,45.80396062279114,39.25627198030612,,0.0744948916699346,0.159168364649151,0.0095289464338701
Niger,2006,,92.9136292119194,99.16503336285342,63.46694675335244,,71.93457880289044,74.33598095755785,54.26058702168216,,0.6683702782407358,0.7371530031716662,0.3443753787310749
Niger,2012,,89.86818949218083,96.66996759451744,53.53144346716972,,66.0700210460494,67.6179463737558,51.13670697992239,,0.5937593171118745,0.6536624684758789,0.2737421738792939
Nigeria,2013,,51.32704404248979,69.14561878886195,24.49602786202599,,55.90564054149723,58.16769034047113,46.29094979535203,,0.2869471274297032,0.4022040942110782,0.1133944395946588
Nigeria,2018,,46.41686011326253,65.06488408082046,22.93239268795548,,54.80543961637762,57.16197382025203,46.38530692930599,,0.2543896424119256,0.3719237200445592,0.1063726073454187
North Macedonia,2005,,7.62512132610309,9.03476554692228,6.44438403094694,,40.69895052334572,39.75127153494002,41.8118104191539,,0.0310334435585578,0.0359143418510228,0.0269451363370176
North Macedonia,2011,,2.53277039717827,3.81396453865654,1.51332416727591,,37.73785299379353,38.52011036921574,36.16913914835925,,0.0095581316915746,0.0146914334973325,0.0054735632382777
North Macedonia,2018,,1.3690002802476,1.68932496925346,1.18467502508355,,37.79666927108208,38.38504232683524,37.31387603706654,,0.0051743650824537,0.0064844810448574,0.0044204817030176
Pakistan,2012,,44.47590589995866,55.62842767636228,20.94433332643413,,52.29327548346254,53.86583762955964,43.48043452653343,,0.2325790799603096,0.2996471852802631,0.0910668713901911
Pakistan,2017,,38.33213060506034,49.82112120067729,17.96862574434677,,51.71572903114222,53.33678513285012,43.74923319244765,,0.1982374079557653,0.2657298436558207,0.0786113597837245
Palestine,2010,0.6799232219824,1.10750062306221,2.35315778673163,0.8732084338969,33.33333333334001,35.38955400094225,36.76783799911895,34.73664185480287,0.0022664107399418,0.0039193953105937,0.0086520524288914,0.003033232863287
Palestine,2014,0.93650873945514,0.8016827477719901,1.07246028915793,0.72519399291549,35.90760565252992,35.78760085292643,34.43991237079151,36.21318744084158,0.0033627786506503,0.0028690302187941,0.0036935438379753,0.0026261585996421
Palestine,2019,0.37272587342587,0.54690001073813,1.13661949324973,0.45301300335407,33.33333333334,34.68611740035163,35.79577691322154,34.2739895038902,0.0012424195780865,0.0018969837978716,0.0040686177815586,0.0015526562922083
Peru,2012,,12.65765459466368,33.14089835628369,3.46008222945612,,41.60420037847768,42.20530273722989,39.01896096114656,,0.0526611598077946,0.1398721648110718,0.0135008813433505
Peru,2018,,7.37659802416501,26.05301748283215,2.04169626451185,,39.59102142996417,40.12569853758817,37.64211362934852,,0.0292047050454948,0.1045395525510637,0.0076853762785372
Peru,2019,,7.36029706062977,25.77984884063737,2.08097225711892,,39.65418078874161,40.24383705044823,37.56049109470304,,0.0291866550301056,0.1037480035927797,0.0078162339931839
Philippines,2013,,7.122439978268461,10.16650145221498,3.81852033313438,,51.98697288491949,53.19054362963248,48.50901675263704,,0.0370274094024709,0.0540761739054763,0.0185232666810301
Philippines,2017,,5.564167575393951,7.37519731978136,3.34305885020897,,49.83574954743998,50.7412692595918,47.38571749481423,,0.0277294461727319,0.0374226873045646,0.0158413242244541
Rwanda,2010,,66.81189508001742,71.53628363723882,36.60759363172942,,50.59055746670218,50.78335675965484,48.18185134392717,,0.3380051017504898,0.3632852613209758,0.1763821634422881
Rwanda,2014,,57.51645356806046,64.21659836042117,24.76979628757288,,48.97928632578651,49.30059235723355,44.90804799839486,,0.2817114847753838,0.3165916338335317,0.1112363200592785
Rwanda,2019,,48.82240187381532,54.75477132254858,19.64818009311435,,47.31474754571595,47.44295412045857,45.55771005948876,,0.2310019619235062,0.2597728103731872,0.0895126091878723
Sao Tome and Principe,2008,,40.73287141224612,50.45703867536199,32.03966391263992,,45.36765659565831,44.59970924803683,46.44882383274415,,0.1847954922385889,0.2250369254438094,0.1488204704738542
Sao Tome and Principe,2014,,21.96727064111167,29.78085519168547,18.0606867162432,,41.60770455866265,42.05069216413141,41.24249568330952,,0.0914007706795558,0.125230557405014,0.0744867793932266
