Entity,Year,below 1.25$ a day (World Bank (2017)),1.25 - 1.9$ a day (World Bank (2017)),1.9 - 3.10$ a day (World Bank (2017)),3.10 - 10$ a day (World Bank (2017)),above 10$ a day (World Bank (2017))
Kosovo,1990,0.0000000,0.0189720,0.1835820,1.4022540,0.2551920
Kosovo,1993,0.0000000,0.0600850,0.3685870,1.3979120,0.1434160
Kosovo,1996,0.0000000,0.0657140,0.4148840,1.4360261,0.1433759
Kosovo,1999,0.0000000,0.0359040,0.2740320,1.2972960,0.1527679
Kosovo,2002,0.0000000,0.0331500,0.2502400,1.2637799,0.1528301
Kosovo,2005,0.0107730,0.0400140,0.2265750,1.2057210,0.2269170
Kosovo,2008,0.0000000,0.0420000,0.1688750,1.2535249,0.2856001
Kosovo,2010,0.0000000,0.0386260,0.1810260,1.2095100,0.3508380
Kosovo,2011,0.0000000,0.0252390,0.1283430,1.3296120,0.3068060
Kosovo,2012,0.0005430,0.0095930,0.0805450,1.2773170,0.4420020
Kosovo,2013,0.0036400,0.0105560,0.0498680,1.2982060,0.4577300
Kyrgyzstan,1981,0.0000000,0.6542370,1.4247088,1.6073642,0.0036899
Kyrgyzstan,1984,0.0000000,0.5930960,1.4852879,1.8251522,0.0164639
Kyrgyzstan,1987,0.0000000,0.5241240,1.5318000,2.0521979,0.0318781
Kyrgyzstan,1990,0.0000000,0.2010620,1.4315790,2.6519990,0.1053602
Kyrgyzstan,1993,1.3618759,0.6409360,0.8832080,1.3731763,0.2608037
Kyrgyzstan,1996,1.2352840,0.7403370,0.9273889,1.5042872,0.2227029
Kyrgyzstan,1999,0.4927120,0.6219399,1.3169639,2.1867123,0.2216719
Kyrgyzstan,2002,0.5034910,1.2035880,1.7704520,1.4765410,0.0359280
Kyrgyzstan,2005,0.1290000,0.6646079,1.7740080,2.4241681,0.1682159
Kyrgyzstan,2008,0.0367080,0.1766240,0.9964361,3.6958039,0.4144281
Kyrgyzstan,2010,0.0599500,0.1624100,0.9428500,3.8994749,0.3853151
Kyrgyzstan,2011,0.0049590,0.0947720,0.9609440,4.0966849,0.3526399
Kyrgyzstan,2012,0.0482460,0.1150050,0.9520170,4.1800108,0.3147210
Kyrgyzstan,2013,0.0108680,0.1756040,1.1868999,4.0120082,0.3346197
Laos,1981,1.1268079,0.9920161,0.7440119,0.4425561,0.0146080
Laos,1984,0.8953461,1.0999761,0.9692999,0.5984530,0.0269249
Laos,1987,0.6815130,1.1773009,1.1686990,0.8355668,0.0469202
Laos,1990,0.4818060,1.2400860,1.3372141,1.1340120,0.0668819
Laos,1993,0.4435200,1.1633160,1.5610980,1.3624382,0.0896279
Laos,1996,0.6398400,1.2881122,1.6903679,1.2519040,0.0897760
Laos,1999,0.5397200,1.3519199,1.8790641,1.3828361,0.0864599
Laos,2002,0.4928000,1.4085500,1.9965000,1.5201998,0.0819502
Laos,2005,0.3421250,1.1534500,2.1142750,1.9935250,0.1466250
Laos,2008,0.4065600,1.1972951,2.1737652,2.0908802,0.1814998
Laos,2010,0.3975000,1.1343750,2.2006249,2.3081253,0.2093749
Laos,2011,0.3652410,1.0653391,2.1781530,2.4902220,0.2310448
Laos,2012,0.3774960,1.0824120,2.1731701,2.5487399,0.2381820
Laos,2013,0.3322880,1.0104929,2.1611700,2.7258000,0.2602489
Latin America and the Caribbean,1981,32.7400020,27.1999970,49.9800000,153.8400100,103.9400000
Latin America and the Caribbean,1984,40.3200000,34.5500030,58.8499980,158.5300000,99.7999880
Latin America and the Caribbean,1987,33.3600010,28.5299990,57.1900020,178.3100100,119.0399800
Latin America and the Caribbean,1990,38.4800000,31.8500020,60.2200010,191.2199900,119.0200200
Latin America and the Caribbean,1993,36.3499980,31.2900010,61.1199950,208.9000100,127.6399800
Latin America and the Caribbean,1996,38.8300020,31.4199980,63.6699980,215.2100100,140.2699900
Latin America and the Caribbean,1999,39.6500020,31.9000020,63.0200040,229.3500100,148.7499700
Latin America and the Caribbean,2002,36.2500000,33.5800020,67.5899960,243.9000100,153.3499800
Latin America and the Caribbean,2005,32.6399990,27.2900010,59.2399980,251.3499900,185.4100000
Latin America and the Caribbean,2008,21.8899990,19.2799990,48.0999980,254.0800200,234.1000100
Latin America and the Caribbean,2010,20.3899990,17.1900020,43.9300000,256.1300000,254.1300000
Latin America and the Caribbean,2011,20.1700000,15.3000010,41.3399960,255.0100100,267.0399800
Latin America and the Caribbean,2012,16.5800000,14.0599990,39.4599990,253.3200100,282.4800100
Latin America and the Caribbean,2013,16.5200000,13.5700000,37.2199970,255.3800000,290.1799900
Latvia,1981,0.0005040,0.0002520,0.0007560,0.0481320,2.4703560
Latvia,1984,0.0005120,0.0002560,0.0007680,0.0522240,2.5062399
Latvia,1987,0.0005260,0.0002630,0.0007890,0.0573340,2.5710881
Latvia,1990,0.0005320,0.0002660,0.0007980,0.3452680,2.3131361
Latvia,1993,0.0000000,0.0000000,0.0537600,1.9146239,0.5916161
Latvia,1996,0.0000000,0.0386220,0.1247220,1.5424200,0.7542359
Latvia,1999,0.0097990,0.0224660,0.0987070,1.4046029,0.8544251
Latvia,2002,0.0069300,0.0080850,0.0579810,1.0667580,1.1702459
Latvia,2005,0.0311360,0.0215040,0.0479360,0.8771840,1.2622399
Latvia,2008,0.0000000,0.0006540,0.0124260,0.4804720,1.6864480
Latvia,2010,0.0180600,0.0163800,0.0382200,0.5103000,1.5170400
Latvia,2011,0.0107120,0.0090640,0.0323420,0.5055240,1.5023580
Latvia,2012,0.0142100,0.0066990,0.0249690,0.4711630,1.5129590
Latvia,2013,0.0098490,0.0048240,0.0100500,0.1859250,1.7993520
Lebanon,1981,0.0000000,0.0015720,0.0246280,0.7846900,1.8091099
Lebanon,1984,0.0000000,0.0000000,0.0106800,0.6752430,1.9840770
Lebanon,1987,0.0000000,0.0000000,0.0082770,0.5604330,2.1012900
Lebanon,1990,0.0000000,0.0000000,0.0018900,0.4687200,2.2293899
Lebanon,1993,0.0000000,0.0000000,0.0020300,0.3909200,2.5070500
Lebanon,1996,0.0000000,0.0000000,0.0018420,0.3883550,2.6798029
Lebanon,1999,0.0000000,0.0000000,0.0022120,0.4774760,2.6803119
Lebanon,2002,0.0000000,0.0000000,0.0024640,0.5624960,2.9550400
Lebanon,2005,0.0000000,0.0000000,0.0123690,0.7612920,3.2163389
Lebanon,2008,0.0000000,0.0000000,0.0024660,0.5338890,3.5736449
Lebanon,2010,0.0000000,0.0000000,0.0026040,0.4031860,3.9342101
Lebanon,2011,0.0000000,0.0000000,0.0027540,0.4782780,4.1089678
Lebanon,2012,0.0000000,0.0000000,0.0029520,0.5913841,4.3256640
Lebanon,2013,0.0000000,0.0000000,0.0036960,0.8004480,4.4758558
Lesotho,1981,0.8421900,0.1897441,0.1561101,0.1331959,0.0187601
Lesotho,1984,0.8801280,0.2086560,0.1755360,0.1536480,0.0220320
Lesotho,1987,0.9274859,0.2201670,0.1884960,0.1693710,0.0244800
Lesotho,1990,0.9331200,0.2195200,0.1958400,0.2145600,0.0369600
Lesotho,1993,0.9829400,0.2084200,0.2002600,0.2580599,0.0503201
Lesotho,1996,0.9884380,0.2253610,0.2276880,0.2935600,0.0549530
Lesotho,1999,0.9377650,0.2691751,0.2750950,0.3207899,0.0471750
Lesotho,2002,0.8707700,0.3123599,0.3239502,0.3524499,0.0404700
Lesotho,2005,0.8697000,0.3268201,0.3400799,0.3697200,0.0436800
Lesotho,2008,0.8874000,0.3118001,0.3534000,0.3892000,0.0582000
Lesotho,2010,0.9027000,0.3141599,0.3596522,0.3957598,0.0677281
Lesotho,2011,0.8621100,0.3331020,0.3720360,0.4185920,0.0741600
Lesotho,2012,0.8349550,0.3381619,0.3845601,0.4451699,0.0871530
Lesotho,2013,0.8405800,0.3417440,0.3917761,0.4570720,0.0888280
Liberia,1981,0.0331240,0.0486080,0.1722840,1.2467560,0.4592280
Liberia,1984,0.0511920,0.0781920,0.2581200,1.4247360,0.3477600
Liberia,1987,0.0617580,0.0869430,0.2787870,1.4524080,0.3101041
Liberia,1990,0.5044200,0.5285700,0.6258000,0.4237801,0.0174299
Liberia,1993,1.5978000,0.2484000,0.1104000,0.0424000,0.0010000
Liberia,1996,1.9666200,0.1449781,0.0619769,0.0159872,0.0004379
Liberia,1999,1.0188360,0.7925190,0.6063329,0.3000271,0.0122850
Liberia,2002,0.7809120,0.8026380,0.8727119,0.5810943,0.0226439
Liberia,2005,1.5132920,0.8876981,0.5783241,0.2696018,0.0110841
Liberia,2008,1.3241880,1.0529821,0.8502178,0.4154100,0.0172021
Liberia,2010,1.2466201,1.0909899,1.0104098,0.5818350,0.0201451
Liberia,2011,1.0362220,1.0862830,1.1644270,0.7570200,0.0260480
Liberia,2012,0.8205340,1.0140680,1.3509759,0.9559660,0.0384561
Liberia,2013,0.6962670,1.0214491,1.4092649,1.1175449,0.0454741
Lithuania,1981,0.0027440,0.0037730,0.0343000,2.3715019,1.0176810
Lithuania,1984,0.0021060,0.0024570,0.0150930,1.8687240,1.6216201
Lithuania,1987,0.0018100,0.0014480,0.0076020,1.3401240,2.2690160
Lithuania,1990,0.0192400,0.1709400,0.4181000,1.3242300,1.7674900
Lithuania,1993,0.0000000,0.2564960,0.7996640,2.3956802,0.2281598
Lithuania,1996,0.0000000,0.0000000,0.1562400,2.0930400,1.3507200
Lithuania,1999,0.0007040,0.0116160,0.1189760,1.9324800,1.4562240
Lithuania,2002,0.0017200,0.0158240,0.1279680,2.0141199,1.2803681
Lithuania,2005,0.0341960,0.0249000,0.0820040,1.0879639,2.0909359
Lithuania,2008,0.0012800,0.0035200,0.0300800,0.8777600,2.2873600
Lithuania,2010,0.0350300,0.0124000,0.0446400,0.7551600,2.2527699
Lithuania,2011,0.0163620,0.0048480,0.0248460,0.6181200,2.3658240
Lithuania,2012,0.0215280,0.0068770,0.0301990,0.5749770,2.3564191
Lithuania,2013,0.0139120,0.0079920,0.0364080,0.5106000,2.3910880
Luxembourg,1981,0.0000740,0.0000000,0.0001480,0.0029970,0.3667810
Luxembourg,1984,0.0000740,0.0000000,0.0001480,0.0029230,0.3668550
Luxembourg,1987,0.0000740,0.0000000,0.0001110,0.0019980,0.3678170
Luxembourg,1990,0.0000760,0.0000000,0.0000380,0.0015580,0.3783280
Luxembourg,1993,0.0000800,0.0000000,0.0000400,0.0016000,0.3982800
Luxembourg,1996,0.0000820,0.0000000,0.0000000,0.0016400,0.4082780
Luxembourg,1999,0.0000000,0.0000860,0.0000000,0.0017200,0.4281940
Luxembourg,2002,0.0000000,0.0000900,0.0000000,0.0015300,0.4483800
Luxembourg,2005,0.0000470,0.0000940,0.0002820,0.0013630,0.4682140
Luxembourg,2008,0.0000000,0.0000000,0.0000000,0.0017150,0.4882850
Luxembourg,2010,0.0000000,0.0000000,0.0001530,0.0014790,0.5083680
Luxembourg,2011,0.0002080,0.0004160,0.0001040,0.0012480,0.5180240
Luxembourg,2012,0.0002120,0.0000000,0.0001060,0.0017490,0.5279330
Luxembourg,2013,0.0000000,0.0007020,0.0000000,0.0018900,0.5374080
Macedonia,1981,0.0000000,0.0591700,0.1984620,1.4551940,0.2271740
Macedonia,1984,0.0000000,0.0459010,0.1798610,1.4664681,0.2777699
Macedonia,1987,0.0000000,0.0334320,0.1623840,1.4578739,0.3363100
Macedonia,1990,0.0000000,0.0218000,0.1464000,1.4286000,0.4032000
Macedonia,1993,0.0000000,0.0409860,0.1730520,1.4663880,0.2995740
Macedonia,1996,0.0000000,0.0254720,0.1510410,1.4351881,0.3782990
Macedonia,1999,0.0103020,0.0723160,0.2003840,1.3610760,0.3759220
Macedonia,2002,0.0098400,0.0170150,0.1004500,1.0170050,0.9056900
Macedonia,2005,0.0107120,0.0177160,0.1036180,0.9887999,0.9391541
Macedonia,2008,0.0062100,0.0213210,0.1527660,1.0685339,0.8211691
Macedonia,2010,0.1459350,0.0612720,0.1533870,0.9242550,0.7851510
Macedonia,2011,0.1242000,0.0840420,0.1229580,0.9526140,0.7861860
Macedonia,2012,0.0830070,0.0627210,0.1442790,0.9731070,0.8068860
Macedonia,2013,0.0626080,0.0624000,0.1248000,1.0194080,0.8107840
Madagascar,1981,2.8811641,1.8612747,2.0541306,1.9420047,0.2314260
Madagascar,1984,3.4836361,2.1731160,2.1467099,1.7838717,0.1926663
Madagascar,1987,3.9958801,2.4782553,2.2865543,1.7125206,0.1767897
Madagascar,1990,4.0727601,2.8385196,2.5821609,1.9186392,0.1879202
Madagascar,1993,5.5386238,3.1509800,2.3546762,1.5076523,0.1280677
Madagascar,1996,5.9339099,3.4277406,2.6882601,1.7500095,0.1000799
Madagascar,1999,6.3442559,3.4196639,3.2347765,2.2033758,0.0779279
Madagascar,2002,9.7081528,2.9817057,2.1616535,1.7742662,0.1442218
Madagascar,2005,8.5372696,4.6656971,3.0517750,1.9330368,0.1522215
Madagascar,2008,9.5220003,4.7859993,3.2720003,2.2479992,0.1720009
Madagascar,2010,12.2754600,4.3209448,2.6268311,1.7787132,0.1480507
Madagascar,2011,12.8287730,4.2197342,2.6914120,1.8718147,0.1282656
Madagascar,2012,13.1462700,4.2509699,2.8228054,2.0137348,0.1162201
Madagascar,2013,13.5601760,4.3509207,2.8837757,2.0480309,0.1170969
Malawi,1981,2.5617511,1.6071866,1.2185254,0.8127718,0.1297651
Malawi,1984,2.6744401,1.7601898,1.3868999,0.9328804,0.1455897
Malawi,1987,3.7010961,1.9333720,1.4250603,0.9061918,0.1542798
Malawi,1990,4.5887837,2.1929121,1.5255036,0.9676008,0.1651997
Malawi,1993,4.3519840,2.3589921,1.7353282,1.1272793,0.1864164
Malawi,1996,3.9600871,2.5760276,2.0149231,1.3476629,0.2112993
Malawi,1999,4.3298879,2.8483200,2.2079997,1.4363041,0.2174883
Malawi,2002,5.9725728,2.8607821,1.9252033,1.0953112,0.1561306
Malawi,2005,6.4143758,3.1895843,2.1242161,1.1722965,0.1395274
Malawi,2008,7.0365367,3.2492795,2.3588305,1.4398432,0.1855102
Malawi,2010,7.5607281,3.1978359,2.5424919,1.6459455,0.2229985
Malawi,2011,7.6743298,3.3401308,2.6336555,1.7489967,0.2328872
Malawi,2012,8.0322895,3.3649006,2.6983604,1.7645588,0.2398907
Malawi,2013,8.0379839,3.5680161,2.8434706,1.8801708,0.2503587
Malaysia,1981,0.0918450,0.4041180,1.4115870,7.0127192,5.2097311
Malaysia,1984,0.0789880,0.3584840,1.3868470,7.3808212,5.9848599
Malaysia,1987,0.0281010,0.3124170,1.5786150,8.2220221,6.3888450
Malaysia,1990,0.0126280,0.2471480,1.6037560,8.9045439,7.2719240
Malaysia,1993,0.0058470,0.2845540,1.8534989,9.0570030,8.2890968
Malaysia,1996,0.0021020,0.1324260,1.4293599,8.7464228,10.7096900
Malaysia,1999,0.0158620,0.2560580,1.5862001,9.5761156,11.2257640
Malaysia,2002,0.0193600,0.1210000,0.9292800,9.0265999,14.1037600
Malaysia,2005,0.0256600,0.1077720,0.5773500,8.2445583,16.7046600
Malaysia,2008,0.0135550,0.0759080,0.5964200,8.6914663,17.7326510
Malaysia,2010,0.0056220,0.0534090,0.5874990,8.6438246,18.8196450
Malaysia,2011,0.0028640,0.0429600,0.4868800,8.3456955,19.7616000
Malaysia,2012,0.0029170,0.0291700,0.3529570,7.9459085,20.8390460
Malaysia,2013,0.0000000,0.0297100,0.2763030,7.5790205,21.8249660
Maldives,1981,0.0470080,0.0466400,0.0388960,0.0262080,0.0012480
Maldives,1984,0.0374760,0.0537300,0.0517320,0.0354420,0.0016200
Maldives,1987,0.0330800,0.0525400,0.0661400,0.0453000,0.0029400
Maldives,1990,0.0269940,0.0517880,0.0753060,0.0621500,0.0037620
Maldives,1993,0.0222480,0.0475680,0.0807600,0.0825600,0.0068640
Maldives,1996,0.0185640,0.0343200,0.0911560,0.1064180,0.0095420
Maldives,1999,0.0152880,0.0310240,0.0876120,0.1335600,0.0125160
Maldives,2002,0.0109500,0.0256500,0.0838800,0.1618800,0.0176400
Maldives,2005,0.0097280,0.0233600,0.0750720,0.1867840,0.0250560
Maldives,2008,0.0043560,0.0182520,0.0539280,0.2291760,0.0542880
Maldives,2010,0.0051430,0.0201650,0.0578680,0.2308060,0.0560180
Maldives,2011,0.0049400,0.0136800,0.0579120,0.2402740,0.0631940
Maldives,2012,0.0045630,0.0143910,0.0595920,0.2451150,0.0663390
Maldives,2013,0.0045240,0.0136110,0.0552630,0.2467920,0.0698100
Mali,1981,5.5396261,0.7866240,0.4981470,0.3774061,0.0281968
Mali,1984,6.1796842,0.7197838,0.4444819,0.3222113,0.0238389
Mali,1987,6.0646052,0.9232078,0.5939517,0.4527268,0.0355085
Mali,1990,6.2813520,1.0020008,0.6360970,0.5065060,0.0440442
Mali,1993,6.6302581,1.1278176,0.7233343,0.5766630,0.0519270
Mali,1996,6.6357799,1.4316716,1.0569925,0.6754103,0.0601457
Mali,1999,5.3491879,2.0978880,1.7802200,1.3452921,0.0874120
Mali,2002,3.8668079,2.8727522,2.5188961,2.2593241,0.1222197
Mali,2005,3.3049598,3.3587203,3.1347198,2.8083200,0.1932800
Mali,2008,3.2493720,3.8701177,3.7923489,3.0825195,0.1456419
Mali,2010,3.1200521,4.2797041,4.3098636,3.2964888,0.0738917
Mali,2011,3.1934700,4.4242382,4.4351158,3.4110308,0.0761452
Mali,2012,3.6438758,4.5548449,4.4747953,3.2692423,0.0672414
Mali,2013,3.8200641,4.6770244,4.5929756,3.3256636,0.0642724
Mauritania,1981,0.3398580,0.2336820,0.3727220,0.5664301,0.0673079
Mauritania,1984,0.4246680,0.2800160,0.4162400,0.5423160,0.0567600
Mauritania,1987,0.4499220,0.2990130,0.4512310,0.6049451,0.0648889
Mauritania,1990,0.4545170,0.3940230,0.5188680,0.6023010,0.0602910
Mauritania,1993,0.4177800,0.4877400,0.5940000,0.6375600,0.0629200
Mauritania,1996,0.1816800,0.2925600,0.6362401,1.1541600,0.1353599
Mauritania,1999,0.1672680,0.3255940,0.6438241,1.3013239,0.1919900
Mauritania,2002,0.1770790,0.3581760,0.7545230,1.3804700,0.1997520
Mauritania,2005,0.1164360,0.3032970,0.7771790,1.6773670,0.2557210
Mauritania,2008,0.1091200,0.2588190,0.7389470,1.9818920,0.3212220
Mauritania,2010,0.1083000,0.2577540,0.7750670,2.1656389,0.3032399
Mauritania,2011,0.0963480,0.2458920,0.7562760,2.3041680,0.3173160
Mauritania,2012,0.0857920,0.2206080,0.7391900,2.4469867,0.3374232
Mauritania,2013,0.0714950,0.1994750,0.6916450,2.6117401,0.3756449
Mauritius,1981,0.0520380,0.1542520,0.3266340,0.4094440,0.0376320
Mauritius,1984,0.0411070,0.1303910,0.3242100,0.4672260,0.0470660
Mauritius,1987,0.0210080,0.0690560,0.2540720,0.6138080,0.0820560
Mauritius,1990,0.0115540,0.0385840,0.1982200,0.6921800,0.1194620
Mauritius,1993,0.0066000,0.0291500,0.1455300,0.7557000,0.1630200
Mauritius,1996,0.0039550,0.0209050,0.1116440,0.7862541,0.2072420
Mauritius,1999,0.0022420,0.0161660,0.0847240,0.8092440,0.2676240
Mauritius,2002,0.0014400,0.0096000,0.0585600,0.7978800,0.3325200
Mauritius,2005,0.0013530,0.0073800,0.0432960,0.7747770,0.4031940
Mauritius,2008,0.0009920,0.0039680,0.0313720,0.7068000,0.4968680
Mauritius,2010,0.0008750,0.0050000,0.0302500,0.6977500,0.5161250
Mauritius,2011,0.0008750,0.0053750,0.0302500,0.6883751,0.5251250
Mauritius,2012,0.0010080,0.0056700,0.0306180,0.6877080,0.5349960
Mauritius,2013,0.0010080,0.0052920,0.0279720,0.6617520,0.5639760
Mexico,1981,1.3914040,2.9034910,7.5746326,33.4504930,25.6699810
Mexico,1984,2.0991061,3.9102480,9.8968678,36.1091690,23.7646080
Mexico,1987,3.3246498,5.1278496,12.1555020,39.1229970,20.7690010
Mexico,1990,3.3034320,5.2496400,12.0955120,42.3470920,22.3643230
Mexico,1993,2.8357801,5.3182201,12.8380190,45.9070210,23.7009600
Mexico,1996,5.4926062,7.9901152,16.4682480,48.7444800,16.9945510
Mexico,1999,5.7672501,7.1513901,14.8143080,50.9925230,21.5745280
Mexico,2002,3.4021361,5.7919807,14.7043230,54.9455410,25.5160220
Mexico,2005,4.6642103,4.7292919,10.2504150,53.9529760,34.8731080
Mexico,2008,0.9888420,3.3302379,9.3542175,60.8194620,39.1672400
Mexico,2010,1.2318600,3.2262998,9.5029202,61.4404830,41.9184340
Mexico,2011,1.0837190,2.7628880,9.3962002,62.6651540,43.1820410
Mexico,2012,0.9424740,2.2957699,9.2314119,63.7499080,44.6104350
Mexico,2013,1.1151141,2.3527679,9.4845963,67.3112180,42.2763060
Micronesia,1981,0.0037440,0.0084960,0.0165840,0.0413600,0.0098160
Micronesia,1984,0.0040240,0.0088960,0.0167200,0.0410480,0.0093120
Micronesia,1987,0.0052470,0.0105750,0.0186930,0.0454410,0.0100440
Micronesia,1990,0.0050300,0.0115800,0.0207100,0.0510400,0.0116400
Micronesia,1993,0.0031500,0.0092500,0.0203100,0.0533800,0.0139100
Micronesia,1996,0.0034650,0.0106260,0.0220220,0.0591580,0.0147290
Micronesia,1999,0.0038610,0.0108570,0.0220330,0.0586080,0.0146410
Micronesia,2002,0.0027390,0.0093940,0.0212410,0.0594220,0.0172040
Micronesia,2005,0.0026290,0.0089760,0.0205700,0.0597410,0.0180840
Micronesia,2008,0.0044200,0.0088600,0.0203700,0.0538400,0.0125100
Micronesia,2010,0.0052300,0.0080100,0.0198000,0.0547000,0.0122600
Micronesia,2011,0.0055800,0.0073900,0.0197500,0.0552600,0.0120200
Micronesia,2012,0.0061100,0.0074100,0.0196900,0.0553800,0.0114100
Micronesia,2013,0.0070700,0.0081900,0.0206700,0.0545800,0.0094900
Middle East and North Africa,1984,2.8699999,14.7100000,41.3099980,103.8200100,28.6999970
Middle East and North Africa,1987,3.2000000,15.7900000,45.5900040,117.4599900,27.6300050
Middle East and North Africa,1990,2.1099999,12.0900000,43.2599980,137.1000100,35.1600040
Middle East and North Africa,1993,2.5100000,13.9400010,50.0200000,138.6900000,41.3099980
Middle East and North Africa,1996,2.2700000,12.9699990,53.3400040,151.4800000,42.3699950
Middle East and North Africa,1999,1.5400000,8.9800005,45.0000000,172.1700000,50.4100040
Middle East and North Africa,2002,1.4100000,8.0500002,43.4700010,177.5799900,62.8800200
Middle East and North Africa,2005,1.2300000,8.1700001,44.2500000,180.0300000,75.4299930
Middle East and North Africa,2008,1.3099999,7.5000005,41.2199970,191.7700000,84.4900050
Middle East and North Africa,2010,1.2200000,6.7699995,38.5199970,199.6100000,92.5000000
Middle East and North Africa,2011,1.6300000,7.6599998,37.8799970,198.4300100,99.4599910
Middle East and North Africa,2012,1.6300000,7.3499994,36.0600010,203.0400100,103.5800000
Middle East and North Africa,2013,1.4600000,6.8100004,34.9700010,211.8700000,103.2400100
Moldova,1981,0.0000000,0.1937950,0.7943881,2.3807631,0.0610539
Moldova,1984,0.0000000,0.0000000,0.1646100,2.7668643,0.6085258
Moldova,1987,0.0000000,0.0000000,0.0000000,1.3837559,2.2462442
Moldova,1990,0.2131200,0.2826800,0.5353899,0.9209300,1.7478801
Moldova,1993,0.0543900,0.2712100,0.6005100,2.3465400,0.4273500
Moldova,1996,0.2840580,0.4473730,1.0165900,1.7498561,0.1721229
Moldova,1999,0.6365600,0.7905900,1.0676250,1.0172548,0.1379701
Moldova,2002,0.1466100,0.4525000,0.9426481,1.8624899,0.2157520
Moldova,2005,0.1252800,0.3769200,0.8899200,1.9749600,0.2329200
Moldova,2008,0.0060690,0.0399840,0.2506140,2.2648077,1.0085253
Moldova,2010,0.0049840,0.0138840,0.1658960,2.3054562,1.0697799
Moldova,2011,0.0010680,0.0089000,0.1160560,2.3378520,1.0961239
Moldova,2012,0.0007120,0.0113920,0.0904240,2.4065599,1.0509119
Moldova,2013,0.0003560,0.0024920,0.0665720,2.2534797,1.2371001
Mongolia,1981,1.1859150,0.3316411,0.1650419,0.0474020,0.0000000
Mongolia,1984,0.9209750,0.4841430,0.3274370,0.1374450,0.0000000
Mongolia,1987,0.6260520,0.5314541,0.5428219,0.3296720,0.0000000
Mongolia,1990,0.3712540,0.4492980,0.6812500,0.6646819,0.0135161
Mongolia,1993,0.1591040,0.3319940,0.6307660,1.0683020,0.0698340
Mongolia,1996,0.1598480,0.3036880,0.5953120,1.1365680,0.1245840
Mongolia,1999,0.1961120,0.3308200,0.7242340,1.0945619,0.0342721
Mongolia,2002,0.0668560,0.1905640,0.5631520,1.4732721,0.1461560
Mongolia,2005,0.0197340,0.1105610,0.4460390,1.6267900,0.3268760
Mongolia,2008,0.0021040,0.0297190,0.2493240,1.7244911,0.6243619
Mongolia,2010,0.0016260,0.0189700,0.2162580,1.8227459,0.6504001
Mongolia,2011,0.0000000,0.0157320,0.1556640,1.8246361,0.7639679
Mongolia,2012,0.0005620,0.0101160,0.1003170,1.6758840,1.0231209
Mongolia,2013,0.0002870,0.0074620,0.0806470,1.6559901,1.1256139
Montenegro,1981,0.0081200,0.0259260,0.1313700,0.3799000,0.0346840
Montenegro,1984,0.0033000,0.0182400,0.0874200,0.4359600,0.0550800
Montenegro,1987,0.0023790,0.0111630,0.0581330,0.4460320,0.0922930
Montenegro,1990,0.0014030,0.0039650,0.0358680,0.4389560,0.1298080
Montenegro,1993,0.0014030,0.0015860,0.0200080,0.4008310,0.1861720
Montenegro,1996,0.0010370,0.0013420,0.0140300,0.3361710,0.2574200
Montenegro,1999,0.0010370,0.0013420,0.0136030,0.3350730,0.2589450
Montenegro,2002,0.0010370,0.0013420,0.0098210,0.3109780,0.2868220
Montenegro,2005,0.0000000,0.0014030,0.0053680,0.2782210,0.3250080
Montenegro,2008,0.0005580,0.0006200,0.0016740,0.1525200,0.4646280
Montenegro,2010,0.0000000,0.0000000,0.0032860,0.1964780,0.4202360
Montenegro,2011,0.0013020,0.0000000,0.0050840,0.1941220,0.4194920
Montenegro,2012,0.0057040,0.0021080,0.0054560,0.2419860,0.3647460
Montenegro,2013,0.0000000,0.0064480,0.0092380,0.2328720,0.3714420
Morocco,1981,0.9003890,2.1761112,4.8280535,11.3830490,1.2223966
Morocco,1984,0.5245520,1.9615601,4.4520798,13.3408110,1.7609968
Morocco,1987,0.1551000,1.6591001,4.2981501,14.5253490,2.8623009
Morocco,1990,0.0746400,0.9752960,4.1599360,15.2340240,4.4361048
Morocco,1993,0.2151680,1.3015040,4.5237756,15.6232970,4.5762558
Morocco,1996,0.1592680,1.2961119,4.4540124,16.4952240,5.0553846
Morocco,1999,0.2651430,1.7761730,5.4881744,16.9178350,4.0626755
Morocco,2002,0.3452670,1.3486071,5.4800072,17.7178040,4.6183147
Morocco,2005,0.2289000,1.0620961,4.5200119,19.3344190,5.3745723
Morocco,2008,0.1453600,0.5940800,3.3369598,20.4831200,7.0404811
Morocco,2010,0.1069530,0.5412470,2.8780081,20.9498230,7.9339676
Morocco,2011,0.0821500,0.4961860,2.6978059,20.9186760,8.6651812
Morocco,2012,0.0666600,0.4266240,2.5430789,21.1512180,9.1424179
Morocco,2013,0.0574940,0.4092220,2.4451859,21.3607120,9.5473862
Mozambique,1981,8.9046326,1.7188215,0.9061108,0.5446377,0.0557975
Mozambique,1984,11.0934060,0.9573240,0.4690256,0.3109694,0.0192753
Mozambique,1987,10.8339410,1.1835184,0.5898056,0.3788824,0.0338521
Mozambique,1990,10.4833990,1.4614754,0.7618752,0.4981995,0.0450506
Mozambique,1993,11.7163920,1.5386639,0.8300886,0.5080080,0.0468480
Mozambique,1996,11.3571240,2.5723763,1.4007502,0.8222494,0.0974998
Mozambique,1999,11.4920460,3.0518875,1.8124981,1.0600739,0.1634942
Mozambique,2002,11.9586730,3.5045338,2.1685610,1.3110905,0.1971423
