Entity,Year,% global domestic CO2,% global domestic RPKs,% global international CO2,% global international RPKs,% global total CO2,% global total RPKs,Domestic RPKs (billions),Domestic aviation CO2 (Mt),International RPKs (billions),International aviation CO2 (Mt),Total RPKs (billions),Total aviation CO2 (Mt),Per capita total RPKs,Per capita domestic RPKs,Per capita international RPKs,Per capita aviation CO2,Per capita domestic aviation CO2,Per capita international aviation CO2,Inbound-outbound flight ratio,Per capita international RPKs - adjusted,Per capita international CO2 - adjusted,Per capita total RPKs - adjusted,Per capita aviation CO2 - adjusted
Afghanistan,2018,7.411434672045797e-05,4.103213677685773e-05,0.00017542510922538521,0.00017347148956559604,0.00024953945594584316,0.00021450362634245376,0.34888197239999996,0.05534848308785787,1.4749676762859996,0.13100720873610172,1.8238496486859996,0.18635569182395958,49.06514711842246,9.385612084364576,39.67953503405788,0.005013335086192822,0.0014889831886327847,0.0035243518975600374,,,,,
Algeria,2018,0.0002503023316913066,0.00015494984165928793,0.0010985326128759001,0.0009168918779385851,0.0013488349445672067,0.001071841719597873,1.3174845530259989,0.18692540628768115,7.796012393709191,0.8203825094020388,9.11349694673519,1.00730791568972,215.81644754038052,31.199312139480888,184.61713540089966,0.023854028504540117,0.004426574933401561,0.019427453571138554,2.111403838916071,389.8013284151476,0.04101920005046567,421.0006405546285,0.04544577498386723
Angola,2018,9.127997578230132e-05,4.792940876469696e-05,0.0005302030098456165,0.000451094112440199,0.0006214829856279178,0.000499023521204896,0.407527074613,0.06816774915257004,3.8354961756446,0.3959548133677473,4.2430232502576,0.4641225625203173,137.71578222192798,13.227104012106459,124.48867820982149,0.015064023450837951,0.0022125202581165216,0.012851503192721431,,,,,
Argentina,2018,0.002069178810789644,0.0018859348714233605,0.00354518460727848,0.003712015952193089,0.005614363418068123,0.005597950823616449,16.035447564876,1.5452596357181623,31.56197918778153,2.6475385530872355,47.59742675265753,4.192798188805398,1072.9565779098202,361.4762418537905,711.4803360560296,0.09451541193402759,0.03483374215455382,0.05968166977947377,1.603284356093345,1140.7052924666682,0.09568668750295925,1502.1815343204587,0.13052042965751307
Australia,2018,0.008907262117628413,0.008972991520388298,0.016534732479753893,0.016959915693234445,0.025441994597382306,0.025932907213622743,76.29422267199999,6.651930004,144.20425801784125,12.348113442458438,220.49848068984124,19.000043446458438,8856.072001359194,3064.27113310306,5791.800868256136,0.7631152480704649,0.26716724250943846,0.49594800556102653,1.2332900713822192,7142.9705062432095,0.6116477511802276,10207.24163934627,0.8788149936896661
Austria,2018,4.393509172429786e-05,2.356144199285847e-05,0.0029601874359041743,0.002874463505586813,0.0030041225276284723,0.0028980249475796713,0.200334737617,0.03281066067326672,24.440562354202225,2.2106635419860736,24.640897091819223,2.2434742026593404,2771.4427051871808,22.53230655910471,2748.910398628076,0.2523309192058644,0.0036903228740599167,0.2486405963318045,0.3856113707165109,1060.0111067918428,0.0958786411672778,1082.5434133509475,0.09956896404133772
Azerbaijan,2018,3.6678958624546844e-06,1.5899392575285033e-06,0.0005299850566916497,0.0004758533458223199,0.0005336529525541044,0.0004774432850798484,0.01351869992,0.002739179134598766,4.046015316396201,0.39579204627891656,4.059534016316201,0.3985312254135153,407.99336847399,1.3586633085427136,406.6347051654474,0.04005338948879551,0.00027529438538681066,0.039778095103408705,1.48841625522218,605.2417051057305,0.05920636335368732,606.6003684142732,0.05948165773907413
Bahrain,2018,0.0,0.0,0.0010149792248166992,0.000940137349848803,0.0010149792248166992,0.000940137349848803,0.0,0.0,7.993660547728302,0.7579849643845991,7.993660547728302,0.7579849643845991,5094.748596385151,0.0,5094.748596385151,0.48310067838406573,0.0,0.48310067838406573,0.238107098381071,1213.0958052663027,0.11502970075595688,1213.0958052663027,0.11502970075595688
Bangladesh,2018,0.00019953142340795954,9.571484586830865e-05,0.0014955312565544299,0.0016247819726330432,0.0016950626799623891,0.0017204968185013517,0.8138300083200001,0.14900976804998564,13.814955394959792,1.1168605016917323,14.628785403279792,1.265870269741718,90.64975881617494,5.043036174078645,85.6067226420963,0.007844180598816206,0.0009233643916846934,0.006920816207131511,,,,,
Belarus,2018,0.0,0.0,0.00034250391759687253,0.00024391137567857855,0.00034250391759687253,0.00024391137567857855,0.0,0.0,2.073893502069199,0.2557814124994884,2.073893502069199,0.2557814124994884,219.38998223518448,0.0,219.38998223518448,0.02705822622442488,0.0,0.02705822622442488,0.07268553940321347,15.946479198425804,0.0019667417684164985,15.946479198425804,0.0019667417684164985
Belgium,2018,0.0,0.0,0.003617463737487248,0.0038604356094265923,0.003617463737487248,0.0038604356094265923,0.0,0.0,32.823939856321736,2.701516499233805,32.823939856321736,2.701516499233805,2858.7301738653314,0.0,2858.7301738653314,0.23528274684147407,0.0,0.23528274684147407,1.4363417041342252,4106.11336958966,0.3379464215516644,4106.11336958966,0.3379464215516644
Bolivia,2018,0.0004118886775892658,0.0001969104306462451,0.00033304786035615746,0.00031871319498968025,0.0007449365379454232,0.0005156236256359253,1.6742608312989828,0.3075978473050049,2.7099073270934024,0.24871964311980815,4.384168158392385,0.556317490424813,386.16825142186076,147.4729878709577,238.69526355090304,0.04900180484672008,0.027093970519246443,0.021907834327473633,0.9281961471103327,221.55602396143362,0.020334767414292514,369.02901183239135,0.04742873793353895
