Entity,Year,Labor productivity per hour worked (The Conference Board Total Economy Database (2016))
Norway,1993,27.85919
Norway,1994,28.90852
Norway,1995,29.84022
Norway,1996,30.82462
Norway,1997,31.64244
Norway,1998,31.67771
Norway,1999,32.04599
Norway,2000,33.276
Norway,2001,34.45681
Norway,2002,35.17501
Norway,2003,36.24356
Norway,2004,36.9124
Norway,2005,37.30762
Norway,2006,37.0027
Norway,2007,36.33693
Norway,2008,35.23469
Norway,2009,35.35419
Norway,2010,35.52958
Norway,2011,35.24037
Norway,2012,35.5337
Norway,2013,35.75094
Norway,2014,35.99849
Norway,2015,36.34866
Norway,2016,36.67484
Pakistan,1970,1.48001
Pakistan,1971,1.41255
Pakistan,1972,1.43954
Pakistan,1973,1.46623
Pakistan,1974,1.45632
Pakistan,1975,1.45649
Pakistan,1976,1.5008
Pakistan,1977,1.52767
Pakistan,1978,1.61691
Pakistan,1979,1.6405
Pakistan,1980,1.77628
Pakistan,1981,1.87797
Pakistan,1982,1.97852
Pakistan,1983,2.07178
Pakistan,1984,2.08648
Pakistan,1985,2.19851
Pakistan,1986,2.32634
Pakistan,1987,2.35066
Pakistan,1988,2.48247
Pakistan,1989,2.517
Pakistan,1990,2.53807
Pakistan,1991,2.78534
Pakistan,1992,2.79397
Pakistan,1993,2.76608
Pakistan,1994,2.84095
Pakistan,1995,2.96169
Pakistan,1996,2.97783
Pakistan,1997,2.88533
Pakistan,1998,2.84283
Pakistan,1999,2.89065
Pakistan,2000,3.00502
Pakistan,2001,3.03425
Pakistan,2002,3.06298
Pakistan,2003,3.16818
Pakistan,2004,3.25719
Pakistan,2005,3.43962
Pakistan,2006,3.37109
Pakistan,2007,3.41927
Pakistan,2008,3.38758
Pakistan,2009,3.37592
Pakistan,2010,3.34743
Pakistan,2011,3.34841
Pakistan,2012,3.43758
Pakistan,2013,3.55413
Pakistan,2014,3.66423
Pakistan,2015,3.75664
Pakistan,2016,3.83955
Peru,1950,3.10451
Peru,1951,3.30647
Peru,1952,3.43573
Peru,1953,3.60993
Peru,1954,3.66625
Peru,1955,3.8921
Peru,1956,4.02001
Peru,1957,4.16624
Peru,1958,4.12947
Peru,1959,4.10138
Peru,1960,4.6126
Peru,1961,4.94798
Peru,1962,5.23841
Peru,1963,5.39994
Peru,1964,5.69083
Peru,1965,5.97945
Peru,1966,6.38443
Peru,1967,6.53757
Peru,1968,6.36912
Peru,1969,6.4333
Peru,1970,6.65665
Peru,1971,6.68044
Peru,1972,6.63648
Peru,1973,6.73883
Peru,1974,6.82663
Peru,1975,7.21611
Peru,1976,7.14109
Peru,1977,7.0178
Peru,1978,6.90057
Peru,1979,7.17721
Peru,1980,7.26627
Peru,1981,7.33118
Peru,1982,7.13537
Peru,1983,5.90227
Peru,1984,5.98144
Peru,1985,5.97751
Peru,1986,6.0778
Peru,1987,6.37574
Peru,1988,5.83804
Peru,1989,5.02304
Peru,1990,4.64691
Peru,1991,4.47664
Peru,1992,4.45152
Peru,1993,4.50754
Peru,1994,4.82917
Peru,1995,4.93342
Peru,1996,4.88625
Peru,1997,5.08999
Peru,1998,4.85804
Peru,1999,4.76906
Peru,2000,4.74107
Peru,2001,4.75754
Peru,2002,5.01536
Peru,2003,5.06174
Peru,2004,5.23076
Peru,2005,5.45149
Peru,2006,5.65656
Peru,2007,5.98123
Peru,2008,6.34397
Peru,2009,6.4566
Peru,2010,6.84006
Peru,2011,7.06885
Peru,2012,7.48188
Peru,2013,7.793
Peru,2014,7.93344
Peru,2015,8.07852
Peru,2016,8.28206
Philippines,1970,2.56815
Philippines,1971,2.45924
Philippines,1972,2.59231
Philippines,1973,2.60463
Philippines,1974,2.66321
Philippines,1975,2.70294
Philippines,1976,2.80832
Philippines,1977,3.2137
Philippines,1978,2.90232
Philippines,1979,3.15036
Philippines,1980,3.14434
Philippines,1981,3.13518
Philippines,1982,3.10982
Philippines,1983,3.05054
Philippines,1984,2.83842
Philippines,1985,2.51045
Philippines,1986,2.52277
Philippines,1987,2.66243
Philippines,1988,2.80858
Philippines,1989,2.92946
Philippines,1990,2.91409
Philippines,1991,2.84945
Philippines,1992,2.92771
Philippines,1993,2.81584
Philippines,1994,2.82988
Philippines,1995,2.90675
Philippines,1996,2.91101
Philippines,1997,3.01665
Philippines,1998,2.96274
Philippines,1999,2.95113
Philippines,2000,3.21483
Philippines,2001,3.14371
Philippines,2002,3.22251
Philippines,2003,3.20147
Philippines,2004,3.38494
Philippines,2005,3.42922
Philippines,2006,3.61119
Philippines,2007,3.81661
Philippines,2008,3.81312
Philippines,2009,3.78061
Philippines,2010,3.93395
Philippines,2011,3.8413
Philippines,2012,4.15778
Philippines,2013,4.38454
Philippines,2014,4.65647
Philippines,2015,4.84427
Philippines,2016,4.96746
Poland,1990,5.68522
Poland,1991,5.63673
Poland,1992,5.91704
Poland,1993,6.26314
Poland,1994,6.65063
Poland,1995,7.0612
Poland,1996,7.40191
Poland,1997,7.77233
Poland,1998,8.03651
Poland,1999,8.75888
Poland,2000,9.29672
Poland,2001,9.61692
Poland,2002,10.14411
Poland,2003,10.60013
Poland,2004,11.01772
Poland,2005,11.19718
Poland,2006,11.51573
Poland,2007,11.83084
Poland,2008,11.89037
Poland,2009,12.25149
Poland,2010,13.0842
Poland,2011,13.69695
Poland,2012,13.93048
Poland,2013,14.14208
Poland,2014,14.31201
Poland,2015,14.60604
Poland,2016,15.02804
Portugal,1950,2.58456
Portugal,1951,2.69463
Portugal,1952,2.69244
Portugal,1953,2.87426
Portugal,1954,3.00582
Portugal,1955,3.12317
Portugal,1956,3.25261
Portugal,1957,3.48889
Portugal,1958,3.43695
Portugal,1959,3.62104
Portugal,1960,3.83802
Portugal,1961,4.06577
Portugal,1962,4.37206
Portugal,1963,4.67084
Portugal,1964,5.02065
Portugal,1965,5.4402
Portugal,1966,5.72134
Portugal,1967,6.22553
Portugal,1968,6.85931
Portugal,1969,7.08781
Portugal,1970,7.65636
Portugal,1971,8.02156
Portugal,1972,8.70986
Portugal,1973,9.76596
Portugal,1974,9.18349
Portugal,1975,8.39239
Portugal,1976,8.86614
Portugal,1977,9.30614
Portugal,1978,9.65909
Portugal,1979,10.15178
Portugal,1980,10.48305
Portugal,1981,10.69262
Portugal,1982,11.03504
Portugal,1983,10.62502
Portugal,1984,10.54108
Portugal,1985,10.96674
Portugal,1986,11.47267
Portugal,1987,11.75656
Portugal,1988,12.26949
Portugal,1989,12.43745
Portugal,1990,12.7203
Portugal,1991,13.36116
Portugal,1992,13.49343
Portugal,1993,13.47486
Portugal,1994,13.43622
Portugal,1995,13.63206
Portugal,1996,13.86873
Portugal,1997,14.14855
Portugal,1998,14.30321
Portugal,1999,14.61946
Portugal,2000,14.77098
Portugal,2001,14.92642
Portugal,2002,15.03751
Portugal,2003,15.09776
Portugal,2004,15.43009
Portugal,2005,15.60319
Portugal,2006,15.8827
Portugal,2007,16.13054
Portugal,2008,16.21541
Portugal,2009,16.17149
Portugal,2010,16.693
Portugal,2011,16.92011
Portugal,2012,17.0912
Portugal,2013,17.30217
Portugal,2014,17.15857
Portugal,2015,17.14275
Portugal,2016,17.45315
Romania,1990,3.17406
Romania,1991,2.68316
Romania,1992,2.55981
Romania,1993,2.70227
Romania,1994,2.78715
Romania,1995,3.27869
Romania,1996,3.44765
Romania,1997,3.25559
Romania,1998,3.28921
Romania,1999,3.33294
Romania,2000,3.43387
Romania,2001,3.6658
Romania,2002,4.2584
Romania,2003,4.56946
Romania,2004,5.01078
Romania,2005,5.2806
Romania,2006,5.61751
Romania,2007,5.953
Romania,2008,6.45484
Romania,2009,6.15415
Romania,2010,6.14526
Romania,2011,6.15116
Romania,2012,6.79874
Romania,2013,7.12118
Romania,2014,7.2624
Romania,2015,7.5683
Romania,2016,7.88012
Russia,1990,8.55309
Russia,1991,8.30621
Russia,1992,7.30067
Russia,1993,6.75835
Russia,1994,6.2436
Russia,1995,6.18459
Russia,1996,5.9998
Russia,1997,6.02236
Russia,1998,5.81026
Russia,1999,5.68678
Russia,2000,5.99871
Russia,2001,6.30535
Russia,2002,6.44577
Russia,2003,6.90134
Russia,2004,7.30395
Russia,2005,7.68316
Russia,2006,8.18976
Russia,2007,8.66839
Russia,2008,9.08161
Russia,2009,8.67424
Russia,2010,8.9884
Russia,2011,9.2347
Russia,2012,9.44641
Russia,2013,9.60078
Russia,2014,9.62402
Russia,2015,9.16606
Russia,2016,9.14314
Saint Lucia,1985,3.21304
Saint Lucia,1986,3.736
Saint Lucia,1987,3.83197
Saint Lucia,1988,4.39629
Saint Lucia,1989,4.72957
Saint Lucia,1990,4.82812
Saint Lucia,1991,4.69747
Saint Lucia,1992,4.87022
Saint Lucia,1993,4.656
Saint Lucia,1994,4.84052
Saint Lucia,1995,4.52136
Saint Lucia,1996,4.75439
Saint Lucia,1997,4.9227
Saint Lucia,1998,5.28736
Saint Lucia,1999,5.03678
Saint Lucia,2000,4.78495
Saint Lucia,2001,4.59537
Saint Lucia,2002,4.68551
Saint Lucia,2003,4.85497
Saint Lucia,2004,5.42661
Saint Lucia,2005,5.10659
Saint Lucia,2006,5.35823
Saint Lucia,2007,5.12054
Saint Lucia,2008,5.32035
Saint Lucia,2009,5.54491
Saint Lucia,2010,5.55131
Saint Lucia,2011,5.51202
Saint Lucia,2012,5.46476
Saint Lucia,2013,5.45597
Saint Lucia,2014,5.44696
Saint Lucia,2015,5.48334
Saint Lucia,2016,5.51955
Singapore,1950,3.05222
Singapore,1951,3.11015
Singapore,1952,3.18979
Singapore,1953,3.2893
Singapore,1954,3.31757
Singapore,1955,3.3869
Singapore,1956,3.38218
Singapore,1957,3.40301
Singapore,1958,3.39839
Singapore,1959,3.25022
Singapore,1960,3.42154
Singapore,1961,3.61411
Singapore,1962,3.7672
Singapore,1963,4.03401
Singapore,1964,3.79414
Singapore,1965,3.97546
Singapore,1966,4.30425
Singapore,1967,4.69
Singapore,1968,5.20357
Singapore,1969,5.76381
Singapore,1970,6.38612
Singapore,1971,6.59435
Singapore,1972,6.95586
Singapore,1973,7.30752
Singapore,1974,7.7398
Singapore,1975,8.00802
Singapore,1976,8.12515
Singapore,1977,8.57081
Singapore,1978,8.74021
Singapore,1979,9.02118
Singapore,1980,9.35562
Singapore,1981,9.36198
Singapore,1982,9.39876
Singapore,1983,9.86498
Singapore,1984,10.46011
Singapore,1985,10.70035
Singapore,1986,10.86347
Singapore,1987,11.21222
Singapore,1988,11.75792
Singapore,1989,11.94487
Singapore,1990,12.32513
Singapore,1991,12.29734
Singapore,1992,12.78306
Singapore,1993,13.86547
Singapore,1994,14.60257
Singapore,1995,14.72988
Singapore,1996,15.10653
Singapore,1997,15.48843
Singapore,1998,14.81573
Singapore,1999,15.61367
Singapore,2000,17.15709
Singapore,2001,15.82866
Singapore,2002,16.87861
Singapore,2003,17.71294
Singapore,2004,19.40636
Singapore,2005,20.59541
Singapore,2006,20.35064
Singapore,2007,21.01526
Singapore,2008,20.077
Singapore,2009,19.90483
Singapore,2010,21.41239
Singapore,2011,22.1251
Singapore,2012,21.97499
Singapore,2013,22.41608
Singapore,2014,22.99441
Singapore,2015,22.9981
Singapore,2016,22.94873
Slovakia,1990,8.9826
Slovakia,1991,8.33691
Slovakia,1992,8.33743
Slovakia,1993,8.93531
Slovakia,1994,9.67217
Slovakia,1995,10.2693
Slovakia,1996,10.95546
Slovakia,1997,11.49621
Slovakia,1998,12.06774
Slovakia,1999,12.39425
Slovakia,2000,12.79864
Slovakia,2001,13.25596
Slovakia,2002,14.21083
Slovakia,2003,15.31382
Slovakia,2004,15.74427
Slovakia,2005,16.22924
Slovakia,2006,17.1991
Slovakia,2007,18.49759
Slovakia,2008,18.91018
Slovakia,2009,18.36182
Slovakia,2010,19.32213
Slovakia,2011,19.65707
Slovakia,2012,19.99066
Slovakia,2013,20.63605
Slovakia,2014,21.0047
Slovakia,2015,21.40522
Slovakia,2016,21.60716
Slovenia,1990,10.88611
Slovenia,1991,10.78358
Slovenia,1992,10.93558
Slovenia,1993,11.59777
Slovenia,1994,12.36582
Slovenia,1995,13.3789
Slovenia,1996,14.3576
Slovenia,1997,15.48604
Slovenia,1998,15.88977
Slovenia,1999,16.45766
Slovenia,2000,17.07212
Slovenia,2001,17.62233
Slovenia,2002,17.75627
Slovenia,2003,18.28186
Slovenia,2004,18.88227
Slovenia,2005,20.19848
Slovenia,2006,21.37709
Slovenia,2007,22.28649
Slovenia,2008,22.19558
Slovenia,2009,20.77466
Slovenia,2010,21.46871
Slovenia,2011,22.19971
Slovenia,2012,22.16575
Slovenia,2013,21.97511
Slovenia,2014,22.23081
Slovenia,2015,22.55726
Slovenia,2016,22.76877
South Africa,2001,5.90917
South Africa,2002,5.82227
South Africa,2003,6.29598
South Africa,2004,6.44754
South Africa,2005,6.33139
South Africa,2006,6.53101
South Africa,2007,6.93669
South Africa,2008,7.04625
South Africa,2009,7.20278
South Africa,2010,7.59919
South Africa,2011,7.47963
South Africa,2012,7.55967
South Africa,2013,7.53888
South Africa,2014,7.52183
South Africa,2015,7.33086
South Africa,2016,7.25753
South Korea,1950,1.19343
South Korea,1951,1.0758
South Korea,1952,1.11886
South Korea,1953,1.40949
South Korea,1954,1.45726
South Korea,1955,1.50041
South Korea,1956,1.47229
South Korea,1957,1.54867
South Korea,1958,1.59171
South Korea,1959,1.61472
South Korea,1960,1.60826
South Korea,1961,1.6127
South Korea,1962,1.58608
South Korea,1963,1.64742
South Korea,1964,1.81562
South Korea,1965,1.75061
South Korea,1966,1.92326
South Korea,1967,1.96687
South Korea,1968,2.07234
South Korea,1969,2.27795
South Korea,1970,2.4871
South Korea,1971,2.64476
South Korea,1972,2.72526
South Korea,1973,3.02848
South Korea,1974,3.16027
South Korea,1975,3.2988
South Korea,1976,3.47952
South Korea,1977,3.7262
South Korea,1978,3.9015
South Korea,1979,4.12954
South Korea,1980,4.00317
South Korea,1981,4.12551
South Korea,1982,4.30918
South Korea,1983,4.73349
South Korea,1984,5.17843
South Korea,1985,5.36422
South Korea,1986,5.72
South Korea,1987,6.11281
South Korea,1988,6.70123
South Korea,1989,7.10683
South Korea,1990,7.70907
South Korea,1991,8.26192
South Korea,1992,8.64591
South Korea,1993,9.02435
South Korea,1994,9.57014
South Korea,1995,10.10105
South Korea,1996,10.64338
South Korea,1997,11.31671
South Korea,1998,11.81563
South Korea,1999,12.88529
South Korea,2000,13.37174
South Korea,2001,13.77583
South Korea,2002,14.60743
South Korea,2003,15.30799
South Korea,2004,15.95488
South Korea,2005,16.64378
South Korea,2006,17.32218
South Korea,2007,18.35976
South Korea,2008,19.27017
South Korea,2009,19.58357
South Korea,2010,20.99993
South Korea,2011,22.39491
South Korea,2012,21.74231
South Korea,2013,22.91136
South Korea,2014,22.68851
South Korea,2015,22.58486
South Korea,2016,23.02651
Spain,1950,2.48036
Spain,1951,2.73866
Spain,1952,2.97501
Spain,1953,2.9782
Spain,1954,3.21828
Spain,1955,3.36107
Spain,1956,3.65026
Spain,1957,3.71333
Spain,1958,3.81186
Spain,1959,3.76891
Spain,1960,3.84468
Spain,1961,4.31981
Spain,1962,4.7759
Spain,1963,5.21782
Spain,1964,5.68886
Spain,1965,6.00693
Spain,1966,6.38086
Spain,1967,6.74994
Spain,1968,7.08959
Spain,1969,7.64025
Spain,1970,7.97987
Spain,1971,8.37407
Spain,1972,8.98928
Spain,1973,9.61467
Spain,1974,10.24416
Spain,1975,10.74228
Spain,1976,11.26608
Spain,1977,11.84627
Spain,1978,12.7514
Spain,1979,13.51572
Spain,1980,14.2283
Spain,1981,14.9187
Spain,1982,15.49045
Spain,1983,16.21774
Spain,1984,17.24501
Spain,1985,17.8777
Spain,1986,18.13161
Spain,1987,18.3708
Spain,1988,18.76274
Spain,1989,19.1942
Spain,1990,19.29227
Spain,1991,19.44813
Spain,1992,19.99671
Spain,1993,20.46215
Spain,1994,21.06204
Spain,1995,21.69156
Spain,1996,21.93662
Spain,1997,21.89725
Spain,1998,21.77511
Spain,1999,21.69835
Spain,2000,21.80549
Spain,2001,21.82451
Spain,2002,21.86243
Spain,2003,21.93999
Spain,2004,21.99427
Spain,2005,22.07626
Spain,2006,22.20488
Spain,2007,22.46965
Spain,2008,22.5586
Spain,2009,23.11172
Spain,2010,23.65127
Spain,2011,23.98863
Spain,2012,24.57016
Spain,2013,24.95582
Spain,2014,25.02682
Spain,2015,25.19416
Spain,2016,25.18942
Sri Lanka,1970,3.32762
Sri Lanka,1971,3.26425
Sri Lanka,1972,3.17359
Sri Lanka,1973,3.10625
Sri Lanka,1974,3.04268
Sri Lanka,1975,2.98631
Sri Lanka,1976,2.96236
Sri Lanka,1977,2.94642
Sri Lanka,1978,3.02147
Sri Lanka,1979,3.22832
Sri Lanka,1980,3.41396
Sri Lanka,1981,3.60081
Sri Lanka,1982,3.5466
Sri Lanka,1983,3.62362
Sri Lanka,1984,3.67229
Sri Lanka,1985,3.65712
Sri Lanka,1986,3.70262
Sri Lanka,1987,3.67921
Sri Lanka,1988,3.76555
Sri Lanka,1989,3.79176
Sri Lanka,1990,4.27428
Sri Lanka,1991,4.32866
Sri Lanka,1992,4.70526
Sri Lanka,1993,4.70825
Sri Lanka,1994,4.99126
Sri Lanka,1995,5.28316
Sri Lanka,1996,5.28983
Sri Lanka,1997,5.65313
Sri Lanka,1998,5.52495
Sri Lanka,1999,5.66129
Sri Lanka,2000,5.65562
Sri Lanka,2001,5.47202
Sri Lanka,2002,5.68407
Sri Lanka,2003,5.77462
Sri Lanka,2004,5.97418
Sri Lanka,2005,6.157
Sri Lanka,2006,6.45228
Sri Lanka,2007,6.79349
Sri Lanka,2008,7.37926
Sri Lanka,2009,7.63935
Sri Lanka,2010,8.00398
Sri Lanka,2011,8.45786
Sri Lanka,2012,8.81999
Sri Lanka,2013,9.2641
Sri Lanka,2014,9.94256
Sri Lanka,2015,10.37342
Sri Lanka,2016,10.84878
Sweden,1950,6.83696
Sweden,1951,7.14387
Sweden,1952,7.20093
Sweden,1953,7.39957
Sweden,1954,7.7202
Sweden,1955,7.9711
Sweden,1956,8.38295
Sweden,1957,8.52698
Sweden,1958,8.75223
Sweden,1959,9.11967
Sweden,1960,9.51428
Sweden,1961,9.95801
Sweden,1962,10.41884
Sweden,1963,10.91431
Sweden,1964,11.67838
Sweden,1965,12.25251
Sweden,1966,12.70732
Sweden,1967,13.57171
Sweden,1968,14.32735
Sweden,1969,14.95138
Sweden,1970,15.35827
Sweden,1971,16.04995
Sweden,1972,16.81304
Sweden,1973,17.54873
Sweden,1974,18.04194
Sweden,1975,18.14062
Sweden,1976,18.30239
Sweden,1977,18.35022
Sweden,1978,18.70912
Sweden,1979,19.14663
Sweden,1980,19.22213
Sweden,1981,19.18402
Sweden,1982,19.26639
Sweden,1983,19.44623
Sweden,1984,19.86374
Sweden,1985,19.94436
Sweden,1986,20.38223
Sweden,1987,20.72312
Sweden,1988,20.7499
Sweden,1989,21.0957
Sweden,1990,21.19933
Sweden,1991,21.45747
Sweden,1992,21.94695
Sweden,1993,22.22992
Sweden,1994,22.81464
Sweden,1995,23.28162
Sweden,1996,23.64244
Sweden,1997,24.57203
Sweden,1998,25.21089
Sweden,1999,25.67953
Sweden,2000,26.61537
Sweden,2001,26.86497
Sweden,2002,27.80993
Sweden,2003,28.87935
Sweden,2004,29.88779
Sweden,2005,30.6574
Sweden,2006,31.67695
Sweden,2007,31.77135
Sweden,2008,31.20803
Sweden,2009,30.46873
Sweden,2010,31.47957
Sweden,2011,31.69187
Sweden,2012,31.64442
Sweden,2013,31.92321
Sweden,2014,32.16201
Sweden,2015,32.95216
Sweden,2016,33.52047
Switzerland,1950,9.13518
Switzerland,1951,9.67686
Switzerland,1952,9.56095
Switzerland,1953,9.69898
Switzerland,1954,10.0399
Switzerland,1955,10.50061
Switzerland,1956,10.92291
Switzerland,1957,11.14542
Switzerland,1958,11.0421
Switzerland,1959,11.77922
Switzerland,1960,12.30956
Switzerland,1961,12.69373
Switzerland,1962,12.79035
Switzerland,1963,13.19539
Switzerland,1964,13.65546
Switzerland,1965,14.16544
Switzerland,1966,14.54728
Switzerland,1967,14.89211
Switzerland,1968,15.31172
Switzerland,1969,15.88869
Switzerland,1970,16.63271
Switzerland,1971,17.09367
Switzerland,1972,17.60839
Switzerland,1973,18.21547
Switzerland,1974,18.77502
Switzerland,1975,18.36633
Switzerland,1976,18.68216
Switzerland,1977,19.32592
Switzerland,1978,19.35332
Switzerland,1979,19.78462
Switzerland,1980,20.43628
Switzerland,1981,20.5172
Switzerland,1982,20.12884
Switzerland,1983,20.41131
Switzerland,1984,21.11162
Switzerland,1985,21.52683
Switzerland,1986,21.49806
Switzerland,1987,21.14645
Switzerland,1988,21.27681
Switzerland,1989,21.83317
Switzerland,1990,22.07405
Switzerland,1991,21.39393
Switzerland,1992,21.4004
Switzerland,1993,21.59732
Switzerland,1994,21.75293
Switzerland,1995,22.13194
Switzerland,1996,22.64065
Switzerland,1997,23.32043
Switzerland,1998,23.57452
Switzerland,1999,23.47488
Switzerland,2000,24.22433
Switzerland,2001,24.73252
Switzerland,2002,24.92554
Switzerland,2003,24.82764
Switzerland,2004,25.00276
Switzerland,2005,25.65288
Switzerland,2006,26.25704
Switzerland,2007,26.81909
Switzerland,2008,26.94882
Switzerland,2009,26.36736
Switzerland,2010,27.08982
Switzerland,2011,27.04603
Switzerland,2012,27.19602
Switzerland,2013,27.56672
Switzerland,2014,27.72503
Switzerland,2015,27.55143
Switzerland,2016,28.28223
Taiwan,1950,0.96534
Taiwan,1951,1.02877
Taiwan,1952,1.09636
Taiwan,1953,1.16839
Taiwan,1954,1.24516
Taiwan,1955,1.32697
Taiwan,1956,1.41415
Taiwan,1957,1.50706
Taiwan,1958,1.60608
Taiwan,1959,1.7116
Taiwan,1960,1.82405
Taiwan,1961,1.88186
Taiwan,1962,1.96382
Taiwan,1963,2.07523
Taiwan,1964,2.30067
Taiwan,1965,2.54229
Taiwan,1966,2.70144
Taiwan,1967,2.84639
Taiwan,1968,2.9769
Taiwan,1969,3.12104
Taiwan,1970,3.33117
Taiwan,1971,3.64329
Taiwan,1972,3.96219
Taiwan,1973,4.15663
Taiwan,1974,4.08166
Taiwan,1975,4.2623
Taiwan,1976,4.73486
Taiwan,1977,4.95705
Taiwan,1978,5.39341
Taiwan,1979,5.62239
Taiwan,1980,5.94927
Taiwan,1981,6.23816
Taiwan,1982,6.40379
Taiwan,1983,6.73904
Taiwan,1984,7.23221
Taiwan,1985,7.48593
Taiwan,1986,8.01752
Taiwan,1987,8.94528
Taiwan,1988,9.31263
Taiwan,1989,9.97188
Taiwan,1990,10.51463
Taiwan,1991,11.1639
Taiwan,1992,11.73114
Taiwan,1993,12.37255
Taiwan,1994,13.12968
Taiwan,1995,13.78478
Taiwan,1996,14.63503
Taiwan,1997,15.44499
Taiwan,1998,15.68931
Taiwan,1999,16.39338
Taiwan,2000,17.30406
Taiwan,2001,17.50705
Taiwan,2002,18.45196
Taiwan,2003,18.86467
Taiwan,2004,19.52845
Taiwan,2005,20.12701
Taiwan,2006,20.87749
Taiwan,2007,22.00044
Taiwan,2008,22.30451
Taiwan,2009,22.46909
Taiwan,2010,24.39907
Taiwan,2011,24.81872
Taiwan,2012,24.94979
Taiwan,2013,25.24225
Taiwan,2014,25.79907
Taiwan,2015,26.09677
Taiwan,2016,26.4176
Thailand,1970,1.56183
Thailand,1971,1.62594
Thailand,1972,1.85513
Thailand,1973,1.847
Thailand,1974,2.06581
Thailand,1975,2.09544
Thailand,1976,2.30948
Thailand,1977,2.26794
Thailand,1978,2.2433
Thailand,1979,2.46442
Thailand,1980,2.25283
Thailand,1981,2.57455
Thailand,1982,2.42872
Thailand,1983,2.60906
Thailand,1984,2.61664
Thailand,1985,2.73055
Thailand,1986,2.78306
Thailand,1987,2.89474
Thailand,1988,3.18922
Thailand,1989,3.34676
Thailand,1990,3.57556
Thailand,1991,4.00855
Thailand,1992,4.15555
Thailand,1993,4.5337
Thailand,1994,4.88103
Thailand,1995,5.27222
Thailand,1996,5.5075
Thailand,1997,5.6065
Thailand,1998,5.22812
Thailand,1999,5.36754
Thailand,2000,5.38182
Thailand,2001,5.42644
Thailand,2002,5.59343
Thailand,2003,5.84552
Thailand,2004,6.06658
Thailand,2005,6.35562
Thailand,2006,6.59129
Thailand,2007,6.84141
Thailand,2008,6.96025
Thailand,2009,6.64118
Thailand,2010,7.07759
Thailand,2011,6.94266
Thailand,2012,7.41961
Thailand,2013,7.8527
Thailand,2014,8.09333
Thailand,2015,8.33489
Thailand,2016,8.52144
Trinidad and Tobago,1991,17.94828
Trinidad and Tobago,1992,17.66589
Trinidad and Tobago,1993,17.29815
Trinidad and Tobago,1994,17.31255
Trinidad and Tobago,1995,17.21804
Trinidad and Tobago,1996,17.72382
Trinidad and Tobago,1997,18.34143
Trinidad and Tobago,1998,18.98423
Trinidad and Tobago,1999,20.01062
Trinidad and Tobago,2000,20.46638
Trinidad and Tobago,2001,20.81146
Trinidad and Tobago,2002,22.43987
Trinidad and Tobago,2003,25.01698
Trinidad and Tobago,2004,25.83177
Trinidad and Tobago,2005,26.71794
Trinidad and Tobago,2006,29.8991
Trinidad and Tobago,2007,31.07742
Trinidad and Tobago,2008,31.41632
Trinidad and Tobago,2009,31.40972
Trinidad and Tobago,2010,32.86278
Trinidad and Tobago,2011,32.36397
Trinidad and Tobago,2012,32.74939
Trinidad and Tobago,2013,32.10202
Trinidad and Tobago,2014,32.02809
Trinidad and Tobago,2015,31.71405
Trinidad and Tobago,2016,31.6028
Turkey,1950,1.41792
Turkey,1951,1.59886
Turkey,1952,1.7896
Turkey,1953,1.98867
Turkey,1954,1.93134
Turkey,1955,2.08638
Turkey,1956,2.2691
Turkey,1957,2.43044
Turkey,1958,2.52156
Turkey,1959,2.61822
Turkey,1960,2.64905
Turkey,1961,2.6747
Turkey,1962,2.85595
Turkey,1963,3.09239
Turkey,1964,3.19325
Turkey,1965,3.26189
Turkey,1966,3.61685
Turkey,1967,3.78905
Turkey,1968,4.04363
Turkey,1969,4.26836
Turkey,1970,4.41905
Turkey,1971,4.75917
Turkey,1972,4.95495
Turkey,1973,5.1114
Turkey,1974,5.43481
Turkey,1975,5.89811
Turkey,1976,6.37407
Turkey,1977,6.49719
Turkey,1978,6.64862
Turkey,1979,6.55033
Turkey,1980,6.44504
Turkey,1981,6.69209
Turkey,1982,6.98164
Turkey,1983,7.19772
Turkey,1984,7.75498
Turkey,1985,7.90416
Turkey,1986,8.37351
Turkey,1987,9.09307
Turkey,1988,9.3441
Turkey,1989,9.0669
Turkey,1990,9.74373
Turkey,1991,9.44103
Turkey,1992,9.77861
Turkey,1993,10.98302
Turkey,1994,9.77936
Turkey,1995,10.24861
Turkey,1996,10.56907
Turkey,1997,11.44372
Turkey,1998,11.45697
Turkey,1999,10.70634
Turkey,2000,11.60108
Turkey,2001,10.91566
Turkey,2002,11.61789
Turkey,2003,12.32632
Turkey,2004,13.3997
Turkey,2005,14.07865
Turkey,2006,14.72565
Turkey,2007,15.44146
Turkey,2008,15.29684
Turkey,2009,14.64806
Turkey,2010,15.08944
Turkey,2011,15.48844
Turkey,2012,15.43939
Turkey,2013,15.84002
Turkey,2014,16.03382
Turkey,2015,16.26136
Turkey,2016,16.34053
United Kingdom,1950,7.86631
United Kingdom,1951,7.93934
United Kingdom,1952,7.89841
United Kingdom,1953,8.0969
United Kingdom,1954,8.28009
United Kingdom,1955,8.39366
United Kingdom,1956,8.45679
United Kingdom,1957,8.62705
United Kingdom,1958,8.8038
United Kingdom,1959,9.02245
United Kingdom,1960,9.36737
United Kingdom,1961,9.7196
United Kingdom,1962,9.84335
United Kingdom,1963,10.14807
United Kingdom,1964,10.53249
United Kingdom,1965,10.84835
United Kingdom,1966,11.19492
United Kingdom,1967,11.68122
