Entity,Year,trust_government
OECD,2010,40.2156733345459
OECD,2011,37.4691239990113
OECD,2012,35.7553862687382
OECD,2013,34.5959912037477
OECD,2014,37.2961121366573
OECD,2015,36.9656112607873
OECD,2016,35.6386287430409
OECD,2017,40.34468078988
OECD,2018,38.2456126326629
OECD,2019,41.6533757999789
OECD,2020,45.7441117717052
