Entity,Year,"GDP per capita in current USD, 1960-2014 (World Bank EdStats (2015))"
Croatia,2013,13597.92145
Croatia,2014,13507.35861
Cuba,1970,653.2380917
Cuba,1971,779.5623039
Cuba,1972,901.3674037
Cuba,1973,1088.44027
Cuba,1974,1224.411871
Cuba,1975,1380.261716
Cuba,1976,1444.873403
Cuba,1977,1474.636367
Cuba,1978,1837.764035
Cuba,1979,2003.294684
Cuba,1980,2024.678974
Cuba,1981,2038.214587
Cuba,1982,2109.996725
Cuba,1983,2226.118644
Cuba,1984,2397.087966
Cuba,1985,2270.124431
Cuba,1986,2378.929831
Cuba,1987,2451.274589
Cuba,1988,2641.236214
Cuba,1989,2572.873458
Cuba,1990,2702.185284
Cuba,1991,2275.925901
Cuba,1992,2052.991446
Cuba,1993,2066.917658
Cuba,1994,2615.018812
Cuba,1995,2783.443297
Cuba,1996,2278.285342
Cuba,1997,2300.945851
Cuba,1998,2326.174356
Cuba,1999,2555.068738
Cuba,2000,2744.124479
Cuba,2001,2835.076661
Cuba,2002,2995.899528
Cuba,2003,3192.400519
Cuba,2004,3388.766954
Cuba,2005,3776.470549
Cuba,2006,4666.988169
Cuba,2007,5185.382272
Cuba,2008,5382.824814
Cuba,2009,5499.119218
Cuba,2010,5701.960898
Cuba,2011,6118.288022
Cuba,2012,6489.160592
Cuba,2013,6848.237236
Cyprus,1975,976.3298223
Cyprus,1976,1157.411531
Cyprus,1977,1476.247922
Cyprus,1978,1929.399996
Cyprus,1979,2559.227555
Cyprus,1980,4232.022939
Cyprus,1981,4033.240478
Cyprus,1982,4122.784499
Cyprus,1983,4091.048498
Cyprus,1984,4258.743589
Cyprus,1985,4488.287003
Cyprus,1986,5642.631476
Cyprus,1987,6690.577975
Cyprus,1988,7645.629767
Cyprus,1989,8038.914242
Cyprus,1990,9641.575273
Cyprus,1991,9696.099593
Cyprus,1992,11310.07192
Cyprus,1993,10526.14177
Cyprus,1994,11617.69278
Cyprus,1995,15233.34168
Cyprus,1996,15105.21006
Cyprus,1997,14169.7202
Cyprus,1998,15035.90525
Cyprus,1999,15208.77246
Cyprus,2000,14307.35353
Cyprus,2001,14723.21047
Cyprus,2002,15988.27504
Cyprus,2003,20110.12017
Cyprus,2004,23578.42935
Cyprus,2005,24738.00939
Cyprus,2006,26455.13237
Cyprus,2007,30915.48639
Cyprus,2008,34950.3513
Cyprus,2009,31673.45771
Cyprus,2010,30438.90019
Cyprus,2011,31836.61951
Cyprus,2012,28868.27382
Cyprus,2013,27910.61983
Cyprus,2014,27194.39184
Czech Republic,1990,3901.525394
Czech Republic,1991,2867.229413
Czech Republic,1992,3338.654991
Czech Republic,1993,3916.051586
Czech Republic,1994,4583.584634
Czech Republic,1995,5765.048439
Czech Republic,1996,6473.435452
Czech Republic,1997,5980.258304
Czech Republic,1998,6447.463539
Czech Republic,1999,6293.304387
Czech Republic,2000,5994.528277
Czech Republic,2001,6594.717465
Czech Republic,2002,8011.898074
Czech Republic,2003,9741.058384
Czech Republic,2004,11667.63212
Czech Republic,2005,13317.72983
Czech Republic,2006,15159.14115
Czech Republic,2007,18333.9459
Czech Republic,2008,22649.37934
Czech Republic,2009,19698.49209
Czech Republic,2010,19763.9638
Czech Republic,2011,21656.39764
Czech Republic,2012,19670.40261
Czech Republic,2013,19858.34346
Czech Republic,2014,19553.92995
Democratic Republic of Congo,1960,220.3141353
Democratic Republic of Congo,1961,197.3911749
Democratic Republic of Congo,1962,235.6326419
Democratic Republic of Congo,1963,377.4279087
Democratic Republic of Congo,1964,170.4663094
Democratic Republic of Congo,1965,232.8114307
Democratic Republic of Congo,1966,253.7619344
Democratic Republic of Congo,1967,184.1347567
Democratic Republic of Congo,1968,206.7225684
Democratic Republic of Congo,1969,258.6190224
Democratic Republic of Congo,1970,243.7635593
Democratic Republic of Congo,1971,272.0760665
Democratic Republic of Congo,1972,292.2956445
Democratic Republic of Congo,1973,362.8285429
Democratic Republic of Congo,1974,430.6908308
Democratic Republic of Congo,1975,447.0011452
Democratic Republic of Congo,1976,409.6200562
Democratic Republic of Congo,1977,509.3002382
Democratic Republic of Congo,1978,616.3482759
Democratic Republic of Congo,1979,587.4426099
Democratic Republic of Congo,1980,546.1435373
Democratic Republic of Congo,1981,463.3280667
Democratic Republic of Congo,1982,491.6370638
Democratic Republic of Congo,1983,386.3290846
Democratic Republic of Congo,1984,268.6997589
Democratic Republic of Congo,1985,239.5164126
Democratic Republic of Congo,1986,262.2248377
Democratic Republic of Congo,1987,241.3797272
Democratic Republic of Congo,1988,271.1605965
Democratic Republic of Congo,1989,267.4895691
Democratic Republic of Congo,1990,267.8202893
Democratic Republic of Congo,1994,143.4603018
Democratic Republic of Congo,1995,134.4131142
Democratic Republic of Congo,1996,133.8514002
Democratic Republic of Congo,1997,138.1869965
Democratic Republic of Congo,1998,138.2470334
Democratic Republic of Congo,1999,102.666198
Democratic Republic of Congo,2000,406.5677033
Democratic Republic of Congo,2001,154.4248583
Democratic Republic of Congo,2002,176.2636181
Democratic Republic of Congo,2003,175.3415684
Democratic Republic of Congo,2004,196.190028
Democratic Republic of Congo,2005,221.4496928
Democratic Republic of Congo,2006,257.1738008
Democratic Republic of Congo,2007,286.1447493
Democratic Republic of Congo,2008,326.5279563
Democratic Republic of Congo,2009,301.9325214
Democratic Republic of Congo,2010,330.003252
Democratic Republic of Congo,2011,373.0399766
Democratic Republic of Congo,2012,417.9770414
Democratic Republic of Congo,2013,444.5751803
Democratic Republic of Congo,2014,475.2336372
Denmark,1960,1364.51716
Denmark,1961,1503.537013
Denmark,1962,1681.029913
Denmark,1963,1775.370385
Denmark,1964,2013.243077
Denmark,1965,2243.931595
Denmark,1966,2443.259791
Denmark,1967,2644.786647
Denmark,1968,2712.6124
Denmark,1969,3068.236741
Denmark,1970,3421.990575
Denmark,1971,3792.600781
Denmark,1972,4601.007516
Denmark,1973,6065.39591
Denmark,1974,6719.242219
Denmark,1975,7954.973925
Denmark,1976,8753.250582
Denmark,1977,9760.6764
Denmark,1978,11810.03432
Denmark,1979,13740.96609
Denmark,1980,13833.12187
Denmark,1981,11984.01251
Denmark,1982,11707.41052
Denmark,1983,11768.65521
Denmark,1984,11478.44267
Denmark,1985,12167.45463
Denmark,1986,17146.70467
Denmark,1987,21289.16344
Denmark,1988,22441.08831
Denmark,1989,21799.27792
Denmark,1990,26861.79859
Denmark,1991,26960.97561
Denmark,1992,29526.16569
Denmark,1993,27553.12351
Denmark,1994,29992.22227
Denmark,1995,35351.38071
Denmark,1996,35650.72434
Denmark,1997,32835.92877
Denmark,1998,33368.15485
Denmark,1999,33440.80162
Denmark,2000,30743.55917
Denmark,2001,30751.64946
Denmark,2002,33228.69291
Denmark,2003,40458.77064
Denmark,2004,46487.51491
Denmark,2005,48816.83586
Denmark,2006,52041.00297
Denmark,2007,58501.13832
Denmark,2008,64181.99467
Denmark,2009,57895.50122
Denmark,2010,57647.66876
Denmark,2011,61304.0612
Denmark,2012,57636.12531
Denmark,2013,59818.63153
Denmark,2014,60634.39427
Djibouti,1985,803.7902857
Djibouti,1987,767.3783088
Djibouti,1988,754.7670435
Djibouti,1989,730.5884114
Djibouti,1990,766.7565737
Djibouti,1991,754.8650345
Djibouti,1992,759.5786975
Djibouti,1993,726.0453147
Djibouti,1994,753.2085056
Djibouti,1995,749.5854362
Djibouti,1996,730.893986
Djibouti,1997,730.7424828
Djibouti,1998,734.7502857
Djibouti,1999,753.2897667
Djibouti,2000,762.5408423
Djibouti,2001,780.1451222
Djibouti,2002,794.0556713
Djibouti,2003,823.8074727
Djibouti,2004,869.8001789
Djibouti,2005,912.4992045
Djibouti,2006,976.2929868
Djibouti,2007,1061.637092
Djibouti,2008,1233.311121
Djibouti,2009,1458.873787
Djibouti,2010,1353.193028
Djibouti,2011,1463.592224
Djibouti,2012,1574.628968
Djibouti,2013,1668.336703
Djibouti,2014,1784.380581
Dominica,1977,495.4348766
Dominica,1978,608.4452858
Dominica,1979,591.2242638
Dominica,1980,784.7250668
Dominica,1981,878.5093047
Dominica,1982,958.544202
Dominica,1983,1069.243137
Dominica,1984,1210.646723
Dominica,1985,1338.745022
Dominica,1986,1534.735667
Dominica,1987,1745.911811
Dominica,1988,2003.912077
Dominica,1989,2152.86027
Dominica,1990,2344.944441
Dominica,1991,2546.783072
Dominica,1992,2701.671727
Dominica,1993,2814.669124
Dominica,1994,3018.820482
Dominica,1995,3139.224475
Dominica,1996,3323.369413
Dominica,1997,3473.648555
Dominica,1998,3676.516625
Dominica,1999,3830.229979
Dominica,2000,4819.899954
Dominica,2001,4925.629692
Dominica,2002,4837.631934
Dominica,2003,4997.16258
Dominica,2004,5329.135796
Dominica,2005,5250.352561
Dominica,2006,5627.072822
Dominica,2007,6058.180506
Dominica,2008,6614.969582
Dominica,2009,7026.999956
Dominica,2010,6926.847597
Dominica,2011,7122.008354
Dominica,2012,7181.725557
Dominica,2013,7175.626941
Dominica,2014,7433.927894
Dominican Republic,1960,203.0322291
Dominican Republic,1961,190.9947785
Dominican Republic,1962,232.7756341
Dominican Republic,1963,257.1711336
Dominican Republic,1964,271.4584541
Dominican Republic,1965,227.7469135
Dominican Republic,1966,244.6166438
Dominican Republic,1967,249.5837056
Dominican Republic,1968,252.6536122
Dominican Republic,1969,279.8481792
Dominican Republic,1970,328.3438003
Dominican Republic,1971,358.2343929
Dominican Republic,1972,415.7285249
Dominican Republic,1973,477.5887298
Dominican Republic,1974,580.5941525
Dominican Republic,1975,696.3619813
Dominican Republic,1976,745.7539921
Dominican Republic,1977,844.9959446
Dominican Republic,1978,858.8134689
Dominican Republic,1979,966.139625
Dominican Republic,1980,1138.229402
Dominican Republic,1981,1218.872753
Dominican Republic,1982,1305.491424
Dominican Republic,1983,1381.646647
Dominican Republic,1984,1618.778435
Dominican Republic,1985,773.2702362
Dominican Republic,1986,918.3519764
Dominican Republic,1987,855.6864261
Dominican Republic,1988,772.8449262
Dominican Republic,1989,941.9048271
Dominican Republic,1990,976.335504
Dominican Republic,1991,1315.458239
Dominican Republic,1992,1495.631946
Dominican Republic,1993,1687.835222
Dominican Republic,1994,1852.242783
Dominican Republic,1995,2050.459494
Dominican Republic,1996,2233.375213
Dominican Republic,1997,2373.095064
Dominican Republic,1998,2522.627373
Dominican Republic,1999,2545.654799
Dominican Republic,2000,2769.882322
Dominican Republic,2001,2829.192446
Dominican Republic,2002,2973.657145
Dominican Republic,2003,2344.53392
Dominican Republic,2004,2407.18928
Dominican Republic,2005,3578.051278
Dominican Republic,2006,3774.504386
Dominican Republic,2007,4543.491364
Dominican Republic,2008,4874.115186
Dominican Republic,2009,4844.980532
Dominican Republic,2010,5295.402672
Dominican Republic,2011,5718.211836
Dominican Republic,2012,5881.450611
Dominican Republic,2013,5882.320709
Dominican Republic,2014,6075.528639
Ecuador,1960,223.7909689
Ecuador,1961,210.8021191
Ecuador,1962,200.5620591
Ecuador,1963,211.0880988
Ecuador,1964,228.3238437
Ecuador,1965,457.9240662
Ecuador,1966,452.6758724
Ecuador,1967,462.1951938
Ecuador,1968,453.9991135
Ecuador,1969,531.6002219
Ecuador,1970,475.1230372
Ecuador,1971,444.316003
Ecuador,1972,499.6582259
Ecuador,1973,593.5035872
Ecuador,1974,978.9128044
Ecuador,1975,1115.89244
Ecuador,1976,1277.119426
Ecuador,1977,1507.865528
Ecuador,1978,1587.782999
Ecuador,1979,1839.045032
Ecuador,1980,2260.783667
Ecuador,1981,2688.306366
Ecuador,1982,2395.601962
Ecuador,1983,2011.127159
Ecuador,1984,1934.459284
Ecuador,1985,1913.523859
Ecuador,1986,1666.937229
Ecuador,1987,1480.873524
Ecuador,1988,1352.400132
Ecuador,1989,1404.977948
Ecuador,1990,1505.323071
Ecuador,1991,1639.686434
Ecuador,1992,1707.263413
Ecuador,1993,1747.670246
Ecuador,1994,2050.318154
Ecuador,1995,2159.138541
Ecuador,1996,2182.706817
Ecuador,1997,2386.709189
Ecuador,1998,2323.556239
Ecuador,1999,1598.83413
Ecuador,2000,1462.32021
Ecuador,2001,1914.449166
Ecuador,2002,2191.009606
Ecuador,2003,2442.269036
Ecuador,2004,2704.665155
Ecuador,2005,3012.752437
Ecuador,2006,3337.400363
Ecuador,2007,3574.877893
Ecuador,2008,4255.851995
Ecuador,2009,4236.777555
Ecuador,2010,4636.693098
Ecuador,2011,5199.669616
Ecuador,2012,5655.946155
Ecuador,2013,6002.885522
Ecuador,2014,6290.808833
Egypt,1965,159.3201653
Egypt,1966,162.1128223
Egypt,1967,165.0699199
Egypt,1968,176.2562557
Egypt,1969,193.231032
Egypt,1970,211.3927515
Egypt,1971,222.4902255
Egypt,1972,230.9622308
Egypt,1973,248.2774626
Egypt,1974,228.0358168
Egypt,1975,283.4053078
Egypt,1976,324.1849725
Egypt,1977,347.7014289
Egypt,1978,345.3003633
Egypt,1979,412.9566081
Egypt,1980,509.9375587
Egypt,1981,509.4149689
Egypt,1982,544.6182534
Egypt,1983,585.3190158
Egypt,1984,622.9439456
Egypt,1985,689.0156282
Egypt,1986,696.0957354
Egypt,1987,767.5322451
Egypt,1988,648.8399468
Egypt,1989,718.174509
Egypt,1990,765.5840866
Egypt,1991,644.225621
Egypt,1992,717.0630965
Egypt,1993,785.3713753
Egypt,1994,861.6366862
Egypt,1995,983.5020612
Egypt,1996,1088.6318
Egypt,1997,1243.168765
Egypt,1998,1323.703591
Egypt,1999,1393.453174
Egypt,2000,1509.581021
Egypt,2001,1452.766704
Egypt,2002,1286.192279
Egypt,2003,1194.306818
Egypt,2004,1116.925161
Egypt,2005,1249.49326
Egypt,2006,1472.570548
Egypt,2007,1757.775881
Egypt,2008,2156.762969
Egypt,2009,2461.508539
Egypt,2010,2803.53952
Egypt,2011,2972.597664
Egypt,2012,3255.923612
Egypt,2013,3314.462928
Egypt,2014,3436.254388
El Salvador,1965,270.6041546
El Salvador,1966,278.156825
El Salvador,1967,283.8191675
El Salvador,1968,285.4592378
El Salvador,1969,288.6232281
El Salvador,1970,303.2749584
El Salvador,1971,309.172609
El Salvador,1972,320.9379967
El Salvador,1973,357.1789421
El Salvador,1974,402.7095165
El Salvador,1975,445.1685165
El Salvador,1976,538.3366336
El Salvador,1977,666.369633
El Salvador,1978,695.0402864
El Salvador,1979,755.8416661
El Salvador,1980,766.8526888
El Salvador,1981,725.9922619
El Salvador,1982,707.4759333
El Salvador,1983,719.6792429
El Salvador,1984,741.5153047
El Salvador,1985,759.4922527
El Salvador,1986,744.070274
El Salvador,1987,771.0081311
El Salvador,1988,805.8061244
El Salvador,1989,829.7403033
El Salvador,1990,898.3340151
El Salvador,1991,978.9333037
El Salvador,1992,1080.484648
El Salvador,1993,1239.521328
El Salvador,1994,1424.087001
El Salvador,1995,1652.832031
El Salvador,1996,1776.467043
El Salvador,1997,1901.668697
El Salvador,1998,2037.042126
El Salvador,1999,2102.39527
El Salvador,2000,2204.154062
El Salvador,2001,2307.77109
El Salvador,2002,2381.152897
El Salvador,2003,2495.569186
El Salvador,2004,2611.161072
El Salvador,2005,2814.93504
El Salvador,2006,3042.748428
El Salvador,2007,3283.530558
El Salvador,2008,3483.70942
El Salvador,2009,3341.320201
El Salvador,2010,3444.456148
El Salvador,2011,3698.546188
El Salvador,2012,3781.500729
El Salvador,2013,3826.082486
El Salvador,2014,3950.654725
Equatorial Guinea,1962,35.36772768
Equatorial Guinea,1963,41.5345235
Equatorial Guinea,1964,48.0181588
Equatorial Guinea,1965,240.3186516
Equatorial Guinea,1966,250.8803136
Equatorial Guinea,1967,256.0417178
Equatorial Guinea,1968,233.8545826
Equatorial Guinea,1969,230.2140113
Equatorial Guinea,1970,228.0174922
Equatorial Guinea,1971,227.9552378
Equatorial Guinea,1972,238.0178333
Equatorial Guinea,1973,309.4918244
Equatorial Guinea,1974,377.2929222
Equatorial Guinea,1975,437.7810474
Equatorial Guinea,1976,453.5702562
Equatorial Guinea,1977,471.7313715
Equatorial Guinea,1980,229.5802636
Equatorial Guinea,1981,157.8434039
Equatorial Guinea,1982,176.6303304
Equatorial Guinea,1983,163.2035817
Equatorial Guinea,1984,171.2615142
Equatorial Guinea,1985,198.6065569
Equatorial Guinea,1986,232.7684147
Equatorial Guinea,1987,273.7880912
Equatorial Guinea,1988,285.7916883
Equatorial Guinea,1989,243.58978
Equatorial Guinea,1990,299.9040032
Equatorial Guinea,1991,287.0105135
Equatorial Guinea,1992,337.0839762
Equatorial Guinea,1993,329.1054291
Equatorial Guinea,1994,235.8041993
Equatorial Guinea,1995,321.0594164
Equatorial Guinea,1996,509.3528167
Equatorial Guinea,1997,938.5723176
Equatorial Guinea,1998,761.8820877
Equatorial Guinea,1999,1236.870164
Equatorial Guinea,2000,2018.60464
Equatorial Guinea,2001,2733.185323
Equatorial Guinea,2002,3276.652175
Equatorial Guinea,2003,4370.3054
Equatorial Guinea,2004,7527.119833
Equatorial Guinea,2005,13612.84793
Equatorial Guinea,2006,13003.63882
Equatorial Guinea,2007,15936.84258
Equatorial Guinea,2008,23458.12921
Equatorial Guinea,2009,13797.13672
Equatorial Guinea,2010,16611.49498
Equatorial Guinea,2011,21943.23629
Equatorial Guinea,2012,22390.19774
Equatorial Guinea,2013,20581.27811
Equatorial Guinea,2014,18389.42477
Eritrea,1992,143.1912945
Eritrea,1993,139.8889723
Eritrea,1994,157.9616444
Eritrea,1995,169.6148805
Eritrea,1996,199.670684
Eritrea,1997,192.8164079
Eritrea,1998,203.2320115
Eritrea,1999,181.5155794
Eritrea,2000,179.3116049
Eritrea,2001,183.4325248
Eritrea,2002,170.3394647
Eritrea,2003,194.576027
Eritrea,2004,237.7127366
Eritrea,2005,226.2896114
Eritrea,2006,240.5468163
Eritrea,2007,252.9776299
Eritrea,2008,256.4375698
Eritrea,2009,334.0648852
Eritrea,2010,368.7477582
Eritrea,2011,439.5423714
Eritrea,2012,504.3234084
Eritrea,2013,543.8219083
Eritrea,2014,590.2260187
Estonia,1995,3036.427135
Estonia,1996,3347.879316
Estonia,1997,3614.897042
Estonia,1998,4045.695644
Estonia,1999,4139.654364
Estonia,2000,4069.853821
Estonia,2001,4490.65903
Estonia,2002,5298.623213
Estonia,2003,7165.689909
Estonia,2004,8849.319109
Estonia,2005,10336.38955
Estonia,2006,12591.95899
Estonia,2007,16580.99704
Estonia,2008,18087.67866
Estonia,2009,14718.33959
Estonia,2010,14632.08221
Estonia,2011,17177.4803
Estonia,2012,17132.22729
Estonia,2013,18877.33049
Estonia,2014,19719.84388
Ethiopia,1981,202.9372505
Ethiopia,1982,207.6979566
Ethiopia,1983,223.9425208
Ethiopia,1984,205.0028438
Ethiopia,1985,232.5035322
Ethiopia,1986,233.9281287
Ethiopia,1987,242.1335776
Ethiopia,1988,242.8708016
Ethiopia,1989,247.152031
Ethiopia,1990,253.4235755
Ethiopia,1991,270.6637996
Ethiopia,1992,203.6459794
Ethiopia,1993,165.4997326
Ethiopia,1994,125.5064576
Ethiopia,1995,134.4004141
Ethiopia,1996,145.3357625
Ethiopia,1997,141.7729548
Ethiopia,1998,125.3846133
Ethiopia,1999,120.0275416
Ethiopia,2000,124.8389564
Ethiopia,2001,121.125745
Ethiopia,2002,112.237246
Ethiopia,2003,119.7906836
Ethiopia,2004,136.7856662
Ethiopia,2005,162.8146097
Ethiopia,2006,195.1811875
Ethiopia,2007,244.9955658
Ethiopia,2008,327.6025513
Ethiopia,2009,382.344903
Ethiopia,2010,343.6901516
Ethiopia,2011,357.4411931
Ethiopia,2012,472.160306
Ethiopia,2013,505.0408836
Ethiopia,2014,567.8161156
Faeroe Islands,1998,24543.59318
Faeroe Islands,1999,24584.70495
Faeroe Islands,2000,22850.44296
Faeroe Islands,2001,24501.95806
Faeroe Islands,2002,26563.75614
Faeroe Islands,2003,30778.7919
Faeroe Islands,2004,34520.88742
Faeroe Islands,2005,35211.49397
Faeroe Islands,2006,39870.12543
Faeroe Islands,2007,45974.68485
Faeroe Islands,2008,48652.99897
Faeroe Islands,2009,45506.00265
Faeroe Islands,2010,46412.50511
Faeroe Islands,2011,49822.38033
Faeroe Islands,2012,47600.40034
Faeroe Islands,2013,52830.23592
Fiji,1960,285.5597939
Fiji,1961,287.3471771
Fiji,1962,291.5558315
Fiji,1963,296.7886456
Fiji,1964,310.8880731
Fiji,1965,317.0722638
Fiji,1966,316.1762679
Fiji,1967,333.3105543
Fiji,1968,334.650807
Fiji,1969,357.4587473
Fiji,1970,422.4135104
Fiji,1971,466.0437579
Fiji,1972,583.3531542
Fiji,1973,768.7356808
Fiji,1974,987.979665
Fiji,1975,1186.746054
Fiji,1976,1182.172602
Fiji,1977,1202.717795
Fiji,1978,1360.872495
Fiji,1979,1640.680969
Fiji,1980,1893.043685
Fiji,1981,1898.562807
Fiji,1982,1786.862457
Fiji,1983,1638.563216
Fiji,1984,1681.906775
Fiji,1985,1603.582208
Fiji,1986,1795.742779
Fiji,1987,1632.369715
Fiji,1988,1535.860214
Fiji,1989,1632.74441
Fiji,1990,1835.717684
Fiji,1991,1882.245539
Fiji,1992,2057.934627
Fiji,1993,2166.348257
Fiji,1994,2383.924487
Fiji,1995,2540.459963
Fiji,1996,2713.661976
Fiji,1997,2640.272195
Fiji,1998,2069.387546
Fiji,1999,2407.082047
Fiji,2000,2074.92881
Fiji,2001,2037.685462
Fiji,2002,2257.544661
Fiji,2003,2833.905701
Fiji,2004,3330.309969
Fiji,2005,3655.735899
Fiji,2006,3747.036836
Fiji,2007,4076.033592
Fiji,2008,4175.106147
Fiji,2009,3367.370227
Fiji,2010,3649.366509
Fiji,2011,4201.344296
Fiji,2012,4401.111511
Fiji,2013,4375.43457
Fiji,2014,4543.25486
Finland,1960,1179.353011
Finland,1961,1327.427224
Finland,1962,1411.702398
Finland,1963,1522.319242
Finland,1964,1707.503938
Finland,1965,1882.086858
Finland,1966,2010.213456
Finland,1967,2034.18905
Finland,1968,1907.077272
Finland,1969,2178.03525
Finland,1970,2467.473396
Finland,1971,2718.196246
Finland,1972,3179.995118
Finland,1973,4176.278196
Finland,1974,5301.555609
Finland,1975,6260.206099
Finland,1976,6744.70535
Finland,1977,7074.363629
Finland,1978,7634.470011
Finland,1979,9339.168874
Finland,1980,11232.27456
Finland,1981,10934.56809
Finland,1982,10945.27734
Finland,1983,10505.83366
Finland,1984,10841.56713
Finland,1985,11405.93365
Finland,1986,14962.25536
Finland,1987,18580.65865
Finland,1988,22056.70175
Finland,1989,23983.84575
Finland,1990,28380.54891
Finland,1991,25503.21521
Finland,1992,22337.48712
Finland,1993,17617.03044
Finland,1994,20305.58355
Finland,1995,26273.4659
Finland,1996,25777.6413
Finland,1997,24676.49708
Finland,1998,25989.4075
Finland,1999,26178.79178
Finland,2000,24253.25042
Finland,2001,24913.24452
Finland,2002,26834.02625
Finland,2003,32816.16088
Finland,2004,37636.11173
Finland,2005,38969.17163
Finland,2006,41120.67651
Finland,2007,48288.5491
Finland,2008,53401.31487
Finland,2009,47107.15571
Finland,2010,46205.16601
Finland,2011,50787.56498
Finland,2012,47415.55987
Finland,2013,49310.22922
Finland,2014,49541.28822
France,1960,1343.082625
France,1961,1445.151914
France,1962,1590.196487
France,1963,1756.804062
France,1964,1922.697598
France,1965,2045.442146
France,1966,2193.06134
France,1967,2350.344029
France,1968,2537.313463
France,1969,2731.540442
France,1970,2870.15289
France,1971,3183.568516
France,1972,3870.705723
France,1973,4984.711438
France,1974,5338.969377
France,1975,6699.614706
France,1976,6873.254315
France,1977,7540.679637
France,1978,9278.141389
France,1979,11200.47032
France,1980,12739.33013
France,1981,11126.68196
France,1982,10513.6544
France,1983,10006.29385
France,1984,9429.102335
France,1985,9770.269518
France,1986,13551.81641
France,1987,16324.33903
France,1988,17706.51055
France,1989,17726.00497
France,1990,21833.89813
France,1991,21783.24945
France,1992,23937.87205
France,1993,22503.90543
France,1994,23626.08692
France,1995,27038.51207
France,1996,27015.74635
France,1997,24359.85283
France,1998,25101.83293
France,1999,24799.80638
France,2000,22466.17332
France,2001,22527.94412
France,2002,24276.04309
France,2003,29692.33121
France,2004,33876.24228
France,2005,34881.44337
France,2006,36546.46219
France,2007,41602.96059
France,2008,45415.81077
France,2009,41633.78423
France,2010,40708.50194
France,2011,43810.57818
France,2012,40853.39771
France,2013,42631.01245
France,2014,42736.15868
French Polynesia,1965,1889.282851
French Polynesia,1966,2229.499173
French Polynesia,1967,2209.158852
French Polynesia,1968,2510.906575
French Polynesia,1969,2273.519782
French Polynesia,1970,2299.051542
French Polynesia,1971,2594.793999
French Polynesia,1972,2754.869881
French Polynesia,1973,3524.613649
French Polynesia,1974,4390.613645
French Polynesia,1975,5284.987291
French Polynesia,1976,5434.687838
French Polynesia,1977,5711.891143
French Polynesia,1978,7030.358688
French Polynesia,1979,8248.744223
French Polynesia,1980,8979.126997
French Polynesia,1981,8192.350655
French Polynesia,1982,7996.262145
French Polynesia,1983,8066.464706
French Polynesia,1984,8092.815034
French Polynesia,1985,8602.522595
French Polynesia,1986,12781.29338
French Polynesia,1987,13750.14408
French Polynesia,1988,14163.82683
French Polynesia,1989,13572.58733
French Polynesia,1990,16036.73088
French Polynesia,1991,16173.48584
French Polynesia,1992,17334.40076
French Polynesia,1993,17732.74842
French Polynesia,1994,16647.1582
French Polynesia,1995,18505.45932
French Polynesia,1996,18034.75376
French Polynesia,1997,15943.3189
French Polynesia,1998,16530.17251
French Polynesia,1999,16299.28428
French Polynesia,2000,14530.22602
Gabon,1960,283.6055626
Gabon,1961,332.772038
Gabon,1962,358.8833892
Gabon,1963,299.5184683
Gabon,1964,412.2037766
Gabon,1965,425.7827783
Gabon,1966,453.6852743
Gabon,1967,490.9503927
Gabon,1968,521.1095146
Gabon,1969,551.1124488
Gabon,1970,549.5955725
Gabon,1971,635.4122796
Gabon,1972,703.4565234
Gabon,1973,1159.463728
Gabon,1974,2430.619003
Gabon,1975,3328.724905
Gabon,1976,4545.689314
Gabon,1977,4150.751629
Gabon,1978,3450.337195
Gabon,1979,4273.424487
Gabon,1980,5891.134103
Gabon,1981,5186.871665
Gabon,1982,4737.851058
Gabon,1983,4328.218085
Gabon,1984,4427.909278
Gabon,1985,4043.357961
Gabon,1986,4010.63118
Gabon,1987,3762.846914
Gabon,1988,4277.531604
Gabon,1989,4543.95728
Gabon,1990,6287.392948
Gabon,1991,5555.478791
Gabon,1992,5598.980833
Gabon,1993,4269.520409
Gabon,1994,3980.747348
Gabon,1995,4589.496721
Gabon,1996,5135.789908
Gabon,1997,4683.278453
Gabon,1998,3843.395824
Gabon,1999,3899.086639
Gabon,2000,4135.25406
Gabon,2001,3998.150346
Gabon,2002,4131.569871
Gabon,2003,4937.837628
Gabon,2004,5757.664239
Gabon,2005,6856.922099
Gabon,2006,7186.631352
Gabon,2007,8594.072362
Gabon,2008,10458.67726
Gabon,2009,7999.33877
Gabon,2010,9302.049568
Gabon,2011,11186.00976
Gabon,2012,10832.60466
Gabon,2013,10291.90052
Gabon,2014,10067.49474
Gambia,1966,108.314645
Gambia,1967,112.1554125
Gambia,1968,96.7313637
Gambia,1969,103.6440391
Gambia,1970,116.9194529
Gambia,1971,121.098443
Gambia,1972,124.6698378
Gambia,1973,153.488279
Gambia,1974,189.5029864
Gambia,1975,221.0446538
Gambia,1976,209.1516411
Gambia,1977,250.2489137
Gambia,1978,302.6146326
Gambia,1979,353.9449372
Gambia,1980,398.8992072
Gambia,1981,349.7972067
Gambia,1982,333.3074178
Gambia,1983,317.0515511
Gambia,1984,252.9477562
Gambia,1985,308.3306063
Gambia,1986,242.1699306
Gambia,1987,274.3653184
Gambia,1988,316.3146187
Gambia,1989,322.4441031
Gambia,1990,345.8550216
Gambia,1991,727.0419811
Gambia,1992,729.0793629
Gambia,1993,748.8687587
Gambia,1994,720.1508374
Gambia,1995,737.5114518
Gambia,1996,773.9904972
