Entity,Year,Primary energy (TWh),Fossil Fuels (TWh),Low-carbon energy (TWh),Coal (% primary direct energy),Gas (% primary direct energy),Oil (% primary direct energy),Nuclear (% primary direct energy),Hydro (% primary direct energy),Renewables (% primary direct energy),Solar (% primary direct energy),Wind (% primary direct energy),Other renewables (% primary direct energy),Coal (% sub energy),Gas (% sub energy),Oil (% sub energy),Nuclear (% sub energy),Hydro (% sub energy),Renewables (% sub energy),Solar (% sub energy),Wind (% sub energy),Other renewables (% sub energy),Fossil fuels (% sub energy),Low-carbon energy (% sub energy),Coal (% growth),Coal (TWh growth – sub method),Gas (% growth),Gas (TWh growth – sub method),Oil (% growth),Oil (TWh growth – sub method),Nuclear (% growth),Nuclear (TWh growth – sub method),Hydro (% growth),Hydro (TWh growth – sub method),Solar (% growth),Solar (TWh growth – sub method),Wind (% growth),Wind (TWh growth – sub method),Other renewables (% growth),Other renewables (TWh growth – sub method),Renewables (% growth),Renewables ((TWh growth – sub method),Fossil fuels (% growth),Fossil fuels (TWh growth – sub method),Low-carbon energy (% growth),Low-carbon energy (TWh growth – sub method),Fossil Fuels (% primary direct energy),Low-carbon energy (% primary direct energy),Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh),Solar per capita (kWh),Wind per capita (kWh),Hydro per capita (kWh),Renewables per capita (kWh),Fossil fuels per capita (kWh),Low-carbon energy per capita(kWh),Other renewables per capita (kWh),Hydro (TWh – sub method),Nuclear (TWh – sub method),Renewables (TWh – sub method),Solar (TWh – sub method),Wind (TWh – sub method),Other renewables (TWh – sub method),Low-carbon energy (TWh – sub method),Primary energy – direct (TWh),Biofuels (TWh),Biofuels (% primary direct energy),Biofuels (% sub energy),Biofuels (% growth),Biofuels (TWh growth – sub method),Biofuels per capita (kWh)
Africa,1965,,658.9407960411041,,,,,,,,,,,46.37491780359843,1.3681486811470591,46.719578307989934,0.0,5.537355207264589,,0.0,0.0,0.0,94.46264479273542,,,,,,,,,,,,,,,,,,,,,,,,,,1010.4620347732377,1017.9718347053551,29.810560658652165,0.0,0.0,0.0,120.65330732641425,,2058.244430137245,,0.0,38.626795345856,0.0,,0.0,0.0,0.0,,,,,,,,
Africa,1966,,690.502006012274,,,,,,,,,,,44.04701321820526,1.4544898050330528,48.625509239961104,0.0,5.872987661068993,,0.0,0.0,0.0,94.1270122631994,,-0.1155948883738267,-0.37394529915604835,11.799989027145896,1.126162845374001,9.453492542461571,30.80899242495201,,0.0,11.537544865264394,4.456583843041997,,0.0,,0.0,,0.0,,,4.789688263465952,31.561209971169887,,,,,984.3581696839773,1086.6779329231836,32.50479017075743,0.0,0.0,0.0,131.24893068202488,,2103.5408927779185,,0.0,43.083379188898,0.0,,0.0,0.0,0.0,,,,,,,,
Africa,1967,,694.6708476806781,,,,,,,,,,,44.65546383701696,1.4257758741079283,47.83827121636031,0.0,6.080489110070386,,0.0,0.0,0.0,93.91951092748519,,2.218786433370412,7.169397124402053,-1.1644551615500043,-0.12424648828599949,-0.806344637084333,-2.8763089677119638,,0.0,4.388343778709891,1.8906467902939994,,0.0,,0.0,,0.0,,,0.6037407034455322,4.16884166840407,,,,,981.1688201803739,1051.101390417457,31.327114579884455,0.0,0.0,0.0,133.6003663072892,,2063.5973251777154,,0.0,44.974025979192,0.0,,0.0,0.0,0.0,,,,,,,,
Africa,1968,,727.5965090211861,,,,,,,,,,,44.02869027783506,1.3700251793948335,47.85861113680354,0.0,6.742673405966565,,0.0,0.0,0.0,93.25732659403343,,4.002925512689148,13.221336688172016,1.3588515833947712,0.1433001146399988,5.528316130991251,19.56102453769597,,0.0,16.97094624396607,7.632517772676003,,0.0,,0.0,,0.0,,,4.739749976616703,32.925661340507986,,,,,994.882951933683,1081.4247715017552,30.95742085669022,0.0,0.0,0.0,152.35908176514135,,2107.2651442921283,,0.0,52.606543751868,0.0,,0.0,0.0,0.0,,,,,,,,
Africa,1969,,737.67147624782,,,,,,,,,,,43.38121632366072,1.5633324911389441,47.37252528609589,0.0,7.682925864341482,,0.0,0.0,0.0,92.31707410089555,,0.9111770575784606,3.13001333734195,16.868136470173802,1.8030314424240022,1.3770756076753488,5.141922446868023,,0.0,16.699187467353926,8.784865361220007,,0.0,,0.0,,0.0,,,1.3846915291261475,10.07496722663393,,,,,978.6236922547449,1068.662419721623,35.26674317487417,0.0,0.0,0.0,173.31679270091234,,2082.552855151242,,0.0,61.39140911308801,0.0,,0.0,0.0,0.0,,,,,,,,
Africa,1970,,794.684489635972,,,,,,,,,,,41.398025044942365,1.7810076648432611,48.01351866418967,0.0,8.807448594148791,,0.0,0.0,0.0,91.19255137397529,,4.0716186298908275,14.113989068960052,24.242117716274336,3.0283277004379983,10.532860398477606,39.870696618753925,,0.0,25.019536770139794,15.359846176756001,,0.0,,0.0,,0.0,,,7.728781066356238,57.01301338815199,,,,,992.5964320892233,1151.2154810860095,42.70304807361713,0.0,0.0,0.0,211.17534087364356,,2186.51496124885,,0.0,76.75125528984401,0.0,,0.0,0.0,0.0,,,,,,,,
Africa,1971,,874.4587403997659,,,,,,,,,,,40.437418740665095,1.9431786277101608,49.94234957115251,0.0,7.628956690989769,,0.0,0.0,0.048096340155420574,92.32294693952777,,6.169090376632935,22.255436971001927,18.588132729895236,2.884940919062002,13.057591663690626,54.63387287373001,,0.0,-5.852384171020031,-4.491778315642009,,0.0,,0.0,,0.45555592,,,10.038480907100222,79.77425076379393,,,,,1026.8875475113302,1268.2604000264837,49.346026465805515,0.0,0.0,0.0,193.73344962304552,,2344.493974003619,,1.2213819359543574,72.259476974202,0.0,,0.0,0.0,0.45555592,,,,,,,,
Africa,1972,,921.6090531199861,,,,,,,,,,,38.25348860135411,2.4563044194086734,51.04903546292589,0.0,8.195538106760678,,0.0,0.0,0.045633409550631936,91.75882848368869,,0.31291022872794727,1.1984856810100268,34.04131266857251,6.265398345648002,8.38964114421994,39.68642869356205,,0.0,13.915162056016307,10.055023321790003,,0.0,,0.0,0.6097560975609762,0.0027777800000000075,,,5.3919425287767275,47.1503127202202,,,,,1003.586620566898,1339.27991554799,64.44155399909398,0.0,0.0,0.0,215.01130205416175,,2407.308090113982,,1.1972000711653463,82.314500295992,0.0,,0.0,0.0,0.4583337,,,,,,,,
Africa,1973,,999.903877978018,,,,,,,,,,,37.60279464442732,3.637124561146152,50.709697139317576,0.0,8.006958794124124,,0.0,0.0,0.043424860984829096,91.94961634489106,,6.42864536491734,24.699569759640042,60.31916571153777,14.881146349352,7.550624149739504,38.71410874903995,,0.0,5.779029629081811,4.756979361136004,,0.0,,0.0,3.0303030303030276,0.013888899999999982,,,8.495448758123093,78.29482485803192,,,,,1040.368713074404,1403.0016346416176,100.62950466187502,0.0,0.0,0.0,221.5311254137654,,2543.9998523778963,,1.2014497104649862,87.07147965712801,0.0,,0.0,0.0,0.4722226,,,,,,,,
Africa,1974,,1040.194517154948,,,,,,,,,,,37.345414170695726,3.905969915745109,50.01328972257042,0.0,8.692675723793123,,0.0,0.0,0.04265049156733881,91.26467380901127,,4.092797514504398,16.735886166476007,12.557449199396785,4.966700084468002,3.370812163543113,18.588052925986062,,0.0,13.786151377230338,12.003805991925987,,0.0,,0.0,2.941176470588247,0.013888900000000037,,,4.029451236693338,40.29063917692997,,,,,1054.5045652775427,1412.2012972179714,110.29100090211222,0.0,0.0,0.0,245.45091917630617,,2576.9968633976264,,1.2043014937127485,99.075285649054,0.0,,0.0,0.0,0.48611150000000003,,,,,,,,
